
[00:00:00.000 --> 00:00:04.680]  今晚的講題是《起初的愛》
[00:05:15.000 --> 00:05:16.760]  特別是在君王崇拜上
[00:05:16.760 --> 00:05:18.600]  不只是我們要唱國歌
[00:05:18.600 --> 00:05:20.000]  掛國旗這麼簡單
[00:05:20.000 --> 00:05:21.760]  在這樣的壓力下
[00:05:21.760 --> 00:05:23.400]  其實要怎麼面對呢
[00:05:23.400 --> 00:05:26.440]  第三就是一般書信的
[00:05:26.440 --> 00:05:29.560]  內容容易
[00:05:29.560 --> 00:05:32.720]  特別是神透過使徒約翰
[00:05:32.720 --> 00:05:36.400]  向當時的小華西亞的地方教會發出的信息
[00:05:36.640 --> 00:05:39.520]  針對他們每個教會的處境
[00:05:39.520 --> 00:05:41.840]  很提拉米克的
[00:05:41.840 --> 00:05:44.840]  對他們的肯定、欣賞
[00:05:44.840 --> 00:05:47.600]  提醒、責備等等
[00:05:47.600 --> 00:05:50.600]  在文學上的這個題材
[00:05:50.600 --> 00:05:51.440]  我們有
[00:05:51.440 --> 00:05:53.720]  稍後再讀聖經
[00:05:53.720 --> 00:05:55.760]  在文學上的表達
[00:05:55.760 --> 00:05:59.720]  書信的題材有七個元素
[00:05:59.720 --> 00:06:04.240]  稍後我的講道裡面會逐一說
[00:06:04.240 --> 00:06:06.280]  在引子部分
[00:06:06.280 --> 00:06:08.760]  說到修信的對象
[00:06:08.760 --> 00:06:11.600]  這次說的是以弗所
[00:06:11.600 --> 00:06:14.560]  我會用一年多的時間去說七篇
[00:06:14.560 --> 00:06:15.480]  說以弗所
[00:06:15.480 --> 00:06:17.040]  再說另外六個教會
[00:06:17.040 --> 00:06:17.840]  在啟示錄
[00:06:17.840 --> 00:06:20.840]  也說到修信者的描述
[00:06:20.840 --> 00:06:22.200]  也就是告訴我們
[00:06:22.200 --> 00:06:24.400]  榮耀復活主的形象
[00:06:24.400 --> 00:06:27.600]  主是用什麼形象跟我們說話呢
[00:06:27.600 --> 00:06:29.760]  他的形象已經帶著一個信息
[00:06:29.760 --> 00:06:30.720]  稍後再說
[00:06:30.720 --> 00:06:32.800]  內容就是主菜
[00:06:32.800 --> 00:06:34.520]  主菜就是說到耶穌基督
[00:06:34.520 --> 00:06:36.520]  對教會的欣賞的地方
[00:06:36.520 --> 00:06:38.280]  還有責備的地方
[00:06:38.280 --> 00:06:39.880]  也不是停在這裡的
[00:06:39.880 --> 00:06:41.440]  他會給我們出路
[00:06:41.440 --> 00:06:44.160]  最後就是有一個呼喚
[00:06:44.160 --> 00:06:45.120]  有一個呼召
[00:06:45.120 --> 00:06:46.480]  也鼓勵我們
[00:06:46.480 --> 00:06:47.560]  如果你走這條路
[00:06:47.560 --> 00:06:49.960]  就肯定有得勝者的賞賜
[00:06:49.960 --> 00:06:52.600]  其實也很像一篇講章的內容
[00:06:52.600 --> 00:06:55.600]  我們一起讀經文
[00:06:55.600 --> 00:06:57.360]  這裡
[00:06:57.360 --> 00:07:00.040]  啟示錄二章一到七節
[00:07:00.040 --> 00:07:00.880]  看完一起讀
[00:07:00.880 --> 00:07:01.760]  一二三
[00:07:02.040 --> 00:07:06.720]  你要寫信給已不鎖教會的使者說
[00:07:06.720 --> 00:07:09.680]  那右手拿著七顆星
[00:07:09.680 --> 00:07:13.160]  在七個金燈台中間行走的
[00:07:13.160 --> 00:07:14.320]  這樣說
[00:07:14.320 --> 00:07:16.720]  我知道你的行為
[00:07:16.720 --> 00:07:17.560]  勞碌
[00:07:17.560 --> 00:07:18.480]  忍耐
[00:07:18.480 --> 00:07:21.680]  也知道你不能容忍惡人
[00:07:21.680 --> 00:07:25.280]  你也曾察驗那自稱為使徒
[00:07:25.280 --> 00:07:27.080]  卻不是使徒的
[00:07:27.080 --> 00:07:29.760]  看出他們是假的
[00:07:29.760 --> 00:07:31.280]  你能忍耐
[00:07:31.280 --> 00:07:35.040]  曾為我的名勞苦而不困倦
[00:07:35.040 --> 00:07:36.080]  然而
[00:07:36.080 --> 00:07:38.840]  有一件事我要責備你
[00:07:38.840 --> 00:07:42.840]  就是你把起初的愛心拋棄了
[00:07:42.840 --> 00:07:45.240]  所以你要回想
[00:07:45.240 --> 00:07:47.560]  你是從哪裡墜落的
[00:07:47.560 --> 00:07:49.680]  並且要悔改
[00:07:49.680 --> 00:07:52.400]  做起初所做的工作
[00:07:52.400 --> 00:07:54.160]  你若不悔改
[00:07:54.160 --> 00:07:56.160]  我要到你那裡去
[00:07:56.160 --> 00:07:59.920]  把你的燈台從遠處拿去
[00:07:59.920 --> 00:08:00.960]  然而
[00:08:00.960 --> 00:08:03.560]  你還有一件可取的事
[00:08:03.560 --> 00:08:07.360]  就是你恨惡尼哥拉派的行為
[00:08:07.360 --> 00:08:11.040]  這種行為也是我所恨惡的
[00:08:11.040 --> 00:08:12.880]  凡有以得的
[00:08:12.880 --> 00:08:17.480]  都應當聽聖靈向宗教會所說的話
[00:08:17.480 --> 00:08:18.920]  得聖的
[00:08:18.920 --> 00:08:24.840]  我必將神樂園中生命樹的果子賜給他人
[00:08:24.840 --> 00:08:30.240]  首先說說收信的對象
[00:08:30.240 --> 00:08:31.720]  以弗所
[00:08:31.720 --> 00:08:34.280]  以弗所是一個什麼地方
[00:08:34.280 --> 00:08:36.440]  有什麼特色
[00:08:36.440 --> 00:08:40.000]  當時在羅馬帝國管治下
[00:08:40.000 --> 00:08:42.320]  以弗所是羅馬城
[00:08:42.320 --> 00:08:43.520]  亞歷山大城
[00:08:43.520 --> 00:08:45.240]  敘利亞安提河之後
[00:08:45.240 --> 00:08:47.080]  第四大城市
[00:08:47.080 --> 00:08:49.560]  人口只有25萬人
[00:08:49.560 --> 00:08:50.960]  25萬人而已
[00:08:50.960 --> 00:08:53.160]  但已經是很大的城市
[00:08:53.160 --> 00:08:57.080]  因著地理有利的地勢
[00:08:57.080 --> 00:08:58.560]  沿海地區
[00:08:58.560 --> 00:09:03.240]  亦在地中海東部外勤海河口的位置
[00:09:03.240 --> 00:09:08.680]  亞歷山大帝當年曾經是重點建立這個地方
[00:09:08.680 --> 00:09:12.120]  因為在這個地方可以做很多貿易買賣
[00:09:12.120 --> 00:09:17.000]  可以估計到這個地方的人比較有錢
[00:09:17.000 --> 00:09:18.840]  思想比較開放
[00:09:18.840 --> 00:09:20.360]  接觸到很多不同的人
[00:09:20.360 --> 00:09:23.480]  再者他們行政比較獨立
[00:09:23.480 --> 00:09:27.080]  一般審理的事件
[00:09:27.080 --> 00:09:28.000]  都是自己人
[00:09:28.000 --> 00:09:29.360]  以弗所人去審理的
[00:09:29.360 --> 00:09:30.640]  政治事件
[00:09:30.640 --> 00:09:33.920]  所以這個地方被稱為自由城
[00:09:33.920 --> 00:09:37.800]  當然間中羅馬總督會定期到訪這個地方
[00:09:37.800 --> 00:09:40.120]  如果是重要的事件
[00:09:40.120 --> 00:09:41.440]  都會去審訊一下
[00:09:41.440 --> 00:09:42.800]  只是順便
[00:09:42.800 --> 00:09:45.720]  不是一定要做的事
[00:09:45.720 --> 00:09:48.040]  雖然他們是政治獨立
[00:09:48.040 --> 00:09:50.080]  你想想當時
[00:09:50.080 --> 00:09:51.160]  這麼自由
[00:09:51.160 --> 00:09:52.720]  又說很多壓迫
[00:09:52.720 --> 00:09:54.840]  其實有多少壓迫
[00:09:54.840 --> 00:09:56.000]  這麼自由
[00:09:56.000 --> 00:09:58.000]  但他們要交功課
[00:09:58.000 --> 00:09:59.720]  在當時的記載告訴你
[00:09:59.720 --> 00:10:00.680]  在第一世紀
[00:10:00.680 --> 00:10:03.640]  羅馬王基本上是沒有來過這個地方
[00:10:03.640 --> 00:10:04.880]  他沒有直接親身來
[00:10:04.880 --> 00:10:07.440]  希律沒有親身來過這個地方
[00:10:07.440 --> 00:10:09.520]  但他們都要交功課
[00:10:09.520 --> 00:10:12.920]  要表達和王的效忠
[00:10:12.920 --> 00:10:17.280]  剛才提到的就是君王崇拜的情況
[00:10:17.280 --> 00:10:21.320]  因為當時羅馬王就在小亞世界所有城市裡面
[00:10:21.320 --> 00:10:24.120]  去設立君王崇拜的廟
[00:10:24.120 --> 00:10:25.600]  建了自己的廟
[00:10:25.600 --> 00:10:27.040]  擺了自己的神像
[00:10:27.040 --> 00:10:28.120]  自己的儲像
[00:10:28.120 --> 00:10:30.480]  即是他的樣子的像
[00:10:30.480 --> 00:10:32.240]  當他神一樣拜
[00:10:32.240 --> 00:10:34.720]  甚至他建在爾忽所城
[00:10:34.720 --> 00:10:36.720]  多了祭壇和祭司
[00:10:36.720 --> 00:10:39.040]  當然不是聖經的祭壇和祭司
[00:10:39.040 --> 00:10:43.400]  是說這個王就好像一位神明
[00:10:43.400 --> 00:10:45.000]  這個希律
[00:10:45.000 --> 00:10:48.080]  那些人不是像我們這樣
[00:10:48.080 --> 00:10:50.440]  經常去遠行去旅行
[00:10:50.440 --> 00:10:52.440]  他怎麼表達那份效忠呢
[00:10:52.440 --> 00:10:55.920]  他就是透過這一切的君王崇拜
[00:10:55.920 --> 00:10:58.120]  有入廟
[00:10:58.120 --> 00:10:59.320]  有儲像
[00:10:59.320 --> 00:11:00.960]  有公開的節日
[00:11:00.960 --> 00:11:02.160]  有紀念碑
[00:11:02.160 --> 00:11:03.560]  他們的銀幣
[00:11:03.560 --> 00:11:05.160]  去看這些東西的時候
[00:11:05.160 --> 00:11:08.560]  來表達他們的敬意和尊崇
[00:11:08.560 --> 00:11:11.960]  大概我們都稍微了解到
[00:11:11.960 --> 00:11:15.360]  爾忽所人他們有什麼特性
[00:11:15.360 --> 00:11:16.720]  可以這樣形容
[00:11:16.720 --> 00:11:18.160]  他們是有見識
[00:11:18.160 --> 00:11:19.360]  有知識
[00:11:19.360 --> 00:11:21.120]  有自己的執法系統
[00:11:21.120 --> 00:11:22.520]  有話事權
[00:11:22.520 --> 00:11:25.520]  又有錢去追求享受的人
[00:11:25.520 --> 00:11:28.160]  我們先看看圖
[00:11:28.160 --> 00:11:29.600]  怎樣追求享受呢
[00:11:29.600 --> 00:11:31.120]  等一下這裡看看
[00:11:31.120 --> 00:11:34.040]  這個就是圖書館
[00:11:34.040 --> 00:11:36.040]  有沒有人去過爾忽所
[00:11:36.040 --> 00:11:38.600]  也有很多
[00:11:38.600 --> 00:11:40.600]  我剛剛去完
[00:11:40.600 --> 00:11:44.000]  我老婆也是目者
[00:11:44.000 --> 00:11:46.400]  她也是在說七書信
[00:11:46.400 --> 00:11:47.680]  在其他堂會
[00:11:47.680 --> 00:11:49.520]  她一年前開始說這個
[00:11:49.520 --> 00:11:50.920]  她說神對你好
[00:11:50.920 --> 00:11:53.280]  為什麼你去完旅行可以說這一篇道
[00:11:53.280 --> 00:11:55.280]  我說我一定要說這一篇道
[00:11:55.280 --> 00:11:57.280]  就是神對爾忽所
[00:11:57.280 --> 00:11:59.520]  你看到圖書館
[00:11:59.520 --> 00:12:01.520]  他們是有學識的
[00:12:01.520 --> 00:12:03.920]  重視知識
[00:12:03.920 --> 00:12:08.000]  然後有一個很大的劇場
[00:12:08.000 --> 00:12:09.160]  現在也在用
[00:12:09.160 --> 00:12:11.640]  每一年都還有人在那裡表演
[00:12:11.640 --> 00:12:14.040]  坐了好像是五萬人
[00:12:14.040 --> 00:12:15.160]  很厲害
[00:12:15.160 --> 00:12:16.440]  現在還在用
[00:12:16.440 --> 00:12:18.440]  第一世紀到現在
[00:12:18.440 --> 00:12:20.080]  很真實
[00:12:20.080 --> 00:12:22.360]  他們也懂得去享受
[00:12:22.360 --> 00:12:24.560]  當然我們在史壇傳說的那一篇
[00:12:24.560 --> 00:12:25.400]  也是在說
[00:12:25.400 --> 00:12:27.200]  他們騷動的時候跑了出來
[00:12:27.200 --> 00:12:28.080]  保羅
[00:12:28.080 --> 00:12:29.680]  差點被他們抓了的時間
[00:12:29.680 --> 00:12:30.680]  在這個位置
[00:12:30.680 --> 00:12:35.000]  也有他們的會議廳
[00:12:35.000 --> 00:12:36.000]  市政廳
[00:12:36.000 --> 00:12:38.000]  當然現在變成這樣的地方
[00:12:38.000 --> 00:12:39.880]  有自己獨立的
[00:12:39.880 --> 00:12:41.280]  施政獨立
[00:12:41.280 --> 00:12:43.960]  最後有廁所
[00:12:43.960 --> 00:12:44.640]  很先進的
[00:12:44.640 --> 00:12:46.160]  那時候有坐廁
[00:12:47.160 --> 00:12:48.560]  第一世紀
[00:12:48.560 --> 00:12:50.080]  他們坐得著
[00:12:50.080 --> 00:12:51.360]  有坐廁
[00:12:51.360 --> 00:12:52.360]  坐在那裡
[00:12:52.360 --> 00:12:54.840]  看到他們是肉場
[00:12:54.840 --> 00:12:55.440]  很享受
[00:12:55.440 --> 00:12:56.160]  他們懂得
[00:12:56.160 --> 00:12:58.160]  這麼神奇
[00:12:58.160 --> 00:13:00.800]  他們就是這樣的生活
[00:13:00.800 --> 00:13:04.240]  我們大概了解到一點面貌
[00:13:04.240 --> 00:13:05.640]  也就是告訴你
[00:13:05.640 --> 00:13:07.480]  爾忽所經濟有蓬勃
[00:13:07.480 --> 00:13:08.680]  政治有獨立
[00:13:08.680 --> 00:13:10.440]  宗教氣氛是怎樣的呢
[00:13:10.440 --> 00:13:12.240]  就是他們
[00:13:12.240 --> 00:13:14.720]  通街都是女神像
[00:13:14.720 --> 00:13:16.720]  去賣女神像
[00:13:16.720 --> 00:13:18.720]  亞底米女神
[00:13:18.720 --> 00:13:20.720]  也有一個神廟很大
[00:13:20.720 --> 00:13:22.720]  也是七大奇景之一
[00:13:22.720 --> 00:13:25.520]  那個廟大過雅典的女神廟
[00:13:25.520 --> 00:13:26.320]  四倍
[00:13:26.320 --> 00:13:28.320]  那個地方很厲害
[00:13:28.320 --> 00:13:30.320]  所以他們很驕傲這件事
[00:13:30.320 --> 00:13:34.320]  另外他們在宗教上
[00:13:34.320 --> 00:13:36.320]  也有很多混合主義
[00:13:36.320 --> 00:13:38.320]  在史壇傳的那篇稿子有說過
[00:13:38.320 --> 00:13:40.320]  他們是
[00:13:40.320 --> 00:13:41.720]  學巫術
[00:13:41.720 --> 00:13:42.720]  學咒語
[00:13:42.720 --> 00:13:44.720]  學黑魔法等等
[00:13:44.720 --> 00:13:46.720]  如果像我現在的說法
[00:13:46.720 --> 00:13:47.720]  可能就是風水命理
[00:13:47.720 --> 00:13:48.720]  占卜
[00:13:48.720 --> 00:13:49.720]  水晶
[00:13:49.720 --> 00:13:51.720]  星座等等的東西
[00:13:51.720 --> 00:13:53.720]  當時保羅宣教旅程裡
[00:13:53.720 --> 00:13:55.720]  是第三次宣教的時候
[00:13:55.720 --> 00:13:57.720]  來到爾忽所這個地方
[00:13:57.720 --> 00:13:59.720]  保羅是用了最長的時間
[00:13:59.720 --> 00:14:01.720]  走遍這麼多城市來說
[00:14:01.720 --> 00:14:03.720]  神帶領他逗留在爾忽所是最長的日子
[00:14:03.720 --> 00:14:06.720]  大概從頭至尾有三年的時間
[00:14:06.720 --> 00:14:08.720]  最長的時間
[00:14:08.720 --> 00:14:10.720]  無論是公開私底下
[00:14:10.720 --> 00:14:12.720]  家庭還是公開場所
[00:14:12.720 --> 00:14:15.720]  保羅將所有從神領受的訊息
[00:14:15.720 --> 00:14:17.720]  全部
[00:14:17.720 --> 00:14:19.720]  跟他們說出來
[00:14:19.720 --> 00:14:21.720]  說出來
[00:14:21.720 --> 00:14:23.720]  因此他們這班爾忽所信徒
[00:14:23.720 --> 00:14:25.720]  已經非常成熟
[00:14:25.720 --> 00:14:27.720]  剛才有說他的先天優勢
[00:14:27.720 --> 00:14:28.720]  無論地理
[00:14:28.720 --> 00:14:30.720]  人的見識
[00:14:30.720 --> 00:14:31.720]  知識
[00:14:31.720 --> 00:14:32.720]  有錢
[00:14:32.720 --> 00:14:33.720]  學識等等各方面
[00:14:33.720 --> 00:14:36.720]  加上他們也有一定程度的成熟
[00:14:36.720 --> 00:14:38.720]  很快已經按納了長老
[00:14:38.720 --> 00:14:40.720]  很快的
[00:14:40.720 --> 00:14:42.720]  兩三年已經可以有長老出來
[00:14:42.720 --> 00:14:46.720]  有監督去牧養爾忽所的教會
[00:14:46.720 --> 00:14:51.720]  甚至當時已經很快猜出宣教士
[00:14:51.720 --> 00:14:53.720]  頭幾個世紀
[00:14:53.720 --> 00:14:55.720]  爾忽所是頭幾個世紀的宣教中心
[00:14:55.720 --> 00:14:58.720]  很多宣教士在這個地方出來
[00:14:58.720 --> 00:15:00.720]  當然也要告訴他們
[00:15:00.720 --> 00:15:02.720]  那個數年真戰也很猛烈
[00:15:02.720 --> 00:15:03.720]  在這個地方
[00:15:03.720 --> 00:15:05.720]  如果用今天的宣教策略來說
[00:15:05.720 --> 00:15:08.720]  保羅當時已經完成了他的棒職份
[00:15:08.720 --> 00:15:09.720]  去到那裡
[00:15:09.720 --> 00:15:13.720]  他已經可以自己承接福音的棒
[00:15:13.720 --> 00:15:15.720]  自己已經搞定了
[00:15:15.720 --> 00:15:17.720]  全部事情都自己搞定了
[00:15:17.720 --> 00:15:18.720]  也解釋得到
[00:15:18.720 --> 00:15:23.720]  為什麼剛才在基督稱讚爾忽所教會的時候
[00:15:23.720 --> 00:15:24.720]  他說了一句
[00:15:24.720 --> 00:15:26.720]  能夠測驗那自稱為使徒
[00:15:26.720 --> 00:15:28.720]  卻不是使徒的
[00:15:28.720 --> 00:15:30.720]  他們這麼聰明
[00:15:30.720 --> 00:15:32.720]  連這些也分得出來
[00:15:32.720 --> 00:15:33.720]  你想想
[00:15:33.720 --> 00:15:35.720]  信仰主義兩三年
[00:15:35.720 --> 00:15:37.720]  有個A課的基督徒
[00:15:37.720 --> 00:15:38.720]  有些異端的來
[00:15:38.720 --> 00:15:40.720]  他竟然分得出來
[00:15:40.720 --> 00:15:41.720]  很厲害
[00:15:41.720 --> 00:15:44.720]  因為他們已經有這些經驗
[00:15:44.720 --> 00:15:48.720]  有使徒和他們一起同行的那段日子
[00:15:48.720 --> 00:15:51.720]  也聽過無數的真理
[00:15:51.720 --> 00:15:53.720]  並且有實踐
[00:15:53.720 --> 00:15:55.720]  甚至到了晚年
[00:15:55.720 --> 00:15:58.720]  有其他學者這樣形容
[00:15:58.720 --> 00:16:01.720]  使徒約翰放出監獄之後
[00:16:01.720 --> 00:16:02.720]  離開白茫海島之後
[00:16:02.720 --> 00:16:05.720]  晚年的日子就在爾忽所城中路
[00:16:05.720 --> 00:16:08.720]  所以他們有很多這些
[00:16:08.720 --> 00:16:09.720]  你看下去
[00:16:09.720 --> 00:16:10.720]  很多條件
[00:16:10.720 --> 00:16:11.720]  很多資源
[00:16:11.720 --> 00:16:12.720]  很多優勢
[00:16:12.720 --> 00:16:15.720]  我們看看耶穌基督的眼中
[00:16:15.720 --> 00:16:17.720]  是怎麼看爾忽所的呢
[00:16:17.720 --> 00:16:19.720]  看回剛才
[00:16:19.720 --> 00:16:21.720]  收信人就是他們
[00:16:21.720 --> 00:16:25.720]  說回描述收信的對象
[00:16:25.720 --> 00:16:29.720]  再說回寫信者的描述是怎麼樣的呢
[00:16:29.720 --> 00:16:34.720]  就是右手拿著七顆星在七個金燈台中間行走的
[00:16:34.720 --> 00:16:37.720]  在第一章已經說了
[00:16:37.720 --> 00:16:39.720]  手拿著七顆星的七顆星是誰呢
[00:16:39.720 --> 00:16:41.720]  是教會使者
[00:16:41.720 --> 00:16:44.720]  也可以理解為教會的整體
[00:16:44.720 --> 00:16:46.720]  你想像一下這個圖畫
[00:16:46.720 --> 00:16:47.720]  主基督
[00:16:47.720 --> 00:16:48.720]  復活主基督
[00:16:48.720 --> 00:16:50.720]  榮耀復活主基督
[00:16:50.720 --> 00:16:54.720]  在他的右手裡拿著七顆星
[00:16:54.720 --> 00:16:56.720]  你可以拿出你的右手
[00:16:56.720 --> 00:16:57.720]  你想像一下
[00:16:57.720 --> 00:17:00.720]  怎麼可以捉住七顆星
[00:17:00.720 --> 00:17:02.720]  其實是光
[00:17:02.720 --> 00:17:03.720]  一個星體一個星球
[00:17:03.720 --> 00:17:04.720]  怎麼能夠捉住
[00:17:04.720 --> 00:17:06.720]  在右手裡
[00:17:06.720 --> 00:17:08.720]  捉住七顆星
[00:17:08.720 --> 00:17:12.720]  拿這個字是說
