
[00:00:00.000 --> 00:00:02.000]  各位頂子妹、各位朋友,早安!
[00:01:48.000 --> 00:01:53.000]  在今日生活的處境,哪怕是逆境,哪怕是順境
[00:01:53.000 --> 00:01:59.000]  我們都怎樣能夠繼續不斷跟神親近,與神相遇
[00:01:59.000 --> 00:02:03.000]  翻查不少文章、書本、網上資料
[00:02:03.000 --> 00:02:08.000]  絕大部分提及與神親近,與神相遇的教導
[00:02:08.000 --> 00:02:10.000]  都很強調人要做甚麼
[00:02:10.000 --> 00:02:14.000]  你要讀經,你要祈禱,你要參加聚會,你要怎樣怎樣
[00:02:14.000 --> 00:02:20.000]  好像你做足這些,你就能夠保證與神親近
[00:02:20.000 --> 00:02:22.000]  那些東西重不重要?
[00:02:22.000 --> 00:02:25.000]  讀經、祈禱、參加聚會是否重要?是重要的
[00:02:25.000 --> 00:02:31.000]  但是否等於保證,做完一些行為
[00:02:31.000 --> 00:02:35.000]  我們就一定能夠與神親近呢?
[00:02:35.000 --> 00:02:40.000]  容許我講,或許這樣講的時候
[00:02:40.000 --> 00:02:43.000]  是忽略了一個很重要的大前提
[00:02:43.000 --> 00:02:48.000]  我們親近的是那位又真又活的上帝
[00:02:48.000 --> 00:02:51.000]  這位又真又活的上帝
[00:02:51.000 --> 00:02:57.000]  他為著與人親近,其實有沒有定了一些條件呢?
[00:02:57.000 --> 00:03:01.000]  我們是否單單做完某些事就滿足了某一些條件
[00:03:01.000 --> 00:03:05.000]  就是上帝定了與我們親近的條件呢?
[00:03:05.000 --> 00:03:08.000]  上帝當然是一個可親的對象
[00:03:08.000 --> 00:03:15.000]  但究竟他要求我們與他親近的時候
[00:03:15.000 --> 00:03:20.000]  有沒有定立一些關卡、條件或規矩
[00:03:20.000 --> 00:03:22.000]  我們都要去留意的呢?
[00:03:22.000 --> 00:03:27.000]  我們與神親近,究竟是用我們的方法
[00:03:27.000 --> 00:03:30.000]  以我為中心,我說何時要親近你就親近你
[00:03:30.000 --> 00:03:37.000]  還是按神為中心的態度去與神親近呢?
[00:03:37.000 --> 00:03:42.000]  差之毫厘,謀之千里喎
[00:03:43.000 --> 00:03:45.000]  《一百記》四十章十節
[00:03:45.000 --> 00:03:50.000]  是和合本聖經唯一出現「莊嚴」這個字眼的地方
[00:03:50.000 --> 00:03:54.000]  其他中文譯本都大抵採納了這個翻譯的取向
[00:03:54.000 --> 00:03:56.000]  都是將那裡譯作「莊嚴」
[00:03:56.000 --> 00:04:01.000]  「莊嚴」這個字,翻譯字原文「go bath」
[00:04:01.000 --> 00:04:03.000]  這個字有三方面的意思
[00:04:03.000 --> 00:04:07.000]  最通常的意思就解作「高」「高」「height」
[00:04:07.000 --> 00:04:10.000]  一幅高牆,一個高大的門
[00:04:10.000 --> 00:04:13.000]  一個很高的禮堂
[00:04:13.000 --> 00:04:18.000]  說到一樣物件「高」其實是中性的意思
[00:04:18.000 --> 00:04:25.000]  但「高」都給你一種感覺就是宏偉、貴麗、超越、崇高
[00:04:25.000 --> 00:04:28.000]  所以很多教堂會建到很高的
[00:04:28.000 --> 00:04:32.000]  一個很高的空間讓你去感受到那種
[00:04:32.000 --> 00:04:37.000]  剛才我說的崇高、貴麗、超越、崇高的意思
[00:04:37.000 --> 00:04:43.000]  往往當聖經用著這個希伯來文的字眼
[00:04:43.000 --> 00:04:45.000]  這個「高」的字眼用在上帝那裡
[00:04:45.000 --> 00:04:49.000]  其實正正就是我們今天若白記剛才說到四十章十節
[00:04:49.000 --> 00:04:54.000]  我提到唯一一次譯作「莊嚴」那個字眼的意思
[00:04:54.000 --> 00:05:02.000]  上帝是一位高不可攀、超越萬有的神
[00:05:02.000 --> 00:05:08.000]  我們親近上帝的時候一定要留意到這一點
[00:05:08.000 --> 00:05:12.000]  這個字眼原來還有第三個出現的可能性
[00:05:12.000 --> 00:05:17.000]  卻是理解為「高傲」
[00:05:17.000 --> 00:05:21.000]  或許用在人身上就是說到這個意思
[00:05:21.000 --> 00:05:25.000]  叫你一種距離感、叫你自愧不如
[00:05:25.000 --> 00:05:30.000]  換句話說其實這是一個負面的意思
[00:05:30.000 --> 00:05:33.000]  今天透過在「莊嚴」中與神相遇這個主題
[00:05:33.000 --> 00:05:39.000]  讓我們一起反思究竟應該「高」的是誰呢
[00:05:39.000 --> 00:05:42.000]  是上帝還是人呢
[00:05:42.000 --> 00:05:48.000]  讓我們一起去反省、去體味上帝的「莊嚴」
[00:05:48.000 --> 00:05:53.000]  好叫我們更能夠準確去掌握上帝的「莊嚴」的時候
[00:05:53.000 --> 00:05:58.000]  讓我們更加懂得應該怎樣跟神親近
[00:05:58.000 --> 00:06:03.000]  從中盼望我們能夠更加盡心地與神親近
[00:06:03.000 --> 00:06:07.000]  讓我們一起去讀利美記十一章四十五節
[00:06:07.000 --> 00:06:10.000]  都在卡位打出來的
[00:06:10.000 --> 00:06:12.000]  大家看到字都夠大
[00:06:12.000 --> 00:06:13.000]  一起讀
[00:06:13.000 --> 00:06:15.000]  一二三
[00:06:15.000 --> 00:06:19.000]  「我是把你們從埃及地領出來的」
[00:06:19.000 --> 00:06:20.000]  耶和華
[00:06:20.000 --> 00:06:22.000]  「要作你們的神」
[00:06:22.000 --> 00:06:24.000]  「你們要成聖」
[00:06:24.000 --> 00:06:26.000]  「因為我是神聖的」
[00:06:26.000 --> 00:06:28.000]  利美記十一章四十五節
[00:06:28.000 --> 00:06:32.000]  這段聖經首先讓我們一起思想
[00:06:32.000 --> 00:06:35.000]  在莊嚴中與神相遇的第一個重點
[00:06:35.000 --> 00:06:38.000]  就是「輕慢不得」
[00:06:38.000 --> 00:06:43.000]  原來輕慢不得是與神親近一個很重要的態度
[00:06:43.000 --> 00:06:48.000]  剛才我們還讀的利美記十一章四十五節的上文
[00:06:48.000 --> 00:06:50.000]  利美記第十章
[00:06:50.000 --> 00:06:55.000]  提及到阿倫的長子拿達和他的小兒子阿比胡
[00:06:55.000 --> 00:06:58.000]  跟隨他們的父親阿倫
[00:06:58.000 --> 00:07:03.000]  首次按照神的啟示去獻祭
[00:07:03.000 --> 00:07:07.000]  獻祭很自然大家可以理解
[00:07:07.000 --> 00:07:09.000]  是一個與神相遇
[00:07:09.000 --> 00:07:11.000]  與神親近的過程
[00:07:11.000 --> 00:07:17.000]  不過由於他們沒有按神規定的條例
[00:07:17.000 --> 00:07:21.000]  從祭壇拿火去燃燒祭物
[00:07:21.000 --> 00:07:26.000]  而是各自拿著自己的香爐
[00:07:26.000 --> 00:07:28.000]  承上火加上香
[00:07:28.000 --> 00:07:31.000]  在耶和華面前獻上梵火
[00:07:31.000 --> 00:07:34.000]  利美記十章一節提及到
[00:07:34.000 --> 00:07:37.000]  他們因為稍稍輕率的緣故
[00:07:37.000 --> 00:07:40.000]  結果被神擊殺
[00:07:40.000 --> 00:07:44.000]  聖經有好幾次記載類似的事件
[00:07:44.000 --> 00:07:48.000]  另一次是在新約聖經的士徒行傳第五章
[00:07:48.000 --> 00:07:51.000]  提及到初期教會有對夫婦阿娜尼亞和撒菲拉
[00:07:51.000 --> 00:07:53.000]  跟隨當時的信徒的習慣
[00:07:53.000 --> 00:07:55.000]  將大額的金錢奉獻給教會
[00:07:55.000 --> 00:07:59.000]  但由於他們在過程中非常盼望得到人的讚賞
[00:07:59.000 --> 00:08:02.000]  卻不惜將所奉獻的詳情
[00:08:02.000 --> 00:08:05.000]  有意無意地隱瞞下來
[00:08:05.000 --> 00:08:11.000]  讓人以為他們是將田產所有換來的錢奉獻
[00:08:11.000 --> 00:08:14.000]  希望是換來多些的讚賞
[00:08:14.000 --> 00:08:16.000]  結果怎樣呢
[00:08:16.000 --> 00:08:19.000]  被上帝指為欺控聖靈
[00:08:19.000 --> 00:08:22.000]  同樣是被神擊殺
[00:08:22.000 --> 00:08:26.000]  經文記載事件過後
[00:08:26.000 --> 00:08:35.000]  教會上下以至教會內外都甚懼怕
[00:08:35.000 --> 00:08:40.000]  他們知道神是輕慢不得了
[00:08:40.000 --> 00:08:44.000]  有一次就記載在約書亞記第七章
[00:08:44.000 --> 00:08:46.000]  約書亞帶領以色列人進駐迦南地
[00:08:46.000 --> 00:08:50.000]  把原本要住迦南地的人趕走
[00:08:50.000 --> 00:08:52.000]  其中一場戰役就是發生在艾城
[00:08:52.000 --> 00:08:58.000]  這個戰役本來是乘勝追擊
[00:08:58.000 --> 00:09:00.000]  之前是耶利哥的戰役
[00:09:00.000 --> 00:09:01.000]  大家很熟悉吧
[00:09:01.000 --> 00:09:02.000]  他們不用打仗
[00:09:02.000 --> 00:09:03.000]  圍住耶利哥城
[00:09:03.000 --> 00:09:05.000]  走圈走圈走圈
[00:09:05.000 --> 00:09:06.000]  這樣就打贏仗了
[00:09:06.000 --> 00:09:08.000]  是上帝為他們打仗
[00:09:08.000 --> 00:09:10.000]  之前有耶利哥
[00:09:10.000 --> 00:09:11.000]  今天去艾城
[00:09:11.000 --> 00:09:13.000]  用什麼呢
[00:09:13.000 --> 00:09:17.000]  他們以為一定有神童在乘勝追擊
[00:09:17.000 --> 00:09:19.000]  艾城義如反掌
[00:09:19.000 --> 00:09:24.000]  誰知出乎意料地戰敗
[00:09:24.000 --> 00:09:26.000]  還死了不少人
[00:09:26.000 --> 00:09:29.000]  約書亞在哀動中求告上帝與神親近
[00:09:29.000 --> 00:09:31.000]  神就告訴約書亞
[00:09:31.000 --> 00:09:34.000]  是因為百姓中有人偷竊和詭詐
[00:09:34.000 --> 00:09:36.000]  違背神的命令
[00:09:36.000 --> 00:09:38.000]  取了當滅之物
[00:09:38.000 --> 00:09:41.000]  就招致敗亡
[00:09:41.000 --> 00:09:44.000]  要解決戰敗的問題
[00:09:44.000 --> 00:09:47.000]  就必須要找出罪的問題
[00:09:47.000 --> 00:09:49.000]  要找出犯罪的人
[00:09:49.000 --> 00:09:56.000]  將人和當滅之物用火焚燒
[00:09:56.000 --> 00:09:59.000]  弟兄姊妹
[00:09:59.000 --> 00:10:00.000]  我們往往預期
[00:10:00.000 --> 00:10:06.000]  與神相遇是很甜美的過程
[00:10:06.000 --> 00:10:07.000]  歌都可以唱
[00:10:07.000 --> 00:10:10.000]  Sweet hour of prayer
[00:10:10.000 --> 00:10:12.000]  是叫人身心舒泰
[00:10:12.000 --> 00:10:14.000]  是叫人輕鬆自在
[00:10:14.000 --> 00:10:18.000]  應該好像浸在泡泡浴
[00:10:18.000 --> 00:10:22.000]  我們往往聯想到與神親近是什麼圖畫
[00:10:22.000 --> 00:10:24.000]  美麗的大自然
[00:10:24.000 --> 00:10:26.000]  風和日麗的清晨
[00:10:26.000 --> 00:10:28.000]  清脆鳥兒的叫聲
[00:10:28.000 --> 00:10:30.000]  壯闊的湖光山色
[00:10:30.000 --> 00:10:32.000]  溫暖人心的黃昏
[00:10:32.000 --> 00:10:34.000]  浩瀚美麗的星空
[00:10:34.000 --> 00:10:37.000]  這些就是與神親近的圖畫
[00:10:37.000 --> 00:10:41.000]  但是剛才我和大家分享的三個例子
[00:10:41.000 --> 00:10:48.000]  其實全部都是神親近人的例子
[00:10:48.000 --> 00:10:50.000]  這些例子都告訴我們
[00:10:50.000 --> 00:10:55.000]  其實在莊嚴中遇見神
[00:10:55.000 --> 00:10:59.000]  有一個很重要不可或缺的態度就是
[00:10:59.000 --> 00:11:05.000]  輕慢不得
[00:11:05.000 --> 00:11:14.000]  原來我們過去可能秉承著扭曲的神學概念
[00:11:14.000 --> 00:11:18.000]  我們的靈魂被荼毒了都不知道
[00:11:18.000 --> 00:11:23.000]  我們過去可能是輕率處理著與神親近的態度
[00:11:23.000 --> 00:11:28.000]  我們的生命被這種態度扼殺了
[00:11:28.000 --> 00:11:35.000]  這是真正盡心與神親近的機會
[00:11:35.000 --> 00:11:37.000]  熟悉我的同工同弟兄姊妹都知道
[00:11:37.000 --> 00:11:40.000]  其實我是一個很自在很輕鬆
[00:11:40.000 --> 00:11:43.000]  很喜歡說笑不拘小節的人
[00:11:43.000 --> 00:11:45.000]  不熟悉我的那些
[00:11:45.000 --> 00:11:51.000]  往往以為我很大隻很嚴謹很有壓力
[00:11:51.000 --> 00:11:53.000]  為什麼會這樣呢
[00:11:53.000 --> 00:11:55.000]  實不相瞞
[00:11:55.000 --> 00:11:59.000]  其實我的本性是屬於前者
[00:11:59.000 --> 00:12:02.000]  輕鬆說笑不拘小節那些
[00:12:02.000 --> 00:12:04.000]  生活甚至可以說是傾向
[00:12:04.000 --> 00:12:07.000]  你叫我很隨便地生活
[00:12:07.000 --> 00:12:08.000]  我都會很開心
[00:12:08.000 --> 00:12:11.000]  我傾向是那一類人
[00:12:11.000 --> 00:12:17.000]  但是當我信耶穌頭三年的時間
[00:12:17.000 --> 00:12:19.000]  因為我這種性格
[00:12:19.000 --> 00:12:24.000]  我在大學二年級下學期修讀五科的學科裏面
[00:12:24.000 --> 00:12:27.000]  結果導致有兩科不合格
[00:12:27.000 --> 00:12:31.000]  差點被我讀的大學踢我出校
[00:12:31.000 --> 00:12:35.000]  在這樣的衝擊裏面
[00:12:35.000 --> 00:12:38.000]  上帝讓我學習要痛定思痛
[00:12:38.000 --> 00:12:40.000]  的起心肝做人
[00:12:40.000 --> 00:12:46.000]  將嚴謹認真重視細節
[00:12:46.000 --> 00:12:52.000]  做好事情那個紀律的人生操練出來
[00:12:52.000 --> 00:12:57.000]  這個不是我的本性
[00:12:57.000 --> 00:13:00.000]  但是上帝知道我原本是什麼人
[00:13:00.000 --> 00:13:04.000]  他愛我他願意操練我
[00:13:04.000 --> 00:13:07.000]  在艱難裏面操練我
[00:13:07.000 --> 00:13:12.000]  讓我今日認識我的同工認識我的弟兄姊妹
[00:13:12.000 --> 00:13:15.000]  見到我可以有另外一面
[00:13:15.000 --> 00:13:19.000]  是上帝的工作不是我的工作
[00:13:19.000 --> 00:13:22.000]  後來出到社會工作
[00:13:22.000 --> 00:13:29.000]  我這個本性和靈命操練出來的那種新的品格
[00:13:29.000 --> 00:13:34.000]  其實都不斷不斷在拉鋸進步
[00:13:34.000 --> 00:13:36.000]  甚至去到今天
[00:13:36.000 --> 00:13:41.000]  其實這兩種特質都在我生命裏面繼續拉鋸不斷進步
[00:13:41.000 --> 00:13:45.000]  靈命成長的功課是一生之久
[00:13:45.000 --> 00:13:53.000]  問題是在乎我們願不願意去進入那個掙扎紀律裏面去不斷成長
[00:13:53.000 --> 00:13:55.000]  願意被神改變
[00:13:55.000 --> 00:13:59.000]  今日教會經常說我們是神的家
[00:13:59.000 --> 00:14:01.000]  高舉溫馨的感覺對不對
[00:14:01.000 --> 00:14:03.000]  對的
[00:14:03.000 --> 00:14:06.000]  但原諒我說原諒我說
[00:14:06.000 --> 00:14:09.000]  如果國家沒有紀律
[00:14:09.000 --> 00:14:13.000]  會是一個很可怕的地方
[00:14:13.000 --> 00:14:17.000]  聖經說的紀律不是要家諸人
[00:14:17.000 --> 00:14:19.000]  你要怎樣怎樣
[00:14:19.000 --> 00:14:27.000]  而是源於我們效法基督而甘心情願地去自己紀律自己
[00:14:27.000 --> 00:14:28.000]  是自律來的
[00:14:28.000 --> 00:14:31.000]  是律己義嚴待人以歡
[00:14:31.000 --> 00:14:36.000]  我們對自己先有崇高的要求和追求
[00:14:36.000 --> 00:14:39.000]  然後弟兄姊妹之間彼此提醒
[00:14:39.000 --> 00:14:43.000]  但仍然以寬容和恩慈相待
[00:14:43.000 --> 00:14:46.000]  卻是願意對神的工作
[00:14:46.000 --> 00:14:49.000]  是認真嚴謹的態度做好
[00:14:49.000 --> 00:14:56.000]  這個才是今日我們所說的輕慢不得的正義
[00:14:56.000 --> 00:15:02.000]  我們一起繼續去看在莊嚴中與神相遇的第二個重點
[00:15:02.000 --> 00:15:07.000]  超越理性超越理性
[00:15:07.000 --> 00:15:11.000]  弟兄姊妹我們在生活裏會否經常將所有事情得到解釋
[00:15:11.000 --> 00:15:12.000]  你給我解釋我
[00:15:12.000 --> 00:15:16.000]  我要知道為何我才放手
[00:15:16.000 --> 00:15:20.000]  但你有沒有想過其實神的大能
[00:15:20.000 --> 00:15:29.000]  同同在有時會在一些叫你解釋不到的遭遇或地方裏
[00:15:29.000 --> 00:15:32.000]  在莊嚴中與神相遇的經歷
[00:15:32.000 --> 00:15:38.000]  原來往往是超越理性叫人大惑不解的
[00:15:38.000 --> 00:15:43.000]  當初神在荊棘的火焰裏面向摩西顯現
[00:15:43.000 --> 00:15:49.000]  叫他帶以色列人離開埃及的時候
[00:15:49.000 --> 00:15:51.000]  摩西八十歲了
[00:15:51.000 --> 00:15:54.000]  過去摩西年輕的時候曾經一腔熱誠
[00:15:54.000 --> 00:15:55.000]  想為百姓出頭
[00:15:55.000 --> 00:16:00.000]  神卻要他隱藏起來修心養性
[00:16:00.000 --> 00:16:03.000]  這個已經是叫人大惑不解的事
[00:16:03.000 --> 00:16:07.000]  現在八十歲熱情冷卻
[00:16:07.000 --> 00:16:14.000]  但他又看見一個被火燒都燒不爛的荊棘
[00:16:14.000 --> 00:16:17.000]  究竟是什麼意思
[00:16:17.000 --> 00:16:21.000]  激昂澎湃的伊利亞又如何呢
[00:16:21.000 --> 00:16:24.000]  他為主立下不少功勞
[00:16:24.000 --> 00:16:29.000]  他所做到的事簡直是能人所不能
[00:16:29.000 --> 00:16:33.000]  但後來他因為耶醒別一句追殺令
[00:16:33.000 --> 00:16:37.000]  即刻就畏縮逃亡 遠走他方
[00:16:37.000 --> 00:16:43.000]  不過他逃亡都逃得激昂過人
[00:16:43.000 --> 00:16:47.000]  他一口氣逃步跑一百英里
[00:16:47.000 --> 00:16:49.000]  在加密山走到別士巴
[00:16:49.000 --> 00:16:51.000]  再在曠野再走多一日
[00:16:51.000 --> 00:16:55.000]  去到一棵羅藤樹下稍稍休息
[00:16:55.000 --> 00:16:58.000]  再跑四十晝夜去到荷列山
[00:16:58.000 --> 00:17:01.000]  藏身在山洞裏面
[00:17:01.000 --> 00:17:03.000]  老實說我看到這裏的時候
[00:17:03.000 --> 00:17:08.000]  我在想他在疲累的情況下做到的事
[00:17:08.000 --> 00:17:12.000]  比我在最好狀態做到的事更強
[00:17:12.000 --> 00:17:15.000]  這個都算是burn out
[00:17:15.000 --> 00:17:17.000]  這樣都算耗盡
[00:17:17.000 --> 00:17:21.000]  但無論如何這個強人休息了四十晝夜
[00:17:21.000 --> 00:17:23.000]  新心靈都恢復了
[00:17:23.000 --> 00:17:26.000]  但他在恢復過後
[00:17:26.000 --> 00:17:30.000]  他是怎樣和神相遇的呢
[00:17:30.000 --> 00:17:34.000]  是不是山崩地裂的暴風呢 不是
[00:17:34.000 --> 00:17:38.000]  是不是叫人無處容身的地震呢 不是
[00:17:38.000 --> 00:17:46.000]  是不是那些能夠叫一切都燒毀毀滅的猛火呢 都不是
[00:17:46.000 --> 00:17:51.000]  在這些一切震撼人心的強大之後
[00:17:51.000 --> 00:17:56.000]  神卻在一個微小的聲音裏面和伊利亞相遇
[00:17:56.000 --> 00:18:02.000]  神竟然在那個微小的聲音裏面和伊利亞相遇
[00:18:02.000 --> 00:18:07.000]  過去伊利亞在他的理性宇宙裏面
[00:18:07.000 --> 00:18:13.000]  可能他覺得強大才配得和神有關
[00:18:13.000 --> 00:18:19.000]  但是從今以後他的生命被改寫了
[00:18:19.000 --> 00:18:22.000]  他知道最強大的上帝
[00:18:22.000 --> 00:18:27.000]  他可以用最微小的方式出現
[00:18:27.000 --> 00:18:31.000]  其實這個終極的啟示在哪裏呢
[00:18:31.000 --> 00:18:33.000]  就是耶穌
[00:18:33.000 --> 00:18:37.000]  耶穌正正就是一個這樣的啟示告訴我們
[00:18:37.000 --> 00:18:43.000]  神的工作永遠是超越我們人能夠所預期
[00:18:43.000 --> 00:18:46.000]  理性所能理解的
[00:18:46.000 --> 00:18:50.000]  但卻是更彰顯上帝的榮耀
[00:18:50.000 --> 00:18:57.000]  尼米基十一章四十五節裏面說的「誠性」
[00:18:57.000 --> 00:19:05.000]  其實就是在莊嚴中與神相遇這種超越理性的意思
[00:19:05.000 --> 00:19:08.000]  他除了包含脫離罪
[00:19:08.000 --> 00:19:11.000]  也都包含歸給神的意思
[00:19:11.000 --> 00:19:15.000]  脫離罪是說到人要努力的責任我們不能夠推諉
[00:19:15.000 --> 00:19:21.000]  我們要盡力避免自己的心思意念說話行為和罪沾不上邊
[00:19:21.000 --> 00:19:23.000]  面對隱憂我們要控制自己的慾念
[00:19:23.000 --> 00:19:26.000]  面對叫自己激氣的事我們要控制自己的情緒
[00:19:26.000 --> 00:19:32.000]  面對不法的事增多我們仍然要努力去追求不自冷淡的愛心
[00:19:32.000 --> 00:19:36.000]  凡此種種其實就是詩篇第一篇所說的
[00:19:36.000 --> 00:19:39.000]  不從惡人的計謀
[00:19:39.000 --> 00:19:41.000]  不站罪人的道路
[00:19:41.000 --> 00:19:43.000]  不坐褻瀆萬人的座位
[00:19:43.000 --> 00:19:46.000]  我們的動機我們的計謀我們的日常生活
[00:19:46.000 --> 00:19:48.000]  我們的價值取向我們的身份地位
[00:19:48.000 --> 00:19:52.000]  全部都不要和罪沾不上邊
[00:19:52.000 --> 00:19:56.000]  這個全部是要花我們的氣力功夫去操練
[00:19:56.000 --> 00:19:58.000]  反省自我檢視
[00:19:58.000 --> 00:20:00.000]  被神的話語去鞭策
[00:20:00.000 --> 00:20:04.000]  開放自己的生命給別人去管束
[00:20:04.000 --> 00:20:06.000]  給別人去提醒
[00:20:06.000 --> 00:20:07.000]  這個就是脫離罪
[00:20:07.000 --> 00:20:09.000]  全部都是人的責任
[00:20:09.000 --> 00:20:13.000]  不過成性的過程還有另一個層次
[00:20:13.000 --> 00:20:17.000]  因為我們的罪性永遠是永遠
[00:20:17.000 --> 00:20:23.000]  永遠都不能夠靠自己的努力去剔除
[00:20:23.000 --> 00:20:26.000]  我們還要將生命歸給神
[00:20:26.000 --> 00:20:29.000]  渴慕祂追求祂愛上祂
[00:20:29.000 --> 00:20:33.000]  讓神的愛教導和恩典改變我們的生命
[00:20:33.000 --> 00:20:37.000]  容許神任由神在任何的方法裏面
[00:20:37.000 --> 00:20:39.000]  在我們生命裏面工作
[00:20:39.000 --> 00:20:45.000]  用一個最簡單的詞彙說就是信服
[00:20:45.000 --> 00:20:48.000]  放下自己所愛的
[00:20:48.000 --> 00:20:55.000]  最重要就是放下掌握自己人生的慾望
[00:20:55.000 --> 00:20:57.000]  我要控制自己
[00:20:57.000 --> 00:20:58.000]  我要靠自己
[00:20:58.000 --> 00:21:01.000]  我要管束自己
[00:21:01.000 --> 00:21:03.000]  但是都要放下
[00:21:03.000 --> 00:21:06.000]  完全放下
[00:21:06.000 --> 00:21:09.000]  放下自己的既定計劃、看法
[00:21:09.000 --> 00:21:13.000]  隨時接受神為自己預備最好的
[00:21:13.000 --> 00:21:16.000]  甚至有人說
[00:21:16.000 --> 00:21:18.000]  放下健康
[00:21:18.000 --> 00:21:20.000]  放下方便的生活
[00:21:20.000 --> 00:21:22.000]  放下安恕的感覺
[00:21:22.000 --> 00:21:25.000]  放下名聲和地位
[00:21:25.000 --> 00:21:31.000]  完全信服神為自己安排和帶領
[00:21:31.000 --> 00:21:33.000]  的而且確
[00:21:33.000 --> 00:21:37.000]  有時在生命裏堅持尋求解釋
[00:21:37.000 --> 00:21:39.000]  堅持尋求控制
[00:21:39.000 --> 00:21:45.000]  只會距離信服神越來越遠
[00:21:45.000 --> 00:21:47.000]  我過去曾經有機會親身
[00:21:47.000 --> 00:21:52.000]  和一些有同性吸引掙扎的弟兄姊妹
[00:21:52.000 --> 00:21:54.000]  個別的聊天
[00:21:54.000 --> 00:21:58.000]  和他們討論同性戀是否天生
[00:21:58.000 --> 00:22:01.000]  我曾經都很撇脫地
[00:22:01.000 --> 00:22:04.000]  哪裏可能是天生呢?沒有的
[00:22:04.000 --> 00:22:06.000]  但是我所愛的弟兄姊妹
[00:22:06.000 --> 00:22:12.000]  他們往往都有很大的抗拒
[00:22:12.000 --> 00:22:13.000]  牧師為何你這麼肯定?
[00:22:13.000 --> 00:22:16.000]  你為何不肯定?
[00:22:16.000 --> 00:22:18.000]  我在想為何會這樣?
[00:22:18.000 --> 00:22:20.000]  為何會這樣?
[00:22:20.000 --> 00:22:22.000]  我反省到
[00:22:22.000 --> 00:22:29.000]  我們人生必然會有一些缺陷、遺憾
[00:22:29.000 --> 00:22:32.000]  如果排除了天生的可能
[00:22:32.000 --> 00:22:34.000]  就等於要告訴自己
[00:22:34.000 --> 00:22:38.000]  後天有人在你生命裏做過甚麼
[00:22:38.000 --> 00:22:40.000]  或者後天你自己人生
[00:22:40.000 --> 00:22:42.000]  曾經選擇過甚麼
[00:22:42.000 --> 00:22:45.000]  導致你今天這樣
[00:22:45.000 --> 00:22:49.000]  其實無論是人家在你身上做過甚麼
[00:22:49.000 --> 00:22:51.000]  或者你過去做過甚麼
[00:22:51.000 --> 00:22:54.000]  可能導致今天的選擇
[00:22:54.000 --> 00:22:57.000]  你要去想回
[00:22:57.000 --> 00:23:01.000]  都是一件極其痛苦的事
[00:23:01.000 --> 00:23:05.000]  既然信仰不是用來解釋苦難
[00:23:05.000 --> 00:23:07.000]  甚至有時聖經強烈暗示
[00:23:07.000 --> 00:23:09.000]  我們不要再為我們的遭遇
[00:23:09.000 --> 00:23:12.000]  去尋求人的解釋
[00:23:12.000 --> 00:23:15.000]  或許有時我們人生過去的遭遇
[00:23:15.000 --> 00:23:20.000]  強求解釋反而不美
[00:23:20.000 --> 00:23:23.000]  但是學習放下
[00:23:23.000 --> 00:23:27.000]  卻是愛別人的表現
[00:23:27.000 --> 00:23:30.000]  在莊嚴宗與神相遇
[00:23:30.000 --> 00:23:33.000]  就是一個這樣超越理性的過程
[00:23:33.000 --> 00:23:37.000]  當中包括超越理性的經驗和經歷
[00:23:37.000 --> 00:23:40.000]  公才和大家分享的摩西爾利亞的經歷
[00:23:40.000 --> 00:23:42.000]  其實就是這個例子
