
[00:00:00.000 --> 00:00:04.000]  今天的題目是
[00:01:49.000 --> 00:01:54.000]  但是從這個小傳說小故事看到
[00:01:54.000 --> 00:01:59.000]  真的不要小看上一代留下給我們的任何一件事
[00:01:59.000 --> 00:02:02.000]  可以隨時救你一命
[00:02:02.000 --> 00:02:11.000]  其實生命記就是摩西留給後代的救命錦囊
[00:02:11.000 --> 00:02:14.000]  在抗夜漂流了40年之後
[00:02:14.000 --> 00:02:16.000]  摩西很快就要離開了
[00:02:16.000 --> 00:02:23.000]  離開之前就看著這班即將要進加拿大的以色列人
[00:02:23.000 --> 00:02:27.000]  可以想像一下,你猜一下摩西會怎麼想呢?
[00:02:27.000 --> 00:02:30.000]  好像不太樂觀
[00:02:30.000 --> 00:02:33.000]  就好像用今天的說話
[00:02:33.000 --> 00:02:38.000]  那班信二代差不多已經倒下了
[00:02:38.000 --> 00:02:41.000]  只剩下迦勒和約書亞
[00:02:41.000 --> 00:02:48.000]  信三代,摩西這個老頭就已經差不多沒眼看了
[00:02:48.000 --> 00:02:53.000]  看眼前這班人好像外表風光
[00:02:53.000 --> 00:02:58.000]  內裡就脫皮脫骨,絕對信不過
[00:02:58.000 --> 00:03:02.000]  但是摩西又不可以見死不救的
[00:03:02.000 --> 00:03:09.000]  於是摩西就又長氣又沉氣地分享了他的離別的叮嚀
[00:03:09.000 --> 00:03:15.000]  將以前從上帝領受到的教訓和警告
[00:03:15.000 --> 00:03:18.000]  再一次地說
[00:03:18.000 --> 00:03:21.000]  摩西警告這班以色列人
[00:03:21.000 --> 00:03:26.000]  如果你們不再信服或者遵守上帝的命令
[00:03:26.000 --> 00:03:32.000]  你們就會好像上一代一樣滅亡
[00:03:32.000 --> 00:03:35.000]  所以當我們讀生命記
[00:03:35.000 --> 00:03:38.000]  我們在生命記當中痛苦掙扎的時候
[00:03:38.000 --> 00:03:42.000]  就要多體諒這位老人家的用心良苦
[00:03:42.000 --> 00:03:45.000]  他也不想這麼長氣
[00:03:45.000 --> 00:03:50.000]  同樣很鄭重地跟大家說
[00:03:50.000 --> 00:03:54.000]  如果你家裡仍然有四大長老,這是你的福氣
[00:03:54.000 --> 00:03:58.000]  如果他們要跟你聊天,你就坐下來
[00:03:58.000 --> 00:04:01.000]  快快地聽,慢慢地說
[00:04:01.000 --> 00:04:04.000]  對你有益身心
[00:04:04.000 --> 00:04:07.000]  說回生命記的基本結構
[00:04:07.000 --> 00:04:13.000]  一般學者認為摩西在第五章再說一次十誡
[00:04:13.000 --> 00:04:19.000]  第六章至二十五章就講解十誡的內容
[00:04:19.000 --> 00:04:21.000]  但是如何在這麼多章裡面
[00:04:21.000 --> 00:04:25.000]  跟十誡作個對比分開來說
[00:04:25.000 --> 00:04:27.000]  就有很多不同的看法
[00:04:27.000 --> 00:04:30.000]  就好像今天說到經文第十九章
[00:04:30.000 --> 00:04:34.000]  整章以至後面的二十至二十一章
[00:04:34.000 --> 00:04:39.000]  有人說是關於第六誡,不可殺人
[00:04:39.000 --> 00:04:41.000]  這一點我不會反對
[00:04:41.000 --> 00:04:43.000]  但也不會完全認同
[00:04:43.000 --> 00:04:46.000]  因為當中的經文好像
[00:04:46.000 --> 00:04:49.000]  你中有我,我中有你
[00:04:49.000 --> 00:04:52.000]  充滿其他誡名的影
[00:04:52.000 --> 00:04:57.000]  就好像十九章的十五至二十一節
[00:04:57.000 --> 00:04:59.000]  即是我們今天要說的部分
[00:04:59.000 --> 00:05:02.000]  就是我看到的第九誡的內容
[00:05:02.000 --> 00:05:06.000]  所以這次我藉著生命記這部分
[00:05:06.000 --> 00:05:10.000]  去說說十誡裡面的第九誡
[00:05:10.000 --> 00:05:13.000]  上次在恩福說第八誡
[00:05:13.000 --> 00:05:15.000]  不知道大家還記不記得
[00:05:15.000 --> 00:05:18.000]  是一年前的三月五日
[00:05:18.000 --> 00:05:21.000]  同樣都是五日
[00:05:21.000 --> 00:05:27.000]  若果主願意希望完成全部十誡
[00:05:27.000 --> 00:05:30.000]  說到不是下年的某個五日
[00:05:30.000 --> 00:05:32.000]  那就不好了
[00:05:32.000 --> 00:05:34.000]  第九誡是什麼呢?
[00:05:34.000 --> 00:05:38.000]  說到之前不如大家重溫一下
[00:05:38.000 --> 00:05:40.000]  簡化版
[00:05:40.000 --> 00:05:42.000]  第一誡不可有別的神
[00:05:42.000 --> 00:05:43.000]  第二不可挑剔偶像
[00:05:43.000 --> 00:05:45.000]  第三不可妄稱神的名
[00:05:45.000 --> 00:05:47.000]  第四當紀念安息日
[00:05:47.000 --> 00:05:49.000]  第五當孝敬父母
[00:05:49.000 --> 00:05:50.000]  第六不可殺人
[00:05:50.000 --> 00:05:51.000]  第七不可姦淫
[00:05:51.000 --> 00:05:52.000]  第八不可偷渡
[00:05:52.000 --> 00:05:56.000]  第九就是不可作假見證
[00:05:56.000 --> 00:06:03.000]  第九誡是不可作假見證
[00:06:03.000 --> 00:06:06.000]  陷害你的論社
[00:06:06.000 --> 00:06:08.000]  在讀第九誡之前
[00:06:08.000 --> 00:06:10.000]  首先要搞清楚
[00:06:10.000 --> 00:06:14.000]  第九誡不是什麼
[00:06:14.000 --> 00:06:18.000]  大家要清楚第九誡的焦點
[00:06:18.000 --> 00:06:20.000]  第九誡的焦點
[00:06:20.000 --> 00:06:22.000]  不是叫你不要說謊話
[00:06:22.000 --> 00:06:26.000]  第九誡不是不可說謊
[00:06:26.000 --> 00:06:30.000]  當然我不是鼓勵大家說謊話
[00:06:30.000 --> 00:06:32.000]  我不是說謊話沒有問題
[00:06:32.000 --> 00:06:33.000]  大家不要誤會
[00:06:33.000 --> 00:06:35.000]  對於謊話來說
[00:06:35.000 --> 00:06:36.000]  聖經清楚指出
[00:06:36.000 --> 00:06:38.000]  神是討厭謊話的
[00:06:38.000 --> 00:06:41.000]  散方的說口套謊言的假見證
[00:06:41.000 --> 00:06:43.000]  是神所恨惡的
[00:06:43.000 --> 00:06:45.000]  所以我們要清楚
[00:06:45.000 --> 00:06:47.000]  第九誡不是不可說謊話
[00:06:47.000 --> 00:06:49.000]  散方的說口套謊言的假見證
[00:06:49.000 --> 00:06:51.000]  是神所恨惡的
[00:06:51.000 --> 00:06:54.000]  所以聖經教導我們
[00:06:54.000 --> 00:06:58.000]  我們要不可彼此說謊
[00:06:58.000 --> 00:07:01.000]  大家要說誠實話
[00:07:01.000 --> 00:07:04.000]  但是我不可以因為這樣
[00:07:04.000 --> 00:07:07.000]  就將第九誡等同不可說謊
[00:07:07.000 --> 00:07:09.000]  不可說謊或不可說謊
[00:07:09.000 --> 00:07:13.000]  只是第九誡的延伸概念
[00:07:13.000 --> 00:07:15.000]  不如大家一起讀一次第九誡
[00:07:15.000 --> 00:07:16.000]  1、2、3
[00:07:16.000 --> 00:07:18.000]  不可做假見證
[00:07:18.000 --> 00:07:20.000]  不可陷害你的鄰舍
[00:07:20.000 --> 00:07:23.000]  第九誡在字面已經很清楚看到
[00:07:23.000 --> 00:07:25.000]  有兩個不可的
[00:07:25.000 --> 00:07:26.000]  就是不可做假見證
[00:07:26.000 --> 00:07:29.000]  第二個不可就是不可陷害你的鄰舍
[00:07:29.000 --> 00:07:34.000]  我說謊話是第九誡的延伸概念
[00:07:34.000 --> 00:07:37.000]  是因為第九誡裏面包含了
[00:07:37.000 --> 00:07:39.000]  不可以騙人
[00:07:39.000 --> 00:07:42.000]  以致令人受傷的意思
[00:07:42.000 --> 00:07:46.000]  說謊是明顯有騙人的成份
[00:07:46.000 --> 00:07:49.000]  但是會否帶來傷害另一件事
[00:07:49.000 --> 00:07:51.000]  可以再研究
[00:07:51.000 --> 00:07:52.000]  但今天這個不是焦點
[00:07:52.000 --> 00:07:54.000]  所以我不會多說了
[00:07:54.000 --> 00:07:57.000]  在大家還未很混亂之前
[00:07:57.000 --> 00:08:00.000]  不如大家一起讀新聞記十九章
[00:08:00.000 --> 00:08:02.000]  十五節又一節
[00:08:02.000 --> 00:08:05.000]  請大家一起讀起
[00:08:05.000 --> 00:08:08.000]  新聞記十九章十五節已經帶出了
[00:08:08.000 --> 00:08:10.000]  作見證的一個原則
[00:08:10.000 --> 00:08:13.000]  就是要公正
[00:08:13.000 --> 00:08:15.000]  不可以單憑一個人見證
[00:08:15.000 --> 00:08:20.000]  總要憑兩個或三個人的口才可以定案
[00:08:20.000 --> 00:08:28.000]  律法的建立除了是為了讓我們能夠敬神愛人之外
[00:08:28.000 --> 00:08:32.000]  其中一個重要目標就是要達至
[00:08:32.000 --> 00:08:36.000]  人與人交往之間的公平公正
[00:08:36.000 --> 00:08:39.000]  不說這麼遠了
[00:08:39.000 --> 00:08:43.000]  單看新聞記十九章一開始
[00:08:43.000 --> 00:08:46.000]  一至十三節已經說了
[00:08:46.000 --> 00:08:53.000]  設立屠城的目的就是不想不公正地對待誤殺人的人
[00:08:53.000 --> 00:09:00.000]  接著十四節很無厘頭地插了一句禁而羅而地戒
[00:09:00.000 --> 00:09:02.000]  目的也是一樣
[00:09:02.000 --> 00:09:05.000]  就是要強調公平公正
[00:09:05.000 --> 00:09:08.000]  好了到了十五至二十一節
[00:09:08.000 --> 00:09:10.000]  為了達到公正
[00:09:10.000 --> 00:09:15.000]  所以審判的時候最少要有兩個見證人才能夠定案
[00:09:15.000 --> 00:09:19.000]  目的就是增加可信度減少誤判
[00:09:19.000 --> 00:09:21.000]  避免無辜者受冤
[00:09:21.000 --> 00:09:27.000]  聽起來公平這個問題好像跟我們有點遙遠
[00:09:27.000 --> 00:09:28.000]  都不關我的事
[00:09:28.000 --> 00:09:30.000]  我不是要上法庭
[00:09:30.000 --> 00:09:33.000]  但是其實也關我們事
[00:09:33.000 --> 00:09:36.000]  在過去我教學的生涯裡面
[00:09:36.000 --> 00:09:40.000]  包括在福音教育所和普通的學校
[00:09:40.000 --> 00:09:42.000]  你猜一下我遇到的是什麼
[00:09:42.000 --> 00:09:48.000]  你不要以為男生個個都像跳龍八步的喬峰般豪爽
[00:09:48.000 --> 00:09:50.000]  什麼都不介意
[00:09:50.000 --> 00:09:55.000]  原來那些男生很重視公平公正
[00:09:55.000 --> 00:09:57.000]  也因為這樣變得很敏感
[00:09:57.000 --> 00:10:01.000]  整天說我這個柳Sir偏袒人
[00:10:01.000 --> 00:10:04.000]  普通學校說我偏袒女生
[00:10:04.000 --> 00:10:05.000]  我不介意
[00:10:05.000 --> 00:10:08.000]  但是在福音教育所裡面一群男生
[00:10:08.000 --> 00:10:10.000]  你說我偏袒人
[00:10:10.000 --> 00:10:12.000]  我真的有點拗頭
[00:10:12.000 --> 00:10:16.000]  男女真的有點大不同
[00:10:16.000 --> 00:10:20.000]  在夫妻的團契裡
[00:10:20.000 --> 00:10:21.000]  我養了這麼多年
[00:10:21.000 --> 00:10:24.000]  我也有一點點領受
[00:10:24.000 --> 00:10:27.000]  我觀察到有些弟兄
[00:10:27.000 --> 00:10:29.000]  也算是一個個人反省
[00:10:29.000 --> 00:10:31.000]  因為也包括我自己
[00:10:31.000 --> 00:10:33.000]  在初婚的時候
[00:10:33.000 --> 00:10:35.000]  因為愛的緣故
[00:10:35.000 --> 00:10:37.000]  對太太的語言
[00:10:37.000 --> 00:10:40.000]  就不會有太多的反擊
[00:10:40.000 --> 00:10:43.000]  所以就是忍忍忍
[00:10:43.000 --> 00:10:45.000]  認錯認錯認錯
[00:10:45.000 --> 00:10:49.000]  但是對著太太這種容忍度
[00:10:49.000 --> 00:10:54.000]  就隨著分明而下降
[00:10:54.000 --> 00:10:58.000]  和弟兄的傾談當中
[00:10:58.000 --> 00:11:00.000]  經常聽到什麼
[00:11:00.000 --> 00:11:01.000]  經常都是我錯
[00:11:01.000 --> 00:11:04.000]  經常都要我道歉
[00:11:04.000 --> 00:11:06.000]  為什麼經常都是這麼不公平
[00:11:06.000 --> 00:11:07.000]  這麼不公正
[00:11:07.000 --> 00:11:11.000]  結果慢慢開始就不忍了
[00:11:11.000 --> 00:11:13.000]  出口反擊
[00:11:13.000 --> 00:11:14.000]  結果呢
[00:11:14.000 --> 00:11:18.000]  當然是沒有好結果
[00:11:18.000 --> 00:11:19.000]  不要誤會
[00:11:19.000 --> 00:11:22.000]  我不是要為那些男士辯護
[00:11:22.000 --> 00:11:24.000]  我這裡不是要定對錯
[00:11:24.000 --> 00:11:28.000]  只是希望從個人一點點的領受
[00:11:28.000 --> 00:11:32.000]  給一眾女士一個參考
[00:11:32.000 --> 00:11:34.000]  夫妻關係上
[00:11:34.000 --> 00:11:39.000]  我們男人確是除了尊嚴很重要之外
[00:11:39.000 --> 00:11:41.000]  我們也很重視
[00:11:41.000 --> 00:11:45.000]  在相處當中的公平公正
[00:11:45.000 --> 00:11:49.000]  小小參考大家記住
[00:11:49.000 --> 00:11:51.000]  說回經文
[00:11:51.000 --> 00:11:53.000]  為什麼上帝要有這種
[00:11:53.000 --> 00:11:55.000]  達至公平公正的
[00:11:55.000 --> 00:11:57.000]  這種作見證的原則呢
[00:11:57.000 --> 00:12:04.000]  很明顯就是有人不公正地做假見證
[00:12:04.000 --> 00:12:07.000]  第九誡的假見證
[00:12:07.000 --> 00:12:09.000]  這個詞在原文裡面
[00:12:09.000 --> 00:12:11.000]  其實意思很清楚
[00:12:11.000 --> 00:12:15.000]  就是作不真實、虛假的證供
[00:12:15.000 --> 00:12:16.000]  在舊譯裡面
[00:12:16.000 --> 00:12:18.000]  這個假見證這個詞
[00:12:18.000 --> 00:12:20.000]  原文除了這一節之外
[00:12:20.000 --> 00:12:23.000]  出現了四次
[00:12:23.000 --> 00:12:25.000]  就是《新命記》的十九章十八節
[00:12:25.000 --> 00:12:27.000]  《針研錄》的十九節
[00:12:27.000 --> 00:12:32.000]  十四章五節和二十五章十八節
[00:12:32.000 --> 00:12:35.000]  這四節經文都說
[00:12:35.000 --> 00:12:38.000]  少是和法庭的審判有些關係
[00:12:38.000 --> 00:12:41.000]  其中有次更加警告
[00:12:41.000 --> 00:12:44.000]  上帝不起悅
[00:12:44.000 --> 00:12:49.000]  上帝所憎惡的假見證
[00:12:49.000 --> 00:12:51.000]  所以我們看到是第九誡
[00:12:51.000 --> 00:12:54.000]  首先要對付的
[00:12:54.000 --> 00:12:57.000]  是不公正的問題
[00:12:57.000 --> 00:12:59.000]  尤其是在法庭上
[00:12:59.000 --> 00:13:02.000]  所以不是說謊
[00:13:02.000 --> 00:13:06.000]  因為假證供可以導致被告人於死地
[00:13:06.000 --> 00:13:13.000]  對上帝、對社會都是一個嚴重的罪
[00:13:13.000 --> 00:13:17.000]  從《新命記》十九章十六節
[00:13:17.000 --> 00:13:19.000]  這個若有開始
[00:13:19.000 --> 00:13:21.000]  我們就可以知道
[00:13:21.000 --> 00:13:25.000]  這是為了防止有人作假證供
[00:13:25.000 --> 00:13:27.000]  去陷害人的事發生
[00:13:27.000 --> 00:13:30.000]  所以摩西就假設一個案例
[00:13:30.000 --> 00:13:31.000]  假如有人
[00:13:31.000 --> 00:13:33.000]  若果有人
[00:13:33.000 --> 00:13:37.000]  要來對付那些準備作假見證的人
[00:13:37.000 --> 00:13:39.000]  向他們發出嚴重警告
[00:13:39.000 --> 00:13:43.000]  你們會被除滅的
[00:13:43.000 --> 00:13:46.000]  你們會被致死的
[00:13:46.000 --> 00:13:50.000]  還有除了警告這班
[00:13:50.000 --> 00:13:53.000]  要陷害人準備作假證供的人
[00:13:53.000 --> 00:13:57.000]  也都隱含著對審判官的警告
[00:13:57.000 --> 00:13:59.000]  審判官你們要細心調查
[00:13:59.000 --> 00:14:01.000]  你們要對付他
[00:14:01.000 --> 00:14:05.000]  如同他要對付的人一樣
[00:14:05.000 --> 00:14:09.000]  所以審判官你不可以徇私
[00:14:09.000 --> 00:14:11.000]  你要重判
[00:14:14.000 --> 00:14:16.000]  這會產生什麼效果呢?
[00:14:16.000 --> 00:14:20.000]  就是聽到審判的人會害怕
[00:14:20.000 --> 00:14:24.000]  不敢在你們中間做這些事
[00:14:24.000 --> 00:14:27.000]  這些惡事
[00:14:27.000 --> 00:14:30.000]  害怕是因為什麼原因呢?
[00:14:30.000 --> 00:14:35.000]  是因為一切憎眾都站在耶和華面前
[00:14:35.000 --> 00:14:40.000]  所有參與者都必須要謹慎面對
[00:14:40.000 --> 00:14:42.000]  不單只是面對人
[00:14:42.000 --> 00:14:45.000]  還要面對上帝
[00:14:45.000 --> 00:14:49.000]  所以古代以色列人為了審判公正
[00:14:49.000 --> 00:14:54.000]  必須要有兩至三個證人才能夠作出判決
[00:14:54.000 --> 00:14:57.000]  從現代的觀點來說
[00:14:57.000 --> 00:14:59.000]  好像有點兒戲
[00:14:59.000 --> 00:15:02.000]  但是我們仍然看到他們是希望嘗試
[00:15:02.000 --> 00:15:05.000]  達至一個公平審判的嘗試
[00:15:05.000 --> 00:15:08.000]  只是即使今天
[00:15:08.000 --> 00:15:10.000]  今天不兒戲了
[00:15:10.000 --> 00:15:12.000]  加上很多證人
[00:15:12.000 --> 00:15:13.000]  如果不夠的話
[00:15:13.000 --> 00:15:16.000]  加上律師、陪審員等等
[00:15:16.000 --> 00:15:22.000]  但是可不可以杜絕假見證呢?
[00:15:22.000 --> 00:15:24.000]  是不可以的
[00:15:24.000 --> 00:15:26.000]  我想大家都清楚了
[00:15:26.000 --> 00:15:28.000]  為什麼呢?
[00:15:28.000 --> 00:15:29.000]  正正就是因為
[00:15:29.000 --> 00:15:35.000]  我們一般人不會懷有敬畏神的心
[00:15:35.000 --> 00:15:39.000]  我們不會站在耶和華面前
[00:15:39.000 --> 00:15:43.000]  準備面對耶和華上帝
[00:15:43.000 --> 00:15:45.000]  今天我們會看到很多人
[00:15:45.000 --> 00:15:49.000]  在法庭上按著聖經去立誓
[00:15:49.000 --> 00:15:52.000]  但是又有誰能夠保證
[00:15:52.000 --> 00:15:55.000]  他們是完全正直無礙呢?
[00:15:55.000 --> 00:15:58.000]  人若果不敬畏神
[00:15:58.000 --> 00:16:00.000]  心裏面沒有神
[00:16:00.000 --> 00:16:05.000]  你按多少次聖經又有什麼意義呢?
[00:16:05.000 --> 00:16:07.000]  耶穌吩咐我們的是什麼呢?
[00:16:07.000 --> 00:16:12.000]  要盡心盡志盡力愛他愛神
[00:16:12.000 --> 00:16:17.000]  又要愛人如己
[00:16:17.000 --> 00:16:19.000]  若果我們不能夠敬畏神
[00:16:19.000 --> 00:16:23.000]  不能夠盡心盡志盡力去愛祂
[00:16:23.000 --> 00:16:29.000]  我們又怎可能去愛惜和尊重我們的論社呢?
[00:16:29.000 --> 00:16:31.000]  第九誡告訴人
[00:16:31.000 --> 00:16:34.000]  不可以作假見證
[00:16:34.000 --> 00:16:39.000]  以免其他人(你的論社)受傷害
[00:16:39.000 --> 00:16:42.000]  有沒有想過不作假見證
[00:16:42.000 --> 00:16:47.000]  這是對上帝的敬畏表現
[00:16:47.000 --> 00:16:50.000]  也是一個尊重論社
[00:16:50.000 --> 00:16:55.000]  尊重其他人的表現呢?
[00:16:55.000 --> 00:16:58.000]  相反,人如果不敬畏上帝
[00:16:58.000 --> 00:17:02.000]  我們隨時會作假見證去騙人、陷害人
[00:17:02.000 --> 00:17:06.000]  大家要清楚,聖經裡已經有例子
[00:17:06.000 --> 00:17:08.000]  耶穌在假見證的陷害之下
[00:17:08.000 --> 00:17:11.000]  在公會被審判的時候
[00:17:11.000 --> 00:17:17.000]  有無數的人假見證去陷害祂
[00:17:17.000 --> 00:17:21.000]  這種不敬畏神、不尊重論社的表現
[00:17:21.000 --> 00:17:24.000]  不單只是出現在法律、法庭上
[00:17:24.000 --> 00:17:27.000]  在我們這個世界,我們經常看到很多例子
[00:17:27.000 --> 00:17:31.000]  例子就是網絡欺凌
[00:17:31.000 --> 00:17:36.000]  應該不用我舉任何網絡欺凌的例子
[00:17:36.000 --> 00:17:38.000]  我想大家都很清楚
[00:17:38.000 --> 00:17:42.000]  隨時在任何媒體上都可以找到很多這樣的例子
[00:17:42.000 --> 00:17:45.000]  不敬畏神、不尊重論社
[00:17:45.000 --> 00:17:50.000]  只是看自己的喜好、自己的需要
[00:17:50.000 --> 00:17:53.000]  於是人人就化身正義代言人
[00:17:53.000 --> 00:17:58.000]  在網上隨意說話、隨意攻擊別人
[00:17:58.000 --> 00:18:04.000]  有一位網報的受害者生前曾經這樣總結出
[00:18:04.000 --> 00:18:09.000]  那些網報的人有三種
[00:18:09.000 --> 00:18:14.000]  第一種就是不明真相,但是跟風攻擊其他人
[00:18:14.000 --> 00:18:17.000]  第二種就是生活不如意
[00:18:17.000 --> 00:18:23.000]  夾著私仇報復去發洩情緒
[00:18:23.000 --> 00:18:31.000]  第三種就是將網絡暴力當作流量來自付、賺錢的密碼
[00:18:31.000 --> 00:18:37.000]  這些全部都是不將人體為人、不尊重人的表現
[00:18:37.000 --> 00:18:41.000]  有沒有想過網上欺凌人之後
[00:18:41.000 --> 00:18:44.000]  一句sorry就可以當作沒事發生
[00:18:44.000 --> 00:18:48.000]  傷害其實已經造成了
[00:18:48.000 --> 00:18:53.000]  即使日後受害者被還予清白
[00:18:53.000 --> 00:18:55.000]  但正如一句法律名言
[00:18:55.000 --> 00:18:59.000]  法律可以還我清白,但是不能夠還我公道
[00:18:59.000 --> 00:19:05.000]  受害者所受的傷害可能是你我永遠無法彌補的
[00:19:05.000 --> 00:19:09.000]  當然我們基督徒說我不會這樣做的
[00:19:09.000 --> 00:19:11.000]  耶穌有這樣教導
[00:19:11.000 --> 00:19:18.000]  教導說:事就說事,不事就說不事
[00:19:18.000 --> 00:19:23.000]  事就說事
[00:19:23.000 --> 00:19:26.000]  我想問問大家,容易做嗎?
[00:19:26.000 --> 00:19:31.000]  我想大家心中有數
[00:19:31.000 --> 00:19:34.000]  我可以說,我可以這樣說
[00:19:34.000 --> 00:19:41.000]  我絕對沒有在網絡上,以網絡欺凌來賺錢
[00:19:41.000 --> 00:19:46.000]  但我們有沒有真的,就算不是在網絡世界
[00:19:46.000 --> 00:19:51.000]  我們有沒有真的了解全部真相之後才發言呢?
[00:19:51.000 --> 00:19:55.000]  我們是不是有時候有夾帶私仇
[00:19:55.000 --> 00:20:00.000]  去發洩情緒而隨便發言呢?
[00:20:00.000 --> 00:20:03.000]  大家都心中有數的
[00:20:03.000 --> 00:20:09.000]  再看看另一個例子,一個偉大的門徒彼得
[00:20:09.000 --> 00:20:14.000]  在最後晚餐裏面,當耶穌預言彼得你會衰的
[00:20:14.000 --> 00:20:17.000]  彼得就很真誠地相信
[00:20:17.000 --> 00:20:20.000]  我自己不會衰的
[00:20:20.000 --> 00:20:24.000]  我會堅持在你身邊,不會出賣你的主啊
[00:20:24.000 --> 00:20:28.000]  我已經準備好和你一起坐牢
[00:20:28.000 --> 00:20:31.000]  和你一起同死
[00:20:31.000 --> 00:20:34.000]  嘩,多豪情壯志啊
[00:20:34.000 --> 00:20:38.000]  結果是怎樣呢?衰了咯
[00:20:38.000 --> 00:20:42.000]  三次不認主咯
[00:20:42.000 --> 00:20:46.000]  現代版的彼得,我們都見不少的
[00:20:46.000 --> 00:20:51.000]  簡單例子,拍拖的時候,就實牙實齒
[00:20:51.000 --> 00:20:54.000]  說我不會變的
[00:20:54.000 --> 00:20:59.000]  是啊,拍拖的時候真的不變
[00:20:59.000 --> 00:21:02.000]  我情願你拍拖的時候變啊
[00:21:02.000 --> 00:21:05.000]  結了婚啊,然後很快變心
[00:21:05.000 --> 00:21:09.000]  我真的看著這樣的例子
[00:21:09.000 --> 00:21:12.000]  在教會裏面追人追到出位,怕別人不知道
[00:21:12.000 --> 00:21:16.000]  隨時在我們一群人面前來個愛的表白
[00:21:16.000 --> 00:21:19.000]  之後呢?
[00:21:22.000 --> 00:21:27.000]  我當然不是說當時人在眾人面前說謊
[00:21:27.000 --> 00:21:30.000]  他可能很真心的
[00:21:30.000 --> 00:21:35.000]  但是人心詭詐難測
[00:21:35.000 --> 00:21:40.000]  還要是連自己想不到這麼詭詐,這麼難測的
[00:21:40.000 --> 00:21:43.000]  所以大家小心
[00:21:43.000 --> 00:21:48.000]  假見證迎來的是什麼呢?
[00:21:48.000 --> 00:21:54.000]  有一節那裏指出,必然有後果
[00:21:54.000 --> 00:22:01.000]  有一節被視為,釋經家說這是這一段的一個總結
[00:22:01.000 --> 00:22:03.000]  甚至是整章的一個總結
[00:22:03.000 --> 00:22:06.000]  告訴我們你是什麼身份,什麼地位都好
[00:22:06.000 --> 00:22:10.000]  假見證迎來的就是
[00:22:10.000 --> 00:22:13.000]  必然有相應的懲罰
[00:22:13.000 --> 00:22:18.000]  以命償命,以眼還眼,以牙還牙,以手還手,以腳還腳
[00:22:18.000 --> 00:22:21.000]  記住,這是相應的懲罰
[00:22:21.000 --> 00:22:25.000]  是不會增多也不會減少的
[00:22:25.000 --> 00:22:29.000]  在當時來說,這是絕對公平的
[00:22:29.000 --> 00:22:33.000]  對於人,我們不可以顧惜
[00:22:33.000 --> 00:22:37.000]  對於罪,人不可以顧惜
[00:22:37.000 --> 00:22:44.000]  因為上帝絕對不會無視罪
[00:22:44.000 --> 00:22:47.000]  對於我們信徒來說,信耶穌的人
[00:22:47.000 --> 00:22:51.000]  更大的懲罰是什麼呢?
[00:22:51.000 --> 00:22:54.000]  看看彼得,這個耶穌所愛的門徒
[00:22:54.000 --> 00:22:56.000]  他在人面前做了假見證
[00:22:56.000 --> 00:23:02.000]  三次不認主,他迎來的是什麼呢?
[00:23:02.000 --> 00:23:09.000]  當雞叫的時候,主轉身來看彼得
[00:23:09.000 --> 00:23:14.000]  他就出去痛哭
[00:23:14.000 --> 00:23:17.000]  彼得雖然沒有像我之前說的那些人
[00:23:17.000 --> 00:23:22.000]  在公會上作假見證去陷害耶穌
