
[00:00:00.000 --> 00:00:04.000]  我們真的要給點掌聲敬拜隊
[00:02:21.000 --> 00:02:24.000]  他所教導的真理
[00:02:24.000 --> 00:02:27.000]  是我們行事為人的指標
[00:02:27.000 --> 00:02:32.000]  學校主耶穌心裡柔和謙卑的樣式
[00:02:32.000 --> 00:02:35.000]  我們就可以得享安息
[00:02:35.000 --> 00:02:39.000]  耶穌活在世上的日子不是很長
[00:02:39.000 --> 00:02:41.000]  只有三十三年
[00:02:41.000 --> 00:02:45.000]  但是卻是帶出無窮的影響力
[00:02:45.000 --> 00:02:50.000]  主耶穌和天父的親密的關係
[00:02:50.000 --> 00:02:55.000]  使得他靈性的生命是穩恆在高處
[00:02:55.000 --> 00:03:00.000]  主在世的生活雖然不是事事順利
[00:03:00.000 --> 00:03:04.000]  而且可以說耶穌是時時被窺探
[00:03:04.000 --> 00:03:06.000]  受著攻擊
[00:03:06.000 --> 00:03:11.000]  但是主他和父神緊密相連的關係
[00:03:11.000 --> 00:03:14.000]  使他侍奉有力
[00:03:14.000 --> 00:03:17.000]  他清晰自己為什麼來到世間
[00:03:17.000 --> 00:03:21.000]  終於他作成他拯救世人的工作
[00:03:21.000 --> 00:03:25.000]  很榮耀地完成神給他的使命
[00:03:26.000 --> 00:03:29.000]  今天我和大家分享的經文
[00:03:29.000 --> 00:03:35.000]  是我信主 耕叢主和做傳道的人生裡
[00:03:35.000 --> 00:03:39.000]  兩段很深刻的經文
[00:03:39.000 --> 00:03:43.000]  馬可福音是以簡潔有力的文筆
[00:03:43.000 --> 00:03:45.000]  記述耶穌的事蹟
[00:03:45.000 --> 00:03:48.000]  將重心放在耶穌的工作上
[00:03:48.000 --> 00:03:50.000]  所以馬可福音的第一章
[00:03:50.000 --> 00:03:54.000]  很快就講到耶穌的工作
[00:03:54.000 --> 00:03:57.000]  就是呼召門徒跟隨他
[00:03:57.000 --> 00:04:01.000]  在加勃隆來到廣族污鬼
[00:04:01.000 --> 00:04:04.000]  醫治西門的惡霧
[00:04:04.000 --> 00:04:07.000]  潔淨掌大麻風
[00:04:07.000 --> 00:04:09.000]  值得留意的
[00:04:09.000 --> 00:04:13.000]  就是接著在一章35節
[00:04:13.000 --> 00:04:14.000]  我們一起讀
[00:04:15.000 --> 00:04:18.000]  次日早晨 天未亮的時候
[00:04:18.000 --> 00:04:22.000]  耶穌起來到曠野地方去
[00:04:22.000 --> 00:04:24.000]  在那裡禱告
[00:04:24.000 --> 00:04:27.000]  值得留意的就是
[00:04:27.000 --> 00:04:32.000]  耶穌他很努力去工作
[00:04:32.000 --> 00:04:35.000]  但是這裡說次日早晨
[00:04:35.000 --> 00:04:37.000]  天未亮的時候
[00:04:37.000 --> 00:04:40.000]  就是說第二天的一大早
[00:04:40.000 --> 00:04:45.000]  即是上午三點至六點這段時段
[00:04:45.000 --> 00:04:48.000]  也就是耶穌忙完一天
[00:04:48.000 --> 00:04:51.000]  他非但沒有很多的休息
[00:04:51.000 --> 00:04:54.000]  反而在極早的時候就起來
[00:04:54.000 --> 00:04:57.000]  接著就出去禱告親近天父
[00:04:57.000 --> 00:05:00.000]  而且這一次的經文
[00:05:00.000 --> 00:05:04.000]  讓我聯想起
[00:05:04.000 --> 00:05:09.000]  在馬可福音第六章46節
[00:05:09.000 --> 00:05:14.000]  這段經文就記載了
[00:05:14.000 --> 00:05:16.000]  耶穌一天的工作完畢
[00:05:16.000 --> 00:05:18.000]  耶穌怎樣呢
[00:05:18.000 --> 00:05:19.000]  我們一起讀
[00:05:19.000 --> 00:05:20.000]  第六章46節
[00:05:20.000 --> 00:05:23.000]  他辭別了
[00:05:23.000 --> 00:05:27.000]  他們就往山上去禱告
[00:05:27.000 --> 00:05:32.000]  主耶穌他親近天父的情懷
[00:05:32.000 --> 00:05:35.000]  給我的感覺是很熱切的
[00:05:35.000 --> 00:05:37.000]  和是很自然的
[00:05:37.000 --> 00:05:39.000]  在很多年前
[00:05:39.000 --> 00:05:43.000]  我在全職侍奉的初期
[00:05:43.000 --> 00:05:48.000]  有時都會因著忙完一整天的工作
[00:05:48.000 --> 00:05:50.000]  到晚上祈禱的時候
[00:05:50.000 --> 00:05:52.000]  還沒祈禱完還沒說完
[00:05:52.000 --> 00:05:54.000]  眼瞓就睡著了
[00:05:54.000 --> 00:05:56.000]  我覺得真的很慚愧
[00:05:56.000 --> 00:06:00.000]  當我看到以上記載耶穌的事蹟
[00:06:00.000 --> 00:06:02.000]  這兩段經文
[00:06:02.000 --> 00:06:04.000]  我就被主的榜樣所感動
[00:06:04.000 --> 00:06:06.000]  於是我就立志
[00:06:06.000 --> 00:06:10.000]  無論怎樣都要保持清醒的狀態
[00:06:10.000 --> 00:06:12.000]  祈禱完才睡覺
[00:06:12.000 --> 00:06:15.000]  另外早上一醒來
[00:06:15.000 --> 00:06:17.000]  一翻身
[00:06:17.000 --> 00:06:21.000]  我就將今天預料有什麼事要做
[00:06:21.000 --> 00:06:24.000]  逐一教託
[00:06:24.000 --> 00:06:26.000]  這樣的祈禱
[00:06:26.000 --> 00:06:28.000]  感謝主
[00:06:28.000 --> 00:06:31.000]  我這樣和主同行的時候
[00:06:31.000 --> 00:06:35.000]  時時看到神的作為和我同在
[00:06:35.000 --> 00:06:37.000]  是很真實
[00:06:37.000 --> 00:06:39.000]  侍奉的工作
[00:06:39.000 --> 00:06:43.000]  未必是時時像自己期望的步驟
[00:06:43.000 --> 00:06:45.000]  很快速地有進展
[00:06:45.000 --> 00:06:49.000]  但是看到神在當中動工
[00:06:49.000 --> 00:06:51.000]  也提醒我
[00:06:51.000 --> 00:06:53.000]  神有祂的帶領
[00:06:53.000 --> 00:06:55.000]  我要配合主
[00:06:55.000 --> 00:07:01.000]  不是要主成就我所想的東西
[00:07:01.000 --> 00:07:03.000]  到最後我都經歷到
[00:07:03.000 --> 00:07:07.000]  主的作為是按祂的心意成就
[00:07:07.000 --> 00:07:09.000]  是更加美好的
[00:07:10.000 --> 00:07:15.000]  我們看回馬可福音一章三十五節
[00:07:15.000 --> 00:07:18.000]  主一大早就起來
[00:07:18.000 --> 00:07:20.000]  他去哪裡呢
[00:07:20.000 --> 00:07:23.000]  到曠野去
[00:07:23.000 --> 00:07:27.000]  耶穌當時在加伯隆那裡作供
[00:07:27.000 --> 00:07:30.000]  那裡已經是開墾的地方
[00:07:30.000 --> 00:07:32.000]  曠野的意思是什麼呢
[00:07:32.000 --> 00:07:33.000]  是偏僻
[00:07:33.000 --> 00:07:35.000]  小人煙去到的地方
[00:07:35.000 --> 00:07:39.000]  也可以是一個安靜無人的野地
[00:07:39.000 --> 00:07:45.000]  在一章四十五節
[00:07:45.000 --> 00:07:50.000]  也記載了耶穌獨處
[00:07:50.000 --> 00:07:53.000]  這件事情發生之前
[00:07:53.000 --> 00:07:56.000]  就是耶穌醫好了一個長大麻瘋的人
[00:07:56.000 --> 00:07:57.000]  耶穌就叫他
[00:07:57.000 --> 00:07:59.000]  你把身體給擦
[00:07:59.000 --> 00:08:00.000]  按照當時的慣例
[00:08:00.000 --> 00:08:04.000]  就是給祭司看驗證你是潔淨就行了
[00:08:04.000 --> 00:08:06.000]  不要張揚出去
[00:08:06.000 --> 00:08:10.000]  但是那個被耶穌醫好大麻瘋的人
[00:08:10.000 --> 00:08:13.000]  出去倒說許多的話
[00:08:13.000 --> 00:08:15.000]  將這件事傳開了
[00:08:15.000 --> 00:08:18.000]  使耶穌不能夠公開去入城
[00:08:18.000 --> 00:08:22.000]  就只好留在外邊曠野的地方
[00:08:22.000 --> 00:08:29.000]  於是人就從各處都倒他跟前來了
[00:08:29.000 --> 00:08:31.000]  這一處的經文
[00:08:31.000 --> 00:08:36.000]  講到耶穌留在外邊曠野的地方
[00:08:36.000 --> 00:08:39.000]  就是說耶穌去到是獨處
[00:08:39.000 --> 00:08:40.000]  這個獨處的地點
[00:08:40.000 --> 00:08:43.000]  是表明耶穌的服侍是很受人歡迎
[00:08:43.000 --> 00:08:47.000]  以至他要避開群眾
[00:08:47.000 --> 00:08:48.000]  我們留意一下
[00:08:48.000 --> 00:08:52.000]  在馬福音一章三節
[00:08:52.000 --> 00:08:54.000]  那裡就講到
[00:08:54.000 --> 00:08:58.000]  出自以塞亞書四十章第三節
[00:08:58.000 --> 00:09:00.000]  就是說在曠野有人聲喊著說
[00:09:00.000 --> 00:09:01.000]  預備主的道
[00:09:01.000 --> 00:09:03.000]  修直他的路
[00:09:03.000 --> 00:09:06.000]  耶穌是透過獨處的地點
[00:09:06.000 --> 00:09:10.000]  來預備他一輪一輪的福音旅程
[00:09:10.000 --> 00:09:12.000]  一次又一次去認定
[00:09:12.000 --> 00:09:17.000]  他來世間的目的是什麼呢
[00:09:17.000 --> 00:09:20.000]  是要走遍全加利利
[00:09:20.000 --> 00:09:24.000]  在會堂裡面去傳道
[00:09:24.000 --> 00:09:26.000]  而且是趕鬼
[00:09:26.000 --> 00:09:31.000]  耶穌就是這樣進出曠野
[00:09:31.000 --> 00:09:34.000]  去清晰他自己的使命
[00:09:34.000 --> 00:09:37.000]  耶穌重複到獨處的地方
[00:09:37.000 --> 00:09:39.000]  不單止是避開群眾
[00:09:39.000 --> 00:09:43.000]  也是為了離開主流的宗教制度
[00:09:43.000 --> 00:09:44.000]  在這方面
[00:09:44.000 --> 00:09:47.000]  主耶穌和施洗約翰很相似
[00:09:47.000 --> 00:09:50.000]  在馬可畢夏的耶穌
[00:09:50.000 --> 00:09:53.000]  經常是離開群眾
[00:09:53.000 --> 00:09:56.000]  他好像一個修士一樣
[00:09:56.000 --> 00:09:58.000]  耶穌經常去到曠野
[00:09:58.000 --> 00:10:00.000]  但是耶穌不是避世
[00:10:00.000 --> 00:10:02.000]  他是去避靜
[00:10:02.000 --> 00:10:05.000]  他為了能夠繼續
[00:10:05.000 --> 00:10:11.000]  在一些建制的情況裡面去工作
[00:10:11.000 --> 00:10:13.000]  於是他就去到會堂
[00:10:13.000 --> 00:10:16.000]  去到宗教的建築物裡面
[00:10:16.000 --> 00:10:17.000]  但是當人太多
[00:10:17.000 --> 00:10:20.000]  或者是侍奉太忙碌的時候
[00:10:20.000 --> 00:10:22.000]  他就會離開
[00:10:22.000 --> 00:10:24.000]  耶穌不斷的離開人群
[00:10:24.000 --> 00:10:26.000]  回到曠野
[00:10:26.000 --> 00:10:29.000]  這樣去回應
[00:10:29.000 --> 00:10:32.000]  馬可福音起頭所引
[00:10:32.000 --> 00:10:36.000]  《以創亞書》40章第三節那裡
[00:10:36.000 --> 00:10:38.000]  說他出來
[00:10:38.000 --> 00:10:43.000]  就是上帝的拯救和釋放
[00:10:43.000 --> 00:10:47.000]  是在曠野裡面去出來的
[00:10:47.000 --> 00:10:49.000]  去引發的
[00:10:49.000 --> 00:10:51.000]  耶穌重複這樣去到曠野去
[00:10:51.000 --> 00:10:55.000]  顯示他的旅程是分時段的
[00:10:55.000 --> 00:10:56.000]  有時段的
[00:10:56.000 --> 00:10:58.000]  顯示神的國度的臨近
[00:10:58.000 --> 00:11:00.000]  和完全的實現
[00:11:00.000 --> 00:11:02.000]  是一種進與退之間
[00:11:02.000 --> 00:11:04.000]  來去完成的
[00:11:05.000 --> 00:11:09.000]  在2006年至2010年
[00:11:09.000 --> 00:11:14.000]  我在醫院的院務部裡面去做院務
[00:11:14.000 --> 00:11:17.000]  那時候因為工作都比較穩定
[00:11:17.000 --> 00:11:20.000]  所以每隔半年
[00:11:20.000 --> 00:11:22.000]  我都會去一些靜修院
[00:11:22.000 --> 00:11:24.000]  去安靜自己
[00:11:24.000 --> 00:11:25.000]  讀經祈禱
[00:11:25.000 --> 00:11:27.000]  和神親近相交契合
[00:11:27.000 --> 00:11:30.000]  也都經常得著神在生活
[00:11:30.000 --> 00:11:33.000]  侍奉裡面給我有更新的
[00:11:33.000 --> 00:11:35.000]  記得做院務的期間
[00:11:35.000 --> 00:11:38.000]  我可以透過
[00:11:38.000 --> 00:11:41.000]  和病人的家人
[00:11:41.000 --> 00:11:42.000]  和教會之體
[00:11:42.000 --> 00:11:44.000]  牧者一起緊密合作
[00:11:44.000 --> 00:11:48.000]  對病者有愛心的關懷
[00:11:48.000 --> 00:11:53.000]  使到危機中的病人和家屬得到陪伴
[00:11:53.000 --> 00:11:55.000]  當中都領了很多人
[00:11:55.000 --> 00:11:58.000]  來得著福音信主
[00:11:58.000 --> 00:12:00.000]  歸向基督
[00:12:00.000 --> 00:12:02.000]  在病患的人當中
[00:12:02.000 --> 00:12:04.000]  有些是信主或未信的
[00:12:04.000 --> 00:12:06.000]  在病患裡面
[00:12:06.000 --> 00:12:08.000]  他們生命就有反省
[00:12:08.000 --> 00:12:11.000]  於是他們生命有突破的成長
[00:12:11.000 --> 00:12:15.000]  使我在這幾年的院務的侍奉裡面
[00:12:15.000 --> 00:12:18.000]  深深體會到危機牧養
[00:12:18.000 --> 00:12:21.000]  真的充滿了恩典和祝福
[00:12:21.000 --> 00:12:27.000]  院務是醫院的夥伴合作的愛心團體
[00:12:27.000 --> 00:12:31.000]  在醫院的四年服事期間
[00:12:31.000 --> 00:12:35.000]  我參加了一個叫劉金仲的
[00:12:35.000 --> 00:12:37.000]  網上的導修課程
[00:12:37.000 --> 00:12:41.000]  認識長者的身心社靈方面的需要
[00:12:41.000 --> 00:12:45.000]  還有什麼社會資源可以幫助長者
[00:12:45.000 --> 00:12:48.000]  這個課程是為了迎接
[00:12:48.000 --> 00:12:52.000]  不斷老化的人口的需要
[00:12:52.000 --> 00:12:53.000]  作為預備
[00:12:53.000 --> 00:12:54.000]  完成了這個課程
[00:12:54.000 --> 00:12:56.000]  還有畢業證書
[00:12:56.000 --> 00:12:58.000]  成為長者大使
[00:12:58.000 --> 00:13:02.000]  我記得當時在醫院的院務部侍奉
[00:13:02.000 --> 00:13:04.000]  做得很開心
[00:13:04.000 --> 00:13:08.000]  我還以為神帶領我以後都做院務
[00:13:08.000 --> 00:13:12.000]  但是在定期和主親近
[00:13:12.000 --> 00:13:15.000]  祈禱交通的裡面
[00:13:15.000 --> 00:13:18.000]  神又給我從醫院探病的經驗裡面
[00:13:18.000 --> 00:13:23.000]  看到信主和不信主的年長的病人
[00:13:23.000 --> 00:13:24.000]  是截然不同的
[00:13:24.000 --> 00:13:25.000]  他們的心境
[00:13:25.000 --> 00:13:27.000]  大多數信主的長者
[00:13:27.000 --> 00:13:29.000]  會積極面對病患
[00:13:29.000 --> 00:13:31.000]  因為他們懷抱著主
[00:13:31.000 --> 00:13:33.000]  給他們的盼望
[00:13:33.000 --> 00:13:35.000]  能夠樂觀積極
[00:13:35.000 --> 00:13:37.000]  而且平靜他們的心境
[00:13:37.000 --> 00:13:39.000]  去面對病患
[00:13:39.000 --> 00:13:41.000]  但是反觀有些
[00:13:41.000 --> 00:13:45.000]  沒有信主的大多數的人
[00:13:45.000 --> 00:13:48.000]  經常在醫院裡面都是怨嘆
[00:13:48.000 --> 00:13:50.000]  很無奈
[00:13:50.000 --> 00:13:54.000]  我發覺積極樂觀正確的人生價值觀
[00:13:54.000 --> 00:13:59.000]  是福音信仰可以給他們的
[00:13:59.000 --> 00:14:05.000]  也是平時的牧羊孕育出來的
[00:14:05.000 --> 00:14:07.000]  於是我就開始想
[00:14:07.000 --> 00:14:09.000]  我是否以後都做院務呢
[00:14:09.000 --> 00:14:11.000]  未來的侍奉
[00:14:11.000 --> 00:14:15.000]  我的生命是怎樣可以最好給神用呢
[00:14:15.000 --> 00:14:18.000]  過往在做院務之前
[00:14:18.000 --> 00:14:22.000]  我有十幾年累積了牧會的經驗
[00:14:22.000 --> 00:14:25.000]  一些很有系統的聖經教導
[00:14:25.000 --> 00:14:27.000]  港台的牧羊方面
[00:14:27.000 --> 00:14:33.000]  院務的工作是很少機會有得去發揮的
[00:14:33.000 --> 00:14:35.000]  在祈禱等候裡面
[00:14:35.000 --> 00:14:36.000]  我們都想
[00:14:36.000 --> 00:14:41.000]  以前我在一間小的堂會侍奉的時候
[00:14:41.000 --> 00:14:44.000]  我一直都有帶一個長者團契
[00:14:44.000 --> 00:14:47.000]  有八年都很好效果
[00:14:47.000 --> 00:14:49.000]  在那時候
[00:14:49.000 --> 00:14:51.000]  即是長話短說
[00:14:51.000 --> 00:14:57.000]  我秉承過去十幾年的教會牧羊經驗
[00:14:57.000 --> 00:15:01.000]  和院務四年的認識長者
[00:15:01.000 --> 00:15:03.000]  和成人他們的需要
[00:15:03.000 --> 00:15:07.000]  我就重拾回教會牧羊的侍奉
[00:15:07.000 --> 00:15:10.000]  專心在長者傳呼音
[00:15:10.000 --> 00:15:13.000]  和聖經教導靈性牧羊的服侍
[00:15:13.000 --> 00:15:17.000]  神就帶領我十一年前就加入恩福堂
[00:15:17.000 --> 00:15:19.000]  在長者團契裡面服侍
[00:15:19.000 --> 00:15:22.000]  服侍這個龐大的長者群體
[00:15:22.000 --> 00:15:25.000]  我的侍奉方向是
[00:15:25.000 --> 00:15:31.000]  不斷從職場重覆到曠野
[00:15:31.000 --> 00:15:33.000]  去得著神的指引
[00:15:33.000 --> 00:15:37.000]  回應祂在我生命裡面給我的使命
[00:15:37.000 --> 00:15:40.000]  學校主耶穌
[00:15:40.000 --> 00:15:44.000]  在進與退於曠野之間
[00:15:44.000 --> 00:15:47.000]  我們能夠清晰神給我們的使命
[00:15:47.000 --> 00:15:51.000]  從而去完成神的使命
[00:15:51.000 --> 00:15:55.000]  另外曠野
[00:15:55.000 --> 00:16:00.000]  也令我們想起曠野有喊叫的聲音
[00:16:00.000 --> 00:16:03.000]  是不是
[00:16:03.000 --> 00:16:10.000]  曠野也是一個試探的地方
[00:16:10.000 --> 00:16:15.000]  我們一起讀一下馬克福音一章十二十三節
[00:16:15.000 --> 00:16:20.000]  聖靈納克把耶穌催促到曠野裡去
[00:16:20.000 --> 00:16:24.000]  他在曠野四十天受撒旦的試探
[00:16:24.000 --> 00:16:27.000]  並與野獸同在一起
[00:16:27.000 --> 00:16:30.000]  且由天使來侍候他
[00:16:30.000 --> 00:16:33.000]  在曠野主耶穌受到撒旦的引誘
[00:16:33.000 --> 00:16:37.000]  撒旦說你若是神的兒子
[00:16:37.000 --> 00:16:39.000]  就怎樣怎樣怎樣
[00:16:39.000 --> 00:16:45.000]  撒旦針對著耶穌肉體魂和靈性方面的情況
[00:16:45.000 --> 00:16:49.000]  猛烈的來進行試探
[00:16:49.000 --> 00:16:53.000]  想令耶穌墮入肉體的情慾
[00:16:53.000 --> 00:16:54.000]  眼目的情慾
[00:16:54.000 --> 00:16:58.000]  和今生的驕傲跌倒的陷阱裡
[00:16:58.000 --> 00:17:04.000]  就好像約翰一書第二章十五至十七節
[00:17:04.000 --> 00:17:09.000]  那裡說不要愛世界和世界上的東西
[00:17:09.000 --> 00:17:10.000]  若有人愛世界
[00:17:10.000 --> 00:17:13.000]  愛父的心就不在他裡面了
[00:17:13.000 --> 00:17:15.000]  因為凡世界上的東西
[00:17:15.000 --> 00:17:17.000]  就好比肉體的情慾
[00:17:17.000 --> 00:17:18.000]  眼目的情慾
[00:17:18.000 --> 00:17:19.000]  和今生的驕傲
[00:17:19.000 --> 00:17:21.000]  都不是從父來的
[00:17:21.000 --> 00:17:22.000]  是從世界來的
[00:17:22.000 --> 00:17:26.000]  這世界和世界上的情慾都要消逝
[00:17:26.000 --> 00:17:30.000]  唯獨立尊行神旨意的
[00:17:30.000 --> 00:17:32.000]  是永遠常存
[00:17:32.000 --> 00:17:35.000]  主耶穌清晰自己是誰
[00:17:35.000 --> 00:17:38.000]  耶穌一一以神的話
[00:17:38.000 --> 00:17:42.000]  去回應擊破撒旦的詭計
[00:17:42.000 --> 00:17:47.000]  曠野是一個面對真實的我
[00:17:47.000 --> 00:17:50.000]  和我是誰的地方
[00:17:50.000 --> 00:17:54.000]  有人和我分享
[00:17:54.000 --> 00:17:55.000]  在疫情期間
[00:17:55.000 --> 00:17:59.000]  他的生活簡單了很多
[00:17:59.000 --> 00:18:00.000]  都是在家裡
[00:18:00.000 --> 00:18:03.000]  無論讀經、祈禱、網上崇拜
[00:18:03.000 --> 00:18:07.000]  他發覺專注了很多
[00:18:07.000 --> 00:18:09.000]  和神很親近
[00:18:09.000 --> 00:18:12.000]  可以時時和主耶穌直接傾談
[00:18:12.000 --> 00:18:14.000]  在這裡我也問問大家
[00:18:14.000 --> 00:18:15.000]  在疫情期間
[00:18:15.000 --> 00:18:20.000]  過去一年有沒有這樣的經歷
[00:18:20.000 --> 00:18:23.000]  有的請舉手
[00:18:23.000 --> 00:18:27.000]  也不是太多
[00:18:27.000 --> 00:18:30.000]  這位肢體
[00:18:30.000 --> 00:18:32.000]  因為在疫情之前
[00:18:32.000 --> 00:18:35.000]  日常生活的事務很多
[00:18:35.000 --> 00:18:39.000]  社交、侍奉、團契、崇拜排得密密
[00:18:39.000 --> 00:18:42.000]  身邊的人流是不停的
[00:18:42.000 --> 00:18:45.000]  他沒有時間安靜、獨處、專注
[00:18:45.000 --> 00:18:47.000]  沒有這些空間
[00:18:47.000 --> 00:18:49.000]  他有這樣的發現
[00:18:49.000 --> 00:18:53.000]  曾經有一位修道院的眼文院長
[00:18:53.000 --> 00:18:55.000]  他說獨處的時候
[00:18:55.000 --> 00:18:58.000]  最難面對的就是關係
[00:18:58.000 --> 00:19:00.000]  我們在修道的地方
[00:19:00.000 --> 00:19:02.000]  要面對三個層面的關係
[00:19:02.000 --> 00:19:05.000]  就是與神、與其他人
[00:19:05.000 --> 00:19:08.000]  和最沉重、最前身的
[00:19:08.000 --> 00:19:11.000]  就是與自己的關係
[00:19:11.000 --> 00:19:14.000]  雖然眼文院長說修道的人
[00:19:14.000 --> 00:19:15.000]  要面對自己
[00:19:15.000 --> 00:19:17.000]  但其實每一個
[00:19:17.000 --> 00:19:22.000]  要認真地活出身造的人
[00:19:22.000 --> 00:19:24.000]  順從聖靈而行的基督徒
[00:19:24.000 --> 00:19:27.000]  都應該去想想
[00:19:27.000 --> 00:19:29.000]  我是誰呢?
[00:19:29.000 --> 00:19:31.000]  我是怎樣的呢?
[00:19:31.000 --> 00:19:35.000]  有沒有面對自己裏面的真實情況呢?
[00:19:35.000 --> 00:19:38.000]  教會歷史裏面有七個偏情的教導
[00:19:38.000 --> 00:19:45.000]  就是暴食、色情、貪婪、憤怒、嫉妒、怠惰和驕傲
[00:19:45.000 --> 00:19:49.000]  修道者必須要明白自己
[00:19:49.000 --> 00:19:54.000]  可能受哪一種偏情所困
[00:19:54.000 --> 00:19:58.000]  以至無法獲得靈性的自由
[00:19:58.000 --> 00:20:02.000]  如果認真修持靈性生活的現代信徒
[00:20:02.000 --> 00:20:05.000]  亦都需要有自覺
[00:20:05.000 --> 00:20:08.000]  有沒有被這些偏情所困呢?
[00:20:08.000 --> 00:20:11.000]  我們應該從這些偏情裏面
[00:20:11.000 --> 00:20:14.000]  將生命放在神的面前
[00:20:14.000 --> 00:20:16.000]  讓神去轉化
[00:20:16.000 --> 00:20:18.000]  回顧教會歷史
[00:20:18.000 --> 00:20:21.000]  著名的黑女尼引修院
[00:20:21.000 --> 00:20:24.000]  他原初的改革精神是很好的
[00:20:24.000 --> 00:20:28.000]  修會發展得很快
[00:20:28.000 --> 00:20:31.000]  但後來他的改革精神變質了
[00:20:31.000 --> 00:20:34.000]  主要是因為太多擁有的東西
[00:20:34.000 --> 00:20:42.000]  雖然修士不能夠擁有財產
[00:20:42.000 --> 00:20:46.000]  但修院是一個很大的組織
[00:20:46.000 --> 00:20:49.000]  因為他的聲望慢慢增加
[00:20:49.000 --> 00:20:51.000]  捐贈又大量
[00:20:51.000 --> 00:20:55.000]  湧來又有土地
[00:20:55.000 --> 00:20:59.000]  修會因為擁有太多
[00:20:59.000 --> 00:21:02.000]  修院的生活不再簡樸
[00:21:02.000 --> 00:21:05.000]  漸漸奢侈分心
[00:21:05.000 --> 00:21:11.000]  鍾意爭奪被偏情佔據內心
[00:21:11.000 --> 00:21:14.000]  因為要花時間精神在組織管理上
[00:21:14.000 --> 00:21:17.000]  沒有足夠的時間
[00:21:17.000 --> 00:21:20.000]  難以專心安靜獨處
[00:21:20.000 --> 00:21:23.000]  實踐該做的屬靈閱讀
[00:21:23.000 --> 00:21:26.000]  和靈性操練
[00:21:26.000 --> 00:21:29.000]  要建立美好的屬靈生命
[00:21:29.000 --> 00:21:32.000]  不是不斷擁有
[00:21:32.000 --> 00:21:34.000]  而是要割捨
[00:21:34.000 --> 00:21:37.000]  割捨那些偏情
[00:21:37.000 --> 00:21:39.000]  使心靈簡樸
[00:21:39.000 --> 00:21:44.000]  以清潔淳樸的心來跟從主
[00:21:44.000 --> 00:21:47.000]  更新是從心靈開始
[00:21:47.000 --> 00:21:51.000]  而不是著眼於組織架構的改動
[00:21:51.000 --> 00:21:57.000]  莫乃光議員
