
[00:00:00.000 --> 00:00:03.800]  大家好,很感恩可以在這裡跟大家分享神的話語
[00:02:08.920 --> 00:02:11.240]  你沒有朋友怎麼會有智慧呢?
[00:02:11.240 --> 00:02:12.800]  這也有道理
[00:02:12.800 --> 00:02:14.560]  第四是什麼?
[00:02:14.560 --> 00:02:18.840]  自我反思
[00:02:18.840 --> 00:02:22.320]  如果沒有自我反思的人
[00:02:22.320 --> 00:02:25.680]  很難成為有智慧的人
[00:02:25.680 --> 00:02:35.640]  第五就是能夠接納不確定
[00:02:35.640 --> 00:02:39.320]  我們現在面對很大的不確定
[00:02:39.320 --> 00:02:42.280]  社會政治環境改變的時候
[00:02:42.280 --> 00:02:43.720]  你能不能夠面對呢?
[00:02:43.720 --> 00:02:46.920]  這些就是你的智慧的根基
[00:02:46.920 --> 00:02:50.160]  第六就是決定性
[00:02:50.160 --> 00:02:53.320]  選擇性障礙的人就有這個問題
[00:02:53.320 --> 00:02:55.480]  你做不到決定的
[00:02:55.480 --> 00:02:58.040]  做不到決定怎麼會有智慧呢?
[00:02:58.040 --> 00:02:59.480]  這很有道理
[00:02:59.480 --> 00:03:02.240]  最後很震撼的
[00:03:02.240 --> 00:03:04.480]  Spirituality
[00:03:04.480 --> 00:03:08.280]  原來我們的靈性
[00:03:08.280 --> 00:03:09.880]  他沒有信神
[00:03:09.880 --> 00:03:15.520]  不過Spirituality也是我們智慧的根基
[00:03:15.520 --> 00:03:19.160]  如果我們把這東西帶回聖經裡面
[00:03:19.160 --> 00:03:24.280]  聖經裡面智慧的根基是什麼呢?
[00:03:24.280 --> 00:03:28.240]  今天就想跟大家在阿古爾的身上
[00:03:28.240 --> 00:03:30.240]  阿古爾是一個外方人
[00:03:30.240 --> 00:03:38.160]  他得著以色列人裡面最重要的智慧
[00:03:38.160 --> 00:03:39.400]  不單是這樣
[00:03:39.400 --> 00:03:43.520]  阿古爾的智慧是用來總結真言的智慧
[00:03:43.520 --> 00:03:49.520]  所以今天想跟大家看30篇4至6節
[00:03:49.520 --> 00:03:52.920]  3節的經文會分2點跟大家看
[00:03:52.920 --> 00:03:57.880]  第一就是透過人的知識的限制來認識神
[00:03:57.880 --> 00:04:01.400]  智慧的根基第一步就是要認識神
[00:04:01.400 --> 00:04:05.720]  第二步就是遵行神的話語
[00:04:05.720 --> 00:04:07.920]  就能夠得到智慧的根基
[00:04:07.920 --> 00:04:11.920]  那你就會說「我都知道」
[00:04:11.920 --> 00:04:15.720]  所以要看阿古爾的心路歷程
[00:04:15.720 --> 00:04:17.040]  他怎樣來到
[00:04:17.040 --> 00:04:20.120]  其實整段經文是說阿古爾怎樣尋找智慧
[00:04:20.120 --> 00:04:25.120]  前面第三節是說我沒有學習智慧
[00:04:25.120 --> 00:04:27.920]  也不曉得有關智性者的知識
[00:04:27.920 --> 00:04:30.640]  之前說過這節經文我們讀不明白
[00:04:30.640 --> 00:04:33.520]  因為如果阿古爾作為一個智慧的老師
[00:04:33.520 --> 00:04:36.240]  他都不懂得智慧,他憑什麼教訓人智慧呢?
[00:04:36.240 --> 00:04:39.720]  所以這裡翻譯上不是翻得那麼好
[00:04:39.720 --> 00:04:43.320]  我自己的重新翻譯是剛剛相反的
[00:04:43.320 --> 00:04:46.920]  他說「但我要知道智性者的知識」
[00:04:46.920 --> 00:04:48.720]  所以說我沒有學習智慧
[00:04:48.720 --> 00:04:51.520]  不過我要知道,不是我不知道
[00:04:51.520 --> 00:04:54.120]  原文是沒有筆的
[00:04:54.120 --> 00:04:56.920]  所以如果直翻的話
[00:04:56.920 --> 00:04:58.920]  這樣翻可能會翻得好一點
[00:04:58.920 --> 00:05:04.920]  所以說阿古爾立志要決定要尋找神的智慧
[00:05:04.920 --> 00:05:08.320]  這樣就開始了第四至第六節
[00:05:08.320 --> 00:05:12.920]  第四節是說他尋找智慧的過程
[00:05:12.920 --> 00:05:18.720]  第五至第六節是說他如何得到神的話語
[00:05:18.720 --> 00:05:23.120]  第四節連續問了四個問題
[00:05:23.120 --> 00:05:25.120]  如果看經文很容易理解
[00:05:25.120 --> 00:05:27.520]  有四個誰,四個who在這裡
[00:05:27.520 --> 00:05:30.320]  這個就是修辭問句
[00:05:30.320 --> 00:05:32.920]  誰升上天空的答案都是negative
[00:05:32.920 --> 00:05:34.920]  沒有人做到這四個問題
[00:05:34.920 --> 00:05:39.520]  而這四個問句很清楚有一個結構在這裡
[00:05:39.520 --> 00:05:41.520]  天就是和地對立的
[00:05:41.520 --> 00:05:44.320]  如果你尋找智慧,上天下地
[00:05:44.320 --> 00:05:46.720]  就是一個vertical的切面
[00:05:46.720 --> 00:05:51.520]  然後是B和B'就是風和水
[00:05:51.520 --> 00:05:55.120]  風和水就好像傳道書那樣
[00:05:55.120 --> 00:05:56.520]  那些東西你是抓不到的
[00:05:56.520 --> 00:05:58.120]  風你是抓不到的
[00:05:58.120 --> 00:06:01.720]  這樣就說沒有人能夠找到智慧
[00:06:01.720 --> 00:06:04.120]  如果我們單單看第一個
[00:06:04.120 --> 00:06:06.120]  其實第一個問題是最重要的
[00:06:06.120 --> 00:06:08.520]  阿古爾認識神
[00:06:08.520 --> 00:06:10.920]  如果智慧從神那裡來的話
[00:06:10.920 --> 00:06:13.320]  那我們如何去尋找智慧
[00:06:13.320 --> 00:06:15.920]  上天上尋找智慧就可以了
[00:06:15.920 --> 00:06:19.920]  所以這裡說誰可以上了天又下來呢
[00:06:19.920 --> 00:06:22.520]  上了天的還能下來嗎
[00:06:22.520 --> 00:06:24.520]  上了天的也下不來
[00:06:24.520 --> 00:06:26.120]  意思是什麼
[00:06:26.120 --> 00:06:29.520]  意思就是上了天能夠帶回來
[00:06:29.520 --> 00:06:32.920]  當我想到上天和下來的時候
[00:06:32.920 --> 00:06:35.120]  我突然想起一個人物
[00:06:35.120 --> 00:06:37.520]  那個人就是雅各
[00:06:37.520 --> 00:06:38.520]  那時候呢
[00:06:38.520 --> 00:06:39.920]  那這裡呢
[00:06:39.920 --> 00:06:41.720]  雅各是怎樣呢
[00:06:41.720 --> 00:06:44.520]  雅各就做夢天梯
[00:06:44.520 --> 00:06:46.120]  大家記不記得
[00:06:46.120 --> 00:06:47.920]  他看到什麼
[00:06:47.920 --> 00:06:52.320]  天使上下往來
[00:06:52.320 --> 00:06:55.920]  有什麼人可以能夠上下往來的呢
[00:06:55.920 --> 00:06:57.320]  不是人
[00:06:57.320 --> 00:06:58.720]  天使
[00:06:58.720 --> 00:07:00.120]  給我一個啟迪
[00:07:00.120 --> 00:07:03.920]  有誰能夠上天然後下來
[00:07:03.920 --> 00:07:06.320]  答案應該就是天使
[00:07:06.320 --> 00:07:08.720]  找天使上去找神
[00:07:08.720 --> 00:07:10.920]  拿神的話語下來就可以了
[00:07:10.920 --> 00:07:13.920]  但是雅各只有體字
[00:07:13.920 --> 00:07:16.920]  他沒有上去
[00:07:16.920 --> 00:07:19.720]  其實這裡我覺得是刻意諷刺
[00:07:19.720 --> 00:07:21.920]  就是說人沒有能力做得到
[00:07:21.920 --> 00:07:23.920]  為什麼要
[00:07:23.920 --> 00:07:24.920]  我們再退一步
[00:07:24.920 --> 00:07:27.520]  為什麼要上天然後下來呢
[00:07:27.520 --> 00:07:28.720]  目的是什麼
[00:07:28.720 --> 00:07:31.520]  目的是要神的話語
[00:07:31.520 --> 00:07:34.120]  實質上有沒有人做過這件事呢
[00:07:34.120 --> 00:07:35.720]  有沒有人真的能夠上天
[00:07:35.720 --> 00:07:36.920]  我們再問
[00:07:36.920 --> 00:07:40.720]  是誰把神的話語給以色列人的
[00:07:40.720 --> 00:07:41.520]  摩西
[00:07:41.520 --> 00:07:42.920]  記不記得
[00:07:42.920 --> 00:07:43.920]  其實很諷刺
[00:07:43.920 --> 00:07:45.920]  摩西就是做了這件事
[00:07:45.920 --> 00:07:47.320]  摩西什麼時候上天
[00:07:47.320 --> 00:07:48.520]  摩西沒有上天
[00:07:48.520 --> 00:07:49.920]  他上了什麼
[00:07:49.920 --> 00:07:51.520]  西乃山
[00:07:51.520 --> 00:07:52.920]  古代的觀念裡面
[00:07:52.920 --> 00:07:54.120]  神就是怎樣
[00:07:54.120 --> 00:07:55.520]  神就在山上
[00:07:55.520 --> 00:07:57.520]  所以摩西上山的時候
[00:07:57.520 --> 00:07:59.120]  所有以色列人都是在下面
[00:07:59.120 --> 00:08:01.120]  唯獨摩西是上到山頂的
[00:08:01.120 --> 00:08:04.120]  所以摩西是冒死來到去
[00:08:04.120 --> 00:08:06.720]  把神的話語拿下來
[00:08:06.720 --> 00:08:10.920]  所以這裡要跟生命記30章11節一起讀
[00:08:10.920 --> 00:08:13.120]  30章11節是在說什麼呢
[00:08:13.120 --> 00:08:16.320]  就是為以色列人提出這條問題
[00:08:16.320 --> 00:08:17.920]  其實我今天吩咐你
[00:08:17.920 --> 00:08:21.720]  30章是去到總結生命記
[00:08:21.720 --> 00:08:24.520]  他還吩咐你這個界面不是很難
[00:08:24.520 --> 00:08:26.120]  也不是離你很遠
[00:08:26.120 --> 00:08:28.120]  這個界面不是在天上
[00:08:28.120 --> 00:08:28.920]  為什麼
[00:08:28.920 --> 00:08:29.920]  摩西已經上了天
[00:08:29.920 --> 00:08:31.720]  跟你拿了界面下來
[00:08:31.720 --> 00:08:32.920]  以至理事
[00:08:32.920 --> 00:08:35.320]  如果神的話語仍然在天上
[00:08:35.320 --> 00:08:36.520]  你就可以有藉口
[00:08:36.520 --> 00:08:37.720]  我都上不去
[00:08:37.720 --> 00:08:39.920]  誰可以拿到神的話語下來
[00:08:39.920 --> 00:08:41.120]  那我就可以進行
[00:08:41.120 --> 00:08:43.320]  所以摩西是封住以色列人的嘴
[00:08:43.320 --> 00:08:45.920]  誰替我們上到天上去
[00:08:45.920 --> 00:08:47.520]  為我們取下來
[00:08:47.520 --> 00:08:50.320]  這句話不就是阿古爾問的問題
[00:08:50.320 --> 00:08:51.920]  誰能夠上去
[00:08:51.920 --> 00:08:54.520]  摩西已經問了這條問題
[00:08:54.520 --> 00:08:58.120]  使我們聽見可以進行
[00:08:58.120 --> 00:09:01.320]  其實摩西就回答了這個問題
[00:09:01.320 --> 00:09:04.920]  其實阿古爾說誰可以上去下來
[00:09:04.920 --> 00:09:05.920]  都不是最重要
[00:09:05.920 --> 00:09:10.720]  其實最重要不是可以得到智慧
[00:09:10.720 --> 00:09:12.520]  而是應用
[00:09:12.520 --> 00:09:14.520]  是不是你拿了下來
[00:09:14.520 --> 00:09:18.120]  摩西拿了神的界面給以色列人
[00:09:18.120 --> 00:09:20.320]  那是不是等於以色列人有智慧
[00:09:20.320 --> 00:09:21.520]  不是
[00:09:21.520 --> 00:09:27.320]  原來是聽見可以進行
[00:09:27.320 --> 00:09:30.920]  這個給我一個很重要的應用
[00:09:30.920 --> 00:09:33.720]  很多時候為什麼基督徒沒有智慧
[00:09:33.720 --> 00:09:37.720]  沒有智慧不是我們不知道神的界名的要求
[00:09:37.720 --> 00:09:39.720]  而是我們沒有去進行
[00:09:39.720 --> 00:09:41.320]  我們再看下去
[00:09:41.320 --> 00:09:44.320]  問一個問題到最後怎樣才得到智慧
[00:09:44.320 --> 00:09:46.320]  智慧的根基在哪裡
[00:09:46.320 --> 00:09:49.520]  原來就是要進行神的話語
[00:09:49.520 --> 00:09:54.120]  為什麼我們不能夠進行神的話語
[00:09:54.120 --> 00:09:57.120]  其實這個鋪排很精彩
[00:09:57.120 --> 00:09:59.120]  第一部分的問題
[00:09:59.120 --> 00:10:05.520]  告訴我們人不能夠用他自己的力量來得到智慧
[00:10:05.520 --> 00:10:08.520]  他要去拿智慧峰他拿不到
[00:10:08.520 --> 00:10:10.920]  第二部分就是去回答第一
[00:10:10.920 --> 00:10:14.320]  其實這四條問題還沒讀完
[00:10:14.320 --> 00:10:17.720]  第四節下半節還有兩條問題
[00:10:17.720 --> 00:10:20.720]  那兩條問題的答案就是
[00:10:20.720 --> 00:10:23.520]  第一部分四條問題
[00:10:23.520 --> 00:10:26.920]  誰可以上天下地
[00:10:26.920 --> 00:10:28.920]  或者智慧在哪裡
[00:10:28.920 --> 00:10:30.320]  答案是什麼
[00:10:30.320 --> 00:10:31.920]  就是耶和華
[00:10:31.920 --> 00:10:34.720]  所以第二部分的兩條問題就是
[00:10:34.720 --> 00:10:37.320]  他的名字叫什麼
[00:10:37.320 --> 00:10:40.320]  誰能夠上天拿回智慧
[00:10:40.320 --> 00:10:41.520]  就是神
[00:10:41.520 --> 00:10:43.520]  神自己自慰從神而來
[00:10:43.520 --> 00:10:45.320]  然後再問多一條問題
[00:10:45.320 --> 00:10:47.120]  他的兒子又叫什麼
[00:10:47.120 --> 00:10:49.120]  你知不知道
[00:10:49.120 --> 00:10:51.120]  你知道你就得著智慧
[00:10:51.120 --> 00:10:53.120]  你不知道就不得著智慧
[00:10:53.120 --> 00:10:57.120]  不過這裡原文是很重要的
[00:10:57.120 --> 00:11:00.720]  因為這裡他的名字的他的
[00:11:00.720 --> 00:11:04.720]  他的兒子和兒子都是單數
[00:11:04.720 --> 00:11:06.520]  所以我們讀下去的時候
[00:11:06.520 --> 00:11:10.120]  古代古耳去問這個問題的時候
[00:11:10.120 --> 00:11:10.920]  是怎樣的
[00:11:10.920 --> 00:11:11.720]  神
[00:11:11.720 --> 00:11:13.520]  答案很明顯是神
[00:11:13.520 --> 00:11:15.320]  那究竟有多少個神呢
[00:11:15.320 --> 00:11:17.320]  所以單是用單數的時候
[00:11:17.320 --> 00:11:19.720]  已經間接說是耶和華
[00:11:19.720 --> 00:11:20.920]  耶和華是一個神
[00:11:20.920 --> 00:11:22.520]  這個很容易解的
[00:11:22.520 --> 00:11:24.120]  但第二個就難
[00:11:24.120 --> 00:11:26.320]  他的兒子是單數
[00:11:26.320 --> 00:11:28.720]  你知不知道古代巴黎是怎樣
[00:11:28.720 --> 00:11:30.320]  滿天神佛的
[00:11:30.320 --> 00:11:32.320]  一個神不是生一個兒子的
[00:11:32.320 --> 00:11:34.120]  很多個老婆的
[00:11:34.120 --> 00:11:36.120]  那為什麼用單數呢
[00:11:36.120 --> 00:11:37.720]  那學者就拗頭了
[00:11:37.720 --> 00:11:39.720]  所以學者就有三個建議
[00:11:39.720 --> 00:11:41.120]  那這個兒子是誰呢
[00:11:41.120 --> 00:11:42.920]  第一個就是阿古爾自己
[00:11:42.920 --> 00:11:45.120]  為什麼阿古爾說他的兒子是誰呢
[00:11:45.120 --> 00:11:47.920]  原來古代就是怎樣呢
[00:11:47.920 --> 00:11:51.520]  智者就是智慧的兒子
[00:11:51.520 --> 00:11:53.120]  因為他學習智慧
[00:11:53.120 --> 00:11:56.320]  第二個可能性就是七十事易本
[00:11:56.320 --> 00:11:58.120]  七十事易本告訴你
[00:11:58.120 --> 00:12:02.320]  七十事易本就說以色列
[00:12:02.320 --> 00:12:05.720]  但七十事易本把兒子譯做plural
[00:12:05.720 --> 00:12:07.520]  他不跟馬索拉譯
[00:12:07.520 --> 00:12:11.320]  所以他的兒子就是以色列人
[00:12:11.320 --> 00:12:13.920]  以色列人就能夠得到智慧
[00:12:13.920 --> 00:12:17.320]  第三個解釋就是耶穌
[00:12:17.320 --> 00:12:19.520]  我覺得第三個解釋最好
[00:12:19.520 --> 00:12:20.720]  什麼意思
[00:12:20.720 --> 00:12:22.720]  阿古爾不是知道耶穌存在
[00:12:22.720 --> 00:12:25.320]  是透過他去問這個問題
[00:12:25.320 --> 00:12:28.320]  就說了一個預言
[00:12:28.320 --> 00:12:29.120]  就是怎樣呢
[00:12:29.120 --> 00:12:31.320]  神是有一個兒子
[00:12:31.320 --> 00:12:32.720]  真正的智慧是什麼
[00:12:32.720 --> 00:12:33.920]  就是認識耶穌
[00:12:33.920 --> 00:12:35.920]  所以他說你知道嗎
[00:12:35.920 --> 00:12:37.520]  就是他問一個問題
[00:12:37.520 --> 00:12:39.120]  那時候他的明智
[00:12:39.120 --> 00:12:41.120]  那第五節
[00:12:41.120 --> 00:12:42.520]  如果我們讀完第四節之後
[00:12:42.520 --> 00:12:44.520]  讀第五節
[00:12:44.520 --> 00:12:46.520]  你覺得應該怎樣寫呢
[00:12:46.520 --> 00:12:51.320]  我就覺得應該是耶和華開始
[00:12:51.320 --> 00:12:52.520]  對不對
[00:12:52.520 --> 00:12:53.720]  他的明智是誰
[00:12:53.720 --> 00:12:56.320]  就是耶和華做了這些事情
[00:12:56.320 --> 00:13:00.120]  那時候就顯出耶和華就是神
[00:13:00.120 --> 00:13:02.320]  但當我們讀第五節的時候
[00:13:02.320 --> 00:13:03.520]  還沒說耶和華
[00:13:03.520 --> 00:13:04.520]  就說漏了一件事
[00:13:04.520 --> 00:13:07.120]  明智的意思在古代近東
[00:13:07.120 --> 00:13:08.120]  是什麼意思
[00:13:08.120 --> 00:13:13.720]  明智就是明智背後的能力
[00:13:13.720 --> 00:13:16.920]  所以一個名字認識耶和華
[00:13:16.920 --> 00:13:19.720]  就不是單是頭腦知識的認識
[00:13:19.720 --> 00:13:20.920]  所以再讀到後面
[00:13:20.920 --> 00:13:22.920]  就是不單認識耶和華的明智
[00:13:22.920 --> 00:13:25.120]  就是認識耶和華的能力
[00:13:25.120 --> 00:13:26.920]  這個就是第一個認識的意思
[00:13:26.920 --> 00:13:29.720]  第二個認識的意思是什麼
[00:13:29.720 --> 00:13:32.120]  就是和他有關係經驗
[00:13:32.120 --> 00:13:34.120]  知識有兩個層面
[00:13:34.120 --> 00:13:35.720]  一個層面就是頭腦的知識
[00:13:35.720 --> 00:13:37.120]  第二就是經驗的知識
[00:13:37.120 --> 00:13:41.120]  這些知識你不可以從書本裡得來
[00:13:41.120 --> 00:13:44.120]  你一定要透過經驗才能學到
[00:13:44.120 --> 00:13:45.120]  舉個例子
[00:13:45.120 --> 00:13:46.120]  游泳
[00:13:46.120 --> 00:13:48.120]  你整個圖書館的書都拿了
[00:13:48.120 --> 00:13:49.120]  讀完了
[00:13:49.120 --> 00:13:50.120]  你跳進水裡
[00:13:50.120 --> 00:13:52.120]  我擔保你發生
[00:13:52.120 --> 00:13:54.120]  只有一件事可以發生
[00:13:54.120 --> 00:13:56.120]  你一定會淹死
[00:13:56.120 --> 00:13:58.120]  所以經驗
[00:13:58.120 --> 00:13:59.120]  這裡就是這樣
[00:13:59.120 --> 00:14:01.120]  你知道嗎
[00:14:01.120 --> 00:14:05.120]  你有沒有經歷過這個神呢
[00:14:05.120 --> 00:14:07.120]  第五節是怎樣
[00:14:07.120 --> 00:14:10.120]  所以是帶著和神之間的關係
[00:14:10.120 --> 00:14:12.120]  我們去到第二點
[00:14:12.120 --> 00:14:16.120]  第二點就是透過遵行學習耶和華的話語
[00:14:16.120 --> 00:14:18.120]  第五節
[00:14:18.120 --> 00:14:22.120]  神所說的話句句是念正的
[00:14:22.120 --> 00:14:24.120]  這裡沒有提到耶和華
[00:14:24.120 --> 00:14:26.120]  不過提了什麼
[00:14:26.120 --> 00:14:28.120]  神的話語
[00:14:28.120 --> 00:14:30.120]  我讀這裡的時候
[00:14:30.120 --> 00:14:34.120]  智慧的根基是在神的話語
[00:14:34.120 --> 00:14:35.120]  我們每個人都知道
[00:14:35.120 --> 00:14:37.120]  但當古爾問完這些問題的時候
[00:14:37.120 --> 00:14:39.120]  間接告訴他
[00:14:39.120 --> 00:14:41.120]  智慧是怎樣
[00:14:41.120 --> 00:14:46.120]  智慧是透過神的話語來建立和神的關係
[00:14:46.120 --> 00:14:47.120]  然後他說
[00:14:47.120 --> 00:14:51.120]  投靠他的他就作他們的盾牌
[00:14:51.120 --> 00:14:53.120]  這個保護是從哪裡來的
[00:14:53.120 --> 00:14:57.120]  這個保護就是透過神和認識他的人
[00:14:57.120 --> 00:14:59.120]  來建立關係
[00:14:59.120 --> 00:15:01.120]  然後第六節
[00:15:01.120 --> 00:15:03.120]  繼續說神的話語
[00:15:03.120 --> 00:15:05.120]  第五第六節
[00:15:05.120 --> 00:15:06.120]  他的話語不能加添
[00:15:06.120 --> 00:15:09.120]  整個智慧的根基
[00:15:09.120 --> 00:15:11.120]  就是神的話語
[00:15:11.120 --> 00:15:14.120]  唯一能夠得著智慧
[00:15:14.120 --> 00:15:18.120]  或者在智慧裡面得著保護
[00:15:18.120 --> 00:15:19.120]  就是認識神
[00:15:19.120 --> 00:15:21.120]  透過他的話
[00:15:21.120 --> 00:15:25.120]  能夠和神建立關係
[00:15:25.120 --> 00:15:27.120]  所以是智慧唯一的途徑
[00:15:27.120 --> 00:15:30.120]  但很多人都不知道
[00:15:30.120 --> 00:15:33.120]  這次經文為何無端端說神的話
[00:15:33.120 --> 00:15:34.120]  這也不重要
[00:15:34.120 --> 00:15:37.120]  為何會說神的話是練證的
[00:15:37.120 --> 00:15:39.120]  突然間轉了題目
[00:15:39.120 --> 00:15:40.120]  投靠他
[00:15:40.120 --> 00:15:42.120]  我們很不明白
[00:15:42.120 --> 00:15:44.120]  那條鎖匙在哪裡呢
[00:15:44.120 --> 00:15:46.120]  那條鎖匙就是原來
[00:15:46.120 --> 00:15:49.120]  針研三十章第五節
[00:15:49.120 --> 00:15:54.120]  是引用了詩篇第十八篇三十節
[00:15:54.120 --> 00:15:57.120]  是一模一樣的
[00:15:57.120 --> 00:15:59.120]  我解了一個問題
[00:15:59.120 --> 00:16:01.120]  記不記得我們說
[00:16:01.120 --> 00:16:04.120]  針研的智慧
[00:16:04.120 --> 00:16:05.120]  針研是甚麼
[00:16:05.120 --> 00:16:07.120]  是所羅門的智慧
[00:16:07.120 --> 00:16:09.120]  為何不是用所羅門的說話
[00:16:09.120 --> 00:16:11.120]  來結束針研
[00:16:11.120 --> 00:16:14.120]  是用阿古爾的說話
[00:16:14.120 --> 00:16:16.120]  阿古爾的說話是甚麼
[00:16:16.120 --> 00:16:19.120]  阿古爾的說話是外邦人的說話
[00:16:19.120 --> 00:16:21.120]  不過阿古爾的說話裡
[00:16:21.120 --> 00:16:23.120]  原來有一句是誰的說話
[00:16:23.120 --> 00:16:25.120]  大衛的說話
[00:16:25.120 --> 00:16:27.120]  這給我一個啟迪
[00:16:27.120 --> 00:16:31.120]  原來針研是用所羅門的智慧開始
[00:16:31.120 --> 00:16:34.120]  不過最後是用大衛的智慧結束
[00:16:34.120 --> 00:16:36.120]  我們再問一個問題
[00:16:36.120 --> 00:16:38.120]  阿古爾怎會懂得詩篇呢
[00:16:38.120 --> 00:16:40.120]  我的理解
[00:16:40.120 --> 00:16:41.120]  我估計而已
[00:16:41.120 --> 00:16:42.120]  沒有證據
[00:16:42.120 --> 00:16:44.120]  阿古爾作為一個外邦人
[00:16:44.120 --> 00:16:45.120]  他在以色列人裡
[00:16:45.120 --> 00:16:48.120]  他怎會有機會接觸到神的話語呢
[00:16:48.120 --> 00:16:50.120]  詩歌智慧
[00:16:50.120 --> 00:16:51.120]  詩篇是甚麼
[00:16:51.120 --> 00:16:52.120]  是歌來的
[00:16:52.120 --> 00:16:54.120]  就唱
[00:16:54.120 --> 00:16:58.120]  是在以色列人裡很流行的
[00:16:58.120 --> 00:17:01.120]  就算是他們當中一個外邦人
[00:17:01.120 --> 00:17:02.120]  都會懂得
[00:17:02.120 --> 00:17:04.120]  誰寫詩寫得最多
[00:17:04.120 --> 00:17:06.120]  大衛
[00:17:06.120 --> 00:17:09.120]  所羅門在大衛之後
[00:17:09.120 --> 00:17:13.120]  阿古爾一定是在大衛之後
[00:17:13.120 --> 00:17:15.120]  甚至乎
[00:17:15.120 --> 00:17:16.120]  我高度懷疑
[00:17:16.120 --> 00:17:21.120]  可能阿古爾是透過這篇詩
[00:17:21.120 --> 00:17:24.120]  才能夠認識耶和華
[00:17:24.120 --> 00:17:27.120]  所以當他講到神的時候
[00:17:27.120 --> 00:17:29.120]  還有第二
[00:17:29.120 --> 00:17:32.120]  我相信阿古爾不只是懂得詩篇十八篇
[00:17:32.120 --> 00:17:36.120]  我相信阿古爾對神的話語是很熟悉的
[00:17:36.120 --> 00:17:39.120]  而如何引用阿古爾的話的時候
[00:17:39.120 --> 00:17:40.120]  他甚麼都不忍
[00:17:40.120 --> 00:17:42.120]  只忍詩篇十八篇這一篇
[00:17:42.120 --> 00:17:48.120]  這篇詩其實是非常非常重要的一篇詩
[00:17:48.120 --> 00:17:52.120]  所以餘下的時間就會用來看詩篇十八篇
[00:17:52.120 --> 00:17:56.120]  還有為甚麼詩篇十八篇的智慧
[00:17:56.120 --> 00:17:59.120]  是成為阿古爾總結了
[00:17:59.120 --> 00:18:03.120]  真言的智慧
[00:18:03.120 --> 00:18:04.120]  最後問一個問題
[00:18:04.120 --> 00:18:06.120]  我不知道你怎樣回答
[00:18:06.120 --> 00:18:10.120]  你覺得大衛有智慧還是所羅門有智慧
[00:18:10.120 --> 00:18:12.120]  這個問題是回答不了的
[00:18:12.120 --> 00:18:13.120]  是騙你的
[00:18:13.120 --> 00:18:14.120]  知道為甚麼嗎
[00:18:14.120 --> 00:18:17.120]  神說所羅門最有智慧
[00:18:17.120 --> 00:18:19.120]  對嗎
