
[00:00:00.000 --> 00:00:03.480]  今天想和大家宣講的講題叫做
[00:03:13.640 --> 00:03:16.040]  雅各是帶著很多牛羊
[00:03:16.040 --> 00:03:20.440]  很多牲畜回到迦南地這個地方
[00:03:20.440 --> 00:03:23.360]  所以疏國這個地方本來的意思叫做澎
[00:03:23.360 --> 00:03:25.840]  其實很適合他們在那裏居住
[00:03:25.840 --> 00:03:27.320]  而經文裏面也講到
[00:03:27.320 --> 00:03:29.000]  他們在那裏建房屋
[00:03:29.000 --> 00:03:31.880]  還有在那裏為牲畜去搭棚
[00:03:31.880 --> 00:03:34.040]  住了一段時間之後
[00:03:34.040 --> 00:03:40.120]  他也由疏國再搬到士劍的地方裏面
[00:03:40.120 --> 00:03:43.600]  他甚至乎在士劍那裏買了一塊地
[00:03:43.600 --> 00:03:45.560]  也在那裏築了一座壇
[00:03:45.560 --> 00:03:49.240]  那個壇叫做伊利·伊羅伊以色列
[00:03:49.240 --> 00:03:51.240]  意思就是神
[00:03:51.240 --> 00:03:52.400]  以色列的神
[00:03:52.400 --> 00:03:55.960]  其實似乎有時候像我們一樣
[00:03:55.960 --> 00:03:57.760]  因福回來很遠
[00:03:57.760 --> 00:04:00.160]  不如我們找一間較近的教會
[00:04:00.160 --> 00:04:01.920]  就在那裏聚會
[00:04:01.920 --> 00:04:04.120]  可能他也是因著這個緣故
[00:04:04.120 --> 00:04:06.840]  在士劍他又買了地方
[00:04:06.840 --> 00:04:08.240]  他又建立了自己的家庭
[00:04:08.240 --> 00:04:09.240]  安定下來
[00:04:09.240 --> 00:04:11.520]  他就在那裏築壇去告訴神
[00:04:11.520 --> 00:04:14.040]  就是這樣去依偎
[00:04:14.040 --> 00:04:16.840]  這樣就可以和神維持一個關係
[00:04:16.840 --> 00:04:18.440]  但是他忘記了
[00:04:18.440 --> 00:04:23.560]  其實神在伯特利的時候
[00:04:23.560 --> 00:04:30.800]  當他由迦南地要回去拉班那裏娶妻子的時候
[00:04:30.800 --> 00:04:34.440]  其實雅各曾經許願告訴神
[00:04:34.440 --> 00:04:35.840]  如果你與我同在
[00:04:35.840 --> 00:04:38.080]  在我所行的路上保佑我
[00:04:38.080 --> 00:04:39.560]  給我食物吃
[00:04:39.560 --> 00:04:40.480]  衣服穿
[00:04:40.480 --> 00:04:43.520]  使我平平安安回到我父親的家
[00:04:43.520 --> 00:04:46.080]  我就必以耶和華為我的神
[00:04:46.080 --> 00:04:49.800]  我所立為柱子的這塊石頭
[00:04:49.800 --> 00:04:51.360]  必作神的殿
[00:04:51.360 --> 00:04:53.080]  凡你所賜給我的
[00:04:53.080 --> 00:04:56.000]  我必將十分之一獻給你
[00:04:56.000 --> 00:04:59.760]  其實神已經應許了雅各
[00:04:59.760 --> 00:05:01.840]  讓他能夠在拉班那裏
[00:05:01.840 --> 00:05:04.560]  平安的歸回到迦南地
[00:05:04.560 --> 00:05:05.960]  神聽禱告
[00:05:05.960 --> 00:05:08.160]  神一直和雅各一起
[00:05:08.160 --> 00:05:10.720]  不過雅各似乎忘記了
[00:05:10.720 --> 00:05:15.160]  昔日他與神立了約
[00:05:15.160 --> 00:05:17.480]  而雅各亦忘記了
[00:05:17.480 --> 00:05:20.440]  其實是神吩咐他要回迦南地
[00:05:20.440 --> 00:05:22.440]  回到他父家裏面
[00:05:22.440 --> 00:05:26.720]  但是正正因為他留在了士劍
[00:05:26.720 --> 00:05:31.960]  於是為他自己的家庭帶來一場極大的災難
[00:05:31.960 --> 00:05:35.560]  就是他的女兒底娜在三十四章裏面
[00:05:35.560 --> 00:05:38.960]  因為出去士劍那個地方
[00:05:38.960 --> 00:05:41.440]  去和一些女孩子交往的時候
[00:05:41.440 --> 00:05:44.480]  他被士劍所愛慕
[00:05:44.480 --> 00:05:46.760]  甚至乎被污辱了
[00:05:46.760 --> 00:05:48.880]  而他十一位哥哥
[00:05:48.880 --> 00:05:51.280]  因為雅各的沉默
[00:05:51.280 --> 00:05:52.640]  因為雅各知道了這件事
[00:05:52.640 --> 00:05:57.000]  但是雅各沒有去作為一家之主的身份
[00:05:57.000 --> 00:06:02.040]  去討伐或者帶回底娜回來
[00:06:02.040 --> 00:06:04.800]  反而是等那十一個兒子回來
[00:06:04.800 --> 00:06:06.080]  那十一個兒子很生氣
[00:06:06.080 --> 00:06:11.640]  於是乎他用詭計去和士劍和哈末商討
[00:06:11.640 --> 00:06:15.000]  如果你想我們的底娜
[00:06:15.000 --> 00:06:16.600]  我們的妹妹嫁給你都可以
[00:06:16.600 --> 00:06:19.600]  不過你像我們這樣要行國禮
[00:06:19.600 --> 00:06:22.880]  我們才可以將我們的妹妹嫁給你
[00:06:22.880 --> 00:06:25.080]  哈劍因為太愛底娜
[00:06:25.080 --> 00:06:26.880]  於是乎他真的這樣做
[00:06:26.880 --> 00:06:31.200]  而那十一個兒子就趁著整個士劍城
[00:06:31.200 --> 00:06:32.360]  在痛的時候
[00:06:32.360 --> 00:06:35.040]  那些男丁做完國禮很痛的時候
[00:06:35.040 --> 00:06:39.880]  他們就趁他在最痛的時候
[00:06:39.880 --> 00:06:43.440]  他就帶人去洗劫整個城市
[00:06:43.440 --> 00:06:45.440]  殺光裡面所有的男丁
[00:06:45.440 --> 00:06:48.320]  然後掳走所有的財物
[00:06:48.320 --> 00:06:50.960]  而雅各在三十四章最後就說
[00:06:50.960 --> 00:06:53.000]  你們這樣做連累了我
[00:06:53.000 --> 00:06:57.480]  令到我在這裡的地方得罪一個臭名
[00:06:57.480 --> 00:07:01.200]  原來雅各在雅伯道口
[00:07:01.200 --> 00:07:02.760]  他被上帝改名
[00:07:02.760 --> 00:07:05.960]  他在靈命上更新了一次
[00:07:05.960 --> 00:07:10.040]  但是當他再回歸在他生活的上面
[00:07:10.040 --> 00:07:12.440]  原來他有時候真的會忘記了上帝
[00:07:12.440 --> 00:07:14.520]  當他在三十四章裡面
[00:07:14.520 --> 00:07:18.160]  神似乎從來沒有在整章的經文裡面出現的時候
[00:07:18.160 --> 00:07:23.960]  究竟雅各的信仰歷程可以怎樣走下去呢?
[00:07:23.960 --> 00:07:25.400]  所以來到第一方面
[00:07:25.400 --> 00:07:27.560]  去到三十五章很特別
[00:07:27.560 --> 00:07:31.000]  當三十四章神完全沉默的時候
[00:07:31.000 --> 00:07:32.760]  但是到了三十五章一節
[00:07:32.760 --> 00:07:37.000]  神就立即去吩咐雅各
[00:07:37.000 --> 00:07:39.360]  我們一起讀三十五章一節
[00:07:39.360 --> 00:07:41.480]  神對雅各說
[00:07:41.480 --> 00:07:44.040]  起來上伯特利去
[00:07:44.040 --> 00:07:45.360]  住在那裡
[00:07:45.360 --> 00:07:46.440]  在那裡
[00:07:46.440 --> 00:07:47.840]  在
[00:07:47.840 --> 00:07:48.760]  神
[00:07:48.760 --> 00:07:52.120]  在你逃避你哥哥耳掃的時候
[00:07:52.120 --> 00:07:54.400]  向你顯現的神
[00:07:54.400 --> 00:07:56.800]  原來當三十四章
[00:07:56.800 --> 00:07:59.960]  那件屠殺努力的事件發生之後
[00:07:59.960 --> 00:08:02.920]  當雅各很恐懼很擔心
[00:08:02.920 --> 00:08:06.040]  當地的居民會報復他們的時候
[00:08:06.040 --> 00:08:07.320]  去到三十五章
[00:08:07.320 --> 00:08:09.520]  神命令雅各
[00:08:09.520 --> 00:08:11.720]  神用了四個命令的動詞
[00:08:11.720 --> 00:08:15.080]  去命令雅各要回到伯特利那裡
[00:08:15.080 --> 00:08:17.880]  去為神去築一座壇
[00:08:17.880 --> 00:08:19.120]  就是起來
[00:08:19.120 --> 00:08:19.920]  上
[00:08:19.920 --> 00:08:20.600]  住在
[00:08:20.600 --> 00:08:21.680]  和築
[00:08:21.680 --> 00:08:22.960]  是很迫切
[00:08:22.960 --> 00:08:23.840]  也都很深刻
[00:08:23.840 --> 00:08:30.200]  也是一個很連續地發出一個四個命令
[00:08:30.200 --> 00:08:32.480]  要雅各立即去遵循
[00:08:32.480 --> 00:08:35.920]  同時也都讓雅各再一次去回望
[00:08:35.920 --> 00:08:39.040]  記得他曾經在伯特利
[00:08:39.040 --> 00:08:42.560]  向神所納的緣
[00:08:42.560 --> 00:08:45.720]  而神在那裡告訴雅各
[00:08:45.720 --> 00:08:51.760]  嘉南市劍城不是你要安居樂業的地方
[00:08:51.760 --> 00:08:55.160]  這個也是
[00:08:55.160 --> 00:08:59.880]  就好像創世紀28章2022節那裡說到
[00:08:59.880 --> 00:09:01.840]  就是雅各許願說
[00:09:01.840 --> 00:09:03.080]  神若與我同在
[00:09:03.080 --> 00:09:04.240]  在我所行的路上
[00:09:04.240 --> 00:09:05.120]  保佑我
[00:09:05.120 --> 00:09:06.360]  給我食物吃
[00:09:06.360 --> 00:09:07.080]  衣服穿
[00:09:07.080 --> 00:09:08.280]  使我平平安安
[00:09:08.280 --> 00:09:09.720]  回到父親的家
[00:09:09.720 --> 00:09:12.520]  我就必以耶和華作我的神
[00:09:12.520 --> 00:09:14.000]  我所立為廚子的
[00:09:14.000 --> 00:09:16.120]  這塊石頭必作神的殿
[00:09:16.120 --> 00:09:17.800]  凡你所賜給我的
[00:09:17.800 --> 00:09:20.320]  我必將十分之一獻給你
[00:09:20.320 --> 00:09:23.600]  他要記得在創世紀28章
[00:09:23.600 --> 00:09:30.200]  雅各要記得自己曾經和神有一個這樣的立緣
[00:09:30.200 --> 00:09:33.840]  不知道大家有沒有試過帶小朋友出街
[00:09:33.840 --> 00:09:35.920]  有時候我們經過一些玩具店
[00:09:35.920 --> 00:09:38.240]  小朋友會看著玩具的時候
[00:09:38.240 --> 00:09:39.240]  他會怎樣?
[00:09:39.240 --> 00:09:40.600]  不捨得走
[00:09:40.600 --> 00:09:44.360]  甚至告訴他我要留在這裡玩夠才走
[00:09:44.360 --> 00:09:46.560]  好像忘記了原本
[00:09:46.560 --> 00:09:49.160]  和父母出街的目標
[00:09:49.160 --> 00:09:51.520]  終點在哪裡
[00:09:51.520 --> 00:09:55.560]  可能有時候我們都好像小朋友一樣
[00:09:55.560 --> 00:09:57.880]  我們有時候在我們的生活裡面
[00:09:57.880 --> 00:09:59.600]  在我們的工作裡面
[00:09:59.600 --> 00:10:01.320]  在我們的家庭裡面
[00:10:01.320 --> 00:10:02.560]  我們形形異異
[00:10:02.560 --> 00:10:04.640]  或者我們覺得我們安定了
[00:10:04.640 --> 00:10:06.160]  我們有兒有女了
[00:10:06.160 --> 00:10:07.720]  我們要為我們的兒女
[00:10:07.720 --> 00:10:09.240]  為我們的下一代
[00:10:09.240 --> 00:10:11.440]  去籌謀很多事情
[00:10:11.440 --> 00:10:14.840]  我們要為我們的工作更上一層樓
[00:10:14.840 --> 00:10:18.040]  或者為我們的退休生活
[00:10:18.040 --> 00:10:21.040]  去做更好的準備的時候
[00:10:21.040 --> 00:10:23.080]  我們會不會都忘記了
[00:10:23.080 --> 00:10:26.760]  我們和神很久很久之前的一些立事
[00:10:26.760 --> 00:10:28.360]  一些的立緣
[00:10:28.360 --> 00:10:31.200]  或者是在培靈會裡面
[00:10:31.200 --> 00:10:34.800]  又或者是某一次的崇拜講道裡面
[00:10:34.800 --> 00:10:37.440]  講完的呼召的時候
[00:10:37.440 --> 00:10:39.040]  向你發出的呼召
[00:10:39.040 --> 00:10:42.200]  你回應上帝自己的呼召
[00:10:42.200 --> 00:10:46.280]  但是當生活環境壓力來到的時候
[00:10:46.280 --> 00:10:48.440]  我們有時候真的會忘記了
[00:10:48.440 --> 00:10:53.080]  甚至我們和神的關係會漸漸疏離
[00:10:53.080 --> 00:10:54.600]  在我以前
[00:10:54.600 --> 00:10:57.440]  我十多歲就開始回教會
[00:10:57.440 --> 00:11:01.080]  我記得那時候我的團契有一班弟兄姐妹
[00:11:01.080 --> 00:11:03.840]  日子一路一路年長的時候
[00:11:03.840 --> 00:11:05.120]  就像我剛才所說
[00:11:05.120 --> 00:11:07.600]  我的團友都開始建立自己的家庭
[00:11:07.600 --> 00:11:09.400]  有自己的事業
[00:11:09.400 --> 00:11:11.120]  當中有些弟兄姐妹
[00:11:11.120 --> 00:11:14.080]  真的因為這樣的緣故離開了教會
[00:11:14.080 --> 00:11:15.240]  有時候我會想
[00:11:15.240 --> 00:11:18.920]  其實他們昔日都是很熱心事主
[00:11:18.920 --> 00:11:21.440]  他們的生命是被神所用
[00:11:21.440 --> 00:11:26.400]  但是今天他們卻是和神的關係很遠很遠
[00:11:26.400 --> 00:11:27.440]  甚至乎
[00:11:27.440 --> 00:11:31.520]  他可能都不會再記得自己是一個基督徒
[00:11:31.520 --> 00:11:33.000]  會不會有時候
[00:11:33.000 --> 00:11:35.160]  我們都是落在這個光景裡面
[00:11:35.160 --> 00:11:37.400]  我們今天說我都算是OK
[00:11:37.400 --> 00:11:39.600]  我今天還坐在這裡上崇拜
[00:11:39.600 --> 00:11:41.960]  但是會不會我們的生命
[00:11:41.960 --> 00:11:44.760]  只是停留在上崇拜
[00:11:44.760 --> 00:11:45.920]  上團契
[00:11:45.920 --> 00:11:49.440]  我們只是停留在參與聚會
[00:11:49.440 --> 00:11:51.840]  但我們忘記了神
[00:11:51.840 --> 00:11:55.880]  有時候在我們心裡面一些微星的呼喚
[00:11:55.880 --> 00:11:58.760]  想我們更加願意去衛生
[00:11:58.760 --> 00:12:02.120]  更加去投入在服事當中
[00:12:02.120 --> 00:12:03.520]  但同時間
[00:12:03.520 --> 00:12:05.320]  我們認識一些弟兄姐妹
[00:12:05.320 --> 00:12:06.360]  特別是新朋友區裡面
[00:12:06.360 --> 00:12:08.120]  我們會認識一些弟兄姐妹
[00:12:08.120 --> 00:12:11.560]  他們可能在他們很小的時候接觸過信仰
[00:12:11.560 --> 00:12:13.640]  或者是在讀書的時候
[00:12:13.640 --> 00:12:15.400]  他讀過一些基督教學校
[00:12:15.400 --> 00:12:18.520]  或者他爸爸媽媽是基督徒
[00:12:18.520 --> 00:12:19.320]  但是
[00:12:19.320 --> 00:12:20.440]  好像我剛才所說
[00:12:20.440 --> 00:12:22.720]  長大之後他又離開了教會
[00:12:22.720 --> 00:12:23.680]  沒有再回來
[00:12:23.680 --> 00:12:25.600]  沒有再接觸信仰
[00:12:25.600 --> 00:12:27.480]  但是在他生命裡面
[00:12:27.480 --> 00:12:29.480]  因為一場病患
[00:12:29.480 --> 00:12:31.080]  因為一個失業
[00:12:31.080 --> 00:12:33.400]  或者因為經濟的困難
[00:12:33.400 --> 00:12:34.720]  令他
[00:12:34.720 --> 00:12:37.400]  可能身邊有些基督徒
[00:12:37.400 --> 00:12:40.280]  一直持續不斷地和他同行
[00:12:40.280 --> 00:12:41.480]  去帶他
[00:12:41.480 --> 00:12:42.400]  介紹他
[00:12:42.400 --> 00:12:44.560]  「回來教會認識神」
[00:12:44.560 --> 00:12:47.400]  又或者是經過教會
[00:12:47.400 --> 00:12:50.000]  聖誕節經過教會聽到詩歌
[00:12:50.000 --> 00:12:51.600]  再一次勾起一些
[00:12:51.600 --> 00:12:53.000]  他小的時候
[00:12:53.000 --> 00:12:55.960]  他想起接觸過的信仰
[00:12:55.960 --> 00:12:57.280]  以致到在他
[00:12:57.280 --> 00:12:58.280]  在那個時刻
[00:12:58.280 --> 00:13:00.040]  他再一次地回來
[00:13:00.040 --> 00:13:01.760]  再一次去接觸信仰
[00:13:01.760 --> 00:13:06.760]  再一次重拾基督徒的身份
[00:13:06.760 --> 00:13:08.560]  有時候我們都好像牙角
[00:13:08.560 --> 00:13:09.480]  或者好像
[00:13:09.480 --> 00:13:11.480]  剛才我所說的弟兄姊妹的狀況
[00:13:11.480 --> 00:13:14.040]  我們都是在各自自己的網絡裡面
[00:13:14.040 --> 00:13:15.960]  我們有時候都會忘記了
[00:13:15.960 --> 00:13:18.480]  我們和神之間一些的約定
[00:13:18.480 --> 00:13:20.360]  或者一些的立志
[00:13:20.360 --> 00:13:21.880]  但是不要忘記
[00:13:21.880 --> 00:13:23.040]  我們會羡慕
[00:13:23.040 --> 00:13:24.280]  我們會忘記
[00:13:24.280 --> 00:13:27.000]  但是神一直都沒有忘記
[00:13:27.000 --> 00:13:30.200]  他沒有忘記我們和他之間的納約
[00:13:30.200 --> 00:13:34.160]  沒有忘記我們在他面前所立過的志願
[00:13:34.160 --> 00:13:35.000]  而事實上
[00:13:35.000 --> 00:13:36.240]  在這個信仰歷程
[00:13:36.240 --> 00:13:37.800]  能夠一直走下去
[00:13:37.800 --> 00:13:40.880]  也是因著神那種不忘記我們
[00:13:40.880 --> 00:13:43.240]  他總是最適合的時候
[00:13:43.240 --> 00:13:44.440]  去提醒我們
[00:13:44.440 --> 00:13:45.880]  要回來了
[00:13:45.880 --> 00:13:48.080]  要回來這個旅程裡面
[00:13:48.080 --> 00:13:49.960]  他一直等候我們
[00:13:49.960 --> 00:13:51.240]  要回來
[00:13:51.240 --> 00:13:52.120]  問題是
[00:13:52.120 --> 00:13:53.720]  我們有沒有留意到
[00:13:53.720 --> 00:13:56.120]  神所留下的記號
[00:13:56.120 --> 00:13:57.320]  好像牙角這樣
[00:13:57.320 --> 00:13:59.640]  他聽到神的呼喚
[00:13:59.640 --> 00:14:01.480]  命令要他再回去
[00:14:01.480 --> 00:14:04.080]  要他回去伯特利還願的時候
[00:14:04.080 --> 00:14:07.120]  他願意去回應神的時候
[00:14:07.120 --> 00:14:08.640]  他就會經歷到
[00:14:08.640 --> 00:14:10.760]  他就會知道這一場的信仰歷程
[00:14:10.760 --> 00:14:13.400]  他仍然可以繼續走下去
[00:14:13.400 --> 00:14:14.800]  但是
[00:14:14.800 --> 00:14:16.640]  信仰歷程要繼續走下去
[00:14:16.640 --> 00:14:19.400]  這個歷期的旅程要走下去
[00:14:19.400 --> 00:14:21.680]  其實裡面還有很多的難阻
[00:14:21.680 --> 00:14:22.760]  很多的阻隔
[00:14:22.760 --> 00:14:24.160]  究竟怎樣去面對
[00:14:24.160 --> 00:14:25.760]  怎樣去得勝這些難阻呢?
[00:14:25.760 --> 00:14:28.120]  第二方面我們就去到
[00:14:28.120 --> 00:14:30.600]  就是我們要離棄偶像
[00:14:30.600 --> 00:14:31.920]  分別為勝
[00:14:31.920 --> 00:14:34.680]  我們一起讀了三十五章二到四節
[00:14:34.680 --> 00:14:37.840]  「牙角就對他家中的人
[00:14:37.840 --> 00:14:41.080]  以及所有和他一起的人說
[00:14:41.080 --> 00:14:44.560]  除掉你們中間外邦的神明
[00:14:44.560 --> 00:14:47.560]  要自結更換服
[00:14:47.560 --> 00:14:51.360]  上伯特利去
[00:14:51.360 --> 00:15:01.280]  周詩在我行走的路上
[00:15:01.280 --> 00:15:03.200]  與我同在的神
[00:15:03.200 --> 00:15:07.440]  他們就把手中所有外邦的神明
[00:15:07.440 --> 00:15:11.600]  和自己耳朵上的孩子交給牙角
[00:15:11.600 --> 00:15:16.720]  牙角把他們埋在事件那裡的橡樹下」
[00:15:16.720 --> 00:15:19.640]  三十五章一節
[00:15:19.640 --> 00:15:20.960]  「牙角聽到神的命令
[00:15:20.960 --> 00:15:22.560]  要他回到伯特利
[00:15:22.560 --> 00:15:26.920]  牙角即時就吩咐他的家中各人
[00:15:26.920 --> 00:15:29.480]  甚至是他所有跟隨他的人
[00:15:29.480 --> 00:15:32.200]  都要做三件事
[00:15:32.200 --> 00:15:36.960]  就是要除掉他們當中外邦的神明
[00:15:36.960 --> 00:15:40.200]  要自結要更換衣服
[00:15:40.200 --> 00:15:41.840]  牙角很清楚
[00:15:41.840 --> 00:15:46.600]  當他要再回到伯特利還願的時候
[00:15:46.600 --> 00:15:48.800]  他首先要面對的
[00:15:48.800 --> 00:15:51.760]  就是他家中各人藏起來
[00:15:51.760 --> 00:15:55.160]  或者仍然敬拜的很多外邦的神明
[00:15:55.160 --> 00:15:56.920]  那些外邦的神像
[00:15:56.920 --> 00:15:59.720]  那些神明可能是從哈蘭帶過來
[00:15:59.720 --> 00:16:02.680]  就好像我們之前聽過的
[00:16:02.680 --> 00:16:05.800]  拉傑其實也偷了他爸爸的神像
[00:16:05.800 --> 00:16:08.200]  藏在他的行李當中
[00:16:08.200 --> 00:16:11.880]  又或者是當他們三十四章
[00:16:11.880 --> 00:16:14.080]  去到事件去擄掠的時候
[00:16:14.080 --> 00:16:17.120]  連那些神明也一起擄掠回來
[00:16:17.120 --> 00:16:18.280]  總而言之
[00:16:18.280 --> 00:16:21.520]  牙角知道他今天要回去敬拜
[00:16:21.520 --> 00:16:22.320]  獨一的真神
[00:16:22.320 --> 00:16:24.240]  所以他一定要
[00:16:24.240 --> 00:16:25.640]  不單是他自己
[00:16:25.640 --> 00:16:29.000]  是他全家都要和神像一刀兩斷
[00:16:29.000 --> 00:16:32.760]  不可以再有任何的藕斷絲連
[00:16:32.760 --> 00:16:35.840]  而那些特別提到的耳環
[00:16:35.840 --> 00:16:37.200]  就是類似這個
[00:16:37.200 --> 00:16:38.120]  類似啦
[00:16:38.120 --> 00:16:40.160]  其實也不是一樣的樣式
[00:16:40.160 --> 00:16:43.160]  而是耳環的樣式裡面
[00:16:43.160 --> 00:16:46.240]  其實就是一些外邦的神像
[00:16:46.240 --> 00:16:49.880]  而相傳有些人說
[00:16:49.880 --> 00:16:52.360]  戴了這些耳環是有些法力
[00:16:52.360 --> 00:16:54.120]  說這些是金去鑄造
[00:16:54.120 --> 00:16:55.680]  所以當他們
[00:16:55.680 --> 00:16:57.320]  如果他們仍然留起
[00:16:57.320 --> 00:17:00.360]  其實他們可以用這些金器
[00:17:00.360 --> 00:17:03.480]  去鑄造他們自己的偶像
[00:17:03.480 --> 00:17:05.600]  但是牙角很清楚知道
[00:17:05.600 --> 00:17:08.080]  他所信的是那位獨一的真神
[00:17:08.080 --> 00:17:10.000]  除了神以外
[00:17:10.000 --> 00:17:11.960]  你不可以有別的神
[00:17:11.960 --> 00:17:16.080]  這也是之後十誡裡面所提到的第一誡的誡命
[00:17:16.080 --> 00:17:17.520]  所以我們要謹記
[00:17:17.520 --> 00:17:20.000]  我們所信的神是一個獨一的真神
[00:17:20.000 --> 00:17:23.200]  他要求我們單單去敬拜祂
[00:17:23.200 --> 00:17:24.960]  尊崇祂
[00:17:24.960 --> 00:17:27.840]  近期我認識一位長者
[00:17:27.840 --> 00:17:29.160]  她已經安息處外
[00:17:29.160 --> 00:17:30.120]  但是她家人提醒我
[00:17:30.120 --> 00:17:31.520]  再和我分享
[00:17:31.520 --> 00:17:33.440]  這位婆婆怎樣去信主
[00:17:33.440 --> 00:17:35.480]  這位婆婆拜了很多年偶像
[00:17:35.480 --> 00:17:40.160]  因為是家庭流下來的祖先要去拜祭的
[00:17:40.160 --> 00:17:41.720]  一直都很硬
[00:17:41.720 --> 00:17:43.120]  但是很奇妙
[00:17:43.120 --> 00:17:45.800]  她在醫院扣一個軟木帶她去信主
[00:17:45.800 --> 00:17:47.200]  當她信了主之後
[00:17:47.200 --> 00:17:49.520]  她很清楚知道自己的人生
[00:17:49.520 --> 00:17:52.600]  是以主耶穌基督為她唯一的救主的時候
[00:17:52.600 --> 00:17:54.280]  她和她的兒子和她的媳婦說
[00:17:54.280 --> 00:17:57.640]  我要將家裡所有的偶像都要拿走
[00:17:57.640 --> 00:17:59.920]  全部丟掉
[00:17:59.920 --> 00:18:02.680]  一件不留
[00:18:02.680 --> 00:18:03.880]  可以看到
[00:18:03.880 --> 00:18:06.880]  其實當長者真的很清晰自己所信
[00:18:06.880 --> 00:18:08.760]  那位獨一的真神的時候
