
[00:00:00.000 --> 00:00:02.960]  我們的信心是怎樣的呢?弟兄姊妹
[00:02:37.240 --> 00:02:39.240]  第二天早上
[00:02:39.240 --> 00:02:41.240]  遇到一位父親
[00:02:41.240 --> 00:02:44.240]  他的孩子患癲眼症
[00:02:44.240 --> 00:02:47.240]  更可憐的是
[00:02:47.240 --> 00:02:49.240]  這個孩子有被鬼附的問題
[00:02:49.240 --> 00:02:53.240]  這段經文在婦女福音
[00:02:53.240 --> 00:02:55.240]  在路加福音九章
[00:02:55.240 --> 00:02:58.240]  和馬拉福音九章都有記載
[00:02:58.240 --> 00:03:01.240]  不過記載的角度和篇幅都不太同
[00:03:01.240 --> 00:03:05.240]  例如馬拉福音會記載得比較仔細、比較詳細
[00:03:05.240 --> 00:03:08.240]  稍後我會和大家參考其他的經文
[00:03:08.240 --> 00:03:10.240]  我們先看第一個題目
[00:03:10.240 --> 00:03:13.240]  門徒有什麼限制呢?
[00:03:13.240 --> 00:03:15.240]  就是十四到十六節
[00:03:15.240 --> 00:03:19.240]  我想請大家幫我讀出來
[00:03:19.240 --> 00:03:21.240]  十四到十六,準備
[00:03:21.240 --> 00:03:42.240]  (門徒唸經)
[00:03:42.240 --> 00:03:43.240]  到這裡
[00:03:43.240 --> 00:03:45.240]  當耶穌和三個門徒下山
[00:03:45.240 --> 00:03:49.240]  準備在山腳和其他九個門徒會合
[00:03:50.240 --> 00:03:52.240]  這位父親來到耶穌面前
[00:03:52.240 --> 00:03:54.240]  他跪下了,第十四節說
[00:03:54.240 --> 00:03:57.240]  這個跪下不是向耶穌敬拜的意思
[00:03:57.240 --> 00:04:00.240]  是在說他對耶穌的尊重
[00:04:00.240 --> 00:04:04.240]  或者很想求助耶穌的意思
[00:04:04.240 --> 00:04:08.240]  父親求耶穌可憐他的兒子
[00:04:08.240 --> 00:04:09.240]  十五節
[00:04:09.240 --> 00:04:11.240]  因為患了重病,癲眼症
[00:04:11.240 --> 00:04:14.240]  令到兒子很痛苦
[00:04:14.240 --> 00:04:16.240]  癲眼症是什麼呢?
[00:04:16.240 --> 00:04:18.240]  可能是腦部神經出了問題
[00:04:19.240 --> 00:04:22.240]  引致身體某部分肌肉抽搐
[00:04:22.240 --> 00:04:25.240]  病發時失控
[00:04:25.240 --> 00:04:27.240]  整個人可以躺在地上
[00:04:27.240 --> 00:04:31.240]  不知道大家有沒有見過癲眼症的個案?
[00:04:31.240 --> 00:04:32.240]  有沒有見過?
[00:04:32.240 --> 00:04:34.240]  真的躺在地上
[00:04:34.240 --> 00:04:39.240]  然後可能會咬自己的舌頭
[00:04:39.240 --> 00:04:42.240]  所以會把木塞在他口中
[00:04:42.240 --> 00:04:45.240]  避免他自己受傷
[00:04:45.240 --> 00:04:47.240]  第十五節
[00:04:47.240 --> 00:04:50.240]  這個孩子病發時
[00:04:50.240 --> 00:04:54.240]  多次跌落火和水
[00:04:54.240 --> 00:04:57.240]  其實生命是有危險的
[00:04:57.240 --> 00:05:01.240]  我們可以想像一下這個父親的心情
[00:05:01.240 --> 00:05:03.240]  一定很焦急
[00:05:03.240 --> 00:05:05.240]  一定很擔心
[00:05:05.240 --> 00:05:08.240]  兒子很心痛
[00:05:08.240 --> 00:05:10.240]  或者這個父親可能想過
[00:05:10.240 --> 00:05:13.240]  如果這個病痛在我身上就好了
[00:05:13.240 --> 00:05:16.240]  他不想兒子受苦
[00:05:16.240 --> 00:05:19.240]  他四處奔波求助,找人幫助
[00:05:19.240 --> 00:05:23.240]  而兒子的問題複雜性在哪裡呢?
[00:05:23.240 --> 00:05:25.240]  不單單在於肉身的病
[00:05:25.240 --> 00:05:29.240]  而是他有被鬼附的問題
[00:05:29.240 --> 00:05:30.240]  這個更加複雜
[00:05:30.240 --> 00:05:33.240]  因為在馬克福音那邊
[00:05:33.240 --> 00:05:34.240]  那邊記載,怎麼記載呢?
[00:05:34.240 --> 00:05:37.240]  我們看看馬克福音9章21到22節
[00:05:37.240 --> 00:05:41.240]  耶穌問父親病了多久
[00:05:41.240 --> 00:05:42.240]  病了多久?
[00:05:42.240 --> 00:05:45.240]  從小的時候
[00:05:45.240 --> 00:05:46.240]  也不知道多少年
[00:05:46.240 --> 00:05:50.240]  鬼是屢次將他困在火中,水中,要滅他
[00:05:50.240 --> 00:05:51.240]  即是要殺害他
[00:05:51.240 --> 00:05:58.240]  為什麼這個孩子被鬼附呢?
[00:05:58.240 --> 00:05:59.240]  經文沒有記載
[00:05:59.240 --> 00:06:02.240]  我相信不是作者
[00:06:02.240 --> 00:06:04.240]  成經作者記載的重點
[00:06:04.240 --> 00:06:06.240]  重點在哪裡呢?
[00:06:06.240 --> 00:06:08.240]  我們看看父親在第十六節
[00:06:08.240 --> 00:06:10.240]  我們看回馬克福音,第十六節
[00:06:10.240 --> 00:06:13.240]  他跟耶穌說什麼?
[00:06:14.240 --> 00:06:17.240]  他說:我帶他到你們門徒那裡
[00:06:17.240 --> 00:06:19.240]  他們卻不能醫治他
[00:06:19.240 --> 00:06:24.240]  其實這個爸爸很直接跟耶穌表達
[00:06:24.240 --> 00:06:27.240]  帶兒子到門徒面前
[00:06:27.240 --> 00:06:31.240]  希望門徒處理兒子被鬼附的問題
[00:06:31.240 --> 00:06:34.240]  這批門徒應該有九個
[00:06:34.240 --> 00:06:39.240]  因為三個之前晚上就生了
[00:06:39.240 --> 00:06:40.240]  但也幫不了他
[00:06:43.240 --> 00:06:45.240]  我讀到第十六節的時候
[00:06:45.240 --> 00:06:47.240]  我心裡想
[00:06:47.240 --> 00:06:50.240]  這個父親向耶穌求助
[00:06:50.240 --> 00:06:52.240]  其實他心裡有沒有一個意圖
[00:06:52.240 --> 00:06:54.240]  是投訴的呢?
[00:06:54.240 --> 00:06:56.240]  向耶穌投訴
[00:06:56.240 --> 00:06:59.240]  他會不會心裡想
[00:06:59.240 --> 00:07:03.240]  耶穌,你的入室弟子幫不了忙
[00:07:03.240 --> 00:07:06.240]  我自己也有想像
[00:07:06.240 --> 00:07:07.240]  如果我是耶穌
[00:07:07.240 --> 00:07:10.240]  我有班門徒,班學師
[00:07:10.240 --> 00:07:12.240]  有人走來告訴我
[00:07:12.240 --> 00:07:14.240]  這些門徒不行
[00:07:14.240 --> 00:07:17.240]  我可能會覺得很沒面子
[00:07:17.240 --> 00:07:21.240]  然後我走到門徒那裡
[00:07:21.240 --> 00:07:22.240]  問責
[00:07:22.240 --> 00:07:24.240]  怎麼教你們的?
[00:07:24.240 --> 00:07:27.240]  教了你們趕鬼的
[00:07:27.240 --> 00:07:28.240]  這樣也教不了?
[00:07:28.240 --> 00:07:30.240]  怎麼做事的?
[00:07:30.240 --> 00:07:32.240]  我不知道有沒有這麼兇
[00:07:32.240 --> 00:07:34.240]  丟盡架子
[00:07:34.240 --> 00:07:37.240]  耶穌當時有沒有
[00:07:37.240 --> 00:07:41.240]  這種沒面子的感覺呢?
[00:07:42.240 --> 00:07:43.240]  真的不太知道
[00:07:43.240 --> 00:07:46.240]  如果將來我見主面的時候
[00:07:46.240 --> 00:07:47.240]  我會問一問耶穌
[00:07:47.240 --> 00:07:48.240]  會不會
[00:07:48.240 --> 00:07:53.240]  門徒不能夠在小孩子身上趕鬼這個問題
[00:07:53.240 --> 00:07:55.240]  大家想一想
[00:07:55.240 --> 00:07:58.240]  耶穌之前有沒有給他們權柄趕鬼
[00:07:58.240 --> 00:08:00.240]  有沒有印象?
[00:08:00.240 --> 00:08:02.240]  有吧?
[00:08:02.240 --> 00:08:03.240]  看看
[00:08:03.240 --> 00:08:05.240]  早幾章而已
[00:08:05.240 --> 00:08:06.240]  第十章第一節一起讀
[00:08:06.240 --> 00:08:09.240]  耶穌叫了十二個門徒來
[00:08:09.240 --> 00:08:10.240]  給他們權柄
[00:08:10.240 --> 00:08:12.240]  能驅趕污靈
[00:08:12.240 --> 00:08:14.240]  和醫治各樣的疾病
[00:08:14.240 --> 00:08:16.240]  很清楚
[00:08:16.240 --> 00:08:18.240]  趕鬼有權柄
[00:08:18.240 --> 00:08:20.240]  醫病也有權柄
[00:08:20.240 --> 00:08:25.240]  為什麼門徒這次趕鬼不成功呢?
[00:08:25.240 --> 00:08:29.240]  不是一兩個門徒問題
[00:08:29.240 --> 00:08:30.240]  是九個都不行
[00:08:30.240 --> 00:08:33.240]  他們還不夠功力
[00:08:33.240 --> 00:08:36.240]  鬼很猛
[00:08:36.240 --> 00:08:38.240]  我們中國人叫厲鬼
[00:08:38.240 --> 00:08:39.240]  厲鬼嗎?
[00:08:40.240 --> 00:08:42.240]  他們怕鬼?
[00:08:42.240 --> 00:08:45.240]  給了權柄
[00:08:45.240 --> 00:08:47.240]  為什麼沒有信心呢?
[00:08:47.240 --> 00:08:49.240]  我問大家
[00:08:49.240 --> 00:08:51.240]  有權柄是不是一定有信心呢?
[00:08:51.240 --> 00:08:57.240]  我想起一些銀行工作的警衛
[00:08:57.240 --> 00:09:00.240]  有些警衛會持槍
[00:09:00.240 --> 00:09:01.240]  現在不知道有沒有呢?
[00:09:01.240 --> 00:09:03.240]  有沒有呢?
[00:09:03.240 --> 00:09:05.240]  不知道吧?
[00:09:06.240 --> 00:09:09.240]  公司是給了權柄他們
[00:09:09.240 --> 00:09:10.240]  持槍
[00:09:10.240 --> 00:09:11.240]  遇到生命危險
[00:09:11.240 --> 00:09:12.240]  遇到打劫的時候
[00:09:12.240 --> 00:09:15.240]  有需要開槍
[00:09:15.240 --> 00:09:17.240]  但問題是
[00:09:17.240 --> 00:09:19.240]  當真的遇到危險的時候
[00:09:19.240 --> 00:09:21.240]  夠不夠膽開槍呢?
[00:09:21.240 --> 00:09:25.240]  還是太害怕了
[00:09:25.240 --> 00:09:26.240]  氣派投降
[00:09:26.240 --> 00:09:28.240]  有權柄
[00:09:28.240 --> 00:09:30.240]  不一定有信心
[00:09:30.240 --> 00:09:31.240]  可以嗎?
[00:09:31.240 --> 00:09:32.240]  同意嗎?
[00:09:33.240 --> 00:09:36.240]  我自己未有遇過趕鬼的經驗
[00:09:36.240 --> 00:09:39.240]  我不知道實戰有多難
[00:09:39.240 --> 00:09:45.240]  不過我過去聽過很多前輩、牧者這樣分享
[00:09:45.240 --> 00:09:48.240]  趕鬼最重要是幾個重點
[00:09:48.240 --> 00:09:50.240]  大家有興趣可以學一下
[00:09:50.240 --> 00:09:53.240]  因為不一定是牧者趕鬼
[00:09:53.240 --> 00:09:54.240]  你們也可以
[00:09:54.240 --> 00:09:55.240]  你們夠信心就行了
[00:09:55.240 --> 00:09:57.240]  記住這四個重點
[00:09:57.240 --> 00:09:58.240]  第一
[00:09:58.240 --> 00:10:00.240]  如果被鬼符的人
[00:10:00.240 --> 00:10:01.240]  還沒相信
[00:10:02.240 --> 00:10:04.240]  就一定要先帶他信
[00:10:04.240 --> 00:10:06.240]  為什麼?
[00:10:06.240 --> 00:10:11.240]  因為有耶穌在他生命裡
[00:10:11.240 --> 00:10:14.240]  否則的話
[00:10:14.240 --> 00:10:15.240]  就算你趕走鬼
[00:10:15.240 --> 00:10:17.240]  也會回頭進去
[00:10:17.240 --> 00:10:18.240]  有沒有聽過?
[00:10:18.240 --> 00:10:20.240]  這是第一
[00:10:20.240 --> 00:10:21.240]  第二
[00:10:21.240 --> 00:10:22.240]  你要掌握
[00:10:22.240 --> 00:10:25.240]  趕鬼的權柄在哪裡
[00:10:25.240 --> 00:10:26.240]  這是最重要的
[00:10:26.240 --> 00:10:29.240]  所以一定要奉耶穌的名趕鬼
[00:10:29.240 --> 00:10:30.240]  大家應該知道這一點吧
[00:10:31.240 --> 00:10:32.240]  不需要解釋
[00:10:32.240 --> 00:10:33.240]  是耶穌趕鬼而已
[00:10:33.240 --> 00:10:35.240]  第三
[00:10:35.240 --> 00:10:38.240]  趕鬼的人要對神很有信心
[00:10:38.240 --> 00:10:42.240]  相信神的權力
[00:10:42.240 --> 00:10:44.240]  鬼也怕了他
[00:10:44.240 --> 00:10:46.240]  OK嗎?
[00:10:46.240 --> 00:10:47.240]  第四
[00:10:47.240 --> 00:10:50.240]  趕鬼的人要自結
[00:10:50.240 --> 00:10:51.240]  即是要先對付罪
[00:10:51.240 --> 00:10:53.240]  千萬不要有未認罪
[00:10:53.240 --> 00:10:54.240]  要先處理罪
[00:10:54.240 --> 00:10:56.240]  否則的話
[00:10:56.240 --> 00:10:58.240]  說著說著
[00:10:58.240 --> 00:11:00.240]  聽聞鬼也會嘲笑你
[00:11:01.240 --> 00:11:03.240]  大家學了嗎?
[00:11:03.240 --> 00:11:06.240]  四樣趕鬼的秘訣
[00:11:06.240 --> 00:11:08.240]  大家有沒有信心趕鬼?
[00:11:08.240 --> 00:11:11.240]  為什麼沒有反應?
[00:11:11.240 --> 00:11:14.240]  我很期待
[00:11:14.240 --> 00:11:16.240]  有機會趕鬼
[00:11:16.240 --> 00:11:19.240]  不過可惜沒有遇過這個機會
[00:11:19.240 --> 00:11:21.240]  為什麼這麼期待呢?
[00:11:21.240 --> 00:11:26.240]  因為可以親眼見證神的大能是多麼厲害
[00:11:26.240 --> 00:11:28.240]  我等了很久了
[00:11:29.240 --> 00:11:33.240]  可以見證被識貨的人有多麼喜樂
[00:11:33.240 --> 00:11:38.240]  好像有一批門徒
[00:11:38.240 --> 00:11:41.240]  趕完鬼回來很開心
[00:11:41.240 --> 00:11:42.240]  我們參考一下
[00:11:42.240 --> 00:11:44.240]  路加福音十章十七節
[00:11:44.240 --> 00:11:46.240]  七十個門徒回來
[00:11:46.240 --> 00:11:47.240]  開心嗎?
[00:11:47.240 --> 00:11:50.240]  因為你的名
[00:11:50.240 --> 00:11:51.240]  鬼也服了我們
[00:11:54.240 --> 00:11:58.240]  我們看看耶穌如何回應這位父親的訴求
[00:11:58.240 --> 00:12:00.240]  我們看第二個主題
[00:12:00.240 --> 00:12:02.240]  看看耶穌的權能是怎樣的
[00:12:02.240 --> 00:12:03.240]  十七、十八節
[00:12:03.240 --> 00:12:05.240]  請大家幫我讀
[00:12:05.240 --> 00:12:06.240]  準備
[00:12:06.240 --> 00:12:28.240]  (主題)
[00:12:28.240 --> 00:12:30.240]  首先是感嘆
[00:12:30.240 --> 00:12:32.240]  一個嘆氣
[00:12:32.240 --> 00:12:34.240]  有些感慨
[00:12:34.240 --> 00:12:37.240]  他說這是不信有撥墨的世代
[00:12:37.240 --> 00:12:40.240]  不信是指他們不信真神
[00:12:40.240 --> 00:12:41.240]  不信耶和華
[00:12:41.240 --> 00:12:45.240]  撥墨是扭曲的
[00:12:45.240 --> 00:12:48.240]  是指他們道德敗壞的問題
[00:12:48.240 --> 00:12:53.240]  當時的世代就是不信神
[00:12:53.240 --> 00:12:54.240]  有道德敗壞
[00:12:54.240 --> 00:12:57.240]  其實也很像今天
[00:12:57.240 --> 00:13:01.240]  所以耶穌帶著很失望的心情
[00:13:01.240 --> 00:13:02.240]  或者很懊惱的心情
[00:13:03.240 --> 00:13:04.240]  就這樣說
[00:13:04.240 --> 00:13:10.240]  我和你們在一起
[00:13:10.240 --> 00:13:12.240]  要到何時呢?
[00:13:12.240 --> 00:13:14.240]  我忍耐你們要到何時呢?
[00:13:14.240 --> 00:13:17.240]  這個你們是指誰呢?
[00:13:17.240 --> 00:13:18.240]  大家想想
[00:13:18.240 --> 00:13:22.240]  父親?
[00:13:22.240 --> 00:13:24.240]  應該不是吧?
[00:13:24.240 --> 00:13:26.240]  門徒?
[00:13:26.240 --> 00:13:32.240]  還是當時周圍猶太人的群體
[00:13:32.240 --> 00:13:33.240]  猶太人的群體
[00:13:33.240 --> 00:13:37.240]  在福音書裏面
[00:13:37.240 --> 00:13:42.240]  耶穌有五次用「世代」這兩個字
[00:13:42.240 --> 00:13:47.240]  去形容當時的文士和法利塞人
[00:13:47.240 --> 00:13:51.240]  說他們如何對神不信
[00:13:51.240 --> 00:13:54.240]  他們如何拒絕耶穌基督是尼塞亞
[00:13:54.240 --> 00:14:00.240]  所以這裡說你們是哪一個群體呢?
[00:14:00.240 --> 00:14:01.240]  不同學者有不同的看法
[00:14:02.240 --> 00:14:04.240]  不過我自己
[00:14:04.240 --> 00:14:06.240]  如果按經文下文的重點
[00:14:06.240 --> 00:14:08.240]  我相信耶穌的責備
[00:14:08.240 --> 00:14:12.240]  不單止是責備猶太人的群體
[00:14:12.240 --> 00:14:15.240]  也是特別指向這班門徒
[00:14:15.240 --> 00:14:18.240]  他們的不信
[00:14:18.240 --> 00:14:22.240]  如果說鬼是一個屬靈真賤
[00:14:22.240 --> 00:14:28.240]  這件事上看到門徒是有點軟弱
[00:14:28.240 --> 00:14:29.240]  是不是?
[00:14:29.240 --> 00:14:35.240]  耶穌對於無論是猶太群體
[00:14:35.240 --> 00:14:36.240]  或者門徒的不信
[00:14:36.240 --> 00:14:38.240]  他們心裏的環境
[00:14:38.240 --> 00:14:41.240]  祂說忍耐你們要幾時
[00:14:41.240 --> 00:14:45.240]  好像忍無可忍的地步
[00:14:45.240 --> 00:14:47.240]  所以其實反映耶穌
[00:14:47.240 --> 00:14:50.240]  在他的靈情路上
[00:14:50.240 --> 00:14:54.240]  其實他的親密戰友不是很多
[00:14:54.240 --> 00:14:57.240]  他身邊的十二個門徒
[00:14:57.240 --> 00:15:00.240]  有時信心都不是很強
[00:15:00.240 --> 00:15:03.240]  耶穌在他的靈情裏
[00:15:03.240 --> 00:15:06.240]  有時都會覺得很孤單
[00:15:06.240 --> 00:15:11.240]  耶穌接受這位父親的求助
[00:15:11.240 --> 00:15:14.240]  叫父親帶小孩子到他面前
[00:15:14.240 --> 00:15:20.240]  耶穌直接斥責孩子身上的污鬼
[00:15:20.240 --> 00:15:23.240]  如果詳細一點的內容
[00:15:23.240 --> 00:15:25.240]  我又參考馬可夫音那邊怎樣說
[00:15:26.240 --> 00:15:27.240]  九章二十五節
[00:15:27.240 --> 00:15:29.240]  請大家幫我讀
[00:15:29.240 --> 00:15:33.240]  「耶穌看見眾人都跑上來
[00:15:33.240 --> 00:15:35.240]  就斥責那污靈說
[00:15:35.240 --> 00:15:37.240]  你這聾啞的靈
[00:15:37.240 --> 00:15:40.240]  我命令你從他裏頭出來
[00:15:40.240 --> 00:15:42.240]  再不要進去」
[00:15:42.240 --> 00:15:45.240]  你們讀得很溫柔
[00:15:45.240 --> 00:15:47.240]  因為其實是在趕鬼
[00:15:47.240 --> 00:15:48.240]  很有氣勢
[00:15:48.240 --> 00:15:51.240]  耶穌運用他的屬靈的權柄
[00:15:51.240 --> 00:15:53.240]  使得這隻鬼
[00:15:53.240 --> 00:15:54.240]  這隻污靈
[00:15:54.240 --> 00:15:56.240]  降伏在他的命令裏
[00:15:56.240 --> 00:15:58.240]  馬可如何記載
[00:15:58.240 --> 00:16:00.240]  聾啞
[00:16:00.240 --> 00:16:04.240]  信不信
[00:16:04.240 --> 00:16:08.240]  有位學者解釋
[00:16:08.240 --> 00:16:11.240]  不是這隻鬼聾啞
[00:16:11.240 --> 00:16:14.240]  因為他最後聽到耶穌吩咐他離開
[00:16:14.240 --> 00:16:15.240]  怎會聾啞呢
[00:16:15.240 --> 00:16:22.240]  而是這隻鬼令孩子聾啞
[00:16:22.240 --> 00:16:23.240]  有這個解釋
[00:16:24.240 --> 00:16:26.240]  最終鬼離開了小朋友
[00:16:26.240 --> 00:16:28.240]  小朋友得著釋放
[00:16:28.240 --> 00:16:30.240]  留意經文
[00:16:30.240 --> 00:16:32.240]  十八字中間
[00:16:32.240 --> 00:16:34.240]  從那時起
[00:16:34.240 --> 00:16:39.240]  即是孩子即時已經經歷釋放
[00:16:39.240 --> 00:16:45.240]  所以無論在科幻書裏面
[00:16:45.240 --> 00:16:47.240]  有關耶穌趕鬼的事件
[00:16:47.240 --> 00:16:49.240]  譬如格拉森人
[00:16:49.240 --> 00:16:50.240]  大家都記得吧
[00:16:50.240 --> 00:16:52.240]  他趕鬼的故事
[00:16:53.240 --> 00:16:56.240]  或者說到使徒
[00:16:56.240 --> 00:16:58.240]  他們的門徒將來是使徒
[00:16:58.240 --> 00:17:00.240]  在初期教會的時候
[00:17:00.240 --> 00:17:02.240]  都有趕鬼的事跡
[00:17:02.240 --> 00:17:03.240]  好像保羅西拉
[00:17:03.240 --> 00:17:05.240]  在菲律賓的時候
[00:17:05.240 --> 00:17:07.240]  趕出一個被鬼附的侍女
[00:17:07.240 --> 00:17:11.240]  整個趕鬼的過程是很簡單的
[00:17:11.240 --> 00:17:12.240]  同意嗎
[00:17:12.240 --> 00:17:13.240]  用幾句說話
[00:17:13.240 --> 00:17:15.240]  不像我們看電影
[00:17:15.240 --> 00:17:17.240]  弄得很複雜
[00:17:17.240 --> 00:17:18.240]  有十字架
[00:17:18.240 --> 00:17:19.240]  用鎚子那些
[00:17:19.240 --> 00:17:20.240]  不是那麼複雜
[00:17:20.240 --> 00:17:21.240]  很簡單
[00:17:22.240 --> 00:17:23.240]  所以最重要的是什麼呢
[00:17:23.240 --> 00:17:25.240]  趕鬼那個人
[00:17:25.240 --> 00:17:26.240]  可能是目者
[00:17:26.240 --> 00:17:27.240]  可能是你們
[00:17:27.240 --> 00:17:29.240]  對神有信心
[00:17:29.240 --> 00:17:30.240]  第一
[00:17:30.240 --> 00:17:33.240]  深信神已經賦予了權柄
[00:17:33.240 --> 00:17:35.240]  有足夠能力去趕鬼
[00:17:35.240 --> 00:17:36.240]  這個很重要
[00:17:36.240 --> 00:17:38.240]  所以在這件事裏
[00:17:38.240 --> 00:17:39.240]  我們一同見證到
[00:17:39.240 --> 00:17:40.240]  耶穌的權能
[00:17:40.240 --> 00:17:43.240]  即是魔鬼在他面前
[00:17:43.240 --> 00:17:45.240]  在神聖的耶穌的面前
[00:17:45.240 --> 00:17:47.240]  是完全不可以招架的
[00:17:49.240 --> 00:17:51.240]  他只不過是受造之物
[00:17:51.240 --> 00:17:56.240]  他只是狼狽地離開那個孩子
[00:17:56.240 --> 00:18:00.240]  究竟這班門徒
[00:18:00.240 --> 00:18:02.240]  是什麼原因
[00:18:02.240 --> 00:18:04.240]  不能夠成功趕鬼呢
[00:18:04.240 --> 00:18:07.240]  難道他們真的以為
[00:18:07.240 --> 00:18:08.240]  這隻鬼是老衙的
[00:18:08.240 --> 00:18:12.240]  我們再看第三個問題
[00:18:12.240 --> 00:18:15.240]  信心
[00:18:15.240 --> 00:18:16.240]  門徒的信心
[00:18:16.240 --> 00:18:18.240]  又要請大家幫我讀出來
[00:18:18.240 --> 00:18:19.240]  再讀20節
[00:18:19.240 --> 00:18:47.240]  (廣東話)
[00:18:47.240 --> 00:18:48.240]  有古卷家
[00:18:48.240 --> 00:18:49.240]  21節
[00:18:49.240 --> 00:18:55.240]  (廣東話)
[00:18:55.240 --> 00:19:00.240]  當孩子得著釋放之後
[00:19:00.240 --> 00:19:02.240]  門徒私下找耶穌
[00:19:02.240 --> 00:19:03.240]  為什麼要私下呢
[00:19:03.240 --> 00:19:05.240]  可能有些心虛
[00:19:05.240 --> 00:19:07.240]  怕別人聽到
[00:19:07.240 --> 00:19:09.240]  怕別人知道他失敗
[00:19:09.240 --> 00:19:12.240]  他們私底下問耶穌為什麼
[00:19:12.240 --> 00:19:16.240]  可能當時他們的心情
[00:19:16.240 --> 00:19:17.240]  都覺得一般般
[00:19:17.240 --> 00:19:19.240]  有些困惑
[00:19:19.240 --> 00:19:20.240]  或者有些怯懼
[00:19:20.240 --> 00:19:22.240]  他們求教耶穌
[00:19:22.240 --> 00:19:25.240]  為什麼我們不能夠趕鬼呢
[00:19:25.240 --> 00:19:34.240]  耶穌其實很直接回應
[00:19:34.240 --> 00:19:38.240]  很簡單和直接
[00:19:38.240 --> 00:19:41.240]  因為什麼
[00:19:41.240 --> 00:19:44.240]  你們信心少
[00:19:46.240 --> 00:19:47.240]  這個信心少
[00:19:47.240 --> 00:19:50.240]  即是少信
[00:19:50.240 --> 00:19:54.240]  是說門徒內心有很多疑惑
[00:19:54.240 --> 00:19:56.240]  他們很擔心
[00:19:56.240 --> 00:19:58.240]  可不可以
