
[00:00:00.000 --> 00:00:03.000]  好,弟子們晚安
[00:02:15.000 --> 00:02:19.000]  單單在葡萄牙和西班牙
[00:02:19.000 --> 00:02:21.000]  熱死的人 熱死
[00:02:21.000 --> 00:02:23.000]  原來已經超過1700人
[00:02:23.000 --> 00:02:25.000]  在香港很難想像
[00:02:25.000 --> 00:02:28.000]  很熱 但不會說熱死
[00:02:28.000 --> 00:02:30.000]  熱死也不會這麼多人
[00:02:30.000 --> 00:02:33.000]  除了這些外在的事情
[00:02:33.000 --> 00:02:36.000]  我自己身邊也有很多人
[00:02:36.000 --> 00:02:39.000]  剛剛移民 或者即將移民
[00:02:39.000 --> 00:02:43.000]  告別一個又一個弟兄姐妹
[00:02:43.000 --> 00:02:46.000]  所以這些事情是改變不了的
[00:02:46.000 --> 00:02:51.000]  所以也有一種 少少的無力感
[00:02:51.000 --> 00:02:54.000]  所以也很悲哀
[00:02:54.000 --> 00:02:57.000]  在這麼悲哀的裡面
[00:02:57.000 --> 00:03:00.000]  我們也要繼續生活下去
[00:03:00.000 --> 00:03:02.000]  有什麼盼望呢?
[00:03:02.000 --> 00:03:04.000]  所以今晚要分享的是
[00:03:04.000 --> 00:03:06.000]  悲哀中的盼望
[00:03:06.000 --> 00:03:09.000]  剛剛第二個emoji有舉手的
[00:03:09.000 --> 00:03:11.000]  你就認真聽
[00:03:11.000 --> 00:03:14.000]  今晚讓我們集中看一章聖經
[00:03:14.000 --> 00:03:16.000]  以西傑書第九章
[00:03:16.000 --> 00:03:20.000]  看看神給我們有什麼盼望
[00:03:20.000 --> 00:03:22.000]  我們一起同心祈禱
[00:03:22.000 --> 00:03:24.000]  親愛的天父
[00:03:24.000 --> 00:03:26.000]  我們來到你的面前
[00:03:26.000 --> 00:03:28.000]  要聆聽你的說話
[00:03:28.000 --> 00:03:30.000]  求真理的聖靈
[00:03:30.000 --> 00:03:33.000]  帶領我們進入你的真理當中
[00:03:33.000 --> 00:03:35.000]  由加能賜力給我們
[00:03:35.000 --> 00:03:37.000]  去到遵行出來
[00:03:37.000 --> 00:03:38.000]  聽我們祈禱
[00:03:38.000 --> 00:03:39.000]  奉你愛旨
[00:03:39.000 --> 00:03:41.000]  耶穌基督聖名祈求
[00:03:41.000 --> 00:03:42.000]  阿們
[00:03:42.000 --> 00:03:45.000]  讓我們一起先讀今晚的聖經
[00:03:45.000 --> 00:03:49.000]  在以西傑書的九章一至十一節
[00:03:49.000 --> 00:03:51.000]  弟兄姊妹輪流讀
[00:03:51.000 --> 00:03:53.000]  單節先請弟兄預備起
[00:03:53.000 --> 00:03:57.000]  他在我耳邊大聲喊叫
[00:03:57.000 --> 00:03:59.000]  說:上前來啊
[00:03:59.000 --> 00:04:01.000]  懲罰這城的人
[00:04:01.000 --> 00:04:05.000]  手中要割拿毀滅的兵器
[00:04:05.000 --> 00:04:23.000]  (廣東話)
[00:04:23.000 --> 00:04:26.000]  在基魯伯之上
[00:04:26.000 --> 00:04:28.000]  以色列神的榮耀
[00:04:28.000 --> 00:04:30.000]  從那裡上升
[00:04:30.000 --> 00:04:32.000]  到殿的入口處
[00:04:32.000 --> 00:04:35.000]  神召那新穿細麻衣
[00:04:35.000 --> 00:04:39.000]  要奸繫著麥合的人前來
[00:04:39.000 --> 00:04:52.000]  (廣東話)
[00:04:52.000 --> 00:04:57.000]  我耳中聽見耶和華對其餘的人說
[00:04:57.000 --> 00:05:01.000]  要跟隨他走遍全城去擊殺
[00:05:01.000 --> 00:05:03.000]  你們的眼不要顧惜
[00:05:03.000 --> 00:05:06.000]  也不要可憐他們
[00:05:06.000 --> 00:05:23.000]  (廣東話)
[00:05:23.000 --> 00:05:25.000]  他對他們說
[00:05:25.000 --> 00:05:27.000]  要使這殿污穢
[00:05:27.000 --> 00:05:30.000]  使院中遍滿被殺的人
[00:05:30.000 --> 00:05:32.000]  你們出去吧
[00:05:32.000 --> 00:05:34.000]  他們就出去
[00:05:34.000 --> 00:05:36.000]  在城中擊殺
[00:05:36.000 --> 00:05:53.000]  (廣東話)
[00:05:53.000 --> 00:05:55.000]  他對我說
[00:05:55.000 --> 00:05:58.000]  以色列家和尤大家的罪業
[00:05:58.000 --> 00:06:00.000]  極其重大
[00:06:00.000 --> 00:06:03.000]  遍地都有流血的事
[00:06:03.000 --> 00:06:05.000]  滿城有冤屈
[00:06:05.000 --> 00:06:07.000]  因為他們說
[00:06:07.000 --> 00:06:09.000]  耶和華已經離棄這地
[00:06:09.000 --> 00:06:12.000]  他看不見我們
[00:06:12.000 --> 00:06:21.000]  (廣東話)
[00:06:21.000 --> 00:06:24.000]  看哪那新穿細麻衣
[00:06:24.000 --> 00:06:27.000]  要奸繫著麥合的人
[00:06:27.000 --> 00:06:33.000]  (廣東話)
[00:06:33.000 --> 00:06:35.000]  《以色列誡書》裏面
[00:06:35.000 --> 00:06:38.000]  八至十一章是一個大段落
[00:06:38.000 --> 00:06:42.000]  第八章和第九章的關係特別密切
[00:06:42.000 --> 00:06:44.000]  第八章描述的是
[00:06:44.000 --> 00:06:46.000]  我們今天沒有讀
[00:06:46.000 --> 00:06:50.000]  就是猶太國經歷過第一次秘魯之後
[00:06:50.000 --> 00:06:52.000]  所剩下的祭司和領袖
[00:06:52.000 --> 00:06:58.000]  他們如何偷偷地在聖殿裏拜牛將
[00:06:58.000 --> 00:07:00.000]  這種屬靈上的罪
[00:07:00.000 --> 00:07:03.000]  也引致了很多社會上的罪
[00:07:03.000 --> 00:07:06.000]  經文說是冤屈增多
[00:07:06.000 --> 00:07:08.000]  很多流血的事情
[00:07:08.000 --> 00:07:11.000]  所以耶和華要對這一系列的罪行
[00:07:11.000 --> 00:07:13.000]  進行報應
[00:07:13.000 --> 00:07:15.000]  第八章十二節下
[00:07:15.000 --> 00:07:18.000]  我們見到很多經文
[00:07:18.000 --> 00:07:20.000]  在第八章出現
[00:07:20.000 --> 00:07:21.000]  又重複了
[00:07:21.000 --> 00:07:23.000]  包括十二節說到
[00:07:23.000 --> 00:07:24.000]  因為他們說
[00:07:24.000 --> 00:07:26.000]  耶和華看不見我們
[00:07:26.000 --> 00:07:28.000]  耶和華已經離棄這地
[00:07:28.000 --> 00:07:30.000]  那群長老這樣說
[00:07:30.000 --> 00:07:32.000]  在第九章九節又出現了
[00:07:32.000 --> 00:07:34.000]  八章十八節
[00:07:34.000 --> 00:07:37.000]  他們雖在我耳邊大聲呼求
[00:07:37.000 --> 00:07:39.000]  在第九章一節又出現了
[00:07:39.000 --> 00:07:42.000]  他在我耳邊大聲喊叫
[00:07:42.000 --> 00:07:43.000]  第八章十八節
[00:07:43.000 --> 00:07:46.000]  不顧色也不可憐
[00:07:46.000 --> 00:07:49.000]  同樣在第九章的第五節
[00:07:49.000 --> 00:07:51.000]  和第十節又再出現了
[00:07:51.000 --> 00:07:53.000]  所以這兩章聖經
[00:07:53.000 --> 00:07:55.000]  是非常緊扣的
[00:07:55.000 --> 00:07:56.000]  簡單來說
[00:07:56.000 --> 00:07:59.000]  第八章是說人的罪
[00:07:59.000 --> 00:08:02.000]  第九章是神的報應
[00:08:02.000 --> 00:08:04.000]  所以第八章是因
[00:08:04.000 --> 00:08:06.000]  第九章是果
[00:08:06.000 --> 00:08:07.000]  時間關係
[00:08:07.000 --> 00:08:10.000]  我今天只集中說第九章
[00:08:10.000 --> 00:08:12.000]  就是上帝嚴厲的審判
[00:08:12.000 --> 00:08:15.000]  這章經文其實非常生動
[00:08:15.000 --> 00:08:17.000]  也殺氣騰騰
[00:08:17.000 --> 00:08:19.000]  所以今晚的訊息
[00:08:19.000 --> 00:08:21.000]  不好意思,我是第一次來
[00:08:21.000 --> 00:08:24.000]  要說比較沉重的訊息
[00:08:24.000 --> 00:08:27.000]  大家要有一點心理準備
[00:08:27.000 --> 00:08:30.000]  第九章一節一開始
[00:08:30.000 --> 00:08:32.000]  他指導耶和華
[00:08:32.000 --> 00:08:33.000]  很明顯
[00:08:33.000 --> 00:08:35.000]  先知在他的意象
[00:08:35.000 --> 00:08:37.000]  第八章開始也是意象
[00:08:37.000 --> 00:08:40.000]  就是見到神他差遣使者
[00:08:40.000 --> 00:08:41.000]  大聲呼叫
[00:08:41.000 --> 00:08:43.000]  要發出一個命令
[00:08:43.000 --> 00:08:46.000]  和八章十八節大聲的呼求
[00:08:46.000 --> 00:08:48.000]  剛剛好是一個強烈的對比
[00:08:48.000 --> 00:08:50.000]  就是上帝在憤怒裏面
[00:08:50.000 --> 00:08:52.000]  要懲罰耶路撒冷
[00:08:52.000 --> 00:08:56.000]  要他們手拿毀滅的武器
[00:08:56.000 --> 00:09:00.000]  經文沒有說是怎樣的武器
[00:09:00.000 --> 00:09:01.000]  就不要多說
[00:09:01.000 --> 00:09:03.000]  有人加上想像
[00:09:03.000 --> 00:09:05.000]  就好像是這種武器
[00:09:05.000 --> 00:09:07.000]  像電影那些
[00:09:07.000 --> 00:09:09.000]  也可能是
[00:09:09.000 --> 00:09:10.000]  經文沒有多說
[00:09:10.000 --> 00:09:11.000]  是怎樣毀滅的武器
[00:09:11.000 --> 00:09:13.000]  但我們可以一起再讀
[00:09:13.000 --> 00:09:15.000]  第二節預備起
[00:09:15.000 --> 00:09:20.000]  漢亞,有六個人從朝北的上門而來
[00:09:20.000 --> 00:09:24.000]  各人手裏拿著致命的兵器
[00:09:24.000 --> 00:09:28.000]  他們當中有一人身穿細麻衣
[00:09:28.000 --> 00:09:32.000]  腰間繫著文士用的墨盒
[00:09:32.000 --> 00:09:36.000]  他們進來站在同的祭壇旁
[00:09:36.000 --> 00:09:39.000]  耶和華差遣一個七人團隊
[00:09:39.000 --> 00:09:42.000]  一個七個人組成的天使
[00:09:42.000 --> 00:09:45.000]  進行致命的刑罰
[00:09:45.000 --> 00:09:48.000]  這個以人類的形態出現的
[00:09:48.000 --> 00:09:51.000]  相信就是從神而來的天使
[00:09:51.000 --> 00:09:55.000]  其中六個就拿著致命的兵器
[00:09:55.000 --> 00:09:58.000]  另外,就是最後第七個
[00:09:58.000 --> 00:10:00.000]  就是一個身穿細麻衣
[00:10:00.000 --> 00:10:03.000]  他又帶著文士用的墨盒
[00:10:03.000 --> 00:10:04.000]  很特別
[00:10:04.000 --> 00:10:08.000]  細麻衣,如果你熟悉《春海劇比利》
[00:10:08.000 --> 00:10:09.000]  你會明白
[00:10:09.000 --> 00:10:11.000]  是祭司的衣服
[00:10:11.000 --> 00:10:15.000]  而文士用的墨盒
[00:10:15.000 --> 00:10:17.000]  講明了,就是文士
[00:10:17.000 --> 00:10:20.000]  墨盒,當然是用墨水
[00:10:20.000 --> 00:10:22.000]  所以你很容易聯想
[00:10:22.000 --> 00:10:24.000]  他準備要做些甚麼呢?
[00:10:24.000 --> 00:10:26.000]  書寫
[00:10:26.000 --> 00:10:29.000]  所以這個很特別的天使
[00:10:29.000 --> 00:10:32.000]  和另外六位的工具不同
[00:10:32.000 --> 00:10:34.000]  大家用的東西不同
[00:10:34.000 --> 00:10:38.000]  工具不同,任務也很自然不同
[00:10:38.000 --> 00:10:40.000]  所以第七個天使
[00:10:40.000 --> 00:10:42.000]  第四節就會講他做了些甚麼
[00:10:42.000 --> 00:10:44.000]  我一會兒再講
[00:10:44.000 --> 00:10:46.000]  現在就集中講那六個
[00:10:46.000 --> 00:10:50.000]  要行毀滅的天使
[00:10:50.000 --> 00:10:53.000]  這節請姐妹讀
[00:10:53.000 --> 00:11:03.000]  介紹完天使之後
[00:11:03.000 --> 00:11:05.000]  經文第三節就很有趣
[00:11:05.000 --> 00:11:07.000]  就講到神的榮耀
[00:11:07.000 --> 00:11:09.000]  好像打差了
[00:11:09.000 --> 00:11:11.000]  但其實又不是
[00:11:11.000 --> 00:11:13.000]  因為神的同在
[00:11:13.000 --> 00:11:15.000]  就是神的榮耀
[00:11:15.000 --> 00:11:18.000]  神的榮耀原本在哪裏呢?
[00:11:18.000 --> 00:11:21.000]  在聖殿最入的地方
[00:11:21.000 --> 00:11:25.000]  就是至聖所的藥櫃上
[00:11:25.000 --> 00:11:27.000]  所以這裏講到神的榮耀
[00:11:27.000 --> 00:11:30.000]  是升到入口處
[00:11:30.000 --> 00:11:34.000]  即是表示神正在離開
[00:11:34.000 --> 00:11:36.000]  本來在藥櫃上
[00:11:36.000 --> 00:11:39.000]  現在正在離開,去到門口
[00:11:39.000 --> 00:11:42.000]  這亦預告了後面第十章
[00:11:42.000 --> 00:11:47.000]  神一步一步再一步離開聖殿
[00:11:47.000 --> 00:11:50.000]  亦代表神的依依不捨
[00:11:50.000 --> 00:11:52.000]  不是一聲就走
[00:11:52.000 --> 00:11:54.000]  逐步逐步離開
[00:11:54.000 --> 00:11:56.000]  所以這裏的第三節
[00:11:56.000 --> 00:11:59.000]  描述神的榮耀上升到殿的入口
[00:11:59.000 --> 00:12:01.000]  其實已經預告第十章
[00:12:01.000 --> 00:12:03.000]  將要發生的事
[00:12:03.000 --> 00:12:05.000]  就是神很依依不捨
[00:12:05.000 --> 00:12:10.000]  真的要離開充滿罪惡的聖殿和耶路撒冷
[00:12:10.000 --> 00:12:13.000]  所以神的榮耀離開
[00:12:13.000 --> 00:12:18.000]  亦意味著之後要發生的就是毀滅
[00:12:18.000 --> 00:12:21.000]  亦是這張聖經要講的
[00:12:21.000 --> 00:12:24.000]  這張往下的經文主要講甚麼呢?
[00:12:24.000 --> 00:12:26.000]  殺戮
[00:12:26.000 --> 00:12:28.000]  第一至第三節
[00:12:28.000 --> 00:12:32.000]  所以神已經準備了一個毀滅的報應
[00:12:32.000 --> 00:12:33.000]  頭三節是準備
[00:12:33.000 --> 00:12:37.000]  第四節就是正式的執行這個報應
[00:12:37.000 --> 00:12:40.000]  既然萬事俱備,御戰在焉
[00:12:40.000 --> 00:12:41.000]  第四節開始
[00:12:41.000 --> 00:12:45.000]  天使就可以進行殺戮了
[00:12:45.000 --> 00:12:47.000]  這次請弟兄讀
[00:12:47.000 --> 00:12:51.000]  我耳中聽見耶和華對其餘的人說
[00:12:51.000 --> 00:12:56.000]  要跟隨他走遍全城去擊殺
[00:12:56.000 --> 00:12:58.000]  你們的眼不要顧惜
[00:12:58.000 --> 00:13:00.000]  也不要可憐他們
[00:13:00.000 --> 00:13:03.000]  要將年老的、年輕的
[00:13:03.000 --> 00:13:06.000]  少女、孩童和婦女
[00:13:06.000 --> 00:13:10.000]  從我的聖所開始全都殺盡
[00:13:10.000 --> 00:13:14.000]  只是不可靠近凡有記號的人
[00:13:14.000 --> 00:13:18.000]  於是他們從殿前的長老殺起
[00:13:18.000 --> 00:13:20.000]  他對他們說
[00:13:20.000 --> 00:13:22.000]  要使這殿污穢
[00:13:22.000 --> 00:13:25.000]  使園中遍滿被殺的人
[00:13:25.000 --> 00:13:27.000]  你們出去吧
[00:13:27.000 --> 00:13:29.000]  他們就出去
[00:13:29.000 --> 00:13:31.000]  在城中擊殺
[00:13:31.000 --> 00:13:34.000]  我高亮了紅色的字
[00:13:34.000 --> 00:13:36.000]  走遍、擊殺
[00:13:36.000 --> 00:13:39.000]  不要顧惜、不要可憐
[00:13:39.000 --> 00:13:41.000]  污穢、遍滿
[00:13:41.000 --> 00:13:43.000]  這些全部都是命令的動詞
[00:13:43.000 --> 00:13:45.000]  連同藍色的
[00:13:45.000 --> 00:13:46.000]  雖然不是命令
[00:13:46.000 --> 00:13:47.000]  是直述的語氣
[00:13:47.000 --> 00:13:49.000]  殺盡、殺起、擊殺
[00:13:49.000 --> 00:13:52.000]  是不是殺氣騰騰
[00:13:52.000 --> 00:13:55.000]  殺殺殺
[00:13:55.000 --> 00:13:58.000]  你敢不敢受到上帝的憤怒
[00:13:58.000 --> 00:14:00.000]  你可以想像一下
[00:14:00.000 --> 00:14:02.000]  殺完之後
[00:14:02.000 --> 00:14:04.000]  眼前看到的是什麼呢
[00:14:04.000 --> 00:14:06.000]  全部都是死屍
[00:14:06.000 --> 00:14:09.000]  可能疊到一座山那麼高
[00:14:09.000 --> 00:14:13.000]  是一個這樣的景象
[00:14:13.000 --> 00:14:15.000]  都很恐怖
[00:14:15.000 --> 00:14:17.000]  可能你會問
[00:14:17.000 --> 00:14:20.000]  為什麼神要大發雷霆呢?
[00:14:20.000 --> 00:14:24.000]  為什麼上帝要這麼嚴厲去懲罰他們呢?
[00:14:24.000 --> 00:14:26.000]  除了一開始提到
[00:14:26.000 --> 00:14:29.000]  耶路撒冷的祭司和領袖
[00:14:29.000 --> 00:14:32.000]  竟然帶頭在聖殿裡拜偶像之外
[00:14:32.000 --> 00:14:34.000]  在第九節
[00:14:34.000 --> 00:14:38.000]  我們也看到耶和華對以色列家和猶太家的評論
[00:14:38.000 --> 00:14:40.000]  經文這麼說
[00:14:40.000 --> 00:14:42.000]  這次請姐妹讀
[00:14:42.000 --> 00:14:58.000]  (字幕: 孫盛希)
[00:14:58.000 --> 00:15:01.000]  遍地都有流血的事
[00:15:01.000 --> 00:15:03.000]  和怨物
[00:15:03.000 --> 00:15:07.000]  所以他們不只是屬靈上的罪
[00:15:07.000 --> 00:15:09.000]  他們與人的關係
[00:15:09.000 --> 00:15:11.000]  都是犯罪
[00:15:11.000 --> 00:15:14.000]  做盡欺壓弱勢的事
[00:15:14.000 --> 00:15:16.000]  他們同時也認為
[00:15:16.000 --> 00:15:18.000]  耶和華已經離開這裡了
[00:15:18.000 --> 00:15:23.000]  耶和華一定不會去看見祂的所作所為
[00:15:23.000 --> 00:15:25.000]  既然上帝都離開了
[00:15:25.000 --> 00:15:27.000]  我們想怎樣都可以
[00:15:27.000 --> 00:15:28.000]  以前我們拜耶和華
[00:15:28.000 --> 00:15:29.000]  不就一樣打敗仗嗎?
[00:15:29.000 --> 00:15:31.000]  不如像以前那些皇宮拜偶像
[00:15:31.000 --> 00:15:33.000]  反而平平安安
[00:15:33.000 --> 00:15:35.000]  反正上帝都走了
[00:15:35.000 --> 00:15:37.000]  祂不會理我們了
[00:15:37.000 --> 00:15:39.000]  他們就是這樣想
[00:15:39.000 --> 00:15:41.000]  所以原來神的靈
[00:15:41.000 --> 00:15:43.000]  舉起以西傑在第八章
[00:15:43.000 --> 00:15:45.000]  帶領他重返耶路撒冷
[00:15:45.000 --> 00:15:47.000]  以神的眼光
[00:15:47.000 --> 00:15:49.000]  去見到耶路撒冷的領袖
[00:15:49.000 --> 00:15:51.000]  雖然經歷過第一次
[00:15:51.000 --> 00:15:55.000]  被巴比倫軍隊攻陷
[00:15:55.000 --> 00:16:00.000]  並且擄走皇帝皇后和社會上層的人
[00:16:00.000 --> 00:16:02.000]  但是剩下的人
[00:16:02.000 --> 00:16:05.000]  不僅沒有反省自己的罪
[00:16:05.000 --> 00:16:08.000]  反而是帶頭去拜偶像
[00:16:08.000 --> 00:16:11.000]  他們以為神看不見
[00:16:11.000 --> 00:16:13.000]  其實神什麼都看見
[00:16:13.000 --> 00:16:15.000]  而且帶領以西傑
[00:16:15.000 --> 00:16:18.000]  看得清清楚楚
[00:16:18.000 --> 00:16:19.000]  很無知
[00:16:19.000 --> 00:16:21.000]  他以為神不知道
[00:16:21.000 --> 00:16:23.000]  其實神什麼都知道
[00:16:23.000 --> 00:16:26.000]  當然你可以說他很現實
[00:16:26.000 --> 00:16:27.000]  神已經走了
[00:16:27.000 --> 00:16:28.000]  他看不見我們了
[00:16:28.000 --> 00:16:30.000]  不然我們怎樣打敗仗呢?
[00:16:30.000 --> 00:16:31.000]  是的
[00:16:31.000 --> 00:16:32.000]  打敗仗
[00:16:32.000 --> 00:16:33.000]  被擄
[00:16:33.000 --> 00:16:34.000]  是真的事實
[00:16:34.000 --> 00:16:37.000]  但是他們就錯誤地認為
[00:16:37.000 --> 00:16:38.000]  是神離開了
[00:16:38.000 --> 00:16:40.000]  所以我們打敗仗
[00:16:40.000 --> 00:16:42.000]  神不再看顧我們了
[00:16:42.000 --> 00:16:44.000]  神不會再聽我們祈禱
[00:16:44.000 --> 00:16:48.000]  我們何必再敬拜耶和華呢?
[00:16:48.000 --> 00:16:50.000]  所以
[00:16:50.000 --> 00:16:51.000]  其實是反過來的
[00:16:51.000 --> 00:16:53.000]  因果剛剛反過來
[00:16:53.000 --> 00:16:55.000]  是他們離開神在先
[00:16:55.000 --> 00:16:56.000]  他們沒有聽神的話
[00:16:56.000 --> 00:16:59.000]  他們才會被打敗仗
[00:16:59.000 --> 00:17:00.000]  被擄
[00:17:00.000 --> 00:17:01.000]  但是他們反過來
[00:17:01.000 --> 00:17:03.000]  去指控上帝
[00:17:03.000 --> 00:17:06.000]  說耶和華已經離棄了我們
[00:17:06.000 --> 00:17:09.000]  所以在第十節就說明
[00:17:09.000 --> 00:17:11.000]  我們請弟兄讀
[00:17:11.000 --> 00:17:14.000]  因此我的眼必不顧色
[00:17:14.000 --> 00:17:16.000]  也不可憐他們
[00:17:16.000 --> 00:17:19.000]  要照他們所做的
[00:17:19.000 --> 00:17:21.000]  報應在他們頭上
[00:17:21.000 --> 00:17:23.000]  所以上帝就是這樣
[00:17:23.000 --> 00:17:26.000]  好,那我就真的不看顧你了
[00:17:26.000 --> 00:17:28.000]  我就要照你所做的
[00:17:28.000 --> 00:17:30.000]  你最隱密的罪
[00:17:30.000 --> 00:17:31.000]  我都看見
[00:17:31.000 --> 00:17:32.000]  就照你所做的
[00:17:32.000 --> 00:17:33.000]  報應
[00:17:33.000 --> 00:17:36.000]  必不顧色,必不可憐
[00:17:36.000 --> 00:17:38.000]  要報應在你們頭上
[00:17:38.000 --> 00:17:43.000]  為一切受冤屈的人平反
[00:17:43.000 --> 00:17:45.000]  所以你可以想像一下
[00:17:45.000 --> 00:17:47.000]  剛才所說殺殺殺殺殺
[00:17:47.000 --> 00:17:50.000]  由長老開始殺殺殺
[00:17:50.000 --> 00:17:53.000]  整個聖殿都污穢了
[00:17:53.000 --> 00:17:55.000]  充滿死屍
[00:17:55.000 --> 00:17:58.000]  這個殺戮的儀仗
[00:17:58.000 --> 00:18:00.000]  很恐怖
[00:18:00.000 --> 00:18:01.000]  再說一次
[00:18:01.000 --> 00:18:03.000]  這是一個儀仗
[00:18:03.000 --> 00:18:05.000]  不是真的事情
[00:18:05.000 --> 00:18:07.000]  以西傑看見的是一個儀仗
[00:18:07.000 --> 00:18:09.000]  還沒有發生
[00:18:09.000 --> 00:18:11.000]  不是真的在他眼前
[00:18:11.000 --> 00:18:13.000]  那些人就殺殺殺殺死
[00:18:13.000 --> 00:18:15.000]  這個儀仗所指向的
[00:18:15.000 --> 00:18:18.000]  就是巴比倫將會在主前586年
[00:18:18.000 --> 00:18:21.000]  第二次攻陷耶路撒冷
[00:18:21.000 --> 00:18:23.000]  而且大肆殺戮
[00:18:23.000 --> 00:18:25.000]  是將會發生的事
[00:18:25.000 --> 00:18:27.000]  所以
[00:18:27.000 --> 00:18:30.000]  人在做,神在看
[00:18:30.000 --> 00:18:34.000]  而且看得清清楚楚
[00:18:34.000 --> 00:18:36.000]  哪一個行惡
[00:18:36.000 --> 00:18:38.000]  哪一個受冤屈
[00:18:38.000 --> 00:18:40.000]  其實神都知道
[00:18:40.000 --> 00:18:43.000]  而且神也會報應
[00:18:43.000 --> 00:18:45.000]  因為如此聖潔公義
[00:18:45.000 --> 00:18:47.000]  興萬不得的神
[00:18:47.000 --> 00:18:50.000]  就是我們所敬拜的神
[00:18:50.000 --> 00:18:52.000]  對人來說
[00:18:52.000 --> 00:18:55.000]  其實又有什麼盼望呢
[00:18:55.000 --> 00:18:57.000]  對犯罪的人來說
[00:18:57.000 --> 00:18:59.000]  真是一個絕望
[00:18:59.000 --> 00:19:01.000]  因為神會報應他們
[00:19:01.000 --> 00:19:04.000]  但反過來,如果你是受冤屈的人
[00:19:04.000 --> 00:19:06.000]  你就有盼望
[00:19:06.000 --> 00:19:10.000]  你的盼望就是神會有一天為你平反
[00:19:10.000 --> 00:19:13.000]  所以,弟兄姊妹
[00:19:13.000 --> 00:19:16.000]  有沒有受過什麼冤屈?
[00:19:16.000 --> 00:19:18.000]  明明沒有做過
[00:19:18.000 --> 00:19:20.000]  有人就說是你做了
[00:19:20.000 --> 00:19:23.000]  明明沒有說過,就說是你說了
[00:19:23.000 --> 00:19:26.000]  明明是一,就說到十了
[00:19:26.000 --> 00:19:28.000]  諸如此類
[00:19:28.000 --> 00:19:33.000]  是近期的事,還是很久之前的事呢?
[00:19:33.000 --> 00:19:37.000]  如果有,你信不信得過
[00:19:37.000 --> 00:19:40.000]  神看見,神知道
[00:19:40.000 --> 00:19:42.000]  而且有朝一日
[00:19:42.000 --> 00:19:45.000]  神會施行公義的報應
[00:19:45.000 --> 00:19:47.000]  為你平反
