
[00:00:00.000 --> 00:00:06.000]  各位弟兄姊妹 新年快樂
[00:03:00.000 --> 00:03:05.000]  我們先請弟兄讀十九節 接著請姐妹
[00:03:05.000 --> 00:03:07.000]  我們請弟兄先讀
[00:03:07.000 --> 00:03:12.000]  然而神堅固的根基 合立不移
[00:03:12.000 --> 00:03:18.000]  上面有者印記說主認得他自己的人
[00:03:18.000 --> 00:03:25.000]  又說凡稱呼主名的人總要離開不移
[00:03:25.000 --> 00:03:38.000]  (教育)
[00:03:38.000 --> 00:03:43.000]  人若自潔 出來悲戰的時
[00:03:43.000 --> 00:03:46.000]  必成為貴重的器皿
[00:03:46.000 --> 00:03:49.000]  成為聖潔 合乎主用
[00:03:49.000 --> 00:03:53.000]  預備行各樣的善事
[00:03:53.000 --> 00:04:05.000]  (教育)
[00:04:05.000 --> 00:04:09.000]  讓我們一起低頭同心祈禱
[00:04:09.000 --> 00:04:15.000]  親愛的上帝我們恭敬將今晚的正道時間都交上
[00:04:15.000 --> 00:04:17.000]  求祢與我們眾人同在
[00:04:17.000 --> 00:04:19.000]  求聖靈帶領我們
[00:04:19.000 --> 00:04:22.000]  幫我們明白經文的意思
[00:04:22.000 --> 00:04:25.000]  也教導我們如何應用出來
[00:04:25.000 --> 00:04:28.000]  我們祈禱交託奉主耶穌基督的聖名
[00:04:28.000 --> 00:04:31.000]  阿門
[00:04:31.000 --> 00:04:37.000]  我首先介紹一下這段經文的背景
[00:04:37.000 --> 00:04:41.000]  提摩太前書和後書
[00:04:41.000 --> 00:04:48.000]  都是保羅寫給屬靈的兒子提摩太的個人書信
[00:04:48.000 --> 00:04:51.000]  不是寫給教會 是寫給個人
[00:04:51.000 --> 00:04:56.000]  提摩太和保羅有甚麼關係呢
[00:04:56.000 --> 00:05:01.000]  剛才也提過提摩太是保羅屬靈的兒子
[00:05:01.000 --> 00:05:06.000]  當保羅在他第一次旅行傳道時
[00:05:06.000 --> 00:05:09.000]  他帶領了信耶穌
[00:05:09.000 --> 00:05:12.000]  在保羅第二次旅行時
[00:05:12.000 --> 00:05:15.000]  他呼召了提摩太
[00:05:15.000 --> 00:05:18.000]  和他一起去旅行報道
[00:05:18.000 --> 00:05:22.000]  成為了他的得力助手
[00:05:22.000 --> 00:05:28.000]  提摩太前書是保羅在他第一次收監釋放後
[00:05:28.000 --> 00:05:30.000]  寫給提摩太的
[00:05:30.000 --> 00:05:34.000]  提摩太前書是保羅教導提摩太
[00:05:34.000 --> 00:05:37.000]  如何去牧養異窟所的教會
[00:05:37.000 --> 00:05:43.000]  提摩太後書是保羅在他第二次收監時
[00:05:43.000 --> 00:05:45.000]  寫給提摩太的書信
[00:05:45.000 --> 00:05:50.000]  在這個時間 保羅即將要殉道
[00:05:50.000 --> 00:05:52.000]  所以他寫的這封信
[00:05:52.000 --> 00:05:55.000]  其實是保羅最後的一封信
[00:05:55.000 --> 00:05:58.000]  他寫給提摩太
[00:05:58.000 --> 00:06:02.000]  給他最後的教導和祝福
[00:06:02.000 --> 00:06:07.000]  吩咐他要忠於主所託的使命
[00:06:07.000 --> 00:06:11.000]  竭力地將福音繼續傳承下去
[00:06:11.000 --> 00:06:14.000]  在提摩太後書的第二章裏
[00:06:14.000 --> 00:06:17.000]  即是我們所讀的經文章裏
[00:06:17.000 --> 00:06:20.000]  保羅祝福提摩太
[00:06:20.000 --> 00:06:23.000]  要和他一起同受苦難
[00:06:23.000 --> 00:06:29.000]  和要作蒙主喜悅的終生僕人
[00:06:29.000 --> 00:06:35.000]  我們看回二章第十九節
[00:06:35.000 --> 00:06:39.000]  二章十九節的上半節提到
[00:06:39.000 --> 00:06:43.000]  「神堅固的根基立住了」
[00:06:43.000 --> 00:06:48.000]  甚麼是神的根基呢?
[00:06:48.000 --> 00:06:50.000]  它的意思是甚麼呢?
[00:06:50.000 --> 00:06:52.000]  在文字上的意思是
[00:06:52.000 --> 00:06:58.000]  這個根基是一個建築物的地基
[00:06:58.000 --> 00:07:03.000]  很多時候描述地基的時間
[00:07:03.000 --> 00:07:06.000]  其實都是代表整個建築物
[00:07:06.000 --> 00:07:11.000]  這個神的根基文字上的意思是
[00:07:11.000 --> 00:07:13.000]  這個根基是屬於神的
[00:07:13.000 --> 00:07:21.000]  又或者這個根基是神所立的
[00:07:21.000 --> 00:07:24.000]  屬於神的根基又或者神所立的根基
[00:07:24.000 --> 00:07:26.000]  到底是指甚麼呢?
[00:07:26.000 --> 00:07:31.000]  根據提摩太前書的三章十五節的用法
[00:07:31.000 --> 00:07:37.000]  這裡所指的神的根基其實是指教會
[00:07:37.000 --> 00:07:41.000]  又或者是神的子民
[00:07:41.000 --> 00:07:49.000]  今日用詞「堅固」的意思是堅強有力
[00:07:49.000 --> 00:07:51.000]  亦都很扎實
[00:07:51.000 --> 00:07:54.000]  最近我們都知道有些屋苑
[00:07:54.000 --> 00:07:58.000]  牆的力量運營得不夠強
[00:07:58.000 --> 00:08:00.000]  不夠扎實
[00:08:00.000 --> 00:08:05.000]  但這個神的根基是很扎實、很堅固的
[00:08:05.000 --> 00:08:08.000]  另外這個動詞「立住」的意思
[00:08:08.000 --> 00:08:14.000]  是安放穩妥的意思
[00:08:14.000 --> 00:08:20.000]  它的新修訂本是「合立不移」
[00:08:20.000 --> 00:08:24.000]  新修訂本是合立不移
[00:08:24.000 --> 00:08:26.000]  即是不會移動
[00:08:26.000 --> 00:08:29.000]  整句話的意思是甚麼呢?
[00:08:29.000 --> 00:08:31.000]  就是神的根基
[00:08:31.000 --> 00:08:34.000]  即是神的教會是神所立的
[00:08:34.000 --> 00:08:36.000]  它是很堅固、很扎實的
[00:08:36.000 --> 00:08:40.000]  神已經將這個根基安放穩妥
[00:08:40.000 --> 00:08:43.000]  因此它是不會搖動的
[00:08:43.000 --> 00:08:45.000]  教會是不會搖動的
[00:08:45.000 --> 00:08:49.000]  為甚麼本來要講這句說話呢?
[00:08:49.000 --> 00:08:52.000]  其實這句說話是要回應
[00:08:52.000 --> 00:08:58.000]  前文當時教會所面對的處境
[00:08:58.000 --> 00:09:01.000]  當時教會有些假教師
[00:09:01.000 --> 00:09:04.000]  講一些假的教訓
[00:09:04.000 --> 00:09:08.000]  說沒有身體的復活
[00:09:08.000 --> 00:09:11.000]  即將來不會有身體的復活
[00:09:11.000 --> 00:09:13.000]  有的復活是甚麼呢?
[00:09:13.000 --> 00:09:15.000]  只是靈性上的復活
[00:09:15.000 --> 00:09:18.000]  因為他們的言論時間
[00:09:18.000 --> 00:09:20.000]  影響了一些人的信心
[00:09:20.000 --> 00:09:22.000]  亦影響了一些人
[00:09:22.000 --> 00:09:25.000]  做了一些縱慾主義的行為
[00:09:25.000 --> 00:09:28.000]  或者禁慾主義的行為
[00:09:28.000 --> 00:09:32.000]  這些都是不為神所喜悅的
[00:09:32.000 --> 00:09:37.000]  保羅透過這句說話
[00:09:37.000 --> 00:09:40.000]  想告訴提波大人
[00:09:40.000 --> 00:09:45.000]  教會雖然會面對一些假教師
[00:09:45.000 --> 00:09:48.000]  他一些假教訓的攻擊
[00:09:48.000 --> 00:09:50.000]  但教會是神所立的
[00:09:50.000 --> 00:09:52.000]  教會會保守
[00:09:52.000 --> 00:09:54.000]  教會很堅固
[00:09:54.000 --> 00:09:56.000]  以至雖然有攻擊
[00:09:56.000 --> 00:09:59.000]  亦有破壞的情況出現
[00:09:59.000 --> 00:10:02.000]  但最終教會都不會動搖
[00:10:02.000 --> 00:10:05.000]  或者不會受到破壞
[00:10:05.000 --> 00:10:09.000]  在第十九節的經文
[00:10:09.000 --> 00:10:14.000]  亦提到根基上有一個印記
[00:10:14.000 --> 00:10:18.000]  在古代的建築物的根基上
[00:10:18.000 --> 00:10:20.000]  是有一些印記
[00:10:20.000 --> 00:10:23.000]  這個印記有一個作用
[00:10:23.000 --> 00:10:28.000]  一個作用是證明建築物
[00:10:28.000 --> 00:10:30.000]  是屬於哪一個主人的
[00:10:30.000 --> 00:10:32.000]  另一方面
[00:10:32.000 --> 00:10:36.000]  印記裏面有些文字標出
[00:10:36.000 --> 00:10:42.000]  這個主人建造的建築物
[00:10:42.000 --> 00:10:44.000]  會有甚麼用途
[00:10:44.000 --> 00:10:48.000]  在這裏保羅提到
[00:10:48.000 --> 00:10:51.000]  有另外一些用處
[00:10:51.000 --> 00:10:54.000]  有些文字標示出來
[00:10:54.000 --> 00:10:56.000]  這些文字是甚麼呢
[00:10:56.000 --> 00:11:03.000]  刻上了「主認得他自己的人」
[00:11:03.000 --> 00:11:08.000]  即是主認識屬於他自己的人
[00:11:08.000 --> 00:11:14.000]  亦認識到哪些人才是真正的門徒
[00:11:14.000 --> 00:11:18.000]  這正好是把假教師
[00:11:18.000 --> 00:11:20.000]  或者假信徒
[00:11:20.000 --> 00:11:23.000]  與真正的信徒分別出來
[00:11:23.000 --> 00:11:24.000]  主認得的
[00:11:24.000 --> 00:11:26.000]  無論那些人怎樣說
[00:11:26.000 --> 00:11:28.000]  他說到自己的說話很對
[00:11:28.000 --> 00:11:33.000]  但最終主能夠分辨到
[00:11:33.000 --> 00:11:35.000]  哪一個才是真正的門徒
[00:11:35.000 --> 00:11:37.000]  是屬於他自己的人
[00:11:37.000 --> 00:11:39.000]  在這個根基上
[00:11:39.000 --> 00:11:44.000]  除了刻上了「主認得他自己的人」之外
[00:11:44.000 --> 00:11:47.000]  亦刻上了一個文字
[00:11:47.000 --> 00:11:48.000]  是甚麼呢
[00:11:48.000 --> 00:11:51.000]  就是「凡稱呼主名的人
[00:11:51.000 --> 00:11:54.000]  總要離開不易」
[00:11:54.000 --> 00:11:58.000]  「凡稱呼主名的人」的意思
[00:11:58.000 --> 00:12:02.000]  就是那些自稱為主門徒的人
[00:12:02.000 --> 00:12:09.000]  包括了那些真正的門徒
[00:12:09.000 --> 00:12:11.000]  亦可能那些假門徒
[00:12:11.000 --> 00:12:14.000]  不過他們自稱是真門徒
[00:12:14.000 --> 00:12:16.000]  這些人
[00:12:16.000 --> 00:12:23.000]  保羅勸他們要離開不易
[00:12:23.000 --> 00:12:26.000]  離開的意思就是站開的意思
[00:12:26.000 --> 00:12:27.000]  或者站開的意思
[00:12:27.000 --> 00:12:30.000]  亦有引申為避開的意思
[00:12:30.000 --> 00:12:32.000]  避開甚麼呢
[00:12:32.000 --> 00:12:34.000]  就是避開一些不義的事
[00:12:34.000 --> 00:12:36.000]  甚麼是不義的事呢
[00:12:36.000 --> 00:12:38.000]  不義的事就是指
[00:12:38.000 --> 00:12:43.000]  那些違反真理的言論和行為
[00:12:43.000 --> 00:12:48.000]  這些就是假教師的教訓和他們的行為
[00:12:48.000 --> 00:12:50.000]  整句話就是
[00:12:50.000 --> 00:12:53.000]  「凡自稱是主門徒的人
[00:12:53.000 --> 00:12:56.000]  他都應該有一個很明顯的表現」
[00:12:56.000 --> 00:12:57.000]  是甚麼呢
[00:12:57.000 --> 00:13:04.000]  就是他會刻意避開那些違反真理的言論和行為
[00:13:04.000 --> 00:13:09.000]  我做一個簡單的說明例子
[00:13:09.000 --> 00:13:11.000]  就是如果我們知道
[00:13:11.000 --> 00:13:16.000]  或者有些人被檢測到
[00:13:16.000 --> 00:13:23.000]  他染有新冠病毒的感染者
[00:13:23.000 --> 00:13:24.000]  他是一個確診者
[00:13:24.000 --> 00:13:29.000]  我們就會將他隔離
[00:13:29.000 --> 00:13:31.000]  以免自己受到感染
[00:13:31.000 --> 00:13:35.000]  所以在提摩泰的教會裏面
[00:13:35.000 --> 00:13:38.000]  即使有假教師
[00:13:38.000 --> 00:13:40.000]  亦有假門徒
[00:13:40.000 --> 00:13:43.000]  但我們怎樣去分辨他呢
[00:13:43.000 --> 00:13:48.000]  新冠病毒我們就用一些試劑
[00:13:48.000 --> 00:13:51.000]  對於一些假門徒我們怎樣分辨他出來呢
[00:13:51.000 --> 00:13:59.000]  就是觀察他們有沒有做一些不義的事情
[00:13:59.000 --> 00:14:03.000]  以至於我們就能夠分辨到
[00:14:03.000 --> 00:14:06.000]  哪些是假教師和哪些是假信徒
[00:14:06.000 --> 00:14:08.000]  另外一方面
[00:14:08.000 --> 00:14:12.000]  如果那些自以為是真門徒
[00:14:12.000 --> 00:14:15.000]  但其實他跟了那些假言論
[00:14:15.000 --> 00:14:19.000]  他亦要反省一下自己有沒有離開那些不義的事
[00:14:19.000 --> 00:14:21.000]  如果有的話
[00:14:21.000 --> 00:14:26.000]  其實就提醒他自己的認識是錯誤的
[00:14:26.000 --> 00:14:28.000]  他要快點回轉
[00:14:28.000 --> 00:14:33.000]  對於保羅的教導
[00:14:33.000 --> 00:14:34.000]  其實亦提醒我們
[00:14:34.000 --> 00:14:36.000]  我們作為基督徒
[00:14:36.000 --> 00:14:38.000]  或者是主的門徒的時候
[00:14:38.000 --> 00:14:40.000]  我們時時都要反省
[00:14:40.000 --> 00:14:44.000]  我們的思想
[00:14:44.000 --> 00:14:46.000]  或者我們的言論
[00:14:46.000 --> 00:14:50.000]  或者我們的行為有沒有不合乎神的真理
[00:14:50.000 --> 00:14:54.000]  接著我們看下去第20節
[00:14:54.000 --> 00:14:57.000]  第20節那裏就使徒保羅
[00:14:57.000 --> 00:15:03.000]  因為19節那裏提到要離開不義的事
[00:15:03.000 --> 00:15:10.000]  所以保羅就繼續要講出離開不義的事的重要性
[00:15:10.000 --> 00:15:12.000]  他就用了一個比喻
[00:15:12.000 --> 00:15:18.000]  這個比喻就講到有一個大戶人家的器皿
[00:15:18.000 --> 00:15:20.000]  來說明一個重要的道理
[00:15:20.000 --> 00:15:24.000]  大戶人家的文字
[00:15:24.000 --> 00:15:28.000]  原來的文字其實就是一間大屋的意思
[00:15:28.000 --> 00:15:29.000]  一間大屋
[00:15:29.000 --> 00:15:34.000]  但我們會留意到這間大屋裏面描述了很多器皿
[00:15:34.000 --> 00:15:38.000]  其實那些器皿的意思就是
[00:15:38.000 --> 00:15:43.000]  承載一些物件的器皿
[00:15:43.000 --> 00:15:45.000]  也可以是一些器具
[00:15:45.000 --> 00:15:49.000]  這間大屋有很多的器皿或者器具
[00:15:49.000 --> 00:15:54.000]  亦都有金和銀的器具
[00:15:54.000 --> 00:15:59.000]  所以這間大屋應該是一個有錢人的大屋
[00:15:59.000 --> 00:16:01.000]  有錢人的大屋
[00:16:01.000 --> 00:16:05.000]  用中文來形容大戶人家
[00:16:05.000 --> 00:16:07.000]  我覺得中文也翻譯得很好
[00:16:07.000 --> 00:16:08.000]  大戶也是大屋
[00:16:08.000 --> 00:16:10.000]  同時也是有錢的意思
[00:16:10.000 --> 00:16:13.000]  所以中文翻譯得很貼切
[00:16:13.000 --> 00:16:19.000]  對於這些屋裏面有很多的器皿
[00:16:19.000 --> 00:16:24.000]  但我們看到保羅沒有仔細去分清楚
[00:16:24.000 --> 00:16:29.000]  哪一個器皿或者器具有甚麼特殊的用途
[00:16:29.000 --> 00:16:33.000]  他只是大略地分成兩類
[00:16:33.000 --> 00:16:35.000]  哪兩類呢
[00:16:35.000 --> 00:16:41.000]  第一類就是貴重的器皿
[00:16:41.000 --> 00:16:45.000]  第二類就是較為貴重的
[00:16:45.000 --> 00:16:49.000]  稱為卑賤的器皿
[00:16:49.000 --> 00:16:53.000]  貴重的器皿包括金器和銀器
[00:16:53.000 --> 00:16:57.000]  不是戴在手上的裝飾
[00:16:57.000 --> 00:17:01.000]  而是用得著的器皿或者器具
[00:17:01.000 --> 00:17:04.000]  而甚麼是屬於卑賤的器皿呢
[00:17:04.000 --> 00:17:09.000]  就是木器和瓦器
[00:17:09.000 --> 00:17:12.000]  這裏舉出了兩種東西
[00:17:12.000 --> 00:17:15.000]  貴重的意思是甚麼呢
[00:17:15.000 --> 00:17:17.000]  貴重的意思是尊貴
[00:17:17.000 --> 00:17:19.000]  或者是有價值
[00:17:19.000 --> 00:17:22.000]  或者是有體面的
[00:17:22.000 --> 00:17:27.000]  所以就像一個主人設擺筵席的時間
[00:17:27.000 --> 00:17:32.000]  他會拿一些金器、銀器的杯子或者其他器皿
[00:17:32.000 --> 00:17:34.000]  出來是較為有體面
[00:17:34.000 --> 00:17:37.000]  因為它是有價值和較尊貴
[00:17:37.000 --> 00:17:42.000]  而那些卑賤的器具
[00:17:42.000 --> 00:17:44.000]  卑賤的意思是甚麼呢
[00:17:44.000 --> 00:17:46.000]  就剛剛和尊貴相反
[00:17:46.000 --> 00:17:48.000]  就是沒有那麼尊貴
[00:17:48.000 --> 00:17:50.000]  不是太有價值
[00:17:50.000 --> 00:17:53.000]  或者是沒有那麼有體面
[00:17:53.000 --> 00:17:55.000]  這裏所說的木器
[00:17:55.000 --> 00:18:00.000]  不是像我們想像當中的那些很矜貴的木材
[00:18:00.000 --> 00:18:04.000]  這裏所說的木器其實是像一般木材
[00:18:04.000 --> 00:18:07.000]  或者甚至是那些很粗糙的木材
[00:18:07.000 --> 00:18:10.000]  拿來做一些器具
[00:18:10.000 --> 00:18:13.000]  或者做一些器皿
[00:18:13.000 --> 00:18:17.000]  所以它的價值不是很高
[00:18:17.000 --> 00:18:19.000]  而且會比較粗用
[00:18:19.000 --> 00:18:23.000]  而瓦器就只是用一般的陶泥
[00:18:23.000 --> 00:18:27.000]  所燒成一些器皿或者器具
[00:18:27.000 --> 00:18:30.000]  這些器具的價值也不是很高
[00:18:30.000 --> 00:18:33.000]  不是像我們中國人用的那些很漂亮的瓷器
[00:18:33.000 --> 00:18:34.000]  不是那一類
[00:18:34.000 --> 00:18:37.000]  是普通的陶器
[00:18:37.000 --> 00:18:43.000]  這些木器或者瓦器
[00:18:43.000 --> 00:18:47.000]  其實是很容易磨損和很容易碎
[00:18:47.000 --> 00:18:52.000]  只是會用在日常生活的一般方面的用途
[00:18:52.000 --> 00:18:59.000]  接著我們再看一看第21節
[00:18:59.000 --> 00:19:04.000]  第21節就去解釋第20節的比喻
[00:19:04.000 --> 00:19:10.000]  保羅期望信徒成為
[00:19:10.000 --> 00:19:16.000]  合乎神使用的貴重器皿
[00:19:16.000 --> 00:19:23.000]  人怎樣才能成為合乎神使用的貴重器皿呢?
[00:19:23.000 --> 00:19:27.000]  保羅告訴提摩太太
[00:19:27.000 --> 00:19:30.000]  唯一的途徑就是
[00:19:30.000 --> 00:19:34.000]  要人若自竭脫離悲戰的時
[00:19:34.000 --> 00:19:37.000]  他就能夠成為貴重器皿
[00:19:37.000 --> 00:19:40.000]  要自竭脫離悲戰的時
[00:19:40.000 --> 00:19:42.000]  甚麼是自竭呢?
[00:19:42.000 --> 00:19:46.000]  自竭的意思就是竭盡自己的意思
[00:19:46.000 --> 00:19:49.000]  而如何竭盡自己呢?
[00:19:49.000 --> 00:19:52.000]  方法就是脫離悲戰的時
[00:19:52.000 --> 00:19:54.000]  我們就想想
[00:19:54.000 --> 00:19:57.000]  甚麼是悲戰的時呢?
[00:19:57.000 --> 00:20:02.000]  原來文字上沒有悲戰的時
[00:20:02.000 --> 00:20:07.000]  文字上寫的是脫離這些時
[00:20:07.000 --> 00:20:09.000]  或者那些時
[00:20:09.000 --> 00:20:11.000]  那些時是甚麼呢?
[00:20:11.000 --> 00:20:14.000]  就是第19節提到的不義的時
[00:20:14.000 --> 00:20:19.000]  就是不合神真理的言論或行為
[00:20:19.000 --> 00:20:27.000]  保羅說人若脫離不義
[00:20:27.000 --> 00:20:30.000]  那些人會怎樣呢?
[00:20:30.000 --> 00:20:34.000]  他們就會升級
[00:20:34.000 --> 00:20:38.000]  變成神貴重的器皿
[00:20:38.000 --> 00:20:41.000]  即是本質上都會變了
[00:20:41.000 --> 00:20:46.000]  當他不做脫離不義的事情時
[00:20:46.000 --> 00:20:51.000]  他就會由木器、瓦器變成金器、銀器、貴重器皿
[00:20:51.000 --> 00:20:53.000]  所以我們想的時
[00:20:53.000 --> 00:20:56.000]  不可以把比喻想得太複雜
[00:20:56.000 --> 00:20:58.000]  簡單來說
[00:20:58.000 --> 00:21:02.000]  當你願意潔淨自己
[00:21:02.000 --> 00:21:05.000]  不做不義的事情時
[00:21:05.000 --> 00:21:09.000]  你就能由一個沒有價值的器皿
[00:21:09.000 --> 00:21:10.000]  即是器具
[00:21:10.000 --> 00:21:16.000]  馬上變成高級一點的貴重器皿
[00:21:16.000 --> 00:21:19.000]  這個比喻我們要簡單一點
[00:21:19.000 --> 00:21:20.000]  不要想得太複雜
[00:21:20.000 --> 00:21:23.000]  不要想木器洗乾淨都可以用
[00:21:23.000 --> 00:21:25.000]  其實比喻是簡單
[00:21:25.000 --> 00:21:32.000]  只是分成貴重和沒那麼貴重的器皿比喻
[00:21:32.000 --> 00:21:46.000]  這個潔淨了的器皿
[00:21:46.000 --> 00:21:48.000]  就成為貴重的器皿
[00:21:48.000 --> 00:21:53.000]  它可以成為聖潔
[00:21:53.000 --> 00:21:56.000]  亦可以合乎主用
[00:21:56.000 --> 00:22:02.000]  亦可以預備好行各樣的善事或善功
[00:22:02.000 --> 00:22:04.000]  甚麼是成為聖潔呢?
[00:22:04.000 --> 00:22:09.000]  意思是分別出來歸給神
[00:22:09.000 --> 00:22:14.000]  即是這些器皿潔淨了
[00:22:14.000 --> 00:22:23.000]  就可以分別出來歸給神使用
[00:22:23.000 --> 00:22:25.000]  合乎主用的意思是
[00:22:25.000 --> 00:22:28.000]  它潔淨後
[00:22:28.000 --> 00:22:32.000]  對主有用處
[00:22:32.000 --> 00:22:35.000]  主可以用得著的意思
[00:22:35.000 --> 00:22:38.000]  預備行各樣的善事
[00:22:38.000 --> 00:22:40.000]  即是它是預備好的
[00:22:40.000 --> 00:22:42.000]  這是完成式
[00:22:42.000 --> 00:22:51.000]  意思是可以讓主人做一些他想用的地方
[00:22:51.000 --> 00:22:55.000]  信徒來說
[00:22:55.000 --> 00:22:57.000]  當他潔淨了自己後
[00:22:57.000 --> 00:23:03.000]  他已經預備好自己做神的美好工作
[00:23:03.000 --> 00:23:05.000]  或叫做善功
[00:23:05.000 --> 00:23:09.000]  我用一個生活的例子跟大家說明
[00:23:09.000 --> 00:23:13.000]  就好像我們去飲茶
[00:23:13.000 --> 00:23:17.000]  不知道大家有沒有人不去飲茶
[00:23:17.000 --> 00:23:19.000]  沒有人不去飲茶
[00:23:19.000 --> 00:23:21.000]  你去飲茶的時候
[00:23:21.000 --> 00:23:26.000]  我們都會去到桌上
[00:23:26.000 --> 00:23:29.000]  都會有一些碗筷
[00:23:29.000 --> 00:23:34.000]  那些碗筷是未洗乾淨的
[00:23:34.000 --> 00:23:37.000]  你會不會即時用它?
[00:23:37.000 --> 00:23:39.000]  有沒有人會即時用?
[00:23:39.000 --> 00:23:41.000]  應該是沒有的
[00:23:41.000 --> 00:23:49.000]  大部分人都會用熱水或茶去洗乾淨
[00:23:49.000 --> 00:23:51.000]  洗乾淨之後
[00:23:51.000 --> 00:23:57.000]  我們才會用它來做飲食
[00:23:57.000 --> 00:24:01.000]  同樣我們要去侍奉神的時候
[00:24:01.000 --> 00:24:04.000]  我們都需要先去潔淨自己
[00:24:04.000 --> 00:24:05.000]  離開罪惡
[00:24:05.000 --> 00:24:09.000]  這樣我們才可以給主使用
[00:24:09.000 --> 00:24:13.000]  才可以主用我們在美善的工作上
[00:24:13.000 --> 00:24:15.000]  在事工方面
[00:24:15.000 --> 00:24:22.000]  接著我們又看下第22節
[00:24:22.000 --> 00:24:28.000]  我們怎樣去實踐字節呢?
[00:24:28.000 --> 00:24:31.000]  以致能夠成為貴重器皿
[00:24:31.000 --> 00:24:35.000]  保羅進一步提出了兩個吩咐
[00:24:35.000 --> 00:24:40.000]  這兩個吩咐都關乎一個行動
[00:24:40.000 --> 00:24:45.000]  第一個吩咐是在消極方面的行動
[00:24:45.000 --> 00:24:50.000]  就是吩咐提摩太
[00:24:50.000 --> 00:24:55.000]  要逃避少年的私慾
[00:24:55.000 --> 00:24:57.000]  私慾的意思是甚麼呢?
[00:24:57.000 --> 00:25:02.000]  私慾在聖經來說的字是慾望的意思
[00:25:02.000 --> 00:25:07.000]  一般來說在新約的用法都是帶有負面的意思
[00:25:07.000 --> 00:25:14.000]  例如對一些事物有過度的慾望或貪婪
[00:25:14.000 --> 00:25:20.000]  例如對性、金錢或權力方面
[00:25:20.000 --> 00:25:24.000]  都有強度的慾望或貪婪
[00:25:24.000 --> 00:25:26.000]  這些就是私慾
[00:25:26.000 --> 00:25:29.000]  稱為年輕人
[00:25:29.000 --> 00:25:32.000]  在和學本就叫少年人
[00:25:32.000 --> 00:25:35.000]  意思都是年輕人或年輕人的意思
[00:25:35.000 --> 00:25:41.000]  為甚麼將私慾和年輕人放在一起呢?
[00:25:41.000 --> 00:25:46.000]  其實慾望不只是青年人才有的
[00:25:46.000 --> 00:25:48.000]  其實很多成年人都有的
[00:25:48.000 --> 00:25:55.000]  只不過年輕人較一般的成年人有強烈的慾望
[00:25:55.000 --> 00:26:00.000]  而且他們較難去節制那些慾望
[00:26:00.000 --> 00:26:05.000]  因此保羅在這裡就用了一個
[00:26:05.000 --> 00:26:14.000]  年輕人在私慾上的特徵去說明的意思
[00:26:14.000 --> 00:26:21.000]  因此保羅說要逃避年輕人的私慾的意思是甚麼呢?
[00:26:21.000 --> 00:26:30.000]  就是信徒要逃避或節制個人會有的強烈慾望或貪婪
[00:26:30.000 --> 00:26:41.000]  保羅在第一個吩咐之後就給了第二個吩咐
[00:26:41.000 --> 00:26:49.000]  在積極方面吩咐提摩太在四方面去追求
[00:26:49.000 --> 00:26:52.000]  這四種美德
[00:26:52.000 --> 00:26:59.000]  包括了公義、信德、仁愛和和平
[00:26:59.000 --> 00:27:05.000]  保羅提出這四種美德
