
[00:00:00.000 --> 00:00:12.000]  是極大的喜樂能夠和你們一起
[00:12:32.000 --> 00:12:34.000]  有不同的意見是很正常的
[00:12:34.000 --> 00:12:42.000]  但千萬不要在你的子女面前侮辱你的配偶
[00:12:42.000 --> 00:12:45.000]  所以等待合適的時間
[00:12:45.000 --> 00:12:47.000]  第二點
[00:12:49.000 --> 00:12:51.000]  千萬不要用傷害性的說話
[00:12:51.000 --> 00:13:01.000]  其實在現代人的高潮的時候
[00:13:01.000 --> 00:13:06.000]  你看到社交媒體
[00:13:06.000 --> 00:13:10.000]  人們很生氣
[00:13:17.000 --> 00:13:19.000]  我不知道你們這裡的議會怎麼樣
[00:13:19.000 --> 00:13:22.000]  但在斯里蘭卡人們會用咒罵的言語
[00:13:22.000 --> 00:13:23.000]  互相的謾罵
[00:13:23.000 --> 00:13:29.000]  傷害的言語是不應該在家裡用的
[00:13:29.000 --> 00:13:35.000]  而很多小朋友
[00:13:35.000 --> 00:13:37.000]  還有終生的都受苦受害
[00:13:37.000 --> 00:13:40.000]  因為他爸爸媽媽曾經用過一些傷害性的言語
[00:13:48.000 --> 00:13:50.000]  當人們犯錯的時候
[00:13:50.000 --> 00:13:52.000]  就算在路上開車
[00:13:52.000 --> 00:13:55.000]  人們都會隨便用這些傷害性的說話
[00:13:55.000 --> 00:13:58.000]  又可以發生在教會裡
[00:13:58.000 --> 00:14:07.000]  我們很容易用言語傷害了對方
[00:14:07.000 --> 00:14:12.000]  詩篇141 第三節這樣說
[00:14:15.000 --> 00:14:17.000]  他說 求你禁止我的口
[00:14:17.000 --> 00:14:21.000]  把守我的嘴
[00:14:21.000 --> 00:14:26.000]  詩人是這樣說
[00:14:26.000 --> 00:14:29.000]  我需要一個守衛
[00:14:29.000 --> 00:14:34.000]  有一個守衛守住我的嘴唇
[00:14:34.000 --> 00:14:42.000]  看守衛的責任就是
[00:14:42.000 --> 00:14:44.000]  守護人們不要亂闖進來
[00:14:46.000 --> 00:14:48.000]  但這個守衛就在嘴唇上說
[00:14:48.000 --> 00:14:49.000]  不要這樣說
[00:14:49.000 --> 00:14:57.000]  我們真的需要謹慎
[00:14:57.000 --> 00:15:00.000]  用我們的言語的時候
[00:15:00.000 --> 00:15:12.000]  我要服侍一些要寬恕的父母親
[00:15:15.000 --> 00:15:17.000]  但當小孩都已經變成成人的時候
[00:15:17.000 --> 00:15:24.000]  他們還記得
[00:15:24.000 --> 00:15:27.000]  他們父親曾經對他們說過一些傷害的說話
[00:15:27.000 --> 00:15:31.000]  所以我們可能需要一些幫助
[00:15:31.000 --> 00:15:42.000]  聖經說 妻子要尊重她的丈夫
[00:15:46.000 --> 00:15:51.000]  但小孩在家裡看到媽媽罵老公
[00:15:51.000 --> 00:15:54.000]  對他們來說好像很正常
[00:15:54.000 --> 00:15:59.000]  但這樣的表達
[00:15:59.000 --> 00:16:03.000]  其實對丈夫是非常沒有尊重
[00:16:03.000 --> 00:16:09.000]  我們需要一個守護
[00:16:09.000 --> 00:16:11.000]  去令我們能夠信服神
[00:16:14.000 --> 00:16:16.000]  這個守護可能是我們的自律
[00:16:16.000 --> 00:16:23.000]  在這裡我們有一個很大敬拜的領袖
[00:16:23.000 --> 00:16:26.000]  她有很多的朋友
[00:16:26.000 --> 00:16:34.000]  她跟她的朋友說關於她的軟弱
[00:16:34.000 --> 00:16:38.000]  她的軟弱就是
[00:16:38.000 --> 00:16:41.000]  她跟丈夫說話的時候很粗暴
[00:16:45.000 --> 00:16:46.000]  當她很生氣的時候
[00:16:46.000 --> 00:16:48.000]  她就往往說了一些她不應該說的話
[00:16:48.000 --> 00:16:52.000]  她的朋友就跟她說
[00:16:52.000 --> 00:16:59.000]  她說如果妳下一次再這樣做錯了
[00:16:59.000 --> 00:17:01.000]  妳有三個月不要戴敬拜
[00:17:01.000 --> 00:17:03.000]  她又再做了
[00:17:03.000 --> 00:17:08.000]  她真的是守諾言
[00:17:08.000 --> 00:17:10.000]  三個月她就沒有再戴敬拜
[00:17:15.000 --> 00:17:17.000]  就算戴敬拜的人
[00:17:17.000 --> 00:17:19.000]  她本身都不能夠暢和
[00:17:19.000 --> 00:17:24.000]  所以那三個月其實她自己都受苦
[00:17:24.000 --> 00:17:28.000]  三個月之後她就回來了
[00:17:28.000 --> 00:17:35.000]  她有一次就跟她的丈夫說
[00:17:35.000 --> 00:17:37.000]  叫他帶一些食物回來
[00:17:37.000 --> 00:17:43.000]  丈夫剛剛在一個重要的會議裡面說話
[00:17:44.000 --> 00:17:46.000]  然後當他回家的時候
[00:17:46.000 --> 00:17:47.000]  她沒有問他
[00:17:47.000 --> 00:17:50.000]  當丈夫回來的時候
[00:17:50.000 --> 00:17:51.000]  她就沒有問
[00:17:51.000 --> 00:17:53.000]  你那個演講怎麼樣
[00:17:53.000 --> 00:17:58.000]  她就說你有沒有帶一些食物回來
[00:17:58.000 --> 00:18:01.000]  但他真的忘記了
[00:18:01.000 --> 00:18:07.000]  所以那些話就滾出來了
[00:18:07.000 --> 00:18:11.000]  就這樣從她的口裡噴出來了
[00:18:14.000 --> 00:18:15.000]  她就記得了
[00:18:15.000 --> 00:18:17.000]  三個月要不可以戴敬拜的受苦
[00:18:17.000 --> 00:18:21.000]  她就馬上拉著拉鏈的嘴巴
[00:18:21.000 --> 00:18:33.000]  如果我們真的很認真
[00:18:33.000 --> 00:18:35.000]  關於我們跟神之間的同行
[00:18:35.000 --> 00:18:38.000]  我們應該要很認真地守住我們的嘴唇
[00:18:38.000 --> 00:18:43.000]  所以千萬不要用傷害性的話
[00:18:44.000 --> 00:18:51.000]  第三點就是不要事到已處
[00:18:51.000 --> 00:18:52.000]  你的事情復生
[00:18:52.000 --> 00:18:54.000]  就是說不要翻舊帳
[00:18:54.000 --> 00:19:01.000]  可能有些人在你身邊做錯了事
[00:19:01.000 --> 00:19:02.000]  你已經原諒了他
[00:19:02.000 --> 00:19:06.000]  偶爾你有些不對
[00:19:06.000 --> 00:19:13.000]  如果你只要翻舊帳的話
[00:19:13.000 --> 00:19:15.000]  你會贏得這一次的爭拗
[00:19:15.000 --> 00:19:20.000]  但聖經說
[00:19:20.000 --> 00:19:21.000]  當神寬恕的時候
[00:19:21.000 --> 00:19:22.000]  他都忘記了
[00:19:22.000 --> 00:19:26.000]  這是耶利米蘇31章34節
[00:19:26.000 --> 00:19:39.000]  聖經說當基督將我們和好的時候
[00:19:39.000 --> 00:19:41.000]  神已經不再計算我們的過犯
[00:19:44.000 --> 00:19:46.000]  哥倫多後書第五章第十九節
[00:19:46.000 --> 00:19:55.000]  神在耶穌基督裏面
[00:19:55.000 --> 00:19:57.000]  使我們跟祂和好
[00:19:57.000 --> 00:19:59.000]  不再計算我們的過犯
[00:19:59.000 --> 00:20:10.000]  那個罪在哥倫多前書一章第五節裏面說到
[00:20:14.000 --> 00:20:16.000]  愛是不計較過犯
[00:20:16.000 --> 00:20:17.000]  不計較罪惡
[00:20:17.000 --> 00:20:21.000]  同一個字
[00:20:21.000 --> 00:20:25.000]  就像上帝寬恕我們一樣
[00:20:25.000 --> 00:20:31.000]  那個字count是一個accounts term
[00:20:31.000 --> 00:20:33.000]  你寫在履歷書上
[00:20:33.000 --> 00:20:35.000]  這個交易
[00:20:39.000 --> 00:20:44.000]  那個不計算就像別人寫在帳簿裏面
[00:20:44.000 --> 00:20:47.000]  不會記住你還在虧欠他
[00:20:47.000 --> 00:20:53.000]  神從帳簿裏面
[00:20:53.000 --> 00:20:55.000]  將那個項目已經除了
[00:20:55.000 --> 00:21:08.000]  同樣當我們寬恕別人的時候
[00:21:08.000 --> 00:21:10.000]  我們都應該忘記了
[00:21:10.000 --> 00:21:12.000]  彷彿好像那個人沒有做過這件事一樣
[00:21:12.000 --> 00:21:18.000]  但是我們真的很容易翻舊帳
[00:21:18.000 --> 00:21:24.000]  因為你一翻舊帳的時候
[00:21:24.000 --> 00:21:26.000]  你就會覺得有把炮會贏
[00:21:26.000 --> 00:21:32.000]  所以千萬不要舊事重提
[00:21:32.000 --> 00:21:34.000]  第四點
[00:21:36.000 --> 00:21:39.000]  可以生氣但是千萬不要犯罪
[00:21:39.000 --> 00:21:47.000]  千萬不要動武
[00:21:47.000 --> 00:21:48.000]  不要用武力
[00:21:48.000 --> 00:21:57.000]  我不知道你們香港的教會有沒有
[00:21:57.000 --> 00:21:58.000]  但是在斯里蘭卡教會裏面
[00:21:58.000 --> 00:21:59.000]  有些大型節目
[00:21:59.000 --> 00:22:00.000]  當吵架的時候
[00:22:00.000 --> 00:22:02.000]  他們會互相毆打
[00:22:06.000 --> 00:22:08.000]  我們有時會見到爸爸打媽媽
[00:22:08.000 --> 00:22:13.000]  有時媽媽打爸爸
[00:22:13.000 --> 00:22:17.000]  你時時都見到的
[00:22:17.000 --> 00:22:22.000]  自然地你的手就會出來
[00:22:22.000 --> 00:22:27.000]  但是你已經是基督徒了
[00:22:27.000 --> 00:22:30.000]  那些應該是被禁止的
[00:22:33.000 --> 00:22:36.000]  所以當你的手想舉手的時候
[00:22:36.000 --> 00:22:37.000]  你立刻按下去
[00:22:37.000 --> 00:22:39.000]  因為這個是不應該做的
[00:22:39.000 --> 00:22:47.000]  千萬不要在衝動的時候
[00:22:47.000 --> 00:22:49.000]  在衝突的時候打另外一個人
[00:22:49.000 --> 00:22:53.000]  是一個你心裏要做的決定
[00:22:53.000 --> 00:23:02.000]  基督徒的愛最獨特的特徵就是
[00:23:02.000 --> 00:23:04.000]  我們心裏的決定
[00:23:04.000 --> 00:23:09.000]  不是我們自然本能的本性
[00:23:09.000 --> 00:23:13.000]  我們要心裏決意
[00:23:13.000 --> 00:23:18.000]  我就是不要按我的本性去辦事
[00:23:18.000 --> 00:23:23.000]  有一個媽媽正在預備晚餐
[00:23:23.000 --> 00:23:27.000]  牧者會來這個晚餐
[00:23:27.000 --> 00:23:29.000]  她很緊張
[00:23:31.000 --> 00:23:33.000]  當她煮東西的時候
[00:23:33.000 --> 00:23:36.000]  她的兒子從學校回來
[00:23:36.000 --> 00:23:40.000]  叫媽媽
[00:23:40.000 --> 00:23:47.000]  媽媽第一樣想的就是
[00:23:47.000 --> 00:23:49.000]  我正在預備晚餐
[00:23:49.000 --> 00:23:51.000]  為什麼兒子會叫我
[00:23:51.000 --> 00:23:54.000]  她正想說 幹什麼
[00:23:54.000 --> 00:23:58.000]  但是基督徒的想法是
[00:23:58.000 --> 00:24:00.000]  即時地要作決定
[00:24:02.000 --> 00:24:06.000]  她決定不按她本能的反應去辦事
[00:24:06.000 --> 00:24:09.000]  她就立刻回應說
[00:24:09.000 --> 00:24:11.000]  什麼事啊兒子
[00:24:11.000 --> 00:24:20.000]  兒子就很開心地跟媽媽說
[00:24:20.000 --> 00:24:24.000]  我被選入了足球隊
[00:24:29.000 --> 00:24:31.000]  當時媽媽忘記了煮飯這件事
[00:24:31.000 --> 00:24:33.000]  就立刻被兒子擁抱
[00:24:33.000 --> 00:24:37.000]  為什麼她需要尖叫呢
[00:24:37.000 --> 00:24:41.000]  如果她叫了的話
[00:24:41.000 --> 00:24:43.000]  其實她的兒子就會非常失望
[00:24:43.000 --> 00:24:49.000]  所以當我們是基督徒的時候
[00:24:49.000 --> 00:24:53.000]  我們千萬不要按我們本性裏的本質去辦事
[00:24:53.000 --> 00:24:58.000]  第五個重點
[00:24:58.000 --> 00:25:00.000]  怎麼能夠生氣但不犯罪呢
[00:25:00.000 --> 00:25:05.000]  就是不要用低手
[00:25:05.000 --> 00:25:07.000]  不要用不正當低劣的手段
[00:25:07.000 --> 00:25:13.000]  英文說不要在床下打架
[00:25:13.000 --> 00:25:26.000]  你知道有時候我們為了要爭取勝利
[00:25:26.000 --> 00:25:28.000]  我們就會對對方說
[00:25:28.000 --> 00:25:30.000]  你真的恃足你媽媽
[00:25:30.000 --> 00:25:34.000]  你媽媽又不理你爸爸
[00:25:34.000 --> 00:25:36.000]  現在你又不關心我了
[00:25:36.000 --> 00:25:42.000]  這個其實不算是一個高手的方法
[00:25:42.000 --> 00:25:44.000]  去贏一場仗的
[00:25:44.000 --> 00:25:49.000]  那為什麼你不能像我的兄弟呢
[00:25:49.000 --> 00:25:53.000]  每個人都不同的
[00:25:56.000 --> 00:25:58.000]  我們千萬不要用不當的方法
[00:25:58.000 --> 00:26:01.000]  似乎想去贏一場仗
[00:26:01.000 --> 00:26:06.000]  第六點
[00:26:06.000 --> 00:26:08.000]  可以生氣但不要犯罪
[00:26:08.000 --> 00:26:14.000]  當你指出一個問題的時候
[00:26:14.000 --> 00:26:16.000]  不要順便去控訴他人
[00:26:16.000 --> 00:26:20.000]  在教會裏面
[00:26:20.000 --> 00:26:21.000]  有些人就是這樣
[00:26:24.000 --> 00:26:26.000]  你見到一個年輕人
[00:26:26.000 --> 00:26:27.000]  你喜歡那個人
[00:26:27.000 --> 00:26:32.000]  你未墮入愛河的時候
[00:26:32.000 --> 00:26:34.000]  你都不會和他發生什麼關係
[00:26:34.000 --> 00:26:41.000]  但太太感應到
[00:26:41.000 --> 00:26:43.000]  丈夫喜歡這個女士
[00:26:43.000 --> 00:26:47.000]  當這個人來到教會的時候
[00:26:47.000 --> 00:26:53.000]  太太就見到這個丈夫
[00:26:53.000 --> 00:26:55.000]  就和那個人聊天
[00:26:55.000 --> 00:26:58.000]  當她回到家的時候
[00:26:58.000 --> 00:27:02.000]  太太就和丈夫說
[00:27:02.000 --> 00:27:07.000]  我希望你不要和她聊天
[00:27:07.000 --> 00:27:10.000]  那你猜丈夫怎麼說
[00:27:10.000 --> 00:27:14.000]  你是不是覺得我和她有染
[00:27:14.000 --> 00:27:18.000]  為什麼你不信任我
[00:27:23.000 --> 00:27:24.000]  你看到太太的做法就是
[00:27:24.000 --> 00:27:25.000]  她提出一個提問
[00:27:25.000 --> 00:27:27.000]  但她同時又在控訴她的丈夫
[00:27:27.000 --> 00:27:34.000]  太太從此就說
[00:27:34.000 --> 00:27:36.000]  對不起,以後我都不提出這些了
[00:27:36.000 --> 00:27:41.000]  因為這樣的緣故
[00:27:41.000 --> 00:27:43.000]  其實那個同心合一就失落了
[00:27:43.000 --> 00:27:48.000]  總有一個方法
[00:27:48.000 --> 00:27:50.000]  是可以很親近地去對質
[00:27:52.000 --> 00:27:54.000]  很禮貌地、尊重地去做
[00:27:54.000 --> 00:28:00.000]  我們需要真心愛我們的人
[00:28:00.000 --> 00:28:02.000]  去和我們有對質
[00:28:02.000 --> 00:28:07.000]  所以不要在指出問題的時候
[00:28:07.000 --> 00:28:09.000]  就順便去控訴對方
[00:28:09.000 --> 00:28:16.000]  我們接著說到第26節下
[00:28:22.000 --> 00:28:24.000]  不可含怒到日落
[00:28:24.000 --> 00:28:32.000]  換句話說
[00:28:32.000 --> 00:28:33.000]  不要讓你的憤怒
[00:28:33.000 --> 00:28:35.000]  一直延伸下去
[00:28:35.000 --> 00:28:43.000]  很多時候在家裡
[00:28:43.000 --> 00:28:45.000]  問題就在你最忙碌的時候
[00:28:45.000 --> 00:28:47.000]  接踵而來
[00:28:47.000 --> 00:28:50.000]  你也知道你的配偶很生氣
[00:28:52.000 --> 00:28:54.000]  那個合一和諧已經失落了
[00:28:54.000 --> 00:28:59.000]  但你知道你有很多事情要做
[00:28:59.000 --> 00:29:07.000]  你知道當你帶出問題的時候
[00:29:07.000 --> 00:29:08.000]  你就要說很久
[00:29:08.000 --> 00:29:12.000]  你太太就把問題提出來了
[00:29:12.000 --> 00:29:15.000]  不停地說
[00:29:15.000 --> 00:29:20.000]  這樣的和諧就破壞了
[00:29:23.000 --> 00:29:24.000]  保羅說
[00:29:24.000 --> 00:29:26.000]  不要含怒到日落
[00:29:26.000 --> 00:29:37.000]  你心裡一定要做一個決定
[00:29:37.000 --> 00:29:39.000]  一定要盡早解決這個心結
[00:29:39.000 --> 00:29:47.000]  你家裡總有一個方法
[00:29:47.000 --> 00:29:49.000]  叫做冷戰
[00:29:52.000 --> 00:29:54.000]  當你生氣的配偶
[00:29:54.000 --> 00:29:56.000]  你就不說話
[00:29:56.000 --> 00:30:00.000]  接著這麼多天都不說話
[00:30:00.000 --> 00:30:01.000]  冷戰
[00:30:01.000 --> 00:30:06.000]  而子女就用盡所有方法
[00:30:06.000 --> 00:30:08.000]  使父母試圖說話
[00:30:08.000 --> 00:30:14.000]  聖經的原則是
[00:30:14.000 --> 00:30:16.000]  不可以含怒到日落
[00:30:21.000 --> 00:30:22.000]  但你知道有些人
[00:30:22.000 --> 00:30:24.000]  基本上是不想解決問題
[00:30:24.000 --> 00:30:29.000]  她很喜歡舔她的傷口
[00:30:29.000 --> 00:30:36.000]  她想永遠記住
[00:30:36.000 --> 00:30:37.000]  她的配偶
[00:30:37.000 --> 00:30:38.000]  她的丈夫 她的太太
[00:30:38.000 --> 00:30:39.000]  永遠都是對我不好
[00:30:39.000 --> 00:30:45.000]  結果成為了她的性格的一部分
[00:30:49.000 --> 00:30:51.000]  我就是那個最不幸的個體
[00:30:51.000 --> 00:31:02.000]  所以他們不想認真地解決問題
[00:31:02.000 --> 00:31:04.000]  因為他們享受那種自憐
[00:31:04.000 --> 00:31:11.000]  其實自憐是一個非常危險的朋友
