
[00:00:00.000 --> 00:00:02.800]  現在我們開始聽神的話語的時候
[00:01:38.500 --> 00:01:40.400]  這個理念
[00:01:40.400 --> 00:01:42.200]  為基礎建立了很
[00:01:42.200 --> 00:01:44.300]  深厚的員工
[00:01:44.300 --> 00:01:46.300]  忠誠的關係
[00:01:46.300 --> 00:01:49.300]  這一間九十多歲的
[00:01:49.300 --> 00:01:50.600]  日本企業
[00:01:50.600 --> 00:01:53.100]  是以善取勝
[00:01:53.100 --> 00:01:55.400]  不單止沒有被
[00:01:55.400 --> 00:01:57.800]  這個市場淘汰
[00:01:58.100 --> 00:02:00.000]  還越活越好
[00:02:00.000 --> 00:02:03.800]  今天我們講到列王記上第十二章
[00:02:03.800 --> 00:02:05.600]  王國的分裂
[00:02:05.600 --> 00:02:07.400]  YKK
[00:02:07.400 --> 00:02:09.000]  的經營理念
[00:02:09.000 --> 00:02:12.600]  正正就是對應著王國分裂的問題
[00:02:12.600 --> 00:02:14.400]  的一個很好的提醒
[00:02:14.400 --> 00:02:17.700]  講第十二章之前
[00:02:17.700 --> 00:02:19.500]  都想和大家重溫一下
[00:02:19.500 --> 00:02:21.700]  列王記上第一章
[00:02:21.700 --> 00:02:24.200]  開始的時候就記載大衛晚年
[00:02:24.200 --> 00:02:25.100]  傳承
[00:02:25.100 --> 00:02:27.100]  他的王位的問題
[00:02:27.500 --> 00:02:28.300]  第二章
[00:02:28.300 --> 00:02:29.400]  就記載
[00:02:29.400 --> 00:02:30.800]  幾經波折之下
[00:02:30.800 --> 00:02:31.600]  所羅門
[00:02:31.600 --> 00:02:33.900]  才能夠登基做以色列王
[00:02:33.900 --> 00:02:35.000]  接著
[00:02:35.000 --> 00:02:36.200]  就是記載
[00:02:36.200 --> 00:02:37.900]  有關所羅門
[00:02:37.900 --> 00:02:40.400]  做以色列王的各種的施政
[00:02:40.400 --> 00:02:42.000]  特別是記載
[00:02:42.000 --> 00:02:44.000]  有關他建造聖殿
[00:02:44.000 --> 00:02:46.300]  和宮殿
[00:02:46.300 --> 00:02:47.700]  而且
[00:02:47.700 --> 00:02:49.700]  很獨特地去記載他
[00:02:49.700 --> 00:02:50.600]  為了討好
[00:02:50.600 --> 00:02:52.900]  他很多的妃嬪的歡心
[00:02:52.900 --> 00:02:54.800]  不單止為他們建築
[00:02:54.800 --> 00:02:56.100]  祭壇
[00:02:56.600 --> 00:02:59.700]  自己也跟著這些妃嬪去拜偶像
[00:02:59.700 --> 00:03:01.800]  就因為這個緣故
[00:03:01.800 --> 00:03:04.000]  神就親自顯現
[00:03:04.000 --> 00:03:06.000]  給所羅門
[00:03:06.000 --> 00:03:07.900]  向他啟示
[00:03:07.900 --> 00:03:09.400]  神的決定
[00:03:09.400 --> 00:03:12.500]  神的決定就是要將他的國奪走
[00:03:12.500 --> 00:03:14.000]  去交給
[00:03:14.000 --> 00:03:15.400]  他一個的臣子
[00:03:15.400 --> 00:03:19.600]  不過這件事不會發生在他有生之年
[00:03:19.600 --> 00:03:23.100]  是會在他的兒子羅波安作王的時候
[00:03:23.100 --> 00:03:24.000]  才實行的
[00:03:24.000 --> 00:03:26.200]  現在在第十二章
[00:03:26.300 --> 00:03:27.300]  就是記載
[00:03:27.300 --> 00:03:29.200]  神告訴所羅門
[00:03:29.200 --> 00:03:32.400]  聽的這番話
[00:03:32.400 --> 00:03:33.400]  應驗了
[00:03:33.400 --> 00:03:35.300]  《列王記》上
[00:03:35.300 --> 00:03:36.600]  第十二章
[00:03:36.600 --> 00:03:39.300]  一至二十節就是記載
[00:03:39.300 --> 00:03:41.900]  北方的支派的叛變
[00:03:41.900 --> 00:03:44.200]  我們一起來讀
[00:03:44.200 --> 00:03:48.200]  《列王記》上第十二章一至五節
[00:03:48.200 --> 00:03:50.000]  我們看著螢光幕
[00:03:50.000 --> 00:03:52.200]  或者看著你的程序表去讀
[00:03:52.200 --> 00:03:55.200]  羅波安往事漸去
[00:03:55.600 --> 00:03:58.700]  因以色列眾人都到了事件
[00:03:58.700 --> 00:04:00.400]  要立他作王
[00:04:00.400 --> 00:04:03.100]  尼伯的兒子耶羅波安
[00:04:03.100 --> 00:04:05.500]  先前躲避所羅門王
[00:04:05.500 --> 00:04:07.000]  逃往埃及
[00:04:07.000 --> 00:04:08.600]  住在那裡
[00:04:08.600 --> 00:04:10.400]  他還在埃及
[00:04:10.400 --> 00:04:12.000]  聽見了這事
[00:04:12.000 --> 00:04:15.000]  以色列人派人去請他來
[00:04:15.000 --> 00:04:18.800]  耶羅波安就和以色列傳會眾來
[00:04:18.800 --> 00:04:21.000]  與羅波安談話
[00:04:21.000 --> 00:04:24.500]  說:你父親使我們負重額
[00:04:24.800 --> 00:04:27.300]  現在求你減輕你父親
[00:04:27.300 --> 00:04:30.300]  所加給我們的苦工和重額
[00:04:30.300 --> 00:04:32.200]  我們就服侍你
[00:04:32.200 --> 00:04:34.300]  羅波安對他們說
[00:04:34.300 --> 00:04:35.700]  你們走吧
[00:04:35.700 --> 00:04:38.300]  過三天來見我
[00:04:38.300 --> 00:04:40.100]  百姓就走了
[00:04:40.100 --> 00:04:41.900]  在第一節
[00:04:41.900 --> 00:04:45.300]  那裡說羅波安往事漸去
[00:04:45.300 --> 00:04:48.700]  因以色列人都到了事件
[00:04:48.700 --> 00:04:50.000]  立他作王
[00:04:50.000 --> 00:04:53.400]  羅波安要去事件
[00:04:53.800 --> 00:04:57.800]  事件在北部支派的政教中心
[00:04:57.800 --> 00:05:01.700]  在以法連支派的北部山區
[00:05:01.700 --> 00:05:05.100]  從這件事我們看到
[00:05:05.100 --> 00:05:06.300]  羅波安
[00:05:06.300 --> 00:05:08.200]  即是所羅門的兒子
[00:05:08.200 --> 00:05:12.300]  雖然在耶路撒冷繼位作王
[00:05:12.300 --> 00:05:14.400]  但是他要去北部
[00:05:14.400 --> 00:05:18.100]  以色列人民那裡
[00:05:18.100 --> 00:05:23.400]  宣告他作王
[00:05:24.200 --> 00:05:30.000]  不是北部的領袖去耶路撒冷
[00:05:30.000 --> 00:05:33.700]  那裡我們就看到
[00:05:33.700 --> 00:05:36.700]  耶羅波安
[00:05:36.700 --> 00:05:38.500]  羅波安
[00:05:38.500 --> 00:05:42.000]  大家留意一下名稱
[00:05:42.000 --> 00:05:45.700]  所羅門的兒子叫羅波安
[00:05:45.700 --> 00:05:50.300]  耶羅波安就是逃難的那個人
[00:05:50.300 --> 00:05:52.800]  我們看到
[00:05:53.800 --> 00:05:55.900]  羅波安的政治地位
[00:05:55.900 --> 00:06:00.200]  都不及大衛和所羅門
[00:06:00.200 --> 00:06:05.000]  因為他要去北部宣告他作王
[00:06:05.000 --> 00:06:08.200]  在第二節
[00:06:08.200 --> 00:06:12.300]  先前躲避所羅門王
[00:06:12.300 --> 00:06:15.700]  逃往埃及避難的尼伯的兒子
[00:06:15.700 --> 00:06:17.200]  耶羅波安
[00:06:17.200 --> 00:06:21.800]  他是流亡國外的政要大臣
[00:06:23.300 --> 00:06:28.600]  耶羅波安聽到羅波安作王這件事
[00:06:28.600 --> 00:06:30.100]  的時候
[00:06:30.100 --> 00:06:33.800]  以色列人就請耶羅波安
[00:06:33.800 --> 00:06:36.300]  即是流亡的政要大臣
[00:06:36.300 --> 00:06:37.600]  回去
[00:06:37.600 --> 00:06:41.000]  回去北部的支派當中
[00:06:41.000 --> 00:06:45.100]  要耶羅波安陪同北部支派的代表
[00:06:45.100 --> 00:06:49.900]  去和羅波安王談話
[00:06:51.100 --> 00:06:55.000]  讓北部的領袖
[00:06:55.000 --> 00:07:00.300]  讓耶羅波安一起和羅波安談話
[00:07:00.300 --> 00:07:04.200]  讓羅波安王知道
[00:07:04.200 --> 00:07:08.500]  羅波安王的父親所羅門
[00:07:08.500 --> 00:07:10.300]  使他們負重額
[00:07:10.300 --> 00:07:17.000]  究竟所羅門的年代有什麼重額呢?
[00:07:18.100 --> 00:07:22.800]  所羅門規定每個支派要輪流
[00:07:22.800 --> 00:07:26.600]  供應食物給王和王的家族一個月
[00:07:26.600 --> 00:07:30.400]  因為王宮裡面有很多食客
[00:07:30.400 --> 00:07:34.300]  單單每一天花費的都很龐大
[00:07:34.300 --> 00:07:41.800]  而且還要供應王室套車養馬
[00:07:41.800 --> 00:07:43.500]  那些生畜的需要
[00:07:43.500 --> 00:07:46.500]  很多大麥、乾草都要供應
[00:07:47.000 --> 00:07:49.100]  於是負擔就很重
[00:07:49.100 --> 00:07:53.400]  而且為了建造聖殿和王宮
[00:07:53.400 --> 00:07:58.600]  過往都徵召了很多以色列的文工
[00:07:58.600 --> 00:08:03.300]  去建聖殿和王宮
[00:08:03.300 --> 00:08:07.600]  所以這個額是很沉重的
[00:08:07.600 --> 00:08:14.500]  如果羅波安能夠減輕他們的苦工和重額
[00:08:15.200 --> 00:08:18.700]  他們就會歸順羅波安王的統治
[00:08:18.700 --> 00:08:23.200]  在第四節最後一句
[00:08:23.200 --> 00:08:26.100]  說「我們就服侍你」
[00:08:26.100 --> 00:08:35.200]  其實這是北面支派對羅波安的威脅
[00:08:35.200 --> 00:08:40.200]  意思是如果繼續執行沉重的賦稅和奴役
[00:08:40.200 --> 00:08:44.400]  以色列人就不會侍奉新王羅波安
[00:08:45.000 --> 00:08:50.300]  看起來羅波安聽到這些說話
[00:08:50.300 --> 00:08:52.400]  他不知道以色列人的狀況
[00:08:52.400 --> 00:08:55.400]  他沒有足夠的準備去回應
[00:08:55.400 --> 00:08:58.900]  於是羅波安在聖經第五節
[00:08:58.900 --> 00:09:02.600]  羅波安就說「你們走吧」
[00:09:02.600 --> 00:09:04.300]  「過三天再來見我」
[00:09:04.300 --> 00:09:06.400]  百姓就走了
[00:09:06.400 --> 00:09:11.000]  羅波安覺得他需要三天去想一想
[00:09:11.100 --> 00:09:15.000]  如何有什麼對策
[00:09:15.000 --> 00:09:17.900]  百姓聽到羅波安的回應
[00:09:17.900 --> 00:09:21.700]  可能百姓也覺得很有意思
[00:09:21.700 --> 00:09:23.900]  「你回去慎重地想一想」
[00:09:23.900 --> 00:09:25.800]  「我們就不立刻發難」
[00:09:25.800 --> 00:09:30.000]  接著在第六節至第十五節
[00:09:30.000 --> 00:09:33.500]  就說到羅波安王徵詢意見回來
[00:09:33.500 --> 00:09:34.700]  如何回覆
[00:09:34.700 --> 00:09:38.300]  我們一起讀第六節到第十五節
[00:09:39.500 --> 00:09:43.500]  羅波安的父親所羅門在世的日子
[00:09:43.500 --> 00:09:46.600]  又是立在他面前的長者
[00:09:46.600 --> 00:09:49.700]  羅波安王和他們商議說
[00:09:49.700 --> 00:09:51.700]  「你們出個主意」
[00:09:51.700 --> 00:09:54.900]  「好把話帶回給百姓」
[00:09:54.900 --> 00:09:56.700]  他們對他說
[00:09:56.700 --> 00:10:00.900]  「現在王若像僕人一樣服侍百姓」
[00:10:00.900 --> 00:10:03.100]  「用好話回覆他們」
[00:10:03.100 --> 00:10:06.300]  「他們就永遠作王的僕人了」
[00:10:06.700 --> 00:10:10.500]  王不採納長者給他出的主意
[00:10:10.500 --> 00:10:13.500]  卻和那些與他一同長大
[00:10:13.500 --> 00:10:17.000]  在他面前事立的年輕人商議
[00:10:17.000 --> 00:10:18.700]  他對他們說
[00:10:18.700 --> 00:10:20.600]  「這百姓對我說」
[00:10:20.600 --> 00:10:23.300]  「你父親使我們負重額」
[00:10:23.300 --> 00:10:25.200]  「求你減輕一些」
[00:10:25.200 --> 00:10:27.700]  「你們出個什麼主意」
[00:10:27.700 --> 00:10:31.000]  「我們好把話帶回給他們」
[00:10:31.000 --> 00:10:35.200]  那些與他一同長大的年輕人對他說
[00:10:35.500 --> 00:10:37.300]  「這百姓對王說」
[00:10:37.300 --> 00:10:39.900]  「你父親使我們負重額」
[00:10:39.900 --> 00:10:42.400]  「求你給我們減輕一些」
[00:10:42.400 --> 00:10:44.800]  王要對他們如此說
[00:10:44.800 --> 00:10:48.900]  「我的小指頭比我父親的腰還粗呢」
[00:10:48.900 --> 00:10:51.400]  「我父親使你們負重額」
[00:10:51.400 --> 00:10:55.000]  「現在我必使你們負更重的額」
[00:10:55.000 --> 00:10:55.900]  「你父親」
[00:10:55.900 --> 00:10:58.300]  「懲罰你們」
[00:10:58.300 --> 00:11:01.100]  「我要用帖子懲罰你們」
[00:11:01.100 --> 00:11:05.300]  而羅波安和眾百姓遵照王所說
[00:11:05.500 --> 00:11:08.600]  「你們第三天再來見我」
[00:11:08.600 --> 00:11:11.800]  「第三天來到羅波安那裡」
[00:11:11.800 --> 00:11:14.400]  王嚴厲地回答百姓
[00:11:14.400 --> 00:11:17.900]  不採納長者給他出的主意
[00:11:17.900 --> 00:11:22.500]  他照著年輕人所出的主意對他們說
[00:11:22.500 --> 00:11:25.200]  「我父親使你們負重額」
[00:11:25.200 --> 00:11:28.100]  「我必使你們負更重的額」
[00:11:28.100 --> 00:11:31.100]  「我父親用鞭子懲罰你們」
[00:11:31.100 --> 00:11:34.300]  「我卻要用帖子懲罰你們」
[00:11:34.900 --> 00:11:36.500]  王不依從百姓
[00:11:36.500 --> 00:11:39.600]  因這件事是出於耶和華
[00:11:39.600 --> 00:11:41.700]  要應驗耶和華
[00:11:41.700 --> 00:11:45.900]  直視來人阿希雅對尼伯的兒子
[00:11:45.900 --> 00:11:48.400]  耶羅波安所說的話
[00:11:48.400 --> 00:11:50.900]  在這段經文說
[00:11:50.900 --> 00:11:54.400]  羅波安先徵詢長者的意見
[00:11:54.400 --> 00:11:56.300]  這些長者
[00:11:56.300 --> 00:12:00.100]  是指從他祖父大衛
[00:12:00.100 --> 00:12:02.400]  和父親所羅蒙的年代
[00:12:02.700 --> 00:12:05.900]  在宮廷裡做重臣
[00:12:05.900 --> 00:12:09.200]  他們深知國家有些政策
[00:12:09.200 --> 00:12:12.100]  是不能照顧民眾的
[00:12:12.100 --> 00:12:19.400]  或者在賦稅上確實讓人民承擔過重
[00:12:19.400 --> 00:12:27.200]  羅波安想到先徵詢這些上一代的老臣
[00:12:28.000 --> 00:12:34.400]  當中有一個經歷過兩個君王執政的忠臣
[00:12:34.400 --> 00:12:37.900]  就是勞工監督亞多蘭
[00:12:37.900 --> 00:12:44.100]  亞多蘭可以說是最清楚人民的勞力
[00:12:44.100 --> 00:12:46.000]  負擔狀況的人
[00:12:46.000 --> 00:12:51.700]  所以所羅蒙先徵詢這些老臣長者的意見
[00:12:51.700 --> 00:12:54.600]  這一點也顯出他有些智慧
[00:12:55.700 --> 00:12:58.600]  這些長者回覆所羅蒙的建議是什麼呢?
[00:12:58.600 --> 00:13:08.800]  就是現在王若照僕人一樣去服侍這些百姓
[00:13:08.800 --> 00:13:11.500]  用好話去回覆他們
[00:13:11.500 --> 00:13:14.900]  他們就永遠作王的僕人了
[00:13:14.900 --> 00:13:19.400]  有經驗的老臣都知道
[00:13:19.400 --> 00:13:24.100]  王是人民的公僕
[00:13:25.300 --> 00:13:29.200]  當君王誠心去服務百姓
[00:13:29.200 --> 00:13:33.800]  百姓一定會永遠臣服的
[00:13:33.800 --> 00:13:40.200]  但是羅波安不採納長者給他的意見
[00:13:40.200 --> 00:13:43.800]  卻是跟他一起長大
[00:13:43.800 --> 00:13:47.000]  在他面前試納的年輕人的商議
[00:13:47.000 --> 00:13:52.400]  當時是公元931年
[00:13:53.100 --> 00:13:55.700]  羅波安是41歲
[00:13:55.700 --> 00:13:57.200]  還很年輕
[00:13:57.200 --> 00:14:00.600]  在第八和第十節
[00:14:00.600 --> 00:14:07.000]  都重複出現「與他一同長大」這句話
[00:14:07.000 --> 00:14:09.400]  顯示這些年輕人
[00:14:09.400 --> 00:14:13.100]  應該很深刻了解羅波安的性情
[00:14:13.100 --> 00:14:17.600]  所以這些年輕的議士
[00:14:17.600 --> 00:14:19.000]  提出的意見
[00:14:19.600 --> 00:14:23.800]  很可能非常吻合羅波安的意圖
[00:14:23.800 --> 00:14:27.500]  所以就獲得羅波安的採用
[00:14:27.500 --> 00:14:29.300]  各位姐妹
[00:14:29.300 --> 00:14:32.000]  如果我們去問別人的意見
[00:14:32.000 --> 00:14:38.900]  只是想聽到一些自己贊成的意見
[00:14:38.900 --> 00:14:41.800]  到處去問別人都是浪費時間
[00:14:41.800 --> 00:14:46.100]  在這些年輕的顧問
[00:14:47.700 --> 00:14:51.300]  給羅波安的意見裡面是怎樣的呢
[00:14:51.300 --> 00:14:56.600]  竟然是用一些很鄙視的華語
[00:14:56.600 --> 00:14:58.100]  和不屑的字句
[00:14:58.100 --> 00:15:03.400]  來叫羅波安回復北部的支派領袖
[00:15:03.400 --> 00:15:04.800]  其中一句
[00:15:04.800 --> 00:15:07.100]  就是在第十節的下半節
[00:15:07.100 --> 00:15:08.200]  就是說
[00:15:08.200 --> 00:15:12.400]  「我的小指頭比我父親的腰還粗」
[00:15:12.400 --> 00:15:14.100]  意思就是說
[00:15:14.300 --> 00:15:18.700]  羅波安他只需要稍微動一動他的小指頭
[00:15:18.700 --> 00:15:26.000]  他的能力還大過索羅門的粗腰所發出的力量
[00:15:26.000 --> 00:15:29.700]  所以這是一個自誇
[00:15:29.700 --> 00:15:36.400]  羅波安期望在政治層面上宣示他個人的力量
[00:15:36.400 --> 00:15:39.200]  警惕百姓不要反叛
[00:15:39.200 --> 00:15:40.400]  不要造反
[00:15:40.400 --> 00:15:42.200]  接著一句
[00:15:42.600 --> 00:15:45.200]  「我父親使你們負重額
[00:15:45.200 --> 00:15:47.800]  現在我必使你們負更重的額
[00:15:47.800 --> 00:15:51.000]  我父親用鞭子責罰你們
[00:15:51.000 --> 00:15:53.000]  我用蝎子責罰你們」
[00:15:53.000 --> 00:15:59.300]  羅波安要讓以色列人背負更多的重額
[00:15:59.300 --> 00:16:03.100]  這裡寫著用蝎子懲罰你們
[00:16:03.100 --> 00:16:05.000]  是指用蝎子鞭
[00:16:05.000 --> 00:16:11.900]  是一種打在人身上十分疼痛的鞭
[00:16:12.000 --> 00:16:13.700]  是帶釘刺的
[00:16:13.700 --> 00:16:17.400]  是跟普通的鞭是不同的
[00:16:17.400 --> 00:16:21.800]  意思就是說他會比索羅門還更加嚴厲
[00:16:21.800 --> 00:16:26.200]  如果讓你聽到這樣的說話你會怎樣
[00:16:26.200 --> 00:16:31.900]  羅波安的回覆好像一個暴君
[00:16:31.900 --> 00:16:36.400]  對北部支派的人民沒有憐憫的心
[00:16:37.400 --> 00:16:44.000]  也說明了羅波安不是像他父親大衛那樣秉公行義
[00:16:44.000 --> 00:16:48.100]  在新約裡面
[00:16:48.100 --> 00:16:53.400]  史圖保羅在帖撒羅尼加前書二章七至八節說
[00:16:53.400 --> 00:16:57.300]  「我旨在你們中間存溫柔
[00:16:57.300 --> 00:17:00.000]  如同母親養自己的孩子
[00:17:00.000 --> 00:17:02.700]  我們既是這樣愛你們
[00:17:02.700 --> 00:17:05.400]  不但願意將神的福音給你們
[00:17:05.600 --> 00:17:08.600]  連自己的性命也都願意給你們
[00:17:08.600 --> 00:17:11.000]  因你們是我們所痛愛的」
[00:17:11.000 --> 00:17:14.900]  在神的裡面
[00:17:14.900 --> 00:17:20.000]  牧羊就是像保羅剛才所說的那種心腸
[00:17:20.000 --> 00:17:23.200]  保羅沒有強迫信徒
[00:17:23.200 --> 00:17:28.200]  保羅從來都不用史圖的權柄去壓人
[00:17:28.200 --> 00:17:30.600]  而是用眼淚
[00:17:30.600 --> 00:17:31.700]  禱告
[00:17:31.700 --> 00:17:34.900]  晝夜作弓來贏得人的心
[00:17:35.300 --> 00:17:36.300]  結果
[00:17:36.300 --> 00:17:38.700]  保羅所建立的教會
[00:17:38.700 --> 00:17:40.400]  即使是在逼迫的當中
[00:17:40.400 --> 00:17:42.300]  也都是堅守信仰
[00:17:42.300 --> 00:17:46.200]  很多信徒都願意跟他一起
[00:17:46.200 --> 00:17:49.600]  去到盡忠到底
[00:17:49.600 --> 00:17:55.400]  經文接著下去第十五節
[00:17:55.400 --> 00:17:57.100]  我稍後才解釋
[00:17:57.100 --> 00:17:59.100]  說到這裡
[00:17:59.100 --> 00:18:04.300]  在羅波安他那麼強橫的回覆裡面
[00:18:04.300 --> 00:18:07.300]  以色列眾人怎樣回應呢?
[00:18:07.300 --> 00:18:11.200]  我們一起讀第十六到二十節
[00:18:11.200 --> 00:18:16.200]  「以色列眾人見王不依從他們
[00:18:16.200 --> 00:18:19.400]  百姓就回話給王說
[00:18:19.400 --> 00:18:22.700]  我們在大衛中有什麼份呢?
[00:18:22.700 --> 00:18:26.100]  我們在耶西的兒子中沒有產業
[00:18:26.100 --> 00:18:29.400]  以色列,回你的帳篷去吧
[00:18:29.400 --> 00:18:33.600]  大衛,現在你顧自己的家吧
[00:18:33.800 --> 00:18:37.800]  於是以色列人就回自己的帳篷去了
[00:18:37.800 --> 00:18:41.200]  至於住猶大城的以色列人
[00:18:41.200 --> 00:18:44.200]  羅波安認作他們的王
[00:18:44.200 --> 00:18:49.400]  羅波安王派監管奴役的亞多蘭去
[00:18:49.400 --> 00:18:52.600]  以色列眾人用石頭打他
[00:18:52.600 --> 00:18:54.200]  他就死了
[00:18:54.200 --> 00:18:57.000]  羅波安王急忙上車
[00:18:57.000 --> 00:18:59.200]  逃回耶路撒冷去
[00:18:59.900 --> 00:19:04.100]  這樣以色列背叛大衛家直到今日
[00:19:04.100 --> 00:19:07.900]  以色列眾人聽見耶羅波安回來了
[00:19:07.900 --> 00:19:11.000]  就派人去請他到會眾裡
[00:19:11.000 --> 00:19:14.300]  立他作全以色列的王
[00:19:14.300 --> 00:19:16.300]  除了大衛之牌
[00:19:16.300 --> 00:19:19.200]  沒有跟從大衛家的」
[00:19:19.200 --> 00:19:23.900]  因為羅波安用很嚴苛的說話
[00:19:23.900 --> 00:19:28.900]  來回應北部的支派的領袖和人民
[00:19:29.600 --> 00:19:34.600]  所以北部支派的人民都同樣用不客氣的說話
[00:19:34.600 --> 00:19:39.800]  說「我們在大衛中有什麼份啊
[00:19:39.800 --> 00:19:43.700]  我們在耶西的兒子中沒有產業了」
[00:19:43.700 --> 00:19:49.000]  這個說話的意思就是說要割席了
[00:19:49.000 --> 00:19:51.300]  要切斷關係了
[00:19:51.300 --> 00:19:59.000]  這個說話是用大衛來代表猶大支派
[00:19:59.300 --> 00:20:05.400]  也表示北部的支派拒絕承認
[00:20:05.400 --> 00:20:10.800]  大衛傳承下來的統治者羅波安
[00:20:10.800 --> 00:20:14.000]  搞到這樣的結果
[00:20:14.000 --> 00:20:21.900]  跟原本羅波安去事件的時候的用意完全相反
[00:20:21.900 --> 00:20:23.900]  接著以色列人就說
[00:20:23.900 --> 00:20:26.900]  「以色列啊 回你的帳篷去吧
[00:20:26.900 --> 00:20:30.700]  大衛啊 現在你顧自己的家吧」
[00:20:30.700 --> 00:20:34.200]  這個說話很清楚
[00:20:34.200 --> 00:20:39.000]  他們不再聽從大衛家的統治了
[00:20:39.000 --> 00:20:42.500]  都回自己的帳篷去了
[00:20:42.500 --> 00:20:47.300]  表示叛變了 反叛了
[00:20:47.300 --> 00:20:51.200]  第十七節說
[00:20:51.200 --> 00:20:53.900]  「至於駐猶大城的以色列人
[00:20:54.200 --> 00:20:57.200]  羅波安形作他們的王」
[00:20:57.200 --> 00:21:04.200]  羅波安原本是統治全以色列的地區
[00:21:04.200 --> 00:21:05.600]  突然間
[00:21:05.600 --> 00:21:12.800]  一直縮小到只有猶大支派
[00:21:12.800 --> 00:21:15.200]  其實還有變雅敏支派
[00:21:15.200 --> 00:21:21.100]  但還是他要管治的縮得很小
[00:21:22.300 --> 00:21:24.800]  比起北部十個支派的區域
[00:21:24.800 --> 00:21:28.800]  猶大的版圖相對就小了很多
[00:21:28.800 --> 00:21:29.900]  看看螢光幕
[00:21:29.900 --> 00:21:35.300]  藍色的地帶就是北部以色列
[00:21:35.300 --> 00:21:41.500]  橙色的就是南面猶大的版圖
[00:21:41.500 --> 00:21:45.500]  羅波安在這個時候
[00:21:45.500 --> 00:21:48.200]  他可能想安撫北部的支派
[00:21:49.300 --> 00:21:52.800]  他就派監管奴役的亞多蘭
[00:21:52.800 --> 00:21:55.900]  這個老臣 這個重臣去
[00:21:55.900 --> 00:22:00.000]  但沒想到北部支派的人民憤怒到極點
[00:22:00.000 --> 00:22:04.200]  用石頭將亞多蘭活活打死
[00:22:04.200 --> 00:22:09.400]  可見人民對重握政策的不滿
[00:22:09.400 --> 00:22:11.300]  壓抑了很久
[00:22:11.300 --> 00:22:15.000]  就在羅波安否決了他們的請求之後
[00:22:15.000 --> 00:22:16.900]  就全部發洩了出來
[00:22:18.400 --> 00:22:20.200]  羅波安看到這種情景
[00:22:20.200 --> 00:22:22.000]  才知道事態嚴重
[00:22:22.000 --> 00:22:26.500]  急忙就上車逃回耶路撒冷
[00:22:26.500 --> 00:22:29.600]  從此北部支派的人民
[00:22:29.600 --> 00:22:33.600]  就不再信服羅波安的統治了
[00:22:33.600 --> 00:22:36.900]  在第20節
[00:22:36.900 --> 00:22:39.800]  接著北部支派的人
[00:22:39.800 --> 00:22:42.500]  就決定邀請羅波安
[00:22:42.500 --> 00:22:44.200]  耶羅波安
[00:22:44.200 --> 00:22:46.500]  邀請耶羅波安
