
[00:00:00.000 --> 00:00:05.120]  我主要負責大專和exit的團契
[00:02:55.080 --> 00:02:58.320]  菲律賓書第二章十二節到十六節
[00:02:58.320 --> 00:03:00.560]  在讀經文之前
[00:03:00.560 --> 00:03:02.160]  我會先簡單介紹一下
[00:03:02.160 --> 00:03:04.960]  菲律賓書的一些背景
[00:03:04.960 --> 00:03:08.680]  菲律賓書的教會在希臘北面
[00:03:08.680 --> 00:03:12.080]  是寶羅第二次宣教的旅程裡面
[00:03:12.080 --> 00:03:14.400]  在東歐建立的第一間教會
[00:03:14.400 --> 00:03:17.240]  菲律賓教會的信徒
[00:03:17.240 --> 00:03:18.600]  其實都很愛主
[00:03:18.600 --> 00:03:20.800]  他們很聽寶羅的教導
[00:03:20.800 --> 00:03:23.280]  甚至乎對寶羅也是很好
[00:03:23.280 --> 00:03:26.720]  因為在羅馬坐牢的時候
[00:03:26.720 --> 00:03:27.640]  其實
[00:03:27.640 --> 00:03:31.880]  菲律賓教會更加猜派了200佛提
[00:03:31.880 --> 00:03:33.560]  去探望寶羅
[00:03:33.560 --> 00:03:36.800]  更加無論在物質、資源上
[00:03:36.800 --> 00:03:38.560]  對寶羅的福音事供
[00:03:38.560 --> 00:03:40.000]  都很大力的支持
[00:03:40.000 --> 00:03:44.240]  所以寶羅就很感謝他們
[00:03:44.240 --> 00:03:46.000]  特地寫一封信
[00:03:46.000 --> 00:03:47.160]  去答謝他們
[00:03:47.160 --> 00:03:49.720]  更加知道菲律賓教會
[00:03:49.720 --> 00:03:52.000]  面對很多異教的文化
[00:03:52.000 --> 00:03:53.280]  宗教的迫害
[00:03:53.280 --> 00:03:56.520]  甚至乎教會裡面內部的紛爭
[00:03:56.520 --> 00:04:01.840]  所以寶羅是想透過一封書信
[00:04:01.840 --> 00:04:04.880]  向菲律賓教會有所教導
[00:04:04.880 --> 00:04:08.960]  而菲律賓書裡面
[00:04:08.960 --> 00:04:12.520]  寶羅更加會很清楚地提出
[00:04:12.520 --> 00:04:16.720]  菲律賓本身是羅馬殖民地
[00:04:17.040 --> 00:04:18.560]  寶羅很特別地提出
[00:04:18.560 --> 00:04:20.240]  原來我們作為信徒
[00:04:20.240 --> 00:04:21.600]  或者菲律賓的信徒
[00:04:21.600 --> 00:04:23.560]  他特別有兩個身份
[00:04:23.560 --> 00:04:25.160]  第一就是地上的身份
[00:04:25.160 --> 00:04:27.880]  是羅馬殖民地的公民身份
[00:04:27.880 --> 00:04:30.240]  第二個就是天上國民
[00:04:30.240 --> 00:04:32.120]  天上神的子民的身份
[00:04:32.120 --> 00:04:34.120]  寶羅很刻意地
[00:04:34.120 --> 00:04:36.880]  提出這兩個身份的主題
[00:04:36.880 --> 00:04:40.240]  寶羅很希望透過這封信
[00:04:40.240 --> 00:04:42.080]  甚至乎透過這些主題
[00:04:42.080 --> 00:04:45.600]  去回應當時菲律賓教會所面對的問題
[00:04:45.600 --> 00:04:46.560]  甚至乎衝擊
[00:04:46.840 --> 00:04:49.600]  去教導他們如何在日常生活中
[00:04:49.600 --> 00:04:50.960]  選擇他們的生活
[00:04:50.960 --> 00:04:53.480]  更加勸導菲律賓教會
[00:04:53.480 --> 00:04:55.200]  要用自己的生命
[00:04:55.200 --> 00:04:58.120]  去呈現耶穌的樣式
[00:04:58.120 --> 00:05:01.280]  所以寶羅透過這封信
[00:05:01.280 --> 00:05:04.920]  很想向菲律賓教會作出鼓勵、勸勉
[00:05:04.920 --> 00:05:05.960]  甚至乎教導
[00:05:05.960 --> 00:05:08.200]  我們進入經文
[00:05:08.200 --> 00:05:10.040]  我們先一起讀出
[00:05:10.040 --> 00:05:13.640]  菲律賓書二章十二節至十六節的經文
[00:05:14.560 --> 00:05:17.440]  好,一二三,起
[00:05:17.440 --> 00:05:20.640]  「我親愛的,你看來」
[00:05:20.640 --> 00:05:35.240]  「就當恐懼你們自己得救的事」
[00:05:35.240 --> 00:05:38.880]  「因為是上帝在你們心裡運行」
[00:05:38.880 --> 00:05:41.600]  「是你們不敢自認有神」
[00:05:41.600 --> 00:05:44.080]  「所以要承受他的利益」
[00:05:44.080 --> 00:05:46.480]  「你們沒有辦法得到真理」
[00:05:46.480 --> 00:05:49.120]  「多忽要發現燃起真論」
[00:05:49.120 --> 00:05:51.600]  「所以要承受他的利益」
[00:05:51.600 --> 00:05:53.400]  「承受他的真諒」
[00:05:53.400 --> 00:05:54.720]  「就像剛剛所說的」
[00:05:54.720 --> 00:05:55.520]  「就像剛剛所說的」
[00:05:55.520 --> 00:05:56.080]  「就像剛剛所說的」
[00:05:56.080 --> 00:05:56.640]  「就像剛剛所說的」
[00:05:56.640 --> 00:05:57.120]  「就像剛剛所說的」
[00:05:57.120 --> 00:05:58.080]  「就像剛剛所說的」
[00:05:58.080 --> 00:05:59.600]  「你們不想有的事」
[00:05:59.600 --> 00:06:00.080]  「你們不想有的事」
[00:06:00.080 --> 00:06:00.640]  「你們不想有的事」
[00:06:00.640 --> 00:06:01.200]  「你們不想有的事」
[00:06:01.200 --> 00:06:02.080]  「你們不想有的事」
[00:06:02.080 --> 00:06:02.560]  「你們不想有的事」
[00:06:02.560 --> 00:06:03.080]  「你們不想有的事」
[00:06:03.080 --> 00:06:03.600]  「你們不想有的事」
[00:06:04.600 --> 00:06:08.160]  使我在基督的日子得以誇耀
[00:06:08.160 --> 00:06:10.480]  我沒有白跑也沒有
[00:06:10.480 --> 00:06:12.640]  弟兄姊妹我們一起祈禱
[00:06:12.640 --> 00:06:15.440]  慈悲的天父感謝你
[00:06:15.440 --> 00:06:18.520]  感謝你讓我們回到教會裡
[00:06:18.520 --> 00:06:19.440]  一起敬拜你
[00:06:19.440 --> 00:06:20.480]  去聽你的說話
[00:06:20.480 --> 00:06:23.760]  求主你也讓聖靈帶領孩子
[00:06:23.760 --> 00:06:27.680]  說出你孩子所預備的
[00:06:27.680 --> 00:06:28.720]  應該要說的
[00:06:28.720 --> 00:06:30.080]  更加讓弟兄姊妹
[00:06:30.080 --> 00:06:32.000]  能夠被聖靈引導
[00:06:32.000 --> 00:06:34.760]  聽到你所要他們聽的
[00:06:34.760 --> 00:06:35.760]  感謝主你
[00:06:35.760 --> 00:06:36.560]  奉主名求
[00:06:36.560 --> 00:06:37.280]  阿門
[00:06:37.280 --> 00:06:42.720]  我將肥立比書二章十二節到十六節
[00:06:42.720 --> 00:06:43.760]  分為兩個重點
[00:06:43.760 --> 00:06:45.640]  第一個重點就是
[00:06:45.640 --> 00:06:47.680]  一同操練堅的信心
[00:06:47.680 --> 00:06:50.920]  因為我今天的主題是說什麼呢?
[00:06:50.920 --> 00:06:54.200]  是同作堅門徒
[00:06:54.200 --> 00:06:54.880]  是不是?
[00:06:54.880 --> 00:06:56.280]  我不知道
[00:06:56.280 --> 00:06:57.520]  大家是年輕人
[00:06:57.520 --> 00:06:58.720]  我不知道你會說
[00:06:58.720 --> 00:06:59.600]  「喂!堅啊!」
[00:06:59.600 --> 00:07:01.720]  你會怎麼認為呢?
[00:07:01.720 --> 00:07:03.440]  我們一般人都會覺得
[00:07:03.440 --> 00:07:06.560]  「堅啊!真啊!厲害啊!」
[00:07:06.560 --> 00:07:09.560]  我想帶出大家
[00:07:09.560 --> 00:07:13.800]  我們如何一起做一個真正的門徒
[00:07:13.800 --> 00:07:14.720]  一個導向
[00:07:14.720 --> 00:07:15.840]  第一個重點就是
[00:07:15.840 --> 00:07:17.840]  一同操練堅的信心
[00:07:17.840 --> 00:07:19.400]  怎樣才算堅的信心呢?
[00:07:19.400 --> 00:07:21.240]  是十二節到十三節
[00:07:21.240 --> 00:07:24.040]  保羅在十二節開始
[00:07:24.040 --> 00:07:25.240]  原文裡面
[00:07:25.240 --> 00:07:25.920]  一開頭
[00:07:25.920 --> 00:07:27.040]  第十二節一開頭
[00:07:27.040 --> 00:07:29.360]  原來有「因此」兩個字
[00:07:29.360 --> 00:07:30.440]  原文的字
[00:07:30.440 --> 00:07:33.280]  是對上文六至十一節
[00:07:33.280 --> 00:07:34.720]  作出一些回應
[00:07:34.720 --> 00:07:41.640]  甚至帶出耶穌基督對天父的馴服的回應
[00:07:41.640 --> 00:07:44.360]  因為在二章六至十一節裡面
[00:07:44.360 --> 00:07:45.960]  我們會稱為
[00:07:45.960 --> 00:07:47.640]  尼塞亞的詩歌
[00:07:47.640 --> 00:07:50.480]  這首詩歌大家可以回去再看看
[00:07:50.480 --> 00:07:52.040]  因為今天我們不是討論
[00:07:52.040 --> 00:07:53.800]  不是說這個經文
[00:07:53.800 --> 00:07:58.080]  不過這個六至十一節的經文
[00:07:58.080 --> 00:08:03.200]  是很精要地簡單地說出一個耶穌基督
[00:08:03.200 --> 00:08:05.800]  在地上的福音的內容
[00:08:05.800 --> 00:08:07.640]  是非常重要的
[00:08:07.640 --> 00:08:11.960]  甚至說出了保羅對肥牙比教會
[00:08:11.960 --> 00:08:15.160]  兩個很重要的主題信息
[00:08:15.160 --> 00:08:16.800]  第一個主題信息
[00:08:16.800 --> 00:08:19.080]  就是保羅所信的對象
[00:08:19.080 --> 00:08:22.600]  對肥牙比教會所信的對象
[00:08:22.600 --> 00:08:24.040]  一個確立的宣告
[00:08:24.040 --> 00:08:25.440]  第二個重點
[00:08:25.440 --> 00:08:26.480]  就是保羅
[00:08:26.480 --> 00:08:30.400]  表達他所仿效的對象是耶穌基督
[00:08:30.400 --> 00:08:34.000]  而十二節到十八節裡面
[00:08:34.000 --> 00:08:39.920]  保羅提出了信徒必須要根據上文
[00:08:39.920 --> 00:08:43.760]  尼塞亞詩歌所作出的經文
[00:08:43.760 --> 00:08:45.840]  所提出的經文
[00:08:45.840 --> 00:08:50.400]  所要答辯的回應
[00:08:50.400 --> 00:08:52.960]  保羅希望肥牙比的信徒
[00:08:52.960 --> 00:08:57.000]  同樣以基督為效法的榜樣
[00:08:57.000 --> 00:09:02.040]  並且決定作出在生活上相對的回應
[00:09:02.040 --> 00:09:08.880]  也就是說效法耶穌基督為生活上的目標
[00:09:08.880 --> 00:09:13.480]  我們回來教會聽了很多聖經
[00:09:13.480 --> 00:09:15.160]  很多知識在裡面
[00:09:15.160 --> 00:09:17.280]  我們聽了那麼多知識
[00:09:17.280 --> 00:09:18.160]  究竟用來做什麼?
[00:09:18.160 --> 00:09:20.760]  除了知道耶穌基督是誰之外
[00:09:20.760 --> 00:09:21.840]  用來做什麼呢?
[00:09:21.840 --> 00:09:23.600]  原來保羅就是說
[00:09:23.600 --> 00:09:29.200]  我們要根據聖經上的教導
[00:09:29.200 --> 00:09:32.400]  在生活上活出我們的見證
[00:09:32.400 --> 00:09:35.440]  同樣在一章尾段裡面
[00:09:35.440 --> 00:09:38.480]  保羅怯面信徒行事為人
[00:09:38.480 --> 00:09:42.000]  都要與福音相稱的生活
[00:09:42.000 --> 00:09:45.360]  在生活裡面能夠見證到耶穌基督
[00:09:45.360 --> 00:09:47.960]  就是說我們聽了很多
[00:09:47.960 --> 00:09:50.280]  我們實際有沒有走出來呢?
[00:09:50.280 --> 00:09:54.280]  這個走出來不只是為自己
[00:09:54.280 --> 00:09:56.880]  甚至我們要作一個見證
[00:09:56.880 --> 00:09:59.120]  帶更多人去信主
[00:09:59.120 --> 00:10:02.560]  在經文裡面看到
[00:10:02.560 --> 00:10:04.360]  因為過往的日子裡面
[00:10:04.360 --> 00:10:08.960]  肥牙比教會一直都很馴服保羅的教導
[00:10:08.960 --> 00:10:12.800]  甚至他馴服到一個點
[00:10:12.800 --> 00:10:16.680]  因為保羅的教導而非常馴服上帝
[00:10:16.680 --> 00:10:20.080]  但是你會看到經文裡面提到
[00:10:20.080 --> 00:10:23.880]  肥牙比教會今天保羅不是中間
[00:10:23.880 --> 00:10:26.720]  保羅不能夠跟他們一起
[00:10:26.720 --> 00:10:28.160]  但是保羅也提醒他們
[00:10:28.160 --> 00:10:30.720]  就算我不是跟你一起也好
[00:10:30.720 --> 00:10:33.200]  我也希望你繼續去馴服上帝
[00:10:33.200 --> 00:10:34.840]  就好像我當初在這裡
[00:10:34.840 --> 00:10:36.440]  你馴服我的教導
[00:10:36.440 --> 00:10:37.640]  馴服上帝一樣
[00:10:37.640 --> 00:10:40.880]  馴服這個字的原文
[00:10:40.880 --> 00:10:43.200]  原來有聽的意思
[00:10:43.200 --> 00:10:45.480]  就是說聽到一些事情
[00:10:45.480 --> 00:10:47.040]  聽到一些事
[00:10:47.040 --> 00:10:48.160]  一些吩咐之後
[00:10:48.160 --> 00:10:49.120]  然後去做
[00:10:49.120 --> 00:10:50.400]  如果在聖經裡面
[00:10:50.400 --> 00:10:52.480]  就是說聽到上帝的指示
[00:10:52.480 --> 00:10:53.440]  一些吩咐
[00:10:53.440 --> 00:10:54.440]  而去跟從
[00:10:54.440 --> 00:10:57.400]  保羅勸勉肥牙比教會
[00:10:57.400 --> 00:10:58.920]  要聽上帝的吩咐
[00:10:58.920 --> 00:11:00.520]  學習去遵守
[00:11:00.520 --> 00:11:03.640]  信徒聽從
[00:11:03.640 --> 00:11:07.680]  這個概念
[00:11:07.680 --> 00:11:11.720]  其實是顯出了對上帝信心的一個表現
[00:11:11.720 --> 00:11:16.280]  就好像亞帕拉罕當初去獻他的兒子一樣
[00:11:16.280 --> 00:11:18.840]  他被稱為信心之父
[00:11:18.840 --> 00:11:20.360]  因信稱義
[00:11:20.360 --> 00:11:22.480]  弟兄姊妹
[00:11:22.480 --> 00:11:25.840]  原來信服是有聽的意思
[00:11:25.840 --> 00:11:28.640]  原來我們是要聽了一些東西
[00:11:28.640 --> 00:11:32.760]  然後要去實際地去回應
[00:11:32.760 --> 00:11:34.640]  你在生活上
[00:11:34.640 --> 00:11:36.400]  你聽著什麼
[00:11:36.400 --> 00:11:39.000]  去作你的生活準則
[00:11:39.000 --> 00:11:41.720]  你跟著什麼原則
[00:11:41.720 --> 00:11:44.360]  在日常裡面去生活
[00:11:44.360 --> 00:11:46.560]  我們作為信徒
[00:11:46.560 --> 00:11:49.760]  我們是不是以我們聖經的原則
[00:11:49.760 --> 00:11:52.360]  在地上生活
[00:11:52.360 --> 00:11:54.920]  還是你聽著外面世界
[00:11:54.920 --> 00:11:57.400]  很多不同的價值觀
[00:11:57.400 --> 00:11:59.880]  甚至聽著自己內心的話
[00:11:59.880 --> 00:12:04.960]  跟隨自己的慾望去生活
[00:12:04.960 --> 00:12:09.120]  保羅在十二節的後半部
[00:12:09.120 --> 00:12:11.320]  更加以一個命令的語氣
[00:12:11.320 --> 00:12:13.880]  去提出就當恐懼
[00:12:13.880 --> 00:12:16.880]  戰經完成你自己得救的事
[00:12:16.880 --> 00:12:18.880]  完成這個字
[00:12:18.880 --> 00:12:21.880]  保羅是用了一個命令語氣去提出
[00:12:21.880 --> 00:12:24.680]  就是說要給教會的信徒
[00:12:24.680 --> 00:12:26.200]  你要注意這一點
[00:12:26.200 --> 00:12:27.400]  完成什麼
[00:12:27.400 --> 00:12:31.760]  甚至你必須要執行這個完成
[00:12:31.760 --> 00:12:34.960]  這個完成是要帶著恐懼戰經
[00:12:34.960 --> 00:12:36.680]  不過不用太害怕
[00:12:36.680 --> 00:12:38.680]  因為恐懼戰經
[00:12:38.680 --> 00:12:42.240]  就是說對上帝敬畏的心
[00:12:42.240 --> 00:12:45.920]  是表達了我們帶著敬畏上帝的心
[00:12:45.920 --> 00:12:48.360]  去完成關於得救的事
[00:12:48.360 --> 00:12:50.800]  說到得救就很嚴重
[00:12:50.800 --> 00:12:54.200]  不過我暫時就討論一下
[00:12:54.200 --> 00:12:57.680]  保羅說的這個命令是完成什麼呢?
[00:12:57.680 --> 00:13:00.240]  完成這個字
[00:13:00.240 --> 00:13:02.480]  英文翻譯為「work out」
[00:13:02.480 --> 00:13:05.480]  在英文聖經裡面翻譯為「work out」
[00:13:05.480 --> 00:13:07.240]  「work out」這個字
[00:13:07.240 --> 00:13:10.640]  直接說就是操練和鍛鍊
[00:13:10.640 --> 00:13:13.160]  因為「work out」這個字是以命令語氣
[00:13:13.160 --> 00:13:15.640]  甚至以聖經來說
[00:13:15.640 --> 00:13:18.440]  是以一個現在的事態去表達
[00:13:18.440 --> 00:13:19.600]  就是說什麼呢?
[00:13:19.600 --> 00:13:21.600]  現在的事態就是說什麼呢?
[00:13:21.600 --> 00:13:25.720]  「work out」這個字是要不斷地持續的
[00:13:25.720 --> 00:13:29.440]  無論過去、現在甚至將來
[00:13:29.440 --> 00:13:31.440]  我們都要堅持下去
[00:13:31.440 --> 00:13:35.240]  堅持我們完成我們得救的事
[00:13:35.240 --> 00:13:39.000]  就是說我們過去受著信耶穌基督
[00:13:39.000 --> 00:13:40.640]  我們得到拯救
[00:13:40.640 --> 00:13:45.400]  我們現在就要執行聖經上的吩咐
[00:13:45.400 --> 00:13:47.400]  我們去活出我們的見證
[00:13:47.400 --> 00:13:49.800]  將來因為我們得救
[00:13:49.800 --> 00:13:53.800]  所以我們去到上帝的上高得到榮耀
[00:13:53.800 --> 00:13:57.000]  不過大家要注意一點
[00:13:57.000 --> 00:14:02.480]  保羅不是說為著救恩而行事
[00:14:02.480 --> 00:14:04.480]  不是「work for your salvation」
[00:14:04.480 --> 00:14:08.280]  因為信徒從來都不是因為
[00:14:08.280 --> 00:14:10.280]  行為而得救
[00:14:10.280 --> 00:14:13.080]  救恩和贖靈的生命
[00:14:13.080 --> 00:14:15.880]  都是上帝白白的恩典
[00:14:15.880 --> 00:14:18.560]  是無條件地賜給我們
[00:14:18.560 --> 00:14:21.880]  我們這個是什麼意思呢?
[00:14:21.880 --> 00:14:23.200]  保羅的意思就是說
[00:14:23.200 --> 00:14:25.680]  信徒要將得救行出來
[00:14:25.680 --> 00:14:27.000]  「work out your salvation」
[00:14:27.000 --> 00:14:30.480]  就是說我們信徒要展現我們本身
[00:14:30.480 --> 00:14:32.480]  就好像我們剛才敬拜
[00:14:32.480 --> 00:14:35.960]  神我屬你的生命
[00:14:35.960 --> 00:14:37.960]  去得著基督的生命
[00:14:37.960 --> 00:14:39.960]  在地上高展現出來
[00:14:39.960 --> 00:14:43.680]  這個展現就好像我們一開始所說
[00:14:43.680 --> 00:14:45.680]  並不是為了自己
[00:14:45.680 --> 00:14:48.760]  並不是為了自己得救而去做
[00:14:48.760 --> 00:14:52.280]  而是為了我們作耶穌基督的見證
[00:14:52.280 --> 00:14:56.960]  我們能夠在當中活現耶穌基督的生命榜樣
[00:14:56.960 --> 00:14:58.960]  去吸引更多未信的人
[00:14:58.960 --> 00:15:00.960]  作我們地上的光
[00:15:00.960 --> 00:15:05.960]  所以從第二章第十二節開始
[00:15:05.960 --> 00:15:09.960]  完全是涉及一個神聖的過程
[00:15:09.960 --> 00:15:11.960]  亦有經文這樣說
[00:15:11.960 --> 00:15:14.960]  就是「作你們得救的功夫」
[00:15:14.960 --> 00:15:19.960]  我們要在地上盡我們信徒本身的責任
[00:15:19.960 --> 00:15:23.960]  並不是純粹為了自己得著救恩
[00:15:23.960 --> 00:15:26.960]  更加是「馴服聖靈」
[00:15:26.960 --> 00:15:29.960]  去帶領、去執行神的旨意
[00:15:29.960 --> 00:15:31.960]  我們要生活上高
[00:15:31.960 --> 00:15:34.960]  我們要跟著聖經的原則去做
[00:15:34.960 --> 00:15:36.960]  當中
[00:15:36.960 --> 00:15:38.960]  有一個
[00:15:38.960 --> 00:15:40.960]  肥立彼書有一個很重要的概念
[00:15:40.960 --> 00:15:44.960]  就是謙卑合一的態度
[00:15:44.960 --> 00:15:48.960]  謙卑合一的確不是那麼容易去做
[00:15:48.960 --> 00:15:52.960]  因為我們本身很多時候
[00:15:52.960 --> 00:15:54.960]  就會聽了自己的話
[00:15:54.960 --> 00:15:58.960]  甚至我們不會看到別人的需要去做
[00:15:58.960 --> 00:16:02.960]  所以我們要在神聖的過程裡面
[00:16:02.960 --> 00:16:04.960]  不斷地操練
[00:16:04.960 --> 00:16:07.960]  說了一大堆很硬的東西
[00:16:07.960 --> 00:16:10.960]  不如也說一些輕鬆一點的東西
[00:16:10.960 --> 00:16:13.960]  我覺得「Workout」這個詞
[00:16:13.960 --> 00:16:14.960]  其實我自己
[00:16:14.960 --> 00:16:15.960]  在我來說
[00:16:15.960 --> 00:16:17.960]  我有一個體會
[00:16:17.960 --> 00:16:19.960]  就好像「Keep Fit」一樣
[00:16:19.960 --> 00:16:22.960]  屬靈生命原來都需要「Keep Fit」
[00:16:22.960 --> 00:16:24.960]  我看到「Workout」這個詞
[00:16:24.960 --> 00:16:26.960]  就想起我早前的疫情
[00:16:26.960 --> 00:16:28.960]  我不知道你在家裡
[00:16:28.960 --> 00:16:31.960]  有沒有跟著YouTube做一些「Workout」
[00:16:31.960 --> 00:16:33.960]  因為我自己
[00:16:33.960 --> 00:16:35.960]  在疫情裡面
[00:16:35.960 --> 00:16:38.960]  我發覺自己心肝體悶了很多
[00:16:38.960 --> 00:16:41.960]  我自己就跟太太
[00:16:41.960 --> 00:16:45.960]  在裡面跟著一些頻道
[00:16:45.960 --> 00:16:46.960]  去做一些「Workout」
[00:16:46.960 --> 00:16:49.960]  我覺得做完之後
[00:16:49.960 --> 00:16:51.960]  其實我不知道你們有沒有見過我之前
[00:16:51.960 --> 00:16:54.960]  其實我減了一陣子肥
[00:16:54.960 --> 00:16:57.960]  我不知道你覺不覺得
[00:16:57.960 --> 00:17:00.960]  不過我覺得神聖的過程都挺像
[00:17:00.960 --> 00:17:02.960]  我這段過程
[00:17:02.960 --> 00:17:04.960]  因為過程裡面
[00:17:04.960 --> 00:17:06.960]  其實真的要不停地「Aware」自己
[00:17:06.960 --> 00:17:10.960]  究竟有沒有肥到呢?
[00:17:10.960 --> 00:17:12.960]  究竟我有沒有努力呢?
[00:17:12.960 --> 00:17:15.960]  我有沒有達到我的目標呢?
[00:17:15.960 --> 00:17:16.960]  其實如果你想一下
[00:17:16.960 --> 00:17:18.960]  信豪的生活這樣都挺好的
[00:17:18.960 --> 00:17:20.960]  你留意一下自己
[00:17:20.960 --> 00:17:22.960]  究竟我做得好不好呢?
[00:17:22.960 --> 00:17:23.960]  我有沒有做得不好的地方?
[00:17:23.960 --> 00:17:25.960]  我有沒有做得好一點呢?
[00:17:25.960 --> 00:17:27.960]  其實「Aware」
[00:17:27.960 --> 00:17:29.960]  有「醒察」這個心
[00:17:29.960 --> 00:17:31.960]  原來在「Workout」
[00:17:31.960 --> 00:17:33.960]  甚至乎在成性的過程裡面
[00:17:33.960 --> 00:17:35.960]  都是很重要的
[00:17:35.960 --> 00:17:37.960]  更加看看自己
[00:17:37.960 --> 00:17:40.960]  怎樣再「粗」就好一點
[00:17:40.960 --> 00:17:42.960]  在哪方面再「粗」就好一點
[00:17:42.960 --> 00:17:44.960]  不過我不知道你
[00:17:44.960 --> 00:17:47.960]  因為我已經結婚了
[00:17:47.960 --> 00:17:51.960]  我就不只是自己去「Aware」
[00:17:51.960 --> 00:17:53.960]  我身邊的都很「Aware」我
[00:17:53.960 --> 00:17:57.960]  我覺得又好像經文這樣說
[00:17:57.960 --> 00:17:59.960]  原來我們作為信徒
[00:17:59.960 --> 00:18:02.960]  不只是我們「Aware」自己
[00:18:02.960 --> 00:18:05.960]  原來一早
[00:18:05.960 --> 00:18:09.960]  天父已經賜下了聖靈給我們
[00:18:09.960 --> 00:18:11.960]  在我「Keep Fit」的過程中
[00:18:11.960 --> 00:18:13.960]  不斷有些聲音
[00:18:13.960 --> 00:18:16.960]  「喂!你不要吃了」
[00:18:16.960 --> 00:18:18.960]  我不知道
[00:18:18.960 --> 00:18:21.960]  我覺得不是對等
