
[00:00:00.000 --> 00:00:04.560]  前陣子我看了一部重播的電影
[00:03:21.520 --> 00:03:23.200]  甚至發怒
[00:03:23.200 --> 00:03:25.720]  這是什麼事呢?
[00:03:25.720 --> 00:03:28.120]  令到約拿這麼不開心呢?
[00:03:28.120 --> 00:03:29.440]  我們很快速地
[00:03:29.440 --> 00:03:32.520]  劇透一下約拿書的劇情
[00:03:32.520 --> 00:03:34.920]  約拿書只有四章
[00:03:34.920 --> 00:03:37.120]  總共只有48節經文
[00:03:37.120 --> 00:03:38.520]  很短的書卷
[00:03:38.520 --> 00:03:39.920]  但很有意思
[00:03:39.920 --> 00:03:42.800]  第一章 耶和華呼召
[00:03:42.800 --> 00:03:44.520]  約拿去尼尼未城
[00:03:44.520 --> 00:03:45.800]  宣告神的警告
[00:03:45.800 --> 00:03:47.360]  約拿不想去
[00:03:47.360 --> 00:03:49.160]  著草走人
[00:03:49.160 --> 00:03:52.520]  尼尼未城其實在以色列東北邊
[00:03:52.520 --> 00:03:55.280]  約拿坐船向西逃走
[00:03:55.280 --> 00:03:58.880]  神用風浪阻止他逃走
[00:03:58.880 --> 00:04:02.800]  並安排一條大魚吞約拿落土
[00:04:02.800 --> 00:04:05.040]  所以我們幫這條大魚
[00:04:05.040 --> 00:04:06.480]  起了一個可愛的名字
[00:04:06.480 --> 00:04:07.960]  叫吞拿魚
[00:04:08.840 --> 00:04:11.560]  如果有想煮一盒
[00:04:11.560 --> 00:04:13.680]  兒童煮一盒的人應該已經聽過
[00:04:13.680 --> 00:04:17.960]  第二章 約拿在魚肚裡
[00:04:17.960 --> 00:04:20.160]  向耶和華禱告
[00:04:20.160 --> 00:04:22.160]  神吩咐這條大魚
[00:04:22.160 --> 00:04:24.360]  將約拿套回陸地
[00:04:24.360 --> 00:04:27.560]  第三章 約拿死死地氣
[00:04:27.560 --> 00:04:30.680]  回到尼尼未城宣告
[00:04:30.680 --> 00:04:33.240]  再過40天 尼尼未要傾覆
[00:04:33.240 --> 00:04:36.280]  雖然他是隨便說幾句
[00:04:36.280 --> 00:04:40.240]  但尼尼未人真的認罪悔改
[00:04:40.240 --> 00:04:42.160]  神改變心意
[00:04:42.160 --> 00:04:44.480]  不降原本要降的災難
[00:04:44.480 --> 00:04:48.120]  所以這件事說的就是這個結果
[00:04:48.120 --> 00:04:51.800]  約拿對尼尼未人得到神赦免
[00:04:51.800 --> 00:04:54.400]  很不開心 而且很生氣
[00:04:54.400 --> 00:04:55.040]  為什麼呢
[00:04:55.040 --> 00:04:58.360]  其實約拿書的一章一至二節
[00:04:58.360 --> 00:05:00.600]  已經說出第一個原因
[00:05:00.600 --> 00:05:06.120]  耶和華話臨到米太的兒子約拿書
[00:05:06.120 --> 00:05:08.680]  到尼尼未城大城
[00:05:08.680 --> 00:05:11.160]  向其中的居民宣告
[00:05:11.160 --> 00:05:15.200]  因為他們的惡已達到我面前
[00:05:15.200 --> 00:05:18.840]  尼尼未人是惡人 是很壞的人
[00:05:18.840 --> 00:05:21.760]  大家可以去看拿紅書第三章
[00:05:21.760 --> 00:05:25.040]  就數算了尼尼未人的惡
[00:05:25.040 --> 00:05:26.840]  其實還有一個原因
[00:05:26.840 --> 00:05:32.000]  尼尼未城是哪個國的首都
[00:05:32.000 --> 00:05:34.160]  是亞述的首都
[00:05:34.160 --> 00:05:37.040]  亞述是以色列的敵人
[00:05:37.040 --> 00:05:39.960]  是會對以色列不利的人
[00:05:39.960 --> 00:05:41.520]  所以要對一個惡人
[00:05:41.520 --> 00:05:44.240]  甚至對自己不利的人好
[00:05:44.240 --> 00:05:48.400]  其實都很不容易
[00:05:48.400 --> 00:05:51.720]  所以約拿的不情願 不高興
[00:05:51.720 --> 00:05:55.080]  其實很合理
[00:05:55.080 --> 00:05:56.960]  但我們從神去問約拿
[00:05:56.960 --> 00:05:59.280]  你怎樣發怒對媽媽
[00:05:59.280 --> 00:06:01.320]  這句說話我們都聞到
[00:06:01.320 --> 00:06:05.960]  其實神覺得他不合理
[00:06:05.960 --> 00:06:10.560]  經文第一節有一個字很值得留意
[00:06:10.560 --> 00:06:14.520]  用來形容約拿的不悅的字
[00:06:14.520 --> 00:06:16.400]  原文是Ra
[00:06:16.400 --> 00:06:21.840]  是形容尼尼未人的惡字
[00:06:21.840 --> 00:06:24.760]  來自同一個字元
[00:06:24.760 --> 00:06:26.280]  是Evil的意思
[00:06:26.280 --> 00:06:28.200]  所以經文暗示了
[00:06:28.200 --> 00:06:31.280]  約拿的不悅是一種惡
[00:06:31.280 --> 00:06:33.720]  是一種Evil
[00:06:33.720 --> 00:06:36.400]  而且是一種大大的惡
[00:06:36.400 --> 00:06:42.440]  經文甚至沒有用大大的惡來形容尼尼未人
[00:06:42.440 --> 00:06:44.240]  但這樣形容約拿
[00:06:44.240 --> 00:06:46.960]  為什麼約拿這樣都算是大大的惡呢
[00:06:46.960 --> 00:06:50.120]  我們又看看剛才四章二節
[00:06:50.120 --> 00:06:53.040]  約拿怎樣去耶華禱告
[00:06:53.040 --> 00:06:54.240]  四章二節他說
[00:06:54.240 --> 00:06:57.200]  我知道你是有恩惠有憐憫的神
[00:06:57.200 --> 00:06:59.200]  不輕而發怒有豐盛的慈愛
[00:06:59.200 --> 00:07:02.800]  並且會改變心意不降那災難
[00:07:02.800 --> 00:07:05.760]  我就是因為這樣才急速逃去他師
[00:07:05.760 --> 00:07:10.800]  我們可以看到約拿是很準確地
[00:07:10.800 --> 00:07:13.760]  說出神的屬性和心意
[00:07:13.760 --> 00:07:17.680]  約拿說他知道
[00:07:17.680 --> 00:07:20.080]  但他心裡是不認同的
[00:07:20.080 --> 00:07:21.840]  並且對上帝發怒
[00:07:21.840 --> 00:07:24.560]  這是一個很惡的表現
[00:07:24.560 --> 00:07:25.600]  他不是不知道
[00:07:25.600 --> 00:07:28.160]  而是不肯不信服上帝
[00:07:28.160 --> 00:07:30.960]  約拿最想怎樣呢
[00:07:30.960 --> 00:07:33.280]  最想當然是上帝施行審判
[00:07:33.280 --> 00:07:34.800]  殺了尼尼未人
[00:07:34.800 --> 00:07:37.360]  但因為尼尼未人是回轉悔改
[00:07:37.360 --> 00:07:38.960]  所以上帝赦免了他們
[00:07:38.960 --> 00:07:44.320]  如果我們看回約拿書的三章九節
[00:07:44.320 --> 00:07:47.520]  其實尼尼未王收到警告之後
[00:07:47.520 --> 00:07:49.840]  他被百姓通告裡面
[00:07:49.840 --> 00:07:52.960]  除了要求百姓披麻禁食
[00:07:52.960 --> 00:07:54.960]  回轉悔改之後
[00:07:54.960 --> 00:07:56.560]  還說了一句說話
[00:07:56.560 --> 00:08:01.040]  誰知道神也許會回心轉意
[00:08:01.040 --> 00:08:04.720]  不發烈怒使我們不自滅亡
[00:08:04.720 --> 00:08:07.040]  這句說話其實跟
[00:08:07.040 --> 00:08:09.040]  《出埃及記》三十二章十二節
[00:08:09.040 --> 00:08:11.840]  以色列人拜金牛毒事件之後
[00:08:11.840 --> 00:08:16.560]  摩西為百姓向上帝懇求時的說法很相似
[00:08:16.560 --> 00:08:19.280]  《出埃及記》三十二章十二節
[00:08:19.280 --> 00:08:20.560]  求你回心轉意
[00:08:20.560 --> 00:08:22.320]  不發你的烈怒
[00:08:22.320 --> 00:08:24.320]  不幹災禍給你的百姓
[00:08:24.320 --> 00:08:30.480]  這個認罪然後赦免的模式的一致
[00:08:30.480 --> 00:08:34.400]  其實是帶出了在上帝的恩典面前
[00:08:34.400 --> 00:08:35.920]  人人是平等的
[00:08:35.920 --> 00:08:39.040]  無論是猶太人還是外邦人
[00:08:39.040 --> 00:08:39.920]  惡人
[00:08:39.920 --> 00:08:42.240]  只要願意認罪悔改
[00:08:42.240 --> 00:08:44.000]  上帝就會願意赦免
[00:08:44.000 --> 00:08:46.000]  尼尼未人的悔改
[00:08:46.000 --> 00:08:50.320]  其實也是對以色列的審判
[00:08:50.320 --> 00:08:55.680]  被看為惡人的外邦人反而願意悔改
[00:08:55.680 --> 00:08:59.520]  但屬神的子民以色列反而不願意悔改
[00:08:59.520 --> 00:09:01.520]  一直繼續活躍
[00:09:01.520 --> 00:09:08.000]  而約拿以自己的喜惡作為前提
[00:09:08.000 --> 00:09:11.120]  而不是用神的真義作為前提
[00:09:11.120 --> 00:09:15.520]  他自己的喜惡是大過神變成了偶像
[00:09:15.520 --> 00:09:17.520]  弟兄姊妹
[00:09:17.520 --> 00:09:21.280]  我們會不會也有不喜歡的人或地方呢
[00:09:21.280 --> 00:09:25.280]  相信不會沒有
[00:09:25.280 --> 00:09:27.680]  我們也會有不喜歡的人或地方
[00:09:27.680 --> 00:09:30.880]  我們不喜歡的原因又是什麼呢
[00:09:30.880 --> 00:09:34.880]  可能會覺得有些人很衰格
[00:09:34.880 --> 00:09:36.880]  做些事看不過眼
[00:09:36.880 --> 00:09:38.240]  很討人厭
[00:09:38.240 --> 00:09:41.440]  甚至可能他做的事令我們吃虧
[00:09:41.440 --> 00:09:43.440]  吃苦頭
[00:09:43.440 --> 00:09:46.000]  或者不同政見的人
[00:09:46.000 --> 00:09:49.280]  或者死都不肯接受福音的人
[00:09:49.280 --> 00:09:52.560]  甚至是踐踏福音的人
[00:09:52.560 --> 00:09:57.040]  或者你覺得他沒有負起家庭責任的家人
[00:09:57.040 --> 00:10:02.000]  或者不停對你感情勒索的家人
[00:10:02.000 --> 00:10:05.520]  或者你覺得他欺負你的同事或老闆
[00:10:05.520 --> 00:10:10.000]  可能有人心目中的尼尼未人是林鄭
[00:10:10.000 --> 00:10:12.960]  有人是特朗普
[00:10:12.960 --> 00:10:14.960]  有人心目中的尼尼未人
[00:10:14.960 --> 00:10:16.960]  是Johnny Depp的前妻
[00:10:16.960 --> 00:10:18.960]  Amber Heard
[00:10:18.960 --> 00:10:22.960]  有人是藥貓的韋斯咸法國中堅蘇瑪
[00:10:22.960 --> 00:10:25.760]  有些人令我們很憤怒
[00:10:25.760 --> 00:10:29.920]  其實我們會不會也像藥娘一樣
[00:10:29.920 --> 00:10:32.800]  在憤怒的人當中也憤怒了神呢
[00:10:32.800 --> 00:10:37.280]  神啊你為什麼任由這樣的人或力量去存在呢
[00:10:37.280 --> 00:10:39.280]  不審判他呢
[00:10:39.280 --> 00:10:42.800]  除了不喜歡人
[00:10:42.800 --> 00:10:47.760]  我們也可能會不喜歡不同的族群或國家
[00:10:47.760 --> 00:10:50.160]  有人會不喜歡中國
[00:10:50.160 --> 00:10:52.160]  有人不喜歡美國
[00:10:52.160 --> 00:10:55.280]  我以前公司的上司很不喜歡美國人
[00:10:55.280 --> 00:10:58.480]  因為他曾經跟美國人在工作上交過手
[00:10:58.480 --> 00:11:00.480]  就覺得美國人很傲慢
[00:11:00.480 --> 00:11:02.480]  所以他很不喜歡美國人
[00:11:02.480 --> 00:11:07.120]  當然也有人因為普京很不喜歡俄羅斯
[00:11:07.120 --> 00:11:11.280]  其實也有人不喜歡香港
[00:11:11.280 --> 00:11:17.040]  很多人心裡也有不喜歡的人或地方
[00:11:17.040 --> 00:11:21.280]  有自己心中的尼尼未人或尼尼未成
[00:11:21.280 --> 00:11:24.080]  不只不喜歡
[00:11:24.080 --> 00:11:28.560]  我們更想上帝的公義和審判淋到那些人那些地方
[00:11:28.560 --> 00:11:31.760]  這個思路對人來說是很合理的
[00:11:31.760 --> 00:11:33.760]  但是在神呢
[00:11:33.760 --> 00:11:35.760]  神會不會說既然你不喜歡美國
[00:11:35.760 --> 00:11:37.760]  以後你還是不要向美國人傳福音
[00:11:37.760 --> 00:11:40.800]  又會不會說既然你不喜歡中國
[00:11:40.800 --> 00:11:42.800]  以後你還是不要向中國人傳福音
[00:11:42.800 --> 00:11:45.920]  神也不會說既然你不喜歡香港
[00:11:45.920 --> 00:11:47.920]  你以後也不要向香港人傳福音
[00:11:47.920 --> 00:11:50.960]  另一方面呢
[00:11:50.960 --> 00:11:52.960]  不知道大家有沒有想過
[00:11:52.960 --> 00:11:57.440]  你特別不喜歡的人或族群
[00:11:57.440 --> 00:12:03.200]  可能正正是上帝呼召你去宣講上帝救恩的人
[00:12:03.200 --> 00:12:06.400]  好像他呼召若那一樣
[00:12:06.400 --> 00:12:12.400]  上帝將一些人或地方放在我們生命裡
[00:12:12.400 --> 00:12:14.400]  或在生命的附近
[00:12:14.400 --> 00:12:18.400]  我們生命中的惡人、壞人
[00:12:18.400 --> 00:12:20.400]  他們也需要福音
[00:12:20.400 --> 00:12:23.680]  甚至可能是很需要福音的人
[00:12:23.680 --> 00:12:25.680]  上帝是想他們得救
[00:12:25.680 --> 00:12:28.400]  主耶穌說過我不是來朝義人悔改
[00:12:28.400 --> 00:12:30.400]  而是召聚人悔改
[00:12:30.400 --> 00:12:32.400]  這些人出現在我們生命裡
[00:12:32.400 --> 00:12:34.400]  可能是上帝的意思
[00:12:34.400 --> 00:12:39.680]  甚至我們不喜歡大大不如、發怒
[00:12:39.680 --> 00:12:42.880]  有沒有可能是上帝要教導我們的地方呢
[00:12:42.880 --> 00:12:46.880]  要我們認識自己多一點的地方呢
[00:12:46.880 --> 00:12:50.880]  甚至是我們需要被醫治的地方呢
[00:12:50.880 --> 00:12:56.480]  我很怕說不進步的人
[00:12:56.480 --> 00:12:58.960]  但身邊肯定有不少這樣的人
[00:12:58.960 --> 00:13:00.960]  包括家人
[00:13:00.960 --> 00:13:02.960]  有時候也會很生氣
[00:13:02.960 --> 00:13:05.960]  不過在這些不斷被激憎的過程裡
[00:13:05.960 --> 00:13:07.960]  上帝好像又想讓我發現
[00:13:07.960 --> 00:13:13.960]  原來我自己也有些堅持又沒有改變的地方
[00:13:13.960 --> 00:13:18.960]  也讓我發現我自己帶著的驕傲
[00:13:18.960 --> 00:13:21.960]  你可能很怕自由騎士
[00:13:21.960 --> 00:13:24.960]  但你身邊總是有自由騎士出現
[00:13:24.960 --> 00:13:26.960]  有沒有
[00:13:26.960 --> 00:13:28.960]  另一個例子
[00:13:28.960 --> 00:13:35.960]  有一位弟兄最近跟他新認識的幾位弟兄姊妹合作服侍
[00:13:35.960 --> 00:13:38.960]  其中一個姊妹的風格
[00:13:38.960 --> 00:13:43.960]  激怒弟兄回家後忍不住哭
[00:13:43.960 --> 00:13:46.960]  但弟兄之後也會思考
[00:13:46.960 --> 00:13:50.960]  到底我生命中哪些東西被他刺中
[00:13:50.960 --> 00:13:51.960]  刺得那麼刺痛
[00:13:51.960 --> 00:13:53.960]  所以我那麼不開心
[00:13:53.960 --> 00:13:57.960]  那麼大反應呢
[00:13:57.960 --> 00:13:59.960]  這位姊妹的風格很容易激怒別人
[00:13:59.960 --> 00:14:01.960]  但另一方面
[00:14:01.960 --> 00:14:03.960]  我們身邊的人也在她身上
[00:14:03.960 --> 00:14:06.960]  看到她對信仰的那份敬愛
[00:14:06.960 --> 00:14:07.960]  那份著緊
[00:14:07.960 --> 00:14:09.960]  她一看到別人不讀經
[00:14:09.960 --> 00:14:11.960]  對信仰不認真
[00:14:11.960 --> 00:14:12.960]  她就會很生氣
[00:14:12.960 --> 00:14:17.960]  所以這方面也是我們要向她學習的地方
[00:14:17.960 --> 00:14:20.960]  面對我們不喜歡的人
[00:14:20.960 --> 00:14:23.960]  我們有時候也會被神教導
[00:14:23.960 --> 00:14:24.960]  甚至管教
[00:14:24.960 --> 00:14:27.960]  或者被醫治
[00:14:27.960 --> 00:14:28.960]  弟兄姊妹
[00:14:28.960 --> 00:14:30.960]  不知道你們有沒有想過
[00:14:30.960 --> 00:14:32.960]  我們身處在這個地方
[00:14:32.960 --> 00:14:34.960]  這個時代
[00:14:34.960 --> 00:14:36.960]  是上帝給我們的命定
[00:14:36.960 --> 00:14:38.960]  是要我們在這個時代
[00:14:38.960 --> 00:14:40.960]  為祂宣講上帝
[00:14:40.960 --> 00:14:43.960]  警告上帝的救恩
[00:14:43.960 --> 00:14:45.960]  可能有人會說
[00:14:45.960 --> 00:14:47.960]  上帝你不要那麼看得起我
[00:14:47.960 --> 00:14:49.960]  可能我們更加想
[00:14:49.960 --> 00:14:50.960]  好像若娜一樣
[00:14:50.960 --> 00:14:52.960]  最好不要叫我參與
[00:14:52.960 --> 00:14:57.960]  但上帝會不會就是要我們去參與呢
[00:14:57.960 --> 00:14:59.960]  你和我都要去參與呢
[00:14:59.960 --> 00:15:02.960]  上星期牧師也提醒我們
[00:15:02.960 --> 00:15:06.960]  上帝的心意是要福音傳到萬國萬民
[00:15:06.960 --> 00:15:09.960]  是主的大使命是說
[00:15:09.960 --> 00:15:11.960]  使萬民作我的門徒
[00:15:11.960 --> 00:15:14.960]  而不是使善良的
[00:15:14.960 --> 00:15:15.960]  你喜歡的
[00:15:15.960 --> 00:15:17.960]  作我的門徒
[00:15:17.960 --> 00:15:20.960]  我們不單是要傳福音給我們愛的人
[00:15:20.960 --> 00:15:23.960]  更加要傳給我們不愛
[00:15:23.960 --> 00:15:25.960]  甚至你覺得不可愛的人
[00:15:25.960 --> 00:15:29.960]  剛才Eric弟兄的見證裡
[00:15:29.960 --> 00:15:31.960]  他曾經去到一個
[00:15:31.960 --> 00:15:32.960]  生窮水盡
[00:15:32.960 --> 00:15:34.960]  無可救藥
[00:15:34.960 --> 00:15:36.960]  眾叛親離
[00:15:36.960 --> 00:15:41.960]  當時他也給了家人朋友很多苦頭
[00:15:41.960 --> 00:15:43.960]  所以大家那時都不想理他
[00:15:43.960 --> 00:15:45.960]  但上帝沒有放棄他
[00:15:45.960 --> 00:15:50.960]  並且差派天使將大兄帶到主的面前
[00:15:50.960 --> 00:15:52.960]  當他得著拯救
[00:15:52.960 --> 00:15:55.960]  更加是整個家庭都得著拯救
[00:15:55.960 --> 00:15:57.960]  感謝主
[00:15:57.960 --> 00:16:01.960]  Eric弟兄更加盼望自己可以成為祝福
[00:16:01.960 --> 00:16:04.960]  去幫助其他人得著上帝的拯救
[00:16:04.960 --> 00:16:07.960]  他更加要去到青少部
[00:16:07.960 --> 00:16:09.960]  會陪伴年青的一代
[00:16:09.960 --> 00:16:11.960]  感謝主
[00:16:12.960 --> 00:16:15.960]  蒙拯救的人要拯救人
[00:16:15.960 --> 00:16:18.960]  要將人帶到主的面前
[00:16:18.960 --> 00:16:19.960]  帶到信仰裡
[00:16:19.960 --> 00:16:24.960]  讓姐妹你會不會就是下一位的天使呢
[00:16:24.960 --> 00:16:27.960]  回到經文
[00:16:27.960 --> 00:16:28.960]  我們繼續來看看
[00:16:28.960 --> 00:16:30.960]  在若拿的不情願當中
[00:16:30.960 --> 00:16:32.960]  上帝如何繼續和他對話
[00:16:32.960 --> 00:16:35.960]  又給了他一個什麼小體驗
[00:16:35.960 --> 00:16:37.960]  令他更加明白上帝的心呢
[00:16:37.960 --> 00:16:39.960]  這段有點長
[00:16:39.960 --> 00:16:41.960]  我們讀5-11節
[00:16:41.960 --> 00:16:43.960]  若拿出城
[00:16:43.960 --> 00:16:45.960]  坐在城的東邊
[00:16:45.960 --> 00:16:48.960]  在那裡為自己搭了一座棚
[00:16:48.960 --> 00:16:50.960]  他坐在棚子的任下
[00:16:50.960 --> 00:16:53.960]  要看看城裡會發生什麼事
[00:16:53.960 --> 00:16:56.960]  耶和華神安排了一顆飛馬
[00:16:56.960 --> 00:16:59.960]  使他生長高過若拿
[00:16:59.960 --> 00:17:01.960]  影子遮蓋他的頭
[00:17:01.960 --> 00:17:03.960]  使他免受苦難
[00:17:03.960 --> 00:17:07.960]  若拿因這顆飛馬大大歡喜
[00:17:07.960 --> 00:17:11.960]  神卻安排一條蟲來咬這飛馬
[00:17:11.960 --> 00:17:13.960]  以致枯乾
[00:17:13.960 --> 00:17:15.960]  太陽出來的時候
[00:17:15.960 --> 00:17:17.960]  神安排炎熱的東風
[00:17:17.960 --> 00:17:19.960]  太陽曝曬若拿的頭
[00:17:19.960 --> 00:17:20.960]  使他發昏
[00:17:20.960 --> 00:17:22.960]  他就為自己求死
[00:17:22.960 --> 00:17:25.960]  說我死了比活著更好
[00:17:25.960 --> 00:17:26.960]  神對若拿說
[00:17:26.960 --> 00:17:29.960]  你因這顆飛馬發怒對嗎
[00:17:29.960 --> 00:17:32.960]  他說我發怒以致於死
[00:17:32.960 --> 00:17:33.960]  都是對的
[00:17:33.960 --> 00:17:34.960]  耶和華說
[00:17:34.960 --> 00:17:37.960]  這顆飛馬你沒有為它操勞
[00:17:37.960 --> 00:17:39.960]  也不是你使它長大的
[00:17:39.960 --> 00:17:42.960]  它一夜生長一夜枯死
[00:17:42.960 --> 00:17:44.960]  你尚且愛惜
[00:17:44.960 --> 00:17:46.960]  何況你們未大成
[00:17:46.960 --> 00:17:49.960]  其中不能分辨左右手的
[00:17:49.960 --> 00:17:51.960]  就有十二萬多人
[00:17:51.960 --> 00:17:53.960]  還有許多新竹
[00:17:53.960 --> 00:17:55.960]  我豈能不愛錫呢
[00:17:55.960 --> 00:17:57.960]  若拿好像還沒死心
[00:17:57.960 --> 00:17:59.960]  可能還想看看有沒有機會
[00:17:59.960 --> 00:18:01.960]  上帝會降災給你們
[00:18:01.960 --> 00:18:03.960]  所以他搭了棚子在那裡看
[00:18:03.960 --> 00:18:06.960]  不過他搭的棚子可能比較差
[00:18:06.960 --> 00:18:08.960]  所以無法完全遮掩太陽
[00:18:08.960 --> 00:18:11.960]  但神安排的飛馬樹的影
[00:18:11.960 --> 00:18:13.960]  能遮掩他的頭
[00:18:13.960 --> 00:18:15.960]  令他不被太陽曝曬
[00:18:15.960 --> 00:18:17.960]  令他更舒服
[00:18:17.960 --> 00:18:19.960]  若拿大大喜樂
[00:18:19.960 --> 00:18:24.960]  之前他是大大不悅
[00:18:24.960 --> 00:18:26.960]  現在大大喜樂
[00:18:26.960 --> 00:18:28.960]  但當他被曝曬
[00:18:28.960 --> 00:18:30.960]  不舒服不如意的時候
[00:18:30.960 --> 00:18:32.960]  他又發怒求死
[00:18:32.960 --> 00:18:34.960]  若拿的大大喜樂
[00:18:34.960 --> 00:18:36.960]  是因為什麼呢
[00:18:36.960 --> 00:18:38.960]  因為自己安恕
[00:18:38.960 --> 00:18:40.960]  免受苦難
[00:18:40.960 --> 00:18:43.960]  而不是因為別人免受苦難
[00:18:43.960 --> 00:18:46.960]  不是因為別人得著拯救
[00:18:46.960 --> 00:18:48.960]  這些描述其實很表達出
[00:18:48.960 --> 00:18:51.960]  若拿那種自我中心
[00:18:51.960 --> 00:18:53.960]  以自己的心為心
[00:18:53.960 --> 00:18:55.960]  不是以上帝的心為心
[00:18:55.960 --> 00:18:57.960]  就好像之前阿迪說過
[00:18:57.960 --> 00:19:00.960]  若拿的「E」很大
[00:19:00.960 --> 00:19:03.960]  有恩典的時候他很開心
[00:19:03.960 --> 00:19:05.960]  但其實看不到他感恩
[00:19:05.960 --> 00:19:07.960]  失去恩典的時候
[00:19:07.960 --> 00:19:09.960]  就發脾氣
[00:19:09.960 --> 00:19:14.960]  若拿為自己免受苦難
[00:19:14.960 --> 00:19:15.960]  大大喜樂
[00:19:15.960 --> 00:19:18.960]  但為你們美人免受苦難
[00:19:18.960 --> 00:19:19.960]  大大不悅
[00:19:19.960 --> 00:19:21.960]  所以是一個很大的對比
[00:19:21.960 --> 00:19:23.960]  失去安恕
[00:19:23.960 --> 00:19:26.960]  就不開心不高興憤怒
[00:19:26.960 --> 00:19:31.960]  但拯救靈魂就對他好像無關同樣的事
[00:19:31.960 --> 00:19:35.960]  被上帝拯救和祝福的人
[00:19:35.960 --> 00:19:39.960]  卻不願意其他人被拯救
[00:19:39.960 --> 00:19:42.960]  神是怎樣去教導若拿呢
[00:19:42.960 --> 00:19:46.960]  神是透過他所掌管的自然界
[00:19:46.960 --> 00:19:48.960]  去教導若拿
[00:19:48.960 --> 00:19:50.960]  第一章是透過海
[00:19:50.960 --> 00:19:55.960]  狂風巨浪和大魚去教導若拿
[00:19:55.960 --> 00:19:57.960]  第四章是透過悲麻樹
[00:19:57.960 --> 00:20:00.960]  蟲 東風 太陽
[00:20:00.960 --> 00:20:02.960]  透過大自然
[00:20:02.960 --> 00:20:08.960]  神是彰顯他自己是一個創造天地萬物的神
