
[00:00:00.000 --> 00:00:04.500]  今天是年度講壇主題
[00:04:13.000 --> 00:04:15.000]  在這本書裡
[00:04:15.000 --> 00:04:18.000]  「就知道我是耶和華」
[00:04:18.000 --> 00:04:19.000]  其實有「必」的
[00:04:19.000 --> 00:04:22.000]  「必就知道我是耶和華」
[00:04:22.000 --> 00:04:26.000]  這句話在以西傑書出現了70次
[00:04:26.000 --> 00:04:30.000]  究竟我們要知道耶和華的是什麼呢
[00:04:30.000 --> 00:04:32.000]  是不是他的榮光呢
[00:04:32.000 --> 00:04:36.000]  是不是他的榮耀呢
[00:04:36.000 --> 00:04:39.000]  在以西傑書《轉變中的盼望》
[00:04:39.000 --> 00:04:42.000]  經過很長的時間
[00:04:42.000 --> 00:04:46.000]  有一段時間我們講了很多審判的訊息
[00:04:46.000 --> 00:04:48.000]  關於神的公義
[00:04:48.000 --> 00:04:50.000]  有罪在子民當中
[00:04:50.000 --> 00:04:54.000]  但是審判不是神的目的
[00:04:54.000 --> 00:04:56.000]  在25章之後開始
[00:04:56.000 --> 00:04:58.000]  是講舊恩
[00:04:58.000 --> 00:05:00.000]  是舊恩的宣講
[00:05:00.000 --> 00:05:02.000]  今天我也說
[00:05:02.000 --> 00:05:06.000]  以西傑書這個《轉變中的盼望》最後一講
[00:05:06.000 --> 00:05:10.000]  今天要講的是榮耀的盼望
[00:05:10.000 --> 00:05:13.000]  是什麼榮耀?
[00:05:13.000 --> 00:05:15.000]  是怎樣的盼望?
[00:05:15.000 --> 00:05:18.000]  我們一起進入經文
[00:05:18.000 --> 00:05:21.000]  在剛剛我們看的PowerPoint裡
[00:05:21.000 --> 00:05:23.000]  分了三大段以西傑書
[00:05:23.000 --> 00:05:26.000]  先知在夢召的時候見到神
[00:05:26.000 --> 00:05:27.000]  他見到神的榮耀
[00:05:27.000 --> 00:05:32.000]  尤其是猶太國長期在叛逆叛道裡
[00:05:32.000 --> 00:05:35.000]  神的榮光在城裡離開
[00:05:35.000 --> 00:05:39.000]  但是榮耀再次臨到萬民中
[00:05:39.000 --> 00:05:41.000]  在神的恩典裡
[00:05:41.000 --> 00:05:44.000]  榮耀再次臨到萬民中
[00:05:44.000 --> 00:05:47.000]  他被先知看到新的聖神
[00:05:47.000 --> 00:05:51.000]  所以人都知道我是耶和華
[00:05:51.000 --> 00:05:52.000]  在榮耀以外
[00:05:52.000 --> 00:05:57.000]  聖殿也是以西傑書常見的核心主題
[00:05:57.000 --> 00:05:59.000]  第一個就是榮耀
[00:05:59.000 --> 00:06:02.000]  第二個核心主題就是聖殿
[00:06:02.000 --> 00:06:04.000]  今天有一段輔助經文
[00:06:04.000 --> 00:06:08.000]  就是在43章1至9節
[00:06:08.000 --> 00:06:11.000]  不如我們一起讀出這段經文
[00:06:11.000 --> 00:06:17.000]  我們不如讀43章1至5節
[00:06:17.000 --> 00:06:19.000]  我們預備請
[00:06:19.000 --> 00:06:48.000]  (廣東話)
[00:06:48.000 --> 00:07:01.000]  (廣東話)
[00:07:01.000 --> 00:07:03.000]  如果你剛剛讀那段經文
[00:07:03.000 --> 00:07:04.000]  你都會發現
[00:07:04.000 --> 00:07:06.000]  上帝的榮光出現了很多次
[00:07:06.000 --> 00:07:08.000]  還有在上帝的殿裡
[00:07:08.000 --> 00:07:10.000]  殿這個字也出現了很多次
[00:07:10.000 --> 00:07:11.000]  上帝的榮光
[00:07:11.000 --> 00:07:13.000]  他的榮耀
[00:07:13.000 --> 00:07:16.000]  希伯來字是Kabbalah
[00:07:16.000 --> 00:07:17.000]  這個原文的意思
[00:07:17.000 --> 00:07:18.000]  剛剛也說過
[00:07:18.000 --> 00:07:21.000]  有尊貴、榮美、豐富
[00:07:21.000 --> 00:07:23.000]  在以西傑書
[00:07:23.000 --> 00:07:25.000]  神的榮耀就是他的本質
[00:07:25.000 --> 00:07:26.000]  是他的本體
[00:07:26.000 --> 00:07:29.000]  充滿在這段聖經裡
[00:07:29.000 --> 00:07:31.000]  彰顯了神的什麼
[00:07:31.000 --> 00:07:32.000]  他的榮耀是什麼
[00:07:32.000 --> 00:07:34.000]  就是他的聖潔
[00:07:34.000 --> 00:07:35.000]  他的能力
[00:07:35.000 --> 00:07:39.000]  這就是神自己的本相
[00:07:39.000 --> 00:07:43.000]  在我們看以西傑書的過程裡
[00:07:43.000 --> 00:07:45.000]  人縱然失信
[00:07:45.000 --> 00:07:47.000]  但是神仍然可信
[00:07:47.000 --> 00:07:48.000]  他是信實的
[00:07:48.000 --> 00:07:51.000]  復興是上帝的名正
[00:07:51.000 --> 00:07:54.000]  是上帝榮耀的作為
[00:07:54.000 --> 00:07:56.000]  復興究竟又是什麼呢
[00:07:56.000 --> 00:08:00.000]  上帝的榮耀和復興又是什麼關係呢
[00:08:00.000 --> 00:08:01.000]  剛剛說過
[00:08:01.000 --> 00:08:03.000]  上帝的榮耀的作為是怎樣呢
[00:08:03.000 --> 00:08:06.000]  我們的盼望又是什麼呢
[00:08:06.000 --> 00:08:10.000]  盼望就在復興的信息裡
[00:08:10.000 --> 00:08:12.000]  上帝要讓以色列民
[00:08:12.000 --> 00:08:15.000]  或者列國認識他的公義
[00:08:15.000 --> 00:08:17.000]  他是掌管全地
[00:08:17.000 --> 00:08:21.000]  但是他也是眷顧熟悉他的人
[00:08:21.000 --> 00:08:23.000]  無論什麼光景
[00:08:23.000 --> 00:08:24.000]  以色列人的叛亂
[00:08:24.000 --> 00:08:27.000]  甚至甚或現在
[00:08:27.000 --> 00:08:30.000]  神仍然和他的子民同在
[00:08:30.000 --> 00:08:32.000]  只要熟悉神的人
[00:08:32.000 --> 00:08:34.000]  去認識神
[00:08:34.000 --> 00:08:35.000]  去反思
[00:08:35.000 --> 00:08:37.000]  持手盼望的時候
[00:08:37.000 --> 00:08:39.000]  就能夠見到異象
[00:08:39.000 --> 00:08:43.000]  這個現象是一個復興的信息
[00:08:43.000 --> 00:08:45.000]  是一個新的信息
[00:08:45.000 --> 00:08:48.000]  好像有些東西更新一樣
[00:08:48.000 --> 00:08:50.000]  剛剛我們讀了輔助經文
[00:08:50.000 --> 00:08:52.000]  我們不如又看看
[00:08:52.000 --> 00:08:54.000]  究竟神給我們
[00:08:54.000 --> 00:08:56.000]  或者當時以西傑
[00:08:56.000 --> 00:08:58.000]  看到什麼異象
[00:08:58.000 --> 00:09:01.000]  我們一起首先讀今天的主要經文
[00:09:01.000 --> 00:09:03.000]  47章1至7節
[00:09:03.000 --> 00:09:05.000]  我們一起讀出來
[00:09:05.000 --> 00:09:06.000]  預備請
[00:09:07.000 --> 00:09:09.000]  (廣東話)
[00:09:09.000 --> 00:09:11.000]  (廣東話)
[00:09:12.000 --> 00:09:14.000]  (廣東話)
[00:09:14.000 --> 00:09:16.000]  (廣東話)
[00:09:16.000 --> 00:09:18.000]  (廣東話)
[00:09:18.000 --> 00:09:20.000]  (廣東話)
[00:09:21.000 --> 00:09:23.000]  (廣東話)
[00:09:24.000 --> 00:09:26.000]  (廣東話)
[00:09:27.000 --> 00:09:29.000]  (廣東話)
[00:09:30.000 --> 00:09:32.000]  (廣東話)
[00:09:32.000 --> 00:09:34.000]  (廣東話)
[00:09:34.000 --> 00:09:37.000]  (廣東話)
[00:09:37.000 --> 00:09:40.000]  (廣東話)
[00:09:40.000 --> 00:09:43.000]  (廣東話)
[00:09:43.000 --> 00:09:46.000]  (廣東話)
[00:09:46.000 --> 00:09:49.000]  (廣東話)
[00:09:49.000 --> 00:09:52.000]  (廣東話)
[00:09:52.000 --> 00:09:55.000]  (廣東話)
[00:09:55.000 --> 00:09:58.000]  (廣東話)
[00:09:58.000 --> 00:10:01.000]  (廣東話)
[00:10:02.000 --> 00:10:04.000]  (廣東話)
[00:10:04.000 --> 00:10:06.000]  (廣東話)
[00:10:06.000 --> 00:10:08.000]  (廣東話)
[00:10:08.000 --> 00:10:10.000]  (廣東話)
[00:10:10.000 --> 00:10:12.000]  (廣東話)
[00:10:12.000 --> 00:10:14.000]  (廣東話)
[00:10:14.000 --> 00:10:16.000]  (廣東話)
[00:10:16.000 --> 00:10:18.000]  (廣東話)
[00:10:18.000 --> 00:10:21.000]  我們剛剛看到一幅圖畫
[00:10:21.000 --> 00:10:24.000]  就是以西傑看到的異象
[00:10:24.000 --> 00:10:26.000]  第一幅圖畫是怎樣呢?
[00:10:26.000 --> 00:10:28.000]  第一節一開始
[00:10:28.000 --> 00:10:30.000]  以西傑被帶回聖殿
[00:10:30.000 --> 00:10:35.000]  當時聖殿仍然是主要的建築物
[00:10:35.000 --> 00:10:37.000]  他在門口看到甚麼呢?
[00:10:37.000 --> 00:10:39.000]  他看到聖殿
[00:10:39.000 --> 00:10:41.000]  漢建
[00:10:41.000 --> 00:10:44.000]  聖殿有一條流水
[00:10:44.000 --> 00:10:46.000]  即是水流出
[00:10:46.000 --> 00:10:48.000]  水一直由東
[00:10:48.000 --> 00:10:50.000]  向東門而出
[00:10:50.000 --> 00:10:52.000]  一直向南流
[00:10:52.000 --> 00:10:55.000]  當時原來的聖殿的建築物
[00:10:55.000 --> 00:10:57.000]  門口都是向東的
[00:10:57.000 --> 00:10:59.000]  西面沒有門
[00:10:59.000 --> 00:11:01.000]  有聖經學者說
[00:11:01.000 --> 00:11:05.000]  因為東面是太陽升起的地方
[00:11:05.000 --> 00:11:10.000]  所以有更新力量的意思
[00:11:10.000 --> 00:11:13.000]  才被神帶到聖殿
[00:11:13.000 --> 00:11:16.000]  就看到聖殿有水流出
[00:11:16.000 --> 00:11:18.000]  現在你試想想
[00:11:18.000 --> 00:11:20.000]  我們有條水流出
[00:11:20.000 --> 00:11:22.000]  你會有甚麼反應呢?
[00:11:22.000 --> 00:11:24.000]  我們一起看下去
[00:11:24.000 --> 00:11:26.000]  第二個畫面是怎樣呢?
[00:11:26.000 --> 00:11:31.000]  水從電門的門口流到東流
[00:11:31.000 --> 00:11:35.000]  使者繼續帶仙姿到北面的門
[00:11:35.000 --> 00:11:37.000]  再到東面的門
[00:11:37.000 --> 00:11:40.000]  水一直流下去
[00:11:40.000 --> 00:11:42.000]  剛剛我們看的時候
[00:11:42.000 --> 00:11:44.000]  看到有一爪一爪
[00:11:44.000 --> 00:11:48.000]  原來第三個畫面就出現了
[00:11:48.000 --> 00:11:50.000]  水流的時候
[00:11:50.000 --> 00:11:52.000]  使者一直流下去
[00:11:52.000 --> 00:11:55.000]  一直與聖殿隔開
[00:11:55.000 --> 00:11:59.000]  一爪就是以前的碗尺
[00:11:59.000 --> 00:12:01.000]  就是這裡
[00:12:01.000 --> 00:12:03.000]  一爪就是這個位置
[00:12:03.000 --> 00:12:09.000]  一千爪就好像是一千七百尺
[00:12:09.000 --> 00:12:11.000]  怎樣呢?
[00:12:11.000 --> 00:12:13.000]  一直流的時候有一條水流
[00:12:13.000 --> 00:12:15.000]  一直流很厲害
[00:12:15.000 --> 00:12:17.000]  如果你看畫面
[00:12:17.000 --> 00:12:21.000]  本來水只到腳眼
[00:12:21.000 --> 00:12:24.000]  然後它一直流下去
[00:12:24.000 --> 00:12:26.000]  然後去到腰
[00:12:26.000 --> 00:12:30.000]  然後去到膝頭
[00:12:30.000 --> 00:12:31.000]  然後再去到腰
[00:12:31.000 --> 00:12:33.000]  一直流一直流
[00:12:33.000 --> 00:12:35.000]  水越來越深
[00:12:35.000 --> 00:12:38.000]  在第五節裡無法過去
[00:12:38.000 --> 00:12:40.000]  不能夠涉水而行
[00:12:40.000 --> 00:12:43.000]  這個水
[00:12:43.000 --> 00:12:45.000]  由水
[00:12:45.000 --> 00:12:47.000]  不停說水
[00:12:47.000 --> 00:12:49.000]  變成河
[00:12:49.000 --> 00:12:51.000]  可能一條線很微弱
[00:12:51.000 --> 00:12:53.000]  越來越升高
[00:12:53.000 --> 00:12:56.000]  水漲高到成河
[00:12:56.000 --> 00:12:59.000]  只能游水無法過去
[00:12:59.000 --> 00:13:02.000]  在這三個畫面裡
[00:13:02.000 --> 00:13:04.000]  如果你是以西傑
[00:13:04.000 --> 00:13:06.000]  你有什麼反應呢?
[00:13:06.000 --> 00:13:08.000]  現在水很大聲
[00:13:08.000 --> 00:13:10.000]  你有什麼反應呢?
[00:13:10.000 --> 00:13:12.000]  其實我覺得他很聽話
[00:13:12.000 --> 00:13:14.000]  聽話是很馴服的
[00:13:14.000 --> 00:13:17.000]  帶他去哪裡就去哪裡
[00:13:17.000 --> 00:13:20.000]  其實你說二象姐是假的
[00:13:20.000 --> 00:13:22.000]  有什麼奇怪呢?
[00:13:22.000 --> 00:13:24.000]  你有沒有試過做夢呢?
[00:13:24.000 --> 00:13:25.000]  有沒有試過做夢呢?
[00:13:25.000 --> 00:13:27.000]  很真實的
[00:13:27.000 --> 00:13:29.000]  真實到你有沒有試過
[00:13:29.000 --> 00:13:31.000]  突然在床上跌倒
[00:13:31.000 --> 00:13:33.000]  其實你做夢不知為什麼會跌倒
[00:13:33.000 --> 00:13:36.000]  真的人也會有反應
[00:13:36.000 --> 00:13:39.000]  現在很流行VR
[00:13:39.000 --> 00:13:41.000]  Virtual Reality
[00:13:41.000 --> 00:13:43.000]  Samuel就最厲害了
[00:13:43.000 --> 00:13:45.000]  元宇宙那些
[00:13:45.000 --> 00:13:47.000]  現在就在玩遊戲
[00:13:47.000 --> 00:13:49.000]  現在還開辦公室
[00:13:49.000 --> 00:13:51.000]  拿這些科技
[00:13:51.000 --> 00:13:53.000]  很震撼的
[00:13:53.000 --> 00:13:55.000]  有一次我沒有玩過VR
[00:13:55.000 --> 00:13:59.000]  因為很怕那些遊戲都是打喪屍
[00:13:59.000 --> 00:14:00.000]  很恐怖
[00:14:00.000 --> 00:14:02.000]  我懶得做惡夢
[00:14:02.000 --> 00:14:04.000]  因為我要保持好的夢
[00:14:04.000 --> 00:14:07.000]  我做了一個什麼夢呢?
[00:14:07.000 --> 00:14:11.000]  我自己回的舞會
[00:14:11.000 --> 00:14:13.000]  是堅島浸訓教會
[00:14:13.000 --> 00:14:14.000]  其實不是
[00:14:14.000 --> 00:14:16.000]  是香港浸訓教會在港島區
[00:14:16.000 --> 00:14:20.000]  我的朋友的工作
[00:14:20.000 --> 00:14:22.000]  或者階級也不錯
[00:14:22.000 --> 00:14:24.000]  因為那是在堅島
[00:14:24.000 --> 00:14:27.000]  很高級的地方
[00:14:27.000 --> 00:14:29.000]  為什麼我會回那間教會呢?
[00:14:29.000 --> 00:14:31.000]  因為有同事帶我回
[00:14:31.000 --> 00:14:33.000]  所以我的團體的人
[00:14:33.000 --> 00:14:36.000]  收入很豐富
[00:14:36.000 --> 00:14:38.000]  工作也很高級
[00:14:38.000 --> 00:14:40.000]  這些其實說說而已
[00:14:40.000 --> 00:14:42.000]  沒有什麼關係
[00:14:42.000 --> 00:14:45.000]  我有一次已經在讀神學
[00:14:45.000 --> 00:14:48.000]  突然半夜做夢
[00:14:48.000 --> 00:14:50.000]  夢見我一個朋友
[00:14:50.000 --> 00:14:52.000]  她叫L小姐
[00:14:52.000 --> 00:14:55.000]  她剛剛結婚
[00:14:55.000 --> 00:14:57.000]  她很想結婚
[00:14:57.000 --> 00:14:58.000]  後來真的結了
[00:14:58.000 --> 00:15:00.000]  很替她高興
[00:15:00.000 --> 00:15:02.000]  後來我做夢
[00:15:02.000 --> 00:15:05.000]  她和她丈夫吵架
[00:15:05.000 --> 00:15:08.000]  說要離婚
[00:15:08.000 --> 00:15:11.000]  在夢中很有印象
[00:15:11.000 --> 00:15:13.000]  醒來也記得
[00:15:13.000 --> 00:15:17.000]  其實我覺得有點擔心
[00:15:17.000 --> 00:15:19.000]  不過也是做夢而已
[00:15:19.000 --> 00:15:22.000]  後來我真的揮之不去
[00:15:22.000 --> 00:15:23.000]  做了一個夢
[00:15:23.000 --> 00:15:28.000]  後來我打電話給我朋友
[00:15:28.000 --> 00:15:33.000]  當時手提電話數據很貴
[00:15:33.000 --> 00:15:35.000]  我們神學院的餐廳
[00:15:35.000 --> 00:15:36.000]  只有一部電話
[00:15:36.000 --> 00:15:37.000]  很多元
[00:15:37.000 --> 00:15:38.000]  一直打電話
[00:15:38.000 --> 00:15:39.000]  很多元飛來飛去
[00:15:39.000 --> 00:15:42.000]  我也覺得要排隊打電話給她
[00:15:42.000 --> 00:15:44.000]  後來我說
[00:15:44.000 --> 00:15:47.000]  L 我做夢見到你
[00:15:47.000 --> 00:15:48.000]  我做夢見到你
[00:15:48.000 --> 00:15:50.000]  說要和你丈夫離婚
[00:15:50.000 --> 00:15:52.000]  她說是嗎
[00:15:52.000 --> 00:15:54.000]  是真的
[00:15:54.000 --> 00:15:58.000]  其實那段時間她和她丈夫吵得很厲害
[00:15:58.000 --> 00:16:01.000]  吵到想離婚
[00:16:01.000 --> 00:16:03.000]  但神的感動
[00:16:03.000 --> 00:16:04.000]  你明白嗎
[00:16:04.000 --> 00:16:06.000]  神的感動不是印象
[00:16:06.000 --> 00:16:07.000]  是做夢見到她
[00:16:07.000 --> 00:16:08.000]  一打電話
[00:16:08.000 --> 00:16:10.000]  後來我和她聊天
[00:16:10.000 --> 00:16:12.000]  然後和她祈禱
[00:16:12.000 --> 00:16:15.000]  因為神知道她的光景
[00:16:15.000 --> 00:16:19.000]  她現在仍然在婚姻裡
[00:16:19.000 --> 00:16:21.000]  並且有了小朋友
[00:16:21.000 --> 00:16:27.000]  其實人聽話真的很重要
[00:16:27.000 --> 00:16:30.000]  所以我覺得以西傑的馴服也很重要
[00:16:30.000 --> 00:16:35.000]  剛剛我說的只是我個人或朋友的事
[00:16:35.000 --> 00:16:38.000]  但我們繼續看以西傑的意象
[00:16:38.000 --> 00:16:41.000]  原來他的意象不單是個人
[00:16:41.000 --> 00:16:44.000]  簡直是神的角度
[00:16:44.000 --> 00:16:47.000]  我們進入另一部分經文
[00:16:47.000 --> 00:16:51.000]  就是相信主因 活水根生
[00:16:51.000 --> 00:16:54.000]  我們一起讀這幾節經文
[00:16:54.000 --> 00:16:56.000]  8至12節
[00:16:56.000 --> 00:16:57.000]  預備請
[00:16:57.000 --> 00:16:59.000]  (廣東話)
[00:16:59.000 --> 00:17:01.000]  (廣東話)
[00:17:01.000 --> 00:17:03.000]  (廣東話)
[00:17:03.000 --> 00:17:05.000]  (廣東話)
[00:17:06.000 --> 00:17:08.000]  (廣東話)
[00:17:09.000 --> 00:17:11.000]  (廣東話)
[00:17:12.000 --> 00:17:14.000]  (廣東話)
[00:17:15.000 --> 00:17:17.000]  (廣東話)
[00:17:18.000 --> 00:17:20.000]  (廣東話)
[00:17:21.000 --> 00:17:23.000]  (廣東話)
[00:17:24.000 --> 00:17:26.000]  (廣東話)
[00:17:26.000 --> 00:17:28.000]  (廣東話)
[00:17:29.000 --> 00:17:31.000]  (廣東話)
[00:17:31.000 --> 00:17:33.000]  (廣東話)
[00:17:33.000 --> 00:17:35.000]  (廣東話)
[00:17:35.000 --> 00:18:00.000]  每月必結新果子
[00:18:00.000 --> 00:18:04.000]  因為這水是從聖所流出來的
[00:18:04.000 --> 00:18:07.000]  樹上的果子必作食物
[00:18:07.000 --> 00:18:10.000]  葉子可以治病
[00:18:10.000 --> 00:18:14.000]  到這裡又看到意象
[00:18:14.000 --> 00:18:18.000]  剛剛說水深到不能走路
[00:18:18.000 --> 00:18:19.000]  要游泳
[00:18:19.000 --> 00:18:21.000]  但啪一聲
[00:18:21.000 --> 00:18:23.000]  水剛剛「嚇嚇」一聲
[00:18:23.000 --> 00:18:25.000]  但啪一聲怎麼辦
[00:18:25.000 --> 00:18:29.000]  沒有再量度聖殿和水的距離
[00:18:29.000 --> 00:18:31.000]  第四個畫面出現
[00:18:31.000 --> 00:18:33.000]  第四個畫面出現的時候
[00:18:33.000 --> 00:18:37.000]  第七節怎麼說
[00:18:37.000 --> 00:18:39.000]  使者對以西傑說
[00:18:39.000 --> 00:18:41.000]  「人子啊,你看見了嗎?」
[00:18:41.000 --> 00:18:44.000]  然後「咚」一聲
[00:18:44.000 --> 00:18:47.000]  第七節說帶他回河邊
[00:18:47.000 --> 00:18:48.000]  然後他說
[00:18:48.000 --> 00:18:50.000]  「你看看河邊那些」
[00:18:50.000 --> 00:18:53.000]  「這邊那邊岸上有多少樹木」
[00:18:53.000 --> 00:18:55.000]  又「嚇嚇」一聲的水
[00:18:55.000 --> 00:18:58.000]  「咚」一聲帶他回岸邊
[00:18:58.000 --> 00:19:02.000]  「回」這個字在第一節也出現過
[00:19:02.000 --> 00:19:05.000]  文法上直述與起
[00:19:05.000 --> 00:19:07.000]  也是值得我們留意的
[00:19:07.000 --> 00:19:12.000]  在剛剛的第六、第七節出現了兩次
[00:19:12.000 --> 00:19:16.000]  原文有返回、轉回的意思
[00:19:16.000 --> 00:19:18.000]  聖經翻譯
[00:19:18.000 --> 00:19:19.000]  如果你看聖經
[00:19:19.000 --> 00:19:22.000]  剛剛我們翻到岸邊
[00:19:22.000 --> 00:19:23.000]  但原來有其他翻譯
[00:19:23.000 --> 00:19:25.000]  就是遠離惡行
[00:19:25.000 --> 00:19:27.000]  和避老歸回
[00:19:27.000 --> 00:19:28.000]  或者回頭吧
[00:19:28.000 --> 00:19:30.000]  離開你的偶像
[00:19:30.000 --> 00:19:32.000]  也有這個意思
[00:19:32.000 --> 00:19:34.000]  離開一些不好的東西
[00:19:34.000 --> 00:19:36.000]  或者遠離惡行
[00:19:36.000 --> 00:19:44.000]  當中原文也有關於復興、更新、恢復的意思
[00:19:44.000 --> 00:19:46.000]  剛剛看到第四節
[00:19:46.000 --> 00:19:49.000]  「人子啊,你看見了嗎?」
[00:19:49.000 --> 00:19:51.000]  「人子」如果看英文
[00:19:51.000 --> 00:19:53.000]  就是Son of Man
[00:19:53.000 --> 00:19:57.000]  其實是兒子、後裔、成員的意思
[00:19:57.000 --> 00:20:06.000]  當使者帶先知回到岸邊的時候
[00:20:06.000 --> 00:20:07.000]  有些什麼事情發生
[00:20:07.000 --> 00:20:10.000]  他看到水之外
[00:20:10.000 --> 00:20:11.000]  原來岸邊
[00:20:11.000 --> 00:20:13.000]  這邊和那邊
[00:20:13.000 --> 00:20:15.000]  也有很多樹木
[00:20:15.000 --> 00:20:18.000]  你說有樹木有什麼奇怪
[00:20:18.000 --> 00:20:20.000]  我們就看看第五個畫面
[00:20:20.000 --> 00:20:22.000]  原來水由聖所流出的時候
[00:20:22.000 --> 00:20:24.000]  一直向東流
[00:20:24.000 --> 00:20:28.000]  如果你看以色列的地理
[00:20:28.000 --> 00:20:30.000]  水向東流的時候
[00:20:30.000 --> 00:20:33.000]  就會去到鹽海
