
[00:00:00.000 --> 00:00:03.400]  Hello 弟兄姊妹平安
[00:01:43.000 --> 00:01:45.000]  其實年青人要追回
[00:01:45.000 --> 00:01:48.400]  雖然已經恢復了一年多
[00:01:48.400 --> 00:01:51.000]  但年青人要追回那些網課期間
[00:01:51.000 --> 00:01:53.600]  那段時間不能上學
[00:01:53.600 --> 00:01:56.200]  那種學習的延誤
[00:01:56.200 --> 00:01:57.800]  那段時間三年內
[00:01:57.800 --> 00:01:59.000]  缺乏與人相處
[00:01:59.000 --> 00:02:00.600]  每天都對著相機
[00:02:00.600 --> 00:02:02.400]  與家人困獸鬥
[00:02:02.400 --> 00:02:05.000]  我們少了很多社交學習的機會
[00:02:05.000 --> 00:02:06.600]  缺乏群體的支持
[00:02:06.600 --> 00:02:07.600]  其實青年人
[00:02:07.600 --> 00:02:09.600]  無論是教會內教會外的青年人
[00:02:09.600 --> 00:02:11.200]  所面對的承受壓力
[00:02:11.200 --> 00:02:13.400]  都比起我們那時候
[00:02:13.400 --> 00:02:15.600]  甚至可能是三年前
[00:02:15.600 --> 00:02:18.800]  六年前的過之而無不及
[00:02:18.800 --> 00:02:22.000]  其實在社會很沉重的氣氛下
[00:02:22.000 --> 00:02:25.600]  青少部很感恩有一班年青人
[00:02:25.600 --> 00:02:28.800]  能夠回來教會與我們一起
[00:02:28.800 --> 00:02:31.200]  其實青少部很想在這一年裏
[00:02:31.200 --> 00:02:33.400]  仍然很心願與青年人同行
[00:02:33.400 --> 00:02:34.800]  一起在基督裏
[00:02:34.800 --> 00:02:36.400]  與我們這個群體裏
[00:02:36.400 --> 00:02:37.400]  得到力量
[00:02:37.400 --> 00:02:38.400]  讓這班青年人
[00:02:38.400 --> 00:02:39.600]  去面對這個世界
[00:02:39.600 --> 00:02:42.800]  今天我講到的題目
[00:02:42.800 --> 00:02:45.600]  同樣是今年青少部的主題
[00:02:45.600 --> 00:02:48.600]  叫《Transform Our Lives, Going for Christ》
[00:02:50.800 --> 00:02:52.200]  因為這裏不是那個部分
[00:02:52.200 --> 00:02:53.400]  所以我不知道要做甚麼
[00:02:53.400 --> 00:02:54.600]  我繼續
[00:02:54.600 --> 00:02:57.600]  我們青少部很想我們的年青人
[00:02:57.600 --> 00:02:59.000]  藉著這個題目
[00:02:59.000 --> 00:03:02.000]  去建立一個基督徒的生命品格
[00:03:02.000 --> 00:03:04.600]  我們很想建立年青人的生命
[00:03:04.600 --> 00:03:07.200]  用一個吸引人眼球的生命特質
[00:03:07.200 --> 00:03:09.200]  在黑暗裏發光
[00:03:09.200 --> 00:03:12.000]  讓他們的光
[00:03:12.000 --> 00:03:13.400]  去轉化這個世界
[00:03:13.400 --> 00:03:15.000]  為主發光
[00:03:15.000 --> 00:03:16.800]  我講的不是他們
[00:03:16.800 --> 00:03:19.000]  好像剛才在台上唱歌
[00:03:19.000 --> 00:03:21.000]  閃閃發亮那種
[00:03:21.000 --> 00:03:23.000]  而是他們個人的特質
[00:03:23.000 --> 00:03:25.400]  能夠在他們與人的相處裏面
[00:03:25.400 --> 00:03:28.200]  回到學校與他們的朋友相處裏面
[00:03:28.200 --> 00:03:30.200]  讓人看到他們身上
[00:03:30.200 --> 00:03:32.000]  不一樣的特質
[00:03:32.000 --> 00:03:34.200]  欣福的青年的弟兄姊妹
[00:03:34.200 --> 00:03:35.200]  不知道你今天
[00:03:35.200 --> 00:03:37.600]  見到我們很多青年人的時候
[00:03:37.600 --> 00:03:39.200]  你有沒有在他們裏面
[00:03:39.200 --> 00:03:41.800]  見到有這些基督徒美好的特質
[00:03:41.800 --> 00:03:43.200]  不知道
[00:03:43.200 --> 00:03:44.600]  我都邀請你
[00:03:44.600 --> 00:03:46.000]  如果你附近隔壁
[00:03:46.000 --> 00:03:48.000]  有年青人與你坐在一起
[00:03:48.000 --> 00:03:49.400]  你見到他們
[00:03:49.400 --> 00:03:51.400]  我想你也跟他們打個招呼
[00:03:51.400 --> 00:03:52.600]  你跟他們說很開心
[00:03:52.600 --> 00:03:54.200]  跟你一起敬拜主
[00:03:54.200 --> 00:03:56.200]  看看他們會不會都是這樣跟你說
[00:03:56.200 --> 00:03:59.400]  很開心你讓我跟你一起敬拜主
[00:03:59.400 --> 00:04:02.200]  或者到現在已經在打瞌睡
[00:04:02.200 --> 00:04:03.200]  你幫我拍一拍他
[00:04:03.200 --> 00:04:04.200]  醒醒
[00:04:04.200 --> 00:04:06.200]  講道聽阿君講話
[00:04:06.200 --> 00:04:08.200]  我們一起來聽
[00:04:08.200 --> 00:04:11.000]  今天我們會看肥皂比書
[00:04:11.000 --> 00:04:13.200]  我們去學習保羅的生命
[00:04:13.200 --> 00:04:16.400]  保羅的生命會出現很多逆境的時候
[00:04:16.400 --> 00:04:18.000]  我們一起學習保羅
[00:04:18.000 --> 00:04:19.800]  面對逆境之下的選擇
[00:04:19.800 --> 00:04:22.000]  讓我們一起去看肥皂比書
[00:04:22.000 --> 00:04:24.200]  一章十二至二十六節
[00:04:24.200 --> 00:04:25.600]  等一會我邀請你一起讀
[00:04:25.600 --> 00:04:26.600]  我們準備
[00:04:26.600 --> 00:04:28.000]  1 2 3
[00:04:28.000 --> 00:04:29.000]  弟兄們
[00:04:29.000 --> 00:04:31.000]  我願意你們知道
[00:04:31.000 --> 00:04:32.600]  我所遭遇的事
[00:04:32.600 --> 00:04:35.000]  近是叫福音興旺
[00:04:35.000 --> 00:04:37.200]  以致我受的困所
[00:04:37.200 --> 00:04:40.600]  在預迎全軍和其餘的人中
[00:04:40.600 --> 00:04:43.800]  已經顯明是為基督的緣故
[00:04:43.800 --> 00:04:46.600]  並且那在主裡的弟兄
[00:04:46.600 --> 00:04:49.000]  多半因我受的困所
[00:04:49.000 --> 00:04:51.000]  就篤信不疑
[00:04:51.000 --> 00:04:53.400]  愈發放膽傳神的道
[00:04:53.400 --> 00:04:55.400]  無所懼怕
[00:04:55.400 --> 00:05:00.200]  有的傳基督是出於道紛爭
[00:05:00.200 --> 00:05:02.800]  也有的是出於好意
[00:05:02.800 --> 00:05:05.400]  這一等是出於愛心
[00:05:05.400 --> 00:05:09.000]  知道我是為辨明福音設立的
[00:05:09.000 --> 00:05:12.200]  那一等傳基督是出於結黨
[00:05:12.200 --> 00:05:13.800]  並不誠實
[00:05:13.800 --> 00:05:17.200]  意思要加增我困所的苦楚
[00:05:17.200 --> 00:05:19.200]  這又何妨呢
[00:05:19.200 --> 00:05:20.400]  或是假意
[00:05:20.400 --> 00:05:21.800]  或是真心
[00:05:21.800 --> 00:05:23.000]  無論怎樣
[00:05:23.000 --> 00:05:25.400]  基督被傳開了
[00:05:25.400 --> 00:05:27.800]  為此我就歡喜
[00:05:27.800 --> 00:05:30.400]  並且還要歡喜
[00:05:30.400 --> 00:05:31.800]  因為我知道
[00:05:31.800 --> 00:05:34.400]  這是藉著你們的祈禱
[00:05:34.400 --> 00:05:37.000]  和耶穌基督之靈的幫助
[00:05:37.000 --> 00:05:39.200]  終必叫我得救
[00:05:39.200 --> 00:05:42.400]  只要在我所切無所盼望的
[00:05:42.400 --> 00:05:45.000]  沒有一事叫我羞愧
[00:05:45.000 --> 00:05:47.000]  只要凡事放膽
[00:05:47.000 --> 00:05:49.000]  無論是生是死
[00:05:49.000 --> 00:05:52.800]  總叫基督在我身上照常顯大
[00:05:52.800 --> 00:05:55.400]  因我活著就是基督
[00:05:55.400 --> 00:05:57.600]  我死了就有益處
[00:05:57.600 --> 00:05:59.800]  但我在肉身活著
[00:05:59.800 --> 00:06:02.600]  若成就我功夫的果子
[00:06:02.600 --> 00:06:04.600]  我就不知道該
[00:06:04.600 --> 00:06:06.000]  (聽不清)
[00:06:06.000 --> 00:06:08.400]  我正在兩難之間
[00:06:08.400 --> 00:06:11.400]  情願離世與基督同在
[00:06:11.400 --> 00:06:14.000]  因為這是好得無比的
[00:06:14.000 --> 00:06:16.600]  然而我在肉身活著
[00:06:16.600 --> 00:06:19.000]  為你們更是要緊的
[00:06:19.000 --> 00:06:21.200]  我既這樣相信
[00:06:21.200 --> 00:06:24.000]  就知道仍要住在世界
[00:06:24.000 --> 00:06:26.600]  且與你們眾人同住
[00:06:26.600 --> 00:06:29.000]  使你們在所信的道上
[00:06:29.000 --> 00:06:31.000]  又長進又喜樂
[00:06:31.000 --> 00:06:34.400]  叫你們在基督耶穌裡的歡樂
[00:06:34.400 --> 00:06:36.800]  因我再到你們那裡去
[00:06:36.800 --> 00:06:38.800]  就愈發加振
[00:06:38.800 --> 00:06:40.800]  讓我們一起禱告
[00:06:40.800 --> 00:06:42.400]  親愛的主
[00:06:42.400 --> 00:06:44.000]  求祢與我們同在
[00:06:44.000 --> 00:06:46.600]  幫助我們能夠專心聽祢的話
[00:06:46.600 --> 00:06:49.000]  並且這些話能夠進入我們的心
[00:06:49.000 --> 00:06:51.400]  讓祢的話語去更新我們的生命
[00:06:51.400 --> 00:06:54.400]  我們這樣禱告奉主耶穌基督命之祈求
[00:06:54.400 --> 00:06:55.400]  阿門
[00:06:55.400 --> 00:06:57.000]  我們一起先去看看
[00:06:57.000 --> 00:06:58.800]  菲律賓書的背景
[00:06:58.800 --> 00:07:01.000]  菲律賓書是保羅寫給
[00:07:01.000 --> 00:07:02.600]  菲律賓教會的一封信
[00:07:02.600 --> 00:07:04.600]  菲律賓教會是保羅
[00:07:04.600 --> 00:07:06.600]  在他第二次宣教之旅的時候
[00:07:06.600 --> 00:07:09.600]  在歐洲所建立的第一個教會
[00:07:09.600 --> 00:07:11.400]  保羅寫這封信的時候
[00:07:11.400 --> 00:07:14.000]  其實是在囚禁裡
[00:07:14.000 --> 00:07:16.400]  信裡其實保羅鼓勵
[00:07:16.400 --> 00:07:18.800]  菲律賓教會有幾樣東西要做
[00:07:18.800 --> 00:07:20.200]  就是要喜樂
[00:07:20.200 --> 00:07:21.200]  要合一
[00:07:21.200 --> 00:07:22.400]  要堅忍
[00:07:22.400 --> 00:07:24.000]  有不放棄的信心
[00:07:24.000 --> 00:07:25.800]  他竭力去持守真道
[00:07:25.800 --> 00:07:27.200]  傳揚福音
[00:07:27.200 --> 00:07:28.400]  我就會問
[00:07:28.400 --> 00:07:29.800]  為什麼是喜樂
[00:07:29.800 --> 00:07:31.800]  為什麼是合一和堅忍
[00:07:31.800 --> 00:07:33.000]  原來因為
[00:07:33.000 --> 00:07:36.000]  菲律賓教會當時的情況是這樣的
[00:07:36.000 --> 00:07:38.400]  原來信徒面對逼迫
[00:07:38.400 --> 00:07:39.400]  因為艱苦
[00:07:39.400 --> 00:07:40.400]  所以要堅忍
[00:07:40.400 --> 00:07:41.800]  要喜樂
[00:07:41.800 --> 00:07:43.800]  教會裡有不合一
[00:07:43.800 --> 00:07:45.000]  有分黨派的事情
[00:07:45.000 --> 00:07:45.800]  因為不合一
[00:07:45.800 --> 00:07:48.200]  所以才要叫他合一
[00:07:48.200 --> 00:07:50.000]  而且當時也有很多異端
[00:07:50.000 --> 00:07:52.200]  假教師在教會裡
[00:07:52.200 --> 00:07:52.800]  因為有假
[00:07:52.800 --> 00:07:54.400]  所以要持守真理
[00:07:54.400 --> 00:07:56.600]  所以要傳揚福音
[00:07:56.600 --> 00:07:59.200]  當讀到這些背景的時候
[00:07:59.200 --> 00:08:00.400]  其實我們知道
[00:08:00.400 --> 00:08:02.600]  面對這些問題的時候
[00:08:02.600 --> 00:08:04.600]  其實保羅深受其害
[00:08:04.600 --> 00:08:06.400]  在我們剛才讀的經文裡
[00:08:06.400 --> 00:08:07.200]  我們看到
[00:08:07.200 --> 00:08:10.800]  其實他正正就是因為福音而被囚禁
[00:08:10.800 --> 00:08:12.000]  他也是被迫害
[00:08:12.000 --> 00:08:13.000]  而且他
[00:08:13.000 --> 00:08:13.800]  我們剛才讀過
[00:08:13.800 --> 00:08:15.000]  有分黨派的
[00:08:15.000 --> 00:08:16.000]  有嫉妒的
[00:08:16.000 --> 00:08:16.800]  有妒忌的
[00:08:16.800 --> 00:08:20.200]  他也是被教會裡的人士所不認同的
[00:08:20.200 --> 00:08:22.400]  令他備受困擾
[00:08:22.400 --> 00:08:24.400]  要在受苦裡堅忍
[00:08:24.400 --> 00:08:25.400]  喜樂
[00:08:25.400 --> 00:08:27.800]  在不合一的時候合一
[00:08:27.800 --> 00:08:30.800]  被衝擊之下去堅守傳福音的使命
[00:08:30.800 --> 00:08:32.000]  說就容易
[00:08:32.000 --> 00:08:33.800]  做其實很難
[00:08:33.800 --> 00:08:37.000]  而在菲律賓書第一章的後半部分這裡
[00:08:37.000 --> 00:08:38.400]  保羅他展述了
[00:08:38.400 --> 00:08:40.400]  他自己去面對這些困難的時候
[00:08:40.400 --> 00:08:41.600]  這些問題的時候
[00:08:41.600 --> 00:08:43.800]  他面對的心態和方法
[00:08:43.800 --> 00:08:46.000]  藉此去教導和勸勉
[00:08:46.000 --> 00:08:48.200]  同樣都身處這個形勢的
[00:08:48.200 --> 00:08:50.200]  菲律賓的信徒
[00:08:50.200 --> 00:08:52.400]  看到這些背景的時候
[00:08:52.400 --> 00:08:53.800]  在進入經文之前
[00:08:53.800 --> 00:08:55.800]  我想先問一下弟兄姊妹
[00:08:55.800 --> 00:08:58.600]  今時今日的信徒
[00:08:58.600 --> 00:09:00.400]  恩福的弟兄姊妹我們也好
[00:09:00.400 --> 00:09:02.400]  我想問其實這些問題
[00:09:02.400 --> 00:09:05.400]  會不會在今天我們教會發生中呢?
[00:09:05.400 --> 00:09:09.000]  我們自己有沒有身處類似的處境呢?
[00:09:09.000 --> 00:09:12.600]  雖然信徒受迫害
[00:09:12.600 --> 00:09:15.000]  雖然今天香港的
[00:09:15.000 --> 00:09:17.000]  都是宗教自由
[00:09:17.000 --> 00:09:19.800]  我們不會因為傳福音而被囚禁
[00:09:19.800 --> 00:09:21.800]  但是其實世界的價值
[00:09:21.800 --> 00:09:25.000]  在基督徒裡面還是面對很大的挑戰
[00:09:25.000 --> 00:09:27.000]  不知道你們有沒有去
[00:09:27.000 --> 00:09:29.200]  上網吧我們都知道
[00:09:29.200 --> 00:09:32.200]  你們知不知道世界對基督徒有什麼稱呼呢?
[00:09:32.200 --> 00:09:35.800]  在網絡上對基督徒有一個
[00:09:35.800 --> 00:09:38.200]  比較不好的稱呼
[00:09:38.200 --> 00:09:40.200]  就是耶穌的耶字
[00:09:40.200 --> 00:09:42.200]  配搭一種物質
[00:09:42.200 --> 00:09:44.200]  塑膠的物質
[00:09:44.200 --> 00:09:45.600]  後面那個字
[00:09:45.600 --> 00:09:46.800]  就是耶
[00:09:46.800 --> 00:09:50.600]  就是塑膠的膠字
[00:09:50.600 --> 00:09:52.600]  那你不要說
[00:09:52.600 --> 00:09:53.600]  這是什麼來的
[00:09:53.600 --> 00:09:55.600]  是不是椰汁燉的桃膠
[00:09:55.600 --> 00:09:58.000]  就是說基督徒很甜蜜的
[00:09:58.000 --> 00:10:01.000]  還是說椰子花膠雞湯
[00:10:01.000 --> 00:10:03.000]  還是很補很潤的
[00:10:03.000 --> 00:10:05.000]  不是的
[00:10:05.000 --> 00:10:07.000]  其實這是一個不好的稱呼
[00:10:07.000 --> 00:10:11.000]  他們就好像稱呼巴士迷
[00:10:11.000 --> 00:10:12.000]  鐵路迷
[00:10:12.000 --> 00:10:13.000]  都是同一個稱呼
[00:10:13.000 --> 00:10:15.000]  他們會用巴然後那個字
[00:10:15.000 --> 00:10:17.000]  然後鐵路或者那個字
[00:10:17.000 --> 00:10:20.000]  形容那些沉迷巴士鐵路
[00:10:20.000 --> 00:10:22.000]  那些很不理智的
[00:10:22.000 --> 00:10:24.000]  喜歡那些東西的人
[00:10:24.000 --> 00:10:26.000]  就是說他們說什麼
[00:10:26.000 --> 00:10:29.000]  基督徒是被取笑的
[00:10:29.000 --> 00:10:30.000]  你沉迷吧
[00:10:30.000 --> 00:10:32.000]  沉迷信仰迷信
[00:10:32.000 --> 00:10:33.000]  不理智
[00:10:33.000 --> 00:10:36.000]  你們這班人很戇直的
[00:10:36.000 --> 00:10:38.000]  其實是一個被取笑
[00:10:38.000 --> 00:10:40.000]  被嫌棄的身份
[00:10:40.000 --> 00:10:42.000]  或者在這個年代裏面
[00:10:42.000 --> 00:10:44.000]  這種形式的取笑的威力
[00:10:44.000 --> 00:10:46.000]  比起被囚禁
[00:10:46.000 --> 00:10:48.000]  是同樣的叫人可怕
[00:10:48.000 --> 00:10:50.000]  和很壓迫的
[00:10:50.000 --> 00:10:54.000]  又問教會裏面有沒有不合一
[00:10:54.000 --> 00:10:56.000]  我在這裏上班
[00:10:56.000 --> 00:10:58.000]  我都會在這裏附近吃飯
[00:10:58.000 --> 00:11:00.000]  可能我是青年的傳道
[00:11:00.000 --> 00:11:02.000]  不是很多人認識我
[00:11:02.000 --> 00:11:04.000]  我試過在附近吃飯的時候
[00:11:04.000 --> 00:11:06.000]  聽到隔壁桌子有人說
[00:11:06.000 --> 00:11:08.000]  我聽到的時候都是
[00:11:08.000 --> 00:11:10.000]  他他他他他他他他他他他他
[00:11:10.000 --> 00:11:12.000]  我沒有理會的
[00:11:12.000 --> 00:11:14.000]  我都是自己一個人吃飯
[00:11:14.000 --> 00:11:16.000]  直到我聽到一句說話
[00:11:16.000 --> 00:11:18.000]  自從蘇牧師退休之後
[00:11:18.000 --> 00:11:21.000]  我戴回耳機了
[00:11:21.000 --> 00:11:24.000]  不過我知道不是全部都是這樣的
[00:11:24.000 --> 00:11:26.000]  但似乎教會裏面的確
[00:11:26.000 --> 00:11:28.000]  有時會有一些不和
[00:11:28.000 --> 00:11:30.000]  有些不合一的事情
[00:11:30.000 --> 00:11:32.000]  假教師 異端學說
[00:11:32.000 --> 00:11:34.000]  有沒有?似乎都有
[00:11:34.000 --> 00:11:36.000]  似乎雖然地點
[00:11:36.000 --> 00:11:38.000]  時代已經不同了
[00:11:38.000 --> 00:11:40.000]  但教會的問題 處境
[00:11:40.000 --> 00:11:43.000]  信徒所面對的困難仍然歷久尚新
[00:11:43.000 --> 00:11:45.000]  原來可以學習保羅的
[00:11:45.000 --> 00:11:47.000]  不只是菲臘比的教徒
[00:11:47.000 --> 00:11:49.000]  也讓我們去學習
[00:11:49.000 --> 00:11:51.000]  基督徒的道和生命
[00:11:51.000 --> 00:11:53.000]  才可以讓基督徒在這些困擾裏面
[00:11:53.000 --> 00:11:55.000]  在這些洪流裏面堅持我們的信仰
[00:11:55.000 --> 00:11:57.000]  堅定不移的為主發光
[00:11:57.000 --> 00:11:59.000]  今天我講到有三個分題
[00:11:59.000 --> 00:12:01.000]  第一個是為基督而改變
[00:12:01.000 --> 00:12:03.000]  經文在12至14節
[00:12:03.000 --> 00:12:05.000]  第12節說
[00:12:05.000 --> 00:12:07.000]  弟兄們
[00:12:07.000 --> 00:12:09.000]  我願意你們知道
[00:12:09.000 --> 00:12:11.000]  我所遭遇的事是福音興旺
[00:12:11.000 --> 00:12:13.000]  保羅在說我遭遇的事是甚麼事呢?
[00:12:13.000 --> 00:12:15.000]  我遭遇的事
[00:12:15.000 --> 00:12:17.000]  其實原文直譯是關於我的事
[00:12:17.000 --> 00:12:19.000]  這些關於我的事
[00:12:19.000 --> 00:12:21.000]  都叫福音興旺
[00:12:21.000 --> 00:12:23.000]  這些當然包括13、14節
[00:12:23.000 --> 00:12:25.000]  4節裏面說到的
[00:12:25.000 --> 00:12:27.000]  他受的困所
[00:12:27.000 --> 00:12:29.000]  保羅被困所的處境
[00:12:29.000 --> 00:12:31.000]  我遭遇的事
[00:12:31.000 --> 00:12:33.000]  是福音興旺
[00:12:33.000 --> 00:12:35.000]  保羅其實大概
[00:12:35.000 --> 00:12:37.000]  在聖經記載
[00:12:37.000 --> 00:12:39.000]  大概有四、五次被囚禁的經歷
[00:12:39.000 --> 00:12:41.000]  而這次我們看的
[00:12:41.000 --> 00:12:43.000]  應該我們學者會說
[00:12:43.000 --> 00:12:45.000]  大概是小行傳28章裏面記載
[00:12:45.000 --> 00:12:47.000]  保羅在羅馬
[00:12:47.000 --> 00:12:49.000]  被捕受審的那一次
[00:12:49.000 --> 00:12:51.000]  從小行傳28章
[00:12:51.000 --> 00:12:53.000]  看到
[00:12:53.000 --> 00:12:55.000]  保羅當時被囚禁的情況是怎樣呢?
[00:12:55.000 --> 00:12:57.000]  第16至19節裏面
[00:12:57.000 --> 00:12:59.000]  看到原來當時
[00:12:59.000 --> 00:13:01.000]  保羅並不是
[00:13:01.000 --> 00:13:03.000]  觸犯羅馬有甚麼法律
[00:13:03.000 --> 00:13:05.000]  或者法律
[00:13:05.000 --> 00:13:07.000]  或者猶太裏面公民的條例
[00:13:07.000 --> 00:13:09.000]  不過只不過是因為
[00:13:09.000 --> 00:13:11.000]  一班猶太教的宗教領袖
[00:13:11.000 --> 00:13:13.000]  向凱撒控告他
[00:13:13.000 --> 00:13:15.000]  所以他現在要坐牢
[00:13:15.000 --> 00:13:17.000]  是還押受審
[00:13:17.000 --> 00:13:19.000]  等候審訊的時候
[00:13:19.000 --> 00:13:21.000]  不過由於保羅的公民身份
[00:13:21.000 --> 00:13:23.000]  他被獲准
[00:13:23.000 --> 00:13:25.000]  在他自己租的屋裏
[00:13:25.000 --> 00:13:27.000]  讓
[00:13:27.000 --> 00:13:29.000]  兵兵去看守
[00:13:29.000 --> 00:13:31.000]  他戴上鎖鏈
[00:13:31.000 --> 00:13:33.000]  要禁足
[00:13:33.000 --> 00:13:35.000]  但他不需要被囚禁在公共
[00:13:35.000 --> 00:13:37.000]  監獄、監房裏面
[00:13:37.000 --> 00:13:39.000]  而且原來過程裏面
[00:13:39.000 --> 00:13:41.000]  他可以有人來探訪
[00:13:41.000 --> 00:13:43.000]  他和人的對話都不受限制
[00:13:43.000 --> 00:13:45.000]  當時的情況
[00:13:45.000 --> 00:13:47.000]  在30節裏面又見到
[00:13:47.000 --> 00:13:49.000]  保羅被兩年軟禁
[00:13:49.000 --> 00:13:51.000]  在這期間他不斷
[00:13:51.000 --> 00:13:53.000]  邀請當時羅馬城裏面的
[00:13:53.000 --> 00:13:55.000]  猶太人或者要進入猶太教
[00:13:55.000 --> 00:13:57.000]  的人來探訪耶穌的道
[00:13:57.000 --> 00:13:59.000]  為何那麼多人會來
[00:13:59.000 --> 00:14:01.000]  為何他會邀請那麼多人
[00:14:01.000 --> 00:14:03.000]  保羅似乎因為福音的緣故
[00:14:03.000 --> 00:14:05.000]  這個人被囚禁
[00:14:05.000 --> 00:14:07.000]  這個人明明以前是
[00:14:07.000 --> 00:14:09.000]  猶太教的激進分子
[00:14:09.000 --> 00:14:11.000]  為何他今天會成為
[00:14:11.000 --> 00:14:13.000]  猶太人的指控對象
[00:14:13.000 --> 00:14:15.000]  所以很多人都好奇
[00:14:15.000 --> 00:14:17.000]  很多人都來探訪
[00:14:17.000 --> 00:14:19.000]  回到菲勒比書的經文
[00:14:19.000 --> 00:14:21.000]  保羅在信裏面
[00:14:21.000 --> 00:14:23.000]  都提到就連那班
[00:14:23.000 --> 00:14:25.000]  天天去看守保羅的兵丁
[00:14:25.000 --> 00:14:27.000]  這裏說是御營的全軍
[00:14:27.000 --> 00:14:29.000]  原來保羅這樣去囚禁
[00:14:29.000 --> 00:14:31.000]  羅馬派了
[00:14:31.000 --> 00:14:33.000]  保護皇室的軍隊
[00:14:33.000 --> 00:14:35.000]  來輪值看守保羅
[00:14:35.000 --> 00:14:37.000]  當保羅每一天
[00:14:37.000 --> 00:14:39.000]  被囚禁的時候
[00:14:39.000 --> 00:14:41.000]  和來探訪的人去探討的時候
[00:14:41.000 --> 00:14:43.000]  這班御營的全軍
[00:14:43.000 --> 00:14:45.000]  都聽足了他兩年
[00:14:45.000 --> 00:14:47.000]  他講的道
[00:14:47.000 --> 00:14:49.000]  他的道連全個軍營都知道
[00:14:49.000 --> 00:14:51.000]  大家都知道發生了什麼事
[00:14:51.000 --> 00:14:53.000]  我們就多些可以明白
[00:14:53.000 --> 00:14:55.000]  原來剛才這裏說
[00:14:55.000 --> 00:14:57.000]  保羅所遭遇的事
[00:14:57.000 --> 00:14:59.000]  不只是被囚禁的部分
[00:14:59.000 --> 00:15:01.000]  沒有失去自由的部分
[00:15:01.000 --> 00:15:03.000]  保羅所遭遇的事
[00:15:03.000 --> 00:15:05.000]  同時也包括囚室
[00:15:05.000 --> 00:15:09.000]  突然間變成了一個報道大會的大會場
[00:15:09.000 --> 00:15:11.000]  開了兩年報道會
[00:15:11.000 --> 00:15:13.000]  人們還要自動送上門
[00:15:13.000 --> 00:15:15.000]  去聽福音
[00:15:15.000 --> 00:15:17.000]  甚至連場地的保安
[00:15:17.000 --> 00:15:19.000]  掃地的阿姐都舉手
[00:15:19.000 --> 00:15:21.000]  他埋字的過程
[00:15:21.000 --> 00:15:23.000]  這些遭遇讓福音被輕和
[00:15:23.000 --> 00:15:25.000]  保羅在這裏
[00:15:25.000 --> 00:15:27.000]  要帶菲律賓的信徒去看見一件事
