
[00:00:00.000 --> 00:00:05.120]  剛才我差點以為真的到我,還沒到我,現在才真正到我
[00:02:21.760 --> 00:02:25.280]  但更加假的就是我們P圖
[00:02:25.280 --> 00:02:29.760]  我說P圖的技能,眼大又可以
[00:02:29.760 --> 00:02:33.040]  嘴小又可以,多漂亮多瘦多年輕都可以
[00:02:33.040 --> 00:02:35.680]  節目給了他一幅P圖的照片
[00:02:35.680 --> 00:02:41.120]  我沒有,我怕我忍不住笑,所以沒有Post給大家看
[00:02:41.120 --> 00:02:45.760]  但是什麼都可以,你想P圖又可以
[00:02:45.760 --> 00:02:48.960]  想真一點,樣子整一下又可以
[00:02:48.960 --> 00:02:52.320]  所以看到都未為真
[00:02:52.320 --> 00:02:56.960]  社會上充斥著很多似是而非的事情
[00:02:56.960 --> 00:03:00.960]  粟米石斑飯有沒有石斑的?沒有
[00:03:00.960 --> 00:03:04.240]  龍蝦丸有沒有龍蝦的?沒有
[00:03:04.240 --> 00:03:07.280]  牛奶有沒有牛的?
[00:03:07.280 --> 00:03:12.400]  是的,即是怎樣呢?牛奶的確是由牛製作產生出來的
[00:03:12.400 --> 00:03:15.920]  我小時候就說牛奶很有益
[00:03:15.920 --> 00:03:19.760]  但現在又說不是,牛奶是沒有益的,牛奶是給牛喝的
[00:03:19.760 --> 00:03:22.800]  人只可以喝人奶
[00:03:22.800 --> 00:03:29.040]  這裡又說有這些數據,那裡又說有科學的支持
[00:03:29.040 --> 00:03:34.000]  究竟牛奶有益是真還是假呢?
[00:03:34.000 --> 00:03:39.600]  有人說現今是一個後真相的年代
[00:03:39.600 --> 00:03:43.200]  什麼叫後真相呢?就是真相已經不重要了
[00:03:43.200 --> 00:03:47.040]  什麼是事實,什麼是謠言,其實都沒有所謂了
[00:03:47.040 --> 00:03:52.560]  圍繞我們很多是似是而非,斷章取義的一些言論
[00:03:52.560 --> 00:03:57.680]  失實的資訊、謠言、陰謀論,我們經常都聽到
[00:03:57.680 --> 00:04:03.920]  當主觀看法是已經重要過一些客觀的事實
[00:04:03.920 --> 00:04:06.640]  立場去決定一切的時候
[00:04:06.640 --> 00:04:11.120]  邏輯、事實、真相都變成相對
[00:04:11.120 --> 00:04:13.920]  究竟真理是什麼呢?
[00:04:13.920 --> 00:04:17.760]  消息可以是失實的,數據可以說是被操控的
[00:04:17.760 --> 00:04:21.840]  言論說了就是了,新聞都可以是假的
[00:04:21.840 --> 00:04:26.720]  而真假又是由誰來做定義呢?
[00:04:26.720 --> 00:04:33.040]  過去香港這幾年,我們都體會多了什麼叫做後真相的時候
[00:04:33.040 --> 00:04:38.000]  究竟我們應該怎樣去思考、去分辨、去自處呢?
[00:04:38.000 --> 00:04:42.320]  真和假,大家會怎樣選擇呢?選真還是假呢?
[00:04:42.320 --> 00:04:45.840]  有時候都很難說,因為假真的有多吸引
[00:04:45.840 --> 00:04:49.280]  拍照有APP,拍得漂亮很多
[00:04:49.280 --> 00:04:53.520]  假,不是假,是虛擬的
[00:04:53.520 --> 00:04:57.360]  所以我們有說虛擬貨幣、虛擬實境
[00:04:57.360 --> 00:04:59.280]  或者現在說什麼元宇宙
[00:04:59.280 --> 00:05:03.920]  總之虛擬的世界其實是很吸引的,與其真實
[00:05:03.920 --> 00:05:08.560]  有時候虛擬、虛假反而給我們多一些安全感
[00:05:08.560 --> 00:05:12.880]  我們可以操控,究竟我們有多少東西
[00:05:12.880 --> 00:05:15.520]  我們裡面,甚至我們自己的人
[00:05:15.520 --> 00:05:18.640]  有多少是虛假,有多少是真誠呢?
[00:05:18.640 --> 00:05:21.120]  真我是什麼呢?
[00:05:21.120 --> 00:05:26.880]  活在這個被虛方塑造的世界裡面
[00:05:26.880 --> 00:05:32.080]  我們會不會不自覺地擁抱了這個虛方呢?
[00:05:32.080 --> 00:05:36.080]  今天我所說的經文是《提多書》第一章
[00:05:36.080 --> 00:05:40.000]  正正要回應的是真和假的張力
[00:05:40.000 --> 00:05:43.600]  《提多書》是保羅寫給提多的一本書
[00:05:43.600 --> 00:05:46.800]  提多是誰呢?提多是希臘人
[00:05:46.800 --> 00:05:50.240]  他信了主之後,他很熱心服侍
[00:05:50.240 --> 00:05:55.040]  多年來跟從保羅到不同的宣教工場裡面
[00:05:55.040 --> 00:05:56.800]  去牧養教會
[00:05:56.800 --> 00:05:59.360]  根據哥林多後書的記載
[00:05:59.360 --> 00:06:01.360]  我們很有理由相信
[00:06:01.360 --> 00:06:04.720]  提多是一個很出色、很忠心的牧者
[00:06:04.720 --> 00:06:09.360]  因為連保羅都很頭痛的哥林多教會
[00:06:09.360 --> 00:06:12.000]  提多他都能夠成功處理
[00:06:12.000 --> 00:06:16.880]  叫到當地的信徒他們知罪悔改
[00:06:16.880 --> 00:06:18.880]  一個這麼出色的牧者
[00:06:18.880 --> 00:06:22.240]  今天他要去到這個地方
[00:06:22.240 --> 00:06:25.200]  就是克里特教會裡面
[00:06:25.200 --> 00:06:28.960]  一間被虛方籠罩著的教會
[00:06:28.960 --> 00:06:32.240]  克里特是一個什麼地方呢?
[00:06:32.240 --> 00:06:38.400]  其實就是今天希臘南部的一個比較大的島
[00:06:38.400 --> 00:06:39.680]  希臘有很多小島
[00:06:39.680 --> 00:06:41.520]  這個相對比較大
[00:06:41.520 --> 00:06:45.760]  這是當日很重要的一個經商地點
[00:06:45.760 --> 00:06:48.640]  很繁華,但是明星不是那麼好
[00:06:48.640 --> 00:06:53.600]  原來裡面有很多騙子、虛方、騙子
[00:06:53.600 --> 00:06:57.280]  每個人都撒謊、裝吃生菜
[00:06:57.280 --> 00:07:00.080]  表面上好像都很富貴、很好
[00:07:00.080 --> 00:07:05.280]  但裡面其實有很多的邪惡、自私和貪心
[00:07:05.280 --> 00:07:09.600]  提多就是在一間這樣的教會裡面做牧者
[00:07:09.600 --> 00:07:13.040]  他怎樣去牧養呢?會不會被人騙呢?
[00:07:13.040 --> 00:07:14.640]  就讓我們一起去看看
[00:07:14.640 --> 00:07:19.200]  神怎樣藉著保羅去提醒提多
[00:07:19.200 --> 00:07:22.800]  怎樣去教導、怎樣去自處
[00:07:22.800 --> 00:07:26.160]  同樣也是今天提醒我們
[00:07:26.160 --> 00:07:29.600]  我們同樣也是活在一個虛方的世代裡面
[00:07:29.600 --> 00:07:32.640]  我們怎樣自處、怎樣保守自己
[00:07:32.640 --> 00:07:37.200]  仍然都活在真實當中
[00:07:37.200 --> 00:07:40.160]  我邀請大家一起慢慢讀出
[00:07:40.160 --> 00:07:42.960]  第一個段落就是第一至第四節
[00:07:42.960 --> 00:07:46.400]  我給一個標題就是「連結於真理」
[00:07:46.400 --> 00:07:49.600]  讓我們一起慢慢同心同意讀出
[00:07:49.600 --> 00:07:54.160]  「神的僕人耶穌基督的使徒保羅
[00:07:54.160 --> 00:08:00.560]  為了使神的選民尋從合乎經天則
[00:08:00.560 --> 00:08:06.560]  這真理是在盼望那無方言在萬古之先
[00:08:06.560 --> 00:08:08.960]  所應許的永生
[00:08:08.960 --> 00:08:13.520]  到了適當的時候
[00:08:13.520 --> 00:08:16.080]  把他的道顯明了
[00:08:16.080 --> 00:08:18.880]  這全然的責任是按著
[00:08:18.880 --> 00:08:23.840]  我們的救主神的命令交托給我們
[00:08:23.840 --> 00:08:27.440]  我寫信給在共同的信仰上
[00:08:27.440 --> 00:08:30.240]  作我真兒子的提多
[00:08:30.240 --> 00:08:32.240]  願因為平安
[00:08:32.240 --> 00:08:38.160]  從父神和我們的救主基督耶穌歸給你」
[00:08:38.160 --> 00:08:39.680]  在這個段落裡面
[00:08:39.680 --> 00:08:43.200]  保羅很清楚講到神給他的使命
[00:08:43.200 --> 00:08:47.200]  就是傳揚福音、宣告真理
[00:08:47.200 --> 00:08:48.640]  真理是什麼?
[00:08:48.640 --> 00:08:52.640]  就是那位指向那無方言的神
[00:08:52.640 --> 00:08:57.120]  在萬古之先所應許給我們永遠的生命
[00:08:57.120 --> 00:09:00.960]  我們所相信、所順從、所倚靠的那位
[00:09:00.960 --> 00:09:02.800]  是無方言的神
[00:09:02.800 --> 00:09:05.040]  是萬古之先永恆
[00:09:05.040 --> 00:09:08.240]  是色在今在永在的那位神
[00:09:08.240 --> 00:09:12.000]  他是真實、無偽、無虛妄
[00:09:12.000 --> 00:09:13.920]  相對真就是假
[00:09:13.920 --> 00:09:15.280]  假是什麼?
[00:09:15.280 --> 00:09:18.000]  就是這個世代的虛假虛方
[00:09:18.000 --> 00:09:20.960]  人的虛偽、人的虛妄
[00:09:20.960 --> 00:09:25.440]  昔日蛇藉著欺騙亞當、夏娃
[00:09:25.440 --> 00:09:27.040]  叫他們跌倒
[00:09:27.040 --> 00:09:28.160]  蛇就是撒旦
[00:09:28.160 --> 00:09:30.160]  就是那位說方者
[00:09:30.160 --> 00:09:32.560]  他化作光明的使者
[00:09:32.560 --> 00:09:34.960]  令我們看到好像很美麗
[00:09:34.960 --> 00:09:37.120]  很吸引我們、很迷惑我們
[00:09:37.120 --> 00:09:38.880]  但是那是謊言
[00:09:38.880 --> 00:09:40.000]  騙我們
[00:09:40.000 --> 00:09:42.320]  是叫我們害怕
[00:09:42.320 --> 00:09:44.560]  是叫我們懷疑
[00:09:44.560 --> 00:09:47.200]  是以至叫我們離開神
[00:09:47.200 --> 00:09:48.160]  我們不信神
[00:09:48.160 --> 00:09:51.200]  我們失去神給我們的平安
[00:09:51.200 --> 00:09:53.120]  我們這樣就跌倒了
[00:09:53.120 --> 00:09:57.360]  面對虛方其實是怎樣呢?
[00:09:57.360 --> 00:10:01.760]  我想我們一起能夠在共同信仰上
[00:10:01.760 --> 00:10:04.560]  那份同恨其實很重要
[00:10:04.560 --> 00:10:06.400]  在第四節這樣說
[00:10:06.400 --> 00:10:10.080]  「我寫信給在共同信仰上
[00:10:10.080 --> 00:10:13.360]  作我真義子的提多」
[00:10:13.360 --> 00:10:14.720]  保羅和提多
[00:10:14.720 --> 00:10:18.240]  他們就連結在這個共同信仰上
[00:10:18.240 --> 00:10:21.040]  他們就是相信那位神
[00:10:21.040 --> 00:10:24.960]  他們就是在神裏面成為一個真理的聯盟
[00:10:24.960 --> 00:10:27.200]  一個真理的群體
[00:10:27.200 --> 00:10:28.720]  今天就像我們這樣
[00:10:28.720 --> 00:10:30.800]  我們就是這樣走在一起
[00:10:30.800 --> 00:10:32.080]  不是因為什麼
[00:10:32.080 --> 00:10:35.760]  因為我們都是共同相信這一位神
[00:10:35.760 --> 00:10:38.080]  我們就是可以這樣有能力
[00:10:38.080 --> 00:10:40.000]  去面對這個世代
[00:10:40.000 --> 00:10:42.160]  我們可以這樣彼此守望
[00:10:42.160 --> 00:10:43.200]  一起掙扎
[00:10:43.200 --> 00:10:46.240]  一起成長
[00:10:46.240 --> 00:10:49.360]  面對這個很虛方的世界
[00:10:49.360 --> 00:10:51.760]  其實當要一個人面對的時候
[00:10:51.760 --> 00:10:53.200]  其實是很危險
[00:10:53.200 --> 00:10:55.200]  很容易迷失
[00:10:55.200 --> 00:10:57.200]  我自己真的很多年了
[00:10:57.200 --> 00:10:59.120]  差不多30年前的時候
[00:10:59.120 --> 00:11:01.200]  我曾經去過埃及旅行
[00:11:01.200 --> 00:11:02.640]  當時很年輕
[00:11:02.640 --> 00:11:05.680]  背著背囊自在遊
[00:11:05.680 --> 00:11:06.800]  我不知道現在怎樣
[00:11:06.800 --> 00:11:08.880]  但是當年的埃及
[00:11:08.880 --> 00:11:10.160]  我真的覺得很恐怖
[00:11:10.160 --> 00:11:12.160]  我只覺得死過翻山
[00:11:12.160 --> 00:11:14.160]  每天都被人騙
[00:11:14.160 --> 00:11:15.760]  大騙小騙
[00:11:15.760 --> 00:11:17.440]  司機去哪裡好
[00:11:17.440 --> 00:11:19.120]  去到中間停下了
[00:11:19.120 --> 00:11:20.400]  然後就要拿錢
[00:11:20.400 --> 00:11:21.600]  不拿錢就不動
[00:11:21.600 --> 00:11:22.480]  當然要給
[00:11:22.480 --> 00:11:24.160]  我怕連命都沒有
[00:11:24.160 --> 00:11:25.840]  去私生人面像
[00:11:25.840 --> 00:11:27.120]  去了回來
[00:11:27.120 --> 00:11:28.720]  在酒店和人談起才知道
[00:11:28.720 --> 00:11:29.840]  原來我沒有去過
[00:11:29.840 --> 00:11:31.200]  不應該這樣去的
[00:11:31.200 --> 00:11:34.000]  就這樣遠望你拍什麼照片
[00:11:34.000 --> 00:11:35.520]  然後買東西吃
[00:11:35.520 --> 00:11:36.560]  等很久
[00:11:36.560 --> 00:11:38.560]  類似那時候開始有些快餐店
[00:11:38.560 --> 00:11:41.120]  去到給錢等
[00:11:41.120 --> 00:11:42.320]  他沒有做事
[00:11:42.320 --> 00:11:43.360]  他就站在那裡等
[00:11:43.360 --> 00:11:44.320]  等了很久
[00:11:44.320 --> 00:11:44.960]  可能等了
[00:11:44.960 --> 00:11:47.200]  溝通得不是很好
[00:11:47.200 --> 00:11:48.960]  等了十分鐘
[00:11:48.960 --> 00:11:50.720]  就給了我們一碟東西
[00:11:50.720 --> 00:11:52.000]  很小的一碟
[00:11:52.000 --> 00:11:53.520]  原來之後才知道
[00:11:53.520 --> 00:11:54.800]  是要給小費的
[00:11:54.800 --> 00:11:56.000]  所以懲罰我
[00:11:56.000 --> 00:11:57.200]  要我等很久
[00:11:57.200 --> 00:11:58.560]  又給一碟很小的
[00:11:58.560 --> 00:12:00.560]  偷工減料
[00:12:00.560 --> 00:12:02.960]  頭兩三天我很害怕
[00:12:02.960 --> 00:12:04.240]  又生氣
[00:12:04.240 --> 00:12:08.480]  之後就遇到幾個香港人
[00:12:08.480 --> 00:12:10.960]  大家就一起去說
[00:12:10.960 --> 00:12:12.320]  發覺原來我不孤單
[00:12:12.320 --> 00:12:13.920]  他們都是這樣被人騙
[00:12:13.920 --> 00:12:14.960]  大家就說
[00:12:14.960 --> 00:12:16.160]  這裡會騙人
[00:12:16.160 --> 00:12:17.440]  那裡就會好一點
[00:12:17.440 --> 00:12:19.760]  有什麼要小心
[00:12:19.760 --> 00:12:23.760]  原來這些彼此提醒
[00:12:23.760 --> 00:12:26.720]  這些守望
[00:12:26.720 --> 00:12:30.640]  我才能夠捱過那次很可怕的旅程
[00:12:30.640 --> 00:12:31.840]  不過公道一點說
[00:12:31.840 --> 00:12:33.120]  我不知道現在怎樣
[00:12:33.120 --> 00:12:35.280]  我想當時可能我剛好
[00:12:35.280 --> 00:12:37.280]  我們又真的這麼不幸
[00:12:37.280 --> 00:12:39.280]  又真的有些文化差異
[00:12:39.280 --> 00:12:42.400]  所以就有這樣的事情發生
[00:12:42.400 --> 00:12:44.480]  不過經過那次的經歷
[00:12:44.480 --> 00:12:48.720]  我真的覺得同行者實在很重要
[00:12:48.720 --> 00:12:50.560]  有同鄉 有同路人
[00:12:50.560 --> 00:12:53.200]  有同行我們就能夠彼此守望
[00:12:53.200 --> 00:12:54.720]  有足夠的資料
[00:12:54.720 --> 00:12:57.760]  還有我們的資訊力量
[00:12:57.760 --> 00:13:00.800]  我們一起去面對旅途上
[00:13:00.800 --> 00:13:04.320]  會有種種的困難和挑戰
[00:13:04.320 --> 00:13:05.120]  兄弟姐妹
[00:13:05.120 --> 00:13:06.720]  今天我們都一樣
[00:13:06.720 --> 00:13:09.040]  我們怎樣可以結伴同行
[00:13:09.040 --> 00:13:11.840]  我們可以不需要孤身作戰
[00:13:11.840 --> 00:13:14.720]  團契就是一回事
[00:13:14.720 --> 00:13:15.360]  弟兄姊妹
[00:13:15.360 --> 00:13:17.360]  我不知道你已經有團契了沒有
[00:13:17.360 --> 00:13:18.640]  或者在團契裡面
[00:13:18.640 --> 00:13:21.280]  已經找到你的同行者了沒有
[00:13:21.280 --> 00:13:22.320]  若然還沒有
[00:13:22.320 --> 00:13:23.440]  我求神
[00:13:23.440 --> 00:13:26.400]  我求神賜給你有同行者
[00:13:26.400 --> 00:13:29.040]  但又或者首先我們願意成為
[00:13:29.040 --> 00:13:31.040]  其他人的同行者
[00:13:31.040 --> 00:13:33.360]  我們去守望我們身邊的人
[00:13:33.360 --> 00:13:34.960]  我們共同的信仰
[00:13:34.960 --> 00:13:36.800]  我們連結在一起
[00:13:36.800 --> 00:13:38.640]  我們就有力量勇氣
[00:13:38.640 --> 00:13:41.120]  一起去辨別虛方
[00:13:41.120 --> 00:13:46.800]  一起去對抗虛方的人和事
[00:13:46.800 --> 00:13:48.720]  接著就是第二個段落
[00:13:48.720 --> 00:13:50.240]  就是五至九節
[00:13:50.240 --> 00:13:51.440]  我給一個標題就是
[00:13:51.440 --> 00:13:53.840]  「真理的生命」
[00:13:53.840 --> 00:13:57.600]  在這裡保羅就是要提多
[00:13:57.600 --> 00:14:00.160]  是慰導教會去設立長老
[00:14:00.160 --> 00:14:02.560]  建立教會領袖
[00:14:02.560 --> 00:14:04.240]  可能弟兄姊妹會覺得
[00:14:04.240 --> 00:14:05.520]  哦 建立領袖而已
[00:14:05.520 --> 00:14:07.040]  那不關我的事了
[00:14:07.040 --> 00:14:08.400]  不是的
[00:14:08.400 --> 00:14:12.560]  信仰是需要一代成全一代
[00:14:12.560 --> 00:14:14.880]  神要求我們的生命素質
[00:14:14.880 --> 00:14:16.640]  首先是由領袖開始
[00:14:16.640 --> 00:14:19.120]  以至他的生命影響我們的生命
[00:14:19.120 --> 00:14:20.800]  整個群體的生命
[00:14:20.800 --> 00:14:23.040]  就是這樣得到建立
[00:14:23.040 --> 00:14:24.720]  神要我們怎樣的呢
[00:14:24.720 --> 00:14:26.880]  神要我們的領袖怎樣的呢
[00:14:26.880 --> 00:14:29.200]  神要我們的群體怎樣的呢
[00:14:29.200 --> 00:14:32.320]  我想在這裡請弟兄幫我讀出
[00:14:32.320 --> 00:14:35.360]  第五和第六節
[00:14:35.360 --> 00:14:39.280]  「我從前把你留在克里特
[00:14:39.280 --> 00:14:44.080]  是要你將那沒有辦完的事都辦妥
[00:14:44.080 --> 00:14:46.720]  又照我所吩咐你的
[00:14:46.720 --> 00:14:49.600]  在各城設立長老
[00:14:49.600 --> 00:14:52.080]  若有無可指責的人
[00:14:52.080 --> 00:14:55.040]  只可做個婦人的丈夫
[00:14:55.040 --> 00:14:57.520]  兒女也是信主的
[00:14:57.520 --> 00:15:00.320]  沒有人告他們放蕩
[00:15:00.320 --> 00:15:03.600]  不受約束就可以設立」
[00:15:03.600 --> 00:15:05.760]  接著第七至九節
[00:15:05.760 --> 00:15:08.000]  我想姐妹幫我讀出
[00:15:08.000 --> 00:15:11.200]  「監督既然是神的管家
[00:15:11.200 --> 00:15:13.280]  必須無可指責
[00:15:13.280 --> 00:15:16.960]  不致富不於走
[00:15:16.960 --> 00:15:19.520]  不好鬥不貪財
[00:15:19.520 --> 00:15:22.240]  卻要樂意接待外人
[00:15:22.240 --> 00:15:27.040]  好善乞己正直聖潔節制
[00:15:27.280 --> 00:15:30.880]  堅守合乎教義的可靠之道
[00:15:30.880 --> 00:15:34.640]  就能將健全的教導勸勉人
[00:15:34.640 --> 00:15:38.240]  又能博到真變的人」
[00:15:38.240 --> 00:15:40.720]  首先我們看看第六節
[00:15:40.720 --> 00:15:42.880]  這裡說無可指責的人
[00:15:42.880 --> 00:15:45.680]  無可指責的人不是說我們完全沒有問題
[00:15:45.680 --> 00:15:48.960]  要不然我們這裡全部人消失了
[00:15:48.960 --> 00:15:50.720]  這裡說的是在品格上
[00:15:50.720 --> 00:15:55.280]  在品德上沒有一些明顯錯失
[00:15:55.280 --> 00:15:59.040]  接著說「指責一個婦人的丈夫
[00:15:59.040 --> 00:16:01.040]  兒女信主沒有人告她放蕩
[00:16:01.040 --> 00:16:02.320]  不受約束」
[00:16:02.320 --> 00:16:04.240]  這裡表達的不是說
[00:16:04.240 --> 00:16:08.480]  只有有子女的弟兄才可以做領袖
[00:16:08.480 --> 00:16:11.520]  這裡強調生命的重要
[00:16:11.520 --> 00:16:14.000]  教會你表現得好
[00:16:14.000 --> 00:16:15.120]  不單止的
[00:16:15.120 --> 00:16:16.240]  是要你在家裡
[00:16:16.240 --> 00:16:17.920]  在你工作的場所裡面
[00:16:17.920 --> 00:16:18.880]  都一樣
[00:16:18.880 --> 00:16:20.400]  我們不要有面具
[00:16:20.400 --> 00:16:23.280]  這裡星期日就很淑齡
[00:16:23.280 --> 00:16:26.240]  一字五就變得很世界
[00:16:26.240 --> 00:16:29.440]  我們需要一個整全的生命
[00:16:29.440 --> 00:16:34.720]  以致我們就是這樣表裡一字
[00:16:34.720 --> 00:16:37.280]  第七節繼續神說到
[00:16:37.280 --> 00:16:40.160]  祂想我們的生命是怎樣的生命呢
[00:16:40.160 --> 00:16:42.800]  就是「不自負、不暴躁
[00:16:42.800 --> 00:16:45.440]  不於酒、不好鬥、不貪財」
[00:16:45.440 --> 00:16:48.400]  其實說的就是不要自我中心
[00:16:48.400 --> 00:16:51.360]  不要為了滿足一己的私慾
[00:16:51.360 --> 00:16:53.200]  因為你只滿足自己
[00:16:53.200 --> 00:16:55.840]  就會帶來關係的破損
[00:16:55.840 --> 00:16:58.880]  會影響其他人
[00:16:58.880 --> 00:17:00.960]  到了第八節
[00:17:00.960 --> 00:17:03.680]  接著就是神想要我們的東西
[00:17:03.680 --> 00:17:05.600]  就是「樂意接待外人
[00:17:05.600 --> 00:17:09.440]  好善、乞己、正直、聖潔和節制」
[00:17:09.440 --> 00:17:10.560]  這裡說的就是
[00:17:10.560 --> 00:17:14.480]  我們不要著意於自我滿足
[00:17:14.480 --> 00:17:17.760]  反而對自己要自制自律
[00:17:17.760 --> 00:17:19.760]  而對別人要友善
[00:17:19.760 --> 00:17:24.240]  也要為別人帶來益處
[00:17:24.240 --> 00:17:28.720]  原來保羅提醒提督去找領袖
[00:17:28.720 --> 00:17:30.320]  是要找什麼人呢
[00:17:30.320 --> 00:17:31.840]  不是要聰明
[00:17:31.840 --> 00:17:35.120]  剛才全部一個名單都不是說聰明的
[00:17:35.120 --> 00:17:36.400]  甚至不是說什麼
[00:17:36.400 --> 00:17:38.000]  你有沒有傳福音恩賜
[00:17:38.000 --> 00:17:40.560]  你有沒有教導恩賜
[00:17:40.560 --> 00:17:42.400]  全部都是說生命
[00:17:42.400 --> 00:17:44.000]  是生命的質素
[00:17:44.000 --> 00:17:46.080]  是生命的品格
[00:17:46.080 --> 00:17:49.200]  我們教會如果我們要找小組組長
[00:17:49.200 --> 00:17:51.520]  找團體的職員
[00:17:51.520 --> 00:17:53.040]  找團長
[00:17:53.040 --> 00:17:55.360]  找傳導人
[00:17:55.360 --> 00:17:56.400]  找執事
[00:17:56.400 --> 00:17:58.000]  我們要找什麼人呢
[00:17:58.000 --> 00:17:59.280]  這裡提醒我們
[00:17:59.280 --> 00:18:00.240]  不是學識
[00:18:00.240 --> 00:18:00.880]  不是聰明
[00:18:00.880 --> 00:18:01.680]  不是人脈
[00:18:01.680 --> 00:18:02.880]  不是能力
[00:18:02.880 --> 00:18:05.680]  不是你能言善辯
[00:18:05.680 --> 00:18:07.200]  是我們的生命
[00:18:07.200 --> 00:18:11.440]  是生命品格重要過一切
[00:18:11.440 --> 00:18:12.480]  很多人就會說
[00:18:12.480 --> 00:18:14.640]  「不是啊,還有第九節」
[00:18:14.640 --> 00:18:18.160]  「堅持合乎教義的可靠之道」
[00:18:18.160 --> 00:18:21.600]  「就能將健全的教導勸勉人」
[00:18:21.600 --> 00:18:23.920]  也要教導恩賜的
[00:18:23.920 --> 00:18:26.960]  我覺得不是絕對的
[00:18:26.960 --> 00:18:29.840]  不是說有生命就沒有恩賜
[00:18:29.840 --> 00:18:32.800]  但這裡我覺得他仍然是在說生命
[00:18:32.800 --> 00:18:36.000]  在說生命就是
[00:18:36.000 --> 00:18:40.560]  我們的生命是需要堅守神的道的生命
[00:18:40.560 --> 00:18:44.080]  是被神的道修剪修正的生命
[00:18:44.080 --> 00:18:46.880]  這樣我們的生命才有能力
[00:18:46.880 --> 00:18:49.440]  去教導人、去勸勉人
[00:18:49.440 --> 00:18:51.520]  這樣的生命才能夠
[00:18:51.520 --> 00:18:55.760]  去博到想去爭辯的人
[00:18:55.760 --> 00:18:58.160]  領袖、組長、牧者
[00:18:58.160 --> 00:19:01.280]  可能我們會懂得聖經比較多
[00:19:01.280 --> 00:19:04.080]  我們會說聖經也比較多
[00:19:04.080 --> 00:19:06.320]  不過若然我說一套
[00:19:06.320 --> 00:19:07.520]  做的一套
[00:19:07.520 --> 00:19:09.360]  其實不說比說好
[00:19:09.360 --> 00:19:12.080]  說出來只會叛倒人
[00:19:12.080 --> 00:19:12.800]  正正就是這樣
[00:19:12.800 --> 00:19:15.200]  很多人因為他的上司是基督徒
[00:19:15.200 --> 00:19:16.560]  他打死也不相信
[00:19:16.560 --> 00:19:18.160]  相信了就像我上司一樣
[00:19:18.160 --> 00:19:20.640]  然後就笑笑笑
[00:19:20.640 --> 00:19:22.240]  說一套做一套
[00:19:22.240 --> 00:19:27.200]  這種就是一種虛假偽善的生命
[00:19:27.200 --> 00:19:28.640]  其實很荒謬
[00:19:28.640 --> 00:19:30.240]  我們跟從那位的神
[00:19:30.240 --> 00:19:31.920]  就是真理的神
[00:19:31.920 --> 00:19:34.880]  祂要求我們誠實無偽
[00:19:34.880 --> 00:19:36.480]  正正就是這樣
