
[00:00:00.000 --> 00:00:04.160]  稍微重溫我們教會今年的講道系列
[00:09:31.760 --> 00:09:33.160]  融化
[00:09:33.160 --> 00:09:35.360]  是不是看到融化這個字
[00:09:35.360 --> 00:09:38.760]  驚駭驚嚇恐懼淋到他們
[00:09:38.760 --> 00:09:40.960]  這個就是當時
[00:09:40.960 --> 00:09:42.360]  那些外邦人
[00:09:42.360 --> 00:09:43.760]  迦南地的人
[00:09:43.760 --> 00:09:45.160]  他們聽見
[00:09:45.160 --> 00:09:47.760]  哇這群以色列人出埃及
[00:09:47.760 --> 00:09:50.560]  竟然有可以走過海的神蹟
[00:09:50.560 --> 00:09:51.960]  真是聞所未聞
[00:09:51.960 --> 00:09:53.560]  我們現在就不奇怪
[00:09:53.560 --> 00:09:54.960]  我們海底隧道
[00:09:54.960 --> 00:09:56.160]  但以前沒有的
[00:09:56.160 --> 00:09:57.560]  他們怎麼可以想像
[00:09:57.560 --> 00:09:59.360]  可以走過海的呢
[00:09:59.360 --> 00:10:01.560]  所以他們真的很害怕
[00:10:01.560 --> 00:10:02.360]  這一刻
[00:10:02.360 --> 00:10:05.760]  這個恐懼淋到所有耶利哥城的人民
[00:10:05.760 --> 00:10:09.360]  因為以色列人已經攻到來了
[00:10:09.360 --> 00:10:10.760]  不單止這樣
[00:10:10.760 --> 00:10:13.160]  最近他們又聽聞一件事
[00:10:13.160 --> 00:10:15.760]  就是摩西大嶺的那些以色列人
[00:10:15.760 --> 00:10:18.160]  去到約旦河東岸的時候
[00:10:18.160 --> 00:10:20.360]  他竟然將很厲害的
[00:10:20.360 --> 00:10:23.760]  阿摩利王西弘和巴山王鄂
[00:10:23.760 --> 00:10:27.160]  他所有的土地全部攻取
[00:10:27.160 --> 00:10:29.760]  又將那裡的王子
[00:10:29.760 --> 00:10:30.960]  所有的百姓
[00:10:30.960 --> 00:10:33.160]  所有的都殺盡
[00:10:33.160 --> 00:10:34.960]  無一倖存
[00:10:34.960 --> 00:10:36.160]  這個戰績
[00:10:36.160 --> 00:10:39.160]  好像是無論多高的城牆
[00:10:39.160 --> 00:10:40.760]  多好打的人
[00:10:40.760 --> 00:10:43.560]  都通通不夠以色列人打
[00:10:43.560 --> 00:10:46.560]  可以說是打遍天下無敵手
[00:10:46.560 --> 00:10:47.960]  所以拉合
[00:10:47.960 --> 00:10:50.160]  你留意一下他講這兩件事
[00:10:50.160 --> 00:10:52.960]  其實正正是以色列人出埃及
[00:10:52.960 --> 00:10:55.160]  剛剛40年開始
[00:10:55.160 --> 00:10:57.560]  到他們準備進入迦南
[00:10:57.560 --> 00:10:59.560]  一頭一尾的事跡
[00:10:59.560 --> 00:11:00.960]  他都聽過
[00:11:00.960 --> 00:11:02.760]  我想中間所發生的事
[00:11:02.760 --> 00:11:05.360]  他們都應該有聽聞的
[00:11:05.360 --> 00:11:08.160]  所以在11節
[00:11:08.160 --> 00:11:10.160]  這裡就說到
[00:11:10.160 --> 00:11:12.960]  11節原文其實有實在地
[00:11:12.960 --> 00:11:14.160]  就是說truly
[00:11:14.160 --> 00:11:14.760]  surely
[00:11:14.760 --> 00:11:16.360]  他的應訊就是
[00:11:16.360 --> 00:11:17.360]  耶和華
[00:11:17.360 --> 00:11:18.360]  你們的神
[00:11:18.360 --> 00:11:20.760]  是天上地下的神
[00:11:20.760 --> 00:11:23.760]  他就講了一句這樣的宣告
[00:11:23.760 --> 00:11:26.960]  其實當時在迦南的文化裡面
[00:11:26.960 --> 00:11:29.760]  他們的神明有自己的地盤
[00:11:29.760 --> 00:11:31.160]  大家知不知道
[00:11:31.160 --> 00:11:32.760]  好像有巴力
[00:11:32.760 --> 00:11:33.760]  聽過吧
[00:11:33.760 --> 00:11:35.560]  他是掌管雨水的
[00:11:35.560 --> 00:11:37.360]  還有阿斯他祿
[00:11:37.360 --> 00:11:39.760]  他就負責掌管生育的
[00:11:39.760 --> 00:11:41.560]  這樣的文化背景
[00:11:41.560 --> 00:11:42.560]  浸淫的拉合
[00:11:42.560 --> 00:11:44.560]  他竟然可以講這句話
[00:11:44.560 --> 00:11:45.560]  以色列的神
[00:11:45.560 --> 00:11:47.360]  不是區域性的神
[00:11:47.360 --> 00:11:48.960]  他是宇宙性的
[00:11:48.960 --> 00:11:50.760]  所以他深信耶和華
[00:11:50.760 --> 00:11:53.560]  一定可以救他和他家人
[00:11:53.560 --> 00:11:55.960]  他是一個很可靠的靠山
[00:11:55.960 --> 00:11:58.960]  其他的神明都救不了他
[00:11:58.960 --> 00:12:00.560]  弟兄姊妹
[00:12:00.560 --> 00:12:03.960]  拉合他是一個外邦的妓女
[00:12:03.960 --> 00:12:05.960]  他長期浸淫在一個
[00:12:05.960 --> 00:12:08.160]  異教多神的文化裡面
[00:12:08.160 --> 00:12:11.160]  可以說聖經知識是零
[00:12:11.160 --> 00:12:13.560]  以色列人和我們
[00:12:13.560 --> 00:12:16.360]  以色列人有神的話語
[00:12:16.360 --> 00:12:17.560]  又有神
[00:12:17.560 --> 00:12:19.960]  又有摩西在他們當中的教導
[00:12:19.960 --> 00:12:20.760]  我們呢
[00:12:20.760 --> 00:12:22.760]  我們有寶貴的聖經
[00:12:22.760 --> 00:12:23.560]  不單止
[00:12:23.560 --> 00:12:24.960]  我們有牧者
[00:12:24.960 --> 00:12:27.160]  有你們團契的組長
[00:12:27.160 --> 00:12:29.960]  教導你們聖經的說話
[00:12:29.960 --> 00:12:30.960]  再者
[00:12:30.960 --> 00:12:34.960]  我們看看經文描述拉合的相信是怎樣的
[00:12:34.960 --> 00:12:36.560]  聽見
[00:12:36.560 --> 00:12:37.760]  在第十節
[00:12:37.760 --> 00:12:39.360]  他說我們聽見
[00:12:39.360 --> 00:12:40.360]  十一節
[00:12:40.360 --> 00:12:42.760]  他說我們一聽見
[00:12:42.760 --> 00:12:44.960]  但是以色列人呢
[00:12:44.960 --> 00:12:46.960]  他們怎樣經歷神的
[00:12:46.960 --> 00:12:48.760]  親身經歷
[00:12:48.760 --> 00:12:50.960]  親眼見證
[00:12:50.960 --> 00:12:52.560]  是當事人來的
[00:12:52.560 --> 00:12:53.560]  他看到的
[00:12:53.560 --> 00:12:54.960]  他看到的是什麼
[00:12:54.960 --> 00:12:57.760]  神怎樣用超自然的實哉
[00:12:57.760 --> 00:13:00.560]  救他們脫離埃及人的手
[00:13:00.560 --> 00:13:02.360]  哇 由紅海分開
[00:13:02.360 --> 00:13:03.960]  由盤石出水
[00:13:03.960 --> 00:13:05.360]  在曠野又有什麼
[00:13:05.360 --> 00:13:08.160]  雲柱 火柱 引路
[00:13:08.160 --> 00:13:10.560]  哇 還有每天派糧
[00:13:10.560 --> 00:13:12.360]  馬欖
[00:13:12.360 --> 00:13:15.760]  這些全都是他們的親身經歷
[00:13:15.760 --> 00:13:17.960]  但是他們又怎樣呢
[00:13:17.960 --> 00:13:19.760]  他們那幾十年在曠野怎樣
[00:13:19.760 --> 00:13:22.360]  不斷地懷疑神
[00:13:22.360 --> 00:13:23.960]  埋怨神
[00:13:23.960 --> 00:13:25.560]  不信
[00:13:25.560 --> 00:13:27.560]  我們呢
[00:13:27.560 --> 00:13:28.360]  影子妹
[00:13:28.360 --> 00:13:30.360]  我們有沒有每天都經歷神
[00:13:30.360 --> 00:13:32.360]  很多很多的恩典
[00:13:32.360 --> 00:13:33.960]  和保守呢
[00:13:33.960 --> 00:13:35.960]  我們對神的信心
[00:13:35.960 --> 00:13:37.760]  又有多少呢
[00:13:37.760 --> 00:13:40.160]  不知道拉合他的信心
[00:13:40.160 --> 00:13:43.360]  有沒有對你帶來一些的震撼
[00:13:43.360 --> 00:13:45.360]  和反省呢
[00:13:45.360 --> 00:13:47.760]  拉合心目中的耶和華神
[00:13:47.760 --> 00:13:49.560]  是很偉大的
[00:13:49.560 --> 00:13:52.360]  所以他之後就這樣做一連串
[00:13:52.360 --> 00:13:55.760]  很大膽 很冒險的行為 行動
[00:13:55.760 --> 00:13:58.360]  最後成為信心的偉人
[00:13:58.360 --> 00:14:00.560]  很真實的讓我們看到
[00:14:00.560 --> 00:14:02.160]  我覺得一個人
[00:14:02.160 --> 00:14:04.760]  你對神的信心有多大呢
[00:14:04.760 --> 00:14:06.760]  神就能夠相應
[00:14:06.760 --> 00:14:08.360]  在你的身上
[00:14:08.360 --> 00:14:11.560]  作何等大的事情
[00:14:11.560 --> 00:14:13.960]  神在你心目中有多有力量
[00:14:13.960 --> 00:14:15.360]  影子妹
[00:14:15.360 --> 00:14:17.360]  他會不會只能夠
[00:14:17.360 --> 00:14:20.760]  幫你潔淨早午晚三餐
[00:14:20.760 --> 00:14:22.560]  和宵夜的神呢
[00:14:22.560 --> 00:14:24.360]  只是借飯祈禱
[00:14:24.360 --> 00:14:25.560]  先找找神
[00:14:25.560 --> 00:14:26.760]  還是
[00:14:26.760 --> 00:14:29.360]  他能夠帶你走過人生
[00:14:29.360 --> 00:14:32.960]  高山 低谷的一位神呢
[00:14:32.960 --> 00:14:36.560]  就視乎你心目中有多信靠
[00:14:36.560 --> 00:14:39.760]  這位真是那麼靠得住的神
[00:14:39.760 --> 00:14:42.360]  大家可能都記得最近在我們當中
[00:14:42.360 --> 00:14:45.960]  分享的神學生Tracy 姐妹
[00:14:45.960 --> 00:14:47.760]  我從她的生命裏面
[00:14:47.760 --> 00:14:49.760]  我看到她所相信的神
[00:14:49.760 --> 00:14:51.760]  是滿有power的
[00:14:51.760 --> 00:14:53.160]  為什麼我這樣說呢
[00:14:53.160 --> 00:14:55.160]  最近這段時間Tracy
[00:14:55.160 --> 00:14:59.560]  不單要應付神學院很繁重的學習
[00:14:59.560 --> 00:15:00.760]  即是有原文
[00:15:00.760 --> 00:15:01.960]  有港道學
[00:15:01.960 --> 00:15:03.560]  這些我都經歷過了
[00:15:03.560 --> 00:15:05.160]  還要星期六日
[00:15:05.160 --> 00:15:06.960]  回來教會團契實習
[00:15:06.960 --> 00:15:08.160]  崇拜實習
[00:15:08.160 --> 00:15:10.360]  最感動的就是最近Tracy
[00:15:10.360 --> 00:15:12.560]  最親密的家人
[00:15:12.560 --> 00:15:15.560]  包括她很年老的乾爹
[00:15:15.560 --> 00:15:17.760]  和她最愛的丈夫
[00:15:17.760 --> 00:15:19.960]  相繼在一星期之內
[00:15:19.960 --> 00:15:21.360]  都要入院
[00:15:21.360 --> 00:15:23.160]  很緊急知道突發事情
[00:15:23.160 --> 00:15:25.560]  要入院做手術
[00:15:25.560 --> 00:15:26.560]  所以我看到Tracy
[00:15:26.560 --> 00:15:28.960]  她要在學院
[00:15:28.960 --> 00:15:30.160]  在教會
[00:15:30.160 --> 00:15:33.160]  在醫院周圍走來走去
[00:15:33.160 --> 00:15:35.960]  但當我和團契小組的弟兄姐妹
[00:15:35.960 --> 00:15:37.560]  去關心她的時候
[00:15:37.560 --> 00:15:38.960]  我們看到的
[00:15:38.960 --> 00:15:40.960]  在Tracy的面上看到的
[00:15:40.960 --> 00:15:43.560]  真是一份很平靜安穩
[00:15:43.560 --> 00:15:44.960]  很信靠
[00:15:44.960 --> 00:15:47.160]  而不是很懼怕
[00:15:47.160 --> 00:15:48.360]  很擔心
[00:15:48.360 --> 00:15:49.360]  或者埋怨
[00:15:49.360 --> 00:15:51.160]  是完全沒有的
[00:15:51.160 --> 00:15:54.160]  她的面容還是笑眉眉微微
[00:15:54.160 --> 00:15:55.560]  OK的了
[00:15:55.560 --> 00:15:56.960]  放心吧
[00:15:56.960 --> 00:15:59.160]  很平靜安穩
[00:15:59.160 --> 00:16:01.160]  我深信唯一的原因
[00:16:01.160 --> 00:16:03.560]  就是Tracy和拉合一樣
[00:16:03.560 --> 00:16:06.560]  她信得過這位獨行其事
[00:16:06.560 --> 00:16:08.760]  也是很靠得住的神
[00:16:08.760 --> 00:16:12.160]  所以第一個戰勝恐懼的方法
[00:16:12.160 --> 00:16:13.360]  就是我們弟兄姐妹
[00:16:13.360 --> 00:16:14.760]  我們要知道
[00:16:14.760 --> 00:16:17.560]  我們有很可靠的保障
[00:16:17.560 --> 00:16:19.360]  去到第二個方法
[00:16:19.360 --> 00:16:20.760]  第二個出路
[00:16:20.760 --> 00:16:22.360]  就是除了我們要知道
[00:16:22.360 --> 00:16:24.360]  我們的神是這麼堅之外
[00:16:24.360 --> 00:16:25.760]  最重要的就是
[00:16:25.760 --> 00:16:27.160]  我們要活出
[00:16:27.160 --> 00:16:29.960]  這麼有可靠靠山的生命
[00:16:29.960 --> 00:16:32.160]  讓我們一起讀出
[00:16:32.160 --> 00:16:33.960]  二章1到7節
[00:16:33.960 --> 00:16:35.960]  和15到16節
[00:16:35.960 --> 00:16:37.960]  這次我想邀請
[00:16:37.960 --> 00:16:39.760]  弟兄先讀
[00:16:39.760 --> 00:16:40.560]  讀第一版
[00:16:40.560 --> 00:16:41.960]  1 2 3
[00:16:41.960 --> 00:16:49.160]  「亂的兒子約書雅從集庭暗中派兩個人作探子說
[00:16:49.160 --> 00:16:52.760]  你們去窺探那地和耶利哥
[00:16:52.760 --> 00:16:54.760]  於是二人去了
[00:16:54.760 --> 00:16:58.960]  來到一個名叫拉合的妓女家裡
[00:16:58.960 --> 00:17:00.960]  在那裡睡覺
[00:17:00.960 --> 00:17:03.760]  有人告訴耶利哥王說
[00:17:03.760 --> 00:17:09.560]  看啊今夜有以色列人者女來窺探此地
[00:17:09.560 --> 00:17:13.360]  耶利哥王派人到拉合那裡說
