
[00:00:00.000 --> 00:00:05.000]  在講道之前,我也想大家一起同心去禱告
[00:03:16.000 --> 00:03:20.000]  但是這個決定對以色列的歷史
[00:03:20.000 --> 00:03:23.000]  卻是帶來關鍵性的影響
[00:03:23.000 --> 00:03:27.000]  我們繼續看到教會崇拜約書亞記
[00:03:27.000 --> 00:03:30.000]  《講道》系列的第二講
[00:03:30.000 --> 00:03:35.000]  講道這本書在歷史書中的位置
[00:03:35.000 --> 00:03:39.000]  可以說是有著承先啟後的作用
[00:03:39.000 --> 00:03:41.000]  在摩西死後
[00:03:41.000 --> 00:03:45.000]  上帝就選擇了約書亞去接手
[00:03:45.000 --> 00:03:51.000]  帶領以色列走出已經漂流了四十年的曠野
[00:03:51.000 --> 00:03:55.000]  這個不單只是換領袖這麼簡單
[00:03:55.000 --> 00:03:59.000]  最重要的是神要兌現他對阿伯拉罕
[00:03:59.000 --> 00:04:02.000]  以撒瓦國的承諾
[00:04:02.000 --> 00:04:07.000]  就是要帶他們進入迦南這個流瀨與密之地
[00:04:07.000 --> 00:04:13.000]  上次第一章已經講到神如何親自任命約書亞
[00:04:13.000 --> 00:04:18.000]  帶領百姓過約旦河展開英許之旅
[00:04:18.000 --> 00:04:21.000]  今天我們來到第二章
[00:04:21.000 --> 00:04:24.000]  從文學的結構來說
[00:04:24.000 --> 00:04:28.000]  其實這一章也是非常精彩的插曲
[00:04:28.000 --> 00:04:30.000]  情節很豐富
[00:04:30.000 --> 00:04:32.000]  由開頭到結尾
[00:04:32.000 --> 00:04:34.000]  一氣呵成
[00:04:34.000 --> 00:04:36.000]  很多人物出現
[00:04:36.000 --> 00:04:40.000]  之後經文提到約書亞是怎樣的
[00:04:40.000 --> 00:04:45.000]  他就差派了兩個探子進入了耶利哥城
[00:04:45.000 --> 00:04:48.000]  遇到妓女叫拉合
[00:04:48.000 --> 00:04:51.000]  之後發生了很多事情
[00:04:51.000 --> 00:04:55.000]  拉合究竟做了一個什麼離譜的決定
[00:04:55.000 --> 00:04:59.000]  稍後會跟大家一起看
[00:04:59.000 --> 00:05:01.000]  今天我也很想透過這個訊息
[00:05:01.000 --> 00:05:04.000]  讓我們思考一下
[00:05:04.000 --> 00:05:07.000]  在平淡安穩的日子裡
[00:05:07.000 --> 00:05:09.000]  我們願不願意為神
[00:05:09.000 --> 00:05:14.000]  為神的國去做一件離譜的事呢
[00:05:14.000 --> 00:05:18.000]  我們願不願意為神踏出這一步呢
[00:05:18.000 --> 00:05:23.000]  我想邀請大家一起去讀二章一至二節
[00:05:23.000 --> 00:05:31.000]  「亂的兒子約書亞從十庭暗中派兩個人作探子說
[00:05:31.000 --> 00:05:35.000]  你們去窺探耶利哥
[00:05:35.000 --> 00:05:37.000]  於是二人去了
[00:05:37.000 --> 00:05:41.000]  來到一個名叫拉合的妓女家裡
[00:05:41.000 --> 00:05:43.000]  在那裡睡覺
[00:05:43.000 --> 00:05:47.000]  有人告訴耶利哥王說
[00:05:47.000 --> 00:05:52.000]  看吶今夜有以色列人到這裡來窺探此地」
[00:05:52.000 --> 00:05:55.000]  第一點
[00:05:55.000 --> 00:05:58.000]  我們說到離譜的風險
[00:05:58.000 --> 00:06:02.000]  就是他打破安全為神去冒險
[00:06:02.000 --> 00:06:04.000]  第二章這一節一開始
[00:06:04.000 --> 00:06:09.000]  約書亞派了兩個探子去窺探耶利哥城
[00:06:09.000 --> 00:06:11.000]  在希伯來文
[00:06:11.000 --> 00:06:15.000]  窺探這個字是一個命令式的動詞
[00:06:15.000 --> 00:06:20.000]  其實是有偵查、觀察和注意的意思
[00:06:20.000 --> 00:06:24.000]  那一晚這兩個探子一進入耶利哥城
[00:06:24.000 --> 00:06:28.000]  他第一時間去的地方是哪裡呢?
[00:06:28.000 --> 00:06:32.000]  是一個妓女的家
[00:06:32.000 --> 00:06:34.000]  我們可能馬上就會想
[00:06:34.000 --> 00:06:37.000]  又說去窺探軍情
[00:06:37.000 --> 00:06:40.000]  為什麼會去了那個妓女的家裡
[00:06:40.000 --> 00:06:43.000]  是不是去嫖妓?
[00:06:43.000 --> 00:06:47.000]  經文說他們只是在這裡睡覺
[00:06:47.000 --> 00:06:51.000]  睡覺是有休息、躺臥的意思
[00:06:51.000 --> 00:06:55.000]  沒有說他們發生什麼特別的關係
[00:06:55.000 --> 00:07:00.000]  大家先不要想壞事
[00:07:00.000 --> 00:07:04.000]  不過原文的次序其實也有意思
[00:07:04.000 --> 00:07:08.000]  首先說到一個女子的家
[00:07:08.000 --> 00:07:10.000]  然後再說是妓女
[00:07:10.000 --> 00:07:14.000]  然後再介紹她的名字叫拉合
[00:07:14.000 --> 00:07:18.000]  其實他突出了她是妓女的身份
[00:07:18.000 --> 00:07:21.000]  而且還刻意說到這個女人
[00:07:21.000 --> 00:07:27.000]  就是當時社會最底層和最邊緣化的人
[00:07:27.000 --> 00:07:32.000]  如果我們試一下用偵探的眼光去看
[00:07:32.000 --> 00:07:35.000]  這兩個探子其實都很聰明
[00:07:35.000 --> 00:07:40.000]  如果大家知道拉合的房子在哪裡
[00:07:40.000 --> 00:07:42.000]  不是在九龍城
[00:07:42.000 --> 00:07:45.000]  是在城門上
[00:07:45.000 --> 00:07:49.000]  這個位置可以說是在耶利哥城裡
[00:07:49.000 --> 00:07:53.000]  簡直是一個交通的樞紐
[00:07:53.000 --> 00:07:59.000]  可以說是很多過路客一定會落腳的首選
[00:07:59.000 --> 00:08:01.000]  對探子來說
[00:08:01.000 --> 00:08:05.000]  這個更加是能夠收集情報的中心
[00:08:05.000 --> 00:08:07.000]  可以說是在這裡收風
[00:08:07.000 --> 00:08:10.000]  或者觀察城門的動向
[00:08:10.000 --> 00:08:12.000]  或者跳牆去逃跑
[00:08:12.000 --> 00:08:15.000]  都是首選
[00:08:15.000 --> 00:08:18.000]  所以探子第一時間選擇的地方
[00:08:18.000 --> 00:08:21.000]  的確是有它的原因
[00:08:21.000 --> 00:08:23.000]  未必是那些原因
[00:08:23.000 --> 00:08:24.000]  第二節
[00:08:24.000 --> 00:08:28.000]  耶利哥王的消息都相當之靈通
[00:08:28.000 --> 00:08:34.000]  那天晚上他就知道有外國勢力入侵了耶利哥城
[00:08:34.000 --> 00:08:39.000]  經文再次形容探子是來窺探的
[00:08:39.000 --> 00:08:43.000]  窺探這個字原文有「刮」
[00:08:43.000 --> 00:08:44.000]  「刮」是甚麼呢?
[00:08:44.000 --> 00:08:46.000]  如果我們俗語地說
[00:08:46.000 --> 00:08:49.000]  就是現在俗語地說「起底」的意思
[00:08:49.000 --> 00:08:53.000]  耶利哥王的反應非常之快
[00:08:53.000 --> 00:08:56.000]  他馬上派人去到拉合家裡
[00:08:56.000 --> 00:08:59.000]  打算去搜查
[00:08:59.000 --> 00:09:01.000]  如果那一刻
[00:09:01.000 --> 00:09:04.000]  你是拉合家裡
[00:09:04.000 --> 00:09:06.000]  躲起來了兩個探子
[00:09:06.000 --> 00:09:11.000]  然後門口外邊有人狂拍門
[00:09:11.000 --> 00:09:14.000]  不知道你有甚麼感覺呢?
[00:09:14.000 --> 00:09:15.000]  可能在那一刻
[00:09:15.000 --> 00:09:18.000]  我們內心都有一番掙扎
[00:09:18.000 --> 00:09:19.000]  糟了
[00:09:19.000 --> 00:09:21.000]  這次真是大件事了
[00:09:21.000 --> 00:09:23.000]  這兩個人一進來的時候
[00:09:23.000 --> 00:09:25.000]  我看他們的眼神和動作
[00:09:25.000 --> 00:09:29.000]  就知道他們不是一般的過路客
[00:09:29.000 --> 00:09:32.000]  其實可以當作沒事發生
[00:09:32.000 --> 00:09:33.000]  打開門
[00:09:33.000 --> 00:09:36.000]  讓這兩個人進來
[00:09:36.000 --> 00:09:38.000]  交給他們就算了
[00:09:38.000 --> 00:09:43.000]  我可能還能拿到一大筆獎金
[00:09:43.000 --> 00:09:48.000]  還會被人封為國民女英雄
[00:09:48.000 --> 00:09:56.000]  到時我可以安安靜靜地過自己的生活
[00:09:56.000 --> 00:09:58.000]  但如果我現在舉報他們的話
[00:09:58.000 --> 00:10:01.000]  到時以色列軍來到的時候
[00:10:01.000 --> 00:10:03.000]  會不會向我報復?
[00:10:03.000 --> 00:10:05.000]  到時誰能保住我呢?
[00:10:05.000 --> 00:10:07.000]  我一個弱七女流
[00:10:07.000 --> 00:10:10.000]  現在國家又危危乎
[00:10:10.000 --> 00:10:13.000]  我還能靠誰呢?
[00:10:13.000 --> 00:10:14.000]  弟兄姊妹
[00:10:14.000 --> 00:10:15.000]  你們有沒有想過
[00:10:15.000 --> 00:10:19.000]  我們的人生現在靠的是甚麼呢?
[00:10:19.000 --> 00:10:22.000]  是否靠我們穩定的收入
[00:10:22.000 --> 00:10:28.000]  或是我們靠買了一份很全備的保險計劃
[00:10:28.000 --> 00:10:29.000]  靠關係
[00:10:29.000 --> 00:10:31.000]  靠子女供養
[00:10:31.000 --> 00:10:35.000]  或是靠自己的努力就可以得到
[00:10:35.000 --> 00:10:39.000]  這些保障又可以保得多久呢?
[00:10:39.000 --> 00:10:43.000]  我們都知道健康有時在一夜之間
[00:10:43.000 --> 00:10:45.000]  可能就會有些變化
[00:10:45.000 --> 00:10:47.000]  或是我們正在做一份工作
[00:10:47.000 --> 00:10:49.000]  突然間會沒有了
[00:10:49.000 --> 00:10:53.000]  關係也可以說斷就斷
[00:10:53.000 --> 00:10:58.000]  其實人生最害怕的不是沒有東西可以依靠
[00:10:58.000 --> 00:11:05.000]  而是我們正在靠一些根本不可靠的東西
[00:11:05.000 --> 00:11:07.000]  拉合雖然是一個妓女
[00:11:07.000 --> 00:11:10.000]  她生活在社會的邊緣
[00:11:10.000 --> 00:11:15.000]  但她的眼光比任何人更加通透
[00:11:15.000 --> 00:11:18.000]  她不是靠城牆的那麼堅固
[00:11:18.000 --> 00:11:21.000]  或是靠耶利哥王多麼厲害
[00:11:21.000 --> 00:11:26.000]  她寧願捨棄那些所謂的安全保障
[00:11:26.000 --> 00:11:31.000]  她都要選擇去為神冒險一次
[00:11:31.000 --> 00:11:36.000]  因為她知道神才是她最穩固的靠山
[00:11:36.000 --> 00:11:37.000]  丙姐妹
[00:11:37.000 --> 00:11:43.000]  今天我們的神又是不是我們最可靠的保障呢?
[00:11:43.000 --> 00:11:46.000]  我們再看第三節
[00:11:46.000 --> 00:11:48.000]  「撞嘅人殺到埋你」
[00:11:48.000 --> 00:11:51.000]  「劈頭就叫拉合交人」
[00:11:51.000 --> 00:11:56.000]  經文第三次用了「窺探」這個字
[00:11:56.000 --> 00:11:59.000]  其實和之前那個字的意思一樣
[00:11:59.000 --> 00:12:02.000]  是有「窺」的意思
[00:12:02.000 --> 00:12:05.000]  不過經文再這樣寫的時候
[00:12:05.000 --> 00:12:07.000]  很明顯就是想暗示
[00:12:07.000 --> 00:12:11.000]  如果拉合你再幫這個人
[00:12:11.000 --> 00:12:14.000]  他們形容是不知道是多少個人
[00:12:14.000 --> 00:12:17.000]  你再「窩藏探子」的話
[00:12:17.000 --> 00:12:21.000]  其實就等於叛國的意思
[00:12:21.000 --> 00:12:25.000]  拉合的反應其實是很聰明的
[00:12:25.000 --> 00:12:27.000]  她有三招
[00:12:27.000 --> 00:12:30.000]  首先就來一招「以退為進」
[00:12:30.000 --> 00:12:32.000]  大方地去承認
[00:12:32.000 --> 00:12:34.000]  是的,他們是有來過
[00:12:34.000 --> 00:12:37.000]  讓對方放下戒心
[00:12:37.000 --> 00:12:39.000]  覺得她很配合
[00:12:39.000 --> 00:12:41.000]  很老實
[00:12:41.000 --> 00:12:43.000]  如果她死口不認怎麼辦呢?
[00:12:43.000 --> 00:12:46.000]  當然是你身有屎
[00:12:46.000 --> 00:12:49.000]  我就搜雲你家
[00:12:49.000 --> 00:12:50.000]  第二招
[00:12:50.000 --> 00:12:53.000]  她就來一招「詐傻扮懵」
[00:12:53.000 --> 00:12:55.000]  什麼都說不知道
[00:12:55.000 --> 00:12:56.000]  我來做生意
[00:12:56.000 --> 00:12:59.000]  我怎會問客人那麼多問題呢
[00:12:59.000 --> 00:13:04.000]  第三招就是「反客為主」
[00:13:04.000 --> 00:13:07.000]  她用命令的語氣
[00:13:07.000 --> 00:13:09.000]  叫他快點去追
[00:13:09.000 --> 00:13:11.000]  不然就走了
[00:13:11.000 --> 00:13:14.000]  令他們拖拖拎
[00:13:14.000 --> 00:13:16.000]  在第四和第六節
[00:13:16.000 --> 00:13:20.000]  經文還用了兩個「藏」字
[00:13:20.000 --> 00:13:24.000]  第一個「藏」字就是保護式的隱藏
[00:13:24.000 --> 00:13:27.000]  第二個「藏」字就是埋藏
[00:13:27.000 --> 00:13:34.000]  就是指她把兩個探子埋在屋頂上的亞麻梗裏
[00:13:34.000 --> 00:13:40.000]  這個細節就證明了拉合不是一時衝動
[00:13:40.000 --> 00:13:43.000]  而是有預謀的決定
[00:13:43.000 --> 00:13:48.000]  她的細心和機智將這次離譜的舉動
[00:13:48.000 --> 00:13:53.000]  變成了一場心思熟慮的信心冒險
[00:13:53.000 --> 00:13:54.000]  說到冒險
[00:13:54.000 --> 00:13:59.000]  我就想起自己當初決定讀神學的時候
[00:13:59.000 --> 00:14:01.000]  都很多年前
[00:14:01.000 --> 00:14:05.000]  很多朋友家人都很不明白
[00:14:05.000 --> 00:14:06.000]  甚至很難理解
[00:14:06.000 --> 00:14:10.000]  為什麼你忽然去讀神學呢?
[00:14:10.000 --> 00:14:14.000]  我還記得當時有很多掙扎
[00:14:14.000 --> 00:14:17.000]  會覺得會不會真的很冒險呢?
[00:14:17.000 --> 00:14:21.000]  放下自己那份穩定的工作
[00:14:21.000 --> 00:14:26.000]  或者放棄了累積這麼多年的經驗
[00:14:26.000 --> 00:14:30.000]  還要每個月有出就沒有入
[00:14:30.000 --> 00:14:32.000]  最現實的是什麼呢?
[00:14:32.000 --> 00:14:38.000]  就是讀完書畢業之後會不會嫁不出呢?
[00:14:38.000 --> 00:14:41.000]  會不會連自己都養不住呢?
[00:14:41.000 --> 00:14:44.000]  很多這些憂慮
[00:14:44.000 --> 00:14:47.000]  但原來我在想
[00:14:47.000 --> 00:14:50.000]  我還是想多了
[00:14:50.000 --> 00:14:53.000]  我所經歷的其實不是什麼冒險
[00:14:53.000 --> 00:14:55.000]  也不是缺乏
[00:14:55.000 --> 00:14:58.000]  我看到的是神祂豐富的供應
[00:14:58.000 --> 00:15:02.000]  和祂帶給我內心很多安穩
[00:15:02.000 --> 00:15:07.000]  原來當我們願意去為神彌補一次的時候
[00:15:07.000 --> 00:15:12.000]  神會用祂的恩典來回應我們信心的擺上
[00:15:12.000 --> 00:15:13.000]  丙姐妹
[00:15:13.000 --> 00:15:18.000]  其實做基督徒基本上就是一場冒險
[00:15:18.000 --> 00:15:23.000]  神是會挑戰我們離開我們的安書區
[00:15:23.000 --> 00:15:25.000]  去到未知的地方
[00:15:25.000 --> 00:15:29.000]  當然上帝不是要我們每個人都辭職
[00:15:29.000 --> 00:15:33.000]  去讀神學或全職去服侍
[00:15:33.000 --> 00:15:35.000]  但上帝可以邀請我們
[00:15:35.000 --> 00:15:40.000]  在平凡的生活裏去為祂豁出去
[00:15:40.000 --> 00:15:41.000]  有沒有想過
[00:15:41.000 --> 00:15:45.000]  我們可不可以在物價這麼高企
[00:15:45.000 --> 00:15:48.000]  或者經濟不穩定的今天
[00:15:48.000 --> 00:15:52.000]  我們仍然堅持去為神做十一奉獻呢?
[00:15:52.000 --> 00:15:58.000]  或者我們願不願意冒著被人拒絕
[00:15:58.000 --> 00:16:00.000]  或者面懵懵
[00:16:00.000 --> 00:16:04.000]  仍然和你身邊的朋友親友去跟他們講福音
[00:16:04.000 --> 00:16:07.000]  或者帶他們回教會呢?
[00:16:07.000 --> 00:16:09.000]  或者我們願不願意去嘗試
[00:16:09.000 --> 00:16:12.000]  去做一些自己從未試過
[00:16:12.000 --> 00:16:16.000]  或者覺得自己都做不來的侍奉呢?
[00:16:16.000 --> 00:16:17.000]  丙姐妹
[00:16:17.000 --> 00:16:19.000]  丙姐妹不要給藉口
[00:16:19.000 --> 00:16:24.000]  或者安於現狀去耽誤了神對我們的邀請
[00:16:24.000 --> 00:16:27.000]  神今天就在等我們
[00:16:27.000 --> 00:16:33.000]  為了祂的國去做一件離譜但極之蒙福的事
[00:16:33.000 --> 00:16:40.000]  接著我邀請大家一起去讀第二章十四節
[00:16:40.000 --> 00:16:43.000]  「哪二人對他說:
[00:16:43.000 --> 00:16:47.000]  我們願意以性命來替你們死
[00:16:47.000 --> 00:16:50.000]  你們若不洩漏我們這件事
[00:16:50.000 --> 00:16:54.000]  當耶和華將這地賜給我們的時候
[00:16:54.000 --> 00:16:58.000]  我們必以自愛和誠信待你」
[00:16:58.000 --> 00:17:02.000]  第二點就是離譜的宣告
[00:17:02.000 --> 00:17:03.000]  是不憑眼見
[00:17:03.000 --> 00:17:05.000]  全然信靠的
[00:17:05.000 --> 00:17:08.000]  這一段分兩部分
[00:17:08.000 --> 00:17:10.000]  主要就是解釋拉合
[00:17:10.000 --> 00:17:13.000]  拉合為什麼要幫這兩個探子
[00:17:13.000 --> 00:17:16.000]  第一部分是八至十一節
[00:17:16.000 --> 00:17:19.000]  講到拉合對神的那份認信
[00:17:19.000 --> 00:17:21.000]  黃巨人走了之後
[00:17:21.000 --> 00:17:27.000]  拉合於是上到屋頂去揭開那些亞麻緊
[00:17:27.000 --> 00:17:30.000]  望著那兩個驚魂未定的探子
[00:17:30.000 --> 00:17:32.000]  就跟他們說
[00:17:32.000 --> 00:17:38.000]  「我知道耶和華已經將這地方賜給你們了
[00:17:38.000 --> 00:17:40.000]  你們知不知道
[00:17:40.000 --> 00:17:45.000]  其實現在我們整個耶利哥城的人都很害怕
[00:17:45.000 --> 00:17:48.000]  由你們出埃及的紅海
[00:17:48.000 --> 00:17:50.000]  甚至你去到約旦河東
[00:17:50.000 --> 00:17:53.000]  怎樣打敗那兩個亞摩尼王
[00:17:53.000 --> 00:17:57.000]  這些傳聞其實我們早就收到了
[00:17:57.000 --> 00:17:59.000]  我們聽到這些消息
[00:17:59.000 --> 00:18:01.000]  簡直心驚膽跳
[00:18:01.000 --> 00:18:03.000]  驚到腳都在顫抖
[00:18:03.000 --> 00:18:05.000]  驚到要死
[00:18:05.000 --> 00:18:08.000]  完全失去鬥志
[00:18:08.000 --> 00:18:11.000]  我知道耶和華你們的神
[00:18:11.000 --> 00:18:14.000]  祂才是上天下地的真神」
[00:18:14.000 --> 00:18:17.000]  拉合所知道的這一切
[00:18:17.000 --> 00:18:20.000]  其實都是從聽見而來
[00:18:20.000 --> 00:18:22.000]  在第十節
[00:18:22.000 --> 00:18:26.000]  這裡第一次出現「聽見」這個字
[00:18:26.000 --> 00:18:32.000]  拉合解釋迦南人為什麼那麼害怕那些以色列人
[00:18:32.000 --> 00:18:39.000]  就是因為他們聽見以色列人在曠野裡有兩段歷史
[00:18:39.000 --> 00:18:43.000]  很明顯迦南人害怕的是以色列人
[00:18:43.000 --> 00:18:45.000]  以色列人是人
[00:18:45.000 --> 00:18:47.000]  他所行的神蹟
[00:18:47.000 --> 00:18:48.000]  事蹟
[00:18:48.000 --> 00:18:50.000]  而在第十一節
[00:18:50.000 --> 00:18:52.000]  另一次出現「聽見」
[00:18:52.000 --> 00:18:58.000]  就是拉合重新說到這些傳聞對迦南人的影響
[00:18:58.000 --> 00:19:03.000]  令他們覺得很絕望和害怕到快要死亡
[00:19:03.000 --> 00:19:06.000]  不過拉合在這裡很想強調
[00:19:06.000 --> 00:19:11.000]  他和他們其他人是不一樣的
[00:19:11.000 --> 00:19:17.000]  拉合害怕的是以色列人背後的那位耶和華神
[00:19:17.000 --> 00:19:19.000]  他對上帝的認識
[00:19:19.000 --> 00:19:23.000]  雖然都是透過傳聞去聽回來的
[00:19:23.000 --> 00:19:25.000]  他沒有見過紅海分開
[00:19:25.000 --> 00:19:29.000]  也沒有吃過馬拿和鵪鶉
[00:19:29.000 --> 00:19:35.000]  但是他知道神為他的子民做了很多大能的事
[00:19:35.000 --> 00:19:38.000]  也行了很多神蹟
[00:19:38.000 --> 00:19:40.000]  拉合最特別的是
[00:19:40.000 --> 00:19:47.000]  他能夠將「聽見」轉化成為個人對神的認訊
[00:19:47.000 --> 00:19:51.000]  讓我們今天對上帝的認識
[00:19:51.000 --> 00:19:55.000]  是否也只停留在「聽見」那裡呢?
[00:19:55.000 --> 00:19:57.000]  我們聽過很多聖經教導
[00:19:57.000 --> 00:20:01.000]  講道也經常說要對神有信心
[00:20:01.000 --> 00:20:03.000]  經常聽到有人分享
[00:20:03.000 --> 00:20:05.000]  神如何應允人的禱告
[00:20:05.000 --> 00:20:09.000]  但是我們是否聽完就算了呢?
[00:20:09.000 --> 00:20:12.000]  如果我們聽了很多年道
[00:20:12.000 --> 00:20:14.000]  十年、二十年
[00:20:14.000 --> 00:20:16.000]  甚至更長的日子
[00:20:16.000 --> 00:20:20.000]  我們每個星期都很擇心
[00:20:20.000 --> 00:20:23.000]  不過下個星期回來又如何呢?
[00:20:23.000 --> 00:20:25.000]  我問你上個星期說了什麼
[00:20:25.000 --> 00:20:27.000]  不記得了
[00:20:27.000 --> 00:20:29.000]  誰會記得這麼多東西呢?
[00:20:29.000 --> 00:20:32.000]  我們生命依舊沒有改變
[00:20:32.000 --> 00:20:37.000]  或者我們仍然只追求自我感覺良好
[00:20:37.000 --> 00:20:38.000]  你不是說我的
[00:20:38.000 --> 00:20:40.000]  你說的就是那個人
[00:20:40.000 --> 00:20:43.000]  所以不關我的事
[00:20:43.000 --> 00:20:48.000]  我們和微信的時候有什麼分別呢?
[00:20:48.000 --> 00:20:52.000]  今天上帝不只是要一群聽眾
[00:20:52.000 --> 00:20:54.000]  「聽」而已
[00:20:54.000 --> 00:20:56.000]  不只是要一群聽眾
[00:20:56.000 --> 00:20:59.000]  不是要一群「評道家」
[00:20:59.000 --> 00:21:02.000]  祂是要一群像「拉俠」一樣
[00:21:02.000 --> 00:21:03.000]  聽見真理
[00:21:03.000 --> 00:21:05.000]  願意豁出去
[00:21:05.000 --> 00:21:09.000]  願意將生命壓下去的跟隨者
[00:21:09.000 --> 00:21:14.000]  丙姐妹,我們願意將聽見轉為行動
[00:21:14.000 --> 00:21:17.000]  為主踏出一步嗎?
[00:21:17.000 --> 00:21:19.000]  來到第二部分
[00:21:19.000 --> 00:21:21.000]  12-13節
[00:21:21.000 --> 00:21:24.000]  是拉俠對探子的一個請求
[00:21:24.000 --> 00:21:28.000]  所以語氣就變得更加迫切
[00:21:28.000 --> 00:21:29.000]  拉俠說
[00:21:29.000 --> 00:21:32.000]  既然我冒死救了你們兩個
[00:21:32.000 --> 00:21:34.000]  恩代你們
[00:21:34.000 --> 00:21:37.000]  現在我要你們指著耶和華神
[00:21:37.000 --> 00:21:38.000]  向我起誓
[00:21:38.000 --> 00:21:42.000]  你們一定要恩代我的父家
[00:21:42.000 --> 00:21:44.000]  給我一個實質的證據
[00:21:44.000 --> 00:21:46.000]  要救我全家
[00:21:46.000 --> 00:21:49.000]  救我們脫離死亡
[00:21:49.000 --> 00:21:51.000]  這裡出現一個很關鍵的字
[00:21:51.000 --> 00:21:54.000]  就是「恩代」這個字
[00:21:54.000 --> 00:21:55.000]  12節
[00:21:55.000 --> 00:21:58.000]  「恩代」出現了兩次
[00:21:58.000 --> 00:22:01.000]  是有慈愛和忠誠的意思
[00:22:01.000 --> 00:22:03.000]  第一個「恩代」這個詞彙
[00:22:03.000 --> 00:22:05.000]  是由一個動詞
[00:22:05.000 --> 00:22:08.000]  「做」和一個名詞
[00:22:08.000 --> 00:22:12.000]  就是履行合約的忠誠或毀身
[00:22:12.000 --> 00:22:14.000]  兩個字組合而成
[00:22:14.000 --> 00:22:17.000]  通常在聖經裡這個字
[00:22:17.000 --> 00:22:20.000]  我們都會形容上帝對人
[00:22:20.000 --> 00:22:23.000]  永遠不會改變的那份愛
[00:22:23.000 --> 00:22:28.000]  所以拉俠表面上是跟探子納約
[00:22:28.000 --> 00:22:33.000]  但實質上他是跟上帝納約
[00:22:33.000 --> 00:22:38.000]  這份約並不是建立在人的信用上
[00:22:38.000 --> 00:22:44.000]  而是完全建基在他對神屬性的信靠上
