
[00:00:00.000 --> 00:00:02.000]  各位頂姊妹早安
[00:02:07.360 --> 00:02:11.360]  大概和你搭飛機差不多
[00:02:11.360 --> 00:02:13.360]  6個小時就會抵達香港
[00:02:13.360 --> 00:02:15.360]  即是波浪
[00:02:15.360 --> 00:02:22.360]  如果南海海嘈是發生9.1級的淺層地震的話
[00:02:22.360 --> 00:02:26.360]  香港部分沿岸的區域
[00:02:26.360 --> 00:02:28.360]  是有機會有明顯的影響
[00:02:28.360 --> 00:02:31.360]  所以你都不要以為不關我們事
[00:02:31.360 --> 00:02:34.360]  日本的大地震都關到香港事
[00:02:34.360 --> 00:02:35.360]  可以
[00:02:35.360 --> 00:02:37.360]  日本政府亦都表示
[00:02:37.360 --> 00:02:40.360]  如果南海海嘈一旦發生大地震的時候
[00:02:40.360 --> 00:02:45.360]  最多可以是導致29.8萬
[00:02:45.360 --> 00:02:48.360]  即是差不多30萬人死亡
[00:02:48.360 --> 00:02:50.360]  在日本那裏
[00:02:50.360 --> 00:02:54.360]  個別地區或者面臨30米以上的海嘯
[00:02:54.360 --> 00:03:01.360]  超過235萬棟建築物會被摧毀或被燒毀
[00:03:01.360 --> 00:03:03.360]  不是235棟
[00:03:03.360 --> 00:03:05.360]  是235萬棟
[00:03:05.360 --> 00:03:07.360]  200多萬棟
[00:03:07.360 --> 00:03:12.360]  經濟損失會達到270萬億日元
[00:03:12.360 --> 00:03:17.360]  相等於13.1萬億港元
[00:03:17.360 --> 00:03:22.360]  這個數字大家聽完之後都應該沒有感覺了
[00:03:22.360 --> 00:03:24.360]  但如果具體一點來說
[00:03:24.360 --> 00:03:28.360]  就等於日本國家預算的兩倍
[00:03:28.360 --> 00:03:30.360]  即是一年的預算的兩倍
[00:03:30.360 --> 00:03:36.360]  一次的地震就沒有了兩年的預算
[00:03:36.360 --> 00:03:40.360]  這個消息只是一個預計
[00:03:40.360 --> 00:03:44.360]  但你不要以為說時遲那時快
[00:03:44.360 --> 00:03:47.360]  日本預計在30年裏面
[00:03:47.360 --> 00:03:52.360]  有八成機會有9級地震
[00:03:52.360 --> 00:03:54.360]  但我們上兩個月
[00:03:54.360 --> 00:03:57.360]  忽然間在緬甸地區
[00:03:57.360 --> 00:03:59.360]  大家都會收到一個消息
[00:03:59.360 --> 00:04:01.360]  有7.9級的大地震
[00:04:01.360 --> 00:04:05.360]  所以你不要以為沒有預言的地區就很安全
[00:04:05.360 --> 00:04:08.360]  忽然間都會有大地震
[00:04:08.360 --> 00:04:13.360]  這次的地震有超過3000多4000人死亡
[00:04:13.360 --> 00:04:17.360]  亦有5000人以上受傷
[00:04:17.360 --> 00:04:20.360]  當然這個數字都是可統計的數字
[00:04:20.360 --> 00:04:23.360]  有些統計不到的根本無從稽考
[00:04:23.360 --> 00:04:29.360]  所以這些都是官方公佈的數字
[00:04:29.360 --> 00:04:33.360]  連去到800公里以外的曼谷市都受到影響
[00:04:33.360 --> 00:04:35.360]  所以大家都會記住游身
[00:04:35.360 --> 00:04:39.360]  看到酒店的水流出來
[00:04:39.360 --> 00:04:44.360]  有一棟剛剛建成的政府大廈
[00:04:44.360 --> 00:04:46.360]  直接倒塌下來
[00:04:46.360 --> 00:04:50.360]  好像是末日一樣
[00:04:50.360 --> 00:04:52.360]  所以有些人就說
[00:04:52.360 --> 00:04:55.360]  好像日本地震又來了
[00:04:55.360 --> 00:05:00.360]  好像忽然間發生7.9級的大地震
[00:05:00.360 --> 00:05:03.360]  會不會今年的地震
[00:05:03.360 --> 00:05:05.360]  真的叫做地震活躍期呢
[00:05:05.360 --> 00:05:08.360]  有些人都會這樣去問
[00:05:08.360 --> 00:05:15.360]  但是根據新加坡的地球觀測研究所
[00:05:15.360 --> 00:05:19.360]  首席研究員指出
[00:05:19.360 --> 00:05:23.360]  其實緬甸的地震是他們意料之外
[00:05:23.360 --> 00:05:27.360]  當然他們不是猜到它幾時幾日會發生
[00:05:27.360 --> 00:05:30.360]  但在這段時間會有這樣的地震
[00:05:30.360 --> 00:05:35.360]  其實他們都有向緬甸通報
[00:05:35.360 --> 00:05:38.360]  而踏入2025年
[00:05:38.360 --> 00:05:41.360]  全球其實已經發生了超過
[00:05:41.360 --> 00:05:45.360]  至少有17次6級以上的地震
[00:05:45.360 --> 00:05:48.360]  不過通常地震如果震在民居
[00:05:48.360 --> 00:05:50.360]  就很大件事
[00:05:50.360 --> 00:05:51.360]  就會變成頭條新聞
[00:05:51.360 --> 00:05:54.360]  但如果地震震在沙漠
[00:05:54.360 --> 00:05:56.360]  沒有人住的地方
[00:05:56.360 --> 00:05:58.360]  都不會有人報出來
[00:05:58.360 --> 00:05:59.360]  所以我們就不會說
[00:05:59.360 --> 00:06:03.360]  6級以上的地震都會變成頭條新聞
[00:06:03.360 --> 00:06:05.360]  所以整體來說
[00:06:05.360 --> 00:06:12.360]  全年全球本年以來地震活躍的總體情況
[00:06:12.360 --> 00:06:15.360]  其實比去年還要低
[00:06:15.360 --> 00:06:19.360]  所以現在這個估計不是很難說
[00:06:19.360 --> 00:06:23.360]  是地球處於地震活躍的階段
[00:06:23.360 --> 00:06:26.360]  所以如果你看科學數據
[00:06:26.360 --> 00:06:28.360]  好像不是那麼可怕
[00:06:28.360 --> 00:06:31.360]  所以這個也是不同的角度出發
[00:06:31.360 --> 00:06:33.360]  大英姐妹
[00:06:33.360 --> 00:06:36.360]  你有沒有想像過
[00:06:36.360 --> 00:06:39.360]  末日的情況會是怎樣發生的呢
[00:06:39.360 --> 00:06:42.360]  是地震?
[00:06:42.360 --> 00:06:44.360]  是火山爆發?
[00:06:44.360 --> 00:06:47.360]  是冰河時期?
[00:06:47.360 --> 00:06:48.360]  是病毒?
[00:06:48.360 --> 00:06:50.360]  剛剛COVID-19完結了
[00:06:50.360 --> 00:06:52.360]  大家都好像覺得會不會是病毒呢
[00:06:52.360 --> 00:06:54.360]  是核彈?
[00:06:54.360 --> 00:06:56.360]  現在世界局勢很緊張
[00:06:56.360 --> 00:07:01.360]  每個人都好像要撒冷一樣
[00:07:01.360 --> 00:07:03.360]  動不動就說我要用核彈
[00:07:03.360 --> 00:07:04.360]  很害怕
[00:07:04.360 --> 00:07:06.360]  會不會是太陽黑子呢
[00:07:06.360 --> 00:07:07.360]  有些科學家都會說
[00:07:07.360 --> 00:07:10.360]  太陽黑子都在影響地球的溫度
[00:07:10.360 --> 00:07:12.360]  或者那些變化
[00:07:12.360 --> 00:07:14.360]  會不會是外星人呢
[00:07:14.360 --> 00:07:15.360]  很多電視劇
[00:07:15.360 --> 00:07:17.360]  Marvel那些特別去強調
[00:07:17.360 --> 00:07:19.360]  外星人入侵怎麼辦呢
[00:07:19.360 --> 00:07:20.360]  會不會是隕石呢
[00:07:20.360 --> 00:07:23.360]  如果你上網這些網站來看的時候
[00:07:23.360 --> 00:07:26.360]  你都會看到一些科學家
[00:07:26.360 --> 00:07:28.360]  他有預計不知道多少年之後
[00:07:28.360 --> 00:07:29.360]  就會有一顆隕石
[00:07:29.360 --> 00:07:34.360]  不知道在地球的距離有多近
[00:07:34.360 --> 00:07:35.360]  來到他略過
[00:07:35.360 --> 00:07:37.360]  或者甚至有幾分之幾的機會
[00:07:37.360 --> 00:07:38.360]  又會撞向地球
[00:07:38.360 --> 00:07:41.360]  都有這些消息傳開來
[00:07:41.360 --> 00:07:42.360]  不是沒有的
[00:07:42.360 --> 00:07:46.360]  而最新令人最擔心的
[00:07:46.360 --> 00:07:48.360]  會影響人類或世界的
[00:07:48.360 --> 00:07:50.360]  就是什麼
[00:07:50.360 --> 00:07:52.360]  AI
[00:07:52.360 --> 00:07:56.360]  會不會AI令到人滅亡呢
[00:07:56.360 --> 00:07:58.360]  你都知道
[00:07:58.360 --> 00:08:00.360]  之前有一套戲叫做Terminator
[00:08:00.360 --> 00:08:03.360]  其實就是講這些情況
[00:08:03.360 --> 00:08:05.360]  這樣的問題
[00:08:05.360 --> 00:08:08.360]  其實都不只是一個科學會探討的問題
[00:08:08.360 --> 00:08:11.360]  雖然剛才講的都是一些科學的知識
[00:08:11.360 --> 00:08:13.360]  科學的一些推算等等
[00:08:13.360 --> 00:08:15.360]  但其實早在耶穌的時代
[00:08:15.360 --> 00:08:16.360]  早在聖經的時代
[00:08:16.360 --> 00:08:20.360]  已經有宗教的人士提出過這個問題
[00:08:20.360 --> 00:08:23.360]  所以這條問題除了和科學有關係之外
[00:08:23.360 --> 00:08:26.360]  其實和宗教和我們的信仰
[00:08:26.360 --> 00:08:27.360]  都非常有密切的關係
[00:08:27.360 --> 00:08:31.360]  所以今天我們都繼續來看一看這個課題
[00:08:31.360 --> 00:08:33.360]  今天講的經文就是六九福音十七章
[00:08:33.360 --> 00:08:36.360]  二十到三十七節
[00:08:36.360 --> 00:08:38.360]  我會分三段的經文來講
[00:08:38.360 --> 00:08:41.360]  第一段就是二十到二十一節
[00:08:41.360 --> 00:08:42.360]  那裡就講到
[00:08:42.360 --> 00:08:44.360]  法利卓人來問耶穌
[00:08:44.360 --> 00:08:47.360]  究竟神的國什麼時候來呢
[00:08:47.360 --> 00:08:50.360]  然後耶穌在那裡糾正
[00:08:50.360 --> 00:08:54.360]  他們對神的國一些觀念上的偏差
[00:08:54.360 --> 00:08:56.360]  然後就引申到
[00:08:56.360 --> 00:08:59.360]  究竟神的國再來的時候
[00:08:59.360 --> 00:09:01.360]  或者人子再來的時候
[00:09:01.360 --> 00:09:03.360]  究竟那個情況會是怎樣呢
[00:09:03.360 --> 00:09:05.360]  耶穌也很直接的去講
[00:09:05.360 --> 00:09:08.360]  就是第二十二到第二十五節
[00:09:08.360 --> 00:09:10.360]  不單止是耶穌回來的時候
[00:09:10.360 --> 00:09:12.360]  那個情況會是怎樣
[00:09:12.360 --> 00:09:13.360]  究竟耶穌回來的時候
[00:09:13.360 --> 00:09:16.360]  這個世界的狀況會是怎樣呢
[00:09:16.360 --> 00:09:19.360]  二十六到三十七節都會繼續的來講
[00:09:19.360 --> 00:09:22.360]  所以我們會更加來明白到
[00:09:22.360 --> 00:09:27.360]  究竟當聖經講到神的國要來臨的時候
[00:09:27.360 --> 00:09:29.360]  或者人子將要來臨的時候
[00:09:29.360 --> 00:09:32.360]  其實祂想我們知道什麼呢
[00:09:32.360 --> 00:09:34.360]  這個才是最重要的
[00:09:34.360 --> 00:09:36.360]  不是滿足我們的好奇心
[00:09:36.360 --> 00:09:39.360]  而是究竟神想我們知道什麼呢
[00:09:39.360 --> 00:09:41.360]  這個才是最重要
[00:09:41.360 --> 00:09:43.360]  所以我們一齊的來看一看
[00:09:43.360 --> 00:09:46.360]  今天這一段的經文
[00:09:46.360 --> 00:09:49.360]  首先也和大家一起讀一讀
[00:09:49.360 --> 00:09:51.360]  二十到二十一節
[00:09:51.360 --> 00:09:54.360]  看到powerpoint我們就一起讀
[00:09:54.360 --> 00:09:55.360]  一二三
[00:09:55.360 --> 00:09:57.360]  法利賽人問
[00:09:57.360 --> 00:10:00.360]  神的國幾時來到
[00:10:00.360 --> 00:10:01.360]  耶穌回答
[00:10:01.360 --> 00:10:05.360]  神的國來到不是眼睛看得見的
[00:10:05.360 --> 00:10:09.360]  人也不能說看在這裡或說在那裡
[00:10:09.360 --> 00:10:13.360]  因為神的國就在你們心裡
[00:10:13.360 --> 00:10:16.360]  或者是你們中間
[00:10:16.360 --> 00:10:21.360]  這個比較清楚的來解釋
[00:10:21.360 --> 00:10:25.360]  法利賽人時常來試探或挑戰耶穌
[00:10:25.360 --> 00:10:28.360]  我們也不是第一次看到這些情況
[00:10:28.360 --> 00:10:32.360]  不過他們這次提出了一條終極的問題
[00:10:32.360 --> 00:10:34.360]  就是神的國幾時來到呢
[00:10:34.360 --> 00:10:36.360]  這是一個終極的問題
[00:10:36.360 --> 00:10:38.360]  我們從法利賽人的提問裡
[00:10:38.360 --> 00:10:42.360]  就可以猜測到
[00:10:42.360 --> 00:10:46.360]  他對這個問題背後其實有兩個前設
[00:10:46.360 --> 00:10:48.360]  起碼有兩個前設
[00:10:48.360 --> 00:10:50.360]  他們對神的國的觀念
[00:10:50.360 --> 00:10:52.360]  第一就是神的國幾時來到
[00:10:52.360 --> 00:10:53.360]  也就是還沒到
[00:10:53.360 --> 00:10:55.360]  如果不是就不用問了
[00:10:55.360 --> 00:10:57.360]  在他們心中神的國還沒到
[00:10:57.360 --> 00:10:59.360]  所以這是第一個前設
[00:10:59.360 --> 00:11:00.360]  他問這個問題
[00:11:00.360 --> 00:11:02.360]  第二個前設就是
[00:11:02.360 --> 00:11:04.360]  在他們心中
[00:11:04.360 --> 00:11:09.360]  神的國會在某一個時間進入現在的空間
[00:11:09.360 --> 00:11:11.360]  好像你看到有個UFO
[00:11:11.360 --> 00:11:15.360]  或者看到有某些東西進入了我們的空間
[00:11:15.360 --> 00:11:17.360]  我們可以找到
[00:11:17.360 --> 00:11:19.360]  可以知道他的方位在哪裡
[00:11:19.360 --> 00:11:21.360]  可以知道他到了沒有
[00:11:21.360 --> 00:11:25.360]  可以知道他現在的狀態是怎麼樣的
[00:11:25.360 --> 00:11:27.360]  好像是另外的一件事
[00:11:27.360 --> 00:11:29.360]  這是他們的觀念
[00:11:29.360 --> 00:11:31.360]  耶穌的回應
[00:11:31.360 --> 00:11:36.360]  正正就是來糾正了法利賽人在這兩方面的前設
[00:11:36.360 --> 00:11:38.360]  首先耶穌指出
[00:11:38.360 --> 00:11:42.360]  神的國來到不是眼睛看得見的
[00:11:42.360 --> 00:11:45.360]  不是說他快到你看不到
[00:11:45.360 --> 00:11:47.360]  也不是說他會透明
[00:11:47.360 --> 00:11:49.360]  即是雷射測不到
[00:11:49.360 --> 00:11:50.360]  不是這樣的意思
[00:11:50.360 --> 00:11:52.360]  不是眼睛看得見的
[00:11:52.360 --> 00:11:53.360]  第一方面就是指到
[00:11:53.360 --> 00:11:55.360]  其實神的國來到不是你可以預測到
[00:11:55.360 --> 00:11:57.360]  不是用一些東西可以查到他
[00:11:57.360 --> 00:11:58.360]  什麼時候到
[00:11:58.360 --> 00:12:01.360]  如果你看天文台的消息
[00:12:01.360 --> 00:12:03.360]  你會發覺很準確
[00:12:03.360 --> 00:12:04.360]  天文台的消息
[00:12:04.360 --> 00:12:07.360]  未來多少個小時
[00:12:07.360 --> 00:12:11.360]  廣泛的地區又會受雷暴閃電
[00:12:11.360 --> 00:12:12.360]  你會發覺很準確
[00:12:12.360 --> 00:12:15.360]  好像預測到你看得到
[00:12:15.360 --> 00:12:18.360]  但是耶穌在這裡跟法利賽人說
[00:12:18.360 --> 00:12:20.360]  不是好像你這樣想
[00:12:20.360 --> 00:12:22.360]  好像有一件東西出來
[00:12:22.360 --> 00:12:24.360]  你可以看到
[00:12:24.360 --> 00:12:25.360]  另一方面也是指著
[00:12:25.360 --> 00:12:29.360]  神的國是不可以被定位的
[00:12:29.360 --> 00:12:30.360]  你不可以用電話看
[00:12:30.360 --> 00:12:32.360]  神的國就在這裡
[00:12:32.360 --> 00:12:33.360]  神的國就在那裡
[00:12:33.360 --> 00:12:35.360]  你是追蹤不到
[00:12:35.360 --> 00:12:36.360]  不是因為他快
[00:12:36.360 --> 00:12:37.360]  不是因為他不能被追蹤
[00:12:37.360 --> 00:12:41.360]  而是神的國的本質就不是這樣
[00:12:41.360 --> 00:12:43.360]  所以耶穌很直接的這樣說
[00:12:43.360 --> 00:12:46.360]  他說人也不能說看在這裡
[00:12:46.360 --> 00:12:48.360]  或說在那裡
[00:12:48.360 --> 00:12:51.360]  這個是要糾正法利賽人
[00:12:51.360 --> 00:12:55.360]  問這條問題背後的第一方面的前設
[00:12:55.360 --> 00:12:57.360]  第二方面就是
[00:12:57.360 --> 00:13:01.360]  其實法利賽人以為神的國還沒到
[00:13:01.360 --> 00:13:02.360]  所以他們就問這條問題
[00:13:02.360 --> 00:13:03.360]  但是耶穌在這裡說
[00:13:03.360 --> 00:13:07.360]  其實神的國已經顯現出來
[00:13:07.360 --> 00:13:09.360]  並且耶穌在這裡說
[00:13:09.360 --> 00:13:13.360]  並且顯現在你們的心裡面
[00:13:13.360 --> 00:13:15.360]  就是說你們是知道的
[00:13:15.360 --> 00:13:17.360]  你們是否承認是一樣東西
[00:13:17.360 --> 00:13:18.360]  但是你們是會知道
[00:13:18.360 --> 00:13:20.360]  你們會感覺到的
[00:13:20.360 --> 00:13:22.360]  所以神的國不是將來才顯現
[00:13:22.360 --> 00:13:25.360]  你還要等一段時間
[00:13:25.360 --> 00:13:26.360]  有個日期給你
[00:13:26.360 --> 00:13:27.360]  不是這樣
[00:13:27.360 --> 00:13:29.360]  不過當耶穌說
[00:13:29.360 --> 00:13:32.360]  神的國就在你們心裡面的時候
[00:13:32.360 --> 00:13:35.360]  耶穌在這裡不是說一些很神秘的經驗
[00:13:35.360 --> 00:13:37.360]  好像你要去冥想打坐
[00:13:37.360 --> 00:13:39.360]  才知道神的國在哪裡
[00:13:39.360 --> 00:13:41.360]  不是
[00:13:41.360 --> 00:13:46.360]  而在路加福音之前的經文裡
[00:13:46.360 --> 00:13:48.360]  當耶穌被人質疑
[00:13:48.360 --> 00:13:50.360]  他是靠鬼王趕鬼的時候
[00:13:50.360 --> 00:13:52.360]  其實耶穌已經指出過
[00:13:52.360 --> 00:13:53.360]  就是什麼呢
[00:13:53.360 --> 00:13:56.360]  他說我若靠上帝的能力趕鬼
[00:13:56.360 --> 00:14:01.360]  那麼上帝的國就已經臨到你們了
[00:14:01.360 --> 00:14:03.360]  這個其實是之前已經說了
[00:14:03.360 --> 00:14:06.360]  法利賽人都應該知道
[00:14:06.360 --> 00:14:08.360]  耶穌曾經有這樣說過的事情
[00:14:08.360 --> 00:14:10.360]  這樣的事情是什麼意思
[00:14:10.360 --> 00:14:12.360]  什麼叫神的國已經來到
[00:14:12.360 --> 00:14:13.360]  神的國已經來到
[00:14:13.360 --> 00:14:16.360]  在當時耶穌的意思就是說
[00:14:16.360 --> 00:14:21.360]  他所行的神蹟就是天國的彰顯
[00:14:21.360 --> 00:14:23.360]  而耶穌和他們一起的時候
[00:14:23.360 --> 00:14:25.360]  就是天國在他們的中間
[00:14:25.360 --> 00:14:30.360]  這個就是天國已經顯現的意思
[00:14:30.360 --> 00:14:34.360]  所以既然神的國已經顯現在他們中間
[00:14:34.360 --> 00:14:36.360]  可能我們就會問
[00:14:36.360 --> 00:14:40.360]  法利賽人為什麼又不繼續追問耶穌呢
[00:14:40.360 --> 00:14:45.360]  其實原因就是因為法利賽人不願意去接受耶穌
[00:14:45.360 --> 00:14:47.360]  所以他們就不斷去問
[00:14:47.360 --> 00:14:49.360]  究竟神的國什麼時候來
[00:14:49.360 --> 00:14:51.360]  其實他們是視而不見
[00:14:51.360 --> 00:14:53.360]  他們看到都當看不到
[00:14:53.360 --> 00:14:54.360]  或者他們不承認
[00:14:54.360 --> 00:14:57.360]  這個就是神的遺址
[00:14:57.360 --> 00:15:01.360]  在這裡讓我們知道在耶穌的心目中
[00:15:01.360 --> 00:15:04.360]  神的國不是指到外在一個實體
[00:15:04.360 --> 00:15:06.360]  不是我們看到什麼時候來到
[00:15:06.360 --> 00:15:10.360]  而是指著我們對耶穌的信心
[00:15:10.360 --> 00:15:14.360]  這個就是上帝的國在我們中間的意思
[00:15:14.360 --> 00:15:17.360]  如果我們能夠經歷到神的能力
[00:15:17.360 --> 00:15:22.360]  這個也是上帝的國顯現的意思
[00:15:22.360 --> 00:15:26.360]  今天當我們看到社會裡有很多動盪
[00:15:26.360 --> 00:15:29.360]  我們都控制不了的事情
[00:15:29.360 --> 00:15:32.360]  剛才領事的弟兄都說
[00:15:32.360 --> 00:15:35.360]  我們都很想耶穌早點回來就好了
[00:15:35.360 --> 00:15:39.360]  我相信大家都想耶穌早點回來就好了
[00:15:39.360 --> 00:15:40.360]  為什麼想耶穌早點回來呢
[00:15:40.360 --> 00:15:42.360]  如果耶穌早點回來
[00:15:42.360 --> 00:15:44.360]  這個世界就可以有真正的公義
[00:15:44.360 --> 00:15:46.360]  有真正的和平
[00:15:46.360 --> 00:15:47.360]  有耶穌作王
[00:15:47.360 --> 00:15:50.360]  這個世界就真的安安穩穩
[00:15:50.360 --> 00:15:53.360]  不過我們仍然要問
[00:15:53.360 --> 00:15:57.360]  如果你渴望耶穌再回來的時候
[00:15:57.360 --> 00:16:00.360]  你現在是不是已經願意讓耶穌基督
[00:16:00.360 --> 00:16:04.360]  完全掌管你的生活呢
[00:16:04.360 --> 00:16:07.360]  這個才是最重要的問題
[00:16:07.360 --> 00:16:10.360]  法利初人為什麼不承認上帝的國來到
[00:16:10.360 --> 00:16:12.360]  其實他只不過不承認耶穌作王
[00:16:12.360 --> 00:16:14.360]  不承認耶穌就是來坐坐而已
[00:16:14.360 --> 00:16:16.360]  所以今天當我們說想神的國
[00:16:16.360 --> 00:16:18.360]  想耶穌回來的時候
[00:16:18.360 --> 00:16:22.360]  不是只是想耶穌回來幫你搞定這個世界
[00:16:22.360 --> 00:16:23.360]  幫你令到這個世界有公義
[00:16:23.360 --> 00:16:26.360]  而這個公義是你想像出來的公義
[00:16:26.360 --> 00:16:27.360]  不是
[00:16:27.360 --> 00:16:29.360]  耶穌不是要滿足你的願望
[00:16:29.360 --> 00:16:31.360]  反過來你要問的
[00:16:31.360 --> 00:16:32.360]  如果你想耶穌早點回來
[00:16:32.360 --> 00:16:38.360]  你今天願不願意就按照著耶穌的心意來生活
[00:16:38.360 --> 00:16:41.360]  你今天願不願意信奉在耶穌的旨意裏面
[00:16:41.360 --> 00:16:43.360]  這個才是最重要的問題
[00:16:43.360 --> 00:16:44.360]  如果不是
[00:16:44.360 --> 00:16:45.360]  耶穌即使再回來的時候
[00:16:45.360 --> 00:16:48.360]  那個世界也未必如你所願的
[00:16:48.360 --> 00:16:51.360]  所想像的那個世界
[00:16:51.360 --> 00:16:54.360]  今天雖然我們已經信了耶穌
[00:16:54.360 --> 00:16:59.360]  但我們可能都會跌入了法利初人的試探裏面
[00:16:59.360 --> 00:17:02.360]  表面上我們希望耶穌早點回來
[00:17:02.360 --> 00:17:03.360]  實踐
[00:17:03.360 --> 00:17:06.360]  在我們實踐的裏面
[00:17:06.360 --> 00:17:11.360]  但我們仍然都抗拒耶穌在我們生活裏面作惑
[00:17:11.360 --> 00:17:12.360]  如果這樣的時候
[00:17:12.360 --> 00:17:15.360]  其實你和法利初人都是差不多
[00:17:15.360 --> 00:17:17.360]  嘴巴想天國來到
[00:17:17.360 --> 00:17:22.360]  但其實心裏卻是不願意來信奉耶穌
[00:17:22.360 --> 00:17:24.360]  如果你真的看望耶穌再來的時候
[00:17:24.360 --> 00:17:27.360]  今天你就要先立志
[00:17:27.360 --> 00:17:28.360]  努力
[00:17:28.360 --> 00:17:31.360]  即使你看來一個不公義
[00:17:31.360 --> 00:17:32.360]  一個混亂的環境
[00:17:32.360 --> 00:17:34.360]  一個混亂的社會裏面
[00:17:34.360 --> 00:17:38.360]  你繼續堅持去實踐耶穌的教導
[00:17:38.360 --> 00:17:41.360]  不只是坐在這裏等待耶穌回來
[00:17:41.360 --> 00:17:44.360]  因為耶穌回來
[00:17:44.360 --> 00:17:49.360]  很在乎你願不願意承認祂就是你的王
[00:17:49.360 --> 00:17:51.360]  而承認祂是你的王
[00:17:51.360 --> 00:17:52.360]  不是祂回來的時候承認
[00:17:52.360 --> 00:17:55.360]  而是今天在這個世界裏面
[00:17:55.360 --> 00:17:58.360]  即使沒有任何改變的時候
[00:17:58.360 --> 00:18:00.360]  究竟你願不願意
[00:18:00.360 --> 00:18:04.360]  讓耶穌在你心裏作惑呢
[00:18:04.360 --> 00:18:07.360]  所以即使這個世界還沒有任何改變
[00:18:07.360 --> 00:18:10.360]  其實對於我們每一個相信耶穌的人
[00:18:10.360 --> 00:18:12.360]  其實都是一個考驗
[00:18:12.360 --> 00:18:15.360]  就是你願不願意以耶穌作為你的王
[00:18:15.360 --> 00:18:17.360]  而不是等祂回來的時候
[00:18:17.360 --> 00:18:20.360]  祂才是你的王
[00:18:20.360 --> 00:18:21.360]  如果不是
[00:18:21.360 --> 00:18:23.360]  我們只不過好像法利初人一樣
[00:18:23.360 --> 00:18:25.360]  只是問耶穌何時回來
[00:18:25.360 --> 00:18:27.360]  心裏好像很想耶穌再回來
[00:18:27.360 --> 00:18:29.360]  但其實我們自己日常的生活裏面
[00:18:29.360 --> 00:18:34.360]  仍然在抗拒耶穌在我們生活裏面的位置
[00:18:34.360 --> 00:18:37.360]  這是第一方面的反省
[00:18:37.360 --> 00:18:41.360]  然後耶穌就提到
[00:18:41.360 --> 00:18:44.360]  有些日子他不在他們中間的時候
[00:18:44.360 --> 00:18:47.360]  門徒又需要留心留意的是甚麼呢
[00:18:47.360 --> 00:18:51.360]  我們繼續看第22至25節
[00:18:51.360 --> 00:18:54.360]  我們一起讀一讀這段經文
[00:18:54.360 --> 00:18:55.360]  1、2、3
[00:18:55.360 --> 00:18:57.360]  他又對門徒說
[00:18:57.360 --> 00:18:59.360]  那些日子將到
