
[00:00:00.000 --> 00:00:06.000]  七月份基本上每一個月的第一、第二周
[00:02:25.000 --> 00:02:29.000]  就說到抗野本來就是荒蕪之地
[00:02:29.000 --> 00:02:31.000]  大家有走過山都知道
[00:02:31.000 --> 00:02:33.000]  如果去到那些樹又沒有
[00:02:33.000 --> 00:02:35.000]  真的很想死
[00:02:35.000 --> 00:02:40.000]  如果你一個下午都很想死
[00:02:40.000 --> 00:02:42.000]  如果四十年
[00:02:42.000 --> 00:02:44.000]  真的死很多次都搞不定
[00:02:44.000 --> 00:02:46.000]  在抗野裡
[00:02:46.000 --> 00:02:50.000]  最重要是有賴以為生的水源和糧食
[00:02:50.000 --> 00:02:53.000]  但要找這些絕對不容易
[00:02:53.000 --> 00:02:54.000]  何況你想想
[00:02:54.000 --> 00:02:57.000]  二百多萬的以色列民
[00:02:57.000 --> 00:02:59.000]  說天天都要水和糧食
[00:02:59.000 --> 00:03:03.000]  面對著一個不能操控的環境
[00:03:03.000 --> 00:03:04.000]  抗野代表著什麼呢
[00:03:04.000 --> 00:03:06.000]  就是艱難和考驗
[00:03:06.000 --> 00:03:08.000]  希望能問聖經
[00:03:08.000 --> 00:03:10.000]  如果大家知道
[00:03:10.000 --> 00:03:12.000]  書卷開頭的名字
[00:03:12.000 --> 00:03:19.000]  書卷的頭幾個字就是書名
[00:03:19.000 --> 00:03:22.000]  文素的第一個字是什麼呢
[00:03:22.000 --> 00:03:23.000]  就是Daba
[00:03:23.000 --> 00:03:25.000]  Daba是什麼意思呢
[00:03:25.000 --> 00:03:26.000]  就是耶和華說
[00:03:26.000 --> 00:03:28.000]  耶和華說話
[00:03:28.000 --> 00:03:30.000]  上帝在抗野裡
[00:03:30.000 --> 00:03:33.000]  跟屬他的子民說話
[00:03:33.000 --> 00:03:35.000]  在座每一位的弟兄姊妹
[00:03:35.000 --> 00:03:37.000]  在我們人生裡
[00:03:37.000 --> 00:03:41.000]  少不免都會經歷高山低谷
[00:03:41.000 --> 00:03:44.000]  或者我們都會有體會
[00:03:44.000 --> 00:03:47.000]  人人都不能免疫
[00:03:47.000 --> 00:03:50.000]  需要面對著自己的抗野
[00:03:50.000 --> 00:03:54.000]  只不過對於屬神子民的我們來說
[00:03:54.000 --> 00:03:56.000]  抗野同時代表著
[00:03:56.000 --> 00:04:00.000]  上帝在逆境裡對我們說話
[00:04:00.000 --> 00:04:04.000]  他親自引導我們繼續向前行
[00:04:04.000 --> 00:04:06.000]  而且是走得下去
[00:04:06.000 --> 00:04:08.000]  能夠走出抗野
[00:04:08.000 --> 00:04:11.000]  上帝使用抗野
[00:04:11.000 --> 00:04:13.000]  就好像一個精英訓練場
[00:04:13.000 --> 00:04:15.000]  去熬煉神的子民
[00:04:15.000 --> 00:04:18.000]  塑造我們是一群怎樣的子民呢
[00:04:18.000 --> 00:04:22.000]  就是能夠專心依靠他的子民
[00:04:22.000 --> 00:04:26.000]  今天聽到這首詩
[00:04:26.000 --> 00:04:31.000]  我很想大家一起去讀文素記三章一到十六節
[00:04:31.000 --> 00:04:34.000]  我今天唱詩歌的時候
[00:04:34.000 --> 00:04:36.000]  聽到弟兄很雄壯的聲音
[00:04:36.000 --> 00:04:41.000]  首先邀請弟兄讀出第一至四節
[00:04:41.000 --> 00:04:44.000]  左上角有個標示給大家
[00:04:44.000 --> 00:04:47.000]  姐妹讀五至十三節
[00:04:47.000 --> 00:04:53.000]  最後我們全部人一起讀出十四至十六節
[00:04:53.000 --> 00:04:54.000]  OK嗎?
[00:04:54.000 --> 00:04:55.000]  嗯,OK,好
[00:04:55.000 --> 00:04:56.000]  來吧,弟兄
[00:04:56.000 --> 00:04:58.000]  (弟兄讀)
[00:04:58.000 --> 00:05:00.000]  (弟兄讀)
[00:05:00.000 --> 00:05:02.000]  (弟兄讀)
[00:05:02.000 --> 00:05:04.000]  (弟兄讀)
[00:05:05.000 --> 00:05:07.000]  (弟兄讀)
[00:05:08.000 --> 00:05:10.000]  (弟兄讀)
[00:05:10.000 --> 00:05:12.000]  (弟兄讀)
[00:05:12.000 --> 00:05:40.000]  (弟兄讀)
[00:05:40.000 --> 00:05:42.000]  姐妹
[00:05:42.000 --> 00:05:51.000]  (廣東話)
[00:05:51.000 --> 00:05:56.000]  (廣東話)
[00:05:56.000 --> 00:06:01.000]  (廣東話)
[00:06:01.000 --> 00:06:08.000]  教授會獲得製力器具,為以色列人執行任務,辦理任務的事。
[00:06:08.000 --> 00:06:17.000]  你要拉攏你的人,吸下羅伐克基義士,他們是從以色列人中選出來的,完全不害的。
[00:06:17.000 --> 00:06:26.000]  你要敬拜羅伐克基義士,享受製使的福分,向前華的愛人獻給儒神。
[00:06:26.000 --> 00:06:33.000]  你給我分寶可生存,我拿我從以色列人中選了你的美人,
[00:06:33.000 --> 00:06:39.000]  我會在以色列人中所有行開的循環,你美人要歸我。
[00:06:39.000 --> 00:06:46.000]  今天我向求生的使徒們,我再求你們擊殺所有求生的猛人,
[00:06:46.000 --> 00:06:54.000]  就在以色列中所有求生的,無論是人或生存,都要跟著我,
[00:06:54.000 --> 00:06:56.000]  我會在以色列中所有求生的,無論是人或生存,都要跟著我,
[00:06:56.000 --> 00:06:58.000]  我指耶和華,一起了。
[00:06:58.000 --> 00:07:07.000]  耶和華在西內的曠野,吩咐摩西說,你要照父家宗族計算利美人,
[00:07:07.000 --> 00:07:11.000]  凡一個月以上的男子都要數點。
[00:07:11.000 --> 00:07:18.000]  於是摩西遵照耶和華的吩咐,按所指示的數點他們。
[00:07:18.000 --> 00:07:20.000]  好,我們同心禱告吧。
[00:07:20.000 --> 00:07:25.000]  親愛的天父,今天早上,我們如常聚集在你的面前,
[00:07:25.000 --> 00:07:30.000]  求真正的聖靈引導我們,賜給我們有柔軟受教的心,
[00:07:30.000 --> 00:07:36.000]  聽到你的說話,我們就樂意進行,奉主耶穌基督得勝的明智祈求。
[00:07:36.000 --> 00:07:38.000]  阿門。
[00:07:38.000 --> 00:07:44.000]  鄧小姐,想問問大家,有沒有試過一些你很喜歡的服務?
[00:07:44.000 --> 00:07:46.000]  有沒有人試過?
[00:07:46.000 --> 00:07:52.000]  哦,真是小貓幾隻,真可憐,難怪香港這樣。
[00:07:52.000 --> 00:07:58.000]  那些喜歡的服務,如果再問問你在什麼地方會發生呢?
[00:07:58.000 --> 00:08:05.000]  在香港多一點吧,你覺得香港比其他地方多嗎?
[00:08:05.000 --> 00:08:07.000]  是沒有的。
[00:08:07.000 --> 00:08:14.000]  反過來,你很喜歡的服務,在內地或其他地方出現比較多的,
[00:08:14.000 --> 00:08:19.000]  你舉手吧,你經驗過的,都多了一點點,
[00:08:19.000 --> 00:08:22.000]  其他那些是沒有接受服務,所以你就不知道。
[00:08:22.000 --> 00:08:27.000]  近幾年很多人都會北上消費,是嗎?
[00:08:27.000 --> 00:08:32.000]  你自己未必去,但可能你身邊總有人會去北上消費。
[00:08:32.000 --> 00:08:37.000]  其中一個原因,很多人都說,性價比高,是嗎?
[00:08:37.000 --> 00:08:46.000]  無論是植牙,配眼鏡,做Facial,打邊爐,火鍋,燒烤,
[00:08:46.000 --> 00:08:52.000]  可能都是香港的一半,甚至三分一價錢就已經享受得到。
[00:08:52.000 --> 00:08:59.000]  價錢固然是一個考慮,不過更重要可能是服務。
[00:08:59.000 --> 00:09:05.000]  如果你給了相約的價錢,都期望得到好質素的服務,
[00:09:05.000 --> 00:09:08.000]  這個都是很正常,很合理的期望。
[00:09:08.000 --> 00:09:17.000]  剛才見大家零隻手在香港,於是政府近期又推出了一個好客之道,
[00:09:17.000 --> 00:09:22.000]  希望提升服務質素。大家有沒有看過這條宣傳片?
[00:09:22.000 --> 00:09:28.000]  有些人有,有些人說沒有,因為都沒有看電視,所以少看。
[00:09:28.000 --> 00:09:37.000]  這裡提到口號,口號是做到一步就是好客之道。
[00:09:37.000 --> 00:09:43.000]  譬如這樣說,如果你是做售貨員,見到客人買鞋,
[00:09:43.000 --> 00:09:53.000]  你知道這個牌子的鞋,新款式,偏窄,於是多拿一對大半號的,
[00:09:53.000 --> 00:09:58.000]  給客人選擇,他未出聲,你就已經拿定了。
[00:09:58.000 --> 00:10:03.000]  做客人見到這麼貼心的服務,當然是很喜歡。
[00:10:03.000 --> 00:10:08.000]  不過其實是說,能夠做多一步的背後,
[00:10:08.000 --> 00:10:15.000]  正正反映這個售貨員對自己的職業是很尊重和很認真。
[00:10:15.000 --> 00:10:20.000]  弟兄姊妹,你猜上帝最like的人會是怎樣呢?
[00:10:20.000 --> 00:10:25.000]  今天早上透過文素記的第三章,我們來看看,
[00:10:25.000 --> 00:10:29.000]  怎樣能夠成為上帝最like的人。
[00:10:29.000 --> 00:10:37.000]  第一點很想和大家分享,就是怎樣能夠成為上帝最like的人呢?
[00:10:37.000 --> 00:10:41.000]  就是為上帝的名作見證。
[00:10:41.000 --> 00:10:50.000]  《生命記》七章六至七節,耶和華從地上萬民揀選了以色列民,
[00:10:50.000 --> 00:10:55.000]  讓他們能夠成為屬臣子民這個尊貴的身份,
[00:10:55.000 --> 00:11:05.000]  並不是因為以色列民比其他民族的人數多或優勝。
[00:11:05.000 --> 00:11:12.000]  《聖經》很清楚地說,神揀選以色列民是因為耶和華專愛以色列民,
[00:11:12.000 --> 00:11:17.000]  是那份愛,因為作為臣子民的尊貴身份,
[00:11:17.000 --> 00:11:22.000]  我們需要為他的名作見證。
[00:11:22.000 --> 00:11:27.000]  今天我們每一個透過耶穌基督的救恩,
[00:11:27.000 --> 00:11:32.000]  能夠在神面前去稱義,成為屬臣子民。
[00:11:32.000 --> 00:11:37.000]  弟兄姊妹,我們今天都要問一問自己,
[00:11:37.000 --> 00:11:42.000]  我們因為耶穌基督的緣故,歸入上帝的名下,
[00:11:42.000 --> 00:11:47.000]  我們有一個全新的身份,就是天國子民的身份,
[00:11:47.000 --> 00:11:50.000]  一個屬於上帝的群體。
[00:11:50.000 --> 00:11:55.000]  或者上帝給予你和我一個很不同的崗位,
[00:11:55.000 --> 00:12:01.000]  有些人是專業人士,有些人是全職的家庭主婦,
[00:12:01.000 --> 00:12:04.000]  又或者他剛剛是一個退休人士,
[00:12:04.000 --> 00:12:08.000]  又或者有些人在人生階段是比較初淺的,
[00:12:08.000 --> 00:12:13.000]  剛剛做人爸爸媽媽,又或者我們是別人的兒女,
[00:12:13.000 --> 00:12:16.000]  有些人在公司裡身居要職,
[00:12:16.000 --> 00:12:20.000]  又或者有些人在公司裡只不過是一個小員工。
[00:12:20.000 --> 00:12:23.000]  無論我們身處在哪個崗位,
[00:12:23.000 --> 00:12:29.000]  上帝同樣給予我們同樣一份寶貴的身份,
[00:12:29.000 --> 00:12:31.000]  就是天國子民,
[00:12:31.000 --> 00:12:36.000]  以至我們每一個人都是有資格去見證上帝。
[00:12:36.000 --> 00:12:40.000]  我們既然是屬臣子民,就有一個使命,
[00:12:40.000 --> 00:12:43.000]  成為炎,成為光,
[00:12:43.000 --> 00:12:47.000]  使上帝的名在未信的人中間被高舉,
[00:12:47.000 --> 00:12:51.000]  這個使命是沒有一個人能夠代替我們。
[00:12:51.000 --> 00:12:54.000]  我曾經聽見一個很特別的見證,
[00:12:54.000 --> 00:12:56.000]  是關於明叔的,
[00:12:56.000 --> 00:12:59.000]  明叔是一個小學畢業,
[00:12:59.000 --> 00:13:02.000]  開的士,開了二十多年的專業司機,
[00:13:02.000 --> 00:13:06.000]  雖然他自小就在教會裡信耶穌長大,
[00:13:06.000 --> 00:13:08.000]  不過由於他學識不多,
[00:13:08.000 --> 00:13:11.000]  加上這個人又怕怕醜醜,
[00:13:11.000 --> 00:13:15.000]  所以他那間接近一千人的大教會裡,
[00:13:15.000 --> 00:13:17.000]  一點都不起眼,
[00:13:17.000 --> 00:13:19.000]  由於他工作的需要,
[00:13:19.000 --> 00:13:23.000]  他不能夠每一次的主日崇拜都能回來,
[00:13:23.000 --> 00:13:27.000]  有些時候只能回星期六早上的崇拜,
[00:13:27.000 --> 00:13:29.000]  或者晚上的崇拜,
[00:13:29.000 --> 00:13:32.000]  所以沒有什麼人去見過他,
[00:13:32.000 --> 00:13:34.000]  不是到處都能見到他。
[00:13:34.000 --> 00:13:37.000]  很多時候因為這個緣故去上班,
[00:13:37.000 --> 00:13:42.000]  他不能夠參加一些有崗位的侍奉,
[00:13:42.000 --> 00:13:46.000]  即使他好像沒有什麼機會去見證上帝,
[00:13:46.000 --> 00:13:50.000]  但是明叔沒有因為這樣就放棄,
[00:13:50.000 --> 00:13:52.000]  明叔經常都會說,
[00:13:52.000 --> 00:13:55.000]  我讀書不多,除了會開的士,
[00:13:55.000 --> 00:13:57.000]  真的沒有什麼會的了,
[00:13:57.000 --> 00:14:00.000]  不過我很希望坐我的的士的人,
[00:14:00.000 --> 00:14:03.000]  多多少少都感受到神的愛,
[00:14:03.000 --> 00:14:07.000]  連明叔自己都不記得什麼時候開始有一個習慣,
[00:14:07.000 --> 00:14:09.000]  他每次下班之後,
[00:14:09.000 --> 00:14:13.000]  就很用心用一個多瓶去洗他的的士,
[00:14:13.000 --> 00:14:15.000]  無論是裡頭的座位,
[00:14:15.000 --> 00:14:17.000]  抹乾淨了,消毒,
[00:14:17.000 --> 00:14:19.000]  或者外面,
[00:14:19.000 --> 00:14:22.000]  甚至車胎的邊,
[00:14:22.000 --> 00:14:24.000]  他都抹得很乾淨,
[00:14:24.000 --> 00:14:26.000]  他希望客人來到,
[00:14:26.000 --> 00:14:29.000]  感受到他的專業和熱誠,
[00:14:29.000 --> 00:14:32.000]  他又會在他的的士放一些福音彈匠,
[00:14:32.000 --> 00:14:35.000]  印了教會的地址,
[00:14:35.000 --> 00:14:38.000]  有時候他看一下狀況,
[00:14:38.000 --> 00:14:40.000]  如果客人都OK,
[00:14:40.000 --> 00:14:42.000]  他就會很小聲,
[00:14:42.000 --> 00:14:44.000]  很小聲地拿詩歌,
[00:14:44.000 --> 00:14:46.000]  沒事,再拿大聲一點,
[00:14:46.000 --> 00:14:48.000]  再拿大聲一點,OK,
[00:14:48.000 --> 00:14:51.000]  一直有些長途客就會播放詩歌,
[00:14:51.000 --> 00:14:52.000]  他就說,
[00:14:52.000 --> 00:14:55.000]  我都不知道怎樣去傳福音,
[00:14:55.000 --> 00:14:57.000]  不過試試吧,
[00:14:57.000 --> 00:15:01.000]  有一次他就去到機場,
[00:15:01.000 --> 00:15:04.000]  去接一個客人去尖沙咀,
[00:15:04.000 --> 00:15:07.000]  這個客人一上車就非常匆忙,
[00:15:07.000 --> 00:15:09.000]  拿著一大堆文件,
[00:15:09.000 --> 00:15:10.000]  一邊講電話,
[00:15:10.000 --> 00:15:12.000]  可能是因為趕著開會,
[00:15:12.000 --> 00:15:14.000]  去到尖沙咀,
[00:15:14.000 --> 00:15:16.000]  這個客人一知不知就飆走了,
[00:15:16.000 --> 00:15:20.000]  由於這個客人是他那天最後一個客人,
[00:15:20.000 --> 00:15:23.000]  那明叔就如常去洗車,
[00:15:23.000 --> 00:15:27.000]  忽然間他見到客人座位那裡,
[00:15:27.000 --> 00:15:31.000]  那個沙發放了一個公文袋在那裡,
[00:15:31.000 --> 00:15:33.000]  即是掉在邊上,
[00:15:33.000 --> 00:15:36.000]  他就打開看,
[00:15:36.000 --> 00:15:38.000]  嘩,不打開,
[00:15:38.000 --> 00:15:40.000]  他一打開裡面,
[00:15:40.000 --> 00:15:41.000]  很多金牛,
[00:15:41.000 --> 00:15:42.000]  一千元紙幣,
[00:15:42.000 --> 00:15:44.000]  是這麼大一疊的,
[00:15:44.000 --> 00:15:45.000]  嘩,他就說,
[00:15:45.000 --> 00:15:47.000]  我這麼大個兒子都沒見過這麼多銀紙,
[00:15:47.000 --> 00:15:48.000]  真是很厲害,
[00:15:48.000 --> 00:15:49.000]  以為拍戲,
[00:15:49.000 --> 00:15:51.000]  但那些是真銀紙,
[00:15:51.000 --> 00:15:54.000]  他估計起碼沒有十萬,
[00:15:54.000 --> 00:15:57.000]  沒有十萬也有幾萬,
[00:15:57.000 --> 00:15:58.000]  那一刻,
[00:15:58.000 --> 00:16:00.000]  明叔第一刻就,
[00:16:00.000 --> 00:16:02.000]  嗯,好,
[00:16:02.000 --> 00:16:04.000]  送他去警局,
[00:16:04.000 --> 00:16:05.000]  他就這樣,
[00:16:05.000 --> 00:16:07.000]  過了一個多月之後,
[00:16:07.000 --> 00:16:10.000]  明叔又繼續如常生活,
[00:16:10.000 --> 00:16:14.000]  有一次他有機會不用上班那天,
[00:16:14.000 --> 00:16:17.000]  他就去到主人崇拜裡,
[00:16:17.000 --> 00:16:19.000]  唱詩歌,
[00:16:19.000 --> 00:16:20.000]  聽信息,
[00:16:20.000 --> 00:16:22.000]  最後也像我們一樣,
[00:16:22.000 --> 00:16:23.000]  有家事報告,
[00:16:23.000 --> 00:16:26.000]  這次家事報告很特別,
[00:16:26.000 --> 00:16:30.000]  主任牧師說完家事分享之後,
[00:16:30.000 --> 00:16:31.000]  就說,
[00:16:31.000 --> 00:16:35.000]  我現在要讀一封信給大家聽,
[00:16:35.000 --> 00:16:37.000]  這封信裡,
[00:16:37.000 --> 00:16:40.000]  就是讓上帝的名得著榮耀,
[00:16:40.000 --> 00:16:43.000]  原來這封是一封感謝信,
[00:16:43.000 --> 00:16:46.000]  就是那個漏了幾萬元,
[00:16:46.000 --> 00:16:48.000]  在的士裡的乘客,
[00:16:48.000 --> 00:16:50.000]  專誠寫給教會,
[00:16:50.000 --> 00:16:54.000]  為了要多謝這位路不拾遺的司機,
[00:16:54.000 --> 00:16:55.000]  這封信提到,
[00:16:55.000 --> 00:16:56.000]  他說,
[00:16:56.000 --> 00:16:59.000]  真的不能相信在現在這個世代,
[00:16:59.000 --> 00:17:03.000]  竟然能夠賺回我這筆錢,
[00:17:03.000 --> 00:17:05.000]  他說當時這個客人就說,
[00:17:05.000 --> 00:17:06.000]  我抱著一個,
[00:17:06.000 --> 00:17:09.000]  都儘管去警局報失,
[00:17:09.000 --> 00:17:11.000]  但警察竟然說,
[00:17:11.000 --> 00:17:13.000]  已經有司機去報案室,
[00:17:13.000 --> 00:17:15.000]  放下了一包錢,
[00:17:15.000 --> 00:17:17.000]  由於那個公民袋有他的,
[00:17:17.000 --> 00:17:20.000]  公司名,
[00:17:20.000 --> 00:17:22.000]  很快就處理了,
[00:17:22.000 --> 00:17:24.000]  他說當時我實在太感激,
[00:17:24.000 --> 00:17:28.000]  世界上竟然還有好心的老實人,
[00:17:28.000 --> 00:17:31.000]  這筆錢對我的公司是很重要,
[00:17:31.000 --> 00:17:32.000]  如果沒有了它,
[00:17:32.000 --> 00:17:34.000]  真的不知道怎麼辦,
[00:17:34.000 --> 00:17:36.000]  那天在的士裡,
[00:17:36.000 --> 00:17:38.000]  因為我母子抄下電話,
[00:17:38.000 --> 00:17:40.000]  就隨手拿了一張福音單張,
[00:17:40.000 --> 00:17:42.000]  所以我就有機會,
[00:17:42.000 --> 00:17:46.000]  知道這個的士司機的事情,
[00:17:46.000 --> 00:17:48.000]  雖然我不知道他是誰,
[00:17:48.000 --> 00:17:50.000]  但我真的很感激他,
[00:17:50.000 --> 00:17:53.000]  我就嘗試寫信給這間教會,
[00:17:53.000 --> 00:17:58.000]  起碼他也有機會聯絡到這個人,
[00:17:58.000 --> 00:18:00.000]  這個客人說,
[00:18:00.000 --> 00:18:02.000]  以前都聽見信耶穌的人,
[00:18:02.000 --> 00:18:04.000]  真的好一點,
[00:18:04.000 --> 00:18:06.000]  想不到這次真的讓我遇到,
[00:18:06.000 --> 00:18:08.000]  你們信的那個上帝真的很厲害,
[00:18:08.000 --> 00:18:10.000]  謝謝,
[00:18:10.000 --> 00:18:12.000]  弟兄姊妹,
[00:18:12.000 --> 00:18:13.000]  我不知道你們有沒有想過,
[00:18:13.000 --> 00:18:15.000]  在你們的生活裡,
[00:18:15.000 --> 00:18:19.000]  我們有很多機會去榮耀上帝,
[00:18:19.000 --> 00:18:24.000]  問題在於我們有沒有一個願作的心,
[00:18:24.000 --> 00:18:28.000]  我曾經聽過一位微信的朋友,
[00:18:28.000 --> 00:18:30.000]  跟他聊天,
[00:18:30.000 --> 00:18:36.000]  問他公司裡有沒有基督徒同事,
[00:18:36.000 --> 00:18:39.000]  想著有就有好印象,
[00:18:39.000 --> 00:18:40.000]  他說,
[00:18:40.000 --> 00:18:41.000]  不要看了,
[00:18:41.000 --> 00:18:43.000]  基督徒?
[00:18:43.000 --> 00:18:44.000]  每個星期七天,
[00:18:44.000 --> 00:18:46.000]  我猜他最像基督徒在哪裏,
[00:18:46.000 --> 00:18:47.000]  就是星期一,
[00:18:47.000 --> 00:18:49.000]  其餘一星期一至星期六,
[00:18:49.000 --> 00:18:50.000]  我看見他的時候,
[00:18:50.000 --> 00:18:54.000]  我從來都不覺得我們這裡有基督徒存在,
[00:18:54.000 --> 00:18:56.000]  弟兄姊妹,
[00:18:56.000 --> 00:19:01.000]  我不知道大家是不是有想過,
[00:19:01.000 --> 00:19:05.000]  其實就算我們不發聲的時候,
[00:19:05.000 --> 00:19:08.000]  其實我們都是在做一個見證,
[00:19:08.000 --> 00:19:11.000]  這個見證究竟是一個好的見證,
[00:19:11.000 --> 00:19:13.000]  還是要將上帝的名高舉,
[00:19:13.000 --> 00:19:17.000]  還是做一個壞的見證,
[00:19:17.000 --> 00:19:20.000]  我們作為屬上帝的子民,
[00:19:20.000 --> 00:19:24.000]  我們想不想除了星期日之外,
[00:19:24.000 --> 00:19:27.000]  在星期一至星期六的生活裏,
[00:19:27.000 --> 00:19:30.000]  為上帝的名去作見證呢?
[00:19:30.000 --> 00:19:33.000]  以聖列文為上帝的名去作見證,
[00:19:33.000 --> 00:19:35.000]  是怎樣開始呢?
[00:19:35.000 --> 00:19:40.000]  文述記第一至四章告訴我們,
[00:19:40.000 --> 00:19:43.000]  是由聽耶和華吩咐開始的,
[00:19:43.000 --> 00:19:47.000]  弟兄姊妹,若果我們留心經文,
[00:19:47.000 --> 00:19:53.000]  我們會發現文述記不斷重複一個非常重要的吩咐,
[00:19:53.000 --> 00:19:55.000]  在第一至四章,
[00:19:55.000 --> 00:19:57.000]  有沒有留意?
[00:19:57.000 --> 00:20:00.000]  一至四章,兩個字,
[00:20:00.000 --> 00:20:02.000]  是兩個字,
[00:20:02.000 --> 00:20:06.000]  是數點,
[00:20:06.000 --> 00:20:10.000]  數點,特別在一至三章裏,
[00:20:10.000 --> 00:20:12.000]  數點這個字,
[00:20:12.000 --> 00:20:15.000]  這個字出現了二十次之多,
[00:20:15.000 --> 00:20:18.000]  耶和華吩咐數點的對象,
[00:20:18.000 --> 00:20:20.000]  主要分為兩類,
[00:20:20.000 --> 00:20:23.000]  第一類的數點對象,
[00:20:23.000 --> 00:20:26.000]  就是記載在第一、二章,
[00:20:26.000 --> 00:20:31.000]  傳回中能夠打仗的數目,
[00:20:31.000 --> 00:20:33.000]  除了利未之派以外,
[00:20:33.000 --> 00:20:37.000]  耶和華吩咐二十歲以上能夠打仗的男丁,
[00:20:37.000 --> 00:20:40.000]  進行一個數點,
[00:20:40.000 --> 00:20:42.000]  數點之後得出的結果,
[00:20:42.000 --> 00:20:49.000]  有六十萬三千五百五十人,
[00:20:49.000 --> 00:20:52.000]  第二類的數點對象,
[00:20:52.000 --> 00:20:57.000]  就是記載在今天我們看的文述記第三章裏,
[00:20:57.000 --> 00:20:59.000]  要數點的對象,
[00:20:59.000 --> 00:21:03.000]  就是一個月以上的利未人男丁,
[00:21:03.000 --> 00:21:06.000]  進行數點的結果,
[00:21:06.000 --> 00:21:09.000]  就是二萬二千人,
[00:21:09.000 --> 00:21:12.000]  其實你可以想想作為,
[00:21:12.000 --> 00:21:17.000]  要計劃和外敵打仗的角度去考量,
[00:21:17.000 --> 00:21:19.000]  第一次數點的,
[00:21:19.000 --> 00:21:23.000]  以色列人傳回中能夠打仗有多少人?
[00:21:23.000 --> 00:21:25.000]  六十多萬,
[00:21:25.000 --> 00:21:27.000]  數點一下都很合理,
[00:21:27.000 --> 00:21:30.000]  只不過第二次數點,
[00:21:30.000 --> 00:21:33.000]  對利未人一個月以上,
[00:21:33.000 --> 00:21:37.000]  即一個月BB或以上的男丁數點,
[00:21:37.000 --> 00:21:40.000]  數出來有二萬二千個利未人,
[00:21:40.000 --> 00:21:42.000]  從表面看來,
[00:21:42.000 --> 00:21:45.000]  對打仗似乎沒有什麼幫助,
[00:21:45.000 --> 00:21:48.000]  因為第二次數點,
[00:21:48.000 --> 00:21:53.000]  是耶和華吩咐利未人,
[00:21:53.000 --> 00:21:58.000]  代替全以色列回中守生的男丁,
[00:21:58.000 --> 00:22:01.000]  這個吩咐,
