
[00:00:00.000 --> 00:00:03.400]  我們領受訊息之前一起禱告吧
[00:01:34.400 --> 00:01:36.400]  應該有聽過吧
[00:01:36.400 --> 00:01:38.400]  就是香港年金
[00:01:38.400 --> 00:01:40.400]  如果你能夠盡買
[00:01:40.400 --> 00:01:42.400]  可能幾百萬的年金
[00:01:42.400 --> 00:01:44.400]  每年可能有幾千到過萬元
[00:01:44.400 --> 00:01:46.400]  每月的被動收入
[00:01:46.400 --> 00:01:48.400]  可以中老
[00:01:48.400 --> 00:01:50.400]  計劃是中老
[00:01:50.400 --> 00:01:51.400]  因為如果你有很長的命
[00:01:51.400 --> 00:01:52.400]  如果通脹又很高的話
[00:01:52.400 --> 00:01:53.400]  可能不夠的
[00:01:53.400 --> 00:01:55.400]  所以要多做一層的保障
[00:01:55.400 --> 00:01:57.400]  按揭
[00:01:57.400 --> 00:01:59.400]  你住的房子供滿了
[00:01:59.400 --> 00:02:01.400]  有50年樓下
[00:02:01.400 --> 00:02:03.400]  然後你按揭之下
[00:02:03.400 --> 00:02:05.400]  800萬樓下的房子又可以多一層保障
[00:02:05.400 --> 00:02:07.400]  每年或每個月
[00:02:07.400 --> 00:02:09.400]  每個月多一萬元也說不定
[00:02:09.400 --> 00:02:11.400]  或兩萬元也說不定
[00:02:11.400 --> 00:02:13.400]  再加上你的壽險的保單
[00:02:13.400 --> 00:02:15.400]  按揭的話
[00:02:15.400 --> 00:02:17.400]  你又可能多一萬兩萬
[00:02:17.400 --> 00:02:19.400]  每個月被動收入
[00:02:19.400 --> 00:02:21.400]  有三萬四萬
[00:02:21.400 --> 00:02:23.400]  我百年歸老也安心了
[00:02:23.400 --> 00:02:25.400]  這些都是政府鼓勵的
[00:02:25.400 --> 00:02:27.400]  好不好
[00:02:27.400 --> 00:02:29.400]  好不好
[00:02:29.400 --> 00:02:31.400]  其實是好的
[00:02:31.400 --> 00:02:33.400]  我的意思是
[00:02:33.400 --> 00:02:35.400]  如果你有錢又不懂投資
[00:02:35.400 --> 00:02:37.400]  有些財務人士也鼓勵你盡做
[00:02:37.400 --> 00:02:39.400]  如果你不懂投資的話
[00:02:39.400 --> 00:02:41.400]  你也只是想安心
[00:02:41.400 --> 00:02:43.400]  安享晚年
[00:02:43.400 --> 00:02:45.400]  如果夠的話
[00:02:45.400 --> 00:02:47.400]  當然你要問自己
[00:02:47.400 --> 00:02:49.400]  如果你又不懂投資的話
[00:02:49.400 --> 00:02:51.400]  我的退休三寶
[00:02:51.400 --> 00:02:53.400]  你晚年
[00:02:53.400 --> 00:02:55.400]  如果又不是很大用
[00:02:55.400 --> 00:02:57.400]  又夠生活的話
[00:02:57.400 --> 00:02:59.400]  三四萬元每個月被動收入
[00:02:59.400 --> 00:03:03.400]  或者甚至四萬五萬
[00:03:03.400 --> 00:03:05.400]  每個月被動收入
[00:03:05.400 --> 00:03:09.400]  如果你心裏面
[00:03:09.400 --> 00:03:11.400]  跟自己在這裏回答
[00:03:11.400 --> 00:03:13.400]  不用回答給我聽
[00:03:13.400 --> 00:03:15.400]  不用舉手
[00:03:15.400 --> 00:03:17.400]  有多少人在心裏面
[00:03:17.400 --> 00:03:19.400]  百年歸老
[00:03:19.400 --> 00:03:21.400]  我又不大用
[00:03:21.400 --> 00:03:23.400]  應該都夠生活了
[00:03:23.400 --> 00:03:25.400]  我都安心了
[00:03:25.400 --> 00:03:27.400]  自己心裏面想想
[00:03:27.400 --> 00:03:29.400]  有沒有做了這個規劃
[00:03:29.400 --> 00:03:31.400]  不是的
[00:03:31.400 --> 00:03:33.400]  我是專業人士
[00:03:33.400 --> 00:03:35.400]  這些租金是不划算的
[00:03:35.400 --> 00:03:37.400]  剛才有人轉頭
[00:03:37.400 --> 00:03:39.400]  我不覺得好
[00:03:39.400 --> 00:03:41.400]  因為有通脹
[00:03:41.400 --> 00:03:43.400]  將來的錢也不夠用
[00:03:43.400 --> 00:03:45.400]  我懂投資
[00:03:45.400 --> 00:03:47.400]  房產我都做得很好
[00:03:47.400 --> 00:03:49.400]  還有幫債券
[00:03:49.400 --> 00:03:51.400]  我還有大筆錢借債
[00:03:51.400 --> 00:03:53.400]  物業投資我都有幾等樓
[00:03:53.400 --> 00:03:55.400]  每個月被動收入
[00:03:55.400 --> 00:03:59.400]  安心了
[00:03:59.400 --> 00:04:01.400]  當然你做到
[00:04:01.400 --> 00:04:03.400]  也不用舉手
[00:04:03.400 --> 00:04:05.400]  自己心裏面告訴自己
[00:04:05.400 --> 00:04:07.400]  我現在做到了
[00:04:07.400 --> 00:04:09.400]  在社會裏面
[00:04:09.400 --> 00:04:11.400]  有些鼓勵
[00:04:11.400 --> 00:04:13.400]  如果能夠三十歲之前
[00:04:13.400 --> 00:04:15.400]  能夠有效的去理財
[00:04:15.400 --> 00:04:17.400]  做管家都是一件好事
[00:04:17.400 --> 00:04:19.400]  是不是
[00:04:19.400 --> 00:04:21.400]  如果你能夠很早的
[00:04:21.400 --> 00:04:23.400]  在三十歲之前已經財務自由
[00:04:23.400 --> 00:04:25.400]  很懂理財投資
[00:04:25.400 --> 00:04:27.400]  做好保障
[00:04:27.400 --> 00:04:29.400]  提早退休的話
[00:04:29.400 --> 00:04:31.400]  你就可以計劃你人生下半場
[00:04:31.400 --> 00:04:33.400]  做一些很有意義的事
[00:04:33.400 --> 00:04:35.400]  或者義工
[00:04:35.400 --> 00:04:37.400]  或者做一些上帝給你的工作
[00:04:37.400 --> 00:04:39.400]  都是很美好的
[00:04:39.400 --> 00:04:41.400]  但人生你的保障和安全
[00:04:41.400 --> 00:04:43.400]  在哪裏呢
[00:04:43.400 --> 00:04:45.400]  在社會在香港
[00:04:45.400 --> 00:04:47.400]  經濟金錢
[00:04:47.400 --> 00:04:49.400]  都是我們很關注的
[00:04:49.400 --> 00:04:51.400]  也都是的確給我們香港人
[00:04:51.400 --> 00:04:53.400]  如果多一些收入
[00:04:53.400 --> 00:04:55.400]  我們心裏面多一份安全感和保障
[00:04:55.400 --> 00:04:57.400]  都是實在的
[00:04:57.400 --> 00:04:59.400]  這些都無可厚非也是好的
[00:04:59.400 --> 00:05:01.400]  做好規劃做好管家
[00:05:01.400 --> 00:05:03.400]  而問題就是
[00:05:03.400 --> 00:05:05.400]  當一個人如果在這些物質
[00:05:05.400 --> 00:05:07.400]  在這些財務裏面
[00:05:07.400 --> 00:05:09.400]  只是靠他做保障的話
[00:05:09.400 --> 00:05:11.400]  其實有一個危險
[00:05:11.400 --> 00:05:13.400]  有一個風險
[00:05:13.400 --> 00:05:15.400]  有一個風險
[00:05:15.400 --> 00:05:17.400]  這個風險
[00:05:17.400 --> 00:05:19.400]  就好像路加福音裏面十二章
[00:05:19.400 --> 00:05:21.400]  講到一個財主
[00:05:21.400 --> 00:05:23.400]  在新約裏面提到一個財主
[00:05:23.400 --> 00:05:25.400]  他的安全感他的保障在哪裏呢
[00:05:25.400 --> 00:05:27.400]  都是在物質財富裏面
[00:05:27.400 --> 00:05:29.400]  他
[00:05:29.400 --> 00:05:31.400]  聖經裏面路加福音十二章裏面
[00:05:31.400 --> 00:05:33.400]  記載這個財主
[00:05:33.400 --> 00:05:35.400]  很有財富
[00:05:35.400 --> 00:05:37.400]  他田產
[00:05:37.400 --> 00:05:39.400]  在他的田地很多
[00:05:39.400 --> 00:05:41.400]  或者是
[00:05:41.400 --> 00:05:43.400]  爸爸媽媽留給他附任
[00:05:43.400 --> 00:05:45.400]  又或者他自己經營有度企業家
[00:05:45.400 --> 00:05:47.400]  一路營運田產
[00:05:47.400 --> 00:05:49.400]  出很多很多
[00:05:49.400 --> 00:05:51.400]  豐富多到一個地步
[00:05:51.400 --> 00:05:53.400]  他自己心裏面在
[00:05:53.400 --> 00:05:55.400]  籌算在思想
[00:05:55.400 --> 00:05:57.400]  我的出產已經沒有地方裝
[00:05:57.400 --> 00:05:59.400]  糧食和財富
[00:05:59.400 --> 00:06:01.400]  已經太好了收入
[00:06:01.400 --> 00:06:03.400]  他就說
[00:06:03.400 --> 00:06:05.400]  我要怎樣做呢
[00:06:05.400 --> 00:06:07.400]  我要拆掉我的穀倉
[00:06:07.400 --> 00:06:09.400]  我的倉庫不夠用
[00:06:09.400 --> 00:06:11.400]  我要建更大更大更大的
[00:06:11.400 --> 00:06:13.400]  以至能夠儲存我一切的糧食
[00:06:13.400 --> 00:06:15.400]  和財物
[00:06:15.400 --> 00:06:17.400]  他的財物很多
[00:06:17.400 --> 00:06:19.400]  糧食很多
[00:06:19.400 --> 00:06:21.400]  他的企劃也很好
[00:06:21.400 --> 00:06:23.400]  然後跟著跟自己說
[00:06:23.400 --> 00:06:25.400]  我這個人
[00:06:25.400 --> 00:06:27.400]  我有這麼多的財物積存
[00:06:27.400 --> 00:06:29.400]  可供多年享用
[00:06:29.400 --> 00:06:31.400]  只管安安日日吃喝飽
[00:06:31.400 --> 00:06:33.400]  這個人的人生
[00:06:33.400 --> 00:06:35.400]  全部都做得相當好
[00:06:35.400 --> 00:06:37.400]  在地上
[00:06:37.400 --> 00:06:39.400]  也都很成功地有財寶
[00:06:39.400 --> 00:06:41.400]  也都有一世夠吃的糧食
[00:06:41.400 --> 00:06:43.400]  但是對自己
[00:06:43.400 --> 00:06:45.400]  靈魂說
[00:06:45.400 --> 00:06:47.400]  對自己說
[00:06:47.400 --> 00:06:49.400]  可以享用多年
[00:06:49.400 --> 00:06:51.400]  只管安安日日吃喝飽
[00:06:51.400 --> 00:06:53.400]  大主耶穌就透過
[00:06:53.400 --> 00:06:55.400]  這個人物
[00:06:55.400 --> 00:06:57.400]  這個財主說一個重要的訊息
[00:06:57.400 --> 00:06:59.400]  耶穌說
[00:06:59.400 --> 00:07:01.400]  神卻對他說
[00:07:01.400 --> 00:07:03.400]  無知的人
[00:07:03.400 --> 00:07:05.400]  今夜就要你的聖名
[00:07:05.400 --> 00:07:07.400]  你所預備的要給誰呢
[00:07:07.400 --> 00:07:09.400]  耶穌指出一個很重要的
[00:07:09.400 --> 00:07:11.400]  安全感和保障
[00:07:11.400 --> 00:07:13.400]  不只是在地上
[00:07:13.400 --> 00:07:15.400]  你所有規劃
[00:07:15.400 --> 00:07:17.400]  一切物質的東西
[00:07:17.400 --> 00:07:19.400]  帶給你有安全感
[00:07:19.400 --> 00:07:21.400]  雖然很多優勢
[00:07:21.400 --> 00:07:23.400]  或者你有很多卓越的地方
[00:07:23.400 --> 00:07:25.400]  但是主耶穌提醒我們
[00:07:25.400 --> 00:07:27.400]  我們會不會只是地上計劃
[00:07:27.400 --> 00:07:29.400]  所有東西
[00:07:29.400 --> 00:07:31.400]  我們會不會對屬靈上
[00:07:31.400 --> 00:07:33.400]  有好的規劃和準備呢
[00:07:33.400 --> 00:07:35.400]  新約有這個人物
[00:07:35.400 --> 00:07:37.400]  舊約也有一些人
[00:07:37.400 --> 00:07:39.400]  舊約裡的
[00:07:39.400 --> 00:07:41.400]  其中以東人
[00:07:41.400 --> 00:07:43.400]  以東人
[00:07:43.400 --> 00:07:45.400]  他們都喜歡和自己
[00:07:45.400 --> 00:07:47.400]  心裡說話
[00:07:47.400 --> 00:07:49.400]  和自己心裡說話的人
[00:07:49.400 --> 00:07:51.400]  就是講他的認知
[00:07:51.400 --> 00:07:53.400]  他的確信
[00:07:53.400 --> 00:07:55.400]  他的意向
[00:07:55.400 --> 00:07:57.400]  在舊約的俄巴底亞書裡
[00:07:57.400 --> 00:07:59.400]  有些狂言
[00:07:59.400 --> 00:08:01.400]  內心裡有些狂言
[00:08:01.400 --> 00:08:03.400]  他的狂言就是
[00:08:03.400 --> 00:08:05.400]  誰能把我拉下來
[00:08:05.400 --> 00:08:07.400]  誰能把我拉到地上呢
[00:08:07.400 --> 00:08:09.400]  這個俄巴底亞書
[00:08:09.400 --> 00:08:11.400]  其實整本聖經
[00:08:11.400 --> 00:08:13.400]  在新舊約裡
[00:08:13.400 --> 00:08:15.400]  都是很短的
[00:08:15.400 --> 00:08:17.400]  只有二十一節
[00:08:17.400 --> 00:08:19.400]  第一章二十一節
[00:08:19.400 --> 00:08:21.400]  其中第三節
[00:08:21.400 --> 00:08:23.400]  就是以東人心裡的一些說話
[00:08:23.400 --> 00:08:25.400]  誰能把我拉到地上
[00:08:25.400 --> 00:08:27.400]  誰能把我拉到地上呢
[00:08:27.400 --> 00:08:29.400]  然後第四節
[00:08:29.400 --> 00:08:31.400]  主耶和華就有回應了
[00:08:31.400 --> 00:08:33.400]  祂的審判的回應
[00:08:33.400 --> 00:08:35.400]  講出一個預言
[00:08:35.400 --> 00:08:37.400]  「我必從哪裡拉你下來
[00:08:37.400 --> 00:08:39.400]  這是耶和華說的」
[00:08:39.400 --> 00:08:41.400]  「我必從哪裡拉你下來」
[00:08:41.400 --> 00:08:43.400]  「這是耶和華說的」
[00:08:43.400 --> 00:08:45.400]  原來神對一些很驕傲的人
[00:08:45.400 --> 00:08:47.400]  心中自信爆棚的人
[00:08:47.400 --> 00:08:49.400]  心中自信爆棚的人
[00:08:49.400 --> 00:08:51.400]  講出一個審判的宣告
[00:08:51.400 --> 00:08:53.400]  提醒驕傲的人
[00:08:53.400 --> 00:08:55.400]  提醒驕傲的人
[00:08:55.400 --> 00:08:57.400]  要學一些屬靈的功課
[00:08:57.400 --> 00:08:59.400]  偶爾我都聽到
[00:08:59.400 --> 00:09:01.400]  有些朋友
[00:09:01.400 --> 00:09:03.400]  甚至有些弟兄姊妹突然間有醒覺
[00:09:03.400 --> 00:09:05.400]  我也挺驕傲的
[00:09:05.400 --> 00:09:07.400]  他好像有一個反省能力
[00:09:07.400 --> 00:09:09.400]  突然間醒察到自己有驕傲
[00:09:09.400 --> 00:09:11.400]  但是也有不少人不自覺地
[00:09:11.400 --> 00:09:13.400]  自信 過度自信
[00:09:13.400 --> 00:09:15.400]  自滿
[00:09:15.400 --> 00:09:17.400]  而忽略了一些屬靈的反省
[00:09:17.400 --> 00:09:19.400]  以下跟大家一起思想
[00:09:19.400 --> 00:09:21.400]  以東人
[00:09:21.400 --> 00:09:23.400]  為甚麼有這些心裏的狂言
[00:09:23.400 --> 00:09:25.400]  而他們的確
[00:09:25.400 --> 00:09:27.400]  狂言是有些基礎的
[00:09:27.400 --> 00:09:29.400]  有幾方面的基礎
[00:09:29.400 --> 00:09:31.400]  待會我們仔細看經文
[00:09:31.400 --> 00:09:33.400]  才看一些重點
[00:09:33.400 --> 00:09:35.400]  以東人他們的狂傲的心
[00:09:35.400 --> 00:09:37.400]  他們自此的安全
[00:09:37.400 --> 00:09:39.400]  和保障在哪裡呢
[00:09:39.400 --> 00:09:41.400]  如果你看地圖
[00:09:41.400 --> 00:09:43.400]  他們在死海的東邊
[00:09:43.400 --> 00:09:45.400]  那個地理
[00:09:45.400 --> 00:09:47.400]  是在黃色那一部分
[00:09:47.400 --> 00:09:49.400]  以東一個很大的山峽
[00:09:49.400 --> 00:09:51.400]  山峽 山區
[00:09:51.400 --> 00:09:53.400]  他們有天然的地理優勢
[00:09:53.400 --> 00:09:55.400]  在第三節
[00:09:55.400 --> 00:09:57.400]  待會會讀的
[00:09:57.400 --> 00:09:59.400]  怎樣他們的天然優勢
[00:09:59.400 --> 00:10:01.400]  我會講解一下
[00:10:01.400 --> 00:10:03.400]  為甚麼他們自信自負
[00:10:03.400 --> 00:10:05.400]  因為他們在軍事上 在地理上
[00:10:05.400 --> 00:10:07.400]  天然地成為了他們優越的保障
[00:10:07.400 --> 00:10:09.400]  而他們覺得
[00:10:09.400 --> 00:10:11.400]  這個真是一個優勢
[00:10:11.400 --> 00:10:13.400]  待會我解釋你會知道為甚麼
[00:10:13.400 --> 00:10:15.400]  第二方面他們的確在河東那邊
[00:10:15.400 --> 00:10:17.400]  都是一個重要的交通要點
[00:10:17.400 --> 00:10:19.400]  很多從商的人會經過那地方
[00:10:19.400 --> 00:10:21.400]  所以他們也累積了不少的財寶
[00:10:21.400 --> 00:10:23.400]  所以在第六節裏面
[00:10:23.400 --> 00:10:25.400]  有描述他們有一定的財寶
[00:10:25.400 --> 00:10:27.400]  保存
[00:10:27.400 --> 00:10:29.400]  而他們又有一些聯盟
[00:10:29.400 --> 00:10:31.400]  有些國家與國家之間的聯盟
[00:10:31.400 --> 00:10:33.400]  是互相去
[00:10:33.400 --> 00:10:35.400]  結連那種叫做保障
[00:10:35.400 --> 00:10:37.400]  而聖經有描述他們
[00:10:37.400 --> 00:10:39.400]  都有智慧政治上
[00:10:39.400 --> 00:10:41.400]  一些聰明人
[00:10:41.400 --> 00:10:43.400]  軍事上的智慧人
[00:10:43.400 --> 00:10:45.400]  並且在第九節
[00:10:45.400 --> 00:10:47.400]  他們還有些勇士
[00:10:47.400 --> 00:10:49.400]  很能打的
[00:10:49.400 --> 00:10:51.400]  不只是在策略上有智慧人
[00:10:51.400 --> 00:10:53.400]  是聰明人
[00:10:53.400 --> 00:10:55.400]  在實力上他們的軍隊
[00:10:55.400 --> 00:10:57.400]  都有很多勇士戰士
[00:10:57.400 --> 00:10:59.400]  但上帝因著他們這種自信自負
[00:10:59.400 --> 00:11:01.400]  上帝逐一逐一逐一
[00:11:01.400 --> 00:11:03.400]  逐一逐一逐一
[00:11:03.400 --> 00:11:05.400]  將他們的驕傲
[00:11:05.400 --> 00:11:07.400]  拉低
[00:11:07.400 --> 00:11:09.400]  甚至到審判
[00:11:09.400 --> 00:11:11.400]  審判以東人的驕傲
[00:11:11.400 --> 00:11:13.400]  然後審判列國
[00:11:13.400 --> 00:11:15.400]  然後審判欣典
[00:11:15.400 --> 00:11:16.400]  然後猶大
[00:11:16.400 --> 00:11:17.400]  雖然管教猶大
[00:11:17.400 --> 00:11:19.400]  他們有被擄
[00:11:19.400 --> 00:11:21.400]  但上帝有復興他們
[00:11:21.400 --> 00:11:23.400]  在俄巴底亞書就是在這個背景之下
[00:11:23.400 --> 00:11:25.400]  去講那個信息
[00:11:25.400 --> 00:11:27.400]  小小背景
[00:11:27.400 --> 00:11:29.400]  在背景裏面
[00:11:29.400 --> 00:11:31.400]  當你讀俄巴底亞書裏面
[00:11:31.400 --> 00:11:33.400]  如果一至二十一節裏面
[00:11:33.400 --> 00:11:35.400]  透過這些背景
[00:11:35.400 --> 00:11:37.400]  你了解多了的時候
[00:11:37.400 --> 00:11:39.400]  讀的時候就更有意思
[00:11:39.400 --> 00:11:41.400]  你今天聽完信息你可以回去讀
[00:11:41.400 --> 00:11:43.400]  三篇都是二十一節
[00:11:43.400 --> 00:11:46.400]  可能你五分鐘十分鐘已經讀了兩次三次
[00:11:46.400 --> 00:11:48.400]  今天讓這段經文
[00:11:48.400 --> 00:11:53.400]  讓我們思想和在屬靈上做將來的規劃
[00:11:53.400 --> 00:11:57.400]  在這本書的背景
[00:11:57.400 --> 00:11:59.400]  一開始的時候第一節俄巴底亞
[00:11:59.400 --> 00:12:01.400]  在舊的裏面有十一位
[00:12:01.400 --> 00:12:03.400]  稱呼俄巴底亞的人
[00:12:03.400 --> 00:12:07.400]  但是沒有很詳細再介紹這個人的背景
[00:12:07.400 --> 00:12:09.400]  所以學者、悉經學家
[00:12:09.400 --> 00:12:11.400]  都沒有辦法確認到這個俄巴底亞
[00:12:11.400 --> 00:12:13.400]  他前前後後的背景
[00:12:13.400 --> 00:12:16.400]  但是他原來的意思就是神的僕人
[00:12:16.400 --> 00:12:20.400]  這個神的僕人就將從神而來領受的信息、意象
[00:12:20.400 --> 00:12:22.400]  或者叫做默示
[00:12:22.400 --> 00:12:26.400]  原文默示和意象是同一個意思
[00:12:26.400 --> 00:12:28.400]  也就是說將神的話去傳講
[00:12:28.400 --> 00:12:30.400]  是上帝的代言人
[00:12:30.400 --> 00:12:32.400]  上帝的先知
[00:12:32.400 --> 00:12:33.400]  而裏面提到的背景
[00:12:33.400 --> 00:12:35.400]  當你看後面的時候
[00:12:35.400 --> 00:12:36.400]  第十二節的時候
[00:12:36.400 --> 00:12:37.400]  提到那些背景
[00:12:37.400 --> 00:12:41.400]  猶太國那些猶太人被擄的時候
[00:12:41.400 --> 00:12:47.400]  就是主前的587、586年之間
[00:12:47.400 --> 00:12:49.400]  巴比倫去擄走猶大
[00:12:49.400 --> 00:12:51.400]  而以東人
[00:12:51.400 --> 00:12:55.400]  雖然他們的祖先和猶大都是兄弟
[00:12:55.400 --> 00:12:57.400]  就是以素
[00:12:57.400 --> 00:12:59.400]  我們說媽仔
[00:12:59.400 --> 00:13:00.400]  《創世紀》二十五章
[00:13:00.400 --> 00:13:03.400]  媽仔、大媽就是以素
[00:13:03.400 --> 00:13:06.400]  他弟弟雅各之間那種關係
[00:13:06.400 --> 00:13:09.400]  他弟弟張力在《創世紀》二十五章
[00:13:09.400 --> 00:13:10.400]  為了紅豆湯
[00:13:10.400 --> 00:13:12.400]  以素失去了長子名分
[00:13:12.400 --> 00:13:14.400]  接著他們的後代
[00:13:14.400 --> 00:13:17.400]  以素的後代就是以東
[00:13:17.400 --> 00:13:19.400]  然後雅各的後裔
[00:13:19.400 --> 00:13:23.400]  那些的後代就是猶大那些人
[00:13:23.400 --> 00:13:24.400]  當你有這些背景的時候
[00:13:24.400 --> 00:13:25.400]  讀這二十一節的時候
[00:13:25.400 --> 00:13:31.400]  就很明白聖經一直在說他們兩者的關係
[00:13:31.400 --> 00:13:34.400]  在聖經裏面說到這些關係的時候
[00:13:34.400 --> 00:13:36.400]  神在這裏告訴我們
[00:13:36.400 --> 00:13:39.400]  神的信實公義的主
[00:13:39.400 --> 00:13:43.400]  對以東有審判、有預言
[00:13:43.400 --> 00:13:47.400]  當時俄巴底亞就將神的信息傳講
[00:13:47.400 --> 00:13:50.400]  在第一節裏面
[00:13:50.400 --> 00:13:53.400]  俄巴底亞和當時的猶太人
[00:13:53.400 --> 00:13:56.400]  知道耶和華從那裏有信息
[00:13:56.400 --> 00:13:59.400]  然後這個信息就會提到
[00:13:59.400 --> 00:14:02.400]  有使者會去到不同的國家列國
[00:14:02.400 --> 00:14:07.400]  這些列國不一定是信耶和華的國家
[00:14:07.400 --> 00:14:10.400]  但是在上帝的主權之下
[00:14:10.400 --> 00:14:12.400]  興起他們
[00:14:12.400 --> 00:14:16.400]  然後這些列國就去攻擊以東
[00:14:16.400 --> 00:14:18.400]  和以東去爭戰
[00:14:18.400 --> 00:14:24.400]  接著著名主耶和華輪到以東說
[00:14:24.400 --> 00:14:27.400]  而這些強調主耶和華的信息
[00:14:27.400 --> 00:14:29.400]  消息在第一節
[00:14:29.400 --> 00:14:32.400]  然後再強調主耶和華輪到以東說
[00:14:32.400 --> 00:14:33.400]  接著在第四節
[00:14:33.400 --> 00:14:35.400]  講到審判的時候
[00:14:35.400 --> 00:14:38.400]  在結論裏面又會在第四節
[00:14:38.400 --> 00:14:42.400]  「這是耶和華說的」
[00:14:42.400 --> 00:14:43.400]  到第八節的時候
[00:14:43.400 --> 00:14:46.400]  又是說「這是耶和華說的」
[00:14:46.400 --> 00:14:47.400]  到十八節的時候
[00:14:47.400 --> 00:14:49.400]  又是「這是耶華說的」
[00:14:49.400 --> 00:14:51.400]  三番四次強調
[00:14:51.400 --> 00:14:54.400]  這位信實的主、公義的主
[00:14:54.400 --> 00:14:58.400]  祂說過的話是算數
[00:14:58.400 --> 00:15:01.400]  待會我們會看到上帝的預言
[00:15:01.400 --> 00:15:04.400]  是會應驗
[00:15:04.400 --> 00:15:06.400]  在第一節裏面講到
[00:15:06.400 --> 00:15:10.400]  神對以東的審判
[00:15:10.400 --> 00:15:11.400]  到第二節的時候
[00:15:11.400 --> 00:15:15.400]  「漢啊,我要使列國裏面你是最少」
[00:15:15.400 --> 00:15:17.400]  令到以東曾經很膨脹
[00:15:17.400 --> 00:15:19.400]  自信自負之下
[00:15:19.400 --> 00:15:21.400]  耶和華神就審判他
[00:15:21.400 --> 00:15:24.400]  成為列國最少被人藐視
[00:15:24.400 --> 00:15:25.400]  因為什麼呢?
[00:15:25.400 --> 00:15:27.400]  第三節就是他狂傲的心
[00:15:27.400 --> 00:15:30.400]  以東狂傲的心騙了自己
[00:15:30.400 --> 00:15:32.400]  以為自己是無敵
[00:15:32.400 --> 00:15:34.400]  然後他住在岩月裏面
[00:15:34.400 --> 00:15:36.400]  高居所居處
[00:15:36.400 --> 00:15:38.400]  心裏說
[00:15:38.400 --> 00:15:39.400]  自己跟自己說
[00:15:39.400 --> 00:15:44.400]  誰能把我拉下來到地上呢?
[00:15:44.400 --> 00:15:48.400]  這個岩月原來的意思是有石頭
[00:15:48.400 --> 00:15:50.400]  也是今天很多的色經家
[00:15:50.400 --> 00:15:52.400]  都會描述到皮特拉
[00:15:52.400 --> 00:15:54.400]  現在若旦的皮特拉
[00:15:54.400 --> 00:15:55.400]  這個石頭地方
[00:15:55.400 --> 00:15:58.400]  紅色玫瑰的地方的古城
[00:15:58.400 --> 00:16:01.400]  就是以東當時的要塞
[00:16:01.400 --> 00:16:04.400]  或者叫首都
[00:16:04.400 --> 00:16:07.400]  當時他們住在一個很高的地方
[00:16:07.400 --> 00:16:08.400]  很高的地方
[00:16:08.400 --> 00:16:09.400]  有多高呢?
[00:16:09.400 --> 00:16:11.400]  待會兒我告訴你
[00:16:11.400 --> 00:16:12.400]  而他們心裏面
[00:16:12.400 --> 00:16:15.400]  就是因為他們住的地方很高
[00:16:15.400 --> 00:16:18.400]  而有很多隱藏的岩月
