
[00:00:00.000 --> 00:00:02.000]  各位聽眾各位朋友 早安平安
[00:07:40.000 --> 00:07:44.000]  然後說到在會堂裡教訓人
[00:07:44.000 --> 00:07:46.000]  宣講天國的福音
[00:07:46.000 --> 00:07:47.000]  醫治各樣的病症
[00:07:47.000 --> 00:07:49.000]  還有看見很多人
[00:07:49.000 --> 00:07:54.000]  其實就是描述耶穌走遍各城各鄉做些什麼
[00:07:54.000 --> 00:07:55.000]  可以嗎?
[00:07:55.000 --> 00:07:59.000]  在這四個分詞裡最後的那個
[00:07:59.000 --> 00:08:02.000]  就是說到當耶穌看見很多人之後
[00:08:02.000 --> 00:08:03.000]  有什麼反應呢?
[00:08:03.000 --> 00:08:06.000]  就是連民眾人困苦流離
[00:08:06.000 --> 00:08:13.000]  也都是指示命令門徒要求主差遣工人去收他的莊家
[00:08:13.000 --> 00:08:15.000]  這兩個的技術
[00:08:15.000 --> 00:08:18.000]  就是因為耶穌看見很多人
[00:08:18.000 --> 00:08:22.000]  然後產生的一個延伸的行動
[00:08:22.000 --> 00:08:25.000]  也就是說整句句子完整的說
[00:08:25.000 --> 00:08:28.000]  最主要是想告訴讀者
[00:08:28.000 --> 00:08:31.000]  耶穌走遍各城各鄉
[00:08:31.000 --> 00:08:34.000]  我不知道大家讀這句經文的時候
[00:08:34.000 --> 00:08:36.000]  有沒有留意到原來讀者
[00:08:36.000 --> 00:08:39.000]  原來作者是最想告訴讀者
[00:08:39.000 --> 00:08:42.000]  耶穌走遍各城各鄉
[00:08:42.000 --> 00:08:44.000]  我們問
[00:08:44.000 --> 00:08:48.000]  老實說走遍各城各鄉有多重要?
[00:08:48.000 --> 00:08:51.000]  不妨我們想一想
[00:08:51.000 --> 00:08:53.000]  城市是什麼呢?
[00:08:53.000 --> 00:08:56.000]  城市就是一個地方的中心
[00:08:56.000 --> 00:08:58.000]  大家聚居的地方
[00:08:58.000 --> 00:09:00.000]  就是最多人住的
[00:09:00.000 --> 00:09:02.000]  鄉又是指什麼呢?
[00:09:02.000 --> 00:09:04.000]  相對地就是比較少人住
[00:09:04.000 --> 00:09:07.000]  就是人數較少的聚落
[00:09:07.000 --> 00:09:09.000]  而一個國家
[00:09:09.000 --> 00:09:11.000]  一個完整的一片土地
[00:09:11.000 --> 00:09:14.000]  是不是一定有城有鄉?
[00:09:14.000 --> 00:09:16.000]  就是不會只有城市
[00:09:16.000 --> 00:09:22.000]  而人其實喜歡住在城市還是鄉村比較多?
[00:09:22.000 --> 00:09:24.000]  當然是城市
[00:09:24.000 --> 00:09:26.000]  方便一點,生活出入簡單一點
[00:09:26.000 --> 00:09:28.000]  多點支援等等
[00:09:28.000 --> 00:09:31.000]  在城市容易找工作
[00:09:31.000 --> 00:09:32.000]  生活方便一點
[00:09:32.000 --> 00:09:35.000]  甚至可能這種所謂方便
[00:09:35.000 --> 00:09:37.000]  就連我們做侍奉的
[00:09:37.000 --> 00:09:40.000]  我們都會有這種傾向
[00:09:40.000 --> 00:09:42.000]  我們不知道原來這個
[00:09:42.000 --> 00:09:46.000]  是叫做懶惰也說不定
[00:09:46.000 --> 00:09:48.000]  我們看看耶穌的年代
[00:09:48.000 --> 00:09:50.000]  耶穌又是怎樣的?
[00:09:50.000 --> 00:09:52.000]  學者認為耶穌的故鄉
[00:09:52.000 --> 00:09:54.000]  拿撒勒
[00:09:54.000 --> 00:09:57.000]  你猜是城市還是鄉村呢?
[00:09:57.000 --> 00:09:59.000]  鄉村,大家真聰明
[00:09:59.000 --> 00:10:01.000]  那我就問問你
[00:10:01.000 --> 00:10:03.000]  這是100分的問題
[00:10:03.000 --> 00:10:05.000]  答中了,應該有獎的
[00:10:05.000 --> 00:10:09.000]  那拿撒勒作為鄉村人有多少呢?
[00:10:09.000 --> 00:10:11.000]  有沒有人想猜?
[00:10:11.000 --> 00:10:13.000]  猜中了,真的可以有獎的
[00:10:13.000 --> 00:10:15.000]  有學者說
[00:10:15.000 --> 00:10:18.000]  拿撒勒的人口是不超過
[00:10:18.000 --> 00:10:20.000]  聽著,480人
[00:10:20.000 --> 00:10:22.000]  我相信480人
[00:10:22.000 --> 00:10:25.000]  少過現在二樓禮堂的人
[00:10:25.000 --> 00:10:28.000]  不過,有學者說
[00:10:28.000 --> 00:10:29.000]  猜多了
[00:10:29.000 --> 00:10:31.000]  其實隨時只有200至400人
[00:10:31.000 --> 00:10:33.000]  根據福音書記載
[00:10:33.000 --> 00:10:36.000]  原來耶穌是主要集中在巴勒斯坦北部的
[00:10:36.000 --> 00:10:37.000]  加利利省
[00:10:37.000 --> 00:10:39.000]  根本整個巴勒斯坦地
[00:10:39.000 --> 00:10:41.000]  加利利省是偏遠的地方
[00:10:41.000 --> 00:10:44.000]  不是整個土地的中心
[00:10:44.000 --> 00:10:47.000]  而加利利省
[00:10:47.000 --> 00:10:49.000]  長期停留
[00:10:49.000 --> 00:10:51.000]  應該是每年大約在如月節的時間
[00:10:51.000 --> 00:10:53.000]  按照猶太人的規矩
[00:10:53.000 --> 00:10:56.000]  南下到達那個地方的中心
[00:10:56.000 --> 00:10:57.000]  然後撒冷
[00:10:57.000 --> 00:11:00.000]  平時就留在加利利省這個地方
[00:11:00.000 --> 00:11:02.000]  以加伯隆做基地
[00:11:02.000 --> 00:11:06.000]  加伯隆是加利利沿海的一個城市
[00:11:06.000 --> 00:11:10.000]  但我們不要以為加伯隆是一個大城市
[00:11:10.000 --> 00:11:12.000]  像掛牧師一樣
[00:11:12.000 --> 00:11:14.000]  不,加伯隆在當時
[00:11:14.000 --> 00:11:17.000]  其實在沿海城市裡也不是一個大城市
[00:11:17.000 --> 00:11:19.000]  他只有三千四千人
[00:11:19.000 --> 00:11:22.000]  當時大把沿海的城市
[00:11:22.000 --> 00:11:25.000]  即沿著加利利海的城市的人數是多過他
[00:11:25.000 --> 00:11:27.000]  而且我們再想
[00:11:27.000 --> 00:11:31.000]  其實拿撒勒距離加利利省的省會
[00:11:31.000 --> 00:11:32.000]  齊波利
[00:11:32.000 --> 00:11:33.000]  只有6公里
[00:11:33.000 --> 00:11:35.000]  是省會
[00:11:35.000 --> 00:11:38.000]  步行是一個小時左右
[00:11:38.000 --> 00:11:39.000]  而學者估計
[00:11:39.000 --> 00:11:42.000]  其實耶穌小時候應該是跟過他爸爸
[00:11:42.000 --> 00:11:44.000]  地上的肉身的爸爸約瑟
[00:11:44.000 --> 00:11:46.000]  是去過齊波利這個省會打工的
[00:11:46.000 --> 00:11:48.000]  因為他們是木匠
[00:11:48.000 --> 00:11:51.000]  我們再看看整個加利利省
[00:11:51.000 --> 00:11:52.000]  還有格尼撒勒
[00:11:52.000 --> 00:11:53.000]  摩大拉
[00:11:53.000 --> 00:11:54.000]  提比利亞
[00:11:54.000 --> 00:11:55.000]  猶塔
[00:11:55.000 --> 00:11:57.000]  柏塔
[00:11:57.000 --> 00:12:00.000]  這些全部都是加利利省比較有規模
[00:12:00.000 --> 00:12:02.000]  具有影響力的城市
[00:12:02.000 --> 00:12:04.000]  就算福音書提過當中的名字
[00:12:04.000 --> 00:12:05.000]  例如提比利亞
[00:12:05.000 --> 00:12:07.000]  例如格尼撒勒
[00:12:07.000 --> 00:12:09.000]  其實不是提到耶穌去過那裡
[00:12:09.000 --> 00:12:10.000]  是提到
[00:12:10.000 --> 00:12:13.000]  他去過湖的名字的地方
[00:12:13.000 --> 00:12:15.000]  都是用那個名字說過湖
[00:12:15.000 --> 00:12:16.000]  就是說
[00:12:16.000 --> 00:12:18.000]  其實福音書是沒有記載過
[00:12:18.000 --> 00:12:22.000]  耶穌涉足過一些比較大的城市
[00:12:22.000 --> 00:12:23.000]  換句話說
[00:12:23.000 --> 00:12:29.000]  耶穌的侍奉是以加伯隆這個小城市為基地
[00:12:29.000 --> 00:12:31.000]  應該是刻意的
[00:12:31.000 --> 00:12:33.000]  目的就是表達一種
[00:12:33.000 --> 00:12:37.000]  鄉村取向
[00:12:37.000 --> 00:12:40.000]  很想要侍奉能聚焦
[00:12:40.000 --> 00:12:43.000]  去接觸那些資源貴乏
[00:12:43.000 --> 00:12:45.000]  窮困
[00:12:45.000 --> 00:12:48.000]  被社會遺忘的人
[00:12:48.000 --> 00:12:51.000]  就是說
[00:12:51.000 --> 00:12:52.000]  這個取向本身
[00:12:52.000 --> 00:12:55.000]  這個走遍城鄉的行動
[00:12:55.000 --> 00:12:58.000]  本身其實就是一個侍奉
[00:12:58.000 --> 00:13:00.000]  讓一片地圖
[00:13:00.000 --> 00:13:03.000]  能夠被我們屬靈上的觀點
[00:13:03.000 --> 00:13:05.000]  完整地去考慮
[00:13:05.000 --> 00:13:07.000]  整片土地裡面
[00:13:07.000 --> 00:13:08.000]  不會有人被遺忘
[00:13:08.000 --> 00:13:10.000]  那個福音的需要
[00:13:10.000 --> 00:13:13.000]  而且特別是接觸那些
[00:13:13.000 --> 00:13:14.000]  被遺忘
[00:13:14.000 --> 00:13:16.000]  社會上底層的人
[00:13:16.000 --> 00:13:19.000]  是需要我們特別的關注
[00:13:19.000 --> 00:13:21.000]  去年三四月期間
[00:13:21.000 --> 00:13:23.000]  香港第五波疫情高峰期
[00:13:23.000 --> 00:13:24.000]  教會有一班弟兄姊妹
[00:13:24.000 --> 00:13:28.000]  支援了社區組織協會派發抗疫物資
[00:13:28.000 --> 00:13:31.000]  一個月走訪了大概三千戶街坊
[00:13:31.000 --> 00:13:32.000]  感謝主席老實說
[00:13:32.000 --> 00:13:33.000]  這個數目是很可觀的
[00:13:33.000 --> 00:13:34.000]  不過
[00:13:34.000 --> 00:13:35.000]  叫我們服侍的弟兄姊妹
[00:13:35.000 --> 00:13:37.000]  最深刻的不是這個數目
[00:13:37.000 --> 00:13:39.000]  而是我們去到一些
[00:13:39.000 --> 00:13:43.000]  我們從來沒想過會有人住的地方
[00:13:43.000 --> 00:13:45.000]  去派發物資
[00:13:45.000 --> 00:13:47.000]  大家有沒有想過
[00:13:47.000 --> 00:13:49.000]  劏房、農屋、太空艙
[00:13:49.000 --> 00:13:52.000]  可以不一定在住宅裡面
[00:13:52.000 --> 00:13:53.000]  聽得明白我的意思嗎
[00:13:53.000 --> 00:13:57.000]  劏房、農屋的廁所上面
[00:13:57.000 --> 00:14:00.000]  都可以畫出一格空間
[00:14:00.000 --> 00:14:02.000]  放租給人住
[00:14:02.000 --> 00:14:04.000]  你有沒有想過
[00:14:04.000 --> 00:14:05.000]  香港是這樣
[00:14:05.000 --> 00:14:07.000]  泰國又怎樣呢
[00:14:07.000 --> 00:14:09.000]  這個國家總人口七千萬
[00:14:09.000 --> 00:14:15.000]  曼谷就住了一千零五十四萬人
[00:14:15.000 --> 00:14:18.000]  佔泰國總人口15.3%
[00:14:18.000 --> 00:14:20.000]  如果我們廣義計算
[00:14:20.000 --> 00:14:21.000]  整個曼谷的大都會區
[00:14:21.000 --> 00:14:25.000]  甚至是佔整個泰國的四分一人口
[00:14:25.000 --> 00:14:29.000]  泰國其實面臨一個極急速的都市化
[00:14:29.000 --> 00:14:31.000]  過去三十年來因為這個都市化
[00:14:31.000 --> 00:14:33.000]  促使農產品價格提高
[00:14:33.000 --> 00:14:35.000]  聽起來是不錯的
[00:14:35.000 --> 00:14:39.000]  貧困率在1980年代是67%
[00:14:39.000 --> 00:14:41.000]  去到2015年
[00:14:41.000 --> 00:14:44.000]  大幅降至只有7.2%
[00:14:44.000 --> 00:14:45.000]  不過
[00:14:45.000 --> 00:14:48.000]  去到2014年時任總理的巴育將軍
[00:14:48.000 --> 00:14:50.000]  領導軍事政變之後
[00:14:50.000 --> 00:14:52.000]  去到2018年
[00:14:52.000 --> 00:14:56.000]  泰國的貧困率就從2014年的7.2%
[00:14:56.000 --> 00:14:59.000]  即刻又升到9.8%
[00:14:59.000 --> 00:15:05.000]  將二百萬的人口加入到貧困人口的行列
[00:15:05.000 --> 00:15:08.000]  根據泰國國家經濟及社會委員會
[00:15:08.000 --> 00:15:10.000]  在2022年即是上年的報告
[00:15:10.000 --> 00:15:12.000]  講到2021年
[00:15:12.000 --> 00:15:16.000]  泰國其實有810萬人屬於貧窮人口
[00:15:16.000 --> 00:15:19.000]  佔全國總人口的12%
[00:15:19.000 --> 00:15:20.000]  即是大概八分之一
[00:15:20.000 --> 00:15:25.000]  其中有440萬人屬於貧窮線的底下
[00:15:25.000 --> 00:15:28.000]  除了貧窮問題
[00:15:28.000 --> 00:15:31.000]  我們不要以為這個佛教的國度
[00:15:31.000 --> 00:15:33.000]  清心寡慾
[00:15:33.000 --> 00:15:34.000]  據估計
[00:15:34.000 --> 00:15:36.000]  泰國從事娼妓的女性
[00:15:36.000 --> 00:15:39.000]  是有80至280萬人
[00:15:39.000 --> 00:15:42.000]  這些婦女就是來自
[00:15:42.000 --> 00:15:44.000]  剛才我講的那些偏遠的農村
[00:15:44.000 --> 00:15:46.000]  到城市裏賺錢養家
[00:15:46.000 --> 00:15:47.000]  不過家裏人是不知道
[00:15:47.000 --> 00:15:50.000]  她從事娼妓行業為家裏賺錢
[00:15:50.000 --> 00:15:53.000]  而且越來越多女大學生為了賺錢
[00:15:53.000 --> 00:15:56.000]  交學費都投身這個行業
[00:15:56.000 --> 00:15:58.000]  近年調查又發現
[00:15:58.000 --> 00:16:01.000]  泰國是有三分之二的高中生
[00:16:01.000 --> 00:16:03.000]  我們可以去下一部分
[00:16:03.000 --> 00:16:05.000]  高中生曾經受到家庭的暴力
[00:16:05.000 --> 00:16:07.000]  當中大部分患上抑鬱症
[00:16:07.000 --> 00:16:10.000]  沉迷毒品、酗酒和產生自殺的念頭
[00:16:10.000 --> 00:16:11.000]  講到毒品的問題
[00:16:11.000 --> 00:16:14.000]  越戰期間其實美軍是協助
[00:16:14.000 --> 00:16:17.000]  金三角興起海洛英的經濟
[00:16:17.000 --> 00:16:19.000]  泰國生產的毒品其實大部分
[00:16:19.000 --> 00:16:20.000]  就是去了美國那裏
[00:16:20.000 --> 00:16:23.000]  隨著越戰臨近尾聲
[00:16:23.000 --> 00:16:25.000]  美國向泰國施壓
[00:16:25.000 --> 00:16:26.000]  減少毒品生產
[00:16:26.000 --> 00:16:28.000]  然後1979年泰國就通過
[00:16:28.000 --> 00:16:30.000]  全面禁毒的法案
[00:16:30.000 --> 00:16:32.000]  甚至對售賣毒品的人
[00:16:32.000 --> 00:16:35.000]  施以重刑包括死刑
[00:16:35.000 --> 00:16:38.000]  這個強硬手段
[00:16:38.000 --> 00:16:40.000]  不過沒有能夠為泰國
[00:16:40.000 --> 00:16:42.000]  去解決社會上毒品的問題
[00:16:42.000 --> 00:16:44.000]  結果泰國發生什麼事呢?
[00:16:44.000 --> 00:16:46.000]  在去年6月一夜之間
[00:16:46.000 --> 00:16:49.000]  決定將大麻合法化
[00:16:49.000 --> 00:16:50.000]  結果怎樣呢?
[00:16:50.000 --> 00:16:53.000]  整個曼谷遍佈賣大麻的商店
[00:16:53.000 --> 00:16:57.000]  有餐廳提供含有大麻的菜式
[00:16:57.000 --> 00:16:59.000]  即是你可以點菜
[00:16:59.000 --> 00:17:02.000]  選擇有大麻成份的菜式來吃
[00:17:02.000 --> 00:17:04.000]  你不夠口
[00:17:04.000 --> 00:17:06.000]  還可以給你一杯大麻茶
[00:17:06.000 --> 00:17:07.000]  再不夠嗎?
[00:17:07.000 --> 00:17:08.000]  吃雪糕
[00:17:08.000 --> 00:17:09.000]  大麻雪糕都有
[00:17:09.000 --> 00:17:13.000]  便利店有賣大麻味的飲用水
[00:17:13.000 --> 00:17:16.000]  泰國有個網站列出全國
[00:17:16.000 --> 00:17:18.000]  售賣大麻和周邊產品
[00:17:18.000 --> 00:17:19.000]  超過四千種
[00:17:19.000 --> 00:17:28.000]  其中可以包括有高大麻含量的蛋糕和軟糖
[00:17:28.000 --> 00:17:32.000]  二次大戰之前
[00:17:32.000 --> 00:17:33.000]  泰國曾經
[00:17:33.000 --> 00:17:34.000]  剛才我說過
[00:17:34.000 --> 00:17:39.000]  是東南亞唯一沒有被帝國主義侵略的國家
[00:17:39.000 --> 00:17:43.000]  曾經因為能夠透過外交的手腕
[00:17:43.000 --> 00:17:47.000]  巧妙地避過二次大戰的輿論
[00:17:47.000 --> 00:17:48.000]  而自豪
[00:17:48.000 --> 00:17:50.000]  享受過長久的太平
[00:17:50.000 --> 00:17:51.000]  不過
[00:17:51.000 --> 00:17:53.000]  去到最近的十七年
[00:17:53.000 --> 00:17:55.000]  這個國家經歷了四次的政變
[00:17:55.000 --> 00:17:58.000]  社會累積的問題多不勝數
[00:17:58.000 --> 00:18:01.000]  你可以想像當地的人民生活
[00:18:01.000 --> 00:18:03.000]  是活在何等的水深火熱裏面
[00:18:04.000 --> 00:18:06.000]  我們去旅遊
[00:18:06.000 --> 00:18:11.000]  我們有沒有從上帝的角度去看
[00:18:11.000 --> 00:18:14.000]  當地人民的福音需要呢
[00:18:14.000 --> 00:18:16.000]  今次猜拳年會
[00:18:16.000 --> 00:18:17.000]  有個晚上
[00:18:17.000 --> 00:18:21.000]  就會有當地的宣教士和我們每每到來
[00:18:21.000 --> 00:18:23.000]  泰國貧窮的狀況
[00:18:23.000 --> 00:18:24.000]  太貧旱見
[00:18:24.000 --> 00:18:26.000]  鼓勵大家積極參與
[00:18:26.000 --> 00:18:31.000]  亦鼓勵大家在一樓的地方
[00:18:31.000 --> 00:18:33.000]  我們有個展覽
[00:18:33.000 --> 00:18:36.000]  鼓勵大家去明白了解泰國的情況
[00:18:36.000 --> 00:18:37.000]  還有地下停車場
