
[00:00:00.000 --> 00:00:10.240]  新一年,標稱崇拜,其實在木區三都有一個新的年度主題
[00:02:05.040 --> 00:02:11.760]  特別很容易當眼前見到一些事情,不是那麼理想,不是那麼如意
[00:02:11.760 --> 00:02:19.200]  很容易又會影響我們信心,很容易又會影響我們屬靈生命的狀態
[00:02:19.200 --> 00:02:22.120]  不知道我們會不會也會這樣
[00:02:22.120 --> 00:02:28.400]  好像當事情很順利,我們會感受天父的同在大一點
[00:02:28.400 --> 00:02:30.800]  感受天父的恩典多一點
[00:02:30.800 --> 00:02:37.320]  但是,如果我們看到每樣東西都很卡,又很卡
[00:02:37.320 --> 00:02:44.000]  每樣東西都不如理想的時候,會不會令我們對信仰多了質疑
[00:02:44.000 --> 00:02:45.920]  失去了信心呢?
[00:02:45.920 --> 00:02:49.400]  我們有時會不會這樣?
[00:02:49.400 --> 00:02:52.520]  一個被耶穌基督所轉化的生命
[00:02:52.520 --> 00:02:58.000]  其實我們應該怎樣去看身邊所發生的事情呢?
[00:02:58.000 --> 00:03:00.920]  是不是不順利就等於神不同在?
[00:03:00.920 --> 00:03:04.360]  順利才等於有神的祝福呢?
[00:03:04.360 --> 00:03:08.640]  希望今天的經文都成為我們的提醒和學習
[00:03:08.640 --> 00:03:13.080]  經文都長長的,但是我會分開三個部分去讀
[00:03:13.080 --> 00:03:17.040]  經文是來自約翰福音的
[00:03:17.040 --> 00:03:21.600]  我們先讀出約翰福音20章1至10節
[00:03:21.600 --> 00:03:23.400]  好,邀請大家一起讀,好嗎?
[00:03:23.400 --> 00:03:24.920]  預備起
[00:03:24.920 --> 00:03:27.400]  七日的第一日,清早
[00:03:27.400 --> 00:03:32.400]  天還黑的時候,沒大拉的瑪利亞來到墳墓
[00:03:32.400 --> 00:03:35.720]  看見石頭已從墳墓挪開了
[00:03:35.720 --> 00:03:41.040]  就跑來見西門彼得和耶穌所愛的那門徒
[00:03:41.040 --> 00:03:42.560]  對他們說
[00:03:42.560 --> 00:03:45.840]  有人從墳墓裡把主移走了
[00:03:45.840 --> 00:03:49.880]  我們不知道他們把他放在哪裡
[00:03:49.880 --> 00:03:54.000]  彼得和那門徒就出來往墳墓去
[00:03:54.000 --> 00:03:55.520]  兩個人同跑
[00:03:55.520 --> 00:04:01.040]  那門徒比彼得跑得快,先到了墳墓
[00:04:01.040 --> 00:04:02.760]  低頭往裡看
[00:04:02.760 --> 00:04:05.720]  看見西瑪波還放在那裡
[00:04:05.720 --> 00:04:08.000]  只是沒有進去
[00:04:08.000 --> 00:04:12.120]  西門彼得隨後也到了,進了墳墓
[00:04:12.120 --> 00:04:14.960]  看見西瑪波放在那裡
[00:04:14.960 --> 00:04:17.440]  又看見耶穌的果頭根
[00:04:17.440 --> 00:04:20.480]  沒有和西瑪波放在一起
[00:04:20.480 --> 00:04:23.200]  是另在一處卷著
[00:04:23.200 --> 00:04:27.000]  然後先到墳墓的那門徒也進去
[00:04:27.000 --> 00:04:30.680]  他看見就信了
[00:04:30.680 --> 00:04:33.400]  他們還不明白聖經所說
[00:04:33.400 --> 00:04:37.240]  耶穌必須從死人中復活的意思
[00:04:37.240 --> 00:04:41.320]  於是兩個門徒回自己的住處去了
[00:04:41.320 --> 00:04:44.040]  我們向低頭禱告
[00:04:44.040 --> 00:04:47.520]  天父上帝求你和我們同在
[00:04:47.520 --> 00:04:49.240]  真的開我們的眼睛
[00:04:49.240 --> 00:04:51.360]  特別是開我們的心靈眼睛
[00:04:51.360 --> 00:04:53.160]  讓我們真知道祢
[00:04:53.160 --> 00:04:55.000]  讓我們看得見祢
[00:04:55.000 --> 00:04:58.880]  願祢的話親自和我們去說
[00:04:58.880 --> 00:05:00.440]  讓我們不單明白
[00:05:00.440 --> 00:05:04.160]  也讓我們有能力行出祢所說的話
[00:05:04.160 --> 00:05:05.000]  我們這樣禱告
[00:05:05.000 --> 00:05:07.000]  在奉耶穌基督的名字祈求
[00:05:07.000 --> 00:05:09.000]  阿們
[00:05:09.000 --> 00:05:11.840]  經文說到七天的第一天
[00:05:11.840 --> 00:05:14.040]  星期日早上
[00:05:14.040 --> 00:05:15.640]  天還未亮
[00:05:15.640 --> 00:05:16.960]  黑漆漆的時候
[00:05:16.960 --> 00:05:20.120]  婦女就去到耶穌的墳墓
[00:05:20.120 --> 00:05:24.240]  經文也很仔細地描述那個時間
[00:05:24.240 --> 00:05:28.520]  其實很想帶出這班婦女對耶穌的那種情
[00:05:28.520 --> 00:05:30.520]  一過安息日
[00:05:30.520 --> 00:05:34.080]  摸黑就馬上要去找耶穌
[00:05:34.080 --> 00:05:36.560]  如果我們看其他福音書的記載
[00:05:36.560 --> 00:05:40.400]  就知道不單只有末大拉瑪利亞一個
[00:05:40.400 --> 00:05:41.600]  其實有一班婦女
[00:05:41.600 --> 00:05:43.320]  還有幾個婦女
[00:05:43.320 --> 00:05:44.880]  而他們去的目的
[00:05:44.880 --> 00:05:47.960]  是很想好好地安葬耶穌
[00:05:47.960 --> 00:05:51.200]  帶齊香料和香膏去
[00:05:51.200 --> 00:05:52.560]  但當去到的時候
[00:05:52.560 --> 00:05:53.440]  墳墓的
[00:05:53.440 --> 00:05:56.160]  本來封住墳墓門口的大石
[00:05:56.160 --> 00:05:58.640]  滾開了
[00:05:58.640 --> 00:05:59.640]  沒有了
[00:05:59.640 --> 00:06:02.200]  但原本不是這樣的
[00:06:02.200 --> 00:06:03.720]  有個石頭封住
[00:06:03.720 --> 00:06:06.600]  還有兩個士兵看守著
[00:06:06.600 --> 00:06:08.280]  但現在去到不是這樣
[00:06:08.280 --> 00:06:09.000]  一去到的時候
[00:06:09.000 --> 00:06:10.760]  石頭滾開了
[00:06:10.760 --> 00:06:13.840]  並且屍體不見了
[00:06:13.840 --> 00:06:16.080]  然後那班婦女就很緊張
[00:06:16.080 --> 00:06:19.520]  馬上跑去跟門徒說
[00:06:19.520 --> 00:06:23.360]  經文說的所愛的門徒是誰呢
[00:06:23.360 --> 00:06:25.160]  其實是約翰
[00:06:25.160 --> 00:06:28.480]  當彼得和約翰知道這件事
[00:06:28.480 --> 00:06:30.560]  聽到婦女們這樣說的時候
[00:06:30.560 --> 00:06:33.400]  哇 耶穌的屍體不見了
[00:06:33.400 --> 00:06:38.520]  他們馬上跑去了解情況
[00:06:38.520 --> 00:06:41.720]  那位所愛的門徒是約翰
[00:06:41.720 --> 00:06:44.720]  約翰比彼得快到墳墓
[00:06:44.720 --> 00:06:46.120]  不知是否年輕一點
[00:06:46.120 --> 00:06:46.760]  跑得快一點
[00:06:46.760 --> 00:06:49.240]  因為彼得年紀大一點
[00:06:49.240 --> 00:06:50.840]  但他去到墳墓的門口
[00:06:50.840 --> 00:06:52.320]  只是裝進去
[00:06:52.320 --> 00:06:53.840]  裝進去的時候就看到
[00:06:53.840 --> 00:06:54.760]  細麻布
[00:06:54.760 --> 00:06:55.760]  看不到屍體
[00:06:55.760 --> 00:07:03.080]  只看到包著屍體的細麻布的根
[00:07:03.080 --> 00:07:05.600]  屍體真的不見了
[00:07:05.600 --> 00:07:06.720]  進去看的時候就沒有了
[00:07:06.720 --> 00:07:08.480]  只有果屍布在那裡
[00:07:08.480 --> 00:07:10.600]  之後彼得去到
[00:07:10.600 --> 00:07:12.280]  彼得就不一樣了
[00:07:12.280 --> 00:07:13.440]  彼得不在門口裝
[00:07:13.440 --> 00:07:15.000]  他直接走進去看
[00:07:15.000 --> 00:07:17.440]  就看到果頭根和細麻布
[00:07:17.440 --> 00:07:18.840]  是另外這樣放開的
[00:07:18.840 --> 00:07:22.520]  果頭根就是包著頭的頭根
[00:07:22.520 --> 00:07:25.160]  聖經很詳細地記錄了
[00:07:25.160 --> 00:07:26.680]  他們整個過程
[00:07:26.680 --> 00:07:27.560]  看到什麼
[00:07:27.560 --> 00:07:31.280]  東西怎麼放
[00:07:31.280 --> 00:07:33.160]  當彼得先走進去
[00:07:33.160 --> 00:07:34.840]  然後約翰先進去
[00:07:34.840 --> 00:07:36.800]  其實這個舉動也挺有趣的
[00:07:36.800 --> 00:07:37.600]  為什麼這樣說
[00:07:37.600 --> 00:07:39.000]  也挺有趣的
[00:07:39.000 --> 00:07:41.640]  也挺合乎彼得這個人設
[00:07:41.640 --> 00:07:43.640]  因為彼得在十二門徒裡面
[00:07:43.640 --> 00:07:44.960]  年紀比較大
[00:07:44.960 --> 00:07:45.640]  大哥
[00:07:45.640 --> 00:07:46.880]  什麼都先走
[00:07:46.880 --> 00:07:49.080]  什麼都要帶頭
[00:07:49.080 --> 00:07:50.120]  彼得進去後
[00:07:50.120 --> 00:07:51.120]  看到這些情況
[00:07:51.120 --> 00:07:55.320]  然後約翰就進入墳墓裡面
[00:07:55.320 --> 00:07:57.880]  但經文這樣說
[00:07:57.880 --> 00:08:00.120]  當他們兩個都進入墳墓裡面
[00:08:00.120 --> 00:08:01.040]  經文就說
[00:08:01.040 --> 00:08:04.200]  他看見就信了
[00:08:04.200 --> 00:08:05.000]  咦
[00:08:05.000 --> 00:08:06.200]  他們看到什麼
[00:08:06.200 --> 00:08:09.280]  還有信什麼呢
[00:08:09.280 --> 00:08:11.440]  彼得和約翰看到
[00:08:11.440 --> 00:08:12.640]  那個果頭根
[00:08:12.640 --> 00:08:14.080]  包頭的根
[00:08:14.080 --> 00:08:16.000]  果絲布
[00:08:16.000 --> 00:08:17.520]  在墳墓裡面
[00:08:17.520 --> 00:08:19.960]  但那個人就沒有了
[00:08:19.960 --> 00:08:22.240]  憑他們眼所見的
[00:08:22.240 --> 00:08:24.880]  他們作出了一個判斷
[00:08:24.880 --> 00:08:28.360]  就好像婦女所說的一樣
[00:08:28.360 --> 00:08:30.400]  耶穌的屍體被人偷了
[00:08:30.400 --> 00:08:32.680]  現在不見了
[00:08:32.680 --> 00:08:34.480]  不是婦女眼花
[00:08:34.480 --> 00:08:37.080]  現在連彼得和約翰進去的時候
[00:08:37.080 --> 00:08:39.240]  都看到同一樣的東西
[00:08:39.240 --> 00:08:41.360]  他們只是憑眼見的東西
[00:08:41.360 --> 00:08:42.680]  去做一個決定
[00:08:42.680 --> 00:08:46.240]  就是耶穌的身體不見了
[00:08:46.240 --> 00:08:47.560]  第九節他這樣說
[00:08:47.560 --> 00:08:50.640]  他們還不明白聖經所說
[00:08:50.640 --> 00:08:55.440]  耶穌必須從死人中復活的意思
[00:08:55.440 --> 00:08:56.280]  是的
[00:08:56.280 --> 00:08:58.080]  他們不是相信
[00:08:58.080 --> 00:08:59.640]  耶穌復活了
[00:08:59.640 --> 00:09:01.560]  他們相信他們眼見的東西
[00:09:01.560 --> 00:09:03.920]  就像婦女所說的一樣
[00:09:03.920 --> 00:09:07.280]  耶穌不見了
[00:09:07.280 --> 00:09:08.120]  這段經文
[00:09:08.120 --> 00:09:09.440]  如果大家一直讀下去
[00:09:09.440 --> 00:09:11.360]  你會發覺有很多漢見
[00:09:11.360 --> 00:09:13.520]  見到這些字
[00:09:13.520 --> 00:09:14.280]  是的
[00:09:14.280 --> 00:09:16.840]  聖經裡面也很詳細地描述
[00:09:16.840 --> 00:09:19.360]  那些果絲布怎麼擺
[00:09:19.360 --> 00:09:21.280]  裡面有些什麼
[00:09:21.280 --> 00:09:23.120]  都是在告訴我們
[00:09:23.120 --> 00:09:25.600]  其實當時的彼得和約翰
[00:09:25.600 --> 00:09:27.520]  他們憑眼見到的東西
[00:09:27.520 --> 00:09:29.080]  事實的東西
[00:09:29.080 --> 00:09:30.760]  使他們堅信
[00:09:30.760 --> 00:09:34.880]  耶穌的屍體被人偷走了
[00:09:34.880 --> 00:09:36.480]  可能我們也會問
[00:09:36.480 --> 00:09:38.400]  耶穌明明
[00:09:38.400 --> 00:09:41.200]  釘十字架之前說過
[00:09:41.200 --> 00:09:43.600]  祂會受死會復活
[00:09:43.600 --> 00:09:46.600]  也不下說過一兩次
[00:09:46.600 --> 00:09:47.760]  為什麼他們
[00:09:47.760 --> 00:09:48.720]  當他們發現
[00:09:48.720 --> 00:09:50.280]  不見了的屍體的時候
[00:09:50.280 --> 00:09:51.720]  為什麼他們不會想一下
[00:09:51.720 --> 00:09:54.320]  會不會耶穌復活了
[00:09:54.320 --> 00:09:55.680]  為什麼他們沒有這個選項
[00:09:55.680 --> 00:09:57.480]  在他們腦裡
[00:09:57.480 --> 00:09:59.040]  他們就是一不見了就覺得
[00:09:59.040 --> 00:10:01.680]  哇 耶穌的屍體被人偷走了
[00:10:01.680 --> 00:10:03.080]  但他們又不會想一下
[00:10:03.080 --> 00:10:06.200]  會不會復活了呢
[00:10:06.200 --> 00:10:09.080]  當我們回到第一節的時候
[00:10:09.080 --> 00:10:12.360]  經文說到婦女一早就去找耶穌
[00:10:12.360 --> 00:10:13.680]  目的是什麼
[00:10:13.680 --> 00:10:15.560]  好好安葬耶穌
[00:10:15.560 --> 00:10:17.720]  帶著香料
[00:10:17.720 --> 00:10:19.600]  其實說的是
[00:10:19.600 --> 00:10:21.200]  他們打從心底
[00:10:21.200 --> 00:10:24.720]  已經認定耶穌是死了
[00:10:24.720 --> 00:10:26.400]  因為兩天前
[00:10:26.400 --> 00:10:29.960]  看到耶穌被人鞭打
[00:10:29.960 --> 00:10:31.720]  被人釘十字架
[00:10:31.720 --> 00:10:34.360]  血淋淋掛在十字架上
[00:10:34.360 --> 00:10:38.520]  親眼看見耶穌斷氣
[00:10:38.520 --> 00:10:40.800]  耶穌被釘死的場面
[00:10:40.800 --> 00:10:42.520]  還歷歷在目
[00:10:42.520 --> 00:10:45.320]  很真實地放在眼前
[00:10:45.320 --> 00:10:46.400]  那一刻
[00:10:46.400 --> 00:10:48.120]  跟隨耶穌的人
[00:10:48.120 --> 00:10:50.560]  甚至是門徒
[00:10:50.560 --> 00:10:54.560]  都一個個雞飛狗走
[00:10:54.560 --> 00:10:56.800]  因為耶穌被釘死
[00:10:56.800 --> 00:10:59.040]  令他們很失望
[00:10:59.040 --> 00:11:01.800]  信仰不似預期
[00:11:01.800 --> 00:11:04.200]  本來以為耶穌是理賽
[00:11:04.200 --> 00:11:06.720]  推翻羅馬政府
[00:11:06.720 --> 00:11:08.520]  復興以色列國
[00:11:08.520 --> 00:11:12.280]  現在竟然被人釘死了
[00:11:12.280 --> 00:11:14.840]  當時他們的信心已經破產了
[00:11:14.840 --> 00:11:15.960]  可以用這個詞
[00:11:15.960 --> 00:11:19.360]  插水了 信心全失去了
[00:11:19.360 --> 00:11:21.080]  所以
[00:11:21.080 --> 00:11:23.960]  當來到墳墓裡面
[00:11:23.960 --> 00:11:26.200]  看到真的沒有一條屍體
[00:11:26.200 --> 00:11:27.440]  他們只相信
[00:11:27.440 --> 00:11:29.920]  耶穌的屍體被人偷走了
[00:11:29.920 --> 00:11:31.920]  這樣才合乎理性
[00:11:31.920 --> 00:11:35.560]  合乎邏輯
[00:11:35.560 --> 00:11:38.000]  門徒按他們眼見的事實
[00:11:38.000 --> 00:11:40.040]  看到的事情
[00:11:40.040 --> 00:11:43.080]  經過他們頭腦理性的分析
[00:11:43.080 --> 00:11:46.360]  他們認為不可能復活
[00:11:46.360 --> 00:11:50.080]  以致他們信心被激導
[00:11:50.080 --> 00:11:51.560]  甚至
[00:11:51.560 --> 00:11:55.000]  令他們回到原點
[00:11:55.000 --> 00:11:59.120]  各人都回到自己的住處
[00:11:59.120 --> 00:12:03.680]  好像當時未跟隨耶穌的時候的光景一樣
[00:12:03.680 --> 00:12:08.720]  未信主的時候的光景一樣
[00:12:08.720 --> 00:12:10.000]  門徒
[00:12:10.000 --> 00:12:11.960]  用他們理性上的看見
[00:12:11.960 --> 00:12:14.160]  頭腦上的知識
[00:12:14.160 --> 00:12:15.440]  他們認定
[00:12:15.440 --> 00:12:17.640]  耶穌已經死了
[00:12:17.640 --> 00:12:21.400]  令他們信心受到很大的打擊
[00:12:21.400 --> 00:12:26.760]  甚至他們回復到未信主的光景裡面
[00:12:26.760 --> 00:12:30.560]  因為信仰實在太不持預期
[00:12:30.560 --> 00:12:33.000]  原本所相信的
[00:12:33.000 --> 00:12:34.560]  對耶穌很有期望
[00:12:34.560 --> 00:12:35.800]  這位尼西里塞
[00:12:35.800 --> 00:12:36.920]  復興以色列國的
[00:12:36.920 --> 00:12:38.400]  現在沒有了
[00:12:38.400 --> 00:12:41.160]  有很大的落差
[00:12:41.160 --> 00:12:43.280]  弟兄姊妹
[00:12:43.280 --> 00:12:45.720]  其實有時候我們都會這樣
[00:12:45.720 --> 00:12:48.440]  如果我們只是用頭腦的知識
[00:12:48.440 --> 00:12:51.120]  用理性去理解信仰
[00:12:51.120 --> 00:12:53.400]  當我們看見眼前
[00:12:53.400 --> 00:12:54.840]  看到的事情
[00:12:54.840 --> 00:12:56.440]  不持預期
[00:12:56.440 --> 00:12:59.200]  跟我們所期望很大落差的時候
[00:12:59.200 --> 00:13:01.800]  都會很容易打擊我們的信心
[00:13:01.800 --> 00:13:04.880]  令我們都很容易回復到
[00:13:04.880 --> 00:13:10.520]  好像未信主的時候的光景
[00:13:10.520 --> 00:13:15.480]  我自己在恩福堂都默會了八年九年的時間
[00:13:15.480 --> 00:13:19.600]  都是在年輕的群體裡面去服侍
[00:13:19.600 --> 00:13:21.800]  都是有很開心的時候
[00:13:21.800 --> 00:13:24.320]  我看到你們我都很開心
[00:13:24.320 --> 00:13:27.400]  但同樣也有傷心的時候
[00:13:27.400 --> 00:13:29.280]  因為看到年輕人
[00:13:29.280 --> 00:13:31.000]  有時候跟隨主耶穌的時候
[00:13:31.000 --> 00:13:34.960]  跟著跟著就離開了信仰
[00:13:34.960 --> 00:13:39.120]  有時候我都會找一些很久沒見的年輕人
[00:13:39.120 --> 00:13:40.400]  我都會問他
[00:13:40.400 --> 00:13:41.600]  很久沒見了
[00:13:41.600 --> 00:13:45.240]  什麼原因你這麼少回來
[00:13:45.240 --> 00:13:48.040]  我聽過一個年輕人分享過
[00:13:48.040 --> 00:13:51.800]  或者我聽過幾個年輕人分享過
[00:13:51.800 --> 00:13:56.200]  他說覺得信仰幫不到他
[00:13:56.200 --> 00:14:02.120]  他覺得信仰好像可有可無
[00:14:02.120 --> 00:14:06.400]  他期望信仰能夠幫助到他
[00:14:06.400 --> 00:14:09.240]  例如他很想找一份好的工作
[00:14:09.240 --> 00:14:12.120]  但期待了很久都沒有
[00:14:12.120 --> 00:14:13.880]  或者他很想改善人際關係
[00:14:13.880 --> 00:14:16.920]  但又是期待了很久
[00:14:16.920 --> 00:14:19.800]  都好像沒有什麼改變
[00:14:19.800 --> 00:14:21.960]  好像在他人生裡面
[00:14:21.960 --> 00:14:24.560]  這位上帝離他很遠
[00:14:24.560 --> 00:14:28.880]  甚至好像很想得到的東西都得不到
[00:14:28.880 --> 00:14:34.160]  但反而人生遇到的很多挑戰和困難
[00:14:34.160 --> 00:14:36.440]  令到他很失望
[00:14:36.440 --> 00:14:40.520]  所以他都覺得不想再回教會裡面
[00:14:40.520 --> 00:14:42.680]  更甚的是
[00:14:42.680 --> 00:14:44.840]  有時候在他們的口中分享
[00:14:44.840 --> 00:14:49.000]  其實沒有回教會都沒有什麼特別
[00:14:49.000 --> 00:14:50.760]  沒有了教會的生活
[00:14:50.760 --> 00:14:51.960]  沒有了這個信仰
[00:14:51.960 --> 00:14:53.960]  其實都好像一樣
[00:14:53.960 --> 00:14:56.080]  甚至有些人會這樣說
[00:14:56.080 --> 00:14:58.040]  好像更開心了
[00:14:58.040 --> 00:15:03.160]  因為沒有了信仰這個包袱
[00:15:03.160 --> 00:15:04.680]  當然聽到這些事情
[00:15:04.680 --> 00:15:08.520]  我都會很不開心
[00:15:08.520 --> 00:15:09.680]  是的 弟姐妹
[00:15:09.680 --> 00:15:11.800]  不知道我們會不會有時候
[00:15:11.800 --> 00:15:13.920]  都會因眼前的事情
[00:15:13.920 --> 00:15:15.920]  令到我們很失望
[00:15:15.920 --> 00:15:20.600]  令到我們覺得信仰都不是期望裡面這樣的時候
[00:15:20.600 --> 00:15:22.600]  都影響我們的信心
[00:15:22.600 --> 00:15:24.600]  去質疑這個信仰
[00:15:24.600 --> 00:15:31.760]  甚至令到我們離這個信仰越來越遠
[00:15:31.760 --> 00:15:33.760]  我們再看下去
[00:15:33.760 --> 00:15:35.640]  11到15節
[00:15:35.640 --> 00:15:38.160]  我們一起讀一下經文
[00:15:38.160 --> 00:15:39.760]  好 預備起
[00:15:39.760 --> 00:15:43.280]  瑪利亞卻站在墳墓外面哭
[00:15:43.280 --> 00:15:47.160]  她哭的時候低頭往墳墓裡看
[00:15:47.160 --> 00:15:50.120]  看見兩個天使穿著白衣
[00:15:50.120 --> 00:15:53.640]  在安放耶穌身體的地方坐著
[00:15:53.640 --> 00:15:56.320]  一個在頭一個在腳
[00:15:56.320 --> 00:15:58.000]  天使對她說
[00:15:58.000 --> 00:16:00.360]  「夫人 你為什麼哭?」
[00:16:00.360 --> 00:16:01.880]  她對他們說
[00:16:01.880 --> 00:16:04.880]  「因為有人把我住而走了」
[00:16:04.880 --> 00:16:09.320]  「我不知道他們把她放在哪裡」
[00:16:09.320 --> 00:16:10.800]  說了這些話
[00:16:10.800 --> 00:16:12.400]  她轉過身來
[00:16:12.400 --> 00:16:14.880]  看見耶穌站在那裡
[00:16:14.880 --> 00:16:17.520]  卻不知道祂是耶穌
[00:16:17.520 --> 00:16:18.720]  耶穌問她
[00:16:18.720 --> 00:16:20.840]  「夫人 你為什麼哭?」
[00:16:20.840 --> 00:16:22.320]  「你找誰?」
[00:16:22.320 --> 00:16:25.520]  瑪利亞以為祂是漢原子的
[00:16:25.520 --> 00:16:26.840]  就對她說
[00:16:26.840 --> 00:16:29.840]  「先生 若是你把她移了去」
[00:16:29.840 --> 00:16:33.440]  「請告訴我 你把她放在哪裡?」
[00:16:33.440 --> 00:16:36.560]  「我去把她移回來」
[00:16:36.560 --> 00:16:40.440]  瑪利亞在墳墓的門口
[00:16:40.440 --> 00:16:43.040]  哭得很厲害
[00:16:43.040 --> 00:16:44.880]  不斷地痛哭
[00:16:44.880 --> 00:16:48.360]  一邊哭 一邊安裝墳墓
[00:16:48.360 --> 00:16:52.200]  聖經的記載也很特別
[00:16:52.200 --> 00:16:54.120]  一邊哭 一邊安裝
[00:16:54.120 --> 00:16:55.880]  其實代表什麼呢?
[00:16:55.880 --> 00:16:57.560]  又捨不得離開
[00:16:57.560 --> 00:16:59.240]  可能真的捨不得離開
[00:16:59.240 --> 00:17:01.480]  很想念耶穌這個人
[00:17:01.480 --> 00:17:02.880]  又想看清楚
[00:17:02.880 --> 00:17:04.840]  有沒有看漏眼
[00:17:04.840 --> 00:17:08.920]  又會不會傷心到哭不出來
[00:17:08.920 --> 00:17:11.720]  或者等待奇蹟出現呢?
[00:17:11.720 --> 00:17:13.200]  會不會再等一會
[00:17:13.200 --> 00:17:15.640]  耶穌的屍體會找回呢?
[00:17:15.640 --> 00:17:18.640]  我也不太肯定究竟是什麼原因
[00:17:18.640 --> 00:17:20.080]  但我肯定的是
[00:17:20.080 --> 00:17:22.440]  瑪利亞真的很傷心
[00:17:22.440 --> 00:17:23.920]  她傷心到
[00:17:23.920 --> 00:17:27.000]  她心裡只想著一件事
[00:17:27.000 --> 00:17:30.560]  就是要找回耶穌的屍體
[00:17:30.560 --> 00:17:32.480]  她傷心到被自己的情緒
[00:17:32.480 --> 00:17:35.000]  主導了她整個人
[00:17:35.000 --> 00:17:40.120]  就像阿仇在控制台上一樣
[00:17:40.120 --> 00:17:41.640]  什麼都看不到
[00:17:41.640 --> 00:17:43.240]  天使在也看不到
[00:17:43.240 --> 00:17:45.640]  什麼都不知道 沒有反應
[00:17:45.640 --> 00:17:47.200]  只是很不開心
[00:17:47.200 --> 00:17:52.280]  專注在自己的憂愁裡面
[00:17:52.280 --> 00:17:53.920]  當天使跟她說
[00:17:53.920 --> 00:17:54.840]  你為什麼哭?
[00:17:54.840 --> 00:17:56.600]  你找誰?
[00:17:56.600 --> 00:17:57.680]  發生什麼事?
[00:17:57.680 --> 00:18:00.160]  瑪利亞的回應是
[00:18:00.160 --> 00:18:02.360]  有人偷了屍體
[00:18:02.360 --> 00:18:05.800]  甚至耶穌也在
[00:18:05.800 --> 00:18:06.760]  耶穌跟她說話
[00:18:06.760 --> 00:18:09.520]  她也認不出來
[00:18:09.520 --> 00:18:10.840]  連耶穌問她
[00:18:10.840 --> 00:18:12.280]  你找誰?
[00:18:12.280 --> 00:18:14.760]  瑪利亞竟然以為她是園丁
[00:18:14.760 --> 00:18:18.160]  就是管理這個墳園的人
[00:18:18.160 --> 00:18:21.400]  而她心裡只想著一件事
[00:18:21.400 --> 00:18:23.520]  就是很想找回耶穌
[00:18:23.520 --> 00:18:24.960]  不見了耶穌
[00:18:24.960 --> 00:18:27.080]  還給我耶穌
[00:18:27.080 --> 00:18:29.880]  而這件事霸佔了她的心思
[00:18:29.880 --> 00:18:34.840]  也帶動了她的情緒
[00:18:34.840 --> 00:18:35.840]  其實也挺有趣的
[00:18:35.840 --> 00:18:38.360]  瑪利亞明明是看到天使
[00:18:38.360 --> 00:18:40.960]  但她卻沒有反應
[00:18:40.960 --> 00:18:42.000]  如果你有機會
[00:18:42.000 --> 00:18:44.080]  可以去看其他的福音書
[00:18:44.080 --> 00:18:46.600]  記載當時的天使
[00:18:46.600 --> 00:18:48.600]  身穿白衣
[00:18:48.600 --> 00:18:51.040]  面貌如同閃電
[00:18:51.040 --> 00:18:54.080]  衣服發光
[00:18:54.080 --> 00:18:58.200]  這樣也認不出來
[00:18:58.200 --> 00:19:00.120]  還有耶穌在
[00:19:00.120 --> 00:19:01.640]  她也沒有反應
