
[00:00:00.000 --> 00:00:05.280]  很感謝敬拜隊帶領我們去敬拜的時間
[00:06:58.160 --> 00:07:01.160]  我們今天有什麼提醒呢
[00:07:01.160 --> 00:07:05.160]  希望我們能夠在經文裏面給我們提醒
[00:07:05.160 --> 00:07:08.160]  我們這一刻都一起有一個祈禱
[00:07:08.160 --> 00:07:11.160]  我們同心圖告
[00:07:11.160 --> 00:07:13.160]  慈悲仁愛的天父
[00:07:13.160 --> 00:07:17.160]  我們求你今天藉著文素記第22章
[00:07:17.160 --> 00:07:21.160]  說到巴蘭的生命的時候
[00:07:21.160 --> 00:07:26.160]  都讓我們在當中能夠得到提醒和得到幫助
[00:07:26.160 --> 00:07:31.160]  求聖靈帶領我們進入神的說話當中
[00:07:31.160 --> 00:07:33.160]  我們多謝你聽我們的祈禱
[00:07:33.160 --> 00:07:35.160]  奉靠耶穌基督得聖榮致祈求
[00:07:35.160 --> 00:07:40.160]  我們先會一起看看第一個段落
[00:07:40.160 --> 00:07:44.160]  文素記第22章第1到第6節
[00:07:44.160 --> 00:07:49.160]  我們從這個段落經文裏面了解一下這件事發生的背景
[00:07:49.160 --> 00:07:54.160]  我們會一起去讀這段經文的第1到第6節
[00:07:54.160 --> 00:07:56.160]  準備我們一起讀
[00:07:56.160 --> 00:08:03.160]  以色列人起行在摩押平原約旦河東對著耶利哥安營
[00:08:03.160 --> 00:08:09.160]  西伯的兒子巴勒看見以色列向阿摩利人所做的一切
[00:08:09.160 --> 00:08:15.160]  摩押因以色列百姓這麼多非常懼怕
[00:08:15.160 --> 00:08:19.160]  摩押因以色列人的緣故就憂懼
[00:08:19.160 --> 00:08:22.160]  摩押對米甸的長老說
[00:08:22.160 --> 00:08:27.160]  現在這群人要舔盡我們四圍的一切
[00:08:27.160 --> 00:08:30.160]  好像牛舔盡田間的草一樣
[00:08:30.160 --> 00:08:35.160]  那時西伯的兒子巴勒作摩押王
[00:08:35.160 --> 00:08:39.160]  他派使者往大河附近的彼奪去
[00:08:39.160 --> 00:08:45.160]  到比爾的兒子巴蘭的家鄉趙巴蘭來說
[00:08:45.160 --> 00:08:49.160]  看那有一群百姓從埃及出來
[00:08:49.160 --> 00:08:54.160]  看那他們遮滿地面 住在我的對面
[00:08:54.160 --> 00:08:58.160]  現在請你來 為我救助這百姓
[00:08:58.160 --> 00:09:03.160]  因為他們比我強大 或許我能打敗他們
[00:09:03.160 --> 00:09:06.160]  把他們趕出此地
[00:09:06.160 --> 00:09:10.160]  因為我知道 我獲誰祝福 誰就得福
[00:09:10.160 --> 00:09:15.160]  你救助誰 誰就受救助
[00:09:15.160 --> 00:09:20.160]  這裡我們看到經文提到當時的以色列人就起行
[00:09:20.160 --> 00:09:23.160]  去到摩押的平原
[00:09:23.160 --> 00:09:27.160]  我們知道文素記分開三個大的段落
[00:09:27.160 --> 00:09:30.160]  而在摩押平原這個段落裏面
[00:09:30.160 --> 00:09:33.160]  是另一個新的段落的一個開始
[00:09:33.160 --> 00:09:38.160]  在摩押平原這群以色列人就在裏面去到安營
[00:09:38.160 --> 00:09:42.160]  而當時我們看到在地圖裏面
[00:09:42.160 --> 00:09:49.160]  大家看到圈 摩押平原對面就是耶利哥的平原
[00:09:49.160 --> 00:09:52.160]  所以在經文裏面都很清楚提到
[00:09:52.160 --> 00:09:55.160]  以色列人就住在摩押平原
[00:09:55.160 --> 00:09:59.160]  而對岸即約旦河的對岸就是耶利哥的平原
[00:09:59.160 --> 00:10:05.160]  而在耶利哥的平原裏面就是當時屬於摩押的一個範圍
[00:10:05.160 --> 00:10:08.160]  而當時摩押王巴勒
[00:10:08.160 --> 00:10:12.160]  當他看到約旦河對岸的摩押平原
[00:10:12.160 --> 00:10:16.160]  駐紮了一群很大量的以色列人群體的時候
[00:10:16.160 --> 00:10:21.160]  經文就形容他們心裏面非常之憂懼
[00:10:21.160 --> 00:10:27.160]  當時摩押王巴勒見到一群這麼龐大的以色列人就在他們的對岸
[00:10:27.160 --> 00:10:30.160]  他們當時心裏面就非常懼怕
[00:10:30.160 --> 00:10:34.160]  當時摩押王對米顛的長老說了一句話
[00:10:34.160 --> 00:10:38.160]  這群人要舔盡我們四圍的一切
[00:10:38.160 --> 00:10:43.160]  好像牛舔盡田間的草一樣
[00:10:43.160 --> 00:10:44.160]  他用一個這樣的比喻
[00:10:44.160 --> 00:10:46.160]  就是比喻到他心裏面的擔心
[00:10:46.160 --> 00:10:50.160]  就是這群以色列人就好像牛舔盡田間的草
[00:10:50.160 --> 00:10:52.160]  就是一經過草那些牛就怎樣
[00:10:52.160 --> 00:10:56.160]  就吃光草 拿走所有的一切
[00:10:56.160 --> 00:10:59.160]  所以其實當時摩押王就很擔心
[00:10:59.160 --> 00:11:04.160]  這群以色列人就會將他們所有的人 財物 生畜
[00:11:04.160 --> 00:11:06.160]  所有東西都掠奪
[00:11:06.160 --> 00:11:10.160]  但我們看到在經文裏面有沒有提及過
[00:11:10.160 --> 00:11:13.160]  以色列人有進行過任何挑釁的動作呢
[00:11:13.160 --> 00:11:14.160]  其實是沒有的
[00:11:14.160 --> 00:11:19.160]  但為什麼當時的摩押王巴勒這麼驚懼呢
[00:11:19.160 --> 00:11:24.160]  主要的原因就是當時我們再看一些經文
[00:11:24.160 --> 00:11:28.160]  就是文數的21章裏面提及過一件事
[00:11:28.160 --> 00:11:34.160]  就是當時以色列人擊敗了阿摩利王西弘這件事
[00:11:34.160 --> 00:11:39.160]  阿摩利王西弘正正是摩押王巴勒的死對頭
[00:11:39.160 --> 00:11:43.160]  當巴勒見到他這麼強大的敵人
[00:11:43.160 --> 00:11:47.160]  阿摩利王西弘都打不贏以色列人的時候
[00:11:47.160 --> 00:11:49.160]  他心裏面就很擔心
[00:11:49.160 --> 00:11:54.160]  因為他知道他們自己沒有辦法勝過這群以色列人
[00:11:54.160 --> 00:11:56.160]  所以當時的摩押王巴勒就想
[00:11:56.160 --> 00:12:01.160]  我這個強敵都不能勝過以色列人
[00:12:01.160 --> 00:12:03.160]  更何況我們自己呢
[00:12:03.160 --> 00:12:06.160]  他知道如果單靠他們的軍事力量
[00:12:06.160 --> 00:12:08.160]  是沒有辦法贏得以色列人
[00:12:08.160 --> 00:12:11.160]  於是這個摩押王巴勒就怎樣呢
[00:12:11.160 --> 00:12:14.160]  要想一些超自然的力量
[00:12:14.160 --> 00:12:18.160]  方法去對應他心裏面的那種恐懼
[00:12:18.160 --> 00:12:22.160]  這種內心的恐懼驅使當時的摩押王巴勒
[00:12:22.160 --> 00:12:25.160]  作出了一個做法
[00:12:25.160 --> 00:12:30.160]  就是他邀請當時一個很出名的咒助大師
[00:12:30.160 --> 00:12:34.160]  就是巴勒去咒助這群以色列人
[00:12:34.160 --> 00:12:38.160]  摩押王巴勒很想透過巴蘭的咒助
[00:12:38.160 --> 00:12:42.160]  令到他們有機會贏得以色列人
[00:12:42.160 --> 00:12:45.160]  這個是當時這件事的背景
[00:12:45.160 --> 00:12:48.160]  當時其實經文裏面沒有交代
[00:12:48.160 --> 00:12:50.160]  為何巴勒認識巴蘭
[00:12:50.160 --> 00:12:53.160]  其中一個極為可能的原因就是
[00:12:53.160 --> 00:12:57.160]  巴蘭已經在當時近東一帶是一個非常出名的
[00:12:57.160 --> 00:13:00.160]  是一個巫師
[00:13:00.160 --> 00:13:03.160]  或者是一個打小人的那個人
[00:13:03.160 --> 00:13:05.160]  他做的事都差不多
[00:13:05.160 --> 00:13:06.160]  因為是咒助人
[00:13:06.160 --> 00:13:10.160]  所以這個巴蘭其實在當時近東一帶已經很出名
[00:13:10.160 --> 00:13:14.160]  而當時這個巴勒也想起這個人
[00:13:14.160 --> 00:13:20.160]  考古學家在約旦河東面大約八公里的地方
[00:13:20.160 --> 00:13:26.160]  這個靠近阿博河的北岸
[00:13:26.160 --> 00:13:31.160]  阿博河是一條在摩押以北流入約旦河的一個地方
[00:13:31.160 --> 00:13:35.160]  這個地方叫做Deir al-Ara
[00:13:35.160 --> 00:13:39.160]  中文就是易代爾雅利亞這個地方
[00:13:39.160 --> 00:13:45.160]  這個遺址裏面發現了一個在灰泥牆的冥文
[00:13:45.160 --> 00:13:49.160]  這個冥文是用閃族的語言去寫
[00:13:49.160 --> 00:13:53.160]  裏面提到一個人就是比爾的兒子巴蘭
[00:13:53.160 --> 00:13:58.160]  所以這塊冥文也被稱為巴蘭的冥文
[00:13:58.160 --> 00:14:00.160]  這段冥文說了些什麼呢
[00:14:00.160 --> 00:14:04.160]  就是說到這個比爾的兒子巴蘭
[00:14:04.160 --> 00:14:10.160]  是精通占卜、法術、驅邪等等的技術
[00:14:10.160 --> 00:14:18.160]  而這個冥文背後是反映多神信仰的內容
[00:14:18.160 --> 00:14:23.160]  所以我們在後世有很多考古學家或聖經學者推斷
[00:14:23.160 --> 00:14:28.160]  這個巴蘭正正就是在文數記裏面的巴蘭
[00:14:28.160 --> 00:14:34.160]  這個人能夠和超自然界有一個溝通
[00:14:34.160 --> 00:14:36.160]  能夠做到這件事
[00:14:36.160 --> 00:14:39.160]  所以如果按照這個考古學家發現
[00:14:39.160 --> 00:14:42.160]  我們就很有理由相信這個巴蘭
[00:14:42.160 --> 00:14:47.160]  就是幫助當時摩押王巴勒的一個人
[00:14:47.160 --> 00:14:53.160]  這個人物能夠和超自然的存在打交道
[00:14:53.160 --> 00:14:57.160]  我們如果記得在聖經裏面也有一些類似的人
[00:14:57.160 --> 00:14:59.160]  如果大家記得《撒慕爾記》上
[00:14:59.160 --> 00:15:03.160]  素羅是求問一個招魂的婦人
[00:15:03.160 --> 00:15:06.160]  然後就招了撒慕爾
[00:15:06.160 --> 00:15:09.160]  即是說當時事實上是有一些人
[00:15:09.160 --> 00:15:14.160]  能夠透過一些方法和超自然界有接觸
[00:15:14.160 --> 00:15:17.160]  而這個巴蘭正正就是一個這樣的人
[00:15:17.160 --> 00:15:20.160]  而在當時也是一個很出名的人
[00:15:20.160 --> 00:15:25.160]  所以摩押王就邀請他去就在以色列
[00:15:25.160 --> 00:15:28.160]  接著我們就來到經文的第二個部分
[00:15:28.160 --> 00:15:31.160]  這個部分是比較長的經文的部分
[00:15:31.160 --> 00:15:36.160]  總共有第七節到第二十節
[00:15:36.160 --> 00:15:41.160]  我想請弟兄先幫我們讀第七節到第十四節
[00:15:41.160 --> 00:15:45.160]  接著姐妹就讀第十五到第二十節
[00:15:45.160 --> 00:15:49.160]  我們看看巴勒和巴蘭之間
[00:15:49.160 --> 00:15:53.160]  如何回應整件事
[00:15:53.160 --> 00:15:56.160]  我們先請弟兄讀第七到第十四節
[00:15:56.160 --> 00:15:57.160]  我們一起讀
[00:15:57.160 --> 00:16:00.160]  摩押的長老和米顛的長老
[00:16:00.160 --> 00:16:05.160]  手裏拿著占卜的禮金到巴蘭那裏
[00:16:05.160 --> 00:16:07.160]  將巴勒的話告訴他
[00:16:07.160 --> 00:16:09.160]  巴蘭對他們說
[00:16:09.160 --> 00:16:12.160]  今晚你們在這裏過夜
[00:16:12.160 --> 00:16:15.160]  我必照著耶和華向我說的話
[00:16:15.160 --> 00:16:17.160]  給你們答覆
[00:16:17.160 --> 00:16:21.160]  摩押的官員就在巴蘭那裏住下
[00:16:21.160 --> 00:16:24.160]  上帝臨到巴蘭那裏說
[00:16:24.160 --> 00:16:27.160]  你這裏的這些人是誰
[00:16:27.160 --> 00:16:29.160]  巴蘭對上帝說
[00:16:29.160 --> 00:16:33.160]  摩押王西勃的兒子巴勒信信給我
[00:16:33.160 --> 00:16:36.160]  摩押的長老和米顛的長老
[00:16:36.160 --> 00:16:40.160]  手裏拿著占卜的禮金到巴蘭那裏
[00:16:40.160 --> 00:16:42.160]  將巴勒的話告訴他
[00:16:42.160 --> 00:16:47.160]  看啊!從埃及出來的百姓遮滿了地面
[00:16:47.160 --> 00:16:51.160]  現在請你來為我救助他們
[00:16:51.160 --> 00:16:53.160]  或許我能打敗他們
[00:16:53.160 --> 00:16:55.160]  把他們趕走
[00:16:55.160 --> 00:16:57.160]  上帝對巴蘭說
[00:16:57.160 --> 00:16:59.160]  你不可跟他們去
[00:16:59.160 --> 00:17:01.160]  也不可救助這百姓
[00:17:01.160 --> 00:17:04.160]  因為他們是蒙福的
[00:17:04.160 --> 00:17:06.160]  巴蘭早晨起來
[00:17:06.160 --> 00:17:08.160]  對巴勒的官員說
[00:17:08.160 --> 00:17:10.160]  你們回本地去吧
[00:17:10.160 --> 00:17:14.160]  因為耶和華不允許我和你們一起去
[00:17:14.160 --> 00:17:17.160]  摩押的官員就起來
[00:17:17.160 --> 00:17:19.160]  對巴勒那裏說
[00:17:19.160 --> 00:17:22.160]  巴蘭不肯和我們一起來
[00:17:22.160 --> 00:17:24.160]  請姐妹
[00:17:24.160 --> 00:17:25.160]  好!謝謝
[00:17:25.160 --> 00:17:27.160]  這個經文的描述
[00:17:27.160 --> 00:17:30.160]  其實正正是為何我們開始的時候說
[00:17:30.160 --> 00:17:33.160]  巴蘭是一個令我們覺得很疑惑的人物
[00:17:33.160 --> 00:17:35.160]  為何疑惑呢?
[00:17:35.160 --> 00:17:42.160]  似乎巴蘭很熟悉耶和華
[00:17:42.160 --> 00:17:46.160]  但真正的情況是怎樣的一回事呢?
[00:17:46.160 --> 00:17:52.160]  我們一齊仔細去看經文裏的意思
[00:17:52.160 --> 00:17:54.160]  我們看到經文
[00:17:54.160 --> 00:17:58.160]  摩押王巴勒兩次去邀請巴蘭
[00:17:58.160 --> 00:18:03.160]  而派的人員其實是一次比一次高級的
[00:18:03.160 --> 00:18:07.160]  即是他們的規格是一次比一次高的
[00:18:07.160 --> 00:18:09.160]  去邀請巴蘭
[00:18:09.160 --> 00:18:13.160]  第一次他派的是摩押和米顛的長老
[00:18:13.160 --> 00:18:17.160]  長老當然是他們民間的一些領袖
[00:18:17.160 --> 00:18:22.160]  當時他帶著一筆很豐厚的占卜禮金
[00:18:22.160 --> 00:18:24.160]  這裏已經顯明
[00:18:24.160 --> 00:18:27.160]  其實巴蘭是善於占卜
[00:18:27.160 --> 00:18:31.160]  所以他帶著的錢是用來占卜費用的
[00:18:31.160 --> 00:18:32.160]  去見巴蘭
[00:18:32.160 --> 00:18:34.160]  巴蘭怎樣做呢?
[00:18:34.160 --> 00:18:37.160]  巴蘭叫巴勒的使者等了一晚
[00:18:37.160 --> 00:18:39.160]  並且他很淑寧地說
[00:18:39.160 --> 00:18:45.160]  「我必照著耶和華向我說的話給你們答覆」
[00:18:45.160 --> 00:18:47.160]  這句說話可圈可點
[00:18:47.160 --> 00:18:50.160]  因為似乎巴蘭很著重
[00:18:50.160 --> 00:18:55.160]  他很想知道耶和華上帝有甚麼跟他說呢?
[00:18:55.160 --> 00:18:58.160]  而上帝在經文裏確實是臨到巴蘭
[00:18:58.160 --> 00:19:01.160]  並且很清晰地跟巴蘭說了甚麼呢?
[00:19:01.160 --> 00:19:04.160]  他說「你不可以跟他們去」
[00:19:04.160 --> 00:19:07.160]  「亦都不可以就坐百姓」
[00:19:07.160 --> 00:19:09.160]  「因為他們是蒙福的」
[00:19:09.160 --> 00:19:11.160]  上帝的答覆清不清楚?
[00:19:11.160 --> 00:19:12.160]  其實很清楚
[00:19:12.160 --> 00:19:14.160]  就是告訴他們不可以去
[00:19:14.160 --> 00:19:15.160]  不可以就坐百姓
[00:19:15.160 --> 00:19:17.160]  其實是非常清晰的
[00:19:17.160 --> 00:19:21.160]  因為上帝一個確定的心意
[00:19:21.160 --> 00:19:23.160]  就是在《創世紀》第十二章
[00:19:23.160 --> 00:19:25.160]  給阿伯拉罕的應許是甚麼呢?
[00:19:25.160 --> 00:19:27.160]  「我必使你成為大國」
[00:19:27.160 --> 00:19:29.160]  「我必賜福給你」
[00:19:29.160 --> 00:19:31.160]  「使你的名為大」
[00:19:31.160 --> 00:19:32.160]  「你要使別人得福」
[00:19:32.160 --> 00:19:34.160]  「為你祝福的我必祝福給他」
[00:19:34.160 --> 00:19:37.160]  「就坐你的我必就坐他」
[00:19:37.160 --> 00:19:40.160]  「地上的萬族都必因他而得福」
[00:19:40.160 --> 00:19:43.160]  這是上帝早在《創世紀》的時候
[00:19:43.160 --> 00:19:45.160]  應許阿伯拉罕
[00:19:45.160 --> 00:19:49.160]  他的後裔必定是因著上帝的祝福
[00:19:49.160 --> 00:19:52.160]  而凡是就坐以色列的就怎樣?
[00:19:52.160 --> 00:19:55.160]  他自己就會必被就坐
[00:19:55.160 --> 00:19:57.160]  這個應許裏面很清晰的說到
[00:19:57.160 --> 00:20:01.160]  以色列人是上帝定義祝福的群體
[00:20:01.160 --> 00:20:04.160]  所以凡是就坐以色列人
[00:20:04.160 --> 00:20:06.160]  他自己會反被祝福
[00:20:06.160 --> 00:20:07.160]  反被就坐
[00:20:07.160 --> 00:20:08.160]  這個是很清楚的
[00:20:08.160 --> 00:20:11.160]  在經文裏面給我們看到一件事
[00:20:11.160 --> 00:20:15.160]  其實上帝的心意是非常非常清晰的
[00:20:15.160 --> 00:20:20.160]  但我們看到巴蘭怎樣去回應巴勒的官員
[00:20:20.160 --> 00:20:22.160]  我們就看到
[00:20:22.160 --> 00:20:26.160]  他在他的回答裏面就顯得非常之含糊
[00:20:26.160 --> 00:20:28.160]  我們再一起讀這節經文
[00:20:28.160 --> 00:20:32.160]  「巴蘭早晨起來對巴勒的官員說
[00:20:32.160 --> 00:20:34.160]  你們回本地去吧
[00:20:34.160 --> 00:20:39.160]  因為耶和華不允許我和你們一起去」
[00:20:39.160 --> 00:20:42.160]  巴蘭怎樣回答巴勒?
[00:20:42.160 --> 00:20:44.160]  你見到他的答案是怎樣?
[00:20:44.160 --> 00:20:48.160]  他只是說了事實的一半
[00:20:48.160 --> 00:20:51.160]  他只是說神不讓我去
[00:20:51.160 --> 00:20:55.160]  但他有沒有說更加重要的原因?
[00:20:55.160 --> 00:20:57.160]  沒有說
[00:20:57.160 --> 00:20:59.160]  更加重要的原因是什麼?
[00:20:59.160 --> 00:21:02.160]  是你們不可以就坐以色列百姓
[00:21:02.160 --> 00:21:04.160]  因為他們是蒙福
[00:21:04.160 --> 00:21:06.160]  在巴蘭的回應裏面我們見到
[00:21:06.160 --> 00:21:11.160]  他的回答是專門去做出一種含糊性在裏面
[00:21:11.160 --> 00:21:15.160]  為什麼這樣做呢?大家猜猜
[00:21:15.160 --> 00:21:18.160]  猜不猜得到?
[00:21:18.160 --> 00:21:21.160]  當然是拿著數
[00:21:21.160 --> 00:21:26.160]  其實他專門留下一個尾巴
[00:21:26.160 --> 00:21:29.160]  就是在過程裏面故作神秘
[00:21:29.160 --> 00:21:31.160]  其實目的是什麼?
[00:21:31.160 --> 00:21:33.160]  繼續抬高自己的身價
[00:21:33.160 --> 00:21:35.160]  繼續抬高自己的身價
