
[00:00:00.000 --> 00:00:04.400]  今日我的題目是生與死
[00:01:33.500 --> 00:01:35.500]  當耶穌再來審判的時候
[00:01:35.500 --> 00:01:37.500]  我們是否真的得著永生
[00:01:37.500 --> 00:01:45.500]  所以,亞國透過今天亞國書第二章14-26節的經文
[00:01:45.500 --> 00:01:47.500]  是要跟信徒說一件
[00:01:47.500 --> 00:01:50.500]  關乎我們每一個信徒生死的問題
[00:01:50.500 --> 00:01:52.500]  是不容忽視的
[00:01:52.500 --> 00:01:54.500]  首先,讓我們一起祈禱
[00:01:54.500 --> 00:01:59.500]  天上父神,很感謝祢
[00:01:59.500 --> 00:02:03.500]  很感謝祢知道我們的軟弱
[00:02:03.500 --> 00:02:05.500]  明白我們的需要
[00:02:05.500 --> 00:02:08.500]  所以祢賜下我們的話語
[00:02:08.500 --> 00:02:12.500]  讓我們不會因為一個美麗的誤會而失去永生
[00:02:12.500 --> 00:02:16.500]  求神祢幫助我們可以真是切切實實地明白祢的話語
[00:02:16.500 --> 00:02:18.500]  而且是在捉緊祢的英雄
[00:02:18.500 --> 00:02:21.500]  以致我們每一個都不會失落
[00:02:21.500 --> 00:02:29.500]  每一個都朝著更遠、更美、更永恆的家鄉向前進
[00:02:29.500 --> 00:02:31.500]  我們感謝神來聽我們的祈禱
[00:02:31.500 --> 00:02:33.500]  祈禱給我們奉上耶穌的特性的命求
[00:02:33.500 --> 00:02:38.500]  我們先開始
[00:02:38.500 --> 00:02:43.500]  我們一起讀經文好不好
[00:02:43.500 --> 00:02:44.500]  我們一起讀吧
[00:02:44.500 --> 00:02:45.500]  1、2、3
[00:02:45.500 --> 00:02:49.500]  我的弟兄們,若有人說自己有信心
[00:02:49.500 --> 00:02:52.500]  卻沒有行為,有什麼益處呢?
[00:02:52.500 --> 00:02:55.500]  這信心能救他嗎?
[00:02:55.500 --> 00:02:59.500]  若是弟兄或是姐妹沒有衣服穿
[00:02:59.500 --> 00:03:02.500]  又缺少日用的飲食
[00:03:02.500 --> 00:03:05.500]  你們中間有人對他們說
[00:03:05.500 --> 00:03:07.500]  平平安安地去吧
[00:03:07.500 --> 00:03:10.500]  願你們穿得暖、吃得飽
[00:03:10.500 --> 00:03:13.500]  卻不給他們身體所需要的
[00:03:13.500 --> 00:03:15.500]  這有什麼益處呢?
[00:03:15.500 --> 00:03:18.500]  信心也是這樣
[00:03:18.500 --> 00:03:21.500]  若沒有行為是死的
[00:03:21.500 --> 00:03:23.500]  但是有人說
[00:03:23.500 --> 00:03:26.500]  你有信心,我有行為
[00:03:26.500 --> 00:03:29.500]  把你沒有行為的信心給我看
[00:03:29.500 --> 00:03:34.500]  我就藉著我的行為把我的信心給你看
[00:03:34.500 --> 00:03:37.500]  你信神自有一位
[00:03:37.500 --> 00:03:39.500]  你信得很好
[00:03:39.500 --> 00:03:41.500]  連鬼魔也信
[00:03:41.500 --> 00:03:43.500]  這怕得發抖
[00:03:43.500 --> 00:03:45.500]  你這虛浮的人啊
[00:03:45.500 --> 00:03:50.500]  你願意知道沒有行為的信心是沒有用的嗎?
[00:03:50.500 --> 00:03:53.500]  我們的祖宗阿伯拉罕
[00:03:53.500 --> 00:03:56.500]  把他兒子以殺獻在壇上
[00:03:56.500 --> 00:04:00.500]  豈不是因為行得輕易嗎?
[00:04:00.500 --> 00:04:04.500]  可見信心是與他的行為相輔並行
[00:04:04.500 --> 00:04:09.500]  並且信心是因著行為才得以成全的
[00:04:09.500 --> 00:04:12.500]  這正應驗了經上所說
[00:04:12.500 --> 00:04:17.500]  阿伯拉罕信了神就算為他的兒
[00:04:17.500 --> 00:04:20.500]  他也稱為神的朋友
[00:04:20.500 --> 00:04:24.500]  這樣看來神稱而是因著行為
[00:04:24.500 --> 00:04:27.500]  不只單是因著信
[00:04:27.500 --> 00:04:29.500]  同樣,既理太合
[00:04:29.500 --> 00:04:34.500]  接待使者又放他們從另一條路出去
[00:04:34.500 --> 00:04:37.500]  不也是因為行為
[00:04:37.500 --> 00:04:41.500]  所以,就如身體沒有靈魂是死的
[00:04:41.500 --> 00:04:45.500]  信心沒有行為也是死的
[00:04:45.500 --> 00:04:50.500]  在上個月教會專題講道時
[00:04:50.500 --> 00:04:55.500]  鄭昌牧師帶大家一起看亞國書第二章一至十三節
[00:04:55.500 --> 00:04:59.500]  當中提醒信徒不能偏待人
[00:04:59.500 --> 00:05:03.500]  不可以盲目跟隨社會風氣,歧視窮人
[00:05:03.500 --> 00:05:08.500]  敬重權貴,因為神都是一視同仁,不會偏待人
[00:05:08.500 --> 00:05:14.500]  避免以貌取人或用外在條件待人
[00:05:14.500 --> 00:05:20.500]  是第一個亞國要信徒提防的試探
[00:05:20.500 --> 00:05:24.500]  接著,漠視窮人的態度
[00:05:24.500 --> 00:05:30.500]  亞國又看到當時教會流行一種只說不做的現象
[00:05:30.500 --> 00:05:34.500]  只會嘴巴跟缺乏的人說
[00:05:34.500 --> 00:05:39.500]  怨神讓你得著公認,但不願意作出任何付出
[00:05:39.500 --> 00:05:42.500]  不願意實際幫助他們
[00:05:42.500 --> 00:05:47.500]  所以亞國在二章十四至十六節提醒信徒
[00:05:47.500 --> 00:05:52.500]  不要跌落另一種試探,只會說相信神
[00:05:52.500 --> 00:05:58.500]  卻不願意作出與信仰相稱的行動
[00:05:58.500 --> 00:06:02.500]  亞國在第十四節一開始
[00:06:02.500 --> 00:06:05.500]  用了一個假設的反問語
[00:06:05.500 --> 00:06:09.500]  叫信徒好好想一想,如果一個人說自己對神有信心
[00:06:09.500 --> 00:06:15.500]  但沒有相應的行為表現,對那個人有什麼益處呢?
[00:06:15.500 --> 00:06:19.500]  他這樣的信心是否真的能夠救他呢?
[00:06:19.500 --> 00:06:24.500]  亞國這樣問,目的就是要信徒自己回答
[00:06:24.500 --> 00:06:28.500]  說沒有行為的信心對他們不但沒有好處
[00:06:28.500 --> 00:06:33.500]  更嚴重的是這樣的信心根本不能讓他們得救
[00:06:33.500 --> 00:06:37.500]  換句話說,亞國要告訴信徒
[00:06:37.500 --> 00:06:41.500]  真正的信心是使人得救的信心
[00:06:41.500 --> 00:06:45.500]  而沒有行為的信心不是真正的信心
[00:06:45.500 --> 00:06:50.500]  為了幫助信徒明白什麼是沒有行為的信心
[00:06:50.500 --> 00:06:53.500]  和為什麼是沒有用的呢?
[00:06:53.500 --> 00:07:00.500]  亞國在第十五至十六節就用了一個經常發生在他心中的例子去解釋
[00:07:00.500 --> 00:07:05.500]  就是倘若他們見到有信徒缺乏日用的衣食
[00:07:05.500 --> 00:07:08.500]  而他們只是對這些信徒說
[00:07:08.500 --> 00:07:10.500]  願你們平平安安地去吧
[00:07:10.500 --> 00:07:14.500]  求主幫助你們,穿得暖,吃得飽
[00:07:14.500 --> 00:07:18.500]  但卻不願意切實地去幫助他們
[00:07:18.500 --> 00:07:22.500]  這些說話說了就好像沒有說
[00:07:22.500 --> 00:07:25.500]  根本是沒有用的
[00:07:25.500 --> 00:07:29.500]  所以亞國在第十七節就這樣說
[00:07:29.500 --> 00:07:31.500]  信心亦都是這樣
[00:07:31.500 --> 00:07:34.500]  如果沒有行為,就是死的
[00:07:34.500 --> 00:07:36.500]  新譯本的翻譯是
[00:07:36.500 --> 00:07:39.500]  照樣,如果只有信心,沒有行為
[00:07:39.500 --> 00:07:41.500]  這個信心就是死的
[00:07:41.500 --> 00:07:46.500]  所以,只有信心,沒有行為,是沒有用的
[00:07:46.500 --> 00:07:51.500]  亞國稱這樣的所謂信心為死的信心
[00:07:51.500 --> 00:07:53.500]  就是指沒有生命的跡象
[00:07:53.500 --> 00:07:56.500]  是代表不存在的意思
[00:07:56.500 --> 00:07:59.500]  也就是說,因為不存在
[00:07:59.500 --> 00:08:02.500]  所以沒有相應行為的信心
[00:08:02.500 --> 00:08:05.500]  根本不是信心
[00:08:05.500 --> 00:08:09.500]  亞國知道對於信心的定義
[00:08:09.500 --> 00:08:11.500]  在當時教會有不同的看法
[00:08:11.500 --> 00:08:14.500]  為了幫助信徒清楚明白
[00:08:14.500 --> 00:08:17.500]  什麼才是使人得救的信心的時候
[00:08:17.500 --> 00:08:23.500]  他就在第十八節提出對信心有不同見解的信徒的異議
[00:08:23.500 --> 00:08:25.500]  並且作出回應
[00:08:25.500 --> 00:08:28.500]  原來當時有些信徒
[00:08:28.500 --> 00:08:33.500]  因為保羅寫給哥倫多教會的第一封信
[00:08:33.500 --> 00:08:37.500]  裡面提及信心是屬靈的恩賜的其中一種
[00:08:37.500 --> 00:08:40.500]  是記載在哥倫多前書第十二章九節
[00:08:40.500 --> 00:08:44.500]  他們就將信心和行為當作是不同的屬靈恩賜
[00:08:44.500 --> 00:08:48.500]  正因為聖靈隨己將恩賜分給各人
[00:08:48.500 --> 00:08:52.500]  所以他們相信有些信徒只會得到信心的恩賜
[00:08:52.500 --> 00:08:58.500]  而另一些信徒就會得到行動上能夠被人看到的恩賜
[00:08:58.500 --> 00:09:02.500]  在第十八節,亞國就說
[00:09:02.500 --> 00:09:06.500]  「但是有人說,你有信心,我有行為」
[00:09:06.500 --> 00:09:08.500]  就是這個意思
[00:09:08.500 --> 00:09:13.500]  正如保羅在哥倫多前書第十二章第七節說
[00:09:13.500 --> 00:09:19.500]  「聖靈將顯在各人身上,是要使人得益處」
[00:09:19.500 --> 00:09:22.500]  因此,即使信心是屬靈的恩賜
[00:09:22.500 --> 00:09:25.500]  也必須會被人看到
[00:09:25.500 --> 00:09:28.500]  是必須透過行動使人得益處
[00:09:28.500 --> 00:09:30.500]  所以亞國的反駁就是
[00:09:30.500 --> 00:09:32.500]  「沒錯,信心是恩賜」
[00:09:32.500 --> 00:09:35.500]  「但是你就將你沒有行為的信心給我看看」
[00:09:35.500 --> 00:09:39.500]  「我就可以透過我的行為告訴你」
[00:09:39.500 --> 00:09:41.500]  「什麼是真正的信心」
[00:09:41.500 --> 00:09:44.500]  「使人得益處的信心」
[00:09:44.500 --> 00:09:47.500]  為了幫助信徒自我檢視
[00:09:47.500 --> 00:09:51.500]  認識什麼是真正使人得救的信心
[00:09:51.500 --> 00:09:54.500]  亞國接著在第十九節指出
[00:09:54.500 --> 00:09:58.500]  另一個信徒對信心的誤解
[00:09:58.500 --> 00:10:01.500]  就是以為相信神只有一位
[00:10:01.500 --> 00:10:03.500]  和相信耶穌是尼塞亞
[00:10:03.500 --> 00:10:05.500]  即是神派來的救主
[00:10:05.500 --> 00:10:07.500]  就是得救的信心
[00:10:07.500 --> 00:10:09.500]  就像今天有些人
[00:10:09.500 --> 00:10:13.500]  以為單單相信耶穌曾經在歷史中出現過
[00:10:13.500 --> 00:10:16.500]  又或者單單相信耶穌是神的兒子
[00:10:16.500 --> 00:10:17.500]  祂很愛我們
[00:10:17.500 --> 00:10:19.500]  為我們釘在十字架上
[00:10:19.500 --> 00:10:20.500]  就是基督徒
[00:10:20.500 --> 00:10:22.500]  就可以得到永生
[00:10:22.500 --> 00:10:23.500]  我們記得
[00:10:23.500 --> 00:10:25.500]  亞國書是寫給當時
[00:10:25.500 --> 00:10:29.500]  散居在羅馬帝國不同地方的猶太信徒
[00:10:29.500 --> 00:10:31.500]  所以對於他們來說
[00:10:31.500 --> 00:10:33.500]  接受耶穌是尼塞亞
[00:10:33.500 --> 00:10:36.500]  雖然已經是一個很大的突破
[00:10:36.500 --> 00:10:38.500]  但是亞國告訴他們
[00:10:38.500 --> 00:10:41.500]  這並不是得救的信心
[00:10:41.500 --> 00:10:44.500]  在第十九節
[00:10:44.500 --> 00:10:47.500]  他以這一類的信心
[00:10:47.500 --> 00:10:50.500]  和鬼魔所信的去比較
[00:10:50.500 --> 00:10:52.500]  他告訴信徒
[00:10:52.500 --> 00:10:54.500]  其實兩者所信的
[00:10:54.500 --> 00:10:56.500]  都是大同小異
[00:10:56.500 --> 00:10:57.500]  沒有什麼分別
[00:10:57.500 --> 00:11:02.500]  因為鬼魔何況不是相信神只有一位
[00:11:02.500 --> 00:11:05.500]  也相信基督是神的獨生子嗎?
[00:11:05.500 --> 00:11:08.500]  但是他們信得戰戰兢兢
[00:11:08.500 --> 00:11:10.500]  怕得發抖
[00:11:10.500 --> 00:11:13.500]  所以在第二十節
[00:11:13.500 --> 00:11:16.500]  亞國稱那些信得不清不楚的人
[00:11:16.500 --> 00:11:18.500]  為虛浮的人
[00:11:18.500 --> 00:11:20.500]  即是信得很徒勞
[00:11:20.500 --> 00:11:21.500]  白費
[00:11:21.500 --> 00:11:24.500]  沒有意義的意思
[00:11:24.500 --> 00:11:27.500]  亦正因為他們的不信
[00:11:27.500 --> 00:11:31.500]  他們的信心根本不會有行為
[00:11:31.500 --> 00:11:34.500]  所以這種信心是沒有用
[00:11:34.500 --> 00:11:36.500]  不能夠使他們得救
[00:11:36.500 --> 00:11:38.500]  亦即是沒有價值
[00:11:38.500 --> 00:11:44.500]  透過二章十八至二十節
[00:11:44.500 --> 00:11:46.500]  亞國在此呼籲信徒
[00:11:46.500 --> 00:11:49.500]  要提防有害無益的信心
[00:11:49.500 --> 00:11:53.500]  同樣我們對救恩和使人得救的信心
[00:11:53.500 --> 00:11:55.500]  只是一知半解
[00:11:55.500 --> 00:11:58.500]  我們的收場亦都可能
[00:11:58.500 --> 00:12:01.500]  和鬼魔的收場沒有什麼分別
[00:12:02.500 --> 00:12:05.500]  亞國在此所說的信心
[00:12:05.500 --> 00:12:07.500]  又是指什麼信心呢?
[00:12:07.500 --> 00:12:10.500]  從亞國的用詞
[00:12:10.500 --> 00:12:14.500]  從此被翻譯成信心的原文去理解
[00:12:14.500 --> 00:12:17.500]  除了指在認知的層面
[00:12:17.500 --> 00:12:20.500]  代表要堅信神的存在
[00:12:20.500 --> 00:12:23.500]  萬有的創造者和統治者
[00:12:23.500 --> 00:12:26.500]  和堅信我們要透過
[00:12:26.500 --> 00:12:28.500]  藉著基督在神的國度
[00:12:28.500 --> 00:12:30.500]  得著永恆的救恩之外
[00:12:30.500 --> 00:12:33.500]  信心的內容亦都包含了
[00:12:33.500 --> 00:12:37.500]  人對神的信靠和信服
[00:12:37.500 --> 00:12:40.500]  即是相信祂的啟示
[00:12:40.500 --> 00:12:42.500]  相信祂的說話是真理
[00:12:42.500 --> 00:12:46.500]  並且願意將生命的主權交給祂
[00:12:46.500 --> 00:12:47.500]  我們經常說
[00:12:47.500 --> 00:12:50.500]  認耶穌是救主和生命的主
[00:12:50.500 --> 00:12:52.500]  但不單止是嘴巴說
[00:12:52.500 --> 00:12:55.500]  亦都願意履行祂一切的教導
[00:12:55.500 --> 00:12:57.500]  如果是這樣的時候
[00:12:57.500 --> 00:12:59.500]  回到第十五節
[00:12:59.500 --> 00:13:01.500]  之前說的十五節
[00:13:01.500 --> 00:13:02.500]  亞國講解什麼是
[00:13:02.500 --> 00:13:06.500]  使人得救的信心的第一個例子
[00:13:06.500 --> 00:13:08.500]  如果我們願意遵行神叫我們
[00:13:08.500 --> 00:13:11.500]  要愛人如己的命令
[00:13:11.500 --> 00:13:14.500]  又或者相信在馬太福音第25章
[00:13:14.500 --> 00:13:17.500]  綿羊和山羊的比喻當中
[00:13:17.500 --> 00:13:19.500]  耶穌告訴信徒
[00:13:19.500 --> 00:13:22.500]  當我們願意幫助弟兄當中
[00:13:22.500 --> 00:13:25.500]  最少的一個就是坐在他身上
[00:13:25.500 --> 00:13:27.500]  而到了審判的日子
[00:13:27.500 --> 00:13:31.500]  主亦必然按著我們所作的報應我們的時候
[00:13:31.500 --> 00:13:34.500]  當我們看到有需要幫助的肢體
[00:13:34.500 --> 00:13:37.500]  我們就會以行動去回應
[00:13:37.500 --> 00:13:40.500]  就算我們能力有限
[00:13:40.500 --> 00:13:45.500]  我們都可以想辦法幫助去找其他的支援
[00:13:45.500 --> 00:13:47.500]  而不是漠視不理
[00:13:47.500 --> 00:13:51.500]  又或者單從物質的角度去想一想
[00:13:51.500 --> 00:13:53.500]  或者去看一下
[00:13:53.500 --> 00:13:55.500]  就算我們所擁有的不多
[00:13:55.500 --> 00:13:58.500]  甚至可能是剛剛足夠
[00:13:58.500 --> 00:14:02.500]  倘若我們仍然願意將僅有的
[00:14:02.500 --> 00:14:06.500]  和有更大需要的人去分享的時候
[00:14:06.500 --> 00:14:09.500]  我們是否信得過神
[00:14:09.500 --> 00:14:12.500]  會讓我們不自缺乏呢
[00:14:12.500 --> 00:14:18.500]  最後亞國用了兩個救藥人物
[00:14:18.500 --> 00:14:23.500]  以行為回應和證明他們對神的信靠的例子
[00:14:23.500 --> 00:14:28.500]  來解釋什麼是使人得救的信心
[00:14:28.500 --> 00:14:31.500]  第一個就是他們的祖先阿伯拉罕
[00:14:31.500 --> 00:14:35.500]  還記得神應許阿伯拉罕要讓他的後裔
[00:14:35.500 --> 00:14:42.500]  好像天上的星和地上的沙一樣
[00:14:42.500 --> 00:14:45.500]  當阿伯拉罕75歲的時候
[00:14:45.500 --> 00:14:48.500]  他和太太撒萊
[00:14:48.500 --> 00:14:50.500]  仍然沒有弟弟
[00:14:50.500 --> 00:14:54.500]  他們等了足足25年
[00:14:54.500 --> 00:14:59.500]  過了撒拉可生育的歲數期間
[00:14:59.500 --> 00:15:02.500]  也經歷了很多波折和艱難
[00:15:02.500 --> 00:15:04.500]  才生了以撒
[00:15:04.500 --> 00:15:06.500]  但沒有想到
[00:15:06.500 --> 00:15:09.500]  神竟然叫阿伯拉罕將以撒
[00:15:09.500 --> 00:15:12.500]  作為祭身獻給他
[00:15:12.500 --> 00:15:15.500]  在《創世紀》22章裡告訴我們
[00:15:15.500 --> 00:15:19.500]  阿伯拉罕並沒有和神議論這件事
[00:15:19.500 --> 00:15:21.500]  相反的
[00:15:21.500 --> 00:15:24.500]  他第二天一大早就起來
[00:15:24.500 --> 00:15:27.500]  帶著以撒去神叫他去的地方
[00:15:27.500 --> 00:15:30.500]  預備將以撒獻給神
[00:15:30.500 --> 00:15:35.500]  當然最後神阻止了阿伯拉罕
[00:15:35.500 --> 00:15:40.500]  因為神只是想試驗阿伯拉罕對他的信心
[00:15:40.500 --> 00:15:44.500]  但正因為阿伯拉罕沒有猶豫沒有反抗
[00:15:44.500 --> 00:15:48.500]  雖然看似不合理甚至不近人情
[00:15:48.500 --> 00:15:51.500]  的要求
[00:15:51.500 --> 00:15:55.500]  但阿伯拉罕仍然願意信服神的命令
[00:15:55.500 --> 00:15:58.500]  所以在第23節
[00:15:58.500 --> 00:16:01.500]  雅各告訴我們
[00:16:01.500 --> 00:16:05.500]  阿伯拉罕對神的信心行動
[00:16:05.500 --> 00:16:07.500]  正正證實了經上
[00:16:07.500 --> 00:16:11.500]  即是指《創世紀》15章6節所說的
[00:16:11.500 --> 00:16:13.500]  阿伯拉罕信神
[00:16:13.500 --> 00:16:15.500]  這就算為他的義
[00:16:15.500 --> 00:16:17.500]  也因為這樣
[00:16:17.500 --> 00:16:22.500]  雅各得出在第21至22節的結論
[00:16:22.500 --> 00:16:24.500]  就是因為阿伯拉罕的行為
[00:16:24.500 --> 00:16:27.500]  證實了他對神的信心
[00:16:27.500 --> 00:16:32.500]  所以他也是因為這個行為得稱為義
[00:16:32.500 --> 00:16:36.500]  第二個舊約人物的例子
[00:16:36.500 --> 00:16:39.500]  就是妓女拉合
[00:16:39.500 --> 00:16:44.500]  她不單是一個被當事人看為卑賤
[00:16:44.500 --> 00:16:47.500]  她更是一個愛邦人
[00:16:47.500 --> 00:16:51.500]  但就連一個本來不認識神
[00:16:51.500 --> 00:16:54.500]  被猶太人看為卑賤
[00:16:54.500 --> 00:16:57.500]  住在耶利哥城的女子拉合
[00:16:57.500 --> 00:17:01.500]  因為聽見神是怎樣帶領那些以色列人出埃及
[00:17:01.500 --> 00:17:03.500]  而相信神的能力
[00:17:03.500 --> 00:17:08.500]  並且相信祂要讓祂的子民得著耶利哥城
[00:17:08.500 --> 00:17:11.500]  為了要自保
[00:17:11.500 --> 00:17:16.500]  拉合就作出了信心的行動
[00:17:16.500 --> 00:17:20.500]  幫助約書亞派來的兩個探子去投跑
[00:17:20.500 --> 00:17:23.500]  因為她這個信心的行動
[00:17:23.500 --> 00:17:25.500]  她救了自己
[00:17:25.500 --> 00:17:27.500]  又救了她的家人
[00:17:27.500 --> 00:17:29.500]  所以雅各在經文中說
[00:17:29.500 --> 00:17:31.500]  拉合這個愛邦女子
[00:17:31.500 --> 00:17:37.500]  也不是因為行為而稱義嗎?
[00:17:38.500 --> 00:17:43.500]  雅各最後在第26節總結
[00:17:43.500 --> 00:17:45.500]  他說
[00:17:45.500 --> 00:17:47.500]  沒有相應行為的信心
[00:17:47.500 --> 00:17:51.500]  比喻為沒有靈魂的身體
[00:17:51.500 --> 00:17:53.500]  兩者都是死的
[00:17:53.500 --> 00:17:56.500]  是不存在的
[00:17:56.500 --> 00:17:58.500]  所以無論是猶太人
[00:17:58.500 --> 00:17:59.500]  愛邦人
[00:17:59.500 --> 00:18:01.500]  是有名望的
[00:18:01.500 --> 00:18:03.500]  或是被人看為卑賤的
[00:18:03.500 --> 00:18:05.500]  神都要拯救
[00:18:05.500 --> 00:18:07.500]  神都不偏待人
[00:18:07.500 --> 00:18:10.500]  只要他們能以行為來活出
[00:18:10.500 --> 00:18:12.500]  他們對神的信心
[00:18:12.500 --> 00:18:15.500]  神都要賜他們救恩
[00:18:15.500 --> 00:18:19.500]  都要稱他們為義人
[00:18:19.500 --> 00:18:21.500]  弟兄姊妹
[00:18:21.500 --> 00:18:23.500]  在開始的時候我提過
[00:18:23.500 --> 00:18:28.500]  雅各寫二章14至26節的目的
[00:18:28.500 --> 00:18:30.500]  是要提醒信徒
[00:18:30.500 --> 00:18:32.500]  不要單
[00:18:32.500 --> 00:18:35.500]  跌進去只會說相信神
[00:18:35.500 --> 00:18:40.500]  卻不願意作出與信仰相稱的行動
[00:18:40.500 --> 00:18:42.500]  很多時候
[00:18:42.500 --> 00:18:45.500]  信徒未能作出與信仰相稱的行動
[00:18:45.500 --> 00:18:48.500]  是因為他們只有頭腦的知識
[00:18:48.500 --> 00:18:50.500]  不是真的信心
[00:18:50.500 --> 00:18:53.500]  又或者是因為他們信歪了
[00:18:53.500 --> 00:18:58.500]  不明白什麼是真正使人得救的信心
[00:18:58.500 --> 00:19:00.500]  但無論是哪一樣
[00:19:00.500 --> 00:19:03.500]  兩者的信都是死的
[00:19:03.500 --> 00:19:05.500]  都是沒有價值的
[00:19:05.500 --> 00:19:08.500]  都是不能夠使人真正得救的
[00:19:08.500 --> 00:19:10.500]  雅各在這裡的教導
[00:19:10.500 --> 00:19:12.500]  並不是要責備信徒
[00:19:12.500 --> 00:19:15.500]  又或者要定他們的罪
[00:19:15.500 --> 00:19:18.500]  相反的是要提醒信徒
[00:19:18.500 --> 00:19:21.500]  提供他們一個檢視的方法
[00:19:21.500 --> 00:19:24.500]  就是透過自己的行為
[00:19:24.500 --> 00:19:27.500]  來檢視自己所信的是什麼
[00:19:27.500 --> 00:19:30.500]  來留意自己有沒有在不知不覺當中
[00:19:30.500 --> 00:19:33.500]  跌進去只會說信仰
[00:19:33.500 --> 00:19:37.500]  卻不願意實踐信仰的試探
[00:19:37.500 --> 00:19:41.500]  不知道大家有沒有看過一本書
[00:19:41.500 --> 00:19:43.500]  叫做《A for 信徒》呢?
[00:19:43.500 --> 00:19:45.500]  有沒有?
[00:19:45.500 --> 00:19:47.500]  有些人又笑
[00:19:47.500 --> 00:19:49.500]  不知道是代表有還是沒有
[00:19:49.500 --> 00:19:50.500]  可能是未有
[00:19:50.500 --> 00:19:52.500]  我們教會有得借的
[00:19:52.500 --> 00:19:54.500]  在圖書館那裡
[00:19:54.500 --> 00:19:58.500]  中文叫做《A for 信徒》
[00:19:58.500 --> 00:20:01.500]  英文叫做《The Christian Atheist》
[00:20:01.500 --> 00:20:04.500]  如果直譯為《The Christian Atheist》
[00:20:04.500 --> 00:20:08.500]  就是代表無神論的基督徒
[00:20:08.500 --> 00:20:11.500]  是不是很矛盾呢?
[00:20:11.500 --> 00:20:14.500]  基督徒竟然是無神論
[00:20:14.500 --> 00:20:18.500]  但當你慢慢看裡面的故事的時候
[00:20:18.500 --> 00:20:20.500]  就發覺其實裡面所說的話
[00:20:20.500 --> 00:20:22.500]  是很真實的
[00:20:22.500 --> 00:20:25.500]  裡面其中有一個章節
[00:20:25.500 --> 00:20:28.500]  是說相信神
[00:20:28.500 --> 00:20:32.500]  但不相信祈禱的能力
[00:20:32.500 --> 00:20:35.500]  不知道我們有沒有曾經試過呢?
[00:20:35.500 --> 00:20:37.500]  其實我試過
[00:20:37.500 --> 00:20:40.500]  說回那個故事說什麼
[00:20:40.500 --> 00:20:43.500]  那裡說到一間教會
[00:20:43.500 --> 00:20:45.500]  那目的地是一個區
[00:20:45.500 --> 00:20:47.500]  不是太好的區
[00:20:47.500 --> 00:20:49.500]  所以旁邊就剛好有一間酒吧
[00:20:49.500 --> 00:20:51.500]  經常都有酒鬼
[00:20:51.500 --> 00:20:53.500]  在那裡搞事
[00:20:53.500 --> 00:20:56.500]  他們覺得不是很好的風化
[00:20:56.500 --> 00:20:58.500]  很多人喝酒
[00:20:58.500 --> 00:21:01.500]  那目的地就發起
[00:21:01.500 --> 00:21:03.500]  叫大英姐妹一起
[00:21:03.500 --> 00:21:07.500]  希望神把酒吧帶走
[00:21:07.500 --> 00:21:09.500]  以致人們可以歸向基督
[00:21:09.500 --> 00:21:11.500]  不要試酒
[00:21:11.500 --> 00:21:14.500]  為了這件事去祈禱
[00:21:14.500 --> 00:21:17.500]  他們真的有一整晚去祈禱
[00:21:17.500 --> 00:21:20.500]  為了這件事不斷去祈禱
[00:21:20.500 --> 00:21:22.500]  幾個星期
[00:21:22.500 --> 00:21:25.500]  突然有一天又是走雷閃電
[00:21:25.500 --> 00:21:28.500]  這次走雷閃電
