
[00:00:00.000 --> 00:00:02.000]  今天是一年一度的清少主日
[00:02:35.600 --> 00:02:37.920]  每一年的年輕人都有暑假
[00:02:37.920 --> 00:02:39.520]  當到了暑假的時候
[00:02:39.520 --> 00:02:41.760]  他也會再一次重新去立志
[00:02:41.760 --> 00:02:44.160]  他去做一個主的門徒
[00:02:44.160 --> 00:02:45.920]  我會發現的是
[00:02:45.920 --> 00:02:48.240]  生命好像在一種
[00:02:48.240 --> 00:02:50.320]  我立志去做主的門徒
[00:02:50.320 --> 00:02:52.080]  以及經歷生活摧殘
[00:02:52.080 --> 00:02:53.840]  令我們變成喪屍一樣的
[00:02:53.840 --> 00:02:55.840]  這兩者之間在掙扎
[00:02:55.840 --> 00:02:58.000]  突然間我會說
[00:02:58.000 --> 00:02:59.680]  年輕人有這樣的狀況
[00:02:59.680 --> 00:03:02.160]  確實我們成年人也一樣
[00:03:02.160 --> 00:03:05.120]  生命裡面可能面對著很多不同的衝擊
[00:03:05.120 --> 00:03:07.760]  工作、家庭、侍奉
[00:03:07.760 --> 00:03:09.520]  我們也會經歷很多不同的夢
[00:03:09.520 --> 00:03:12.080]  我們經常說我們要為主去發光
[00:03:12.080 --> 00:03:15.360]  但同一時間我們經歷這些人生的摧殘的時候
[00:03:15.360 --> 00:03:18.480]  可能我們也會像年輕人一樣變成一個喪屍
[00:03:18.480 --> 00:03:22.000]  我們在這兩者之間不停地在掙扎
[00:03:22.000 --> 00:03:23.280]  究竟要怎麼做呢?
[00:03:23.280 --> 00:03:24.560]  我會問的是
[00:03:24.560 --> 00:03:27.600]  透過《掃羅》的故事
[00:03:27.600 --> 00:03:29.600]  很想我們一起去找答案
[00:03:29.600 --> 00:03:31.360]  我們去問的是
[00:03:31.360 --> 00:03:33.440]  我們如何從一隻喪屍
[00:03:33.440 --> 00:03:35.520]  變成真真正正
[00:03:35.520 --> 00:03:38.320]  我們為主發光的門徒呢?
[00:03:38.320 --> 00:03:40.320]  今天經文的主角
[00:03:40.320 --> 00:03:42.320]  是掃羅和阿拿利亞
[00:03:42.320 --> 00:03:44.880]  掃羅就是之後的保羅
[00:03:44.880 --> 00:03:45.840]  很特別的
[00:03:45.840 --> 00:03:47.360]  我們看在經文裡面
[00:03:47.360 --> 00:03:50.240]  是使徒行傳一個很大的轉捩點
[00:03:50.240 --> 00:03:53.040]  使徒行傳的頭幾章在說什麼呢?
[00:03:53.040 --> 00:03:54.880]  在說聖靈降臨的時候
[00:03:54.880 --> 00:03:56.640]  使徒行了很多的事蹟
[00:03:56.640 --> 00:03:58.080]  不過同一時間
[00:03:58.080 --> 00:04:00.960]  當時的逼迫也很強烈
[00:04:00.960 --> 00:04:03.760]  有很多信徒被打死、被捉拿
[00:04:03.760 --> 00:04:06.400]  但是同一時間因為聖靈的工作
[00:04:06.400 --> 00:04:09.440]  福音就越來越廣傳
[00:04:09.440 --> 00:04:10.640]  很特別
[00:04:10.640 --> 00:04:14.000]  掃羅其實在我們今天看的經文之前
[00:04:14.000 --> 00:04:15.520]  也已經出現過了
[00:04:15.520 --> 00:04:18.720]  其實說他是一個很強烈逼迫教會的人
[00:04:18.720 --> 00:04:21.680]  他在七章的時候
[00:04:21.680 --> 00:04:25.600]  他有說他見證著使徒犯被打死
[00:04:25.600 --> 00:04:28.080]  可以說是使徒犯被打死的幫兇
[00:04:28.080 --> 00:04:29.360]  到了第八節
[00:04:29.360 --> 00:04:31.600]  繼續說他捉拿信徒
[00:04:31.600 --> 00:04:32.880]  拉他們去坐牢
[00:04:32.880 --> 00:04:34.960]  一心很想消滅教會
[00:04:34.960 --> 00:04:38.240]  我們今天就去看看掃羅的生命
[00:04:38.240 --> 00:04:40.240]  都帶給我們什麼提醒
[00:04:40.240 --> 00:04:42.720]  今天經文是使徒行傳的九章
[00:04:42.720 --> 00:04:45.200]  一至十九節
[00:04:45.200 --> 00:04:47.040]  我們先讀一至九節
[00:04:47.040 --> 00:04:48.240]  很想邀請大家一起讀
[00:04:48.240 --> 00:04:49.280]  準備起
[00:04:49.280 --> 00:04:51.600]  當大家讀剛才那幾節的經文裡面
[00:04:51.600 --> 00:04:55.840]  我們會看到掃羅當時也一直迫害教會
[00:04:55.840 --> 00:05:00.240]  經文裡面說他威脅信奉主耶穌的人
[00:05:00.240 --> 00:05:02.800]  要他們放棄信仰
[00:05:02.800 --> 00:05:04.640]  要不然就監禁他們
[00:05:04.640 --> 00:05:06.240]  甚至殺害他們
[00:05:06.240 --> 00:05:08.240]  當時耶路撒冷的教會
[00:05:08.240 --> 00:05:10.720]  其實受著很大很大的逼迫
[00:05:10.720 --> 00:05:13.120]  然後有很多門徒就四散
[00:05:13.120 --> 00:05:15.680]  然後就逃到大馬士革去定居
[00:05:15.680 --> 00:05:19.520]  所以掃羅當時經文說他去見大祭司
[00:05:19.520 --> 00:05:23.360]  很想將迫害基督徒的範圍擴大
[00:05:23.360 --> 00:05:25.600]  希望得到會堂的幫助
[00:05:25.600 --> 00:05:28.480]  去捉那些信徒繼續捉回耶路撒冷
[00:05:28.480 --> 00:05:31.040]  不過當我們剛才看經文的時候
[00:05:31.040 --> 00:05:32.560]  到了第三節
[00:05:32.560 --> 00:05:34.640]  成為了一個很大的轉捩點
[00:05:34.640 --> 00:05:37.440]  正正他在去大馬士革的路上
[00:05:37.440 --> 00:05:40.000]  突然間有一道光包圍著保羅
[00:05:40.000 --> 00:05:42.080]  保羅就跌倒在地
[00:05:42.080 --> 00:05:43.920]  然後有聲音問保羅
[00:05:43.920 --> 00:05:45.920]  為什麼要逼迫他
[00:05:45.920 --> 00:05:47.440]  對於這把聲音
[00:05:47.440 --> 00:05:49.600]  保羅當時覺得很迷茫
[00:05:49.600 --> 00:05:52.080]  為什麼有人會逼迫他呢?
[00:05:52.080 --> 00:05:54.320]  他不知道怎麼去回應
[00:05:54.320 --> 00:05:58.160]  之後耶穌就展露了他的身份
[00:05:58.160 --> 00:06:01.920]  他說:我就是你所迫害的耶穌
[00:06:01.920 --> 00:06:05.600]  我們嘗試一下代入保羅的處境
[00:06:05.600 --> 00:06:07.120]  對於保羅來說
[00:06:07.120 --> 00:06:08.800]  他的背景是什麼呢?
[00:06:08.800 --> 00:06:12.240]  當我們看《肥納比書》三章五到六節的時候
[00:06:12.240 --> 00:06:13.440]  我們看到保羅說
[00:06:13.440 --> 00:06:15.040]  他是一個法利賽人
[00:06:15.040 --> 00:06:16.160]  按著他的背景
[00:06:16.160 --> 00:06:18.000]  其實他一直都很信神的
[00:06:18.000 --> 00:06:21.920]  甚至摩西律法成為了他信仰的核心
[00:06:21.920 --> 00:06:23.440]  我想對於保羅來說
[00:06:23.440 --> 00:06:25.760]  他覺得他自己沒有逼迫神
[00:06:25.760 --> 00:06:27.760]  他覺得他嚴守律法
[00:06:27.760 --> 00:06:30.640]  一向為所信的耶和華大發熱心
[00:06:30.640 --> 00:06:33.200]  他覺得自己為神做了很多的事情
[00:06:33.200 --> 00:06:36.960]  他覺得自己是最明白神的那個
[00:06:36.960 --> 00:06:42.080]  他覺得是那些跟隨耶穌的基督徒迷失而已
[00:06:42.080 --> 00:06:44.960]  不過在大馬士革的路上
[00:06:44.960 --> 00:06:48.160]  耶穌問:你為什麼逼迫我?
[00:06:48.160 --> 00:06:51.040]  素羅那一刻才發現的是
[00:06:51.040 --> 00:06:53.360]  原來他一直看不見
[00:06:53.360 --> 00:06:54.400]  他信神
[00:06:54.400 --> 00:06:57.520]  但是他不知道耶穌基督是主
[00:06:57.520 --> 00:06:59.040]  他用了他的熱心
[00:06:59.040 --> 00:07:02.160]  放在逼迫的信徒上
[00:07:02.160 --> 00:07:03.280]  之後
[00:07:03.280 --> 00:07:05.200]  耶穌給了他兩個命令
[00:07:05.200 --> 00:07:08.000]  叫他起來到大馬士革
[00:07:08.000 --> 00:07:10.960]  就會有人指示他當做的事
[00:07:10.960 --> 00:07:12.560]  當素羅起來的時候
[00:07:12.560 --> 00:07:14.000]  我們看經文都會看到
[00:07:14.000 --> 00:07:15.040]  他想睜大眼
[00:07:15.040 --> 00:07:16.400]  但是被主光照之後
[00:07:16.400 --> 00:07:18.240]  他再也看不見了
[00:07:18.240 --> 00:07:20.000]  保羅想看見
[00:07:20.000 --> 00:07:21.760]  但是他看不見
[00:07:21.760 --> 00:07:23.600]  我想這個看不見
[00:07:23.600 --> 00:07:27.120]  不單單是說他身體上的看不見
[00:07:27.120 --> 00:07:32.800]  更加是在描述他屬靈生命上的一直看不見
[00:07:32.800 --> 00:07:36.240]  素羅自以為自己最認識主
[00:07:36.240 --> 00:07:38.560]  他自以為他一直最信神
[00:07:38.560 --> 00:07:40.240]  為神做了很多事
[00:07:40.240 --> 00:07:44.480]  不過他帶著自己的想法去看信仰
[00:07:44.480 --> 00:07:48.480]  他覺得守律法就是他生命的核心
[00:07:48.480 --> 00:07:52.000]  不過他一直看不見耶穌
[00:07:52.000 --> 00:07:53.440]  弟子們
[00:07:53.440 --> 00:07:55.280]  問問我們自己的生命
[00:07:55.280 --> 00:07:58.720]  我們有沒有像素羅一樣
[00:07:58.720 --> 00:08:00.000]  是什麼呢?
[00:08:00.000 --> 00:08:02.720]  可能我們有時候帶著自己的眼光
[00:08:02.720 --> 00:08:04.240]  去看信仰
[00:08:04.240 --> 00:08:08.000]  甚至當我們用自己的想法去詮釋信仰的時候
[00:08:08.000 --> 00:08:09.760]  帶回生活中的時候
[00:08:09.760 --> 00:08:11.920]  可能都用了自己的方法
[00:08:11.920 --> 00:08:12.960]  去生活
[00:08:12.960 --> 00:08:15.360]  去活現我們的信仰
[00:08:15.360 --> 00:08:16.400]  舉個例子
[00:08:16.400 --> 00:08:18.000]  可能我們信了主很久
[00:08:18.000 --> 00:08:20.240]  我們每個星期都保持教會
[00:08:20.240 --> 00:08:23.120]  甚至我們很熱心地在教會侍奉
[00:08:23.120 --> 00:08:24.640]  可能我們參與敬拜隊
[00:08:24.640 --> 00:08:25.600]  做組長
[00:08:25.600 --> 00:08:26.480]  做隊長
[00:08:26.480 --> 00:08:27.200]  做執事
[00:08:27.200 --> 00:08:28.800]  甚至我們做牧者的
[00:08:28.800 --> 00:08:30.480]  我們都會為信仰
[00:08:30.480 --> 00:08:32.320]  為教會放上很多很多
[00:08:32.320 --> 00:08:34.080]  做了很多事
[00:08:34.080 --> 00:08:35.040]  不過
[00:08:35.040 --> 00:08:38.000]  會不會反思我們自己信仰生命的時候
[00:08:38.000 --> 00:08:40.560]  很多時候我們都會用了自己的方法
[00:08:40.560 --> 00:08:42.000]  去看這個信仰
[00:08:42.000 --> 00:08:43.760]  去理解這個信仰
[00:08:43.760 --> 00:08:46.720]  當我們用了自己的方法去這樣看的時候
[00:08:46.720 --> 00:08:48.480]  帶回到生活中
[00:08:48.480 --> 00:08:52.720]  很多時候我們都仍然是用自己的方法去生活
[00:08:52.720 --> 00:08:54.480]  我們有時候可能會問神
[00:08:54.480 --> 00:08:57.440]  為什麼神不幫我們處理工作上的事情呢?
[00:08:57.440 --> 00:09:00.240]  為什麼神不幫我們處理關係上的事情呢?
[00:09:00.240 --> 00:09:03.600]  為什麼神不幫我們處理家裡上的事情呢?
[00:09:03.600 --> 00:09:04.800]  舉個例子
[00:09:04.800 --> 00:09:06.640]  可能我們面對工作的時候
[00:09:06.640 --> 00:09:07.600]  我們會問的是
[00:09:07.600 --> 00:09:11.120]  為什麼神不幫我們處理公司裡的人事問題
[00:09:11.120 --> 00:09:12.560]  可能在關係上
[00:09:12.560 --> 00:09:15.920]  為什麼神不幫我處理那個人的心
[00:09:15.920 --> 00:09:17.280]  在家裡上
[00:09:17.280 --> 00:09:20.160]  神為什麼不幫我改變那個家人
[00:09:20.160 --> 00:09:21.440]  在生命上
[00:09:21.440 --> 00:09:23.360]  可能我們都會問的是
[00:09:23.360 --> 00:09:25.200]  究竟其實
[00:09:25.200 --> 00:09:27.840]  為什麼神不幫我們做那些事情
[00:09:27.840 --> 00:09:30.400]  慢慢地我們的生命會是怎麼樣呢?
[00:09:30.400 --> 00:09:32.640]  可能我們仍然在生活上
[00:09:32.640 --> 00:09:35.520]  在工作上我們跟同事有很多的比較
[00:09:35.520 --> 00:09:36.560]  甚至我們會覺得的是
[00:09:36.560 --> 00:09:38.320]  那些同事幫不到我的時候
[00:09:38.320 --> 00:09:40.640]  我就不需要跟他們建立關係
[00:09:40.640 --> 00:09:42.240]  可能在關係上
[00:09:42.240 --> 00:09:45.520]  我們會要求對方完全聽我所說的話
[00:09:45.520 --> 00:09:48.640]  甚至用情緒去操控對方
[00:09:48.640 --> 00:09:49.760]  在家裡上
[00:09:49.760 --> 00:09:53.280]  可能我們仍然會有很多跟家人關係的苦讀
[00:09:53.280 --> 00:09:55.200]  有很多的衝突
[00:09:55.200 --> 00:09:56.880]  在教養子女上
[00:09:56.880 --> 00:09:59.440]  可能仍然有很多不同的自己的期望
[00:09:59.440 --> 00:10:00.560]  以及要求
[00:10:00.560 --> 00:10:03.280]  放在自己的子女身上
[00:10:03.280 --> 00:10:04.240]  我們會說
[00:10:04.240 --> 00:10:05.760]  可能我們的信仰生命
[00:10:05.760 --> 00:10:07.280]  在這個地步的時候
[00:10:07.280 --> 00:10:08.880]  我們會繼續相信的
[00:10:08.880 --> 00:10:11.520]  我們可能都在教會為主做很多事情
[00:10:11.520 --> 00:10:12.320]  不過
[00:10:12.320 --> 00:10:14.880]  我們的生命仍然在用自己的眼光
[00:10:14.880 --> 00:10:16.880]  去看信仰去生活的時候
[00:10:16.880 --> 00:10:22.160]  原來我們的生命仍然活在黑暗和迷失當中
[00:10:22.160 --> 00:10:23.200]  我會問的是
[00:10:23.200 --> 00:10:25.600]  究竟為什麼會這樣呢?
[00:10:25.600 --> 00:10:26.560]  正正的就是
[00:10:26.560 --> 00:10:28.560]  原來我們有時候看不見
[00:10:28.560 --> 00:10:31.520]  神對我們生命中的提醒
[00:10:31.520 --> 00:10:32.560]  舉個例子
[00:10:32.560 --> 00:10:33.600]  在公司裡面
[00:10:33.600 --> 00:10:34.800]  可能我們會覺得的是
[00:10:34.800 --> 00:10:35.920]  我們要贏人
[00:10:35.920 --> 00:10:37.200]  我們才會有價值
[00:10:37.200 --> 00:10:40.320]  但我們看不見神給我們每個人獨特的身份
[00:10:40.320 --> 00:10:41.600]  我們在關係上
[00:10:41.600 --> 00:10:42.480]  我們看不見的是
[00:10:42.480 --> 00:10:44.640]  原來跟別人相處有很多愛和包容
[00:10:44.640 --> 00:10:46.240]  我們要學習
[00:10:46.240 --> 00:10:48.160]  在家裡上
[00:10:48.160 --> 00:10:49.040]  我們發現不到
[00:10:49.040 --> 00:10:52.320]  原來其實我們需要用神的愛去建立
[00:10:52.320 --> 00:10:55.280]  以及彼此去建立一個愛的家庭
[00:10:55.280 --> 00:10:56.880]  在教養子女上
[00:10:56.880 --> 00:10:58.400]  我們原來有時候看不見的是
[00:10:58.400 --> 00:11:02.000]  我們要用愛和恩典去教導子女
[00:11:02.000 --> 00:11:03.440]  原來我們的生命
[00:11:03.440 --> 00:11:06.720]  沒有被主光照我們裡面很多不同的地方
[00:11:06.720 --> 00:11:11.120]  我們更加看不見主對我們的提醒
[00:11:11.120 --> 00:11:13.840]  分享一個自己最近學習的例子
[00:11:13.840 --> 00:11:16.800]  話說我星期四晚上回團契
[00:11:16.800 --> 00:11:18.160]  在回家的時候
[00:11:18.160 --> 00:11:20.320]  我就跟老婆聊天
[00:11:20.320 --> 00:11:25.440]  聊聊我們分配時間如何陪伴女兒
[00:11:25.440 --> 00:11:26.720]  在聊的過程中
[00:11:26.720 --> 00:11:30.080]  因為我太太也是在教會服侍
[00:11:30.080 --> 00:11:31.120]  她就分享說
[00:11:31.120 --> 00:11:34.560]  現在在教會服侍陪伴女兒的時間少了很多
[00:11:34.560 --> 00:11:36.720]  覺得好像有點不好
[00:11:36.720 --> 00:11:37.760]  我的回應是什麼呢?
[00:11:37.760 --> 00:11:39.120]  我說其實
[00:11:39.120 --> 00:11:41.840]  quality time(質量)才是最重要的
[00:11:41.840 --> 00:11:44.640]  雖然時間少了
[00:11:44.640 --> 00:11:47.600]  但我們質量夠就OK了
[00:11:47.600 --> 00:11:49.200]  然後我老婆的回應是什麼呢?
[00:11:49.200 --> 00:11:50.160]  她說
[00:11:50.160 --> 00:11:52.240]  現在少了時間陪伴女兒
[00:11:52.240 --> 00:11:55.040]  好像比起沒有在教會服侍的人
[00:11:55.040 --> 00:11:57.600]  少了空間跟她相處
[00:11:57.600 --> 00:12:01.520]  她覺得有很多遺憾和無奈
[00:12:01.520 --> 00:12:03.600]  接著我說這句話
[00:12:03.600 --> 00:12:06.000]  女兒的生命在神的手中
[00:12:06.000 --> 00:12:07.680]  神會帶領女兒成長
[00:12:07.680 --> 00:12:09.600]  不用太擔心
[00:12:09.600 --> 00:12:12.400]  大家笑就知道出現了問題
[00:12:12.400 --> 00:12:13.520]  在聊的時候
[00:12:13.520 --> 00:12:14.640]  我有種想法就是
[00:12:14.640 --> 00:12:17.840]  我很想說服她去接受我的想法
[00:12:17.840 --> 00:12:20.400]  我老婆之後說了一句話
[00:12:20.400 --> 00:12:21.680]  她最後說
[00:12:21.680 --> 00:12:25.760]  其實我覺得你可以有多一點同理心
[00:12:25.760 --> 00:12:27.280]  這句話
[00:12:27.280 --> 00:12:29.840]  我心裡那一刻仍然不醒覺
[00:12:29.840 --> 00:12:31.680]  仍然覺得不服氣
[00:12:31.680 --> 00:12:33.760]  我仍然在用很多不同的想法
[00:12:33.760 --> 00:12:37.840]  去說服她去認同我的想法
[00:12:37.840 --> 00:12:39.200]  在過程中
[00:12:39.200 --> 00:12:40.400]  當然最後
[00:12:40.400 --> 00:12:42.720]  大家都知道不歡而散
[00:12:42.720 --> 00:12:44.560]  不過回到家的時候
[00:12:44.560 --> 00:12:45.920]  我洗澡的時候
[00:12:45.920 --> 00:12:47.440]  我安靜下來
[00:12:47.440 --> 00:12:50.320]  我覺得神對我有很大的提醒
[00:12:50.320 --> 00:12:53.920]  回想起我跟太太分享的過程中
[00:12:53.920 --> 00:12:55.760]  我發現原來我一直放不下
[00:12:55.760 --> 00:12:58.000]  一種講道理的心態
[00:12:58.000 --> 00:12:59.280]  很想的就是
[00:12:59.280 --> 00:13:03.360]  祂要從我的角度去聽我說
[00:13:03.360 --> 00:13:04.880]  甚至跟老婆聊天的時候
[00:13:04.880 --> 00:13:06.400]  我發現原來我一直放不下
[00:13:06.400 --> 00:13:08.080]  那種目者的身份
[00:13:08.080 --> 00:13:09.920]  好像經常都想教導
[00:13:09.920 --> 00:13:13.120]  但是沒有真正聆聽祂的提醒
[00:13:13.120 --> 00:13:15.040]  和祂的需要
[00:13:15.040 --> 00:13:16.800]  更加諷刺的是什麼呢
[00:13:16.800 --> 00:13:17.920]  我當晚回到團契
[00:13:17.920 --> 00:13:18.880]  團契的大祖說
[00:13:18.880 --> 00:13:21.920]  我們要用更多同理心去跟別人溝通
[00:13:21.920 --> 00:13:24.640]  但是原來我沒有實踐出來
[00:13:24.640 --> 00:13:25.760]  突然之間會
[00:13:25.760 --> 00:13:27.360]  有時候我們就是這樣
[00:13:27.360 --> 00:13:28.320]  就是
[00:13:28.320 --> 00:13:30.720]  我們有很多神對我們的提醒
[00:13:30.720 --> 00:13:33.440]  但是我們好像都沒有去聽到
[00:13:33.440 --> 00:13:35.440]  甚至我們仍然在用自己的方法
[00:13:35.440 --> 00:13:36.400]  去看見
[00:13:36.400 --> 00:13:38.560]  去回應我們心靈的事
[00:13:38.560 --> 00:13:39.840]  原來看不見的是
[00:13:39.840 --> 00:13:42.000]  原來要更多的同理心
[00:13:42.000 --> 00:13:44.000]  更多的放下自己的執念
[00:13:44.000 --> 00:13:46.240]  去聽太太的分享
[00:13:46.240 --> 00:13:47.520]  是的,弟兄姊妹
[00:13:47.520 --> 00:13:48.880]  有時候我們都會這樣
[00:13:48.880 --> 00:13:50.560]  用自己的方法去看信仰
[00:13:50.560 --> 00:13:52.160]  甚至繼續去生活
[00:13:52.160 --> 00:13:54.160]  好像那些提醒
[00:13:54.160 --> 00:13:56.160]  神對我們的提醒我們看不見
[00:13:56.160 --> 00:13:59.280]  變相我們的生命好像仍然都沒有改變
[00:13:59.280 --> 00:14:00.320]  不過
[00:14:00.320 --> 00:14:03.680]  當我們回看掃羅和主的經歷的時候
[00:14:03.680 --> 00:14:05.520]  我發現的是
[00:14:05.520 --> 00:14:07.680]  耶穌沒有放棄過掃羅
[00:14:07.680 --> 00:14:09.680]  同樣祂也沒有放棄過我們
[00:14:09.680 --> 00:14:11.280]  當我們回看經歷的時候
[00:14:11.280 --> 00:14:12.160]  我們發現的是
[00:14:12.160 --> 00:14:13.600]  其實經文裡面
[00:14:13.600 --> 00:14:15.840]  主耶穌是沒有責備掃羅的
[00:14:15.840 --> 00:14:17.680]  祂反而給掃羅機會
[00:14:17.680 --> 00:14:20.080]  去引導他離開迷失和黑暗
[00:14:20.080 --> 00:14:22.080]  甚至給他一個新的方向
[00:14:22.080 --> 00:14:23.600]  當我們回看經文的時候
[00:14:23.600 --> 00:14:25.120]  我們會看見一個命令
[00:14:25.120 --> 00:14:27.120]  就是「起來去」
[00:14:27.120 --> 00:14:29.920]  這個命令扭轉了他人生的方向
[00:14:29.920 --> 00:14:32.240]  甚至扭轉了掃羅的使命
[00:14:32.240 --> 00:14:33.520]  他的路途
[00:14:33.520 --> 00:14:35.920]  雖然同樣都繼續是去大馬士革
[00:14:35.920 --> 00:14:37.680]  不過他不再是
[00:14:37.680 --> 00:14:39.520]  自己想做什麼就做什麼
[00:14:39.520 --> 00:14:42.400]  不是再自己去控制自己的人生
[00:14:42.400 --> 00:14:45.120]  而是由身邊的人去引領他進入去
[00:14:45.120 --> 00:14:48.720]  甚至是主耶穌去指示他當要做的事
[00:14:48.720 --> 00:14:51.520]  之後掃羅三天不吃不喝
[00:14:51.520 --> 00:14:53.120]  我想在他的過程裡面
[00:14:53.120 --> 00:14:55.920]  其實他也在反思他過去所做的事
[00:14:55.920 --> 00:14:58.320]  他去悔改去等候神
[00:14:58.320 --> 00:15:00.880]  我們會看到保羅在這個經歷裡面
[00:15:00.880 --> 00:15:02.880]  他從一個有能力的人
[00:15:02.880 --> 00:15:04.880]  去成為一個無助的人
[00:15:04.880 --> 00:15:07.040]  之後此刻當我們看經文的時候
[00:15:07.040 --> 00:15:07.600]  我們會看到
[00:15:07.600 --> 00:15:10.720]  讓上帝繼續去控制他的生命
[00:15:10.720 --> 00:15:11.600]  同樣
[00:15:11.600 --> 00:15:14.400]  我猜我們的生命也要繼續經歷這個過程
[00:15:14.400 --> 00:15:17.200]  就是我們要願意被主光照
[00:15:17.200 --> 00:15:18.800]  我們也要願意反思
[00:15:18.800 --> 00:15:20.880]  我們也要持續去納至
[00:15:20.880 --> 00:15:23.680]  去仰上帝去掌管我們的生命
[00:15:23.680 --> 00:15:27.760]  當主的亮光能夠照亮我們生命的地方的時候
[00:15:27.760 --> 00:15:29.200]  我們的生命的見證
[00:15:29.200 --> 00:15:33.200]  才能夠繼續成為一個為主發光的見證的生命
[00:15:33.200 --> 00:15:34.400]  弟弟姐妹
[00:15:34.400 --> 00:15:36.000]  當那些光照到我們生命的時候
[00:15:36.000 --> 00:15:37.360]  去提醒我們的時候
[00:15:37.360 --> 00:15:40.400]  我們又願不願意去回應呢?
