
[00:00:00.000 --> 00:00:03.500]   Good morning, sisters.
[00:05:53.200 --> 00:05:56.400]   can you come?"
[00:05:56.400 --> 00:05:58.200]   I asked, "How can I come?"
[00:05:58.200 --> 00:06:02.900]   "You come for half a year."
[00:06:02.900 --> 00:06:05.100]   This is what their teaching is like.
[00:06:05.100 --> 00:06:06.900]   They come for half a year.
[00:06:06.900 --> 00:06:08.200]   After half a year,
[00:06:08.200 --> 00:06:12.100]   Italy does not allow them to stay for more than half a year.
[00:06:12.100 --> 00:06:13.300]   They have to leave.
[00:06:13.300 --> 00:06:14.200]   After they leave,
[00:06:14.200 --> 00:06:15.600]   they go back again half a year later.
[00:06:15.600 --> 00:06:17.000]   After they leave, they go back again for half a year.
[00:06:17.000 --> 00:06:18.500]   I told him,
[00:06:18.500 --> 00:06:19.500]   "Dr. Liang,
[00:06:19.500 --> 00:06:21.500]   I have two Chinese Academy.
[00:06:21.500 --> 00:06:23.900]   I can't leave."
[00:06:23.900 --> 00:06:25.200]   The first one is the Chinese Academy of Medicine,
[00:06:25.200 --> 00:06:27.500]   the second one is the Chinese Academy of Medicine,
[00:06:27.500 --> 00:06:29.500]   I kept mentioning it.
[00:06:29.500 --> 00:06:32.600]   If you want me to go there for a month in a row,
[00:06:32.600 --> 00:06:35.200]   I can't do it.
[00:06:35.200 --> 00:06:37.300]   Because in fact,
[00:06:37.300 --> 00:06:40.500]   I need to teach
[00:06:40.500 --> 00:06:42.400]   everything I do.
[00:06:42.400 --> 00:06:44.200]   I need to teach.
[00:06:44.200 --> 00:06:46.100]   After he heard it,
[00:06:46.100 --> 00:06:47.800]   he told me last year,
[00:06:47.800 --> 00:06:50.300]   "Dr. Song, I know you can't stay for so long,
[00:06:50.300 --> 00:06:53.200]   but can you open your mind?"
[00:06:53.200 --> 00:06:54.200]   How to open your mind?
[00:06:54.200 --> 00:06:56.700]   "You come for 10 days."
[00:06:56.700 --> 00:06:59.300]   "10 days intensive."
[00:06:59.300 --> 00:07:01.600]   It means a dense course.
[00:07:01.600 --> 00:07:03.500]   "Come and help our students."
[00:07:03.500 --> 00:07:04.900]   Because of this reason,
[00:07:04.900 --> 00:07:05.900]   two weeks ago,
[00:07:05.900 --> 00:07:08.400]   I promised him to go to Rome.
[00:07:08.400 --> 00:07:10.000]   When I went to Rome,
[00:07:10.000 --> 00:07:13.000]   I didn't just teach in his Chinese Academy.
[00:07:13.000 --> 00:07:15.800]   He also arranged a nearby
[00:07:15.800 --> 00:07:18.300]   Roman Chinese Academy.
[00:07:18.300 --> 00:07:20.800]   But there is a church in Petrova.
[00:07:20.800 --> 00:07:24.400]   Petrova is
[00:07:24.400 --> 00:07:30.200]   a train station that is 3.5 to 4 hours away from Rome.
[00:07:30.200 --> 00:07:33.400]   He said that church is worth helping.
[00:07:33.400 --> 00:07:36.200]   So I went to Petrova.
[00:07:36.200 --> 00:07:38.300]   When I went to Petrova,
[00:07:38.300 --> 00:07:41.500]   I found that this church
[00:07:41.500 --> 00:07:43.600]   has 300 to 400 people.
[00:07:43.600 --> 00:07:45.800]   But what I really admire about them
[00:07:45.800 --> 00:07:49.100]   is that 85% of the people
[00:07:49.100 --> 00:07:51.900]   are under 40 years old.
[00:07:51.900 --> 00:07:53.200]   I tell you,
[00:07:53.200 --> 00:07:55.200]   today, you can't find a church
[00:07:55.200 --> 00:07:57.300]   in the whole world
[00:07:57.300 --> 00:08:00.600]   that is so young and energetic.
[00:08:00.600 --> 00:08:01.400]   Second,
[00:08:01.400 --> 00:08:04.400]   this church serves
[00:08:04.400 --> 00:08:09.000]   a businessman,
[00:08:09.000 --> 00:08:10.500]   an elder,
[00:08:10.500 --> 00:08:11.600]   no priest,
[00:08:11.600 --> 00:08:13.300]   all are believers.
[00:08:13.300 --> 00:08:14.500]   And their believers
[00:08:14.500 --> 00:08:16.300]   are not only working,
[00:08:16.300 --> 00:08:18.300]   but also serving in the church.
[00:08:18.300 --> 00:08:20.000]   But the only problem is
[00:08:20.000 --> 00:08:22.900]   that there is no one who is always serving them,
[00:08:22.900 --> 00:08:25.400]   training people to serve.
[00:08:25.400 --> 00:08:28.300]   Many of them can't make it.
[00:08:28.300 --> 00:08:32.100]   They are worried that the church will be lost.
[00:08:32.100 --> 00:08:34.500]   So when I went there,
[00:08:34.500 --> 00:08:36.600]   a sister told me that
[00:08:36.600 --> 00:08:40.100]   recently there is a new heaven and earth church.
[00:08:40.100 --> 00:08:42.400]   Some people invited them to go there.
[00:08:42.400 --> 00:08:44.600]   She asked, "What is a new heaven and earth church?"
[00:08:44.600 --> 00:08:46.100]   She saw that they are good people
[00:08:46.100 --> 00:08:47.300]   and helped this and helped that.
[00:08:47.300 --> 00:08:48.400]   So she brought some people there.
[00:08:48.400 --> 00:08:49.600]   When I heard that,
[00:08:49.600 --> 00:08:52.300]   I was very worried.
[00:08:52.300 --> 00:08:53.600]   I told her,
[00:08:53.600 --> 00:08:55.800]   "Do you know what a new heaven and earth church is?"
[00:08:55.800 --> 00:08:57.400]   "I want to ask you."
[00:08:57.400 --> 00:08:59.800]   "Do you know what a new heaven and earth church is?"
[00:08:59.800 --> 00:09:03.000]   "If you know, raise your hand."
[00:09:03.000 --> 00:09:06.300]   I think we are all just daydreaming.
[00:09:06.300 --> 00:09:07.700]   The new heaven and earth church
[00:09:07.700 --> 00:09:10.400]   is the most dangerous
[00:09:10.400 --> 00:09:12.800]   and even the most evil church in South Korea.
[00:09:12.800 --> 00:09:15.300]   They said that the new heaven and earth church has already come
[00:09:15.300 --> 00:09:16.700]   and is in our church.
[00:09:16.700 --> 00:09:18.500]   So you join our church
[00:09:18.500 --> 00:09:21.200]   and enjoy the new heaven and earth church.
[00:09:21.200 --> 00:09:22.100]   When I heard that,
[00:09:22.100 --> 00:09:25.100]   I was very worried.
[00:09:25.100 --> 00:09:26.500]   They are so serious
[00:09:26.500 --> 00:09:28.300]   and so vague.
[00:09:28.300 --> 00:09:30.000]   But the pastor and the pastor's wife
[00:09:30.000 --> 00:09:32.400]   don't know what it is.
[00:09:32.400 --> 00:09:33.300]   Secondly,
[00:09:33.300 --> 00:09:35.800]   they had two or three churches
[00:09:35.800 --> 00:09:38.200]   that were very close.
[00:09:38.200 --> 00:09:41.100]   They went to church and together.
[00:09:41.100 --> 00:09:43.200]   They all gathered together.
[00:09:43.200 --> 00:09:44.500]   They all gathered together
[00:09:44.500 --> 00:09:48.100]   so that they could go to church very soon.
[00:09:48.100 --> 00:09:50.500]   But since last year,
[00:09:50.500 --> 00:09:53.500]   there was a church
[00:09:53.500 --> 00:09:55.500]   and the pastor told them,
[00:09:55.500 --> 00:09:57.300]   "We will not cooperate with you."
[00:09:57.300 --> 00:09:59.300]   "You come to our church
[00:09:59.300 --> 00:10:01.000]   and we come to your church."
[00:10:01.000 --> 00:10:02.300]   "Because recently,
[00:10:02.300 --> 00:10:04.000]   there was a member of our church,
[00:10:04.000 --> 00:10:05.900]   I don't know his name,
[00:10:05.900 --> 00:10:07.700]   he is very capable
[00:10:07.700 --> 00:10:09.400]   and he is very capable in healing."
[00:10:09.400 --> 00:10:11.900]   "After hearing all these,
[00:10:11.900 --> 00:10:17.600]   he looks like a new believer."
[00:10:17.600 --> 00:10:20.100]   So I asked them,
[00:10:20.100 --> 00:10:23.000]   "Do they know how to speak in dialect?"
[00:10:23.000 --> 00:10:25.200]   They said, "Pastor, how do you know?"
[00:10:25.200 --> 00:10:26.900]   I told them,
[00:10:26.900 --> 00:10:29.700]   "The most dangerous movement now
[00:10:29.700 --> 00:10:31.900]   is the New Testament Movement."
[00:10:31.900 --> 00:10:33.700]   When I spoke,
[00:10:33.700 --> 00:10:36.100]   when they heard me,
[00:10:36.100 --> 00:10:38.000]   they added one more lesson.
[00:10:38.000 --> 00:10:40.500]   I had already said and done everything.
[00:10:40.500 --> 00:10:42.300]   The night before I left,
[00:10:42.300 --> 00:10:43.700]   I had to give them two hours
[00:10:43.700 --> 00:10:47.700]   to talk to us.
[00:10:47.700 --> 00:10:49.300]   We need training.
[00:10:49.300 --> 00:10:51.500]   How do you train us?
[00:10:51.500 --> 00:10:53.300]   I told my younger sister,
[00:10:53.300 --> 00:10:55.000]   "After I went to Rome,
[00:10:55.000 --> 00:10:57.500]   after I went to Dongguan,
[00:10:57.500 --> 00:11:00.200]   I found that all the problems
[00:11:00.200 --> 00:11:03.300]   are related to the understanding of the Word of God
[00:11:03.300 --> 00:11:08.100]   and how to describe the Word of God.
[00:11:08.100 --> 00:11:12.200]   How do we find a suitable factory
[00:11:12.200 --> 00:11:14.100]   to train them?"
[00:11:14.100 --> 00:11:15.600]   When I was in the church,
[00:11:15.600 --> 00:11:17.300]   I met a group of preachers
[00:11:17.300 --> 00:11:20.000]   who were preachers in France.
[00:11:20.000 --> 00:11:24.200]   They had a one-year trial period,
[00:11:24.200 --> 00:11:26.000]   but it was not enough.
[00:11:26.000 --> 00:11:27.800]   The church told them,
[00:11:27.800 --> 00:11:31.200]   "We don't want to continue."
[00:11:31.200 --> 00:11:33.000]   The group of preachers
[00:11:33.000 --> 00:11:36.300]   came back to Hong Kong or Malaysia.
[00:11:36.300 --> 00:11:37.600]   They were in Malaysia,
[00:11:37.600 --> 00:11:40.400]   but they had been in Hong Kong for six years.
[00:11:40.400 --> 00:11:44.000]   They went to this church to learn.
[00:11:44.000 --> 00:11:46.700]   I happened to be there to teach.
[00:11:46.700 --> 00:11:48.500]   Both of them came.
[00:11:48.500 --> 00:11:49.600]   After they came,
[00:11:49.600 --> 00:11:51.800]   they told me
[00:11:51.800 --> 00:11:55.100]   that the church in their hearts was unhappy
[00:11:55.100 --> 00:11:57.100]   and that their約 was not yet full.
[00:11:57.100 --> 00:11:59.300]   They did not want to continue.
[00:11:59.300 --> 00:12:01.100]   I asked them why.
[00:12:01.100 --> 00:12:04.000]   They told me that the church was in France.
[00:12:04.000 --> 00:12:06.000]   In the French church,
[00:12:06.000 --> 00:12:08.300]   in the meeting,
[00:12:08.300 --> 00:12:10.400]   one-third of the people
[00:12:10.400 --> 00:12:14.700]   were French.
[00:12:14.700 --> 00:12:16.300]   They spoke French.
[00:12:16.300 --> 00:12:21.400]   The meeting was to teach French to the sisters.
[00:12:21.400 --> 00:12:23.500]   They all spoke French.
[00:12:23.500 --> 00:12:25.000]   But none of the preachers
[00:12:25.000 --> 00:12:27.400]   knew a single French word.
[00:12:27.400 --> 00:12:30.300]   I asked, "If you don't know French,
[00:12:30.300 --> 00:12:32.100]   does that mean you don't have a license?"
[00:12:32.100 --> 00:12:33.700]   They said, "Yes, we don't."
[00:12:33.700 --> 00:12:38.000]   I asked, "How do you open a meeting?"
[00:12:38.000 --> 00:12:40.000]   They said, "Someone will translate for you."
[00:12:40.000 --> 00:12:41.700]   "You go to visit people,
[00:12:41.700 --> 00:12:44.800]   but you don't know how to drive a car.
[00:12:44.800 --> 00:12:46.300]   How do you go?"
[00:12:46.300 --> 00:12:48.200]   They said, "Someone will drive you."
[00:12:48.200 --> 00:12:50.300]   I realized that if that was the case,
[00:12:50.300 --> 00:12:52.700]   you would be blind,
[00:12:52.700 --> 00:12:54.300]   and you wouldn't be able to see French.
[00:12:54.300 --> 00:12:56.900]   You would be deaf, and you wouldn't be able to hear French.
[00:12:56.900 --> 00:12:59.500]   You would be mute, and you wouldn't be able to speak French.
[00:12:59.500 --> 00:13:03.500]   You would be deaf.
[00:13:03.500 --> 00:13:05.600]   I told them,
[00:13:05.600 --> 00:13:07.700]   "Brother,
[00:13:07.700 --> 00:13:12.200]   I don't think you should blame the church,
[00:13:12.200 --> 00:13:17.000]   but you should blame your missionary organization.
[00:13:17.000 --> 00:13:21.700]   When our missionaries join the OMF,
[00:13:21.700 --> 00:13:26.900]   they need to learn the language for at least two years.
[00:13:26.900 --> 00:13:30.500]   After learning, they need to pass the test,
[00:13:30.500 --> 00:13:32.600]   and then they can go to the factory.
[00:13:32.600 --> 00:13:35.500]   How can you do that so quickly?"
[00:13:35.500 --> 00:13:36.800]   I told them,
[00:13:36.800 --> 00:13:39.500]   "I encourage you to think about
[00:13:39.500 --> 00:13:41.500]   using your own language
[00:13:41.500 --> 00:13:44.800]   to serve in the places you go to.
[00:13:44.800 --> 00:13:47.200]   Don't waste your time.
[00:13:47.200 --> 00:13:50.400]   It's not worth it."
[00:13:50.400 --> 00:13:51.900]   Dear brothers and sisters,
[00:13:51.900 --> 00:13:54.900]   today I am here to talk about
[00:13:54.900 --> 00:14:01.000]   the importance of "the living and the dying."
[00:14:01.000 --> 00:14:03.700]   Let's take a look at this PowerPoint.
[00:14:03.700 --> 00:14:06.400]   1 Timothy 2, 1-6.
[00:14:06.400 --> 00:14:10.000]   I would like to show you
[00:14:10.000 --> 00:14:13.700]   how the Bible uses this great mission
[00:14:13.700 --> 00:14:15.800]   in their actual lives.
[00:14:15.800 --> 00:14:16.900]   Let's read together.
[00:14:16.900 --> 00:14:17.900]   "I tell you,
[00:14:17.900 --> 00:14:21.700]   you must be strong in the one side of Jesus Christ.
[00:14:21.700 --> 00:14:25.500]   You must hear my teaching in front of many witnesses.
[00:14:25.500 --> 00:14:27.700]   You must be faithful and faithful
[00:14:27.700 --> 00:14:30.000]   to be able to teach others."
[00:14:30.000 --> 00:14:31.900]   This is the Bible.
[00:14:31.900 --> 00:14:34.000]   You can see
[00:14:34.000 --> 00:14:37.500]   that the most important thing is the living and the dying.
[00:14:37.500 --> 00:14:39.700]   Paul explains it very clearly.
[00:14:39.700 --> 00:14:41.300]   He tells Timothy,
[00:14:41.300 --> 00:14:47.100]   "Timothy, you must be strong in the one side of Jesus Christ."
[00:14:47.100 --> 00:14:48.700]   If you pay attention,
[00:14:48.700 --> 00:14:52.400]   both the later and earlier books of Timothy
[00:14:52.400 --> 00:14:55.700]   are very personal books
[00:14:55.700 --> 00:15:00.100]   especially given to Paul and Suleiman.
[00:15:00.100 --> 00:15:02.200]   One of the sons is Timothy,
[00:15:02.200 --> 00:15:04.200]   and the other is Tithon.
[00:15:04.200 --> 00:15:07.700]   But these two books are different.
[00:15:07.700 --> 00:15:09.100]   The content of the books
[00:15:09.100 --> 00:15:14.100]   is very different from that of Tithon and Timothy.
[00:15:14.100 --> 00:15:15.800]   The tone of the words is also different.
[00:15:15.800 --> 00:15:16.700]   Why?
[00:15:16.700 --> 00:15:18.000]   Because it is very simple.
[00:15:18.000 --> 00:15:21.100]   Paul knew these two sons.
[00:15:21.100 --> 00:15:23.800]   He even knew their personalities.
[00:15:23.800 --> 00:15:26.000]   Timothy was a good boy.
[00:15:26.000 --> 00:15:28.500]   Timothy was a relatively weak person.
[00:15:28.500 --> 00:15:30.100]   He was introverted.
[00:15:30.100 --> 00:15:32.700]   He grew up in a Christian family.
[00:15:32.700 --> 00:15:35.300]   But the problem was that he had not gone through the storm.
[00:15:35.300 --> 00:15:36.400]   Because of this reason,
[00:15:36.400 --> 00:15:38.400]   what did he need most?
[00:15:38.400 --> 00:15:39.300]   He saw him.
[00:15:39.300 --> 00:15:44.200]   What you need most is actual experience.
[00:15:44.200 --> 00:15:51.300]   The appearance you get from your mother's faith
[00:15:51.300 --> 00:15:53.600]   is completely correct.
[00:15:53.600 --> 00:15:54.900]   But is it enough?
[00:15:54.900 --> 00:15:57.500]   Paul tells him, "You are not strong."
[00:15:57.500 --> 00:15:59.100]   Because of this,
[00:15:59.100 --> 00:16:03.000]   when he saw this family living for a very short time,
[00:16:03.000 --> 00:16:04.900]   he felt their bottom.
[00:16:04.900 --> 00:16:05.900]   What is the bottom?
[00:16:05.900 --> 00:16:08.300]   It is not just social relations.
[00:16:08.300 --> 00:16:09.500]   "Have you eaten?"
[00:16:09.500 --> 00:16:10.400]   "Good morning."
[00:16:10.400 --> 00:16:11.300]   "How are you?"
[00:16:11.300 --> 00:16:11.900]   "I am fine."
[00:16:11.900 --> 00:16:13.400]   No.
[00:16:13.400 --> 00:16:15.900]   It is not even a deep relationship.
[00:16:15.900 --> 00:16:16.900]   A deep relationship means
[00:16:16.900 --> 00:16:19.300]   that you know the deep things in your heart.
[00:16:19.300 --> 00:16:23.400]   You know how their original family is.
[00:16:23.400 --> 00:16:26.500]   Paul had to enter the spiritual realm.
[00:16:26.500 --> 00:16:28.400]   In our group today,
[00:16:28.400 --> 00:16:30.100]   I want to tell you
[00:16:30.100 --> 00:16:32.300]   not to pretend
[00:16:32.300 --> 00:16:35.500]   that no one knows your original family.
[00:16:35.500 --> 00:16:36.900]   Your struggle,
[00:16:36.900 --> 00:16:38.800]   your struggle in the spiritual realm,
[00:16:38.800 --> 00:16:41.500]   we have to enter the spiritual realm.
[00:16:41.500 --> 00:16:42.800]   We have to use the words of God,
[00:16:42.800 --> 00:16:44.100]   our experience,
[00:16:44.100 --> 00:16:46.700]   the experience of some brothers and sisters,
[00:16:46.700 --> 00:16:48.000]   and the experience of the ancestors.
[00:16:48.000 --> 00:16:49.900]   We have to encourage each other.
[00:16:49.900 --> 00:16:52.100]   This is what we have to do today.
[00:16:52.100 --> 00:16:55.300]   So we can see clearly here
[00:16:55.300 --> 00:16:58.100]   that Paul is applying the Great Mission.
[00:16:58.100 --> 00:16:59.200]   Go.
[00:16:59.200 --> 00:17:00.900]   Go to this home.
[00:17:00.900 --> 00:17:04.200]   Then put the needs of this home
[00:17:04.200 --> 00:17:05.600]   in your heart.
[00:17:05.600 --> 00:17:08.800]   Then, based on the needs he knows,
[00:17:08.800 --> 00:17:10.900]   based on the different people,
[00:17:10.900 --> 00:17:14.400]   give different instructions.
[00:17:14.400 --> 00:17:16.600]   This is why
[00:17:16.600 --> 00:17:18.600]   after following Paul,
[00:17:18.600 --> 00:17:21.900]   there was a great experience.
[00:17:21.900 --> 00:17:25.100]   In the church of Philippians,
[00:17:25.100 --> 00:17:27.200]   after he drove away the demons,
[00:17:27.200 --> 00:17:30.200]   he was persecuted and imprisoned.
[00:17:30.200 --> 00:17:32.200]   Throughout the whole process,
[00:17:32.200 --> 00:17:34.200]   from beginning to end, he was persecuted.
[00:17:34.200 --> 00:17:37.300]   How did Paul meet the Lord in prison?
[00:17:37.300 --> 00:17:39.200]   The Lord knew.
[00:17:39.200 --> 00:17:44.700]   Today, I will first show you
[00:17:44.700 --> 00:17:48.900]   Paul's attitude towards the Lord
[00:17:48.900 --> 00:17:51.400]   in the "The Message of the New Life"
[00:17:51.400 --> 00:17:53.700]   He said to the Lord,
[00:17:53.700 --> 00:17:55.800]   "Lord,
[00:17:55.800 --> 00:17:57.900]   I am your son.
[00:17:57.900 --> 00:17:59.400]   You must know
[00:17:59.400 --> 00:18:04.400]   that you have to listen to what I teach
[00:18:04.400 --> 00:18:06.900]   in front of many witnesses.
[00:18:06.900 --> 00:18:11.000]   You must also teach those who are faithful and can teach others."
[00:18:11.000 --> 00:18:13.800]   There are four generations of hermits here.
[00:18:13.800 --> 00:18:15.200]   Paul was the first generation.
