
[00:00:00.000 --> 00:00:02.000]  經過了幾年的疫情
[00:06:53.000 --> 00:06:57.000]  愛心是有關懷行動的信心
[00:06:57.000 --> 00:07:03.000]  而宗教會他們所關懷的對象是眾聖徒
[00:07:03.000 --> 00:07:09.000]  聖徒的意思是信徒是被神所揀選的
[00:07:09.000 --> 00:07:15.000]  分別出來是歸神為聖的意思
[00:07:15.000 --> 00:07:22.000]  這一班的聖徒其實不單止是他們教會裏面的信徒
[00:07:22.000 --> 00:07:27.000]  也可能是包括他們教會周邊的信徒
[00:07:27.000 --> 00:07:31.000]  所以他們的愛心是很闊的
[00:07:31.000 --> 00:07:33.000]  是去幫助他們的教會
[00:07:33.000 --> 00:07:37.000]  亦幫助他們周邊教會的弟兄姊妹
[00:07:37.000 --> 00:07:42.000]  保羅離開了小亞世亞教會的時間已經有好幾年了
[00:07:42.000 --> 00:07:46.000]  如今他收到的是關乎到他們的消息
[00:07:46.000 --> 00:07:51.000]  他知道他們在信仰上仍然堅定地去信靠主耶穌
[00:07:51.000 --> 00:07:58.000]  同時在愛心方面有關懷教會和教會周邊所有的信徒
[00:07:58.000 --> 00:08:01.000]  因此為他們去感謝神
[00:08:01.000 --> 00:08:07.000]  在疫情期間教會有很多弟兄姊妹
[00:08:07.000 --> 00:08:12.000]  尤其是長者是回不了教會的
[00:08:12.000 --> 00:08:16.000]  但是很多弟兄姊妹雖然回不了實體的聚會
[00:08:16.000 --> 00:08:25.000]  但他們仍然很努力透過上網去參與崇拜和團契
[00:08:25.000 --> 00:08:29.000]  他們在信心上仍然不太動
[00:08:29.000 --> 00:08:32.000]  而我所服侍的長者團契
[00:08:32.000 --> 00:08:34.000]  我們雖然是長者
[00:08:34.000 --> 00:08:38.000]  我們仍然很努力去學習如何上網
[00:08:38.000 --> 00:08:41.000]  我們長者學習上網真的不簡單
[00:08:41.000 --> 00:08:46.000]  我們要教長者分三個階段
[00:08:46.000 --> 00:08:50.000]  第一我們要和一些茶經導師
[00:08:50.000 --> 00:08:57.000]  和我們要和組長教他們如何上網
[00:08:57.000 --> 00:08:59.000]  這是第二個階段
[00:08:59.000 --> 00:09:03.000]  第一個階段是我們作為目者要先學如何上網
[00:09:03.000 --> 00:09:09.000]  因為我們很多目者都不太懂得如何操作在網上聚會
[00:09:09.000 --> 00:09:11.000]  這是第一個階段
[00:09:11.000 --> 00:09:20.000]  第二個階段是訓練一些組長和茶經導師
[00:09:20.000 --> 00:09:27.000]  第三個階段才訓練我們的組員
[00:09:27.000 --> 00:09:29.000]  經過這三個階段之後
[00:09:29.000 --> 00:09:38.000]  我們才進行一個比較廣泛的網上團契
[00:09:38.000 --> 00:09:46.000]  感謝主我們每一次都有百多
[00:09:46.000 --> 00:09:49.000]  有時都會接近200人
[00:09:49.000 --> 00:09:52.000]  200個長者在網上聚會
[00:09:52.000 --> 00:09:56.000]  到現在我們雖然已經恢復了實體的聚會
[00:09:56.000 --> 00:10:01.000]  但其實我們仍然有一組視像組
[00:10:01.000 --> 00:10:03.000]  因為他們在疫情期間
[00:10:03.000 --> 00:10:05.000]  他們身體已經退化了
[00:10:05.000 --> 00:10:07.000]  他們真的不能回來
[00:10:07.000 --> 00:10:11.000]  他們仍然繼續參與視像
[00:10:11.000 --> 00:10:13.000]  他們可能是家人去幫他們
[00:10:13.000 --> 00:10:15.000]  或者一些外傭去幫他們
[00:10:15.000 --> 00:10:18.000]  為了他們有這樣的信心
[00:10:18.000 --> 00:10:23.000]  有這樣的努力我們去感謝上帝
[00:10:23.000 --> 00:10:25.000]  在保羅的禱告裏面
[00:10:25.000 --> 00:10:29.000]  我們看到保羅所關心的不是教會的事工
[00:10:29.000 --> 00:10:31.000]  或者教會的經濟是怎樣
[00:10:31.000 --> 00:10:35.000]  他最關心的是他們的屬靈生命的情況
[00:10:35.000 --> 00:10:41.000]  所以當他聽到他們經過了好幾年的時間
[00:10:41.000 --> 00:10:44.000]  他們仍然信靠主
[00:10:44.000 --> 00:10:48.000]  對眾聖徒都有愛心的關懷的時候
[00:10:48.000 --> 00:10:51.000]  他就為他們很感謝神
[00:10:51.000 --> 00:10:53.000]  同樣在我們的禱告裏面
[00:10:53.000 --> 00:10:57.000]  我們要關心弟兄姊妹的靈性
[00:10:57.000 --> 00:10:59.000]  不單止關心事工
[00:10:59.000 --> 00:11:02.000]  更重要的是關心弟兄姊妹的靈性
[00:11:02.000 --> 00:11:05.000]  為了他們的靈性有好的情況
[00:11:05.000 --> 00:11:06.000]  我們去感恩
[00:11:06.000 --> 00:11:08.000]  也為了他們的靈性上
[00:11:08.000 --> 00:11:10.000]  如果他們有需要的時間
[00:11:10.000 --> 00:11:12.000]  我們可以為他們代禱
[00:11:12.000 --> 00:11:19.000]  保羅為了宗教的靈性的需要去禱告
[00:11:19.000 --> 00:11:27.000]  保羅事時是怎樣為他們的靈性需要去禱告呢?
[00:11:31.000 --> 00:11:34.000]  我們一起讀第十六十七字
[00:11:34.000 --> 00:11:35.000]  我們一起讀吧
[00:11:35.000 --> 00:11:37.000]  禱告的時候
[00:11:37.000 --> 00:11:40.000]  上上提到你們
[00:11:40.000 --> 00:11:45.000]  求我們主耶穌基督的神榮耀的父
[00:11:45.000 --> 00:11:50.000]  把那賜人智慧和啟示的靈賜給你們
[00:11:50.000 --> 00:11:53.000]  使你們真正認識他
[00:12:00.000 --> 00:12:03.000]  保羅在這裏
[00:12:03.000 --> 00:12:06.000]  我先講一下
[00:12:06.000 --> 00:12:13.000]  由於保羅的代禱對象是小亞細亞的宗教信徒
[00:12:13.000 --> 00:12:21.000]  因此他的代求並不是特別針對某一間教會的特別情況或需要
[00:12:21.000 --> 00:12:25.000]  他的代求只是針對
[00:12:25.000 --> 00:12:35.000]  他只是為了保羅認為一般來說是適切宗教信徒的需要
[00:12:35.000 --> 00:12:37.000]  所以不會特別
[00:12:37.000 --> 00:12:44.000]  教會可能遇到逼迫或錯誤的教訓時間
[00:12:44.000 --> 00:12:46.000]  對他們特別的代求
[00:12:46.000 --> 00:12:52.000]  而是一般為他們最需要的屬靈的需要祈禱
[00:12:52.000 --> 00:12:56.000]  保羅為教會代求的主要目的是甚麼呢?
[00:12:56.000 --> 00:12:59.000]  我們看到第十七節提到
[00:12:59.000 --> 00:13:04.000]  求我們主耶穌基督的神榮耀的父
[00:13:04.000 --> 00:13:10.000]  把聖靈賜給宗教會
[00:13:10.000 --> 00:13:17.000]  保羅稱他代求的對象,即父神
[00:13:17.000 --> 00:13:22.000]  就是主耶穌基督的神和榮耀的父
[00:13:22.000 --> 00:13:28.000]  榮耀的父是強調父神的榮耀屬性
[00:13:28.000 --> 00:13:35.000]  包括了神的無限偉大、完美和威嚴
[00:13:35.000 --> 00:13:39.000]  保羅向這位榮耀的父求甚麼呢?
[00:13:39.000 --> 00:13:44.000]  就是求他把聖靈賜給信徒
[00:13:44.000 --> 00:13:46.000]  賜給信徒甚麼呢?
[00:13:46.000 --> 00:13:50.000]  就是智慧和啟示
[00:13:50.000 --> 00:13:53.000]  為甚麼他求這件事呢?
[00:13:53.000 --> 00:13:57.000]  因為我們知道只有聖靈才能把啟示賜給人
[00:13:57.000 --> 00:14:01.000]  也只有聖靈能賜給人有智慧
[00:14:01.000 --> 00:14:06.000]  才能夠明白神的啟示
[00:14:06.000 --> 00:14:10.000]  保羅向父神求聖靈的目的是甚麼呢?
[00:14:10.000 --> 00:14:21.000]  他的目的就是要讓信徒真正地認識自己
[00:14:21.000 --> 00:14:24.000]  舉個例子
[00:14:24.000 --> 00:14:27.000]  你們認不認識你們父母呢?
[00:14:27.000 --> 00:14:32.000]  我當然認識,一起生活了數十年
[00:14:32.000 --> 00:14:36.000]  可能你們知道他的名字,也生活了一段長時間
[00:14:36.000 --> 00:14:39.000]  但你們認不認識他的背景呢?
[00:14:39.000 --> 00:14:41.000]  他在哪裡成長呢?
[00:14:41.000 --> 00:14:46.000]  他經歷過甚麼工作,做過甚麼工作
[00:14:46.000 --> 00:14:48.000]  遇過甚麼困難呢?
[00:14:48.000 --> 00:14:53.000]  在甚麼環境塑造出他今天的性格和脾氣呢?
[00:14:53.000 --> 00:14:58.000]  可能我們很少機會跟父母溝通
[00:14:58.000 --> 00:15:04.000]  我們可能對他有一些知識,或簡單的認識
[00:15:04.000 --> 00:15:08.000]  但我們也不認識他內心的世界
[00:15:08.000 --> 00:15:12.000]  同樣我們對神也一樣
[00:15:12.000 --> 00:15:15.000]  我們可能對神有一些知識
[00:15:15.000 --> 00:15:22.000]  但我們沒有真正地去明白或領會知識的意義
[00:15:22.000 --> 00:15:26.000]  我們對神的認識也很膚淺
[00:15:26.000 --> 00:15:30.000]  所以保羅祈求神賜聖靈給我們
[00:15:30.000 --> 00:15:33.000]  當然他已經賜了聖靈給我們
[00:15:33.000 --> 00:15:38.000]  但他特別求聖靈再將智慧賜給我們
[00:15:38.000 --> 00:15:44.000]  讓我們可以明白到神,對他有更加充分的認識
[00:15:50.000 --> 00:15:57.000]  他的祈求的目的就是讓我們更加明白神,更加充分地認識他
[00:15:57.000 --> 00:16:05.000]  第十八節,我們花一點時間讀一次,希望大家記得
[00:16:05.000 --> 00:16:07.000]  我們一起讀這個十八節
[00:16:07.000 --> 00:16:11.000]  照亮你們心中的眼睛
[00:16:11.000 --> 00:16:17.000]  使你們知道他呼召你們來得的指望是甚麼
[00:16:18.000 --> 00:16:19.000]  好
[00:16:19.000 --> 00:16:27.000]  保羅祈求神,藉著聖靈,怎樣幫助信徒去認識他呢?
[00:16:27.000 --> 00:16:32.000]  保羅求聖靈照亮他們心中的眼睛
[00:16:32.000 --> 00:16:37.000]  心在這裡是強調人內在的一個功能
[00:16:37.000 --> 00:16:41.000]  就是了解和思維方面的功能
[00:16:41.000 --> 00:16:45.000]  讓我們可以認識、了解更多
[00:16:45.000 --> 00:16:47.000]  保羅的意思是說
[00:16:47.000 --> 00:16:52.000]  我們的內心很多時候都會落在昏暗的情況
[00:16:52.000 --> 00:16:56.000]  看不到一些深入的東西
[00:16:56.000 --> 00:16:59.000]  我們需要聖靈去照亮我們的內心
[00:16:59.000 --> 00:17:04.000]  讓我們可以更加了解神的知識和神的作為
[00:17:04.000 --> 00:17:09.000]  保羅祈求聖靈幫我們看到甚麼呢?
[00:17:09.000 --> 00:17:11.000]  主要有三件事
[00:17:11.000 --> 00:17:14.000]  我們看看第一件事
[00:17:15.000 --> 00:17:17.000]  就是
[00:17:17.000 --> 00:17:19.000]  第十八節也提到
[00:17:19.000 --> 00:17:21.000]  就是
[00:17:21.000 --> 00:17:24.000]  保羅祈求聖靈幫助我們看到
[00:17:24.000 --> 00:17:29.000]  神呼召我們來得的指望是甚麼
[00:17:29.000 --> 00:17:31.000]  簡單來說就是
[00:17:31.000 --> 00:17:34.000]  就是
[00:17:34.000 --> 00:17:36.000]  你信了耶穌之後
[00:17:36.000 --> 00:17:37.000]  信了神之後
[00:17:37.000 --> 00:17:41.000]  你得到的盼望是一個怎樣的盼望呢?
[00:17:42.000 --> 00:17:44.000]  做一個比喻
[00:17:44.000 --> 00:17:46.000]  就是
[00:17:46.000 --> 00:17:49.000]  你參加了一個旅行團
[00:17:49.000 --> 00:17:50.000]  接下來也要暑假了
[00:17:50.000 --> 00:17:53.000]  不知道大家是否已經報名了
[00:17:53.000 --> 00:17:55.000]  當你去參加旅行團的時候
[00:17:55.000 --> 00:17:57.000]  你得到的是甚麼呢?
[00:17:57.000 --> 00:17:59.000]  可能是一些文字的資料
[00:17:59.000 --> 00:18:02.000]  或者一些小冊子
[00:18:02.000 --> 00:18:04.000]  去介紹那個行程
[00:18:04.000 --> 00:18:08.000]  你也可能會一開會
[00:18:08.000 --> 00:18:12.000]  在旅行之前
[00:18:12.000 --> 00:18:14.000]  會開一個茶會
[00:18:14.000 --> 00:18:18.000]  你對這個行程會有些期望
[00:18:18.000 --> 00:18:20.000]  當你去旅行的時候
[00:18:20.000 --> 00:18:23.000]  你會有些經歷
[00:18:23.000 --> 00:18:24.000]  你可以知道
[00:18:24.000 --> 00:18:26.000]  我會去甚麼地方呢?
[00:18:26.000 --> 00:18:29.000]  景色是怎樣的呢?
[00:18:29.000 --> 00:18:31.000]  還有會吃甚麼呢?
[00:18:31.000 --> 00:18:32.000]  住在甚麼地方呢?
[00:18:32.000 --> 00:18:34.000]  漂亮嗎?
[00:18:35.000 --> 00:18:38.000]  直到你出發的時候
[00:18:38.000 --> 00:18:40.000]  出發之後
[00:18:40.000 --> 00:18:42.000]  去到那個地方的時候
[00:18:42.000 --> 00:18:43.000]  你才體驗到
[00:18:43.000 --> 00:18:47.000]  你所行的行程
[00:18:47.000 --> 00:18:49.000]  你所見的景色
[00:18:49.000 --> 00:18:51.000]  你所住的酒店
[00:18:51.000 --> 00:18:53.000]  是否真的好像
[00:18:53.000 --> 00:18:57.000]  你之前所看過的小冊子
[00:18:57.000 --> 00:18:58.000]  旅行的小冊子
[00:18:58.000 --> 00:19:00.000]  或者在茶會所聽到的
[00:19:00.000 --> 00:19:02.000]  同樣的
[00:19:02.000 --> 00:19:04.000]  我們信了耶穌之後
[00:19:04.000 --> 00:19:06.000]  我們透過聖經
[00:19:06.000 --> 00:19:07.000]  我們會知道
[00:19:07.000 --> 00:19:10.000]  我們將來在天國裏面
[00:19:10.000 --> 00:19:12.000]  我們會得到甚麼的盼望
[00:19:12.000 --> 00:19:14.000]  但實際上是怎樣的呢?
[00:19:14.000 --> 00:19:16.000]  我們也不知道
[00:19:16.000 --> 00:19:18.000]  但我們要求聖利讓我們看到
[00:19:18.000 --> 00:19:23.000]  將來我們要得到的盼望
[00:19:23.000 --> 00:19:24.000]  是怎樣的
[00:19:24.000 --> 00:19:26.000]  是多麼的美好
[00:19:26.000 --> 00:19:29.000]  這裡所說的盼望是甚麼呢?
[00:19:29.000 --> 00:19:32.000]  就是包括了
[00:19:32.000 --> 00:19:36.000]  我們將來在主耶穌再來之後
[00:19:36.000 --> 00:19:38.000]  我們在天國裏面期望
[00:19:38.000 --> 00:19:40.000]  或者我們盼望所得到的一切
[00:19:40.000 --> 00:19:41.000]  包括了甚麼呢?
[00:19:41.000 --> 00:19:45.000]  包括了有復活不老的身體
[00:19:45.000 --> 00:19:48.000]  包括了我們會有永生
[00:19:48.000 --> 00:19:50.000]  包括了有神的榮耀
[00:19:50.000 --> 00:19:52.000]  包括了有天上的基業
[00:19:52.000 --> 00:19:54.000]  現在我們只是聽而已
[00:19:54.000 --> 00:19:56.000]  實際是怎樣呢?
[00:19:56.000 --> 00:20:00.000]  我們要求聖利讓我們看到
[00:20:00.000 --> 00:20:02.000]  是多麼的榮耀
[00:20:02.000 --> 00:20:04.000]  起碼現在我們可以想像
[00:20:04.000 --> 00:20:06.000]  是多麼的好
[00:20:06.000 --> 00:20:09.000]  實際上應該是比這個更加好
[00:20:09.000 --> 00:20:13.000]  今天我們可能會因為信仰的緣故
[00:20:13.000 --> 00:20:16.000]  我們需要放下
[00:20:16.000 --> 00:20:18.000]  或者犧牲了我們一些財富
[00:20:18.000 --> 00:20:21.000]  我們一些物質的生活
[00:20:21.000 --> 00:20:24.000]  也可能犧牲一些家庭的生活
[00:20:24.000 --> 00:20:26.000]  或者我們的健康
[00:20:26.000 --> 00:20:29.000]  也可能要為主受苦
[00:20:29.000 --> 00:20:35.000]  甚至我們會為了信仰的緣故失去生命
[00:20:35.000 --> 00:20:37.000]  但是將來在天國裏面
[00:20:37.000 --> 00:20:40.000]  神都會一一補償給我們
[00:20:40.000 --> 00:20:43.000]  甚至是超過百倍
[00:20:43.000 --> 00:20:47.000]  我認識一位宣教士
[00:20:47.000 --> 00:20:51.000]  他為了要去英國的地方宣教
[00:20:51.000 --> 00:20:53.000]  他離開了香港
[00:20:53.000 --> 00:20:57.000]  他原本服侍了好幾年的教會
[00:20:57.000 --> 00:21:00.000]  他也離開了他的家庭
[00:21:00.000 --> 00:21:04.000]  他的家庭有一位年邁的母親
[00:21:04.000 --> 00:21:07.000]  他為了信仰的緣故
[00:21:07.000 --> 00:21:09.000]  為了福音的緣故
[00:21:09.000 --> 00:21:11.000]  他放要放下
[00:21:11.000 --> 00:21:13.000]  我也認識一位傳道人
[00:21:13.000 --> 00:21:15.000]  最近跟他聊天的時候
[00:21:15.000 --> 00:21:20.000]  他說他會轉去一個新的教會的工場
[00:21:20.000 --> 00:21:22.000]  其實那間教會已經不新了
[00:21:22.000 --> 00:21:24.000]  為什麼他要轉呢?
[00:21:24.000 --> 00:21:27.000]  因為那間教會有很多年輕人
[00:21:27.000 --> 00:21:32.000]  年輕的中年成人
[00:21:32.000 --> 00:21:34.000]  他們離開了教會
[00:21:34.000 --> 00:21:37.000]  剩下的就是一些老人家
[00:21:37.000 --> 00:21:41.000]  教會有荒涼的情況
[00:21:41.000 --> 00:21:45.000]  有一位牧師去呼召他去那間教會
[00:21:45.000 --> 00:21:49.000]  一起去為這個教會做一些開荒的工作
[00:21:49.000 --> 00:21:52.000]  他就義無反顧地去參與
[00:21:52.000 --> 00:21:55.000]  他選擇去牧羊這間
[00:21:55.000 --> 00:22:00.000]  看上去情況不是太好的教會
[00:22:00.000 --> 00:22:02.000]  去開荒
[00:22:02.000 --> 00:22:05.000]  而他拿到的薪金
[00:22:05.000 --> 00:22:08.000]  也比他原來少了一大截
[00:22:08.000 --> 00:22:10.000]  當我們知道
[00:22:10.000 --> 00:22:13.000]  我們今天所做的一切的捨棄
[00:22:13.000 --> 00:22:17.000]  其實是為了將來最美好的盼望的時候
[00:22:17.000 --> 00:22:21.000]  我們會得著鼓勵
[00:22:21.000 --> 00:22:22.000]  得著力量
[00:22:22.000 --> 00:22:26.000]  甘心地為神的緣故去擺上
[00:22:26.000 --> 00:22:29.000]  我們繼續看下去
[00:22:29.000 --> 00:22:34.000]  我們一起讀第十八節
[00:22:34.000 --> 00:22:36.000]  下半節很慘
[00:22:36.000 --> 00:22:37.000]  我們一起讀
[00:22:37.000 --> 00:22:45.000]  「使你知道他在聖道中所得榮耀的基業是何等豐盛」
[00:22:45.000 --> 00:22:47.000]  第二件事
[00:22:47.000 --> 00:22:50.000]  保羅祈求聖靈幫助我們看到的是什麼呢?
[00:22:50.000 --> 00:22:57.000]  就是他在聖道當中所得到的榮耀的基業是多麼豐盛
[00:22:57.000 --> 00:23:01.000]  這裡提到
[00:23:01.000 --> 00:23:05.000]  聖道中所得的基業
[00:23:05.000 --> 00:23:10.000]  其實這個名詞有兩個翻譯
[00:23:10.000 --> 00:23:13.000]  也表達了兩個解釋
[00:23:13.000 --> 00:23:15.000]  第一個解釋是什麼呢?
[00:23:15.000 --> 00:23:19.000]  就是聖道中所得的基業
[00:23:19.000 --> 00:23:26.000]  是指神將來在天國裡給我們聖徒的基業
[00:23:26.000 --> 00:23:30.000]  這個基業將會是怎樣呢?
[00:23:30.000 --> 00:23:31.000]  是很豐盛的
[00:23:31.000 --> 00:23:33.000]  或者也很豐富的
[00:23:33.000 --> 00:23:36.000]  第二個解釋是什麼呢?
[00:23:36.000 --> 00:23:40.000]  就是聖徒就是神的基業
[00:23:40.000 --> 00:23:42.000]  神的基業
[00:23:42.000 --> 00:23:46.000]  將來在天國裡給我們很豐盛的榮耀
[00:23:46.000 --> 00:23:57.000]  無論是將來在天國裡得到很豐盛很豐富的基業
[00:23:57.000 --> 00:24:02.000]  或者將來在天國裡上帝賜給我們很豐盛的榮耀
[00:24:02.000 --> 00:24:07.000]  我們都知道這些都是來自我們的神
[00:24:07.000 --> 00:24:11.000]  這位神就是一位榮耀的神
[00:24:11.000 --> 00:24:12.000]  榮耀的父神
[00:24:12.000 --> 00:24:15.000]  祂就是榮耀的源頭
[00:24:15.000 --> 00:24:18.000]  正如我剛才所提到的那位宣教士
[00:24:18.000 --> 00:24:21.000]  和那位去開方的牧者
[00:24:21.000 --> 00:24:25.000]  他們為了主犧牲的見證
[00:24:25.000 --> 00:24:27.000]  提醒我們
[00:24:27.000 --> 00:24:30.000]  今天我們所擺上的一切
[00:24:30.000 --> 00:24:32.000]  所受的一切的苦
[00:24:32.000 --> 00:24:34.000]  神都會紀念
[00:24:34.000 --> 00:24:35.000]  到每天的時間
[00:24:35.000 --> 00:24:37.000]  在天國裡
[00:24:37.000 --> 00:24:42.000]  祂會賜給我們無比豐盛豐富的榮耀
[00:24:42.000 --> 00:24:46.000]  接著我們看下去
[00:24:46.000 --> 00:24:50.000]  我們一起讀第十九節
[00:24:50.000 --> 00:24:51.000]  我們一起讀
[00:24:51.000 --> 00:24:58.000]  「並知道祂向我們這些信的人所獻的能力是何等浩大
[00:24:58.000 --> 00:25:03.000]  這是照祂的大能大力運行的」
[00:25:06.000 --> 00:25:07.000]  第三件事
[00:25:07.000 --> 00:25:10.000]  保羅祈求聖靈幫助我們看到的是
[00:25:10.000 --> 00:25:17.000]  就是神向聖徒所獻的能力是多麼的浩大
[00:25:17.000 --> 00:25:25.000]  神所顯示的能力
[00:25:25.000 --> 00:25:30.000]  是照祂的大能大力所運行出來的
