
[00:00:00.000 --> 00:00:02.840]  我準備這個PowerPoint的時候
[00:01:44.480 --> 00:01:48.120]  將一切的憂慮真真正正寫給你
[00:01:48.120 --> 00:01:51.800]  奉耶穌基督聖名祈求 阿們
[00:01:51.800 --> 00:01:53.640]  今天是中堂講道系列
[00:01:53.640 --> 00:01:56.920]  彼得前書最後一段的經文
[00:01:56.920 --> 00:01:59.040]  彼得前書是寫給
[00:01:59.040 --> 00:02:03.280]  當時分散在本都加拉泰地區的信徒
[00:02:03.280 --> 00:02:06.440]  他們不是一班養尊處優的基督徒
[00:02:06.440 --> 00:02:09.880]  而是生活在面對被社會排擠
[00:02:09.880 --> 00:02:11.400]  經濟壓力
[00:02:11.400 --> 00:02:15.760]  甚至生命受到威脅的普通人
[00:02:15.760 --> 00:02:17.160]  各種的憂慮
[00:02:17.160 --> 00:02:20.720]  隨時會打垮他們的信心
[00:02:20.720 --> 00:02:25.560]  所以彼得就將這個最紮心
[00:02:25.560 --> 00:02:27.320]  最深層的信息
[00:02:27.320 --> 00:02:30.080]  擺在政權書的最後一頁
[00:02:30.080 --> 00:02:36.840]  我們先看了解憂慮這個字
[00:02:36.840 --> 00:02:39.920]  憂慮不是單單情緒的困擾
[00:02:39.920 --> 00:02:41.880]  如果從希臘原文來看
[00:02:41.880 --> 00:02:47.520]  這個字的字根含有分開或者撕裂的意思
[00:02:47.520 --> 00:02:51.280]  確實憂慮會撕裂我們的心
[00:02:51.280 --> 00:02:53.600]  使得我們沒辦法專注在神
[00:02:53.600 --> 00:02:55.480]  活在當下
[00:02:55.480 --> 00:03:01.880]  它更加使得我們生命中出現一個重要的致命破口
[00:03:01.880 --> 00:03:04.680]  我們會陷入一個狀態
[00:03:04.680 --> 00:03:07.280]  就是將我們交給神的重擔
[00:03:07.280 --> 00:03:11.240]  偷偷地又拿回來自己背
[00:03:11.240 --> 00:03:13.120]  弟兄姊妹
[00:03:13.120 --> 00:03:16.560]  我們會不會都經常這樣呢
[00:03:16.560 --> 00:03:17.880]  在禱告裏面
[00:03:17.880 --> 00:03:21.360]  我們流淚將重擔交給神
[00:03:21.360 --> 00:03:23.240]  很有信心地跟神說
[00:03:23.240 --> 00:03:26.360]  主啊,我將我的重擔交給祢了
[00:03:26.360 --> 00:03:28.560]  但是一離開聚會
[00:03:28.560 --> 00:03:29.760]  一睜開眼
[00:03:29.760 --> 00:03:31.200]  一打開手機
[00:03:31.200 --> 00:03:33.960]  看看銀行的戶口信息
[00:03:33.960 --> 00:03:36.080]  看看醫院的報告
[00:03:36.080 --> 00:03:42.080]  我們馬上就將這個重擔從神的手裏拿回來
[00:03:42.080 --> 00:03:49.280]  今天彼得要幫助我們在這個循環裏面得到釋放
[00:03:49.280 --> 00:03:52.320]  所以我們進入第一段的經文
[00:03:52.320 --> 00:03:53.840]  經文我給它的主題為
[00:03:53.840 --> 00:03:57.240]  「卸下憂慮,因他顧念」
[00:03:57.240 --> 00:03:59.080]  彼得前書五章七節
[00:03:59.080 --> 00:04:01.160]  經文這樣說
[00:04:01.160 --> 00:04:04.880]  你們要將一切的憂慮卸給神
[00:04:04.880 --> 00:04:08.480]  因為他顧念你們
[00:04:08.480 --> 00:04:14.280]  這句經文是全本聖經裏面最安慰人心的經文之一
[00:04:14.280 --> 00:04:19.120]  但亦都可以說是最挑戰我們驕傲的經文
[00:04:19.120 --> 00:04:26.280]  我們細心來看看彼得用甚麼詞語來表達
[00:04:26.280 --> 00:04:29.720]  首先這裏有「卸給」這個字
[00:04:29.720 --> 00:04:33.840]  在原文裏面是一個非常之強烈的形容詞
[00:04:33.840 --> 00:04:38.480]  表達了一個一次性、果斷的行動
[00:04:38.480 --> 00:04:40.080]  按照聖經學者的解釋
[00:04:40.080 --> 00:04:43.440]  這個字在古典希臘文裏面的用法
[00:04:43.440 --> 00:04:50.280]  經常來形容將一件重的物件拋砸在一個東西之上
[00:04:50.280 --> 00:04:51.880]  就好像你打籃球
[00:04:51.880 --> 00:04:55.600]  你將籃球投籃一樣
[00:04:55.600 --> 00:05:01.560]  又或者將一個重物搭在某些動物或者人的身上
[00:05:01.560 --> 00:05:05.240]  《新約聖經》這個字出現了兩次
[00:05:05.240 --> 00:05:06.520]  除了這裏之外
[00:05:06.520 --> 00:05:11.720]  另外一次是出現在《路加福音》十九章三十五節
[00:05:11.720 --> 00:05:13.040]  那段經文講到
[00:05:13.040 --> 00:05:16.520]  門徒將他們的衣服搭在廬區上面
[00:05:16.520 --> 00:05:19.840]  讓耶穌騎駿進城
[00:05:19.840 --> 00:05:21.800]  從門徒這個行動
[00:05:21.800 --> 00:05:24.400]  我們看到「卸給」這個字
[00:05:24.400 --> 00:05:28.280]  表示了一次性、決定的行動
[00:05:28.280 --> 00:05:33.040]  弟兄姊妹,何謂一次性的決定呢?
[00:05:33.040 --> 00:05:36.160]  一次性即是不會重覆
[00:05:36.160 --> 00:05:38.000]  不會三心兩意
[00:05:38.000 --> 00:05:40.000]  是一次過完成
[00:05:40.000 --> 00:05:43.240]  將一切的憂慮卸給神
[00:05:43.240 --> 00:05:45.280]  你試一下想像一下
[00:05:45.280 --> 00:05:49.440]  你下班拿著一個公事包或者背囊回到家
[00:05:49.440 --> 00:05:52.120]  你第一件事會做什麼?
[00:05:52.120 --> 00:05:56.840]  你當然會將你的背囊或者公事包放下
[00:05:56.840 --> 00:05:58.600]  你會將你的公事包放下
[00:05:58.600 --> 00:06:00.480]  有誰會仍然背著的?
[00:06:00.480 --> 00:06:01.840]  應該沒有吧?
[00:06:01.840 --> 00:06:04.920]  你不會背著公事包去坐在沙發休息
[00:06:04.920 --> 00:06:08.160]  不會背著公事包去洗澡、吃飯
[00:06:08.160 --> 00:06:12.360]  更加不會背著公事包上床睡覺
[00:06:12.360 --> 00:06:15.280]  我相信沒有人會這樣做
[00:06:15.280 --> 00:06:17.040]  將憂慮卸給神
[00:06:17.040 --> 00:06:19.400]  就是這個動作、這個行動
[00:06:19.400 --> 00:06:20.560]  啪一聲
[00:06:20.560 --> 00:06:25.160]  你將你的憂慮包交給神
[00:06:25.160 --> 00:06:26.760]  彼得要我們一次過
[00:06:26.760 --> 00:06:29.120]  決定性拋棄
[00:06:29.120 --> 00:06:33.200]  將你的憂慮丟了給神
[00:06:33.200 --> 00:06:35.520]  接著我們要看一下
[00:06:35.520 --> 00:06:38.160]  這節經文裏面最重要的一個動詞
[00:06:38.160 --> 00:06:39.720]  顧念
[00:06:39.720 --> 00:06:42.040]  在文法上表達是
[00:06:42.040 --> 00:06:45.000]  你們是神所關心的
[00:06:45.000 --> 00:06:46.800]  神不是被動地
[00:06:46.800 --> 00:06:48.760]  祂只知道我們的困難
[00:06:48.760 --> 00:06:50.640]  就袖手旁觀
[00:06:50.640 --> 00:06:53.840]  顧念是要表達神主動
[00:06:53.840 --> 00:06:57.200]  心情被帶著行動承擔起
[00:06:57.200 --> 00:06:59.560]  照顧我們的責任
[00:06:59.560 --> 00:07:01.080]  祂顧念你
[00:07:01.080 --> 00:07:04.840]  意思是你的事就是神的事
[00:07:04.840 --> 00:07:08.520]  你的重擔就是神的重擔
[00:07:08.520 --> 00:07:11.000]  小朋友背不起祂的重擔
[00:07:11.000 --> 00:07:14.120]  由父母來背
[00:07:14.120 --> 00:07:16.240]  所以五章七節這節經文
[00:07:16.240 --> 00:07:19.280]  有一個非常重要的邏輯
[00:07:19.280 --> 00:07:23.440]  因為祂顧念你們
[00:07:23.440 --> 00:07:25.600]  我們將憂慮卸給神的基礎
[00:07:25.600 --> 00:07:28.280]  不是因為問題會即時解決
[00:07:28.280 --> 00:07:31.680]  也不是因為環境會即刻變好
[00:07:31.680 --> 00:07:36.160]  而是因為祂顧念我們
[00:07:36.160 --> 00:07:40.120]  我們之所以能夠將我們最深層的痛苦
[00:07:40.120 --> 00:07:41.720]  最無助的恐懼
[00:07:41.720 --> 00:07:45.480]  毫無保留地躺在神的面前
[00:07:45.480 --> 00:07:46.720]  是因為我們知道
[00:07:46.720 --> 00:07:48.840]  這位創造天地的主
[00:07:48.840 --> 00:07:51.600]  祂的眼目顧念我們
[00:07:51.600 --> 00:07:56.920]  祂的心腸為我們動了慈心憐憫
[00:07:56.920 --> 00:08:02.120]  這節經文更加連續到上節第六節
[00:08:02.120 --> 00:08:04.560]  是一個緊密的相連
[00:08:04.560 --> 00:08:06.600]  第六節的經文這樣說
[00:08:06.600 --> 00:08:09.320]  所以你們要謙卑
[00:08:09.320 --> 00:08:11.680]  福在神的大能手下
[00:08:11.680 --> 00:08:13.080]  到了時候
[00:08:13.080 --> 00:08:16.400]  祂必叫你們高聲
[00:08:16.400 --> 00:08:19.560]  謙卑和卸下憂慮
[00:08:19.560 --> 00:08:22.480]  其實是同一件事的兩面
[00:08:22.480 --> 00:08:26.480]  又好像一個錢幣的兩面一樣
[00:08:26.480 --> 00:08:30.240]  驕傲的人總會說
[00:08:30.240 --> 00:08:31.960]  我能搞定的
[00:08:31.960 --> 00:08:33.040]  我可以的
[00:08:33.040 --> 00:08:35.160]  我撐得住的
[00:08:35.160 --> 00:08:36.440]  但是神說
[00:08:36.440 --> 00:08:37.960]  你撐不住的
[00:08:37.960 --> 00:08:39.080]  放下
[00:08:39.080 --> 00:08:42.760]  讓神來撐
[00:08:42.760 --> 00:08:48.200]  在舊約聖經裏面
[00:08:48.200 --> 00:08:51.680]  在舊約聖經裏面
[00:08:51.680 --> 00:08:52.680]  有一個人物
[00:08:52.680 --> 00:08:59.160]  他叫哈拿
[00:08:59.160 --> 00:09:01.240]  哈拿的事跡能夠表達到
[00:09:01.240 --> 00:09:03.880]  將舍給神
[00:09:03.880 --> 00:09:08.040]  這個憂慮舍給神的教導說得清楚
[00:09:08.040 --> 00:09:11.760]  哈拿的故事記載在《撒姆爾記》上第一章
[00:09:11.760 --> 00:09:15.000]  哈拿長年不能生育
[00:09:15.000 --> 00:09:19.040]  她的丈夫另外一個妻子比利娜
[00:09:19.040 --> 00:09:20.720]  經常嘲笑她
[00:09:20.720 --> 00:09:22.200]  羞辱她
[00:09:22.200 --> 00:09:24.080]  每年上聖殿的時候
[00:09:24.080 --> 00:09:26.560]  人人高高興興地上聖殿
[00:09:26.560 --> 00:09:29.640]  但是哈拿就躲在牆角裏面哭
[00:09:29.640 --> 00:09:32.240]  甚至連飯都不吃
[00:09:32.240 --> 00:09:33.560]  為什麼
[00:09:33.560 --> 00:09:35.080]  因為古代來說
[00:09:35.080 --> 00:09:36.600]  女士不能生育
[00:09:36.600 --> 00:09:38.240]  或者沒有孩子
[00:09:38.240 --> 00:09:40.600]  是一個羞恥的事
[00:09:40.600 --> 00:09:44.480]  這是一個人完全無法改變的困境
[00:09:44.480 --> 00:09:47.360]  沒有辦法靠自己去改變
[00:09:47.360 --> 00:09:49.000]  哈拿怎麼做呢
[00:09:49.000 --> 00:09:50.400]  聖經記載
[00:09:50.400 --> 00:09:52.200]  哈拿心裏受苦
[00:09:52.200 --> 00:09:53.640]  就痛哭
[00:09:53.640 --> 00:09:55.640]  祈禱耶和華
[00:09:55.640 --> 00:09:57.000]  她去到神的面前
[00:09:57.000 --> 00:09:58.800]  完全躺開自己
[00:09:58.800 --> 00:10:01.280]  她將最深層次的羞辱
[00:10:01.280 --> 00:10:02.840]  最痛的軟弱
[00:10:02.840 --> 00:10:05.480]  毫無保留地擺在神的面前
[00:10:05.480 --> 00:10:07.280]  她向神祈願
[00:10:07.280 --> 00:10:10.080]  表達了一種絕對的信任
[00:10:10.080 --> 00:10:13.280]  就算禱告之後沒有即時改變環境
[00:10:13.280 --> 00:10:15.000]  沒有即時有孩子
[00:10:15.000 --> 00:10:19.160]  她仍然將自己完全交在神的手裏面
[00:10:19.160 --> 00:10:20.720]  結果是怎樣
[00:10:20.720 --> 00:10:22.600]  聖經告訴我們
[00:10:22.600 --> 00:10:26.640]  哈拿走去吃飯
[00:10:26.640 --> 00:10:29.680]  面上再沒有羞辱
[00:10:29.680 --> 00:10:32.120]  這個令我很震撼
[00:10:32.120 --> 00:10:34.360]  是一個很震撼的畫面
[00:10:34.360 --> 00:10:36.880]  哈拿本來滿面羞辱
[00:10:36.880 --> 00:10:38.120]  流著淚
[00:10:38.120 --> 00:10:39.520]  但是她禱告完
[00:10:39.520 --> 00:10:42.960]  向耶和華獻上她的心願之後
[00:10:42.960 --> 00:10:44.960]  她就再沒有羞辱
[00:10:44.960 --> 00:10:47.080]  完全改變了
[00:10:47.080 --> 00:10:48.520]  她仍然沒有孩子
[00:10:48.520 --> 00:10:50.640]  比利那仍然嘲笑她
[00:10:50.640 --> 00:10:53.600]  但是哈拿沒有再羞辱
[00:10:53.600 --> 00:10:56.640]  後來神給哈拿一個兒子
[00:10:56.640 --> 00:10:59.360]  在《撒姆爾記》上一章二十節記載
[00:10:59.360 --> 00:11:00.840]  「時候到了
[00:11:00.840 --> 00:11:03.200]  哈拿懷孕生了一個兒子
[00:11:03.200 --> 00:11:06.560]  給他起名撒姆爾」
[00:11:06.560 --> 00:11:07.760]  意思就是
[00:11:07.760 --> 00:11:12.040]  「這是我從耶和華那裏求來的」
[00:11:12.040 --> 00:11:14.760]  哈拿終於得償所願
[00:11:14.760 --> 00:11:16.000]  開心嗎
[00:11:16.000 --> 00:11:18.000]  非常開心
[00:11:18.000 --> 00:11:20.800]  但是哈拿得到兒子之後
[00:11:20.800 --> 00:11:25.400]  她沒有將撒姆爾緊緊地抓在自己的手裏面
[00:11:25.400 --> 00:11:27.240]  不放手
[00:11:27.240 --> 00:11:30.200]  反而她照著她所許的願
[00:11:30.200 --> 00:11:32.480]  在撒姆爾斷奶之後
[00:11:32.480 --> 00:11:34.880]  她就將撒姆爾送到聖殿
[00:11:34.880 --> 00:11:38.680]  終身歸於耶和華
[00:11:38.680 --> 00:11:41.480]  哈拿的故事告訴我們
[00:11:41.480 --> 00:11:43.240]  真正的舍下
[00:11:43.240 --> 00:11:49.160]  是連神應許得到的禱告都不拿著
[00:11:49.160 --> 00:11:52.040]  而是將一切完完全全
[00:11:52.040 --> 00:11:53.920]  包括神所賜的福
[00:11:53.920 --> 00:11:57.720]  都完全交在神的手裏面
[00:11:57.720 --> 00:11:59.440]  哈拿的兒子撒姆爾
[00:11:59.440 --> 00:12:03.840]  後來成為以色列最偉大的先知之一
[00:12:03.840 --> 00:12:07.480]  一個母親願意選擇放手
[00:12:07.480 --> 00:12:11.080]  因此祝福了整個世代
[00:12:11.080 --> 00:12:13.800]  舍下不是失去
[00:12:13.800 --> 00:12:16.760]  而是讓神的手工作
[00:12:16.760 --> 00:12:24.160]  詩篇55篇22節
[00:12:24.160 --> 00:12:27.560]  「你要把你的重擔舍給耶和華
[00:12:27.560 --> 00:12:29.080]  他必扶持你
[00:12:29.080 --> 00:12:32.640]  他永不叫兒人動搖」
[00:12:32.640 --> 00:12:35.640]  詩篇55篇是大衛的詩
[00:12:35.640 --> 00:12:38.680]  大衛在這篇詩裏面用了同一個字
[00:12:38.680 --> 00:12:40.840]  舍給
[00:12:40.840 --> 00:12:43.640]  大衛的經歷和彼得的教導
[00:12:43.640 --> 00:12:45.880]  跨越了一千年以上
[00:12:45.880 --> 00:12:47.840]  互相呼應
[00:12:47.840 --> 00:12:50.560]  大衛說「他必扶持你」
[00:12:50.560 --> 00:12:53.920]  彼得說「因他顧念你們」
[00:12:53.920 --> 00:12:57.880]  兩個見證同一個真理
[00:12:57.880 --> 00:12:59.840]  神願意承擔我們的重擔
[00:12:59.840 --> 00:13:02.040]  而且祂有能力承擔
[00:13:02.040 --> 00:13:04.320]  大衛補充一句更加說
[00:13:04.320 --> 00:13:10.840]  「他永不叫兒人動搖」
[00:13:10.840 --> 00:13:13.640]  這不是說我們不會遇到困難
[00:13:13.640 --> 00:13:16.360]  而是在動盪的環境裏面
[00:13:16.360 --> 00:13:18.040]  神會親自托著我們
[00:13:18.040 --> 00:13:21.440]  使我們不自跌倒
[00:13:21.440 --> 00:13:25.040]  所以今天請弟兄姊妹你想一想
[00:13:25.040 --> 00:13:29.520]  你真正抓住不放的憂慮是甚麼
[00:13:29.520 --> 00:13:31.440]  究竟是否家庭的重擔
[00:13:31.440 --> 00:13:33.040]  經濟的壓力
[00:13:33.040 --> 00:13:35.760]  還是對未來的恐懼
[00:13:35.760 --> 00:13:40.760]  或者是人際關係中的傷害
[00:13:40.760 --> 00:13:42.360]  神對你說
[00:13:42.360 --> 00:13:46.160]  「將這一切通通拋給他」
[00:13:46.160 --> 00:13:48.960]  寫下是信心的行動
[00:13:48.960 --> 00:13:53.880]  是謙卑的表現
[00:13:53.880 --> 00:13:57.920]  現在我們來到經文的第二部分
[00:13:57.920 --> 00:14:02.960]  「警醒抵擋,因仇敵虧恃」
[00:14:02.960 --> 00:14:06.200]  我會請弟兄姊妹跟我一同誦讀
[00:14:06.200 --> 00:14:08.440]  經文八到十一節
[00:14:08.440 --> 00:14:10.160]  我們一起誦讀
[00:14:10.160 --> 00:14:13.120]  「務要謹慎,要警醒
[00:14:13.120 --> 00:14:15.960]  因為你們的仇敵魔鬼
[00:14:15.960 --> 00:14:19.840]  如同咆哮的獅子走來走去
[00:14:19.840 --> 00:14:22.320]  尋找可吞吃的人
[00:14:22.320 --> 00:14:26.120]  你們要用堅固的信心抵擋他
[00:14:26.120 --> 00:14:29.760]  因為知道你們在世上的弟兄
[00:14:29.760 --> 00:14:33.240]  也正在經歷這樣的苦難
[00:14:33.240 --> 00:14:35.560]  那似一切恩典的神
[00:14:35.560 --> 00:14:38.600]  曾在基督裡照料你們
[00:14:38.600 --> 00:14:41.320]  得享祂永遠的榮耀
[00:14:41.320 --> 00:14:44.440]  在你們暫受苦難之後
[00:14:44.440 --> 00:14:47.040]  必要親自承傳你們
[00:14:47.040 --> 00:14:48.480]  堅固你們
[00:14:48.480 --> 00:14:50.480]  賜力量給你們
[00:14:50.480 --> 00:14:52.080]  建立你們
[00:14:52.080 --> 00:14:54.240]  願權能歸給他
[00:14:54.240 --> 00:14:56.440]  直到永永遠遠
[00:14:56.440 --> 00:14:58.080]  阿們」
[00:14:58.080 --> 00:15:00.560]  當我們將憂慮卸給神之後
[00:15:00.560 --> 00:15:06.320]  彼得很緊接地給了我們三個命令
[00:15:06.320 --> 00:15:08.400]  第八、第九節
[00:15:08.400 --> 00:15:12.120]  「謹守、警醒、抵擋」
[00:15:12.120 --> 00:15:15.080]  這三個都是命令的動詞
[00:15:15.080 --> 00:15:16.840]  頭兩個命令動詞
[00:15:16.840 --> 00:15:18.160]  在原文的含義是
[00:15:18.160 --> 00:15:20.720]  「保持清醒」即是不要醉酒
[00:15:20.720 --> 00:15:22.800]  「保持警覺」
[00:15:22.800 --> 00:15:27.080]  彼得要求信徒要時刻提醒、警醒
[00:15:27.080 --> 00:15:29.360]  來到這裡或有弟兄姊妹
[00:15:29.360 --> 00:15:32.240]  他會感到矛盾
[00:15:32.240 --> 00:15:35.760]  一方面彼得叫我們要將憂慮卸給神
[00:15:35.760 --> 00:15:37.960]  另一方面又叫我們警醒
[00:15:37.960 --> 00:15:40.840]  將我們帶入一個很緊張的狀態
[00:15:40.840 --> 00:15:43.520]  究竟想我們怎樣呢?
[00:15:43.520 --> 00:15:46.200]  其實兩者並無矛盾
[00:15:46.200 --> 00:15:49.360]  你將憂慮、重擔卸給神
[00:15:49.360 --> 00:15:52.160]  但仍然保持警覺
[00:15:52.160 --> 00:15:56.760]  就好像一個正在戰場上打仗的士兵
[00:15:56.760 --> 00:15:58.600]  他休息的時候會怎樣?
[00:15:58.600 --> 00:16:01.000]  他會將他的裝備放下
[00:16:01.000 --> 00:16:03.760]  將沉重的背包卸下
[00:16:03.760 --> 00:16:07.720]  但他不會將手中的槍放下來睡覺
[00:16:07.720 --> 00:16:11.080]  他必須仍然保持警戒狀態
[00:16:11.080 --> 00:16:15.760]  作防禦、作抵擋任何的攻擊
[00:16:15.760 --> 00:16:17.840]  為甚麼要這樣呢?
[00:16:17.840 --> 00:16:20.880]  經文告訴我們知道
[00:16:20.880 --> 00:16:25.400]  因為你們的仇敵魔鬼
[00:16:25.400 --> 00:16:29.120]  魔鬼不是一個虛構的童話角色
[00:16:29.120 --> 00:16:31.920]  亦不是一個模糊的負面能量
[00:16:31.920 --> 00:16:35.760]  而是一個真真實實的實體、個體
[00:16:35.760 --> 00:16:38.840]  它與我們為敵
[00:16:38.840 --> 00:16:41.680]  它如同咆哮的獅子
[00:16:41.680 --> 00:16:43.720]  這裡有兩個特徵
[00:16:43.720 --> 00:16:45.320]  第一個特徵
[00:16:45.320 --> 00:16:46.840]  它有破壞力
[00:16:46.840 --> 00:16:49.240]  獅子很兇猛,大家都知道
[00:16:49.240 --> 00:16:51.000]  你看紀錄片時
[00:16:51.000 --> 00:16:55.600]  它專門趁機捕捉獵物
[00:16:55.600 --> 00:16:57.280]  另外第二個特徵是
[00:16:57.280 --> 00:16:59.360]  它走來走去
[00:16:59.360 --> 00:17:01.400]  表示到它無孔不入
[00:17:01.400 --> 00:17:06.640]  更加形容獅子正在尋找可吞吃的人
[00:17:06.640 --> 00:17:09.720]  這裡誰是可吞吃的人?
[00:17:09.720 --> 00:17:11.960]  是獅子的目標
[00:17:11.960 --> 00:17:14.040]  就是那些孤單一人
[00:17:14.040 --> 00:17:16.240]  軟弱、信心動搖
[00:17:16.240 --> 00:17:19.160]  充滿憂慮的人
[00:17:19.160 --> 00:17:21.640]  他們就像獅子的獵物
[00:17:21.640 --> 00:17:26.360]  隨時會被獅子身吞噬
[00:17:26.360 --> 00:17:28.400]  當我們卸下憂慮之後
[00:17:28.400 --> 00:17:30.200]  魔鬼不會罷休
[00:17:30.200 --> 00:17:36.800]  因為憂慮正是它擅長用來籠絡人的地方
[00:17:36.800 --> 00:17:38.200]  就像獅子
[00:17:38.200 --> 00:17:39.960]  當它暴力的時候
[00:17:39.960 --> 00:17:44.080]  它會發出咆哮聲去恐嚇獵物
[00:17:44.080 --> 00:17:46.600]  讓它們害怕
[00:17:46.600 --> 00:17:49.200]  而將憂慮卸給神重擔之後
[00:17:49.200 --> 00:17:50.880]  你又拿回來
[00:17:50.880 --> 00:17:54.040]  證明了你懼怕
[00:17:54.040 --> 00:17:57.040]  你怕那些事搞不定
[00:17:57.040 --> 00:17:58.960]  魔鬼從創世紀
[00:17:58.960 --> 00:18:02.200]  已經用這個伎倆去恐嚇人
[00:18:02.200 --> 00:18:07.040]  遲早從創世的時候已經墮落
[00:18:07.040 --> 00:18:08.880]  在這個羅網裡面
[00:18:08.880 --> 00:18:11.800]  因為魔鬼的恐嚇
[00:18:11.800 --> 00:18:13.240]  不能自拔
[00:18:13.240 --> 00:18:16.920]  使得眾人類都活在罪當中
[00:18:16.920 --> 00:18:20.480]  所以彼得在第九節
[00:18:20.480 --> 00:18:23.360]  命令我們要抵擋
[00:18:23.360 --> 00:18:25.400]  抵擋魔鬼
[00:18:25.400 --> 00:18:27.840]  抵擋其實是一個軍事用語
[00:18:27.840 --> 00:18:30.000]  意思是你要站穩立場
[00:18:30.000 --> 00:18:31.240]  正面迎敵
[00:18:31.240 --> 00:18:34.400]  和它對抗
[00:18:34.400 --> 00:18:36.200]  怎樣對抗
[00:18:36.200 --> 00:18:39.480]  不是你死我活
[00:18:39.480 --> 00:18:41.600]  而是不靠自己的毅力
[00:18:41.600 --> 00:18:44.480]  用堅固的信心
[00:18:44.480 --> 00:18:46.040]  相信神顧念我們
[00:18:46.040 --> 00:18:51.760]  相信神的應許永不落空
[00:18:51.760 --> 00:18:53.080]  《舊約聖經》裡面
[00:18:53.080 --> 00:18:55.400]  記載了大衛的事蹟
[00:18:55.400 --> 00:19:00.080]  最能夠講到大衛拒絕憂慮
[00:19:00.080 --> 00:19:04.640]  拿回來的掙扎例子
[00:19:04.640 --> 00:19:07.480]  大衛被神揀選
[00:19:07.480 --> 00:19:11.640]  被先知撒姆爾高納為以色列王
[00:19:11.640 --> 00:19:14.320]  但他沒有立刻登上王位
[00:19:14.320 --> 00:19:17.320]  相反他被迫流亡
[00:19:17.320 --> 00:19:20.400]  因為當時蘇羅旺妒忌他
[00:19:20.400 --> 00:19:21.640]  要追殺他
[00:19:21.640 --> 00:19:24.960]  前後長達十幾年
[00:19:24.960 --> 00:19:26.400]  大衛在曠野裡面
[00:19:26.400 --> 00:19:27.680]  山洞裡面
[00:19:27.680 --> 00:19:31.800]  在菲律斯人的境內四處流亡
[00:19:31.800 --> 00:19:33.840]  他寫下了很多的詩篇
[00:19:33.840 --> 00:19:37.600]  其中詩篇第十三篇
[00:19:37.600 --> 00:19:43.120]  反映了他當時憂慮要回頭的心聲
[00:19:43.120 --> 00:19:46.680]  他在詩篇第十三篇喊叫
[00:19:46.680 --> 00:19:48.000]  耶和華
[00:19:48.000 --> 00:19:50.800]  你忘記我要到幾時呢
[00:19:50.800 --> 00:19:55.040]  你轉念不顧我要到幾時呢
[00:19:55.040 --> 00:19:59.600]  這裡就是憂慮和懷疑的聲音
[00:19:59.600 --> 00:20:02.000]  事實上大衛至少有兩次機會
[00:20:02.000 --> 00:20:03.880]  可以殺死蘇羅
[00:20:03.880 --> 00:20:07.640]  在撒姆爾記上二十四和二十六章
[00:20:07.640 --> 00:20:09.480]  跟從大衛的人都說
[00:20:09.480 --> 00:20:13.040]  耶和華已經將你的仇敵交在你的手裡面
[00:20:13.040 --> 00:20:14.840]  環境都配合了
[00:20:14.840 --> 00:20:18.560]  蘇羅就在眼前毫無放避
[00:20:18.560 --> 00:20:20.560]  大衛只要一出手
[00:20:20.560 --> 00:20:23.480]  一切的問題都解決
