
[00:00:00.000 --> 00:00:05.640]  其實今天和明天是教會的第四子堂主日
[00:02:35.400 --> 00:02:39.400]  弟兄姊妹
[00:02:39.400 --> 00:02:41.400]  可能你對北區的認識不多
[00:02:41.400 --> 00:02:43.400]  印象可能停留在偏遠
[00:02:43.400 --> 00:02:45.400]  農地、魚塘、郊區
[00:02:45.400 --> 00:02:48.400]  但是隨著北部都會區的發展
[00:02:48.400 --> 00:02:51.400]  將來北區有很大的轉變
[00:02:51.400 --> 00:02:54.400]  人口和就業機會將會大增
[00:02:54.400 --> 00:02:58.400]  北區亦是全港位列第三的貧窮區域
[00:02:58.400 --> 00:03:00.400]  裏面有很多基層人士的需要
[00:03:00.400 --> 00:03:02.400]  我們如何可以接觸他們
[00:03:02.400 --> 00:03:04.400]  將福音帶給他們呢?
[00:03:04.400 --> 00:03:05.400]  見諒
[00:03:05.400 --> 00:03:08.400]  這真是很值得我們思考的課題
[00:03:08.400 --> 00:03:10.400]  《爾忽碩書》二章提到
[00:03:10.400 --> 00:03:11.400]  要傳和平的福音
[00:03:11.400 --> 00:03:13.400]  無論給遠處的人
[00:03:13.400 --> 00:03:14.400]  或近處的人
[00:03:14.400 --> 00:03:16.400]  第四子堂的開展
[00:03:16.400 --> 00:03:19.400]  正正要回應本地宣教的需要
[00:03:19.400 --> 00:03:22.400]  我們很想跨越地理和文化
[00:03:22.400 --> 00:03:24.400]  將福音帶給北區的居民
[00:03:24.400 --> 00:03:25.400]  弟兄姊妹
[00:03:25.400 --> 00:03:26.400]  邀請你禱告
[00:03:26.400 --> 00:03:30.400]  求主讓你看見本地宣教的角色
[00:03:30.400 --> 00:03:33.400]  讓我們用基督的愛一起建立神的國
[00:03:33.400 --> 00:03:36.400]  四子宣教齊起動
[00:03:36.400 --> 00:03:37.400]  Fighting
[00:03:37.400 --> 00:03:39.400]  Let's go
[00:03:48.400 --> 00:03:50.400]  這段影片
[00:03:50.400 --> 00:03:52.400]  不知道大家看的時候覺得如何
[00:03:52.400 --> 00:03:55.400]  有沒有像教育電視一樣
[00:03:55.400 --> 00:03:57.400]  有些人說像教育電視
[00:03:57.400 --> 00:04:01.400]  教會的形式是這樣的
[00:04:01.400 --> 00:04:03.400]  我們都想多些
[00:04:03.400 --> 00:04:04.400]  運用大家的創意
[00:04:04.400 --> 00:04:07.400]  在接下來的建立第四子堂裏
[00:04:07.400 --> 00:04:09.400]  去更加發揮得好
[00:04:09.400 --> 00:04:11.400]  今天在大家當中
[00:04:11.400 --> 00:04:14.400]  主要是分享一個訊息
[00:04:14.400 --> 00:04:15.400]  就是這個題目
[00:04:15.400 --> 00:04:17.400]  願上帝紀念這殿
[00:04:17.400 --> 00:04:24.400]  這殿將會在北區成立第四子堂
[00:04:24.400 --> 00:04:26.400]  我選擇了撒加利亞書
[00:04:26.400 --> 00:04:30.400]  在當中和大家分享今天的訊息
[00:04:30.400 --> 00:04:33.400]  不知道大家有沒有讀過撒加利亞書
[00:04:33.400 --> 00:04:35.400]  是一個小先知的書卷
[00:04:35.400 --> 00:04:37.400]  撒加利亞先知的預言
[00:04:37.400 --> 00:04:41.400]  是上帝藉著當時的先知
[00:04:41.400 --> 00:04:43.400]  給一群被捕
[00:04:43.400 --> 00:04:48.400]  回到耶路撒冷的猶太群體的書卷
[00:04:48.400 --> 00:04:52.400]  這群人回到耶路撒冷後
[00:04:52.400 --> 00:04:55.400]  他們都很想重建他們的城市
[00:04:55.400 --> 00:04:57.400]  重建聖殿
[00:04:57.400 --> 00:04:59.400]  但因為很多阻攔下
[00:04:59.400 --> 00:05:01.400]  最後都停下來
[00:05:01.400 --> 00:05:04.400]  如果大家有機會看舊約聖經
[00:05:04.400 --> 00:05:07.400]  看以色列記第三到第四章
[00:05:07.400 --> 00:05:10.400]  裏面有很詳細的講解
[00:05:10.400 --> 00:05:12.400]  當時有兩個先知出現
[00:05:12.400 --> 00:05:15.400]  包括撒加利亞先知
[00:05:15.400 --> 00:05:17.400]  另一個先知是哈蓋先知
[00:05:17.400 --> 00:05:21.400]  他們是一群領受了上帝的說話
[00:05:21.400 --> 00:05:24.400]  勉勵當時那群被捕
[00:05:24.400 --> 00:05:30.400]  在巴比倫帶回耶路撒冷的先知
[00:05:30.400 --> 00:05:34.400]  當時的耶路撒冷是一個頹垣敗瓦的地方
[00:05:34.400 --> 00:05:36.400]  百廢待興的地方
[00:05:36.400 --> 00:05:38.400]  如果大家可以想像一下
[00:05:38.400 --> 00:05:42.400]  這群人從巴比倫回到耶路撒冷的時候
[00:05:42.400 --> 00:05:44.400]  他們有什麼心情呢
[00:05:44.400 --> 00:05:46.400]  看到這樣的一個光景的時候
[00:05:46.400 --> 00:05:49.400]  就類似今天大家在新聞裏
[00:05:49.400 --> 00:05:53.400]  很多時候看到中東在加沙打仗
[00:05:53.400 --> 00:05:54.400]  打得很厲害
[00:05:54.400 --> 00:05:56.400]  打到地方都爛了
[00:05:56.400 --> 00:05:59.400]  很多原本住在加沙的市民
[00:05:59.400 --> 00:06:01.400]  他們都離開了他們的城市
[00:06:01.400 --> 00:06:04.400]  去了不同的城市裏面避難
[00:06:04.400 --> 00:06:06.400]  但如果有一天當戰爭停了之後
[00:06:06.400 --> 00:06:10.400]  這群人回到加沙的時候
[00:06:10.400 --> 00:06:12.400]  他們會有什麼心境呢
[00:06:12.400 --> 00:06:14.400]  你可以用這樣的代入
[00:06:14.400 --> 00:06:18.400]  去想像一下他們當時的心情
[00:06:18.400 --> 00:06:20.400]  相信那個心情一定是
[00:06:20.400 --> 00:06:22.400]  既是興奮
[00:06:22.400 --> 00:06:23.400]  因為可以回到自己的家園
[00:06:23.400 --> 00:06:25.400]  但面對一個破落的家園
[00:06:25.400 --> 00:06:29.400]  其實心裏面都有很多不同的感受
[00:06:29.400 --> 00:06:33.400]  甚至是一個百感交集的感受
[00:06:33.400 --> 00:06:37.400]  最近在報章裏面有一個評論
[00:06:37.400 --> 00:06:38.400]  大家應該看不到
[00:06:38.400 --> 00:06:39.400]  因為字太小
[00:06:39.400 --> 00:06:41.400]  我講一講給大家聽
[00:06:41.400 --> 00:06:44.400]  這篇評論是周永新教授
[00:06:44.400 --> 00:06:46.400]  一個榮休的教授
[00:06:46.400 --> 00:06:49.400]  寫了一篇評論在報紙裏面登出來
[00:06:49.400 --> 00:06:54.400]  就是講到香港的變化和港人的疑慮
[00:06:54.400 --> 00:06:56.400]  這篇文章裏面提到
[00:06:56.400 --> 00:07:00.400]  現在香港是一個很大變化的裏面
[00:07:00.400 --> 00:07:02.400]  其中主要有三方面的變化
[00:07:02.400 --> 00:07:07.400]  分別是經濟、社會和政治上的變化
[00:07:07.400 --> 00:07:09.400]  他在文章裏面提到
[00:07:09.400 --> 00:07:13.400]  他說香港人其實都不是完全否定這些變化
[00:07:13.400 --> 00:07:15.400]  但這些變化裏面
[00:07:15.400 --> 00:07:20.400]  確實帶給很多香港人產生了很多的疑慮
[00:07:20.400 --> 00:07:21.400]  例如舉一個例子
[00:07:21.400 --> 00:07:24.400]  就是在經濟上的一個變化
[00:07:24.400 --> 00:07:25.400]  我們現在知道
[00:07:25.400 --> 00:07:29.400]  香港是要融入國家的發展大局
[00:07:29.400 --> 00:07:33.400]  很多人都上了大灣區住
[00:07:33.400 --> 00:07:36.400]  或者是旅遊或者是購物
[00:07:36.400 --> 00:07:38.400]  這些都是我們經常聽到的
[00:07:38.400 --> 00:07:40.400]  但這種的經濟模式
[00:07:40.400 --> 00:07:43.400]  對香港帶來有什麼影響呢
[00:07:43.400 --> 00:07:45.400]  市民去面對這個轉變的時候
[00:07:45.400 --> 00:07:49.400]  他們心裏面有沒有一些疑慮呢
[00:07:49.400 --> 00:07:52.400]  這種的經濟結構的轉變
[00:07:52.400 --> 00:07:56.400]  其實都令到很多香港人產生很多疑慮
[00:07:56.400 --> 00:07:58.400]  就正如很多時候你會看到
[00:07:58.400 --> 00:08:01.400]  現在很多店鋪倒閉
[00:08:01.400 --> 00:08:03.400]  食肆又做不下去
[00:08:03.400 --> 00:08:07.400]  其實很多經濟環境都不是那麼理想的時候
[00:08:07.400 --> 00:08:09.400]  其實很多香港人都很疑慮
[00:08:09.400 --> 00:08:10.400]  另一方面
[00:08:10.400 --> 00:08:14.400]  例如他提到社會上一些的轉變
[00:08:14.400 --> 00:08:17.400]  有很多人去了大灣區
[00:08:17.400 --> 00:08:18.400]  可能生活
[00:08:18.400 --> 00:08:21.400]  但那裏的福利制度和香港的福利制度
[00:08:21.400 --> 00:08:23.400]  可能都有不同
[00:08:23.400 --> 00:08:26.400]  當中怎樣去互補呢
[00:08:26.400 --> 00:08:28.400]  特別是一些醫療的制度
[00:08:28.400 --> 00:08:29.400]  怎樣互補呢
[00:08:29.400 --> 00:08:33.400]  這些都會令到在香港裏面的人
[00:08:33.400 --> 00:08:36.400]  心裏面產生一些疑慮
[00:08:36.400 --> 00:08:38.400]  在文章裏面
[00:08:38.400 --> 00:08:40.400]  周永新教授說
[00:08:40.400 --> 00:08:42.400]  變化的出現是無可厚非的
[00:08:42.400 --> 00:08:47.400]  但是香港人也是習慣去適應這些變化
[00:08:47.400 --> 00:08:49.400]  但這些變化帶來的疑慮
[00:08:49.400 --> 00:08:53.400]  又真的要正視和面對
[00:08:53.400 --> 00:08:56.400]  今天我們教會其實都會面對這些疑慮
[00:08:56.400 --> 00:08:58.400]  大家都是來自社會
[00:08:58.400 --> 00:09:03.400]  其實很多時候我們心裏面都可能會有這些疑慮
[00:09:03.400 --> 00:09:04.400]  面對這些疑慮的時候
[00:09:04.400 --> 00:09:06.400]  我們怎樣去互相鼓勵
[00:09:06.400 --> 00:09:09.400]  教會又怎樣在這些疑慮裏面
[00:09:09.400 --> 00:09:12.400]  繼續前行呢
[00:09:12.400 --> 00:09:15.400]  今天很想透過撒加利亞書第四章
[00:09:15.400 --> 00:09:18.400]  大家彼此的勉勵
[00:09:18.400 --> 00:09:21.400]  我們一起進入經文之前
[00:09:21.400 --> 00:09:22.400]  我們一起一個禱告
[00:09:22.400 --> 00:09:24.400]  我們和心有一個祈禱
[00:09:24.400 --> 00:09:26.400]  親愛的天父
[00:09:26.400 --> 00:09:29.400]  我們求你藉著聖靈
[00:09:29.400 --> 00:09:32.400]  在你的話語裏面的啟示
[00:09:32.400 --> 00:09:35.400]  讓我們能夠進入你的說話裏面
[00:09:35.400 --> 00:09:36.400]  也透過你的說話
[00:09:36.400 --> 00:09:39.400]  在我們心裏面去作出感動
[00:09:39.400 --> 00:09:41.400]  我們要作出合宜的回應
[00:09:41.400 --> 00:09:43.400]  以致今天在這個世代裏面
[00:09:43.400 --> 00:09:47.400]  我們知道應該怎樣去回應福音的需要
[00:09:47.400 --> 00:09:49.400]  特別在教會裏面
[00:09:49.400 --> 00:09:52.400]  都會去發展第四間的子堂
[00:09:52.400 --> 00:09:54.400]  我們求你幫助我們一班弟兄姊妹
[00:09:54.400 --> 00:09:59.400]  能夠一起去擁抱福音的需要
[00:09:59.400 --> 00:10:01.400]  以致我們在這個城市裏面
[00:10:01.400 --> 00:10:06.400]  我們繼續在當中為你建立一個燈台
[00:10:06.400 --> 00:10:08.400]  願你帶領我們以下的時間
[00:10:08.400 --> 00:10:09.400]  我們同心禱告
[00:10:09.400 --> 00:10:10.400]  奉靠耶穌基督
[00:10:10.400 --> 00:10:11.400]  得聖靈治其球
[00:10:11.400 --> 00:10:13.400]  阿們
[00:10:13.400 --> 00:10:16.400]  我第一個段落是說到
[00:10:16.400 --> 00:10:20.400]  因福的第四子堂就是上帝的靈城市
[00:10:20.400 --> 00:10:25.400]  我們先去讀第四章的第一到第七節
[00:10:25.400 --> 00:10:28.400]  我們一起讀
[00:10:28.400 --> 00:10:31.400]  乃與我說話的天使
[00:10:31.400 --> 00:10:33.400]  又來叫醒我
[00:10:33.400 --> 00:10:36.400]  好像人睡覺時被喚醒一樣
[00:10:36.400 --> 00:10:39.400]  他問我:你看見什麼?
[00:10:39.400 --> 00:10:41.400]  我說:我看見了
[00:10:41.400 --> 00:10:45.400]  看吶!有一個純金的燈台
[00:10:45.400 --> 00:10:47.400]  頂上有燈座
[00:10:47.400 --> 00:10:49.400]  其上有七盞燈
[00:10:49.400 --> 00:10:53.400]  每盞燈的上頭有七根管子
[00:10:53.400 --> 00:10:56.400]  旁邊有兩棵橄欖樹
[00:10:56.400 --> 00:10:58.400]  一棵在燈座的右邊
[00:10:58.400 --> 00:11:01.400]  一棵在燈座的左邊
[00:11:01.400 --> 00:11:04.400]  我問與我說話的天使說
[00:11:04.400 --> 00:11:07.400]  主啊!這是什麼意思?
[00:11:07.400 --> 00:11:10.400]  與我說話的天使回答
[00:11:10.400 --> 00:11:14.400]  對我說:你不知道這是什麼意思嗎?
[00:11:14.400 --> 00:11:17.400]  我說:主啊!我不知道
[00:11:17.400 --> 00:11:22.400]  他回答我說:這是耶和華指示所羅巴伯的話
[00:11:22.400 --> 00:11:24.400]  萬君之耶和華說
[00:11:24.400 --> 00:11:26.400]  不是依靠勢力
[00:11:26.400 --> 00:11:28.400]  不是依靠才能
[00:11:28.400 --> 00:11:32.400]  乃是依靠我的靈方能成事
[00:11:32.400 --> 00:11:35.400]  大山啊!你算什麼呢?
[00:11:35.400 --> 00:11:37.400]  在所羅巴伯面前
[00:11:37.400 --> 00:11:39.400]  你必而為平地
[00:11:39.400 --> 00:11:42.400]  他安放頂上的那塊石頭
[00:11:42.400 --> 00:11:44.400]  人就歡呼
[00:11:44.400 --> 00:11:47.400]  願因為因為歸於這殿
[00:11:47.400 --> 00:11:49.400]  我想這經文對大家來說
[00:11:49.400 --> 00:11:51.400]  可能是相對比較陌生
[00:11:51.400 --> 00:11:56.400]  不過我們都嘗試了解當中的意思
[00:11:56.400 --> 00:11:58.400]  第四章說到
[00:11:58.400 --> 00:12:02.400]  先知再次被天使叫醒
[00:12:02.400 --> 00:12:06.400]  當時先知就像睡了覺被人叫醒一樣
[00:12:06.400 --> 00:12:09.400]  這個原因可能是先知之前
[00:12:09.400 --> 00:12:12.400]  上帝已經讓他看到不同的異象
[00:12:12.400 --> 00:12:14.400]  而令他心神恍惚
[00:12:14.400 --> 00:12:18.400]  陷入一個沉思的情況下
[00:12:18.400 --> 00:12:22.400]  天使就叫醒了當時的撒加利亞先知
[00:12:22.400 --> 00:12:26.400]  而當時先知見到一個很特別的景象
[00:12:26.400 --> 00:12:32.400]  這個景象就是先知見到一個純金製造的燈台
[00:12:32.400 --> 00:12:37.400]  這個燈台並不是出埃及的25張描述的燈台
[00:12:37.400 --> 00:12:40.400]  我們知道在舊約裏面
[00:12:40.400 --> 00:12:44.400]  在會幕和聖殿裏面都有燈台
[00:12:44.400 --> 00:12:46.400]  就像大家看到的這個
[00:12:46.400 --> 00:12:51.400]  會幕和聖殿都在旁邊擺了很多燈台
[00:12:51.400 --> 00:12:54.400]  而燈台對以色列人來說有一個很特別的意思
[00:12:54.400 --> 00:12:58.400]  燈台就是表示上帝的光
[00:12:58.400 --> 00:13:00.400]  上帝的同在
[00:13:00.400 --> 00:13:02.400]  所以有一個這樣的意思在裏面
[00:13:02.400 --> 00:13:05.400]  而在撒加利亞書所描述的燈台
[00:13:05.400 --> 00:13:09.400]  並不是出埃及記裏面所記載的燈台
[00:13:09.400 --> 00:13:12.400]  在撒加利亞見到的意象裏面的燈台
[00:13:12.400 --> 00:13:14.400]  他是這樣描述的
[00:13:14.400 --> 00:13:17.400]  他說燈台的頂部有一個燈盞
[00:13:17.400 --> 00:13:19.400]  是用來裝油的
[00:13:19.400 --> 00:13:23.400]  而燈盞有燈芯浸在油裏面
[00:13:23.400 --> 00:13:26.400]  而每個燈盞有7條管子
[00:13:26.400 --> 00:13:28.400]  即是總共有49條管子
[00:13:28.400 --> 00:13:31.400]  而燈芯是放在管子上
[00:13:31.400 --> 00:13:34.400]  用來點燃然後發光
[00:13:34.400 --> 00:13:36.400]  其實這個燈台
[00:13:36.400 --> 00:13:39.400]  即是撒加利亞先知見到的燈台的意象
[00:13:39.400 --> 00:13:43.400]  在聖經裏面是找不到其他類似的燈台
[00:13:43.400 --> 00:13:45.400]  但考古學家發現
[00:13:45.400 --> 00:13:47.400]  以色列人經常用的香爐
[00:13:47.400 --> 00:13:52.400]  樣子就有少許像撒加利亞見到的燈台
[00:13:52.400 --> 00:13:57.400]  但其實這個燈台旁邊除了是這個燈台之外
[00:13:57.400 --> 00:14:00.400]  先知還見到這個燈台有什麼
[00:14:00.400 --> 00:14:02.400]  就是第三節
[00:14:02.400 --> 00:14:06.400]  旁邊有兩棵橄欖樹
[00:14:06.400 --> 00:14:08.400]  原來當時的以色列人
[00:14:08.400 --> 00:14:11.400]  他們的燈台用的燈油
[00:14:11.400 --> 00:14:15.400]  是提煉自一些橄欖油
[00:14:15.400 --> 00:14:20.400]  是一些純淨的橄欖油作為燈的燃料
[00:14:20.400 --> 00:14:23.400]  所以撒加利亞先知見到這個意象
[00:14:23.400 --> 00:14:26.400]  其實是表示這個燈台
[00:14:26.400 --> 00:14:30.400]  是有源源不絕的橄欖油去點燃燈台
[00:14:30.400 --> 00:14:33.400]  但當時先知見到這些東西的時候
[00:14:33.400 --> 00:14:35.400]  他知不知道什麼意思
[00:14:35.400 --> 00:14:37.400]  他不知道什麼意思
[00:14:37.400 --> 00:14:38.400]  好像大家現在一樣
[00:14:38.400 --> 00:14:41.400]  見到經文究竟說什麼都不知道什麼意思
[00:14:41.400 --> 00:14:44.400]  其實當時撒加利亞先知見到第四節
[00:14:44.400 --> 00:14:47.400]  他不知道這些意象究竟說什麼
[00:14:47.400 --> 00:14:50.400]  他就問天使究竟是什麼意思
[00:14:50.400 --> 00:14:56.400]  但天使對他說了一段說話很特別
[00:14:56.400 --> 00:14:58.400]  天使對先知說
[00:14:58.400 --> 00:15:01.400]  這個是耶和華子時所羅巴伯的說話
[00:15:01.400 --> 00:15:03.400]  萬君子耶和華說
[00:15:03.400 --> 00:15:06.400]  不是依靠勢力不是依靠才能
[00:15:06.400 --> 00:15:09.400]  是依靠我的靈方能成事
[00:15:09.400 --> 00:15:13.400]  原來天使告訴先知這些說話
[00:15:13.400 --> 00:15:16.400]  或者這個意象是給誰聽的
[00:15:16.400 --> 00:15:18.400]  是給一個人物
[00:15:18.400 --> 00:15:22.400]  這個人物就是第六節說的人物
[00:15:22.400 --> 00:15:24.400]  就是所羅巴伯
[00:15:24.400 --> 00:15:27.400]  不知道大家知不知道這個人是什麼人
[00:15:27.400 --> 00:15:32.400]  這個所羅巴伯其實就是當時猶大的省長
[00:15:32.400 --> 00:15:36.400]  當時猶大國已經被波斯帝國去管治
[00:15:36.400 --> 00:15:45.400]  而當時猶大省就是這個所羅巴伯去做一個地方的行政的長官
[00:15:45.400 --> 00:15:48.400]  原來上帝藉著撒加利亞先知
[00:15:48.400 --> 00:15:53.400]  想用這些說話去勉勵當時這個所羅巴伯的省長
[00:15:53.400 --> 00:15:56.400]  這個省長的身份很特別
[00:15:56.400 --> 00:16:01.400]  他也是猶大最後一個君王西底加的侄子
[00:16:01.400 --> 00:16:05.400]  所以他的任命是有一個很特別的意思
[00:16:05.400 --> 00:16:08.400]  經文說去勉勵這個人
[00:16:08.400 --> 00:16:10.400]  這個人是很重要的
[00:16:10.400 --> 00:16:14.400]  為什麼呢?因為他是負責重建當時的聖殿
[00:16:14.400 --> 00:16:18.400]  而上帝藉著撒加利亞先知鼓勵這個人
[00:16:18.400 --> 00:16:21.400]  他說你做這件事不是依靠勢力
[00:16:21.400 --> 00:16:24.400]  勢力的意思就是有軍事的能力
[00:16:24.400 --> 00:16:26.400]  經濟的能力等等
[00:16:26.400 --> 00:16:30.400]  也不是依靠才能去成就這件事
[00:16:30.400 --> 00:16:36.400]  而是需要靠上帝的靈才能成就這件事
[00:16:36.400 --> 00:16:39.400]  第一節我們看到這裡我想問大家一個問題
[00:16:39.400 --> 00:16:41.400]  不關經文事的
[00:16:41.400 --> 00:16:43.400]  我想問大家一個問題
[00:16:43.400 --> 00:16:47.400]  大家知不知道恩福堂有多少個祠堂?
[00:16:47.400 --> 00:16:50.400]  知不知道?
[00:16:50.400 --> 00:16:53.400]  四個
[00:16:53.400 --> 00:16:55.400]  對嗎?
[00:16:55.400 --> 00:16:58.400]  將來應該是四個
[00:16:58.400 --> 00:17:01.400]  但現在仍然是三個
[00:17:01.400 --> 00:17:04.400]  大家知不知道這三個祠堂在哪裡?
[00:17:04.400 --> 00:17:10.400]  馬鞍山、東九和元朗
[00:17:10.400 --> 00:17:13.400]  也有人很清楚很感恩
[00:17:13.400 --> 00:17:19.400]  這些祠堂的出現是怎樣的呢?
[00:17:19.400 --> 00:17:21.400]  其實我們可以這樣說
[00:17:21.400 --> 00:17:25.400]  是上帝的靈感動一些的牧者
[00:17:25.400 --> 00:17:28.400]  願意回應社區的需要
[00:17:28.400 --> 00:17:32.400]  而同一班信徒的領袖和弟兄姊妹
[00:17:32.400 --> 00:17:37.400]  在過去日子裡同心努力建立了三個祠堂
[00:17:37.400 --> 00:17:41.400]  就是剛才說的馬鞍山、觀塘和元朗
[00:17:41.400 --> 00:17:44.400]  今日恩福堂面對香港的處境
[00:17:44.400 --> 00:17:48.400]  其實也要思想前面教會的前路
[00:17:48.400 --> 00:17:52.400]  我不知道大家知不知道教會的主題
[00:17:52.400 --> 00:17:54.400]  我們讀一次好不好?
[00:17:54.400 --> 00:17:57.400]  藉真理建立生命
[00:17:57.400 --> 00:17:59.400]  用行動回應時代
[00:17:59.400 --> 00:18:02.400]  以見證成全福音
[00:18:02.400 --> 00:18:04.400]  今年我們的主題是甚麼呢?
[00:18:04.400 --> 00:18:05.400]  就是中間這個
[00:18:05.400 --> 00:18:08.400]  就是用行動回應時代
[00:18:08.400 --> 00:18:10.400]  我想問問大家
[00:18:10.400 --> 00:18:16.400]  你覺得你怎樣可以用行動回應時代呢?
[00:18:16.400 --> 00:18:18.400]  你自己想一想
[00:18:18.400 --> 00:18:20.400]  這個問題很重要
[00:18:20.400 --> 00:18:22.400]  大家都是弟兄姊妹
[00:18:22.400 --> 00:18:23.400]  屬神的子民
[00:18:23.400 --> 00:18:25.400]  你有你的恩賜
[00:18:25.400 --> 00:18:27.400]  可以用你的行動去回應時代
[00:18:27.400 --> 00:18:28.400]  而我們呢?
[00:18:28.400 --> 00:18:30.400]  我們用甚麼行動回應時代呢?
[00:18:30.400 --> 00:18:33.400]  就是建立另一間的祠堂
[00:18:33.400 --> 00:18:35.400]  就是第四祠堂
[00:18:35.400 --> 00:18:38.400]  如果在撒加利亞先知的意象裡
[00:18:38.400 --> 00:18:39.400]  他說神的恩典
[00:18:39.400 --> 00:18:41.400]  好像橄欖樹的柔
[00:18:41.400 --> 00:18:45.400]  能夠持續讓到燈芯有燃料
[00:18:45.400 --> 00:18:47.400]  令到燈台持續發光的話
[00:18:47.400 --> 00:18:50.400]  今天香港
[00:18:50.400 --> 00:18:51.400]  大家認為
[00:18:51.400 --> 00:18:55.400]  需不需要繼續設立上帝的燈台呢?
[00:18:55.400 --> 00:18:58.400]  大家覺得需不需要?
[00:18:58.400 --> 00:19:00.400]  還是大家覺得
[00:19:00.400 --> 00:19:01.400]  其實香港教會都很多
[00:19:01.400 --> 00:19:05.400]  是否有需要再建立一間教會呢?
[00:19:05.400 --> 00:19:07.400]  不知道你們心裡怎樣想
[00:19:07.400 --> 00:19:10.400]  但其實在今天的香港裡
[00:19:10.400 --> 00:19:13.400]  教會是否要再一次
[00:19:13.400 --> 00:19:15.400]  特別是在恩福堂裡
[00:19:15.400 --> 00:19:18.400]  領受了上帝那麼多的恩典的時候
[00:19:18.400 --> 00:19:21.400]  我們是否就停留在這裡
[00:19:21.400 --> 00:19:24.400]  而白費了上帝給我們很多的
[00:19:24.400 --> 00:19:27.400]  橄欖樹的那麼純正的柔
[00:19:27.400 --> 00:19:30.400]  去點燃更多的燈台呢?
[00:19:30.400 --> 00:19:32.400]  其實這個第四祠堂的籌備
[00:19:32.400 --> 00:19:34.400]  已經由上年的九月到現在
