
[00:00:00.000 --> 00:00:06.280]  很難得又再次能夠在崇拜跟大家分享神的話
[00:01:48.480 --> 00:01:52.480]  耶穌基督頒佈的大使命是不是
[00:01:52.480 --> 00:01:57.480]  局限在傳福音、初信栽培這兩方面的意思呢?
[00:01:57.480 --> 00:02:01.480]  什麼叫做使萬民作主的門徒呢?
[00:02:01.480 --> 00:02:05.480]  香港基督教協進會和香港中文大學崇基神學院
[00:02:05.480 --> 00:02:08.480]  在2021年,即是疫情期間
[00:02:08.480 --> 00:02:10.480]  在當時的7月至8月
[00:02:10.480 --> 00:02:12.480]  舉行了一個名為
[00:02:12.480 --> 00:02:15.480]  《香港市民對基督教觀感的調查》
[00:02:15.480 --> 00:02:21.480]  訪問了2013個18歲以上的香港市民
[00:02:21.480 --> 00:02:23.480]  去研究訪問
[00:02:23.480 --> 00:02:26.480]  這個研究
[00:02:26.480 --> 00:02:31.480]  問到受訪者對香港基督教不同層面的印象的評價
[00:02:31.480 --> 00:02:34.480]  調查顯示大概四成左右
[00:02:34.480 --> 00:02:38.480]  41.5%的受訪者對基督教的整體認證正面
[00:02:38.480 --> 00:02:42.480]  尤其是對辦學有52.7%是很正面
[00:02:42.480 --> 00:02:44.480]  其次就是提供社會服務
[00:02:44.480 --> 00:02:47.480]  也有49.5%是不陽多陽,只差幾個百分比
[00:02:47.480 --> 00:02:50.480]  但老實說,對於全人福音
[00:02:50.480 --> 00:02:56.480]  只有32.2%印象相對信息
[00:02:56.480 --> 00:03:01.480]  調查也問及受訪者有沒有因為近年的社會運動
[00:03:01.480 --> 00:03:05.480]  和新冠疫情對香港基督教的印象改變
[00:03:05.480 --> 00:03:07.480]  留意這個調查是2021年
[00:03:07.480 --> 00:03:11.480]  即是疫情發生了大概一年半左右
[00:03:11.480 --> 00:03:12.480]  結果就是這樣
[00:03:12.480 --> 00:03:14.480]  2019年的社會運動
[00:03:14.480 --> 00:03:18.480]  變壞變好的反應是比較多一點
[00:03:18.480 --> 00:03:22.480]  但相反,反而新冠疫情,教會做了一年半
[00:03:22.480 --> 00:03:24.480]  其實變好變壞的反應也不是很多
[00:03:24.480 --> 00:03:28.480]  主要都是那些沒有變,不知道怎麼說,難說
[00:03:28.480 --> 00:03:30.480]  那些也有91.4%
[00:03:30.480 --> 00:03:36.480]  看不看到其實整體這個世界
[00:03:36.480 --> 00:03:42.480]  人的心是很想教會在這個世界做好見證
[00:03:42.480 --> 00:03:47.480]  你看到那個心靈的渴求嗎?
[00:03:47.480 --> 00:03:49.480]  今天我們在做什麼呢?
[00:03:49.480 --> 00:03:55.480]  聖經沒有將大使命局限在一個狹窄的觀念裡
[00:03:55.480 --> 00:03:57.480]  只是做什麼,不做什麼
[00:03:57.480 --> 00:03:59.480]  使萬民作耶穌基督的門徒
[00:03:59.480 --> 00:04:02.480]  其實是一個很廣闊的理解
[00:04:02.480 --> 00:04:06.480]  甚至超越了普世教會的觀念
[00:04:06.480 --> 00:04:09.480]  不如今天我們就詳細重申
[00:04:09.480 --> 00:04:15.480]  省詩《馬太福音》28章16到20節
[00:04:15.480 --> 00:04:19.480]  我們所領受耶穌基督所頒佈的大使命
[00:04:19.480 --> 00:04:21.480]  究竟和我們的生命有什麼關係
[00:04:21.480 --> 00:04:23.480]  我們一起有祈禱
[00:04:23.480 --> 00:04:28.480]  天父我們今天在這個崇拜裡面
[00:04:28.480 --> 00:04:31.480]  我們去讚美祢
[00:04:31.480 --> 00:04:35.480]  我們一路由野地的花
[00:04:35.480 --> 00:04:37.480]  祢的創造
[00:04:37.480 --> 00:04:40.480]  去看見祢無微不至的看顧
[00:04:40.480 --> 00:04:44.480]  讓我們安身立命在祢的創造裡面
[00:04:44.480 --> 00:04:46.480]  但不單止這樣
[00:04:46.480 --> 00:04:48.480]  我們的生命不只是停留在
[00:04:48.480 --> 00:04:51.480]  祢創造地上的人生的數十年
[00:04:51.480 --> 00:04:53.480]  耶穌基督的救恩
[00:04:53.480 --> 00:04:56.480]  是讓我們生命的價值超越
[00:04:56.480 --> 00:05:01.480]  我們數十年寒暑的限制
[00:05:01.480 --> 00:05:07.480]  超越我們眼界看得見看不見的視野
[00:05:07.480 --> 00:05:10.480]  願眾讚榮耀歸給祢
[00:05:10.480 --> 00:05:13.480]  願祢在我們的生命裡面
[00:05:13.480 --> 00:05:17.480]  得著當得的榮耀去高舉祢
[00:05:17.480 --> 00:05:20.480]  讓我們在大使命裡面
[00:05:20.480 --> 00:05:22.480]  去這樣回應祢
[00:05:22.480 --> 00:05:23.480]  感謝主
[00:05:23.480 --> 00:05:28.480]  若不是祢去頒佈這個使命
[00:05:28.480 --> 00:05:33.480]  我們不知人生所為何事
[00:05:33.480 --> 00:05:35.480]  是因為祢
[00:05:35.480 --> 00:05:37.480]  感謝主
[00:05:37.480 --> 00:05:40.480]  求祢讓今天無論說的聽的
[00:05:40.480 --> 00:05:44.480]  都能夠看見和回應
[00:05:44.480 --> 00:05:46.480]  聽我們的祈禱
[00:05:46.480 --> 00:05:47.480]  交託仰望
[00:05:47.480 --> 00:05:48.480]  奉主的名
[00:05:48.480 --> 00:05:49.480]  阿門
[00:05:51.480 --> 00:05:52.480]  首先我們一起去讀
[00:05:52.480 --> 00:05:54.480]  《馬太福音》28章16到17節
[00:05:54.480 --> 00:05:56.480]  即是這段經文的頭兩節
[00:05:56.480 --> 00:05:57.480]  我們一起去讀
[00:05:57.480 --> 00:05:59.480]  都看得到我的字夠大
[00:05:59.480 --> 00:06:01.480]  準備1,2,3
[00:06:01.480 --> 00:06:04.480]  十一個門徒往加利利去
[00:06:04.480 --> 00:06:07.480]  到了耶穌約定的山上
[00:06:07.480 --> 00:06:10.480]  他們見了耶穌就拜祂
[00:06:10.480 --> 00:06:13.480]  然而還有人疑惑
[00:06:13.480 --> 00:06:16.480]  馬太記載耶穌頒佈大使命的時候
[00:06:16.480 --> 00:06:19.480]  是首先交代一個背景給你知道
[00:06:19.480 --> 00:06:21.480]  不是一下子就告訴你
[00:06:21.480 --> 00:06:23.480]  首先很有趣
[00:06:23.480 --> 00:06:25.480]  他告訴你實情
[00:06:25.480 --> 00:06:28.480]  未見官先打八十
[00:06:28.480 --> 00:06:30.480]  開口就急著來
[00:06:30.480 --> 00:06:34.480]  首先強調只有11個門徒在加利利
[00:06:34.480 --> 00:06:36.480]  大家一向都知道
[00:06:36.480 --> 00:06:38.480]  齊章多少個?
[00:06:38.480 --> 00:06:39.480]  12個
[00:06:39.480 --> 00:06:40.480]  也就是說
[00:06:40.480 --> 00:06:42.480]  其實一開始
[00:06:42.480 --> 00:06:47.480]  這班人的完整性已經備受沉重打擊
[00:06:47.480 --> 00:06:50.480]  當時其實不是很慘
[00:06:50.480 --> 00:06:54.480]  不過耶穌是否一早就知道這個情況?
[00:06:54.480 --> 00:06:56.480]  早就知道了
[00:06:56.480 --> 00:06:59.480]  他明知道到時會是這樣
[00:06:59.480 --> 00:07:02.480]  但都事先一早約定這班門徒
[00:07:02.480 --> 00:07:03.480]  不要緊
[00:07:03.480 --> 00:07:07.480]  照約你在加利利一座山上見面
[00:07:07.480 --> 00:07:08.480]  不齊章就不齊章
[00:07:08.480 --> 00:07:09.480]  不要緊
[00:07:09.480 --> 00:07:12.480]  耶穌什麼時候約定過那班門徒去加利利呢?
[00:07:12.480 --> 00:07:16.480]  不知道大家熟悉聖經是否記得
[00:07:16.480 --> 00:07:20.480]  參考馬太福音26章31到32節
[00:07:20.480 --> 00:07:23.480]  和馬福音14章27到28節
[00:07:23.480 --> 00:07:25.480]  原來幾天前
[00:07:25.480 --> 00:07:29.480]  耶穌和門徒吃完飯完成了最後晚餐
[00:07:29.480 --> 00:07:31.480]  去橄欖山
[00:07:31.480 --> 00:07:34.480]  赫西瑪利亞的途中
[00:07:34.480 --> 00:07:36.480]  就跟門徒說
[00:07:36.480 --> 00:07:38.480]  我真的不是開玩笑
[00:07:38.480 --> 00:07:39.480]  我真的快要被釘死了
[00:07:39.480 --> 00:07:41.480]  不過這樣我會復活
[00:07:41.480 --> 00:07:44.480]  說到這裡就進一步告訴門徒
[00:07:44.480 --> 00:07:50.480]  我要比你們早到加利利跟你們見面
[00:07:50.480 --> 00:07:54.480]  這就約定了大家在加利利見面
[00:07:54.480 --> 00:07:58.480]  這似乎是一個很重要的一早預約
[00:07:58.480 --> 00:08:03.480]  因為除了剛才那兩節的經文提到這個預約之外
[00:08:03.480 --> 00:08:06.480]  馬太福音16章7節又這樣記載
[00:08:06.480 --> 00:08:07.480]  當主人蘇復活之後
[00:08:07.480 --> 00:08:11.480]  兩個婦女是第一批進入空墳墓裡
[00:08:11.480 --> 00:08:13.480]  那兩個婦女去到墳墓裡
[00:08:13.480 --> 00:08:15.480]  就見到一個天使
[00:08:15.480 --> 00:08:17.480]  天使又再重提這個約會
[00:08:17.480 --> 00:08:19.480]  就跟那兩個婦女說
[00:08:19.480 --> 00:08:24.480]  記得提醒門徒要去加利利見耶穌
[00:08:24.480 --> 00:08:29.480]  給一個溫馨提示他們
[00:08:29.480 --> 00:08:34.480]  到現在今天我們讀的這段經文
[00:08:34.480 --> 00:08:36.480]  記載到真正見面那一刻
[00:08:36.480 --> 00:08:40.480]  門徒一見耶穌就拜祂了
[00:08:40.480 --> 00:08:41.480]  根據馬太福音的記載
[00:08:41.480 --> 00:08:44.480]  過去不同的人都曾經跪拜耶穌
[00:08:44.480 --> 00:08:48.480]  但是十一或十二個門徒這個組合
[00:08:48.480 --> 00:08:51.480]  集體這樣跪拜耶穌
[00:08:51.480 --> 00:08:53.480]  其實從來沒有試過
[00:08:53.480 --> 00:08:56.480]  根據希臘文字典的解釋
[00:08:56.480 --> 00:09:00.480]  跪拜這個動作如果是向人的話
[00:09:00.480 --> 00:09:03.480]  就表示這個人有超然的身份
[00:09:03.480 --> 00:09:05.480]  備受極大的尊重
[00:09:05.480 --> 00:09:08.480]  但其實大部分時間都是說到這個跪拜
[00:09:08.480 --> 00:09:12.480]  是向神明跪拜去表示敬意
[00:09:12.480 --> 00:09:16.480]  也就是說現在門徒這個集體跪拜的行動
[00:09:16.480 --> 00:09:21.480]  是去到那一刻才最後突破性地表示
[00:09:21.480 --> 00:09:26.480]  這群門徒終於對於耶穌的神聖
[00:09:26.480 --> 00:09:34.480]  去到那一刻才確認一群後知後覺的人
[00:09:34.480 --> 00:09:38.480]  不過馬太告訴讀者
[00:09:38.480 --> 00:09:42.480]  我們還不明白這群人有多不妥當
[00:09:42.480 --> 00:09:45.480]  只剩下十一個後知後覺
[00:09:45.480 --> 00:09:49.480]  還要言而還有人
[00:09:49.480 --> 00:09:52.480]  什麼?疑惑
[00:09:52.480 --> 00:09:56.480]  根據希臘文字典的解釋疑惑有兩方面的意思
[00:09:56.480 --> 00:09:59.480]  可能是對事情有疑問
[00:09:59.480 --> 00:10:03.480]  就是說他們對一個外在的東西有疑問
[00:10:03.480 --> 00:10:05.480]  就是耶穌
[00:10:05.480 --> 00:10:10.480]  但也可以是對他們自己本身所做的事情有疑問
[00:10:10.480 --> 00:10:12.480]  是不是應該採取某個行動
[00:10:12.480 --> 00:10:14.480]  是不是應該採取某個決定
[00:10:14.480 --> 00:10:15.480]  如果按這個解釋
[00:10:15.480 --> 00:10:19.480]  就代表他們對這個跪拜的動作有疑問
[00:10:19.480 --> 00:10:22.480]  就代表疑惑的對象就是他們自己本身
[00:10:22.480 --> 00:10:26.480]  聖經的翻譯圖片取向是說到他們還在疑惑耶穌
[00:10:26.480 --> 00:10:30.480]  不過去年培靈賢見大人會包圍的牧師就說到
[00:10:30.480 --> 00:10:35.480]  其實這番門徒應該是在疑惑他們自己
[00:10:35.480 --> 00:10:40.480]  疑惑這個字在整卷新約聖經其實出現過兩次這麼多
[00:10:40.480 --> 00:10:42.480]  剛才已經看了一半了
[00:10:42.480 --> 00:10:43.480]  看了另外一次
[00:10:43.480 --> 00:10:47.480]  其實另外那一次也在《馬太福音》
[00:10:47.480 --> 00:10:52.480]  十四章三十一節記載過一個深宵的晚上
[00:10:52.480 --> 00:10:54.480]  耶穌在水上出現行走
[00:10:54.480 --> 00:11:00.480]  記得那段很有視覺的記載
[00:11:00.480 --> 00:11:02.480]  彼得見到耶穌在水面行走
[00:11:02.480 --> 00:11:06.480]  於是他也試試在船上走下去
[00:11:06.480 --> 00:11:08.480]  走到耶穌那裡
[00:11:08.480 --> 00:11:09.480]  但是經文記載
[00:11:09.480 --> 00:11:12.480]  因見風甚大就害怕
[00:11:12.480 --> 00:11:15.480]  將要沉下去便向主求救
[00:11:15.480 --> 00:11:18.480]  耶穌趕緊伸手拉住他
[00:11:18.480 --> 00:11:24.480]  說:你這小信的人啊,為什麼疑惑呢?
[00:11:24.480 --> 00:11:28.480]  這個疑惑的字其實就是剛才我們讀
[00:11:28.480 --> 00:11:30.480]  賢疑還人疑惑的字
[00:11:30.480 --> 00:11:31.480]  如果是這樣理解的話
[00:11:31.480 --> 00:11:32.480]  按照《尚文下理》
[00:11:32.480 --> 00:11:35.480]  其實《馬太福音》兩次用到疑惑
[00:11:35.480 --> 00:11:36.480]  都是說到那班門徒
[00:11:36.480 --> 00:11:40.480]  而且似乎第一次是說到彼得是主角
[00:11:40.480 --> 00:11:44.480]  會不會第二次彼得也是主角呢?
[00:11:44.480 --> 00:11:47.480]  極可能
[00:11:47.480 --> 00:11:54.480]  就是說這班門徒就是疑惑的主角
[00:11:54.480 --> 00:11:56.480]  只剩下11個
[00:11:56.480 --> 00:11:58.480]  人腳不齊
[00:11:58.480 --> 00:12:00.480]  後知後覺
[00:12:00.480 --> 00:12:03.480]  去到最後原來還仍然在疑惑
[00:12:03.480 --> 00:12:04.480]  可憐
[00:12:04.480 --> 00:12:06.480]  各位頂尖姐妹
[00:12:06.480 --> 00:12:09.480]  看到了嗎?
[00:12:09.480 --> 00:12:11.480]  頒佈大使命的時候是什麼場景呢?
[00:12:11.480 --> 00:12:12.480]  是不是每個人都興合合
[00:12:12.480 --> 00:12:13.480]  來吧,我去吧
[00:12:13.480 --> 00:12:15.480]  是不是這樣呢?
[00:12:15.480 --> 00:12:18.480]  不是啊
[00:12:18.480 --> 00:12:21.480]  當時門徒人腳不齊
[00:12:21.480 --> 00:12:25.480]  心靈疲乏
[00:12:25.480 --> 00:12:26.480]  不知道大家知不知道
[00:12:26.480 --> 00:12:28.480]  今天香港的教會
[00:12:28.480 --> 00:12:29.480]  1500間
[00:12:29.480 --> 00:12:31.480]  圍起有200間
[00:12:31.480 --> 00:12:32.480]  聽清楚
[00:12:32.480 --> 00:12:34.480]  是沒有傳導人
[00:12:34.480 --> 00:12:35.480]  不是不夠
[00:12:35.480 --> 00:12:40.480]  是沒有傳導人
[00:12:40.480 --> 00:12:42.480]  什麼環境啊?
[00:12:42.480 --> 00:12:44.480]  但是
[00:12:44.480 --> 00:12:47.480]  他們之所以在當時都會領受大使命
[00:12:47.480 --> 00:12:48.480]  唯一的原因
[00:12:48.480 --> 00:12:50.480]  不是他們有多厲害
[00:12:50.480 --> 00:12:54.480]  而是耶穌一早約定他們
[00:12:54.480 --> 00:12:58.480]  除此之外沒有其他原因了
[00:12:58.480 --> 00:12:59.480]  既然如此
[00:12:59.480 --> 00:13:04.480]  今天我們問我們自己何時回應的時候
[00:13:04.480 --> 00:13:06.480]  我們是在問我們有多厲害
[00:13:06.480 --> 00:13:09.480]  還是在問耶穌說了沒有?
[00:13:09.480 --> 00:13:13.480]  我們心裡在問什麼問題呢?
[00:13:13.480 --> 00:13:16.480]  我們是不是還有問題還沒解決呢?
[00:13:16.480 --> 00:13:17.480]  好像Pastor叔叔那樣
[00:13:17.480 --> 00:13:19.480]  還沒解決
[00:13:19.480 --> 00:13:20.480]  然後他就果足不前
[00:13:20.480 --> 00:13:22.480]  不是,還沒等齊人
[00:13:22.480 --> 00:13:25.480]  等了法叔死了
[00:13:25.480 --> 00:13:28.480]  有些事情還沒在時公的會議通過
[00:13:28.480 --> 00:13:31.480]  我們還沒開會
[00:13:31.480 --> 00:13:33.480]  成為推搪的理由
[00:13:33.480 --> 00:13:35.480]  原諒我說
[00:13:35.480 --> 00:13:37.480]  根據我的經驗
[00:13:37.480 --> 00:13:38.480]  第一
[00:13:38.480 --> 00:13:40.480]  你永遠在你的人生裡
[00:13:40.480 --> 00:13:43.480]  不會有一天
[00:13:43.480 --> 00:13:45.480]  你會解決所有你的問題
[00:13:45.480 --> 00:13:47.480]  是沒有的
[00:13:47.480 --> 00:13:49.480]  這是妄想
[00:13:49.480 --> 00:13:52.480]  你永遠不會等齊人
[00:13:52.480 --> 00:13:56.480]  而且能夠在會議裡通過的決定
[00:13:56.480 --> 00:13:58.480]  都是用人的觀點看來
[00:13:58.480 --> 00:14:02.480]  最安全、最沒有風險的決定
[00:14:02.480 --> 00:14:07.480]  往往都不是去確認聖靈帶領的決定
[00:14:07.480 --> 00:14:08.480]  事實上
[00:14:08.480 --> 00:14:11.480]  如果你翻查聖經找到一個會議
[00:14:11.480 --> 00:14:16.480]  是通過確認聖靈在教會工作的例子
[00:14:16.480 --> 00:14:18.480]  你找我
[00:14:18.480 --> 00:14:19.480]  你打開教會就找到我了
[00:14:19.480 --> 00:14:21.480]  我請你吃飯
[00:14:21.480 --> 00:14:24.480]  容許我用愛心說誠實話
[00:14:24.480 --> 00:14:27.480]  在實施大使命的過程裡
[00:14:27.480 --> 00:14:30.480]  我們總會充滿疑惑
[00:14:30.480 --> 00:14:33.480]  你一生都是這樣
[00:14:33.480 --> 00:14:36.480]  疑惑不是用你和我
[00:14:36.480 --> 00:14:39.480]  用人的能力去解決的
[00:14:39.480 --> 00:14:43.480]  是透過上帝的大能去解決的
[00:14:43.480 --> 00:14:45.480]  不要再等了
[00:14:45.480 --> 00:14:49.480]  我們現在就立定心智去回應上帝的召命吧
[00:14:49.480 --> 00:14:55.480]  我們一起去讀28章18到20節上
[00:14:55.480 --> 00:14:59.480]  準備好了
[00:14:59.480 --> 00:15:00.480]  1、2、3
[00:15:00.480 --> 00:15:04.480]  耶穌進前來對他們說
[00:15:04.480 --> 00:15:09.480]  天上地下所有的權柄都賜給我了
[00:15:09.480 --> 00:15:11.480]  所以你們要去
[00:15:11.480 --> 00:15:13.480]  使萬民作我的門徒
[00:15:13.480 --> 00:15:17.480]  奉父子聖靈的名給他們施洗
[00:15:17.480 --> 00:15:22.480]  凡我所吩咐你們的都教訓他們遵守
[00:15:22.480 --> 00:15:24.480]  對不起這個「常」字應該是變回黃色
[00:15:24.480 --> 00:15:26.480]  應該是縮回上去的
[00:15:26.480 --> 00:15:27.480]  搞錯了
[00:15:27.480 --> 00:15:28.480]  對不起
[00:15:28.480 --> 00:15:31.480]  這段經文我們讀的時候
[00:15:31.480 --> 00:15:36.480]  是說到大使命的最主要的命令部分
[00:15:36.480 --> 00:15:37.480]  首先要留意
[00:15:37.480 --> 00:15:43.480]  耶穌的命令是基於祂承受天上地下所有的權柄去發出的
[00:15:43.480 --> 00:15:44.480]  普慕爾蚊
[00:15:44.480 --> 00:15:46.480]  這個權柄是誰才有的呢
[00:15:46.480 --> 00:15:47.480]  當然是上帝了
[00:15:47.480 --> 00:15:48.480]  換句話說
[00:15:48.480 --> 00:15:53.480]  這個命令是祂以神人之間唯一的中寶
[00:15:53.480 --> 00:15:55.480]  因為後面有很多人動了
[00:15:55.480 --> 00:15:57.480]  說祂有神的權柄
[00:15:57.480 --> 00:15:59.480]  祂又是神又是人
[00:15:59.480 --> 00:16:01.480]  神人之間唯一的中寶
[00:16:01.480 --> 00:16:02.480]  獨一的救主
[00:16:02.480 --> 00:16:03.480]  完全的人
[00:16:03.480 --> 00:16:06.480]  完全的神的身份去發出的
[00:16:06.480 --> 00:16:08.480]  如果你是一個基督徒
[00:16:08.480 --> 00:16:13.480]  你其實作了決定去跟隨這個發出命令的人
[00:16:13.480 --> 00:16:17.480]  你是以耶穌基督做你救主生命的主
[00:16:17.480 --> 00:16:19.480]  你已經定止一生跟隨祂
[00:16:19.480 --> 00:16:21.480]  祂開了聲叫你做的事
[00:16:21.480 --> 00:16:24.480]  你還有什麼理由去拒絕祂
[00:16:26.480 --> 00:16:29.480]  這個命令的內容只有一個動詞
[00:16:29.480 --> 00:16:33.480]  就是使萬民作耶穌基督的門徒
[00:16:33.480 --> 00:16:35.480]  什麼叫萬民呢
[00:16:35.480 --> 00:16:38.480]  過去五十年來宣教學者的貢獻很巨大
[00:16:38.480 --> 00:16:44.480]  他提醒我們萬民不是只指到某個國家
[00:16:44.480 --> 00:16:46.480]  你要申請證件
[00:16:46.480 --> 00:16:47.480]  搭乘飛機
[00:16:47.480 --> 00:16:48.480]  坐一輪
[00:16:48.480 --> 00:16:50.480]  拿個護照等等
[00:16:50.480 --> 00:16:51.480]  這樣才可以去到的
[00:16:51.480 --> 00:16:54.480]  而是指到不同的族群
[00:16:54.480 --> 00:16:57.480]  只要那班人有共同的語言
[00:16:57.480 --> 00:16:58.480]  文化
[00:16:58.480 --> 00:16:59.480]  價值取向
[00:16:59.480 --> 00:17:01.480]  或者信念等等
[00:17:01.480 --> 00:17:04.480]  就可以被理解為一個族群
[00:17:04.480 --> 00:17:06.480]  就是說族群可以遠在天邊
[00:17:06.480 --> 00:17:09.480]  也可以近在眼前
[00:17:09.480 --> 00:17:12.480]  重點不再是跨越地域
[00:17:12.480 --> 00:17:14.480]  而是跨越語言
[00:17:14.480 --> 00:17:15.480]  文化
[00:17:15.480 --> 00:17:17.480]  價值取向
[00:17:17.480 --> 00:17:21.480]  在我們生命裡頭那個同人的凡離
[00:17:21.480 --> 00:17:26.480]  也就是說其實要使萬民作主的門徒
[00:17:26.480 --> 00:17:28.480]  第一樣要突破的不是拿護照
[00:17:28.480 --> 00:17:31.480]  而是我們生命裡的框框
[00:17:31.480 --> 00:17:35.480]  去進入對方的生命的處境
[00:17:35.480 --> 00:17:40.480]  要使萬民作主門徒的命令帶著三個分詞
[00:17:40.480 --> 00:17:45.480]  去進一步解說我們應該怎樣去履行這個命令
[00:17:45.480 --> 00:17:46.480]  第一是去
[00:17:46.480 --> 00:17:50.480]  去的意思就是指到我們不要停留在某一個地域
[00:17:50.480 --> 00:17:51.480]  空間
[00:17:51.480 --> 00:17:52.480]  對象
[00:17:52.480 --> 00:17:56.480]  要將胸襟眼界去擴闊
[00:17:56.480 --> 00:18:01.480]  向外投放在全世界裡面
[00:18:01.480 --> 00:18:04.480]  萬民就是這樣的意思
[00:18:04.480 --> 00:18:07.480]  另外去這個字眼也是強調一份主動
[00:18:07.480 --> 00:18:09.480]  就是你不是等人來
[00:18:09.480 --> 00:18:11.480]  守株待兔
[00:18:11.480 --> 00:18:14.480]  而是要主動的走出去
[00:18:14.480 --> 00:18:16.480]  勇敢走出去
[00:18:16.480 --> 00:18:20.480]  第二個分詞是施洗
[00:18:20.480 --> 00:18:24.480]  耶穌在這裡說到水禮不單只是象徵和基督的聯合
[00:18:24.480 --> 00:18:26.480]  就像羅馬書所說
[00:18:26.480 --> 00:18:28.480]  與基督同死同葬同復活
[00:18:28.480 --> 00:18:30.480]  歸在耶穌的名下
[00:18:30.480 --> 00:18:35.480]  這裡更進一步表明我們歸在三一真神的名下
[00:18:35.480 --> 00:18:38.480]  也就是說包括聖父和聖靈
[00:18:38.480 --> 00:18:43.480]  而聖父、聖子、聖靈是合一三一真神
[00:18:43.480 --> 00:18:47.480]  同為神國的事情去努力
[00:18:47.480 --> 00:18:49.480]  不單只是這樣
[00:18:49.480 --> 00:18:54.480]  水禮既然是使萬民作主門徒命令的必然的一部分
[00:18:54.480 --> 00:18:58.480]  也就是說其實我們幫人水禮
[00:18:58.480 --> 00:19:01.480]  其實是一個門徒訓練必然的階段
[00:19:01.480 --> 00:19:03.480]  耶穌不是去到結尾突然間
[00:19:03.480 --> 00:19:05.480]  想起說漏了給門徒聽
[00:19:05.480 --> 00:19:09.480]  忘記提一提你原來要水禮的補一句
[00:19:09.480 --> 00:19:12.480]  耶穌一早已經說了要水禮
[00:19:12.480 --> 00:19:14.480]  早在《馬太福音》第三章
[00:19:14.480 --> 00:19:22.480]  祂以身作則去示範水禮對一個侍奉主的人的意義何在
[00:19:22.480 --> 00:19:24.480]  祂透過水禮去公開表明
[00:19:24.480 --> 00:19:28.480]  祂是聖父、聖子、聖靈的第二位
[00:19:28.480 --> 00:19:29.480]  聖靈降臨在祂身上
[00:19:29.480 --> 00:19:32.480]  然後祂啟動祂公開侍奉的人生
[00:19:32.480 --> 00:19:35.480]  直至上十字架
[00:19:35.480 --> 00:19:39.480]  也就是說祂在水禮那裡
[00:19:39.480 --> 00:19:43.480]  去開始祂一生信服的功課
[00:19:43.480 --> 00:19:46.480]  去完成祂侍奉的人生
[00:19:46.480 --> 00:19:51.480]  水禮之所以是門徒訓練人生的一部分
[00:19:51.480 --> 00:19:53.480]  莫過於此
[00:19:53.480 --> 00:19:56.480]  第三個分詞是教訓
[00:19:56.480 --> 00:19:59.480]  繼續去描述我們怎樣使萬民作主的門徒
[00:19:59.480 --> 00:20:02.480]  這裡說的教訓不是上課
[00:20:02.480 --> 00:20:04.480]  讀博士回來
[00:20:04.480 --> 00:20:06.480]  抽象的理論
[00:20:06.480 --> 00:20:08.480]  教訓什麼?
[00:20:08.480 --> 00:20:12.480]  凡耶穌所教訓他們的
[00:20:12.480 --> 00:20:13.480]  都教訓他們進修
[00:20:13.480 --> 00:20:14.480]  怎樣教訓?
[00:20:14.480 --> 00:20:16.480]  一起生活
[00:20:16.480 --> 00:20:18.480]  所有的教訓
[00:20:18.480 --> 00:20:22.480]  是耶穌曾經向門徒
[00:20:22.480 --> 00:20:25.480]  是立體地有榜樣的
