
[00:00:00.000 --> 00:00:02.600]  明天已經踏入十二月
[00:03:04.280 --> 00:03:08.080]  我們轉回
[00:03:08.080 --> 00:03:12.280]  從紅海的路往抗野去
[00:03:12.280 --> 00:03:14.880]  正如耶和華所吩咐的
[00:03:14.880 --> 00:03:18.880]  我們在西爾山繞行了許多日子
[00:03:18.880 --> 00:03:20.080]  請姐妹
[00:03:20.680 --> 00:03:25.680]  我們要行這山已經夠久了
[00:03:25.680 --> 00:03:27.680]  要轉不可
[00:03:27.680 --> 00:03:30.080]  你要吩咐百姓說
[00:03:30.080 --> 00:03:34.280]  你們弟兄已數的子孫住在西爾
[00:03:34.280 --> 00:03:37.480]  你們要經過他們的邊界
[00:03:37.480 --> 00:03:39.680]  他們別懼怕你們
[00:03:39.680 --> 00:03:42.280]  但你們要分內謹慎
[00:03:42.280 --> 00:03:44.680]  不可向他們挑戰
[00:03:44.680 --> 00:03:48.080]  他們的地連腳掌可踏之處
[00:03:48.080 --> 00:03:49.680]  我都不給你們
[00:03:50.280 --> 00:03:54.280]  因何要將西爾山賜給以實為
[00:03:54.280 --> 00:03:59.680]  你們要用錢向我們買糧吃
[00:03:59.680 --> 00:04:03.280]  要用錢讓我們水喝
[00:04:03.280 --> 00:04:07.280]  因為耶和華你的神在水手裡
[00:04:07.280 --> 00:04:11.080]  我做的一切事上不賜給你
[00:04:11.080 --> 00:04:13.080]  你讓我自己看吧
[00:04:13.080 --> 00:04:14.680]  他都知道
[00:04:14.680 --> 00:04:16.080]  這四十年
[00:04:16.080 --> 00:04:19.480]  耶和華你的上帝與你同在
[00:04:19.880 --> 00:04:22.280]  因此你無所缺
[00:04:22.280 --> 00:04:23.680]  第八節
[00:04:23.680 --> 00:04:29.080]  於是我經過我們弟兄已數子孫所住的西爾
[00:04:29.080 --> 00:04:30.880]  從阿拉巴的路
[00:04:30.880 --> 00:04:34.480]  經過以拉塔以秦加別
[00:04:34.480 --> 00:04:36.880]  轉向摩訶抗耶的路
[00:04:36.880 --> 00:04:40.880]  耶和華對我說
[00:04:40.880 --> 00:04:45.280]  我也不可向他們挑戰
[00:04:45.280 --> 00:04:48.880]  他們的地我不賜給你為業
[00:04:49.080 --> 00:04:53.880]  因為以他以我得的子孫為業
[00:04:53.880 --> 00:04:55.080]  請弟兄
[00:04:55.080 --> 00:04:58.480]  宣示以米人住在那裡
[00:04:58.480 --> 00:05:03.080]  百姓有大量阿拉人一樣高大
[00:05:03.080 --> 00:05:07.680]  他們跟阿拉人一樣也算是利弗人
[00:05:07.680 --> 00:05:11.280]  也有某阿拉人稱他們為以米人
[00:05:11.280 --> 00:05:14.680]  從前沒有人當他們的仇人
[00:05:14.680 --> 00:05:17.880]  但以數的子孫把他們除滅
[00:05:18.080 --> 00:05:20.080]  佔領了他們的地
[00:05:20.080 --> 00:05:22.680]  接續他們在那裡居住
[00:05:22.680 --> 00:05:25.080]  以昔日在耶和華
[00:05:25.080 --> 00:05:27.280]  所有他們為業之父
[00:05:27.280 --> 00:05:30.280]  第十三節
[00:05:30.280 --> 00:05:31.480]  現在起來
[00:05:31.480 --> 00:05:33.080]  過撒列溪
[00:05:33.080 --> 00:05:35.480]  於是我們過了撒列溪
[00:05:35.480 --> 00:05:39.680]  從離開加底斯巴尼亞
[00:05:39.680 --> 00:05:42.280]  到達過撒列溪
[00:05:42.280 --> 00:05:44.880]  這段時期共三十八年
[00:05:45.080 --> 00:05:49.280]  直到這一代的戰士都從營裡滅盡
[00:05:49.280 --> 00:05:52.280]  正如耶和華向他們所起的誓
[00:05:52.280 --> 00:05:55.280]  耶和華的手也攻擊他們
[00:05:55.280 --> 00:05:58.280]  將他們從營中除滅
[00:05:58.280 --> 00:05:59.680]  直到滅盡
[00:05:59.680 --> 00:06:04.080]  百姓中所有的戰士滅盡死亡以後
[00:06:04.080 --> 00:06:06.880]  耶和華的父可說
[00:06:06.880 --> 00:06:12.280]  你要經過摩訶的沖瓦爾
[00:06:12.480 --> 00:06:17.280]  也不可向他們挑戰
[00:06:17.280 --> 00:06:20.880]  每人的地我不賜給你們為業
[00:06:20.880 --> 00:06:25.280]  讓我以將那無德的子孫為業
[00:06:25.280 --> 00:06:30.080]  第卅
[00:06:30.080 --> 00:06:33.680]  (大明人士,請使你為根據之地)
[00:06:33.680 --> 00:06:37.080]  (因為此時你已根據之在那裡)
[00:06:37.080 --> 00:06:40.480]  (下門請他們為善信名人)
[00:06:40.680 --> 00:06:45.480]  (那裡的百姓又大,像阿拉人一樣高大)
[00:06:45.480 --> 00:06:49.480]  (但耶和華從阿門人而他們)
[00:06:49.480 --> 00:06:52.080]  (阿門人就佔領他們的地)
[00:06:52.080 --> 00:06:54.880]  (接觸他們居住)
[00:06:54.880 --> 00:06:56.480]  (這正是)
[00:06:56.480 --> 00:06:58.280]  (對不)
[00:06:58.280 --> 00:06:59.280]  (OK)
[00:06:59.280 --> 00:07:00.080]  (嗯)
[00:07:00.080 --> 00:07:03.280]  (耶和華從此以為主宰)
[00:07:03.280 --> 00:07:05.480]  (實際而的耳熟子孫)
[00:07:05.480 --> 00:07:07.680]  (將何理由從他那裡)
[00:07:07.680 --> 00:07:09.080]  (使徒隨便)
[00:07:09.280 --> 00:07:11.680]  (使他們得了阿門人的地)
[00:07:11.680 --> 00:07:14.280]  (接觸他們在那裡居住)
[00:07:14.280 --> 00:07:15.880]  (直到今天一樣)
[00:07:15.880 --> 00:07:18.480]  (阿門人事先從那裡)
[00:07:18.480 --> 00:07:20.280]  (追逐到加拉斯坦)
[00:07:20.280 --> 00:07:21.880]  (從加拉斯坦)
[00:07:21.880 --> 00:07:23.680]  (出來的加菲托人)
[00:07:23.680 --> 00:07:25.680]  (將阿門人隨便)
[00:07:25.680 --> 00:07:28.480]  (接觸他們在那裡居住)
[00:07:28.480 --> 00:07:30.280]  第二十四節
[00:07:30.280 --> 00:07:32.680]  (你們起來往前去)
[00:07:32.680 --> 00:07:34.680]  (過阿聯谷看)
[00:07:34.680 --> 00:07:36.880]  (我已將阿摩利人)
[00:07:37.080 --> 00:07:39.680]  (欺實本王世雲和他的地)
[00:07:39.680 --> 00:07:42.280]  (交在你手中)
[00:07:42.280 --> 00:07:43.680]  (你要開始)
[00:07:43.680 --> 00:07:45.880]  (去得他的地為業)
[00:07:45.880 --> 00:07:47.280]  (向他挑戰)
[00:07:47.280 --> 00:07:48.880]  (從今天起)
[00:07:48.880 --> 00:07:52.680]  (我要讓天下萬民)
[00:07:52.680 --> 00:07:57.480]  (驚慌懼怕你)
[00:07:57.480 --> 00:08:00.680]  (聽見你的名聲就因你)
[00:08:00.680 --> 00:08:02.680]  (發箭相動)
[00:08:02.680 --> 00:08:06.280]  我們同心低頭禱告
[00:08:07.280 --> 00:08:09.280]  (抽一天符)
[00:08:09.280 --> 00:08:10.680]  (感謝你)
[00:08:10.680 --> 00:08:12.480]  (此刻你的說話)
[00:08:12.480 --> 00:08:16.080]  (讓我們在哀傷難過的日子)
[00:08:16.080 --> 00:08:17.880]  (得著安慰)
[00:08:17.880 --> 00:08:20.480]  (又幫助我們以謙卑的心)
[00:08:20.480 --> 00:08:22.280]  (去聆聽你的說話)
[00:08:22.280 --> 00:08:23.680]  (你的教導)
[00:08:23.680 --> 00:08:25.880]  (藉著生命記的第二章)
[00:08:25.880 --> 00:08:29.280]  (令我們生命得到更新)
[00:08:29.280 --> 00:08:31.480]  (讓我們不只是聽見)
[00:08:31.480 --> 00:08:33.880]  (更能夠活出你的話語)
[00:08:33.880 --> 00:08:36.080]  (成為你戲謔的指引)
[00:08:36.080 --> 00:08:38.080]  (祈禱奉主耶穌基督)
[00:08:38.080 --> 00:08:40.280]  (得聖名求阿們)
[00:08:40.280 --> 00:08:45.080]  按照英文的譯本
[00:08:45.080 --> 00:08:46.480]  生命記是以
[00:08:46.480 --> 00:08:47.680]  "These are the words"
[00:08:47.680 --> 00:08:49.080]  作為開始的
[00:08:49.080 --> 00:08:51.680]  意思是所說的話
[00:08:51.680 --> 00:08:54.280]  又按照中文的譯本
[00:08:54.280 --> 00:08:55.880]  我們清楚見到
[00:08:55.880 --> 00:08:59.480]  在經文中說明
[00:08:59.480 --> 00:09:02.080]  以下是摩西所說的話
[00:09:02.080 --> 00:09:05.280]  摩西作為上帝的代言人
[00:09:05.480 --> 00:09:08.480]  所說的當然是照著耶和華
[00:09:08.480 --> 00:09:13.480]  吩咐他去說的一切的話
[00:09:13.480 --> 00:09:15.880]  內容就是帶領一群
[00:09:15.880 --> 00:09:18.680]  在抗日長大的以色列人
[00:09:18.680 --> 00:09:20.680]  透過歷史的回顧
[00:09:20.680 --> 00:09:22.480]  重溫律法
[00:09:22.480 --> 00:09:25.080]  重新神向他們所納的藥
[00:09:25.080 --> 00:09:26.480]  預備他們的心
[00:09:26.480 --> 00:09:30.280]  去領受神所賜的應許地
[00:09:30.280 --> 00:09:33.880]  今天我們要看的是第二章
[00:09:34.080 --> 00:09:36.080]  歷史回顧的部分
[00:09:36.080 --> 00:09:39.080]  對於北區堂的弟兄姊妹
[00:09:39.080 --> 00:09:41.680]  應該是很熟悉的一段經文
[00:09:41.680 --> 00:09:43.480]  因為無論是之前
[00:09:43.480 --> 00:09:45.280]  《文素記》講道系列
[00:09:45.280 --> 00:09:47.680]  還是現在新鮮熱辣
[00:09:47.680 --> 00:09:49.280]  正在查的《希伯來說》
[00:09:49.280 --> 00:09:51.480]  都有提到這一段的歷史
[00:09:51.480 --> 00:09:56.480]  但是對於新一代的以色列民來說
[00:09:56.480 --> 00:09:58.880]  這一段的歷史
[00:09:58.880 --> 00:10:03.280]  是他們最不想回望過去的一段時間
[00:10:03.480 --> 00:10:06.480]  可能這一刻他們在心裏想
[00:10:06.480 --> 00:10:10.080]  真相已經很清楚了
[00:10:10.080 --> 00:10:12.280]  為什麼還要提呢?
[00:10:12.280 --> 00:10:15.880]  或者大家心裏都會這樣想
[00:10:15.880 --> 00:10:19.080]  《文素記》都已經講得很清楚了
[00:10:19.080 --> 00:10:22.080]  為什麼還要在《生命記》裏再講呢?
[00:10:22.080 --> 00:10:25.280]  再講又有什麼意義呢?
[00:10:25.280 --> 00:10:30.080]  究竟摩西想帶大家去提真什麼的真相呢?
[00:10:30.280 --> 00:10:36.080]  今天我們第一個部分是回顧
[00:10:36.080 --> 00:10:38.880]  回顧從零開始的真相
[00:10:38.880 --> 00:10:41.480]  是第二章的開始
[00:10:41.480 --> 00:10:44.080]  摩西好像輕描淡寫地
[00:10:44.080 --> 00:10:45.480]  用了一節的經文
[00:10:45.480 --> 00:10:48.280]  交代了38年的時間
[00:10:48.280 --> 00:10:51.480]  在經文裏面這樣說
[00:10:51.480 --> 00:10:55.680]  又說是吩咐摩西帶以色列人
[00:10:55.680 --> 00:10:59.880]  回頭去抗野
[00:11:00.080 --> 00:11:02.880]  在西爾山遙行
[00:11:02.880 --> 00:11:06.680]  在地圖裏面綠色圈的位置
[00:11:06.680 --> 00:11:09.480]  我們按照第一章的記載
[00:11:09.480 --> 00:11:14.680]  他們還要停留在紅色圈的加底斯巴尼亞這個位置
[00:11:14.680 --> 00:11:18.480]  大概就是在這兩個位置裏面繞圈
[00:11:18.480 --> 00:11:22.680]  其實在上一章
[00:11:22.680 --> 00:11:26.480]  摩西是有清楚交代了回去抗野的原因
[00:11:26.480 --> 00:11:29.880]  而這個原因其實大家都很熟悉
[00:11:29.880 --> 00:11:33.880]  就是以色列人聽了十個探子的惡報之後
[00:11:33.880 --> 00:11:38.480]  他們不信神的應許
[00:11:38.480 --> 00:11:40.680]  他們叛逆神的吩咐
[00:11:40.680 --> 00:11:43.480]  他們埋怨神的帶領
[00:11:43.480 --> 00:11:45.680]  結果是怎樣?
[00:11:45.680 --> 00:11:49.680]  結果就是聽了他們的怨言
[00:11:49.680 --> 00:11:51.480]  就發怒起勢
[00:11:51.480 --> 00:11:53.680]  吩咐摩西跟他們說
[00:11:53.680 --> 00:11:55.680]  既然他們不想進入
[00:11:55.680 --> 00:11:57.280]  就不用他們進入了
[00:11:57.280 --> 00:11:59.480]  留給下一代的人進入吧
[00:11:59.680 --> 00:12:04.480]  又吩咐摩西把膠棒交給約書亞帶領
[00:12:04.480 --> 00:12:07.480]  下一代的以色列人進入迦南
[00:12:07.480 --> 00:12:12.680]  當中當然還有專心跟隨神的迦納
[00:12:12.680 --> 00:12:14.880]  都可以進入迦南地
[00:12:14.880 --> 00:12:22.480]  新明記一章的35節形容他們是一班邪惡世代的人
[00:12:22.480 --> 00:12:26.680]  他們一個都不能夠看到神所賜的美地
[00:12:26.880 --> 00:12:32.080]  就是因為他們不信、叛逆、埋怨
[00:12:32.080 --> 00:12:35.080]  拒絕進入神所賜的應許地
[00:12:35.080 --> 00:12:38.080]  神就命令他們回頭
[00:12:38.080 --> 00:12:42.680]  從紅海的路返回曠野
[00:12:42.680 --> 00:12:44.880]  留在迦底市
[00:12:44.880 --> 00:12:51.480]  新明記的二章十四節更清楚地說
[00:12:51.480 --> 00:12:54.280]  這一段的時期共有38年
[00:12:54.480 --> 00:12:58.880]  直到這一代的戰士都從營中滅盡
[00:12:58.880 --> 00:13:03.080]  這正是耶和華向他們所起的誓
[00:13:03.080 --> 00:13:12.080]  不過要他們回頭去看回這段慘痛的歷史
[00:13:12.080 --> 00:13:15.480]  並不是要揭開他們的蒼白
[00:13:15.480 --> 00:13:20.080]  反而是要更新他們的視野
[00:13:20.080 --> 00:13:22.880]  更新他們的眼界
[00:13:23.080 --> 00:13:31.280]  雖然上一代看得到神所賜給他們的地是一塊美地
[00:13:31.280 --> 00:13:35.480]  但同時他們又因為看到一些
[00:13:35.480 --> 00:13:40.480]  又高又大、很可怕的阿納族人一樣
[00:13:40.480 --> 00:13:42.280]  嚇得卻步
[00:13:42.280 --> 00:13:46.880]  又聽到像天一樣高的城牆
[00:13:46.880 --> 00:13:49.880]  很堅固的城鎮
[00:13:50.080 --> 00:13:53.080]  害怕得不敢走前一步
[00:13:53.080 --> 00:13:59.280]  而且還認為這次是神害他們的
[00:13:59.280 --> 00:14:03.480]  神的拯救就是一場邪惡的陰謀
[00:14:03.480 --> 00:14:12.680]  但實情是耶和華他們的神一直在保護他們
[00:14:12.680 --> 00:14:19.680]  他們都不想想在曠野走在前面為他們征戰的是誰
[00:14:19.880 --> 00:14:23.880]  拯救他們出埃及的是誰
[00:14:23.880 --> 00:14:28.680]  像爸爸一樣,像爸爸照顧他的兒子一樣
[00:14:28.680 --> 00:14:33.080]  把他們養大、照顧他們、看顧他們的是誰
[00:14:33.080 --> 00:14:37.280]  就是耶和華他們的神
[00:14:37.280 --> 00:14:42.480]  耶和華他們的神一直走在他們前面
[00:14:42.480 --> 00:14:44.680]  為他們找安寧的地方
[00:14:44.680 --> 00:14:49.280]  一間有火柱,一間有雲柱
[00:14:49.480 --> 00:14:53.480]  一直指示他們應該走的路
[00:14:53.480 --> 00:14:57.680]  他們就像失憶了、瞎了一樣
[00:14:57.680 --> 00:15:00.880]  甚麼都看不到,怕得要死
[00:15:00.880 --> 00:15:05.080]  寧願死在曠野,也不肯進入迦南地
[00:15:05.080 --> 00:15:11.280]  神就吩咐摩西帶他們回頭看
[00:15:11.280 --> 00:15:16.480]  是要提醒新一代的以色列人看清楚一點
[00:15:16.480 --> 00:15:17.680]  看清楚甚麼?
[00:15:17.880 --> 00:15:23.480]  看清楚一點,上一代叛逆的真相是他們不認識神
[00:15:23.480 --> 00:15:26.080]  他們沒有真正的認識神
[00:15:26.080 --> 00:15:28.680]  即使經歷了神跡的拯救
[00:15:28.680 --> 00:15:31.480]  仍然不相信神的信實
[00:15:31.480 --> 00:15:37.680]  面對艱難的時候,恐懼遮蓋了一切
[00:15:37.680 --> 00:15:41.880]  他們看不到神,信不過神的帶領
[00:15:41.880 --> 00:15:44.080]  質疑神的應許
[00:15:44.280 --> 00:15:50.280]  忘記了神的恩惠,甚至違背了神的命令
[00:15:50.280 --> 00:15:54.480]  而最後他們失去了神的賜福
[00:15:54.480 --> 00:16:03.680]  頂姐妹,我們面對困難、感到恐懼是人之常情
[00:16:03.680 --> 00:16:09.880]  不過,只見到困難,不見到上帝的恩典
[00:16:09.880 --> 00:16:12.080]  這樣就大件事了
[00:16:12.280 --> 00:16:17.280]  我們會否也像以色列人一樣
[00:16:17.280 --> 00:16:20.480]  要看的,卻看不到
[00:16:20.480 --> 00:16:23.680]  一天到晚,只見到面前巨大的艱難
[00:16:23.680 --> 00:16:27.880]  好像有高有大有多的阿納人一樣
[00:16:27.880 --> 00:16:31.080]  要聽的,卻聽不到
[00:16:31.080 --> 00:16:35.280]  總是被心裏的恐懼遮蓋了神的話
[00:16:35.280 --> 00:16:40.480]  忘記了神的信實,漠視了神的帶領
[00:16:40.680 --> 00:16:45.680]  在預備這份講章的時候
[00:16:45.680 --> 00:16:49.880]  我就更深深地感覺到
[00:16:49.880 --> 00:16:54.080]  自己就像這些以色列人一樣
[00:16:54.080 --> 00:16:56.280]  常常被恐懼蒙蔽
[00:16:56.280 --> 00:17:04.480]  回望當初2022年要回應神的呼召
[00:17:04.480 --> 00:17:07.680]  接受全時間的裝備
[00:17:07.880 --> 00:17:11.880]  就是不斷地將自己困在經濟問題上
[00:17:11.880 --> 00:17:16.080]  當時是疫情的尾聲
[00:17:16.080 --> 00:17:20.280]  社會大環境的經濟都很差
[00:17:20.280 --> 00:17:23.480]  我戶口的存款就更差
[00:17:23.480 --> 00:17:28.680]  每天到晚都在擔心,不夠錢交租
[00:17:28.680 --> 00:17:32.880]  即使團契的導師說可以申請資助
[00:17:32.880 --> 00:17:35.080]  又幫我申請超市的禮券
[00:17:35.080 --> 00:17:37.280]  我都很害怕
[00:17:37.480 --> 00:17:42.480]  總覺得繼續上班的話,也有一點點
[00:17:42.480 --> 00:17:46.680]  完全不做,四年沒有收入讀書
[00:17:46.680 --> 00:17:48.880]  簡直是不可能
[00:17:48.880 --> 00:17:53.080]  內心還會埋怨神是不是在耍自己
[00:17:53.080 --> 00:18:00.280]  但是,神的回應卻是很妙的
[00:18:00.280 --> 00:18:05.480]  祂就要我在港島和不同的活動中
[00:18:05.680 --> 00:18:09.680]  不斷地聽到弟兄姊妹分享
[00:18:09.680 --> 00:18:11.880]  他們經歷神豐富的供應
[00:18:11.880 --> 00:18:17.080]  總之,到時候,就會有錢掉下來
[00:18:17.080 --> 00:18:22.280]  就連港九培靈研經會的國牧師的訊息
[00:18:22.280 --> 00:18:24.480]  都是在說他最艱難的日子
[00:18:24.480 --> 00:18:26.680]  神如何供應他
[00:18:26.680 --> 00:18:32.880]  不過,我總是敵不過內心的恐懼
[00:18:33.080 --> 00:18:37.080]  沒有勇氣走前一步
[00:18:37.080 --> 00:18:40.280]  要不是神出手
[00:18:40.280 --> 00:18:43.480]  派團契導師去敲醒我
[00:18:43.480 --> 00:18:47.680]  叫我數數神對我的恩情有多少
[00:18:47.680 --> 00:18:51.880]  簡直是比我的恐懼多一百萬倍
[00:18:51.880 --> 00:18:58.080]  而且我今天還是在這個恐懼中不敢走出來
[00:18:58.280 --> 00:19:06.280]  所以,回望的核心並不是要數自己有多不堪
[00:19:06.280 --> 00:19:08.480]  或者有多少罪
[00:19:08.480 --> 00:19:12.680]  而是要幫助我們從零開始出發
[00:19:12.680 --> 00:19:14.880]  提醒我們
[00:19:14.880 --> 00:19:18.080]  在迎接新的一年之前
[00:19:18.080 --> 00:19:20.280]  去檢視一下我們的屬靈狀況
[00:19:20.280 --> 00:19:23.480]  或者侍奉的焦點
[00:19:23.480 --> 00:19:26.680]  有沒有被那些困難遮住了上帝
[00:19:26.880 --> 00:19:28.880]  我們要從零開始出發
[00:19:28.880 --> 00:19:31.080]  我們要從零開始出發
[00:19:31.080 --> 00:19:33.280]  我們要從零開始出發
[00:19:33.280 --> 00:19:35.480]  我們要從零開始出發
[00:19:35.480 --> 00:19:37.680]  我們要從零開始出發
[00:19:37.680 --> 00:19:39.880]  我們要從零開始出發
[00:19:39.880 --> 00:19:42.080]  我們要從零開始出發
[00:19:42.080 --> 00:19:44.280]  我們要從零開始出發
[00:19:44.280 --> 00:19:46.480]  我們要從零開始出發
[00:19:46.480 --> 00:19:48.680]  我們要從零開始出發
[00:19:48.680 --> 00:19:50.880]  我們要從零開始出發
[00:19:50.880 --> 00:19:53.080]  我們要從零開始出發
[00:19:53.080 --> 00:19:55.280]  我們要從零開始出發
[00:19:55.480 --> 00:19:57.480]  我們要從零開始出發
[00:19:57.480 --> 00:19:59.680]  我們要從零開始出發
[00:19:59.680 --> 00:20:01.880]  我們要從零開始出發
[00:20:01.880 --> 00:20:04.080]  我們要從零開始出發
[00:20:04.080 --> 00:20:06.280]  我們要從零開始出發
[00:20:06.280 --> 00:20:08.480]  我們要從零開始出發
[00:20:08.480 --> 00:20:10.680]  我們要從零開始出發
[00:20:10.680 --> 00:20:12.880]  我們要從零開始出發
[00:20:12.880 --> 00:20:15.080]  我們要從零開始出發
[00:20:15.080 --> 00:20:17.280]  我們要從零開始出發
[00:20:17.280 --> 00:20:19.480]  我們要從零開始出發
[00:20:19.480 --> 00:20:21.680]  我們要從零開始出發
[00:20:21.680 --> 00:20:23.880]  我們要從零開始出發
[00:20:24.080 --> 00:20:26.080]  我們要從零開始出發
[00:20:26.080 --> 00:20:28.280]  我們要從零開始出發
[00:20:28.280 --> 00:20:30.480]  我們要從零開始出發
[00:20:30.480 --> 00:20:32.680]  我們要從零開始出發
[00:20:32.680 --> 00:20:34.880]  我們要從零開始出發
[00:20:34.880 --> 00:20:37.080]  我們要從零開始出發
[00:20:37.080 --> 00:20:39.280]  我們要從零開始出發
[00:20:39.280 --> 00:20:41.480]  我們要從零開始出發
[00:20:41.480 --> 00:20:43.680]  我們要從零開始出發
[00:20:43.680 --> 00:20:45.880]  我們要從零開始出發
[00:20:45.880 --> 00:20:48.080]  我們要從零開始出發
[00:20:48.080 --> 00:20:50.280]  我們要從零開始出發
[00:20:50.280 --> 00:20:52.480]  我們要從零開始出發
[00:20:52.680 --> 00:20:54.680]  我們要從零開始出發
[00:20:54.680 --> 00:20:56.880]  我們要從零開始出發
[00:20:56.880 --> 00:20:59.080]  我們要從零開始出發
[00:20:59.080 --> 00:21:01.280]  我們要從零開始出發
[00:21:01.280 --> 00:21:03.480]  我們要從零開始出發
[00:21:03.480 --> 00:21:05.680]  我們要從零開始出發
[00:21:05.680 --> 00:21:07.880]  我們要從零開始出發
[00:21:07.880 --> 00:21:10.080]  我們要從零開始出發
[00:21:10.080 --> 00:21:12.280]  我們要從零開始出發
[00:21:12.280 --> 00:21:14.480]  我們要從零開始出發
[00:21:14.480 --> 00:21:16.680]  我們要從零開始出發
[00:21:16.680 --> 00:21:18.880]  我們要從零開始出發
[00:21:18.880 --> 00:21:21.080]  我們要從零開始出發
[00:21:21.280 --> 00:21:23.280]  我們要從零開始出發
[00:21:23.280 --> 00:21:25.480]  我們要從零開始出發
[00:21:25.480 --> 00:21:27.680]  我們要從零開始出發
[00:21:27.680 --> 00:21:29.880]  我們要從零開始出發
[00:21:29.880 --> 00:21:32.080]  我們要從零開始出發
[00:21:32.080 --> 00:21:34.280]  我們要從零開始出發
[00:21:34.280 --> 00:21:36.480]  我們要從零開始出發
[00:21:36.480 --> 00:21:38.680]  我們要從零開始出發
[00:21:38.680 --> 00:21:40.880]  我們要從零開始出發
[00:21:40.880 --> 00:21:43.080]  我們要從零開始出發
[00:21:43.080 --> 00:21:45.280]  我們要從零開始出發
[00:21:45.280 --> 00:21:47.480]  我們要從零開始出發
[00:21:47.480 --> 00:21:49.680]  我們要從零開始出發
[00:21:49.880 --> 00:21:51.880]  我們要從零開始出發
