
[00:00:00.000 --> 00:00:05.560]  我進入講道的時間,今天講題叫做隻醒目豬
[00:02:37.440 --> 00:02:40.240]  到最後,第三隻豬
[00:02:40.240 --> 00:02:43.920]  第三隻豬就用了一個最麻煩的方法
[00:02:43.920 --> 00:02:47.040]  花了最多的時間,流最多的汗
[00:02:47.040 --> 00:02:51.040]  一塊磚一塊磚地建,建了一個堅固的磚屋
[00:02:51.040 --> 00:02:55.240]  最後大灰狼吹吹不動,撞到肩膀都痛
[00:02:55.240 --> 00:02:58.040]  然後怎麼辦呢?他就從煙囪裡爬下去
[00:02:58.040 --> 00:03:01.640]  誰知就變成BBQ狼了
[00:03:01.640 --> 00:03:05.240]  相信我們聽這個故事的時候,有時都會笑
[00:03:05.240 --> 00:03:09.440]  第一第二隻豬都幾蠢,是不是呢?
[00:03:09.440 --> 00:03:11.840]  不過,回到我們自己的生活
[00:03:11.840 --> 00:03:16.240]  其實我們是不是經常都是第一第二隻豬呢?
[00:03:16.240 --> 00:03:20.440]  我們在學業,在感情,在人際關係
[00:03:20.440 --> 00:03:24.440]  甚至在信仰裡,是不是都習慣找最快
[00:03:24.440 --> 00:03:29.240]  最省水省力,最輕鬆的路來走呢?
[00:03:29.240 --> 00:03:33.240]  今天耶穌都說了一個類似三隻小豬的故事
[00:03:33.240 --> 00:03:37.840]  而耶穌說的故事和三隻小豬的故事有什麼相關呢?
[00:03:37.840 --> 00:03:41.040]  他們兩個的故事都是說建房子的
[00:03:41.040 --> 00:03:43.840]  這次耶穌說的主角就不是豬了
[00:03:43.840 --> 00:03:47.840]  而是用了聰明人和無知的人去說故事
[00:03:47.840 --> 00:03:50.840]  兩個故事核心的訊息都是說
[00:03:50.840 --> 00:03:55.240]  你的生命是建立在哪一種基礎裡面呢?
[00:03:55.240 --> 00:03:59.240]  決定了你的人生是否能夠承受風吹雨打
[00:03:59.240 --> 00:04:02.440]  今個學年,青少部的主題就叫做
[00:04:02.440 --> 00:04:05.440]  我很喜歡這個主題,因為每個字我都懂得讀
[00:04:05.440 --> 00:04:09.240]  就是"Back to basics, seeking the truth"
[00:04:09.240 --> 00:04:10.440]  應該讀得對的
[00:04:10.440 --> 00:04:16.240]  這個主題是想帶我們回到基督信仰的最基本
[00:04:16.240 --> 00:04:17.640]  回到聖經裡面
[00:04:17.640 --> 00:04:21.040]  讓我們重視聖經,建立讀經的習慣
[00:04:21.040 --> 00:04:23.440]  熱愛跟從上帝的話語
[00:04:23.440 --> 00:04:26.240]  讓神的話語成為我們的根基
[00:04:26.240 --> 00:04:28.240]  就讓我們一起來學習
[00:04:28.240 --> 00:04:33.240]  如何在上帝前面做一個穩打穩紮
[00:04:33.240 --> 00:04:35.240]  有基礎的醒目珠
[00:04:35.240 --> 00:04:38.040]  讓我們一起進入今天要看的經文
[00:04:38.040 --> 00:04:41.240]  《馬太福音》七章二十四至二十九節
[00:04:41.240 --> 00:04:43.440]  我們一起讀吧,準備,一二三
[00:04:43.440 --> 00:05:09.440]  (范國威和學生對著書)
[00:05:09.440 --> 00:05:24.440]  (范國威和學生對著書)
[00:05:24.440 --> 00:05:26.440]  讓我們一起祈禱
[00:05:26.440 --> 00:05:28.440]  親愛的主耶穌,感謝你
[00:05:28.440 --> 00:05:30.440]  用一個很清晰的話語
[00:05:30.440 --> 00:05:32.440]  用一個很簡單的故事
[00:05:32.440 --> 00:05:36.440]  教導我們,提醒我們生命根基的重要性
[00:05:36.440 --> 00:05:39.440]  幫助我們用心去聽,去領受,努力去實踐
[00:05:39.440 --> 00:05:42.440]  我們奉主耶穌基督,明治其琴,阿們
[00:05:42.440 --> 00:05:45.440]  先說說這段經文的背景
[00:05:45.440 --> 00:05:50.440]  這段經文其實是《馬太福音》第七章的最後一段
[00:05:50.440 --> 00:05:53.440]  它也是由第五章開始到第七章
[00:05:53.440 --> 00:05:55.440]  我們叫登山補訓
[00:05:55.440 --> 00:05:59.440]  就是耶穌上山去教導關於天國的訊息
[00:05:59.440 --> 00:06:01.440]  一個叫登山補訓的結語
[00:06:01.440 --> 00:06:03.440]  最後一段的總結
[00:06:03.440 --> 00:06:07.440]  耶穌在一篇講了三章這麼長的講道的最後
[00:06:07.440 --> 00:06:10.440]  就是用這個比喻來做總結
[00:06:10.440 --> 00:06:12.440]  在進入這個比喻之前
[00:06:12.440 --> 00:06:15.440]  讓我們先去看這段經文的最後兩節
[00:06:15.440 --> 00:06:17.440]  第28到29節
[00:06:17.440 --> 00:06:19.440]  第28到29節說
[00:06:19.440 --> 00:06:23.440]  耶穌講完之後,眾人都稀奇他的教訓
[00:06:23.440 --> 00:06:27.440]  為什麼呢?因為他講話好像有權柄的人
[00:06:27.440 --> 00:06:29.440]  不像他們的民事
[00:06:29.440 --> 00:06:33.440]  和耶穌的講話有什麼不同之處讓他們稀奇呢?
[00:06:33.440 --> 00:06:36.440]  民事其實是當時的聖經教師
[00:06:36.440 --> 00:06:39.440]  也是當時的解經專家
[00:06:39.440 --> 00:06:42.440]  他們其實當時都是負責講道的
[00:06:42.440 --> 00:06:44.440]  而耶穌也是負責講道
[00:06:44.440 --> 00:06:47.440]  而當時的民事為了顯明他們
[00:06:47.440 --> 00:06:51.440]  平時他們講道為了要講他們的講道很有權威
[00:06:51.440 --> 00:06:53.440]  他們的講道通常會怎樣呢?
[00:06:53.440 --> 00:06:56.440]  民事會這樣
[00:06:56.440 --> 00:06:59.440]  根據拉比大師A這樣講
[00:06:59.440 --> 00:07:01.440]  就會這樣這樣這樣
[00:07:01.440 --> 00:07:05.440]  根據超級大師拉比B
[00:07:05.440 --> 00:07:07.440]  就會這樣這樣這樣
[00:07:07.440 --> 00:07:10.440]  他們會引用不同的那些勁人
[00:07:10.440 --> 00:07:12.440]  那些前輩大師的講法
[00:07:12.440 --> 00:07:15.440]  要引證我講的東西是厲害的
[00:07:15.440 --> 00:07:17.440]  但耶穌不一樣
[00:07:17.440 --> 00:07:21.440]  在整篇登山補訓的講道裏
[00:07:21.440 --> 00:07:24.440]  他幾次都說我告訴你們
[00:07:24.440 --> 00:07:26.440]  我自己告訴你們
[00:07:26.440 --> 00:07:28.440]  而在這個結語裏面
[00:07:28.440 --> 00:07:30.440]  他在第24節裏說
[00:07:30.440 --> 00:07:33.440]  凡聽見我者話就去行
[00:07:33.440 --> 00:07:37.440]  耶穌說的是我這個說話就是他自己說的
[00:07:37.440 --> 00:07:42.440]  耶穌說的是我不需要引用什麼名人學者的說話
[00:07:42.440 --> 00:07:44.440]  而耶穌說我就是真理
[00:07:44.440 --> 00:07:47.440]  而我本身就是權威就是標準
[00:07:47.440 --> 00:07:49.440]  亦都是因為這樣
[00:07:49.440 --> 00:07:53.440]  當我們去讀這個起屋的故事的時候
[00:07:53.440 --> 00:07:55.440]  我們都應該明白
[00:07:55.440 --> 00:07:58.440]  原來這個是神親自對我們的吩咐
[00:07:58.440 --> 00:08:00.440]  這個是神親自對我們的說話
[00:08:00.440 --> 00:08:02.440]  用祂的說話來教導我們
[00:08:02.440 --> 00:08:05.440]  這個不是一個很溫馨的比喻
[00:08:05.440 --> 00:08:08.440]  或者是一個心靈雞湯來安慰
[00:08:08.440 --> 00:08:10.440]  勸勉我們怎樣怎樣
[00:08:10.440 --> 00:08:14.440]  而是耶穌帶著權柄向我們發出命令和警告
[00:08:14.440 --> 00:08:17.440]  讓我們一起用心去聽
[00:08:17.440 --> 00:08:19.440]  一起去進入領受主耶穌的吩咐
[00:08:19.440 --> 00:08:23.440]  我會分兩個分題去看這個比喻
[00:08:23.440 --> 00:08:28.440]  第一個分題我會叫分辨聰明和無知
[00:08:28.440 --> 00:08:31.440]  第24至27節
[00:08:31.440 --> 00:08:35.440]  耶穌將那些聽他的話的人分為兩類
[00:08:35.440 --> 00:08:37.440]  聰明和無知
[00:08:37.440 --> 00:08:41.440]  聽他的話而去行的就叫聰明人
[00:08:41.440 --> 00:08:45.440]  聽了而不去行的就叫無知的人
[00:08:45.440 --> 00:08:47.440]  這個區分是很直接的
[00:08:47.440 --> 00:08:49.440]  沒有中間地帶的
[00:08:49.440 --> 00:08:51.440]  沒有早一點不早一點半聰明半蠢
[00:08:51.440 --> 00:08:52.440]  半聰明半蠢
[00:08:52.440 --> 00:08:53.440]  沒有的
[00:08:53.440 --> 00:08:55.440]  只有蠢和聰明
[00:08:55.440 --> 00:08:57.440]  原來在耶穌的眼裡
[00:08:57.440 --> 00:09:03.440]  聰明和無知不是從智力IQ有多少分去分
[00:09:03.440 --> 00:09:05.440]  也不是從你的工作能力
[00:09:05.440 --> 00:09:07.440]  或者你做錯事就說你蠢
[00:09:07.440 --> 00:09:08.440]  不是這樣的
[00:09:08.440 --> 00:09:10.440]  而是當你聽了道理
[00:09:10.440 --> 00:09:14.440]  有沒有去照著真理去實行來區分
[00:09:14.440 --> 00:09:18.440]  接著耶穌就用一個建屋的來做比喻
[00:09:18.440 --> 00:09:24.440]  他說原來聰明的豬和無知的豬去建屋是有分別的
[00:09:24.440 --> 00:09:27.440]  而那個分別不是在於那個建築的技巧
[00:09:27.440 --> 00:09:28.440]  你建得好不好
[00:09:28.440 --> 00:09:29.440]  你砌得好不好
[00:09:29.440 --> 00:09:36.440]  而是分別在於你選擇將你的地基建在什麼土壤上
[00:09:36.440 --> 00:09:39.440]  我們一起去分辨什麼是聰明和無知
[00:09:39.440 --> 00:09:42.440]  又看看你自己是屬於哪一類
[00:09:42.440 --> 00:09:46.440]  我們先看看其實無知的豬豬
[00:09:46.440 --> 00:09:47.440]  建屋的嘛,所謂的豬
[00:09:47.440 --> 00:09:50.440]  他們的地基的土是什麼
[00:09:50.440 --> 00:09:52.440]  在經文裡說就是沙土裡
[00:09:52.440 --> 00:09:56.440]  蓋在沙土上是一種什麼感覺呢
[00:09:56.440 --> 00:09:59.440]  我看這間屋其實感覺上都挺chill
[00:09:59.440 --> 00:10:02.440]  沙灘又平滑又柔順
[00:10:02.440 --> 00:10:04.440]  施工又容易
[00:10:04.440 --> 00:10:06.440]  隨便插些東西在肚子上
[00:10:06.440 --> 00:10:08.440]  慢慢就可以起層
[00:10:08.440 --> 00:10:09.440]  都是很簡單的
[00:10:09.440 --> 00:10:12.440]  視野又開闊又開揚
[00:10:12.440 --> 00:10:14.440]  還要在海景的第一排
[00:10:14.440 --> 00:10:17.440]  都挺好啊,挺chill啊
[00:10:17.440 --> 00:10:22.440]  不知道這些像不像我們平時生命為自己做選擇的呢
[00:10:22.440 --> 00:10:25.440]  你讓你選擇,你選不選擇這個海景呢
[00:10:25.440 --> 00:10:30.440]  沙土其實是比喻很多世界給我們的價值觀
[00:10:30.440 --> 00:10:33.440]  那些是什麼,簡單
[00:10:33.440 --> 00:10:35.440]  感覺至上
[00:10:35.440 --> 00:10:38.440]  只要我喜歡有什麼不行
[00:10:38.440 --> 00:10:41.440]  我的感覺,我的喜好
[00:10:41.440 --> 00:10:43.440]  就是我決定的最高標準
[00:10:43.440 --> 00:10:45.440]  我選什麼當然是我最想要的
[00:10:45.440 --> 00:10:47.440]  這裡漂亮我就選這裡
[00:10:47.440 --> 00:10:49.440]  這裡舒服我就選這裡
[00:10:49.440 --> 00:10:50.440]  世界教我們的是什麼
[00:10:50.440 --> 00:10:52.440]  方便主義
[00:10:52.440 --> 00:10:54.440]  他叫我們最重要的是什麼
[00:10:54.440 --> 00:10:56.440]  快捷,方便,省時間
[00:10:56.440 --> 00:10:58.440]  我們會怎樣
[00:10:58.440 --> 00:11:00.440]  那些交功課,寫閱讀報告
[00:11:00.440 --> 00:11:01.440]  你會怎樣
[00:11:01.440 --> 00:11:03.440]  我們會先看頭看尾看目錄
[00:11:03.440 --> 00:11:04.440]  然後交功課
[00:11:04.440 --> 00:11:06.440]  或者再簡單一點
[00:11:06.440 --> 00:11:07.440]  現在再快捷一點
[00:11:07.440 --> 00:11:09.440]  我們放進去AI,將一個出來
[00:11:09.440 --> 00:11:10.440]  然後改一些關鍵字
[00:11:10.440 --> 00:11:13.440]  然後再加幾個錯字
[00:11:13.440 --> 00:11:15.440]  就當是自己
[00:11:15.440 --> 00:11:17.440]  世界教我們什麼
[00:11:17.440 --> 00:11:21.440]  30秒IG已經可以聽完一篇道
[00:11:21.440 --> 00:11:24.440]  我為什麼要花30分鐘去聽你說話呢
[00:11:24.440 --> 00:11:26.440]  我們追求的是快捷
[00:11:26.440 --> 00:11:28.440]  方便,省時間,舒服
[00:11:28.440 --> 00:11:30.440]  這樣就搞定了
[00:11:30.440 --> 00:11:32.440]  我們追求的是即時的滿足
[00:11:32.440 --> 00:11:36.440]  我要的,我現在就要了
[00:11:36.440 --> 00:11:38.440]  我們追求的是即時的快樂
[00:11:38.440 --> 00:11:42.440]  更加是我們逃避那些痛苦
[00:11:42.440 --> 00:11:43.440]  一痛苦我們就走了
[00:11:43.440 --> 00:11:45.440]  去打機,去玩
[00:11:45.440 --> 00:11:47.440]  我們不要進入痛苦
[00:11:47.440 --> 00:11:49.440]  所以靈修的時候
[00:11:49.440 --> 00:11:52.440]  你會說很忙,下次再說吧
[00:11:52.440 --> 00:11:55.440]  今天有聚會,還要查經
[00:11:55.440 --> 00:11:57.440]  很累,下次再說吧
[00:11:57.440 --> 00:12:00.440]  認罪,好像也不是很嚴重
[00:12:00.440 --> 00:12:02.440]  算了,算了,走了
[00:12:02.440 --> 00:12:04.440]  沙土又是在說什麼呢
[00:12:04.440 --> 00:12:06.440]  在說別人的眼光
[00:12:06.440 --> 00:12:09.440]  我的價值是怎樣被定義呢
[00:12:09.440 --> 00:12:14.440]  現在的我們是建立在別人的讚好
[00:12:14.440 --> 00:12:16.440]  認可之上
[00:12:16.440 --> 00:12:18.440]  IG多一些追蹤者
[00:12:18.440 --> 00:12:20.440]  然後發帖文的時候多一些讚好
[00:12:20.440 --> 00:12:22.440]  多一些觀看,多一些回應
[00:12:22.440 --> 00:12:25.440]  我就似乎更加好,更加厲害
[00:12:25.440 --> 00:12:27.440]  我們追求的是名校
[00:12:27.440 --> 00:12:31.440]  神科,高薪,豪宅,世一
[00:12:31.440 --> 00:12:35.440]  因為這些是世界都認可的東西
[00:12:35.440 --> 00:12:38.440]  別人說好的東西,我們就覺得是好的
[00:12:38.440 --> 00:12:41.440]  我認識一個年輕人的確是這樣
[00:12:41.440 --> 00:12:42.440]  他成績很好
[00:12:42.440 --> 00:12:46.440]  在一間名校裡面考過一次第一
[00:12:46.440 --> 00:12:49.440]  到他回家拿著成績表回家的時候
[00:12:49.440 --> 00:12:51.440]  他家裡高度讚賞他
[00:12:51.440 --> 00:12:53.440]  然後因為這些讚賞
[00:12:53.440 --> 00:12:55.440]  他更加努力去讀書
[00:12:55.440 --> 00:12:57.440]  一集一集一集
[00:12:57.440 --> 00:13:01.440]  但過後他感覺到壓力都變得很大
[00:13:01.440 --> 00:13:03.440]  甚至每天都失眠
[00:13:03.440 --> 00:13:04.440]  很擔心
[00:13:04.440 --> 00:13:07.440]  他說我覺得已經不夠時間再讀書
[00:13:07.440 --> 00:13:09.440]  其實我不是比別人厲害
[00:13:09.440 --> 00:13:10.440]  我只是比別人勤力
[00:13:10.440 --> 00:13:12.440]  所以他為了追這些讚賞
[00:13:12.440 --> 00:13:14.440]  不斷不斷地失眠
[00:13:14.440 --> 00:13:17.440]  他覺得他不夠時間讀書
[00:13:17.440 --> 00:13:19.440]  我又認識一個年輕人
[00:13:19.440 --> 00:13:22.440]  他很在意那些IG的讚不讚他
[00:13:22.440 --> 00:13:24.440]  他跟我分享
[00:13:24.440 --> 00:13:26.440]  他說其實每次發帖
[00:13:26.440 --> 00:13:29.440]  他都試過看多少讚不讚
[00:13:29.440 --> 00:13:31.440]  他都睡得著
[00:13:31.440 --> 00:13:32.440]  後來他發現
[00:13:32.440 --> 00:13:35.440]  這些讚不讚不能夠給他真正的滿足
[00:13:35.440 --> 00:13:38.440]  反而讓他越追越空虛
[00:13:38.440 --> 00:13:39.440]  有這樣的感覺
[00:13:39.440 --> 00:13:40.440]  領姐妹
[00:13:40.440 --> 00:13:43.440]  原來這些就是建立在沙土上的生命
[00:13:43.440 --> 00:13:46.440]  沙土是隨手都可得的
[00:13:46.440 --> 00:13:50.440]  沙土看起來很吸引很有趣
[00:13:50.440 --> 00:13:52.440]  但他們本質都是沙土
[00:13:52.440 --> 00:13:54.440]  是流動的
[00:13:54.440 --> 00:13:55.440]  是不穩定的
[00:13:55.440 --> 00:13:57.440]  是沒有永恆的價值的
[00:13:57.440 --> 00:13:59.440]  我們又看看
[00:13:59.440 --> 00:14:02.440]  如果一隻醒目的豬的地基又在哪裡
[00:14:02.440 --> 00:14:04.440]  聖經說是在盤石裡
[00:14:04.440 --> 00:14:06.440]  那醒目豬會怎麼做呢
[00:14:06.440 --> 00:14:11.440]  他將房間蓋在一個堅固的盤石裡
[00:14:11.440 --> 00:14:13.440]  盤石其實我們都知道
[00:14:13.440 --> 00:14:14.440]  就是耶穌自己的說話
[00:14:14.440 --> 00:14:15.440]  神的說話
[00:14:15.440 --> 00:14:17.440]  那個永恆不變的真理
[00:14:17.440 --> 00:14:18.440]  就是什麼
[00:14:18.440 --> 00:14:19.440]  就是聖經
[00:14:19.440 --> 00:14:25.440]  聰明的豬把生命的基礎建立在聖經裡
[00:14:25.440 --> 00:14:27.440]  第24節說
[00:14:27.440 --> 00:14:29.440]  聽見我者說就去行
[00:14:29.440 --> 00:14:33.440]  其實這句話裡有兩個關鍵的動詞
[00:14:33.440 --> 00:14:35.440]  很重要很重要我們要做的
[00:14:35.440 --> 00:14:37.440]  第一個就叫聽見
[00:14:37.440 --> 00:14:38.440]  聽見是在說什麼
[00:14:38.440 --> 00:14:42.440]  聽見不是你聽完就飛了去
[00:14:42.440 --> 00:14:43.440]  左耳進右耳出
[00:14:43.440 --> 00:14:46.440]  而是聽見是認真去聽
[00:14:46.440 --> 00:14:47.440]  然後去尋求
[00:14:47.440 --> 00:14:49.440]  然後去考察
[00:14:49.440 --> 00:14:50.440]  然後去明白
[00:14:50.440 --> 00:14:53.440]  就好像你喝一杯咖啡
[00:14:53.440 --> 00:14:55.440]  你拿起的時候
[00:14:55.440 --> 00:14:57.440]  就算聞一下它的香味
[00:14:57.440 --> 00:14:58.440]  喝一口下去
[00:14:58.440 --> 00:15:02.440]  然後慢慢等咖啡和你的味蕾去接觸
[00:15:02.440 --> 00:15:05.440]  然後用舌頭去感受
[00:15:05.440 --> 00:15:06.440]  苦呀
[00:15:06.440 --> 00:15:08.440]  甘呀
[00:15:08.440 --> 00:15:10.440]  酸呀
[00:15:10.440 --> 00:15:11.440]  再吞下去的時候
[00:15:11.440 --> 00:15:12.440]  慢慢地
[00:15:12.440 --> 00:15:14.440]  這杯咖啡再慢慢地彈
[00:15:14.440 --> 00:15:16.440]  然後慢慢地在裡面消化
[00:15:16.440 --> 00:15:18.440]  讓咖啡因發揮
[00:15:18.440 --> 00:15:19.440]  然後成為它的功效
[00:15:19.440 --> 00:15:20.440]  你才會提神
[00:15:20.440 --> 00:15:22.440]  這樣才算喝咖啡
[00:15:22.440 --> 00:15:24.440]  而不是怎樣
[00:15:24.440 --> 00:15:26.440]  如果你聽不見就是
[00:15:26.440 --> 00:15:28.440]  喝咖啡
[00:15:28.440 --> 00:15:30.440]  不是喝咖啡呀
[00:15:30.440 --> 00:15:32.440]  原來我們查經
[00:15:32.440 --> 00:15:33.440]  聽到都一樣
[00:15:33.440 --> 00:15:35.440]  我們要仔細地看
[00:15:35.440 --> 00:15:37.440]  仔細地聽
[00:15:37.440 --> 00:15:38.440]  認真地思考
[00:15:38.440 --> 00:15:39.440]  去明白
[00:15:39.440 --> 00:15:43.440]  然後去尋求神話語裡的真正的心意
[00:15:43.440 --> 00:15:45.440]  頂姐妹
[00:15:45.440 --> 00:15:47.440]  上星期講道講什麼呀
[00:15:47.440 --> 00:15:49.440]  不知道去了哪裡
[00:15:49.440 --> 00:15:51.440]  是不是呀
[00:15:51.440 --> 00:15:53.440]  我們有時候聽完都左耳入右耳出
[00:15:53.440 --> 00:15:57.440]  讓我們認真記住上帝的話語好不好
[00:15:57.440 --> 00:15:59.440]  另一個關鍵的動詞
[00:15:59.440 --> 00:16:01.440]  叫做去行呀
[00:16:01.440 --> 00:16:03.440]  這個原來是關鍵裡的關鍵
[00:16:03.440 --> 00:16:06.440]  原來信仰不是一門知識
[00:16:06.440 --> 00:16:08.440]  不是你懂多少讀多少你厲害了
[00:16:08.440 --> 00:16:10.440]  而是一種實踐
[00:16:10.440 --> 00:16:12.440]  如果我們知道愛人如己
[00:16:12.440 --> 00:16:14.440]  然後呢
[00:16:14.440 --> 00:16:16.440]  去做囉
[00:16:16.440 --> 00:16:18.440]  我們知道要遙恕
[00:16:18.440 --> 00:16:19.440]  然後呢
[00:16:19.440 --> 00:16:21.440]  那你去遙恕囉
[00:16:21.440 --> 00:16:23.440]  知道要聖潔那你怎樣呀
[00:16:23.440 --> 00:16:26.440]  那你去逃避那些試探囉
[00:16:26.440 --> 00:16:29.440]  原來聽道和行道加起來
[00:16:29.440 --> 00:16:33.440]  就等於把房子蓋在盤石上
[00:16:33.440 --> 00:16:35.440]  我們聽的時候我們發覺
[00:16:35.440 --> 00:16:37.440]  原來做一隻醒目豬
[00:16:37.440 --> 00:16:39.440]  是絕對不是輕鬆的
[00:16:39.440 --> 00:16:43.440]  很麻煩很專注很辛苦的去花時間去挖
[00:16:43.440 --> 00:16:46.440]  挖到原來找到一塊盤石了
[00:16:46.440 --> 00:16:49.440]  然後老老實實的跟著施工圖
[00:16:49.440 --> 00:16:51.440]  聖經繼續去做做做
[00:16:51.440 --> 00:16:54.440]  啊我又問一個問題了
[00:16:54.440 --> 00:16:58.440]  分了什麼是沙土什麼是盤石的時候
[00:16:58.440 --> 00:17:01.440]  你覺得你的信仰的生命
[00:17:01.440 --> 00:17:05.440]  現在蓋在沙土上還是盤石上呢
[00:17:05.440 --> 00:17:08.440]  你的信仰是好像沙土一樣
[00:17:08.440 --> 00:17:10.440]  很容易入口的
[00:17:10.440 --> 00:17:12.440]  快捷方便看起來很好
[00:17:12.440 --> 00:17:14.440]  但是內裡是鬆散的
[00:17:14.440 --> 00:17:16.440]  有些人這樣說的
[00:17:16.440 --> 00:17:18.440]  我每個星期都上教會的
[00:17:18.440 --> 00:17:20.440]  那怎樣呀
[00:17:20.440 --> 00:17:22.440]  好像很厲害
[00:17:22.440 --> 00:17:26.440]  不過有些不喜歡師哥敬拜的那些
[00:17:26.440 --> 00:17:29.440]  他特意等崇拜開始了25分鐘之後
[00:17:29.440 --> 00:17:31.440]  他大概才走過來
[00:17:31.440 --> 00:17:32.440]  有些就很厲害的
[00:17:32.440 --> 00:17:35.440]  戴著耳機然後用頭髮遮住
[00:17:35.440 --> 00:17:38.440]  然後在聽其他東西
[00:17:38.440 --> 00:17:40.440]  有些喜歡敬拜的就回來
[00:17:40.440 --> 00:17:42.440]  嘩看那個樂隊這麼厲害
[00:17:42.440 --> 00:17:44.440]  戴得那麼好
[00:17:44.440 --> 00:17:46.440]  有音樂我就有感覺了
[00:17:46.440 --> 00:17:49.440]  不過一到講道的時候就滾電話
[00:17:49.440 --> 00:17:50.440]  睡覺
[00:17:50.440 --> 00:17:52.440]  然後頭痛肚痛
[00:17:52.440 --> 00:17:53.440]  心水不寧
[00:17:53.440 --> 00:17:54.440]  口渴
[00:17:54.440 --> 00:17:56.440]  蹲下起來見頭暈
[00:17:56.440 --> 00:17:57.440]  然後去倒水
[00:17:57.440 --> 00:17:58.440]  然後去廁所
[00:17:58.440 --> 00:17:59.440]  然後一去就去半個小時
[00:17:59.440 --> 00:18:00.440]  因為大概半個小時之後
[00:18:00.440 --> 00:18:02.440]  這個人就講完了
[00:18:02.440 --> 00:18:03.440]  有些呢
[00:18:03.440 --> 00:18:05.440]  他們是怎樣的
[00:18:05.440 --> 00:18:07.440]  他們甚至崇拜
[00:18:07.440 --> 00:18:08.440]  又要聽那麼久
[00:18:08.440 --> 00:18:09.440]  直接
[00:18:09.440 --> 00:18:11.440]  尤其是高中那些
[00:18:11.440 --> 00:18:13.440]  直接等崇拜完了才回來
[00:18:13.440 --> 00:18:15.440]  就進小組房
[00:18:15.440 --> 00:18:17.440]  這些是沙圖
[00:18:17.440 --> 00:18:19.440]  不知道你是不是
[00:18:19.440 --> 00:18:22.440]  還是你的信仰其實是站在盤石上
