
[00:00:00.000 --> 00:00:01.480]  親愛的電視節目,早安!
[00:04:51.940 --> 00:04:53.420]  其實一點都不合理
[00:04:53.420 --> 00:04:56.300]  因為超級高工資去聘請他們
[00:04:56.300 --> 00:04:57.780]  他們就去了
[00:04:57.780 --> 00:04:59.980]  一再正午和下午三點鐘
[00:04:59.980 --> 00:05:01.140]  他又出去
[00:05:01.140 --> 00:05:02.860]  也是這樣做
[00:05:02.860 --> 00:05:05.380]  原來不單出這麼少
[00:05:05.380 --> 00:05:07.980]  下午正午都照出去
[00:05:07.980 --> 00:05:09.980]  三點鐘又出多一轉
[00:05:09.980 --> 00:05:11.820]  下午五點鐘左右
[00:05:11.820 --> 00:05:12.700]  他再出去
[00:05:12.700 --> 00:05:14.220]  看見還有人站著
[00:05:14.220 --> 00:05:15.140]  就問他們
[00:05:15.140 --> 00:05:19.500]  你們為什麼整天站在這裏不去作工
[00:05:19.500 --> 00:05:21.100]  去到五點鐘
[00:05:21.100 --> 00:05:22.700]  還出去聘請人
[00:05:22.700 --> 00:05:25.820]  其實五點鐘用這麼高價再聘請人回來
[00:05:25.820 --> 00:05:28.380]  是完全不合乎成本的效益
[00:05:28.380 --> 00:05:29.620]  但他很有趣
[00:05:29.620 --> 00:05:31.980]  他去到家主問人的時候
[00:05:31.980 --> 00:05:33.140]  是很有禮貌的
[00:05:33.140 --> 00:05:36.700]  就說為什麼你整天還站在這裏不去作工
[00:05:36.700 --> 00:05:38.700]  就好像朋友跟你聊天一樣
[00:05:38.700 --> 00:05:40.220]  去到第七節
[00:05:40.220 --> 00:05:41.220]  他們回答
[00:05:41.220 --> 00:05:42.620]  沒有人用我們
[00:05:42.620 --> 00:05:43.300]  他們說
[00:05:43.300 --> 00:05:45.420]  你們也到葡萄園內吧
[00:05:45.420 --> 00:05:47.020]  這裏說沒有人用我們
[00:05:47.020 --> 00:05:49.020]  其實是很沉重的
[00:05:49.020 --> 00:05:50.980]  因為我那天沒有工作
[00:05:50.980 --> 00:05:52.500]  我那天就要肚餓
[00:05:52.500 --> 00:05:53.980]  沒錢去買食物
[00:05:53.980 --> 00:05:55.580]  我的家人又要肚餓
[00:05:55.580 --> 00:05:57.460]  但家主就說
[00:05:57.460 --> 00:05:59.900]  你過來我們葡萄園工作吧
[00:05:59.900 --> 00:06:01.260]  到了黃昏
[00:06:01.260 --> 00:06:02.580]  原主隊管工說
[00:06:02.580 --> 00:06:03.660]  把工人叫來
[00:06:03.660 --> 00:06:04.900]  給他們工錢
[00:06:04.900 --> 00:06:07.620]  從最後的開始到最先來的
[00:06:07.620 --> 00:06:10.100]  去到黃昏就要出工資
[00:06:10.100 --> 00:06:11.980]  他們就拿錢離開
[00:06:11.980 --> 00:06:15.460]  他們由最新聘請的人先付款
[00:06:15.460 --> 00:06:17.660]  最後到最早聘請的人
[00:06:17.660 --> 00:06:21.300]  下午五點開始作工的人來了
[00:06:21.300 --> 00:06:23.100]  每人都領到一個銀幣
[00:06:23.100 --> 00:06:25.300]  大家都領到很高的人工
[00:06:25.300 --> 00:06:26.500]  無論你幾點鐘來
[00:06:26.500 --> 00:06:29.300]  但是最早來上班的
[00:06:29.300 --> 00:06:30.300]  又如何呢
[00:06:30.300 --> 00:06:31.300]  第十節
[00:06:31.300 --> 00:06:33.420]  最先作工的人也來了
[00:06:33.420 --> 00:06:35.300]  以為會多一點
[00:06:35.300 --> 00:06:38.300]  但每個人都是領到一個銀幣
[00:06:38.300 --> 00:06:39.900]  他們領到之後
[00:06:39.900 --> 00:06:41.140]  就埋怨家主說
[00:06:41.140 --> 00:06:43.540]  我們整天在烈日下勞苦
[00:06:43.540 --> 00:06:45.300]  這些後來的人
[00:06:45.300 --> 00:06:47.060]  只作了一個小時
[00:06:47.060 --> 00:06:50.380]  你卻給他跟我們一樣的工錢
[00:06:50.380 --> 00:06:51.380]  意思是
[00:06:51.380 --> 00:06:54.660]  本來家主一大早請工人
[00:06:54.660 --> 00:06:55.620]  其實是便宜他
[00:06:55.620 --> 00:06:56.100]  第一
[00:06:56.100 --> 00:06:57.460]  超高價錢
[00:06:57.460 --> 00:06:59.260]  而且早點被人請的時候
[00:06:59.260 --> 00:07:00.900]  其實是心安理得
[00:07:00.900 --> 00:07:02.260]  因為你不用說
[00:07:02.260 --> 00:07:03.780]  我到黃昏才請工
[00:07:03.780 --> 00:07:05.060]  我那天就白色
[00:07:05.060 --> 00:07:06.500]  只是沒有工作
[00:07:06.500 --> 00:07:08.380]  但我早就有著落了
[00:07:08.380 --> 00:07:10.380]  我那天過得比較平安
[00:07:10.380 --> 00:07:12.460]  還可以到工作的時候
[00:07:12.460 --> 00:07:13.580]  又去認識一些人
[00:07:13.580 --> 00:07:15.700]  我們又可以得到一些工錢
[00:07:15.700 --> 00:07:16.980]  其實早去
[00:07:16.980 --> 00:07:18.780]  是早點心安理得
[00:07:18.780 --> 00:07:20.060]  很遲才去
[00:07:20.060 --> 00:07:21.220]  你是很害怕的
[00:07:21.220 --> 00:07:22.780]  但他就埋怨
[00:07:22.780 --> 00:07:24.420]  為什麼我這麼早來
[00:07:24.420 --> 00:07:25.740]  又是一個銀幣
[00:07:25.740 --> 00:07:27.820]  他們這麼遲來又是一個銀幣
[00:07:27.820 --> 00:07:28.900]  就埋怨他
[00:07:28.900 --> 00:07:30.140]  我整天
[00:07:30.140 --> 00:07:32.420]  他強調自己工作多辛苦
[00:07:32.420 --> 00:07:34.980]  我整天在烈日下勞苦
[00:07:34.980 --> 00:07:36.420]  那些人做了一個小時
[00:07:36.420 --> 00:07:38.660]  有什麼理由跟我一樣價錢
[00:07:38.660 --> 00:07:39.780]  他強調
[00:07:39.780 --> 00:07:42.980]  不是家主給他一些安心
[00:07:42.980 --> 00:07:44.660]  給他超高的工錢
[00:07:44.660 --> 00:07:45.780]  是強調什麼
[00:07:45.780 --> 00:07:48.420]  是強調他自己多辛苦
[00:07:48.420 --> 00:07:50.860]  但他一問這個問題
[00:07:50.860 --> 00:07:52.300]  就導致一些後果
[00:07:52.300 --> 00:07:53.180]  第十三節
[00:07:53.180 --> 00:07:55.500]  家主回答他們當中的一個
[00:07:55.500 --> 00:07:56.620]  不止一個
[00:07:56.620 --> 00:07:58.980]  整堆人在埋怨
[00:07:58.980 --> 00:07:59.980]  他說朋友
[00:07:59.980 --> 00:08:01.700]  我並沒有虧待你
[00:08:01.700 --> 00:08:04.860]  你我不是說定了一個銀幣嗎
[00:08:04.860 --> 00:08:06.300]  其實家主
[00:08:06.300 --> 00:08:09.020]  他又沒有當過這些人是故宮
[00:08:09.020 --> 00:08:09.940]  當他們是什麼
[00:08:09.940 --> 00:08:11.220]  朋友
[00:08:11.220 --> 00:08:13.220]  他說其實我用一個超高價
[00:08:13.220 --> 00:08:14.500]  一大早請你來
[00:08:14.500 --> 00:08:16.220]  我當你是朋友
[00:08:16.220 --> 00:08:19.420]  也說定了這個銀幣是多少錢就多少錢
[00:08:19.420 --> 00:08:22.060]  第十四節是一個命令的語氣
[00:08:22.060 --> 00:08:23.860]  這裡是家主
[00:08:23.860 --> 00:08:26.700]  做回家主一個命令的角色
[00:08:26.700 --> 00:08:28.380]  已經不是一個朋友了
[00:08:28.380 --> 00:08:30.220]  因為家主已經有點生氣了
[00:08:30.220 --> 00:08:31.460]  本來當你是朋友
[00:08:31.460 --> 00:08:33.420]  誰知道你這樣去計較
[00:08:33.420 --> 00:08:35.100]  去說這個家主的時候
[00:08:35.100 --> 00:08:38.540]  他已經做回一個家主說的話
[00:08:38.540 --> 00:08:39.820]  拿走你的錢
[00:08:39.820 --> 00:08:40.380]  走吧
[00:08:40.380 --> 00:08:41.660]  我給過後來的
[00:08:41.660 --> 00:08:42.820]  和給你的一樣
[00:08:42.820 --> 00:08:44.980]  這個是我的主意
[00:08:44.980 --> 00:08:45.940]  意思是什麼
[00:08:45.940 --> 00:08:48.100]  我說定給這麼多錢就這麼多錢
[00:08:48.100 --> 00:08:49.340]  我是家主
[00:08:49.340 --> 00:08:50.300]  你拿得我何
[00:08:50.300 --> 00:08:51.940]  我說這麼多就這麼多
[00:08:51.940 --> 00:08:54.820]  整個關係就因為埋怨
[00:08:54.820 --> 00:08:59.220]  導致了由朋友變回家主和故宮
[00:08:59.220 --> 00:09:00.220]  第十五節
[00:09:00.220 --> 00:09:03.060]  難道我不可以照自己的主意用我的財物嗎
[00:09:03.060 --> 00:09:05.820]  還是因為我仁慈你就嫉妒呢
[00:09:05.820 --> 00:09:08.900]  因此在後的將要在前
[00:09:08.900 --> 00:09:11.100]  在前的將要在後
[00:09:11.100 --> 00:09:12.340]  第十五節他說到
[00:09:12.340 --> 00:09:14.980]  其實家主是絕對有權利
[00:09:14.980 --> 00:09:16.180]  用他的恩典
[00:09:16.180 --> 00:09:18.060]  用他的錢去給多少人
[00:09:18.060 --> 00:09:19.020]  怎麼給
[00:09:19.020 --> 00:09:21.180]  但是我們不可以這樣比較
[00:09:21.180 --> 00:09:22.740]  去嫉妒這個家主
[00:09:22.740 --> 00:09:24.260]  因為他有這樣的權
[00:09:24.260 --> 00:09:25.500]  反而他說
[00:09:25.500 --> 00:09:26.900]  因為你這樣比較
[00:09:26.900 --> 00:09:27.780]  你這樣妒忌
[00:09:27.780 --> 00:09:30.660]  你這樣去挑戰家主的地位
[00:09:30.660 --> 00:09:33.060]  導致在後面請的人
[00:09:33.060 --> 00:09:34.740]  他們會得得更多
[00:09:34.740 --> 00:09:35.500]  所以他說
[00:09:35.500 --> 00:09:36.900]  在後的就在前
[00:09:36.900 --> 00:09:38.500]  在前的就會在後
[00:09:38.500 --> 00:09:39.460]  就是這個意思
[00:09:39.460 --> 00:09:40.940]  其實我們心裡面
[00:09:40.940 --> 00:09:43.540]  和世界有很多的比較
[00:09:43.540 --> 00:09:45.700]  有時我們自己在教會
[00:09:45.700 --> 00:09:47.180]  又有很多的比較
[00:09:47.180 --> 00:09:48.860]  所有的比較
[00:09:48.860 --> 00:09:50.820]  都一定會影響我們的生活
[00:09:50.820 --> 00:09:52.500]  如果生活裡面沒有比較
[00:09:52.500 --> 00:09:53.540]  就是騙你的
[00:09:53.540 --> 00:09:56.340]  但是和世界那套比較方式去比較
[00:09:56.340 --> 00:09:57.860]  聖經的比較方式
[00:09:57.860 --> 00:09:59.460]  是訓練我們的信心
[00:09:59.460 --> 00:10:01.900]  我們要相信神是有眼的
[00:10:01.900 --> 00:10:02.780]  有眼睛
[00:10:02.780 --> 00:10:04.900]  他會分得到每個人的付出
[00:10:04.900 --> 00:10:06.020]  你不用多問了
[00:10:06.020 --> 00:10:08.180]  神的判定是最正確的
[00:10:08.180 --> 00:10:10.380]  反而我們自己會問自己
[00:10:10.380 --> 00:10:12.340]  我們會用世界的標準
[00:10:12.340 --> 00:10:13.180]  去和神說
[00:10:13.180 --> 00:10:15.180]  我多勞多得
[00:10:15.180 --> 00:10:16.460]  我有時也會和神說
[00:10:16.460 --> 00:10:19.580]  我最近其實也奉獻得不錯
[00:10:19.580 --> 00:10:21.460]  你保守我的工作
[00:10:21.460 --> 00:10:22.500]  一會兒就順利了
[00:10:22.500 --> 00:10:23.260]  繼續升職
[00:10:23.260 --> 00:10:24.380]  我升職多一點
[00:10:24.380 --> 00:10:25.660]  我就再奉獻多一點
[00:10:25.660 --> 00:10:27.300]  這條數多耐算
[00:10:27.300 --> 00:10:28.900]  你不斷給我工作
[00:10:28.900 --> 00:10:30.100]  我不斷奉獻給你
[00:10:30.100 --> 00:10:31.500]  大家互相利用
[00:10:31.500 --> 00:10:33.100]  多好
[00:10:33.100 --> 00:10:33.580]  好了
[00:10:33.580 --> 00:10:34.740]  天國的標準是什麼呢?
[00:10:34.740 --> 00:10:37.260]  其實不是說一個平等的關係
[00:10:37.260 --> 00:10:41.300]  平等的關係是家主主動益你的
[00:10:41.300 --> 00:10:45.860]  但這個關係不是你自己去強調家主會吃的
[00:10:45.860 --> 00:10:49.820]  反而天國的標準是要尊重家主的決定
[00:10:49.820 --> 00:10:51.980]  他喜歡給多少就給多少
[00:10:51.980 --> 00:10:53.780]  家主有分數的
[00:10:53.780 --> 00:10:56.180]  你管得人這麼多
[00:10:56.180 --> 00:10:59.020]  你要服事家主為優先
[00:10:59.020 --> 00:11:00.700]  總之家主的慷慨
[00:11:00.700 --> 00:11:02.060]  你欣賞就行了
[00:11:02.060 --> 00:11:02.820]  第三件事
[00:11:02.820 --> 00:11:04.020]  信心的功夫是什麼呢?
[00:11:04.020 --> 00:11:07.180]  就是你要欣賞一下家主的人詞
[00:11:07.180 --> 00:11:09.380]  雖然超越了我們的理解
[00:11:09.380 --> 00:11:10.820]  但你欣賞他的人詞
[00:11:10.820 --> 00:11:12.820]  家主反而更開心
[00:11:12.820 --> 00:11:14.300]  所以十五節他說
[00:11:14.300 --> 00:11:16.540]  我照我的意思去用我的財物
[00:11:16.540 --> 00:11:18.740]  你就應該讚美我
[00:11:18.740 --> 00:11:20.340]  或者欣賞我的人詞
[00:11:20.340 --> 00:11:21.820]  不是因為我給得人多
[00:11:21.820 --> 00:11:23.340]  你就妒忌了
[00:11:23.340 --> 00:11:24.940]  其實我們人生裡面
[00:11:24.940 --> 00:11:27.540]  很多時候都有一些不經意的妒忌
[00:11:27.540 --> 00:11:30.220]  而這些妒忌是忘記了神的恩典
[00:11:30.220 --> 00:11:32.300]  我記得以前做青少年的時候
[00:11:32.300 --> 00:11:34.940]  有一個中三的青少年
[00:11:34.940 --> 00:11:36.140]  他做導師了
[00:11:36.140 --> 00:11:38.220]  他做導師的時候跟我說
[00:11:38.220 --> 00:11:41.140]  今年我做的方溫仔
[00:11:41.140 --> 00:11:42.620]  真的很討人厭
[00:11:42.620 --> 00:11:44.380]  又說髒話
[00:11:44.380 --> 00:11:45.420]  又打架
[00:11:45.420 --> 00:11:47.420]  還有好像低低BB一樣
[00:11:47.420 --> 00:11:49.420]  他對白大概是這樣
[00:11:49.420 --> 00:11:50.500]  我跟他說
[00:11:50.500 --> 00:11:51.620]  其實你方溫的時候
[00:11:51.620 --> 00:11:52.700]  你也是說髒話的
[00:11:52.700 --> 00:11:54.180]  你也是打架的
[00:11:54.180 --> 00:11:55.780]  你也是低低BB的
[00:11:55.780 --> 00:11:58.620]  其實那時候我曾經有考慮過跟神祈禱
[00:11:58.620 --> 00:12:01.020]  如果你可以回別的教會是更好的
[00:12:01.020 --> 00:12:02.740]  (笑)
[00:12:02.740 --> 00:12:04.100]  但是我最後忍住
[00:12:04.100 --> 00:12:06.740]  因為我們的神應該不太想我這樣祈禱
[00:12:06.740 --> 00:12:07.860]  (笑)
[00:12:07.860 --> 00:12:08.620]  接著我說
[00:12:08.620 --> 00:12:09.620]  你忍一下吧
[00:12:09.620 --> 00:12:10.820]  你以前也是這樣
[00:12:10.820 --> 00:12:11.540]  還有
[00:12:11.540 --> 00:12:13.940]  你跟我都是受耶穌的恩典
[00:12:13.940 --> 00:12:15.380]  才有今天坐在這裡
[00:12:15.380 --> 00:12:16.900]  你那麼斤斤計較
[00:12:16.900 --> 00:12:19.820]  最後還是神會喜歡的
[00:12:19.820 --> 00:12:22.540]  其實我們受了神的恩典一段時間
[00:12:22.540 --> 00:12:25.380]  我們對人的愛心是會降低了
[00:12:25.380 --> 00:12:29.020]  因為我們忘記了我們受的恩典有多重
[00:12:29.020 --> 00:12:30.820]  我們不願意接受一些
[00:12:30.820 --> 00:12:32.820]  真的需要服侍和關心的人
[00:12:32.820 --> 00:12:33.820]  還會比較
[00:12:33.820 --> 00:12:35.340]  為什麼新朋友來的時候
[00:12:35.340 --> 00:12:36.740]  古古怪怪的
[00:12:36.740 --> 00:12:39.660]  為什麼我自己現在正正常常的
[00:12:39.660 --> 00:12:40.940]  還有一件事就是
[00:12:40.940 --> 00:12:43.180]  有時候很自然在你的行為上
[00:12:43.180 --> 00:12:44.660]  是能夠表現出來的
[00:12:44.660 --> 00:12:46.860]  例如新朋友有時候翻崇拜
[00:12:46.860 --> 00:12:47.940]  不是只有我們教會
[00:12:47.940 --> 00:12:49.940]  我去過其他教會也是這樣的
[00:12:49.940 --> 00:12:51.500]  他不知道坐哪裡
[00:12:51.500 --> 00:12:53.340]  接著看到有些空位
[00:12:53.340 --> 00:12:54.300]  就過去坐
[00:12:54.300 --> 00:12:55.900]  接著有個弟兄姐妹就說
[00:12:55.900 --> 00:12:56.940]  這個空位有人的
[00:12:56.940 --> 00:12:58.340]  你去後面坐吧
[00:12:58.340 --> 00:13:00.340]  其實我們不會說
[00:13:00.340 --> 00:13:01.700]  他進來了
[00:13:01.700 --> 00:13:03.100]  歡迎他
[00:13:03.100 --> 00:13:04.580]  帶他去哪個位置
[00:13:04.580 --> 00:13:06.180]  反而我坐在那個位置
[00:13:06.180 --> 00:13:07.900]  或者我朋友坐在那個位置
[00:13:07.900 --> 00:13:10.020]  死人也不讓新朋友坐
[00:13:10.020 --> 00:13:11.940]  因為這個是我們離開的
[00:13:11.940 --> 00:13:14.260]  所以一個位置就是一個權力
[00:13:14.260 --> 00:13:17.260]  但是不要忘記
[00:13:17.260 --> 00:13:19.260]  你可以坐在這裡是什麼
[00:13:19.260 --> 00:13:22.460]  是因為耶穌救你這個罪人
[00:13:22.460 --> 00:13:23.780]  你才能坐在這裡
[00:13:23.780 --> 00:13:25.380]  但是今天有罪人來
[00:13:25.380 --> 00:13:27.700]  想聽聽耶穌的福音
[00:13:27.700 --> 00:13:29.100]  去聽聽耶穌的道
[00:13:29.100 --> 00:13:30.700]  你就說這個位置有人
[00:13:30.700 --> 00:13:32.180]  你不可以坐了
[00:13:32.180 --> 00:13:34.180]  所以我們怎麼去比較
[00:13:34.180 --> 00:13:36.180]  其實也是在訓練我們的信心
[00:13:36.180 --> 00:13:38.700]  我們要相信我們做的行為
[00:13:38.700 --> 00:13:41.100]  說的話神是有眼看的
[00:13:41.100 --> 00:13:43.100]  他懂得分辨你是不是做工的
[00:13:43.100 --> 00:13:45.780]  他懂得分辨你是不是欣賞他的詩的恩典
[00:13:45.780 --> 00:13:47.780]  我很記得有一位詩者
[00:13:47.780 --> 00:13:50.180]  他分享得我也很深刻
[00:13:50.180 --> 00:13:51.940]  因為他讀神學的時候
[00:13:51.940 --> 00:13:53.700]  已經有末期的癌病
