
[00:00:00.000 --> 00:00:06.360]  今天我們要思考的經文是記載於十章的十九至三十九節
[00:03:17.400 --> 00:03:21.800]  鼎姐妹,你的信仰是否已經啟動了?
[00:03:21.800 --> 00:03:28.400]  你的信仰是否在影響你每天真實運作的生活模式?
[00:03:28.400 --> 00:03:33.600]  還是信仰只是一個星期日應用程式?
[00:03:33.600 --> 00:03:35.400]  就是星期日開一次
[00:03:35.400 --> 00:03:38.400]  然後離開教會就用完了?
[00:03:38.400 --> 00:03:40.200]  今天我們思考的經文
[00:03:40.200 --> 00:03:45.000]  就在《希伯來書》的十章十九至三十九節
[00:03:45.000 --> 00:03:48.000]  我們會分三個段落去讀
[00:03:48.000 --> 00:03:51.400]  我邀請弟兄先幫我讀十九到二十五節
[00:03:51.400 --> 00:03:55.200]  接著姐妹就會讀二十六至三十一節
[00:03:55.200 --> 00:03:58.000]  三十二到三十九節就會由我讀出
[00:03:58.000 --> 00:04:01.600]  PowerPoint的左上角就會有顏色提示
[00:04:01.600 --> 00:04:03.000]  輪到哪一個讀的
[00:04:03.000 --> 00:04:05.600]  好,弟兄預備了
[00:04:05.600 --> 00:04:06.800]  起
[00:04:06.800 --> 00:04:08.400]  所以弟兄們
[00:04:08.400 --> 00:04:11.200]  既然我們靠著耶穌的血
[00:04:11.200 --> 00:04:14.000]  得以坦而進入至聖所
[00:04:14.000 --> 00:04:18.800]  是藉著祂給我們開了一條又新又活的路
[00:04:18.800 --> 00:04:20.600]  從萬子經過
[00:04:20.600 --> 00:04:23.600]  這萬子就是祂的身體
[00:04:23.600 --> 00:04:28.400]  既然我們有一位偉大祭司治理神的家
[00:04:28.400 --> 00:04:32.800]  那麼我們該用誠心和充足的信心
[00:04:32.800 --> 00:04:36.200]  同以蒙潔淨無愧的良心
[00:04:36.200 --> 00:04:40.800]  和清水洗淨了的身體來親近神
[00:04:40.800 --> 00:04:44.200]  我們要堅守所宣認的指望
[00:04:44.200 --> 00:04:45.800]  毫不動搖
[00:04:45.800 --> 00:04:49.600]  因為應許我們的那位是信實色
[00:04:49.600 --> 00:04:52.000]  我們要彼此相顧
[00:04:52.000 --> 00:04:53.400]  激發愛心
[00:04:53.400 --> 00:04:55.000]  勉勵行善
[00:04:55.000 --> 00:04:57.000]  不可停止聚會
[00:04:57.000 --> 00:05:00.000]  好像那些停止慣的人
[00:05:00.000 --> 00:05:02.000]  都要彼此勸勉
[00:05:02.000 --> 00:05:04.800]  既然知道那日子臨近
[00:05:04.800 --> 00:05:07.000]  就當更如此
[00:05:07.000 --> 00:05:11.000]  如果我們領受真理的知識以後
[00:05:11.000 --> 00:05:13.000]  仍故意犯罪
[00:05:13.000 --> 00:05:16.000]  就不再有贖罪的祭物
[00:05:16.000 --> 00:05:19.000]  唯有戰戰兢兢等候審判
[00:05:19.000 --> 00:05:23.000]  和那將吞滅眾人的烈火鳥
[00:05:23.000 --> 00:05:26.000]  任何人干犯摩西的律法
[00:05:26.000 --> 00:05:29.000]  憑兩個或三個證人
[00:05:29.000 --> 00:05:31.000]  尚且必須處死
[00:05:31.000 --> 00:05:33.000]  不得寬社
[00:05:33.000 --> 00:05:36.000]  更何況踐踏神兒子的人
[00:05:36.000 --> 00:05:40.000]  他們將那使他成性之虐的血
[00:05:40.000 --> 00:05:42.000]  當作不潔淨
[00:05:42.000 --> 00:05:45.000]  又洩漫私恩的聖靈的人
[00:05:45.000 --> 00:05:50.000]  你們想他不該受更嚴厲的懲罰嗎?
[00:05:50.000 --> 00:05:52.000]  因為我們知道誰說
[00:05:52.000 --> 00:05:55.000]  「身冤在我,我必報應」
[00:05:55.000 --> 00:05:59.000]  又說主要審判他的百姓
[00:05:59.000 --> 00:06:01.000]  落在永生神的手裡
[00:06:01.000 --> 00:06:04.000]  真是可怕呀!
[00:06:04.000 --> 00:06:07.000]  你們要追想往日
[00:06:07.000 --> 00:06:09.000]  你們夢了光照以後
[00:06:09.000 --> 00:06:12.000]  忍受了許多痛苦的掙扎
[00:06:12.000 --> 00:06:15.000]  一面在眾人面前公然被毀謗
[00:06:15.000 --> 00:06:17.000]  遭患難
[00:06:17.000 --> 00:06:20.000]  一面陪伴那些受這樣苦難的人
[00:06:20.000 --> 00:06:23.000]  你們同情那些遭監禁的人
[00:06:23.000 --> 00:06:27.000]  也因而忍受你們的家業被人搶去
[00:06:27.000 --> 00:06:31.000]  因為你們知道自己有更美
[00:06:31.000 --> 00:06:33.000]  更長存的家業
[00:06:33.000 --> 00:06:37.000]  所以不可丟棄你們無懼的心
[00:06:37.000 --> 00:06:40.000]  存這樣的心必大得尚馳
[00:06:40.000 --> 00:06:42.000]  你們必須忍耐
[00:06:42.000 --> 00:06:44.000]  使你們行原了神的旨意
[00:06:44.000 --> 00:06:47.000]  可以獲得所應許的
[00:06:47.000 --> 00:06:50.000]  因為還有一點點的時候
[00:06:50.000 --> 00:06:52.000]  那要來的就來
[00:06:52.000 --> 00:06:54.000]  必不言辭言
[00:06:54.000 --> 00:06:57.000]  只是我的義人必因信得心
[00:06:57.000 --> 00:07:00.000]  他若退縮,我心就不歡喜他
[00:07:00.000 --> 00:07:04.000]  我們若不是退縮,以致沉淪的那等人
[00:07:04.000 --> 00:07:08.000]  而是有信心,以致得生命的人
[00:07:08.000 --> 00:07:10.000]  我們一起祈禱吧
[00:07:10.000 --> 00:07:13.000]  親愛的主耶穌
[00:07:13.000 --> 00:07:15.000]  祢說有了祢的命令
[00:07:15.000 --> 00:07:17.000]  有遵行的人就是愛祢的人
[00:07:17.000 --> 00:07:20.000]  心願我們在座每一位弟兄姊妹
[00:07:20.000 --> 00:07:22.000]  都是屬於愛祢的人
[00:07:22.000 --> 00:07:24.000]  求真理的聖靈引導我們
[00:07:24.000 --> 00:07:25.000]  聽到祢的話
[00:07:25.000 --> 00:07:26.000]  立志遵行
[00:07:26.000 --> 00:07:28.000]  活出祢的信仰
[00:07:28.000 --> 00:07:31.000]  奉耶穌基督得聖人名字祈求
[00:07:31.000 --> 00:07:32.000]  阿們
[00:07:32.000 --> 00:07:36.000]  剛才我們希伯來書十章十九節
[00:07:36.000 --> 00:07:37.000]  這裡說
[00:07:37.000 --> 00:07:39.000]  所以弟兄們
[00:07:39.000 --> 00:07:41.000]  既然我們靠著耶穌的血
[00:07:41.000 --> 00:07:44.000]  得以坦然進入至聖所
[00:07:44.000 --> 00:07:48.000]  是藉著他給我們開了一條又新又活的路
[00:07:48.000 --> 00:07:50.000]  從曼子經過
[00:07:50.000 --> 00:07:53.000]  這曼子就是他的身體
[00:07:53.000 --> 00:07:55.000]  聖經特別提到
[00:07:55.000 --> 00:07:57.000]  因為耶穌的血
[00:07:57.000 --> 00:08:00.000]  我們能夠進入至聖所
[00:08:00.000 --> 00:08:03.000]  至聖所就是神臨在的地方
[00:08:03.000 --> 00:08:06.000]  十九節這裡一開始就說
[00:08:06.000 --> 00:08:07.000]  所以
[00:08:07.000 --> 00:08:09.000]  所以作為一個連接詞
[00:08:09.000 --> 00:08:10.000]  即是說
[00:08:10.000 --> 00:08:13.000]  十章十九至三十九節的內容
[00:08:13.000 --> 00:08:18.000]  是和上面那段一至十八節有關係
[00:08:18.000 --> 00:08:22.000]  而一至十八節是一個依據和基礎
[00:08:22.000 --> 00:08:24.000]  如果大家有印象
[00:08:24.000 --> 00:08:25.000]  前兩個星期
[00:08:25.000 --> 00:08:28.000]  牧師用了一個題目
[00:08:28.000 --> 00:08:31.000]  叫做無可比擬的祭物
[00:08:31.000 --> 00:08:34.000]  當中提到兩點是非常重要的
[00:08:34.000 --> 00:08:35.000]  第一
[00:08:35.000 --> 00:08:39.000]  這裡提到舊約律法是不能夠使人完全
[00:08:39.000 --> 00:08:41.000]  十章一節這裡說
[00:08:41.000 --> 00:08:45.000]  因為律法只是真相的影子
[00:08:45.000 --> 00:08:49.000]  世上人不能夠藉著每年獻祭得以完全
[00:08:49.000 --> 00:08:52.000]  這裡說到完全的意思是什麼
[00:08:52.000 --> 00:08:53.000]  就是達到一個目的
[00:08:53.000 --> 00:08:54.000]  是什麼目的
[00:08:54.000 --> 00:08:56.000]  就是罪得赦免
[00:08:56.000 --> 00:08:58.000]  能夠直接和神相交
[00:08:58.000 --> 00:09:01.000]  第二點就是耶穌基督一次的獻上
[00:09:01.000 --> 00:09:05.000]  罪就能夠完全解決了
[00:09:05.000 --> 00:09:08.000]  在十二節去指導
[00:09:08.000 --> 00:09:12.000]  藉著耶穌基督僅止一次獻上他的身體
[00:09:12.000 --> 00:09:13.000]  就得以成性
[00:09:13.000 --> 00:09:17.000]  這裡是將舊約獻祭的禮儀和祭物
[00:09:17.000 --> 00:09:19.000]  和什麼比較呢
[00:09:19.000 --> 00:09:23.000]  就是和基督獻上自己的身體成為祭物
[00:09:23.000 --> 00:09:25.000]  是一個對照
[00:09:25.000 --> 00:09:29.000]  從而凸顯了耶穌基督甘心馴服的獻上
[00:09:29.000 --> 00:09:34.000]  比起律法獻祭禮儀和祭物更加有效
[00:09:34.000 --> 00:09:35.000]  不僅如此
[00:09:35.000 --> 00:09:39.000]  耶穌基督一次的獻上就滿足了上帝的心意
[00:09:39.000 --> 00:09:43.000]  希伯來書的作者還引用了詩篇四十篇
[00:09:43.000 --> 00:09:49.000]  提到令上帝心歡喜並不是禮物和祭物
[00:09:49.000 --> 00:09:52.000]  而是耶穌基督馴服獻上的身體
[00:09:52.000 --> 00:09:57.000]  如果我們將第一節和第十四節放在一起
[00:09:57.000 --> 00:09:58.000]  做一個對比的話
[00:09:58.000 --> 00:10:00.000]  我們就會看到
[00:10:00.000 --> 00:10:04.000]  遍佈著希伯來書經常出現的主題
[00:10:04.000 --> 00:10:05.000]  是什麼主題呢
[00:10:05.000 --> 00:10:07.000]  就是耶穌基督的超越
[00:10:07.000 --> 00:10:12.000]  有了十章一至十八節作為理據和基礎
[00:10:12.000 --> 00:10:16.000]  希伯來書的作者對基督的身份
[00:10:16.000 --> 00:10:20.000]  他的工作解釋到最高峰
[00:10:20.000 --> 00:10:22.000]  律法的要求每年獻祭
[00:10:22.000 --> 00:10:25.000]  卻不能夠永遠除罪
[00:10:25.000 --> 00:10:27.000]  但耶穌基督卻能夠
[00:10:27.000 --> 00:10:30.000]  第十四節剛才所說
[00:10:30.000 --> 00:10:33.000]  耶穌基督僅僅一次的獻祭
[00:10:33.000 --> 00:10:37.000]  就成了使那些人成性
[00:10:37.000 --> 00:10:39.000]  而且是永遠完全
[00:10:39.000 --> 00:10:41.000]  這裡提到永遠的完全
[00:10:41.000 --> 00:10:45.000]  特別要強調基督使人完全這個行動
[00:10:45.000 --> 00:10:48.000]  那種永久有效性
[00:10:48.000 --> 00:10:50.000]  他就是那位為我們超越
[00:10:50.000 --> 00:10:53.000]  人間祭司系統的大祭司
[00:10:53.000 --> 00:10:55.000]  甘願為人的罪
[00:10:55.000 --> 00:10:56.000]  馴服到一個什麼地步
[00:10:56.000 --> 00:10:58.000]  就是致死的地步
[00:10:58.000 --> 00:11:01.000]  他一次的獻上超越人間的祭物
[00:11:01.000 --> 00:11:03.000]  藉著耶穌基督的補血
[00:11:03.000 --> 00:11:05.000]  凡是相信他的人
[00:11:05.000 --> 00:11:07.000]  就能夠毫無阻隔的
[00:11:07.000 --> 00:11:09.000]  去到上帝的面前
[00:11:09.000 --> 00:11:11.000]  來到十九至三十九節
[00:11:11.000 --> 00:11:13.000]  今天要看的經文
[00:11:13.000 --> 00:11:15.000]  就是一個轉捩點
[00:11:15.000 --> 00:11:18.000]  希伯來書的作者再一次
[00:11:18.000 --> 00:11:22.000]  向當時的讀者做了一連串的勸勉
[00:11:22.000 --> 00:11:24.000]  如果大家有印象
[00:11:24.000 --> 00:11:28.000]  當時這群讀者是初信耶穌
[00:11:28.000 --> 00:11:30.000]  還是信了很久耶穌
[00:11:30.000 --> 00:11:31.000]  信了很久
[00:11:31.000 --> 00:11:32.000]  有多久呢?
[00:11:32.000 --> 00:11:35.000]  有些聖經作者說
[00:11:35.000 --> 00:11:39.000]  十幾二十年都有的
[00:11:39.000 --> 00:11:42.000]  五章十二節這裡特別提到
[00:11:42.000 --> 00:11:45.000]  當時希伯來書的作者說
[00:11:45.000 --> 00:11:49.000]  他們應該做別人的老師
[00:11:49.000 --> 00:11:52.000]  十九至三十九節
[00:11:52.000 --> 00:11:54.000]  今天我們要看的這段段落
[00:11:54.000 --> 00:11:58.000]  就好像一個手機的重要提示功能
[00:11:58.000 --> 00:12:00.000]  不知道大家有沒有聽到
[00:12:00.000 --> 00:12:02.000]  「噔噔」的聲音
[00:12:02.000 --> 00:12:03.000]  都有的
[00:12:03.000 --> 00:12:06.000]  希伯來書的作者很想提醒
[00:12:06.000 --> 00:12:09.000]  當時的信徒和今天的我們
[00:12:09.000 --> 00:12:12.000]  既然有這位超越
[00:12:12.000 --> 00:12:14.000]  這麼超越的耶穌基督
[00:12:14.000 --> 00:12:15.000]  去成就了救恩
[00:12:15.000 --> 00:12:18.000]  就不要讓我們的信仰
[00:12:18.000 --> 00:12:20.000]  只是停留在腦的知識
[00:12:20.000 --> 00:12:23.000]  信仰不應該只是
[00:12:23.000 --> 00:12:27.000]  好像在手機裡有更多應用程式的其中一個
[00:12:27.000 --> 00:12:30.000]  而是要成為手機裡的IOS
[00:12:30.000 --> 00:12:32.000]  知道什麼是IOS嗎?
[00:12:32.000 --> 00:12:34.000]  就是作業系統
[00:12:34.000 --> 00:12:37.000]  就是作業系統主導著手機
[00:12:37.000 --> 00:12:39.000]  能不能夠運作得暢順
[00:12:39.000 --> 00:12:40.000]  能不能夠有效
[00:12:40.000 --> 00:12:41.000]  弟兄姊妹
[00:12:41.000 --> 00:12:47.000]  今天我們要讓信仰成為我們生命的作業系統
[00:12:47.000 --> 00:12:48.000]  帶領著我們
[00:12:48.000 --> 00:12:52.000]  並且能夠影響我們的選擇
[00:12:52.000 --> 00:12:53.000]  我們的人際關係
[00:12:53.000 --> 00:12:55.000]  我們怎麼看事物
[00:12:55.000 --> 00:12:59.000]  甚至是怎麼面對苦難的回應方式
[00:12:59.000 --> 00:13:04.000]  要讓信仰成為我們生命的作業系統
[00:13:04.000 --> 00:13:06.000]  帶領著我們人生的話
[00:13:06.000 --> 00:13:08.000]  第一點很想跟大家分享
[00:13:08.000 --> 00:13:11.000]  就是要從知識轉化為行動
[00:13:11.000 --> 00:13:14.000]  記載在第十九至二十五節
[00:13:14.000 --> 00:13:18.000]  十章二十一節這裡說
[00:13:18.000 --> 00:13:22.000]  既然我們有一位這麼偉大的大祭司
[00:13:22.000 --> 00:13:24.000]  耶穌基督治理神的家
[00:13:24.000 --> 00:13:27.000]  作者就提出了三個勸勉
[00:13:27.000 --> 00:13:29.000]  第一個勸勉就是
[00:13:29.000 --> 00:13:33.000]  以誠心、充足信心去親近神
[00:13:33.000 --> 00:13:37.000]  第二就是堅守所宣認的指望
[00:13:37.000 --> 00:13:41.000]  第三就是彼此相顧和激發愛心
[00:13:41.000 --> 00:13:43.000]  勉勵行善
[00:13:43.000 --> 00:13:45.000]  面對著信仰挑戰
[00:13:45.000 --> 00:13:50.000]  甚至當中有很多弟兄姊妹正在面對逼迫
[00:13:50.000 --> 00:13:54.000]  要用真誠的心、充足的信心
[00:13:54.000 --> 00:13:56.000]  放膽去親近神
[00:13:56.000 --> 00:14:01.000]  作者第一個勸勉就是要他們從心出發
[00:14:01.000 --> 00:14:04.000]  原來新約作者
[00:14:04.000 --> 00:14:06.000]  包括希伯來書的作者
[00:14:06.000 --> 00:14:09.000]  同樣很體重人的心
[00:14:09.000 --> 00:14:12.000]  在八章第十節
[00:14:12.000 --> 00:14:18.000]  作者引用了尼西米書三十一章
[00:14:18.000 --> 00:14:21.000]  三十一到三十四節
[00:14:21.000 --> 00:14:23.000]  這段經文是說什麼呢?
[00:14:23.000 --> 00:14:29.000]  就是說到以色列民因為沒有履行神的約
[00:14:29.000 --> 00:14:31.000]  沒有按照神的吩咐
[00:14:31.000 --> 00:14:33.000]  竟然走去敬拜偶像
[00:14:33.000 --> 00:14:36.000]  使整個民族都偏離了神
[00:14:36.000 --> 00:14:38.000]  陷在罪裡
[00:14:38.000 --> 00:14:42.000]  只不過神沒有因為這樣放棄這群子民
[00:14:42.000 --> 00:14:46.000]  更加願意藉著更新的約
[00:14:46.000 --> 00:14:50.000]  和那些願意遵守和聽從吩咐的人
[00:14:50.000 --> 00:14:52.000]  再次建立一個關係
[00:14:52.000 --> 00:14:56.000]  尼西米書三十一章三十三節所提到
[00:14:56.000 --> 00:14:58.000]  神在更新的約裡
[00:14:58.000 --> 00:15:02.000]  應許要把他的律法放在子民
[00:15:02.000 --> 00:15:04.000]  不再放在律法書上
[00:15:04.000 --> 00:15:07.000]  而是放在他們的心上
[00:15:07.000 --> 00:15:09.000]  要做他們的神
[00:15:09.000 --> 00:15:14.000]  並且所有的人從小至大都要認識神
[00:15:14.000 --> 00:15:17.000]  而神願意寬恕他們的不義
[00:15:17.000 --> 00:15:20.000]  不再去記他們的罪惡
[00:15:20.000 --> 00:15:23.000]  這段更新的約所應許的
[00:15:23.000 --> 00:15:26.000]  如果在希伯來書的應用上
[00:15:26.000 --> 00:15:28.000]  發現這個新的約
[00:15:28.000 --> 00:15:31.000]  就是耶穌基督寶血的血
[00:15:31.000 --> 00:15:35.000]  寶貴的血所納的約的憑據
[00:15:35.000 --> 00:15:37.000]  人能夠親近神
[00:15:37.000 --> 00:15:42.000]  全因為耶穌基督流出的寶血洗淨人的罪
[00:15:42.000 --> 00:15:44.000]  他的罪債就還清了
[00:15:44.000 --> 00:15:47.000]  能夠在神面前稱為義
[00:15:47.000 --> 00:15:49.000]  不知道鼎姐妹
[00:15:49.000 --> 00:15:51.000]  有沒有留意到
[00:15:51.000 --> 00:15:54.000]  希伯來書很常都會引用舊約
[00:15:54.000 --> 00:15:56.000]  常常都引用舊約
[00:15:56.000 --> 00:15:58.000]  令到我們很困擾
[00:15:58.000 --> 00:16:00.000]  因為我們不熟悉舊約
[00:16:00.000 --> 00:16:03.000]  不過讀這本書的人就很方便
[00:16:03.000 --> 00:16:06.000]  因為他是有猶太背景的基督徒
[00:16:06.000 --> 00:16:08.000]  另外更重要的就是
[00:16:08.000 --> 00:16:11.000]  作者很想讓讀書卷的人
[00:16:11.000 --> 00:16:14.000]  明白上帝就是真是那位
[00:16:14.000 --> 00:16:17.000]  信實、滿有慈愛的主
[00:16:17.000 --> 00:16:20.000]  如果你看回過往歷史裡頭
[00:16:20.000 --> 00:16:23.000]  神對人的愛一直都沒有離開過
[00:16:23.000 --> 00:16:26.000]  人即或失信,神仍然可信
[00:16:26.000 --> 00:16:30.000]  因為耶穌基督已經成就了這份救恩
[00:16:30.000 --> 00:16:33.000]  以致他們在新的約裡頭
[00:16:33.000 --> 00:16:36.000]  能夠成為神所愛的子民
[00:16:36.000 --> 00:16:41.000]  這裡希伯來書的作者再一次提醒
[00:16:41.000 --> 00:16:45.000]  這些正在面對信仰挑戰的弟兄姊妹
[00:16:45.000 --> 00:16:50.000]  你們要記起你們跟神的關係
[00:16:50.000 --> 00:16:56.000]  以致可以將自己跟神緊緊的連上
[00:16:56.000 --> 00:16:58.000]  若果是這樣說
[00:16:58.000 --> 00:17:03.000]  這些弟兄姊妹即使他們面對挑戰
[00:17:03.000 --> 00:17:10.000]  他們個人方面都能夠堅守所宣認的指望
[00:17:10.000 --> 00:17:15.000]  這就是作者在第23節的第二個勸勉
[00:17:15.000 --> 00:17:19.000]  即使誤信的人去質疑他們、反對他們
[00:17:19.000 --> 00:17:26.000]  這些弟兄姊妹仍然能夠堅持相信神所應許的盼望
[00:17:26.000 --> 00:17:30.000]  這裡特別說到盼望是什麼意思呢?
[00:17:30.000 --> 00:17:34.000]  盼望就是信徒至終得救的盼望
[00:17:34.000 --> 00:17:40.000]  就是神所應許永遠的基業和進入神的榮耀裡頭
[00:17:40.000 --> 00:17:44.000]  事實上信徒的宣認之所以能夠持守
[00:17:44.000 --> 00:17:48.000]  並不是因為他們個人有頑強的鬥志
[00:17:48.000 --> 00:17:51.000]  而是因為那位信實的上帝
[00:17:51.000 --> 00:17:53.000]  有了這份盼望
[00:17:53.000 --> 00:17:57.000]  即使外在環境和所信的價值觀的人
[00:17:57.000 --> 00:18:00.000]  很大衝撞、衝擊他們
[00:18:00.000 --> 00:18:04.000]  這個人仍然能夠活出他所信的
[00:18:04.000 --> 00:18:09.000]  這裡令我想起一個多年前的弟兄的分享
[00:18:09.000 --> 00:18:14.000]  這位弟兄的工作是保險公司的代理人
[00:18:14.000 --> 00:18:18.000]  每個人都需要有一個目標去達標
[00:18:18.000 --> 00:18:24.000]  公司每一位代理人都要做到一定數目的單
[00:18:24.000 --> 00:18:27.000]  你想像一下如果你是其中一員
[00:18:27.000 --> 00:18:28.000]  都頗大壓力
[00:18:28.000 --> 00:18:30.000]  有某一個數目要做
[00:18:30.000 --> 00:18:31.000]  不僅如此
[00:18:31.000 --> 00:18:35.000]  就要將你做到的單每個月貼出來
[00:18:35.000 --> 00:18:37.000]  就像排名榜一樣
[00:18:37.000 --> 00:18:39.000]  都頗害怕
[00:18:39.000 --> 00:18:41.000]  你月頭就好一點
[00:18:41.000 --> 00:18:44.000]  到月中 人家已經很高 你還是很低
[00:18:44.000 --> 00:18:46.000]  如果不夠單
[00:18:46.000 --> 00:18:49.000]  除了自己有心理壓力之外
[00:18:49.000 --> 00:18:53.000]  就會被弟兄 被神經質的上司
[00:18:53.000 --> 00:18:55.000]  突然叫進房間 進來
[00:18:55.000 --> 00:18:57.000]  這樣就很害怕 照樣費
[00:18:57.000 --> 00:18:59.000]  狠狠地罵他一頓
[00:18:59.000 --> 00:19:01.000]  所以在這間公司裡
[00:19:01.000 --> 00:19:04.000]  充滿著比較和壓力
[00:19:04.000 --> 00:19:07.000]  每位同事都膽戰心驚
[00:19:07.000 --> 00:19:09.000]  國家自掃門傳說
[00:19:09.000 --> 00:19:11.000]  不要搞太多了 因為我跟你多說些話
[00:19:11.000 --> 00:19:14.000]  一會兒你聽到可能會搶走我的客人
[00:19:14.000 --> 00:19:16.000]  總之就自己顧自己
[00:19:16.000 --> 00:19:18.000]  搞定自己就好了
[00:19:18.000 --> 00:19:20.000]  所以在這間公司裡
[00:19:20.000 --> 00:19:21.000]  一天八個小時
[00:19:21.000 --> 00:19:25.000]  除了聽到入單的打字聲
[00:19:25.000 --> 00:19:28.000]  還有電話和客人說話的聲音
[00:19:28.000 --> 00:19:30.000]  聽不到其他的聲音
[00:19:30.000 --> 00:19:33.000]  弟兄在那裡工作了一年之後
[00:19:33.000 --> 00:19:36.000]  覺得很冰冷 很害怕
[00:19:36.000 --> 00:19:38.000]  下班就想馬上走人
[00:19:38.000 --> 00:19:40.000]  這位弟兄說
[00:19:40.000 --> 00:19:43.000]  主日崇拜聽到道的時候
[00:19:43.000 --> 00:19:45.000]  覺得那些道真的說得很對
[00:19:45.000 --> 00:19:47.000]  很應該做
