
[00:00:00.000 --> 00:00:03.320]  早前坊間有一本書叫做母親使用說明書
[00:02:08.000 --> 00:02:12.000]  在整個關係裏面好像一條不通的隧道
[00:02:12.000 --> 00:02:14.000]  在這個隧道不通的時候
[00:02:14.000 --> 00:02:16.000]  其實都阻礙了很多人際關係
[00:02:16.000 --> 00:02:19.000]  不過倒轉我太太Ada師母
[00:02:19.000 --> 00:02:21.000]  她卻沒有經歷這些階段
[00:02:21.000 --> 00:02:24.000]  因為我岳父是一個很顧家的男人
[00:02:24.000 --> 00:02:28.000]  我岳父之前試過很多年前做白牌
[00:02:28.000 --> 00:02:30.000]  即是現在叫Huber
[00:02:30.000 --> 00:02:32.000]  他很多幾十年前已經做了
[00:02:32.000 --> 00:02:33.000]  後來有的士的時候他沒有做
[00:02:33.000 --> 00:02:34.000]  他就開的士
[00:02:34.000 --> 00:02:36.000]  但開的士總是賺不到錢
[00:02:36.000 --> 00:02:37.000]  為什麼賺不到錢
[00:02:37.000 --> 00:02:39.000]  原來他有四個小孩在家
[00:02:39.000 --> 00:02:41.000]  所以他很擔心他的妻子
[00:02:41.000 --> 00:02:43.000]  即是我的岳母生父
[00:02:43.000 --> 00:02:44.000]  所以他開的士出街
[00:02:44.000 --> 00:02:45.000]  做了一兩期
[00:02:45.000 --> 00:02:48.000]  即是做了一兩次就回家煮飯
[00:02:48.000 --> 00:02:51.000]  煮了幾次其實都賺不到很多
[00:02:51.000 --> 00:02:53.000]  後來幸好有保姆車生意
[00:02:53.000 --> 00:02:55.000]  我岳父入行做保姆車
[00:02:55.000 --> 00:02:56.000]  他怎樣做的呢
[00:02:56.000 --> 00:02:58.000]  早上送上午校的小孩上學
[00:02:58.000 --> 00:02:59.000]  然後回家做下午
[00:02:59.000 --> 00:03:01.000]  即刻回去做下午
[00:03:01.000 --> 00:03:02.000]  然後做完下午制定
[00:03:02.000 --> 00:03:05.000]  就去接上午班放學
[00:03:05.000 --> 00:03:06.000]  然後送下午班上學
[00:03:06.000 --> 00:03:07.000]  然後又回家做晚飯
[00:03:07.000 --> 00:03:09.000]  然後就出去接下午班的放學
[00:03:09.000 --> 00:03:14.000]  這樣就可以不用他太太岳母那麼辛苦
[00:03:14.000 --> 00:03:17.000]  我岳父今年92歲
[00:03:17.000 --> 00:03:20.000]  他仍然很關心我們有沒有飯吃
[00:03:20.000 --> 00:03:22.000]  他是一個很顧家的男人
[00:03:22.000 --> 00:03:23.000]  以致我覺得很大的對比
[00:03:23.000 --> 00:03:25.000]  我和我爸爸的關係有很多的阻塞
[00:03:25.000 --> 00:03:30.000]  但是我太太Ada和她爸爸的關係很好
[00:03:30.000 --> 00:03:33.000]  可能我們在座當中
[00:03:33.000 --> 00:03:36.000]  都是在這些關係當中牽動著不同的情緒
[00:03:36.000 --> 00:03:38.000]  為什麼爸爸會牽動這麼多的情緒
[00:03:38.000 --> 00:03:40.000]  首先用律法書去看
[00:03:40.000 --> 00:03:41.000]  聖經很特別的
[00:03:41.000 --> 00:03:45.000]  聖經指出其實父子這個設置
[00:03:45.000 --> 00:03:48.000]  是永恆裡面最真實的設置
[00:03:48.000 --> 00:03:50.000]  在永恆裡面
[00:03:50.000 --> 00:03:54.000]  天父、兒子、三一、真神
[00:03:54.000 --> 00:03:58.000]  在這個世界未創造之先已經有
[00:03:58.000 --> 00:03:59.000]  神在地上
[00:03:59.000 --> 00:04:01.000]  在人犯罪之先已經設置家庭
[00:04:01.000 --> 00:04:03.000]  是有父親和兒子
[00:04:03.000 --> 00:04:05.000]  是想唯一一個途徑
[00:04:05.000 --> 00:04:08.000]  就是想我們藉著這個關係去認識他
[00:04:08.000 --> 00:04:09.000]  所以任何的父親
[00:04:09.000 --> 00:04:11.000]  都是將我們帶到
[00:04:11.000 --> 00:04:13.000]  應該將我們帶到天父那裡
[00:04:13.000 --> 00:04:16.000]  但是這條通道是一條很阻塞的通道
[00:04:16.000 --> 00:04:22.000]  地上的父親要顯出天上的父親
[00:04:22.000 --> 00:04:24.000]  甚至不是一條由A到B的通道
[00:04:24.000 --> 00:04:26.000]  我不知道大家有沒有見過樓盤
[00:04:26.000 --> 00:04:27.000]  去看買樓的時候
[00:04:27.000 --> 00:04:29.000]  有些是模型的
[00:04:29.000 --> 00:04:30.000]  做得很漂亮
[00:04:30.000 --> 00:04:32.000]  到真實的樓盤就是這樣
[00:04:32.000 --> 00:04:34.000]  我覺得反過來
[00:04:34.000 --> 00:04:35.000]  其實上帝是真實的樓盤
[00:04:35.000 --> 00:04:36.000]  他是一個爸爸
[00:04:36.000 --> 00:04:38.000]  他是一個很愛我們爸爸
[00:04:38.000 --> 00:04:40.000]  他願意將一切給我們的爸爸
[00:04:40.000 --> 00:04:43.000]  所以他在地上設一個模型的樓盤
[00:04:43.000 --> 00:04:46.000]  讓你藉著地上的爸爸去認識他
[00:04:46.000 --> 00:04:48.000]  所以當他創造的時候
[00:04:48.000 --> 00:04:51.000]  就已經將地上樓盤的設置就在這裡
[00:04:51.000 --> 00:04:52.000]  不過我們地上的樓盤通常都說
[00:04:52.000 --> 00:04:54.000]  這個樓盤你不要當真
[00:04:54.000 --> 00:04:55.000]  一切要出售的時候才是
[00:04:55.000 --> 00:04:56.000]  有些disclaimer
[00:04:56.000 --> 00:04:58.000]  一切要出售的時候才是當真的
[00:04:58.000 --> 00:05:01.000]  原來地上的樓盤可能有很多缺乏
[00:05:01.000 --> 00:05:04.000]  但是在上帝的設置裡面
[00:05:04.000 --> 00:05:05.000]  是他自己是爸爸
[00:05:05.000 --> 00:05:07.000]  他是一個很愛我們的爸爸
[00:05:07.000 --> 00:05:10.000]  所以在地上設置了父親的角色
[00:05:10.000 --> 00:05:14.000]  所以其實每一個父親都應該是天父的代言人
[00:05:14.000 --> 00:05:16.000]  這是一個很重要的角色
[00:05:16.000 --> 00:05:18.000]  保羅在二弗所書三章十四到十五節
[00:05:18.000 --> 00:05:19.000]  他是這麼說的
[00:05:19.000 --> 00:05:22.000]  因此我們有這張圖片給大家看
[00:05:22.000 --> 00:05:26.000]  因此我在父面前屈膝
[00:05:26.000 --> 00:05:28.000]  天上地上的國家
[00:05:28.000 --> 00:05:31.000]  國家這個字是父家
[00:05:31.000 --> 00:05:32.000]  是Petra這個字
[00:05:32.000 --> 00:05:33.000]  是爸爸這個字
[00:05:33.000 --> 00:05:35.000]  都是從他得名的
[00:05:35.000 --> 00:05:37.000]  因此我在父面前屈膝
[00:05:37.000 --> 00:05:40.000]  天上地上的各個父的名字
[00:05:40.000 --> 00:05:42.000]  都是從天父得來的
[00:05:42.000 --> 00:05:44.000]  我們能夠今天作為一個爸爸
[00:05:44.000 --> 00:05:45.000]  你爸爸作為一個爸爸
[00:05:45.000 --> 00:05:46.000]  因為天上有個爸爸
[00:05:46.000 --> 00:05:48.000]  所以他才成為爸爸
[00:05:48.000 --> 00:05:50.000]  這個就是保羅這樣去看
[00:05:50.000 --> 00:05:52.000]  我不知道你和你爸爸的關係是怎樣
[00:05:52.000 --> 00:05:54.000]  但是這個是聖經的要求
[00:05:54.000 --> 00:05:56.000]  所以爸爸的責任
[00:05:56.000 --> 00:06:00.000]  就是反映天上三一真神的真實模型
[00:06:00.000 --> 00:06:03.000]  所以我們每個生命都是爸爸帶來的
[00:06:03.000 --> 00:06:05.000]  就正如天父創造我們一樣
[00:06:05.000 --> 00:06:08.000]  我們帶著我們爸爸的盛事
[00:06:08.000 --> 00:06:10.000]  神期望不單止父親帶來生命
[00:06:10.000 --> 00:06:11.000]  也帶來供養
[00:06:11.000 --> 00:06:12.000]  剛才說到Adrian說到
[00:06:12.000 --> 00:06:14.000]  教導同行情感的支持
[00:06:14.000 --> 00:06:16.000]  最後我們將我們的子女
[00:06:16.000 --> 00:06:17.000]  再放回天父的手裡
[00:06:17.000 --> 00:06:20.000]  將他帶到天父的身邊
[00:06:20.000 --> 00:06:21.000]  這個就是天父對我們的期望
[00:06:21.000 --> 00:06:24.000]  所以他說天上地下各個父家
[00:06:24.000 --> 00:06:27.000]  都是從這位永在的父而得名的
[00:06:27.000 --> 00:06:29.000]  所以你想起你爸爸
[00:06:29.000 --> 00:06:33.000]  其實他就是父親天父在地上的在現人
[00:06:33.000 --> 00:06:35.000]  說到今天
[00:06:35.000 --> 00:06:37.000]  我們在地上做爸爸的
[00:06:37.000 --> 00:06:38.000]  可能不是很多在這裡
[00:06:38.000 --> 00:06:40.000]  你也有這個責任
[00:06:40.000 --> 00:06:41.000]  神將一個永恆的任務交給你
[00:06:41.000 --> 00:06:42.000]  甚至我們每一個男生
[00:06:42.000 --> 00:06:43.000]  你都要思想
[00:06:43.000 --> 00:06:45.000]  我要預備接受這個永恆的任務
[00:06:45.000 --> 00:06:46.000]  以至有一天
[00:06:46.000 --> 00:06:49.000]  我在地上顯現出天上父親的真實
[00:06:49.000 --> 00:06:50.000]  就是說我們多麼的不完美
[00:06:50.000 --> 00:06:52.000]  在《馬太福音》七至十二節
[00:06:52.000 --> 00:06:55.000]  他說你們祈求就給你們尋找就找到
[00:06:55.000 --> 00:06:57.000]  叩門就給你們開門
[00:06:57.000 --> 00:06:59.000]  因為凡祈求的就得著
[00:06:59.000 --> 00:07:00.000]  尋找的就尋到
[00:07:00.000 --> 00:07:02.000]  可能下一張投影片有的
[00:07:02.000 --> 00:07:04.000]  叩門的就給他們開門
[00:07:04.000 --> 00:07:06.000]  你們中間誰有兒子求餅
[00:07:06.000 --> 00:07:08.000]  反給他石頭呢
[00:07:08.000 --> 00:07:10.000]  求魚反給他蛇呢
[00:07:10.000 --> 00:07:12.000]  然後他說你們雖然不好
[00:07:12.000 --> 00:07:14.000]  尚且知道拿好東西給兒女
[00:07:14.000 --> 00:07:16.000]  何況你們在天上的父
[00:07:16.000 --> 00:07:20.000]  他豈不更要把好東西賜給求他的人嗎
[00:07:20.000 --> 00:07:21.000]  所以無論何事
[00:07:21.000 --> 00:07:23.000]  你們想人怎樣待你們
[00:07:23.000 --> 00:07:25.000]  你們想要人怎樣待你們
[00:07:25.000 --> 00:07:26.000]  你們也要怎樣待人
[00:07:26.000 --> 00:07:29.000]  因為這是律法和先知的道理
[00:07:29.000 --> 00:07:31.000]  地上的父無論多污染也好
[00:07:31.000 --> 00:07:33.000]  成為一條多陰森的通道也好
[00:07:33.000 --> 00:07:36.000]  他仍然磨滅不了上帝創造他的尾線
[00:07:36.000 --> 00:07:38.000]  即使最惡劣的父親子女關係
[00:07:38.000 --> 00:07:40.000]  耶穌說雖然你們不好
[00:07:40.000 --> 00:07:42.000]  不好這個字原文是邪惡這個字
[00:07:42.000 --> 00:07:44.000]  雖然你是一個邪惡的人
[00:07:44.000 --> 00:07:46.000]  當你做父親的時候
[00:07:46.000 --> 00:07:47.000]  你也不會扭曲自己
[00:07:47.000 --> 00:07:50.000]  把小孩他不應該要的東西給了他
[00:07:50.000 --> 00:07:51.000]  可能你沒有餅
[00:07:51.000 --> 00:07:53.000]  但你不會給他蛇
[00:07:53.000 --> 00:07:54.000]  不會給他石頭
[00:07:54.000 --> 00:07:55.000]  去存心害他
[00:07:55.000 --> 00:07:58.000]  父親的心仍然掛念兒女
[00:07:58.000 --> 00:08:05.000]  如果我們想認識天父對通道的要求
[00:08:05.000 --> 00:08:07.000]  那種重視
[00:08:07.000 --> 00:08:09.000]  如果我們回到摩西的律法
[00:08:09.000 --> 00:08:10.000]  我們就很明白
[00:08:10.000 --> 00:08:12.000]  摩西的律法是給以色列人的
[00:08:12.000 --> 00:08:15.000]  以色列人當他們進入了和神一個盟約的關係
[00:08:15.000 --> 00:08:16.000]  十誡是這樣寫
[00:08:16.000 --> 00:08:17.000]  當孝敬父母
[00:08:17.000 --> 00:08:20.000]  使你的日子在耶華利神所設
[00:08:20.000 --> 00:08:22.000]  你的地上得以長久
[00:08:22.000 --> 00:08:23.000]  他說什麼呢
[00:08:23.000 --> 00:08:24.000]  他說你要入迦南地
[00:08:24.000 --> 00:08:26.000]  你在地上能夠活得長久
[00:08:26.000 --> 00:08:28.000]  你就要孝敬父母
[00:08:28.000 --> 00:08:30.000]  因為你既然認識耶華是你的神
[00:08:30.000 --> 00:08:31.000]  是你的父的話
[00:08:31.000 --> 00:08:33.000]  你就要孝敬你地上的父母
[00:08:33.000 --> 00:08:35.000]  如果你不孝敬你地上的父母
[00:08:35.000 --> 00:08:37.000]  你不會在應許之地活得長久
[00:08:37.000 --> 00:08:42.000]  孝敬是重視尊榮甚至是對神的態度
[00:08:42.000 --> 00:08:44.000]  律法這個明確的要求
[00:08:44.000 --> 00:08:48.000]  去到出埃及記後面有更加多附件的解釋
[00:08:48.000 --> 00:08:50.000]  出埃及記第21章15節
[00:08:50.000 --> 00:08:52.000]  打父母的必被處死
[00:08:53.000 --> 00:08:55.000]  然後17節
[00:08:55.000 --> 00:08:58.000]  咒罵父母的必被處死
[00:08:58.000 --> 00:09:00.000]  你未記20章第9節
[00:09:00.000 --> 00:09:03.000]  凡咒罵父母的必被處死
[00:09:03.000 --> 00:09:04.000]  他咒罵了父母
[00:09:04.000 --> 00:09:07.000]  他的血要歸在他身上
[00:09:07.000 --> 00:09:09.000]  我這樣去想的時候
[00:09:09.000 --> 00:09:12.000]  我們沒有一個能夠活著走出這間教堂
[00:09:12.000 --> 00:09:15.000]  我們每一個都在罪裡面
[00:09:15.000 --> 00:09:18.000]  律法是叫人死
[00:09:18.000 --> 00:09:21.000]  沒有一條律法有這麼大的威力叫人死
[00:09:21.000 --> 00:09:23.000]  猶如這一條
[00:09:23.000 --> 00:09:25.000]  你咒罵父母的必定死
[00:09:25.000 --> 00:09:28.000]  當以色列人再次進入迦南地的時候
[00:09:28.000 --> 00:09:30.000]  第一代人要進入迦南地的時候
[00:09:30.000 --> 00:09:32.000]  神再一次吩咐第二代人
[00:09:32.000 --> 00:09:33.000]  第一代人離開了
[00:09:33.000 --> 00:09:35.000]  第二代人神這樣吩咐他
[00:09:35.000 --> 00:09:39.000]  他說人若有橫耿勃逆的兒子
[00:09:39.000 --> 00:09:40.000]  不聽從父母的話
[00:09:40.000 --> 00:09:41.000]  應該可能有這句
[00:09:41.000 --> 00:09:42.000]  看看後面
[00:09:42.000 --> 00:09:44.000]  人若有橫耿勃逆的兒子
[00:09:44.000 --> 00:09:46.000]  不聽從父母的話
[00:09:46.000 --> 00:09:48.000]  他們雖然懲戒他
[00:09:48.000 --> 00:09:50.000]  他還是不聽從他們
[00:09:50.000 --> 00:09:52.000]  父母就要抓住他
[00:09:52.000 --> 00:09:54.000]  帶他出去到當地的城門
[00:09:54.000 --> 00:09:56.000]  本城的長老那裡
[00:09:56.000 --> 00:09:57.000]  對本城的長老說
[00:09:57.000 --> 00:09:59.000]  我們這個兒子橫耿勃逆
[00:09:59.000 --> 00:10:01.000]  不聽從我們的話
[00:10:01.000 --> 00:10:02.000]  是貪食好酒的人
[00:10:02.000 --> 00:10:04.000]  然後城裡的眾人
[00:10:04.000 --> 00:10:06.000]  要用石頭將他打死
[00:10:06.000 --> 00:10:09.000]  這樣你就把惡從你們中間除掉
[00:10:09.000 --> 00:10:12.000]  全以色列聽見了都要害怕
[00:10:12.000 --> 00:10:16.000]  父親的形象是中了一個這樣的角色
[00:10:16.000 --> 00:10:18.000]  神甚至吩咐他過了約旦河之後
[00:10:18.000 --> 00:10:19.000]  摩西離開了之後
[00:10:19.000 --> 00:10:22.000]  他在以巴魯山宣告生命的27章16節
[00:10:22.000 --> 00:10:25.000]  輕慢父母的必受咒助
[00:10:25.000 --> 00:10:27.000]  眾百姓要說阿們
[00:10:27.000 --> 00:10:29.000]  這是我們唸聖經的時候
[00:10:29.000 --> 00:10:32.000]  唸到的一次又一次的律法的條例
[00:10:32.000 --> 00:10:34.000]  按著律法
[00:10:34.000 --> 00:10:37.000]  我們都是必死的人
[00:10:37.000 --> 00:10:40.000]  去到師哥智慧書裡面
[00:10:40.000 --> 00:10:42.000]  神再一次肯定
[00:10:42.000 --> 00:10:44.000]  他作為這個通道的祝福
[00:10:44.000 --> 00:10:46.000]  父親和兒女的關係
[00:10:46.000 --> 00:10:48.000]  其實應該成為互相祝福的關係
[00:10:48.000 --> 00:10:52.000]  早前和大家分享過
[00:10:52.000 --> 00:10:53.000]  在其他的堂分享過
[00:10:53.000 --> 00:10:55.000]  在針研裡面關於公平和錢財
[00:10:55.000 --> 00:10:58.000]  今天在針研裡面分享爸爸和兒女的關係
[00:10:58.000 --> 00:11:01.000]  針研有關父子的教導有兩部分
[00:11:01.000 --> 00:11:03.000]  第一部分是一至九章
[00:11:03.000 --> 00:11:05.000]  第二部分是十章打後
[00:11:05.000 --> 00:11:08.000]  一至九章是說我們要教我們的孩子
[00:11:08.000 --> 00:11:09.000]  是些什麼
[00:11:09.000 --> 00:11:10.000]  或者做爸爸的角色是些什麼
[00:11:10.000 --> 00:11:12.000]  可能我們每個男孩子
[00:11:12.000 --> 00:11:13.000]  或者將來會做妻子的
[00:11:13.000 --> 00:11:15.000]  每個都要去聽
[00:11:15.000 --> 00:11:16.000]  在一至九章的針研裡面
[00:11:16.000 --> 00:11:20.000]  不斷出現一個字就是「我兒」
[00:11:20.000 --> 00:11:23.000]  一共出現了十五次
[00:11:23.000 --> 00:11:24.000]  在一章八字說「我兒」
[00:11:24.000 --> 00:11:26.000]  要聽從你父親的訓誨
[00:11:26.000 --> 00:11:28.000]  不可離棄你母親的教誨
[00:11:28.000 --> 00:11:31.000]  因為這要作你頭上恩惠的畫面
[00:11:31.000 --> 00:11:34.000]  作你頸上的項鍊
[00:11:34.000 --> 00:11:39.000]  然後在第二章、第三章、第五章、第六章、第七章
[00:11:39.000 --> 00:11:42.000]  在針研每一章都是用「我兒」開始
[00:11:42.000 --> 00:11:44.000]  教導的內容包括什麼呢
[00:11:44.000 --> 00:11:45.000]  在下面的投影片應該有
[00:11:45.000 --> 00:11:48.000]  第一要敬畏耶和華
[00:11:48.000 --> 00:11:52.000]  第二要遠離那些搶不義之財的人
[00:11:52.000 --> 00:11:54.000]  第三尋求智慧正直
[00:11:54.000 --> 00:11:56.000]  第四遠離妓女淫婦
[00:11:56.000 --> 00:11:57.000]  第五幫助貧困的人
[00:11:57.000 --> 00:11:58.000]  第六脫離欺詐
[00:11:58.000 --> 00:11:59.000]  第七勤奮
[00:11:59.000 --> 00:12:01.000]  第八不要妄作擔保
[00:12:01.000 --> 00:12:03.000]  這些都是在智慧裡面的教訓
[00:12:03.000 --> 00:12:06.000]  但最重要的是你要敬畏耶和華
[00:12:06.000 --> 00:12:09.000]  而爸爸這些的教導正是天父角色的傳遞
[00:12:09.000 --> 00:12:10.000]  所以在三章十二節說
[00:12:10.000 --> 00:12:11.000]  因為耶和華所愛的
[00:12:11.000 --> 00:12:13.000]  他必責備
[00:12:13.000 --> 00:12:16.000]  正如父親責備所喜愛的兒子
[00:12:16.000 --> 00:12:19.000]  而兒子的責任就在四章一節
[00:12:19.000 --> 00:12:21.000]  孩子們要聽父親的訓誨
[00:12:21.000 --> 00:12:22.000]  留心明白道理
[00:12:22.000 --> 00:12:23.000]  六章二十節
[00:12:23.000 --> 00:12:25.000]  要遵守你父親的命令
[00:12:25.000 --> 00:12:27.000]  不可離棄你母親的教誨
[00:12:27.000 --> 00:12:31.000]  這是爸爸對兒女教導的責任
[00:12:31.000 --> 00:12:36.000]  剛才Adrian說了做爸爸的一些角色
[00:12:36.000 --> 00:12:37.000]  我有一張很快的表
[00:12:37.000 --> 00:12:39.000]  去看看那張表
[00:12:39.000 --> 00:12:41.000]  如果你的兒子很小的時候
[00:12:41.000 --> 00:12:42.000]  很小的字
[00:12:42.000 --> 00:12:43.000]  你做一個保護者
[00:12:43.000 --> 00:12:44.000]  然後再成為一個教導者
[00:12:44.000 --> 00:12:45.000]  和一個鼓勵者
[00:12:45.000 --> 00:12:47.000]  甚至我的兒子現在是
[00:12:47.000 --> 00:12:49.000]  幾個兒子大概二十到二十五歲
[00:12:49.000 --> 00:12:50.000]  可能在生命裡面認可他們
[00:12:50.000 --> 00:12:52.000]  再大一點成為他們的人生導師
[00:12:52.000 --> 00:12:54.000]  然後成為一個智慧的長老
[00:12:54.000 --> 00:12:57.000]  在他艱難的時候去和他同行
[00:12:57.000 --> 00:12:58.000]  我回想自己做爸爸的時候
[00:12:58.000 --> 00:13:00.000]  人生最成功的解鎖
[00:13:00.000 --> 00:13:05.000]  是教會三個兒子去踩單車和游泳
[00:13:05.000 --> 00:13:06.000]  但到今天
[00:13:06.000 --> 00:13:09.000]  我最關心的是他們的教會生活
[00:13:09.000 --> 00:13:10.000]  他們的生命見證
[00:13:10.000 --> 00:13:12.000]  原來無論他做人做成怎樣
[00:13:12.000 --> 00:13:14.000]  如果他離棄了敬畏耶和華
[00:13:14.000 --> 00:13:15.000]  都是令我們很擔心的
[00:13:15.000 --> 00:13:17.000]  有時候他說他在網上聽講道
[00:13:17.000 --> 00:13:18.000]  我都有點擔心
[00:13:18.000 --> 00:13:20.000]  為什麼你不回去實體呢
[00:13:20.000 --> 00:13:23.000]  我們經常都很關心他的生命是怎樣
[00:13:23.000 --> 00:13:25.000]  我們能夠這樣教他的時候
[00:13:25.000 --> 00:13:27.000]  我們期望在《針研》後半部
[00:13:27.000 --> 00:13:28.000]  十章到三十一章
[00:13:28.000 --> 00:13:29.000]  所羅門的《針研》
[00:13:29.000 --> 00:13:31.000]  就是講到父母子女
[00:13:31.000 --> 00:13:33.000]  拿到這個智慧成全的效果
[00:13:33.000 --> 00:13:35.000]  所羅門的《針研》他繼續說
[00:13:35.000 --> 00:13:38.000]  智慧之子使父親喜樂
[00:13:38.000 --> 00:13:41.000]  愚昧之子使父親擔憂
[00:13:41.000 --> 00:13:45.000]  當你拿了爸爸教給你天賦的智慧的時候
[00:13:45.000 --> 00:13:46.000]  你就令到你的爸爸喜樂
[00:13:46.000 --> 00:13:48.000]  你就能夠尊榮你爸爸
[00:13:48.000 --> 00:13:50.000]  愚昧的子女就令到母親擔憂
[00:13:50.000 --> 00:13:51.000]  十五章二十節
[00:13:51.000 --> 00:13:53.000]  智慧之子使父親喜樂
[00:13:53.000 --> 00:13:55.000]  愚昧的人藐視父親
[00:13:55.000 --> 00:13:57.000]  你爸爸最大的榮耀
[00:13:57.000 --> 00:13:59.000]  離不開你的子女
[00:13:59.000 --> 00:14:01.000]  當我讀大學的時候
[00:14:01.000 --> 00:14:03.000]  我那個年代教少人能夠讀大學
[00:14:03.000 --> 00:14:04.000]  不像大家這樣的日子
[00:14:04.000 --> 00:14:06.000]  我爸爸其實很高興
[00:14:06.000 --> 00:14:07.000]  跟別人說
[00:14:07.000 --> 00:14:10.000]  我是他家裡第一個讀到大學的人
[00:14:10.000 --> 00:14:14.000]  因為我爸爸很辛苦才能完成中學
[00:14:14.000 --> 00:14:15.000]  所以最感觸的
[00:14:15.000 --> 00:14:17.000]  你爸爸在你的生命裡
[00:14:17.000 --> 00:14:19.000]  最大的榮耀是什麼呢
[00:14:19.000 --> 00:14:20.000]  二十七章十一節
[00:14:20.000 --> 00:14:22.000]  他說我兒啊你要做智慧人
[00:14:22.000 --> 00:14:24.000]  好叫我的心歡喜
[00:14:24.000 --> 00:14:27.000]  使我可以回答那辱罵我的人
[00:14:27.000 --> 00:14:30.000]  我見過很多出身很差的長輩
[00:14:30.000 --> 00:14:31.000]  或者人體很差的長輩
[00:14:31.000 --> 00:14:33.000]  他一生經歷了別人很多的白眼
[00:14:33.000 --> 00:14:36.000]  但是看見自己的兒女有成的時候
[00:14:36.000 --> 00:14:38.000]  他們有一份生命的光彩
[00:14:38.000 --> 00:14:41.000]  這是他們生命最大的安慰
[00:14:41.000 --> 00:14:44.000]  有個弟兄給了我一支箭
[00:14:44.000 --> 00:14:47.000]  我用來講一下這段經文
[00:14:47.000 --> 00:14:49.000]  在詩篇的一篇經文
[00:14:49.000 --> 00:14:52.000]  在詩篇一百二十七章第四至五節
[00:14:52.000 --> 00:14:54.000]  人在年輕時生的兒女
[00:14:54.000 --> 00:14:56.000]  好像勇士守中的箭
[00:14:56.000 --> 00:14:58.000]  箭袋充滿的人有福了
[00:14:58.000 --> 00:15:00.000]  他們在城門口和仇敵爭論時
[00:15:00.000 --> 00:15:02.000]  必不蒙羞
[00:15:02.000 --> 00:15:04.000]  你們每一個其實都是你爸爸手中的箭
[00:15:04.000 --> 00:15:06.000]  我覺得這支箭很漂亮很不值
[00:15:06.000 --> 00:15:08.000]  如果你們是一個正直的人
[00:15:08.000 --> 00:15:09.000]  就是你爸爸的喜悅
[00:15:09.000 --> 00:15:10.000]  是你媽媽的喜悅
[00:15:10.000 --> 00:15:11.000]  他後面有羽毛的
