
[00:00:00.000 --> 00:00:05.200]  各位晚安 Hello 我是Mona牧師
[00:03:39.200 --> 00:03:41.200]  但是一樣有的
[00:03:41.200 --> 00:03:43.200]  情景在聖經出現
[00:03:43.200 --> 00:03:45.200]  就是心驚膽跳的
[00:03:45.200 --> 00:03:47.200]  事件場面
[00:03:47.200 --> 00:03:49.200]  我們今天一起來
[00:03:49.200 --> 00:03:51.200]  看一段經文
[00:03:51.200 --> 00:03:53.200]  短短的約翰福音
[00:03:53.200 --> 00:03:55.200]  六章十六至二十一節
[00:03:55.200 --> 00:03:59.200]  我為大家讀出
[00:03:59.200 --> 00:04:01.200]  到這晚上
[00:04:01.200 --> 00:04:03.200]  他的門徒下海邊去
[00:04:03.200 --> 00:04:05.200]  上了船要過
[00:04:05.200 --> 00:04:07.200]  枉家白龍去
[00:04:07.200 --> 00:04:09.200]  天已經黑了
[00:04:09.200 --> 00:04:11.200]  耶穌還沒有來到他們那裡
[00:04:11.200 --> 00:04:13.200]  忽然狂風大作
[00:04:13.200 --> 00:04:15.200]  海就翻騰起來
[00:04:15.200 --> 00:04:17.200]  門徒就搖籠
[00:04:17.200 --> 00:04:19.200]  約了十里多路
[00:04:19.200 --> 00:04:21.200]  看見耶穌在水面上行
[00:04:21.200 --> 00:04:23.200]  漸漸近了船
[00:04:23.200 --> 00:04:25.200]  他們就懼怕
[00:04:25.200 --> 00:04:27.200]  耶穌對他們說
[00:04:27.200 --> 00:04:29.200]  是我不要怕
[00:04:29.200 --> 00:04:31.200]  門徒就歡喜接他上船
[00:04:31.200 --> 00:04:33.200]  船就立即到了
[00:04:33.200 --> 00:04:35.200]  他們所去的地方
[00:04:35.200 --> 00:04:37.200]  這段經文的
[00:04:37.200 --> 00:04:39.200]  前面是發生什麼事
[00:04:39.200 --> 00:04:41.200]  其實當時
[00:04:41.200 --> 00:04:43.200]  耶穌剛剛
[00:04:43.200 --> 00:04:45.200]  用了五個餅和兩條魚
[00:04:45.200 --> 00:04:47.200]  餵飽了五千
[00:04:47.200 --> 00:04:49.200]  男人
[00:04:49.200 --> 00:04:51.200]  不計小朋友和婦女
[00:04:51.200 --> 00:04:53.200]  如果我們
[00:04:53.200 --> 00:04:55.200]  看回這段經文
[00:04:55.200 --> 00:04:57.200]  沒有提及
[00:04:57.200 --> 00:04:59.200]  為什麼只有
[00:04:59.200 --> 00:05:01.200]  門徒在船上
[00:05:01.200 --> 00:05:03.200]  我們看同一個福音書
[00:05:03.200 --> 00:05:05.200]  有記載的就是
[00:05:05.200 --> 00:05:07.200]  馬太福音14:22-23
[00:05:07.200 --> 00:05:09.200]  原來耶穌立刻
[00:05:09.200 --> 00:05:11.200]  吹五餅二魚
[00:05:11.200 --> 00:05:13.200]  聚集了很多人
[00:05:13.200 --> 00:05:15.200]  耶穌就立即吹門徒上船
[00:05:15.200 --> 00:05:17.200]  叫他們先到對岸
[00:05:17.200 --> 00:05:19.200]  他就留下
[00:05:19.200 --> 00:05:21.200]  叫群眾散開
[00:05:21.200 --> 00:05:23.200]  他打點一切
[00:05:23.200 --> 00:05:25.200]  叫門徒先上船
[00:05:25.200 --> 00:05:27.200]  他解散了群眾
[00:05:27.200 --> 00:05:29.200]  就獨自上山禱告
[00:05:29.200 --> 00:05:31.200]  所以我們今天看約翰福音
[00:05:31.200 --> 00:05:33.200]  並不是在船上
[00:05:33.200 --> 00:05:35.200]  當時耶穌就上了
[00:05:35.200 --> 00:05:37.200]  加利利山
[00:05:37.200 --> 00:05:39.200]  門徒就揚帆出海
[00:05:39.200 --> 00:05:41.200]  朝著湖東北的岸
[00:05:41.200 --> 00:05:43.200]  去進發
[00:05:43.200 --> 00:05:45.200]  但是去到十九節
[00:05:45.200 --> 00:05:47.200]  我們看到
[00:05:47.200 --> 00:05:49.200]  當他們遙老前行了十多公里之後
[00:05:49.200 --> 00:05:51.200]  其實
[00:05:51.200 --> 00:05:53.200]  當時發生什麼事
[00:05:53.200 --> 00:05:55.200]  崩不順
[00:05:55.200 --> 00:05:57.200]  如果我們看馬可福音六章四十八節
[00:05:57.200 --> 00:05:59.200]  遙老甚苦
[00:05:59.200 --> 00:06:01.200]  不是一陣子
[00:06:01.200 --> 00:06:03.200]  是四天
[00:06:03.200 --> 00:06:05.200]  不僅是苦
[00:06:05.200 --> 00:06:07.200]  門徒去到湖中心
[00:06:07.200 --> 00:06:09.200]  突然狂風大作
[00:06:09.200 --> 00:06:11.200]  就好像我們人生
[00:06:11.200 --> 00:06:13.200]  已經日做夜做
[00:06:13.200 --> 00:06:15.200]  有時也很辛苦
[00:06:15.200 --> 00:06:17.200]  突然又有突發的事發生
[00:06:17.200 --> 00:06:19.200]  有時真的應接不來
[00:06:19.200 --> 00:06:21.200]  人生就是上上落落
[00:06:21.200 --> 00:06:23.200]  就好像門徒
[00:06:23.200 --> 00:06:25.200]  他們去到海中心
[00:06:25.200 --> 00:06:27.200]  難道不理嗎
[00:06:27.200 --> 00:06:29.200]  他們要繼續全力
[00:06:29.200 --> 00:06:31.200]  跟風暴搏鬥
[00:06:31.200 --> 00:06:33.200]  就好像要靠個人的力量
[00:06:33.200 --> 00:06:35.200]  撐住自己
[00:06:35.200 --> 00:06:37.200]  如果我們看到
[00:06:37.200 --> 00:06:39.200]  馬可福音六章四十八節
[00:06:39.200 --> 00:06:41.200]  耶穌那時是怎樣呢
[00:06:41.200 --> 00:06:43.200]  在耶穌看到
[00:06:43.200 --> 00:06:45.200]  門徒因為風不順
[00:06:45.200 --> 00:06:47.200]  遙老甚苦
[00:06:47.200 --> 00:06:49.200]  夜晚的四更
[00:06:49.200 --> 00:06:51.200]  就走在水面上
[00:06:51.200 --> 00:06:53.200]  往他們那裡去
[00:06:53.200 --> 00:06:55.200]  意思就是
[00:06:55.200 --> 00:06:57.200]  到他們那裡去
[00:06:57.200 --> 00:06:59.200]  當時耶穌雖然
[00:06:59.200 --> 00:07:01.200]  在山上祈禱
[00:07:01.200 --> 00:07:03.200]  但祂知道和看到
[00:07:03.200 --> 00:07:05.200]  門徒很辛苦
[00:07:05.200 --> 00:07:07.200]  如果我們
[00:07:07.200 --> 00:07:09.200]  看到十八節
[00:07:09.200 --> 00:07:11.200]  我們約翰福音
[00:07:11.200 --> 00:07:13.200]  六章十八節
[00:07:13.200 --> 00:07:15.200]  忽然海上捲起狂風
[00:07:15.200 --> 00:07:17.200]  波浪翻騰
[00:07:17.200 --> 00:07:19.200]  他就立即
[00:07:19.200 --> 00:07:21.200]  平靜了風浪
[00:07:21.200 --> 00:07:23.200]  他為什麼
[00:07:23.200 --> 00:07:25.200]  無端端
[00:07:25.200 --> 00:07:27.200]  要在水面上走呢
[00:07:27.200 --> 00:07:29.200]  有沒有想過
[00:07:29.200 --> 00:07:35.200]  他本來在山上
[00:07:35.200 --> 00:07:37.200]  然後
[00:07:37.200 --> 00:07:39.200]  門徒就在海上
[00:07:39.200 --> 00:07:41.200]  他知道了
[00:07:41.200 --> 00:07:43.200]  就立即說
[00:07:43.200 --> 00:07:45.200]  平靜風暴
[00:07:45.200 --> 00:07:47.200]  他為什麼要走在水面上呢
[00:07:47.200 --> 00:07:49.200]  大家有沒有想過
[00:07:49.200 --> 00:07:51.200]  難道耶穌基督
[00:07:51.200 --> 00:07:53.200]  要演一場秀
[00:07:53.200 --> 00:07:55.200]  或者
[00:07:55.200 --> 00:07:57.200]  展示他的能力
[00:07:57.200 --> 00:07:59.200]  給門徒看
[00:07:59.200 --> 00:08:01.200]  如果我們知道
[00:08:01.200 --> 00:08:03.200]  猶太文化裡面
[00:08:03.200 --> 00:08:05.200]  海洋象徵著混亂
[00:08:05.200 --> 00:08:07.200]  邪惡
[00:08:07.200 --> 00:08:09.200]  危險
[00:08:09.200 --> 00:08:11.200]  是人類無法掌控的區域
[00:08:11.200 --> 00:08:13.200]  如果我們看到舊約
[00:08:13.200 --> 00:08:15.200]  都是這樣說的
[00:08:15.200 --> 00:08:17.200]  在約伯記九章八節說
[00:08:17.200 --> 00:08:19.200]  唯有神才能夠
[00:08:19.200 --> 00:08:21.200]  步行海浪之上
[00:08:21.200 --> 00:08:23.200]  這裡想說什麼呢
[00:08:23.200 --> 00:08:25.200]  為什麼耶穌要走在水面上呢
[00:08:25.200 --> 00:08:27.200]  不是他要演一場秀
[00:08:27.200 --> 00:08:29.200]  或者要告訴門徒
[00:08:29.200 --> 00:08:31.200]  單單他有能力
[00:08:31.200 --> 00:08:33.200]  而是要告訴他
[00:08:33.200 --> 00:08:35.200]  他是上帝
[00:08:35.200 --> 00:08:37.200]  因為唯有上帝才可以
[00:08:37.200 --> 00:08:39.200]  步行在風浪之中
[00:08:39.200 --> 00:08:41.200]  當時耶穌走在海面上
[00:08:41.200 --> 00:08:43.200]  不單止是一個神跡
[00:08:43.200 --> 00:08:45.200]  他親自
[00:08:45.200 --> 00:08:47.200]  告訴門徒
[00:08:47.200 --> 00:08:49.200]  他要宣告他神的權柄
[00:08:49.200 --> 00:08:51.200]  他有超自然的力量
[00:08:51.200 --> 00:08:53.200]  並且能夠掌管混亂
[00:08:53.200 --> 00:08:55.200]  這一刻
[00:08:55.200 --> 00:08:57.200]  耶穌是彰顯
[00:08:57.200 --> 00:08:59.200]  他是一個超自然的主
[00:08:59.200 --> 00:09:01.200]  剛剛
[00:09:01.200 --> 00:09:03.200]  我看到馬可福音
[00:09:03.200 --> 00:09:05.200]  或者馬太福音
[00:09:05.200 --> 00:09:07.200]  都有說過這個神跡
[00:09:07.200 --> 00:09:09.200]  這個紀錄
[00:09:09.200 --> 00:09:11.200]  為什麼我要說約翰福音呢
[00:09:11.200 --> 00:09:13.200]  因為約翰福音裡面
[00:09:13.200 --> 00:09:15.200]  有七個神跡
[00:09:15.200 --> 00:09:17.200]  是耶穌基督所行的
[00:09:17.200 --> 00:09:19.200]  我們如果看到畫面裡面
[00:09:19.200 --> 00:09:21.200]  其實神跡
[00:09:21.200 --> 00:09:23.200]  如果我們看希臘文
[00:09:23.200 --> 00:09:25.200]  它是說記號
[00:09:25.200 --> 00:09:27.200]  所以耶穌所行的
[00:09:27.200 --> 00:09:29.200]  不單止是奇妙的事件
[00:09:29.200 --> 00:09:31.200]  也不是一些
[00:09:31.200 --> 00:09:33.200]  奇蹟
[00:09:33.200 --> 00:09:35.200]  而是他很想
[00:09:35.200 --> 00:09:37.200]  他很想顯示
[00:09:37.200 --> 00:09:39.200]  他啟示性的行動
[00:09:39.200 --> 00:09:41.200]  例如有水變酒
[00:09:41.200 --> 00:09:43.200]  有醫治
[00:09:43.200 --> 00:09:45.200]  大神的兒子
[00:09:45.200 --> 00:09:47.200]  有醫治不是大慈
[00:09:47.200 --> 00:09:49.200]  瘸腿的人
[00:09:49.200 --> 00:09:51.200]  有剛剛說的餵飽五千人
[00:09:51.200 --> 00:09:53.200]  五餅如魚
[00:09:53.200 --> 00:09:55.200]  然後我們今天看到的海上行走
[00:09:55.200 --> 00:09:57.200]  醫治了黑眼人
[00:09:57.200 --> 00:09:59.200]  並且他最後在一個神跡裡面
[00:09:59.200 --> 00:10:01.200]  為拉薩路
[00:10:01.200 --> 00:10:03.200]  死而復活
[00:10:03.200 --> 00:10:05.200]  如果我們看到這裡
[00:10:05.200 --> 00:10:07.200]  其實耶穌基督
[00:10:07.200 --> 00:10:09.200]  是很想顯示他的身份
[00:10:09.200 --> 00:10:11.200]  和他的使命
[00:10:11.200 --> 00:10:13.200]  這七個記號
[00:10:13.200 --> 00:10:15.200]  也是約翰福音
[00:10:15.200 --> 00:10:17.200]  整個核心
[00:10:17.200 --> 00:10:19.200]  強調了耶穌
[00:10:19.200 --> 00:10:21.200]  不單止他的神性
[00:10:21.200 --> 00:10:23.200]  也顯示了他是基督
[00:10:23.200 --> 00:10:25.200]  是拯救,是神的兒子
[00:10:25.200 --> 00:10:29.200]  在這裡我們的焦點
[00:10:29.200 --> 00:10:31.200]  看到耶穌基督的身份
[00:10:31.200 --> 00:10:33.200]  也讓我們看到
[00:10:33.200 --> 00:10:35.200]  信心的挑戰
[00:10:35.200 --> 00:10:37.200]  神跡不是要人
[00:10:37.200 --> 00:10:39.200]  看到做一些很奇妙的事
[00:10:39.200 --> 00:10:41.200]  那麼簡單
[00:10:41.200 --> 00:10:43.200]  神跡這個記號
[00:10:43.200 --> 00:10:45.200]  是要人超越眼見的信心
[00:10:45.200 --> 00:10:47.200]  進入了耶穌基督的身份
[00:10:47.200 --> 00:10:49.200]  和他的說話裡面
[00:10:49.200 --> 00:10:53.200]  如果我們看回19節
[00:10:53.200 --> 00:10:55.200]  約翰福音
[00:10:55.200 --> 00:10:57.200]  他們看見耶穌
[00:10:57.200 --> 00:10:59.200]  在水面潮著船行走的時候
[00:10:59.200 --> 00:11:01.200]  就很害怕
[00:11:01.200 --> 00:11:03.200]  可能他們比
[00:11:03.200 --> 00:11:05.200]  風浪更加害怕
[00:11:05.200 --> 00:11:07.200]  因為看到這位主
[00:11:07.200 --> 00:11:09.200]  他們的老師
[00:11:09.200 --> 00:11:11.200]  懂得在水面上走
[00:11:11.200 --> 00:11:13.200]  約翰福音形容門徒
[00:11:13.200 --> 00:11:15.200]  看到耶穌
[00:11:15.200 --> 00:11:17.200]  也不知道是主,他以為是鬼魂
[00:11:17.200 --> 00:11:19.200]  但他們看見他在海面上
[00:11:19.200 --> 00:11:21.200]  以為是鬼怪
[00:11:21.200 --> 00:11:23.200]  就喊叫起來
[00:11:23.200 --> 00:11:25.200]  男人都喊了出來
[00:11:25.200 --> 00:11:27.200]  真的很害怕
[00:11:27.200 --> 00:11:29.200]  其實比我也害怕
[00:11:29.200 --> 00:11:31.200]  然而
[00:11:31.200 --> 00:11:33.200]  什麼叫信心的挑戰呢
[00:11:33.200 --> 00:11:35.200]  約翰福音六章
[00:11:35.200 --> 00:11:37.200]  行在水面上
[00:11:37.200 --> 00:11:39.200]  不單止是平靜風浪
[00:11:39.200 --> 00:11:41.200]  而是那份挑戰
[00:11:41.200 --> 00:11:43.200]  就是門徒在恐懼裡面
[00:11:43.200 --> 00:11:45.200]  看到的耶穌
[00:11:45.200 --> 00:11:47.200]  提醒他們信心不是
[00:11:47.200 --> 00:11:49.200]  逃避風浪
[00:11:49.200 --> 00:11:51.200]  而是在風浪裡面
[00:11:51.200 --> 00:11:53.200]  認出這位耶穌
[00:11:53.200 --> 00:11:57.200]  這個挑戰就是
[00:11:57.200 --> 00:11:59.200]  在恐懼裡面看見耶穌的時候
[00:11:59.200 --> 00:12:01.200]  提醒我們的信心
[00:12:01.200 --> 00:12:03.200]  不單止是逃避
[00:12:03.200 --> 00:12:05.200]  這個風浪
[00:12:05.200 --> 00:12:07.200]  而是在風浪中
[00:12:07.200 --> 00:12:09.200]  認出這位主
[00:12:09.200 --> 00:12:11.200]  這位主就是與他們同在的主
[00:12:11.200 --> 00:12:13.200]  耶穌去到當中的時候
[00:12:13.200 --> 00:12:15.200]  怎樣呢
[00:12:15.200 --> 00:12:17.200]  神知道他們
[00:12:17.200 --> 00:12:19.200]  害怕
[00:12:19.200 --> 00:12:21.200]  知道他們不知道
[00:12:21.200 --> 00:12:23.200]  當中的神聖
[00:12:23.200 --> 00:12:25.200]  所以耶穌對門徒說
[00:12:25.200 --> 00:12:27.200]  是我
[00:12:27.200 --> 00:12:29.200]  不容怕
[00:12:29.200 --> 00:12:31.200]  20節那裡說
[00:12:31.200 --> 00:12:33.200]  不容怕
[00:12:33.200 --> 00:12:35.200]  如果我們看馬可福音
[00:12:35.200 --> 00:12:37.200]  第50節那裡說
[00:12:37.200 --> 00:12:39.200]  耶穌連忙對他們說
[00:12:39.200 --> 00:12:41.200]  你們放心
[00:12:41.200 --> 00:12:43.200]  是我不要怕
[00:12:43.200 --> 00:12:45.200]  因為這位主
[00:12:45.200 --> 00:12:47.200]  就是這麼貼心
[00:12:47.200 --> 00:12:49.200]  和這麼貼身的主
[00:12:49.200 --> 00:12:55.200]  祂就是一個這樣的神
[00:12:55.200 --> 00:12:57.200]  在馬可福音裡面
[00:12:57.200 --> 00:12:59.200]  不單止有七個神蹟
[00:12:59.200 --> 00:13:01.200]  七個宣告
[00:13:01.200 --> 00:13:03.200]  耶穌基督的宣告
[00:13:03.200 --> 00:13:05.200]  祂身份的宣告就是「我是」
[00:13:05.200 --> 00:13:07.200]  我們看到頭影片那裡
[00:13:07.200 --> 00:13:09.200]  也說到祂有七個
[00:13:09.200 --> 00:13:11.200]  宣告祂自己
[00:13:11.200 --> 00:13:13.200]  是一個怎樣的主
[00:13:13.200 --> 00:13:15.200]  祂揭示了
[00:13:15.200 --> 00:13:17.200]  祂神聖的那一面
[00:13:17.200 --> 00:13:19.200]  也揭示了給我們知道
[00:13:19.200 --> 00:13:21.200]  祂好像在《出埃及記》
[00:13:21.200 --> 00:13:23.200]  神和摩西說一樣
[00:13:23.200 --> 00:13:25.200]  「我是自有永有」那個「我是」
[00:13:25.200 --> 00:13:27.200]  祂是生命的糧
[00:13:27.200 --> 00:13:29.200]  祂是世界光
[00:13:29.200 --> 00:13:31.200]  祂是羊的門
[00:13:31.200 --> 00:13:33.200]  祂是好木人
[00:13:33.200 --> 00:13:35.200]  祂是道路真是生命
[00:13:35.200 --> 00:13:37.200]  祂是真的葡萄樹
[00:13:37.200 --> 00:13:39.200]  我們要連結於祂
[00:13:39.200 --> 00:13:41.200]  才會有更多的果子
[00:13:41.200 --> 00:13:43.200]  如果我們看回
[00:13:43.200 --> 00:13:45.200]  第20節那裡
[00:13:45.200 --> 00:13:47.200]  祂也出現了這個「我是」
[00:13:47.200 --> 00:13:49.200]  但是中文那裡寫了
[00:13:49.200 --> 00:13:51.200]  是我不要怕
[00:13:51.200 --> 00:13:53.200]  其實約翰很想用
[00:13:53.200 --> 00:13:55.200]  耶穌基督承用的「我是」
[00:13:55.200 --> 00:13:57.200]  來揭示祂的神聖
[00:13:57.200 --> 00:13:59.200]  為什麼呢?因為耶穌正在面對害怕的門徒
[00:13:59.200 --> 00:14:01.200]  祂表明自己的身份
[00:14:01.200 --> 00:14:03.200]  不單只是祂神聖
[00:14:03.200 --> 00:14:05.200]  祂的能力
[00:14:05.200 --> 00:14:07.200]  不單只是
[00:14:07.200 --> 00:14:09.200]  平靜風浪
[00:14:09.200 --> 00:14:11.200]  祂是親自來到
[00:14:11.200 --> 00:14:13.200]  害怕的耶穌面前
[00:14:13.200 --> 00:14:15.200]  是我
[00:14:15.200 --> 00:14:17.200]  不用怕
[00:14:17.200 --> 00:14:19.200]  這裡顯示了耶穌基督
[00:14:19.200 --> 00:14:21.200]  不單只是祂神聖和能力
[00:14:21.200 --> 00:14:23.200]  也顯示了耶穌基督的
[00:14:23.200 --> 00:14:25.200]  關懷和同在
[00:14:25.200 --> 00:14:27.200]  祂的神聖不是
[00:14:27.200 --> 00:14:29.200]  高高在上
[00:14:29.200 --> 00:14:31.200]  或者不是
[00:14:31.200 --> 00:14:33.200]  隔外觀火
[00:14:33.200 --> 00:14:35.200]  祂是來到
[00:14:35.200 --> 00:14:37.200]  門徒的旁邊
[00:14:37.200 --> 00:14:39.200]  在風浪裡
[00:14:39.200 --> 00:14:41.200]  不單只是祂權能的顯明
[00:14:41.200 --> 00:14:43.200]  也顯明了
[00:14:43.200 --> 00:14:45.200]  祂是一個保護者
[00:14:45.200 --> 00:14:47.200]  和一個引導者
[00:14:47.200 --> 00:14:49.200]  這就是我們認識的
[00:14:49.200 --> 00:14:51.200]  耶穌的重要身份
[00:14:51.200 --> 00:14:53.200]  人生
[00:14:53.200 --> 00:14:55.200]  都會有各樣的際遇
[00:14:55.200 --> 00:14:57.200]  就好像過山車一樣
[00:14:57.200 --> 00:14:59.200]  有高有低的時候
[00:14:59.200 --> 00:15:01.200]  因為耶穌說
[00:15:01.200 --> 00:15:03.200]  是我
[00:15:03.200 --> 00:15:05.200]  所以我們無論在什麼境況
[00:15:05.200 --> 00:15:07.200]  我們都可以
[00:15:07.200 --> 00:15:09.200]  像今天的主題
[00:15:09.200 --> 00:15:11.200]  上落過山車
[00:15:11.200 --> 00:15:13.200]  耶穌基督昔日的聲音
[00:15:13.200 --> 00:15:15.200]  今天我們一班
[00:15:15.200 --> 00:15:17.200]  信徒都聽到
[00:15:17.200 --> 00:15:19.200]  但我想說今天也發生在
[00:15:19.200 --> 00:15:21.200]  我們今天見證的
[00:15:21.200 --> 00:15:23.200]  Alex身上
[00:15:23.200 --> 00:15:25.200]  不如我邀請我們的團友
[00:15:25.200 --> 00:15:27.200]  雅加皮團友Alex
[00:15:27.200 --> 00:15:29.200]  分享他怎樣坐過山車的經驗
[00:15:29.200 --> 00:15:31.200]  有請Alex
[00:15:31.200 --> 00:15:45.200]  大家好 我是Alex
[00:15:45.200 --> 00:15:47.200]  這次我想和大家
[00:15:47.200 --> 00:15:49.200]  分享一個
[00:15:49.200 --> 00:15:51.200]  我家人患病的故事
[00:15:51.200 --> 00:15:53.200]  和這段經歷怎樣改變了
[00:15:53.200 --> 00:15:55.200]  我和神的關係
[00:15:55.200 --> 00:15:57.200]  先說說我的信主的背景
[00:15:57.200 --> 00:15:59.200]  其實當初我回教會
[00:15:59.200 --> 00:16:01.200]  是因為我未信主的媽媽
[00:16:01.200 --> 00:16:03.200]  她想我擴闊社交圈子
[00:16:03.200 --> 00:16:05.200]  她身邊有朋友
[00:16:05.200 --> 00:16:07.200]  回恩福 說恩福是一間
[00:16:07.200 --> 00:16:09.200]  很大的教會 應該容易認識到人
[00:16:09.200 --> 00:16:11.200]  我就很聽話地回來了
[00:16:11.200 --> 00:16:13.200]  怎料一回就回了七年
[00:16:13.200 --> 00:16:15.200]  而且
[00:16:15.200 --> 00:16:17.200]  不單在這教會認識到人
[00:16:17.200 --> 00:16:19.200]  最重要的是
[00:16:19.200 --> 00:16:21.200]  我先認識到神
[00:16:21.200 --> 00:16:23.200]  否則 過著平穩生活的我
[00:16:23.200 --> 00:16:25.200]  我怎想像到
[00:16:25.200 --> 00:16:27.200]  在這一年多的時間
[00:16:27.200 --> 00:16:29.200]  可以坐到這輛
[00:16:29.200 --> 00:16:31.200]  算是我人生中起伏最大的
[00:16:31.200 --> 00:16:33.200]  一次過山車
[00:16:33.200 --> 00:16:35.200]  先從我家的背景開始說起
[00:16:35.200 --> 00:16:37.200]  其實我在家的獨生子
[00:16:37.200 --> 00:16:39.200]  和父母一起住
