
[00:00:00.000 --> 00:00:03.000]  大英姐妹朋友們,祝你平安
[00:01:22.000 --> 00:01:24.000]  如果你中文翻譯為
[00:01:24.000 --> 00:01:25.000]  我願意的話
[00:01:25.000 --> 00:01:27.000]  你會想到什麼呢
[00:01:27.000 --> 00:01:30.000]  什麼呢
[00:01:30.000 --> 00:01:31.000]  結婚啊
[00:01:31.000 --> 00:01:34.000]  女士好像大聲一點
[00:01:34.000 --> 00:01:37.000]  男士好像沒什麼聲音
[00:01:37.000 --> 00:01:39.000]  兩個字翻譯
[00:01:39.000 --> 00:01:41.000]  我願意的話
[00:01:41.000 --> 00:01:45.000]  很多時候都會用在婚姻的誓盟上
[00:01:45.000 --> 00:01:47.000]  男方和女方
[00:01:47.000 --> 00:01:49.000]  在正婚人和家屬面前
[00:01:49.000 --> 00:01:52.000]  回應婚姻的盟誓
[00:01:52.000 --> 00:01:55.000]  男方說I do
[00:01:55.000 --> 00:01:59.000]  女方說I do
[00:01:59.000 --> 00:02:01.000]  是不是很美好
[00:02:01.000 --> 00:02:03.000]  是非常美好的
[00:02:03.000 --> 00:02:05.000]  因為進入婚姻的盟誓裡
[00:02:05.000 --> 00:02:08.000]  兩個人配偶彼此之間
[00:02:08.000 --> 00:02:12.000]  能夠為對方承擔起婚姻的責任
[00:02:12.000 --> 00:02:16.000]  能夠在婚姻裡彼此滿足
[00:02:16.000 --> 00:02:18.000]  建立一個和諧美滿的婚姻
[00:02:18.000 --> 00:02:21.000]  已結婚的弟兄姊妹
[00:02:21.000 --> 00:02:25.000]  你還記不記得自己的婚盟誓盟
[00:02:25.000 --> 00:02:27.000]  記不記得
[00:02:27.000 --> 00:02:29.000]  已結婚的
[00:02:29.000 --> 00:02:33.000]  我看到男士默默
[00:02:33.000 --> 00:02:36.000]  女士好像在背
[00:02:36.000 --> 00:02:38.000]  今天不需要你背
[00:02:38.000 --> 00:02:40.000]  你記得就行了
[00:02:40.000 --> 00:02:44.000]  但是有些人說I do
[00:02:44.000 --> 00:02:46.000]  使得他們想起墳墓
[00:02:46.000 --> 00:02:49.000]  因為婚姻一句的承諾
[00:02:49.000 --> 00:02:51.000]  I do
[00:02:51.000 --> 00:02:54.000]  以後就什麼都I do
[00:02:54.000 --> 00:02:56.000]  他說賺錢I do
[00:02:56.000 --> 00:02:59.000]  家務I do
[00:02:59.000 --> 00:03:02.000]  帶孩子I do
[00:03:02.000 --> 00:03:05.000]  連放狗都I do
[00:03:05.000 --> 00:03:09.000]  什麼都I do
[00:03:09.000 --> 00:03:12.000]  有人問不do可以嗎
[00:03:12.000 --> 00:03:14.000]  我看到有人搖頭
[00:03:14.000 --> 00:03:17.000]  說不可以,我很欣賞姐妹
[00:03:17.000 --> 00:03:21.000]  因為基督教的婚姻就是I do
[00:03:21.000 --> 00:03:26.000]  你要在婚盟裡建立你的配偶
[00:03:26.000 --> 00:03:28.000]  是利他的
[00:03:28.000 --> 00:03:32.000]  是一個神所設立的婚姻
[00:03:32.000 --> 00:03:35.000]  為什麼一個承諾I do
[00:03:35.000 --> 00:03:37.000]  我願意會帶來
[00:03:37.000 --> 00:03:40.000]  天堂和地獄這麼大的分別呢?
[00:03:40.000 --> 00:03:43.000]  其實全因為人的心
[00:03:43.000 --> 00:03:46.000]  人心究竟是否實實在在地
[00:03:46.000 --> 00:03:48.000]  願意承擔起
[00:03:48.000 --> 00:03:51.000]  盟約的承諾和責任
[00:03:51.000 --> 00:03:54.000]  其實天堂和地獄
[00:03:54.000 --> 00:03:57.000]  是由自己去選擇
[00:03:57.000 --> 00:03:58.000]  今天我們會從
[00:03:58.000 --> 00:04:00.000]  《馬太福音》二十二章
[00:04:00.000 --> 00:04:02.000]  一到十四節的經文
[00:04:02.000 --> 00:04:06.000]  裡面是說到婚宴的比喻
[00:04:06.000 --> 00:04:09.000]  我們去看看神和人的盟約
[00:04:09.000 --> 00:04:13.000]  人究竟應該怎樣去回應呢?
[00:04:13.000 --> 00:04:15.000]  我想請弟兄姐妹和我
[00:04:15.000 --> 00:04:19.000]  一同先中讀一到十節的經文
[00:04:19.000 --> 00:04:21.000]  經文在螢光幕上
[00:04:21.000 --> 00:04:23.000]  我們同心中讀
[00:04:23.000 --> 00:04:26.000]  耶穌又用比喻對他們說
[00:04:26.000 --> 00:04:28.000]  天國好比一個王
[00:04:28.000 --> 00:04:32.000]  為他兒子擺設取親的筵席
[00:04:32.000 --> 00:04:37.000]  他打發僕人去聖養聖餘
[00:04:37.000 --> 00:04:39.000]  他們卻不肯來
[00:04:39.000 --> 00:04:42.000]  王又打發別的僕人說
[00:04:42.000 --> 00:04:45.000]  你們去告訴那被要的人
[00:04:45.000 --> 00:04:48.000]  我的筵席已經預備好了
[00:04:48.000 --> 00:04:51.000]  牛和肥粥已經載了
[00:04:51.000 --> 00:04:53.000]  各樣都齊備
[00:04:53.000 --> 00:04:55.000]  請你們來赴宴
[00:04:55.000 --> 00:04:58.000]  那些人不理就走了
[00:04:58.000 --> 00:05:01.000]  一個自己田裡去
[00:05:01.000 --> 00:05:03.000]  一個做買賣去
[00:05:03.000 --> 00:05:05.000]  其餘的找著僕人
[00:05:05.000 --> 00:05:07.000]  凌辱他們
[00:05:07.000 --> 00:05:09.000]  把他們殺了
[00:05:09.000 --> 00:05:10.000]  王就帶路
[00:05:10.000 --> 00:05:13.000]  發兵除滅那些兇手
[00:05:13.000 --> 00:05:15.000]  燒毀他們的城
[00:05:15.000 --> 00:05:18.000]  於是王對僕人說
[00:05:18.000 --> 00:05:20.000]  喜宴已經齊備
[00:05:20.000 --> 00:05:23.000]  只是所要的人不配
[00:05:23.000 --> 00:05:27.000]  所以你們要往岔路口上去
[00:05:27.000 --> 00:05:30.000]  凡遇見的都要來赴宴
[00:05:30.000 --> 00:05:32.000]  那些僕人就出去
[00:05:32.000 --> 00:05:35.000]  到大路上
[00:05:35.000 --> 00:05:39.000]  凡遇見的不論善惡都招聚了來
[00:05:39.000 --> 00:05:42.000]  宴席上就坐滿了人
[00:05:42.000 --> 00:05:49.000]  我們會進入經文的第一部分
[00:05:49.000 --> 00:05:50.000]  是一到十節
[00:05:50.000 --> 00:05:51.000]  我給它題為
[00:05:51.000 --> 00:05:54.000]  「招聚眾人同坐席」
[00:05:54.000 --> 00:05:57.000]  經文裏面
[00:05:57.000 --> 00:06:00.000]  第一節一開始記述了
[00:06:00.000 --> 00:06:03.000]  耶穌又用比喻對他們說
[00:06:03.000 --> 00:06:05.000]  裏面有一個「又」字
[00:06:05.000 --> 00:06:08.000]  這個「又」字告訴我們
[00:06:08.000 --> 00:06:09.000]  在這個比喻之前
[00:06:09.000 --> 00:06:11.000]  還有比喻
[00:06:11.000 --> 00:06:17.000]  在前文第21章有兩個比喻
[00:06:17.000 --> 00:06:20.000]  首先是兩個兒子的比喻
[00:06:20.000 --> 00:06:23.000]  另外一個是田戶的比喻
[00:06:23.000 --> 00:06:25.000]  如果再加上婚宴的比喻
[00:06:25.000 --> 00:06:28.000]  其實是一連三個比喻
[00:06:28.000 --> 00:06:30.000]  這三個比喻揭示了
[00:06:30.000 --> 00:06:32.000]  以色列的不信
[00:06:32.000 --> 00:06:34.000]  他們拒絕了耶穌基督
[00:06:34.000 --> 00:06:38.000]  結果神的國就從以色列被奪去
[00:06:38.000 --> 00:06:40.000]  賜給了外邦人
[00:06:40.000 --> 00:06:42.000]  我們要特別留意
[00:06:42.000 --> 00:06:44.000]  三個比喻其實帶出了
[00:06:44.000 --> 00:06:48.000]  天國福音的三個階段
[00:06:48.000 --> 00:06:51.000]  要明白婚宴的比喻
[00:06:51.000 --> 00:06:56.000]  首先要了解前面的兩個比喻
[00:06:56.000 --> 00:06:59.000]  首先是兩個兒子的比喻
[00:06:59.000 --> 00:07:03.000]  在《瑪達福音》21章28到32節
[00:07:03.000 --> 00:07:06.000]  其實經文裏面說到
[00:07:06.000 --> 00:07:08.000]  主耶穌在世的時候
[00:07:08.000 --> 00:07:10.000]  他直接指出猶太人的祭司獎
[00:07:10.000 --> 00:07:12.000]  和民間的獎勞
[00:07:12.000 --> 00:07:14.000]  他們不相信施洗約翰
[00:07:14.000 --> 00:07:16.000]  所傳天國的福音
[00:07:16.000 --> 00:07:20.000]  他們不相信耶穌是基督
[00:07:20.000 --> 00:07:25.000]  相反當時的瑞利和昌紀
[00:07:25.000 --> 00:07:27.000]  他們看為罪人
[00:07:27.000 --> 00:07:30.000]  但他們竟然相信福音
[00:07:30.000 --> 00:07:32.000]  所以主耶穌說
[00:07:32.000 --> 00:07:38.000]  瑞利和昌紀賭給他們先進神的國
[00:07:38.000 --> 00:07:42.000]  接著耶穌說出第二個比喻
[00:07:42.000 --> 00:07:44.000]  是填護的比喻
[00:07:44.000 --> 00:07:48.000]  在《瑪達福音》21章33到46節
[00:07:48.000 --> 00:07:54.000]  填護的比喻是主耶穌預言自己將要受害被殺
[00:07:54.000 --> 00:07:56.000]  在比喻裏面
[00:07:56.000 --> 00:07:58.000]  兇惡的填護
[00:07:58.000 --> 00:08:02.000]  就是猶太的祭司獎和獎勞
[00:08:02.000 --> 00:08:06.000]  他們拒絕接受耶穌是神的兒子
[00:08:06.000 --> 00:08:08.000]  是尼塞亞
[00:08:08.000 --> 00:08:11.000]  更加要將他除滅釘死在十字架上
[00:08:11.000 --> 00:08:15.000]  所以耶穌預言
[00:08:15.000 --> 00:08:18.000]  神的國必從你們奪去
[00:08:18.000 --> 00:08:23.000]  賜給那能結果子的百姓
[00:08:23.000 --> 00:08:29.000]  今天我們都知道主耶穌基督的預言已經應驗
[00:08:29.000 --> 00:08:32.000]  神的國已經從以色列被奪去
[00:08:32.000 --> 00:08:37.000]  賜給那能結果子的百姓
[00:08:37.000 --> 00:08:40.000]  以色列被棄於一旁
[00:08:40.000 --> 00:08:43.000]  雖然以色列是神所揀選的民
[00:08:43.000 --> 00:08:46.000]  但是因為盲了
[00:08:46.000 --> 00:08:49.000]  他看不見神的審判
[00:08:49.000 --> 00:08:51.000]  他們硬心
[00:08:51.000 --> 00:08:55.000]  拒絕承認耶穌是尼塞亞
[00:08:55.000 --> 00:08:59.000]  《馬太福音》21章43節說到
[00:08:59.000 --> 00:09:02.000]  能結果子的百姓
[00:09:02.000 --> 00:09:05.000]  我們可以理解為教會
[00:09:05.000 --> 00:09:11.000]  包括了相信耶穌基督的猶太人和外邦人
[00:09:11.000 --> 00:09:15.000]  在彼得前書2章9節
[00:09:15.000 --> 00:09:18.000]  說到教會是被揀選的族類
[00:09:18.000 --> 00:09:20.000]  是有君尊的祭司
[00:09:20.000 --> 00:09:22.000]  是聖潔的國度
[00:09:22.000 --> 00:09:24.000]  是屬神的民
[00:09:24.000 --> 00:09:26.000]  所以今天教會
[00:09:26.000 --> 00:09:29.000]  無論是猶太人或外邦人
[00:09:29.000 --> 00:09:32.000]  只要他相信耶穌基督
[00:09:32.000 --> 00:09:34.000]  都成為神的子民
[00:09:34.000 --> 00:09:35.000]  歸為一
[00:09:35.000 --> 00:09:38.000]  教會承擔起福音的使命和責任
[00:09:38.000 --> 00:09:41.000]  宣揚耶穌基督的福音
[00:09:41.000 --> 00:09:44.000]  這是第二個比喻的重點
[00:09:44.000 --> 00:09:49.000]  接著我們回到婚宴的比喻
[00:09:49.000 --> 00:09:53.000]  這個比喻其實是指向天國的延籍
[00:09:53.000 --> 00:09:55.000]  和末世的審判
[00:09:55.000 --> 00:09:58.000]  如果你記得先前兩個比喻
[00:09:58.000 --> 00:10:00.000]  其實已經應驗了
[00:10:00.000 --> 00:10:02.000]  耶穌基督已經被釘十字架
[00:10:02.000 --> 00:10:04.000]  而且復活了
[00:10:04.000 --> 00:10:06.000]  所以第三個比喻對我們來說
[00:10:06.000 --> 00:10:09.000]  更顯得重要
[00:10:09.000 --> 00:10:13.000]  因為我們和比喻裡面的內容
[00:10:13.000 --> 00:10:15.000]  有切身的關係
[00:10:15.000 --> 00:10:19.000]  我們今天活在這個比喻的內容當中
[00:10:19.000 --> 00:10:22.000]  主的話一句都不會落空
[00:10:22.000 --> 00:10:24.000]  必定會實現
[00:10:24.000 --> 00:10:27.000]  昔日猶太人的不信
[00:10:27.000 --> 00:10:30.000]  他們被神棄於一旁
[00:10:30.000 --> 00:10:33.000]  成為了我們的借鑒
[00:10:33.000 --> 00:10:36.000]  如果你從經文裡面可以看出
[00:10:36.000 --> 00:10:40.000]  他們的不信其實是源於兩個不
[00:10:43.000 --> 00:10:46.000]  第三節的不肯
[00:10:46.000 --> 00:10:50.000]  和第五節的不理
[00:10:50.000 --> 00:10:56.000]  不肯這個肯字
[00:10:56.000 --> 00:10:57.000]  philo
[00:10:57.000 --> 00:11:00.000]  其實是有意願、意思
[00:11:00.000 --> 00:11:02.000]  或者是意欲
[00:11:02.000 --> 00:11:04.000]  你起惡的主張
[00:11:04.000 --> 00:11:07.000]  是表示了一個人的內心
[00:11:07.000 --> 00:11:09.000]  所發出的想法
[00:11:09.000 --> 00:11:12.000]  代表了一個人的意欲
[00:11:12.000 --> 00:11:15.000]  未去到行為這裡
[00:11:15.000 --> 00:11:18.000]  接著是第二個不
[00:11:18.000 --> 00:11:20.000]  不理
[00:11:20.000 --> 00:11:22.000]  Aminos
[00:11:22.000 --> 00:11:25.000]  不理這個字有忽略
[00:11:25.000 --> 00:11:29.000]  不重視、不理會的意思
[00:11:29.000 --> 00:11:32.000]  就好像希伯來書二章三節
[00:11:32.000 --> 00:11:35.000]  「我們若忽略這麼大的救恩
[00:11:35.000 --> 00:11:38.000]  怎能逃罪呢?」
[00:11:38.000 --> 00:11:41.000]  這個忽略在希臘原文
[00:11:41.000 --> 00:11:44.000]  和不理其實是同一個字
[00:11:44.000 --> 00:11:49.000]  是指人用行動來表達一個人的回應
[00:11:49.000 --> 00:11:50.000]  剛才說過
[00:11:50.000 --> 00:11:53.000]  不肯是一個意願
[00:11:53.000 --> 00:11:56.000]  不理是一個行動
[00:11:56.000 --> 00:12:00.000]  以色列人不肯回應神的約定
[00:12:00.000 --> 00:12:03.000]  去悔改相信耶穌基督
[00:12:03.000 --> 00:12:07.000]  他們更加不理神再三的邀請
[00:12:07.000 --> 00:12:10.000]  忽略了這麼大的救恩
[00:12:11.000 --> 00:12:14.000]  如果直接解釋
[00:12:14.000 --> 00:12:17.000]  婚宴比喻中的意思的話
[00:12:17.000 --> 00:12:18.000]  可以這樣說
[00:12:18.000 --> 00:12:20.000]  王其實是神
[00:12:20.000 --> 00:12:23.000]  他的兒子就是耶穌基督
[00:12:23.000 --> 00:12:25.000]  娶親的現值
[00:12:25.000 --> 00:12:28.000]  其實是在說天國婚宴裡的
[00:12:28.000 --> 00:12:30.000]  那種豐盛和喜悅
[00:12:30.000 --> 00:12:32.000]  這個比喻的中心
[00:12:32.000 --> 00:12:36.000]  是說到以色列要被棄於一旁
[00:12:36.000 --> 00:12:38.000]  福音要臨到外邦人
[00:12:38.000 --> 00:12:43.000]  第三節
[00:12:43.000 --> 00:12:46.000]  王第一次邀請被邀的人
[00:12:46.000 --> 00:12:48.000]  去出席婚宴
[00:12:48.000 --> 00:12:50.000]  這個其實是總結了
[00:12:50.000 --> 00:12:52.000]  施洗約翰和十二門徒
[00:12:52.000 --> 00:12:54.000]  他們邀請以色列
[00:12:54.000 --> 00:12:58.000]  相信耶穌基督出席天國宴席
[00:12:58.000 --> 00:12:59.000]  但是很可惜
[00:12:59.000 --> 00:13:01.000]  以色列不肯
[00:13:01.000 --> 00:13:02.000]  不肯接受這個邀請
[00:13:02.000 --> 00:13:04.000]  他們不肯來
[00:13:04.000 --> 00:13:06.000]  之後更加將他們的主
[00:13:06.000 --> 00:13:10.000]  耶穌基督被釘死在十字架上
[00:13:10.000 --> 00:13:13.000]  第一節可以說
[00:13:13.000 --> 00:13:17.000]  總結了馬太福音第21章裡
[00:13:17.000 --> 00:13:19.000]  兩個的比喻
[00:13:19.000 --> 00:13:22.000]  而第二次的邀請
[00:13:22.000 --> 00:13:26.000]  在第四到六節
[00:13:26.000 --> 00:13:29.000]  是指到《史徒行傳》裡的記載
[00:13:29.000 --> 00:13:31.000]  福音要傳到外邦
[00:13:31.000 --> 00:13:34.000]  但是傳到外邦之前
[00:13:34.000 --> 00:13:36.000]  才要傳到猶太人當中
[00:13:36.000 --> 00:13:38.000]  有些人不理會福音
[00:13:38.000 --> 00:13:41.000]  猶太人他們拒絕了福音
[00:13:41.000 --> 00:13:42.000]  不理會福音
[00:13:42.000 --> 00:13:46.000]  更加粗暴地對待傳福音的使者
[00:13:46.000 --> 00:13:52.000]  大部分的使徒都要信道
[00:13:52.000 --> 00:13:56.000]  接著去到第七、第八節
[00:13:56.000 --> 00:13:57.000]  因為這樣
[00:13:57.000 --> 00:14:01.000]  王就牢牢、憤怒
[00:14:01.000 --> 00:14:05.000]  對以色列展開審判
[00:14:05.000 --> 00:14:07.000]  神就派兵
[00:14:07.000 --> 00:14:09.000]  按著歷史的記載
[00:14:09.000 --> 00:14:12.000]  神使用羅馬軍團
[00:14:12.000 --> 00:14:14.000]  羅馬的將軍提多
[00:14:14.000 --> 00:14:18.000]  在主後七十年毀滅耶路撒冷
[00:14:18.000 --> 00:14:21.000]  和大部分以色列的國土
[00:14:21.000 --> 00:14:24.000]  以色列的歷史告訴我們
[00:14:24.000 --> 00:14:28.000]  神用羅馬人去懲罰以色列
[00:14:28.000 --> 00:14:33.000]  神用羅馬人成為器皿
[00:14:33.000 --> 00:14:35.000]  雖然羅馬軍隊不認識神
[00:14:35.000 --> 00:14:38.000]  但是成為神所用的兵團
[00:14:38.000 --> 00:14:41.000]  去審判了以色列
[00:14:41.000 --> 00:14:44.000]  其實審判的原因很簡單
[00:14:44.000 --> 00:14:47.000]  在第八節裏面已經說到
[00:14:47.000 --> 00:14:52.000]  「因為所要的人不賠」
[00:14:52.000 --> 00:14:56.000]  之後接著是第九、第十節
[00:14:56.000 --> 00:14:58.000]  因為以色列不肯接受福音
[00:14:58.000 --> 00:15:00.000]  忽略了神的救恩
[00:15:00.000 --> 00:15:04.000]  結果福音就臨到外邦人當中
[00:15:04.000 --> 00:15:07.000]  其實以色列本來是蒙神呼召
[00:15:07.000 --> 00:15:11.000]  被分別出來歸神自己為聖
[00:15:11.000 --> 00:15:12.000]  成為神的子民
[00:15:12.000 --> 00:15:15.000]  但是他們不肯接受神的邀請
[00:15:15.000 --> 00:15:18.000]  不理會神的救恩
[00:15:18.000 --> 00:15:23.000]  究竟以色列人當時關心、專注的是甚麼呢?
[00:15:23.000 --> 00:15:28.000]  他們為何連神給他們的救恩都忽略呢?
[00:15:28.000 --> 00:15:34.000]  在第五、第六節的經文
[00:15:34.000 --> 00:15:37.000]  我們就能夠看出一二
[00:15:37.000 --> 00:15:43.000]  原來他們專注的是自己的田產和生意
[00:15:43.000 --> 00:15:45.000]  第五節這樣說
[00:15:45.000 --> 00:15:47.000]  「那些人不理就走了
[00:15:47.000 --> 00:15:50.000]  一個人一個到自己田裡去
[00:15:50.000 --> 00:15:52.000]  一個做買賣去
[00:15:52.000 --> 00:15:55.000]  其餘的人找著僕人凌辱他們
[00:15:55.000 --> 00:15:58.000]  把他們殺了」
[00:15:58.000 --> 00:16:02.000]  他們只是顧著自己的家產、生意
[00:16:02.000 --> 00:16:05.000]  更加有人任意而行
[00:16:05.000 --> 00:16:08.000]  去凌辱殺害主的僕人
[00:16:08.000 --> 00:16:10.000]  如果今天來說
[00:16:10.000 --> 00:16:13.000]  可以說他們當神舞蹈
[00:16:13.000 --> 00:16:17.000]  弟兄姊妹
[00:16:17.000 --> 00:16:22.000]  我們是否和昔日的以色列人一樣呢?
[00:16:22.000 --> 00:16:27.000]  我們將自己的眼目究竟定精在哪裏呢?
[00:16:27.000 --> 00:16:28.000]  在你的金錢?
[00:16:28.000 --> 00:16:30.000]  戶口有多少錢?
[00:16:30.000 --> 00:16:36.000]  抑或你將它定精在你的樓宇、房屋、田產裏面
[00:16:36.000 --> 00:16:39.000]  或者在個人的利益上
[00:16:39.000 --> 00:16:44.000]  你有沒有忽略神給你的救恩和照明?
[00:16:45.000 --> 00:16:48.000]  還記不記得上一次向人傳福音
[00:16:48.000 --> 00:16:51.000]  去關心人的時候是何時呢?
[00:16:51.000 --> 00:16:54.000]  很多弟兄姊妹
[00:16:54.000 --> 00:16:56.000]  初信的時候心裏很火熱
[00:16:56.000 --> 00:16:58.000]  包括我在內
[00:16:58.000 --> 00:17:01.000]  要立志去傳福音結果子
[00:17:01.000 --> 00:17:04.000]  但是信主的年日久了
[00:17:04.000 --> 00:17:07.000]  工作或者家庭的事務
[00:17:07.000 --> 00:17:09.000]  很多繁瑣的事
[00:17:09.000 --> 00:17:12.000]  使得我們都忘了過去
[00:17:12.000 --> 00:17:16.000]  很多時候都忘記了昔日對福音的熱誠
[00:17:16.000 --> 00:17:20.000]  忘記了神給我們的照明
[00:17:20.000 --> 00:17:26.000]  所以保羅都提醒提摩太
[00:17:26.000 --> 00:17:29.000]  希望保羅對提摩太的提醒
[00:17:29.000 --> 00:17:32.000]  都成為你和我的勉勵
[00:17:32.000 --> 00:17:37.000]  在提摩太後書一章五到七節
[00:17:37.000 --> 00:17:39.000]  不如我們一起讀
[00:17:39.000 --> 00:17:42.000]  想到你心裏無偽之信
[00:17:42.000 --> 00:17:46.000]  這信是先在你外祖母羅儀
[00:17:46.000 --> 00:17:49.000]  和你母親尤尼基心裏的
[00:17:49.000 --> 00:17:52.000]  我深信也在你的心裏
[00:17:52.000 --> 00:17:54.000]  為此我提醒你
[00:17:54.000 --> 00:17:59.000]  使你將神賜我安手所給你的恩賜
[00:17:59.000 --> 00:18:02.000]  災如火挑旺起來
[00:18:02.000 --> 00:18:06.000]  因為神賜給我們不是膽怯的心
[00:18:06.000 --> 00:18:10.000]  乃是剛強仁愛謹守的心
[00:18:10.000 --> 00:18:13.000]  保羅提醒提摩太
[00:18:13.000 --> 00:18:17.000]  可以看到其實提摩太都有這樣的需要
[00:18:17.000 --> 00:18:19.000]  我們每一個人
[00:18:19.000 --> 00:18:20.000]  每一個弟兄姊妹
[00:18:20.000 --> 00:18:23.000]  其實都有低谷的時間
[00:18:23.000 --> 00:18:26.000]  但是我們需要被提醒
[00:18:26.000 --> 00:18:28.000]  神的話語提醒了我們
[00:18:28.000 --> 00:18:33.000]  我們更加希望弟兄姊妹能夠互相提醒
[00:18:33.000 --> 00:18:35.000]  我們傳福音的熱誠
[00:18:35.000 --> 00:18:37.000]  從無減退
[00:18:37.000 --> 00:18:40.000]  因為我們的信是無偽
[00:18:40.000 --> 00:18:42.000]  是真實的
[00:18:42.000 --> 00:18:45.000]  我們要經常檢視自己的生命
[00:18:45.000 --> 00:18:47.000]  互相提醒
[00:18:47.000 --> 00:18:51.000]  因為神給我們的召命和恩惠
[00:18:51.000 --> 00:18:54.000]  是永永遠遠的
[00:18:54.000 --> 00:18:55.000]  弟兄姊妹
[00:18:55.000 --> 00:18:58.000]  如果你對福音的火熱減退了
[00:18:58.000 --> 00:19:01.000]  我請你將你的恩賜
[00:19:01.000 --> 00:19:06.000]  心志再如火挑旺起來
[00:19:06.000 --> 00:19:10.000]  你的福音對象是誰呢?
[00:19:10.000 --> 00:19:11.000]  或者在這一刻
[00:19:11.000 --> 00:19:15.000]  你的腦裏掛念的是誰呢?
[00:19:15.000 --> 00:19:17.000]  我希望你
[00:19:17.000 --> 00:19:20.000]  今天是國慶節的假期
[00:19:20.000 --> 00:19:24.000]  或者接下來還有兩天的假期
[00:19:24.000 --> 00:19:27.000]  所以希望你抓緊這個時間和機會
[00:19:27.000 --> 00:19:29.000]  打電話給你關心的對象
[00:19:29.000 --> 00:19:32.000]  打個電話去問候他
[00:19:32.000 --> 00:19:34.000]  關切他
[00:19:34.000 --> 00:19:38.000]  我相信神必帶領你開路
[00:19:38.000 --> 00:19:40.000]  使你所傳的福音和關切
[00:19:40.000 --> 00:19:43.000]  能夠臨到當事人當中
[00:19:43.000 --> 00:19:44.000]  因為神應許過
[00:19:44.000 --> 00:19:47.000]  祂必與你同在
[00:19:47.000 --> 00:19:51.000]  如果我們時常互勉
[00:19:51.000 --> 00:19:54.000]  我們就不會閒覽不記果子
[00:19:54.000 --> 00:19:57.000]  當我們再見神的面的時候
[00:19:57.000 --> 00:20:02.000]  我們更加不至於羞愧
[00:20:02.000 --> 00:20:05.000]  所以當我們見神的面的時候
[00:20:05.000 --> 00:20:09.000]  因為你有福分進到當中
[00:20:09.000 --> 00:20:12.000]  去到經文的第二部分
[00:20:12.000 --> 00:20:15.000]  唯獨選民才合宜
[00:20:15.000 --> 00:20:16.000]  你信了耶穌
[00:20:16.000 --> 00:20:20.000]  你能夠在現席當中
[00:20:20.000 --> 00:20:25.000]  有我們同讀經文的第十一到十四節
[00:20:25.000 --> 00:20:28.000]  王進來見賓客
[00:20:28.000 --> 00:20:32.000]  看到那裡有一個沒有穿禮服的人
[00:20:32.000 --> 00:20:33.000]  就對他說
[00:20:33.000 --> 00:20:36.000]  朋友,你到這裡來
[00:20:36.000 --> 00:20:38.000]  怎麼不穿禮服呢?
[00:20:38.000 --> 00:20:40.000]  那人無言可答
[00:20:40.000 --> 00:20:42.000]  於是王對侍從說
[00:20:42.000 --> 00:20:45.000]  捆起他的手腳
[00:20:45.000 --> 00:20:48.000]  把他拎在外邊的黑暗裡
[00:20:48.000 --> 00:20:51.000]  在那裡他要哀哭切此了
[00:20:51.000 --> 00:20:53.000]  因為被召的人多
[00:20:53.000 --> 00:20:57.000]  選上的人少
[00:20:57.000 --> 00:20:59.000]  這部分的經文
[00:20:59.000 --> 00:21:01.000]  我們需要問兩條問題
[00:21:01.000 --> 00:21:07.000]  第一,為什麼不穿禮服參加婚宴
