
[00:00:00.000 --> 00:00:02.560]  各位晚堂的弟兄姊妹大家好
[00:04:23.560 --> 00:04:25.920]  我很希望能夠付諸實行
[00:04:25.920 --> 00:04:27.840]  第四就是
[00:04:27.840 --> 00:04:30.680]  獨自能夠在修道院
[00:04:30.680 --> 00:04:33.360]  或者一些退修的場所
[00:04:33.360 --> 00:04:35.840]  並且在那裏過夜
[00:04:35.840 --> 00:04:37.040]  就是留宿
[00:04:37.040 --> 00:04:41.120]  讓自己可以花多一點時間
[00:04:41.120 --> 00:04:44.520]  在一個小房間裏面
[00:04:44.520 --> 00:04:46.520]  禱告獨神的話語
[00:04:46.520 --> 00:04:48.920]  或者甚至禁食一兩天
[00:04:48.920 --> 00:04:51.680]  這也是我很喜歡的活動
[00:04:53.280 --> 00:04:54.680]  第五條
[00:04:54.680 --> 00:04:59.240]  我會喜歡閱讀《一個分別出來的地方》這本書
[00:04:59.240 --> 00:05:01.680]  你說我聽都沒有聽過
[00:05:01.680 --> 00:05:02.640]  不要緊的
[00:05:02.640 --> 00:05:04.680]  其實主要是講甚麼呢?
[00:05:04.680 --> 00:05:07.160]  是一些類似靈修的書目
[00:05:07.160 --> 00:05:08.520]  如果你喜歡看
[00:05:08.520 --> 00:05:10.400]  《每日與主同行》
[00:05:10.400 --> 00:05:11.480]  這也是的
[00:05:11.480 --> 00:05:14.960]  又或者是一些《心意更新而變化》
[00:05:14.960 --> 00:05:16.160]  靈修的書籍
[00:05:16.160 --> 00:05:17.760]  這也是屬於的
[00:05:17.760 --> 00:05:19.440]  第六條
[00:05:19.440 --> 00:05:23.520]  我會真的十分享受在晚上
[00:05:23.520 --> 00:05:26.200]  有些時間過安靜、警醒
[00:05:26.200 --> 00:05:28.320]  立下一些短期的誓約
[00:05:28.320 --> 00:05:31.120]  以及保持一個安靜、靜默的時候
[00:05:31.120 --> 00:05:34.800]  以及簡化我自己的生命
[00:05:34.800 --> 00:05:36.600]  六條
[00:05:36.600 --> 00:05:39.600]  第一條最高是五分
[00:05:39.600 --> 00:05:41.200]  最貼近你的就是五分
[00:05:41.200 --> 00:05:45.080]  換言之如果你答完六條
[00:05:45.080 --> 00:05:46.600]  最高可以三十分
[00:05:46.600 --> 00:05:48.000]  最少是甚麼?
[00:05:48.960 --> 00:05:50.360]  沒有零
[00:05:50.360 --> 00:05:52.160]  最少是五分
[00:05:52.160 --> 00:05:56.400]  有答案了嗎?
[00:05:56.400 --> 00:05:58.560]  有了嗎?
[00:05:58.560 --> 00:06:00.200]  有了是嗎?
[00:06:00.200 --> 00:06:03.240]  其實它不是一個很嚴格的分析
[00:06:03.240 --> 00:06:06.520]  只是讓我們知道你的傾向是怎樣
[00:06:06.520 --> 00:06:08.600]  如果你加起來
[00:06:08.600 --> 00:06:11.400]  你的總分有十五分或者以上
[00:06:11.400 --> 00:06:15.600]  就表示你會有這種屬靈的素質
[00:06:15.600 --> 00:06:21.680]  都是傾向多享受安靜、獨處、操練
[00:06:21.680 --> 00:06:25.400]  其實每一個人因著他的個性
[00:06:25.400 --> 00:06:28.440]  又或者我們一些客觀的環境
[00:06:28.440 --> 00:06:30.600]  其實在屬靈的操練上
[00:06:30.600 --> 00:06:32.920]  可以有不同的方式
[00:06:32.920 --> 00:06:35.080]  不過我們都知道
[00:06:35.080 --> 00:06:37.880]  方式其實只不過是一個途徑
[00:06:37.880 --> 00:06:39.640]  更加重要的就是
[00:06:39.640 --> 00:06:41.120]  透過這個途徑
[00:06:41.120 --> 00:06:43.560]  我們能夠去親近我們的神
[00:06:44.720 --> 00:06:47.240]  所謂的引收者的氣質
[00:06:47.240 --> 00:06:52.000]  就是他會傾向獨處、禁慾、簡樸
[00:06:52.000 --> 00:06:54.000]  以及一些深刻的毀身
[00:06:54.000 --> 00:06:56.880]  我們可以說
[00:06:56.880 --> 00:06:59.800]  在這些收到者的氣質
[00:06:59.800 --> 00:07:03.040]  其實是代表他不怕一些操練
[00:07:03.040 --> 00:07:07.680]  他願意過一些比較嚴謹或者嚴格的生活
[00:07:07.680 --> 00:07:12.520]  以及願意一些個人安靜、獨處的信徒
[00:07:13.120 --> 00:07:15.840]  事實上如果是這一類的信徒的時候
[00:07:15.840 --> 00:07:17.120]  他就會發覺
[00:07:17.120 --> 00:07:19.200]  如果有這些元素
[00:07:19.200 --> 00:07:22.960]  其實可以喚醒了他內在心靈裏面
[00:07:22.960 --> 00:07:27.160]  那種與神同在的元素
[00:07:27.160 --> 00:07:29.680]  他覺得會很享受、很舒服
[00:07:29.680 --> 00:07:33.280]  但是很多時候很諷刺的是甚麼呢?
[00:07:33.280 --> 00:07:35.240]  很諷刺的就是現代人
[00:07:35.240 --> 00:07:39.680]  我們其實很多時候都是活在一種孤獨
[00:07:39.680 --> 00:07:45.040]  以及完全隔離在一個很普遍的文化下
[00:07:45.040 --> 00:07:50.560]  但是我們卻不是很懂得如何去獨處
[00:07:50.560 --> 00:07:52.680]  或者這麼說
[00:07:52.680 --> 00:07:56.480]  因為我們的獨處大部分都是被動的
[00:07:56.480 --> 00:07:57.280]  是不是?
[00:07:57.280 --> 00:08:00.240]  如果你的大廈可能被人家中了
[00:08:00.240 --> 00:08:01.760]  你就被隔離了
[00:08:01.760 --> 00:08:04.480]  被迫隔離
[00:08:04.480 --> 00:08:09.560]  不是我們自己個人去選擇有這個空間
[00:08:10.360 --> 00:08:12.920]  在聖經的福音書裏面
[00:08:12.920 --> 00:08:14.480]  告訴我們
[00:08:14.480 --> 00:08:20.800]  耶穌常常都來尋求有自己個人安靜、獨處的時間
[00:08:20.800 --> 00:08:23.360]  有一句說話我們都很熟悉的
[00:08:23.360 --> 00:08:26.360]  就是「此日早晨天未亮的時候
[00:08:26.360 --> 00:08:29.560]  耶穌就起來到曠野地方去
[00:08:29.560 --> 00:08:31.680]  在那裏禱告」
[00:08:31.680 --> 00:08:35.520]  曠野這個詞
[00:08:35.520 --> 00:08:38.800]  Solitary Place這個詞
[00:08:38.800 --> 00:08:41.440]  是指到荒廢
[00:08:41.440 --> 00:08:46.480]  表示在環境上比較荒蕪的一個處境
[00:08:46.480 --> 00:08:49.560]  我們又知道耶穌
[00:08:49.560 --> 00:08:54.160]  當祂的生命面對著最大考驗的時候
[00:08:54.160 --> 00:08:57.280]  特別是耶穌去到這個赫西瑪利園
[00:08:57.280 --> 00:09:01.640]  雖然這個地方並不是一個不毛之地
[00:09:01.640 --> 00:09:06.400]  但是當一個人的生命落在一個很黑暗的狀況的時候
[00:09:07.080 --> 00:09:10.720]  即使在那裏長滿了花草樹木
[00:09:10.720 --> 00:09:15.120]  其實這個環境仍然是一個很荒涼
[00:09:15.120 --> 00:09:19.160]  我們看到耶穌仍然可以在當中
[00:09:19.160 --> 00:09:23.800]  為自己尋獲一個獨處的空間
[00:09:23.800 --> 00:09:31.160]  今天我們就嘗試從耶穌的經歷
[00:09:31.160 --> 00:09:33.880]  我們來看看如何學習
[00:09:34.280 --> 00:09:37.480]  透過曠野的意象
[00:09:37.480 --> 00:09:40.920]  來給我們提醒
[00:09:40.920 --> 00:09:45.480]  在《馬可福音》第一章十二到十三節
[00:09:45.480 --> 00:09:46.480]  這個經文
[00:09:46.480 --> 00:09:49.080]  找到的時候我們一起讀出來
[00:09:49.080 --> 00:09:53.080]  「聖靈就把耶穌催到曠野裏去
[00:09:53.080 --> 00:09:55.760]  他在曠野四十天
[00:09:55.760 --> 00:09:57.760]  受撒旦的試探
[00:09:57.760 --> 00:10:00.480]  並與野獸同在一處
[00:10:00.480 --> 00:10:03.480]  且有天使來自後他」
[00:10:04.480 --> 00:10:06.680]  今天我會分開兩個段落
[00:10:06.680 --> 00:10:10.080]  第一個段落提到生命曠野的一些歷練
[00:10:10.080 --> 00:10:12.600]  在這裏第一章第十二節
[00:10:12.600 --> 00:10:13.560]  聖經說
[00:10:13.560 --> 00:10:17.360]  「聖靈就把耶穌催到曠野去」
[00:10:17.360 --> 00:10:19.360]  曠野
[00:10:19.360 --> 00:10:24.880]  其實除了是一種對環境的描述
[00:10:24.880 --> 00:10:29.880]  也是更有更深的象徵性的意義
[00:10:31.040 --> 00:10:35.040]  在耶穌當祂要開始出來傳道接仙
[00:10:35.040 --> 00:10:36.440]  聖經說
[00:10:36.440 --> 00:10:39.840]  「聖靈就催逼耶穌去到曠野」
[00:10:39.840 --> 00:10:42.040]  好像彷彿告訴我們
[00:10:42.040 --> 00:10:45.040]  這是一個必須要經過的一步
[00:10:45.040 --> 00:10:47.840]  經歷了曠野的洗禮
[00:10:47.840 --> 00:10:52.240]  耶穌才開始祂的侍奉生命
[00:10:52.240 --> 00:10:56.640]  在曠野裏面
[00:10:57.240 --> 00:11:01.440]  我們看到也是聖經常用的一個意象
[00:11:01.440 --> 00:11:05.240]  特別當以色列人他們出埃及的時候
[00:11:05.240 --> 00:11:07.240]  他們就經過曠野
[00:11:07.240 --> 00:11:12.440]  這是代表著離開一個圍爐之地
[00:11:12.440 --> 00:11:15.040]  進入一個自由之地
[00:11:15.040 --> 00:11:17.040]  必須要經過的地方
[00:11:17.040 --> 00:11:18.840]  亦很多時候說
[00:11:18.840 --> 00:11:23.640]  我們是一個生命轉化必須經歷的階段
[00:11:23.640 --> 00:11:26.040]  在曠野
[00:11:26.720 --> 00:11:31.440]  以色列人他們面對著種種的艱難和考驗
[00:11:31.440 --> 00:11:34.840]  有人很想走回頭
[00:11:34.840 --> 00:11:38.440]  有人不斷來埋怨抱怨
[00:11:38.440 --> 00:11:43.240]  亦有人甚至在曠野裏面離棄神
[00:11:43.240 --> 00:11:49.040]  所以住在沙漠的一些靈修大師
[00:11:49.040 --> 00:11:50.640]  就這樣提醒我們
[00:11:50.640 --> 00:11:54.040]  他說原來要進入沙漠或者曠野
[00:11:54.040 --> 00:11:56.440]  我們必須要很小心
[00:11:56.760 --> 00:12:00.360]  他說因為在這一種一無所有的地方
[00:12:00.360 --> 00:12:04.160]  人就會面對真正的自己
[00:12:04.160 --> 00:12:07.560]  他說人性裏面的驕傲
[00:12:07.560 --> 00:12:11.760]  在這個時候很容易會走出來去吞噬人
[00:12:11.760 --> 00:12:14.560]  人性深處的一些孤獨
[00:12:14.560 --> 00:12:17.760]  亦都會使人去找狂
[00:12:17.760 --> 00:12:22.360]  人性各種的慾念會浮現出來
[00:12:22.360 --> 00:12:24.360]  叫人不能自拔
[00:12:25.560 --> 00:12:29.360]  所以在一個好像萬籟寂靜
[00:12:29.360 --> 00:12:31.360]  四野無人
[00:12:31.360 --> 00:12:35.560]  人面對的就是我們真正的自己
[00:12:35.560 --> 00:12:37.560]  所以概括而言
[00:12:37.560 --> 00:12:39.160]  安靜獨處
[00:12:39.160 --> 00:12:41.360]  其實是要幫助我們
[00:12:41.360 --> 00:12:44.160]  去來到一個時間
[00:12:44.160 --> 00:12:46.560]  讓我們面對我們自己
[00:12:46.560 --> 00:12:48.760]  第二
[00:12:48.760 --> 00:12:52.360]  在這個一無所有的曠野裏面
[00:12:52.360 --> 00:12:55.160]  人不單止要面對真實的自己
[00:12:55.160 --> 00:12:59.960]  同時間我們都要面對這位真實的上帝
[00:12:59.960 --> 00:13:00.960]  真實的神
[00:13:00.960 --> 00:13:06.960]  有時我們如果試過離開城市
[00:13:06.960 --> 00:13:11.160]  去到一些郊外或者偏僻的地方
[00:13:11.160 --> 00:13:12.960]  我們就發現了
[00:13:12.960 --> 00:13:13.960]  發現甚麼呢
[00:13:13.960 --> 00:13:16.560]  沒有了城市的光害
[00:13:16.560 --> 00:13:21.960]  在晚上我們才能夠看到天上的繁星
[00:13:21.960 --> 00:13:23.960]  同樣
[00:13:24.160 --> 00:13:25.160]  在曠野
[00:13:25.160 --> 00:13:30.160]  一切人為的一些阻隔都消失的時候
[00:13:30.160 --> 00:13:34.560]  我們都可以能夠看到真實的神的景象
[00:13:34.560 --> 00:13:36.760]  這幅圖畫
[00:13:36.760 --> 00:13:39.160]  有沒有見過
[00:13:39.160 --> 00:13:42.760]  是宮崎駿天空之城
[00:13:42.760 --> 00:13:45.160]  其實我想找的不是這幅
[00:13:45.160 --> 00:13:45.960]  不過沒有
[00:13:45.960 --> 00:13:47.760]  有版權的問題
[00:13:47.760 --> 00:13:49.760]  所以只能夠用這幅
[00:13:49.760 --> 00:13:52.160]  有一幅是我很深刻的
[00:13:52.160 --> 00:13:54.960]  就是最後一幕的情景
[00:13:54.960 --> 00:13:58.960]  就是那個浮在天空的城堡裏面
[00:13:58.960 --> 00:14:03.760]  因為飛行石唸咒語
[00:14:03.760 --> 00:14:08.760]  所以整個城堡的外在建築都塌了
[00:14:08.760 --> 00:14:09.560]  剝落了
[00:14:09.560 --> 00:14:12.760]  都是不斷地剝落的時候
[00:14:12.760 --> 00:14:14.360]  最後呈現的是甚麼
[00:14:14.360 --> 00:14:17.160]  原來那是一棵樹
[00:14:17.160 --> 00:14:21.760]  其實是在表達一個生命的根源
[00:14:21.760 --> 00:14:22.360]  是吧
[00:14:22.360 --> 00:14:26.760]  所以其實
[00:14:26.760 --> 00:14:30.360]  當我們去到一個很安靜
[00:14:30.360 --> 00:14:32.960]  自己去面對自己
[00:14:32.960 --> 00:14:34.760]  面對上帝的時候
[00:14:34.760 --> 00:14:40.560]  有時正正是問我們裏面內在真實的情況
[00:14:40.560 --> 00:14:43.160]  當然這裏又告訴我們
[00:14:43.160 --> 00:14:45.560]  人性內在的弱點
[00:14:45.560 --> 00:14:48.160]  有時就會蒙蔽我們的眼睛
[00:14:48.160 --> 00:14:50.960]  叫我們看不見我們的神
[00:14:51.560 --> 00:14:54.160]  但如果我們願意的時候
[00:14:54.160 --> 00:14:56.160]  原來曠野
[00:14:56.160 --> 00:15:02.560]  就會變成人與神一個相遇很好的地方
[00:15:02.560 --> 00:15:04.160]  最親密的地方
[00:15:04.160 --> 00:15:07.160]  當然這個曠野我再強調
[00:15:07.160 --> 00:15:09.560]  不只是真的要去到一個曠野
[00:15:09.560 --> 00:15:10.560]  一個沙漠
[00:15:10.560 --> 00:15:12.960]  而是在說一個空間
[00:15:12.960 --> 00:15:17.960]  你不讓其他的東西來打擾你的一個空間
[00:15:20.160 --> 00:15:23.760]  曠野就是我們學習來到去親近神
[00:15:23.760 --> 00:15:28.160]  在這裏人不再能夠靠自己的財富
[00:15:28.160 --> 00:15:29.760]  學位
[00:15:29.760 --> 00:15:31.360]  社會的地位
[00:15:31.360 --> 00:15:33.160]  人只能夠謙卑下來
[00:15:33.160 --> 00:15:35.960]  回復到生命的一無所有
[00:15:35.960 --> 00:15:38.160]  我們只能夠仰賴神
[00:15:38.160 --> 00:15:43.360]  只能夠在神那裏去領受生命那個真正無限的價值
[00:15:43.360 --> 00:15:49.160]  在曠野裏面歷練的經歷
[00:15:49.560 --> 00:15:51.560]  除了面對自己
[00:15:51.560 --> 00:15:52.560]  面對神
[00:15:52.560 --> 00:15:56.160]  第三方面這裏提醒我們就是要面對考驗
[00:15:56.160 --> 00:15:59.960]  聖靈就催逼耶穌進入曠野
[00:15:59.960 --> 00:16:05.560]  看來就好像要耶穌經歷曠野這個考驗
[00:16:05.560 --> 00:16:09.160]  讓祂成為一個一無所有
[00:16:09.160 --> 00:16:10.760]  只能夠依靠神
[00:16:10.760 --> 00:16:12.360]  唯有這樣
[00:16:12.360 --> 00:16:15.360]  祂才能夠進入這個塵世
[00:16:15.360 --> 00:16:19.360]  而不被世俗來牽引
[00:16:20.360 --> 00:16:22.360]  我們知道沒多久
[00:16:22.360 --> 00:16:25.360]  耶穌就要進入人群當中
[00:16:25.360 --> 00:16:28.960]  祂要受群眾的擁戴
[00:16:28.960 --> 00:16:31.960]  但唯有經歷了曠野這個考驗
[00:16:31.960 --> 00:16:40.560]  祂才能夠不被群眾的歡呼、愛、擁戴之聲來掩蓋自己
[00:16:40.560 --> 00:16:43.760]  而能夠發出在曠野裏面
[00:16:43.760 --> 00:16:48.160]  一個很清純、很真摯的呼聲
[00:16:49.160 --> 00:16:51.160]  很快我們知道
[00:16:51.160 --> 00:16:56.160]  耶穌也要面對僵化了的宗教力量
[00:16:56.160 --> 00:16:57.760]  和祂周旋
[00:16:57.760 --> 00:17:01.160]  面對宗教領袖的挑戰
[00:17:01.160 --> 00:17:05.760]  也唯有耶穌經歷了曠野的考驗
[00:17:05.760 --> 00:17:09.960]  祂才能擺脫一些制度上的負累
[00:17:09.960 --> 00:17:13.160]  而向人傳遞一個真實的信仰
[00:17:13.160 --> 00:17:14.960]  沒多久
[00:17:15.160 --> 00:17:18.160]  耶穌也要面對政治的不義
[00:17:18.160 --> 00:17:21.160]  接受他們的審判
[00:17:21.160 --> 00:17:24.160]  同樣唯有經過曠野的考驗
[00:17:24.160 --> 00:17:27.760]  祂才能夠輕視強權的威嚇
[00:17:27.760 --> 00:17:33.160]  而將生命單單的來交託在神的手當中
[00:17:33.160 --> 00:17:38.160]  所以我在這裏問問大家
[00:17:38.160 --> 00:17:39.760]  在座的每一位弟兄姊妹
[00:17:39.760 --> 00:17:41.560]  或者是網上的朋友
[00:17:42.360 --> 00:17:45.360]  在你的人生、生命裏面
[00:17:45.360 --> 00:17:47.760]  或者是在侍奉的過程裏面
[00:17:47.760 --> 00:17:51.160]  有沒有曾經進入過曠野
[00:17:51.160 --> 00:17:55.960]  好讓我們自己在當中有些學習和提醒
[00:17:55.960 --> 00:18:00.160]  在曠野
[00:18:00.160 --> 00:18:01.960]  人變得一無所有
[00:18:01.960 --> 00:18:03.560]  一無所靠
[00:18:03.560 --> 00:18:05.760]  但我們卻是明白到
[00:18:05.760 --> 00:18:10.960]  神就是我們整個生命的終極之柱
[00:18:11.360 --> 00:18:13.160]  就是我們的支撐點
[00:18:13.160 --> 00:18:14.960]  在曠野
[00:18:14.960 --> 00:18:16.960]  人好像命源一線
[00:18:16.960 --> 00:18:17.960]  一無所有
[00:18:17.960 --> 00:18:18.960]  一無靠
[00:18:18.960 --> 00:18:20.960]  但我們也知道
[00:18:20.960 --> 00:18:24.560]  這位神就是那條不會斷的線
[00:18:24.560 --> 00:18:27.960]  不過我們又看到
[00:18:27.960 --> 00:18:31.560]  現代人我們不喜歡曠野
[00:18:31.560 --> 00:18:35.960]  我們會將曠野改建為城市
[00:18:38.160 --> 00:18:41.560]  我們會將曠野加添一些色彩
[00:18:41.560 --> 00:18:44.960]  可以在裏面騎騎駱駝
[00:18:44.960 --> 00:18:47.960]  玩玩四驅車
[00:18:47.960 --> 00:18:52.960]  玩玩在曠野裏面飛馳
[00:18:52.960 --> 00:18:58.760]  我們會將曠野變成刺激好玩的一個歷期
[00:18:58.760 --> 00:19:04.560]  將曠野變成點綴人生的一些消閒的項目
[00:19:05.560 --> 00:19:08.760]  我們不喜歡變成一無所有
[00:19:08.760 --> 00:19:09.760]  是不是
[00:19:09.760 --> 00:19:11.560]  喜歡嗎
[00:19:11.560 --> 00:19:15.960]  我們的經濟活動
[00:19:15.960 --> 00:19:19.560]  就是要將我們從一無所有
[00:19:19.560 --> 00:19:21.960]  變成樣樣都有
[00:19:21.960 --> 00:19:23.960]  我們的科技
[00:19:23.960 --> 00:19:27.760]  就是要將多元化的產品變成現實
[00:19:27.760 --> 00:19:29.960]  我們的消費活動
[00:19:29.960 --> 00:19:32.960]  就是要將多樣化的享受
[00:19:32.960 --> 00:19:35.360]  變成我們生命的必需
[00:19:36.360 --> 00:19:41.160]  在一個所謂沒有曠野的世界裏面
[00:19:41.160 --> 00:19:47.160]  我們就要找很多東西來肯定我們自己
[00:19:47.160 --> 00:19:49.560]  但原來這些東西
[00:19:49.560 --> 00:19:53.560]  卻成為了我們心靈裏面的光害
[00:19:53.560 --> 00:19:58.160]  使得我們看不到天上的繁星
[00:20:01.360 --> 00:20:06.160]  或者如果我們真的要活出所謂門徒的身份的時候
[00:20:06.160 --> 00:20:10.560]  我們就要學習一種活在曠野的心境
[00:20:10.560 --> 00:20:14.760]  在這裏我們再沒有炫耀
[00:20:14.760 --> 00:20:16.560]  沒有驕傲
[00:20:16.560 --> 00:20:18.760]  我們沒有將我們的生命
[00:20:18.760 --> 00:20:24.160]  來寄託一些沒有意義的事情上
[00:20:24.160 --> 00:20:27.360]  生命的雜質除開的時候
[00:20:27.360 --> 00:20:30.760]  留下的就是很單純的一個生命
[00:20:30.960 --> 00:20:33.760]  我們可以坦然面對我們的神
[00:20:33.760 --> 00:20:35.560]  心無旁愛
[00:20:35.560 --> 00:20:37.760]  唯有這種生命
[00:20:37.760 --> 00:20:40.760]  我們才能夠一心一意去完成
[00:20:40.760 --> 00:20:44.160]  上帝給我們的天上的使命
[00:20:44.160 --> 00:20:46.560]  第四方面
[00:20:46.560 --> 00:20:48.960]  其實在曠野裏面
[00:20:48.960 --> 00:20:50.560]  有第四個學習
[00:20:50.560 --> 00:20:52.560]  就是面對罪性
[00:20:52.560 --> 00:20:54.760]  在第十三節
[00:20:54.760 --> 00:20:57.360]  這一節經文很特別的
[00:20:57.360 --> 00:20:59.360]  大家可以慢慢去咀嚼一下
[00:20:59.360 --> 00:21:00.760]  去默想一下
[00:21:00.960 --> 00:21:02.160]  第十三節裏說
[00:21:02.160 --> 00:21:04.160]  「他在曠野四十天
[00:21:04.160 --> 00:21:06.160]  受撒旦的試探
[00:21:06.160 --> 00:21:08.960]  並與野獸同在一處
[00:21:08.960 --> 00:21:11.760]  且有天使來侍候他」
[00:21:11.760 --> 00:21:16.160]  根據這段經文的描述
[00:21:16.160 --> 00:21:19.560]  好像有一個很強烈的意象
[00:21:19.560 --> 00:21:20.760]  意象是甚麼?
[00:21:20.760 --> 00:21:22.560]  一邊就是撒旦
[00:21:22.560 --> 00:21:23.160]  是嗎?
[00:21:23.160 --> 00:21:24.560]  另一邊呢?
[00:21:24.560 --> 00:21:26.560]  是甚麼?
[00:21:26.560 --> 00:21:28.360]  是天使
[00:21:28.760 --> 00:21:33.960]  所以好像是一種抗衡的力量
[00:21:33.960 --> 00:21:37.160]  在周旋對壘的一種情況
[00:21:37.160 --> 00:21:40.160]  聖經描述
