
[00:00:00.000 --> 00:00:04.240]  今晚我好開心能夠在大家中間一起分享神的說話
[00:01:57.840 --> 00:02:00.240]  避開一些敏感的話題
[00:02:00.240 --> 00:02:02.320]  當我們有感觸的時候
[00:02:02.320 --> 00:02:06.520]  我們也會避開令我們傷心或者憤怒的人或者事
[00:02:06.520 --> 00:02:09.920]  在教會裏面我們同樣也會有擾導
[00:02:09.920 --> 00:02:12.320]  星期日不要想出門
[00:02:12.320 --> 00:02:16.600]  不如留在家裏聽網上的崇拜
[00:02:16.600 --> 00:02:19.120]  不再回來實體的聚會
[00:02:19.120 --> 00:02:21.720]  以為可能分別也不是很大
[00:02:21.720 --> 00:02:25.160]  但到頭來可能會慢慢養成自己一個習慣
[00:02:25.160 --> 00:02:27.400]  就是做自己喜歡做的事
[00:02:27.400 --> 00:02:29.440]  不想花時間花心力
[00:02:29.440 --> 00:02:32.800]  只是很想留在自己的安恕區裏面
[00:02:32.800 --> 00:02:34.800]  就選擇擾導
[00:02:34.800 --> 00:02:37.080]  卻是錯失了很多甜蜜
[00:02:37.080 --> 00:02:39.720]  以及很珍貴美好的片段
[00:02:39.720 --> 00:02:43.040]  今日分享的經文是約翰福音第四章
[00:02:43.040 --> 00:02:48.520]  發生的地方也正是一般猶太人不會去的地方
[00:02:48.520 --> 00:02:52.720]  雖然是最快一條路去到加利利
[00:02:52.720 --> 00:02:55.080]  但因著宗教的緣故
[00:02:55.080 --> 00:02:56.320]  他們會擾導
[00:02:56.320 --> 00:02:58.920]  不想去接觸撒瑪利亞人
[00:02:58.920 --> 00:03:00.960]  不經過他們的村莊
[00:03:00.960 --> 00:03:03.240]  但耶穌卻沒有這樣做
[00:03:03.240 --> 00:03:06.680]  反而刻意走到這個地區裏面
[00:03:06.680 --> 00:03:09.480]  接觸一個破碎的生命
[00:03:09.480 --> 00:03:11.920]  重建他的生命
[00:03:11.920 --> 00:03:14.640]  當我們讀到約翰福音第四章的時候
[00:03:14.640 --> 00:03:18.920]  大家很多時候的焦點都是落在撒瑪利亞婦人
[00:03:18.920 --> 00:03:21.320]  和耶穌相遇的一幕
[00:03:21.320 --> 00:03:23.440]  因為關於活水
[00:03:23.440 --> 00:03:24.440]  關於敬拜
[00:03:24.440 --> 00:03:28.800]  關於一個生命由隱藏自己到公開為主作見證
[00:03:28.800 --> 00:03:31.520]  實在是一個翻天覆地的故事
[00:03:31.520 --> 00:03:33.360]  不知道大家還記不記得
[00:03:33.360 --> 00:03:36.080]  當門徒買完食物回來的時候
[00:03:36.080 --> 00:03:40.160]  耶穌和門徒說了一段好像很簡單
[00:03:40.160 --> 00:03:43.800]  卻是很具有深度的對話
[00:03:43.800 --> 00:03:46.920]  很多時候我們都會忽略了
[00:03:46.920 --> 00:03:49.800]  首先我們重溫當時的場景
[00:03:49.800 --> 00:03:53.200]  耶穌刻意去到撒瑪利亞這個地方
[00:03:53.200 --> 00:03:55.160]  因走路困乏
[00:03:55.160 --> 00:03:56.600]  坐在井旁
[00:03:56.600 --> 00:04:00.520]  祂口渴向這個婦人要水
[00:04:00.520 --> 00:04:02.680]  耶穌面對飢餓
[00:04:02.680 --> 00:04:05.360]  門徒也進城去買食物
[00:04:05.360 --> 00:04:10.480]  當門徒匆匆忙忙買了食物回來給耶穌吃的時候
[00:04:10.480 --> 00:04:14.680]  耶穌卻是說了一句石破天驚的說話
[00:04:14.680 --> 00:04:18.400]  「我有食物吃,是你們不知道的」
[00:04:18.400 --> 00:04:21.120]  門徒聽完之後一頭霧水
[00:04:21.120 --> 00:04:24.640]  以為有人偷偷送了食物給耶穌
[00:04:24.640 --> 00:04:27.320]  耶穌於是清楚在當中指出
[00:04:27.320 --> 00:04:31.360]  「我的食物就是遵行差我來者的旨意
[00:04:31.360 --> 00:04:33.360]  造成他的功」
[00:04:33.360 --> 00:04:37.760]  這段經文不僅是耶穌對門徒的教導
[00:04:37.760 --> 00:04:41.880]  更加是對今天信徒一個很重要的啟示
[00:04:41.880 --> 00:04:43.760]  今天我們要從兩個角度
[00:04:43.760 --> 00:04:47.400]  在當中去思考這段經文對我們有什麼啟發
[00:04:47.400 --> 00:04:50.960]  第一就是宣教不是一個次要的任務
[00:04:50.960 --> 00:04:53.280]  而是一個生命的糧
[00:04:53.280 --> 00:04:56.200]  第二就是宣教不是未來的事
[00:04:56.200 --> 00:04:58.520]  而是眼前的收割
[00:04:58.520 --> 00:05:00.680]  首先我們一起去讀一下
[00:05:00.680 --> 00:05:04.280]  《約翰福音》四章三十一到三十四節
[00:05:04.280 --> 00:05:08.280]  就在這個時候門徒求耶穌說
[00:05:08.280 --> 00:05:10.160]  「拉比請吃吧」
[00:05:10.160 --> 00:05:11.920]  耶穌對他們說
[00:05:11.920 --> 00:05:15.320]  「我有食物吃,是你們不知道的」
[00:05:15.320 --> 00:05:17.040]  門徒就彼此說
[00:05:17.040 --> 00:05:20.400]  「難道有人拿什麼給他吃了嗎?」
[00:05:20.400 --> 00:05:22.200]  耶穌對他們說
[00:05:22.200 --> 00:05:26.720]  「我的食物就是要遵行差我來那位的旨意
[00:05:26.720 --> 00:05:29.000]  完成他的工作」
[00:05:29.000 --> 00:05:33.000]  首先我們一起看看門徒關心的是什麼
[00:05:33.000 --> 00:05:34.720]  在三十一節裏面講到
[00:05:34.720 --> 00:05:38.400]  就是這個時候門徒求耶穌說
[00:05:38.400 --> 00:05:40.160]  「拉比請吃吧」
[00:05:40.160 --> 00:05:43.240]  經文指出門徒求耶穌
[00:05:43.240 --> 00:05:46.880]  表達門徒很關心耶穌肉體的需要
[00:05:46.880 --> 00:05:50.520]  由此可見門徒很疼愛他們這位老師
[00:05:50.520 --> 00:05:51.880]  擔心他餓壞
[00:05:51.880 --> 00:05:54.920]  所以他說「拉比請吃」
[00:05:54.920 --> 00:05:56.440]  不單是一種愛心
[00:05:56.440 --> 00:06:00.760]  更加是作為門徒在當中對他的老師一個責任
[00:06:00.760 --> 00:06:04.400]  但在這個時候耶穌利用這個機會將門徒的注意力
[00:06:04.400 --> 00:06:09.640]  從一個物質的層次提升到一個屬靈的層次
[00:06:09.640 --> 00:06:14.000]  耶穌說「我有食物吃,是你們不知道的」
[00:06:14.000 --> 00:06:18.200]  門徒之所以不知道是因為他們入了城
[00:06:18.200 --> 00:06:21.920]  期間他們錯過了最重要的一幕
[00:06:21.920 --> 00:06:25.680]  一個被唾棄的婦人能夠得著活水
[00:06:25.680 --> 00:06:28.280]  破碎的心靈被重建
[00:06:28.280 --> 00:06:31.400]  整個的最佳城因此被震動
[00:06:31.400 --> 00:06:35.240]  門徒回來的時候只看見眼前所買的食物
[00:06:35.240 --> 00:06:39.240]  卻看不到耶穌因為遵行天父的旨意
[00:06:39.240 --> 00:06:42.720]  而得到那份喜樂和飽足
[00:06:42.720 --> 00:06:46.680]  這個同樣可能是今天我們很多基督徒的光景
[00:06:46.680 --> 00:06:51.800]  很多時候我們都不太願意參與宣教或傳福音的工作
[00:06:51.800 --> 00:06:55.920]  很多時候我們的理由都可能覺得自己太忙了
[00:06:55.920 --> 00:06:58.760]  可能太累、沒時間、沒能力
[00:06:58.760 --> 00:07:03.920]  但其實真相是我們將生命的滿足感擺錯位
[00:07:03.920 --> 00:07:08.360]  我們以為美食、休息、安逸、世俗這些成就
[00:07:08.360 --> 00:07:10.840]  可以帶給我們滿足
[00:07:10.840 --> 00:07:12.920]  卻從未體會過
[00:07:12.920 --> 00:07:16.840]  原來是遵行神的旨意、拯救人的靈魂
[00:07:16.840 --> 00:07:19.040]  那份屬天的甘甜
[00:07:19.040 --> 00:07:24.440]  耶穌給教會的大使命是要建立萬民作主的門徒
[00:07:24.440 --> 00:07:28.080]  今天很多教會都著重門徒的訓練
[00:07:28.080 --> 00:07:31.520]  透過不同的課程、活動去幫助弟兄姊妹
[00:07:31.520 --> 00:07:33.760]  去成為主的門徒
[00:07:33.760 --> 00:07:36.120]  本來是一個很好的事情
[00:07:36.120 --> 00:07:40.120]  但不知為何門徒訓練往往可能只是著重
[00:07:40.120 --> 00:07:42.640]  怎樣去跟主、建立一份關係
[00:07:42.640 --> 00:07:45.920]  享受個人在當中去親近主
[00:07:45.920 --> 00:07:50.280]  但卻是對宣教、傳福音卻不感興趣
[00:07:50.280 --> 00:07:54.800]  若果教會栽培的門徒只是停留關心個人的滿足感
[00:07:54.800 --> 00:07:58.760]  似乎仍未能夠完全遵行神的旨意
[00:07:58.760 --> 00:08:01.080]  完成神的工作
[00:08:01.080 --> 00:08:03.760]  還有一段很大很大的距離
[00:08:03.760 --> 00:08:04.600]  親愛的弟兄姊妹
[00:08:04.600 --> 00:08:08.800]  耶穌看重的就是我們是否遵行天父的旨意
[00:08:08.800 --> 00:08:13.720]  遠比眼前肉身、個人的需要更加重要
[00:08:13.720 --> 00:08:17.960]  為何耶穌用食物來比喻遵行神的旨意呢?
[00:08:17.960 --> 00:08:20.800]  因為食物是生存的必需品
[00:08:20.800 --> 00:08:22.680]  是力量的來源
[00:08:22.680 --> 00:08:25.080]  也是滿足感的所在
[00:08:25.080 --> 00:08:26.240]  如果沒有了食物
[00:08:26.240 --> 00:08:29.320]  我們會飢餓、會軟弱、會死亡
[00:08:29.320 --> 00:08:32.160]  今日香港人講求穩食
[00:08:32.160 --> 00:08:35.000]  每逢週末都會捲弄捲臘
[00:08:35.000 --> 00:08:38.320]  甚至不想吃好東西
[00:08:38.320 --> 00:08:40.480]  我相信大家都曾經試過
[00:08:40.480 --> 00:08:42.680]  希望能夠享受生命
[00:08:42.680 --> 00:08:44.880]  帶來心靈的慰藉
[00:08:44.880 --> 00:08:46.800]  某些信徒亦都會一樣
[00:08:46.800 --> 00:08:50.440]  純粹覺得心靈裏有疲乏、無力
[00:08:50.440 --> 00:08:53.400]  很喜歡吃屬靈的自助餐
[00:08:53.400 --> 00:08:56.760]  選擇聽某某名目的講道
[00:08:56.760 --> 00:08:59.160]  選擇不參加某些聚會
[00:08:59.160 --> 00:09:02.840]  只是喜歡參與自己喜歡的侍奉
[00:09:02.840 --> 00:09:06.280]  卻從未遵行神旨意去服侍
[00:09:06.280 --> 00:09:08.920]  去建立門徒、去傳福音
[00:09:08.920 --> 00:09:11.040]  令自己是屬靈的肥伴
[00:09:11.040 --> 00:09:13.240]  加上消化不良
[00:09:13.240 --> 00:09:15.080]  耶穌在此告訴我們
[00:09:15.080 --> 00:09:17.480]  對一個跟隨神的人來說
[00:09:17.480 --> 00:09:19.400]  參與神國度的擴展
[00:09:19.400 --> 00:09:23.440]  是整個屬靈生命的能源當中的動力
[00:09:23.440 --> 00:09:27.760]  甚至是維持我們每個人生命最基本的需要
[00:09:27.760 --> 00:09:29.760]  所以宣教、傳福音
[00:09:29.760 --> 00:09:33.360]  不是教會給我們一份課外活動
[00:09:33.360 --> 00:09:35.880]  而是在我們靈明裏面
[00:09:35.880 --> 00:09:39.760]  能夠活下去一個很重要的主糧
[00:09:39.760 --> 00:09:43.560]  很多時候我們都覺得宣教很遙遠
[00:09:43.560 --> 00:09:45.240]  是其他人的事
[00:09:45.240 --> 00:09:46.360]  跟我無關
[00:09:46.360 --> 00:09:49.920]  因為我們將宣教當成一個額外的工作
[00:09:49.920 --> 00:09:52.480]  而不是看為生命的糧
[00:09:52.480 --> 00:09:55.720]  當我們不想要去吃好東西的時候
[00:09:55.720 --> 00:09:58.680]  我們會不辭勞苦跨越邊界
[00:09:58.680 --> 00:10:00.360]  都無所謂
[00:10:00.360 --> 00:10:02.400]  但為了靈魂的飽足
[00:10:02.400 --> 00:10:05.560]  我們是否都願意跨越心靈的邊界
[00:10:05.560 --> 00:10:07.480]  跨越地理的界限
[00:10:07.480 --> 00:10:09.960]  願意遵行神的吩咐呢?
[00:10:09.960 --> 00:10:11.480]  作主的功呢?
[00:10:11.480 --> 00:10:15.040]  當我們真正明白耶穌的心意的時候
[00:10:15.040 --> 00:10:16.760]  我們看見一個靈魂
[00:10:16.760 --> 00:10:19.960]  因為聽見福音而得到改變的時候
[00:10:19.960 --> 00:10:21.760]  那種喜樂的滿足
[00:10:21.760 --> 00:10:26.080]  是任何山珍海味都無法在當中去比擬
[00:10:26.080 --> 00:10:27.000]  換句話說
[00:10:27.000 --> 00:10:29.960]  宣教不是某些弟兄姊妹的任務
[00:10:29.960 --> 00:10:32.560]  而是每一位信徒
[00:10:32.560 --> 00:10:35.320]  耶穌基督給我們的使命
[00:10:35.320 --> 00:10:38.280]  因此教會存在的目的是宣教
[00:10:38.280 --> 00:10:42.120]  正如耶穌基督在大使命要人作主的門徒
[00:10:42.120 --> 00:10:46.240]  終極的目標不是要個人去享受親近主
[00:10:46.240 --> 00:10:50.040]  而是要差遣門徒到世界不同的地方裡面
[00:10:50.040 --> 00:10:54.040]  帶領人在當中成為主的門徒
[00:10:54.040 --> 00:10:56.720]  今天有不同膚色的人
[00:10:56.720 --> 00:10:59.640]  流散在世界不同的地方
[00:10:59.640 --> 00:11:02.920]  香港也都有很多很多不同種類的
[00:11:02.920 --> 00:11:06.440]  即是各籍的人在香港裡面居住
[00:11:06.440 --> 00:11:10.600]  教會可以在本地接觸到這班未得之民
[00:11:10.600 --> 00:11:14.720]  所以蔡錦濤博士講到一句話
[00:11:14.720 --> 00:11:17.760]  宣教不是只是一個策略
[00:11:17.760 --> 00:11:21.080]  而是教會裡面整體的生活方式
[00:11:21.080 --> 00:11:24.760]  是每個信徒都可以在當中去參與
[00:11:24.760 --> 00:11:27.760]  不再是一個遙不可及的事情
[00:11:27.760 --> 00:11:30.120]  有位目者在當中分享
[00:11:30.120 --> 00:11:32.520]  當我們忽略了參與宣教的時候
[00:11:32.520 --> 00:11:35.560]  我們就會錯過了能夠讓靈魂飽足
[00:11:35.560 --> 00:11:37.640]  這份屬靈的食物
[00:11:37.640 --> 00:11:39.880]  不知道大家是否認同
[00:11:39.880 --> 00:11:42.520]  大家有沒有試過聽到別人的分享
[00:11:42.520 --> 00:11:44.960]  見證或神的作為的時候
[00:11:44.960 --> 00:11:46.560]  你心裡面很滿足的
[00:11:46.560 --> 00:11:47.800]  有沒有人試過?
[00:11:47.800 --> 00:11:48.440]  有沒有人試過?
[00:11:48.440 --> 00:11:49.320]  有吧
[00:11:49.320 --> 00:11:49.920]  對
[00:11:49.920 --> 00:11:53.000]  會從心裡面發出對神的讚美
[00:11:53.000 --> 00:11:56.760]  如果你有這份參與帶領人信主的過程的時候
[00:11:56.760 --> 00:12:00.640]  那份滿足感實在是很寶貴
[00:12:00.640 --> 00:12:02.280]  也都很開心
[00:12:02.280 --> 00:12:04.960]  難以用筆墨在當中去形容
[00:12:04.960 --> 00:12:06.720]  我相信你經歷過的時候
[00:12:06.720 --> 00:12:08.760]  你明白我在說什麼
[00:12:08.760 --> 00:12:11.760]  這份就是靈魂飽足
[00:12:11.760 --> 00:12:13.600]  這份屬靈的食物
[00:12:13.600 --> 00:12:16.640]  當耶穌在極度疲乏的狀況之下
[00:12:16.640 --> 00:12:19.280]  為什麼祂仍然能夠充滿活力
[00:12:19.280 --> 00:12:24.440]  在當中面對那群從城裡出來的撒瑪利亞人呢?
[00:12:24.440 --> 00:12:28.720]  因為祂剛剛在當中經歷了一個屬靈的飽足
[00:12:28.720 --> 00:12:33.200]  這個飽足就是來自祂看見這個婦人生命的改變
[00:12:33.200 --> 00:12:35.400]  另一方面在34節
[00:12:35.400 --> 00:12:38.000]  耶穌提到的差我來者
[00:12:38.000 --> 00:12:40.720]  這是一個很關鍵的詞語
[00:12:40.720 --> 00:12:43.280]  耶穌清楚指出祂自己的身份
[00:12:43.280 --> 00:12:45.680]  祂是受差遣的那位
[00:12:45.680 --> 00:12:47.160]  祂來到這個世界
[00:12:47.160 --> 00:12:49.920]  不是為了滿足自己的私慾
[00:12:49.920 --> 00:12:53.080]  而是要完成天父的託付
[00:12:53.080 --> 00:12:55.440]  這就是宣教的基礎
[00:12:55.440 --> 00:12:57.680]  因為神是一個宣教的神
[00:12:57.680 --> 00:13:01.760]  宣教的開始是由神在當中去差遣
[00:13:01.760 --> 00:13:05.880]  耶穌基督這位神獨身的兒子
[00:13:05.880 --> 00:13:07.600]  也如此看重
[00:13:07.600 --> 00:13:11.560]  也馴服被差遣這個使命
[00:13:11.560 --> 00:13:13.680]  我們這群屬神的人
[00:13:13.680 --> 00:13:15.880]  成為主的跟隨者
[00:13:15.880 --> 00:13:20.040]  豈能我們對宣教無動於衷嗎?
[00:13:20.040 --> 00:13:22.440]  有一位十九歲的年輕人
[00:13:22.440 --> 00:13:25.000]  因為他有一次意外受傷
[00:13:25.000 --> 00:13:27.760]  最終失去了一隻腳
[00:13:27.760 --> 00:13:30.920]  這對他來說是一個很大的打擊
[00:13:30.920 --> 00:13:36.280]  曾經令到這個年輕人長時間的沮喪和絕望
[00:13:36.280 --> 00:13:39.280]  但是在他人生的谷底裏面的時候
[00:13:39.280 --> 00:13:40.840]  他遇見耶穌
[00:13:40.840 --> 00:13:43.240]  生命從此被改變
[00:13:43.240 --> 00:13:47.120]  他願意將自己的一生獻給神使用
[00:13:47.120 --> 00:13:51.360]  後來從朋友口中聽見中國需要服任
[00:13:51.360 --> 00:13:55.680]  所以他向戴德森創辦內地會申請
[00:13:55.680 --> 00:13:59.160]  向中國在當中宣教
[00:13:59.160 --> 00:14:05.960]  當時戴德森問他為何剩下一隻腳還要去中國宣教呢?
[00:14:05.960 --> 00:14:07.360]  年輕人說
[00:14:07.360 --> 00:14:10.920]  雙腳健全的人他們不去
[00:14:10.920 --> 00:14:13.320]  所以我剩下一隻腳
[00:14:13.320 --> 00:14:15.920]  我必定要去
[00:14:15.920 --> 00:14:17.960]  戴德森再問他
[00:14:17.960 --> 00:14:19.720]  如果發生暴亂
[00:14:19.720 --> 00:14:21.680]  你怎樣走?
[00:14:21.680 --> 00:14:25.000]  這位年輕人的回答很肯定
[00:14:25.000 --> 00:14:28.000]  我根本沒有想過怎樣走
[00:14:28.000 --> 00:14:32.960]  這句話不單表達這位年輕人的決心
[00:14:32.960 --> 00:14:36.560]  更加表達他對主的信靠
[00:14:36.560 --> 00:14:39.960]  他不是靠自己的能力
[00:14:39.960 --> 00:14:44.000]  而是靠著神的恩典去跨越人的限制
[00:14:44.000 --> 00:14:49.240]  於是這位年輕人在1865年10月3日啟程到中國
[00:14:49.240 --> 00:14:53.120]  成為內地會第一批來到中國的宣教士
[00:14:53.120 --> 00:14:56.000]  這位年輕人就是曹雅植
[00:14:56.000 --> 00:14:58.240]  曹雅植的一生提醒我們
[00:14:58.240 --> 00:15:04.760]  神常常使用人的不足成為神奇妙的工作
[00:15:04.760 --> 00:15:07.720]  人的限制不是神工作的終點
[00:15:07.720 --> 00:15:11.960]  反而可能成為彰顯神恩典的平台
[00:15:11.960 --> 00:15:13.720]  雖然他只有一隻腳
[00:15:13.720 --> 00:15:17.480]  他可以有很多不同的理由不去宣教
[00:15:17.480 --> 00:15:20.560]  但他仍然選擇遵行神的旨意
[00:15:20.560 --> 00:15:23.720]  以一隻腳走完這條宣教的路
[00:15:23.720 --> 00:15:27.960]  留下了信心和忠心的見證
[00:15:27.960 --> 00:15:31.840]  曹雅植的一隻腳沒有攔阻他參與宣教
[00:15:31.840 --> 00:15:34.640]  今天我們雙腳健全
[00:15:34.640 --> 00:15:36.640]  有什麼攔阻我們呢?
[00:15:36.640 --> 00:15:39.080]  今天我們又可以走得走得
[00:15:39.080 --> 00:15:42.360]  我們的宣教路又可以走多遠呢?
[00:15:42.360 --> 00:15:46.600]  耶穌指出我的食物是遵行神的旨意
[00:15:46.600 --> 00:15:48.280]  作成祂的功
[00:15:48.280 --> 00:15:50.800]  今天我們的食物是什麼呢?
[00:15:50.800 --> 00:15:55.040]  是不是升職加薪還是遵行神的旨意
[00:15:55.040 --> 00:15:57.040]  作成祂的功呢?
[00:15:57.040 --> 00:16:02.000]  若果我們沒有在宣教的事上有份
[00:16:02.000 --> 00:16:05.600]  我們的靈命其實是處於一個飢餓的狀態
[00:16:05.600 --> 00:16:08.840]  我們可能拼命用世界的事物
[00:16:08.840 --> 00:16:13.360]  甚至可能用了教會的活動來填補我們這份空虛
[00:16:13.360 --> 00:16:14.560]  卻不知道
[00:16:14.560 --> 00:16:19.960]  真正的飽足其實是來自參與神萬民這份心意
[00:16:19.960 --> 00:16:22.440]  你又願不願意參與宣教
[00:16:22.440 --> 00:16:26.720]  做宣教的事成為你生命的糧呢?
[00:16:26.720 --> 00:16:29.120]  活出使命不再擾導
[00:16:29.120 --> 00:16:31.960]  宣教除了不是一個次要的任務
[00:16:31.960 --> 00:16:34.080]  是生命之糧之外
[00:16:34.080 --> 00:16:36.960]  宣教也不是未來的事情
[00:16:36.960 --> 00:16:39.280]  而是眼前的收割
[00:16:39.280 --> 00:16:44.160]  讓我們一起去讀四章35到38字
[00:16:44.160 --> 00:16:49.280]  「你們不是說到收割的時候還有四個月嗎?
[00:16:49.280 --> 00:16:50.760]  我告訴你們
[00:16:50.760 --> 00:16:52.760]  舉目向田觀巷
[00:16:52.760 --> 00:16:54.240]  莊稼熟了
[00:16:54.240 --> 00:16:56.000]  可以收割了
[00:16:56.000 --> 00:16:58.520]  收割的人已經得功錢
[00:16:58.520 --> 00:17:01.000]  為永生儲存五穀
[00:17:01.000 --> 00:17:04.680]  使撒種和收割的一同快樂
[00:17:04.680 --> 00:17:06.040]  乃人撒種
[00:17:06.040 --> 00:17:07.560]  者人收割
[00:17:07.560 --> 00:17:10.000]  這話可見是真的
[00:17:10.000 --> 00:17:13.920]  我差你們去收你們所沒有薪奴的
[00:17:13.920 --> 00:17:15.280]  別人薪奴
[00:17:15.280 --> 00:17:19.360]  你們享受他們薪奴的成果」
[00:17:19.360 --> 00:17:21.160]  當耶穌提及
[00:17:21.160 --> 00:17:24.120]  祂的成物是遵行天父的旨意的時候
[00:17:24.120 --> 00:17:26.760]  門徒可能還在困惑
[00:17:26.760 --> 00:17:28.680]  於是耶穌緊接著說
[00:17:28.680 --> 00:17:32.280]  「你們不是說到收割的時候還有四個月嗎?
[00:17:32.280 --> 00:17:33.280]  我告訴你們
[00:17:33.280 --> 00:17:34.800]  舉目向田觀巷
[00:17:34.800 --> 00:17:36.080]  莊稼已經熟了
[00:17:36.080 --> 00:17:37.800]  可以收割了」
[00:17:37.800 --> 00:17:39.920]  門徒按照農夫的經驗
[00:17:39.920 --> 00:17:41.600]  從播種到收割
[00:17:41.600 --> 00:17:44.200]  大約需要四個月的時間
[00:17:44.200 --> 00:17:48.760]  按照常理是要等一段時間才能在當中收割
[00:17:48.760 --> 00:17:54.240]  但耶穌要他們「舉目、觀巷、莊稼熟了」
[00:17:54.240 --> 00:17:56.800]  很明顯耶穌所指的田和莊稼
[00:17:56.800 --> 00:18:00.920]  並不是面前那塊田的四周情況
[00:18:00.920 --> 00:18:03.800]  而是說到人的心靈機殼
[00:18:03.800 --> 00:18:06.400]  活在空虛無望的日子
[00:18:06.400 --> 00:18:07.960]  需要神的同在
[00:18:07.960 --> 00:18:12.640]  正正就是在城裏面這班撒瑪利亞人的境況
[00:18:12.640 --> 00:18:15.040]  他們被猶太人的藐視
[00:18:15.040 --> 00:18:17.840]  活在罪裏迷茫的生活
[00:18:17.840 --> 00:18:20.720]  他們的靈魂早已疲乏的光學
[00:18:20.720 --> 00:18:23.280]  要在一個成熟的莊稼
[00:18:23.280 --> 00:18:27.200]  他們的心靈已經預備好去聽福音
[00:18:27.200 --> 00:18:31.040]  只是等待人能夠帶領他們去認識神
[00:18:31.040 --> 00:18:31.960]  既然如此
[00:18:31.960 --> 00:18:32.600]  我們要問
[00:18:32.600 --> 00:18:38.240]  其實為什麼門徒看不到這片這麼成熟的莊稼呢?
[00:18:38.240 --> 00:18:41.720]  因為他們戴了有色的眼鏡
[00:18:41.720 --> 00:18:43.080]  在他們的眼裏
[00:18:43.080 --> 00:18:46.040]  這群撒瑪利亞人是不潔的
[00:18:46.040 --> 00:18:48.440]  是被鄙視的
[00:18:48.440 --> 00:18:50.680]  是和舊恩母沒有關係的
[00:18:50.680 --> 00:18:53.040]  因為他們在宗教上的偏見
[00:18:53.040 --> 00:18:55.960]  遮蔽了他們屬靈的眼睛
[00:18:55.960 --> 00:18:57.960]  耶穌要他們舉目
[00:18:57.960 --> 00:19:01.600]  是要他們突破這種種族之間的牆
[00:19:01.600 --> 00:19:03.320]  文化的差異
[00:19:03.320 --> 00:19:07.800]  認真去觀看四周圍人的屬靈的需要
[00:19:07.800 --> 00:19:12.320]  今天不知道誰是我們眼中的撒瑪利亞人呢?
[00:19:12.320 --> 00:19:14.840]  是不是街頭隨處可見
[00:19:14.840 --> 00:19:16.720]  被我們視而不見的外傭
[00:19:16.720 --> 00:19:19.120]  或者是一群少數族類
[00:19:19.120 --> 00:19:26.720]  還是假期來港鐵站月台拍照的一群國內同胞
[00:19:26.720 --> 00:19:30.200]  還是那些你認為不可能信主的人呢?
[00:19:30.200 --> 00:19:32.720]  所以我們視而不見呢?
[00:19:32.720 --> 00:19:35.400]  耶穌說要舉目觀看
[00:19:35.400 --> 00:19:39.240]  不是被你的偏見在當中蒙蔽
