
[00:00:00.000 --> 00:00:06.000]  今天是我今年第一場的講道
[00:06:10.720 --> 00:06:13.600]  表明了教會的三個基本信仰
[00:06:13.600 --> 00:06:18.480]  創造論、救贖論和末世論
[00:06:18.480 --> 00:06:21.680]  創造之工是聖父的工作
[00:06:21.680 --> 00:06:24.720]  救贖之工是聖子的工作
[00:06:24.720 --> 00:06:28.560]  而末世的啟示是聖靈的工作
[00:06:28.560 --> 00:06:30.960]  要接受基督教信仰
[00:06:30.960 --> 00:06:35.440]  這三點是非常重要而且是必須的
[00:06:35.440 --> 00:06:39.200]  所以早期教會要求每一個新的信徒
[00:06:39.200 --> 00:06:43.840]  都必須要背熟《司徒信經》
[00:06:43.840 --> 00:06:47.120]  但我首先必須補充一句
[00:06:47.120 --> 00:06:50.320]  信經不能代表聖經
[00:06:50.320 --> 00:06:53.600]  信經只是我們的信仰大綱
[00:06:53.600 --> 00:06:56.560]  你要真正明白基督教的信仰
[00:06:56.560 --> 00:07:02.480]  我們必須要花時間去研讀整本《聖經》
[00:07:02.480 --> 00:07:05.520]  大家記清楚這一點
[00:07:05.520 --> 00:07:09.760]  今天我就由信經的第一句開始說
[00:07:09.760 --> 00:07:11.920]  我們基督教究竟信什麼呢?
[00:07:11.920 --> 00:07:14.080]  第一句、第一點就是
[00:07:14.080 --> 00:07:21.920]  「我信上帝,全能的父,創造天地的主」
[00:07:21.920 --> 00:07:24.160]  信經第一句開宗明義說
[00:07:24.160 --> 00:07:29.200]  「我信上帝,我信神」
[00:07:29.200 --> 00:07:32.080]  如果你連這一點都開始不了
[00:07:32.080 --> 00:07:34.480]  不能開始
[00:07:34.480 --> 00:07:36.160]  那是怎樣的神呢?
[00:07:36.160 --> 00:07:38.320]  是全能的父
[00:07:38.320 --> 00:07:42.160]  是創造天地的主
[00:07:42.160 --> 00:07:43.840]  我想問問大家
[00:07:43.840 --> 00:07:48.160]  這句認信對你和我有什麼意義?
[00:07:48.160 --> 00:07:49.360]  首先我們要明白
[00:07:49.360 --> 00:07:51.600]  並且相信我們生存的空間
[00:07:51.600 --> 00:07:56.080]  這個時空裏面是源於一位創造主
[00:07:56.080 --> 00:07:58.720]  這位全能的創造主
[00:07:58.720 --> 00:08:01.440]  是掌管萬有的神
[00:08:01.440 --> 00:08:04.160]  從耿古到而今
[00:08:04.160 --> 00:08:09.600]  是坐著為王的那位大而可畏的神
[00:08:09.600 --> 00:08:14.320]  這樣你才會產生一個敬畏的心
[00:08:14.320 --> 00:08:17.920]  對這位大而可畏的神產生敬畏
[00:08:17.920 --> 00:08:20.240]  就像我們中國人所說的
[00:08:20.240 --> 00:08:23.360]  「舉頭三尺有神明」
[00:08:23.360 --> 00:08:27.040]  如果沒有這種敬畏的想法
[00:08:27.040 --> 00:08:29.280]  或者敬畏的心
[00:08:29.280 --> 00:08:32.720]  你和我很容易會以自己為中心
[00:08:32.720 --> 00:08:36.000]  在這世界胡作非為
[00:08:36.000 --> 00:08:40.640]  更重要的是信經稱這位神為主
[00:08:40.640 --> 00:08:43.200]  這位神是我的主
[00:08:43.200 --> 00:08:46.720]  即是說祂對我的生命有絕對的主權
[00:08:46.720 --> 00:08:51.520]  我更加不能夠隨自己的喜好任意妄為
[00:08:51.520 --> 00:08:56.640]  就好像有位有主權的老婆監視著你一樣
[00:08:56.640 --> 00:08:58.560]  所以你要乖乖地
[00:08:58.560 --> 00:09:01.200]  不要隨便吃一些三高超三高
[00:09:01.200 --> 00:09:05.200]  但超好吃的食物
[00:09:05.200 --> 00:09:06.960]  說到監視著
[00:09:06.960 --> 00:09:08.720]  我有一個這樣的經驗
[00:09:08.720 --> 00:09:09.680]  有一次在大陸
[00:09:09.680 --> 00:09:11.600]  我們一家人去
[00:09:11.600 --> 00:09:15.120]  遺下了一袋東西在店舖門口
[00:09:15.120 --> 00:09:17.120]  一直不記得沒有這件事
[00:09:17.120 --> 00:09:19.120]  直到吃完晚飯
[00:09:19.120 --> 00:09:20.640]  我女兒突然告訴我
[00:09:20.640 --> 00:09:21.520]  遺下了一袋東西
[00:09:21.520 --> 00:09:22.240]  然後死了
[00:09:22.240 --> 00:09:24.720]  急急忙忙地走回去找
[00:09:24.720 --> 00:09:26.400]  原本是打定輸數的
[00:09:26.400 --> 00:09:30.880]  怎料整個袋子是原封不動地放在原位
[00:09:30.880 --> 00:09:32.720]  十多年前這種情況
[00:09:32.720 --> 00:09:35.120]  真的想都想不到
[00:09:35.120 --> 00:09:38.160]  現在固然是我們物質豐富了
[00:09:38.160 --> 00:09:39.920]  沒有人那麼貪心了
[00:09:39.920 --> 00:09:42.080]  但也有另一個原因就是
[00:09:42.080 --> 00:09:44.640]  到處都有天眼監視著
[00:09:44.640 --> 00:09:48.240]  你不敢亂來
[00:09:48.240 --> 00:09:50.720]  沒有神監視著的人
[00:09:50.720 --> 00:09:52.240]  你會怎樣呢?
[00:09:52.240 --> 00:09:55.200]  有神監視著的你和我
[00:09:55.200 --> 00:09:57.200]  又會怎樣呢?
[00:09:57.200 --> 00:09:59.520]  不說殺人放火那麼極端
[00:09:59.520 --> 00:10:00.480]  有神的人
[00:10:00.480 --> 00:10:02.560]  絕不會製造一些黑心食物
[00:10:02.560 --> 00:10:04.640]  假蛋假藥來害人的
[00:10:04.640 --> 00:10:06.640]  還要說人人向錢看
[00:10:06.640 --> 00:10:08.880]  每個人都是這樣的
[00:10:08.880 --> 00:10:09.760]  有神的人
[00:10:09.760 --> 00:10:13.120]  絕不會強搶別人的財產資源
[00:10:13.120 --> 00:10:14.880]  還振振有詞地說
[00:10:14.880 --> 00:10:16.240]  「這是我的後花園
[00:10:16.240 --> 00:10:18.240]  我喜歡怎樣就怎樣」
[00:10:18.240 --> 00:10:23.440]  如果你仍然說你是信有神的
[00:10:23.440 --> 00:10:24.800]  你這樣做法
[00:10:24.800 --> 00:10:26.400]  你只是口中有神
[00:10:26.400 --> 00:10:28.000]  心裡沒有神
[00:10:28.000 --> 00:10:29.920]  記住
[00:10:29.920 --> 00:10:32.080]  我們的神是全能的
[00:10:32.080 --> 00:10:33.680]  大而可畏的神
[00:10:33.680 --> 00:10:35.680]  祂看到你
[00:10:35.680 --> 00:10:39.360]  包括你和我的心腸
[00:10:42.400 --> 00:10:43.840]  再仔細看
[00:10:43.840 --> 00:10:45.840]  信經說的這位上帝
[00:10:45.840 --> 00:10:48.800]  祂不是稱祂為全能的神
[00:10:48.800 --> 00:10:51.360]  而是全能的父
[00:10:51.360 --> 00:10:53.200]  這代表的是什麼?
[00:10:53.200 --> 00:10:56.080]  代表的不單只是祂的權能
[00:10:56.080 --> 00:10:57.200]  祂的能力
[00:10:57.200 --> 00:10:58.960]  而是關係
[00:10:58.960 --> 00:11:01.200]  這裡暗示了這位大而可畏的神
[00:11:01.200 --> 00:11:04.720]  是和我們人彼此有著一個很親密的關係
[00:11:04.720 --> 00:11:07.520]  這位天上掌權的大能者
[00:11:07.520 --> 00:11:09.520]  祂和我們有著一個
[00:11:09.520 --> 00:11:13.680]  好像父子一樣的密切的關係
[00:11:13.680 --> 00:11:15.680]  這對我有什麼影響?
[00:11:15.680 --> 00:11:18.480]  如果我認定祂是我的主
[00:11:18.480 --> 00:11:20.480]  是創造天地的主
[00:11:20.480 --> 00:11:25.200]  你會不會認為這位掌權的主
[00:11:25.200 --> 00:11:27.920]  會放手不理這個天地
[00:11:27.920 --> 00:11:29.920]  任屬祂的人
[00:11:29.920 --> 00:11:31.920]  自生自滅呢?
[00:11:31.920 --> 00:11:35.840]  還有如果你認定祂是全能的掌權者
[00:11:35.840 --> 00:11:37.680]  對不公不義的人和事
[00:11:37.680 --> 00:11:39.680]  祂會不會不理?
[00:11:39.680 --> 00:11:42.480]  你會不會也會不會讓祂
[00:11:42.480 --> 00:11:45.520]  放手讓祂去審判和面對呢?
[00:11:45.520 --> 00:11:48.000]  更重要的是
[00:11:48.000 --> 00:11:50.400]  祂是做我愛我的父
[00:11:50.400 --> 00:11:52.640]  你會不會尊重祂、愛祂
[00:11:52.640 --> 00:11:56.560]  並且選擇不做一些令祂傷心的事
[00:11:56.560 --> 00:12:00.720]  選擇活出一個祂所喜悅的生活呢?
[00:12:00.720 --> 00:12:04.400]  在人生當中
[00:12:04.400 --> 00:12:08.240]  你真的相信祂是大而可畏的神嗎?
[00:12:08.240 --> 00:12:10.960]  你願不願意活出
[00:12:10.960 --> 00:12:15.280]  祂是大而可畏的神的生活呢?
[00:12:15.280 --> 00:12:20.560]  今天就讓我們一起看第一篇詩篇
[00:12:20.560 --> 00:12:22.560]  看看人的選擇
[00:12:22.560 --> 00:12:26.880]  大而可畏的神做你做我
[00:12:26.880 --> 00:12:30.480]  選你成為屬祂的子民
[00:12:30.480 --> 00:12:33.200]  你和我要怎樣回應?
[00:12:33.200 --> 00:12:37.760]  我們要怎樣選擇成為屬神、愛神的人呢?
[00:12:37.760 --> 00:12:42.080]  請大家一起讀出詩篇第一篇
[00:12:42.080 --> 00:12:43.280]  看看詩人怎樣選擇
[00:12:43.280 --> 00:12:44.560]  一二三起
[00:12:44.560 --> 00:12:48.560]  詩篇第一篇原文其實是第一個字
[00:12:48.560 --> 00:12:51.280]  不是不從外人的計謀
[00:12:51.280 --> 00:12:52.800]  而是一個福字
[00:12:52.800 --> 00:12:54.320]  有福字
[00:12:54.320 --> 00:12:56.320]  中文很難這樣寫的
[00:12:56.320 --> 00:12:58.000]  不合中文文法的
[00:12:58.000 --> 00:13:01.120]  所以新譯本就翻譯為
[00:13:01.120 --> 00:13:03.120]  有福的人
[00:13:03.120 --> 00:13:04.000]  開始
[00:13:04.000 --> 00:13:06.000]  有福的人
[00:13:06.000 --> 00:13:09.600]  有趣的留意
[00:13:09.600 --> 00:13:12.560]  大家要記住一樣
[00:13:12.560 --> 00:13:15.040]  有福的人是單數
[00:13:15.040 --> 00:13:17.040]  惡人是眾數
[00:13:17.040 --> 00:13:20.560]  可想而知你和我身邊的惡人
[00:13:20.560 --> 00:13:23.200]  數目是遠比二人的多
[00:13:23.200 --> 00:13:25.440]  問問大家在這種情況下
[00:13:25.440 --> 00:13:28.000]  仍然堅持為二的意不意?
[00:13:30.720 --> 00:13:32.080]  大家心中有數了
[00:13:32.080 --> 00:13:33.520]  詩人沒有說
[00:13:33.520 --> 00:13:37.760]  在一至三節他選擇了三個不
[00:13:37.760 --> 00:13:39.520]  三個不做的事
[00:13:39.520 --> 00:13:41.040]  和兩件要做的事
[00:13:41.040 --> 00:13:43.680]  首先這三個不就是
[00:13:43.680 --> 00:13:45.280]  不做的就是
[00:13:45.280 --> 00:13:48.000]  從、站、坐這三個動詞
[00:13:48.000 --> 00:13:52.000]  這三個動詞是代表了人越來越敗壞
[00:13:52.000 --> 00:13:53.440]  由最先的
[00:13:53.440 --> 00:13:57.200]  不依從不接受惡人的計謀的建議
[00:13:57.200 --> 00:14:01.120]  最後站在他的道路上
[00:14:01.120 --> 00:14:02.880]  站在同一條道路
[00:14:02.880 --> 00:14:05.760]  到最後和他坐在同一條船
[00:14:05.760 --> 00:14:07.760]  坐在同一個位置
[00:14:07.760 --> 00:14:09.840]  一起同流合污
[00:14:09.840 --> 00:14:11.840]  狼狽為奸
[00:14:11.840 --> 00:14:14.560]  這就是詩人
[00:14:14.560 --> 00:14:16.000]  他一直說的
[00:14:16.000 --> 00:14:18.320]  不說不say no
[00:14:18.320 --> 00:14:19.840]  他拒絕這樣做
[00:14:19.840 --> 00:14:21.840]  他選擇的是什麼
[00:14:21.840 --> 00:14:24.560]  為喜愛耶和華律法
[00:14:25.200 --> 00:14:27.760]  晝夜思想他的律法
[00:14:27.760 --> 00:14:32.800]  這個喜愛這個事是表達什麼
[00:14:32.800 --> 00:14:34.160]  沒有勉強的
[00:14:34.160 --> 00:14:35.520]  沒有被迫的
[00:14:35.520 --> 00:14:37.760]  是我自願的充滿喜樂
[00:14:37.760 --> 00:14:39.200]  而這個思想
[00:14:39.200 --> 00:14:41.440]  不單只是日夜的思想
[00:14:41.440 --> 00:14:43.680]  這個思想原文是有表達出
[00:14:43.680 --> 00:14:47.600]  全程投入投入到用眼耳口鼻心
[00:14:47.600 --> 00:14:49.040]  這麼誇張的動作
[00:14:49.040 --> 00:14:50.720]  去投入去思想的
[00:14:50.800 --> 00:14:55.360]  強調詩人是非常喜愛耶和華律法
[00:14:55.360 --> 00:14:58.160]  岔開一點說
[00:14:58.160 --> 00:15:00.640]  相對於今天的你和我
[00:15:00.640 --> 00:15:04.320]  我們大家讀經靈修的光景如何呢
[00:15:04.320 --> 00:15:08.320]  我們會不會用眼耳口鼻心去讀經呢
[00:15:08.320 --> 00:15:12.880]  有福的人喜愛和晝夜思想神的話
[00:15:12.880 --> 00:15:18.240]  詩人就說他會像一棵樹一樣栽在溪水旁
[00:15:18.240 --> 00:15:19.920]  並且按時候結果子
[00:15:19.920 --> 00:15:21.360]  葉子也不枯乾繁他
[00:15:21.360 --> 00:15:22.960]  所以做的盡都順利
[00:15:22.960 --> 00:15:27.520]  留意這個栽不單是種植在溪水旁
[00:15:27.520 --> 00:15:30.320]  更加有心心紮根
[00:15:30.320 --> 00:15:32.560]  不怕風吹雨打的
[00:15:32.560 --> 00:15:35.040]  風水雨打寫錯字了
[00:15:35.040 --> 00:15:36.240]  風吹雨打
[00:15:36.240 --> 00:15:43.040]  另外順利這個詞告訴你什麼
[00:15:43.040 --> 00:15:47.520]  詩人的意思明顯不是生活順風順水
[00:15:47.520 --> 00:15:49.520]  老到風山水起
[00:15:49.520 --> 00:15:52.800]  這些這麼好的成功神學我都想要
[00:15:52.800 --> 00:15:55.200]  但是成功神學錯了
[00:15:55.200 --> 00:15:58.640]  順利這個詞的意思其實有包含
[00:15:58.640 --> 00:16:01.600]  我按著神的心意而走的正路
[00:16:01.600 --> 00:16:04.400]  以至葉子不會受到外來威脅
[00:16:04.400 --> 00:16:06.400]  令到個人借了
[00:16:06.400 --> 00:16:11.520]  順利是指能夠順利的結出果子
[00:16:11.520 --> 00:16:14.880]  還要是這些果子是可以給你身邊的人
[00:16:14.880 --> 00:16:16.720]  吃到有益的果子
[00:16:16.720 --> 00:16:19.440]  這些果子是什麼不用我說了
[00:16:19.440 --> 00:16:22.480]  聖靈的果子是什麼你很清楚的
[00:16:22.480 --> 00:16:24.080]  說不說得出
[00:16:24.080 --> 00:16:26.080]  說得出了
[00:16:26.080 --> 00:16:27.680]  我說一次
[00:16:27.680 --> 00:16:28.960]  人愛喜樂和平
[00:16:28.960 --> 00:16:35.120]  忍耐恩慈良善信實溫柔和節制
[00:16:35.120 --> 00:16:37.440]  你們厲害
[00:16:37.440 --> 00:16:39.440]  不愧是恩福出來的
[00:16:41.840 --> 00:16:45.120]  對比喜愛晝夜思想
[00:16:45.120 --> 00:16:47.120]  學武神話語的二人
[00:16:47.120 --> 00:16:49.120]  詩人怎麼形容惡人呢
[00:16:49.120 --> 00:16:51.760]  第四節就說惡人並不者陽
[00:16:51.760 --> 00:16:55.120]  要像糠筆被風吹散
[00:16:55.120 --> 00:16:57.360]  糠筆是農夫收割之後
[00:16:57.360 --> 00:17:00.160]  打谷的時候剩下的谷殼
[00:17:00.160 --> 00:17:03.120]  也是被廢棄不吃的
[00:17:03.120 --> 00:17:05.120]  沒有人會吃谷殼的
[00:17:05.120 --> 00:17:07.600]  形容價值好像沒有什麼
[00:17:07.600 --> 00:17:09.120]  我不知道有沒有搞錯
[00:17:09.120 --> 00:17:10.320]  應該都是的
[00:17:10.320 --> 00:17:13.680]  但是沒有根沒有生命沒有重量的谷殼
[00:17:13.680 --> 00:17:16.720]  被風一吹就飄到周圍都是了
[00:17:16.720 --> 00:17:20.160]  詩人形容一個沒有神生命的人
[00:17:20.160 --> 00:17:23.120]  就好像一個沒有生命沒有重量的人
[00:17:23.120 --> 00:17:25.440]  當到審判的時候
[00:17:25.440 --> 00:17:27.920]  惡人就站不住了一定輸的了
[00:17:27.920 --> 00:17:34.240]  第五節引來一個有趣的問題
[00:17:34.240 --> 00:17:39.120]  你猜二人的會眾會是什麼地方呢
[00:17:39.120 --> 00:17:40.800]  是地上的組織
[00:17:40.800 --> 00:17:43.440]  包括地上的教會呢
[00:17:43.440 --> 00:17:47.600]  還是將來神的國呢
[00:17:47.600 --> 00:17:49.120]  不敢說了
[00:17:49.120 --> 00:17:53.520]  我就傾向將來神的國
[00:17:53.520 --> 00:17:57.200]  我這樣想這樣問
[00:17:57.200 --> 00:17:59.760]  會不會令到你們產生很多疑問呢
[00:17:59.760 --> 00:18:02.800]  說到最後詩人所說的境界
[00:18:02.800 --> 00:18:06.640]  好像在這個世界不多現實
[00:18:06.640 --> 00:18:09.200]  為什麼我看不到多少善有善報
[00:18:09.200 --> 00:18:12.000]  我用我報的現實來指的呢
[00:18:12.000 --> 00:18:14.080]  其實詩人是不是這樣說呢
[00:18:14.080 --> 00:18:15.440]  你再細心看
[00:18:15.440 --> 00:18:18.720]  詩中是充滿惡人的影子的
[00:18:18.720 --> 00:18:22.720]  二人其實很少的
[00:18:22.720 --> 00:18:26.480]  惡人是中數二人是單數
[00:18:26.480 --> 00:18:32.640]  感覺上二人好像被惡人包圍著一樣
[00:18:32.640 --> 00:18:40.000]  這個世界是不是才是這樣現實化呢
[00:18:40.000 --> 00:18:45.120]  二人的會眾其實我看得不多
[00:18:45.120 --> 00:18:49.840]  惡人的會眾我們很多時候好像身陷其中
[00:18:49.840 --> 00:18:53.680]  而且好像永遠沒辦法脫身
[00:18:53.680 --> 00:18:55.120]  說到這麼遠
[00:18:55.120 --> 00:18:57.600]  落地一點
[00:18:57.600 --> 00:19:01.360]  就以職場為例子
[00:19:01.360 --> 00:19:03.360]  你上班的時候有沒有感覺到
[00:19:03.360 --> 00:19:06.640]  你好像是一隻羊進了狼群
[00:19:06.640 --> 00:19:09.840]  進了惡人的會眾
[00:19:09.840 --> 00:19:13.920]  我們不時聽到Ken傳道分享他過去職場經驗
[00:19:13.920 --> 00:19:15.680]  我就沒有他那麼多經驗
[00:19:15.680 --> 00:19:17.280]  不過活到一把年紀
[00:19:17.280 --> 00:19:21.600]  所聽所聞所見的都積積埋埋不少
[00:19:21.600 --> 00:19:23.840]  即使你不是職場的
[00:19:23.840 --> 00:19:24.880]  你不在職場
[00:19:24.880 --> 00:19:27.040]  但當你聽到職場故事的時候
[00:19:27.040 --> 00:19:29.280]  你都會有些回心微笑的
[00:19:29.280 --> 00:19:29.840]  為什麼呢
[00:19:29.840 --> 00:19:33.680]  因為裡面反映了很多社會的人生百態
[00:19:33.680 --> 00:19:37.120]  放諸四海皆準
[00:19:37.120 --> 00:19:41.040]  今天不如讓我根據我牧羊教會多年的經驗
[00:19:41.040 --> 00:19:44.320]  所聽聽埋埋的弟兄姊妹的經歷
[00:19:44.320 --> 00:19:51.520]  去編寫一個職場版的個人動督廣播劇給大家聽
[00:19:51.520 --> 00:19:55.280]  雖然很多東西不是我自己的東西
[00:19:55.280 --> 00:19:58.400]  但為了給大家有代入感
[00:19:58.400 --> 00:20:00.960]  我就用第一人稱去講
[00:20:00.960 --> 00:20:02.880]  題目就是
[00:20:02.880 --> 00:20:06.640]  做惡人谷的一日
[00:20:06.640 --> 00:20:12.080]  我不會講一些如有雷同實屬什麼的廢話
[00:20:12.080 --> 00:20:14.400]  但言者無心
[00:20:14.400 --> 00:20:16.960]  聽的如果你有意代入
[00:20:16.960 --> 00:20:19.040]  就悉隨尊便
[00:20:19.040 --> 00:20:21.680]  好 開播
[00:20:21.680 --> 00:20:24.880]  今朝一睜大眼
[00:20:24.880 --> 00:20:27.600]  想到要起身上班
[00:20:27.600 --> 00:20:32.240]  要入到那個天天貪圍官司的惡人谷大官員
[00:20:32.240 --> 00:20:37.680]  我就想長睡不起了
[00:20:37.680 --> 00:20:39.520]  回想起初初我出來工作
