
[00:00:00.000 --> 00:00:02.560]  頂姊妹 新朋友 早晨
[00:02:51.000 --> 00:02:52.000]  是較少的
[00:02:52.000 --> 00:02:53.000]  但是這些字眼
[00:02:53.000 --> 00:02:55.000]  不知道為什麼看到
[00:02:55.000 --> 00:02:57.000]  眼睛就閃閃的
[00:02:57.000 --> 00:02:58.000]  我也會的
[00:02:58.000 --> 00:03:00.000]  我立刻就會拿一個結論
[00:03:00.000 --> 00:03:01.000]  一定要買
[00:03:01.000 --> 00:03:02.000]  不可以不買
[00:03:02.000 --> 00:03:03.000]  不買就走步
[00:03:03.000 --> 00:03:06.000]  在心裡面就會催促我
[00:03:06.000 --> 00:03:09.000]  做得好折扣貨有時候便宜
[00:03:09.000 --> 00:03:10.000]  真的是便宜的
[00:03:10.000 --> 00:03:12.000]  但是折數的質地
[00:03:12.000 --> 00:03:15.000]  可能會有一些一般的情況
[00:03:15.000 --> 00:03:18.000]  又或者折扣貨之所以便宜
[00:03:18.000 --> 00:03:21.000]  可能因為它的款式已經出錯了
[00:03:21.000 --> 00:03:25.000]  又或者設計上是有一點點的限制
[00:03:25.000 --> 00:03:29.000]  以致廠家很想便宜一點去掉貨
[00:03:29.000 --> 00:03:31.000]  不知道大家有沒有見過這個鍋
[00:03:31.000 --> 00:03:32.000]  這個
[00:03:32.000 --> 00:03:34.000]  是啦
[00:03:34.000 --> 00:03:36.000]  很熟悉這個鍋
[00:03:36.000 --> 00:03:39.000]  我還記得這個不是普通的鍋
[00:03:39.000 --> 00:03:41.000]  你看到它這麼鮮艷的顏色
[00:03:41.000 --> 00:03:45.000]  十年前這種法國製造的鑄鐵鍋
[00:03:45.000 --> 00:03:48.000]  曾經一度很流行的
[00:03:48.000 --> 00:03:51.000]  很多新潮的家庭主婦
[00:03:51.000 --> 00:03:53.000]  都很想擁有一套
[00:03:53.000 --> 00:03:55.000]  它有大大小小的鍋
[00:03:55.000 --> 00:03:58.000]  還有那些碗碟
[00:03:58.000 --> 00:04:00.000]  因為它的顏色很漂亮
[00:04:00.000 --> 00:04:04.000]  橙色、黃色、粉藍色、粉紫色
[00:04:04.000 --> 00:04:07.000]  煮飯都變得很夢幻
[00:04:07.000 --> 00:04:09.000]  這個鑄鐵鍋標榜
[00:04:09.000 --> 00:04:12.000]  就是自己能夠高溫耐熱
[00:04:12.000 --> 00:04:14.000]  能夠鎖住水份保留食物的新鮮
[00:04:14.000 --> 00:04:16.000]  於是我一直都很渴望
[00:04:16.000 --> 00:04:20.000]  如果我有一個這樣的鍋就好了
[00:04:20.000 --> 00:04:22.000]  我經常幻想
[00:04:22.000 --> 00:04:23.000]  如果有了這個鍋
[00:04:23.000 --> 00:04:26.000]  煮的食物一定會好味很多
[00:04:26.000 --> 00:04:27.000]  吸引很多
[00:04:27.000 --> 00:04:30.000]  我老公一定會喜歡很多
[00:04:30.000 --> 00:04:33.000]  就有很多好像很合理的原因
[00:04:33.000 --> 00:04:35.000]  只不過這個鍋
[00:04:35.000 --> 00:04:39.000]  當時也要二、三千元一盒
[00:04:39.000 --> 00:04:41.000]  真的不太捨得買
[00:04:41.000 --> 00:04:45.000]  後來有一次去日本沖繩一個Outlet
[00:04:45.000 --> 00:04:47.000]  讓我看到它
[00:04:47.000 --> 00:04:49.000]  就是現在圖中的身影
[00:04:49.000 --> 00:04:51.000]  我真的很興奮、很開心
[00:04:51.000 --> 00:04:53.000]  但你要記得我在日本
[00:04:53.000 --> 00:04:54.000]  不是在香港
[00:04:54.000 --> 00:04:56.000]  這個鍋是相當重的
[00:04:56.000 --> 00:04:59.000]  更令人興奮的是什麼呢
[00:04:59.000 --> 00:05:00.000]  這個鍋旁邊寫著
[00:05:00.000 --> 00:05:02.000]  「半價大皮麥」
[00:05:02.000 --> 00:05:05.000]  眼睛都發光了
[00:05:05.000 --> 00:05:07.000]  鍋師就問我
[00:05:07.000 --> 00:05:09.000]  鍋師是我老公
[00:05:09.000 --> 00:05:10.000]  他說
[00:05:10.000 --> 00:05:13.000]  是不是真的要在日本
[00:05:13.000 --> 00:05:16.000]  買這個鑄鐵鍋回香港呢
[00:05:16.000 --> 00:05:19.000]  真的要想想
[00:05:19.000 --> 00:05:21.000]  很重的
[00:05:21.000 --> 00:05:27.000]  可能就會佔了行李箱的一半位置
[00:05:27.000 --> 00:05:29.000]  你猜給了你
[00:05:29.000 --> 00:05:30.000]  你會不會買呢
[00:05:30.000 --> 00:05:32.000]  不買
[00:05:32.000 --> 00:05:34.000]  你們很理智
[00:05:34.000 --> 00:05:35.000]  但我是一個不理智的人
[00:05:35.000 --> 00:05:37.000]  因為我恨這個鍋很久了
[00:05:37.000 --> 00:05:40.000]  最後這個變色橙紅色
[00:05:40.000 --> 00:05:41.000]  很漂亮
[00:05:41.000 --> 00:05:43.000]  很可愛的鑄鐵鍋
[00:05:43.000 --> 00:05:46.000]  就跟我們一起回香港了
[00:05:46.000 --> 00:05:47.000]  搭飛機回香港
[00:05:47.000 --> 00:05:49.000]  只不過這樣
[00:05:49.000 --> 00:05:51.000]  這個買回去之後
[00:05:51.000 --> 00:05:53.000]  只用了兩次
[00:05:53.000 --> 00:05:54.000]  為什麼呢
[00:05:54.000 --> 00:05:57.000]  因為這個鍋實在很重
[00:05:57.000 --> 00:06:00.000]  會弄傷關節
[00:06:00.000 --> 00:06:05.000]  它本身鑄鐵是很保溫
[00:06:05.000 --> 00:06:07.000]  保留食物新鮮
[00:06:07.000 --> 00:06:08.000]  但它沒有告訴你
[00:06:08.000 --> 00:06:11.000]  你拿的時候加上湯
[00:06:11.000 --> 00:06:13.000]  其實是很重很重
[00:06:13.000 --> 00:06:16.000]  這個鑄鐵洗鍋的時候
[00:06:16.000 --> 00:06:18.000]  也會弄傷手腕
[00:06:18.000 --> 00:06:19.000]  很容易
[00:06:19.000 --> 00:06:20.000]  會有點痛
[00:06:20.000 --> 00:06:25.000]  於是我們就把它放進了櫃子裡
[00:06:25.000 --> 00:06:27.000]  而且它是容易黏底的
[00:06:27.000 --> 00:06:28.000]  可能我們用得不好
[00:06:28.000 --> 00:06:30.000]  想深一層都很怪自己
[00:06:30.000 --> 00:06:33.000]  為什麼貪便宜去買折扣貨呢
[00:06:33.000 --> 00:06:35.000]  又沒有做足資料搜集
[00:06:35.000 --> 00:06:36.000]  只是盲目地說
[00:06:36.000 --> 00:06:38.000]  很漂亮
[00:06:38.000 --> 00:06:41.000]  頂姐妹在同樣信仰裡
[00:06:41.000 --> 00:06:42.000]  會不會有些時候
[00:06:42.000 --> 00:06:44.000]  都會出現相似的現象
[00:06:44.000 --> 00:06:48.000]  有些信徒不知覺地
[00:06:48.000 --> 00:06:51.000]  很想要一種打折的信仰
[00:06:51.000 --> 00:06:53.000]  就例如
[00:06:53.000 --> 00:06:54.000]  可能有人會覺得
[00:06:54.000 --> 00:06:56.000]  最好就是神保守我
[00:06:56.000 --> 00:06:57.000]  我信耶穌
[00:06:57.000 --> 00:06:59.000]  保守我經濟無憂
[00:06:59.000 --> 00:07:01.000]  我家人身體健健康康
[00:07:01.000 --> 00:07:03.000]  我的子女工作順利
[00:07:03.000 --> 00:07:04.000]  有前途
[00:07:04.000 --> 00:07:06.000]  事事都不用煩
[00:07:06.000 --> 00:07:07.000]  是不是這樣
[00:07:07.000 --> 00:07:09.000]  身邊最好就是
[00:07:09.000 --> 00:07:11.000]  有很多弟兄姊妹很愛惜我
[00:07:11.000 --> 00:07:12.000]  至於這樣
[00:07:12.000 --> 00:07:15.000]  提到要順服 聖潔 衛生
[00:07:15.000 --> 00:07:17.000]  這些似乎很高要求
[00:07:17.000 --> 00:07:18.000]  穆姐就比較適合
[00:07:18.000 --> 00:07:19.000]  我就不太適合
[00:07:19.000 --> 00:07:21.000]  太昂貴了
[00:07:21.000 --> 00:07:23.000]  信仰可不可以打個折
[00:07:23.000 --> 00:07:27.000]  今天我們要思想的希伯來書
[00:07:27.000 --> 00:07:29.000]  十二章十八到二十九節
[00:07:29.000 --> 00:07:33.000]  正正提醒我們一件事情
[00:07:33.000 --> 00:07:34.000]  真正的信仰
[00:07:34.000 --> 00:07:36.000]  從來都沒有outlet版
[00:07:36.000 --> 00:07:38.000]  救恩不是促銷品
[00:07:38.000 --> 00:07:39.000]  而是主耶穌
[00:07:39.000 --> 00:07:41.000]  用他自己的重價
[00:07:41.000 --> 00:07:43.000]  去買贖回來
[00:07:43.000 --> 00:07:44.000]  丁姐妹 今天主耶穌
[00:07:44.000 --> 00:07:46.000]  真誠地邀請我們
[00:07:46.000 --> 00:07:49.000]  每一個人認真看待
[00:07:49.000 --> 00:07:50.000]  我們的信仰
[00:07:50.000 --> 00:07:52.000]  不要當它是一件特價品
[00:07:52.000 --> 00:07:54.000]  可以割價大傾銷
[00:07:54.000 --> 00:07:56.000]  其實信耶穌
[00:07:56.000 --> 00:07:58.000]  是一種關係的建立
[00:07:58.000 --> 00:08:01.000]  是要用心去建立
[00:08:01.000 --> 00:08:03.000]  主耶穌很期望
[00:08:03.000 --> 00:08:05.000]  我們每一個跟祂結連
[00:08:05.000 --> 00:08:07.000]  屬靈生命能夠
[00:08:07.000 --> 00:08:09.000]  去絕壯地成長
[00:08:09.000 --> 00:08:12.000]  跟祂建立一個真實的關係
[00:08:12.000 --> 00:08:15.000]  並且我們不再需要
[00:08:15.000 --> 00:08:17.000]  被恐懼帶著我們走
[00:08:17.000 --> 00:08:19.000]  可以活出一種
[00:08:19.000 --> 00:08:22.000]  豐盛而有意義的人生
[00:08:22.000 --> 00:08:25.000]  來到我們今天要去思考的
[00:08:25.000 --> 00:08:27.000]  希伯來書十二章
[00:08:27.000 --> 00:08:29.000]  十八到二十九節
[00:08:29.000 --> 00:08:32.000]  我們會分開三個部分去讀
[00:08:32.000 --> 00:08:34.000]  我們邀請弟兄
[00:08:34.000 --> 00:08:38.000]  先幫我們讀出十八到二十一節
[00:08:38.000 --> 00:08:39.000]  你可以看程序表
[00:08:39.000 --> 00:08:41.000]  或者看powerpoint都可以
[00:08:41.000 --> 00:08:46.000]  接著姐妹就讀二十二到二十四節
[00:08:46.000 --> 00:08:49.000]  接著二十五到二十九節就由我來讀
[00:08:49.000 --> 00:08:52.000]  powerpoint左上角有顏色的提示
[00:08:52.000 --> 00:08:53.000]  去哪個讀
[00:08:53.000 --> 00:08:54.000]  讀的時候
[00:08:54.000 --> 00:08:56.000]  我這次就很想給大家
[00:08:56.000 --> 00:08:58.000]  一個小的挑戰
[00:08:58.000 --> 00:08:59.000]  留意一下
[00:08:59.000 --> 00:09:03.000]  究竟這裡黃色highlight了的字詞
[00:09:03.000 --> 00:09:06.000]  提到哪兩座山
[00:09:06.000 --> 00:09:09.000]  請弟兄先讀
[00:09:09.000 --> 00:09:10.000]  預備 起
[00:09:10.000 --> 00:09:14.000]  你們不是來到那可捉摸的山
[00:09:14.000 --> 00:09:19.000]  那裡有火焰 蜜雲 黑暗 暴風 覺醒
[00:09:19.000 --> 00:09:21.000]  和說話的聲音
[00:09:21.000 --> 00:09:24.000]  當時那些聽見這聲音的
[00:09:24.000 --> 00:09:28.000]  都求不要向他們說話
[00:09:28.000 --> 00:09:33.000]  因為他們擔當不起所命令他們的話說
[00:09:33.000 --> 00:09:35.000]  靠近這山的
[00:09:35.000 --> 00:09:37.000]  即使是走獸
[00:09:37.000 --> 00:09:39.000]  也要用石頭打死
[00:09:39.000 --> 00:09:42.000]  所見的景象極其可怕
[00:09:42.000 --> 00:09:46.000]  以至摩西雪 我恐懼戰驚
[00:09:46.000 --> 00:09:48.000]  請姐妹
[00:09:48.000 --> 00:09:51.000]  但是你們是來到石鞍山
[00:09:51.000 --> 00:09:53.000]  永生神的城
[00:09:53.000 --> 00:09:56.000]  就是天上的耶路撒冷
[00:09:56.000 --> 00:09:59.000]  那裡有千千萬萬的天使
[00:09:59.000 --> 00:10:04.000]  有名字記錄在天上種長子的聖會
[00:10:04.000 --> 00:10:07.000]  有審判眾人的神
[00:10:07.000 --> 00:10:10.000]  和成為完全的異人的靈魂
[00:10:10.000 --> 00:10:13.000]  並新約的中保耶穌
[00:10:13.000 --> 00:10:15.000]  以及所灑的血
[00:10:15.000 --> 00:10:17.000]  這血所說的信息
[00:10:17.000 --> 00:10:21.000]  比亞伯的所說的更美
[00:10:21.000 --> 00:10:24.000]  你們總要謹慎
[00:10:24.000 --> 00:10:27.000]  不可拒絕那向你們說話的
[00:10:27.000 --> 00:10:32.000]  因為那些拒絕了在地上警戒他們的
[00:10:32.000 --> 00:10:34.000]  尚且不能陶醉
[00:10:34.000 --> 00:10:38.000]  何況我們違背那從天上警戒我們的呢
[00:10:38.000 --> 00:10:42.000]  當時他的聲音震動了地
[00:10:42.000 --> 00:10:44.000]  但如今他應許說
[00:10:44.000 --> 00:10:47.000]  再一次 我不但要震動地
[00:10:47.000 --> 00:10:49.000]  還要震動天
[00:10:49.000 --> 00:10:51.000]  這再一次的話
[00:10:51.000 --> 00:10:56.000]  是指明被震動的要像受造之物一樣被拿去
[00:10:56.000 --> 00:10:59.000]  使那不能被震動的能尚存
[00:10:59.000 --> 00:11:04.000]  所以既然我們得了不能震動的獲盜
[00:11:04.000 --> 00:11:08.000]  就要感恩照著神所喜悅的
[00:11:08.000 --> 00:11:12.000]  用虔誠敬畏的心侍奉神
[00:11:12.000 --> 00:11:15.000]  因為我們的神是吞滅的火
[00:11:15.000 --> 00:11:17.000]  我們一起祈禱吧
[00:11:17.000 --> 00:11:20.000]  親愛的主
[00:11:20.000 --> 00:11:24.000]  你是那位很想跟我們建立關係的上帝
[00:11:24.000 --> 00:11:28.000]  今天早上我們聚集在你的面前
[00:11:28.000 --> 00:11:30.000]  要聽你的說話
[00:11:30.000 --> 00:11:34.000]  聖經說 聽命令勝於憲制
[00:11:34.000 --> 00:11:38.000]  求真理的聖靈賜給我們有一顆柔軟的心
[00:11:38.000 --> 00:11:41.000]  聽到你的說話就立志去遵行
[00:11:41.000 --> 00:11:46.000]  願我們在座每一位弟兄姊妹都能夠經歷到神話語的應許
[00:11:46.000 --> 00:11:49.000]  在充滿世代挑戰裡頭
[00:11:49.000 --> 00:11:53.000]  因為有你同在 我們能夠活出不一樣的生命
[00:11:53.000 --> 00:11:55.000]  奉耶穌基督得聖的名字祈求
[00:11:55.000 --> 00:12:01.000]  丁姊妹 大家還記不記得見牧師上一次
[00:12:01.000 --> 00:12:07.000]  在希伯來書十二章一至十七節講了一個信息
[00:12:07.000 --> 00:12:11.000]  最多重複的字是什麼?
[00:12:11.000 --> 00:12:15.000]  對 螢光幕有提示了
[00:12:15.000 --> 00:12:17.000]  就是「管教」這個字
[00:12:17.000 --> 00:12:21.000]  單單只是十二章已經出現了十次
[00:12:21.000 --> 00:12:27.000]  管教希臘文有訓練、教養、紀律的意思
[00:12:27.000 --> 00:12:33.000]  為了那些被管教的人能夠有充足的訓練
[00:12:33.000 --> 00:12:37.000]  去完成他賦予的任務
[00:12:37.000 --> 00:12:42.000]  對於當時面對信仰逼迫的弟兄姊妹
[00:12:42.000 --> 00:12:45.000]  神要他們完成的任務是什麼呢?
[00:12:45.000 --> 00:12:50.000]  就是要他們自己親身為福音做見證
[00:12:50.000 --> 00:12:53.000]  就好像第一節這裡提到
[00:12:53.000 --> 00:12:58.000]  「既然我們有者許多見證人如同雲彩圍繞著我們
[00:12:58.000 --> 00:13:04.000]  就該卸下各樣重擔 和謹謹前類我們的罪
[00:13:04.000 --> 00:13:09.000]  以堅忍的心奔那擺在我們前頭的路程」
[00:13:09.000 --> 00:13:16.000]  神期望我們每一位弟兄姊妹都成為祂和福音的見證人
[00:13:16.000 --> 00:13:20.000]  丁姊妹,你信主這麼久以來,你有沒有想過
[00:13:20.000 --> 00:13:23.000]  要為神和福音做見證呢?
[00:13:23.000 --> 00:13:26.000]  就好像我們因福堂
[00:13:26.000 --> 00:13:30.000]  三年前我們要計劃來到北區直堂
[00:13:30.000 --> 00:13:34.000]  意思並不是要開多間分店,不是這樣
[00:13:34.000 --> 00:13:38.000]  而是要回應神給每一位門徒的照明
[00:13:38.000 --> 00:13:40.000]  是什麼照明呢?
[00:13:40.000 --> 00:13:42.000]  就是神透過我們教會
[00:13:42.000 --> 00:13:48.000]  設立為神所賜福音做美好見證的一個燈台
[00:13:48.000 --> 00:13:53.000]  希伯來書的作者勉勵當時信仰挑戰的弟兄姊妹
[00:13:53.000 --> 00:13:58.000]  要學校歷世歷代的見證人為主去作見證
[00:13:58.000 --> 00:14:02.000]  這些見證人所指的就是之前十一章裡頭
[00:14:02.000 --> 00:14:08.000]  為人最熟悉的就是羅亞、阿伯拉罕、以撒、雅各
[00:14:08.000 --> 00:14:14.000]  他們都是憑信走完神給他們的人生路程
[00:14:14.000 --> 00:14:17.000]  這些像雲彩一樣的見證人
[00:14:17.000 --> 00:14:20.000]  固然可以激勵到其他的信徒
[00:14:20.000 --> 00:14:23.000]  只不過見證多美麗都好
[00:14:23.000 --> 00:14:26.000]  就好像見仁牧師上一篇的講道說
[00:14:26.000 --> 00:14:28.000]  雲彩是怎樣?
[00:14:28.000 --> 00:14:30.000]  轉信即死
[00:14:30.000 --> 00:14:32.000]  都是別人的見證
[00:14:32.000 --> 00:14:34.000]  更重要是怎樣呢?
[00:14:34.000 --> 00:14:39.000]  就是希伯來書裡頭面對信仰挑戰的弟兄姊妹
[00:14:39.000 --> 00:14:45.000]  願不願意他們親身為福音去做見證?
[00:14:45.000 --> 00:14:50.000]  原來在信仰的路上大方向只有一個
[00:14:50.000 --> 00:14:54.000]  就是要走完神交付給我們每一個信主的人
[00:14:54.000 --> 00:14:56.000]  我們自己的人生路
[00:14:56.000 --> 00:14:58.000]  十章三十六節這裡說
[00:14:58.000 --> 00:15:00.000]  要行完神的旨意
[00:15:00.000 --> 00:15:03.000]  在其中為福音做見證
[00:15:03.000 --> 00:15:08.000]  當然每一個人要走的路程都可以很不同
[00:15:08.000 --> 00:15:12.000]  大家同樣在賽道上去跑
[00:15:12.000 --> 00:15:14.000]  大家都向著同一個方向
[00:15:14.000 --> 00:15:18.000]  只不過每個人都有神給他那份
[00:15:18.000 --> 00:15:20.000]  完成他自己的賽程
[00:15:20.000 --> 00:15:22.000]  有些人好像跑步一樣
[00:15:22.000 --> 00:15:24.000]  跑五公里就完成了
[00:15:24.000 --> 00:15:26.000]  有些人跑十公里
[00:15:26.000 --> 00:15:29.000]  有些人跑半馬二十一公里
[00:15:29.000 --> 00:15:34.000]  有些人要跑全馬四十二點一九五公里
[00:15:34.000 --> 00:15:37.000]  就好像希伯來書十章這裡提到
[00:15:37.000 --> 00:15:42.000]  神給不同的當時的弟兄姊妹都有不同的賽程
[00:15:42.000 --> 00:15:44.000]  為福音做見證
[00:15:44.000 --> 00:15:46.000]  人人的難度都會很不同
[00:15:46.000 --> 00:15:47.000]  經文這裡說
[00:15:47.000 --> 00:15:49.000]  有些人為福音做見證
[00:15:49.000 --> 00:15:52.000]  就是公然被毀謗
[00:15:52.000 --> 00:15:54.000]  家業被沒收
[00:15:54.000 --> 00:15:58.000]  這些相對在當時來說就比較輕微
[00:15:58.000 --> 00:16:01.000]  有些人為福音做見證就要坐牢
[00:16:01.000 --> 00:16:05.000]  甚至有些人因為福音的緣故要殉道
[00:16:05.000 --> 00:16:07.000]  都是真的很艱難
[00:16:07.000 --> 00:16:10.000]  就好像要跑完四十二點一九五公里
[00:16:10.000 --> 00:16:14.000]  不是每個人都能夠跑完全馬
[00:16:14.000 --> 00:16:19.000]  少一點的堅持和耐力都遇不到
[00:16:19.000 --> 00:16:23.000]  丁姐妹當你在人生遇見艱難
[00:16:23.000 --> 00:16:26.000]  你有沒有想過這些的際遇
[00:16:26.000 --> 00:16:32.000]  這些的難處能夠成為你見證福音大能的素材呢
[00:16:32.000 --> 00:16:33.000]  例如
[00:16:33.000 --> 00:16:35.000]  如果你在一個很高壓
[00:16:35.000 --> 00:16:39.000]  同事之間充滿張力的工作環境裡頭上班
[00:16:39.000 --> 00:16:43.000]  你和微信的同事究竟有沒有分別呢
[00:16:43.000 --> 00:16:45.000]  一般同事看到這樣的狀況
[00:16:45.000 --> 00:16:47.000]  或者他們會吞噗
[00:16:47.000 --> 00:16:49.000]  說說是非 埋下堆
[00:16:49.000 --> 00:16:52.000]  可以的話就四下捕
[00:16:52.000 --> 00:16:54.000]  但作為基督徒的你
[00:16:54.000 --> 00:16:55.000]  又會怎樣回應呢
[00:16:55.000 --> 00:16:57.000]  你願不願意靠著主
[00:16:57.000 --> 00:16:59.000]  不怕吃虧 付代價
[00:16:59.000 --> 00:17:03.000]  堅持神所喜悅的價值觀去上班呢
[00:17:03.000 --> 00:17:07.000]  又或者當你面對自己身體的病患一段時間
[00:17:07.000 --> 00:17:09.000]  祈禱了很久
[00:17:09.000 --> 00:17:11.000]  但病情毫無進展
[00:17:11.000 --> 00:17:14.000]  心裡當然會沮喪
[00:17:14.000 --> 00:17:16.000]  會鬱悶
[00:17:16.000 --> 00:17:18.000]  或者比起其他人
[00:17:18.000 --> 00:17:21.000]  都會怨天尤人 放棄自己
[00:17:21.000 --> 00:17:24.000]  但你又會不會因為有耶穌在你心裡
[00:17:24.000 --> 00:17:27.000]  你面對自己的狀況
[00:17:27.000 --> 00:17:29.000]  多了一份忍耐呢
[00:17:29.000 --> 00:17:32.000]  你能不能夠向神祈禱說
[00:17:32.000 --> 00:17:35.000]  主啊 我知道你能夠醫治我
[00:17:35.000 --> 00:17:37.000]  積惑不言
[00:17:37.000 --> 00:17:40.000]  我仍然信得過你會賜力量給我
[00:17:40.000 --> 00:17:42.000]  跨過這個困難
[00:17:42.000 --> 00:17:47.000]  能夠忠心去完成這個賽程
[00:17:47.000 --> 00:17:50.000]  原來有兩件事是必須要做的
[00:17:50.000 --> 00:17:52.000]  聖經這裡提到
[00:17:52.000 --> 00:17:55.000]  第一件事就是要放下各樣的重擔
[00:17:55.000 --> 00:17:57.000]  什麼叫重擔呢
[00:17:57.000 --> 00:18:00.000]  就是單凡令我們分心的事
[00:18:00.000 --> 00:18:02.000]  都可能成為我們的重擔
[00:18:02.000 --> 00:18:06.000]  當主耶穌在我們心目中的位置
[00:18:06.000 --> 00:18:09.000]  被其他的事情去取代了
[00:18:09.000 --> 00:18:11.000]  這些就是我們的重擔
[00:18:11.000 --> 00:18:13.000]  必須是要放下
[00:18:13.000 --> 00:18:16.000]  重新調教我們的優先次序
[00:18:16.000 --> 00:18:18.000]  對於當時的信徒來說
[00:18:18.000 --> 00:18:21.000]  重擔可以是他們的金錢
[00:18:21.000 --> 00:18:23.000]  可以是他們的家產
[00:18:23.000 --> 00:18:25.000]  甚至是一些人脈關係
[00:18:25.000 --> 00:18:29.000]  特別是他們以前在猶太教裡的一些人脈
[00:18:29.000 --> 00:18:31.000]  對於今天我們來說
[00:18:31.000 --> 00:18:33.000]  重擔可以是YouTube
[00:18:33.000 --> 00:18:37.000]  網上購物 圖圖 工作 嗜好
[00:18:37.000 --> 00:18:40.000]  這些全部都可以令我們分心的
[00:18:40.000 --> 00:18:42.000]  第二件事能夠完成
[00:18:42.000 --> 00:18:45.000]  神交付給我們的人生路程
[00:18:45.000 --> 00:18:47.000]  成為福音的見證人
[00:18:47.000 --> 00:18:52.000]  就要 聖經說 脫去緊緊纏繞著我們的罪
[00:18:52.000 --> 00:18:55.000]  神私行管教往往是因為
[00:18:55.000 --> 00:18:57.000]  我們經常被罪去纏繞
[00:18:57.000 --> 00:18:59.000]  跟隨主的人
[00:18:59.000 --> 00:19:02.000]  不要任由這些罪惡存留
[00:19:02.000 --> 00:19:05.000]  必須要正視和認真去處理
[00:19:05.000 --> 00:19:07.000]  生命裡頭的軟弱
[00:19:07.000 --> 00:19:09.000]  苦心自問 我們每一個人
[00:19:09.000 --> 00:19:12.000]  包括我自己 作為牧者都好
[00:19:12.000 --> 00:19:16.000]  在一個充滿罪世界影響底下
[00:19:16.000 --> 00:19:19.000]  很難會完全的 很乾淨
[00:19:19.000 --> 00:19:22.000]  就好像當你去到一個吸煙的地方
