
[00:00:00.000 --> 00:00:03.000]  讓我們安靜下來預備我們的心 好嗎
[00:10:50.000 --> 00:10:58.000]  那為什麼神偏偏選擇 神偏偏託付人來看守伊甸園 而不是動物呢
[00:10:58.000 --> 00:11:08.000]  在混混的塑造物裡面 唯有人 神親自將生命之氣吹進他的鼻孔
[00:11:08.000 --> 00:11:14.000]  這個吹氣的獨特動作 令人有超然的地位
[00:11:15.000 --> 00:11:20.000]  就好像在一章的時候 上帝按他的形象 樣式造人
[00:11:20.000 --> 00:11:24.000]  我再請姐妹讀一章26節
[00:11:42.000 --> 00:11:47.000]  好 看不看到我highlight了兩個字 這兩個其實是同義詞
[00:11:47.000 --> 00:11:53.000]  在古近東的文化 形象是指素象 畫象 雕象
[00:11:53.000 --> 00:11:58.000]  君王會用他自己的素象代表他自己
[00:11:58.000 --> 00:12:03.000]  如果將一個王的素象安放在一個地方
[00:12:03.000 --> 00:12:07.000]  代表那個地方就由這個王去統治管理
[00:12:08.000 --> 00:12:13.000]  人有神的形象 樣式 上帝將人放在地上
[00:12:13.000 --> 00:12:18.000]  就是他的代表 可以反映神的屬性
[00:12:18.000 --> 00:12:22.000]  例如我們會有智慧 有同情心 有公義等等
[00:12:22.000 --> 00:12:28.000]  同樣我們都代表神 管治大地
[00:12:28.000 --> 00:12:33.000]  在混混的塑造物裡面 唯有人 是神尊貴的創造
[00:12:33.000 --> 00:12:37.000]  也都唯有人 代表尊貴的神
[00:12:37.000 --> 00:12:40.000]  人 是何等的蒙礙
[00:12:40.000 --> 00:12:45.000]  伊甸園 是神為阿當預備的家園
[00:12:45.000 --> 00:12:49.000]  也是神為他實踐 召命的職場
[00:12:49.000 --> 00:12:54.000]  創世之初 神就賦予人工作
[00:12:54.000 --> 00:12:59.000]  原來在犯罪之前 工作不是就坐 不是苦差
[00:12:59.000 --> 00:13:02.000]  是上帝賞賜給人的禮物
[00:13:03.000 --> 00:13:08.000]  時至今日 工作不單單是維持生計
[00:13:08.000 --> 00:13:12.000]  也可以讓人回應神的恩賜和召命
[00:13:12.000 --> 00:13:16.000]  那怎樣找人生的召命呢
[00:13:16.000 --> 00:13:20.000]  怎樣找人生的召命呢
[00:13:20.000 --> 00:13:24.000]  楊依說 神放在你心裡的負擔
[00:13:24.000 --> 00:13:28.000]  一些特別的感動或者領受
[00:13:28.000 --> 00:13:31.000]  往往是神對你的召喚
[00:13:32.000 --> 00:13:37.000]  但召命的相反 是欲求 是欲求
[00:13:37.000 --> 00:13:43.000]  作為主的門徒 頂姐妹我們要分辨
[00:13:43.000 --> 00:13:47.000]  今天我們實踐的是來自神的呼召
[00:13:47.000 --> 00:13:50.000]  還是來自自己的私欲
[00:13:50.000 --> 00:13:54.000]  可能在成長的過程裡
[00:13:54.000 --> 00:13:57.000]  有些東西 你很想得到
[00:13:57.000 --> 00:14:01.000]  慢慢變成一種不健康的欲求
[00:14:01.000 --> 00:14:04.000]  如果按個人的欲求去做
[00:14:04.000 --> 00:14:07.000]  最終只想滿足自己
[00:14:07.000 --> 00:14:10.000]  而不是滿足神的心意
[00:14:10.000 --> 00:14:15.000]  侍奉神 其實也可以出於個人的慾望和渴求
[00:14:15.000 --> 00:14:19.000]  滿足心裡未曾滿足的需要
[00:14:19.000 --> 00:14:24.000]  當你要靠別人的肯定來肯定你
[00:14:24.000 --> 00:14:27.000]  總是希望留下好印象給人
[00:14:27.000 --> 00:14:30.000]  渴望受人重視
[00:14:30.000 --> 00:14:33.000]  急於證明自己不輸給別人
[00:14:33.000 --> 00:14:36.000]  這些都會成為你的欲求
[00:14:36.000 --> 00:14:39.000]  而不是你的召命
[00:14:39.000 --> 00:14:42.000]  所以有些人很努力工作
[00:14:42.000 --> 00:14:44.000]  很努力侍奉
[00:14:44.000 --> 00:14:47.000]  可能 可能而已
[00:14:47.000 --> 00:14:51.000]  為了滿足小時候的缺陷
[00:14:51.000 --> 00:14:54.000]  希望肯定自己的價值
[00:14:54.000 --> 00:14:56.000]  肯定自己的能力
[00:14:57.000 --> 00:15:00.000]  過於回應神給自己的負擔
[00:15:00.000 --> 00:15:05.000]  我們是神獨一無二的撮結作
[00:15:05.000 --> 00:15:11.000]  盼望我們能夠找到神創造我們的心意
[00:15:11.000 --> 00:15:14.000]  回應神給我們個人的召喚
[00:15:14.000 --> 00:15:20.000]  2022年 繼續疫情蔓延
[00:15:20.000 --> 00:15:24.000]  我和幾個姐妹零收同行
[00:15:25.000 --> 00:15:29.000]  由於忽然間知道媽媽疑似患上重病
[00:15:29.000 --> 00:15:32.000]  那天開早的早上
[00:15:32.000 --> 00:15:35.000]  我匆匆趕來恩福中心開早
[00:15:35.000 --> 00:15:40.000]  計劃開完早就匆匆趕去陪媽媽覆診
[00:15:40.000 --> 00:15:45.000]  來去匆匆 心有所掛
[00:15:45.000 --> 00:15:48.000]  但我沒有忘記那天早上
[00:15:48.000 --> 00:15:50.000]  一個很特別的早上
[00:15:50.000 --> 00:15:53.000]  我以為我心緒不寧
[00:15:54.000 --> 00:15:56.000]  但沒想到在開早期間
[00:15:56.000 --> 00:15:58.000]  和姐妹零收期間
[00:15:58.000 --> 00:16:01.000]  我還沒去陪媽媽看醫生
[00:16:01.000 --> 00:16:03.000]  在那一刻
[00:16:03.000 --> 00:16:07.000]  在恩福中心五樓某間房間
[00:16:07.000 --> 00:16:10.000]  我腦海裡忽然間泛起一個意念
[00:16:10.000 --> 00:16:13.000]  我現在所做的
[00:16:13.000 --> 00:16:17.000]  是神想我做 是神喜悅我做
[00:16:17.000 --> 00:16:23.000]  那一刻我內心感到莫名的溫暖和興奮
[00:16:24.000 --> 00:16:28.000]  我相信這是神放在我心裡的負擔
[00:16:28.000 --> 00:16:30.000]  雖然未必很多人看到
[00:16:30.000 --> 00:16:34.000]  我在恩福中心某個角落做什麼
[00:16:34.000 --> 00:16:37.000]  我隨即大膽向神祈禱
[00:16:37.000 --> 00:16:40.000]  神啊求祢保守媽媽無大礙
[00:16:40.000 --> 00:16:45.000]  求祢引領團契的姐妹參與門訓小組
[00:16:45.000 --> 00:16:50.000]  感謝神的憐憫和垂聽禱告
[00:16:51.000 --> 00:16:54.000]  在這三年 神給我有機會實踐
[00:16:54.000 --> 00:16:57.000]  以聖賢作門訓的照明
[00:16:57.000 --> 00:16:59.000]  很坦白說
[00:16:59.000 --> 00:17:04.000]  在門訓路上都記得跌跌碰碰
[00:17:04.000 --> 00:17:06.000]  我都曾經難受
[00:17:06.000 --> 00:17:08.000]  我都曾經流淚
[00:17:08.000 --> 00:17:10.000]  我都曾經氣餒
[00:17:10.000 --> 00:17:13.000]  不過看到神改變人生命的奇妙
[00:17:13.000 --> 00:17:16.000]  看到神興起宿命的領袖
[00:17:16.000 --> 00:17:19.000]  給我無限的動力
[00:17:20.000 --> 00:17:23.000]  一個個有血有肉有淚的生命
[00:17:23.000 --> 00:17:28.000]  其實都不斷滋潤門訓我這個小傳道
[00:17:28.000 --> 00:17:32.000]  我認識一個姐妹
[00:17:32.000 --> 00:17:35.000]  一個很盡責的中學老師
[00:17:35.000 --> 00:17:37.000]  而且是輔導老師
[00:17:37.000 --> 00:17:39.000]  今年春天
[00:17:39.000 --> 00:17:41.000]  就是今季了
[00:17:41.000 --> 00:17:46.000]  我們幾個弟兄姐妹一起行山領袖
[00:17:46.000 --> 00:17:48.000]  為人師表
[00:17:49.000 --> 00:17:50.000]  我分享到
[00:17:50.000 --> 00:17:53.000]  她看到這個時代青少年的光景
[00:17:53.000 --> 00:17:56.000]  她感恩自己是一個老師
[00:17:56.000 --> 00:17:59.000]  可以陪伴青少年成長
[00:17:59.000 --> 00:18:02.000]  這幾年我自己看見
[00:18:02.000 --> 00:18:05.000]  社會風雲變色
[00:18:05.000 --> 00:18:08.000]  世情風雲變幻
[00:18:08.000 --> 00:18:10.000]  一片片濃霧
[00:18:10.000 --> 00:18:12.000]  甚至一片片陰霾
[00:18:12.000 --> 00:18:15.000]  好像籠罩著不少香港人的身心靈
[00:18:16.000 --> 00:18:19.000]  包括老師家長學生
[00:18:19.000 --> 00:18:23.000]  我看見為人師表的艱難
[00:18:23.000 --> 00:18:25.000]  我都看見這個姐妹
[00:18:25.000 --> 00:18:27.000]  辛勤的步伐
[00:18:27.000 --> 00:18:29.000]  疲倦的臉容
[00:18:29.000 --> 00:18:31.000]  但我沒有想過
[00:18:31.000 --> 00:18:35.000]  原來她仍然無悔投身教育
[00:18:35.000 --> 00:18:37.000]  甚至為此感恩
[00:18:37.000 --> 00:18:39.000]  她的心志
[00:18:39.000 --> 00:18:42.000]  那一刻其實都觸動我的心
[00:18:42.000 --> 00:18:44.000]  後來我問她
[00:18:45.000 --> 00:18:48.000]  為何你仍然堅持為人師表
[00:18:48.000 --> 00:18:50.000]  如此疲倦
[00:18:50.000 --> 00:18:52.000]  如此艱難
[00:18:52.000 --> 00:18:54.000]  她如何回應
[00:18:54.000 --> 00:18:59.000]  這段是她寫給我的回應
[00:18:59.000 --> 00:19:07.000]  因為同理度青少年人正處於迷惘尋索的成長階段
[00:19:07.000 --> 00:19:10.000]  需要幫助和被引導
[00:19:10.000 --> 00:19:12.000]  看到他們成長
[00:19:12.000 --> 00:19:14.000]  是姐妹最大的回報
[00:19:14.000 --> 00:19:18.000]  姐妹希望不單教導他們知識和技能
[00:19:18.000 --> 00:19:20.000]  姐妹都相信
[00:19:20.000 --> 00:19:23.000]  神是按著神自己的心意
[00:19:23.000 --> 00:19:26.000]  創造每一個獨特的青少年
[00:19:26.000 --> 00:19:29.000]  所以希望這些青少年
[00:19:29.000 --> 00:19:31.000]  可以慢慢欣賞
[00:19:31.000 --> 00:19:33.000]  發揮自己的長處
[00:19:33.000 --> 00:19:36.000]  而且在這個險惡的世代
[00:19:36.000 --> 00:19:38.000]  堅持善良
[00:19:38.000 --> 00:19:42.000]  上星期才是青少主人
[00:19:43.000 --> 00:19:49.000]  的確寵物的陪伴都很重要
[00:19:49.000 --> 00:19:51.000]  但這個世代的青少年
[00:19:51.000 --> 00:19:56.000]  更加需要明白愛護他們的成年人
[00:19:56.000 --> 00:20:00.000]  做他們生命的陪行者
[00:20:00.000 --> 00:20:06.000]  我相信這個姐妹正在她的教學場所
[00:20:06.000 --> 00:20:08.000]  持守神給她的照明
[00:20:10.000 --> 00:20:11.000]  你呢?
[00:20:11.000 --> 00:20:13.000]  今天
[00:20:13.000 --> 00:20:15.000]  神將你安頓在哪裏?
[00:20:15.000 --> 00:20:18.000]  你的工作反映你的負擔嗎?
[00:20:18.000 --> 00:20:22.000]  你的侍奉反映你的負擔嗎?
[00:20:22.000 --> 00:20:26.000]  你的職場、你的侍奉環境
[00:20:26.000 --> 00:20:31.000]  是否實踐神託付你照明的地方呢?
[00:20:31.000 --> 00:20:34.000]  創世之初
[00:20:34.000 --> 00:20:36.000]  看守伊甸園
[00:20:36.000 --> 00:20:38.000]  管理神的創造
[00:20:38.000 --> 00:20:40.000]  是上帝給人的第一道照明
[00:20:40.000 --> 00:20:43.000]  人在伊甸
[00:20:43.000 --> 00:20:46.000]  上帝不單像那些照明
[00:20:46.000 --> 00:20:49.000]  也像那些禁令
[00:20:49.000 --> 00:20:52.000]  讓我們再看接下來的兩節
[00:20:52.000 --> 00:20:54.000]  我們一起讀吧
[00:20:54.000 --> 00:20:56.000]  一二三
[00:20:56.000 --> 00:20:57.000]  神吩咐那人說
[00:20:57.000 --> 00:21:00.000]  園中各樣樹上所出的
[00:21:00.000 --> 00:21:02.000]  你可以隨意吃
[00:21:02.000 --> 00:21:05.000]  只是知善惡的樹所出的
[00:21:05.000 --> 00:21:07.000]  你不可吃
[00:21:07.000 --> 00:21:09.000]  因為你吃他的日子
[00:21:09.000 --> 00:21:11.000]  必定死
[00:21:11.000 --> 00:21:13.000]  好,謝謝
[00:21:13.000 --> 00:21:15.000]  耶和華神吩咐那人說
[00:21:15.000 --> 00:21:17.000]  在原文
[00:21:17.000 --> 00:21:19.000]  吩咐這個動詞
[00:21:19.000 --> 00:21:22.000]  你知不知道它的名詞是甚麼?
[00:21:23.000 --> 00:21:24.000]  誡明
[00:21:24.000 --> 00:21:27.000]  吩咐就是誡明
[00:21:27.000 --> 00:21:29.000]  在這兩節經文
[00:21:29.000 --> 00:21:31.000]  上帝用了相同肯定的句式
[00:21:31.000 --> 00:21:33.000]  很鄭重地祝福亞當
[00:21:33.000 --> 00:21:35.000]  兩項命令
[00:21:35.000 --> 00:21:37.000]  正面的是
[00:21:37.000 --> 00:21:39.000]  園中所有樹的果子
[00:21:39.000 --> 00:21:41.000]  都可以吃
[00:21:41.000 --> 00:21:43.000]  可以隨意吃
[00:21:43.000 --> 00:21:44.000]  盡情享受
[00:21:44.000 --> 00:21:47.000]  這些好看又好吃的果子
[00:21:47.000 --> 00:21:49.000]  負面的是
[00:21:49.000 --> 00:21:52.000]  只有一棵知善惡樹的果子
[00:21:52.000 --> 00:21:53.000]  必定
[00:21:53.000 --> 00:21:55.000]  不可吃
[00:21:55.000 --> 00:21:57.000]  不可吃
[00:21:57.000 --> 00:22:00.000]  園意是有絕對永遠
[00:22:00.000 --> 00:22:02.000]  萬萬不可吃的意思
[00:22:02.000 --> 00:22:04.000]  在人類的歷史上
[00:22:04.000 --> 00:22:09.000]  這是神給人的第一條禁令
[00:22:09.000 --> 00:22:11.000]  日後在西乃山
[00:22:11.000 --> 00:22:14.000]  上帝頒佈十誡
[00:22:14.000 --> 00:22:17.000]  原文用的禁令格式
[00:22:17.000 --> 00:22:20.000]  就是不可吃
[00:22:21.000 --> 00:22:23.000]  一模一樣的句式
[00:22:23.000 --> 00:22:25.000]  知善惡
[00:22:25.000 --> 00:22:28.000]  就是知道好和壞
[00:22:28.000 --> 00:22:30.000]  在上文
[00:22:30.000 --> 00:22:32.000]  創世紀一章
[00:22:32.000 --> 00:22:33.000]  多次提及
[00:22:33.000 --> 00:22:35.000]  神看著是好的
[00:22:35.000 --> 00:22:37.000]  在下文
[00:22:37.000 --> 00:22:39.000]  神認為男人獨居不好
[00:22:39.000 --> 00:22:41.000]  創世紀頭兩章
[00:22:41.000 --> 00:22:44.000]  知善惡在上帝獨有的智慧
[00:22:44.000 --> 00:22:46.000]  無所不知的能力
[00:22:46.000 --> 00:22:49.000]  為甚麼?
[00:22:50.000 --> 00:22:52.000]  為甚麼人們不可吃?
[00:22:52.000 --> 00:22:54.000]  萬萬不可吃
[00:22:54.000 --> 00:22:56.000]  知善惡樹的果子
[00:22:56.000 --> 00:22:59.000]  因為吃的日子必定
[00:22:59.000 --> 00:23:01.000]  死
[00:23:01.000 --> 00:23:03.000]  死身體的死亡
[00:23:03.000 --> 00:23:06.000]  死後人的肉身歸於塵土
[00:23:06.000 --> 00:23:08.000]  死靈性的死亡
[00:23:08.000 --> 00:23:10.000]  犯罪之後
[00:23:10.000 --> 00:23:12.000]  躲起來不敢見上帝
[00:23:12.000 --> 00:23:14.000]  與神隔絕
[00:23:14.000 --> 00:23:16.000]  為甚麼?
[00:23:16.000 --> 00:23:18.000]  吃這棵樹的果子
[00:23:19.000 --> 00:23:20.000]  關乎生死
[00:23:20.000 --> 00:23:23.000]  而且是關乎永恆的生死
[00:23:23.000 --> 00:23:26.000]  為甚麼後果這麼嚴重?
[00:23:26.000 --> 00:23:29.000]  知善惡樹
[00:23:29.000 --> 00:23:31.000]  代表的
[00:23:31.000 --> 00:23:33.000]  不單止是食物
[00:23:33.000 --> 00:23:35.000]  更加是劃分
[00:23:35.000 --> 00:23:39.000]  造物主和受造物兩者的界線
[00:23:39.000 --> 00:23:41.000]  人不可以潛越這條線
[00:23:41.000 --> 00:23:45.000]  人如果吃了這棵樹的果子
[00:23:45.000 --> 00:23:47.000]  就自以為神
[00:23:47.000 --> 00:23:48.000]  以自我為中心
[00:23:48.000 --> 00:23:49.000]  以自己的智慧
[00:23:49.000 --> 00:23:53.000]  去衡量一切好和壞的標準
[00:23:53.000 --> 00:23:55.000]  不再依靠創造主
[00:23:55.000 --> 00:23:57.000]  將上帝和祂的啟示
[00:23:57.000 --> 00:23:59.000]  拋諸腦後
[00:23:59.000 --> 00:24:01.000]  這樣
[00:24:01.000 --> 00:24:04.000]  人就超越被造的本位
[00:24:04.000 --> 00:24:08.000]  潛越神人的界線
[00:24:08.000 --> 00:24:13.000]  忘記自己只是有限的受造物
[00:24:13.000 --> 00:24:16.000]  拒絕否認
[00:24:17.000 --> 00:24:18.000]  那位創造主
[00:24:18.000 --> 00:24:22.000]  那位將人安頓在伊甸園的耶和華神
[00:24:22.000 --> 00:24:26.000]  那位和人有親密關係的耶和華神
[00:24:26.000 --> 00:24:28.000]  今忘恩負義
[00:24:28.000 --> 00:24:30.000]  今大逆不道
[00:24:30.000 --> 00:24:32.000]  就是罪
[00:24:32.000 --> 00:24:34.000]  創世紀一章
[00:24:34.000 --> 00:24:36.000]  神賜福美人
[00:24:36.000 --> 00:24:39.000]  吩咐人生養眾多
[00:24:39.000 --> 00:24:41.000]  創世紀二章
[00:24:41.000 --> 00:24:43.000]  神嚴厲警告人
[00:24:43.000 --> 00:24:46.000]  不順從就必定死
[00:24:46.000 --> 00:24:50.000]  生和死的分界線
[00:24:50.000 --> 00:24:52.000]  就是罪
[00:24:52.000 --> 00:24:54.000]  關鍵在於是否願意
[00:24:54.000 --> 00:24:56.000]  服從上帝的誡命
[00:24:56.000 --> 00:25:00.000]  是否願意嚴守神設立的界線
[00:25:00.000 --> 00:25:04.000]  神的禁令
[00:25:04.000 --> 00:25:06.000]  神的界線
[00:25:06.000 --> 00:25:08.000]  會否太嚴苛呢
[00:25:08.000 --> 00:25:11.000]  會否太嚴苛呢
[00:25:11.000 --> 00:25:14.000]  想像一下
[00:25:15.000 --> 00:25:16.000]  如果你是阿當
[00:25:16.000 --> 00:25:18.000]  被安頓在伊甸園
[00:25:18.000 --> 00:25:22.000]  你會否聽到四周傳來
[00:25:22.000 --> 00:25:23.000]  散散的流水聲
[00:25:23.000 --> 00:25:26.000]  大自然的環迴立體聲
[00:25:26.000 --> 00:25:28.000]  盈擾耳邊
[00:25:28.000 --> 00:25:30.000]  你會否聞到
[00:25:30.000 --> 00:25:32.000]  不同味道的果香
[00:25:32.000 --> 00:25:34.000]  撲鼻而來
[00:25:34.000 --> 00:25:36.000]  你會否看到
[00:25:36.000 --> 00:25:38.000]  遍地都是綠油油的樹木
[00:25:38.000 --> 00:25:40.000]  五顏六色的累累果實
[00:25:40.000 --> 00:25:42.000]  黃澄澄的金紫
[00:25:42.000 --> 00:25:43.000]  白海海的珍珠
[00:25:43.000 --> 00:25:44.000]  紅彤彤的馬路
[00:25:45.000 --> 00:25:46.000]  色彩繽紛
[00:25:46.000 --> 00:25:48.000]  金光閃閃
[00:25:48.000 --> 00:25:50.000]  目不下級
