
[00:00:00.000 --> 00:00:03.480]  親愛的天父,謝謝祢讓我們看到祢的能力
[00:03:33.960 --> 00:03:36.760]  有三部分的PowerPoint
[00:03:36.760 --> 00:03:39.080]  第一部分我們請姐妹讀出
[00:03:39.080 --> 00:03:41.400]  第二部分請弟兄讀出
[00:03:41.400 --> 00:03:44.000]  第三部分我們一起讀出
[00:03:44.000 --> 00:03:46.280]  好,我們請姐妹
[00:03:46.280 --> 00:03:47.280]  所以
[00:03:47.280 --> 00:03:49.280]  (廣東話)
[00:03:49.280 --> 00:03:51.280]  (廣東話)
[00:03:51.280 --> 00:03:53.280]  (廣東話)
[00:03:53.720 --> 00:03:55.720]  (廣東話)
[00:03:55.720 --> 00:03:57.720]  (廣東話)
[00:03:57.720 --> 00:03:59.720]  (廣東話)
[00:03:59.720 --> 00:04:12.820]  共物和濟物獻給上帝,至於淫亂和一切污穢或是貪,在你們中間連提都不可,這才學乎聖徒的體統。
[00:04:12.820 --> 00:04:26.220]  淫詞、妄語、粗俗的俏皮話都不合耳,總要說感謝的話。要確實知道,無論是淫亂的,是污穢的,是貪心的,
[00:04:26.220 --> 00:04:31.220]  在基督和上帝的國內都不得畸業。
[00:04:31.220 --> 00:04:33.220]  請弟兄
[00:04:33.220 --> 00:04:35.220]  主持人:陳零九
[00:04:35.220 --> 00:04:37.220]  主持人:陳零九
[00:04:37.220 --> 00:04:39.220]  主持人:陳零九
[00:04:39.220 --> 00:04:41.220]  主持人:陳零九
[00:04:41.220 --> 00:04:43.220]  主持人:陳零九
[00:04:43.220 --> 00:04:45.220]  主持人:陳零九
[00:04:45.220 --> 00:04:47.220]  主持人:陳零九
[00:04:47.220 --> 00:04:49.220]  主持人:陳零九
[00:04:49.220 --> 00:04:51.220]  主持人:陳零九
[00:04:51.220 --> 00:04:53.220]  主持人:陳零九
[00:04:53.220 --> 00:04:55.220]  主持人:陳零九
[00:04:55.220 --> 00:04:57.220]  主持人:陳零九
[00:04:57.220 --> 00:04:59.220]  主持人:陳零九
[00:04:59.220 --> 00:05:01.220]  主持人:陳零九
[00:05:01.220 --> 00:05:03.220]  主持人:陳零九
[00:05:03.220 --> 00:05:05.220]  主持人:陳零九
[00:05:05.220 --> 00:05:07.220]  主持人:陳零九
[00:05:07.220 --> 00:05:09.220]  主持人:陳零九
[00:05:09.220 --> 00:05:11.220]  主持人:陳零九
[00:05:11.220 --> 00:05:13.220]  主持人:陳零九
[00:05:13.220 --> 00:05:15.220]  主持人:陳零九
[00:05:15.220 --> 00:05:17.220]  主持人:陳零九
[00:05:17.220 --> 00:05:19.220]  主持人:陳零九
[00:05:19.220 --> 00:05:21.220]  主持人:陳零九
[00:05:21.220 --> 00:05:23.220]  主持人:陳零九
[00:05:23.220 --> 00:05:25.220]  主持人:陳零九
[00:05:25.220 --> 00:05:27.220]  主持人:陳零九
[00:05:27.220 --> 00:05:29.220]  主持人:陳零九
[00:05:29.220 --> 00:05:31.220]  主持人:陳零九
[00:05:31.220 --> 00:05:33.220]  主持人:陳零九
[00:05:33.220 --> 00:05:35.220]  主持人:陳零九
[00:05:35.220 --> 00:05:37.220]  主持人:陳零九
[00:05:37.220 --> 00:05:39.220]  主持人:陳零九
[00:05:39.220 --> 00:05:41.220]  主持人:陳零九
[00:05:41.220 --> 00:05:43.220]  主持人:陳零九
[00:05:43.220 --> 00:05:45.220]  主持人:陳零九
[00:05:45.220 --> 00:05:47.220]  主持人:陳零九
[00:05:47.220 --> 00:05:49.220]  主持人:陳零九
[00:05:49.220 --> 00:05:51.220]  主持人:陳零九
[00:05:51.220 --> 00:05:53.220]  主持人:陳零九
[00:05:53.220 --> 00:05:55.220]  主持人:陳零九
[00:05:55.220 --> 00:05:57.220]  主持人:陳零九
[00:05:57.220 --> 00:05:59.220]  主持人:陳零九
[00:05:59.220 --> 00:06:01.220]  主持人:陳零九
[00:06:01.220 --> 00:06:03.220]  主持人:陳零九
[00:06:03.220 --> 00:06:05.220]  主持人:陳零九
[00:06:05.220 --> 00:06:07.220]  主持人:陳零九
[00:06:07.220 --> 00:06:09.220]  主持人:陳零九
[00:06:09.220 --> 00:06:11.220]  主持人:陳零九
[00:06:11.220 --> 00:06:13.220]  主持人:陳零九
[00:06:13.220 --> 00:06:15.220]  主持人:陳零九
[00:06:15.220 --> 00:06:21.220]  主持人:今日的題目是「行事與蒙愛的身份相稱」
[00:06:21.220 --> 00:06:26.220]  主持人:為何我們要行事與蒙愛的身份相稱呢?
[00:06:26.220 --> 00:06:29.220]  主持人:因為我們要效法神
[00:06:29.220 --> 00:06:32.220]  主持人:因為我們已經屬於基督
[00:06:32.220 --> 00:06:37.220]  主持人:我們已經有父神女兒的身份
[00:06:37.220 --> 00:06:38.220]  主持人:這裡這樣說
[00:06:38.220 --> 00:06:41.220]  主持人:要效法上帝,要憑愛心行事
[00:06:41.220 --> 00:06:44.220]  主持人:因為基督為我們寫記
[00:06:44.220 --> 00:06:46.220]  主持人:所以我們要作輕鄉的祭物
[00:06:46.220 --> 00:06:48.220]  主持人:供物獻給上帝
[00:06:48.220 --> 00:06:50.220]  主持人:雖然第二節沒有說
[00:06:50.220 --> 00:06:55.220]  主持人:實質表明,愛心行事有什麼表現
[00:06:55.220 --> 00:07:00.220]  主持人:但也指向耶穌基督作為榜樣,要寫記
[00:07:00.220 --> 00:07:04.220]  主持人:他將自己成為上帝喜悅的輕鄉的祭物
[00:07:04.220 --> 00:07:07.220]  主持人:和供物獻上自己
[00:07:07.220 --> 00:07:13.220]  主持人:這也是我們愛心活出行為的基本原則
[00:07:13.220 --> 00:07:15.220]  主持人:可能這個也不難明白
[00:07:15.220 --> 00:07:18.220]  主持人:耶穌為我們寫記,我們用愛去回應
[00:07:18.220 --> 00:07:23.220]  主持人:但最特別的是,保羅在第一節已經有一個命令
[00:07:23.220 --> 00:07:25.220]  主持人:他就說要效法上帝
[00:07:25.220 --> 00:07:27.220]  主持人:效法上帝是什麼意思呢?
[00:07:27.220 --> 00:07:31.220]  主持人:原來在整個《耳窟所書》第五章裡
[00:07:31.220 --> 00:07:33.220]  主持人:也是貫穿了
[00:07:33.220 --> 00:07:34.220]  主持人:什麼意思呢?
[00:07:34.220 --> 00:07:37.220]  主持人:效法上帝就是要成為效法者
[00:07:37.220 --> 00:07:39.220]  主持人:即是模仿者
[00:07:39.220 --> 00:07:41.220]  主持人:學那樣,持那樣
[00:07:41.220 --> 00:07:46.220]  主持人:這簡直是命令信徒要學像上帝
[00:07:46.220 --> 00:07:48.220]  主持人:有那樣,持那樣
[00:07:48.220 --> 00:07:52.220]  主持人:雖然我們看不到上帝的樣子
[00:07:52.220 --> 00:07:54.220]  主持人:但這裡指的是什麼呢?
[00:07:54.220 --> 00:07:56.220]  主持人:不是化妝的樣子
[00:07:56.220 --> 00:07:59.220]  主持人:而是內在的質素
[00:07:59.220 --> 00:08:00.220]  主持人:我們看到第九節那裡怎麼說呢?
[00:08:00.220 --> 00:08:03.220]  主持人:就是良善公義誠實等等
[00:08:03.220 --> 00:08:06.220]  主持人:作為我們學校的方向
[00:08:06.220 --> 00:08:09.220]  主持人:成為蒙上帝所親愛的兒女
[00:08:09.220 --> 00:08:14.220]  主持人:我們的身份要與我們的身份相稱
[00:08:14.220 --> 00:08:17.220]  主持人:就像我剛剛所說的
[00:08:17.220 --> 00:08:20.220]  主持人:要有那樣,學那樣
[00:08:20.220 --> 00:08:22.220]  主持人:因為信徒也有矜貴的身份
[00:08:22.220 --> 00:08:26.220]  主持人:所以我們要有矜貴身份的表現
[00:08:26.220 --> 00:08:29.220]  主持人:這也是我們成性的目標
[00:08:29.220 --> 00:08:35.220]  主持人:那怎樣才可以行事與我們蒙愛的身份相稱呢?
[00:08:35.220 --> 00:08:37.220]  主持人:第一樣已經回答了大家
[00:08:37.220 --> 00:08:38.220]  主持人:就是要學恥神
[00:08:38.220 --> 00:08:40.220]  主持人:這個命令提醒我們
[00:08:40.220 --> 00:08:42.220]  主持人:我們要這樣做
[00:08:42.220 --> 00:08:46.220]  主持人:第二樣原來在我們剛剛讀的第一部分經文裡
[00:08:46.220 --> 00:08:51.220]  主持人:很多提到一些好像不太好的行為
[00:08:51.220 --> 00:08:53.220]  主持人:然後有些是好的行為
[00:08:53.220 --> 00:08:55.220]  主持人:這裡我會給一個名字
[00:08:55.220 --> 00:08:56.220]  主持人:就是「新造的人」
[00:08:56.220 --> 00:09:00.220]  主持人:我們怎樣才能夠行事為人與蒙愛的身份相稱呢?
[00:09:00.220 --> 00:09:03.220]  主持人:就是我們要「新造的人」
[00:09:03.220 --> 00:09:06.220]  主持人:就是救我脫去
[00:09:06.220 --> 00:09:11.220]  主持人:「新造的人」就是說我們已經不是活在敗壞裡
[00:09:11.220 --> 00:09:18.220]  主持人:我們的行為、生活、言論應該去除罪的雜質
[00:09:18.220 --> 00:09:21.220]  主持人:所以第三節是怎樣呢?
[00:09:21.220 --> 00:09:26.220]  主持人:如果我們身份是蒙愛的兒女相稱
[00:09:26.220 --> 00:09:30.220]  主持人:就是要「聖徒合乎體統」
[00:09:30.220 --> 00:09:33.220]  主持人:我們要在愛中裡行事
[00:09:33.220 --> 00:09:38.220]  主持人:第一至第七節就說了很多怎樣在愛中行事
[00:09:38.220 --> 00:09:41.220]  主持人:第一就是要成為「新造的人」
[00:09:41.220 --> 00:09:44.220]  主持人:「新造的人」不單單是個體
[00:09:44.220 --> 00:09:47.220]  主持人:也是整個群體性的
[00:09:47.220 --> 00:09:48.220]  主持人:這裡是這樣說的
[00:09:48.220 --> 00:09:52.220]  主持人:第一就是淫亂污穢和貪婪
[00:09:52.220 --> 00:09:55.220]  主持人:意思是什麼呢?就是放任情慾
[00:09:55.220 --> 00:09:57.220]  主持人:過度的佔有慾
[00:09:57.220 --> 00:10:00.220]  主持人:做一些不規矩的事
[00:10:00.220 --> 00:10:02.220]  主持人:這三種的罪都好像很籠統
[00:10:02.220 --> 00:10:07.220]  主持人:但都是罪行的源頭
[00:10:07.220 --> 00:10:11.220]  主持人:如果我們看《已忽所書》第四章第十九節
[00:10:11.220 --> 00:10:13.220]  主持人:那裡已經提過了
[00:10:13.220 --> 00:10:19.220]  主持人:他說「愛邦人才會有虛妄的心行事的表現」
[00:10:19.220 --> 00:10:21.220]  主持人:作為我們「新造的人」
[00:10:21.220 --> 00:10:22.220]  主持人:屬主人
[00:10:22.220 --> 00:10:25.220]  主持人:是神蒙愛的兒女
[00:10:25.220 --> 00:10:27.220]  主持人:所以我們要留意
[00:10:27.220 --> 00:10:30.220]  主持人:不要繼續放任情慾
[00:10:30.220 --> 00:10:32.220]  主持人:佔有慾強
[00:10:32.220 --> 00:10:34.220]  主持人:或者做一些不規矩的事
[00:10:34.220 --> 00:10:39.220]  主持人:因為很多時候言行是反映到我們的內心
[00:10:39.220 --> 00:10:41.220]  主持人:所以我們要學習《將機碌》
[00:10:41.220 --> 00:10:42.220]  主持人:要像它
[00:10:42.220 --> 00:10:43.220]  主持人:要學它
[00:10:43.220 --> 00:10:45.220]  主持人:學它的樣式
[00:10:45.220 --> 00:10:48.220]  主持人:我們看到是可以怎樣做呢?
[00:10:48.220 --> 00:10:49.220]  主持人:我們很容易
[00:10:49.220 --> 00:10:52.220]  主持人:如果我們看到今天的另外一個powerpoint
[00:10:52.220 --> 00:10:56.220]  主持人:我們很容易去批評人
[00:10:56.220 --> 00:10:58.220]  主持人:我們很容易去貶低人
[00:10:58.220 --> 00:11:00.220]  主持人:但如果一個蒙愛兒女
[00:11:00.220 --> 00:11:02.220]  主持人:或者成熟的大人
[00:11:02.220 --> 00:11:04.220]  主持人:我們不輕易去批評人
[00:11:04.220 --> 00:11:07.220]  主持人:或者去費力去貶低人
[00:11:07.220 --> 00:11:09.220]  主持人:或者我們有時候
[00:11:09.220 --> 00:11:11.220]  主持人:就好像另外一幅圖
[00:11:11.220 --> 00:11:17.220]  主持人:不會坐在岸上去批評正義的人
[00:11:17.220 --> 00:11:19.220]  主持人:我們會用愛心行事
[00:11:19.220 --> 00:11:23.220]  主持人:不會只是說或者做這些事情
[00:11:23.220 --> 00:11:25.220]  主持人:如果是「新造的人」
[00:11:25.220 --> 00:11:26.220]  主持人:救人就是這樣
[00:11:26.220 --> 00:11:27.220]  主持人:新人會怎樣?
[00:11:27.220 --> 00:11:29.220]  主持人:我們提都不可以
[00:11:29.220 --> 00:11:33.220]  主持人:這才是合乎聖徒的體統
[00:11:33.220 --> 00:11:35.220]  主持人:不單止不可以做
[00:11:35.220 --> 00:11:37.220]  主持人:連提都不可以
[00:11:37.220 --> 00:11:42.220]  主持人:我們就能夠合乎上帝的體統
[00:11:42.220 --> 00:11:43.220]  主持人:第二組
[00:11:43.220 --> 00:11:45.220]  主持人:第二組「新造的人」
[00:11:45.220 --> 00:11:47.220]  主持人:救我和新我是怎樣呢?
[00:11:47.220 --> 00:11:49.220]  主持人:第二部分就是第四節
[00:11:49.220 --> 00:11:50.220]  主持人:那裡說
[00:11:50.220 --> 00:11:55.220]  主持人:淫詞、妄語、粗俗的俏皮話都不合義
[00:11:55.220 --> 00:11:57.220]  主持人:說笑都不合義
[00:11:57.220 --> 00:12:00.220]  主持人:連開玩笑都不合義
[00:12:00.220 --> 00:12:02.220]  主持人:很多時候我們說話是怎樣呢?
[00:12:02.220 --> 00:12:06.220]  主持人:說笑完人或串人都說「說笑而已」
[00:12:06.220 --> 00:12:08.220]  主持人:原來是不好的
[00:12:08.220 --> 00:12:10.220]  主持人:原來我們作為夢愛的兒女
[00:12:10.220 --> 00:12:15.220]  主持人:是不可以這樣笑人家或說笑而已
[00:12:15.220 --> 00:12:17.220]  主持人:另外是怎樣呢?
[00:12:17.220 --> 00:12:19.220]  主持人:其實總要說些感謝的話
[00:12:19.220 --> 00:12:20.220]  主持人:「新造的人」
[00:12:20.220 --> 00:12:22.220]  主持人:我們是夢神愛的兒女
[00:12:22.220 --> 00:12:23.220]  主持人:相稱是怎樣呢?
[00:12:23.220 --> 00:12:25.220]  主持人:要說感謝的話
[00:12:25.220 --> 00:12:27.220]  主持人:另外一個我想深刻大家的印象
[00:12:27.220 --> 00:12:29.220]  主持人:有一幅圖片很好
[00:12:29.220 --> 00:12:31.220]  主持人:就是我們學習要加
[00:12:31.220 --> 00:12:33.220]  主持人:抱怨要減
[00:12:33.220 --> 00:12:35.220]  主持人:感恩要乘
[00:12:35.220 --> 00:12:37.220]  主持人:損又要除
[00:12:37.220 --> 00:12:39.220]  主持人:我們純粹要感恩的話
[00:12:39.220 --> 00:12:43.220]  主持人:亦都和那些惡人或做事
[00:12:43.220 --> 00:12:45.220]  主持人:我們讀經文
[00:12:45.220 --> 00:12:49.220]  主持人:那些仍然在罪惡之中
[00:12:49.220 --> 00:12:52.220]  主持人:或他們專登去做惡事的人
[00:12:52.220 --> 00:12:57.220]  主持人:要和他們保持距離
[00:12:57.220 --> 00:13:00.220]  主持人:剛剛說到
[00:13:00.220 --> 00:13:03.220]  主持人:言語污穢不好
[00:13:03.220 --> 00:13:05.220]  主持人:不要說謊言
[00:13:05.220 --> 00:13:08.220]  主持人:不要說多餘的無聊話
[00:13:08.220 --> 00:13:10.220]  主持人:所以我們知道
[00:13:10.220 --> 00:13:12.220]  主持人:言語多就必失
[00:13:12.220 --> 00:13:14.220]  主持人:言多必失
[00:13:14.220 --> 00:13:16.220]  主持人:所以如果你看其他的聖經
[00:13:16.220 --> 00:13:18.220]  主持人:我們都知道
[00:13:18.220 --> 00:13:21.220]  主持人:舌頭其實聖經都一直叫我們勒住
[00:13:21.220 --> 00:13:24.220]  主持人:這都是貫穿聖經的教導
[00:13:24.220 --> 00:13:29.220]  主持人:但這樣每個人都很嚴肅
[00:13:29.220 --> 00:13:33.220]  主持人:每個人板起臉就最安全
[00:13:33.220 --> 00:13:38.220]  主持人:那是不是蒙神愛兒女的身份相稱呢?
[00:13:38.220 --> 00:13:40.220]  主持人:那又未必
[00:13:40.220 --> 00:13:47.220]  主持人:我們不是經常都緊迫性的溝通模式
[00:13:47.220 --> 00:13:53.220]  主持人:我們都可以有些輕鬆或者幽默的時間
[00:13:53.220 --> 00:13:57.220]  主持人:所以有時我們跟人相處
[00:13:57.220 --> 00:14:02.220]  主持人:都可以有一些輕鬆或者趣味的時間
[00:14:02.220 --> 00:14:07.220]  主持人:但你不是要說謊言、淫詞
[00:14:07.220 --> 00:14:09.220]  主持人:或者專門詆毀別人的話
[00:14:09.220 --> 00:14:12.220]  主持人:否則我們生活就會很悶
[00:14:12.220 --> 00:14:17.220]  主持人:所以香港都很流行有棟篤笑
[00:14:17.220 --> 00:14:19.220]  主持人:很受歡迎的
[00:14:19.220 --> 00:14:22.220]  主持人:所以我們可以怎樣呢?
[00:14:22.220 --> 00:14:25.220]  主持人:例如我初初信主的時候
[00:14:25.220 --> 00:14:28.220]  主持人:我就覺得信主就要嚴肅一點
[00:14:28.220 --> 00:14:30.220]  主持人:要斯文一點
[00:14:30.220 --> 00:14:35.220]  主持人:所有事都要嚴行謹慎一點
[00:14:35.220 --> 00:14:38.220]  主持人:我就覺得這樣就是基督徒了
[00:14:38.220 --> 00:14:41.220]  主持人:但原來神告訴我
[00:14:41.220 --> 00:14:42.220]  主持人:不是的
[00:14:42.220 --> 00:14:45.220]  主持人:你們有沒有玩過九型人格性格測試?
[00:14:45.220 --> 00:14:48.220]  主持人:是其中一個參考
[00:14:48.220 --> 00:14:50.220]  主持人:我做了這個測試之後
[00:14:50.220 --> 00:14:51.220]  主持人:我發覺原來我是
[00:14:51.220 --> 00:14:53.220]  主持人:你猜一下我是幾號?
[00:14:53.220 --> 00:14:54.220]  主持人:很難猜吧?
[00:14:54.220 --> 00:14:55.220]  主持人:2號
[00:14:55.220 --> 00:14:56.220]  主持人:有人說我2號
[00:14:56.220 --> 00:14:57.220]  主持人:有人說我6號
[00:14:57.220 --> 00:14:58.220]  主持人:其實我是7號
[00:14:58.220 --> 00:15:00.220]  主持人:7號是什麼人?
[00:15:00.220 --> 00:15:03.220]  主持人:就是最怕悶和最怕痛的人
[00:15:03.220 --> 00:15:05.220]  主持人:最喜歡氣氛好的
[00:15:05.220 --> 00:15:08.220]  主持人:突然間我找回原本的性格
[00:15:08.220 --> 00:15:09.220]  主持人:我好開心
[00:15:09.220 --> 00:15:10.220]  主持人:原來我做基督徒
[00:15:10.220 --> 00:15:12.220]  主持人:都是可以輕鬆的
[00:15:12.220 --> 00:15:14.220]  主持人:但是會有愛心
[00:15:14.220 --> 00:15:17.220]  主持人:所以有時候我們可以在地上怎樣呢?
[00:15:17.220 --> 00:15:23.220]  主持人:我們不是說和所有的人斷絕關係
[00:15:23.220 --> 00:15:25.220]  主持人:而是我們在地上
[00:15:25.220 --> 00:15:27.220]  主持人:怎樣可以和而不同
[00:15:27.220 --> 00:15:31.220]  主持人:我們不是只是假裝神聖不可侵犯
[00:15:31.220 --> 00:15:35.220]  主持人:而是要保持聖潔的標準
[00:15:35.220 --> 00:15:39.220]  主持人:耶穌基督的保養讓我們知道
[00:15:39.220 --> 00:15:43.220]  主持人:祂和人有很多接觸
[00:15:43.220 --> 00:15:45.220]  主持人:有很多愛心的行動
[00:15:45.220 --> 00:15:48.220]  主持人:所以我們最重要不是神聖不可侵犯
[00:15:48.220 --> 00:15:51.220]  主持人:而是我們要保持聖潔的標準
[00:15:51.220 --> 00:15:53.220]  主持人:在我們生活態度裏面
[00:15:53.220 --> 00:15:56.220]  主持人:總要說一些感謝的說話
[00:15:56.220 --> 00:15:59.220]  主持人:剛剛我們唱最後一首詩歌
[00:15:59.220 --> 00:16:02.220]  主持人:是主禱文
[00:16:02.220 --> 00:16:07.220]  主持人:最近我怎樣操練說感謝的話
[00:16:07.220 --> 00:16:09.220]  主持人:我有一次靈修
[00:16:09.220 --> 00:16:12.220]  主持人:那裏靈修資料教我
[00:16:12.220 --> 00:16:15.220]  主持人:它帶我將我們在天上的父
[00:16:15.220 --> 00:16:17.220]  主持人:願你的名為聖
[00:16:17.220 --> 00:16:19.220]  主持人:不停去默想
[00:16:19.220 --> 00:16:23.220]  主持人:可能我們通常是整篇主禱文
[00:16:23.220 --> 00:16:24.220]  主持人:今次只是兩節
[00:16:24.220 --> 00:16:27.220]  主持人:它教我我們在天上的父
[00:16:27.220 --> 00:16:29.220]  主持人:就吸氣
[00:16:29.220 --> 00:16:31.220]  主持人:願你的名為聖就呼氣
[00:16:31.220 --> 00:16:36.220]  主持人:整個生命就像有了充電一樣
[00:16:36.220 --> 00:16:39.220]  主持人:我又可以感謝上帝的說話
[00:16:39.220 --> 00:16:42.220]  主持人:可能整篇主禱文我們都可以這樣試
[00:16:42.220 --> 00:16:47.220]  主持人:我們可以說到感謝的話
[00:16:47.220 --> 00:16:50.220]  主持人:亦都教我們操練
[00:16:50.220 --> 00:16:54.220]  主持人:怎樣去更加象神無礙的兒女
[00:16:54.220 --> 00:16:57.220]  主持人:另外第三組禁止的行為是什麼呢
[00:16:57.220 --> 00:17:00.220]  主持人:就是成為搏逆人的合夥人
[00:17:00.220 --> 00:17:03.220]  主持人:因為從前你們是暗會的
[00:17:03.220 --> 00:17:06.220]  主持人:但如今我們要行在光明裏面
[00:17:06.220 --> 00:17:09.220]  主持人:行事為人要做光明的子女
[00:17:09.220 --> 00:17:11.220]  主持人:光明是所結的果子
[00:17:11.220 --> 00:17:14.220]  主持人:有一切的良善公義和信實
[00:17:14.220 --> 00:17:17.220]  主持人:並且能夠測驗主所喜悅的事
[00:17:17.220 --> 00:17:19.220]  主持人:信徒這裏說
[00:17:19.220 --> 00:17:22.220]  主持人:不要和那些搏逆的人合夥
[00:17:22.220 --> 00:17:25.220]  主持人:即是同流合污
[00:17:25.220 --> 00:17:27.220]  主持人:他們會做什麼呢
[00:17:27.220 --> 00:17:30.220]  主持人:他們會污穢、貪心、淫亂
[00:17:30.220 --> 00:17:33.220]  主持人:所以我們作為新造的人
[00:17:33.220 --> 00:17:36.220]  主持人:我們要知道我們生命要有改變
[00:17:36.220 --> 00:17:38.220]  主持人:在這裏如果我們再讀下去的時候
[00:17:38.220 --> 00:17:42.220]  主持人:第八節我們看到有很多新造的人
[00:17:42.220 --> 00:17:44.220]  主持人:舊和新有什麼分別
[00:17:44.220 --> 00:17:46.220]  主持人:就是光明和黑暗
[00:17:46.220 --> 00:17:49.220]  主持人:約翰一書一章五節裏都有說
[00:17:49.220 --> 00:17:51.220]  主持人:稱上帝就是光
