
[00:00:00.000 --> 00:00:04.000]  在聽道之先我們一起同心禱告
[00:01:43.000 --> 00:01:49.000]  尚野教授和這隻狗之間
[00:01:49.000 --> 00:01:52.000]  建立了很親愛的感情
[00:01:52.000 --> 00:01:57.000]  每一天八千都會送主人出門
[00:01:57.000 --> 00:01:58.000]  黃昏的時候
[00:01:58.000 --> 00:02:04.000]  也會在涉谷車站接主人回家
[00:02:04.000 --> 00:02:08.000]  但是人犬之間相處了一年多
[00:02:08.000 --> 00:02:15.000]  尚野就在一次在大學課堂上猝死離世
[00:02:15.000 --> 00:02:19.000]  八千不知道主人不會再回家
[00:02:19.000 --> 00:02:23.000]  但他仍然每一天都去車站等主人
[00:02:23.000 --> 00:02:25.000]  等尚野教授
[00:02:25.000 --> 00:02:27.000]  直到十年之後
[00:02:27.000 --> 00:02:31.000]  八千自己也離世了
[00:02:31.000 --> 00:02:35.000]  因此秋田犬八千就成為名犬
[00:02:35.000 --> 00:02:40.000]  涉谷車站也都樹立了一個銅像
[00:02:40.000 --> 00:02:44.000]  左邊的銅像就是八千的銅像
[00:02:44.000 --> 00:02:46.000]  過了九十年之後
[00:02:46.000 --> 00:02:52.000]  這隻忠心的狗終於和主人重逢了
[00:02:52.000 --> 00:02:58.000]  在右邊的銅像就是東京大學樹立的雕像
[00:02:58.000 --> 00:03:04.000]  讓八千和主人可以團聚
[00:03:04.000 --> 00:03:07.000]  忠誠的情操是很珍貴的
[00:03:07.000 --> 00:03:10.000]  也都很令人感動的
[00:03:10.000 --> 00:03:15.000]  特別有養狗的頂姐妹
[00:03:15.000 --> 00:03:22.000]  可能你會更加有深的一種感受體會
[00:03:22.000 --> 00:03:25.000]  今天是三八婦女節
[00:03:25.000 --> 00:03:29.000]  剛剛也有周六早誦
[00:03:29.000 --> 00:03:32.000]  我跟大家分享聖經裏面
[00:03:32.000 --> 00:03:36.000]  一位忠誠的婦女典範 盧德
[00:03:36.000 --> 00:03:43.000]  看看他如何對神 對人 對愛情的忠誠
[00:03:43.000 --> 00:03:47.000]  我們首先看看盧德對神 對人的忠誠
[00:03:47.000 --> 00:03:54.000]  我們一起讀 盧德記一章第六節
[00:03:54.000 --> 00:03:57.000]  我們慢慢讀
[00:03:57.000 --> 00:04:01.000]  「事先統治的時候 國中有饑荒
[00:04:01.000 --> 00:04:05.000]  在猶大的伯利行 有一個人帶著妻子
[00:04:05.000 --> 00:04:09.000]  和兩個兒子 王摩亞地去寄居
[00:04:09.000 --> 00:04:11.000]  這人名叫以利米勒
[00:04:11.000 --> 00:04:14.000]  他的妻子名叫拿訛米
[00:04:14.000 --> 00:04:17.000]  他兩個兒子 一個名叫馬倫
[00:04:17.000 --> 00:04:19.000]  一個名叫基連
[00:04:19.000 --> 00:04:23.000]  都是猶大伯利行的耳發他人
[00:04:23.000 --> 00:04:27.000]  他們到了摩亞地 就住在那裏
[00:04:27.000 --> 00:04:31.000]  後來拿訛米的丈夫 以利米勒死了
[00:04:31.000 --> 00:04:33.000]  剩下他兩個兒子
[00:04:33.000 --> 00:04:36.000]  兩個兒子娶了摩亞女子
[00:04:36.000 --> 00:04:40.000]  一個名叫訛爾巴 一個名叫盧德
[00:04:40.000 --> 00:04:43.000]  在那裏住了約有十年
[00:04:43.000 --> 00:04:46.000]  馬倫和基連二人也死了
[00:04:46.000 --> 00:04:51.000]  剩下拿訛米 沒有丈夫 沒有兒子
[00:04:51.000 --> 00:04:57.000]  拿訛米與兩個媳婦起身 要從摩亞地回去
[00:04:57.000 --> 00:05:02.000]  因為他在摩亞地 聽見耶和華眷顧自己的百姓
[00:05:02.000 --> 00:05:05.000]  賜糧食給他們
[00:05:05.000 --> 00:05:09.000]  我們讀完十六節 到十八節
[00:05:09.000 --> 00:05:11.000]  第一章 盧德記
[00:05:11.000 --> 00:05:16.000]  盧德說:不要勸我離開你 轉去不跟隨你
[00:05:16.000 --> 00:05:19.000]  你往那裏去 我也往那裏去
[00:05:19.000 --> 00:05:23.000]  你在那裏住 我也在那裏住
[00:05:23.000 --> 00:05:26.000]  你的百姓就是我的百姓
[00:05:26.000 --> 00:05:28.000]  你的神就是我的神
[00:05:28.000 --> 00:05:31.000]  你死在那裏 我也死在那裏
[00:05:31.000 --> 00:05:36.000]  葬在那裏 只有死能使你我分離
[00:05:36.000 --> 00:05:40.000]  不然願耶和華重重刑罰我
[00:05:40.000 --> 00:05:44.000]  拿訛米見盧德決意要跟隨自己
[00:05:44.000 --> 00:05:49.000]  就不再對他說什麼了
[00:05:49.000 --> 00:05:54.000]  聖經裏面有兩卷書 是用女人的名字來命名的
[00:05:54.000 --> 00:05:58.000]  在舊約的 是哪兩卷?
[00:05:58.000 --> 00:06:01.000]  以斯帖記和盧德記
[00:06:01.000 --> 00:06:04.000]  相對於皇后以斯帖
[00:06:04.000 --> 00:06:08.000]  她臨危受命 挽救國民脫離滅族危機
[00:06:08.000 --> 00:06:10.000]  轟轟烈烈的事蹟
[00:06:10.000 --> 00:06:13.000]  盧德的人生就較為平凡
[00:06:13.000 --> 00:06:17.000]  但盧德不是一個很幸運的女子
[00:06:17.000 --> 00:06:20.000]  她生在舊約時的事實時代
[00:06:20.000 --> 00:06:25.000]  是一個各人任意而行的敗壞世代
[00:06:25.000 --> 00:06:31.000]  盧德也出生在一個受神咒咒的摩訶人當中
[00:06:31.000 --> 00:06:35.000]  她嫁給伯尼行人馬倫之後
[00:06:35.000 --> 00:06:38.000]  不久 丈夫就死了
[00:06:38.000 --> 00:06:43.000]  成為無子無女的年輕寡婦
[00:06:43.000 --> 00:06:47.000]  而婆婆也不是很有錢或是很興盛
[00:06:47.000 --> 00:06:50.000]  可謂家道中落
[00:06:50.000 --> 00:06:53.000]  家裏的男丁相繼都死去
[00:06:53.000 --> 00:06:57.000]  只剩下三個寡婦相對一堂
[00:06:57.000 --> 00:07:01.000]  很淒涼的一個情況
[00:07:01.000 --> 00:07:05.000]  在這個時候 男和女就決定回鄉下
[00:07:05.000 --> 00:07:07.000]  回到伯尼行
[00:07:07.000 --> 00:07:09.000]  他們兩個媳婦說
[00:07:09.000 --> 00:07:13.000]  你們都年輕 都沒有小孩
[00:07:13.000 --> 00:07:16.000]  不如你們回到你的娘家
[00:07:16.000 --> 00:07:18.000]  回去再結婚
[00:07:18.000 --> 00:07:22.000]  願你們平安亦蒙福
[00:07:22.000 --> 00:07:27.000]  盧德和俄爾巴兩個都不捨得罵俄米
[00:07:27.000 --> 00:07:30.000]  聖經裏面說 他們都放聲而哭
[00:07:30.000 --> 00:07:32.000]  他們不想回娘家
[00:07:32.000 --> 00:07:35.000]  他們要和盧德在一起
[00:07:35.000 --> 00:07:38.000]  罵俄米說 你跟著我有什麼用
[00:07:38.000 --> 00:07:41.000]  即使我今天生了一個兒子給你們
[00:07:41.000 --> 00:07:45.000]  你們等不等到他長大和他結婚呢
[00:07:45.000 --> 00:07:49.000]  俄爾巴就經不起婆婆的虧權
[00:07:49.000 --> 00:07:54.000]  於是就和這位婆婆奶奶一別
[00:07:54.000 --> 00:07:56.000]  然後就回娘家
[00:07:56.000 --> 00:08:00.000]  但另一位兒媳婦盧德
[00:08:00.000 --> 00:08:04.000]  在這個時候他顯出有些很特別
[00:08:04.000 --> 00:08:07.000]  他就大膽運用婆婆給他的自由
[00:08:07.000 --> 00:08:10.000]  去選擇一條不自由的路
[00:08:10.000 --> 00:08:13.000]  就是跟從孤婦的奶奶
[00:08:13.000 --> 00:08:17.000]  這位老人家和他一起生活
[00:08:17.000 --> 00:08:19.000]  盧德身處在一個
[00:08:19.000 --> 00:08:22.000]  各人任意而行的時代
[00:08:22.000 --> 00:08:25.000]  盧德可以任意隨意地
[00:08:25.000 --> 00:08:27.000]  選擇自己的路
[00:08:27.000 --> 00:08:29.000]  而且盧德仍然是一個
[00:08:29.000 --> 00:08:32.000]  很有活力的年輕婦人
[00:08:32.000 --> 00:08:35.000]  像盧德這樣去選擇
[00:08:35.000 --> 00:08:37.000]  是否很少有呢
[00:08:37.000 --> 00:08:39.000]  不單是這樣
[00:08:39.000 --> 00:08:42.000]  盧德亦信靠了拿俄米的神
[00:08:42.000 --> 00:08:45.000]  他向奶奶說 你的神就是我的神
[00:08:45.000 --> 00:08:49.000]  後來在盧德記後面出現的
[00:08:49.000 --> 00:08:51.000]  一個波亞斯財主
[00:08:51.000 --> 00:08:53.000]  他第一次見到盧德的時候
[00:08:53.000 --> 00:08:55.000]  他也稱讚盧德說
[00:08:55.000 --> 00:08:59.000]  你來投靠在耶和華以色列神的賜旁下
[00:08:59.000 --> 00:09:01.000]  我就想起昔日阿伯拉罕
[00:09:01.000 --> 00:09:03.000]  他回應神的呼召
[00:09:03.000 --> 00:09:06.000]  阿伯拉罕離開本地本族富家
[00:09:06.000 --> 00:09:09.000]  往神所指示他的地方去
[00:09:09.000 --> 00:09:10.000]  他是怎樣的
[00:09:10.000 --> 00:09:14.000]  他是因著信往將來要得遺孽的地去
[00:09:14.000 --> 00:09:18.000]  出去的時候還不知往哪裡去
[00:09:18.000 --> 00:09:21.000]  盧德和阿伯拉罕都一樣
[00:09:21.000 --> 00:09:26.000]  他們信神是想像那些尋求祂的人
[00:09:26.000 --> 00:09:28.000]  盧德願意離鄉別井
[00:09:28.000 --> 00:09:32.000]  跟隨無夫無子的寡婦
[00:09:32.000 --> 00:09:35.000]  他的奶奶拿俄米
[00:09:35.000 --> 00:09:37.000]  盧德這樣跟從拿俄米
[00:09:37.000 --> 00:09:41.000]  是否很不現實呢
[00:09:41.000 --> 00:09:46.000]  很多人都不肯信耶穌
[00:09:46.000 --> 00:09:49.000]  就說信耶穌有飯吃嗎
[00:09:49.000 --> 00:09:52.000]  一點都不現實
[00:09:52.000 --> 00:09:54.000]  在那些不信的人來看
[00:09:54.000 --> 00:09:58.000]  愛主的人都是傻頭傻腦的人
[00:09:58.000 --> 00:10:01.000]  活在虛幻裡面
[00:10:01.000 --> 00:10:03.000]  在這件事情盧德
[00:10:03.000 --> 00:10:07.000]  他是不是活在虛幻裡面呢
[00:10:07.000 --> 00:10:08.000]  其實盧德
[00:10:08.000 --> 00:10:11.000]  他活在另一個現實裡面
[00:10:11.000 --> 00:10:13.000]  只是世俗的人不了解
[00:10:13.000 --> 00:10:16.000]  其實現實有兩種
[00:10:16.000 --> 00:10:18.000]  一種就是眼前的現實
[00:10:18.000 --> 00:10:21.000]  一種就是長遠的現實
[00:10:21.000 --> 00:10:23.000]  就好像有兩個人
[00:10:23.000 --> 00:10:26.000]  一個人他認為應該追求快樂
[00:10:26.000 --> 00:10:30.000]  於是就要時時都及時行樂
[00:10:30.000 --> 00:10:35.000]  於是就終日到處都去遊玩
[00:10:35.000 --> 00:10:37.000]  行遊
[00:10:37.000 --> 00:10:39.000]  什麼都不去想
[00:10:39.000 --> 00:10:41.000]  而另一個他就認為
[00:10:41.000 --> 00:10:42.000]  我要追求快樂
[00:10:42.000 --> 00:10:46.000]  所以我覺得一定要在學識上充實自己
[00:10:46.000 --> 00:10:49.000]  在處世上要鍛鍊自己
[00:10:49.000 --> 00:10:54.000]  要知道雖然現在暫時放下遊玩
[00:10:54.000 --> 00:10:57.000]  閒散的日子
[00:10:57.000 --> 00:11:04.000]  後來我是能夠得到更加真實的幸福快樂
[00:11:04.000 --> 00:11:05.000]  請問這兩個人
[00:11:05.000 --> 00:11:10.000]  誰是活在幸福的現實裡面呢
[00:11:10.000 --> 00:11:12.000]  應該是後者吧
[00:11:12.000 --> 00:11:15.000]  盧德是一個有遠見的人
[00:11:15.000 --> 00:11:18.000]  他看的是將來不是眼前
[00:11:18.000 --> 00:11:20.000]  他看到的是將來的希望
[00:11:20.000 --> 00:11:22.000]  不是現實的痛苦
[00:11:22.000 --> 00:11:23.000]  他有信仰
[00:11:23.000 --> 00:11:26.000]  他知道分辨什麼是真實的神
[00:11:26.000 --> 00:11:29.000]  什麼是虛無的偶像
[00:11:29.000 --> 00:11:31.000]  他也有摯愛
[00:11:31.000 --> 00:11:35.000]  他要跟隨服侍
[00:11:35.000 --> 00:11:39.000]  要陪伴中老的奶奶
[00:11:39.000 --> 00:11:43.000]  他不願意自己享受快樂
[00:11:43.000 --> 00:11:45.000]  去找一個新的丈夫
[00:11:45.000 --> 00:11:51.000]  他願意陪伴服侍這位年老的奶奶中老
[00:11:51.000 --> 00:11:54.000]  他對神對人的忠誠
[00:11:54.000 --> 00:11:57.000]  做了智慧的抉擇
[00:11:57.000 --> 00:12:01.000]  以至於日後他一生都蒙福
[00:12:01.000 --> 00:12:08.000]  我曾經在其中一期的《宗述月刊》看過一個見證
[00:12:08.000 --> 00:12:14.000]  說到一對信主的夫婦在教堂結婚
[00:12:14.000 --> 00:12:18.000]  後來在懷孕的時候
[00:12:18.000 --> 00:12:24.000]  這位太太天天都祈禱
[00:12:24.000 --> 00:12:28.000]  祈求神讓她生下兒子
[00:12:28.000 --> 00:12:33.000]  原因是她的奶奶很重男輕女
[00:12:33.000 --> 00:12:35.000]  如果她生不出兒子
[00:12:35.000 --> 00:12:38.000]  日後就會低人一等
[00:12:38.000 --> 00:12:40.000]  沒有好日子過
[00:12:40.000 --> 00:12:44.000]  剛好她叔叔的太太也同時有起
[00:12:44.000 --> 00:12:46.000]  於是她就很緊張
[00:12:46.000 --> 00:12:48.000]  她最害怕的是
[00:12:48.000 --> 00:12:51.000]  她叔叔的太太生下兒子
[00:12:51.000 --> 00:12:53.000]  而她生下女兒
[00:12:53.000 --> 00:12:56.000]  叔叔的太太是信佛的
[00:12:56.000 --> 00:12:57.000]  天天都燒香
[00:12:57.000 --> 00:12:59.000]  心裡很緊張
[00:12:59.000 --> 00:13:04.000]  有一次這位姐妹去找叔叔的太太
[00:13:04.000 --> 00:13:08.000]  無意之間在她家裡看了一看
[00:13:08.000 --> 00:13:13.000]  眼睛很自然地隨處動
[00:13:13.000 --> 00:13:16.000]  看到佛像
[00:13:16.000 --> 00:13:18.000]  被叔叔的太太看到
[00:13:18.000 --> 00:13:20.000]  叔叔的太太就很害怕
[00:13:20.000 --> 00:13:23.000]  她向菩薩叩頭
[00:13:23.000 --> 00:13:25.000]  搶了她的福氣
[00:13:25.000 --> 00:13:27.000]  於是就叫她快點走
[00:13:27.000 --> 00:13:34.000]  最終他們差不多分娩
[00:13:34.000 --> 00:13:38.000]  最害怕的事情發生了
[00:13:38.000 --> 00:13:41.000]  這位姐妹生下女兒
[00:13:41.000 --> 00:13:44.000]  而叔叔的太太生下兒子
[00:13:44.000 --> 00:13:47.000]  叔叔的太太很意氣風發
[00:13:47.000 --> 00:13:49.000]  從早到晚笑口常開
[00:13:49.000 --> 00:13:53.000]  說話隔幾個房間都聽到
[00:13:53.000 --> 00:13:55.000]  於是就母憑子貴
[00:13:55.000 --> 00:13:58.000]  奶奶就圍著她團團轉
[00:13:58.000 --> 00:14:01.000]  周圍的親戚都來祝賀
[00:14:01.000 --> 00:14:03.000]  幸好這位姐妹的丈夫
[00:14:03.000 --> 00:14:05.000]  很好勸太太
[00:14:05.000 --> 00:14:09.000]  叫她將人生交給主耶穌管理
[00:14:09.000 --> 00:14:14.000]  而這位姐妹真的將自己的人生交給主
[00:14:14.000 --> 00:14:15.000]  放開心情
[00:14:15.000 --> 00:14:17.000]  順著神的賜予
[00:14:17.000 --> 00:14:24.000]  安排悉心照顧養育神所賜的女兒
[00:14:24.000 --> 00:14:28.000]  後來這位姐妹再生下女兒
[00:14:28.000 --> 00:14:32.000]  而她的叔叔又再生下兒子
[00:14:32.000 --> 00:14:34.000]  但在這個時候
[00:14:34.000 --> 00:14:36.000]  這位姐妹已經不再緊張
[00:14:36.000 --> 00:14:39.000]  這位姐妹和丈夫在喜樂中
[00:14:39.000 --> 00:14:45.000]  將兩個女兒栽培成為很有用的人
[00:14:45.000 --> 00:14:48.000]  大女兒成為了醫生
[00:14:48.000 --> 00:14:50.000]  小女兒成為了教師
[00:14:50.000 --> 00:14:52.000]  兩個女兒都很孝順
[00:14:52.000 --> 00:14:55.000]  後來兩個女兒都結了婚
[00:14:55.000 --> 00:15:00.000]  有兩位很忠厚老實的女婿
[00:15:00.000 --> 00:15:04.000]  而外孫女讀書都名列前茅
[00:15:04.000 --> 00:15:07.000]  一家人都很樂也融融
[00:15:07.000 --> 00:15:10.000]  而叔叔的家庭就不同了
[00:15:10.000 --> 00:15:12.000]  生了兩個兒子
[00:15:12.000 --> 00:15:14.000]  但都不孝順老人家
[00:15:14.000 --> 00:15:16.000]  不懂得掙老人家的錢
[00:15:16.000 --> 00:15:18.000]  兩個兒子為了結婚
[00:15:18.000 --> 00:15:24.000]  搶房子去爭遺產
[00:15:24.000 --> 00:15:26.000]  兩個媳婦還大打出手
[00:15:26.000 --> 00:15:30.000]  令父母傷心到極
[00:15:30.000 --> 00:15:35.000]  而兩個老人家為了不要那麼吵
[00:15:35.000 --> 00:15:37.000]  為了太平一點
[00:15:37.000 --> 00:15:40.000]  就搬到更遠的鄉下去住
[00:15:40.000 --> 00:15:45.000]  以上就是一個在不順境之中
[00:15:45.000 --> 00:15:49.000]  仍然選擇行在神那邊的例子
[00:15:49.000 --> 00:15:51.000]  表明什麼呢?
[00:15:51.000 --> 00:15:53.000]  表明我們堅心依靠神的人
[00:15:53.000 --> 00:15:56.000]  是一定不會羞愧的
[00:15:56.000 --> 00:15:58.000]  弟兄姊妹
[00:15:58.000 --> 00:16:01.000]  這些都是我們每一個人的原則
[00:16:01.000 --> 00:16:04.000]  我們選擇跟著神那邊
[00:16:04.000 --> 00:16:09.000]  靠著神的翅膀下的帶領
[00:16:09.000 --> 00:16:11.000]  選擇放下自己
[00:16:11.000 --> 00:16:13.000]  為他人的好處
[00:16:13.000 --> 00:16:15.000]  選擇永遠的價值
[00:16:15.000 --> 00:16:18.000]  和永遠的福樂
[00:16:18.000 --> 00:16:20.000]  第二方面我們來看看
[00:16:20.000 --> 00:16:24.000]  路德對愛情的忠誠
[00:16:24.000 --> 00:16:29.000]  我們一起讀路德的一章二十二節
[00:16:29.000 --> 00:16:32.000]  南無米從摩訶地回來了
[00:16:32.000 --> 00:16:37.000]  他的媳婦摩訶女子路德跟他在一起
[00:16:37.000 --> 00:16:39.000]  他們到了伯利恆
[00:16:39.000 --> 00:16:42.000]  正是開始收割大麥的時候
[00:16:42.000 --> 00:16:44.000]  二章一至三節
[00:16:44.000 --> 00:16:46.000]  南無米有一個親戚
[00:16:46.000 --> 00:16:50.000]  他丈夫爾利米勒本族的人
[00:16:50.000 --> 00:16:52.000]  名叫波亞斯
[00:16:52.000 --> 00:16:54.000]  是個大財主
[00:16:54.000 --> 00:16:57.000]  摩訶女子路德對南無米說
[00:16:57.000 --> 00:17:01.000]  讓我到田裡去拾取墨水
[00:17:01.000 --> 00:17:03.000]  我在誰的眼中蒙恩
[00:17:03.000 --> 00:17:06.000]  就跟在誰的身後
[00:17:06.000 --> 00:17:08.000]  南無米說
[00:17:08.000 --> 00:17:10.000]  你去吧
[00:17:10.000 --> 00:17:12.000]  路德就去了
[00:17:12.000 --> 00:17:17.000]  他來到田間再收割的人身後取墨水
[00:17:17.000 --> 00:17:20.000]  他乞巧來到爾利米勒本族的人
[00:17:20.000 --> 00:17:23.000]  波亞斯的那塊田裡
[00:17:23.000 --> 00:17:26.000]  二章八至十三節我們一起讀
[00:17:26.000 --> 00:17:28.000]  波亞斯對路德說
[00:17:28.000 --> 00:17:30.000]  女兒聽我說
[00:17:30.000 --> 00:17:34.000]  不要到別人田裡去拾取墨水
[00:17:34.000 --> 00:17:36.000]  也不要離開這裡
[00:17:36.000 --> 00:17:39.000]  要跟著我的女僕們
[00:17:39.000 --> 00:17:42.000]  你要看好我的僕人
[00:17:42.000 --> 00:17:44.000]  正在那塊田收割
[00:17:44.000 --> 00:17:47.000]  就跟著女僕們去
[00:17:47.000 --> 00:17:50.000]  我已經吩咐僕人不可侵犯你
[00:17:50.000 --> 00:17:53.000]  你學了可以到水缸那裡
[00:17:53.000 --> 00:17:56.000]  喝僕人打來的水
[00:17:56.000 --> 00:17:59.000]  路德就面服於地叩拜
[00:17:59.000 --> 00:18:01.000]  對她說
[00:18:01.000 --> 00:18:04.000]  我既是外邦女子
[00:18:04.000 --> 00:18:06.000]  怎麼會在你眼中蒙恩
[00:18:06.000 --> 00:18:09.000]  使你照顧我呢?
[00:18:09.000 --> 00:18:11.000]  波亞斯回答說
[00:18:11.000 --> 00:18:14.000]  自從你丈夫死後
[00:18:14.000 --> 00:18:17.000]  犯你向婆婆所行的
[00:18:17.000 --> 00:18:21.000]  以及你離開父母和你出生地
[00:18:21.000 --> 00:18:24.000]  到素不認識百姓中
[00:18:24.000 --> 00:18:27.000]  這些人事都做了
[00:18:27.000 --> 00:18:30.000]  願耶和華照你所行的報償你
[00:18:30.000 --> 00:18:35.000]  你來投靠在耶和華以色列神的賜旁下
[00:18:35.000 --> 00:18:38.000]  願你滿得他的報償
[00:18:38.000 --> 00:18:39.000]  路德說
[00:18:39.000 --> 00:18:42.000]  主啊,你眼前蒙恩
[00:18:42.000 --> 00:18:45.000]  我雖然不及你的一個婢女
[00:18:45.000 --> 00:18:51.000]  你還安慰我對你的婢女說關心的話
[00:18:51.000 --> 00:18:54.000]  路德記第二章
[00:18:54.000 --> 00:19:02.000]  記載路德從來到波亞斯田間的時候開始
[00:19:02.000 --> 00:19:10.000]  路德是一個忠貞禮貌和謙卑的人
[00:19:10.000 --> 00:19:12.000]  他很努力工作
[00:19:12.000 --> 00:19:16.000]  使得大家都對他產生很好的印象
[00:19:16.000 --> 00:19:20.000]  路德沒有因為自己的情況
[00:19:20.000 --> 00:19:23.000]  為自己很悲苦或很自憐
[00:19:23.000 --> 00:19:25.000]  或要去依賴人
[00:19:25.000 --> 00:19:29.000]  他很謙卑地要求
[00:19:29.000 --> 00:19:32.000]  跟著田裡的僕人
[00:19:32.000 --> 00:19:37.000]  在他們後面去收割剩下的墨水
[00:19:37.000 --> 00:19:42.000]  他向對他仁慈的人都表達很深厚的感激
[00:19:42.000 --> 00:19:46.000]  而且他做事都很勤力盡責
[00:19:46.000 --> 00:19:52.000]  而在田裡的財主波亞斯
[00:19:52.000 --> 00:19:55.000]  不是唯一一個注意到他的人
[00:19:55.000 --> 00:19:59.000]  而在田裡的監管的公頭
[00:19:59.000 --> 00:20:02.000]  對他都有很好的印象
[00:20:02.000 --> 00:20:11.000]  在田裡的僕人都很賞識路德
[00:20:11.000 --> 00:20:15.000]  有一本書叫做《你要人見人愛嗎?》
[00:20:15.000 --> 00:20:17.000]  有沒有人讀過這本書?
[00:20:17.000 --> 00:20:21.000]  這本書有十六方面
[00:20:21.000 --> 00:20:24.000]  講到跟人建立良好關係的方法
[00:20:24.000 --> 00:20:26.000]  我發覺這十六方面
[00:20:26.000 --> 00:20:30.000]  大部分都是路德的性情
[00:20:30.000 --> 00:20:35.000]  第一就是共傷大計
[00:20:35.000 --> 00:20:38.000]  路德不是獨斷獨行
[00:20:38.000 --> 00:20:40.000]  他去田間收割墨水
[00:20:40.000 --> 00:20:42.000]  遇到什麼事情
[00:20:42.000 --> 00:20:45.000]  去不去
[00:20:45.000 --> 00:20:50.000]  回來後都會跟婆婆溝通
[00:20:50.000 --> 00:20:53.000]  第二就是人見人愛的人
[00:20:53.000 --> 00:20:55.000]  他是不麻煩人的
[00:20:55.000 --> 00:20:59.000]  路德跟著工人去收割墨水
[00:20:59.000 --> 00:21:01.000]  都不會妨礙人的工作
[00:21:01.000 --> 00:21:06.000]  第三就是感激與讚賞
[00:21:06.000 --> 00:21:11.000]  波亞斯叫路德不要去別的田收割墨水
[00:21:11.000 --> 00:21:17.000]  直到收割完
[00:21:17.000 --> 00:21:23.000]  波亞斯也叫僕人不要欺負路德
[00:21:23.000 --> 00:21:27.000]  叫路德口渴的時候
[00:21:27.000 --> 00:21:31.000]  可以去水缸喝僕人打來的水
[00:21:31.000 --> 00:21:35.000]  路德說既然我是一個外邦人
[00:21:35.000 --> 00:21:39.000]  為什麼要蒙你來恩代
[00:21:39.000 --> 00:21:43.000]  你這麼照顧我呢
[00:21:43.000 --> 00:21:47.000]  路德也說雖然我不及你一個婢女
[00:21:47.000 --> 00:21:49.000]  你也安慰我
[00:21:49.000 --> 00:21:51.000]  說話關心我
[00:21:51.000 --> 00:21:55.000]  路德是一個表達感激和讚賞
[00:21:55.000 --> 00:22:00.000]  他這方面也很得人喜愛和欣賞
[00:22:00.000 --> 00:22:02.000]  路德也是一個彬彬有禮的人
[00:22:02.000 --> 00:22:04.000]  他敬重婆婆
[00:22:04.000 --> 00:22:06.000]  也對波亞斯很有禮
[00:22:06.000 --> 00:22:08.000]  他是一個老老實實的人
[00:22:08.000 --> 00:22:13.000]  他也很勤力用勞力去換取所得
[00:22:13.000 --> 00:22:18.000]  他的說話也很謹慎和合意
[00:22:18.000 --> 00:22:20.000]  路德也很有人緣
[00:22:20.000 --> 00:22:23.000]  監管的公頭
[00:22:23.000 --> 00:22:24.000]  田間的工人
[00:22:24.000 --> 00:22:25.000]  婦女
[00:22:25.000 --> 00:22:28.000]  每個人都與他建立很好的關係
[00:22:28.000 --> 00:22:32.000]  路德也是一個適可而止的人
[00:22:32.000 --> 00:22:35.000]  稍後我會再講
[00:22:35.000 --> 00:22:42.000]  南俄米叫他去和場向波亞斯要婚
[00:22:42.000 --> 00:22:47.000]  請他娶她
[00:22:47.000 --> 00:22:53.000]  南俄米叫他躺在她的腿上
[00:22:53.000 --> 00:22:55.000]  他真的躺在她的腿上
[00:22:55.000 --> 00:22:57.000]  沒有躺在她的懷抱上
[00:22:57.000 --> 00:22:59.000]  他是一個適可而止的人
[00:22:59.000 --> 00:23:04.000]  他也是一個不會操之過急的人
[00:23:04.000 --> 00:23:06.000]  波亞斯說
[00:23:06.000 --> 00:23:08.000]  如果我要娶你
