
[00:00:00.000 --> 00:00:03.320]  講起新朋友很有趣的
[00:02:17.800 --> 00:02:20.400]  這個題目是什麼意思
[00:02:20.400 --> 00:02:22.200]  你留心看
[00:02:22.200 --> 00:02:29.000]  第一個分題都是親親
[00:02:29.000 --> 00:02:30.600]  第二個分題是什麼
[00:02:30.600 --> 00:02:32.800]  都是親親
[00:02:32.800 --> 00:02:36.400]  全部都是親親
[00:02:36.400 --> 00:02:38.600]  你就要想一想
[00:02:38.600 --> 00:02:42.200]  你一邊看我講一邊想這個答案是什麼
[00:02:42.200 --> 00:02:43.800]  講到這麼親
[00:02:43.800 --> 00:02:46.000]  你發現全部都是講關係
[00:02:46.000 --> 00:02:47.200]  宋牧師最喜歡講
[00:02:47.200 --> 00:02:48.600]  講關係
[00:02:48.600 --> 00:02:51.400]  講到自己和耶穌的關係
[00:02:51.400 --> 00:02:54.200]  講到我們自己和自己的關係
[00:02:54.200 --> 00:02:58.000]  還有自己和別人的關係
[00:02:58.000 --> 00:02:59.400]  講關係
[00:02:59.400 --> 00:03:02.200]  今晚我們就是講關係
[00:03:02.200 --> 00:03:03.000]  恢復實體崇拜
[00:03:03.000 --> 00:03:04.600]  我不知道你們的感覺怎樣
[00:03:04.600 --> 00:03:07.800]  會不會覺得好像親近了
[00:03:07.800 --> 00:03:09.400]  近了有沒有感覺
[00:03:09.400 --> 00:03:09.800]  有啊
[00:03:09.800 --> 00:03:13.200]  以前網上對著電視機
[00:03:13.200 --> 00:03:15.200]  對著iPad就好像很疏遠
[00:03:15.200 --> 00:03:17.000]  現在親近了
[00:03:17.000 --> 00:03:18.600]  弟兄姊妹那個感覺好像強了
[00:03:18.600 --> 00:03:20.000]  之前好像沒有覺得這麼親近
[00:03:20.000 --> 00:03:23.000]  現在看到旁邊那個感覺很溫暖
[00:03:23.000 --> 00:03:24.400]  突然間親近了
[00:03:24.400 --> 00:03:26.600]  感覺強了
[00:03:26.600 --> 00:03:28.200]  我又聽到有些人很好笑
[00:03:28.200 --> 00:03:30.400]  我終於見到你的真人目者了
[00:03:30.400 --> 00:03:31.800]  我每次都在網上看到你
[00:03:31.800 --> 00:03:33.400]  就像在爭氣一樣
[00:03:33.400 --> 00:03:34.400]  我現在見到你的真人
[00:03:34.400 --> 00:03:38.200]  馬上就親密了
[00:03:38.200 --> 00:03:39.000]  恢復了實體
[00:03:39.000 --> 00:03:41.800]  我們真的多了很多的親密
[00:03:41.800 --> 00:03:43.600]  但你又回望這兩年
[00:03:43.600 --> 00:03:45.200]  我們香港是怎樣
[00:03:45.200 --> 00:03:48.200]  我們的關係是怎樣
[00:03:48.200 --> 00:03:52.000]  Home office困獸鬥
[00:03:52.000 --> 00:03:54.000]  家人的關係很緊張
[00:03:54.000 --> 00:03:55.200]  我聽到
[00:03:55.200 --> 00:03:57.600]  甚至有些破裂了
[00:03:57.600 --> 00:03:58.600]  離家出走
[00:03:58.600 --> 00:04:01.800]  受不了就走了
[00:04:01.800 --> 00:04:03.000]  反修例
[00:04:03.000 --> 00:04:05.000]  前兩年搞到怎樣
[00:04:05.000 --> 00:04:07.000]  兩代冷戰
[00:04:07.000 --> 00:04:09.200]  父母和子女關係很惡劣
[00:04:09.200 --> 00:04:10.200]  冷戰
[00:04:10.200 --> 00:04:12.600]  團友也是
[00:04:12.600 --> 00:04:13.400]  Quit group
[00:04:13.400 --> 00:04:14.400]  我不再回這個團體
[00:04:14.400 --> 00:04:17.000]  我不再回這個教會
[00:04:17.000 --> 00:04:21.000]  加上沒有實體崇拜
[00:04:21.000 --> 00:04:23.000]  你連見你很憎恨的弟兄姊妹
[00:04:23.000 --> 00:04:25.400]  都沒有機會了
[00:04:25.400 --> 00:04:26.600]  你還死
[00:04:26.600 --> 00:04:28.800]  本來你見到還會生氣
[00:04:28.800 --> 00:04:29.800]  不要含怒到日落
[00:04:29.800 --> 00:04:31.800]  你就不生氣
[00:04:31.800 --> 00:04:34.800]  但連生氣的機會都沒有了
[00:04:34.800 --> 00:04:38.200]  慢慢跟神的關係雪藏了
[00:04:38.200 --> 00:04:40.400]  跟團友弟兄姊妹的關係
[00:04:40.400 --> 00:04:42.800]  就越來越疏
[00:04:42.800 --> 00:04:43.600]  其實很可悲
[00:04:43.600 --> 00:04:47.400]  大家的關係真的越來越疏
[00:04:47.400 --> 00:04:50.800]  我不知道你今天的情況是怎樣
[00:04:50.800 --> 00:04:53.200]  我想你留意一下
[00:04:53.200 --> 00:04:55.800]  今天我們說親親
[00:04:55.800 --> 00:04:58.000]  親親和親親
[00:04:58.000 --> 00:05:00.000]  怎樣來提醒你
[00:05:00.000 --> 00:05:01.400]  你跟神的關係
[00:05:01.400 --> 00:05:02.400]  你跟團友的關係
[00:05:02.400 --> 00:05:04.200]  你跟自己的關係
[00:05:04.200 --> 00:05:06.000]  究竟是怎樣
[00:05:06.000 --> 00:05:06.800]  這幾個親
[00:05:06.800 --> 00:05:07.800]  究竟是名詞
[00:05:07.800 --> 00:05:09.000]  應用詞
[00:05:09.000 --> 00:05:10.600]  還是副詞
[00:05:10.600 --> 00:05:11.800]  你留意一下
[00:05:11.800 --> 00:05:13.800]  我們看看聖經
[00:05:13.800 --> 00:05:15.800]  今天這一段
[00:05:15.800 --> 00:05:19.400]  希伯來書十章十九到二十五節
[00:05:19.400 --> 00:05:21.800]  我想你跟我一起讀
[00:05:21.800 --> 00:05:24.000]  讀的時候
[00:05:24.000 --> 00:05:27.000]  我想你留意有三個強調和三個行動
[00:05:27.000 --> 00:05:28.200]  其實我寫了答案在這裡
[00:05:28.200 --> 00:05:31.000]  不過你一邊讀一邊看
[00:05:31.000 --> 00:05:35.000]  希伯來書第十章十九至二十五節
[00:05:35.000 --> 00:05:36.600]  十九節這樣說
[00:05:36.600 --> 00:05:38.200]  所以弟兄們
[00:05:38.200 --> 00:05:40.400]  既然我們靠著耶穌的血
[00:05:40.400 --> 00:05:43.000]  以質以坦然進入至聖所
[00:05:43.000 --> 00:05:47.000]  是藉著他給我們開了一條又新又活的路
[00:05:47.000 --> 00:05:48.400]  從萬子經過
[00:05:48.400 --> 00:05:51.000]  這萬子就是他的身體
[00:05:51.000 --> 00:05:54.800]  既然我們有一位偉大祭司
[00:05:54.800 --> 00:05:56.600]  治理上帝的家
[00:05:56.600 --> 00:06:01.000]  那麼我們該用誠心和充足的信心
[00:06:01.000 --> 00:06:04.000]  以蒙潔淨無愧的良心
[00:06:04.000 --> 00:06:09.000]  和清水潔淨了的身體來親近上帝
[00:06:09.000 --> 00:06:10.000]  二十三節
[00:06:10.000 --> 00:06:13.400]  那麼我們要堅守所宣認的指望
[00:06:13.400 --> 00:06:14.800]  毫不動搖
[00:06:14.800 --> 00:06:18.200]  因為應許我們的那位是信實的
[00:06:18.200 --> 00:06:18.800]  二十四節
[00:06:18.800 --> 00:06:21.400]  那麼我們要彼此相顧
[00:06:21.400 --> 00:06:22.600]  激發愛心
[00:06:22.600 --> 00:06:24.200]  勉勵行善
[00:06:24.200 --> 00:06:25.600]  不可停止聚會
[00:06:25.600 --> 00:06:28.600]  好像那些停止慣了的人
[00:06:28.600 --> 00:06:31.200]  都要彼此勸勉
[00:06:31.200 --> 00:06:34.600]  既然知道那日子臨近
[00:06:34.600 --> 00:06:37.400]  就更當如此
[00:06:37.400 --> 00:06:41.000]  希伯來書寫給一班什麼對象
[00:06:41.000 --> 00:06:43.800]  就是那班很熟悉摩西律法
[00:06:43.800 --> 00:06:46.800]  舊約憲制的一些猶太基督徒
[00:06:46.800 --> 00:06:50.400]  他們這班是曾經公開表示相信主耶穌
[00:06:50.400 --> 00:06:52.400]  而且因為他們要作見證
[00:06:52.400 --> 00:06:53.400]  遭受迫伯
[00:06:53.400 --> 00:06:54.400]  遭受迫害
[00:06:54.400 --> 00:06:57.400]  一班猶太基督徒
[00:06:57.400 --> 00:06:58.200]  希伯來書裡面
[00:06:58.200 --> 00:07:00.200]  怎樣來形容他們的信仰狀況
[00:07:00.200 --> 00:07:01.200]  我們看幾節
[00:07:01.200 --> 00:07:04.400]  大概你會知道
[00:07:04.400 --> 00:07:05.400]  四章二字說
[00:07:05.400 --> 00:07:08.400]  沒有以信心和所聽見的道配
[00:07:08.400 --> 00:07:09.400]  沒有行道
[00:07:09.400 --> 00:07:10.400]  只聽
[00:07:10.400 --> 00:07:12.400]  五章那裡怎樣說
[00:07:12.400 --> 00:07:14.400]  你們早就應該做教師
[00:07:14.400 --> 00:07:16.400]  本來就應該吃固體
[00:07:16.400 --> 00:07:18.400]  你現在還是吃奶
[00:07:18.400 --> 00:07:20.400]  寧命倒退
[00:07:20.400 --> 00:07:22.400]  十二章
[00:07:22.400 --> 00:07:24.400]  人家頂撞一下你
[00:07:24.400 --> 00:07:26.400]  就心灰意冷
[00:07:26.400 --> 00:07:27.400]  灰心喪志
[00:07:27.400 --> 00:07:28.400]  沒有心機
[00:07:28.400 --> 00:07:30.400]  第二章怎樣說
[00:07:30.400 --> 00:07:34.400]  慢慢隨流失去
[00:07:34.400 --> 00:07:38.400]  沒有自己的立場
[00:07:38.400 --> 00:07:39.400]  第三節
[00:07:39.400 --> 00:07:42.400]  那裡說他們的信心
[00:07:42.400 --> 00:07:43.400]  作者提醒他們
[00:07:43.400 --> 00:07:45.400]  你要有確切的信心
[00:07:45.400 --> 00:07:46.400]  堅持到底
[00:07:46.400 --> 00:07:47.400]  那他有沒有信心
[00:07:47.400 --> 00:07:48.400]  有沒有堅持
[00:07:48.400 --> 00:07:49.400]  沒有
[00:07:49.400 --> 00:07:51.400]  提他要
[00:07:51.400 --> 00:07:52.400]  信心動搖
[00:07:52.400 --> 00:07:54.400]  開始不行
[00:07:54.400 --> 00:07:55.400]  第十章
[00:07:55.400 --> 00:07:56.400]  那裡怎樣說
[00:07:56.400 --> 00:07:58.400]  你們都必須忍耐
[00:07:58.400 --> 00:07:59.400]  那即是怎樣
[00:07:59.400 --> 00:08:02.400]  即是說他們失去耐性
[00:08:02.400 --> 00:08:04.400]  當日
[00:08:04.400 --> 00:08:08.400]  這班猶太基督徒就是這樣的狀況
[00:08:08.400 --> 00:08:11.400]  我們今天是不是很像
[00:08:11.400 --> 00:08:13.400]  只聽
[00:08:13.400 --> 00:08:14.400]  沒有行道
[00:08:14.400 --> 00:08:16.400]  每次聽完回去就是這樣
[00:08:16.400 --> 00:08:18.400]  連哪一章哪一節都忘記
[00:08:18.400 --> 00:08:20.400]  寧命倒退
[00:08:20.400 --> 00:08:22.400]  回來教會只坐
[00:08:22.400 --> 00:08:25.400]  所以有一班只坐的那班很辛苦
[00:08:25.400 --> 00:08:27.400]  因為不能回來坐
[00:08:27.400 --> 00:08:29.400]  我不知道你是否其中一個
[00:08:29.400 --> 00:08:31.400]  回來只坐
[00:08:31.400 --> 00:08:36.400]  和教會和頂展會一個隱形的關係
[00:08:36.400 --> 00:08:38.400]  可能你被人頂撞
[00:08:38.400 --> 00:08:39.400]  你又很灰心
[00:08:39.400 --> 00:08:40.400]  隨波逐流
[00:08:40.400 --> 00:08:41.400]  做一個掛名基督徒
[00:08:41.400 --> 00:08:42.400]  我回就回了
[00:08:42.400 --> 00:08:47.400]  不過你不要管我怎樣做基督徒
[00:08:47.400 --> 00:08:48.400]  有一班在侍奉裡
[00:08:48.400 --> 00:08:50.400]  可能見不到果效
[00:08:50.400 --> 00:08:51.400]  失去信心
[00:08:51.400 --> 00:08:52.400]  失去耐性
[00:08:52.400 --> 00:08:54.400]  慢慢就離開教會
[00:08:54.400 --> 00:08:55.400]  關係破碎
[00:08:55.400 --> 00:08:59.400]  關係疏離
[00:08:59.400 --> 00:09:01.400]  其實我們香港的教會
[00:09:01.400 --> 00:09:03.400]  真的面對很大的困難
[00:09:03.400 --> 00:09:06.400]  反修例給我們的衝擊
[00:09:06.400 --> 00:09:08.400]  疫情給我們的衝擊
[00:09:08.400 --> 00:09:09.400]  現在國安法
[00:09:09.400 --> 00:09:12.400]  接著移民潮
[00:09:12.400 --> 00:09:15.400]  這個浪真的大得很厲害
[00:09:15.400 --> 00:09:16.400]  我先不要說其他
[00:09:16.400 --> 00:09:17.400]  我估計其他都很嚴重
[00:09:17.400 --> 00:09:19.400]  我講一下我自己侍奉的
[00:09:19.400 --> 00:09:20.400]  你就知道
[00:09:20.400 --> 00:09:21.400]  敬拜隊師班
[00:09:21.400 --> 00:09:23.400]  真的是重災區
[00:09:23.400 --> 00:09:25.400]  我有一個敬拜隊
[00:09:25.400 --> 00:09:27.400]  只有兩個領事
[00:09:27.400 --> 00:09:29.400]  兩個都移民
[00:09:29.400 --> 00:09:30.400]  馬上沒有領事
[00:09:30.400 --> 00:09:32.400]  真的很嚴重
[00:09:32.400 --> 00:09:34.400]  另外一隊
[00:09:34.400 --> 00:09:37.400]  幾個重要的樂手一起走人
[00:09:37.400 --> 00:09:39.400]  即是沒有樂手
[00:09:39.400 --> 00:09:44.400]  人手不足是少
[00:09:44.400 --> 00:09:47.400]  是甚麼事大
[00:09:47.400 --> 00:09:48.400]  關係
[00:09:48.400 --> 00:09:49.400]  關係疏離
[00:09:49.400 --> 00:09:50.400]  關係破碎
[00:09:50.400 --> 00:09:52.400]  關係大倒退
[00:09:52.400 --> 00:09:55.400]  這些才是大事
[00:09:55.400 --> 00:09:57.400]  我們有不同立場
[00:09:57.400 --> 00:09:58.400]  不同的看法
[00:09:58.400 --> 00:10:00.400]  政治我們有不同立場
[00:10:00.400 --> 00:10:03.400]  信仰裏面都有不同立場
[00:10:03.400 --> 00:10:05.400]  甚至生活
[00:10:05.400 --> 00:10:07.400]  打哪種防疫針
[00:10:07.400 --> 00:10:10.400]  都有不同立場
[00:10:10.400 --> 00:10:13.400]  真的很難搞
[00:10:13.400 --> 00:10:16.400]  究竟希伯來的作者
[00:10:16.400 --> 00:10:19.400]  在我們看這張第十章之前
[00:10:19.400 --> 00:10:22.400]  一至九章和十章的上半節
[00:10:22.400 --> 00:10:23.400]  在講甚麼
[00:10:23.400 --> 00:10:25.400]  我們一塊去看一看
[00:10:25.400 --> 00:10:28.400]  究竟作者在前面講了甚麼
[00:10:28.400 --> 00:10:30.400]  因為他說所以弟兄們
[00:10:30.400 --> 00:10:32.400]  我們今天看的第十九節
[00:10:32.400 --> 00:10:34.400]  所以前面是甚麼
[00:10:34.400 --> 00:10:35.400]  因為
[00:10:35.400 --> 00:10:36.400]  因為甚麼
[00:10:36.400 --> 00:10:40.400]  因為耶穌已經成就了舊約所有的啟示
[00:10:40.400 --> 00:10:42.400]  無論祭祀的系統
[00:10:42.400 --> 00:10:43.400]  應許的約
[00:10:43.400 --> 00:10:44.400]  賬目的象徵
[00:10:44.400 --> 00:10:45.400]  祭物的象徵
[00:10:45.400 --> 00:10:48.400]  這些全部耶穌已經成就了
[00:10:48.400 --> 00:10:50.400]  作者是這樣說
[00:10:50.400 --> 00:10:52.400]  我們集中看第十章
[00:10:52.400 --> 00:10:54.400]  第十章說
[00:10:54.400 --> 00:10:56.400]  耶穌已經獻上了完全的祭
[00:10:56.400 --> 00:10:57.400]  成全了舊恩
[00:10:57.400 --> 00:10:59.400]  成就了
[00:10:59.400 --> 00:11:01.400]  只是一次獻上的身體
[00:11:01.400 --> 00:11:03.400]  基督一次獻上永遠有效的屬祭
[00:11:03.400 --> 00:11:05.400]  祂只是一次獻祭
[00:11:05.400 --> 00:11:06.400]  講了很多次
[00:11:06.400 --> 00:11:08.400]  第十章連續講了幾次
[00:11:08.400 --> 00:11:10.400]  今天我們看
[00:11:10.400 --> 00:11:12.400]  前幾節十九二十二十一
[00:11:12.400 --> 00:11:13.400]  我們看這裏
[00:11:13.400 --> 00:11:15.400]  看不見有致勝所
[00:11:15.400 --> 00:11:16.400]  有萬子
[00:11:16.400 --> 00:11:17.400]  有祭司
[00:11:17.400 --> 00:11:18.400]  這些全部都是
[00:11:18.400 --> 00:11:21.400]  舊約聖殿裏面獻祭的系統
[00:11:21.400 --> 00:11:23.400]  萬子就是用來分開
[00:11:23.400 --> 00:11:26.400]  勝所和致勝所
[00:11:26.400 --> 00:11:28.400]  而萬子就成為了
[00:11:28.400 --> 00:11:29.400]  在舊約的時候
[00:11:29.400 --> 00:11:31.400]  成為了人和神之間的阻隔
[00:11:31.400 --> 00:11:34.400]  只有大祭司可以進入
[00:11:34.400 --> 00:11:35.400]  但我們又看到
[00:11:35.400 --> 00:11:37.400]  這幾節裏面有耶穌的血
[00:11:37.400 --> 00:11:39.400]  又生又活的路
[00:11:39.400 --> 00:11:40.400]  從萬子經過
[00:11:40.400 --> 00:11:41.400]  都告訴我們
[00:11:41.400 --> 00:11:43.400]  耶穌已經成全了
[00:11:43.400 --> 00:11:44.400]  剛才講過的所有東西
[00:11:44.400 --> 00:11:47.400]  耶穌在十字架上的犧牲
[00:11:47.400 --> 00:11:50.400]  恢復神和人之間的關係
[00:11:50.400 --> 00:11:52.400]  這個萬子已經裂開
[00:11:52.400 --> 00:11:54.400]  人可以直接和神溝通
[00:11:54.400 --> 00:11:57.400]  透過耶穌就可以直接
[00:11:57.400 --> 00:11:59.400]  直接的溝通
[00:11:59.400 --> 00:12:03.400]  這裏就是作者在前面的九章所講
[00:12:03.400 --> 00:12:05.400]  所告訴我們的東西
[00:12:05.400 --> 00:12:06.400]  因為已經這樣
[00:12:06.400 --> 00:12:08.400]  耶穌已經成就了
[00:12:08.400 --> 00:12:10.400]  所有舊約的獻祭
[00:12:10.400 --> 00:12:12.400]  耶穌已經犧牲
[00:12:12.400 --> 00:12:15.400]  我們可以直接和神溝通
[00:12:15.400 --> 00:12:16.400]  所以
[00:12:16.400 --> 00:12:18.400]  接著講下去
[00:12:18.400 --> 00:12:21.400]  我們看看這兩個強調
[00:12:21.400 --> 00:12:24.400]  我們看看第十九至二十一節
[00:12:24.400 --> 00:12:26.400]  那兩個強調究竟是怎樣
[00:12:26.400 --> 00:12:29.400]  這個我重新再將它按住原文
[00:12:29.400 --> 00:12:30.400]  比較貼近一點
[00:12:30.400 --> 00:12:32.400]  來翻譯讓你明白多一點
[00:12:32.400 --> 00:12:34.400]  這裏翻譯出來就是這樣
[00:12:34.400 --> 00:12:36.400]  既然我們有信心進入聖所
[00:12:36.400 --> 00:12:37.400]  藉著耶穌的血
[00:12:37.400 --> 00:12:40.400]  祂為我們開了一條又生又活的路
[00:12:40.400 --> 00:12:41.400]  經過萬子
[00:12:41.400 --> 00:12:44.400]  就是透過祂的身體
[00:12:44.400 --> 00:12:47.400]  既然我們有一位偉大的祭司
[00:12:47.400 --> 00:12:49.400]  在神的家裏
[00:12:49.400 --> 00:12:51.400]  這裏講的是甚麼
[00:12:51.400 --> 00:12:53.400]  有兩個既然
[00:12:53.400 --> 00:12:55.400]  第一個有信心
[00:12:55.400 --> 00:12:58.400]  信心是因為耶穌已經成就了舊屬
[00:12:58.400 --> 00:13:01.400]  祂在十字架上的犧牲已經拯救了我們
[00:13:01.400 --> 00:13:03.400]  祂和我們已經建立了關係
[00:13:03.400 --> 00:13:05.400]  第一個既然
[00:13:05.400 --> 00:13:08.400]  第二個既然我們有一個祭司
[00:13:08.400 --> 00:13:10.400]  這位大祭司
[00:13:10.400 --> 00:13:13.400]  祂在神的面前為我們禱告
[00:13:13.400 --> 00:13:16.400]  祂不是完結了救恩就停止了
[00:13:16.400 --> 00:13:18.400]  而是祂成就救恩之後
[00:13:18.400 --> 00:13:21.400]  祂仍然繼續維持這個關係
[00:13:21.400 --> 00:13:22.400]  不單止建立關係
[00:13:22.400 --> 00:13:24.400]  祂維持關係
[00:13:24.400 --> 00:13:26.400]  每個信徒
[00:13:26.400 --> 00:13:28.400]  我們都經歷過
[00:13:28.400 --> 00:13:30.400]  經歷過耶穌的拯救
[00:13:30.400 --> 00:13:33.400]  所以我們可以有信心直接和神來溝通
[00:13:33.400 --> 00:13:36.400]  因為耶穌已經和我們建立了關係
[00:13:36.400 --> 00:13:38.400]  第二樣
[00:13:38.400 --> 00:13:41.400]  祂講到偉大的祭司去治理家
[00:13:41.400 --> 00:13:44.400]  原文那裏沒有一個動詞
[00:13:44.400 --> 00:13:46.400]  治理這個動詞
[00:13:46.400 --> 00:13:49.400]  原文的意思大概是這樣
[00:13:49.400 --> 00:13:52.400]  祂說既然我們有一個屬於
[00:13:52.400 --> 00:13:55.400]  有大祭司照顧的家
[00:13:55.400 --> 00:13:57.400]  我再講一次
[00:13:57.400 --> 00:14:00.400]  祂說既然我們有一個屬於大祭司照顧的家
[00:14:00.400 --> 00:14:02.400]  即是我們屬於這個家
[00:14:02.400 --> 00:14:05.400]  這個家有大祭司照顧著
[00:14:05.400 --> 00:14:08.400]  就好像以色列民他們
[00:14:08.400 --> 00:14:10.400]  他們有大祭司
[00:14:10.400 --> 00:14:12.400]  每年成為他們的代表
[00:14:12.400 --> 00:14:14.400]  會獻的贖罪祭
[00:14:14.400 --> 00:14:18.400]  所以大祭司成為了他們很重要的代表
[00:14:18.400 --> 00:14:20.400]  舉個例子
[00:14:20.400 --> 00:14:22.400]  就好像黎家喬牧師
[00:14:22.400 --> 00:14:25.400]  有黎家喬牧師在恩福堂
[00:14:25.400 --> 00:14:27.400]  我們就放心了
[00:14:27.400 --> 00:14:29.400]  我們就有盼望了
[00:14:29.400 --> 00:14:31.400]  因為他領導我們
[00:14:31.400 --> 00:14:37.400]  所以祂說耶穌既然在這個家和我們已經建立了關係
[00:14:37.400 --> 00:14:40.400]  我們就可以知道
[00:14:40.400 --> 00:14:43.400]  祂成為了我們靈命成長裡面
[00:14:43.400 --> 00:14:45.400]  一個永遠的保障
[00:14:45.400 --> 00:14:49.400]  不單止在拯救我們
[00:14:49.400 --> 00:14:50.400]  在成就救恩之後
[00:14:50.400 --> 00:14:53.400]  耶穌仍然繼續保障我們
[00:14:53.400 --> 00:14:54.400]  保護我們
[00:14:54.400 --> 00:14:55.400]  為我們禱告
[00:14:55.400 --> 00:15:00.400]  耶穌和我們維持這個關係
[00:15:00.400 --> 00:15:02.400]  我看看這兩個強調
[00:15:02.400 --> 00:15:06.400]  你可以再記在腦子裡
[00:15:06.400 --> 00:15:10.400]  既然每個信徒都經歷過耶穌的拯救
[00:15:10.400 --> 00:15:12.400]  就應該有足夠的信心
[00:15:12.400 --> 00:15:16.400]  直接和神來溝通
[00:15:16.400 --> 00:15:22.400]  既然信徒的信心不單止是建基在耶穌救贖那一刻
[00:15:22.400 --> 00:15:26.400]  更加是在信徒我們走這條靈命路的時候
[00:15:26.400 --> 00:15:28.400]  成為一個保障
[00:15:28.400 --> 00:15:32.400]  願意我們去想一想
[00:15:32.400 --> 00:15:34.400]  我們想一想這個問題
[00:15:34.400 --> 00:15:40.400]  今天我們每一個都經歷了耶穌在十字架上的犧牲和愛
[00:15:40.400 --> 00:15:44.400]  讓我們去回轉
[00:15:44.400 --> 00:15:46.400]  剛才說了
[00:15:46.400 --> 00:15:49.400]  我們會回來「齋坐」
[00:15:49.400 --> 00:15:52.400]  我們「齋坐」
[00:15:52.400 --> 00:15:53.400]  今天不要了
[00:15:53.400 --> 00:15:54.400]  這個隱形的關係
[00:15:54.400 --> 00:15:56.400]  我們回轉
[00:15:56.400 --> 00:15:57.400]  重建關係
[00:15:57.400 --> 00:15:59.400]  重建你和神的關係
[00:15:59.400 --> 00:16:00.400]  不要在這裡「齋坐」
[00:16:00.400 --> 00:16:05.400]  重建你和弟兄姊妹的關係
[00:16:05.400 --> 00:16:07.400]  如果你一直都是做一個掛名的基督徒
[00:16:07.400 --> 00:16:09.400]  這麼疏離的關係
[00:16:09.400 --> 00:16:11.400]  你今天去回轉
[00:16:11.400 --> 00:16:14.400]  追求一個親密、親切的關係
[00:16:14.400 --> 00:16:16.400]  通信有一個親切的關係
[00:16:16.400 --> 00:16:21.400]  和人有一個親切的關係
[00:16:21.400 --> 00:16:25.400]  如果你已經離開教會
[00:16:25.400 --> 00:16:28.400]  你想離開教會
[00:16:28.400 --> 00:16:29.400]  你不喜歡你的團契
[00:16:29.400 --> 00:16:30.400]  你不喜歡你的小組
[00:16:30.400 --> 00:16:32.400]  或者你不喜歡某個人
[00:16:32.400 --> 00:16:33.400]  這個破碎的關係
[00:16:33.400 --> 00:16:35.400]  破裂的關係
[00:16:35.400 --> 00:16:38.400]  你去回轉
[00:16:38.400 --> 00:16:41.400]  修補這個關係
[00:16:41.400 --> 00:16:43.400]  因為耶穌在十字架上的愛
[00:16:43.400 --> 00:16:44.400]  為你寫出
[00:16:44.400 --> 00:16:46.400]  為你流出補血
