
[00:00:00.000 --> 00:00:05.600]  很高興 雖然知道將會有颱風 但大家仍然願意回來
[00:02:18.600 --> 00:02:21.600]  真是很開心 很享受
[00:02:21.600 --> 00:02:26.600]  當然拿了這張卡就開始要數算自己的日子
[00:02:26.600 --> 00:02:30.600]  一路數算的時候就發覺要更加珍惜自己的生命
[00:02:30.600 --> 00:02:34.600]  更加珍惜今天的生命
[00:02:34.600 --> 00:02:39.600]  今天是7月25號 昨天是7月24號
[00:02:39.600 --> 00:02:41.600]  對我來說是一個很大的日子
[00:02:41.600 --> 00:02:44.600]  4年前的7月24號就是我按木的日子
[00:02:44.600 --> 00:02:48.600]  大家記不記得我按木 當日我講了一個笑話
[00:02:48.600 --> 00:02:52.600]  有人恭喜我7月24號按木 我說甚麼這麼好
[00:02:52.600 --> 00:02:58.600]  對呀 木者做足7日 每日24小時 正好7月24號
[00:02:58.600 --> 00:03:00.600]  我很記得這句說話
[00:03:00.600 --> 00:03:03.600]  所以我帶著這句說話繼續努力去侍奉
[00:03:03.600 --> 00:03:06.600]  一個星期7日 每日24小時 努力去侍奉
[00:03:06.600 --> 00:03:09.600]  但我又數數了 來到今天又數數
[00:03:09.600 --> 00:03:12.600]  我還有多少724可以去慰注呢?
[00:03:12.600 --> 00:03:14.600]  所以要珍惜自己的日子
[00:03:14.600 --> 00:03:16.600]  所以今天約書亞去到晚年的時候
[00:03:16.600 --> 00:03:19.600]  我們今天去看的時候 正正就是約書亞去到晚年的時候
[00:03:19.600 --> 00:03:24.600]  他跟以色列人說 珍惜 珍惜今天的日子
[00:03:24.600 --> 00:03:28.600]  我們一起去看程序表 或者apps裏面都有
[00:03:28.600 --> 00:03:31.600]  約書亞記23章 我們先看第一第二節
[00:03:31.600 --> 00:03:34.600]  如果你有的話 你可以打開 我沒有show出來
[00:03:34.600 --> 00:03:39.600]  所以你要打開聖經 或者打開apps 或者程序表 都有的
[00:03:39.600 --> 00:03:42.600]  如果你不想看 你聽我讀都可以
[00:03:42.600 --> 00:03:45.600]  約書亞記23章一到二節 他這樣說
[00:03:45.600 --> 00:03:49.600]  耶和華使以色列人從四圍所有的仇敵中得享安寧
[00:03:49.600 --> 00:03:53.600]  已經有很多的日子 約書亞年紀老邁
[00:03:53.600 --> 00:03:57.600]  他就召了全以色列的眾長老 領袖 審判官和官長來
[00:03:57.600 --> 00:04:00.600]  對他們說 我年紀已經老邁
[00:04:00.600 --> 00:04:02.600]  這裏有三樣東西很重要
[00:04:02.600 --> 00:04:06.600]  你發現聖經裏面說 已經天下太平了
[00:04:06.600 --> 00:04:10.600]  沒有戰爭 而且已經一段日子了
[00:04:10.600 --> 00:04:14.600]  亦都是約書亞說 我需要交棒的時候
[00:04:14.600 --> 00:04:16.600]  我們看看很多日子這個字
[00:04:16.600 --> 00:04:21.600]  他們在曠野生活的時候 其實已經出現過了
[00:04:21.600 --> 00:04:26.600]  即是說神一直保守他們 在曠野生活了很多的日子
[00:04:26.600 --> 00:04:30.600]  接著到他們進攻迦南的時候 迦南地的時候
[00:04:30.600 --> 00:04:34.600]  耶和華又為他們來增戰了很多的日子
[00:04:34.600 --> 00:04:37.600]  到今天他們來到迦南定居的時候
[00:04:37.600 --> 00:04:43.600]  耶和華讓他們在這個地方 安享大平很多的日子
[00:04:43.600 --> 00:04:47.600]  所以這裏是說一個很長很多的日子
[00:04:47.600 --> 00:04:52.600]  約書亞就在強調 你們由曠野一直到進攻迦南地
[00:04:52.600 --> 00:04:56.600]  到今天 耶和華一直都是保守你們
[00:04:56.600 --> 00:04:59.600]  所以你們要記住耶和華的恩典
[00:04:59.600 --> 00:05:01.600]  然後他說 我年紀已經老邁了
[00:05:01.600 --> 00:05:04.600]  正正就是他要交棒的時候
[00:05:04.600 --> 00:05:07.600]  他回望過去很多的事情發生
[00:05:07.600 --> 00:05:10.600]  他就和以色列人轉述耶和華的吩咐
[00:05:10.600 --> 00:05:12.600]  我們看看耶和華怎樣吩咐他
[00:05:12.600 --> 00:05:15.600]  約書亞的十三章一到六節那裏
[00:05:15.600 --> 00:05:18.600]  還有今天我們讀的二十三章二到五節
[00:05:18.600 --> 00:05:20.600]  你看不看到我黃色highlight了的那些地方呢
[00:05:20.600 --> 00:05:22.600]  其實是一樣的
[00:05:22.600 --> 00:05:25.600]  就是說約書亞沒有說多了東西
[00:05:25.600 --> 00:05:26.600]  也沒有說自己的東西
[00:05:26.600 --> 00:05:30.600]  他純粹只是說耶和華當日是怎樣吩咐他
[00:05:30.600 --> 00:05:33.600]  他就吩咐以色列人
[00:05:33.600 --> 00:05:36.600]  他按照耶和華的心意而不是按照自己的心意
[00:05:36.600 --> 00:05:38.600]  這個吩咐有什麼呢
[00:05:38.600 --> 00:05:39.600]  我們看看 只有兩個重點
[00:05:39.600 --> 00:05:43.600]  第一 會抽籤分地給他們
[00:05:43.600 --> 00:05:47.600]  然後耶和華會允許你們倚靠我的時候
[00:05:47.600 --> 00:05:49.600]  能夠一定戰勝
[00:05:49.600 --> 00:05:50.600]  他就是靠這件事
[00:05:50.600 --> 00:05:55.600]  所有東西都是在耶和華的計劃裏面
[00:05:55.600 --> 00:05:58.600]  另外一個字 得享安寧這個字
[00:05:58.600 --> 00:06:01.600]  就是說沒有戰爭 太平
[00:06:01.600 --> 00:06:03.600]  在抗疫的時候其實都是一樣
[00:06:03.600 --> 00:06:05.600]  摩西已經向以色列人宣告
[00:06:05.600 --> 00:06:08.600]  你們到當日進入迦南地的時候
[00:06:08.600 --> 00:06:10.600]  是會得享安寧的
[00:06:10.600 --> 00:06:12.600]  到他們真的要進去打仗的時候
[00:06:12.600 --> 00:06:14.600]  耶和華再次強調
[00:06:14.600 --> 00:06:15.600]  他的應許
[00:06:15.600 --> 00:06:18.600]  你們天下太平會得享安寧的
[00:06:18.600 --> 00:06:20.600]  到今天他們在定居的時候
[00:06:20.600 --> 00:06:22.600]  他們已經看到
[00:06:22.600 --> 00:06:24.600]  已經很多日子沒有打仗
[00:06:24.600 --> 00:06:26.600]  耶和華和他們同在
[00:06:26.600 --> 00:06:29.600]  所以這個地方約書亞是在強調
[00:06:29.600 --> 00:06:32.600]  你們能夠安享這些太平日子
[00:06:32.600 --> 00:06:34.600]  是因為誰呢
[00:06:34.600 --> 00:06:36.600]  是因為耶和華親自出手
[00:06:36.600 --> 00:06:38.600]  用他大能的蚌臂
[00:06:38.600 --> 00:06:40.600]  去趕走了很多迦南的外族
[00:06:40.600 --> 00:06:45.600]  以致他們能夠在這個地方定居
[00:06:45.600 --> 00:06:47.600]  但是約書亞很明白
[00:06:47.600 --> 00:06:50.600]  風平浪靜的背後
[00:06:50.600 --> 00:06:52.600]  開始有暗湧
[00:06:52.600 --> 00:06:54.600]  在他們在迦南地
[00:06:54.600 --> 00:06:56.600]  享受安寧的時候
[00:06:56.600 --> 00:06:59.600]  其實就是他們面對最大的挑戰的時候
[00:06:59.600 --> 00:07:01.600]  所以一直說下去的時候
[00:07:01.600 --> 00:07:03.600]  約書亞就是想告訴他們
[00:07:03.600 --> 00:07:05.600]  你們要小心
[00:07:05.600 --> 00:07:07.600]  然後約書亞就帶以色列人
[00:07:07.600 --> 00:07:09.600]  回望耶和華的應許
[00:07:09.600 --> 00:07:12.600]  我們看第3到第5節
[00:07:12.600 --> 00:07:14.600]  和第9到第10節
[00:07:14.600 --> 00:07:17.600]  約書亞記第23章3到5節
[00:07:17.600 --> 00:07:19.600]  這裡這樣說
[00:07:19.600 --> 00:07:22.600]  耶和華你們的神因你們的緣故
[00:07:22.600 --> 00:07:24.600]  向這些國家所做的一切
[00:07:24.600 --> 00:07:26.600]  你們都親眼看到了
[00:07:26.600 --> 00:07:29.600]  為你們作戰的是耶和華你們的上帝
[00:07:29.600 --> 00:07:30.600]  第4節
[00:07:30.600 --> 00:07:32.600]  我已經把所剩下的列國
[00:07:32.600 --> 00:07:36.600]  連同從約旦河起到大海日落的方向
[00:07:36.600 --> 00:07:38.600]  我所剪除的列國
[00:07:38.600 --> 00:07:42.600]  都抽籤分給你們各支派為業
[00:07:42.600 --> 00:07:43.600]  第5節
[00:07:43.600 --> 00:07:44.600]  耶和華你們的神
[00:07:44.600 --> 00:07:47.600]  必將他們從你們面前趕出去
[00:07:47.600 --> 00:07:49.600]  使他們離開你們
[00:07:49.600 --> 00:07:51.600]  你們就必得他們的地為業
[00:07:51.600 --> 00:07:53.600]  正如耶和華你們的上帝
[00:07:53.600 --> 00:07:56.600]  向你們所應許的
[00:07:56.600 --> 00:07:58.600]  我們跳到第9節
[00:07:58.600 --> 00:08:01.600]  因為耶和華已經把又大又強的列國
[00:08:01.600 --> 00:08:03.600]  從你們面前趕出
[00:08:03.600 --> 00:08:04.600]  直到今天
[00:08:04.600 --> 00:08:07.600]  沒有一個人能在你們面前站立得住
[00:08:07.600 --> 00:08:09.600]  你們一人必追趕千人
[00:08:09.600 --> 00:08:12.600]  因為耶和華你們的上帝
[00:08:12.600 --> 00:08:14.600]  召祂向你們所應許的
[00:08:14.600 --> 00:08:16.600]  為你們作戰
[00:08:16.600 --> 00:08:17.600]  剛才我讀了這幾節
[00:08:17.600 --> 00:08:20.600]  你要發現最多的字是甚麼
[00:08:20.600 --> 00:08:21.600]  耶和華你們的上帝
[00:08:21.600 --> 00:08:25.600]  在第11節的經文出現了7次
[00:08:25.600 --> 00:08:29.600]  就是強調耶和華是和以色列人納約的
[00:08:29.600 --> 00:08:32.600]  是一個納約的關係
[00:08:32.600 --> 00:08:33.600]  若需要我提醒他們
[00:08:33.600 --> 00:08:35.600]  你不要忘記耶和華和你們納約
[00:08:35.600 --> 00:08:37.600]  你們也要守約
[00:08:37.600 --> 00:08:38.600]  有一個字很誇張
[00:08:38.600 --> 00:08:41.600]  一個人去追趕一千人
[00:08:41.600 --> 00:08:42.600]  一比一千
[00:08:42.600 --> 00:08:45.600]  一個很誇張對比的手法
[00:08:45.600 --> 00:08:47.600]  將數量很誇張很大差異
[00:08:47.600 --> 00:08:50.600]  其實就造成一個很強烈的對比
[00:08:50.600 --> 00:08:52.600]  聖經經常都這樣用
[00:08:52.600 --> 00:08:55.600]  代表著耶和華的能力多大
[00:08:55.600 --> 00:08:57.600]  讓你一個人可以打一千個人
[00:08:57.600 --> 00:08:59.600]  我看看利未記26章這裡
[00:08:59.600 --> 00:09:01.600]  五個人可以追趕一百人
[00:09:01.600 --> 00:09:03.600]  一百個人可以追趕一萬人
[00:09:03.600 --> 00:09:05.600]  生命記32章這裡就說
[00:09:05.600 --> 00:09:06.600]  一個人能夠追趕一千人
[00:09:06.600 --> 00:09:10.600]  兩個人就能夠使萬人逃跑
[00:09:10.600 --> 00:09:13.600]  這個誇張法在聖經舊約常常用
[00:09:13.600 --> 00:09:16.600]  是強調著耶和華的能力
[00:09:16.600 --> 00:09:17.600]  你的手做不到
[00:09:17.600 --> 00:09:20.600]  但是耶和華的手能夠做到的時候
[00:09:20.600 --> 00:09:21.600]  他就為你作戰
[00:09:21.600 --> 00:09:24.600]  你一個人就可以打一千個人
[00:09:24.600 --> 00:09:28.600]  若需要我強調著耶和華的英雄
[00:09:28.600 --> 00:09:30.600]  還有一個字
[00:09:30.600 --> 00:09:31.600]  作戰的是耶和華
[00:09:31.600 --> 00:09:33.600]  這個字出現了兩次
[00:09:33.600 --> 00:09:36.600]  代表著耶和華親自出手
[00:09:36.600 --> 00:09:40.600]  用他的蚌壁來趕走這些迦南族
[00:09:40.600 --> 00:09:42.600]  有一個例子你就可以知道
[00:09:42.600 --> 00:09:45.600]  約書下記十章發生過一件事
[00:09:45.600 --> 00:09:49.600]  當日阿摩利人和以色列人打仗的時候
[00:09:49.600 --> 00:09:50.600]  這裡說的十一節
[00:09:50.600 --> 00:09:53.600]  耶和華從天上降下大兵幕
[00:09:53.600 --> 00:09:55.600]  來在他們身上
[00:09:55.600 --> 00:09:57.600]  他們就贏了
[00:09:57.600 --> 00:10:00.600]  你說是他們打贏還是上帝幫他們打贏
[00:10:00.600 --> 00:10:01.600]  很明顯
[00:10:01.600 --> 00:10:03.600]  我想他們都還沒有動
[00:10:03.600 --> 00:10:06.600]  走到近就打死了
[00:10:06.600 --> 00:10:08.600]  約書下就提醒他們
[00:10:08.600 --> 00:10:10.600]  是耶和華出手
[00:10:10.600 --> 00:10:13.600]  用他們大量的蚌壁幫你們打仗
[00:10:13.600 --> 00:10:15.600]  戰勝這些外族
[00:10:15.600 --> 00:10:17.600]  但是第四節
[00:10:17.600 --> 00:10:20.600]  這裡有兩個字很重要
[00:10:20.600 --> 00:10:23.600]  第四節說將剩下的列國
[00:10:23.600 --> 00:10:26.600]  和我所剪除的列國
[00:10:26.600 --> 00:10:28.600]  兩種
[00:10:28.600 --> 00:10:30.600]  剪除的列國
[00:10:30.600 --> 00:10:32.600]  就是說他們已經征服了的外族
[00:10:32.600 --> 00:10:35.600]  他們已經掌管了的地區
[00:10:35.600 --> 00:10:37.600]  譬如耶利哥城
[00:10:37.600 --> 00:10:38.600]  他們已經戰勝了
[00:10:38.600 --> 00:10:40.600]  用刀殺盡所有的東西
[00:10:40.600 --> 00:10:42.600]  他們已經拿了耶利哥城
[00:10:42.600 --> 00:10:45.600]  但是還有剩下很多
[00:10:45.600 --> 00:10:46.600]  第十三章說
[00:10:46.600 --> 00:10:49.600]  還有剩下很多未得之地
[00:10:49.600 --> 00:10:51.600]  他們未能夠完全趕出
[00:10:51.600 --> 00:10:54.600]  未能夠完全消滅的一些族
[00:10:54.600 --> 00:10:56.600]  就是說當他們在這裡定居的時候
[00:10:56.600 --> 00:10:59.600]  他們會和這些外族一起生活
[00:10:59.600 --> 00:11:01.600]  有些已經完全控制
[00:11:01.600 --> 00:11:05.600]  那些外族已經死了
[00:11:05.600 --> 00:11:06.600]  約書下這樣說
[00:11:06.600 --> 00:11:09.600]  將兩種地都抽籤
[00:11:09.600 --> 00:11:12.600]  分給十二支派的時候
[00:11:12.600 --> 00:11:16.600]  其實就告訴他們
[00:11:16.600 --> 00:11:19.600]  你們攻佔迦南地的時候
[00:11:19.600 --> 00:11:21.600]  是耶和華為你們作戰
[00:11:21.600 --> 00:11:24.600]  今天你們在迦南地定居
[00:11:24.600 --> 00:11:26.600]  都是耶和華為你們作戰
[00:11:26.600 --> 00:11:29.600]  不過不是真實的戰爭
[00:11:29.600 --> 00:11:32.600]  是屬靈的征戰
[00:11:32.600 --> 00:11:33.600]  是屬靈的征戰
[00:11:33.600 --> 00:11:38.600]  不再是一些實際的戰爭
[00:11:38.600 --> 00:11:42.600]  約書下帶領以色列人進入迦南的時候
[00:11:42.600 --> 00:11:44.600]  是耶和華為他們征戰
[00:11:44.600 --> 00:11:47.600]  今天約書下要離開了
[00:11:47.600 --> 00:11:48.600]  他又跟他們說
[00:11:48.600 --> 00:11:50.600]  你們要繼續依靠耶和華
[00:11:50.600 --> 00:11:55.600]  因為他會繼續為你們征戰
[00:11:55.600 --> 00:11:58.600]  剛才說了做手術
[00:11:58.600 --> 00:12:00.600]  做完打算天下太平
[00:12:00.600 --> 00:12:02.600]  重新得力
[00:12:02.600 --> 00:12:03.600]  又是一條好漢
[00:12:03.600 --> 00:12:06.600]  今天打算侍奉
[00:12:06.600 --> 00:12:08.600]  但我不知道為什麼在三月
[00:12:08.600 --> 00:12:11.600]  做完手術之後就很多事情發生
[00:12:11.600 --> 00:12:13.600]  在團契裡面很多事情發生
[00:12:13.600 --> 00:12:15.600]  團友工作出現問題
[00:12:15.600 --> 00:12:18.600]  團友的孩子出現情緒病
[00:12:18.600 --> 00:12:19.600]  家人出事
[00:12:19.600 --> 00:12:21.600]  他自己有癌病
[00:12:21.600 --> 00:12:25.600]  婚姻讓起紅燈
[00:12:25.600 --> 00:12:27.600]  你不要說
[00:12:27.600 --> 00:12:29.600]  到了今天早上
[00:12:29.600 --> 00:12:33.600]  我還在處理一個很麻煩的
[00:12:33.600 --> 00:12:36.600]  我也不知道怎麼處理
[00:12:36.600 --> 00:12:38.600]  今天早上還在處理
[00:12:38.600 --> 00:12:42.600]  我心想為什麼這麼多事情發生
[00:12:42.600 --> 00:12:45.600]  我不是重新得力了嗎
[00:12:45.600 --> 00:12:47.600]  正正就是約書下提醒
[00:12:47.600 --> 00:12:49.600]  我覺得很安靜
[00:12:49.600 --> 00:12:50.600]  很安寧
[00:12:50.600 --> 00:12:51.600]  你重新得力
[00:12:51.600 --> 00:12:54.600]  正正就是神要你學習
[00:12:54.600 --> 00:12:57.600]  所以我再次去禱告
[00:12:57.600 --> 00:12:58.600]  不要靠我自己
[00:12:58.600 --> 00:12:59.600]  很多事情很多壓力
[00:12:59.600 --> 00:13:00.600]  很辛苦
[00:13:00.600 --> 00:13:02.600]  不知道怎麼做
[00:13:02.600 --> 00:13:03.600]  看禱告
[00:13:03.600 --> 00:13:04.600]  停下來
[00:13:04.600 --> 00:13:05.600]  靠神
[00:13:05.600 --> 00:13:08.600]  不是靠自己
[00:13:08.600 --> 00:13:11.600]  所以這裡約書下總結
[00:13:11.600 --> 00:13:13.600]  過去真的要征戰的日子
[00:13:13.600 --> 00:13:15.600]  是耶和華為他征戰
[00:13:15.600 --> 00:13:17.600]  平穩的日子
[00:13:17.600 --> 00:13:18.600]  你們也要靠耶和華
[00:13:18.600 --> 00:13:22.600]  打這場肅寧的征戰
[00:13:22.600 --> 00:13:26.600]  我不知道你上了恩福堂多久
[00:13:26.600 --> 00:13:28.600]  有人五年?十年?
[00:13:28.600 --> 00:13:29.600]  或者你剛剛轉會?
[00:13:29.600 --> 00:13:30.600]  或者你來了一陣子
[00:13:30.600 --> 00:13:34.600]  在想轉不轉會?
[00:13:34.600 --> 00:13:36.600]  我不知道你有沒有這樣的經歷
[00:13:36.600 --> 00:13:37.600]  當你上教會
[00:13:37.600 --> 00:13:38.600]  穩定了
[00:13:38.600 --> 00:13:39.600]  轉會了
[00:13:39.600 --> 00:13:40.600]  入了團契
[00:13:40.600 --> 00:13:41.600]  坐得穩穩定定的時候
[00:13:41.600 --> 00:13:45.600]  你發現一定會有事情出現嗎?
[00:13:45.600 --> 00:13:46.600]  很多的挑戰
[00:13:46.600 --> 00:13:48.600]  很多的引誘
[00:13:48.600 --> 00:13:51.600]  撒旦就在你覺得最穩定的時候
[00:13:51.600 --> 00:13:56.600]  他就出手
[00:13:56.600 --> 00:13:57.600]  恩福比較大
[00:13:57.600 --> 00:13:59.600]  很多團契
[00:13:59.600 --> 00:14:00.600]  所以我發現
[00:14:00.600 --> 00:14:01.600]  經常有一個狀況
[00:14:01.600 --> 00:14:03.600]  大家知道什麼事嗎?
[00:14:03.600 --> 00:14:07.600]  我們的人很喜歡轉團契
[00:14:07.600 --> 00:14:08.600]  無奈
[00:14:08.600 --> 00:14:09.600]  轉團契
[00:14:09.600 --> 00:14:12.600]  大部分的原因不是因為工作關係
[00:14:12.600 --> 00:14:13.600]  這些有的
[00:14:13.600 --> 00:14:16.600]  但我發覺多數都不是
[00:14:16.600 --> 00:14:18.600]  多數是什麼?
[00:14:18.600 --> 00:14:19.600]  跟別人有嫌隙
[00:14:19.600 --> 00:14:20.600]  我不喜歡這個目者
[00:14:20.600 --> 00:14:24.600]  我不喜歡這個組長
[00:14:24.600 --> 00:14:25.600]  當你進了一個組
[00:14:25.600 --> 00:14:26.600]  安定得很好
[00:14:26.600 --> 00:14:27.600]  你覺得很享受
[00:14:27.600 --> 00:14:30.600]  這個組真的非常好的時候
[00:14:30.600 --> 00:14:34.600]  這個組通常就會出事
[00:14:34.600 --> 00:14:37.600]  玉書正正就是在提醒這件事
[00:14:37.600 --> 00:14:39.600]  安書的生活
[00:14:39.600 --> 00:14:40.600]  你覺得穩定的時候
[00:14:40.600 --> 00:14:45.600]  正正就帶來危機
[00:14:45.600 --> 00:14:46.600]  所以在這個時候
[00:14:46.600 --> 00:14:50.600]  約書亞就跟他們提出了兩個提醒
[00:14:50.600 --> 00:14:51.600]  第一個
[00:14:51.600 --> 00:14:53.600]  不要妥協
[00:14:53.600 --> 00:14:55.600]  我們看第六節
[00:14:55.600 --> 00:14:56.600]  約書亞怎樣跟他們提
[00:14:56.600 --> 00:14:57.600]  第一個
[00:14:57.600 --> 00:14:58.600]  不要妥協是什麼?
[00:14:58.600 --> 00:14:59.600]  第六節
[00:14:59.600 --> 00:15:00.600]  這裡說
[00:15:00.600 --> 00:15:02.600]  你們要大大壯膽
[00:15:02.600 --> 00:15:06.600]  謹守進行寫在摩西律法書上的一切話
[00:15:06.600 --> 00:15:09.600]  不可偏離左右
[00:15:09.600 --> 00:15:10.600]  當日
[00:15:10.600 --> 00:15:12.600]  約書亞記第一章第七節
[00:15:12.600 --> 00:15:15.600]  當日耶和華就是這樣吩咐約書亞
[00:15:15.600 --> 00:15:16.600]  都是那幾個字
[00:15:16.600 --> 00:15:17.600]  你有沒有留意?
[00:15:17.600 --> 00:15:18.600]  大大壯膽
[00:15:18.600 --> 00:15:19.600]  謹守進行律法
[00:15:19.600 --> 00:15:21.600]  不要偏離左右
[00:15:21.600 --> 00:15:25.600]  今天約書亞同樣用耶和華給他的吩咐
[00:15:25.600 --> 00:15:27.600]  跟以色列人說
[00:15:27.600 --> 00:15:30.600]  你們都要勇敢面對前面的挑戰
[00:15:30.600 --> 00:15:33.600]  記住信服進行神所有的吩咐
[00:15:33.600 --> 00:15:36.600]  沒有那些似是而非的道理
[00:15:36.600 --> 00:15:37.600]  大大壯膽
[00:15:37.600 --> 00:15:39.600]  就是勇於嘗試
[00:15:39.600 --> 00:15:40.600]  大膽去做
[00:15:40.600 --> 00:15:42.600]  因為你經歷過耶和華
[00:15:42.600 --> 00:15:45.600]  你知道是可以去的
[00:15:45.600 --> 00:15:46.600]  大膽去做
[00:15:46.600 --> 00:15:47.600]  跟著神
[00:15:47.600 --> 00:15:48.600]  面對挑戰
[00:15:48.600 --> 00:15:49.600]  跟著神去做
[00:15:49.600 --> 00:15:51.600]  雖然加拿大人比你們強
[00:15:51.600 --> 00:15:54.600]  無論人數、軍事、實力都不夠
[00:15:54.600 --> 00:15:56.600]  但是每一次你見到
[00:15:56.600 --> 00:15:59.600]  都是耶和華幫他們爭戰
[00:15:59.600 --> 00:16:04.600]  第二叫他們謹守進行律法書上的說話
[00:16:04.600 --> 00:16:06.600]  專注在神的話
[00:16:06.600 --> 00:16:09.600]  雖然敵人很強大
[00:16:09.600 --> 00:16:12.600]  但專注在神的話語裡面
[00:16:12.600 --> 00:16:15.600]  第三叫他們不要偏離左右
[00:16:15.600 --> 00:16:18.600]  偏離左右的意思就是不要轉方向
[00:16:18.600 --> 00:16:22.600]  專注看著神的話語
[00:16:22.600 --> 00:16:26.600]  因為約書亞知道以色列人的底不是很好
[00:16:26.600 --> 00:16:35.600]  他們當天見不到摩西的時候就做了金牛道
[00:16:35.600 --> 00:16:37.600]  找不到摩西
[00:16:37.600 --> 00:16:38.600]  他們的底不是很好
[00:16:38.600 --> 00:16:39.600]  花花地
[00:16:39.600 --> 00:16:43.600]  很容易就跟了其他的宗教
[00:16:43.600 --> 00:16:45.600]  跟了其他外族
[00:16:45.600 --> 00:16:47.600]  所以特別提醒他們
[00:16:47.600 --> 00:16:52.600]  你不要被外族、異族、異教的文化
[00:16:52.600 --> 00:16:57.600]  他們的信仰影響同化了你們
[00:16:57.600 --> 00:17:02.600]  所以約書亞在他一直侍奉的時候
[00:17:02.600 --> 00:17:03.600]  他做了兩件事
[00:17:03.600 --> 00:17:04.600]  第一件事
[00:17:04.600 --> 00:17:06.600]  在第八章第三十五節
[00:17:06.600 --> 00:17:11.600]  你會看到他用摩西的話語宣讀
[00:17:11.600 --> 00:17:15.600]  全會眾婦女孩童一齊
[00:17:15.600 --> 00:17:17.600]  來讀神的話語
[00:17:17.600 --> 00:17:21.600]  讓全會眾一齊有一個標準來跟隨
[00:17:21.600 --> 00:17:23.600]  耶和華的律法
[00:17:23.600 --> 00:17:25.600]  這個標準就是耶和華的律法
[00:17:25.600 --> 00:17:27.600]  第二件事他做了
[00:17:27.600 --> 00:17:29.600]  就是設立了會幕
[00:17:29.600 --> 00:17:33.600]  讓以色列人能夠獻祭
[00:17:33.600 --> 00:17:36.600]  能夠看到耶和華的同在
[00:17:36.600 --> 00:17:41.600]  這兩件事就是讓以色列人不要偏離左右
[00:17:41.600 --> 00:17:43.600]  專注在神的話語
[00:17:43.600 --> 00:17:45.600]  知道耶和華的標準
[00:17:45.600 --> 00:17:48.600]  當遇到這些異教衝擊的時候
[00:17:48.600 --> 00:17:51.600]  他就可以拿住耶和華的標準
[00:17:51.600 --> 00:17:54.600]  可以去對抗
[00:17:54.600 --> 00:17:56.600]  這個字很有趣
[00:17:56.600 --> 00:18:00.600]  不可偏離左右
[00:18:00.600 --> 00:18:02.600]  大家有沒有踩單車?
[00:18:02.600 --> 00:18:04.600]  懂得踩嗎?
[00:18:04.600 --> 00:18:06.600]  我一說起踩單車就很開心
[00:18:06.600 --> 00:18:08.600]  因為我喜歡踩單車
[00:18:08.600 --> 00:18:09.600]  你發覺踩單車
[00:18:09.600 --> 00:18:12.600]  其實你有沒有可能踩到一條直線?
[00:18:12.600 --> 00:18:13.600]  沒有的
[00:18:13.600 --> 00:18:14.600]  你當然會左下右下
[00:18:14.600 --> 00:18:18.600]  但你左得太多就會撥自己回中間
[00:18:18.600 --> 00:18:21.600]  右得太多就撥自己左一點
[00:18:21.600 --> 00:18:22.600]  其實你整程踩單車
[00:18:22.600 --> 00:18:24.600]  你就在左左右右
[00:18:24.600 --> 00:18:28.600]  但你最後還是回到中間
[00:18:28.600 --> 00:18:30.600]  這個就是踩單車
[00:18:30.600 --> 00:18:32.600]  我們有時跟隨神
