
[00:00:00.000 --> 00:00:05.000]  在開始靜悼之前我們一起進入禱告
[00:02:16.000 --> 00:02:17.000]  為何這樣說呢?
[00:02:17.000 --> 00:02:20.000]  第一,因為當他寫啟示錄的時候
[00:02:20.000 --> 00:02:22.000]  他住在哪裡呢?
[00:02:22.000 --> 00:02:26.000]  蓮露的約翰被囚在拔網海島上
[00:02:26.000 --> 00:02:32.000]  孤零零,了無人煙,在那裏做苦差
[00:02:32.000 --> 00:02:34.000]  已經九十多歲了
[00:02:34.000 --> 00:02:36.000]  有沒有將來呢?
[00:02:36.000 --> 00:02:39.000]  第二,他也會問一個問題
[00:02:39.000 --> 00:02:44.000]  誰誰所有親眼見證耶穌復活的使徒
[00:02:44.000 --> 00:02:46.000]  都一一離世歸主
[00:02:46.000 --> 00:02:49.000]  好朋友、好拍檔都走了
[00:02:49.000 --> 00:02:52.000]  我還怎樣走下去呢?
[00:02:52.000 --> 00:02:56.000]  有沒有將來是值得我去憧憬的呢?
[00:02:56.000 --> 00:02:59.000]  第三,又有點像
[00:02:59.000 --> 00:03:01.000]  外圍環境都越來越黑暗
[00:03:01.000 --> 00:03:03.000]  信徒多次被迫害
[00:03:03.000 --> 00:03:05.000]  要坐牢的坐牢
[00:03:05.000 --> 00:03:07.000]  要被殺的提早回天監
[00:03:07.000 --> 00:03:10.000]  究竟怎樣好呢?
[00:03:10.000 --> 00:03:15.000]  最後就是政治的形勢仍然在羅馬管轄底下
[00:03:15.000 --> 00:03:18.000]  去到那個年代是更加恐怖
[00:03:18.000 --> 00:03:20.000]  稍後再說
[00:03:20.000 --> 00:03:23.000]  在多米田的管治底下
[00:03:23.000 --> 00:03:26.000]  更加被迫有一些君王崇拜
[00:03:26.000 --> 00:03:29.000]  究竟神的道、福音、教會
[00:03:29.000 --> 00:03:32.000]  可以怎樣繼續走下去呢?
[00:03:32.000 --> 00:03:35.000]  來到啟示錄這個時間
[00:03:35.000 --> 00:03:39.000]  由於在當時君王崇拜的升級
[00:03:39.000 --> 00:03:44.000]  羅馬皇帝開始迫迫所有不願意敬拜凱撒的
[00:03:44.000 --> 00:03:46.000]  即是不拜他的基督徒
[00:03:46.000 --> 00:03:50.000]  這種君王崇拜去到什麼時候呢?
[00:03:50.000 --> 00:03:54.000]  剛才說了,直到多米田繼位之後
[00:03:54.000 --> 00:03:57.000]  達到一個高峰
[00:03:57.000 --> 00:04:00.000]  約翰仍然身在其中
[00:04:00.000 --> 00:04:03.000]  當使徒約翰寫完啟示錄之後
[00:04:03.000 --> 00:04:07.000]  一年之後多米田就死了
[00:04:07.000 --> 00:04:11.000]  多米田怎樣重視君王崇拜呢?
[00:04:11.000 --> 00:04:14.000]  他要求所有的人民都叫他做
[00:04:14.000 --> 00:04:16.000]  「我們的主,我們的神」
[00:04:16.000 --> 00:04:20.000]  拒絕敬拜凱撒的人就視為顛覆分子
[00:04:20.000 --> 00:04:22.000]  遭受無情迫迫
[00:04:22.000 --> 00:04:24.000]  他一方面去收買人心
[00:04:24.000 --> 00:04:28.000]  將羅馬士兵110年來未變的軍糧
[00:04:28.000 --> 00:04:30.000]  軍餉提高了30%
[00:04:30.000 --> 00:04:32.000]  贏得士兵的擁戴
[00:04:32.000 --> 00:04:35.000]  另一方面去施行恐怖的管治
[00:04:35.000 --> 00:04:37.000]  鎮壓貴族
[00:04:37.000 --> 00:04:40.000]  迫迫那些認為對他不利的哲學家
[00:04:40.000 --> 00:04:43.000]  聖上家和所有宗教
[00:04:43.000 --> 00:04:44.000]  包括猶太教
[00:04:44.000 --> 00:04:48.000]  或者他們認為基督教是猶太支派的一員
[00:04:48.000 --> 00:04:53.000]  此時正是約翰領受啟示錄的訊息
[00:04:53.000 --> 00:04:55.000]  羅馬法律要求全國人民
[00:04:55.000 --> 00:04:57.000]  每年都必須在官長面前
[00:04:57.000 --> 00:05:00.000]  向凱撒皇帝燒香
[00:05:00.000 --> 00:05:03.000]  焚燒香一次
[00:05:03.000 --> 00:05:05.000]  這個很難想像
[00:05:05.000 --> 00:05:07.000]  人家跟你燒香
[00:05:07.000 --> 00:05:10.000]  在中國人的臉上代表什麼?
[00:05:10.000 --> 00:05:12.000]  就是當你香了
[00:05:12.000 --> 00:05:14.000]  我也不明白
[00:05:14.000 --> 00:05:17.000]  總之他要強迫全國人民去做
[00:05:17.000 --> 00:05:20.000]  並且要宣稱凱撒是主
[00:05:20.000 --> 00:05:22.000]  承認凱撒的神聖
[00:05:22.000 --> 00:05:24.000]  當他們完成這個儀式之後
[00:05:24.000 --> 00:05:27.000]  你可以拜自己的神
[00:05:27.000 --> 00:05:29.000]  只要你所拜的神
[00:05:29.000 --> 00:05:31.000]  不要危害社會道德或者國家安全
[00:05:31.000 --> 00:05:33.000]  這樣就行了
[00:05:33.000 --> 00:05:36.000]  如果他們不口稱凱撒是主
[00:05:36.000 --> 00:05:38.000]  就等於對羅馬皇帝不忠
[00:05:38.000 --> 00:05:42.000]  受到嚴刑懲治
[00:05:42.000 --> 00:05:44.000]  聽起來也覺得很可怕
[00:05:44.000 --> 00:05:46.000]  但正正在第一世紀
[00:05:46.000 --> 00:05:48.000]  耶穌基督來的時候
[00:05:48.000 --> 00:05:51.000]  他做了一件新事
[00:05:51.000 --> 00:05:54.000]  耶穌基督興起了教會
[00:05:54.000 --> 00:05:57.000]  也說:「陰間的權並不能勝過他」
[00:05:57.000 --> 00:05:58.000]  雖然如此
[00:05:58.000 --> 00:06:00.000]  但作為第一世紀的基督徒
[00:06:00.000 --> 00:06:03.000]  他們仍然確實活在水深火熱之中
[00:06:03.000 --> 00:06:05.000]  內憂外患不斷
[00:06:05.000 --> 00:06:06.000]  仍然要離開
[00:06:06.000 --> 00:06:09.000]  問題是如何離開?
[00:06:09.000 --> 00:06:11.000]  耶穌,你是否離開了我們?
[00:06:11.000 --> 00:06:13.000]  為何這麼辛苦?
[00:06:13.000 --> 00:06:16.000]  信了你的路,為何這麼難走?
[00:06:16.000 --> 00:06:18.000]  你是否撒手不管我們?
[00:06:18.000 --> 00:06:21.000]  你是否真的會回來?
[00:06:21.000 --> 00:06:26.000]  這相信是當時很多門徒的心聲和疑問
[00:06:26.000 --> 00:06:30.000]  弟兄姊妹在這裡約翰很快給了我們答案
[00:06:30.000 --> 00:06:39.000]  他認為要認清並肯定那位可靠的對象
[00:06:39.000 --> 00:06:43.000]  可能你會問:「又是說耶穌?」
[00:06:43.000 --> 00:06:46.000]  「是的,又是說耶穌」
[00:06:46.000 --> 00:06:50.000]  「你想得沒錯,答案就真的在耶穌裡面」
[00:06:50.000 --> 00:06:52.000]  「問題是我們對耶穌的認識」
[00:06:52.000 --> 00:06:55.000]  「有沒有隨著時日而增多?」
[00:06:55.000 --> 00:06:58.000]  「還是我們只是原地踏步?」
[00:06:58.000 --> 00:07:01.000]  「還是繼續停留在嬰兒時代?」
[00:07:01.000 --> 00:07:03.000]  我們一起讀經文
[00:07:03.000 --> 00:07:05.000]  在《啟示翻譯》一章一至三節
[00:07:05.000 --> 00:07:11.000]  看到頭影片或顯示器都可以看
[00:07:11.000 --> 00:07:12.000]  一起讀,一二三
[00:07:12.000 --> 00:07:17.000]  耶穌基督的啟示,就是神賜給他
[00:07:17.000 --> 00:07:23.000]  要他將必須快要發生的事指示他的眾僕人
[00:07:23.000 --> 00:07:27.000]  他差遣使者,指名給他的僕人約翰
[00:07:27.000 --> 00:07:31.000]  約翰就將神的道和耶穌基督的見證
[00:07:31.000 --> 00:07:36.000]  凡自己所看見的都見證出來
[00:07:36.000 --> 00:07:38.000]  眾讀者書上預言的
[00:07:38.000 --> 00:07:42.000]  和那些聽見又遵守其中所記載的
[00:07:42.000 --> 00:07:44.000]  都是有福的
[00:07:44.000 --> 00:07:47.000]  因為時候近了
[00:07:47.000 --> 00:07:50.000]  當面對困境的時候
[00:07:50.000 --> 00:07:53.000]  我們回到聖經
[00:07:53.000 --> 00:07:56.000]  去到生命的源頭
[00:07:56.000 --> 00:07:59.000]  啟示的出處
[00:07:59.000 --> 00:08:01.000]  看回神的話
[00:08:01.000 --> 00:08:04.000]  看看神給我們甚麼出路
[00:08:04.000 --> 00:08:07.000]  神有他的時間表,有他的計劃
[00:08:07.000 --> 00:08:12.000]  在這裡,父神將他必成的事指示了基督
[00:08:12.000 --> 00:08:15.000]  而基督指示他的眾僕人
[00:08:15.000 --> 00:08:19.000]  接著差遣使者指示使徒約翰
[00:08:19.000 --> 00:08:22.000]  今天傳到我們的耳中
[00:08:22.000 --> 00:08:24.000]  是一代一代傳出來
[00:08:24.000 --> 00:08:26.000]  可以說他眾讀這些說話
[00:08:26.000 --> 00:08:30.000]  都已經是有福的
[00:08:30.000 --> 00:08:33.000]  而聽見又遵守的都是有福的
[00:08:33.000 --> 00:08:34.000]  在這裡已經讓我們看到
[00:08:34.000 --> 00:08:36.000]  神的心腸
[00:08:36.000 --> 00:08:38.000]  他真的想我們享福
[00:08:38.000 --> 00:08:40.000]  想我們領受祂給我們的福氣
[00:08:40.000 --> 00:08:42.000]  因為他都重覆很多時候
[00:08:42.000 --> 00:08:47.000]  我們聽到「時候近了」
[00:08:47.000 --> 00:08:49.000]  認清可靠的對象
[00:08:49.000 --> 00:08:51.000]  有誰不知道呢?
[00:08:51.000 --> 00:08:53.000]  在危難的時候
[00:08:53.000 --> 00:08:55.000]  有誰能靠得住呢?
[00:08:55.000 --> 00:08:58.000]  難道真的去找地產經紀嗎?
[00:08:58.000 --> 00:09:01.000]  還是去找移民的顧問?
[00:09:01.000 --> 00:09:03.000]  難道又要求神問卜?
[00:09:03.000 --> 00:09:05.000]  還是安在家中
[00:09:05.000 --> 00:09:10.000]  繼續看迪士尼+呢?
[00:09:10.000 --> 00:09:12.000]  頂尖節目,請你去回想一下
[00:09:12.000 --> 00:09:14.000]  在你人生裡
[00:09:14.000 --> 00:09:17.000]  有沒有已經得著神給你的
[00:09:17.000 --> 00:09:19.000]  除了神自己之外
[00:09:19.000 --> 00:09:21.000]  還有可靠的對象
[00:09:21.000 --> 00:09:23.000]  靠得住的
[00:09:23.000 --> 00:09:24.000]  在你覺得看起來
[00:09:24.000 --> 00:09:26.000]  好像走不下去了
[00:09:26.000 --> 00:09:27.000]  哎呀,我走不下去了
[00:09:27.000 --> 00:09:30.000]  很難過,不知如何是好
[00:09:30.000 --> 00:09:33.000]  是誰跟你一起走過呢?
[00:09:33.000 --> 00:09:34.000]  那些日子
[00:09:34.000 --> 00:09:36.000]  真的有誰與你共鳴呢?
[00:09:36.000 --> 00:09:39.000]  可以一起去經驗
[00:09:39.000 --> 00:09:40.000]  已經得著的
[00:09:40.000 --> 00:09:42.000]  我們感謝神
[00:09:42.000 --> 00:09:43.000]  如果還沒有得著
[00:09:43.000 --> 00:09:45.000]  怎麼辦呢?
[00:09:45.000 --> 00:09:47.000]  我想都不用灰心
[00:09:47.000 --> 00:09:49.000]  繼續去努力
[00:09:49.000 --> 00:09:50.000]  享受當下
[00:09:50.000 --> 00:09:52.000]  享受神的生活
[00:09:52.000 --> 00:09:53.000]  並且不要忘記
[00:09:53.000 --> 00:09:55.000]  是靠神的恩典
[00:09:55.000 --> 00:09:56.000]  我們要努力
[00:09:56.000 --> 00:09:57.000]  但是靠神的恩典
[00:09:57.000 --> 00:10:00.000]  神會為我們預備
[00:10:00.000 --> 00:10:04.000]  繼續讀第四和第六節
[00:10:04.000 --> 00:10:06.000]  1、2、3
[00:10:06.000 --> 00:10:10.000]  若學寫信給亞細亞的七個教會
[00:10:10.000 --> 00:10:13.000]  願那位今在、昔在
[00:10:13.000 --> 00:10:15.000]  以後永在的神
[00:10:15.000 --> 00:10:18.000]  與祂寶座前的七靈
[00:10:18.000 --> 00:10:21.000]  和那忠信的見證者
[00:10:21.000 --> 00:10:24.000]  從死人中復活的守身者
[00:10:24.000 --> 00:10:28.000]  世上君王的元首耶穌基督
[00:10:28.000 --> 00:10:31.000]  賜恩惠和平安給你們
[00:10:31.000 --> 00:10:33.000]  祂愛我們
[00:10:33.000 --> 00:10:37.000]  用自己的血使我們從罪中得釋放
[00:10:37.000 --> 00:10:40.000]  又使我們成為國度
[00:10:40.000 --> 00:10:43.000]  作祂父神的祭司
[00:10:43.000 --> 00:10:46.000]  願榮耀、權能歸給祂
[00:10:46.000 --> 00:10:50.000]  直到永遠完阿門
[00:10:50.000 --> 00:10:53.000]  到這裡很多人都會問
[00:10:53.000 --> 00:10:56.000]  為什麼是這七間教會呢?
[00:10:56.000 --> 00:10:58.000]  是這七間教會
[00:10:58.000 --> 00:11:00.000]  原因有三個
[00:11:00.000 --> 00:11:02.000]  第一個是地理原因
[00:11:02.000 --> 00:11:04.000]  我們先看一張照片
[00:11:04.000 --> 00:11:10.000]  方便傳遞訊息
[00:11:10.000 --> 00:11:13.000]  可能細了一點
[00:11:13.000 --> 00:11:15.000]  看不看得到?
[00:11:15.000 --> 00:11:19.000]  你看這幅圖有個圈
[00:11:19.000 --> 00:11:23.000]  這一點是以弗所
[00:11:23.000 --> 00:11:27.000]  七個教會這樣圈
[00:11:27.000 --> 00:11:31.000]  首先是神啟示約翰寫
[00:11:31.000 --> 00:11:33.000]  用葡藻紙寫了啟示律
[00:11:33.000 --> 00:11:35.000]  用希臘文去寫
[00:11:35.000 --> 00:11:38.000]  然後一間一間教會去傳
[00:11:38.000 --> 00:11:41.000]  去讀
[00:11:41.000 --> 00:11:44.000]  是地理原因
[00:11:44.000 --> 00:11:46.000]  第二是信仰的原因
[00:11:46.000 --> 00:11:48.000]  因為特別是這七個城市
[00:11:48.000 --> 00:11:52.000]  君王的崇拜是非常之嚴重
[00:11:52.000 --> 00:11:55.000]  因此他們很需要神的安慰
[00:11:55.000 --> 00:11:58.000]  神給他們的鼓勵和訊息
[00:11:58.000 --> 00:12:01.000]  第三個原因是個人原因
[00:12:01.000 --> 00:12:02.000]  關係上
[00:12:02.000 --> 00:12:06.000]  因為約翰曾經做過以弗所教會的長老
[00:12:06.000 --> 00:12:08.000]  有份感情在當中
[00:12:08.000 --> 00:12:12.000]  所以這個緣故是一般理解
[00:12:12.000 --> 00:12:14.000]  為何在這七間教會
[00:12:14.000 --> 00:12:16.000]  另外我們再看
[00:12:16.000 --> 00:12:20.000]  「那位昔在,今在,永在的神」
[00:12:20.000 --> 00:12:22.000]  去到新約這一點
[00:12:22.000 --> 00:12:25.000]  又再表達得更加清晰
[00:12:25.000 --> 00:12:27.000]  在舊約來說
[00:12:27.000 --> 00:12:30.000]  這個字就是「我是」的意思
[00:12:30.000 --> 00:12:33.000]  「我是誰」我們經常聽到
[00:12:33.000 --> 00:12:36.000]  「自有永有的神」就是本身的意思
[00:12:36.000 --> 00:12:38.000]  去到新約說了出來
[00:12:38.000 --> 00:12:40.000]  「昔在,今在,以後永在」
[00:12:40.000 --> 00:12:43.000]  即是甚麼?
[00:12:43.000 --> 00:12:46.000]  就是「昔在,今在,以後永在」
[00:12:46.000 --> 00:12:49.000]  過去神在那裡
[00:12:49.000 --> 00:12:51.000]  現在神也在那裡
[00:12:51.000 --> 00:12:53.000]  將來未發生
[00:12:53.000 --> 00:12:56.000]  一切都在神的掌握裡
[00:12:56.000 --> 00:13:00.000]  在祂的權柄之下
[00:13:00.000 --> 00:13:04.000]  在寶座前的七靈
[00:13:04.000 --> 00:13:05.000]  這裡說的是誰呢?
[00:13:05.000 --> 00:13:06.000]  是在說聖靈
[00:13:06.000 --> 00:13:08.000]  接著很快的
[00:13:08.000 --> 00:13:09.000]  有聖父、聖靈
[00:13:09.000 --> 00:13:11.000]  接著下面那三個形容
[00:13:11.000 --> 00:13:15.000]  竟然是在形容耶穌基督的三重身份
[00:13:15.000 --> 00:13:18.000]  第一,形容祂是忠、信、見證者
[00:13:18.000 --> 00:13:21.000]  告訴我們祂是信實的
[00:13:21.000 --> 00:13:23.000]  發生甚麼事都好
[00:13:23.000 --> 00:13:25.000]  祂一定真的靠得住
[00:13:25.000 --> 00:13:28.000]  只是我們感覺有時覺得靠不住
[00:13:28.000 --> 00:13:29.000]  發生甚麼事都好
[00:13:29.000 --> 00:13:31.000]  耶穌仍然是靠得住
[00:13:31.000 --> 00:13:32.000]  祂是信實的
[00:13:32.000 --> 00:13:35.000]  第二,從死人中復活的守身者
[00:13:35.000 --> 00:13:41.000]  祂是那位經歷過痛、經歷過苦、嘗過死味的耶穌
[00:13:41.000 --> 00:13:45.000]  祂不是來到世間第一次去享福
[00:13:45.000 --> 00:13:49.000]  祂是身在馬槽去受苦
[00:13:49.000 --> 00:13:52.000]  最後死在十字架上的那位耶穌
[00:13:52.000 --> 00:13:56.000]  並且成為第一位有復活身體的兒子
[00:13:56.000 --> 00:13:59.000]  第三,世上君王元首
[00:13:59.000 --> 00:14:03.000]  正如我們所說,中國人也會說
[00:14:03.000 --> 00:14:06.000]  吃得苦中苦,方為人上人
[00:14:06.000 --> 00:14:08.000]  我們會很佩服
[00:14:08.000 --> 00:14:10.000]  就算信還是不信
[00:14:10.000 --> 00:14:12.000]  聽過耶穌的事蹟
[00:14:12.000 --> 00:14:15.000]  都會佩服耶穌所做的事情
[00:14:15.000 --> 00:14:17.000]  那份犧牲的愛
[00:14:17.000 --> 00:14:18.000]  剛才我們唱詩歌也有
[00:14:18.000 --> 00:14:21.000]  如今更是皇上王
[00:14:21.000 --> 00:14:24.000]  我們的主才是真正的皇上王
[00:14:24.000 --> 00:14:27.000]  所以這些說話比起剛才當時的教會
[00:14:27.000 --> 00:14:29.000]  在電影節目上聽到的時候
[00:14:29.000 --> 00:14:31.000]  是很大的鼓舞
[00:14:31.000 --> 00:14:34.000]  因為他們被迫要說凱撒是主
[00:14:34.000 --> 00:14:36.000]  凱撒是王的時候
[00:14:36.000 --> 00:14:39.000]  但是約翰告訴他們
[00:14:39.000 --> 00:14:42.000]  真正的主、真正的王是誰呢?
[00:14:42.000 --> 00:14:45.000]  是這位元首基督
[00:14:45.000 --> 00:14:48.000]  約翰不單說明三一神在這裡
[00:14:48.000 --> 00:14:50.000]  並且耶穌基督三重身份
[00:14:50.000 --> 00:14:52.000]  也告訴我們
[00:14:52.000 --> 00:14:56.000]  耶穌基督為我們做了些什麼
[00:14:56.000 --> 00:14:58.000]  這個很重要
[00:14:58.000 --> 00:15:00.000]  為什麼說是做了呢?
[00:15:00.000 --> 00:15:02.000]  因為在文法上
[00:15:02.000 --> 00:15:03.000]  在經文文法上
[00:15:03.000 --> 00:15:06.000]  「得釋放使成為國道」
[00:15:06.000 --> 00:15:08.000]  「作父臣制私」
[00:15:08.000 --> 00:15:09.000]  是過去式的
[00:15:09.000 --> 00:15:12.000]  那個語法文法是用過去式
[00:15:12.000 --> 00:15:15.000]  耶穌原來已經為我們做了這三件事
[00:15:15.000 --> 00:15:17.000]  你可以想一下已經是很厲害
[00:15:17.000 --> 00:15:19.000]  約翰想讓你知道
[00:15:19.000 --> 00:15:21.000]  現在外在形勢
[00:15:21.000 --> 00:15:22.000]  各方面也好
[00:15:22.000 --> 00:15:23.000]  外憂內患
[00:15:23.000 --> 00:15:24.000]  但是你想一下
[00:15:24.000 --> 00:15:26.000]  神已經給了什麼呢?
[00:15:26.000 --> 00:15:27.000]  第一
[00:15:27.000 --> 00:15:30.000]  就是從罪中得釋放
[00:15:30.000 --> 00:15:34.000]  我們已經不需要再受罪的捆綁
[00:15:34.000 --> 00:15:36.000]  那種良心的責備
[00:15:36.000 --> 00:15:37.000]  罪的煎熬
[00:15:37.000 --> 00:15:38.000]  以前沒有選擇
[00:15:38.000 --> 00:15:39.000]  不能不犯罪
[00:15:39.000 --> 00:15:43.000]  只能夠順著罪性去做罪人
[00:15:43.000 --> 00:15:46.000]  現在在基督徒裡重新做人
[00:15:46.000 --> 00:15:47.000]  第二就是
[00:15:47.000 --> 00:15:49.000]  使我們成為天國的子民
[00:15:49.000 --> 00:15:51.000]  無論發生什麼事都好
[00:15:51.000 --> 00:15:52.000]  告訴他們
[00:15:52.000 --> 00:15:54.000]  我們永遠已經入籍天國
[00:15:54.000 --> 00:15:56.000]  是天國的子民
[00:15:56.000 --> 00:15:57.000]  第三
[00:15:57.000 --> 00:16:00.000]  我們可以作父臣的制私
[00:16:00.000 --> 00:16:02.000]  這是尊貴的身份
[00:16:02.000 --> 00:16:03.000]  告訴他們
[00:16:03.000 --> 00:16:04.000]  我們可以直接
[00:16:04.000 --> 00:16:06.000]  時常
[00:16:06.000 --> 00:16:08.000]  親近神
[00:16:08.000 --> 00:16:11.000]  不需要再有任何中間人
[00:16:11.000 --> 00:16:12.000]  辦任何手續
[00:16:12.000 --> 00:16:13.000]  不需要
[00:16:13.000 --> 00:16:15.000]  我們在神裡
[00:16:15.000 --> 00:16:16.000]  在基督裡
[00:16:16.000 --> 00:16:19.000]  我們可以親近神
[00:16:19.000 --> 00:16:20.000]  既然有過去式
[00:16:20.000 --> 00:16:22.000]  亦有現在式
[00:16:22.000 --> 00:16:23.000]  剛才說過去
[00:16:23.000 --> 00:16:24.000]  做了
[00:16:24.000 --> 00:16:25.000]  試想想
[00:16:25.000 --> 00:16:28.000]  是很美好的事
[00:16:28.000 --> 00:16:29.000]  很甜蜜的事
[00:16:29.000 --> 00:16:31.000]  很釋放的事
[00:16:31.000 --> 00:16:32.000]  很治療的事
[00:16:32.000 --> 00:16:34.000]  從罪中得釋放
[00:16:34.000 --> 00:16:35.000]  成為天國子民
[00:16:35.000 --> 00:16:38.000]  可以做神的制私
[00:16:38.000 --> 00:16:39.000]  接著說一個現在式
[00:16:39.000 --> 00:16:40.000]  一個字
[00:16:40.000 --> 00:16:43.000]  大家猜到是哪個字嗎?
[00:16:43.000 --> 00:16:47.000]  剛才唱詩歌
[00:16:47.000 --> 00:16:49.000]  又唱了很多次
[00:16:49.000 --> 00:16:51.000]  就是「愛」這個字
[00:16:51.000 --> 00:16:52.000]  愛
[00:16:52.000 --> 00:16:55.000]  愛是用現在式
[00:16:55.000 --> 00:16:58.000]  為什麼耶穌為我們做了這一切事
[00:16:58.000 --> 00:17:01.000]  原因是因為祂愛我們
[00:17:01.000 --> 00:17:04.000]  而且這個愛一直是存在的
[00:17:04.000 --> 00:17:07.000]  不是用我們的感覺
[00:17:07.000 --> 00:17:08.000]  去證明祂存在
[00:17:08.000 --> 00:17:10.000]  祂本身是存在
[00:17:10.000 --> 00:17:12.000]  是事實地存在
[00:17:12.000 --> 00:17:14.000]  在你初信的時候
[00:17:14.000 --> 00:17:15.000]  祂愛你
[00:17:15.000 --> 00:17:16.000]  在你成長的時候
[00:17:16.000 --> 00:17:17.000]  祂愛你
[00:17:17.000 --> 00:17:18.000]  到中年的時候
[00:17:18.000 --> 00:17:19.000]  祂愛你
[00:17:19.000 --> 00:17:21.000]  到年老的時候
[00:17:21.000 --> 00:17:23.000]  祂仍然愛你
[00:17:23.000 --> 00:17:25.000]  不論任何年紀階段
[00:17:25.000 --> 00:17:29.000]  我們的主都一樣愛我們
[00:17:29.000 --> 00:17:32.000]  這個愛是繼續不斷地愛
[00:17:32.000 --> 00:17:34.000]  從來沒有停止過來愛
[00:17:34.000 --> 00:17:36.000]  正正因為這份愛
[00:17:36.000 --> 00:17:38.000]  當使徒約翰在白魔海島上
[00:17:38.000 --> 00:17:41.000]  懼一個人的時候
[00:17:41.000 --> 00:17:43.000]  我相信他能夠在感覺
[00:17:43.000 --> 00:17:45.000]  好像本身看似無望
[00:17:45.000 --> 00:17:47.000]  絕望裡
[00:17:47.000 --> 00:17:48.000]  無助裡
[00:17:48.000 --> 00:17:50.000]  正正因為這份愛
[00:17:50.000 --> 00:17:51.000]  可以繼續
[00:17:51.000 --> 00:17:52.000]  繼續
[00:17:52.000 --> 00:17:54.000]  繼續走下去
[00:17:54.000 --> 00:17:55.000]  對我們也是一樣
[00:17:55.000 --> 00:17:57.000]  其實不是很複雜的事
[00:17:57.000 --> 00:17:59.000]  是因為一份愛
[00:17:59.000 --> 00:18:01.000]  因為這份愛我們可以感覺
[00:18:01.000 --> 00:18:02.000]  仍然有將來
[00:18:02.000 --> 00:18:04.000]  仍然有盼望
[00:18:04.000 --> 00:18:06.000]  因為神就是這樣來愛我們
[00:18:06.000 --> 00:18:08.000]  是每一天
[00:18:08.000 --> 00:18:09.000]  每一天
[00:18:09.000 --> 00:18:11.000]  繼續來愛我們
[00:18:11.000 --> 00:18:13.000]  我們繼續讀下一段
[00:18:13.000 --> 00:18:14.000]  第七
[00:18:14.000 --> 00:18:16.000]  第八節
[00:18:16.000 --> 00:18:17.000]  一二三
[00:18:17.000 --> 00:18:18.000]  看啊!
[00:18:18.000 --> 00:18:20.000]  他駕雲降臨
[00:18:20.000 --> 00:18:23.000]  眾目都要看見他
