
[00:00:00.000 --> 00:00:04.200]  各位弟兄姊妹,早安!主佑平安!
[00:04:50.200 --> 00:04:53.200]  讓求神可以進入我們的生命裡面
[00:04:53.200 --> 00:04:55.200]  可以跨過這些瓶頸位
[00:04:55.200 --> 00:04:59.200]  今天我想透過馬可福音一段經文
[00:04:59.200 --> 00:05:01.200]  看看施洗若翰的生命
[00:05:01.200 --> 00:05:03.200]  或者耶穌給我們的吩咐
[00:05:03.200 --> 00:05:04.200]  有三個重點
[00:05:04.200 --> 00:05:07.200]  全部都是重重重的
[00:05:07.200 --> 00:05:08.200]  三重
[00:05:08.200 --> 00:05:10.200]  第一是重整使命的宣告
[00:05:10.200 --> 00:05:12.200]  重建謙卑的服事
[00:05:12.200 --> 00:05:14.200]  和重現愛的關係
[00:05:14.200 --> 00:05:16.200]  我們一起讀出這段經文
[00:05:16.200 --> 00:05:17.200]  這段經文大家很熟悉了
[00:05:17.200 --> 00:05:20.200]  馬可福音一章一至十一節
[00:05:20.200 --> 00:05:22.200]  好,我們一起讀出
[00:05:22.200 --> 00:05:23.200]  預備起
[00:05:23.200 --> 00:05:43.200]  「陳的如子,耶穌基督的起頭,正如先知以賽亞,修直他的路。
[00:05:43.200 --> 00:05:51.200]  照這話,一看來了,在曠野施洗,全悔改的洗禮,使罪得赦。
[00:05:51.200 --> 00:05:59.200]  猶太傳遞和耶路撒冷的人都出去到若翰那裡,承認他的罪。
[00:05:59.200 --> 00:06:09.200]  在若旦河裡受他的洗,若看穿羅陀毛的衣服,腰束皮帶,吃的是蝗蟲野物。
[00:06:09.200 --> 00:06:20.200]  他傳道說:有一位載我以後來的,能力比我更大,我就是彎腰解鞋帶,也是不配的。
[00:06:20.200 --> 00:06:27.200]  我是用水給你們施洗,他卻要用聖靈給你們施洗。
[00:06:27.200 --> 00:06:35.200]  那時,耶穌從加里里的拿撒勒來,在若旦河裡受了若翰的洗。
[00:06:35.200 --> 00:06:50.200]  他從水裡一上來,就看見天裂開了,聖靈彷如甲子降在他身上,又有聲音從天上來說:你是我的愛子,我喜悅你。
[00:06:51.200 --> 00:06:58.200]  耶穌基督道成肉身,他講述了好消息,讓我們知道有關耶穌的事。
[00:06:58.200 --> 00:07:05.200]  耶穌也讓百姓帶來一個好消息,就是基督是我們神的兒子。
[00:07:05.200 --> 00:07:14.200]  四福音開始時,以神的道開始,無論馬太、路加,講到耶穌降身再開始,
[00:07:14.200 --> 00:07:21.200]  剛剛過了聖誕節,大家都知道馬太、路加講述了耶穌降身的故事。
[00:07:21.200 --> 00:07:29.200]  若翰福音更清楚描述到,太初有道,道與神同在,道就是神,從神的道開始。
[00:07:29.200 --> 00:07:41.200]  馬可福音也在一章一節裡說,神的兒子,耶穌基督福音的起頭,耶穌來到履行他的使命,成就神的計劃。
[00:07:41.200 --> 00:07:53.200]  馬可福音也說到,耶穌受洗,醫治,趕鬼,傳福音,建立門徒,行神蹟,受難復活整個經過。
[00:07:53.200 --> 00:08:01.200]  馬可福音強調,耶穌來到世上的目的,不是受人服事,而是服事人,在十章四十五節裡說:
[00:08:01.200 --> 00:08:10.200]  「因為人子來,並不是要受人服事,乃是要服事人,並且要赦命作多人的屬家。」
[00:08:10.200 --> 00:08:19.200]  今日的經文在馬可福音一章一至十一節,馬可福音第一章有一個交叉平衡體,
[00:08:19.200 --> 00:08:26.200]  今日會說一至十一節,在A1上一個power point,
[00:08:26.200 --> 00:08:32.200]  A1很對稱,整個經文裡的結構,A1對A2,
[00:08:32.200 --> 00:08:40.200]  第一節是耶穌基督福音的起頭,對十四十五節約翰宣講福音,
[00:08:40.200 --> 00:08:48.200]  你們當悔改,順福音,這是A1和A2,另外是B1對B2,
[00:08:48.200 --> 00:08:55.200]  第二和第三節是約翰在曠野服事,被差遣傳悔改的洗禮,
[00:08:55.200 --> 00:09:02.200]  對十二第十三節,耶穌在曠野服事被試探,
[00:09:02.200 --> 00:09:06.200]  C1對C2,第五節和第八節,耶穌和耶穌的關係,
[00:09:06.200 --> 00:09:14.200]  第九和十一節,耶穌和天父的關係,這是整個馬可福音頭章的結構,
[00:09:14.200 --> 00:09:17.200]  今日會透過兩位主角,一位是施洗約翰,
[00:09:17.200 --> 00:09:22.200]  施洗約翰是神差來的使者,傳悔改的洗禮,
[00:09:22.200 --> 00:09:31.200]  另一位是耶穌,耶穌是神的兒子,受約翰的洗,準備出來傳道。
[00:09:31.200 --> 00:09:33.200]  各位姐妹,今日會透過這段經文,
[00:09:33.200 --> 00:09:39.200]  當二零二五年將來到的時候,讓我們的屬靈生命可以有更新。
[00:09:39.200 --> 00:09:44.200]  第一個重點是我們要重整使命的宣告,
[00:09:44.200 --> 00:09:48.200]  第一至第三節是這樣說,神的兒子基督耶穌福音的起頭,
[00:09:48.200 --> 00:09:51.200]  正如先知以塞亞書上記著說,
[00:09:51.200 --> 00:09:57.200]  「看!我要差遣我的使者在你前面,預備道路,
[00:09:57.200 --> 00:10:03.200]  在曠野有人聲喊著說,預備主的道,收植他的路。」
[00:10:03.200 --> 00:10:07.200]  弟姐妹,你還記不記得神給你的使命?
[00:10:07.200 --> 00:10:11.200]  有沒有忘記了你向神許下的承諾?
[00:10:11.200 --> 00:10:14.200]  我記得我參加過一些營會,
[00:10:14.200 --> 00:10:18.200]  營會的尾聲總會有一些立志的環節,
[00:10:18.200 --> 00:10:20.200]  會向神許下一些承諾。
[00:10:20.200 --> 00:10:26.200]  今日我帶回當日我在營會裏面很受感動,
[00:10:26.200 --> 00:10:32.200]  亦都對神有一份熱情的石頭。
[00:10:32.200 --> 00:10:35.200]  不知道大家有沒有曾經寫過一些諾言,
[00:10:35.200 --> 00:10:38.200]  在營會裏面三日兩夜,在最後的時候,
[00:10:38.200 --> 00:10:41.200]  在向神許下一些承諾,不知道大家是否看得到,
[00:10:41.200 --> 00:10:45.200]  我寫著「我要一生為主擺上」,
[00:10:45.200 --> 00:10:48.200]  我再填一些顏色,之前的顏色已經沒有了,
[00:10:48.200 --> 00:10:52.200]  我填一些顏色,好像深一點,「一生為主」。
[00:10:52.200 --> 00:10:57.200]  但是日子慢慢久了,忘記了。
[00:10:57.200 --> 00:11:01.200]  弟姐妹,今日我們要服侍的焦點在哪裏?
[00:11:01.200 --> 00:11:04.200]  在《萬科福音》一開始的時候,第一句是這樣說的,
[00:11:04.200 --> 00:11:08.200]  「神的兒子耶穌基督福音的起頭,
[00:11:08.200 --> 00:11:14.200]  我們要對準焦點,我們再一次在信仰的核心裏面,
[00:11:14.200 --> 00:11:17.200]  耶穌基督才是我們的焦點,
[00:11:17.200 --> 00:11:23.200]  不要被其他東西影響了我們對耶穌基督的心。」
[00:11:23.200 --> 00:11:26.200]  有時我們做很多事,忘記了,
[00:11:26.200 --> 00:11:30.200]  以為在做很多事,好像在對準神,
[00:11:30.200 --> 00:11:33.200]  籌備很多,計劃很多,聚會很多,
[00:11:33.200 --> 00:11:37.200]  program很多,很多時工,有時只顧著做,
[00:11:37.200 --> 00:11:41.200]  忘記了耶穌基督才是我們的焦點。
[00:11:41.200 --> 00:11:43.200]  我們要傳耶穌基督是我們的救主,
[00:11:43.200 --> 00:11:47.200]  祂是復活主,祂是有神聖的身份,
[00:11:47.200 --> 00:11:51.200]  祂是彌賽亞,祂是受高者,祂是福音的好消息,
[00:11:51.200 --> 00:11:55.200]  讓我們能夠在耶穌基督裏面從死去復活,
[00:11:55.200 --> 00:11:57.200]  一個拯救人的訊息。
[00:11:57.200 --> 00:11:59.200]  在舊約經文裏面這樣說,
[00:11:59.200 --> 00:12:04.200]  以塞亞先知四十章三節,和《馬拉基書》三章一節,
[00:12:04.200 --> 00:12:07.200]  他預言過有一個使者預備道路,
[00:12:07.200 --> 00:12:11.200]  修直主的路,這個就是施洗約翰。
[00:12:11.200 --> 00:12:14.200]  以前古時皇帝出巡的時候,
[00:12:14.200 --> 00:12:20.200]  有一批人會被派去將那些崎嶇難行的路修理好,
[00:12:20.200 --> 00:12:24.200]  修平,然後才讓皇帝去行。
[00:12:24.200 --> 00:12:29.200]  在第二、第三節,施洗約翰成為了我們的榜樣,
[00:12:29.200 --> 00:12:32.200]  他是耶和華所差遣的使者,
[00:12:32.200 --> 00:12:36.200]  在曠野為耶穌作開路先鋒,
[00:12:36.200 --> 00:12:39.200]  預備主的路,修直主的路,
[00:12:39.200 --> 00:12:41.200]  宣告神給他的使命。
[00:12:41.200 --> 00:12:44.200]  所以施洗約翰很清楚他自己的角色,
[00:12:44.200 --> 00:12:46.200]  他是被差遣的使者,
[00:12:46.200 --> 00:12:49.200]  預備主的道,和修直他的路。
[00:12:49.200 --> 00:12:52.200]  有三個重點他這樣說,
[00:12:52.200 --> 00:12:55.200]  他說我們是差遣我的使者在你面前,
[00:12:55.200 --> 00:12:58.200]  施洗約翰是被差遣的,
[00:12:58.200 --> 00:13:00.200]  是為耶穌作開路先鋒的,
[00:13:00.200 --> 00:13:05.200]  被差遣出去將拯救的訊息傳出去,
[00:13:05.200 --> 00:13:09.200]  我們能夠被神差遣,為主作見證,
[00:13:09.200 --> 00:13:11.200]  透過我們的行事為人,
[00:13:11.200 --> 00:13:13.200]  是一個生命的見證,
[00:13:13.200 --> 00:13:16.200]  將福音和好消息傳遞出去。
[00:13:16.200 --> 00:13:19.200]  第二就是預備主的道,
[00:13:19.200 --> 00:13:22.200]  原來有預備提供建造的意思,
[00:13:22.200 --> 00:13:27.200]  施洗約翰已經準備好去宣講神的話,
[00:13:27.200 --> 00:13:30.200]  他首要的任務是隨時預備好,
[00:13:30.200 --> 00:13:33.200]  將自己作為一個見證,
[00:13:33.200 --> 00:13:35.200]  將這個好消息傳出去。
[00:13:35.200 --> 00:13:38.200]  第三,他做到修直他的路,
[00:13:38.200 --> 00:13:42.200]  修直有做和建立行事的意思,
[00:13:42.200 --> 00:13:46.200]  施洗約翰將神的道走出來,
[00:13:46.200 --> 00:13:50.200]  將人能夠帶到主的面前,
[00:13:50.200 --> 00:13:53.200]  讓他明白這個好消息,
[00:13:53.200 --> 00:13:56.200]  將高低不平彎曲的道路修直,
[00:13:56.200 --> 00:13:58.200]  將有不明的地方,
[00:13:58.200 --> 00:14:00.200]  透過自己的生命見證,
[00:14:00.200 --> 00:14:03.200]  讓人知道耶穌福音的好處。
[00:14:03.200 --> 00:14:04.200]  弟兄姊妹,
[00:14:04.200 --> 00:14:06.200]  今天我們是否開路先鋒?
[00:14:06.200 --> 00:14:09.200]  是否神的見證人?
[00:14:09.200 --> 00:14:12.200]  我們是否福音的橋樑?
[00:14:12.200 --> 00:14:19.200]  能否隨時隨地向人分享生命的見證?
[00:14:19.200 --> 00:14:24.200]  最近有機會我在恩福堂拍了一段短片,
[00:14:24.200 --> 00:14:27.200]  這段短片還未出,遲些會出,
[00:14:27.200 --> 00:14:28.200]  當大家出的時候,
[00:14:28.200 --> 00:14:31.200]  記得幫我按個like這個字。
[00:14:31.200 --> 00:14:34.200]  這段短片是做什麼的呢?
[00:14:34.200 --> 00:14:37.200]  這段短片就是有些新童工會入職,
[00:14:37.200 --> 00:14:40.200]  原來在Facebook或IG裡,
[00:14:40.200 --> 00:14:45.200]  透過這些媒體介紹新童工給弟兄姊妹認識,
[00:14:45.200 --> 00:14:48.200]  拍片的同事有一天經過我門口,
[00:14:48.200 --> 00:14:51.200]  問我會否有機會幫我拍段短片,
[00:14:51.200 --> 00:14:56.200]  我說我是舊同事,不是新同事,
[00:14:56.200 --> 00:15:00.200]  他說不是,其實你在長者裡的服務也是新的,
[00:15:00.200 --> 00:15:08.200]  我說是,其實我在長者的服務裡也是做了兩年左右,
[00:15:08.200 --> 00:15:10.200]  也是新同事。
[00:15:10.200 --> 00:15:16.200]  當天牧師也約我一起拍這段短片,
[00:15:16.200 --> 00:15:19.200]  牧師問了我三個問題,
[00:15:19.200 --> 00:15:23.200]  第一,他說,Yahoo!你是怎樣來欽佛的?
[00:15:23.200 --> 00:15:26.200]  第二,他說你的家庭是怎樣的?
[00:15:26.200 --> 00:15:28.200]  可不可以介紹一下?
[00:15:28.200 --> 00:15:33.200]  第三,你服侍長者有沒有一些感受和體會?
[00:15:33.200 --> 00:15:37.200]  我發覺這次跟牧師的對話,
[00:15:37.200 --> 00:15:41.200]  我好像再一次重整自己的信仰,
[00:15:41.200 --> 00:15:44.200]  無論是自己怎樣來欽佛,
[00:15:44.200 --> 00:15:47.200]  或者我家庭是怎樣的轉變,
[00:15:47.200 --> 00:15:50.200]  或者今天去服侍長者的時候的心路歷程,
[00:15:50.200 --> 00:15:52.200]  以前去服侍年輕人的時候,
[00:15:52.200 --> 00:15:56.200]  一起去玩,一起組樂隊,一起去營會,
[00:15:56.200 --> 00:15:59.200]  甚至一起去查經,一起去成長,
[00:15:59.200 --> 00:16:02.200]  今天去服侍長者的時候,
[00:16:02.200 --> 00:16:06.200]  我進入了很多去探訪,去醫院,去殯儀館,
[00:16:06.200 --> 00:16:09.200]  跟長者度過很多艱難的歲月,
[00:16:09.200 --> 00:16:11.200]  自己家庭也有很多轉變,
[00:16:11.200 --> 00:16:18.200]  自己單身,以前拍拖,結婚,生小朋友等等。
[00:16:18.200 --> 00:16:21.200]  我覺得在這個訪問裡,我回到家裡,
[00:16:21.200 --> 00:16:23.200]  我還停不下來,
[00:16:23.200 --> 00:16:27.200]  在家裡自言自語地說自己的心路歷程,
[00:16:27.200 --> 00:16:30.200]  我發覺原來在透過這次訪問裡,
[00:16:30.200 --> 00:16:35.200]  好像再一次讓我重整我自己的信仰歷程,
[00:16:35.200 --> 00:16:38.200]  原來這個信仰是真的,
[00:16:38.200 --> 00:16:41.200]  還有這幾十年的信仰裡,
[00:16:41.200 --> 00:16:45.200]  原來在教會裡,聽神的話,去上主日學,
[00:16:45.200 --> 00:16:47.200]  甚至跟弟兄姊妹相處,
[00:16:47.200 --> 00:16:52.200]  原來神的話,潛移默化裡,慢慢去改變一個人,
[00:16:52.200 --> 00:16:57.200]  改變一個人的態度,改變一個人的心態,
[00:16:57.200 --> 00:17:03.200]  讓我能夠再一次重整自己在神裡的使命。
[00:17:03.200 --> 00:17:06.200]  詩篇是119篇,105節這樣說,
[00:17:06.200 --> 00:17:09.200]  神的話是我腳前的燈,是我腦上的光,
[00:17:09.200 --> 00:17:15.200]  神的話是能夠改變一個人的生命,
[00:17:15.200 --> 00:17:20.200]  神的話能夠幫助我們成為一個見證人,
[00:17:20.200 --> 00:17:26.200]  將這個真正的信仰,曾經親身經歷過,體會過,感受過,
[00:17:26.200 --> 00:17:30.200]  而將你的心路歷程可以跟其他人分享,
[00:17:30.200 --> 00:17:32.200]  就好像施洗約翰那樣,
[00:17:32.200 --> 00:17:35.200]  作為一個開路先鋒,作為一個見證人,
[00:17:35.200 --> 00:17:38.200]  將這個信仰能夠帶給每一個人,
[00:17:38.200 --> 00:17:42.200]  也都成為了別人的祝福,成為了別人的鼓勵。
[00:17:42.200 --> 00:17:46.200]  弟兄姊妹,我們今天重整我們使命的時候,
[00:17:46.200 --> 00:17:49.200]  我們要去數算神的恩典,
[00:17:49.200 --> 00:17:52.200]  特別是我們今年,剛剛過了2024年的時候,
[00:17:52.200 --> 00:17:56.200]  我們回頭去看的時候,原來神的恩典有很多,
[00:17:56.200 --> 00:18:01.200]  讓我們能夠在當中去數算,讓我們重整一個使命,
[00:18:01.200 --> 00:18:05.200]  我們作為神的見證人,我們作為神的開路先鋒,
[00:18:05.200 --> 00:18:10.200]  可以將這個福音傳遞出去。
[00:18:10.200 --> 00:18:14.200]  第二個重點是我們要重建謙卑的服事。
[00:18:14.200 --> 00:18:20.200]  弟兄姊妹,今天你的服事態度跟以前有沒有轉變?
[00:18:20.200 --> 00:18:27.200]  我們的服事心態,能不能夠保持那種熱誠、真誠和謙卑的態度?
[00:18:27.200 --> 00:18:29.200]  在第四和第五節那裡說,
[00:18:29.200 --> 00:18:32.200]  第一,約翰很清楚自己服事的角色,
[00:18:32.200 --> 00:18:38.200]  他是預備好人的心,讓人準備好接受福音。
[00:18:38.200 --> 00:18:43.200]  他當時在約旦河邊宣講全悔改的洗禮,
[00:18:43.200 --> 00:18:47.200]  悔改是先聲叫心思有定準備,
[00:18:47.200 --> 00:18:52.200]  叫人去回轉過來,預備人悔改的心。
[00:18:52.200 --> 00:18:55.200]  施洗約翰正在做預備人心的工作。
[00:18:55.200 --> 00:18:57.200]  另外施洗約翰也宣講悔改的洗禮,
[00:18:57.200 --> 00:19:00.200]  他出來服事的時候反應很好,
[00:19:00.200 --> 00:19:02.200]  他服事的果效也不錯,
[00:19:02.200 --> 00:19:08.200]  很多耶路撒冷的人一出來就認他的罪和受約翰的洗。
[00:19:08.200 --> 00:19:13.200]  如果今天我們去傳福音或者去呼召的時候,
[00:19:13.200 --> 00:19:15.200]  如果有很多人信主的話,
[00:19:15.200 --> 00:19:18.200]  我相信我們都一起拍手掌感謝神。
[00:19:18.200 --> 00:19:20.200]  施洗約翰也沒有沾沾自喜,
[00:19:20.200 --> 00:19:22.200]  也沒有覺得自己很厲害,
[00:19:22.200 --> 00:19:25.200]  也沒有將一切功勞歸給自己,
[00:19:25.200 --> 00:19:30.200]  反而施洗約翰還過著一個很樸素的生活,
[00:19:30.200 --> 00:19:33.200]  他穿駱駝毛的衣服,
[00:19:33.200 --> 00:19:34.200]  腰束皮帶,
[00:19:34.200 --> 00:19:37.200]  甚至吃蝗蟲野物。
[00:19:37.200 --> 00:19:41.200]  施洗約翰就好像想起以前舊約以利亞的影子,
[00:19:41.200 --> 00:19:44.200]  在獵王記下的一章八節裡有記載到,
[00:19:44.200 --> 00:19:48.200]  以利亞的衣著和他吃的東西和施洗約翰一樣,
[00:19:48.200 --> 00:19:52.200]  在曠野預備人心去服事。
[00:19:52.200 --> 00:19:57.200]  第二,施洗約翰也是用一個很低微的身份,
[00:19:57.200 --> 00:19:59.200]  很謙卑地服事神。
[00:19:59.200 --> 00:20:00.200]  在第七節裡說,
[00:20:00.200 --> 00:20:01.200]  他傳道說,
[00:20:01.200 --> 00:20:05.200]  「有一位在我耳後來的能力比我更大,
[00:20:05.200 --> 00:20:08.200]  就是彎腰解鞋帶都不配。」
[00:20:08.200 --> 00:20:13.200]  原來解鞋帶是當時猶太人穿著有鞋帶的一些好鞋,
[00:20:13.200 --> 00:20:16.200]  他進到室內的時候要脫鞋,
[00:20:16.200 --> 00:20:19.200]  奴隸也要替他解鞋帶,
[00:20:19.200 --> 00:20:22.200]  拿鞋幫他洗腳。
[00:20:22.200 --> 00:20:25.200]  這些都是奴隸的工作。
[00:20:25.200 --> 00:20:26.200]  約翰說,
[00:20:26.200 --> 00:20:30.200]  他耳後來那個連解鞋帶都不配。
[00:20:30.200 --> 00:20:33.200]  約翰真的用一個很謙卑的態度去服事神。
[00:20:33.200 --> 00:20:37.200]  第三,施洗約翰也知道他真正的主角不是他自己,
[00:20:37.200 --> 00:20:38.200]  是耶穌基督。
[00:20:38.200 --> 00:20:40.200]  第八節裡說到,
[00:20:40.200 --> 00:20:43.200]  「我是用水給你們施洗,
[00:20:43.200 --> 00:20:47.200]  但是耶穌是用聖靈給你們施洗。」
[00:20:47.200 --> 00:20:50.200]  施洗約翰只是做預備的工作,
[00:20:50.200 --> 00:20:52.200]  預備人去信福音,
[00:20:52.200 --> 00:20:55.200]  但真正能夠讓人與神和好,
[00:20:55.200 --> 00:20:57.200]  是耶穌基督自己,
[00:20:57.200 --> 00:21:00.200]  讓人在重聚裡得到拯救,
[00:21:00.200 --> 00:21:02.200]  這是聖靈的工作,
[00:21:02.200 --> 00:21:03.200]  聖靈的施洗,
[00:21:03.200 --> 00:21:06.200]  真正令人悔改的是耶穌基督。
[00:21:06.200 --> 00:21:09.200]  我在長者新人組裡服事,
[00:21:09.200 --> 00:21:11.200]  我帶茶經,帶活動,
[00:21:11.200 --> 00:21:13.200]  宣講訊息,
[00:21:13.200 --> 00:21:15.200]  親眼看到一個個長者,
[00:21:15.200 --> 00:21:17.200]  從初來到的時候,
[00:21:17.200 --> 00:21:18.200]  不相信耶穌,
[00:21:18.200 --> 00:21:20.200]  很堅持,
[00:21:20.200 --> 00:21:21.200]  但是是的,
