
[00:00:00.000 --> 00:00:02.000]  今天也是一年一度的青少主日
[00:03:38.160 --> 00:03:40.040]  相信保祿的生命
[00:03:40.040 --> 00:03:41.600]  我猜都同樣成為我們提醒
[00:03:41.600 --> 00:03:43.720]  讓我們先讀一讀這段經文
[00:03:43.720 --> 00:03:46.080]  在《肥勒比書》的一章十二到二十六節
[00:03:46.080 --> 00:03:47.040]  邀請大家一起讀
[00:03:47.040 --> 00:03:47.920]  準備起
[00:03:47.920 --> 00:03:49.160]  弟兄們
[00:03:49.160 --> 00:03:50.880]  我要你們知道
[00:03:50.960 --> 00:03:52.560]  我所遭遇的事
[00:03:52.560 --> 00:03:54.960]  反而使福音更興旺
[00:03:54.960 --> 00:03:59.120]  以致如仍全君和其餘的人都知道
[00:03:59.120 --> 00:04:02.320]  我是為基督的緣故受困所的
[00:04:02.320 --> 00:04:05.120]  而且那在主裡的弟兄
[00:04:05.120 --> 00:04:08.960]  多半都因我受困所而獨信不疑
[00:04:08.960 --> 00:04:12.720]  越發放膽無所懼怕地傳道
[00:04:12.720 --> 00:04:17.240]  有些人傳基督是出於嫉妒紛爭
[00:04:17.240 --> 00:04:19.760]  有些人是出於好意
[00:04:19.920 --> 00:04:22.080]  後者是出於愛心
[00:04:22.080 --> 00:04:25.920]  知道我逢差遣是為福音辯護的
[00:04:25.920 --> 00:04:29.120]  前者傳福音是出於自私
[00:04:29.120 --> 00:04:30.560]  動機不純
[00:04:30.560 --> 00:04:34.040]  企圖要加增我困所的負錯
[00:04:34.040 --> 00:04:35.640]  這又何妨呢
[00:04:35.640 --> 00:04:38.360]  或是假意或是真心
[00:04:38.360 --> 00:04:39.640]  不論如何
[00:04:39.640 --> 00:04:41.880]  只要基督被傳開了
[00:04:41.880 --> 00:04:44.080]  為此我就歡喜
[00:04:44.080 --> 00:04:45.920]  我還要歡喜
[00:04:45.920 --> 00:04:47.800]  因為我知道
[00:04:47.800 --> 00:04:50.320]  這是藉著你們的祈禱
[00:04:50.320 --> 00:04:52.880]  和基督的靈的幫助
[00:04:52.880 --> 00:04:55.400]  終必使我得到釋放
[00:04:55.400 --> 00:04:59.000]  這就是我所切勿所盼望的
[00:04:59.000 --> 00:05:01.800]  唯有一事能使我羞愧
[00:05:01.800 --> 00:05:04.440]  反倒凡事坦然無懼
[00:05:04.440 --> 00:05:06.560]  無論是生是死
[00:05:06.560 --> 00:05:10.520]  總是讓基督在我身上照常顯大
[00:05:10.520 --> 00:05:13.160]  因為我活著就是基督
[00:05:13.160 --> 00:05:15.240]  死了就有益處
[00:05:15.680 --> 00:05:18.080]  但是我在肉身活著
[00:05:18.080 --> 00:05:20.640]  若能有工作的成果
[00:05:20.640 --> 00:05:23.680]  我就不知道該挑選什麼
[00:05:23.680 --> 00:05:25.960]  我處在兩難之間
[00:05:25.960 --> 00:05:28.960]  我情願離世與基督同在
[00:05:28.960 --> 00:05:31.560]  因為這是好得無比的
[00:05:31.560 --> 00:05:36.080]  然而我為你們肉身活著更加要緊
[00:05:36.080 --> 00:05:38.840]  既然我這樣深信
[00:05:38.840 --> 00:05:41.720]  就知道仍要留在世間
[00:05:41.720 --> 00:05:44.640]  且與你們眾人一起存留
[00:05:44.760 --> 00:05:47.280]  使你們在所信的道上
[00:05:47.280 --> 00:05:49.480]  又長進又喜樂
[00:05:49.480 --> 00:05:52.440]  為了我再見你們那裡時
[00:05:52.440 --> 00:05:55.640]  你們在基督耶穌裡的誇耀
[00:05:55.640 --> 00:05:56.840]  (萬萬歲)
[00:05:56.840 --> 00:05:58.840]  我們一起祈禱吧
[00:05:58.840 --> 00:06:01.040]  主願祢帶領我們
[00:06:01.040 --> 00:06:02.920]  讓我們藉著祢的話語
[00:06:02.920 --> 00:06:04.520]  對我們心靈的說話
[00:06:04.520 --> 00:06:05.960]  開放我們的心
[00:06:05.960 --> 00:06:10.080]  讓我們被祢的話語轉化
[00:06:10.080 --> 00:06:11.160]  主願祢帶領我們
[00:06:11.160 --> 00:06:13.160]  祈禱交托 奉主名求
[00:06:13.800 --> 00:06:16.440]  先說說剛才大家讀的經文
[00:06:16.440 --> 00:06:18.440]  也說說《肥臘比書》的背景
[00:06:18.440 --> 00:06:20.520]  《肥臘比書》是保羅所寫的
[00:06:20.520 --> 00:06:22.280]  其中一封監獄的書信
[00:06:22.280 --> 00:06:24.080]  在剛才讀的經文裡
[00:06:24.080 --> 00:06:27.160]  我們會看到剛才大家讀第十三節的時候
[00:06:27.160 --> 00:06:29.920]  其實正正在說保羅正身處於監獄
[00:06:29.920 --> 00:06:31.560]  頂智我也鼓勵你們
[00:06:31.560 --> 00:06:33.120]  當我們看完經文的時候
[00:06:33.120 --> 00:06:36.080]  也嘗試一下去代入一下保羅的處境
[00:06:36.080 --> 00:06:38.200]  看看他正面對著什麼樣的境況
[00:06:38.200 --> 00:06:40.280]  同時他又如何回應
[00:06:41.120 --> 00:06:42.800]  當時肥臘比的信徒
[00:06:42.800 --> 00:06:46.120]  其實他又有什麼問題呢
[00:06:46.120 --> 00:06:48.320]  其實當時的肥臘比教會
[00:06:48.320 --> 00:06:49.560]  當我們看經文的時候
[00:06:49.560 --> 00:06:50.560]  我們會看到的是
[00:06:50.560 --> 00:06:51.840]  原來他們一方面
[00:06:51.840 --> 00:06:54.960]  面對著的是一些很多的苦難和逼迫
[00:06:54.960 --> 00:06:58.480]  所以保羅用自身的故事和經歷
[00:06:58.480 --> 00:07:00.880]  去勉勵他們如何面對眼前的苦難
[00:07:00.880 --> 00:07:02.400]  同一時間
[00:07:02.400 --> 00:07:03.480]  教會裡面
[00:07:03.480 --> 00:07:06.320]  都出現了很多不和和不合一的情況
[00:07:06.320 --> 00:07:08.720]  所以保羅同樣都用他的經歷
[00:07:08.720 --> 00:07:10.840]  去勉勵當時的肥臘比信徒
[00:07:11.680 --> 00:07:14.320]  當我們剛才讀第十二到第十四節的時候
[00:07:14.320 --> 00:07:17.480]  我們會看到保羅先跟肥臘比的信徒分享
[00:07:17.480 --> 00:07:19.880]  他正在遭遇著什麼樣的事情
[00:07:19.880 --> 00:07:23.120]  其實大家剛才讀的經文
[00:07:23.120 --> 00:07:25.640]  其實前一段在第七節的時候
[00:07:25.640 --> 00:07:28.360]  其實保羅已經說到他在困所裡面
[00:07:28.360 --> 00:07:31.120]  再加上大家剛才讀第十三節
[00:07:31.120 --> 00:07:33.000]  我們也看到原來保羅說
[00:07:33.000 --> 00:07:35.720]  他為基督的怨故被困所
[00:07:35.720 --> 00:07:38.360]  就是說其實他正身處監獄
[00:07:38.360 --> 00:07:39.960]  更加特別的是
[00:07:40.080 --> 00:07:41.240]  遭遇這個詞
[00:07:41.240 --> 00:07:45.000]  原來在原文是一種持續地發生的意思
[00:07:45.000 --> 00:07:47.360]  所以保羅被囚
[00:07:47.360 --> 00:07:50.160]  其實已經囚了一段時間了
[00:07:50.160 --> 00:07:54.280]  我想面對著長期被囚的處境
[00:07:54.280 --> 00:07:56.520]  或者對於很多人來說
[00:07:56.520 --> 00:07:59.280]  或者對於當時的肥臘比信徒來說
[00:07:59.280 --> 00:08:01.120]  可能都是一個很困難
[00:08:01.120 --> 00:08:03.480]  或者都不是什麼正面的處境
[00:08:03.480 --> 00:08:05.800]  人體被囚
[00:08:05.800 --> 00:08:08.120]  是好像一件很負面的事情
[00:08:08.120 --> 00:08:09.680]  試圖被囚
[00:08:09.800 --> 00:08:11.080]  當我們想像一下的時候
[00:08:11.080 --> 00:08:12.000]  可能我們會想的是
[00:08:12.000 --> 00:08:13.600]  好像失去了自由
[00:08:13.600 --> 00:08:17.680]  好像福音的工作會受到很大的阻礙和限制
[00:08:17.680 --> 00:08:20.520]  不過當我們剛才看經文裡面
[00:08:20.520 --> 00:08:22.920]  保羅說他看到的是什麼呢
[00:08:22.920 --> 00:08:25.760]  使福音更興旺
[00:08:25.760 --> 00:08:28.680]  當我們看第十二到第十三節的時候
[00:08:28.680 --> 00:08:29.360]  很特別
[00:08:29.360 --> 00:08:32.760]  保羅特別將困所這個負面的詞眼
[00:08:32.760 --> 00:08:35.320]  和興旺這個正面的詞語
[00:08:35.320 --> 00:08:36.480]  是連結在一起
[00:08:36.480 --> 00:08:37.960]  我們看到的是
[00:08:38.240 --> 00:08:41.320]  保羅並沒有受到負面的環境影響
[00:08:41.320 --> 00:08:43.440]  他沒有被那個環境
[00:08:43.440 --> 00:08:46.240]  令到他變得負面和自暴自棄
[00:08:46.240 --> 00:08:48.040]  他反而是什麼呢
[00:08:48.040 --> 00:08:49.520]  他反而是
[00:08:49.520 --> 00:08:52.040]  他更加用積極正面的眼光
[00:08:52.040 --> 00:08:53.880]  和生命的態度去回應
[00:08:53.880 --> 00:08:55.320]  確實
[00:08:55.320 --> 00:08:57.640]  當我們看整個第一章的時候
[00:08:57.640 --> 00:08:59.880]  其實我們看到保羅的眼光
[00:08:59.880 --> 00:09:01.560]  其實一直都專注在一件事
[00:09:01.560 --> 00:09:03.560]  就是福音的發展上面
[00:09:03.560 --> 00:09:05.640]  並不是專注在
[00:09:05.720 --> 00:09:08.640]  他眼前在監獄裡面的經歷
[00:09:08.640 --> 00:09:10.720]  當我們看到這裡的時候
[00:09:10.720 --> 00:09:13.640]  可能我們也能夠總結保羅的一個人生觀
[00:09:13.640 --> 00:09:14.800]  一方面
[00:09:14.800 --> 00:09:17.440]  他所遭遇的是人體的困所
[00:09:17.440 --> 00:09:18.800]  另一方面
[00:09:18.800 --> 00:09:21.080]  他專注的就是
[00:09:21.080 --> 00:09:23.480]  原來福音要被興旺起來
[00:09:23.480 --> 00:09:26.040]  原來在我們生命裡面
[00:09:26.040 --> 00:09:27.120]  這兩樣東西
[00:09:27.120 --> 00:09:28.800]  這些正面和負面的東西
[00:09:28.800 --> 00:09:31.240]  同樣都能夠並存在我們生命裡面
[00:09:31.240 --> 00:09:33.280]  對於保羅來說
[00:09:33.280 --> 00:09:35.240]  負面的人生經歷
[00:09:35.440 --> 00:09:37.280]  不會成為負面的人生觀
[00:09:37.280 --> 00:09:38.520]  去活出他的人生
[00:09:38.520 --> 00:09:39.720]  同樣
[00:09:39.720 --> 00:09:41.320]  環境帶來的困難
[00:09:41.320 --> 00:09:42.600]  都不會令到他
[00:09:42.600 --> 00:09:45.560]  持續不斷地在一個完全的負面裡面
[00:09:45.560 --> 00:09:47.040]  弟兄姊妹
[00:09:47.040 --> 00:09:48.640]  當我們看到這個時候
[00:09:48.640 --> 00:09:50.160]  或者對我們來說
[00:09:50.160 --> 00:09:51.360]  可能心裡面也會想
[00:09:51.360 --> 00:09:52.880]  哇,很難啊
[00:09:52.880 --> 00:09:54.040]  在環境裡面
[00:09:54.040 --> 00:09:56.440]  確實被很多實際的東西影響著
[00:09:56.440 --> 00:09:58.240]  經濟很差
[00:09:58.240 --> 00:10:00.200]  環境帶來很大的壓力
[00:10:00.200 --> 00:10:01.320]  哇,很忙
[00:10:01.320 --> 00:10:02.480]  很多東西要適應
[00:10:02.480 --> 00:10:04.480]  哇,怎樣還可以正面啊
[00:10:05.480 --> 00:10:08.440]  我想跟大家分享一個年輕人的故事
[00:10:08.440 --> 00:10:09.840]  這位年輕人
[00:10:09.840 --> 00:10:12.920]  我是在青少部的足球隊認識他的
[00:10:12.920 --> 00:10:16.520]  上個星期有機會和另一間教會比賽
[00:10:16.520 --> 00:10:18.000]  發生了什麼事呢
[00:10:18.000 --> 00:10:19.680]  那位隊員
[00:10:19.680 --> 00:10:22.440]  他一聽到教練的簡介
[00:10:22.440 --> 00:10:24.640]  就說他不能正選出場的時候
[00:10:24.640 --> 00:10:27.920]  他立刻一個人顯得很不中意
[00:10:27.920 --> 00:10:29.920]  聽授課的時候
[00:10:29.920 --> 00:10:31.160]  都很不專心
[00:10:31.160 --> 00:10:32.280]  甚至在熱身的時候
[00:10:32.280 --> 00:10:33.320]  大家在熱身的時候
[00:10:33.320 --> 00:10:34.440]  他就自己坐在一旁
[00:10:35.000 --> 00:10:37.000]  我就走過去問他
[00:10:37.000 --> 00:10:37.600]  關心一下他
[00:10:37.600 --> 00:10:39.200]  喂,究竟發生什麼事啊
[00:10:39.200 --> 00:10:40.640]  他這樣說
[00:10:40.640 --> 00:10:42.160]  沒有的
[00:10:42.160 --> 00:10:43.440]  我又沒有來練球
[00:10:43.440 --> 00:10:44.760]  是啊,我是廢的了
[00:10:44.760 --> 00:10:45.840]  沒得救的了
[00:10:45.840 --> 00:10:47.160]  他就生氣了
[00:10:47.160 --> 00:10:48.200]  那可以怎樣呢
[00:10:48.200 --> 00:10:49.520]  我是小孩子嘛
[00:10:49.520 --> 00:10:50.120]  是這樣的啦
[00:10:50.120 --> 00:10:51.320]  我是小孩子的啦
[00:10:51.320 --> 00:10:54.120]  突然之間我不知道你有沒有共鳴
[00:10:54.120 --> 00:10:56.400]  可能你家裡也經歷過這些
[00:10:56.400 --> 00:10:58.120]  可能家人跟你說的話
[00:10:58.120 --> 00:10:59.880]  不過呢
[00:10:59.880 --> 00:11:01.840]  我聽他這樣分享的時候
[00:11:01.840 --> 00:11:02.760]  我感受到的是
[00:11:02.760 --> 00:11:05.880]  他很多心裡面的怨氣和情緒
[00:11:05.880 --> 00:11:07.680]  我就鼓勵他
[00:11:07.680 --> 00:11:09.280]  喂,一會有機會出場
[00:11:09.280 --> 00:11:10.560]  繼續努力吧
[00:11:10.560 --> 00:11:13.000]  之後確實他又可以出場
[00:11:13.000 --> 00:11:15.520]  其實他整個比賽的過程
[00:11:15.520 --> 00:11:16.480]  他都踢得挺好
[00:11:16.480 --> 00:11:18.400]  不過在下半場裡面
[00:11:18.400 --> 00:11:19.800]  因為兩個失誤
[00:11:19.800 --> 00:11:21.440]  令到球隊被反超
[00:11:21.440 --> 00:11:23.400]  在入球的那一刻
[00:11:23.400 --> 00:11:24.760]  那個年輕人
[00:11:24.760 --> 00:11:25.960]  被入球之後
[00:11:25.960 --> 00:11:27.200]  他就坐在那裡
[00:11:27.200 --> 00:11:28.280]  在做什麼呢
[00:11:28.280 --> 00:11:29.520]  他狂哭
[00:11:29.520 --> 00:11:32.360]  他心裡面有很多的內疚
[00:11:32.760 --> 00:11:34.360]  他覺得連番的失誤
[00:11:34.360 --> 00:11:35.640]  令到球隊輸球
[00:11:35.640 --> 00:11:38.440]  賽後我有機會
[00:11:38.440 --> 00:11:40.280]  去單獨跟這個年輕人聊天
[00:11:40.280 --> 00:11:41.560]  了解一下
[00:11:41.560 --> 00:11:43.160]  為什麼突然間這麼大的情緒呢
[00:11:43.160 --> 00:11:44.280]  究竟發生什麼事呢
[00:11:44.280 --> 00:11:46.160]  他分享了多一點
[00:11:46.160 --> 00:11:47.920]  不是在球場裡面的經歷
[00:11:47.920 --> 00:11:49.120]  而是生活裡面的經歷
[00:11:49.120 --> 00:11:50.280]  他說呢
[00:11:50.280 --> 00:11:51.920]  他面對著很多生活上
[00:11:51.920 --> 00:11:53.160]  帶給他的挫敗感
[00:11:53.160 --> 00:11:54.680]  做得不好
[00:11:54.680 --> 00:11:55.880]  被人說
[00:11:55.880 --> 00:11:57.400]  內疚自責
[00:11:57.400 --> 00:11:58.720]  有情緒
[00:11:58.720 --> 00:11:59.880]  再被人說
[00:11:59.880 --> 00:12:01.000]  再有情緒
[00:12:01.680 --> 00:12:02.800]  在他心裡面
[00:12:02.800 --> 00:12:05.520]  正正是這個循環裡面
[00:12:05.520 --> 00:12:07.400]  頂展會
[00:12:07.400 --> 00:12:08.640]  面對這個年輕人
[00:12:08.640 --> 00:12:09.440]  我作為目者
[00:12:09.440 --> 00:12:11.000]  我心裡面有一個很大的感受
[00:12:11.000 --> 00:12:13.040]  當然在過程裡面
[00:12:13.040 --> 00:12:14.800]  都能夠很想的去跟他同行
[00:12:14.800 --> 00:12:16.520]  不過更加體會的是
[00:12:16.520 --> 00:12:19.320]  原來人很容易被環境影響
[00:12:19.320 --> 00:12:21.720]  而同時也傾向很負面
[00:12:21.720 --> 00:12:24.440]  頂展會或者我們也可能會是這樣
[00:12:24.440 --> 00:12:26.640]  當面對環境的限制
[00:12:26.640 --> 00:12:28.640]  都會覺得好像沒有什麼出路
[00:12:28.640 --> 00:12:30.280]  好像很被困
[00:12:30.920 --> 00:12:33.480]  慢慢慢慢我們生命會出現一個什麼情況呢
[00:12:33.480 --> 00:12:34.720]  可能生命裡面
[00:12:34.720 --> 00:12:37.680]  只是集中專注在一些我們自己的限制
[00:12:37.680 --> 00:12:39.080]  我們的不足
[00:12:39.080 --> 00:12:40.480]  我們的失去
[00:12:40.480 --> 00:12:41.840]  慢慢慢慢
[00:12:41.840 --> 00:12:44.560]  這些經歷都會窒礙著我們的生命
[00:12:44.560 --> 00:12:46.000]  頂展會
[00:12:46.000 --> 00:12:47.120]  我想問一下大家的是
[00:12:47.120 --> 00:12:48.120]  此時此刻
[00:12:48.120 --> 00:12:49.320]  你的生命
[00:12:49.320 --> 00:12:51.720]  有沒有什麼可能是環境的東西
[00:12:51.720 --> 00:12:53.320]  可能或者是不同的經歷
[00:12:53.320 --> 00:12:55.320]  去窒礙著你的生命呢
[00:12:55.320 --> 00:12:58.640]  當我們回看保羅的生命的時候
[00:12:58.640 --> 00:12:59.960]  我們看到保羅的生命
[00:12:59.960 --> 00:13:01.600]  都帶給我們一些不同的提醒
[00:13:01.600 --> 00:13:03.880]  保羅的生命讓我們知道
[00:13:03.880 --> 00:13:05.120]  無論環境是怎麼樣
[00:13:05.120 --> 00:13:07.680]  確實原來我們可以用不一樣的眼光
[00:13:07.680 --> 00:13:09.040]  去看眼前的環境
[00:13:09.040 --> 00:13:11.200]  當我們回看經文在第十三節
[00:13:11.200 --> 00:13:12.240]  他講到一件事
[00:13:12.240 --> 00:13:14.640]  他說原來他所受的困所
[00:13:14.640 --> 00:13:17.200]  是為基督的緣故
[00:13:17.200 --> 00:13:18.200]  就是for Christ
[00:13:18.200 --> 00:13:21.600]  原文裡面這句話原來有另一個逆發
[00:13:21.600 --> 00:13:22.360]  他就是說
[00:13:22.360 --> 00:13:24.040]  我所受的困所
[00:13:24.040 --> 00:13:26.880]  已經顯明是在基督裡的
[00:13:26.880 --> 00:13:28.760]  原來這句話
[00:13:28.760 --> 00:13:30.960]  保羅說他知道受困所
[00:13:30.960 --> 00:13:32.440]  是他在基督裡面的一部分
[00:13:32.440 --> 00:13:35.440]  當他說生命要獻給主的時候
[00:13:35.440 --> 00:13:38.400]  他知道困所是為基督
[00:13:38.400 --> 00:13:40.080]  受苦是為基督
[00:13:40.080 --> 00:13:42.600]  人生的遭遇都是為基督
[00:13:42.600 --> 00:13:46.000]  當他知道這一切是為基督的時候
[00:13:46.000 --> 00:13:47.560]  不是為自己的時候
[00:13:47.560 --> 00:13:48.880]  他就知道
[00:13:48.880 --> 00:13:50.200]  這些的遭遇
[00:13:50.200 --> 00:13:52.640]  並不等於他人生裡面的結局
[00:13:52.640 --> 00:13:55.080]  所以等於我們發現
[00:13:55.080 --> 00:13:56.040]  原來為基督
[00:13:56.040 --> 00:13:57.800]  是在說我們的生命
[00:13:57.920 --> 00:13:59.720]  要願意被神轉化
[00:13:59.720 --> 00:14:02.280]  確實可能我們人生裡面
[00:14:02.280 --> 00:14:03.880]  可能我們生存在困境裡面
[00:14:03.880 --> 00:14:07.120]  但是我們不會被這個困境拖垮我們自己
[00:14:07.120 --> 00:14:08.920]  同樣我們為神的緣故
[00:14:08.920 --> 00:14:10.760]  我們能夠用神的眼光
[00:14:10.760 --> 00:14:11.920]  去看生命裡面
[00:14:11.920 --> 00:14:13.840]  我們所面對的遭遇和環境
[00:14:13.840 --> 00:14:15.520]  當然弟兄姊妹
[00:14:15.520 --> 00:14:17.040]  我不會說轉化
[00:14:17.040 --> 00:14:18.760]  就好像叮一聲那樣
[00:14:18.760 --> 00:14:20.120]  就馬上轉變
[00:14:20.120 --> 00:14:21.800]  確實是一個歷程
[00:14:21.800 --> 00:14:23.040]  但是弟兄姊妹
[00:14:23.040 --> 00:14:24.080]  苦心自問
[00:14:24.080 --> 00:14:25.480]  問我們自己的是
[00:14:25.760 --> 00:14:26.800]  我們生命
[00:14:26.800 --> 00:14:28.240]  有沒有被神去引領呢?
[00:14:28.240 --> 00:14:28.760]  願意
[00:14:28.760 --> 00:14:31.240]  我們的生命有沒有繼續去相信
[00:14:31.240 --> 00:14:32.760]  神會引導我們的生命呢?
[00:14:32.760 --> 00:14:34.960]  我們生命裡面的眼光
[00:14:34.960 --> 00:14:36.920]  是專注在我們自己那裡
[00:14:36.920 --> 00:14:38.640]  還是我們放在神那裡
[00:14:38.640 --> 00:14:39.800]  讓神去引領呢?
[00:14:39.800 --> 00:14:42.760]  我想保羅的人生觀提醒我們
[00:14:42.760 --> 00:14:44.680]  在生命裡面的光景
[00:14:44.680 --> 00:14:46.360]  確實可能我們現在未必明白
[00:14:46.360 --> 00:14:47.600]  為什麼會這樣發生
[00:14:47.600 --> 00:14:50.120]  但是我們願不願意開放自己的生命
[00:14:50.120 --> 00:14:51.520]  被上帝去轉化呢?
[00:14:51.520 --> 00:14:53.080]  當然
[00:14:53.080 --> 00:14:54.800]  我猜保羅在他的處境裡面
