
[00:00:00.000 --> 00:00:04.860]  好多謝敬拜隊帶我們一起敬拜
[00:03:13.340 --> 00:03:18.300]  我們可以在這個故事裡面看到一些阻礙我們信心的地方
[00:03:18.300 --> 00:03:22.620]  並且我們很想一起去探討怎樣去消除這些阻礙
[00:03:22.620 --> 00:03:24.860]  增加我們對神的信心
[00:03:24.860 --> 00:03:28.860]  在進入經文之前先說一些經文的背景
[00:03:28.860 --> 00:03:30.660]  我們今天看的第六章
[00:03:30.660 --> 00:03:32.780]  第五章其實就說到這樣
[00:03:32.780 --> 00:03:33.980]  剛才的部分
[00:03:33.980 --> 00:03:37.940]  原來這件事是發生在大衛剛剛成為王
[00:03:37.940 --> 00:03:40.340]  也不是很久的時候
[00:03:40.340 --> 00:03:42.780]  大衛成為王就不斷去打仗
[00:03:42.780 --> 00:03:46.180]  但是因為神與大衛同在
[00:03:46.180 --> 00:03:47.940]  神與以色列人同在
[00:03:47.940 --> 00:03:52.220]  大衛帶領以色列人打贏一場又一場的勝仗
[00:03:52.220 --> 00:03:53.700]  而今天看的第六章
[00:03:53.700 --> 00:03:58.220]  正當在以色列的大軍士氣高昂之際
[00:03:58.220 --> 00:04:02.500]  大衛沒有忘記他們得勝的關鍵其實是神的同在
[00:04:02.500 --> 00:04:07.900]  於是大衛就要去將代表神同在的約櫃
[00:04:07.900 --> 00:04:09.500]  運到大衛的城
[00:04:09.500 --> 00:04:11.820]  他們的首都耶路撒冷裡面
[00:04:11.820 --> 00:04:13.820]  讓我們一起去進入經文
[00:04:13.820 --> 00:04:14.700]  經文真的比較長
[00:04:14.700 --> 00:04:17.980]  所以我分三段去看
[00:04:17.980 --> 00:04:20.540]  我們先讀第一至第十節
[00:04:20.540 --> 00:04:22.980]  有少許提示
[00:04:22.980 --> 00:04:24.820]  就是先幫我按下一頁
[00:04:24.820 --> 00:04:26.420]  按一下下一頁
[00:04:26.420 --> 00:04:28.780]  第六節有個地方叫做「那」
[00:04:28.780 --> 00:04:29.620]  我不會讀的字
[00:04:29.620 --> 00:04:30.660]  我查字典
[00:04:30.660 --> 00:04:31.660]  就是「跟」字
[00:04:31.660 --> 00:04:33.140]  大家大概知道了
[00:04:33.140 --> 00:04:35.220]  我們由第一節開始可以上去
[00:04:35.220 --> 00:04:35.620]  麻煩你
[00:04:35.620 --> 00:04:37.220]  準備,1、2、3
[00:04:37.220 --> 00:04:42.860]  大衛又聚集以色列中所有挑選的人三萬
[00:04:42.860 --> 00:04:44.180]  大衛起身
[00:04:44.180 --> 00:04:47.060]  率領跟隨他的眾人前往
[00:04:47.060 --> 00:04:51.260]  要從巴拉猶大從神的約櫃運來
[00:04:51.260 --> 00:04:54.700]  這約櫃就是坐在易基路壩上
[00:04:54.700 --> 00:04:57.900]  萬鈞之耶和華留名的約櫃
[00:04:57.900 --> 00:05:03.780]  他們將神的約櫃從崗上阿比拿達的家裡抬出來
[00:05:03.780 --> 00:05:05.620]  放在新車上
[00:05:05.620 --> 00:05:12.020]  阿比拿達的兩個兒子烏薩和阿希講約車
[00:05:12.020 --> 00:05:18.380]  他們將神的約櫃從崗上阿比拿達的家裡抬出來的時候
[00:05:18.380 --> 00:05:21.220]  阿希約在櫃前行走
[00:05:21.220 --> 00:05:25.340]  大衛和以色列的全家在耶和華面前
[00:05:25.340 --> 00:05:33.460]  用松木製造的各樣樂器和琴、鼓、筆、鑼作樂跳舞
[00:05:33.460 --> 00:05:35.700]  到了拿根的和場
[00:05:35.700 --> 00:05:38.100]  因為牛前蹄
[00:05:38.100 --> 00:05:41.500]  烏薩就伸手扶著神的約櫃
[00:05:41.500 --> 00:05:44.060]  神耶和華向烏薩發怒
[00:05:44.060 --> 00:05:46.540]  因者錯誤擊殺祂
[00:05:46.540 --> 00:05:49.180]  祂就死在神的約櫃旁
[00:05:49.180 --> 00:05:51.980]  大衛因耶和華擊殺烏薩
[00:05:51.980 --> 00:05:53.380]  心裡受罰
[00:05:53.380 --> 00:05:56.940]  就稱那地方為比列斯烏薩
[00:05:56.940 --> 00:05:58.780]  直到今天
[00:05:58.780 --> 00:06:01.620]  那日大衛懼怕耶和華說
[00:06:01.620 --> 00:06:05.180]  耶和華的約櫃怎可運到我這裡來
[00:06:05.180 --> 00:06:09.980]  於是大衛不肯將耶和華的約櫃運進大衛的城
[00:06:09.980 --> 00:06:14.260]  卻運進加日和別爾東的家中
[00:06:14.260 --> 00:06:16.660]  讓我們一起禱告
[00:06:16.660 --> 00:06:18.420]  主,求祢幫助我們
[00:06:18.420 --> 00:06:21.100]  將神祢的話聽進我們的心
[00:06:21.100 --> 00:06:24.180]  讓我們能夠對祢有堅定的信心
[00:06:24.180 --> 00:06:26.740]  讓我們能夠一起活在基督裡面
[00:06:26.740 --> 00:06:29.500]  我們禱告奉主耶穌基督明智祈求
[00:06:29.500 --> 00:06:30.620]  阿們
[00:06:30.620 --> 00:06:34.060]  我給他的第一點其實叫做衝破懼怕
[00:06:34.060 --> 00:06:35.900]  堅定追求恩典
[00:06:35.900 --> 00:06:37.740]  經文是一至十五節
[00:06:37.740 --> 00:06:39.340]  剛才我們只讀了十節
[00:06:39.340 --> 00:06:41.060]  因為還有下半部分
[00:06:41.060 --> 00:06:43.140]  我們看第一二節這樣說
[00:06:43.140 --> 00:06:46.060]  大衛率領了三萬大軍
[00:06:46.060 --> 00:06:48.820]  然後要去拿約櫃
[00:06:48.820 --> 00:06:50.940]  這一刻約櫃的所在地
[00:06:50.940 --> 00:06:54.100]  就是在巴拉猶大的山崗上
[00:06:54.100 --> 00:06:57.700]  這個阿比拿達的家裡
[00:06:57.700 --> 00:07:01.300]  為什麼約櫃會放在那裡呢
[00:07:01.300 --> 00:07:04.020]  其實是有段故事的
[00:07:04.020 --> 00:07:06.900]  原來薩姆爾基相記載
[00:07:06.900 --> 00:07:09.500]  當時薩姆爾基相所記載
[00:07:09.500 --> 00:07:11.380]  連第一任的以色列王
[00:07:11.380 --> 00:07:13.220]  索羅都還沒有登基的時候
[00:07:13.220 --> 00:07:16.700]  他們還沒有一個肉體王的時候
[00:07:16.700 --> 00:07:18.140]  其實就發生了那件事
[00:07:18.140 --> 00:07:21.860]  以色列人和菲律賓人在戰事裡面戰敗了
[00:07:21.860 --> 00:07:25.300]  然後菲律賓人就將約櫃擄走了
[00:07:25.300 --> 00:07:28.140]  去了外邦人的地方
[00:07:28.140 --> 00:07:29.860]  約櫃雖然被擄走
[00:07:29.860 --> 00:07:32.620]  但是奇在其在 厲害在什麼呢
[00:07:32.620 --> 00:07:36.500]  無論菲律賓人將約櫃放在一個什麼外邦的地方
[00:07:36.500 --> 00:07:38.740]  那個地方 甚至附近的地方
[00:07:38.740 --> 00:07:42.460]  都出現了大規模的災病或者死亡
[00:07:42.460 --> 00:07:44.460]  大家有個印象就是
[00:07:44.460 --> 00:07:47.140]  那個地方生甘子倉
[00:07:47.140 --> 00:07:49.660]  不是生子倉 然後他獻上甘子倉
[00:07:49.660 --> 00:07:51.100]  大家記得這樣的事
[00:07:51.100 --> 00:07:52.020]  就是那個時候
[00:07:52.020 --> 00:07:55.220]  所以菲律賓人就害怕了
[00:07:55.220 --> 00:07:56.340]  約櫃去了哪裡呢
[00:07:56.340 --> 00:07:57.700]  當地的人都害怕了
[00:07:57.700 --> 00:07:59.100]  就要將約櫃送走
[00:07:59.100 --> 00:08:02.820]  輾轉在《撒上第七章》那裡就說到
[00:08:02.820 --> 00:08:04.420]  約櫃被送回去
[00:08:04.420 --> 00:08:06.580]  基列耶林 即是以色列人的地方
[00:08:06.580 --> 00:08:08.220]  阿比拿達的加州
[00:08:08.220 --> 00:08:10.940]  就是今天放在那裡的地方
[00:08:10.940 --> 00:08:14.300]  一放 原來這個櫃就放了20年
[00:08:14.300 --> 00:08:17.020]  而《撒下》這裡 看回我們今天的經文
[00:08:17.020 --> 00:08:19.020]  大衛就要將這個約櫃
[00:08:19.020 --> 00:08:22.260]  由基列耶林這個地方送回耶路撒冷
[00:08:22.260 --> 00:08:23.980]  以色列的首都裡面
[00:08:23.980 --> 00:08:25.780]  於是他隆重其事
[00:08:25.780 --> 00:08:29.060]  大鑼大鼓地去拿這個約櫃
[00:08:29.060 --> 00:08:31.940]  本來一切都是興高采烈的
[00:08:31.940 --> 00:08:34.540]  但是在運送的途中
[00:08:34.540 --> 00:08:36.740]  拉車的牛
[00:08:36.740 --> 00:08:39.100]  撲一撲 失腳了
[00:08:39.100 --> 00:08:41.060]  約櫃突然間移位
[00:08:41.060 --> 00:08:42.420]  不穩定啊
[00:08:42.420 --> 00:08:43.820]  其中有一個人
[00:08:43.820 --> 00:08:45.700]  他就是搬約櫃的
[00:08:45.700 --> 00:08:46.980]  叫做烏薩的人
[00:08:46.980 --> 00:08:49.340]  就伸手扶著約櫃
[00:08:49.340 --> 00:08:52.500]  當烏薩一手接觸到約櫃
[00:08:52.500 --> 00:08:54.180]  神就發怒了
[00:08:54.180 --> 00:08:55.420]  擊殺了烏薩
[00:08:55.420 --> 00:08:59.580]  他就這樣離開世界 死了
[00:08:59.580 --> 00:09:03.420]  結果大衛看到這一幕的時候就很害怕
[00:09:03.420 --> 00:09:07.700]  他說 我就不敢將這個約櫃搬來耶路撒冷了
[00:09:07.700 --> 00:09:13.300]  然後約櫃就送去俄別爾東的家裡面
[00:09:13.300 --> 00:09:14.540]  我想問一個問題
[00:09:14.540 --> 00:09:17.740]  你覺不覺得神很殘忍呢
[00:09:17.740 --> 00:09:19.340]  牛前失蹄
[00:09:19.340 --> 00:09:21.980]  其實只不過是一場意外
[00:09:21.980 --> 00:09:24.940]  烏薩難道不服 任由約櫃掉下來嗎
[00:09:24.940 --> 00:09:27.660]  為什麼要去擊殺烏薩呢
[00:09:27.660 --> 00:09:29.300]  其實是這樣的
[00:09:29.300 --> 00:09:32.860]  原來當時約櫃等於什麼呢
[00:09:32.860 --> 00:09:34.980]  等於神的榮耀
[00:09:34.980 --> 00:09:37.340]  神的臨在 神的同在
[00:09:37.340 --> 00:09:39.380]  就好像我們看古裝片的時候
[00:09:39.380 --> 00:09:41.340]  不是說會有聖旨的
[00:09:41.340 --> 00:09:43.260]  那些人一拿起聖旨
[00:09:43.260 --> 00:09:45.860]  全部人就要跪下來迎見皇上
[00:09:45.860 --> 00:09:48.220]  見聖旨就如見皇帝
[00:09:48.220 --> 00:09:52.340]  同樣在約櫃代表的是神的同在
[00:09:52.340 --> 00:09:56.020]  對待約櫃就應該要好像對待見神一樣
[00:09:56.020 --> 00:09:59.340]  需要有一定的規矩和禮儀
[00:09:59.340 --> 00:10:01.900]  原來《文素記》第四章第十五節
[00:10:01.900 --> 00:10:03.860]  都很清楚地記載
[00:10:03.860 --> 00:10:07.300]  約櫃其實要搬 要移動 要怎樣呢
[00:10:07.300 --> 00:10:10.260]  就要哥核的子孫來抬
[00:10:10.260 --> 00:10:12.340]  不可以摸那些聖物
[00:10:12.340 --> 00:10:13.980]  免得他們死亡
[00:10:13.980 --> 00:10:17.700]  回眸這些物件只有他們來抬
[00:10:17.700 --> 00:10:18.980]  不要碰
[00:10:18.980 --> 00:10:21.700]  原來摩西的律法清楚地規定
[00:10:21.700 --> 00:10:23.740]  運送約櫃的方法
[00:10:23.740 --> 00:10:28.140]  就是由高核的子孫用肩抬
[00:10:28.140 --> 00:10:30.500]  即是拿兩支竹來抬
[00:10:30.500 --> 00:10:31.620]  不可以碰
[00:10:31.620 --> 00:10:34.460]  而且亦都清楚說明不可以用手碰
[00:10:34.460 --> 00:10:37.340]  不然就怎樣 死亡
[00:10:37.340 --> 00:10:40.500]  烏薩本來是利美族人
[00:10:40.500 --> 00:10:42.260]  所以這個規定是沒有錯的
[00:10:42.260 --> 00:10:44.340]  不過這裡說的是
[00:10:44.340 --> 00:10:46.420]  他的方法是不是用抬
[00:10:46.420 --> 00:10:51.100]  不是 用牛車來推
[00:10:51.100 --> 00:10:54.500]  烏薩本來知道約櫃是神聖不可以接觸的
[00:10:54.500 --> 00:10:56.660]  但是因為牛車的不穩定
[00:10:56.660 --> 00:10:58.340]  約櫃可能會跌倒
[00:10:58.340 --> 00:10:59.940]  烏薩就伸手去扶
[00:10:59.940 --> 00:11:02.580]  結果他就沒有了性命
[00:11:02.580 --> 00:11:05.780]  烏薩的死亡不是因為神的殘忍
[00:11:05.780 --> 00:11:09.980]  而是因為大衛運送的團隊一開始不夠謹慎
[00:11:09.980 --> 00:11:12.780]  導致了這一場的悲劇
[00:11:12.780 --> 00:11:15.660]  面對神的公義 面對審判
[00:11:15.660 --> 00:11:18.740]  大衛害怕了 大衛懼怕了
[00:11:18.740 --> 00:11:19.980]  第九節那裡說
[00:11:19.980 --> 00:11:21.980]  大衛懼怕耶和華
[00:11:21.980 --> 00:11:25.260]  耶和華的烏薩為何可以送到我這裡
[00:11:25.260 --> 00:11:26.860]  我不要
[00:11:26.860 --> 00:11:29.540]  本來大衛對神的信心滿滿的
[00:11:29.540 --> 00:11:32.020]  他說我要迎接神的同在
[00:11:32.020 --> 00:11:33.940]  但是這一刻這一份懼怕
[00:11:33.940 --> 00:11:36.740]  阻礙了大衛去到主的庚前
[00:11:36.740 --> 00:11:38.540]  害怕被審判
[00:11:38.540 --> 00:11:44.540]  限制了大衛要去追求主的恩典和神同在的自由
[00:11:44.540 --> 00:11:45.940]  我又問
[00:11:45.940 --> 00:11:47.420]  如果是你
[00:11:47.420 --> 00:11:50.020]  你會不會害怕看到這些事
[00:11:50.020 --> 00:11:52.180]  我想我就會
[00:11:52.180 --> 00:11:56.100]  想想就是當一直去經歷神的恩典祝福帶領
[00:11:56.100 --> 00:11:58.100]  我騎乘徒兒考試100分
[00:11:58.100 --> 00:12:00.260]  哇 正啊 基督徒很厲害
[00:12:00.260 --> 00:12:02.180]  人當然信心滿滿
[00:12:02.180 --> 00:12:04.620]  我打哪場仗神都走我那邊
[00:12:04.620 --> 00:12:06.780]  我當然對神充滿信心
[00:12:06.780 --> 00:12:11.100]  但是當神的審判和公義去到我身上的時候
[00:12:11.100 --> 00:12:12.860]  我看到都害怕
[00:12:12.860 --> 00:12:14.780]  人自然會卻步
[00:12:14.780 --> 00:12:17.300]  信心一下子就會失去
[00:12:17.300 --> 00:12:19.980]  神是公義而且聖潔的
[00:12:19.980 --> 00:12:22.300]  當人犯罪得罪了神的時候
[00:12:22.300 --> 00:12:25.180]  就會很害怕很害怕去到神的面前
[00:12:25.180 --> 00:12:28.380]  因為神是審判的主
[00:12:28.380 --> 00:12:29.580]  面對這份懼怕
[00:12:29.580 --> 00:12:31.780]  我們怎樣可以重新起步
[00:12:31.780 --> 00:12:35.700]  堅定我們的信心去追求神同在這份恩典呢
[00:12:35.700 --> 00:12:36.940]  讓我們一起看下去
[00:12:36.940 --> 00:12:38.860]  經文怎樣去告訴我們
[00:12:38.860 --> 00:12:40.300]  請大家一起幫我讀
[00:12:40.300 --> 00:12:41.940]  11至15節
[00:12:41.940 --> 00:12:42.660]  來 準備好
[00:12:42.660 --> 00:12:44.060]  1 2 3
[00:12:44.060 --> 00:12:46.060]  (廣東話)
[00:12:46.060 --> 00:12:48.060]  (廣東話)
[00:12:49.060 --> 00:12:51.060]  (廣東話)
[00:12:51.060 --> 00:12:53.060]  (廣東話)
[00:12:53.060 --> 00:12:55.060]  有人告訴大衛王說
[00:12:55.060 --> 00:13:01.060]  耶和華因為約桂次福給俄別以東的家和一切屬他的
[00:13:01.060 --> 00:13:09.060]  大衛就去歡歡喜喜地將神的約桂抬到大衛的城裡
[00:13:09.060 --> 00:13:13.060]  抬已走了六步
[00:13:13.060 --> 00:13:16.060]  大衛就獻羊和肥牛
[00:13:19.060 --> 00:13:30.060]  (廣東話)
[00:13:30.060 --> 00:13:32.060]  慣了肥牛 不好意思
[00:13:32.060 --> 00:13:42.060]  剛才說到見神私下審判大衛不敢去拿約桂
[00:13:42.060 --> 00:13:44.060]  應該說是甚麼呢
[00:13:44.060 --> 00:13:47.060]  大衛怕了神的同在
[00:13:47.060 --> 00:13:52.060]  於是大衛就將約桂安放在俄別以東的家裡
[00:13:52.060 --> 00:13:54.060]  第11節說
[00:13:54.060 --> 00:14:00.060]  因為約桂所在俄別以東一家三個裡面大大被祝福
[00:14:00.060 --> 00:14:02.060]  而當大衛聽見的時候
[00:14:02.060 --> 00:14:04.060]  看到神的祝福的時候
[00:14:04.060 --> 00:14:07.060]  他立即再次被吸引
[00:14:07.060 --> 00:14:10.060]  再一次將約桂運到大衛城
[00:14:10.060 --> 00:14:13.060]  而這一次大衛學精了
[00:14:13.060 --> 00:14:16.060]  同一個錯不會發生兩次
[00:14:16.060 --> 00:14:19.060]  這次不再用牛和車
[00:14:19.060 --> 00:14:22.060]  而是嚴陣以待 跟足聖經地抬
[00:14:22.060 --> 00:14:26.060]  原來這段故事在歷代之上
[00:14:26.060 --> 00:14:28.060]  十五章同樣有記載
[00:14:28.060 --> 00:14:30.060]  那裡更加仔細說
[00:14:30.060 --> 00:14:33.060]  利美人當時有甚麼預備行動
[00:14:33.060 --> 00:14:36.060]  原來在這次運送裡
[00:14:36.060 --> 00:14:39.060]  大衛安排利美人首先要自結
[00:14:39.060 --> 00:14:41.060]  各人都安排好崗位
[00:14:41.060 --> 00:14:46.060]  認真嚴謹按神的吩咐對待這次運送
[00:14:46.060 --> 00:14:49.060]  再看大衛 看我們看的經文
[00:14:49.060 --> 00:14:51.060]  《冥耳記》第13節
[00:14:51.060 --> 00:14:53.060]  這章的第13節裡
[00:14:53.060 --> 00:14:57.060]  原來大衛不單是很謹慎地安排人手
[00:14:57.060 --> 00:15:01.060]  大衛自己也不同了整件事裡
[00:15:01.060 --> 00:15:03.060]  他準備了祭物
[00:15:03.060 --> 00:15:05.060]  就是羊和肥牛
[00:15:05.060 --> 00:15:07.060]  不是 肥羊
[00:15:07.060 --> 00:15:08.060]  不是 羊和肥
[00:15:08.060 --> 00:15:10.060]  不是 牛和肥羊
[00:15:10.060 --> 00:15:12.060]  原來牛和肥
[00:15:12.060 --> 00:15:14.060]  我真的寫了牛和肥牛
[00:15:14.060 --> 00:15:16.060]  為甚麼
[00:15:16.060 --> 00:15:19.060]  牛和肥羊是甚麼祭物
[00:15:19.060 --> 00:15:24.060]  牛和肥羊是在感恩祭裡用的祭物
[00:15:24.060 --> 00:15:26.060]  身為王的他
[00:15:26.060 --> 00:15:28.060]  預備好祭物獻上感恩祭
[00:15:28.060 --> 00:15:31.060]  穿著細麻布的爾忽德
[00:15:31.060 --> 00:15:34.060]  在耶和華面前極力跳舞
[00:15:34.060 --> 00:15:38.060]  其實爾忽德是甚麼東西
[00:15:38.060 --> 00:15:40.060]  其實是一個譯音
[00:15:40.060 --> 00:15:41.060]  我不懂讀那個字
[00:15:41.060 --> 00:15:42.060]  不過是譯音
[00:15:42.060 --> 00:15:43.060]  爾忽德是甚麼東西
[00:15:43.060 --> 00:15:47.060]  其實是大細思服裝裡的其中一件
[00:15:47.060 --> 00:15:49.060]  那件是甚麼
[00:15:49.060 --> 00:15:53.060]  其實爾忽德就好像那件背心
[00:15:53.060 --> 00:15:56.060]  現在看到圖中好像一條圍裙
[00:15:56.060 --> 00:15:59.060]  那條彩色的那件其實就叫爾忽德
[00:15:59.060 --> 00:16:02.060]  其實爾忽德不是特定整套東西叫爾忽德
[00:16:02.060 --> 00:16:03.060]  而是那件
[00:16:03.060 --> 00:16:05.060]  就好像我們今天說的T恤
[00:16:05.060 --> 00:16:08.060]  說的襯衫和馬甲風褸
[00:16:08.060 --> 00:16:12.060]  一聽到爾忽德就大概知道是哪一款衣服的形狀
[00:16:12.060 --> 00:16:16.060]  不過現在大衛跳舞穿著的那件
[00:16:16.060 --> 00:16:19.060]  其實不是大祭司的聖衣
[00:16:19.060 --> 00:16:21.060]  即是他的服裝
[00:16:21.060 --> 00:16:23.060]  因為大祭司按照這個圖我們看到
[00:16:23.060 --> 00:16:27.060]  大祭司的聖衣裡的爾忽德的物料和顏色
[00:16:27.060 --> 00:16:30.060]  都是清楚有嚴格規定要穿甚麼
[00:16:30.060 --> 00:16:32.060]  而且除了爾忽德之外
[00:16:32.060 --> 00:16:33.060]  還有其他的配件
[00:16:33.060 --> 00:16:36.060]  例如這裡看到胸牌和腰帶
[00:16:36.060 --> 00:16:40.060]  整套外袍和內袍才叫大祭司的聖衣
[00:16:40.060 --> 00:16:42.060]  大衛這一刻的爾忽德
[00:16:42.060 --> 00:16:45.060]  說的是類似大祭司
[00:16:45.060 --> 00:16:47.060]  你現在看到的這一件
[00:16:47.060 --> 00:16:49.060]  穿著一條圍裙
[00:16:49.060 --> 00:16:53.060]  在人群裡極力跳舞
[00:16:53.060 --> 00:16:57.060]  大概我們就知道大衛在做甚麼
[00:16:57.060 --> 00:16:59.060]  我想和你一齊比較
[00:16:59.060 --> 00:17:01.060]  大衛在第一次的運送
[00:17:01.060 --> 00:17:04.060]  和第二次的運送表現不一樣
[00:17:04.060 --> 00:17:05.060]  第一次那裡說
[00:17:05.060 --> 00:17:06.060]  第五節就說
[00:17:06.060 --> 00:17:10.060]  大衛和以色列的全家
[00:17:10.060 --> 00:17:11.060]  在耶和華面前
[00:17:11.060 --> 00:17:13.060]  即是那幾萬人
[00:17:13.060 --> 00:17:15.060]  然後用松木製造的樂器
[00:17:15.060 --> 00:17:16.060]  琴、瑟、跳舞
[00:17:16.060 --> 00:17:18.060]  你猜猜誰在彈琴
[00:17:18.060 --> 00:17:20.060]  誰在打鼓
[00:17:20.060 --> 00:17:22.060]  誰在響筆玩那些東西
[00:17:22.060 --> 00:17:24.060]  跳舞
[00:17:24.060 --> 00:17:27.060]  大衛又可能在做甚麼
[00:17:27.060 --> 00:17:30.060]  我猜大衛作為以色列王
[00:17:30.060 --> 00:17:32.060]  第一次運送的時候
[00:17:32.060 --> 00:17:35.060]  他應該是穿著皇的服裝
[00:17:35.060 --> 00:17:38.060]  坐在或站在皇位裡
[00:17:38.060 --> 00:17:40.060]  看著以色列的全家
[00:17:40.060 --> 00:17:42.060]  在神的面前跳舞
[00:17:42.060 --> 00:17:44.060]  敲鼓
[00:17:44.060 --> 00:17:46.060]  看著以色列民彈奏起舞
[00:17:46.060 --> 00:17:49.060]  不過第二次的不同是
[00:17:49.060 --> 00:17:52.060]  這次是他親自獻上感恩祭
[00:17:52.060 --> 00:17:56.060]  他親自穿著爾忽德在跳舞
[00:17:56.060 --> 00:17:59.060]  原來這次心態不同了
[00:17:59.060 --> 00:18:01.060]  位置也不同了
[00:18:01.060 --> 00:18:03.060]  大衛其實是在用行動
[00:18:03.060 --> 00:18:04.060]  告訴我們
[00:18:04.060 --> 00:18:06.060]  他回答這個問題
[00:18:06.060 --> 00:18:08.060]  在那個恐懼底下
