
[00:00:00.000 --> 00:00:04.800]  教會的年度主題就是約書亞記
[00:09:29.900 --> 00:09:32.900]  如果是你突然間有一個這樣的人
[00:09:32.900 --> 00:09:34.300]  在你眼前出現
[00:09:34.300 --> 00:09:37.100]  他拿著一把劍準備和你作戰
[00:09:37.100 --> 00:09:38.400]  你會怎樣?
[00:09:38.400 --> 00:09:42.200]  可能我們第一時間會先保護自己
[00:09:42.200 --> 00:09:45.300]  或者說「走吧,她是客人,還和她鬥什麼?」
[00:09:45.300 --> 00:09:49.100]  但是對於一個身經百戰的約書亞來說
[00:09:49.100 --> 00:09:51.200]  他並沒有驚惶失措
[00:09:51.200 --> 00:09:52.600]  他也沒有逃走
[00:09:52.600 --> 00:09:54.500]  也沒有拿起武器
[00:09:54.500 --> 00:09:55.900]  相反
[00:09:55.900 --> 00:09:59.700]  他向眼前這個人發出一條問題
[00:09:59.700 --> 00:10:02.000]  因為有一件事對約書亞來說
[00:10:02.000 --> 00:10:04.200]  他必須要搞清楚
[00:10:04.200 --> 00:10:08.100]  這個人究竟是誰?
[00:10:08.100 --> 00:10:09.100]  在經文裏面
[00:10:09.100 --> 00:10:10.200]  約書亞問他
[00:10:10.200 --> 00:10:14.000]  「你是屬於我們,還是屬於我的敵人?」
[00:10:14.000 --> 00:10:16.300]  其實這條問題在希伯來文裏面
[00:10:16.300 --> 00:10:19.600]  屬於一種立場詢問的句型
[00:10:19.600 --> 00:10:23.200]  帶有明顯的軍事挑釁
[00:10:23.200 --> 00:10:25.600]  這句話也是經文裏面
[00:10:25.600 --> 00:10:28.500]  約書亞第一次開口說的話
[00:10:28.500 --> 00:10:31.600]  他第一個問題就直接了當地問
[00:10:31.600 --> 00:10:34.200]  「你是站在哪一邊的?」
[00:10:34.200 --> 00:10:35.300]  其實這條問題
[00:10:35.300 --> 00:10:37.100]  我們可以看到
[00:10:37.100 --> 00:10:40.600]  約書亞當刻最關心的
[00:10:40.600 --> 00:10:43.000]  是眼前的這場仗
[00:10:43.000 --> 00:10:44.500]  他作為一個領袖
[00:10:44.500 --> 00:10:50.400]  任何可能影響這場戰爭的戰局因素
[00:10:50.400 --> 00:10:53.000]  他都很希望搞清楚
[00:10:53.000 --> 00:10:54.300]  從這個角度看
[00:10:54.300 --> 00:10:56.300]  其實這條問題本身
[00:10:56.300 --> 00:10:57.700]  是非常之合理
[00:10:57.700 --> 00:10:59.500]  沒有大問題的
[00:10:59.500 --> 00:11:00.900]  但是同時
[00:11:00.900 --> 00:11:03.300]  這條問題也反映了
[00:11:03.300 --> 00:11:07.600]  約書亞內心一個潛在的假設
[00:11:07.600 --> 00:11:09.100]  因為他問這條問題
[00:11:09.100 --> 00:11:12.000]  是二選一的問題
[00:11:12.000 --> 00:11:13.700]  裏面只存在了
[00:11:13.700 --> 00:11:17.800]  「我們」和「敵人」兩個選項
[00:11:17.800 --> 00:11:19.000]  他在心裏面
[00:11:19.000 --> 00:11:23.200]  好像將這個世界分成了兩邊
[00:11:23.200 --> 00:11:24.800]  一邊就是自己
[00:11:24.800 --> 00:11:28.400]  另外一邊就是對立的一方
[00:11:28.400 --> 00:11:29.600]  換句話說
[00:11:29.600 --> 00:11:32.500]  約書亞他的潛意識裏面
[00:11:32.500 --> 00:11:36.900]  已經將自己放在一個主導的地位
[00:11:36.900 --> 00:11:42.000]  因為他自己就是這場戰爭裏面的領袖
[00:11:42.000 --> 00:11:43.300]  他的假設
[00:11:43.300 --> 00:11:46.800]  所有人都應該是站在其中一邊的
[00:11:46.800 --> 00:11:49.500]  所以他首先要判斷的是
[00:11:49.500 --> 00:11:52.700]  「是否站在我那邊呢?」
[00:11:52.700 --> 00:11:54.200]  各位弟兄姊妹
[00:11:54.200 --> 00:11:57.700]  其實我們和約書亞都很相似
[00:11:57.700 --> 00:11:59.700]  我們每個人生命裏面
[00:11:59.700 --> 00:12:03.000]  我們都有很多自己的「耶利哥」
[00:12:03.000 --> 00:12:05.000]  可能是我們的工作壓力
[00:12:05.000 --> 00:12:07.500]  可能是很難相處的老闆
[00:12:07.500 --> 00:12:09.900]  可能是同事之間的競爭
[00:12:09.900 --> 00:12:12.600]  可能是人際關係的衝突
[00:12:12.600 --> 00:12:17.000]  或者是適應環境當中的不安等等
[00:12:17.000 --> 00:12:21.200]  當我們面對眼前的困難和挑戰的時候
[00:12:21.200 --> 00:12:23.600]  我們會不斷盤算
[00:12:23.600 --> 00:12:26.000]  我們手上有什麼條件
[00:12:26.000 --> 00:12:29.500]  怎樣才可以運用讓我們成功呢?
[00:12:29.500 --> 00:12:33.000]  怎樣才可以化解這些不利的因素呢?
[00:12:33.000 --> 00:12:35.000]  其實在不知不覺間
[00:12:35.000 --> 00:12:39.800]  我們都將自己放在一個主導的位置
[00:12:39.800 --> 00:12:45.000]  所有的成敗都變成了關我事
[00:12:45.000 --> 00:12:46.800]  我們內心不停在問
[00:12:46.800 --> 00:12:50.000]  「我行不行的?我怎樣才會成功?」
[00:12:50.000 --> 00:12:52.000]  「那些人聽不聽我說的?」
[00:12:52.000 --> 00:12:55.000]  「他們不配合,不如我換走他們吧」
[00:12:55.000 --> 00:12:59.000]  慢慢地,就連我們的祈禱都可能變成了
[00:12:59.000 --> 00:13:02.000]  「神啊,幫我拿走這些困難」
[00:13:02.000 --> 00:13:05.500]  「神啊,幫我搞定這些人際關係」
[00:13:05.500 --> 00:13:09.500]  「神啊,幫我順利去過這一關」
[00:13:09.500 --> 00:13:11.500]  各位頂姐妹
[00:13:11.500 --> 00:13:14.500]  當我們的焦點只是在成敗得失
[00:13:14.500 --> 00:13:18.000]  計劃有沒有按我們心意去實現的時候
[00:13:18.000 --> 00:13:20.000]  我們其實只是在問
[00:13:20.000 --> 00:13:23.500]  「神,祢是否站在我這邊?」
[00:13:23.500 --> 00:13:25.500]  神其實好像變成了
[00:13:25.500 --> 00:13:29.000]  去幫我們達成目標的工具
[00:13:29.000 --> 00:13:31.000]  而對約書亞來說
[00:13:31.000 --> 00:13:33.000]  正正在這個時候
[00:13:33.000 --> 00:13:35.000]  眼前的這個人的回應
[00:13:35.000 --> 00:13:38.000]  對他就變得極其重要
[00:13:38.000 --> 00:13:42.000]  究竟他是站在哪一邊的呢?
[00:13:42.000 --> 00:13:44.000]  而眼前的這個男人
[00:13:44.000 --> 00:13:46.000]  他是很直接地去回應約書亞
[00:13:46.000 --> 00:13:47.500]  「No」
[00:13:47.500 --> 00:13:51.000]  其實愚民是在說兩樣都不是
[00:13:51.000 --> 00:13:53.000]  他不是站在以色列那邊
[00:13:53.000 --> 00:13:56.000]  也不是站在敵人那邊
[00:13:56.000 --> 00:14:00.000]  這句回應是完全推翻了
[00:14:00.000 --> 00:14:03.000]  約書亞原本的二選一的假設
[00:14:03.000 --> 00:14:07.000]  接著他帶出自己真正的身份
[00:14:07.000 --> 00:14:11.000]  「我們是要做耶和華軍隊的元帥」
[00:14:11.000 --> 00:14:15.000]  元帥即是最高的領袖
[00:14:15.000 --> 00:14:19.000]  這句說話其實是在跟約書亞說
[00:14:19.000 --> 00:14:24.000]  「帶領軍隊的不是你,是神自己」
[00:14:24.000 --> 00:14:27.000]  神知道人的軟弱和擔憂
[00:14:27.000 --> 00:14:32.000]  所以他要在約書亞即將要面對耶利哥之前
[00:14:32.000 --> 00:14:35.000]  他親自去向他顯現
[00:14:35.000 --> 00:14:39.000]  為他重新去調教他的焦點
[00:14:39.000 --> 00:14:42.000]  神不是說「我站在你那邊」
[00:14:42.000 --> 00:14:45.000]  也不是說「我站在敵人那邊」
[00:14:45.000 --> 00:14:49.000]  他是邀請我們「來,站在我那邊」
[00:14:49.000 --> 00:14:52.000]  因為神不是我們的助理
[00:14:52.000 --> 00:14:56.000]  他是帶領我們生命的元帥
[00:14:56.000 --> 00:14:58.000]  頂姐妹
[00:14:58.000 --> 00:15:03.000]  當我們面對生命裡的耶利哥的時候
[00:15:03.000 --> 00:15:07.000]  神同樣向我們發出邀請
[00:15:07.000 --> 00:15:11.000]  可不可以試一下轉一轉我們的問題
[00:15:11.000 --> 00:15:14.000]  我們不要再問怎樣才成功
[00:15:14.000 --> 00:15:17.000]  怎樣才可以擁有我想擁有的東西
[00:15:17.000 --> 00:15:21.000]  而是去問我現在的選擇
[00:15:21.000 --> 00:15:24.000]  我的態度和反應
[00:15:24.000 --> 00:15:27.000]  我是否站在神那邊
[00:15:27.000 --> 00:15:31.000]  我現在做的決定是出於信靠神
[00:15:31.000 --> 00:15:34.000]  還是出於自我保護
[00:15:34.000 --> 00:15:37.000]  或者捉緊我想擁有的
[00:15:37.000 --> 00:15:39.000]  你願不願意放下
[00:15:39.000 --> 00:15:42.000]  神要幫我實現我的目標這個心態
[00:15:42.000 --> 00:15:45.000]  而選擇去承認
[00:15:45.000 --> 00:15:50.000]  神你才是我生命任何時刻的真正領袖呢
[00:15:50.000 --> 00:15:52.000]  面對神的邀請
[00:15:52.000 --> 00:15:54.000]  你會怎樣去回應呢
[00:15:54.000 --> 00:15:57.000]  我們接下來一起去看看
[00:15:57.000 --> 00:16:00.000]  當約書亞聽到這個說話的時候
[00:16:00.000 --> 00:16:02.000]  他有什麼回應
[00:16:02.000 --> 00:16:04.000]  其實眼前這個人的回應
[00:16:04.000 --> 00:16:07.000]  令到約書亞馬上意識到
[00:16:07.000 --> 00:16:10.000]  他前面這個不是普通人
[00:16:10.000 --> 00:16:13.000]  而是神親自和他顯現
[00:16:13.000 --> 00:16:15.000]  來提醒他
[00:16:15.000 --> 00:16:18.000]  這個提醒對約書亞來說
[00:16:18.000 --> 00:16:20.000]  真的很重要
[00:16:20.000 --> 00:16:24.000]  也成為他生命一個很關鍵的轉向
[00:16:24.000 --> 00:16:27.000]  當約書亞認出神顯現的時候
[00:16:27.000 --> 00:16:30.000]  他用了三個行動去回應神
[00:16:30.000 --> 00:16:33.000]  他首先是面服於地
[00:16:33.000 --> 00:16:35.000]  接著下拜
[00:16:35.000 --> 00:16:37.000]  並且他對神說話
[00:16:37.000 --> 00:16:40.000]  其實這三個動作是代表了什麼呢
[00:16:40.000 --> 00:16:41.000]  首先
[00:16:41.000 --> 00:16:43.000]  副服下拜是說
[00:16:43.000 --> 00:16:47.000]  將本身有一種降低自己的意思
[00:16:47.000 --> 00:16:49.000]  即是謙卑自己
[00:16:49.000 --> 00:16:51.000]  將自己放在一個低的位置
[00:16:51.000 --> 00:16:54.000]  這個是出於他對神的敬意
[00:16:54.000 --> 00:16:57.000]  和一份真實的謙卑
[00:16:57.000 --> 00:16:59.000]  再去他下拜
[00:16:59.000 --> 00:17:01.000]  這個不單單是一個姿勢
[00:17:01.000 --> 00:17:05.000]  而是表達內心敬畏和信服
[00:17:05.000 --> 00:17:07.000]  其實意思就好像
[00:17:07.000 --> 00:17:09.000]  我願意低頭聽命
[00:17:09.000 --> 00:17:11.000]  我承認神的主權
[00:17:11.000 --> 00:17:14.000]  我選擇信服敬拜
[00:17:14.000 --> 00:17:17.000]  接著很有意思的一點就是
[00:17:17.000 --> 00:17:20.000]  剛才約書亞問對方
[00:17:20.000 --> 00:17:22.000]  你站在哪邊
[00:17:22.000 --> 00:17:25.000]  但現在他卻改口去問
[00:17:25.000 --> 00:17:31.000]  我主有什麼話請吩咐僕人吧
[00:17:31.000 --> 00:17:34.000]  這個轉變很重要
[00:17:34.000 --> 00:17:38.000]  約書亞稱眼前這個元帥為我主
[00:17:38.000 --> 00:17:41.000]  他再稱自己是僕人
[00:17:41.000 --> 00:17:44.000]  即是代表他承認自己的主權
[00:17:44.000 --> 00:17:46.000]  不再在自己手上
[00:17:46.000 --> 00:17:48.000]  而是屬於神約
[00:17:48.000 --> 00:17:52.000]  他選擇用一顆謙卑信服的心去回應神
[00:17:52.000 --> 00:17:56.000]  將一直他抓得很緊的成敗得失壓力
[00:17:56.000 --> 00:17:58.000]  全部都交回給神
[00:17:58.000 --> 00:18:01.000]  重新站在神那邊
[00:18:01.000 --> 00:18:05.000]  頂姐妹面對神的邀請
[00:18:05.000 --> 00:18:08.000]  約書亞的回應其實很清楚
[00:18:08.000 --> 00:18:10.000]  他願意謙卑自己
[00:18:10.000 --> 00:18:12.000]  將主權交回給神
[00:18:12.000 --> 00:18:16.000]  而當一個人真正願意信服的時候
[00:18:16.000 --> 00:18:18.000]  去跟隨神的時候
[00:18:18.000 --> 00:18:20.000]  他就會慢慢體會到
[00:18:20.000 --> 00:18:22.000]  原來神的愛是很體貼
[00:18:22.000 --> 00:18:24.000]  很可靠
[00:18:24.000 --> 00:18:28.000]  其實在約書亞記第一章一開始
[00:18:28.000 --> 00:18:31.000]  神就不斷鼓勵約書亞
[00:18:31.000 --> 00:18:32.000]  剛才也有讀過
[00:18:32.000 --> 00:18:34.000]  在一章九節
[00:18:34.000 --> 00:18:35.000]  神跟約書亞說
[00:18:35.000 --> 00:18:37.000]  我喜沒有吩咐你嗎
[00:18:37.000 --> 00:18:38.000]  你當剛強壯膽
[00:18:38.000 --> 00:18:39.000]  不要懼怕
[00:18:39.000 --> 00:18:40.000]  也不要驚惶
[00:18:40.000 --> 00:18:42.000]  因為你無論往哪裡去
[00:18:42.000 --> 00:18:46.000]  耶和華你的神都必與你同在
[00:18:46.000 --> 00:18:48.000]  其實為什麼神要一而再
[00:18:48.000 --> 00:18:51.000]  再而三去鼓勵約書亞呢
[00:18:51.000 --> 00:18:55.000]  因為神很清楚人的需要
[00:18:55.000 --> 00:18:58.000]  也很明白人的軟弱
[00:18:58.000 --> 00:18:59.000]  神一早知道
[00:18:59.000 --> 00:19:02.000]  約書亞要接摩西的棒
[00:19:02.000 --> 00:19:04.000]  壓力有多大
[00:19:04.000 --> 00:19:07.000]  以色列人連摩西都會去埋怨
[00:19:07.000 --> 00:19:10.000]  更何況是約書亞呢
[00:19:10.000 --> 00:19:12.000]  正正因為神知道我們的困難
[00:19:12.000 --> 00:19:14.000]  也明白我們的感受
[00:19:14.000 --> 00:19:17.000]  所以他在我們最需要的時候
[00:19:17.000 --> 00:19:20.000]  他就用說話去提醒我們
[00:19:20.000 --> 00:19:21.000]  去鼓勵我們
[00:19:21.000 --> 00:19:23.000]  給我們有勇氣
[00:19:23.000 --> 00:19:27.000]  去面對我們眼前的耶利哥
[00:19:27.000 --> 00:19:31.000]  而當約書亞真正站在神那邊的時候
[00:19:31.000 --> 00:19:35.000]  神又如何鼓勵約書亞呢
[00:19:35.000 --> 00:19:37.000]  其實神跟約書亞說了一句說話
[00:19:37.000 --> 00:19:40.000]  他說把你腳上的鞋脫下來
[00:19:40.000 --> 00:19:43.000]  因為你所站的地是聖的
[00:19:43.000 --> 00:19:44.000]  其實這一句
[00:19:44.000 --> 00:19:47.000]  是跟出埃及的三章五節
[00:19:47.000 --> 00:19:49.000]  幾乎是一模一樣的
[00:19:49.000 --> 00:19:51.000]  而三章五節那裡
[00:19:51.000 --> 00:19:54.000]  是當年神在燃燒的荊棘當中
[00:19:54.000 --> 00:19:56.000]  去呼召摩西
[00:19:56.000 --> 00:19:58.000]  都是在說同一句說話
[00:19:58.000 --> 00:20:03.000]  神刻意再次將摩西和約書亞連結一起
[00:20:03.000 --> 00:20:07.000]  所以當約書亞聽到這一句命令的時候
[00:20:07.000 --> 00:20:11.000]  他一定會想起神之前對他的應許
[00:20:11.000 --> 00:20:13.000]  在約書亞的一開始
