
[00:00:00.000 --> 00:00:12.000]  聽眾: 各位同學,每次聽到年青人分享他們的見證都很被激勵。
[00:04:06.000 --> 00:04:10.000]  咦,是吊腳的,
[00:04:10.000 --> 00:04:14.000]  你猜他的反應是怎麼樣的呢?
[00:04:14.000 --> 00:04:20.000]  他看到褲子是這樣的時候,就哈哈大笑,
[00:04:20.000 --> 00:04:24.000]  就說我一定要穿去同學會給我的同學看,
[00:04:24.000 --> 00:04:27.000]  讓他們知道我的家人有多麼愛我。
[00:04:27.000 --> 00:04:30.000]  結果那天晚上他真的穿了褲子,
[00:04:30.000 --> 00:04:33.000]  回到那個舊的同學會,
[00:04:33.000 --> 00:04:36.000]  同學就稱讚他EQ高,很有智慧,
[00:04:36.000 --> 00:04:40.000]  還有很羨慕他的家人那麼愛他。
[00:04:40.000 --> 00:04:45.000]  如果你是那位男士,不知道你又會怎麼選擇呢?
[00:04:45.000 --> 00:04:48.000]  看到褲子這麼短,你會不會穿它呢?
[00:04:48.000 --> 00:04:51.000]  你會選擇你自己的形象,
[00:04:51.000 --> 00:04:56.000]  還是選擇肯定你的家人,
[00:04:56.000 --> 00:04:59.000]  和重視你和他們的關係呢?
[00:04:59.000 --> 00:05:02.000]  在《馬太福音》第6章21節,
[00:05:02.000 --> 00:05:04.000]  耶穌和門徒說過,
[00:05:04.000 --> 00:05:09.000]  「你的財寶在哪裡,你的心也在哪裡,
[00:05:09.000 --> 00:05:14.000]  For where your treasure is, there your heart will be。」
[00:05:14.000 --> 00:05:18.000]  這位男士很看重他和家人的關係,
[00:05:18.000 --> 00:05:22.000]  比他自己在人面前的形象更重要。
[00:05:22.000 --> 00:05:26.000]  所以他選擇了穿著褲子出席舊同學會。
[00:05:26.000 --> 00:05:31.000]  他的選擇不僅讓他家人知道他們,
[00:05:31.000 --> 00:05:34.000]  還要重視他們,珍惜他們,
[00:05:34.000 --> 00:05:39.000]  也讓他一班的舊同學對他另眼相看。
[00:05:39.000 --> 00:05:46.000]  今天我們要看經文的主人翁,
[00:05:46.000 --> 00:05:51.000]  他的選擇和他們同族人的選擇很不一樣。
[00:05:51.000 --> 00:05:53.000]  他們是誰呢?
[00:05:53.000 --> 00:05:56.000]  他們是住在馬其頓的中部,
[00:05:56.000 --> 00:05:59.000]  即是今天的希臘的北部,
[00:05:59.000 --> 00:06:02.000]  那些人叫做比利亞人。
[00:06:02.000 --> 00:06:07.000]  大家看到他們在紅色的地方寫著「比利亞」。
[00:06:07.000 --> 00:06:09.000]  他們所住的比利亞城,
[00:06:09.000 --> 00:06:14.000]  當時被列為一個三線的城市,
[00:06:14.000 --> 00:06:21.000]  離近港口的藍色戰士族的帖薩羅尼加,
[00:06:21.000 --> 00:06:24.000]  差不多七、八十公里左右。
[00:06:24.000 --> 00:06:28.000]  比利亞本來就是一個寂寂無名的城市,
[00:06:28.000 --> 00:06:34.000]  但是今天翻查網上的資料,
[00:06:34.000 --> 00:06:39.000]  發現到今天竟然有聖經的譯本,
[00:06:39.000 --> 00:06:42.000]  甚至有研究聖經的學院,
[00:06:42.000 --> 00:06:46.000]  用他們城市的名字「比利亞」命名。
[00:06:46.000 --> 00:06:48.000]  為什麼會這樣呢?
[00:06:48.000 --> 00:06:52.000]  那裡的人究竟是怎樣的人呢?
[00:06:52.000 --> 00:06:56.000]  我們一起讀今天的經文吧。
[00:06:56.000 --> 00:06:58.000]  一二三
[00:06:58.000 --> 00:07:04.000]  當夜興門納克送保羅和西拉往比利亞去,
[00:07:04.000 --> 00:07:09.000]  二人到了,就進入猶太人的會堂。
[00:07:09.000 --> 00:07:14.000]  這地方的猶太人被帖薩羅尼加的人開明,
[00:07:14.000 --> 00:07:18.000]  熱心領受這道天天查考聖經,
[00:07:18.000 --> 00:07:22.000]  要知道這道是否真實。
[00:07:22.000 --> 00:07:26.000]  所以他們中間有許多人信仰,
[00:07:26.000 --> 00:07:32.000]  又有希臘的尊貴婦人,男人也信。
[00:07:32.000 --> 00:07:40.000]  但帖薩羅尼加的猶太人知道保羅又在比利亞傳神的道,
[00:07:40.000 --> 00:07:44.000]  就往那裡去,煽動撲撲群眾。
[00:07:44.000 --> 00:07:49.000]  於是弟兄們立刻送保羅到海邊去,
[00:07:49.000 --> 00:07:54.000]  西拉和提摩大卻仍留在比利亞。
[00:07:54.000 --> 00:07:58.000]  護送保羅的人帶他到了雅典,
[00:07:58.000 --> 00:08:05.000]  他們領了保羅的命令,叫西拉和提摩大趕快到那裡去,
[00:08:05.000 --> 00:08:08.000]  然後回去了。
[00:08:08.000 --> 00:08:13.000]  從經文的脈絡,我們知道保羅、西拉和提摩大
[00:08:13.000 --> 00:08:15.000]  是逃亡到比利亞的,
[00:08:15.000 --> 00:08:19.000]  否則他們不需要急於連夜離開。
[00:08:19.000 --> 00:08:24.000]  但他們之前又在哪裡呢?他們為什麼要逃跑呢?
[00:08:24.000 --> 00:08:28.000]  原來在《使徒行傳》第17章1開始,
[00:08:28.000 --> 00:08:32.000]  《使徒行傳》的作者盧加醫生告訴我們,
[00:08:32.000 --> 00:08:36.000]  保羅和西拉去了帖薩羅尼加這個地方,
[00:08:36.000 --> 00:08:39.000]  他們和以前一樣,
[00:08:39.000 --> 00:08:42.000]  會先到那個地方的猶太人會堂,
[00:08:42.000 --> 00:08:45.000]  向猶太人講解耶穌的道,
[00:08:45.000 --> 00:08:50.000]  告訴他們耶穌是他們一直所等待的尼塞亞。
[00:08:50.000 --> 00:08:53.000]  在那裡,有些猶太人和希臘人信了耶穌,
[00:08:53.000 --> 00:08:58.000]  但也有一群不願意相信的猶太人,
[00:08:58.000 --> 00:09:03.000]  他們一方面無法接受神的受高者一定要受害,
[00:09:03.000 --> 00:09:05.000]  還要從死裡復活。
[00:09:05.000 --> 00:09:08.000]  另一方面,他們也很妒忌保羅,
[00:09:08.000 --> 00:09:11.000]  妒忌保羅的口才和號召力,
[00:09:11.000 --> 00:09:15.000]  很擔心很多人相信了保羅所說的話,
[00:09:15.000 --> 00:09:17.000]  就不再聽他們說,
[00:09:17.000 --> 00:09:22.000]  不再聽他們說一直在維護的猶太思想和教導。
[00:09:22.000 --> 00:09:25.000]  於是他們請了一群土匪,
[00:09:25.000 --> 00:09:28.000]  即是我們現在所說的黑道人士,
[00:09:28.000 --> 00:09:31.000]  去煽動那裡的百姓,
[00:09:31.000 --> 00:09:35.000]  誣告他們,說他們是搞亂社會秩序,
[00:09:35.000 --> 00:09:38.000]  違反凱撒的命令。
[00:09:38.000 --> 00:09:41.000]  保羅和希臘因為不想連累他們,
[00:09:41.000 --> 00:09:44.000]  當時收容他們的弟兄,叫做耶穌,
[00:09:44.000 --> 00:09:47.000]  所以就決定漏夜地離開。
[00:09:48.000 --> 00:09:54.000]  其實我們從保羅寫給羅馬信徒的書信當中,
[00:09:54.000 --> 00:09:57.000]  即是在羅馬書第十五章十九節的時候,
[00:09:57.000 --> 00:10:03.000]  我們知道其實本來保羅打算離開了帖撒羅尼加之後,
[00:10:03.000 --> 00:10:08.000]  就會往西北,我們看那圖藍色的虛線,
[00:10:08.000 --> 00:10:12.000]  往西北上去到以利尼古,
[00:10:12.000 --> 00:10:16.000]  然後之後再向西南下去,
[00:10:16.000 --> 00:10:18.000]  去意大利的羅馬,
[00:10:18.000 --> 00:10:20.000]  因為保羅一直很想去羅馬。
[00:10:20.000 --> 00:10:23.000]  誰知道因為這個突如其來的變故,
[00:10:23.000 --> 00:10:25.000]  使他們一定要轉軚,
[00:10:25.000 --> 00:10:27.000]  就去了比利亞那裡,
[00:10:27.000 --> 00:10:31.000]  即是我們看到星星那裡指著比利亞的地方。
[00:10:31.000 --> 00:10:35.000]  雖然比利亞不是他們計劃要去的地方,
[00:10:35.000 --> 00:10:38.000]  但是我們剛才所讀在第十節那裡,
[00:10:38.000 --> 00:10:39.000]  路加告訴我們,
[00:10:39.000 --> 00:10:41.000]  到了比利亞之後,
[00:10:41.000 --> 00:10:44.000]  保羅和希臘都是一如過往,
[00:10:44.000 --> 00:10:46.000]  到了安息日,
[00:10:46.000 --> 00:10:48.000]  就去了猶太人的會堂,
[00:10:48.000 --> 00:10:50.000]  在那裡跟人講解福音。
[00:10:50.000 --> 00:10:53.000]  雖然都是猶太人,
[00:10:53.000 --> 00:10:58.000]  但是這裡的猶太人和帖撒羅尼加的猶太人不一樣。
[00:10:58.000 --> 00:11:00.000]  剛才我們讀在十一節那裡,
[00:11:00.000 --> 00:11:05.000]  告訴我們帖撒羅尼加的猶太人是怎樣的,
[00:11:05.000 --> 00:11:07.000]  開明。
[00:11:10.000 --> 00:11:14.000]  聽了保羅講的東西之後,
[00:11:14.000 --> 00:11:16.000]  這些比利亞的猶太人,
[00:11:16.000 --> 00:11:19.000]  不像帖撒羅尼加的猶太人,
[00:11:19.000 --> 00:11:21.000]  馬上去拒絕,
[00:11:21.000 --> 00:11:23.000]  不願意繼續聽。
[00:11:23.000 --> 00:11:24.000]  相反的,
[00:11:24.000 --> 00:11:27.000]  他們抱著一個很開放的態度,
[00:11:27.000 --> 00:11:31.000]  不被自己的偏見和固有的觀念影響。
[00:11:31.000 --> 00:11:37.000]  我相信開明的人都是比較有遠見和謙卑的人,
[00:11:37.000 --> 00:11:41.000]  因為他們接受了自己不是所有東西都知道,
[00:11:41.000 --> 00:11:44.000]  為了要更加明白事理,
[00:11:44.000 --> 00:11:47.000]  幫助他們自己作出一個正確的決定的時候,
[00:11:47.000 --> 00:11:49.000]  他們會很樂意,
[00:11:49.000 --> 00:11:51.000]  先放下自己的一些想法,
[00:11:51.000 --> 00:11:55.000]  客觀地尋根究底。
[00:11:55.000 --> 00:11:57.000]  路加告訴我們,
[00:11:57.000 --> 00:12:00.000]  比利亞人開明的態度,
[00:12:00.000 --> 00:12:06.000]  促使他們熱心領受保羅所講的耶穌的道。
[00:12:06.000 --> 00:12:07.000]  弟兄姊妹,
[00:12:07.000 --> 00:12:08.000]  我想問問你,
[00:12:08.000 --> 00:12:11.000]  你覺得自己是一個開明的人嗎?
[00:12:11.000 --> 00:12:16.000]  你覺得你願不願意熱心領受神的道呢?
[00:12:16.000 --> 00:12:18.000]  我們談談吧,
[00:12:18.000 --> 00:12:23.000]  通常不開明、不開放、不願意接受新事物,
[00:12:23.000 --> 00:12:25.000]  都有幾個不同的原因,
[00:12:25.000 --> 00:12:28.000]  我歸納了三個原因。
[00:12:28.000 --> 00:12:29.000]  第一個原因,
[00:12:29.000 --> 00:12:33.000]  通常是我們目光比較短淺,
[00:12:33.000 --> 00:12:36.000]  這與有遠見剛剛相反,
[00:12:36.000 --> 00:12:40.000]  這些人通常只關注眼前的事,
[00:12:40.000 --> 00:12:41.000]  我們經常很近視,
[00:12:41.000 --> 00:12:43.000]  只看前面的東西,
[00:12:43.000 --> 00:12:46.000]  是否合乎他們的心意,
[00:12:46.000 --> 00:12:48.000]  又或者像我們中國人經常說的,
[00:12:48.000 --> 00:12:51.000]  今朝有酒今朝醉。
[00:12:51.000 --> 00:12:52.000]  有可能,
[00:12:52.000 --> 00:12:55.000]  這些人為何目光這麼短淺呢?
[00:12:55.000 --> 00:12:58.000]  可能一直都是習慣了沒有計劃的生活,
[00:12:58.000 --> 00:13:01.000]  所以從小到大都是這樣,
[00:13:01.000 --> 00:13:03.000]  都是成長的時候,
[00:13:03.000 --> 00:13:05.000]  所以就沒有辦法,
[00:13:05.000 --> 00:13:07.000]  但也很有可能,
[00:13:07.000 --> 00:13:10.000]  這些人是受了他們的經歷所影響,
[00:13:10.000 --> 00:13:12.000]  因為過去的經歷,
[00:13:12.000 --> 00:13:16.000]  讓他們感到很多事都好像事與願違,
[00:13:16.000 --> 00:13:20.000]  他們沒有辦法去決定或者掌握,
[00:13:20.000 --> 00:13:23.000]  這些日積月累的無奈感,
[00:13:23.000 --> 00:13:29.000]  讓他們決定以後都是專注在眼前的事比較好。
[00:13:29.000 --> 00:13:31.000]  即使人能夠明白自己的限制,
[00:13:31.000 --> 00:13:34.000]  不強求是一件好事,
[00:13:34.000 --> 00:13:36.000]  但這個發念,
[00:13:36.000 --> 00:13:39.000]  不一定要用消極的態度去接受,
[00:13:39.000 --> 00:13:44.000]  倘若我們可以將這個信心去轉移,
[00:13:44.000 --> 00:13:46.000]  從自己有限的自己,
[00:13:46.000 --> 00:13:49.000]  轉去無限的神那裡,
[00:13:49.000 --> 00:13:52.000]  我們就仍然可以找到盼望,
[00:13:52.000 --> 00:13:58.000]  仍然可以為將來遠一點的事做出計劃。
[00:13:58.000 --> 00:14:01.000]  第二個讓我們沒辦法開明的原因,
[00:14:01.000 --> 00:14:06.000]  通常都是我們會被驕傲所蒙蔽著,
[00:14:06.000 --> 00:14:07.000]  是什麼意思?
[00:14:07.000 --> 00:14:10.000]  就是當人認為自己的想法,
[00:14:10.000 --> 00:14:12.000]  選擇已經是最好的,
[00:14:12.000 --> 00:14:14.000]  最完美的,
[00:14:14.000 --> 00:14:17.000]  不需要再有任何改善的地方,
[00:14:17.000 --> 00:14:22.000]  通常這些人可能一直都是生命中的大贏家,
[00:14:22.000 --> 00:14:25.000]  沒有經歷過挫折,
[00:14:25.000 --> 00:14:28.000]  以及沒有經歷過失敗,
[00:14:28.000 --> 00:14:31.000]  以致他們覺得自己什麼都可以做到。
[00:14:31.000 --> 00:14:33.000]  而最後呢?
[00:14:33.000 --> 00:14:36.000]  最後讓人不開明的另一個原因,
[00:14:36.000 --> 00:14:40.000]  我覺得是當我們缺乏安全感,
[00:14:40.000 --> 00:14:42.000]  就是我們經常說的,
[00:14:42.000 --> 00:14:45.000]  不願意踏出自己的安恕區的人,
[00:14:45.000 --> 00:14:51.000]  這些人往往是因為擔心遇到一些自己不懂得應付的事,
[00:14:51.000 --> 00:14:54.000]  或者擔心會失控,
[00:14:54.000 --> 00:14:57.000]  不願意踏出自己的安恕區。
[00:14:57.000 --> 00:15:00.000]  所以未嘗試過已經卻步,
[00:15:00.000 --> 00:15:01.000]  換個角度來說,
[00:15:01.000 --> 00:15:05.000]  就是用逃避來自我保護。
[00:15:05.000 --> 00:15:10.000]  其實想保險一點是無可厚非的,
[00:15:10.000 --> 00:15:17.000]  但是避開不代表問題是不會找上門,
[00:15:17.000 --> 00:15:20.000]  這個寧願處於被動的心態,
[00:15:20.000 --> 00:15:24.000]  到最後其實也很有可能會讓我們自己,
[00:15:24.000 --> 00:15:28.000]  因為沒有足夠時間作準備,
[00:15:28.000 --> 00:15:33.000]  而沒有辦法去應付一些突如其來的危機。
[00:15:33.000 --> 00:15:36.000]  貼薩羅尼加的猶太人,
[00:15:36.000 --> 00:15:38.000]  一向都為了他們的身份,
[00:15:38.000 --> 00:15:39.000]  他們的地位,
[00:15:39.000 --> 00:15:41.000]  以及他們很精通摩西的律法,
[00:15:41.000 --> 00:15:43.000]  而感到很自豪,
[00:15:43.000 --> 00:15:47.000]  再加上他們對尼塞亞的觀念,
[00:15:47.000 --> 00:15:51.000]  向來都是帶著一廂情願的期望,
[00:15:51.000 --> 00:15:57.000]  他們認為基督就是要來在他們地上領袖作王,
[00:15:57.000 --> 00:16:03.000]  還有他們很希望可以擺脫外邦人的想法,
[00:16:03.000 --> 00:16:05.000]  這一切的執著,
[00:16:05.000 --> 00:16:08.000]  讓他們沒有辦法接受保羅所傳,
[00:16:08.000 --> 00:16:10.000]  有關耶穌的使徑,
[00:16:10.000 --> 00:16:13.000]  和耶穌降世的目的。
[00:16:13.000 --> 00:16:15.000]  很可惜,
[00:16:15.000 --> 00:16:17.000]  他們因為只顧著眼前的事,
[00:16:17.000 --> 00:16:20.000]  被他們的驕傲所蒙蔽,
[00:16:20.000 --> 00:16:21.000]  以至最後,
[00:16:21.000 --> 00:16:27.000]  他們不但不可以重建家園,
[00:16:27.000 --> 00:16:30.000]  還經歷了真正的平安,
[00:16:30.000 --> 00:16:32.000]  這些不開明的態度,
[00:16:32.000 --> 00:16:36.000]  更讓他們錯失了得著救恩,
[00:16:36.000 --> 00:16:39.000]  和與神復和的機會。
[00:16:39.000 --> 00:16:41.000]  其實今天,
[00:16:41.000 --> 00:16:44.000]  有很多信了很多年的人,
[00:16:44.000 --> 00:16:46.000]  他們缺志了之後,
[00:16:46.000 --> 00:16:51.000]  以為自己已經得著了基督信仰的精髓,
[00:16:51.000 --> 00:16:55.000]  以為缺志就是為了得到神隨時的幫助,
[00:16:55.000 --> 00:16:57.000]  以為信了耶穌得永生,
[00:16:57.000 --> 00:16:59.000]  就是死後上天堂,
[00:16:59.000 --> 00:17:01.000]  等等等等。
[00:17:01.000 --> 00:17:06.000]  他們將很多民間信仰的元素,
[00:17:06.000 --> 00:17:09.000]  混雜在基督信仰當中,
[00:17:09.000 --> 00:17:12.000]  就像這些貼羅尼加的猶太人一樣,
[00:17:12.000 --> 00:17:17.000]  他們對耶穌的救贖目的充滿了假象,
[00:17:17.000 --> 00:17:20.000]  不真實的想像,
[00:17:20.000 --> 00:17:22.000]  這些不全面,
[00:17:22.000 --> 00:17:25.000]  甚至是夾雜了錯誤觀念的信念,
[00:17:25.000 --> 00:17:28.000]  讓他們雖然接受了福音,
[00:17:28.000 --> 00:17:31.000]  但經歷不了福音帶來的改變,
[00:17:31.000 --> 00:17:33.000]  有了主的新生命,
[00:17:33.000 --> 00:17:37.000]  生活卻仍然感到很乏力,
[00:17:37.000 --> 00:17:42.000]  他們又會否因為要同時應付世界的要求,
[00:17:42.000 --> 00:17:44.000]  和教會的要求,
[00:17:44.000 --> 00:17:50.000]  有時活得比不信的人更辛苦,
[00:17:50.000 --> 00:17:52.000]  更迷茫,
[00:17:52.000 --> 00:17:54.000]  真的很可憐。
[00:17:54.000 --> 00:17:57.000]  我們回到經文,
[00:17:57.000 --> 00:17:59.000]  經文告訴我們,
[00:17:59.000 --> 00:18:01.000]  比利亞人的開明,
[00:18:01.000 --> 00:18:06.000]  令他們很願意熱心地領受神的道,
[00:18:06.000 --> 00:18:12.000]  有聖經譯本將「熱心領受」翻譯為
[00:18:12.000 --> 00:18:16.000]  「熱心傾聽」和「甘心接受」,
[00:18:16.000 --> 00:18:20.000]  但這不代表他們會聽什麼就信什麼,
[00:18:20.000 --> 00:18:23.000]  甚至盲目地接受,
[00:18:23.000 --> 00:18:26.000]  這些提比利人並不是沒有見識的人,
[00:18:26.000 --> 00:18:29.000]  不是人魂亦魂的人,
[00:18:29.000 --> 00:18:31.000]  相反的,其實他們很謹慎,
[00:18:31.000 --> 00:18:34.000]  很渴望明白真理,
[00:18:34.000 --> 00:18:37.000]  所以經文在十一節的後半部告訴我們,
[00:18:37.000 --> 00:18:41.000]  他們天天查考聖經,
[00:18:41.000 --> 00:18:44.000]  要知道這道是否真實,
[00:18:44.000 --> 00:18:47.000]  這裡的聖經是指舊約的聖經,
[00:18:47.000 --> 00:18:49.000]  因為當時是沒有新約聖經,
[00:18:49.000 --> 00:18:54.000]  而天天就是用來形容他們的迫切,
[00:18:54.000 --> 00:18:57.000]  和毫不怠慢的態度,
[00:18:57.000 --> 00:18:59.000]  這麼積極地去探索,
[00:18:59.000 --> 00:19:01.000]  是因為他們不想浪費時間,
[00:19:01.000 --> 00:19:07.000]  希望盡快確定耶穌是他們一直在等候的彌賽亞。
[00:19:07.000 --> 00:19:13.000]  當人們迫切地尋求他們一做好渴求得到的東西時,
[00:19:13.000 --> 00:19:16.000]  通常很容易會掉進陷阱,
[00:19:16.000 --> 00:19:17.000]  不知道你們有沒有試過,
[00:19:17.000 --> 00:19:20.000]  就好像2020年剛開始的時候,
[00:19:20.000 --> 00:19:22.000]  年初的時候,
[00:19:22.000 --> 00:19:25.000]  新冠肺炎剛爆發,
[00:19:25.000 --> 00:19:27.000]  很多人買不到口罩,
[00:19:27.000 --> 00:19:30.000]  記得那時候還有些潮語出現,
[00:19:30.000 --> 00:19:33.000]  例如口罩告急,
[00:19:33.000 --> 00:19:36.000]  或者一罩難求等等。
[00:19:36.000 --> 00:19:38.000]  這個口罩荒,
[00:19:38.000 --> 00:19:41.000]  也讓很多不法之徒去利用它,
[00:19:41.000 --> 00:19:43.000]  所以很多人受騙,
[00:19:43.000 --> 00:19:45.000]  很多人付了錢,
[00:19:45.000 --> 00:19:49.000]  但是等來等去都等不到要訂的貨物。
[00:19:49.000 --> 00:19:51.000]  當我們聽過這些騙案,
[00:19:51.000 --> 00:19:53.000]  我們都會引以為鑑,
[00:19:53.000 --> 00:19:55.000]  特別小心,
[00:19:55.000 --> 00:19:58.000]  如果尋求口罩,
[00:19:58.000 --> 00:20:01.000]  我們都要這麼謹慎小心的時候,
[00:20:01.000 --> 00:20:04.000]  何況是當我們要去尋求真理,
[00:20:04.000 --> 00:20:06.000]  尋求了解,
[00:20:06.000 --> 00:20:11.000]  關乎我們永恆歸屬的事。
[00:20:11.000 --> 00:20:15.000]  比利亞人雖然迫切地想知道基督的一切,
[00:20:15.000 --> 00:20:18.000]  但是他們更不想信錯了,
[00:20:18.000 --> 00:20:21.000]  所以他們天天查考聖經,
[00:20:21.000 --> 00:20:23.000]  積極地探索,
[00:20:23.000 --> 00:20:27.000]  因為這只是最有保證的方法。
[00:20:27.000 --> 00:20:30.000]  但是在香港這個事事講求效率,
[00:20:30.000 --> 00:20:33.000]  什麼都要快的社會,
[00:20:33.000 --> 00:20:35.000]  我們從小就已經學習了,
[00:20:35.000 --> 00:20:37.000]  知道如何速讀,
[00:20:37.000 --> 00:20:40.000]  或者學習了考試攻略,
[00:20:40.000 --> 00:20:42.000]  要用最短的時間去溫習,
[00:20:42.000 --> 00:20:46.000]  從小就會被訓練我們如何去貼題,
[00:20:46.000 --> 00:20:51.000]  如何用一些不用讀完所有考試的內容,
[00:20:51.000 --> 00:20:54.000]  就可以拿到好成績的方法。
[00:20:54.000 --> 00:20:57.000]  這些促成學習的方式,
[00:20:57.000 --> 00:21:02.000]  與比利亞人研究聖經的方法相比,
[00:21:02.000 --> 00:21:05.000]  簡直是差天共地,
[00:21:05.000 --> 00:21:08.000]  但是因為我們一直都習慣了,
[00:21:08.000 --> 00:21:12.000]  所以很難怪對於很多的香港人,
[00:21:12.000 --> 00:21:14.000]  要他們仔細地,
[00:21:14.000 --> 00:21:16.000]  靜心地去看聖經,
[00:21:16.000 --> 00:21:18.000]  會覺得很困難。
[00:21:18.000 --> 00:21:20.000]  我經常聽到一些弟兄姊妹說,
[00:21:20.000 --> 00:21:22.000]  覺得不知為何,
[00:21:22.000 --> 00:21:26.000]  怎樣讀都讀不進腦,不明白。
[00:21:26.000 --> 00:21:28.000]  因為閱讀神的話,
[00:21:28.000 --> 00:21:30.000]  不單要花時間,
[00:21:30.000 --> 00:21:34.000]  也要有一定的方法,
[00:21:34.000 --> 00:21:37.000]  還要用心去看。
[00:21:37.000 --> 00:21:40.000]  我聽過一些信徒這樣說,
[00:21:40.000 --> 00:21:43.000]  他們很想快點把聖經讀完一次,
[00:21:43.000 --> 00:21:46.000]  又或者是為了向教目,
[00:21:46.000 --> 00:21:48.000]  或者其他信徒交代,
[00:21:48.000 --> 00:21:50.000]  所以他們就會很努力,
[00:21:50.000 --> 00:21:52.000]  很有恆心去看。
[00:21:52.000 --> 00:21:54.000]  但是他們每天,
[00:21:54.000 --> 00:21:56.000]  雖然花了一些時間去閱讀,
[00:21:56.000 --> 00:22:00.000]  但是又沒有給自己足夠的時間,
[00:22:00.000 --> 00:22:02.000]  和空間去反省,
