
[00:00:00.000 --> 00:00:06.000]  謝謝Watson帶領我們去慶拜的時間
[00:05:38.000 --> 00:05:40.000]  就好像看《約瑟》、《以斯帖》
[00:05:40.000 --> 00:05:42.000]  這些不同的記載等等
[00:05:42.000 --> 00:05:44.000]  其實都是一些智慧文學
[00:05:44.000 --> 00:05:45.000]  智慧文學是什麼呢
[00:05:45.000 --> 00:05:48.000]  就是原來透過一些歷史人物的經歷
[00:05:48.000 --> 00:05:50.000]  去引發讀者去看
[00:05:50.000 --> 00:05:52.000]  究竟怎樣能夠
[00:05:52.000 --> 00:05:54.000]  去活出一個正確的信仰生活
[00:05:54.000 --> 00:05:56.000]  而我們今天看的第一章
[00:05:56.000 --> 00:05:58.000]  其實是整個旦爾利書的引熱
[00:05:58.000 --> 00:06:00.000]  不過當我們剛才讀的時候
[00:06:00.000 --> 00:06:02.000]  可能也會問一個問題
[00:06:02.000 --> 00:06:04.000]  究竟旦爾利書身處在一個
[00:06:04.000 --> 00:06:06.000]  那個年代的光景是怎樣呢
[00:06:06.000 --> 00:06:08.000]  其實旦爾利當時
[00:06:08.000 --> 00:06:10.000]  身處在猶大國的末期左右
[00:06:10.000 --> 00:06:12.000]  經文呢
[00:06:12.000 --> 00:06:14.000]  剛才大家讀到一個黃的
[00:06:14.000 --> 00:06:16.000]  叫做約亞敬
[00:06:16.000 --> 00:06:19.000]  原來約亞敬的爸爸叫做約西亞
[00:06:19.000 --> 00:06:20.000]  其實他死了之後
[00:06:20.000 --> 00:06:22.000]  本身不是約亞敬繼位的
[00:06:22.000 --> 00:06:24.000]  其實本身是他的弟弟
[00:06:24.000 --> 00:06:26.000]  約哈斯去繼位的
[00:06:26.000 --> 00:06:28.000]  不過誰知道在三個月之後
[00:06:28.000 --> 00:06:30.000]  約哈斯呢
[00:06:30.000 --> 00:06:32.000]  他就被埃及王
[00:06:32.000 --> 00:06:34.000]  把他老成埃及
[00:06:34.000 --> 00:06:36.000]  然後埃及王就立了一個人
[00:06:36.000 --> 00:06:38.000]  叫做伊利亞敬做皇帝
[00:06:38.000 --> 00:06:40.000]  然後就把他的名字改成約亞敬
[00:06:40.000 --> 00:06:42.000]  正正就是
[00:06:42.000 --> 00:06:44.000]  這個約哈斯的二哥
[00:06:44.000 --> 00:06:46.000]  就是約亞敬
[00:06:46.000 --> 00:06:48.000]  所以這個經文我們會看到約亞敬
[00:06:48.000 --> 00:06:50.000]  其實就是以前的伊利亞敬
[00:06:50.000 --> 00:06:52.000]  現在這個皇帝
[00:06:52.000 --> 00:06:54.000]  其實你會看到的情況就是
[00:06:54.000 --> 00:06:56.000]  他本身就是埃及的傀儡
[00:06:56.000 --> 00:06:58.000]  不過這個王本身都不是什麼好的王
[00:06:58.000 --> 00:07:00.000]  因為其實他都是行惡的
[00:07:00.000 --> 00:07:02.000]  眼中看為惡的事
[00:07:02.000 --> 00:07:04.000]  而同一時間
[00:07:04.000 --> 00:07:06.000]  當時巴比倫國正正興起
[00:07:06.000 --> 00:07:08.000]  其實在主前的六零五年
[00:07:08.000 --> 00:07:10.000]  埃及王就被巴比倫王擊敗
[00:07:10.000 --> 00:07:12.000]  而當時巴比倫王就被巴比倫王擊敗
[00:07:12.000 --> 00:07:14.000]  而當時巴比倫王離部
[00:07:14.000 --> 00:07:16.000]  隔壁的薩王
[00:07:16.000 --> 00:07:18.000]  更加誠信去圍困耶路撒冷
[00:07:18.000 --> 00:07:20.000]  逼他們投降
[00:07:20.000 --> 00:07:22.000]  當你剛剛看第一到第二節
[00:07:22.000 --> 00:07:24.000]  我們就會看到約亞敬的回應是什麼呢
[00:07:24.000 --> 00:07:26.000]  就是其實他完全臣服於巴比倫王
[00:07:26.000 --> 00:07:28.000]  他更加將聖殿裡的器命
[00:07:28.000 --> 00:07:30.000]  送給巴比倫王
[00:07:30.000 --> 00:07:32.000]  而巴比倫王就做了一件事
[00:07:32.000 --> 00:07:34.000]  就是將這些器命
[00:07:34.000 --> 00:07:36.000]  放在巴比倫的神的廟裡
[00:07:36.000 --> 00:07:38.000]  其實這個都是當時
[00:07:38.000 --> 00:07:40.000]  外邦人在
[00:07:40.000 --> 00:07:42.000]  通常都會有的行為
[00:07:42.000 --> 00:07:44.000]  意味著什麼呢
[00:07:44.000 --> 00:07:46.000]  我們的神能夠征服其他民族的神
[00:07:46.000 --> 00:07:48.000]  意味著什麼呢
[00:07:48.000 --> 00:07:50.000]  而通常這個就是
[00:07:50.000 --> 00:07:52.000]  巴比倫人對他的神
[00:07:52.000 --> 00:07:54.000]  發出的崇拜和感恩
[00:07:54.000 --> 00:07:56.000]  但以來正正就是
[00:07:56.000 --> 00:07:58.000]  在這個背景下生活
[00:07:58.000 --> 00:08:00.000]  就是面臨著一個
[00:08:00.000 --> 00:08:02.000]  國破家亡的環境生活
[00:08:02.000 --> 00:08:04.000]  當你剛剛看第一章
[00:08:04.000 --> 00:08:06.000]  我們會看到巴比倫離部隔壁薩王
[00:08:06.000 --> 00:08:08.000]  推行了一系列的政策
[00:08:08.000 --> 00:08:10.000]  他吩咐了太監長阿斯比拿
[00:08:10.000 --> 00:08:12.000]  在以色列的中室和貴族裡
[00:08:12.000 --> 00:08:14.000]  帶了幾個人來
[00:08:14.000 --> 00:08:16.000]  不過這些人是有條件的
[00:08:16.000 --> 00:08:18.000]  他通常有什麼條件呢
[00:08:18.000 --> 00:08:20.000]  就是一些沒有殘疾
[00:08:20.000 --> 00:08:22.000]  又年輕
[00:08:22.000 --> 00:08:24.000]  大概十八歲的年紀
[00:08:24.000 --> 00:08:26.000]  又年輕、帥哥又有家底
[00:08:26.000 --> 00:08:28.000]  還有一點學識
[00:08:28.000 --> 00:08:30.000]  總之他就是
[00:08:30.000 --> 00:08:32.000]  要有外在美、有內在美的人
[00:08:32.000 --> 00:08:34.000]  而離部隔壁薩王
[00:08:34.000 --> 00:08:36.000]  可以說是搶人才
[00:08:36.000 --> 00:08:38.000]  他搶人才
[00:08:38.000 --> 00:08:40.000]  希望把人才帶回來
[00:08:40.000 --> 00:08:42.000]  再培訓教他們巴比倫的
[00:08:42.000 --> 00:08:44.000]  文化、語言
[00:08:44.000 --> 00:08:46.000]  信仰、甚至供他們膳食
[00:08:46.000 --> 00:08:48.000]  經過三年的教育
[00:08:48.000 --> 00:08:50.000]  再教育之後
[00:08:50.000 --> 00:08:52.000]  希望他三年之後
[00:08:52.000 --> 00:08:54.000]  能夠在皇宮裡服侍
[00:08:54.000 --> 00:08:56.000]  其實這個都是一些古錦東文化
[00:08:56.000 --> 00:08:58.000]  常有的做法
[00:08:58.000 --> 00:09:00.000]  希望透過這個童化的政策
[00:09:00.000 --> 00:09:02.000]  能夠將其他國家的精英
[00:09:02.000 --> 00:09:04.000]  進行可能是洗腦
[00:09:04.000 --> 00:09:06.000]  再重新再教育的文化
[00:09:06.000 --> 00:09:08.000]  希望他們能夠為自己的國家效力
[00:09:08.000 --> 00:09:10.000]  所以
[00:09:10.000 --> 00:09:12.000]  但以來
[00:09:12.000 --> 00:09:14.000]  由昔日的可能是貴咒
[00:09:14.000 --> 00:09:16.000]  變成現在今天的盧布
[00:09:16.000 --> 00:09:18.000]  對於異國的環境
[00:09:18.000 --> 00:09:20.000]  他和他的朋友
[00:09:20.000 --> 00:09:22.000]  成為了被簡選的一群
[00:09:22.000 --> 00:09:24.000]  要去為巴比倫皇服侍
[00:09:24.000 --> 00:09:26.000]  用三年的時間重新
[00:09:26.000 --> 00:09:28.000]  再去教育當地的文化和信仰
[00:09:28.000 --> 00:09:30.000]  更加重要的是什麼
[00:09:30.000 --> 00:09:32.000]  我們會看到大約的作者
[00:09:32.000 --> 00:09:34.000]  在第六到第七節
[00:09:34.000 --> 00:09:36.000]  更加帶出一個很重要的轉變
[00:09:36.000 --> 00:09:38.000]  就是改名換姓
[00:09:38.000 --> 00:09:40.000]  我們會看到
[00:09:40.000 --> 00:09:42.000]  我們會看到
[00:09:42.000 --> 00:09:44.000]  由丹爾利變成法提沙薩
[00:09:44.000 --> 00:09:46.000]  哈拿利亞變成沙德拉
[00:09:46.000 --> 00:09:48.000]  米沙利變成米薩
[00:09:48.000 --> 00:09:50.000]  阿薩利亞變成阿伯尼哥
[00:09:50.000 --> 00:09:52.000]  我們會覺得這個改名
[00:09:52.000 --> 00:09:54.000]  其實是很平常的事
[00:09:54.000 --> 00:09:56.000]  是入鄉隨俗
[00:09:56.000 --> 00:09:58.000]  不過其實這裡正是講一個
[00:09:58.000 --> 00:10:00.000]  identity的轉變
[00:10:00.000 --> 00:10:02.000]  對於當時的文化人來說
[00:10:02.000 --> 00:10:04.000]  每個名字背後都有一個意思
[00:10:04.000 --> 00:10:06.000]  就好像我們中文名字
[00:10:06.000 --> 00:10:08.000]  可能我們改別人的名字
[00:10:08.000 --> 00:10:10.000]  都有他的意思
[00:10:10.000 --> 00:10:12.000]  舉個例子,我幫我女兒改名
[00:10:12.000 --> 00:10:14.000]  做希敏,其實是希望
[00:10:14.000 --> 00:10:16.000]  她記得這個世界是有盼望
[00:10:16.000 --> 00:10:18.000]  是有希望的,同樣希望她記得
[00:10:18.000 --> 00:10:20.000]  神是一個憐憫人的神
[00:10:20.000 --> 00:10:22.000]  我想同樣對於當時的人來說
[00:10:22.000 --> 00:10:24.000]  她改的名字背後
[00:10:24.000 --> 00:10:26.000]  都有她的意思
[00:10:26.000 --> 00:10:28.000]  丹爾利和他的朋友的名字
[00:10:28.000 --> 00:10:30.000]  原來丹爾利的名字
[00:10:30.000 --> 00:10:32.000]  是上帝審判
[00:10:32.000 --> 00:10:34.000]  哈拿利亞的名字是耶華斯恩
[00:10:34.000 --> 00:10:36.000]  米沙利的意思是
[00:10:36.000 --> 00:10:38.000]  誰將上帝
[00:10:38.000 --> 00:10:40.000]  阿薩利亞的名字是耶華幫助
[00:10:40.000 --> 00:10:42.000]  不過當他們改名
[00:10:42.000 --> 00:10:44.000]  做一個巴比倫的字頭
[00:10:44.000 --> 00:10:46.000]  原來有一個不同的意思
[00:10:46.000 --> 00:10:48.000]  巴提沙薩
[00:10:48.000 --> 00:10:50.000]  其實她原文的意思
[00:10:50.000 --> 00:10:52.000]  是一個巴比倫王馬杜特的太太
[00:10:52.000 --> 00:10:54.000]  也有一種求你保護皇帝的意思
[00:10:54.000 --> 00:10:56.000]  沙德拉的意思
[00:10:56.000 --> 00:10:58.000]  是我害怕神的意思
[00:10:58.000 --> 00:11:00.000]  阿薩利亞的意思
[00:11:00.000 --> 00:11:02.000]  是尼泊的僕人
[00:11:02.000 --> 00:11:06.000]  尼泊是巴比倫王其中一個偶像的名字
[00:11:06.000 --> 00:11:08.000]  由此可見,名字的轉變
[00:11:08.000 --> 00:11:12.000]  同樣帶來他們信仰和身份的轉變
[00:11:12.000 --> 00:11:14.000]  由耶和華的子民
[00:11:14.000 --> 00:11:16.000]  轉變成巴比倫神的子民
[00:11:16.000 --> 00:11:18.000]  這三種同化的策略
[00:11:18.000 --> 00:11:22.000]  為要的是他們全力向巴比倫效忠
[00:11:22.000 --> 00:11:24.000]  面對著這個環境
[00:11:24.000 --> 00:11:26.000]  帶來的衝擊和限制
[00:11:26.000 --> 00:11:28.000]  達爾利的回應是什麼呢?
[00:11:28.000 --> 00:11:30.000]  當你看到第八節的時候
[00:11:30.000 --> 00:11:32.000]  經文這樣說
[00:11:32.000 --> 00:11:34.000]  達爾利立志不二王的善和
[00:11:34.000 --> 00:11:36.000]  王所飲的酒,淹污自己
[00:11:36.000 --> 00:11:38.000]  立志這個字
[00:11:38.000 --> 00:11:40.000]  其實是有放在心上的意思
[00:11:40.000 --> 00:11:42.000]  即是說達爾利
[00:11:42.000 --> 00:11:44.000]  其實持續地不將
[00:11:44.000 --> 00:11:46.000]  這個王的善和王所飲的酒
[00:11:46.000 --> 00:11:48.000]  去淹污自己
[00:11:48.000 --> 00:11:50.000]  這件事持續不斷放在心上
[00:11:50.000 --> 00:11:52.000]  他更加帶出
[00:11:52.000 --> 00:11:54.000]  他更加有行動去做的之後
[00:11:54.000 --> 00:11:56.000]  但可能我們會奇怪的是
[00:11:56.000 --> 00:12:00.000]  為什麼他會選擇不做這件事呢?
[00:12:00.000 --> 00:12:02.000]  其實對於達爾利來說
[00:12:02.000 --> 00:12:04.000]  秘魯這件事他不能選擇的
[00:12:04.000 --> 00:12:06.000]  要被教育他不能選擇的
[00:12:06.000 --> 00:12:08.000]  不過他可以選擇怎樣去分辨
[00:12:08.000 --> 00:12:10.000]  被改名他不能選擇
[00:12:10.000 --> 00:12:12.000]  但是他可以繼續知道自己民族的名字
[00:12:12.000 --> 00:12:14.000]  但是去到王的善食
[00:12:14.000 --> 00:12:16.000]  其實原來王的善食
[00:12:16.000 --> 00:12:18.000]  背後隱藏著兩種不同的意思
[00:12:18.000 --> 00:12:20.000]  一方面是他想要
[00:12:20.000 --> 00:12:22.000]  去分辨不同的意思
[00:12:22.000 --> 00:12:24.000]  一方面原來王的善食
[00:12:24.000 --> 00:12:26.000]  是在說原來那些善食
[00:12:26.000 --> 00:12:28.000]  有可能會被奉上
[00:12:28.000 --> 00:12:30.000]  給巴比倫神明做祭品之後
[00:12:30.000 --> 00:12:32.000]  再給他的侍從吃
[00:12:32.000 --> 00:12:34.000]  所以吃了就等於跟巴比倫王
[00:12:34.000 --> 00:12:36.000]  拉上關係
[00:12:36.000 --> 00:12:38.000]  而另一方面就是
[00:12:38.000 --> 00:12:40.000]  如果他主動地行動地
[00:12:40.000 --> 00:12:42.000]  選擇去吃的話
[00:12:42.000 --> 00:12:44.000]  其實就等於對於巴比倫王
[00:12:44.000 --> 00:12:46.000]  完全的效忠
[00:12:46.000 --> 00:12:48.000]  認定巴比倫王是他們唯一的依靠
[00:12:48.000 --> 00:12:50.000]  所以達爾利知道
[00:12:50.000 --> 00:12:52.000]  這個主動的回應
[00:12:52.000 --> 00:12:54.000]  是他們可以選擇的時候
[00:12:54.000 --> 00:12:56.000]  他更加神思明辨
[00:12:56.000 --> 00:12:58.000]  他知道原來這件事是踩了他們信仰的底線
[00:12:58.000 --> 00:13:00.000]  達爾利雖然
[00:13:00.000 --> 00:13:02.000]  他還有一個秘魯的區域
[00:13:02.000 --> 00:13:04.000]  但是他沒有忘記這個信仰
[00:13:04.000 --> 00:13:06.000]  對於他來說的重要性
[00:13:06.000 --> 00:13:08.000]  他更加有吉時
[00:13:08.000 --> 00:13:10.000]  向太監長提出一個訴求
[00:13:10.000 --> 00:13:12.000]  就是說他不可以這樣做
[00:13:12.000 --> 00:13:14.000]  他更加跟太監長說
[00:13:14.000 --> 00:13:16.000]  我不想他這樣做
[00:13:16.000 --> 00:13:18.000]  其實
[00:13:18.000 --> 00:13:20.000]  潘爾利的這個選擇可能會帶來
[00:13:20.000 --> 00:13:22.000]  很多的影響
[00:13:22.000 --> 00:13:24.000]  舉個例子是什麼呢?
[00:13:24.000 --> 00:13:26.000]  例如他這樣做的時候王會覺得他不順從
[00:13:26.000 --> 00:13:28.000]  第二可能是他的同伴
[00:13:28.000 --> 00:13:30.000]  更加不認同
[00:13:30.000 --> 00:13:32.000]  甚至對他施加壓力
[00:13:32.000 --> 00:13:34.000]  第三其實他這樣做的時候
[00:13:34.000 --> 00:13:36.000]  可能有機會影響他
[00:13:36.000 --> 00:13:38.000]  將來在巴比倫國的時候
[00:13:38.000 --> 00:13:40.000]  他的仕途會是怎樣
[00:13:40.000 --> 00:13:42.000]  甚至可能
[00:13:42.000 --> 00:13:44.000]  就算他能夠成功爭取了
[00:13:44.000 --> 00:13:46.000]  可能到最後他都會
[00:13:46.000 --> 00:13:48.000]  可能會怕自己軟弱掉到
[00:13:48.000 --> 00:13:50.000]  有很多很多不同的東西
[00:13:50.000 --> 00:13:52.000]  不過,但爾利在這裡他的立場
[00:13:52.000 --> 00:13:54.000]  很鮮明,即使面對著
[00:13:54.000 --> 00:13:56.000]  強大的巴比倫王
[00:13:56.000 --> 00:13:58.000]  手無寸鐵的但爾利仍然有
[00:13:58.000 --> 00:14:00.000]  吉時去做這個決定
[00:14:00.000 --> 00:14:02.000]  可能你會問的是
[00:14:02.000 --> 00:14:04.000]  為什麼他這麼有吉時去做這個決定呢?
[00:14:04.000 --> 00:14:06.000]  我會說,一個人
[00:14:06.000 --> 00:14:08.000]  原來很有吉時
[00:14:08.000 --> 00:14:10.000]  去做這件事,通常
[00:14:10.000 --> 00:14:12.000]  是有兩個背後的原因
[00:14:12.000 --> 00:14:14.000]  可能是什麼呢?可能是
[00:14:14.000 --> 00:14:16.000]  受環境帶動
[00:14:16.000 --> 00:14:18.000]  所影響,舉個例子
[00:14:18.000 --> 00:14:20.000]  上星期跟大家去水上樂園
[00:14:20.000 --> 00:14:22.000]  玩了很多水上的活動
[00:14:22.000 --> 00:14:24.000]  是由高空掉下來的
[00:14:24.000 --> 00:14:26.000]  其實自己是會有一點畏高
[00:14:26.000 --> 00:14:28.000]  不過自己心想的是,一場來到
[00:14:28.000 --> 00:14:30.000]  沒理由不玩的,大家說去
[00:14:30.000 --> 00:14:32.000]  沒理由不去
[00:14:32.000 --> 00:14:34.000]  那就試一下
[00:14:34.000 --> 00:14:36.000]  這種吉時
[00:14:36.000 --> 00:14:38.000]  這種跳出安書區,其實是源於
[00:14:38.000 --> 00:14:40.000]  可能大氣候的影響
[00:14:40.000 --> 00:14:42.000]  或是人會的推動
[00:14:42.000 --> 00:14:44.000]  甚至可能是一時的衝動
[00:14:44.000 --> 00:14:46.000]  不過,達爾利這個吉時
[00:14:46.000 --> 00:14:48.000]  的不同是什麼呢?
[00:14:48.000 --> 00:14:50.000]  他的不同就是源於
[00:14:50.000 --> 00:14:52.000]  這個吉時是源於他自己對信仰的
[00:14:52.000 --> 00:14:54.000]  的立場,原來他看到的
[00:14:54.000 --> 00:14:56.000]  就是,原來他背後
[00:14:56.000 --> 00:14:58.000]  這種吉時是建基於
[00:14:58.000 --> 00:15:00.000]  他信仰的價值觀
[00:15:00.000 --> 00:15:02.000]  他覺得信仰這個東西對於他來說
[00:15:02.000 --> 00:15:04.000]  是很重要的時候,他要持守的時候
[00:15:04.000 --> 00:15:06.000]  這種的背後
[00:15:06.000 --> 00:15:08.000]  的信念,這種背後的價值觀
[00:15:08.000 --> 00:15:10.000]  更加推動他去做正確的選擇
[00:15:10.000 --> 00:15:12.000]  所以,這種吉時
[00:15:12.000 --> 00:15:14.000]  我會說是
[00:15:14.000 --> 00:15:16.000]  不受任何環境所影響的
[00:15:16.000 --> 00:15:18.000]  面對著眾多文化的衝突
[00:15:18.000 --> 00:15:20.000]  達爾利好像沒有選擇
[00:15:20.000 --> 00:15:22.000]  但他很清楚知道的是
[00:15:22.000 --> 00:15:24.000]  他重視的是什麼
[00:15:24.000 --> 00:15:26.000]  他重視的是耶和華神
[00:15:26.000 --> 00:15:28.000]  他重視的是他生命原來只有一個主
[00:15:28.000 --> 00:15:30.000]  就是耶和華
[00:15:30.000 --> 00:15:32.000]  當他
[00:15:32.000 --> 00:15:34.000]  看到的是,原來這件事
[00:15:34.000 --> 00:15:36.000]  是他重要的東西的時候
[00:15:36.000 --> 00:15:38.000]  他堅決守護他的立場
[00:15:38.000 --> 00:15:40.000]  而這個核心的價值
[00:15:40.000 --> 00:15:42.000]  更加引導他怎樣去做一個
[00:15:42.000 --> 00:15:44.000]  正確的決定
[00:15:44.000 --> 00:15:46.000]  丁姐妹,可能我們未必
[00:15:46.000 --> 00:15:48.000]  去到達爾利一個這麼嚴重的
[00:15:48.000 --> 00:15:50.000]  地步,不過可能
[00:15:50.000 --> 00:15:52.000]  我們生活上,我們都面對著很多
[00:15:52.000 --> 00:15:54.000]  文化價值觀的衝擊,可能你會常常
[00:15:54.000 --> 00:15:56.000]  都面對的,舉個例子
[00:15:56.000 --> 00:15:58.000]  丁姐妹,可能你剛剛去過
[00:15:58.000 --> 00:16:00.000]  O Camel,我不知道你玩了什麼
[00:16:00.000 --> 00:16:02.000]  Gamel,或者當你在大學文化
[00:16:02.000 --> 00:16:04.000]  裡面面對著那些東西可能
[00:16:04.000 --> 00:16:06.000]  跟你信仰價值觀有衝突的時候
[00:16:06.000 --> 00:16:08.000]  你是很有吉思
[00:16:08.000 --> 00:16:10.000]  這樣,哇,每個人都去,別人帶我
[00:16:10.000 --> 00:16:12.000]  我就去吧,還是你知道
[00:16:12.000 --> 00:16:14.000]  那些東西跟你信仰價值觀
[00:16:14.000 --> 00:16:16.000]  有衝突的時候,你有吉思繼續去
[00:16:16.000 --> 00:16:18.000]  持守呢?面對著
[00:16:18.000 --> 00:16:20.000]  男女關係,可能現在很開放的時候
[00:16:20.000 --> 00:16:22.000]  拍拖的時候,你又怎樣去看
[00:16:22.000 --> 00:16:24.000]  兩性關係的界線呢?
[00:16:24.000 --> 00:16:26.000]  試一試不要緊,旁邊
[00:16:26.000 --> 00:16:28.000]  那個也是這樣試的,還是
[00:16:28.000 --> 00:16:30.000]  你看見的是神
[00:16:30.000 --> 00:16:32.000]  看這個兩性關係這麼不同的時候
[00:16:32.000 --> 00:16:34.000]  你有吉思去持守呢?
[00:16:34.000 --> 00:16:36.000]  又或者再回到基本
[00:16:36.000 --> 00:16:38.000]  再簡單一點的就是
[00:16:38.000 --> 00:16:40.000]  可能有些人會考試不回教會
[00:16:40.000 --> 00:16:42.000]  考試一兩個星期
[00:16:42.000 --> 00:16:44.000]  很囂張,很重要的
[00:16:44.000 --> 00:16:46.000]  這些教會常常都
[00:16:46.000 --> 00:16:48.000]  有得回的,每個都是這樣
[00:16:48.000 --> 00:16:50.000]  旁邊的組員都不回的,無所謂
[00:16:50.000 --> 00:16:52.000]  不回一兩個星期
[00:16:52.000 --> 00:16:54.000]  或者可能我們面對生活上
[00:16:54.000 --> 00:16:56.000]  很多的衝擊
[00:16:56.000 --> 00:16:58.000]  我們受著大環境所影響,可能是
[00:16:58.000 --> 00:17:00.000]  貧困的壓力,怕自己不合群
[00:17:00.000 --> 00:17:02.000]  甚至怕得失的時候
[00:17:02.000 --> 00:17:04.000]  你選擇去妥協
[00:17:04.000 --> 00:17:06.000]  甚至一步一步將自己信任的立場
[00:17:06.000 --> 00:17:08.000]  一步一步的退後
[00:17:08.000 --> 00:17:10.000]  可能我們有時候的心態,我們不知道會不會是這樣的
[00:17:10.000 --> 00:17:12.000]  我們情願希望
[00:17:12.000 --> 00:17:14.000]  神都會體諒的
[00:17:14.000 --> 00:17:16.000]  明白我們的會讓步
[00:17:16.000 --> 00:17:18.000]  但我們都不願意為神去
[00:17:18.000 --> 00:17:20.000]  持守多一步
[00:17:20.000 --> 00:17:22.000]  分享自己一個的經歷
[00:17:22.000 --> 00:17:24.000]  在大學的時候,我讀那一科
[00:17:24.000 --> 00:17:26.000]  男生是比較多的,就是男女的比例
[00:17:26.000 --> 00:17:28.000]  大概男生就是7,女生就是3
[00:17:28.000 --> 00:17:30.000]  所以在大學裡面
[00:17:30.000 --> 00:17:32.000]  男生朋友是巨多
[00:17:32.000 --> 00:17:34.000]  我們一般男生吃飯
[00:17:34.000 --> 00:17:36.000]  有什麼都會說,不過到了一個尷尬的時刻
[00:17:36.000 --> 00:17:38.000]  其實自己都不懂得怎樣去面對
[00:17:38.000 --> 00:17:40.000]  就是他們有時候
[00:17:40.000 --> 00:17:42.000]  口沒遮攔地去分享一些黃色的東西
[00:17:42.000 --> 00:17:44.000]  有時候會說
[00:17:44.000 --> 00:17:46.000]  他們有看成人影片,他們有AV的習慣
[00:17:46.000 --> 00:17:48.000]  他們偶爾吃飯就會說
[00:17:48.000 --> 00:17:50.000]  就好像分享近況那樣
