
[00:00:00.000 --> 00:00:03.180]  我們在港道之先一齊去禱告
[00:05:17.500 --> 00:05:19.500]  十九章一開始
[00:05:19.500 --> 00:05:22.500]  其實他的敘述是一個很噁心的情況
[00:05:22.500 --> 00:05:24.500]  因為十八章剛剛才說完
[00:05:24.500 --> 00:05:26.500]  有火從天燃過
[00:05:26.500 --> 00:05:30.500]  而以利亞首先帶頭向全國宣告
[00:05:30.500 --> 00:05:32.500]  耶和華是神
[00:05:32.500 --> 00:05:35.500]  但一到十九章
[00:05:35.500 --> 00:05:38.500]  皇后耶駛別一句說話
[00:05:38.500 --> 00:05:41.500]  以利亞就起來怎樣
[00:05:41.500 --> 00:05:44.500]  走路了 起來逃命了
[00:05:44.500 --> 00:05:46.500]  經文說就是說
[00:05:46.500 --> 00:05:48.500]  他要起來逃命 這個起來
[00:05:48.500 --> 00:05:51.500]  其實是一個很強的動詞
[00:05:51.500 --> 00:05:56.500]  就是說馬上起來立刻行動
[00:05:56.500 --> 00:05:59.500]  不是說他起來侍奉
[00:05:59.500 --> 00:06:01.500]  是要起來做什麼
[00:06:01.500 --> 00:06:04.500]  走路 逃命
[00:06:04.500 --> 00:06:06.500]  經文繼續說
[00:06:06.500 --> 00:06:08.500]  去到別時巴
[00:06:08.500 --> 00:06:10.500]  以利亞留下了僕人
[00:06:10.500 --> 00:06:12.500]  自己進了曠野
[00:06:12.500 --> 00:06:14.500]  這個動作其實是
[00:06:14.500 --> 00:06:19.500]  表達一個很重要的訊息
[00:06:19.500 --> 00:06:22.500]  留下僕人就等於
[00:06:22.500 --> 00:06:25.500]  他要斷絕一些關係
[00:06:25.500 --> 00:06:27.500]  走入曠野
[00:06:27.500 --> 00:06:31.500]  更加是他選擇了離開人群
[00:06:31.500 --> 00:06:35.500]  這個不是單純地理上的一個移動
[00:06:35.500 --> 00:06:38.500]  其實簡單的兩句說話
[00:06:38.500 --> 00:06:42.500]  就是在說以利亞一個內心狀態的寫照
[00:06:42.500 --> 00:06:45.500]  他說的是我不想見人
[00:06:45.500 --> 00:06:47.500]  我只想一個人
[00:06:47.500 --> 00:06:49.500]  經文更加來到
[00:06:49.500 --> 00:06:51.500]  很關鍵的一句說話
[00:06:51.500 --> 00:06:53.500]  就是說耶和華
[00:06:53.500 --> 00:06:57.500]  夠了 求你取我的性命
[00:06:57.500 --> 00:07:01.500]  夠了
[00:07:01.500 --> 00:07:03.500]  他的意思就是說
[00:07:03.500 --> 00:07:05.500]  我受不了了
[00:07:05.500 --> 00:07:07.500]  到此為止了 好不好
[00:07:07.500 --> 00:07:10.500]  這個不是普通的情緒
[00:07:10.500 --> 00:07:14.500]  而是一種生命耗盡的宣告
[00:07:14.500 --> 00:07:16.500]  求你取我性命
[00:07:16.500 --> 00:07:19.500]  這個「取」是用一個命令的語氣
[00:07:19.500 --> 00:07:23.500]  以利亞不是輕易地求上帝
[00:07:23.500 --> 00:07:25.500]  上帝不如這樣 不如這樣
[00:07:25.500 --> 00:07:27.500]  而是直接跟上帝說
[00:07:27.500 --> 00:07:31.500]  你不如拿走我的性命 好不好
[00:07:31.500 --> 00:07:33.500]  是一個很強烈的語氣
[00:07:33.500 --> 00:07:35.500]  不是單單只是說
[00:07:35.500 --> 00:07:37.500]  我現在很不開心
[00:07:37.500 --> 00:07:41.500]  而是說我不想再活下去了
[00:07:43.500 --> 00:07:46.500]  接著第四節也是說
[00:07:46.500 --> 00:07:49.500]  我不比我祖先好
[00:07:49.500 --> 00:07:53.500]  這句說話是不是一句謙卑的說話
[00:07:53.500 --> 00:07:56.500]  我們當然知道不是
[00:07:56.500 --> 00:07:58.500]  更深的意思就是說
[00:07:58.500 --> 00:08:00.500]  我是一個失敗者
[00:08:00.500 --> 00:08:04.500]  我不能夠做到任何的改變
[00:08:04.500 --> 00:08:08.500]  如果我們有留意的話
[00:08:08.500 --> 00:08:10.500]  剛才我們讀那幾節的經文
[00:08:10.500 --> 00:08:13.500]  有一個字眼不斷不斷的重複
[00:08:13.500 --> 00:08:15.500]  就是「性命」、「生命」
[00:08:15.500 --> 00:08:19.500]  第二節說耶誓別要取以利亞的命
[00:08:19.500 --> 00:08:23.500]  第三節以利亞為了性命而逃跑
[00:08:23.500 --> 00:08:28.500]  而第四節以利亞求神取走他的命
[00:08:28.500 --> 00:08:30.500]  這個重複是很重要的
[00:08:30.500 --> 00:08:33.500]  其實就是說在這段經文裡
[00:08:33.500 --> 00:08:35.500]  圍繞著一個問題
[00:08:35.500 --> 00:08:38.500]  究竟以利亞去到這個地步
[00:08:38.500 --> 00:08:41.500]  他還想不想生存下去呢
[00:08:41.500 --> 00:08:45.500]  頂梓薇
[00:08:45.500 --> 00:08:49.500]  以利亞不是突然間信心差了
[00:08:49.500 --> 00:08:53.500]  而是他去到一種生命耗盡的狀況
[00:08:53.500 --> 00:08:55.500]  整個人乾了
[00:08:55.500 --> 00:08:58.500]  不知道你自己有沒有試過
[00:08:58.500 --> 00:09:01.500]  明明其實已經做了很多
[00:09:01.500 --> 00:09:03.500]  做得不錯
[00:09:03.500 --> 00:09:04.500]  很努力
[00:09:04.500 --> 00:09:08.500]  但心裡卻是問一個問題
[00:09:08.500 --> 00:09:10.500]  那又如何呢
[00:09:10.500 --> 00:09:13.500]  有什麼意義呢
[00:09:13.500 --> 00:09:15.500]  甚至乎
[00:09:15.500 --> 00:09:17.500]  不如算了
[00:09:17.500 --> 00:09:22.500]  跟大家說一個故事
[00:09:22.500 --> 00:09:26.500]  這個故事的主角不是一個真實的人物
[00:09:26.500 --> 00:09:31.500]  但我相信你可能也認識一些像他的人
[00:09:31.500 --> 00:09:35.500]  不如我們叫這個故事的主角叫做阿邦
[00:09:35.500 --> 00:09:41.500]  阿邦三十多歲
[00:09:41.500 --> 00:09:43.500]  當然不是我
[00:09:43.500 --> 00:09:46.500]  大家一看就知道我不知道他三十多歲
[00:09:46.500 --> 00:09:48.500]  阿邦三十多歲
[00:09:48.500 --> 00:09:51.500]  住在一個城市
[00:09:51.500 --> 00:09:53.500]  他是一個很普通的人
[00:09:53.500 --> 00:09:56.500]  他生活其實是很正常的
[00:09:56.500 --> 00:10:02.500]  每天準時起床、上班、下班、吃飯、看電話、睡覺
[00:10:02.500 --> 00:10:05.500]  星期日有時更加會回教會
[00:10:05.500 --> 00:10:08.500]  表面上他沒有什麼大問題
[00:10:08.500 --> 00:10:12.500]  但如果當我們認識他多一點的時候
[00:10:12.500 --> 00:10:13.500]  就會發覺
[00:10:13.500 --> 00:10:15.500]  不知道什麼時候開始
[00:10:15.500 --> 00:10:16.500]  他經常都說
[00:10:16.500 --> 00:10:17.500]  很累啊
[00:10:17.500 --> 00:10:18.500]  很累啊
[00:10:18.500 --> 00:10:20.500]  很累啊
[00:10:20.500 --> 00:10:23.500]  這個不是身體的狀況
[00:10:23.500 --> 00:10:27.500]  而是在裡面說不出一種原因的累
[00:10:27.500 --> 00:10:30.500]  有一晚
[00:10:30.500 --> 00:10:33.500]  他好像如是地下班
[00:10:33.500 --> 00:10:34.500]  回到家裡
[00:10:34.500 --> 00:10:36.500]  沒有開家裡的燈
[00:10:36.500 --> 00:10:38.500]  一個人坐在沙發裡
[00:10:38.500 --> 00:10:40.500]  電話響了
[00:10:40.500 --> 00:10:42.500]  一次沒有接
[00:10:42.500 --> 00:10:44.500]  兩次不想接
[00:10:44.500 --> 00:10:46.500]  三次繼續不理
[00:10:46.500 --> 00:10:48.500]  朋友的WhatsApp
[00:10:48.500 --> 00:10:50.500]  朋友的WhatsApp
[00:10:50.500 --> 00:10:53.500]  問你最近怎麼樣
[00:10:53.500 --> 00:10:55.500]  不如有空出來吃飯吧
[00:10:55.500 --> 00:10:58.500]  他看著訊息
[00:10:58.500 --> 00:11:01.500]  但是不想回覆
[00:11:01.500 --> 00:11:03.500]  過了一會
[00:11:03.500 --> 00:11:05.500]  他自己對著空氣說
[00:11:05.500 --> 00:11:09.500]  為了什麼呢
[00:11:09.500 --> 00:11:13.500]  這個為了什麼
[00:11:13.500 --> 00:11:15.500]  不是在說某一件事
[00:11:15.500 --> 00:11:17.500]  而是在說他那一刻
[00:11:17.500 --> 00:11:19.500]  生命的狀況
[00:11:21.500 --> 00:11:22.500]  他開始想
[00:11:22.500 --> 00:11:24.500]  究竟做這麼多事情
[00:11:24.500 --> 00:11:26.500]  有什麼意思呢
[00:11:26.500 --> 00:11:28.500]  每天都一樣
[00:11:28.500 --> 00:11:30.500]  好像沒什麼人明白我
[00:11:30.500 --> 00:11:32.500]  就算我花了多少努力
[00:11:32.500 --> 00:11:34.500]  好像這個世界
[00:11:34.500 --> 00:11:36.500]  或者我周遭的環境
[00:11:36.500 --> 00:11:38.500]  都沒什麼改變
[00:11:38.500 --> 00:11:40.500]  不是在說他想死
[00:11:40.500 --> 00:11:42.500]  但是他心裡面
[00:11:42.500 --> 00:11:44.500]  他有一種感覺
[00:11:44.500 --> 00:11:46.500]  真的很不想走下去
[00:11:46.500 --> 00:11:48.500]  覺得很辛苦
[00:11:48.500 --> 00:11:50.500]  之後幾天
[00:11:50.500 --> 00:11:52.500]  他不想見人
[00:11:52.500 --> 00:11:54.500]  推了一些約會
[00:11:54.500 --> 00:11:56.500]  吃飯有一個人回到家
[00:11:56.500 --> 00:11:58.500]  病了自己
[00:11:58.500 --> 00:12:00.500]  甚至練了教會
[00:12:00.500 --> 00:12:02.500]  他都開始有點不想回家
[00:12:02.500 --> 00:12:06.500]  之後有一晚
[00:12:06.500 --> 00:12:08.500]  他仍然坐在家裡沒有開燈
[00:12:08.500 --> 00:12:10.500]  他小聲地對自己
[00:12:10.500 --> 00:12:12.500]  再說一句
[00:12:12.500 --> 00:12:16.500]  我都不知道自己想怎麼樣
[00:12:18.500 --> 00:12:20.500]  我都不知道自己想怎麼樣
[00:12:20.500 --> 00:12:26.500]  這是一個虛構的故事
[00:12:26.500 --> 00:12:28.500]  但我相信你可能都會覺得
[00:12:28.500 --> 00:12:32.500]  這個不單是阿邦的狀態
[00:12:32.500 --> 00:12:34.500]  會不會都是
[00:12:34.500 --> 00:12:36.500]  可能在你周邊認識的人呢
[00:12:36.500 --> 00:12:40.500]  其中一個狀態
[00:12:40.500 --> 00:12:42.500]  甚或
[00:12:42.500 --> 00:12:44.500]  是某一個時間
[00:12:44.500 --> 00:12:46.500]  裡面的你自己呢
[00:12:48.500 --> 00:12:56.500]  當我們去看獵王記上19章
[00:12:56.500 --> 00:12:58.500]  會發現到伊利亞
[00:12:58.500 --> 00:13:00.500]  其實就好像
[00:13:00.500 --> 00:13:02.500]  落入了這種狀態
[00:13:02.500 --> 00:13:04.500]  他說夠了
[00:13:04.500 --> 00:13:06.500]  不是因為他
[00:13:06.500 --> 00:13:08.500]  不覺得神愛他
[00:13:08.500 --> 00:13:10.500]  不是因為他不夠努力
[00:13:10.500 --> 00:13:12.500]  而是他再撐不住了
[00:13:12.500 --> 00:13:14.500]  在那一刻
[00:13:14.500 --> 00:13:16.500]  我們未必像伊利亞那樣去求神
[00:13:16.500 --> 00:13:18.500]  不如你把我的命拿走
[00:13:18.500 --> 00:13:20.500]  但我們會說很累
[00:13:20.500 --> 00:13:22.500]  不想再去試
[00:13:22.500 --> 00:13:24.500]  不想再去想
[00:13:24.500 --> 00:13:26.500]  我們想靜下
[00:13:26.500 --> 00:13:28.500]  甚至乎表面上
[00:13:28.500 --> 00:13:30.500]  剛才說
[00:13:30.500 --> 00:13:32.500]  被人看上去很正常
[00:13:32.500 --> 00:13:34.500]  但裡面其實是很空虛
[00:13:34.500 --> 00:13:36.500]  所以弟兄姊妹
[00:13:36.500 --> 00:13:38.500]  這段經文不單是在說先知
[00:13:38.500 --> 00:13:40.500]  更加是在說
[00:13:40.500 --> 00:13:42.500]  一種我們可能每個人
[00:13:42.500 --> 00:13:44.500]  熟悉的生命狀況
[00:13:44.500 --> 00:13:46.500]  當人走到這一步的時候
[00:13:46.500 --> 00:13:48.500]  心裡面覺得夠了
[00:13:48.500 --> 00:13:50.500]  做什麼都沒有用的時候
[00:13:50.500 --> 00:13:52.500]  走也沒有方向
[00:13:52.500 --> 00:13:54.500]  甚至乎
[00:13:54.500 --> 00:13:56.500]  究竟生存有什麼意思呢?
[00:13:56.500 --> 00:14:00.500]  去到這個位置
[00:14:00.500 --> 00:14:02.500]  去到這個位置
[00:14:02.500 --> 00:14:04.500]  可能就是
[00:14:04.500 --> 00:14:06.500]  神工作的起步
[00:14:06.500 --> 00:14:10.500]  我們一起看第二段經文
[00:14:12.500 --> 00:14:14.500]  第五節至到八節
[00:14:14.500 --> 00:14:18.500]  我們繼續讀
[00:14:18.500 --> 00:14:20.500]  準備起
[00:14:42.500 --> 00:14:44.500]  第二節
[00:14:44.500 --> 00:15:02.500]  弟兄姊妹,如果你是神
[00:15:02.500 --> 00:15:04.500]  見到伊利亞
[00:15:04.500 --> 00:15:06.500]  這樣的時候
[00:15:06.500 --> 00:15:08.500]  你會怎樣做?
[00:15:08.500 --> 00:15:10.500]  他逃走
[00:15:10.500 --> 00:15:12.500]  他放棄
[00:15:12.500 --> 00:15:14.500]  他想死
[00:15:14.500 --> 00:15:16.500]  我們可能會這樣想
[00:15:16.500 --> 00:15:18.500]  或者這樣去跟伊利亞說
[00:15:18.500 --> 00:15:20.500]  為什麼你這麼沒有信心
[00:15:20.500 --> 00:15:22.500]  你不是剛剛才
[00:15:22.500 --> 00:15:24.500]  經歷了這麼偉大的神蹟嗎?
[00:15:24.500 --> 00:15:26.500]  你振作一點
[00:15:26.500 --> 00:15:28.500]  不如
[00:15:28.500 --> 00:15:30.500]  但是
[00:15:30.500 --> 00:15:32.500]  剛剛我們讀的經文
[00:15:32.500 --> 00:15:34.500]  他讓我們看到神
[00:15:34.500 --> 00:15:36.500]  完全不一樣的回應
[00:15:38.500 --> 00:15:40.500]  經文說
[00:15:40.500 --> 00:15:42.500]  他就躺在羅藤樹下睡著
[00:15:42.500 --> 00:15:46.500]  然後有一個使者
[00:15:46.500 --> 00:15:48.500]  拍他對他說
[00:15:48.500 --> 00:15:50.500]  起來吃吧
[00:15:50.500 --> 00:15:54.500]  拍他
[00:15:54.500 --> 00:15:56.500]  是在說
[00:15:56.500 --> 00:15:58.500]  很溫柔地
[00:15:58.500 --> 00:16:00.500]  輕輕地拍他
[00:16:00.500 --> 00:16:02.500]  不是看到
[00:16:02.500 --> 00:16:04.500]  你這個臭小子
[00:16:04.500 --> 00:16:06.500]  醒啊醒啊
[00:16:06.500 --> 00:16:08.500]  是一種
[00:16:08.500 --> 00:16:10.500]  溫柔的接觸
[00:16:10.500 --> 00:16:14.500]  弟兄姊妹
[00:16:14.500 --> 00:16:16.500]  神母第一時間說
[00:16:16.500 --> 00:16:18.500]  你不應該這樣
[00:16:18.500 --> 00:16:20.500]  你這樣做是錯的
[00:16:20.500 --> 00:16:22.500]  神者是
[00:16:22.500 --> 00:16:24.500]  派天使第一件事
[00:16:24.500 --> 00:16:26.500]  就是輕輕地接觸他
[00:16:26.500 --> 00:16:28.500]  然後使者
[00:16:28.500 --> 00:16:30.500]  就跟他說
[00:16:30.500 --> 00:16:32.500]  起來吃吧
[00:16:32.500 --> 00:16:34.500]  這是一個命令的語氣
[00:16:34.500 --> 00:16:36.500]  起來和吃
[00:16:36.500 --> 00:16:38.500]  都是一個命令式的
[00:16:38.500 --> 00:16:40.500]  但是我們要留意一件事
[00:16:40.500 --> 00:16:42.500]  這個命令
[00:16:42.500 --> 00:16:44.500]  不是要帶給以利亞
[00:16:44.500 --> 00:16:46.500]  在當刻帶來給她的壓力
[00:16:46.500 --> 00:16:48.500]  而是一個命令
[00:16:48.500 --> 00:16:50.500]  反而是一個恩典
[00:16:50.500 --> 00:16:52.500]  我們知道有時候
[00:16:52.500 --> 00:16:54.500]  有些命令是帶來沉重的
[00:16:54.500 --> 00:16:56.500]  甚至乎是擔子
[00:16:56.500 --> 00:16:58.500]  但是它是有些命令
[00:16:58.500 --> 00:17:00.500]  帶給人拯救
[00:17:00.500 --> 00:17:02.500]  而在這裡
[00:17:02.500 --> 00:17:04.500]  這個命令
[00:17:04.500 --> 00:17:06.500]  就是神所帶給
[00:17:06.500 --> 00:17:08.500]  以利亞的一個恩典
[00:17:08.500 --> 00:17:12.500]  你現在不需要解釋人生
[00:17:12.500 --> 00:17:14.500]  你現在這一刻不需要解決
[00:17:14.500 --> 00:17:16.500]  你的問題
[00:17:16.500 --> 00:17:18.500]  而是只需要
[00:17:18.500 --> 00:17:20.500]  吃
[00:17:20.500 --> 00:17:22.500]  所以吃東西是很重要的
[00:17:22.500 --> 00:17:28.500]  第五節
[00:17:28.500 --> 00:17:30.500]  基文說
[00:17:30.500 --> 00:17:32.500]  起來吃吧
[00:17:32.500 --> 00:17:34.500]  第七節仍然是重複這樣說
[00:17:34.500 --> 00:17:36.500]  起來吃吧
[00:17:36.500 --> 00:17:38.500]  這是一個很刻意的重複
[00:17:38.500 --> 00:17:40.500]  重點就是
[00:17:40.500 --> 00:17:42.500]  神不是一次的幫助
[00:17:42.500 --> 00:17:44.500]  而是兩次
[00:17:44.500 --> 00:17:46.500]  連接著
[00:17:46.500 --> 00:17:48.500]  以利亞在當一刻的需要
[00:17:48.500 --> 00:17:52.500]  而且第二次的時候
[00:17:52.500 --> 00:17:54.500]  還加了一句
[00:17:54.500 --> 00:17:56.500]  因為你要走的路
[00:17:56.500 --> 00:17:58.500]  非常非常遠
[00:17:58.500 --> 00:18:00.500]  甚遠
[00:18:00.500 --> 00:18:02.500]  的意思就是
[00:18:02.500 --> 00:18:04.500]  可能是說太長
[00:18:04.500 --> 00:18:06.500]  太重
[00:18:06.500 --> 00:18:08.500]  太難
[00:18:08.500 --> 00:18:10.500]  神是說
[00:18:10.500 --> 00:18:12.500]  我知道你走不了
[00:18:12.500 --> 00:18:14.500]  所以我現在要給你力量
[00:18:14.500 --> 00:18:16.500]  繼續走
[00:18:16.500 --> 00:18:18.500]  經文描述
[00:18:18.500 --> 00:18:20.500]  以利亞
[00:18:20.500 --> 00:18:22.500]  睡吧 吃吧
[00:18:22.500 --> 00:18:24.500]  再吃吧
[00:18:24.500 --> 00:18:26.500]  這個順序很重要
[00:18:26.500 --> 00:18:28.500]  神沒有馬上說
[00:18:28.500 --> 00:18:30.500]  你現在的信心如何
[00:18:30.500 --> 00:18:32.500]  你為什麼要走路
[00:18:32.500 --> 00:18:34.500]  神是首先
[00:18:34.500 --> 00:18:36.500]  安頓好他這個人
[00:18:36.500 --> 00:18:38.500]  《釋經書》
[00:18:38.500 --> 00:18:40.500]  還有一句很重要的講解
[00:18:40.500 --> 00:18:42.500]  就是
[00:18:42.500 --> 00:18:44.500]  神是用相同的方式
[00:18:44.500 --> 00:18:46.500]  一而再
[00:18:46.500 --> 00:18:48.500]  去服侍著以利亞
[00:18:48.500 --> 00:18:50.500]  很耐心地
[00:18:50.500 --> 00:18:52.500]  重複供應著
[00:18:52.500 --> 00:18:54.500]  他當一刻的需要
[00:18:54.500 --> 00:18:56.500]  神在做的
[00:18:56.500 --> 00:18:58.500]  就是對人生命當中很重要的事情
[00:18:58.500 --> 00:19:00.500]  首先
[00:19:00.500 --> 00:19:02.500]  醫治好人
[00:19:02.500 --> 00:19:04.500]  然後
[00:19:04.500 --> 00:19:06.500]  才去改變人
[00:19:06.500 --> 00:19:12.500]  接著經文說
[00:19:12.500 --> 00:19:14.500]  靠著這個飲食的力量
[00:19:14.500 --> 00:19:16.500]  以利亞走了
[00:19:16.500 --> 00:19:18.500]  四十個晝夜
[00:19:18.500 --> 00:19:20.500]  我們見得到
[00:19:20.500 --> 00:19:22.500]  這個食物不單止是
[00:19:22.500 --> 00:19:24.500]  物質上的滿足
[00:19:24.500 --> 00:19:26.500]  更是神供應的力量
[00:19:26.500 --> 00:19:28.500]  聖經說
[00:19:28.500 --> 00:19:30.500]  以利亞走了四十日路
[00:19:30.500 --> 00:19:32.500]  這個數字不是一個
[00:19:32.500 --> 00:19:34.500]  隨隨便便寫下來的數字
[00:19:34.500 --> 00:19:36.500]  在《釋經》裡面
[00:19:36.500 --> 00:19:38.500]  四十代表了
[00:19:38.500 --> 00:19:40.500]  一段神帶來的經歷
[00:19:40.500 --> 00:19:42.500]  四十
[00:19:42.500 --> 00:19:44.500]  我們想起什麼
[00:19:44.500 --> 00:19:46.500]  經歷在聖經裏面
[00:19:50.500 --> 00:19:52.500]  四十
[00:19:52.500 --> 00:19:54.500]  摩西出埃及
[00:19:54.500 --> 00:19:56.500]  上了山四十日
[00:19:56.500 --> 00:19:58.500]  是被神
[00:19:58.500 --> 00:20:00.500]  所預備
[00:20:00.500 --> 00:20:02.500]  以色列人
[00:20:02.500 --> 00:20:04.500]  在曠野走了
[00:20:04.500 --> 00:20:06.500]  四十年
[00:20:06.500 --> 00:20:08.500]  是被神
[00:20:08.500 --> 00:20:10.500]  去塗造
[00:20:10.500 --> 00:20:12.500]  去試煉
[00:20:12.500 --> 00:20:14.500]  洪水四十日
[00:20:14.500 --> 00:20:16.500]  在創世的日子裏面
[00:20:16.500 --> 00:20:18.500]  帶來一個新的開始
[00:20:20.500 --> 00:20:22.500]  所以以利亞這一段四十日
[00:20:22.500 --> 00:20:24.500]  不是說他迷路
[00:20:24.500 --> 00:20:26.500]  不是說他浪費時間
[00:20:26.500 --> 00:20:28.500]  而是神
[00:20:28.500 --> 00:20:30.500]  將他由一個
[00:20:30.500 --> 00:20:32.500]  崩潰的狀況
[00:20:32.500 --> 00:20:34.500]  重新的帶去一個
[00:20:34.500 --> 00:20:36.500]  更新的旅程
[00:20:36.500 --> 00:20:38.500]  有時候我們以為
[00:20:38.500 --> 00:20:40.500]  自己卡住了在某一個
[00:20:40.500 --> 00:20:42.500]  位置的時候
[00:20:42.500 --> 00:20:44.500]  但其實可能正正是
[00:20:44.500 --> 00:20:46.500]  神為我們預備
[00:20:46.500 --> 00:20:48.500]  的四十日
[00:20:48.500 --> 00:20:50.500]  神不只是
[00:20:50.500 --> 00:20:52.500]  給他
[00:20:52.500 --> 00:20:54.500]  撐住今天
[00:20:54.500 --> 00:20:56.500]  而是
[00:20:56.500 --> 00:20:58.500]  他慢慢的
[00:20:58.500 --> 00:21:00.500]  重新帶領以利亞
[00:21:00.500 --> 00:21:02.500]  走一段新的路
[00:21:02.500 --> 00:21:06.500]  我們繼續說說阿邦
[00:21:06.500 --> 00:21:10.500]  記住這是虛構的故事
[00:21:10.500 --> 00:21:14.500]  但我想到
[00:21:14.500 --> 00:21:16.500]  可能
[00:21:16.500 --> 00:21:18.500]  雖然是虛構
[00:21:18.500 --> 00:21:20.500]  在裏面有人都可以感受到
[00:21:20.500 --> 00:21:22.500]  當中一些的
[00:21:22.500 --> 00:21:24.500]  經歷
[00:21:24.500 --> 00:21:26.500]  剛才說到那一晚
[00:21:26.500 --> 00:21:28.500]  阿邦坐在家裏沒有開燈
[00:21:28.500 --> 00:21:30.500]  電話怎樣響
[00:21:30.500 --> 00:21:32.500]  怎樣發訊息
[00:21:32.500 --> 00:21:34.500]  都沒有理會
[00:21:34.500 --> 00:21:36.500]  他不想再想那麼多
