
[00:00:00.000 --> 00:00:03.400]  頂展會進入了年尾
[00:04:13.000 --> 00:04:20.400]  於是總督、鑫差、省長、參謀、財務、法官、地方官
[00:04:20.400 --> 00:04:23.400]  和各省的官員都聚集
[00:04:23.400 --> 00:04:27.400]  站在尼布格尼撒所立的像前
[00:04:27.400 --> 00:04:33.000]  要為尼布格尼撒王所立的像行開綱禮
[00:04:33.000 --> 00:04:37.000]  那時全靈的大聖呼叫說
[00:04:37.000 --> 00:04:40.000]  各方各國各族的人
[00:04:40.000 --> 00:04:42.400]  有命令傳給你們
[00:04:42.400 --> 00:04:47.400]  你們一聽見國、號、禽、實、三國禽
[00:04:47.400 --> 00:04:50.200]  鼓和各樣樂器的聲音
[00:04:50.200 --> 00:04:56.000]  就莊服服拜尼布格尼撒王所立的金像
[00:04:56.000 --> 00:04:59.400]  凡不服服下拜的必立刻
[00:04:59.400 --> 00:05:02.000]  泯在烈火的搖鐘
[00:05:02.000 --> 00:05:07.800]  因此百姓一聽見國、號、禽、實、三國禽
[00:05:07.800 --> 00:05:10.400]  和各樣樂器的聲音
[00:05:10.400 --> 00:05:12.800]  各方各國各族的人
[00:05:12.800 --> 00:05:18.400]  就都服服拜尼布格尼撒王的金像
[00:05:18.400 --> 00:05:27.600]  我們都聽過一個成語叫做「親密無間」
[00:05:27.600 --> 00:05:29.600]  如果看回這個解釋
[00:05:29.600 --> 00:05:34.200]  就是在說關係非常親密而毫無隔外
[00:05:34.200 --> 00:05:36.600]  彼此信任、親密無間
[00:05:36.600 --> 00:05:39.000]  才能夠凝聚力量
[00:05:39.000 --> 00:05:43.400]  今天我以職場無間為講題的開頭
[00:05:43.400 --> 00:05:46.200]  我會形容在我們的工作地方
[00:05:46.200 --> 00:05:51.600]  大多數都是同一班同事接觸和相處
[00:05:51.600 --> 00:05:53.800]  就算不是直接接觸也好
[00:05:53.800 --> 00:05:56.000]  在同一個環境工作的時候
[00:05:56.000 --> 00:06:00.000]  總會聽到一些同事的事情
[00:06:00.000 --> 00:06:02.600]  所以同事與我
[00:06:02.600 --> 00:06:04.600]  無論是上司、下屬
[00:06:04.600 --> 00:06:07.400]  對於在職場生活的我們來說
[00:06:07.400 --> 00:06:10.400]  其實都有很緊密的聯繫
[00:06:10.400 --> 00:06:12.600]  甚至相處的時間
[00:06:12.600 --> 00:06:15.400]  比自己家人還要多
[00:06:15.400 --> 00:06:18.400]  剛才我們讀的一段經文
[00:06:18.400 --> 00:06:21.400]  在裏面有很多人物的職級
[00:06:21.400 --> 00:06:24.600]  當然一國之君尼布格尼撒
[00:06:24.600 --> 00:06:27.200]  一定是一個很突出描寫的人物
[00:06:27.200 --> 00:06:33.200]  經文裏面這位王對整件事有很主導性的講論
[00:06:33.200 --> 00:06:35.600]  當然是一個很重要的角色
[00:06:35.600 --> 00:06:38.600]  接著我們也看到第二第三節
[00:06:38.600 --> 00:06:47.000]  重複提到總督、音差、省長、參謀、財務、法官、地方官
[00:06:47.000 --> 00:06:49.000]  和各省的官員
[00:06:49.000 --> 00:06:52.800]  這班人都是尼布格尼撒的下屬
[00:06:52.800 --> 00:06:54.200]  比較之下
[00:06:54.200 --> 00:07:01.000]  很容易會著眼點在最大的一位的言論裏面
[00:07:01.000 --> 00:07:03.800]  但是如果我們稍作highlight
[00:07:03.800 --> 00:07:08.400]  其實這一大群人地位都不是弱小的
[00:07:08.400 --> 00:07:10.400]  排在最先的總督
[00:07:10.400 --> 00:07:13.800]  就好像我們中國古代的一些宰相
[00:07:13.800 --> 00:07:17.000]  其實就是一人之下、萬人之上
[00:07:17.000 --> 00:07:21.400]  就算是排在最尾的官員
[00:07:21.400 --> 00:07:24.600]  經文形容到都是一位地方的官員
[00:07:24.600 --> 00:07:27.600]  都是屬於一個坐在上位上面
[00:07:27.600 --> 00:07:31.600]  去管治著一處地方的一個官長
[00:07:31.600 --> 00:07:34.600]  所以這班人是有權位的人
[00:07:34.600 --> 00:07:36.800]  即是每一個都是老闆
[00:07:36.800 --> 00:07:42.400]  我們當然知道上司也會有上上司的情況
[00:07:42.400 --> 00:07:44.400]  每一個雖然是上司
[00:07:44.400 --> 00:07:47.400]  也可以是另外一些人的下屬
[00:07:47.400 --> 00:07:52.600]  每一個上司都有他們需要維繫的權威
[00:07:52.600 --> 00:07:56.600]  也是在推動所屬群體當中的效益
[00:07:56.600 --> 00:08:01.000]  無論是效能、經濟或者是人際關係
[00:08:01.000 --> 00:08:03.000]  都是他需要去維持的
[00:08:03.000 --> 00:08:06.200]  所以第一點我想和大家看看一班
[00:08:06.200 --> 00:08:08.400]  維繫權益的上位者
[00:08:08.400 --> 00:08:10.200]  用剛才所說的
[00:08:10.200 --> 00:08:15.400]  在職場上每一個上司都有他需要維持的權益
[00:08:15.400 --> 00:08:18.200]  同時也有自己個人的性格
[00:08:18.200 --> 00:08:19.800]  或者處事的方式
[00:08:19.800 --> 00:08:21.400]  按經文所描述
[00:08:21.400 --> 00:08:24.800]  我們一起看看裏面最大的上位者
[00:08:24.800 --> 00:08:27.200]  有一個怎樣的上司模式
[00:08:27.800 --> 00:08:28.800]  我們知道
[00:08:28.800 --> 00:08:32.400]  尼泊爾薩利加是一個很厲害的君王
[00:08:32.400 --> 00:08:34.400]  打贏了其他國家
[00:08:34.400 --> 00:08:37.200]  還帶走很多不同種族的人才
[00:08:37.200 --> 00:08:39.600]  為他的帝國效命
[00:08:39.600 --> 00:08:42.400]  所以但爾利和他三個朋友
[00:08:42.400 --> 00:08:44.200]  因為有才能
[00:08:44.200 --> 00:08:46.200]  所以被帶走
[00:08:46.200 --> 00:08:49.800]  在帝國裏面做服侍
[00:08:49.800 --> 00:08:51.400]  打贏其他國家
[00:08:51.400 --> 00:08:54.400]  帶走種族裏面的人才
[00:08:54.400 --> 00:08:58.800]  這個是尼泊爾薩利加王的策略
[00:08:58.800 --> 00:09:00.200]  作為最大的上司
[00:09:00.200 --> 00:09:05.400]  當然很想培育新的有能力的人去幫助自己
[00:09:05.400 --> 00:09:08.400]  這個是上位者的眼光
[00:09:08.400 --> 00:09:11.600]  當發掘出幫到自己的人才
[00:09:11.600 --> 00:09:13.000]  對自己的國家
[00:09:13.000 --> 00:09:15.600]  對自己的業務一定是有所幫助的
[00:09:15.600 --> 00:09:19.000]  我們見到經文第一第二節
[00:09:19.000 --> 00:09:23.000]  講述這個王下令做了一個金像
[00:09:23.000 --> 00:09:25.600]  立在杜拉平原上
[00:09:25.600 --> 00:09:29.600]  警察把所有領導官員都叫來
[00:09:29.600 --> 00:09:32.600]  看這個金像的開光禮
[00:09:32.600 --> 00:09:36.400]  經文沒有清楚形容這個金像
[00:09:36.400 --> 00:09:41.600]  解經家形容可能是當時這個國家所敬拜的神明
[00:09:41.600 --> 00:09:46.200]  又或者有人認為金像是彌補薩利
[00:09:46.200 --> 00:09:48.600]  彌補格尼薩王自己
[00:09:48.600 --> 00:09:50.000]  第四第五節
[00:09:50.000 --> 00:09:53.000]  王接著下令一個一道的命令
[00:09:53.000 --> 00:09:55.400]  是要各方各國各族的人
[00:09:55.400 --> 00:09:58.200]  都聽到音樂起奏的時候
[00:09:58.200 --> 00:09:59.200]  就要怎樣?
[00:09:59.200 --> 00:10:03.600]  一起去俯伏敬拜這個首座的巨像
[00:10:03.600 --> 00:10:07.200]  不知道當中人會不會去想
[00:10:07.200 --> 00:10:11.600]  一個勞民傷財的一個指令
[00:10:11.600 --> 00:10:14.000]  叫所有領導的官員
[00:10:14.000 --> 00:10:16.800]  在不同的國家趕到這裏
[00:10:16.800 --> 00:10:19.400]  聽到音樂就來做拜祭
[00:10:19.400 --> 00:10:22.200]  不明白王用意的人
[00:10:22.200 --> 00:10:26.000]  可能心裏不知道是為了甚麼
[00:10:26.000 --> 00:10:29.000]  但是我們要知道
[00:10:29.000 --> 00:10:31.600]  王所做的一定有他的原因
[00:10:31.600 --> 00:10:34.600]  經文沒有提到出來
[00:10:34.600 --> 00:10:37.000]  究竟裏面有包含甚麼原因
[00:10:37.000 --> 00:10:38.800]  可能第二章裏面
[00:10:38.800 --> 00:10:40.800]  但以你為王解夢
[00:10:40.800 --> 00:10:42.600]  二章三十八節裏面
[00:10:42.600 --> 00:10:45.000]  但以你清楚說出
[00:10:45.000 --> 00:10:47.400]  王就是那個金頭
[00:10:47.400 --> 00:10:51.200]  所以令到王為自己做金像
[00:10:51.200 --> 00:10:54.000]  目的就是要炫耀自己
[00:10:54.000 --> 00:10:55.600]  可能是要炫耀自己
[00:10:55.600 --> 00:10:58.000]  又或者藉著這件事
[00:10:58.000 --> 00:11:01.000]  去顯示自己有多大的權柄
[00:11:01.000 --> 00:11:04.200]  又或者藉著這一次的聚集
[00:11:04.200 --> 00:11:08.600]  要令到各方各族的領導官員
[00:11:08.600 --> 00:11:12.600]  看到整個國家有多少的民族
[00:11:12.600 --> 00:11:14.400]  是已經屈服了
[00:11:14.400 --> 00:11:18.000]  有多少的人才在服務這個國家
[00:11:18.000 --> 00:11:22.200]  能夠帶給國家未來的穩定和繁榮
[00:11:22.200 --> 00:11:27.600]  不要小看聽到音樂就去敬拜這個指令
[00:11:27.600 --> 00:11:30.800]  亦都可能是一個很深思的指令
[00:11:30.800 --> 00:11:33.600]  因為剛才我們說到
[00:11:33.600 --> 00:11:36.000]  各方各族各民的人都來到
[00:11:36.000 --> 00:11:38.000]  大家在說不同的語言
[00:11:38.000 --> 00:11:41.000]  所以命令一聽到音樂
[00:11:41.000 --> 00:11:43.000]  就要去服服敬拜的時候
[00:11:43.000 --> 00:11:46.800]  已經解決了一個需要翻譯的問題
[00:11:46.800 --> 00:11:52.400]  亦都保持整個場面的一致性
[00:11:52.400 --> 00:11:54.600]  當然我們不知道
[00:11:54.600 --> 00:11:58.200]  彌布格尼薩王的想法和盤算
[00:11:58.200 --> 00:12:00.600]  但無論是為了什麼原因都好
[00:12:00.600 --> 00:12:02.400]  作為一位上位者
[00:12:02.400 --> 00:12:03.800]  他所發出的指令
[00:12:03.800 --> 00:12:08.000]  都是要他的下屬很準確地去進行的
[00:12:08.000 --> 00:12:10.800]  達到預期他想要的效果
[00:12:10.800 --> 00:12:14.000]  要維持作為上位者的權益
[00:12:14.000 --> 00:12:15.800]  令到所屬的群體
[00:12:15.800 --> 00:12:19.800]  可以乖乖地聽命令做事
[00:12:19.800 --> 00:12:21.400]  不知道在座的
[00:12:21.400 --> 00:12:24.600]  有多少位都是做上司的
[00:12:24.600 --> 00:12:27.600]  甚至乎可能是一間公司
[00:12:27.600 --> 00:12:29.200]  一個機構的老闆
[00:12:29.200 --> 00:12:32.400]  見到彌布格尼薩王一到此
[00:12:32.400 --> 00:12:35.400]  就帶出這個影響和發揮力
[00:12:35.400 --> 00:12:38.000]  你們會覺得怎樣呢?
[00:12:38.000 --> 00:12:40.000]  一位現代的上位者
[00:12:40.000 --> 00:12:44.800]  會怎樣去維持自己所屬位置的權益呢?
[00:12:44.800 --> 00:12:47.800]  我們看似彌布格尼薩王
[00:12:47.800 --> 00:12:49.600]  很勁地下指令
[00:12:49.600 --> 00:12:52.000]  其他人就要如實執行
[00:12:52.000 --> 00:12:55.600]  但是做人上司都會體會過
[00:12:55.600 --> 00:12:59.800]  坐高位的其實都不是一件易事
[00:12:59.800 --> 00:13:03.000]  自己下的決定對不對呢?
[00:13:03.000 --> 00:13:07.200]  其他人願不願意去配合執行呢?
[00:13:07.200 --> 00:13:09.400]  有沒有陽奉陰違
[00:13:09.400 --> 00:13:12.200]  又或者經常聽到一句
[00:13:12.200 --> 00:13:16.400]  上有上策下有對策
[00:13:16.400 --> 00:13:19.000]  怎樣可以令到跟自己的人
[00:13:19.000 --> 00:13:22.600]  能夠發揮到應該出來的才能
[00:13:22.600 --> 00:13:26.400]  而幫到公司去運行和發展呢?
[00:13:26.400 --> 00:13:27.800]  所領導的群體
[00:13:27.800 --> 00:13:31.600]  可不可以帶出應該有的效益呢?
[00:13:31.600 --> 00:13:34.200]  相信這些都是作為上位者
[00:13:34.200 --> 00:13:38.000]  作為上司需要經常考慮的事情
[00:13:38.000 --> 00:13:41.000]  我們見到彌布格尼薩王
[00:13:41.000 --> 00:13:43.200]  用很有權柄的姿勢
[00:13:43.200 --> 00:13:46.600]  去命令他的下屬敬拜金像
[00:13:46.600 --> 00:13:49.600]  但不是代表這個命令
[00:13:49.600 --> 00:13:53.400]  就可以令到這個國家可以千秋萬世
[00:13:53.400 --> 00:13:56.000]  如果你都是一位上司的時候
[00:13:56.000 --> 00:13:58.200]  你又會怎樣用什麼方式
[00:13:58.200 --> 00:14:02.000]  去維持當中的權益呢?
[00:14:02.000 --> 00:14:03.600]  要維持效能
[00:14:03.600 --> 00:14:06.200]  成功的上司一定會知道
[00:14:06.200 --> 00:14:09.800]  並不是一個人自己可以做的事情
[00:14:09.800 --> 00:14:12.000]  是需要不同的人去配合
[00:14:12.000 --> 00:14:14.000]  亦都要有好的幫手
[00:14:14.000 --> 00:14:17.400]  彌布格尼薩就是有用人的眼光
[00:14:17.400 --> 00:14:21.400]  他會用不同種族、不同階層的人
[00:14:21.400 --> 00:14:24.200]  去擺在不同的位置
[00:14:24.200 --> 00:14:26.600]  但他亦都有一種眼光
[00:14:26.600 --> 00:14:28.800]  不知道在座的上司
[00:14:28.800 --> 00:14:31.600]  會不會一樣有一種眼光
[00:14:31.600 --> 00:14:36.000]  就聽我讀一讀第28至30節
[00:14:36.800 --> 00:14:40.800]  彌布格尼薩說
[00:14:40.800 --> 00:14:44.800]  撒德拉、米薩、阿伯尼哥的神
[00:14:44.800 --> 00:14:46.400]  應當稱重的
[00:14:46.400 --> 00:14:48.200]  他差遣使者
[00:14:48.200 --> 00:14:50.800]  交互倚靠他的僕人
[00:14:50.800 --> 00:14:52.800]  他們不遵王的命令
[00:14:52.800 --> 00:14:54.000]  甚至捨身
[00:14:54.000 --> 00:14:58.000]  在他們神以外不肯侍奉敬拜別神
[00:14:58.000 --> 00:14:59.600]  現在我降旨
[00:14:59.600 --> 00:15:02.200]  無論何方、何國、何族
[00:15:02.200 --> 00:15:07.200]  凡有人誹謗撒德拉、米薩、阿伯尼哥的神
[00:15:07.200 --> 00:15:09.600]  他必被凌遲
[00:15:09.600 --> 00:15:12.000]  他的房屋必成糞堆
[00:15:12.000 --> 00:15:15.800]  因為沒有別神能像這樣施行拯救
[00:15:15.800 --> 00:15:19.600]  那時王在巴比倫省
[00:15:19.600 --> 00:15:24.400]  使撒德拉、米薩、阿伯尼哥高升
[00:15:24.400 --> 00:15:28.000]  經文一樣我們知道
[00:15:28.000 --> 00:15:31.800]  彌布格尼薩另外有一種眼光
[00:15:31.800 --> 00:15:34.600]  不只是重視下屬的能力
[00:15:34.600 --> 00:15:39.400]  雖然今天沒有跟大家看完整張經文記載
[00:15:39.400 --> 00:15:41.800]  但是到了三友
[00:15:41.800 --> 00:15:45.400]  但以三友這個故事發展到最後
[00:15:45.400 --> 00:15:49.800]  因為王看得到撒德拉、米薩、阿伯尼哥
[00:15:49.800 --> 00:15:52.600]  所跟隨的神的權能
[00:15:52.600 --> 00:15:55.000]  因為神而看到三友
[00:15:55.000 --> 00:15:59.400]  因為神而讓王看到三友的堅定立場
[00:15:59.400 --> 00:16:05.000]  更因為神而作出了嚴厲的指令
[00:16:05.000 --> 00:16:09.000]  任何人不可以誹謗這位權能的神
[00:16:09.000 --> 00:16:11.200]  亦都是因為神的緣故
[00:16:11.200 --> 00:16:13.600]  讓三位得到高升
[00:16:13.600 --> 00:16:18.600]  當然王需要繼續用其他各個民族的官員
[00:16:18.600 --> 00:16:21.200]  去維持整個國家的運作
[00:16:21.200 --> 00:16:24.200]  但他知道什麼人可以縱容
[00:16:24.200 --> 00:16:26.400]  更加可以幫到自己
[00:16:26.400 --> 00:16:31.800]  他的眼界就是看得到神的作為是多麼厲害
[00:16:31.800 --> 00:16:33.800]  作為上司的弟兄姊妹
[00:16:33.800 --> 00:16:38.600]  除了看到人的能力如何幫助業務之外
[00:16:38.600 --> 00:16:41.800]  我們又有沒有可以用一種眼光
[00:16:41.800 --> 00:16:44.400]  看到同事所相信的神
[00:16:44.400 --> 00:16:45.800]  他當中的作為
[00:16:45.800 --> 00:16:48.800]  成為看他的準則
[00:16:48.800 --> 00:16:53.000]  帶給他的能力、按才來使用呢?
[00:16:55.200 --> 00:16:59.200]  接著我想轉一轉鏡頭
[00:16:59.200 --> 00:17:01.400]  看看另外一群人
[00:17:01.400 --> 00:17:05.400]  我們一起讀讀第八至十二節
[00:17:05.400 --> 00:17:06.600]  準備起
[00:17:06.600 --> 00:17:13.400]  「控告猶太人
[00:17:13.400 --> 00:17:16.400]  他們對尼布格尼撒王說
[00:17:16.400 --> 00:17:18.200]  願王萬歲
[00:17:18.200 --> 00:17:23.800]  李王牙、李陳鋼子、梵廷建國號琴室
[00:17:23.800 --> 00:17:30.800]  三角琴、鼓和各樣樂器聲音的都當輔這金像
[00:17:30.800 --> 00:17:36.000]  凡不俯伏下拜的必迎奴忠」
[00:17:36.000 --> 00:17:38.600]  「現在有幾個猶太人
[00:17:38.600 --> 00:17:46.400]  就是王所派管理巴比倫省事務的沙德拉米沙阿伯尼戈
[00:17:46.400 --> 00:17:49.800]  王啊,這些人不理你的御旨
[00:17:49.800 --> 00:17:51.800]  不侍奉你的神明
[00:17:51.800 --> 00:17:55.800]  也不下拜你所納的金像」
[00:17:55.800 --> 00:18:01.800]  帝國權力最高的那位常委者發出命令
[00:18:01.800 --> 00:18:05.600]  當中不知道有多少領導官員
[00:18:05.600 --> 00:18:08.600]  能夠明白這個大boss的榮譽
[00:18:08.600 --> 00:18:11.600]  還是有order
[00:18:11.600 --> 00:18:15.600]  就是照辦做好自己的差事就算了?
[00:18:15.600 --> 00:18:21.600]  鏡頭轉了對準了幾個加勒底人
[00:18:21.600 --> 00:18:24.200]  當我們讀完剛才那幾節的經文
[00:18:24.200 --> 00:18:30.600]  不知道大家會對這幾位加勒底人有什麼評價和觀感呢?
[00:18:30.600 --> 00:18:36.600]  第八、第九節說到他們去到王前面去控告猶太人
[00:18:36.600 --> 00:18:40.600]  控告這個原文有一個吞食
[00:18:40.600 --> 00:18:43.600]  咬到人體無完膚的意思
[00:18:43.600 --> 00:18:47.600]  表示中傷了和誹謗其他人的意思
[00:18:47.600 --> 00:18:51.600]  讀的時候就會有另一個民族
[00:18:51.600 --> 00:18:54.600]  要去中傷誹謗上帝子民
[00:18:54.600 --> 00:18:59.600]  很快就會標籤他們是一群什麼型的人呢?
[00:18:59.600 --> 00:19:01.600]  加勒底人就是二五仔
[00:19:01.600 --> 00:19:03.600]  戳人背脊
[00:19:03.600 --> 00:19:06.600]  不是同一個民族就一定是敵人
[00:19:06.600 --> 00:19:11.600]  第十節用一個命令的語氣
[00:19:11.600 --> 00:19:16.600]  形容這幾位加勒底人向王重讚萬歲
[00:19:16.600 --> 00:19:21.600]  表示他們是很誠懇、謙卑向王重讚
[00:19:21.600 --> 00:19:24.600]  嘩!那還不是小拆鞋?
[00:19:24.600 --> 00:19:29.600]  所以很快就會有一個鮮明的形象
[00:19:29.600 --> 00:19:34.600]  這一群戳人背脊、很會拆鞋的敵人出現了
[00:19:34.600 --> 00:19:39.600]  如果大家遇到一個這樣的形象的同時
[00:19:39.600 --> 00:19:42.600]  你會怎樣對待他呢?
[00:19:42.600 --> 00:19:46.600]  當我們讀完第十至十二節
[00:19:46.600 --> 00:19:48.600]  其實可以讓我們知道
[00:19:48.600 --> 00:19:50.600]  這幾位加勒底人很清楚
[00:19:50.600 --> 00:19:54.600]  王從上而來所下的命令是什麼
[00:19:54.600 --> 00:19:58.600]  如果我們將第十節和第十一節
[00:19:58.600 --> 00:20:01.600]  再和之前第四、第六節比較
[00:20:01.600 --> 00:20:05.600]  聽到噩聲就要去俯伏敬拜金像
[00:20:05.600 --> 00:20:07.600]  如果不這樣做的話
[00:20:07.600 --> 00:20:10.600]  王亦都寫得很清清楚楚
[00:20:10.600 --> 00:20:14.600]  不服從命令的人會被拋到烈火的窯裡
[00:20:14.600 --> 00:20:16.600]  因為王有這樣的命令
[00:20:16.600 --> 00:20:21.600]  當加勒底人看到猶太人沒有跟著最高指示的時候
[00:20:21.600 --> 00:20:26.600]  就向王點名去舉報但爾利三個朋友
[00:20:26.600 --> 00:20:33.600]  這三個朋友因為之前但爾利為了王解蒙之後
[00:20:33.600 --> 00:20:35.600]  他們都被縱容
[00:20:35.600 --> 00:20:42.600]  還帶了三個朋友去高升管理一間地方
[00:20:42.600 --> 00:20:43.600]  第十二節告訴我們
[00:20:43.600 --> 00:20:48.600]  這三個朋友都有份管治巴比倫省的事務
[00:20:48.600 --> 00:20:51.600]  所以亦都是一班領導的官員
[00:20:51.600 --> 00:20:56.600]  和加勒底人一樣要遵行王絕對的命令
[00:20:56.600 --> 00:21:01.600]  大家都在跟隨著一個大老闆
[00:21:01.600 --> 00:21:05.600]  加勒底人就按照指示做足自己的本份
[00:21:05.600 --> 00:21:08.600]  和猶太三人可能並不熟悉
[00:21:08.600 --> 00:21:09.600]  非親非故
[00:21:09.600 --> 00:21:15.600]  而王的命令和違反的結果卻寫得清清楚楚
[00:21:15.600 --> 00:21:18.600]  加勒底人無論有意無意都好
[00:21:18.600 --> 00:21:22.600]  看到猶太人沒有遵行王的命令的時候
[00:21:22.600 --> 00:21:24.600]  如果不指控他們出來
[00:21:24.600 --> 00:21:27.600]  萬一被其他民族的官員
[00:21:27.600 --> 00:21:31.600]  或是他們自己民族有仇的人看到
[00:21:31.600 --> 00:21:36.600]  一個不該指控這班加勒底人做包庇
[00:21:36.600 --> 00:21:39.600]  他們自己都很大件事
[00:21:39.600 --> 00:21:42.600]  事實上藉著這個機會
[00:21:42.600 --> 00:21:48.600]  他們亦有機會去扳倒其他競爭者
[00:21:48.600 --> 00:21:52.600]  自己亦有監視的功勞
[00:21:52.600 --> 00:21:55.600]  亦都可以向王表示自己的忠心
[00:21:55.600 --> 00:21:58.600]  不是兩全其美的方案嗎?
[00:21:58.600 --> 00:22:02.600]  所以如果用人性的角度去看這幾個加勒底人的時候
[00:22:02.600 --> 00:22:08.600]  其實不困難去明白他們為什麼會選擇這樣做
[00:22:08.600 --> 00:22:12.600]  當我們都是一班打工一族的時候
