
[00:00:00.000 --> 00:00:03.880]  今天的題目是「你是一個如何的存在」
[00:02:10.720 --> 00:02:11.640]  如果我們做不到
[00:02:11.640 --> 00:02:13.960]  有什麼阻礙著我們呢?
[00:02:13.960 --> 00:02:16.240]  如果我們做不到一個活出信仰的存在
[00:02:16.240 --> 00:02:19.160]  我們又是一個如何的存在呢?
[00:02:19.160 --> 00:02:20.680]  很想今天透過經文裡面
[00:02:20.680 --> 00:02:23.680]  看看上帝對我們有什麼說話去說
[00:02:23.680 --> 00:02:27.280]  經文在《已忽所書》的二章一至十節
[00:02:27.280 --> 00:02:29.280]  我也想邀請大家一起讀
[00:02:29.280 --> 00:02:31.480]  這些字是不是很大隻呢?
[00:02:31.480 --> 00:02:33.280]  是啊
[00:02:33.280 --> 00:02:34.880]  不是給我的
[00:02:34.880 --> 00:02:37.080]  我是有稿的
[00:02:37.080 --> 00:02:40.880]  教會要求說這些字要大隻一點
[00:02:40.880 --> 00:02:42.520]  其實我就想不用掛
[00:02:42.520 --> 00:02:45.480]  我都標青崇拜年青群體
[00:02:45.480 --> 00:02:47.080]  不過無論如何
[00:02:47.080 --> 00:02:49.280]  我都很順服教會的要求
[00:02:49.280 --> 00:02:51.280]  這字是不是很大隻呢?
[00:02:51.280 --> 00:02:53.280]  OK 我們一起讀好嗎?
[00:02:53.280 --> 00:02:54.880]  《已忽所書》的二章一至十節
[00:02:54.880 --> 00:02:57.280]  好 預備起
[00:02:57.280 --> 00:03:01.080]  因著自己的過犯罪惡而死了
[00:03:01.080 --> 00:03:04.880]  那時你們在過犯罪惡中生活
[00:03:04.880 --> 00:03:07.280]  隨從今世的風俗
[00:03:07.280 --> 00:03:10.480]  信服空中掌權者的領袖
[00:03:10.480 --> 00:03:15.080]  就是現今在活躍的人心中運行的邪靈
[00:03:15.080 --> 00:03:18.880]  我們也都生活在他們當中
[00:03:18.880 --> 00:03:21.080]  放縱肉體的私慾
[00:03:21.080 --> 00:03:24.480]  隨著肉體和心中的意念去做
[00:03:24.480 --> 00:03:26.080]  和別人一樣
[00:03:26.080 --> 00:03:29.480]  生來就是該受懲罰的人
[00:03:29.480 --> 00:03:32.080]  然而神有豐富的憐憫
[00:03:32.080 --> 00:03:35.080]  因著祂愛我們的大愛
[00:03:35.080 --> 00:03:38.880]  竟在我們因過犯而死了的時候
[00:03:38.880 --> 00:03:42.080]  使我們與基督一同活過來
[00:03:42.080 --> 00:03:45.280]  可見你們得救是本福恩
[00:03:45.280 --> 00:03:49.880]  但又使我們在基督耶穌裡與祂一同復活
[00:03:49.880 --> 00:03:52.280]  一同坐在天上
[00:03:52.280 --> 00:03:55.080]  為要把祂豐富的恩典
[00:03:55.080 --> 00:03:59.880]  就是祂在基督耶穌裡向我們所施的恩賜
[00:03:59.880 --> 00:04:02.480]  顯明給後來的世代
[00:04:02.480 --> 00:04:06.280]  你們得救是本福恩也因著信
[00:04:06.280 --> 00:04:08.680]  這並不是出於自己
[00:04:08.680 --> 00:04:11.080]  而是神所賜的
[00:04:11.080 --> 00:04:13.080]  也不是出於行為
[00:04:13.080 --> 00:04:15.280]  免得有人自誇
[00:04:15.280 --> 00:04:17.680]  我們是祂所做之物
[00:04:17.680 --> 00:04:20.480]  在基督耶穌裡創造的
[00:04:20.480 --> 00:04:22.480]  為要使我們行善
[00:04:22.480 --> 00:04:26.280]  就是神早已預備好要我們做的
[00:04:26.280 --> 00:04:28.880]  我們向低頭禱告
[00:04:28.880 --> 00:04:30.680]  天皇上帝多謝你
[00:04:30.680 --> 00:04:32.880]  多謝你拯救我們
[00:04:32.880 --> 00:04:36.680]  而這個拯救是出於你的大愛
[00:04:36.680 --> 00:04:38.080]  也多謝上帝你
[00:04:38.080 --> 00:04:41.480]  不僅救了我們不用下地獄這麼簡單
[00:04:41.480 --> 00:04:43.480]  而是你把一個很榮耀的身份
[00:04:43.480 --> 00:04:45.880]  一個很榮耀的托付交給我們
[00:04:45.880 --> 00:04:48.480]  很想我們的生命能夠繼續彰顯你
[00:04:48.480 --> 00:04:51.280]  讓人認識基督認識救人
[00:04:51.280 --> 00:04:53.280]  求天父你去痛祂痛哉
[00:04:53.280 --> 00:04:55.280]  真的打開你的經文
[00:04:55.280 --> 00:04:57.080]  也開通我們的耳朵
[00:04:57.080 --> 00:04:58.480]  讓我們能夠進入經文
[00:04:58.480 --> 00:04:59.480]  明白經文
[00:04:59.480 --> 00:05:01.480]  並且能夠行出經文
[00:05:01.480 --> 00:05:02.880]  主聽我們禱告
[00:05:02.880 --> 00:05:04.480]  我們這樣祈禱交托
[00:05:04.480 --> 00:05:06.480]  奉耶穌基督名祈求
[00:05:06.480 --> 00:05:07.480]  阿們
[00:05:09.280 --> 00:05:14.080]  《耳空所書》是教會每月的講道系列之一
[00:05:14.080 --> 00:05:17.280]  上個月應該是講了第一章
[00:05:17.280 --> 00:05:18.280]  如果你有印象
[00:05:18.280 --> 00:05:19.880]  其實第一章提到什麼呢
[00:05:19.880 --> 00:05:22.080]  其實一章尾提到
[00:05:22.080 --> 00:05:23.080]  保羅正在說
[00:05:23.080 --> 00:05:24.880]  在耶穌基督裏面
[00:05:24.880 --> 00:05:29.080]  信徒有很多福氣已經到我們身上
[00:05:29.080 --> 00:05:32.880]  並且他也稱讚耳福所的信徒
[00:05:32.880 --> 00:05:35.280]  可以下一張拍一拍
[00:05:35.280 --> 00:05:37.680]  他們稱讚耳福所的信徒是怎樣
[00:05:37.680 --> 00:05:39.680]  對主有信心
[00:05:39.680 --> 00:05:41.680]  對人有愛心
[00:05:41.680 --> 00:05:44.480]  也宣告耶穌基督的榮耀尊貴
[00:05:44.480 --> 00:05:46.280]  是遠超一切的
[00:05:46.280 --> 00:05:48.080]  其實第一章尾
[00:05:48.080 --> 00:05:51.680]  在一個淑寧的高峰裏面
[00:05:51.680 --> 00:05:52.680]  但不知為何
[00:05:52.680 --> 00:05:53.880]  到了第二章
[00:05:53.880 --> 00:05:55.880]  好像從一個高峰裏面
[00:05:55.880 --> 00:05:57.680]  就掉下來
[00:05:57.680 --> 00:05:59.880]  去到一個不可以說谷底的
[00:05:59.880 --> 00:06:01.080]  好像掉下來
[00:06:01.080 --> 00:06:04.080]  回到我們的老我
[00:06:04.080 --> 00:06:05.280]  我們的本相
[00:06:05.280 --> 00:06:06.280]  我們的舊我
[00:06:06.280 --> 00:06:10.280]  未信主之前的我們是怎樣
[00:06:10.280 --> 00:06:13.880]  這個老我舊我是怎樣的呢
[00:06:13.880 --> 00:06:15.880]  第一節是這樣說
[00:06:15.880 --> 00:06:19.880]  你們因著自己的過犯罪惡而死了
[00:06:19.880 --> 00:06:21.280]  這個死
[00:06:21.280 --> 00:06:24.480]  這個死亡不是在說我們肉身上的死亡
[00:06:24.480 --> 00:06:26.680]  而是我們靈裏面的死亡
[00:06:26.680 --> 00:06:28.080]  也就是說
[00:06:28.080 --> 00:06:28.880]  我這個人
[00:06:28.880 --> 00:06:30.880]  未信主之前的我
[00:06:30.880 --> 00:06:32.280]  其實我這個人
[00:06:32.280 --> 00:06:34.480]  是跟上帝有阻隔的
[00:06:34.480 --> 00:06:36.880]  我的靈裏面已經死了
[00:06:36.880 --> 00:06:39.480]  是我們跟上帝不能溝通的
[00:06:39.480 --> 00:06:40.280]  簡單來說
[00:06:40.280 --> 00:06:41.280]  我只是一個軀殼
[00:06:41.280 --> 00:06:42.480]  我的靈魂已經死了
[00:06:42.480 --> 00:06:45.680]  就好像一個Walking Dead
[00:06:45.680 --> 00:06:46.880]  而Walking Dead
[00:06:46.880 --> 00:06:47.680]  有一個
[00:06:47.680 --> 00:06:50.480]  他的生命有兩個情況
[00:06:50.480 --> 00:06:51.480]  第一就是
[00:06:51.480 --> 00:06:53.080]  在他的生活行為上
[00:06:53.080 --> 00:06:55.680]  是被這個世界的文化
[00:06:55.680 --> 00:06:58.080]  風俗習慣去影響
[00:06:58.080 --> 00:06:58.880]  甚至乎
[00:06:58.880 --> 00:07:01.880]  其實這些文化風俗習慣的背後
[00:07:01.880 --> 00:07:04.880]  是說撒旦在後面去操縱的
[00:07:04.880 --> 00:07:06.080]  簡單來說
[00:07:06.080 --> 00:07:09.080]  其實我們就是跟著撒旦的路
[00:07:09.080 --> 00:07:11.080]  被撒旦影響我們
[00:07:11.080 --> 00:07:15.280]  撒旦將我們越帶越遠的遠離上帝
[00:07:15.280 --> 00:07:16.680]  第二個狀況就是
[00:07:16.680 --> 00:07:17.680]  一個Walking Dead
[00:07:17.680 --> 00:07:18.680]  第二個狀況是怎樣呢
[00:07:18.680 --> 00:07:22.480]  就是只想做自己想做的事
[00:07:22.480 --> 00:07:24.280]  隨著自己的喜好
[00:07:24.280 --> 00:07:25.480]  自己的目標
[00:07:25.480 --> 00:07:27.680]  去決定自己想做些什麼
[00:07:27.680 --> 00:07:28.480]  簡單來說
[00:07:28.480 --> 00:07:31.680]  就是一個很自我中心的人
[00:07:31.680 --> 00:07:34.080]  一個零裡死亡的人
[00:07:34.080 --> 00:07:36.080]  就好像一個Walking Dead
[00:07:36.080 --> 00:07:37.680]  是會被這個世界
[00:07:37.680 --> 00:07:39.880]  甚至魔鬼去影響我們
[00:07:39.880 --> 00:07:41.880]  去跟隨世界的文化
[00:07:41.880 --> 00:07:43.280]  而去生活
[00:07:43.280 --> 00:07:46.080]  並且我們會很喜歡
[00:07:46.080 --> 00:07:47.680]  按自己的標準
[00:07:47.680 --> 00:07:50.080]  去決定自己想做的事情
[00:07:50.080 --> 00:07:51.880]  是一個很自我的人
[00:07:51.880 --> 00:07:52.880]  但是
[00:07:52.880 --> 00:07:54.480]  會有後果的
[00:07:54.480 --> 00:07:56.480]  是會受到刑罰
[00:07:56.480 --> 00:07:59.080]  看到這裡的時候
[00:07:59.080 --> 00:08:00.080]  我就會問
[00:08:00.080 --> 00:08:03.280]  咦 為什麼寶萊要說這些呢
[00:08:03.280 --> 00:08:05.080]  我都信了主了
[00:08:05.080 --> 00:08:05.880]  是不是
[00:08:05.880 --> 00:08:08.480]  我零裡面已經復活了
[00:08:08.480 --> 00:08:11.480]  我跟上帝能夠再次結連了
[00:08:11.480 --> 00:08:12.080]  還有
[00:08:12.080 --> 00:08:13.080]  第一章
[00:08:13.080 --> 00:08:14.480]  明明一章尾的時候
[00:08:14.480 --> 00:08:16.280]  剛剛才讚完我
[00:08:16.280 --> 00:08:17.280]  又有愛心
[00:08:17.280 --> 00:08:18.880]  又有信心
[00:08:18.880 --> 00:08:21.280]  咦 我不是已經一個蒙越了
[00:08:21.280 --> 00:08:23.680]  一個屬神的子民了嗎
[00:08:23.680 --> 00:08:26.680]  我不是一個將來能夠承受
[00:08:26.680 --> 00:08:28.480]  神的產業的人了嗎
[00:08:28.480 --> 00:08:30.280]  我不是一個夢幻的人了嗎
[00:08:30.280 --> 00:08:33.480]  為什麼突然間拉我下來
[00:08:33.480 --> 00:08:37.080]  又提起我未信主之前那個骯髒的我呢
[00:08:37.080 --> 00:08:39.880]  我相信
[00:08:39.880 --> 00:08:41.280]  當時的信徒
[00:08:41.280 --> 00:08:44.280]  是一個屬神的人
[00:08:44.280 --> 00:08:46.080]  但是他們的生活行為
[00:08:46.080 --> 00:08:50.080]  可能仍然是一個Walking Dead
[00:08:50.080 --> 00:08:52.680]  就好像一個未信主的人一樣
[00:08:52.680 --> 00:08:54.080]  那個救我
[00:08:54.080 --> 00:08:55.080]  那個老我
[00:08:55.080 --> 00:08:58.280]  可能仍然都在信徒的生命裡面
[00:08:58.280 --> 00:08:59.880]  是的 弟兄姊妹
[00:08:59.880 --> 00:09:02.480]  我們都有這個老我和救我
[00:09:02.480 --> 00:09:05.480]  這個老我和救我是很麻煩的
[00:09:05.480 --> 00:09:08.080]  它會不久就會飄出來
[00:09:08.080 --> 00:09:08.880]  很容易
[00:09:08.880 --> 00:09:10.480]  我又很容易傾向
[00:09:10.480 --> 00:09:12.880]  又會跟回以前未信主的時候
[00:09:12.880 --> 00:09:14.280]  或者是被殺
[00:09:14.280 --> 00:09:16.280]  但又很容易蒙蔽了他
[00:09:16.280 --> 00:09:19.880]  又會令我們做得罪神的事情
[00:09:19.880 --> 00:09:21.480]  而當時的信徒
[00:09:21.480 --> 00:09:24.880]  的確也是被這個世界影響著他們
[00:09:24.880 --> 00:09:26.480]  以至他們的生活行為
[00:09:26.480 --> 00:09:29.480]  都不是在神的心意裡面
[00:09:29.480 --> 00:09:31.880]  當時的信徒
[00:09:31.880 --> 00:09:33.080]  或者他們的世界
[00:09:33.080 --> 00:09:35.680]  又被什麼影響呢
[00:09:35.680 --> 00:09:37.080]  我相信
[00:09:37.080 --> 00:09:39.280]  當時的諾斯底主義
[00:09:39.280 --> 00:09:42.080]  可能是一個其中很重要的影響
[00:09:42.080 --> 00:09:43.680]  諾斯底主義是什麼呢
[00:09:43.680 --> 00:09:46.680]  其實它其中一點的理念就是
[00:09:46.680 --> 00:09:48.880]  靈是傳而善的
[00:09:48.880 --> 00:09:51.880]  即是靈性的東西才是善的 是好的
[00:09:51.880 --> 00:09:52.880]  而物質
[00:09:52.880 --> 00:09:54.080]  Physical的東西
[00:09:54.080 --> 00:09:56.280]  就是惡的 是Evil的
[00:09:56.280 --> 00:09:57.680]  他們會認為
[00:09:57.680 --> 00:10:00.280]  一個美善的神
[00:10:00.280 --> 00:10:02.280]  不可能創造物質
[00:10:02.280 --> 00:10:03.680]  應該創造萬物的
[00:10:03.680 --> 00:10:05.080]  更加不可能成為人的
[00:10:05.080 --> 00:10:07.280]  因為這些Physical的東西是Evil的
[00:10:07.280 --> 00:10:09.080]  而神是一個Spiritual的東西
[00:10:09.080 --> 00:10:11.880]  是靈來的 是善的
[00:10:11.880 --> 00:10:14.880]  另外他們很崇尚知識的追求
[00:10:14.880 --> 00:10:17.880]  他們覺得知識是超越一切的美德
[00:10:17.880 --> 00:10:19.880]  品行行為
[00:10:19.880 --> 00:10:22.080]  並且只有夢揀選的人
[00:10:22.080 --> 00:10:24.280]  才會有知識明白真理
[00:10:24.280 --> 00:10:26.280]  包括聖經
[00:10:26.280 --> 00:10:28.280]  因著這個思想
[00:10:28.280 --> 00:10:29.880]  其實他們是接受不了
[00:10:29.880 --> 00:10:32.080]  耶穌基督導誕肉身這件事的
[00:10:32.080 --> 00:10:33.280]  有沒有搞錯啊
[00:10:33.280 --> 00:10:35.280]  神啊 怎麼會成為人呢
[00:10:35.280 --> 00:10:37.080]  成為一個有肉有肉的人
[00:10:37.080 --> 00:10:40.680]  是一個有Physical part的人
[00:10:40.680 --> 00:10:42.680]  他們是接受不了的
[00:10:42.680 --> 00:10:43.480]  還有
[00:10:43.480 --> 00:10:45.680]  因為他們認為肉體
[00:10:45.680 --> 00:10:47.680]  是物質 是Evil的
[00:10:47.680 --> 00:10:50.880]  所以肉體做什麼都可以
[00:10:50.880 --> 00:10:53.080]  只要靈魂得救就行了
[00:10:53.080 --> 00:10:54.280]  簡單來說
[00:10:54.280 --> 00:10:56.280]  身體犯任何罪都沒有問題
[00:10:56.280 --> 00:10:59.280]  靈魂得救就可以了
[00:10:59.280 --> 00:11:01.280]  另外他們認為
[00:11:01.280 --> 00:11:03.880]  知識是凌駕於一切的美德
[00:11:03.880 --> 00:11:05.880]  品行之上
[00:11:05.880 --> 00:11:07.680]  最重要是有知識
[00:11:07.680 --> 00:11:11.680]  最重要是一個知識豐富的人
[00:11:11.680 --> 00:11:14.080]  明白聖經的人
[00:11:14.080 --> 00:11:15.080]  能否做到呢
[00:11:15.080 --> 00:11:16.280]  不要緊的
[00:11:16.280 --> 00:11:17.680]  先懂得做吧
[00:11:17.680 --> 00:11:20.080]  有知識 沒品行 沒品德
[00:11:20.080 --> 00:11:23.080]  都可以 都可以救的
[00:11:23.080 --> 00:11:24.880]  另外他們認為
[00:11:24.880 --> 00:11:26.280]  被揀選的人
[00:11:26.280 --> 00:11:28.280]  才會知道奧秘
[00:11:28.280 --> 00:11:29.280]  所以
[00:11:29.280 --> 00:11:33.680]  有知識的人會覺得自己高人一等
[00:11:33.680 --> 00:11:37.680]  令到教會當中帶來一些分裂
[00:11:37.680 --> 00:11:40.280]  寶羅不是這樣想的
[00:11:40.280 --> 00:11:42.280]  所以寶羅在後面的篇章
[00:11:42.280 --> 00:11:45.480]  都糾正了這些信徒的思想
[00:11:45.480 --> 00:11:48.280]  不要被世界的思想衝擊
[00:11:48.280 --> 00:11:49.880]  我們又看一點
[00:11:49.880 --> 00:11:51.480]  如果你有機會看後一點
[00:11:51.480 --> 00:11:53.480]  四章二十一節是這樣說的
[00:11:53.480 --> 00:11:54.680]  邀請大家一起讀吧
[00:11:54.680 --> 00:11:56.080]  預備起
[00:11:56.080 --> 00:11:58.880]  如果你們聽過他的道
[00:11:58.880 --> 00:12:00.680]  領了他的教
[00:12:00.680 --> 00:12:03.280]  因為真理就在耶穌裡
[00:12:03.280 --> 00:12:06.080]  你們要脫去從前的行為
[00:12:06.080 --> 00:12:07.480]  脫去救我
[00:12:07.480 --> 00:12:10.080]  這救我是因私欲的迷惑
[00:12:10.080 --> 00:12:12.080]  而漸漸敗壞的
[00:12:12.080 --> 00:12:14.080]  另外五章三節
[00:12:14.080 --> 00:12:15.680]  邀請大家一起讀吧
[00:12:15.680 --> 00:12:17.080]  預備起
[00:12:17.080 --> 00:12:19.680]  至於淫亂和一切污穢
[00:12:19.680 --> 00:12:21.080]  或是貪婪
[00:12:21.080 --> 00:12:24.080]  在你們中間連提都不可
[00:12:24.080 --> 00:12:26.880]  這才合乎聖徒的體統
[00:12:26.880 --> 00:12:30.680]  寶羅要嚴嚴地告訴信徒
[00:12:30.680 --> 00:12:32.680]  這些觀念是不對的
[00:12:32.680 --> 00:12:34.480]  不是只有靈魂得救
[00:12:34.480 --> 00:12:36.480]  身體做什麼都沒有問題
[00:12:36.480 --> 00:12:37.480]  不是的
[00:12:37.480 --> 00:12:41.480]  聖徒要合乎體統在行為上
[00:12:41.480 --> 00:12:44.080]  淫慈妄語貪婪的事情
[00:12:44.080 --> 00:12:45.680]  不要說做
[00:12:45.680 --> 00:12:47.680]  提都不可以提
[00:12:47.680 --> 00:12:49.280]  是很嚴謹的
[00:12:49.280 --> 00:12:52.280]  另外諾斯底主義說奧秘
[00:12:52.280 --> 00:12:53.880]  寶羅也說奧秘
[00:12:53.880 --> 00:12:55.680]  三章九節是這樣寫的
[00:12:55.680 --> 00:12:56.880]  我又邀請大家一起讀
[00:12:56.880 --> 00:12:58.080]  預備起
[00:12:58.080 --> 00:13:00.080]  由始眾人都明白
[00:13:00.080 --> 00:13:02.080]  什麼是歷代以來
[00:13:02.080 --> 00:13:05.880]  隱藏在創造萬物之神裡的奧秘
[00:13:05.880 --> 00:13:07.480]  為要在現今
[00:13:07.480 --> 00:13:10.480]  藉著教會使天上執政的
[00:13:10.480 --> 00:13:11.680]  掌權的
[00:13:11.680 --> 00:13:14.080]  知道神百般的智慧
[00:13:14.080 --> 00:13:15.280]  這是照著
[00:13:15.280 --> 00:13:17.880]  神在我們主基督耶穌裡
[00:13:17.880 --> 00:13:20.680]  所完成的永恆的計劃
[00:13:20.680 --> 00:13:21.480]  是呀
[00:13:21.480 --> 00:13:22.280]  奧秘是什麼?
[00:13:22.280 --> 00:13:24.880]  奧秘就是神的儀式成為人
[00:13:24.880 --> 00:13:25.480]  為人的罪
[00:13:25.480 --> 00:13:26.480]  釘在十字架上
[00:13:26.480 --> 00:13:28.080]  救贖罪人
[00:13:28.080 --> 00:13:29.480]  凡接受耶穌基督的人
[00:13:29.480 --> 00:13:30.680]  就能夠清延
[00:13:30.680 --> 00:13:31.680]  這是奧秘
[00:13:31.680 --> 00:13:34.280]  不是只有揀選的人才能夠知道
[00:13:34.280 --> 00:13:36.480]  是希望所有人都知道這件事情
[00:13:36.480 --> 00:13:38.280]  所有人都得救
[00:13:38.280 --> 00:13:40.080]  並且在寶羅也提到
[00:13:40.080 --> 00:13:41.680]  信徒合一的事情
[00:13:41.680 --> 00:13:43.480]  我們又讀完這一節
[00:13:43.480 --> 00:13:44.680]  四章的一至三節
[00:13:44.680 --> 00:13:46.080]  預備起
[00:13:46.080 --> 00:13:49.080]  我為主作囚徒的勸你們
[00:13:49.080 --> 00:13:50.480]  既然蒙召
[00:13:50.480 --> 00:13:55.280]  行事為人就要與你們所蒙的呼召相稱
[00:13:55.280 --> 00:13:56.880]  凡事要謙虛
[00:13:56.880 --> 00:13:57.680]  溫柔
[00:13:57.680 --> 00:13:58.480]  忍耐
[00:13:58.480 --> 00:14:00.680]  用愛心互相寬容
[00:14:00.680 --> 00:14:03.080]  以和平彼此連繫
[00:14:03.080 --> 00:14:06.280]  竭力保守聖靈所賜的合一
[00:14:06.280 --> 00:14:07.280]  是呀
[00:14:07.280 --> 00:14:10.480]  不是這個世界所說的道理
[00:14:10.480 --> 00:14:12.280]  本來要告訴信徒
[00:14:12.280 --> 00:14:13.280]  不是這樣的
[00:14:13.280 --> 00:14:14.680]  那些是世界的道理
[00:14:14.680 --> 00:14:17.280]  但真理不一樣
[00:14:17.280 --> 00:14:19.280]  而當時的信徒
[00:14:19.280 --> 00:14:22.080]  就是被這些文化在衝擊他們
[00:14:22.080 --> 00:14:23.080]  所以這就是為何
[00:14:23.080 --> 00:14:24.680]  寶羅稱讚他們
[00:14:24.680 --> 00:14:25.880]  突然要轉口風
[00:14:25.880 --> 00:14:27.280]  要提醒他們
[00:14:27.280 --> 00:14:28.680]  不是這樣的
[00:14:28.680 --> 00:14:30.080]  你們現在的生命
[00:14:30.080 --> 00:14:32.080]  是一個怎樣的存在
[00:14:32.080 --> 00:14:34.680]  是否仍然被這個世界的思想
[00:14:34.680 --> 00:14:35.280]  文化
[00:14:35.280 --> 00:14:35.880]  風氣
[00:14:35.880 --> 00:14:36.480]  傳統
[00:14:36.480 --> 00:14:37.680]  甚至習慣
[00:14:37.680 --> 00:14:38.880]  影響著
[00:14:38.880 --> 00:14:41.680]  是否仍然在行為上犯罪
[00:14:41.680 --> 00:14:42.680]  得罪神
[00:14:42.680 --> 00:14:45.480]  是否信徒之間仍有很多比較
[00:14:45.480 --> 00:14:47.480]  關係的破壞
[00:14:47.480 --> 00:14:48.680]  如果是的話
[00:14:48.680 --> 00:14:51.880]  其實信徒和未信的人都是一樣
[00:14:51.880 --> 00:14:54.280]  你只是一個Walking Dead
[00:14:54.280 --> 00:14:58.280]  一個跟隨世界的存在
[00:14:58.280 --> 00:15:00.080]  靈姐妹
[00:15:00.080 --> 00:15:01.680]  相信主
[00:15:01.680 --> 00:15:03.280]  我們的生活行為
[00:15:03.280 --> 00:15:05.680]  不一定會像基督徒
[00:15:05.680 --> 00:15:08.080]  因為我們真的在這個世界生活
[00:15:08.080 --> 00:15:10.080]  我們也受著這個世界的文化
[00:15:10.080 --> 00:15:10.680]  習慣
[00:15:10.680 --> 00:15:11.280]  傳統
[00:15:11.280 --> 00:15:13.280]  也在衝擊我們
[00:15:13.280 --> 00:15:15.680]  令我們不能夠活出基督
[00:15:15.680 --> 00:15:20.880]  成為一個跟隨世界的存在
[00:15:20.880 --> 00:15:22.080]  靈姐妹
[00:15:22.080 --> 00:15:25.480]  你又是一個如何的存在
[00:15:25.480 --> 00:15:28.880]  不知道你被甚麼衝擊
[00:15:28.880 --> 00:15:30.480]  可能你說
[00:15:30.480 --> 00:15:31.680]  不覺
[00:15:31.680 --> 00:15:33.280]  沒有
[00:15:33.280 --> 00:15:34.280]  我多好
[00:15:34.280 --> 00:15:35.680]  我沒有甚麼衝擊我
[00:15:35.680 --> 00:15:37.280]  我也不覺有甚麼思想
[00:15:37.280 --> 00:15:37.680]  文化
[00:15:37.680 --> 00:15:38.280]  風氣
[00:15:38.280 --> 00:15:40.080]  衝擊我
[00:15:40.080 --> 00:15:41.880]  不覺是正常的
[00:15:41.880 --> 00:15:44.080]  因為那些文化風氣
[00:15:44.080 --> 00:15:46.080]  是慢慢形成的
[00:15:46.080 --> 00:15:48.480]  很多時候我們在不知不覺中
[00:15:48.480 --> 00:15:51.480]  被影響了我們也不知道
[00:15:51.480 --> 00:15:52.880]  舉個例子
[00:15:52.880 --> 00:15:56.080]  說髒話
