
[00:00:00.000 --> 00:00:03.840]  各位電影節目的朋友們,大家好
[00:04:10.400 --> 00:04:12.800]  其實都會影響我們的行為的,是不是?
[00:04:12.800 --> 00:04:18.240]  你想一下你自己,你最喜歡的活動是什麼?
[00:04:18.240 --> 00:04:21.040]  然後你就會經常做某些事情,是不是?
[00:04:21.040 --> 00:04:24.320]  你不會說我很喜歡打遊戲機,然後呢
[00:04:24.320 --> 00:04:26.960]  原來你不打遊戲機的,會不會呢?
[00:04:26.960 --> 00:04:30.080]  不可能的,是不是?你很喜歡打遊戲機,你就自然會
[00:04:30.080 --> 00:04:33.760]  嘩!一有時間就會馬上把握機會去打遊戲機
[00:04:33.760 --> 00:04:38.240]  就算不是打遊戲機的,可能上IG,上這裡,上TikTok,到處去
[00:04:38.240 --> 00:04:42.880]  就是你喜歡的時候,你就會把握機會,爭取時間
[00:04:42.880 --> 00:04:45.360]  一定會做這件事的,是不是?
[00:04:45.360 --> 00:04:50.640]  但是這裡,阿葛他說了一樣事情,或者是指出有些人
[00:04:50.640 --> 00:04:53.200]  他說自己是有信心,就是他相信的
[00:04:53.200 --> 00:04:56.240]  但是他沒有相關的行為
[00:04:56.240 --> 00:05:00.000]  他不會做那件事的,有沒有益處呢?
[00:05:00.000 --> 00:05:04.480]  他這裡說,他能救他媽媽,其實是什麼意思呢?
[00:05:04.480 --> 00:05:07.440]  其實他懷疑他是不是信的
[00:05:07.440 --> 00:05:11.840]  他懷疑他是不是信,如果你不信主的話,其實你能救嗎?
[00:05:11.840 --> 00:05:13.200]  不能救,是不是?
[00:05:13.200 --> 00:05:17.200]  但是我說我自己信主就可以了,那我就能救了
[00:05:17.200 --> 00:05:20.320]  但是這裡其實是在挑戰一樣的事情
[00:05:20.320 --> 00:05:25.360]  在阿葛接著說完之後,其實他說了一個很實質的情況出現的
[00:05:25.360 --> 00:05:28.400]  這裡提及就是有人有需要
[00:05:28.400 --> 00:05:31.120]  赤身露體,有缺乏人用的飲食
[00:05:31.120 --> 00:05:34.560]  就是說其實他現在很不濟
[00:05:34.560 --> 00:05:38.400]  接著呢,知道的人有什麼回應呢?
[00:05:38.400 --> 00:05:43.120]  就是,你平平安安的去吧
[00:05:43.120 --> 00:05:45.920]  聽完就等於什麼?
[00:05:45.920 --> 00:05:47.840]  沒有聽到,是不是?
[00:05:47.840 --> 00:05:52.560]  其實他有回應他,他回應得很好聽
[00:05:52.560 --> 00:05:56.400]  平平安安的去吧,願你呢?
[00:05:56.400 --> 00:05:58.640]  穿得亂,吃得飽
[00:05:58.640 --> 00:06:03.440]  其實我去想這段經文的時候,他是不是在潤他呢?
[00:06:03.440 --> 00:06:08.160]  他心中是不是說,活該你了,還是怎麼樣?
[00:06:08.160 --> 00:06:10.240]  這是我幻想,經文沒有這樣去說
[00:06:10.240 --> 00:06:15.520]  明明他缺乏的,但是他又會說,你回去吧
[00:06:15.520 --> 00:06:20.240]  不過有時候我們可能會有類似的回應
[00:06:20.240 --> 00:06:21.840]  你有沒有印象?
[00:06:21.840 --> 00:06:27.600]  我們通常會怎樣去回應別人的需要?
[00:06:27.600 --> 00:06:31.680]  有時候我們聽得最多的就是,我為你祈禱
[00:06:31.680 --> 00:06:32.720]  是不是?
[00:06:32.720 --> 00:06:36.080]  又或者有時候導師找你去侍奉的時候
[00:06:36.080 --> 00:06:39.920]  或者有些事情幫忙的時候,我先回去祈禱
[00:06:39.920 --> 00:06:43.760]  我先回去祈禱,接著其實回應是在說什麼?
[00:06:43.760 --> 00:06:46.480]  我不想做,其實這句話根本就是等於
[00:06:46.480 --> 00:06:49.760]  我不想回應,我不想有行動
[00:06:49.760 --> 00:06:53.920]  其實這裡也是,他講得很好聽
[00:06:53.920 --> 00:07:00.080]  他講這個平平安安去
[00:07:00.080 --> 00:07:04.160]  他很懂得在教會裡面應該要說什麼
[00:07:04.160 --> 00:07:06.480]  在這個群體裡面應該要說什麼
[00:07:06.480 --> 00:07:09.920]  他不是就這樣說,沒事了,你走吧
[00:07:09.920 --> 00:07:14.480]  他講回剛剛的內容,他很會說話
[00:07:14.480 --> 00:07:19.600]  他平平安安的去吧,願你穿得亂黑得爆
[00:07:19.600 --> 00:07:22.480]  但是沒有實質的行動去回應他
[00:07:22.480 --> 00:07:27.600]  這裡其實,我們去想一件事的時候
[00:07:27.600 --> 00:07:30.560]  或者亞哥很想提醒一件事情
[00:07:30.560 --> 00:07:34.480]  就是在我們的信心或者在我們的信仰上面
[00:07:34.480 --> 00:07:36.560]  就不只是說的
[00:07:36.560 --> 00:07:39.920]  我會形容,如果只是說而不做
[00:07:39.920 --> 00:07:44.560]  我會形容是港大同學會的會員
[00:07:44.560 --> 00:07:47.280]  不是讀抗議的那個港大
[00:07:47.280 --> 00:07:49.920]  港大了,你講就厲害了
[00:07:49.920 --> 00:07:52.160]  講就真的好聽了
[00:07:52.160 --> 00:07:53.920]  我們有很多title的
[00:07:53.920 --> 00:07:55.760]  有港大同學會會員
[00:07:55.760 --> 00:07:58.480]  有港大同學會永遠榮譽會員
[00:07:58.480 --> 00:08:01.520]  有港大同學會永遠榮譽會長
[00:08:01.520 --> 00:08:02.800]  那代表什麼?
[00:08:02.800 --> 00:08:07.200]  就是這個級數是怎樣的?
[00:08:07.200 --> 00:08:08.720]  越講越大
[00:08:08.720 --> 00:08:11.600]  就是說其實越講越好聽的東西
[00:08:11.600 --> 00:08:16.000]  但是他只是說而已
[00:08:16.000 --> 00:08:21.280]  我不知道大家在一個我們返校會信仰的歷程裡面
[00:08:21.280 --> 00:08:24.480]  大家去實踐信仰的時候
[00:08:24.480 --> 00:08:27.520]  那個艱難是怎樣
[00:08:27.520 --> 00:08:31.440]  有時候有很多的事情是令我們卻步
[00:08:31.440 --> 00:08:32.880]  不想去做的
[00:08:32.880 --> 00:08:36.160]  或者是不想有這個行動,或者不想回應
[00:08:36.160 --> 00:08:38.480]  有很多事情想的,有時候可能會覺得
[00:08:38.480 --> 00:08:41.040]  做得不好就去監獄吧
[00:08:41.040 --> 00:08:45.120]  別人看你搞不定的那些事情
[00:08:45.120 --> 00:08:50.160]  有時候覺得有些事情是應該有某些性格去做的
[00:08:50.160 --> 00:08:52.720]  現在很流行說什麼哀人、醫人
[00:08:52.720 --> 00:08:56.080]  我都不是這類型的人就不用做這件事
[00:08:56.080 --> 00:08:59.520]  又或者是他們去做吧,這裡這麼多人
[00:08:59.520 --> 00:09:01.920]  他們去做就行了
[00:09:01.920 --> 00:09:05.680]  又或者是我們沒有心情做
[00:09:05.680 --> 00:09:10.160]  就是沒有心情,不想做這件事
[00:09:10.160 --> 00:09:15.040]  我們很多時候,其實我們有很多不同的說法
[00:09:15.040 --> 00:09:18.480]  讓我們不想有行動
[00:09:18.480 --> 00:09:21.520]  但是在這裡再去講
[00:09:21.520 --> 00:09:24.720]  必有人說你有信心,我有行為
[00:09:24.720 --> 00:09:27.600]  你將你沒有行為的信心,指給我看
[00:09:27.600 --> 00:09:30.720]  我便藉著我的行為,將我的信心指給你看
[00:09:30.720 --> 00:09:33.200]  亞哥說得很有趣的
[00:09:33.200 --> 00:09:37.520]  他說你沒有行動,你指給我看你的信心是怎樣的
[00:09:37.520 --> 00:09:39.600]  就是讓我看看你的信心
[00:09:39.600 --> 00:09:41.120]  那你會問一個問題
[00:09:41.120 --> 00:09:44.800]  其實信心是怎樣可以被人看到的呢
[00:09:44.800 --> 00:09:46.320]  是不是
[00:09:46.320 --> 00:09:48.480]  你看這段經文的時候你會覺得
[00:09:48.480 --> 00:09:50.080]  其實他在講什麼
[00:09:50.080 --> 00:09:52.640]  就是看什麼
[00:09:52.640 --> 00:09:56.000]  其實他都挺囂張的,我覺得
[00:09:56.000 --> 00:09:59.200]  你指給我看一下你的信心
[00:09:59.200 --> 00:10:01.840]  如果你什麼行為都沒有的時候
[00:10:01.840 --> 00:10:03.840]  有沒有東西可以被人看到
[00:10:03.840 --> 00:10:05.040]  沒有東西
[00:10:05.040 --> 00:10:07.040]  然後他可能只可以這樣說
[00:10:07.040 --> 00:10:08.880]  其實我很有信心的
[00:10:08.880 --> 00:10:10.480]  我真的信神的
[00:10:10.480 --> 00:10:12.880]  我們在成人團體也有的
[00:10:12.880 --> 00:10:17.840]  就是邀請他信主還是怎樣
[00:10:17.840 --> 00:10:19.440]  我真的要跌下心水
[00:10:19.440 --> 00:10:22.640]  真的經歷了很多艱難的時候
[00:10:22.640 --> 00:10:27.440]  然後我這次真的要回到神的身邊
[00:10:27.440 --> 00:10:31.840]  下個星期我找不到他,又找不到他
[00:10:31.840 --> 00:10:35.920]  有時候我們沒有了那個行為去表達
[00:10:35.920 --> 00:10:39.120]  其實你說的我真的要回到神的身邊
[00:10:39.120 --> 00:10:41.280]  是不是真的
[00:10:41.280 --> 00:10:43.280]  這裡亞哥他就說
[00:10:43.280 --> 00:10:46.960]  我變成將我的行為,將我的信心指給你看
[00:10:46.960 --> 00:10:50.320]  其實他要講一樣很重要的事情就是
[00:10:50.320 --> 00:10:52.800]  信心怎樣讓人看到
[00:10:52.800 --> 00:10:58.240]  是從你的行動,你的行為來表達的
[00:10:58.240 --> 00:11:01.520]  他再講一個更有趣的就是
[00:11:01.520 --> 00:11:04.000]  他用魔鬼做比喻
[00:11:04.000 --> 00:11:08.160]  魔鬼,他是不是都知道有神的
[00:11:08.160 --> 00:11:10.960]  他很清楚,他比你清楚
[00:11:10.960 --> 00:11:13.680]  他比你更加認識神
[00:11:13.680 --> 00:11:17.200]  但是他在這裡形容魔鬼是怎樣的
[00:11:17.200 --> 00:11:18.720]  是戰驚的
[00:11:18.720 --> 00:11:19.760]  為什麼
[00:11:19.760 --> 00:11:22.720]  我們都知道魔鬼和神是怎樣的
[00:11:22.720 --> 00:11:24.400]  相反的
[00:11:24.400 --> 00:11:28.640]  唱反調的,不做神想他做的事
[00:11:28.640 --> 00:11:32.160]  這個其實他講得很到位
[00:11:32.160 --> 00:11:33.920]  又或者形容得很好
[00:11:33.920 --> 00:11:36.160]  舉了這個,魔鬼都知道
[00:11:36.160 --> 00:11:37.760]  魔鬼都認識神
[00:11:37.760 --> 00:11:40.480]  他沒有什麼,他就是沒有行為
[00:11:40.480 --> 00:11:44.640]  他就是沒有一個他願意去馴服神的行為
[00:11:44.640 --> 00:11:50.720]  他怎會可以能夠在神面前有這個平安呢
[00:11:50.720 --> 00:11:53.600]  然後再回到我們身上
[00:11:53.600 --> 00:11:57.360]  如果我們的信心,我們的信仰
[00:11:57.360 --> 00:11:59.440]  沒有這個行為的時候
[00:11:59.440 --> 00:12:02.320]  這裡怎樣去形容,二十節
[00:12:02.320 --> 00:12:03.840]  虛浮的人
[00:12:03.840 --> 00:12:05.840]  虛浮是怎樣的
[00:12:05.840 --> 00:12:08.320]  裡面沒有空的
[00:12:08.320 --> 00:12:11.360]  有時候你和人家聊天
[00:12:11.360 --> 00:12:14.960]  我當聊打遊戲一樣
[00:12:14.960 --> 00:12:18.480]  聊某個遊戲
[00:12:18.480 --> 00:12:22.480]  有個朋友就和你說,其實我也很喜歡打這個遊戲
[00:12:22.480 --> 00:12:26.240]  你聊一下,其實他都好像不太知道打什麼
[00:12:26.240 --> 00:12:30.080]  其實你會不會打這個
[00:12:30.080 --> 00:12:32.800]  裡面你會很懷疑他
[00:12:32.800 --> 00:12:35.280]  你講的東西這麼虛
[00:12:35.280 --> 00:12:37.680]  其實這裡也是
[00:12:37.680 --> 00:12:42.320]  其實雅各不停去說服,或者讓我們明白
[00:12:42.320 --> 00:12:46.480]  或者他要很重視一樣的事情
[00:12:46.480 --> 00:12:51.600]  你願意知道會有行為的信心是死的嗎
[00:12:51.600 --> 00:12:54.080]  他很想我們知道這件事
[00:12:54.080 --> 00:12:56.080]  我們要問自己一個問題
[00:12:56.080 --> 00:12:59.920]  我們的信心是不是和行為脫鉤了
[00:12:59.920 --> 00:13:04.240]  我們說是信,我們回到教會
[00:13:04.240 --> 00:13:09.680]  我們的行動其實能不能夠去反映我們的信心呢
[00:13:09.680 --> 00:13:13.520]  還是好像剛才雅各舉的例子
[00:13:13.520 --> 00:13:19.280]  見到人的需要,其實說一下,回應了他就算了
[00:13:19.280 --> 00:13:22.400]  如果另一邊廂,我們又要去想
[00:13:22.400 --> 00:13:25.360]  如果說信心和行為的脫鉤
[00:13:25.360 --> 00:13:30.640]  有時候我們就只有行為,談不上信心
[00:13:30.640 --> 00:13:32.960]  什麼叫得行為談不上信心
[00:13:32.960 --> 00:13:35.840]  例如,你在做某些事情
[00:13:35.840 --> 00:13:40.560]  剛才我們崇拜開始之前
[00:13:40.560 --> 00:13:43.600]  靈峰傳道就帶我們去有一個祈禱
[00:13:43.600 --> 00:13:48.880]  就問我們,回來之前你的狀態如何
[00:13:48.880 --> 00:13:50.880]  你的心情是如何
[00:13:50.880 --> 00:13:55.760]  提到一樣東西,我們每個星期回來
[00:13:55.760 --> 00:13:57.760]  做相同的事情的時候
[00:13:57.760 --> 00:13:59.760]  其實你的心是怎樣的呢
[00:13:59.760 --> 00:14:04.560]  我不知道大家可能每個星期都會回來的時候
[00:14:04.560 --> 00:14:08.080]  其實一路回來,我們在這裡做什麼呢
[00:14:08.080 --> 00:14:11.680]  我們今天在這裡要聽什麼呢
[00:14:11.680 --> 00:14:18.320]  我們開祖的時候,我們又要去認識什麼呢
[00:14:18.320 --> 00:14:24.400]  當我們一直在教會生活的時候
[00:14:24.400 --> 00:14:26.960]  有時候都會有一些Lost
[00:14:26.960 --> 00:14:30.800]  我們一路走來走去做的時候
[00:14:30.800 --> 00:14:33.840]  其實都不知道自己在做什麼
[00:14:33.840 --> 00:14:37.200]  這個時候我們很需要一樣的事情
[00:14:37.200 --> 00:14:40.000]  其實怎樣將我們的信心和行為
[00:14:40.000 --> 00:14:41.520]  去不要脫勾呢
[00:14:41.520 --> 00:14:45.920]  其實我們都很需要有一個反思的心
[00:14:45.920 --> 00:14:49.280]  其實從我們的行為狀態
[00:14:49.280 --> 00:14:51.520]  我們很能夠去看到
[00:14:51.520 --> 00:14:55.120]  我們自己信仰的狀況是如何
[00:14:55.120 --> 00:14:58.400]  又或者當你做到很Lost的時候
[00:14:58.400 --> 00:15:00.400]  其實你又要去想一下
[00:15:00.400 --> 00:15:03.440]  其實我現在這個行為
[00:15:03.440 --> 00:15:04.960]  我現在做的事情
[00:15:04.960 --> 00:15:10.320]  其實能不能夠反映我的信呢
[00:15:10.320 --> 00:15:19.840]  在這裡接著阿國就去提出兩個例子
[00:15:19.840 --> 00:15:21.440]  我們一起去讀吧
[00:15:21.440 --> 00:15:23.440]  21至26節
[00:15:23.440 --> 00:15:29.440]  我們的祖宗阿伯拉罕已實現在壇上
[00:15:29.440 --> 00:15:32.240]  豈不是因行為稱義嗎
[00:15:32.240 --> 00:15:35.760]  可見信心是與他的行為並行
[00:15:35.760 --> 00:15:40.160]  而且信心因著行為才得成全
[00:15:40.160 --> 00:15:42.560]  這就應驗經上所說
[00:15:42.560 --> 00:15:44.400]  阿伯拉罕信神
[00:15:44.400 --> 00:15:46.800]  這就算為他的義
[00:15:46.800 --> 00:15:49.920]  他又得稱為神的朋友
[00:15:49.920 --> 00:15:51.200]  這樣看來
[00:15:51.200 --> 00:15:54.160]  人稱為義是因著行為
[00:15:54.160 --> 00:15:56.240]  不是單因著信
[00:15:56.240 --> 00:15:59.120]  妓女拉合接待使者
[00:15:59.120 --> 00:16:02.320]  又放他們從別的路上出去
[00:16:02.320 --> 00:16:05.920]  不也因此一樣因行為稱義嗎
[00:16:05.920 --> 00:16:08.400]  身體沒有靈魂是死的
[00:16:08.400 --> 00:16:11.360]  信心沒有行為也是死的
[00:16:11.360 --> 00:16:15.920]  在這裡去到下一個部分的時候
[00:16:15.920 --> 00:16:17.040]  就去提到
[00:16:17.040 --> 00:16:18.720]  舉了兩個例子
[00:16:18.720 --> 00:16:20.880]  舉了兩位人物
[00:16:20.880 --> 00:16:23.760]  一就是阿伯拉罕二是拉合妓女
[00:16:23.760 --> 00:16:28.240]  我們也知道阿伯拉罕是稱為信心之父
[00:16:28.240 --> 00:16:32.400]  我們也會印象很深刻的是他獻耳殺
[00:16:32.400 --> 00:16:37.520]  拉合就是接待約書亞去猜測使者的時候
[00:16:37.520 --> 00:16:39.440]  來幫助他們
[00:16:39.440 --> 00:16:41.360]  這個愛幫人的女子
[00:16:41.360 --> 00:16:45.440]  被稱為一個有信心的人
[00:16:45.440 --> 00:16:48.480]  兩位都是沒有行動的
[00:16:48.480 --> 00:16:55.520]  都是會有相關的行動去表達他們的信心
[00:16:55.520 --> 00:16:57.760]  但我特別想說
[00:16:57.760 --> 00:16:59.920]  你記不記得阿伯拉罕
[00:16:59.920 --> 00:17:01.760]  他去埃及的時候
[00:17:01.760 --> 00:17:04.400]  他一家人去埃及的時候
[00:17:04.400 --> 00:17:11.120]  他有一個舉動是怎樣對待他老婆的
[00:17:11.120 --> 00:17:13.520]  他就是不認他老婆
[00:17:13.520 --> 00:17:15.520]  認他老婆是誰
[00:17:15.520 --> 00:17:17.440]  認她是妹妹
[00:17:17.440 --> 00:17:20.560]  認她是妹妹
[00:17:20.560 --> 00:17:22.160]  還有就是
[00:17:22.160 --> 00:17:26.240]  他和他的婢女夏甲
[00:17:26.240 --> 00:17:29.600]  同房生了二十萬
[00:17:29.600 --> 00:17:33.920]  其實神的應許就是他要有很多子孫
[00:17:33.920 --> 00:17:36.320]  但其實應該是和撒拉
[00:17:36.320 --> 00:17:39.040]  但這個就是用了人的方式
[00:17:39.040 --> 00:17:40.320]  我想說什麼呢
[00:17:40.320 --> 00:17:42.080]  在這裡說到
[00:17:42.080 --> 00:17:48.080]  阿伯拉罕在一個很有行動或者信心的行動背後
[00:17:48.080 --> 00:17:51.680]  其實他都是在一個信仰的歷程裡面
[00:17:51.680 --> 00:17:57.520]  他經過成長到這個例子去獻耳撒
[00:17:57.520 --> 00:18:03.920]  其實他也有一個叫做沒有信心的行為
[00:18:03.920 --> 00:18:05.920]  但在這裡
[00:18:05.920 --> 00:18:10.880]  其實他一直有不同的行動繼續在他的信仰裡面
[00:18:10.880 --> 00:18:16.480]  到這裡再次提出他在這個信仰上
[00:18:16.480 --> 00:18:19.200]  他能夠被稱為有信心
[00:18:19.200 --> 00:18:22.160]  這裡特別提到
[00:18:22.160 --> 00:18:26.240]  這個是讓他的行為能夠稱為義
[00:18:26.240 --> 00:18:29.120]  接著我們就會立刻想
[00:18:29.120 --> 00:18:31.280]  保羅不是說因信稱義嗎
[00:18:31.280 --> 00:18:34.640]  為什麼這裡會這樣去說行為呢
[00:18:34.640 --> 00:18:36.000]  你要記住
[00:18:36.000 --> 00:18:37.600]  阿哥一開始的時候
[00:18:37.600 --> 00:18:40.960]  是要將信心和行為不要脫勾
[00:18:40.960 --> 00:18:42.640]  連在一線去想
[00:18:42.640 --> 00:18:46.400]  所以在這裡說的信心
[00:18:46.400 --> 00:18:49.440]  跟著行為才能成全
[00:18:49.440 --> 00:18:51.840]  這個其實也表明
[00:18:51.840 --> 00:18:57.600]  阿伯拉罕他用行為來表達了他的信心
[00:18:57.600 --> 00:19:00.000]  但是我真的很想說一件事
[00:19:00.000 --> 00:19:02.320]  我自己的經歷
[00:19:02.320 --> 00:19:04.640]  在一個信仰的歷程裡面
[00:19:04.640 --> 00:19:06.960]  其實是有很多的行動
[00:19:06.960 --> 00:19:09.120]  有很多不同的行為
[00:19:09.120 --> 00:19:11.120]  有時候成功有時候失敗
[00:19:11.120 --> 00:19:15.840]  但是這些都是讓我們去建立我們對神的信心
[00:19:15.840 --> 00:19:17.840]  我記得我自己在
[00:19:17.840 --> 00:19:20.640]  在我母會成長的時候
[00:19:20.640 --> 00:19:25.440]  還是中學的時候去信主的時候
[00:19:25.440 --> 00:19:28.080]  我記得有一年的暑假
[00:19:28.080 --> 00:19:32.000]  和一些弟兄姊妹一起
[00:19:32.000 --> 00:19:33.920]  我們教會很小的
[00:19:33.920 --> 00:19:35.680]  不是那麼多人
[00:19:35.680 --> 00:19:37.840]  覺得這麼少人
[00:19:37.840 --> 00:19:40.400]  不如我們搞一個報道會
[00:19:40.400 --> 00:19:45.840]  弟兄姊妹就一起想搞報道會
[00:19:45.840 --> 00:19:49.360]  就想想可以搞什麼
[00:19:49.360 --> 00:19:50.880]  有人懂得唱歌
[00:19:50.880 --> 00:19:52.720]  就覺得懂得唱歌
[00:19:52.720 --> 00:19:59.680]  不如我們就搞一個分享詩歌的報道會
[00:19:59.680 --> 00:20:03.680]  三五成群齊齊就在做
[00:20:03.680 --> 00:20:04.880]  你問我
[00:20:04.880 --> 00:20:07.440]  其實當初我現在回想
[00:20:07.440 --> 00:20:10.240]  我們一起去做這個報道會的時候
[00:20:10.240 --> 00:20:12.560]  其實我們是不是很清楚
[00:20:12.560 --> 00:20:16.400]  那個的意義在哪裡
[00:20:16.400 --> 00:20:19.280]  其實可能我們當初去做的時候
[00:20:19.280 --> 00:20:21.600]  其實我們都是覺得
[00:20:21.600 --> 00:20:24.000]  教會那麼少人不如找些人回來
[00:20:24.000 --> 00:20:26.000]  其實可能都是嫌少人
[00:20:26.000 --> 00:20:29.280]  就不是那些很有抱負
[00:20:29.280 --> 00:20:33.040]  要為神去做一些事情
[00:20:33.040 --> 00:20:35.520]  不過
[00:20:35.520 --> 00:20:37.520]  在這裡裡面
[00:20:37.520 --> 00:20:42.960]  又讓我們在我們一知半解的時候
[00:20:42.960 --> 00:20:44.960]  在一個侍奉的裡面
[00:20:44.960 --> 00:20:48.160]  但又讓我們去認識到一樣的事情
[00:20:48.160 --> 00:20:50.960]  有時候我們真的要憑信心去做
[00:20:50.960 --> 00:20:53.360]  在這個報道會裡面
[00:20:53.360 --> 00:20:55.360]  又真的找到一些同學回來
[00:20:55.360 --> 00:20:56.720]  我當初在想
[00:20:56.720 --> 00:20:59.280]  其實這樣搞法會不會有人肯來呢
[00:20:59.280 --> 00:21:02.080]  這麼逗泥的東西
[00:21:02.080 --> 00:21:05.120]  真的找到一些同學來
[00:21:05.120 --> 00:21:07.760]  他們真的
[00:21:07.760 --> 00:21:09.760]  身體很誠實的
[00:21:09.760 --> 00:21:11.040]  大家都知道
[00:21:11.040 --> 00:21:13.040]  如果太逗泥的話
[00:21:13.040 --> 00:21:15.040]  他們中途會走的
[00:21:15.040 --> 00:21:17.040]  他們很好
[00:21:17.040 --> 00:21:19.040]  他們坐到最後
[00:21:19.040 --> 00:21:23.680]  參與了整個報道會
[00:21:23.680 --> 00:21:25.200]  對我來說
[00:21:25.200 --> 00:21:30.320]  其實在一個行動的服侍裡面
[00:21:30.320 --> 00:21:34.240]  原來又讓我去有一個學習
[00:21:34.240 --> 00:21:37.760]  有一個在信仰上的學習
[00:21:37.760 --> 00:21:39.360]  學習什麼呢
[00:21:39.360 --> 00:21:43.840]  原來我們是要憑信心去擺上
[00:21:43.840 --> 00:21:46.160]  但我們一開始的時候知不知道呢
[00:21:46.160 --> 00:21:49.200]  有時候我們參與一些侍奉
[00:21:49.200 --> 00:21:52.800]  或者我們去參與一些活動的時候
[00:21:52.800 --> 00:21:59.200]  其實我們的動機未必是那麼純正的
[00:21:59.200 --> 00:22:02.720]  我記得有一年
