
[00:00:00.000 --> 00:00:05.680]  很開心見到大家,很感謝Daniel和敬拜隊帶領我們來到神的面前
[00:02:23.920 --> 00:02:26.400]  令到它在十年之內,由三千元一個
[00:02:26.400 --> 00:02:28.720]  今天去到九十萬港幣一個
[00:02:28.720 --> 00:02:31.680]  我們在說貨幣有個特質
[00:02:31.680 --> 00:02:34.000]  我想說錢有個特質,大家都等錢用的
[00:02:34.000 --> 00:02:37.360]  錢有個特質,是你足夠的人相信它就可以用到
[00:02:37.360 --> 00:02:38.800]  大家小時候有沒有試過
[00:02:38.800 --> 00:02:42.800]  爸爸媽媽和你有什麼儲勳計劃給你
[00:02:42.800 --> 00:02:45.360]  或者是兒童主義學有些儲勳計劃給你
[00:02:45.360 --> 00:02:48.560]  那些錢你拿了,你可以年尾換一些玩具
[00:02:48.560 --> 00:02:51.120]  但你可不可以拿那些錢出去麥當勞買漢堡包呢
[00:02:51.120 --> 00:02:55.600]  是不可以的,因為那些錢是沒有足夠的人信任
[00:02:55.600 --> 00:03:00.320]  但是你現在身上的港幣,為什麼能夠在麥當勞買漢堡包呢
[00:03:00.320 --> 00:03:02.000]  是因為有足夠的人信任
[00:03:02.000 --> 00:03:03.280]  我們再看下一張投影片
[00:03:03.280 --> 00:03:07.280]  如果大家打開,你任何一張銀紙上面都有一句這樣的說話
[00:03:07.280 --> 00:03:09.200]  那個說話就是這樣寫的
[00:03:09.200 --> 00:03:10.880]  其實它不是說自己是錢
[00:03:10.880 --> 00:03:13.040]  Promises to pay the bearer
[00:03:13.040 --> 00:03:14.480]  即是你拿著你就是bearer
[00:03:14.480 --> 00:03:16.720]  On demand at his office
[00:03:16.720 --> 00:03:20.560]  在這間銀行裡面,here 500 Hong Kong dollars
[00:03:20.560 --> 00:03:22.880]  其實錢是一個什麼呢
[00:03:22.880 --> 00:03:26.240]  錢是一張紙,不過原來錢是一種承諾
[00:03:26.240 --> 00:03:28.880]  有足夠的人信任它,你就可以用了
[00:03:28.880 --> 00:03:30.960]  而這個承諾通常是誰做的呢
[00:03:30.960 --> 00:03:34.080]  這個承諾基本上是銀行
[00:03:34.080 --> 00:03:36.880]  不過銀行背後是政府做的
[00:03:36.880 --> 00:03:39.440]  所以大部分的錢都是政府印的
[00:03:39.440 --> 00:03:41.360]  或者政府批准才能印到
[00:03:41.360 --> 00:03:43.760]  所以比特幣很特別,比特幣不是政府印
[00:03:43.760 --> 00:03:48.400]  因為它是對抗政府,是一種去中央化去制度化的錢
[00:03:48.400 --> 00:03:50.880]  但是它仍然有足夠的人信任
[00:03:50.880 --> 00:03:56.560]  而錢基本上是大部分的錢都是有足夠的政府在背後支持它
[00:03:56.560 --> 00:04:00.160]  才能夠大家用到
[00:04:00.160 --> 00:04:04.960]  所以錢其實背後是一個大家相信的承諾
[00:04:04.960 --> 00:04:07.440]  是沒有什麼的,是大家相信的承諾
[00:04:07.440 --> 00:04:11.920]  但是金錢有這個本質
[00:04:11.920 --> 00:04:17.040]  但是金錢這種承諾,是大家相信這個承諾背後有個特質的
[00:04:17.040 --> 00:04:19.200]  在大家相信這個承諾之後
[00:04:19.200 --> 00:04:22.000]  金錢是會有其他的特質
[00:04:22.000 --> 00:04:24.080]  不過我想先讀今天的經文
[00:04:24.080 --> 00:04:26.160]  今天的經文是來自四節的經文
[00:04:26.160 --> 00:04:28.240]  就是來自這個《針研》的22章
[00:04:28.240 --> 00:04:29.360]  我們一起讀這四節的經文
[00:04:29.360 --> 00:04:30.720]  都是關於講信任的
[00:04:30.720 --> 00:04:31.520]  我們一起讀
[00:04:31.520 --> 00:04:32.720]  1,2,3
[00:04:32.720 --> 00:04:37.520]  美名勝過大財,宏恩強如金銀
[00:04:37.520 --> 00:04:43.680]  有錢人與窮乏人相遇,他們都為耶和華所做
[00:04:43.680 --> 00:04:49.600]  通達人見禍就躲藏,愚昧人卻前往受害
[00:04:49.600 --> 00:04:57.360]  敬畏耶和華心存謙卑,就得財富尊榮,生命為賞賜
[00:04:57.360 --> 00:04:58.800]  這個都是在講信任
[00:04:58.800 --> 00:05:00.560]  不過你信任的是什麼
[00:05:00.560 --> 00:05:03.040]  錢大家信任它的時候
[00:05:03.040 --> 00:05:05.200]  它是產生了另一種果效的
[00:05:05.200 --> 00:05:06.720]  它會換到物質的
[00:05:06.720 --> 00:05:07.920]  它會換到物質
[00:05:07.920 --> 00:05:09.280]  大家很明顯知道
[00:05:09.280 --> 00:05:10.720]  你用錢可以換到漢堡包
[00:05:10.720 --> 00:05:12.000]  換到車,換到樓
[00:05:12.000 --> 00:05:12.880]  換到遊艇
[00:05:12.880 --> 00:05:13.680]  大家知道
[00:05:13.680 --> 00:05:15.440]  但是錢因為它換到物質
[00:05:15.440 --> 00:05:17.680]  它有另一個終極的本質
[00:05:17.680 --> 00:05:19.280]  錢的本質就是物質
[00:05:19.280 --> 00:05:20.480]  它可以換到物質
[00:05:20.480 --> 00:05:21.600]  但是因為它換到物質
[00:05:21.600 --> 00:05:24.400]  它終極的本質就是它是一種能量
[00:05:24.400 --> 00:05:26.240]  它是一種能量
[00:05:26.240 --> 00:05:29.600]  它能夠幫你做到你不用力就做到的事
[00:05:29.600 --> 00:05:32.400]  你可以今晚用錢不用煮飯
[00:05:32.400 --> 00:05:34.880]  你可以今晚用錢不用摺衣服
[00:05:34.880 --> 00:05:36.640]  你可以去酒店有人幫你洗衣服
[00:05:36.640 --> 00:05:38.240]  錢成為了一種能量
[00:05:38.240 --> 00:05:41.440]  當它成為了能量就有一個很大的能力
[00:05:41.440 --> 00:05:44.000]  能量是很稀有的東西
[00:05:44.000 --> 00:05:46.880]  但是錢本身的本質是一種能量
[00:05:46.880 --> 00:05:50.160]  所以沒有錢是一個很大的困局
[00:05:50.160 --> 00:05:52.240]  因為沒有錢你拿不到物質
[00:05:52.240 --> 00:05:53.280]  也拿不到能量
[00:05:53.280 --> 00:05:54.960]  我講一下沒有錢有什麼困局
[00:05:54.960 --> 00:05:57.920]  因為我看完《針研》有很多關於錢的教導
[00:05:57.920 --> 00:06:00.320]  我們一起幫我讀一下這些經文
[00:06:00.320 --> 00:06:01.600]  一起幫我讀一下
[00:06:01.600 --> 00:06:03.040]  《針研》十章十五節來了
[00:06:03.040 --> 00:06:04.240]  一二三
[00:06:04.240 --> 00:06:08.160]  貧寒人的貧乏使他敗壞
[00:06:08.160 --> 00:06:09.920]  接著第二句
[00:06:09.920 --> 00:06:13.440]  窮乏人連淪死也恨他
[00:06:13.440 --> 00:06:14.720]  沒有錢真的很淒涼
[00:06:14.720 --> 00:06:16.800]  《針研》說沒有錢很淒涼
[00:06:16.800 --> 00:06:18.880]  是你令你敗壞
[00:06:18.880 --> 00:06:20.240]  敗壞不是道德敗壞
[00:06:20.240 --> 00:06:21.920]  令你的人生很困難
[00:06:21.920 --> 00:06:23.280]  如果大家走到深水埗
[00:06:23.280 --> 00:06:25.920]  深水埗基本上是我們最窮的其中一個區
[00:06:25.920 --> 00:06:26.560]  十八區
[00:06:26.560 --> 00:06:27.520]  你走遠一點
[00:06:27.520 --> 00:06:29.440]  你會看到很艱難的家庭
[00:06:29.440 --> 00:06:31.840]  另一個很艱難的區就是觀塘
[00:06:31.840 --> 00:06:34.080]  你看到那些地方有些很艱難的人
[00:06:34.080 --> 00:06:35.280]  他們很少的錢
[00:06:35.280 --> 00:06:37.280]  都是撿得很緊的
[00:06:37.280 --> 00:06:39.280]  所以錢不單止這樣
[00:06:39.280 --> 00:06:41.600]  連他的鄰居也憎恨他
[00:06:41.600 --> 00:06:43.680]  接著下一章的投影片
[00:06:43.680 --> 00:06:47.520]  我又多看幾句關於《針研》的經文
[00:06:47.520 --> 00:06:48.400]  我們一起讀
[00:06:48.400 --> 00:06:49.520]  一起來
[00:06:49.520 --> 00:06:50.320]  一二三
[00:06:50.320 --> 00:06:52.960]  財富使朋友增多
[00:06:52.960 --> 00:06:56.800]  貧寒人連僅有的朋友也離其他
[00:06:56.800 --> 00:06:59.520]  有錢人管轄窮乏人
[00:06:59.520 --> 00:07:02.400]  欠債的是債主的僕人
[00:07:02.400 --> 00:07:05.280]  這裡說到沒有錢的另一個困局就是
[00:07:05.280 --> 00:07:07.280]  你的鄰舍
[00:07:07.280 --> 00:07:08.240]  朋友
[00:07:08.240 --> 00:07:10.560]  甚至《針研》說到連你的兄弟也怕了你
[00:07:10.560 --> 00:07:11.440]  也遠離你
[00:07:11.440 --> 00:07:12.960]  反而你身邊只有什麼人呢
[00:07:12.960 --> 00:07:16.800]  只有債主和那些想問你追債的人
[00:07:16.800 --> 00:07:19.120]  所以大家問過你爸爸媽媽拿錢也艱難
[00:07:19.120 --> 00:07:20.480]  因為對於他們來說
[00:07:20.480 --> 00:07:22.000]  賺錢也艱難
[00:07:22.000 --> 00:07:23.520]  他們自己也有艱難
[00:07:23.520 --> 00:07:25.760]  《聖經》從來沒有覺得貧窮是對的
[00:07:25.760 --> 00:07:27.280]  沒有浪漫貧窮
[00:07:27.280 --> 00:07:30.800]  《聖經》也沒有叫我們專門成為貧窮的人
[00:07:30.800 --> 00:07:32.800]  因為《聖經》有句話說
[00:07:32.800 --> 00:07:34.800]  神是厚賜百物給我們享受
[00:07:34.800 --> 00:07:36.800]  但是物質世界的缺乏
[00:07:36.800 --> 00:07:38.160]  卻是因為我們人的罪
[00:07:38.160 --> 00:07:40.880]  因為我們擠錯了信任的對象
[00:07:40.880 --> 00:07:43.760]  我們大部分人基本上都是在信任錢
[00:07:43.760 --> 00:07:44.640]  在這個世界
[00:07:44.640 --> 00:07:45.360]  大家想想
[00:07:45.360 --> 00:07:46.400]  你上學
[00:07:46.400 --> 00:07:47.600]  還有15天要上學
[00:07:47.600 --> 00:07:48.880]  上學是為了什麼
[00:07:48.880 --> 00:07:52.000]  幫助你學會如何賺錢
[00:07:52.000 --> 00:07:53.680]  基本上是一個很重要的原因
[00:07:53.680 --> 00:07:55.840]  當然有學習知識等各樣東西
[00:07:55.840 --> 00:07:57.440]  但其中一個原因也是這樣
[00:07:57.440 --> 00:07:59.280]  但是錢的來源在哪裡
[00:07:59.280 --> 00:08:01.280]  我先說說錢的來源在哪裡
[00:08:01.280 --> 00:08:03.280]  錢從哪裡來
[00:08:03.280 --> 00:08:05.280]  剛才說過錢有兩個本質
[00:08:05.280 --> 00:08:05.920]  有三個本質
[00:08:05.920 --> 00:08:06.720]  第一個是人信任它
[00:08:06.720 --> 00:08:07.760]  第二個是物質
[00:08:07.760 --> 00:08:09.120]  第三個是能量
[00:08:09.120 --> 00:08:11.600]  最終極的物質本質是能量
[00:08:11.600 --> 00:08:12.960]  所以如果它是能量
[00:08:12.960 --> 00:08:14.960]  你要付出能量才能拿到它
[00:08:14.960 --> 00:08:16.640]  你問爸爸媽媽
[00:08:16.640 --> 00:08:18.080]  當然是其中一個方法可以拿到
[00:08:18.080 --> 00:08:20.800]  但是你要付出能量才能拿到它
[00:08:20.800 --> 00:08:23.680]  其實《針研》有很多《聖經》教我們如何拿到錢
[00:08:23.680 --> 00:08:25.120]  我們一起讀這段經文
[00:08:25.120 --> 00:08:26.000]  一起讀
[00:08:26.000 --> 00:08:27.040]  1 2 3
[00:08:27.040 --> 00:08:30.640]  懶惰人啊,你要睡到幾時呢?
[00:08:30.640 --> 00:08:33.600]  你什麼時候才睡醒呢?
[00:08:33.600 --> 00:08:39.120]  在睡片時,打頓片時,抱著雙臂躺臥片時
[00:08:39.120 --> 00:08:42.080]  你的貧窮就如盜賊來到
[00:08:42.080 --> 00:08:46.160]  你的貧乏彷彿拿盾牌的人來臨
[00:08:46.160 --> 00:08:47.040]  接著下一句
[00:08:47.040 --> 00:08:47.840]  我們一起讀
[00:08:47.840 --> 00:08:48.480]  下一章
[00:08:48.480 --> 00:08:49.680]  1 2 3
[00:08:49.680 --> 00:08:52.160]  手懶的必自窮乏
[00:08:52.160 --> 00:08:54.640]  手勤的卻要付足
[00:08:54.640 --> 00:08:55.680]  最後一章
[00:08:55.680 --> 00:08:58.160]  《聖經》說
[00:08:58.160 --> 00:09:01.200]  懶惰的人奢求卻無所得
[00:09:01.200 --> 00:09:03.840]  殷勤的人必然風雨
[00:09:03.840 --> 00:09:08.240]  這裡說我們能夠得到金錢就是靠你的勤力
[00:09:08.240 --> 00:09:09.120]  《聖經》說
[00:09:09.120 --> 00:09:11.120]  靠你的勤奮
[00:09:11.120 --> 00:09:12.240]  靠你的計劃
[00:09:12.240 --> 00:09:14.480]  甚至在下兩章我讀給大家聽
[00:09:14.480 --> 00:09:17.360]  在下面兩章我將《針研》所有的錢都說了
[00:09:17.360 --> 00:09:18.960]  手懶的必自窮乏
[00:09:18.960 --> 00:09:20.720]  手勤的卻要付足
[00:09:20.720 --> 00:09:23.280]  懶惰的人奢求卻無所得
[00:09:23.280 --> 00:09:24.960]  殷勤的人必然風雨
[00:09:24.960 --> 00:09:26.320]  還有沒有看下一章
[00:09:26.320 --> 00:09:27.680]  再跳多一章
[00:09:27.680 --> 00:09:30.240]  棄絕管教的必貧窮受辱
[00:09:30.240 --> 00:09:32.960]  領受責備的必享尊榮
[00:09:32.960 --> 00:09:35.920]  窮乏人開墾的地需多產糧食
[00:09:35.920 --> 00:09:37.920]  卻因不公而被奪走
[00:09:37.920 --> 00:09:38.880]  這裡說什麼
[00:09:38.880 --> 00:09:40.240]  原來怎樣能夠有錢
[00:09:40.240 --> 00:09:41.440]  你是付出能量的
[00:09:41.440 --> 00:09:42.560]  你要受管教
[00:09:42.560 --> 00:09:43.760]  你要勤奮
[00:09:43.760 --> 00:09:46.560]  你要換取這些金錢
[00:09:46.560 --> 00:09:48.560]  這個都是在教導你的
[00:09:48.560 --> 00:09:50.720]  我不知道大家中學開始做兼職了嗎
[00:09:50.720 --> 00:09:52.000]  有沒有人在做兼職
[00:09:52.000 --> 00:09:53.520]  有沒有的
[00:09:53.520 --> 00:09:54.640]  都有的
[00:09:54.640 --> 00:09:56.320]  George 中學就有做兼職
[00:09:56.320 --> 00:09:58.400]  我不知道大家現在是否流行中學做兼職
[00:09:58.400 --> 00:10:03.440]  做兼職是我以前有機會幫人補習
[00:10:03.440 --> 00:10:05.760]  能夠學習賺錢
[00:10:05.760 --> 00:10:08.080]  我覺得賺錢第一件事教會我的
[00:10:08.080 --> 00:10:09.840]  我覺得賺錢第一件事教會我的就是
[00:10:09.840 --> 00:10:13.200]  第一件我學的功課就是十一奉獻
[00:10:13.200 --> 00:10:15.360]  我覺得那時候學得很好
[00:10:15.360 --> 00:10:18.240]  因為那時候我跟別人補習一百多元一個小時
[00:10:18.240 --> 00:10:20.080]  現在不知道是不是還有這些錢
[00:10:20.080 --> 00:10:22.080]  中六的時候補習一百多元一個小時
[00:10:22.080 --> 00:10:25.200]  我就要學會原來有十幾元是奉獻給神的
[00:10:25.200 --> 00:10:27.200]  十幾元就好像很容易
[00:10:27.200 --> 00:10:29.120]  當你到你出來工作
[00:10:29.120 --> 00:10:31.120]  賺幾萬元的時候就在說幾千元
[00:10:31.120 --> 00:10:33.520]  就在說幾千元
[00:10:33.520 --> 00:10:35.520]  那時候你覺得不捨得
[00:10:35.520 --> 00:10:38.480]  不過原來你勤奮從小學起
[00:10:38.480 --> 00:10:39.520]  原來有好處
[00:10:39.520 --> 00:10:40.720]  你由十幾元學起
[00:10:40.720 --> 00:10:43.120]  當你賺幾萬元的時候你付到
[00:10:43.120 --> 00:10:44.320]  當你賺幾十萬的時候
[00:10:44.320 --> 00:10:45.760]  你都可以拿到幾萬元出來
[00:10:45.760 --> 00:10:47.760]  這個就是一個開始的學習
[00:10:47.760 --> 00:10:50.640]  所以我們學習原來財富的來源
[00:10:50.640 --> 00:10:52.160]  其中一個是勤奮
[00:10:52.160 --> 00:10:56.080]  而另一個來源我們學習去奉獻
[00:10:56.080 --> 00:10:59.440]  這個我剛才說了錢的來源
[00:10:59.440 --> 00:11:01.440]  錢有這些來源的時候
[00:11:01.440 --> 00:11:04.160]  不過我們不要忘記剛才說錢是什麼來的
[00:11:04.160 --> 00:11:05.440]  錢有三個本質
[00:11:05.440 --> 00:11:06.720]  人的信任
[00:11:06.720 --> 00:11:09.760]  第二個本質就是物質的交換
[00:11:09.760 --> 00:11:11.040]  或者它代表的物質
[00:11:11.040 --> 00:11:12.560]  第三個是一種能量
[00:11:12.560 --> 00:11:15.600]  當錢是一種能量的時候
[00:11:15.600 --> 00:11:18.400]  當錢是一種能量的時候
[00:11:18.400 --> 00:11:20.400]  它是一種力量
[00:11:20.400 --> 00:11:24.560]  錢是這個世界最大的偶像
[00:11:24.560 --> 00:11:26.800]  因為它是一種很強的能量
[00:11:26.800 --> 00:11:29.440]  基本上大部分人拜所有的偶像
[00:11:29.440 --> 00:11:31.440]  其實最後都是在拜錢
[00:11:31.440 --> 00:11:32.640]  無論他拜什麼偶像
[00:11:32.640 --> 00:11:33.680]  黃大仙、老觀音、紅毫力
[00:11:33.680 --> 00:11:35.440]  問到最後他都是在拜錢
[00:11:35.440 --> 00:11:38.240]  錢是世界上最大的偶像
[00:11:38.240 --> 00:11:40.240]  因為它有最大的能量
[00:11:40.240 --> 00:11:41.600]  因為有足夠的人信任
[00:11:41.600 --> 00:11:43.200]  而產生了一個足夠的能量
[00:11:43.200 --> 00:11:44.400]  令人去敬拜它
[00:11:44.400 --> 00:11:46.400]  這是最可怕的事情
[00:11:46.400 --> 00:11:49.200]  但是我們會問金錢的本質是什麼
[00:11:49.200 --> 00:11:51.200]  剛才說過金錢的本質
[00:11:51.200 --> 00:11:53.200]  是有這三個的時候
[00:11:53.200 --> 00:11:54.800]  我想大家去聽一下
[00:11:54.800 --> 00:11:57.200]  或者想一下金錢
[00:11:57.200 --> 00:11:58.400]  或者金錢第一個本質
[00:11:58.400 --> 00:11:59.600]  剛才說過
[00:11:59.600 --> 00:12:01.200]  是物質世界
[00:12:01.200 --> 00:12:02.160]  物質世界是怎樣來的
[00:12:02.160 --> 00:12:04.160]  我想問問大家
[00:12:04.160 --> 00:12:06.640]  物質世界是怎樣來的
[00:12:06.640 --> 00:12:07.840]  是不是想說
[00:12:07.840 --> 00:12:09.840]  是怎樣來的
[00:12:09.840 --> 00:12:10.880]  是神創造的
[00:12:10.880 --> 00:12:12.240]  物質世界是神創造的
[00:12:12.240 --> 00:12:13.600]  我們看一段的經文
[00:12:13.600 --> 00:12:14.640]  下一段的經文
[00:12:14.640 --> 00:12:16.640]  我們一起讀
[00:12:16.640 --> 00:12:18.080]  1、2、3
[00:12:18.080 --> 00:12:20.640]  地和其中所充滿的
[00:12:20.640 --> 00:12:23.040]  世界和住在其中的
[00:12:23.040 --> 00:12:25.040]  都屬耶和華
[00:12:25.040 --> 00:12:27.600]  原來我們有個錯誤的錯字
[00:12:27.600 --> 00:12:29.280]  就是物質世界是由錢來的
[00:12:29.280 --> 00:12:32.080]  不過原來聖經說物質世界是由神來的
[00:12:32.080 --> 00:12:34.080]  千山的牛羊都是屬於神的
[00:12:34.080 --> 00:12:36.080]  然後有另一段經文
[00:12:36.080 --> 00:12:38.080]  在八章十八到二十一節
[00:12:38.080 --> 00:12:40.080]  今天大家一起幫我讀這段經文
[00:12:40.080 --> 00:12:42.080]  1、2、3
[00:12:42.080 --> 00:12:44.640]  財富和尊榮在我
[00:12:44.640 --> 00:12:48.240]  恆久的財寶和繁榮也在我
[00:12:48.240 --> 00:12:50.800]  我的果實勝過金紙
[00:12:50.800 --> 00:12:52.320]  強如純金
[00:12:52.320 --> 00:12:55.680]  我的出產超乎上選的銀紙
[00:12:55.680 --> 00:12:58.080]  我在公義的道上走
[00:12:58.080 --> 00:13:00.080]  在公平的路中行
[00:13:00.080 --> 00:13:02.560]  使愛我的承受財產
[00:13:02.560 --> 00:13:04.880]  充滿他們的庫房
[00:13:04.880 --> 00:13:06.480]  原來所有的錢
[00:13:06.480 --> 00:13:07.440]  所有的物質世界
[00:13:07.440 --> 00:13:08.320]  都是由神創造的
[00:13:08.320 --> 00:13:09.120]  你坐的椅子
[00:13:09.120 --> 00:13:09.840]  甚至你自己
[00:13:09.840 --> 00:13:11.840]  全部都是由神創造的
[00:13:11.840 --> 00:13:13.840]  所以神說他擁有這一切
[00:13:13.840 --> 00:13:15.840]  甚至神說他分配這一切
[00:13:15.840 --> 00:13:17.840]  所以當人信靠錢的時候
[00:13:17.840 --> 00:13:19.840]  是信靠了一個錯的偶像
[00:13:19.840 --> 00:13:21.040]  一個錯的配置
[00:13:21.040 --> 00:13:22.000]  但聖經說
[00:13:22.000 --> 00:13:22.640]  告訴我們
[00:13:22.640 --> 00:13:25.280]  上帝不單止擁有了所有的物質世界
[00:13:25.280 --> 00:13:28.160]  甚至他掌握了分配財富的權力
[00:13:28.160 --> 00:13:31.040]  所以上帝最後是最大的能量
[00:13:31.040 --> 00:13:33.440]  金錢不是萬惡的
[00:13:33.440 --> 00:13:35.200]  金錢是來自神的
[00:13:35.200 --> 00:13:37.200]  有錢不是錯的
[00:13:37.200 --> 00:13:39.840]  所以聖經教導我們今世富足的人
[00:13:39.840 --> 00:13:41.440]  不要自高
[00:13:41.440 --> 00:13:44.960]  不要倚靠那些靠不住的錢財
[00:13:44.960 --> 00:13:48.000]  要倚靠那個厚切萬物給我們享受的神
[00:13:48.000 --> 00:13:49.600]  這個題目我後書錄了
[00:13:49.600 --> 00:13:51.120]  待會會和大家分享
[00:13:51.120 --> 00:13:53.120]  但是
[00:13:53.120 --> 00:13:54.800]  我們怎樣認識神的時候
[00:13:54.800 --> 00:13:56.560]  但是有人仍然
[00:13:56.560 --> 00:13:57.920]  或者世界上大部分的人
[00:13:57.920 --> 00:13:59.280]  都是仍然以錢
[00:13:59.280 --> 00:14:00.640]  這個財富
[00:14:00.640 --> 00:14:01.760]  因為他的集體信任
[00:14:01.760 --> 00:14:03.920]  成為了他最大的偶像
[00:14:03.920 --> 00:14:06.400]  但這個偶像是有他的能力的
[00:14:06.400 --> 00:14:08.960]  但是這個偶像有其他一個特性
[00:14:08.960 --> 00:14:09.920]  我想和大家說一下
[00:14:09.920 --> 00:14:11.520]  錢這個偶像有什麼特性
[00:14:11.520 --> 00:14:14.800]  在《針研書》23章第5節說他有一個特性
[00:14:14.800 --> 00:14:16.960]  我們一起讀經文
[00:14:16.960 --> 00:14:18.000]  1 2 3
[00:14:18.000 --> 00:14:20.320]  你定徵在財富
[00:14:20.320 --> 00:14:21.840]  他就消失
[00:14:21.840 --> 00:14:24.080]  因為他必長翅膀
[00:14:24.080 --> 00:14:26.000]  如鷹向天飛去
[00:14:26.000 --> 00:14:26.800]  第二個
[00:14:26.800 --> 00:14:28.400]  倚靠財富的
[00:14:28.400 --> 00:14:30.080]  自己必跌倒
[00:14:30.080 --> 00:14:31.600]  糟路的日子
[00:14:31.600 --> 00:14:32.960]  錢財無益
[00:14:32.960 --> 00:14:36.640]  唯有公義能夠人脫離死亡
[00:14:36.640 --> 00:14:38.400]  這個偶像有三個特色
[00:14:38.400 --> 00:14:38.960]  第一
[00:14:38.960 --> 00:14:40.240]  當你很倚靠他的時候
[00:14:40.240 --> 00:14:41.760]  他會離開你
[00:14:41.760 --> 00:14:43.840]  因為他都是人的架構
[00:14:43.840 --> 00:14:45.840]  很快他就會不見了
[00:14:45.840 --> 00:14:48.640]  當你很想將一生附在錢這個偶像上
[00:14:48.640 --> 00:14:50.400]  錢是很快就消失
[00:14:50.400 --> 00:14:51.600]  這個是成人世界
[00:14:51.600 --> 00:14:53.360]  你問你父母都會經歷的事情
[00:14:53.360 --> 00:14:54.160]  這是第一點
[00:14:54.160 --> 00:14:55.440]  第二點神說得很清楚
[00:14:55.440 --> 00:14:56.480]  你倚靠他
[00:14:56.480 --> 00:14:57.920]  你最後一定會跌倒
[00:14:57.920 --> 00:15:00.160]  這是一個害到你的偶像
[00:15:00.160 --> 00:15:01.440]  而第三點
[00:15:01.440 --> 00:15:02.720]  當在憤怒的日子
[00:15:02.720 --> 00:15:06.800]  沒有錢能夠救到你
[00:15:06.800 --> 00:15:08.640]  有多少錢都救不到你
[00:15:08.640 --> 00:15:09.760]  當神審判的日子
[00:15:09.760 --> 00:15:11.920]  無論有多少錢都救不到你
[00:15:11.920 --> 00:15:14.240]  這個就是偶像的特徵
[00:15:14.240 --> 00:15:17.200]  但這個是全世界都在敬拜的偶像
[00:15:17.200 --> 00:15:19.120]  無論你用什麼宗教做背景
