
[00:00:00.000 --> 00:00:02.000]  青年姐妹平安
[00:02:03.000 --> 00:02:06.000]  我們請弟兄讀雙節
[00:02:06.000 --> 00:02:08.000]  姐妹讀單節
[00:02:08.000 --> 00:02:09.000]  預備起
[00:02:09.000 --> 00:02:11.000]  耶穌進了屋子
[00:02:11.000 --> 00:02:13.000]  眾人又聚集
[00:02:13.000 --> 00:02:17.000]  甚至他連吃飯也顧不得
[00:02:17.000 --> 00:02:20.000]  耶穌要帶人去見見
[00:02:20.000 --> 00:02:24.000]  從耶路撒冷下來的文士說
[00:02:24.000 --> 00:02:27.000]  他是被別西卜附身的
[00:02:27.000 --> 00:02:32.000]  又說他是靠著鬼王趕鬼的
[00:02:32.000 --> 00:02:37.000]  他是被所有的神和家人附身
[00:02:37.000 --> 00:02:40.000]  他要去見見家人
[00:02:40.000 --> 00:02:45.000]  有許多人在耶穌周圍坐著
[00:02:45.000 --> 00:02:48.000]  他們就告訴他說
[00:02:48.000 --> 00:02:55.000]  看啊!你母親、你兄弟和你姐妹在外邊找你
[00:02:55.000 --> 00:03:06.000]  就還是那周圍坐著的人說
[00:03:06.000 --> 00:03:17.000]  看啊!我的母親、我的兄弟
[00:03:17.000 --> 00:03:20.000]  這段經文上文說的是甚麼呢?
[00:03:20.000 --> 00:03:23.000]  就是耶穌設立十二個門徒
[00:03:23.000 --> 00:03:28.000]  然後介紹了整個門徒的名單
[00:03:28.000 --> 00:03:32.000]  我上次說到這裡
[00:03:32.000 --> 00:03:35.000]  最令人意外的這個名單之中
[00:03:35.000 --> 00:03:38.000]  我相信就是這一節
[00:03:38.000 --> 00:03:42.000]  「還有出賣耶穌的加略人猶大」
[00:03:42.000 --> 00:03:44.000]  上次我提到
[00:03:44.000 --> 00:03:47.000]  耶穌設立十二門徒的目的
[00:03:47.000 --> 00:03:50.000]  就是要常和他同在
[00:03:50.000 --> 00:03:54.000]  和被他差遣出去傳道
[00:03:54.000 --> 00:03:56.000]  門徒當中十二個裏面
[00:03:56.000 --> 00:03:59.000]  有十一個一直都是這樣
[00:03:59.000 --> 00:04:02.000]  但是有一個改變了
[00:04:02.000 --> 00:04:04.000]  而且出賣了耶穌
[00:04:04.000 --> 00:04:07.000]  這個人就是猶大
[00:04:07.000 --> 00:04:11.000]  猶大在這裡馬可福音剛剛出場
[00:04:11.000 --> 00:04:14.000]  第一次出場就已經說明了
[00:04:14.000 --> 00:04:16.000]  他將會出賣耶穌
[00:04:16.000 --> 00:04:18.000]  所以讀者讀到這裡
[00:04:18.000 --> 00:04:20.000]  很自然就會問
[00:04:20.000 --> 00:04:24.000]  連耶穌的門徒都有人會出賣耶穌
[00:04:24.000 --> 00:04:29.000]  那麼哪些人才是真正屬於耶穌的人呢?
[00:04:29.000 --> 00:04:32.000]  就是這個問題帶領到下面的故事
[00:04:32.000 --> 00:04:35.000]  即是今晚要說的經文
[00:04:35.000 --> 00:04:40.000]  馬可藉著一個我們稱為三文治的故事結構
[00:04:40.000 --> 00:04:43.000]  來表達出剛才所說的主題
[00:04:43.000 --> 00:04:47.000]  哪一個才是真正屬於耶穌的人呢?
[00:04:47.000 --> 00:04:50.000]  剛才說過在這十二個學生裏面
[00:04:50.000 --> 00:04:55.000]  其中有一個後來不再屬於耶穌了
[00:04:55.000 --> 00:04:59.000]  那麼哪一個才是真正屬於耶穌的人呢?
[00:04:59.000 --> 00:05:07.000]  這個主題就在第20至35節的段落裏面進一步解釋
[00:05:07.000 --> 00:05:09.000]  在這個解釋裏面
[00:05:09.000 --> 00:05:14.000]  馬可第一次用了一個三文治的結構來介紹
[00:05:14.000 --> 00:05:16.000]  甚麼是三文治呢?
[00:05:16.000 --> 00:05:20.000]  即是三文治是兩片麵包
[00:05:20.000 --> 00:05:24.000]  中間夾著雞蛋或者火腿之類
[00:05:24.000 --> 00:05:27.000]  同樣一個主題
[00:05:27.000 --> 00:05:31.000]  在中間的雞蛋就是一個故事
[00:05:31.000 --> 00:05:35.000]  而那兩片麵包是另一個故事
[00:05:35.000 --> 00:05:38.000]  不過亦是相同的主題
[00:05:38.000 --> 00:05:41.000]  所以馬可不是平鋪直敘地直接說
[00:05:41.000 --> 00:05:44.000]  而是兩個不同的故事
[00:05:44.000 --> 00:05:46.000]  不過是同一個主題
[00:05:46.000 --> 00:05:48.000]  這樣放在一起
[00:05:48.000 --> 00:05:51.000]  就突顯中間的主題更加突出
[00:05:51.000 --> 00:05:54.000]  這種寫作的手法
[00:05:54.000 --> 00:05:59.000]  就是令兩個不同但相同主題的故事
[00:05:59.000 --> 00:06:02.000]  互相對照彼此的輝映
[00:06:02.000 --> 00:06:05.000]  所以是一個很精彩的寫作手法
[00:06:05.000 --> 00:06:06.000]  時間所限
[00:06:06.000 --> 00:06:09.000]  今天中間的雞蛋我就不說了
[00:06:09.000 --> 00:06:12.000]  即是耶穌和文氏的辯論
[00:06:12.000 --> 00:06:13.000]  那段我就不說了
[00:06:13.000 --> 00:06:17.000]  就是說頭和尾那兩片麵包
[00:06:17.000 --> 00:06:20.000]  第20節一開始就記載
[00:06:20.000 --> 00:06:23.000]  耶穌進入一個屋子
[00:06:23.000 --> 00:06:26.000]  這個屋子很可能就是第二章
[00:06:26.000 --> 00:06:29.000]  甚至第一章裏面已經出現過
[00:06:29.000 --> 00:06:30.000]  如果你很記性
[00:06:30.000 --> 00:06:33.000]  耶穌在第一章在加伯隆的時候
[00:06:33.000 --> 00:06:37.000]  就進入了彼得和安德烈的屋子
[00:06:37.000 --> 00:06:39.000]  即是他們的家
[00:06:39.000 --> 00:06:41.000]  耶穌進入了屋子之後
[00:06:41.000 --> 00:06:43.000]  眾人又聚集了
[00:06:43.000 --> 00:06:45.000]  在一章33字我們見到
[00:06:45.000 --> 00:06:48.000]  當耶穌進入彼得和安德烈的家的時候
[00:06:48.000 --> 00:06:52.000]  全城的人都聚集在他的家門之前
[00:06:52.000 --> 00:06:55.000]  一直到晚上的時候
[00:06:55.000 --> 00:06:56.000]  在第二章一開始
[00:06:56.000 --> 00:06:58.000]  耶穌又進入那個屋子
[00:06:58.000 --> 00:07:01.000]  而且很多人聚集
[00:07:01.000 --> 00:07:04.000]  令到有個炭子的朋友
[00:07:04.000 --> 00:07:06.000]  想進去但沒有辦法進去
[00:07:06.000 --> 00:07:09.000]  結果要在屋頂將炭子吊下去
[00:07:09.000 --> 00:07:11.000]  這個故事大家都認識
[00:07:11.000 --> 00:07:14.000]  就是在屋子裏面發生的
[00:07:14.000 --> 00:07:16.000]  在這裏我們又見到
[00:07:16.000 --> 00:07:19.000]  耶穌又進入那個屋子
[00:07:19.000 --> 00:07:22.000]  所以又是很多人一起聚集
[00:07:22.000 --> 00:07:25.000]  極有可能是同一個地方
[00:07:25.000 --> 00:07:28.000]  眾人都知道又是那間屋子
[00:07:28.000 --> 00:07:29.000]  耶穌去了那裏
[00:07:29.000 --> 00:07:32.000]  所以一去那間屋又找到耶穌
[00:07:32.000 --> 00:07:34.000]  第二十節繼續說
[00:07:34.000 --> 00:07:38.000]  耶穌甚至連飯也顧不得吃
[00:07:38.000 --> 00:07:42.000]  耶穌忙碌侍奉到一個地步
[00:07:42.000 --> 00:07:45.000]  連吃飯的時間都沒有
[00:07:45.000 --> 00:07:47.000]  所以第21節
[00:07:47.000 --> 00:07:49.000]  耶穌的家人聽見
[00:07:49.000 --> 00:07:52.000]  就出來要拉住他
[00:07:52.000 --> 00:07:55.000]  因為他們說他癲狂了
[00:07:55.000 --> 00:07:58.000]  出來是主動詞
[00:07:58.000 --> 00:08:02.000]  主動詞後面拉住是不定詞
[00:08:02.000 --> 00:08:08.000]  所以拉住補足了前面主動詞的含義
[00:08:08.000 --> 00:08:11.000]  即是說耶穌的家人
[00:08:11.000 --> 00:08:15.000]  由他的家鄉拿撒勒出來
[00:08:15.000 --> 00:08:19.000]  出來的目的是要拉住耶穌
[00:08:19.000 --> 00:08:21.000]  拉住
[00:08:21.000 --> 00:08:25.000]  在《馬學福音》的六章十七節都出現過
[00:08:25.000 --> 00:08:27.000]  這段經文請弟兄讀
[00:08:27.000 --> 00:08:33.000]  希律為他兄弟肥力的妻子希羅底的緣故
[00:08:33.000 --> 00:08:35.000]  派人去抓了若寒
[00:08:35.000 --> 00:08:39.000]  把他綁了在監獄裏
[00:08:39.000 --> 00:08:41.000]  這裏抓了
[00:08:41.000 --> 00:08:44.000]  就是和剛才所說的拉住
[00:08:44.000 --> 00:08:46.000]  二文是同一個字
[00:08:46.000 --> 00:08:48.000]  所以拉住
[00:08:48.000 --> 00:08:50.000]  就是有捉拿
[00:08:50.000 --> 00:08:53.000]  控制的意思
[00:08:53.000 --> 00:08:55.000]  這就說明了耶穌的家人
[00:08:55.000 --> 00:08:58.000]  從家鄉出來的目的不是去探親
[00:08:58.000 --> 00:09:00.000]  而是阻止
[00:09:00.000 --> 00:09:05.000]  制止耶穌繼續去傳道
[00:09:05.000 --> 00:09:07.000]  為甚麼要這樣做呢?
[00:09:07.000 --> 00:09:08.000]  有兩個原因
[00:09:08.000 --> 00:09:09.000]  第一
[00:09:09.000 --> 00:09:12.000]  家人擔心他的健康
[00:09:12.000 --> 00:09:13.000]  第二
[00:09:13.000 --> 00:09:16.000]  就是第22節說的
[00:09:16.000 --> 00:09:19.000]  接著請姐妹讀
[00:09:19.000 --> 00:09:32.000]  從耶路撒冷效力的文士
[00:09:32.000 --> 00:09:34.000]  文士大家都知道
[00:09:34.000 --> 00:09:36.000]  負責抄寫舊約聖經
[00:09:36.000 --> 00:09:39.000]  是猶太人的宗教領袖之一
[00:09:39.000 --> 00:09:40.000]  他們從哪裏來呢?
[00:09:40.000 --> 00:09:41.000]  經文有說
[00:09:41.000 --> 00:09:43.000]  從哪裏來呢?
[00:09:43.000 --> 00:09:45.000]  耶路撒冷
[00:09:45.000 --> 00:09:46.000]  看地圖
[00:09:46.000 --> 00:09:47.000]  你就知道
[00:09:47.000 --> 00:09:49.000]  耶路撒冷在下面
[00:09:49.000 --> 00:09:52.000]  在南方的省
[00:09:52.000 --> 00:09:53.000]  很出名
[00:09:53.000 --> 00:09:56.000]  耶穌當時在哪裏呢?
[00:09:56.000 --> 00:09:58.000]  在加伯隆
[00:09:58.000 --> 00:10:04.000]  即是北部地區加利利的省
[00:10:04.000 --> 00:10:06.000]  這班文士
[00:10:06.000 --> 00:10:08.000]  是在很遠的地方
[00:10:08.000 --> 00:10:10.000]  南部的耶路撒冷
[00:10:10.000 --> 00:10:13.000]  去到北部的加利利
[00:10:13.000 --> 00:10:17.000]  去找耶穌和他們辯論
[00:10:17.000 --> 00:10:20.000]  所以可想而知
[00:10:20.000 --> 00:10:21.000]  耶穌的名聲
[00:10:21.000 --> 00:10:27.000]  已經驚動到遠在南方耶路撒冷的宗教領袖
[00:10:27.000 --> 00:10:31.000]  招惹了他們的不滿和批評
[00:10:31.000 --> 00:10:34.000]  所以耶穌這個時候
[00:10:34.000 --> 00:10:38.000]  其實是在面對宗教領袖很大的壓力
[00:10:38.000 --> 00:10:42.000]  其實這已經不是耶穌第一次
[00:10:42.000 --> 00:10:45.000]  和宗教領袖發生衝突
[00:10:45.000 --> 00:10:47.000]  在第三章一開始
[00:10:47.000 --> 00:10:48.000]  耶穌在會堂
[00:10:48.000 --> 00:10:51.000]  就醫治了一隻手萎縮的人
[00:10:51.000 --> 00:10:52.000]  的時候
[00:10:52.000 --> 00:10:56.000]  法利賽人已經想要除掉耶穌
[00:10:56.000 --> 00:10:57.000]  甚至在第二章
[00:10:57.000 --> 00:10:58.000]  即是再早一點
[00:10:58.000 --> 00:11:00.000]  法利賽人已經很不滿耶穌
[00:11:00.000 --> 00:11:03.000]  怎會和罪人一起吃飯呢?
[00:11:03.000 --> 00:11:05.000]  他們很不高興
[00:11:05.000 --> 00:11:09.000]  但當時這些宗教領袖是本地人
[00:11:09.000 --> 00:11:11.000]  加利利的宗教領袖
[00:11:11.000 --> 00:11:14.000]  今次的民事不是在加利利地區
[00:11:14.000 --> 00:11:17.000]  是由耶路撒冷
[00:11:17.000 --> 00:11:19.000]  所以你感不感受到
[00:11:19.000 --> 00:11:22.000]  那種張力升溫了
[00:11:22.000 --> 00:11:26.000]  所以耶穌的家人很可能
[00:11:26.000 --> 00:11:28.000]  不想看到
[00:11:28.000 --> 00:11:31.000]  耶穌和這些宗教領袖的緊張關係
[00:11:31.000 --> 00:11:33.000]  持續地升級
[00:11:33.000 --> 00:11:36.000]  直至有生命危機
[00:11:36.000 --> 00:11:38.000]  所以他們拉著耶穌
[00:11:38.000 --> 00:11:41.000]  是想保護耶穌
[00:11:41.000 --> 00:11:44.000]  所以我們從同情的角度
[00:11:44.000 --> 00:11:47.000]  你試試代入一下耶穌的家人
[00:11:47.000 --> 00:11:49.000]  如果你是耶穌的家人
[00:11:49.000 --> 00:11:53.000]  這個時候你什麼心情呢?
[00:11:53.000 --> 00:11:55.000]  很擔憂
[00:11:55.000 --> 00:11:57.000]  很焦急
[00:11:57.000 --> 00:11:59.000]  他們擔心耶穌的身體
[00:11:59.000 --> 00:12:01.000]  連飯都吃不到
[00:12:01.000 --> 00:12:04.000]  他們擔心宗教狂熱
[00:12:04.000 --> 00:12:07.000]  危及他們的人身安全
[00:12:07.000 --> 00:12:12.000]  說不定還擔心自己家族的聲譽
[00:12:12.000 --> 00:12:14.000]  如果你也是耶穌
[00:12:14.000 --> 00:12:17.000]  這個時候你看到這樣
[00:12:17.000 --> 00:12:20.000]  你有什麼感受呢?
[00:12:20.000 --> 00:12:22.000]  如果是我
[00:12:22.000 --> 00:12:24.000]  我會覺得很孤單
[00:12:24.000 --> 00:12:26.000]  我覺得很孤單
[00:12:26.000 --> 00:12:30.000]  因為連我自己最親的家人
[00:12:30.000 --> 00:12:33.000]  他們都不明白我的身份
[00:12:33.000 --> 00:12:38.000]  他們不明白我為什麼要這樣去侍奉
[00:12:38.000 --> 00:12:40.000]  其實耶穌在世的時候
[00:12:40.000 --> 00:12:44.000]  他的家人一直都誤會他
[00:12:44.000 --> 00:12:46.000]  並且反對他
[00:12:46.000 --> 00:12:51.000]  這是一件令耶穌非常難過的事
[00:12:51.000 --> 00:12:53.000]  《約翰福音》第七章記載
[00:12:53.000 --> 00:12:56.000]  耶穌的兄弟不信他
[00:12:56.000 --> 00:12:59.000]  《瑪俠福音》第三章就更加嚴重
[00:12:59.000 --> 00:13:03.000]  耶穌的家人說他瘋了
[00:13:03.000 --> 00:13:04.000]  所以一方面
[00:13:04.000 --> 00:13:08.000]  耶穌的家人對耶穌的動機其實是善意的
[00:13:08.000 --> 00:13:10.000]  但是另一方面
[00:13:10.000 --> 00:13:13.000]  他們善意的行動反映了他的家人
[00:13:13.000 --> 00:13:18.000]  仍然不明白耶穌的身份是神的兒子
[00:13:18.000 --> 00:13:21.000]  以及不接受他對傳道的
[00:13:21.000 --> 00:13:26.000]  即使這種熱情和毀身
[00:13:26.000 --> 00:13:28.000]  所以,頂姐妹
[00:13:28.000 --> 00:13:31.000]  你有沒有試過耶穌這種經歷
[00:13:31.000 --> 00:13:34.000]  因著你積極侍奉
[00:13:34.000 --> 00:13:38.000]  而被家人誤會為癲狂呢?
[00:13:38.000 --> 00:13:43.000]  有沒有試過那種感受呢?
[00:13:43.000 --> 00:13:46.000]  我自己也有少許的經歷
[00:13:46.000 --> 00:13:49.000]  我中五的時候就決志信主
[00:13:49.000 --> 00:13:51.000]  成為基督徒
[00:13:51.000 --> 00:13:57.000]  不久後,初信栽培員教我要讀經靈修
[00:13:57.000 --> 00:14:00.000]  所以我很快就看了聖經
[00:14:00.000 --> 00:14:03.000]  在那個年代的聖經
[00:14:03.000 --> 00:14:06.000]  多數都是紅色邊,厚厚的
[00:14:06.000 --> 00:14:09.000]  所以你不用打開看
[00:14:09.000 --> 00:14:12.000]  一看就知道是聖經
[00:14:12.000 --> 00:14:16.000]  那時候我買了幾本屬靈書
[00:14:16.000 --> 00:14:18.000]  放在書櫃裡
[00:14:18.000 --> 00:14:20.000]  我媽媽走過
[00:14:20.000 --> 00:14:21.000]  看到我
[00:14:21.000 --> 00:14:23.000]  咦?你不是讀書嗎?
[00:14:23.000 --> 00:14:24.000]  看紅色邊的書?
[00:14:24.000 --> 00:14:26.000]  不是看教科書
[00:14:26.000 --> 00:14:29.000]  又看到我書櫃裡有那些屬靈書
[00:14:29.000 --> 00:14:31.000]  就很不滿
[00:14:31.000 --> 00:14:32.000]  就問我
[00:14:32.000 --> 00:14:34.000]  喂,你做什麼?
[00:14:34.000 --> 00:14:35.000]  看聖經?
[00:14:35.000 --> 00:14:37.000]  你不是讀書嗎?
[00:14:37.000 --> 00:14:39.000]  你想將來做神父嗎?
[00:14:39.000 --> 00:14:41.000]  怎麼被她說中了
[00:14:41.000 --> 00:14:43.000]  我讀天主教學校
[00:14:43.000 --> 00:14:46.000]  所以她叫神父,不是傳道人
[00:14:46.000 --> 00:14:48.000]  為什麼要浪費這些時間?
[00:14:48.000 --> 00:14:50.000]  你還要浪費錢去買那些書
[00:14:50.000 --> 00:14:52.000]  為什麼這麼浪費?
[00:14:52.000 --> 00:14:56.000]  那時候我很難受
[00:14:56.000 --> 00:14:59.000]  我覺得最愛我的媽媽
[00:14:59.000 --> 00:15:01.000]  她不明白我
[00:15:01.000 --> 00:15:04.000]  我有一種莫名的孤單感
[00:15:04.000 --> 00:15:08.000]  和她有一種莫名的隔閡
[00:15:08.000 --> 00:15:10.000]  我心裡跟媽媽說
[00:15:10.000 --> 00:15:13.000]  媽媽,你知道我打開聖經看的時候
[00:15:13.000 --> 00:15:15.000]  我心裡很甘甜
[00:15:15.000 --> 00:15:18.000]  我覺得耶穌很吸引我
[00:15:18.000 --> 00:15:19.000]  聖經的道理
[00:15:19.000 --> 00:15:23.000]  多麼的豐富和多麼的動見
[00:15:23.000 --> 00:15:25.000]  幸好那時候媽媽還不至於拉著我
[00:15:25.000 --> 00:15:27.000]  不讓我回教會
[00:15:27.000 --> 00:15:28.000]  或者不讓我上耶穌教會
[00:15:28.000 --> 00:15:31.000]  還沒有到這個地步
[00:15:31.000 --> 00:15:34.000]  當然我們不可以用耶穌
[00:15:34.000 --> 00:15:36.000]  這種所謂的瘋狂
[00:15:36.000 --> 00:15:39.000]  來作為我們不照顧家人
[00:15:39.000 --> 00:15:44.000]  或者侍奉到長期的身心透支的藉口
[00:15:44.000 --> 00:15:48.000]  但是至少我們要有心理準備
[00:15:48.000 --> 00:15:52.000]  我們可能會因為遵行神的旨意
[00:15:52.000 --> 00:15:57.000]  而被那些和我們關係最親的人反對
[00:15:57.000 --> 00:15:59.000]  或者排斥
[00:15:59.000 --> 00:16:05.000]  這個時候我們可以從主耶穌那裡得到安慰
[00:16:05.000 --> 00:16:07.000]  因為祂在世的時候
[00:16:07.000 --> 00:16:10.000]  其實祂也有這些經歷
[00:16:10.000 --> 00:16:13.000]  我們作為跟隨祂的門徒
[00:16:13.000 --> 00:16:17.000]  多多少少都有這種經歷
[00:16:17.000 --> 00:16:19.000]  所以弟兄姊妹
[00:16:19.000 --> 00:16:27.000]  不要嘗試從那些不認識我們信仰的人得到諒解
[00:16:27.000 --> 00:16:30.000]  我們已經看了三文治裡面的
[00:16:30.000 --> 00:16:34.000]  表面那塊麵包
[00:16:34.000 --> 00:16:37.000]  現在我們再看看下面那塊麵包
[00:16:37.000 --> 00:16:42.000]  就是那些會聆聽耶穌真正的家人
[00:16:42.000 --> 00:16:45.000]  31至34節
[00:16:45.000 --> 00:16:47.000]  31節請弟兄讀
[00:16:47.000 --> 00:16:52.000]  「那時耶穌的母親和她兄弟來
[00:16:52.000 --> 00:16:56.000]  站在外邊打發人去叫她」
[00:16:56.000 --> 00:16:58.000]  看到嗎?
[00:16:58.000 --> 00:17:00.000]  馬哈福去到31節
[00:17:00.000 --> 00:17:04.000]  回到剛才21節的故事
[00:17:04.000 --> 00:17:06.000]  家人在屋外
[00:17:06.000 --> 00:17:10.000]  耶穌的母親和兄弟來找他
[00:17:10.000 --> 00:17:12.000]  32至34節
[00:17:12.000 --> 00:17:14.000]  這次請姐妹讀
[00:17:14.000 --> 00:17:18.000]  「那時耶穌的母親和她兄弟來
[00:17:18.000 --> 00:17:22.000]  站在外邊打發人去叫她」
[00:17:22.000 --> 00:17:24.000]  看到嗎?
[00:17:24.000 --> 00:17:26.000]  馬哈福去到31節
[00:17:26.000 --> 00:17:30.000]  回到剛才21節的故事
[00:17:30.000 --> 00:17:32.000]  32至34節
[00:17:32.000 --> 00:17:36.000]  「那時耶穌的母親和她兄弟來
[00:17:36.000 --> 00:17:40.000]  站在外邊打發人去叫她」
[00:17:40.000 --> 00:17:46.000]  我們來留意經文對屋內和屋外的人的描寫
[00:17:46.000 --> 00:17:49.000]  首先我們看看屋內的人
[00:17:49.000 --> 00:17:52.000]  屋內的人是甚麼人呢?
[00:17:52.000 --> 00:17:54.000]  按照上文第七至十節
[00:17:54.000 --> 00:17:58.000]  第二十節和馬太福音的平行經文
[00:17:58.000 --> 00:18:00.000]  屋內是一群人
[00:18:00.000 --> 00:18:02.000]  是一大群的群眾
[00:18:02.000 --> 00:18:05.000]  這些群眾是從哪裏來的呢?
[00:18:05.000 --> 00:18:07.000]  有從猶太耶路撒冷來的
[00:18:07.000 --> 00:18:09.000]  即是猶太人
[00:18:09.000 --> 00:18:12.000]  也有從推羅西頓來的
[00:18:12.000 --> 00:18:15.000]  即是外邦人
[00:18:15.000 --> 00:18:18.000]  按照馬太福音十二章四十九節
[00:18:18.000 --> 00:18:20.000]  當中還有十二門徒
[00:18:20.000 --> 00:18:22.000]  所以可以想像是很多人
[00:18:22.000 --> 00:18:25.000]  可能有這裡的位置再多一點
[00:18:25.000 --> 00:18:26.000]  很多人
[00:18:26.000 --> 00:18:29.000]  有猶太人、有外邦人、有十二門徒
[00:18:29.000 --> 00:18:37.000]  這些人經文描寫他們是圍繞耶穌坐著
[00:18:37.000 --> 00:18:39.000]  這就是屋內的情況
[00:18:39.000 --> 00:18:41.000]  屋外又是甚麼人呢?
[00:18:41.000 --> 00:18:43.000]  剛才說了
[00:18:43.000 --> 00:18:46.000]  是耶穌的母親和他的兄弟
[00:18:46.000 --> 00:18:48.000]  這就是屋外的人
[00:18:48.000 --> 00:18:49.000]  他們是怎樣的?
[00:18:49.000 --> 00:18:55.000]  經文說是站著
[00:18:55.000 --> 00:18:58.000]  所以第三十一和三十二節
[00:18:58.000 --> 00:19:02.000]  也有兩次形容他們在外邊
[00:19:02.000 --> 00:19:06.000]  兩次說他們在外邊
[00:19:06.000 --> 00:19:08.000]  三十一節
[00:19:08.000 --> 00:19:10.000]  周圍坐著的人
[00:19:10.000 --> 00:19:13.000]  和第二十一節他的家人
[00:19:13.000 --> 00:19:18.000]  在原文的發音是很相似的
[00:19:18.000 --> 00:19:20.000]  他的家人和周圍的屋內坐著的人
[00:19:20.000 --> 00:19:22.000]  原文發音是很相似的
[00:19:22.000 --> 00:19:24.000]  所以很對稱
[00:19:24.000 --> 00:19:27.000]  馬可用這種很獨特的筆法
[00:19:27.000 --> 00:19:31.000]  來對比耶穌的家人
[00:19:31.000 --> 00:19:35.000]  和在屋內坐著的群眾
[00:19:35.000 --> 00:19:39.000]  所以屋內與屋外
[00:19:39.000 --> 00:19:42.000]  坐著與站著
[00:19:42.000 --> 00:19:44.000]  肉身的家人
[00:19:44.000 --> 00:19:48.000]  和非親非故的群眾
[00:19:48.000 --> 00:19:51.000]  形成了一個很強烈的對比
[00:19:51.000 --> 00:19:56.000]  帶出了耶穌在第三十五節即將要強調
[00:19:56.000 --> 00:20:00.000]  哪些才是真正的家人
[00:20:00.000 --> 00:20:02.000]  家人來找他
[00:20:02.000 --> 00:20:03.000]  耶穌有甚麼反應呢?
[00:20:03.000 --> 00:20:06.000]  耶穌是否立即出去與他的家人見面呢?
[00:20:06.000 --> 00:20:08.000]  我們看到不是
[00:20:08.000 --> 00:20:12.000]  耶穌沒有立即出去屋外見他的家人
[00:20:12.000 --> 00:20:14.000]  而是他反問
[00:20:14.000 --> 00:20:18.000]  誰是他的母親和弟兄
[00:20:18.000 --> 00:20:19.000]  第三十四節
[00:20:19.000 --> 00:20:23.000]  馬可描寫耶穌的視線
[00:20:23.000 --> 00:20:29.000]  耶穌看著坐在他四周的人
[00:20:29.000 --> 00:20:31.000]  看著他們
[00:20:31.000 --> 00:20:34.000]  還是看著他們
[00:20:34.000 --> 00:20:36.000]  而且進一步指出
[00:20:36.000 --> 00:20:38.000]  坐在他們四周的門徒
[00:20:38.000 --> 00:20:42.000]  就是他的母親和弟兄
[00:20:42.000 --> 00:20:44.000]  因為他真正的家人
[00:20:44.000 --> 00:20:48.000]  就是那些實行神旨意的人
[00:20:48.000 --> 00:20:51.000]  經文我們看到兩次「看」
[00:20:51.000 --> 00:20:53.000]  每次我們看到「看」
[00:20:53.000 --> 00:20:55.000]  接著要說的就是重點
[00:20:55.000 --> 00:21:00.000]  第一個「看」就是屋外的群眾對耶穌說的
[00:21:00.000 --> 00:21:04.000]  「你看看,你的家人在外面找你」
[00:21:04.000 --> 00:21:06.000]  極有可能是因為屋內太多人了
[00:21:06.000 --> 00:21:07.000]  家人進不來
[00:21:07.000 --> 00:21:11.000]  唯有託人去傳話
[00:21:11.000 --> 00:21:14.000]  第二個「看」就是耶穌的反應
[00:21:14.000 --> 00:21:16.000]  耶穌說「看」三十四節
