
[00:00:00.000 --> 00:00:03.320]  今天的講題是「刮目相看」
[00:05:20.280 --> 00:05:22.680]  門徒稱為基督徒
[00:05:22.680 --> 00:05:25.280]  是從安提柯開始的
[00:05:25.280 --> 00:05:26.880]  我們先讀到這裡
[00:05:26.880 --> 00:05:34.480]  究竟我們可以從這間令人刮目相看的安提柯教會學到什麼呢?
[00:05:34.480 --> 00:05:35.680]  第一
[00:05:35.680 --> 00:05:38.280]  稍後才讀這段
[00:05:39.880 --> 00:05:41.880]  洞悉上帝的心意
[00:05:41.880 --> 00:05:45.480]  先交代一下經文的背景
[00:05:45.480 --> 00:05:49.680]  耶穌在復活升天之後
[00:05:49.680 --> 00:05:53.480]  教會的領袖斯提反
[00:05:53.480 --> 00:05:58.480]  與一群不信耶穌甚至敵黨耶穌的猶太人
[00:05:58.480 --> 00:06:00.680]  在耶路撒冷裡辯論
[00:06:00.680 --> 00:06:01.680]  辯論真理
[00:06:01.680 --> 00:06:05.680]  之後斯提反被猶太人
[00:06:05.680 --> 00:06:07.280]  擲石頭打死
[00:06:07.280 --> 00:06:08.480]  畏主殉道
[00:06:09.480 --> 00:06:11.280]  由這一刻開始
[00:06:11.280 --> 00:06:13.280]  耶路撒冷
[00:06:13.280 --> 00:06:17.080]  猶太教的信徒和羅馬政府
[00:06:17.080 --> 00:06:19.280]  就向基督徒大逼迫
[00:06:19.280 --> 00:06:21.480]  所以當時的信徒
[00:06:21.480 --> 00:06:24.080]  就要由耶路撒冷逃難
[00:06:24.080 --> 00:06:25.080]  四散
[00:06:25.080 --> 00:06:29.080]  有些人就去到愛邦人的城市
[00:06:29.080 --> 00:06:29.880]  菲利基
[00:06:29.880 --> 00:06:31.480]  塞浦路斯
[00:06:31.480 --> 00:06:32.480]  安提柯
[00:06:32.480 --> 00:06:36.280]  我們看看地圖大概在哪裡
[00:06:39.280 --> 00:06:41.280]  耶路撒冷在這裡
[00:06:41.280 --> 00:06:44.880]  塞浦路斯旁邊有一個島
[00:06:44.880 --> 00:06:48.480]  有些聖經,如果你看和學本的話
[00:06:48.480 --> 00:06:52.480]  其他譯本有些是譯作「居易路」
[00:06:52.480 --> 00:06:54.280]  是另一個譯名
[00:06:54.280 --> 00:06:55.680]  接著
[00:06:55.680 --> 00:06:59.280]  菲利基就是沿海這一帶的地方
[00:06:59.280 --> 00:07:01.480]  安提柯就在這裡
[00:07:01.480 --> 00:07:03.680]  當時的信徒這一段
[00:07:03.680 --> 00:07:05.080]  《史徒行傳》就記載了
[00:07:05.480 --> 00:07:10.080]  耶路撒冷的信徒就逃難到這些地方
[00:07:10.080 --> 00:07:11.480]  向北移
[00:07:11.480 --> 00:07:17.480]  安提柯是羅馬帝國裡第三個大城
[00:07:17.480 --> 00:07:21.480]  僅次於羅馬和亞歷山大
[00:07:21.480 --> 00:07:24.480]  當時的人數估計有五十萬
[00:07:24.480 --> 00:07:26.680]  是敘利亞省的首府
[00:07:26.680 --> 00:07:31.680]  當時逃難的猶太裔基督徒
[00:07:31.680 --> 00:07:33.880]  他們沒有忘記福音
[00:07:35.080 --> 00:07:37.880]  他們仍然在逃難中傳福音
[00:07:37.880 --> 00:07:42.480]  不過可惜他們只傳給猶太人
[00:07:42.480 --> 00:07:44.680]  為什麼呢?
[00:07:44.680 --> 00:07:49.280]  我相信他們仍然被過去的觀念影響
[00:07:49.280 --> 00:07:53.880]  他們仍然覺得福音只關猶太人事
[00:07:53.880 --> 00:07:58.880]  所以他們對外邦人是否信耶穌
[00:07:58.880 --> 00:08:00.080]  不是太熱心
[00:08:00.080 --> 00:08:02.480]  不過事實上
[00:08:03.080 --> 00:08:06.880]  當耶穌還在世上
[00:08:06.880 --> 00:08:10.480]  當祂傳講天國道理的時候
[00:08:10.480 --> 00:08:12.880]  已經有外邦人信耶穌
[00:08:12.880 --> 00:08:17.880]  所以即使猶太人不熱衷向外邦人傳福音
[00:08:17.880 --> 00:08:21.880]  當時的外邦人也可以透過其他途徑
[00:08:21.880 --> 00:08:22.880]  去信耶穌
[00:08:22.880 --> 00:08:25.880]  可能是外邦人傳給外邦人
[00:08:25.880 --> 00:08:28.680]  這段經文記載了
[00:08:28.680 --> 00:08:32.680]  有信主的塞浦路斯人和古里內人
[00:08:33.680 --> 00:08:35.280]  古里內人在哪裡呢?
[00:08:35.280 --> 00:08:41.280]  他們用希臘語向安提阿人傳福音
[00:08:41.280 --> 00:08:48.480]  這裡就是古里內
[00:08:48.480 --> 00:08:51.080]  即是現在的北非
[00:08:51.080 --> 00:08:59.080]  因為這些古里內人和塞浦路斯人
[00:08:59.680 --> 00:09:03.280]  向安提阿人傳福音
[00:09:03.280 --> 00:09:09.080]  所以越來越多安提阿人信了耶穌
[00:09:09.080 --> 00:09:12.280]  而教會因此被建立起來
[00:09:12.280 --> 00:09:15.080]  所以我們看到一開始
[00:09:15.080 --> 00:09:18.280]  安提阿教會是一個多元文化教會
[00:09:18.280 --> 00:09:21.080]  裡面有不同種族的人
[00:09:21.080 --> 00:09:25.280]  這間教會很明白上帝的心意
[00:09:25.280 --> 00:09:28.080]  福音不只是給猶太人
[00:09:28.280 --> 00:09:30.680]  也包括不同種族的人
[00:09:30.680 --> 00:09:35.280]  所以他們繼續向不同種族的人傳福音
[00:09:35.280 --> 00:09:37.280]  你又看到了
[00:09:37.280 --> 00:09:39.080]  剛才讀經文看到
[00:09:39.080 --> 00:09:42.680]  這間教會的人數越來越多
[00:09:42.680 --> 00:09:45.280]  他們很明白上帝的心意
[00:09:45.280 --> 00:09:48.680]  神賜福給他們
[00:09:48.680 --> 00:09:50.880]  他們不將福音私有化
[00:09:50.880 --> 00:09:57.080]  這個消息傳到耶路撒冷的教會
[00:09:57.280 --> 00:10:00.680]  當時耶路撒冷還有一些信徒領袖
[00:10:00.680 --> 00:10:02.680]  消息傳回教會
[00:10:02.680 --> 00:10:04.680]  他們覺得很奇怪
[00:10:04.680 --> 00:10:06.880]  很想知道發生什麼事
[00:10:06.880 --> 00:10:09.680]  為什麼這個地方有這麼多人信耶穌
[00:10:09.680 --> 00:10:14.280]  所以就差派了巴拿巴信徒領袖
[00:10:14.280 --> 00:10:15.680]  去看看發生什麼事
[00:10:15.680 --> 00:10:18.080]  巴拿巴看到
[00:10:18.080 --> 00:10:21.280]  去到這個地方安提阿的時候
[00:10:21.280 --> 00:10:25.680]  看到有一群愛邦人敬拜耶穌
[00:10:26.880 --> 00:10:28.480]  看到這個場景
[00:10:28.480 --> 00:10:30.880]  看到神和他們一起
[00:10:30.880 --> 00:10:33.080]  看到神有很多恩典
[00:10:33.080 --> 00:10:35.680]  他們內心很歡欣雀躍
[00:10:35.680 --> 00:10:39.480]  原來神不單拯救猶太人
[00:10:39.480 --> 00:10:42.080]  也有這麼多愛邦人得救
[00:10:42.080 --> 00:10:44.080]  所以他們很主動
[00:10:44.080 --> 00:10:47.280]  他們很想栽培這群
[00:10:47.280 --> 00:10:50.280]  在安提阿初信的弟兄姊妹
[00:10:50.280 --> 00:10:51.880]  要建立他們的信心
[00:10:51.880 --> 00:10:55.280]  所以他們決定留下來
[00:10:55.280 --> 00:10:56.280]  牧養他們
[00:10:57.280 --> 00:10:59.280]  神愛世人的心
[00:10:59.280 --> 00:11:02.280]  很激動巴拿巴
[00:11:02.280 --> 00:11:04.280]  也很激動我
[00:11:04.280 --> 00:11:06.880]  也很衝擊我的思想
[00:11:06.880 --> 00:11:10.680]  其實我和Elsie有點相似
[00:11:10.680 --> 00:11:15.880]  以前我很熱衷做三福的報道
[00:11:15.880 --> 00:11:17.880]  很忙的,以前經常出隊
[00:11:17.880 --> 00:11:20.280]  當時我聽到猜拳宣教
[00:11:20.280 --> 00:11:22.280]  我也覺得是很好的事
[00:11:22.280 --> 00:11:24.080]  不過真的和我
[00:11:24.280 --> 00:11:25.880]  不覺得有什麼關係
[00:11:25.880 --> 00:11:28.680]  這些事應該是教會領袖
[00:11:28.680 --> 00:11:32.080]  一些很偉大有信心的人物去做的事
[00:11:32.080 --> 00:11:34.080]  我還是做我的本份
[00:11:34.080 --> 00:11:36.880]  做香港我身邊的人就好了
[00:11:36.880 --> 00:11:38.280]  那個禍場也很大
[00:11:38.280 --> 00:11:43.680]  所以以前教會有什麼猜拳晚會
[00:11:43.680 --> 00:11:45.680]  我也不參加
[00:11:45.680 --> 00:11:48.680]  當那晚是我自己休息
[00:11:48.680 --> 00:11:52.280]  弟兄姊妹不知道你們會不會呢
[00:11:52.480 --> 00:11:54.280]  有沒有人每年都去猜拳晚會的
[00:11:54.280 --> 00:11:55.280]  可不可以舉手
[00:11:55.280 --> 00:11:57.680]  感謝,有幾隻手
[00:11:57.680 --> 00:12:02.280]  有沒有去過三次猜拳晚會的
[00:12:02.280 --> 00:12:03.880]  可不可以舉手,三次
[00:12:03.880 --> 00:12:06.480]  多些吧,感恩,你們感恩
[00:12:06.480 --> 00:12:08.680]  你們比我以前好很多
[00:12:08.680 --> 00:12:13.880]  直至有什麼改變我呢
[00:12:13.880 --> 00:12:15.880]  就是2007年
[00:12:15.880 --> 00:12:17.080]  說回很久以前的事
[00:12:17.080 --> 00:12:18.280]  2007年
[00:12:18.280 --> 00:12:20.480]  當年因福教會
[00:12:20.680 --> 00:12:24.480]  因福第一次舉辦英國的斷宣
[00:12:24.480 --> 00:12:27.480]  我當年也是聽了就算了
[00:12:27.480 --> 00:12:29.480]  我也不覺得自己要去斷宣
[00:12:29.480 --> 00:12:31.480]  但是我就想
[00:12:31.480 --> 00:12:32.480]  這麼大的教會
[00:12:32.480 --> 00:12:34.480]  應該有人去,一定有人去
[00:12:34.480 --> 00:12:36.480]  不過不是我
[00:12:36.480 --> 00:12:39.480]  結果我聽到
[00:12:39.480 --> 00:12:42.480]  申請日期截至一期
[00:12:42.480 --> 00:12:44.480]  延遲了三次
[00:12:44.480 --> 00:12:47.480]  原因就是沒有人報
[00:12:47.480 --> 00:12:49.480]  我很驚訝
[00:12:49.680 --> 00:12:51.480]  當時我很生氣
[00:12:51.480 --> 00:12:52.480]  為什麼會這樣
[00:12:52.480 --> 00:12:54.480]  因為我當年有假
[00:12:54.480 --> 00:12:56.480]  他們要三幅出對
[00:12:56.480 --> 00:12:59.480]  有三幅報道經驗的
[00:12:59.480 --> 00:13:01.480]  我又符合條件
[00:13:01.480 --> 00:13:03.480]  好吧,我就報了
[00:13:03.480 --> 00:13:06.480]  但我完全的心態是捱義氣
[00:13:06.480 --> 00:13:08.480]  沒有人去,我又可以
[00:13:08.480 --> 00:13:09.480]  那我去吧
[00:13:09.480 --> 00:13:13.480]  我不是對斷宣特別有負擔
[00:13:13.480 --> 00:13:15.480]  對英國特別有負擔
[00:13:15.480 --> 00:13:17.480]  我只是想說
[00:13:17.680 --> 00:13:20.480]  我不是對英國特別有負擔
[00:13:20.480 --> 00:13:25.480]  但是我去斷宣的第三天晚
[00:13:25.480 --> 00:13:28.480]  我就向神認罪悔改
[00:13:28.480 --> 00:13:30.480]  為什麼
[00:13:30.480 --> 00:13:32.480]  就是前幾天我去英國的時候
[00:13:32.480 --> 00:13:33.480]  接觸到當地
[00:13:33.480 --> 00:13:35.480]  我們當時是向內地學生
[00:13:35.480 --> 00:13:38.480]  內地學生和家庭傳福音
[00:13:38.480 --> 00:13:39.480]  或者栽培
[00:13:39.480 --> 00:13:41.480]  我見到他們的時候
[00:13:41.480 --> 00:13:43.480]  很單純的信心
[00:13:43.480 --> 00:13:46.480]  他們很多是未聽過福音
[00:13:46.680 --> 00:13:48.480]  有些聽過一次福音
[00:13:48.480 --> 00:13:50.480]  他們就相信耶穌
[00:13:50.480 --> 00:13:52.480]  有些當然會考慮
[00:13:52.480 --> 00:13:53.480]  但仍然對福音
[00:13:53.480 --> 00:13:56.480]  對基督教是很有好感
[00:13:56.480 --> 00:14:00.480]  至於當地的信徒
[00:14:00.480 --> 00:14:02.480]  我們有些訓練課
[00:14:02.480 --> 00:14:04.480]  由早到晚
[00:14:04.480 --> 00:14:06.480]  他們報名很多人
[00:14:06.480 --> 00:14:08.480]  由早到晚
[00:14:08.480 --> 00:14:10.480]  我們就覺得很累
[00:14:10.480 --> 00:14:12.480]  他們不是的
[00:14:12.480 --> 00:14:13.480]  由早到晚
[00:14:13.480 --> 00:14:15.480]  眼睛一張一張的
[00:14:15.680 --> 00:14:16.480]  瞪著你
[00:14:16.480 --> 00:14:18.480]  發光的
[00:14:18.480 --> 00:14:20.480]  好像發現新大陸一樣
[00:14:20.480 --> 00:14:22.480]  神的話語被栽培的時候
[00:14:22.480 --> 00:14:24.480]  很開心
[00:14:24.480 --> 00:14:25.480]  就覺得
[00:14:25.480 --> 00:14:28.480]  神的工作這麼奇妙
[00:14:28.480 --> 00:14:30.480]  當我崇拜再和他們一起
[00:14:30.480 --> 00:14:32.480]  去敬拜神的時候
[00:14:32.480 --> 00:14:35.480]  我就見到自己的眼界
[00:14:35.480 --> 00:14:37.480]  是很複雜的
[00:14:37.480 --> 00:14:38.480]  當天晚上
[00:14:38.480 --> 00:14:40.480]  我就自己去悔改
[00:14:40.480 --> 00:14:41.480]  我和神說
[00:14:41.480 --> 00:14:43.480]  我枉稱自己是一個
[00:14:43.680 --> 00:14:45.480]  很熱心傳福音的人
[00:14:45.480 --> 00:14:46.480]  回到教會
[00:14:46.480 --> 00:14:48.480]  剛才唱詩歌敬拜
[00:14:48.480 --> 00:14:50.480]  都會歌頌神
[00:14:50.480 --> 00:14:52.480]  說要去侍奉神
[00:14:52.480 --> 00:14:54.480]  去奉上我的生命
[00:14:54.480 --> 00:14:56.480]  但原來我的愛是這麼少
[00:14:56.480 --> 00:14:59.480]  我只是想著自己身邊的人
[00:14:59.480 --> 00:15:02.480]  原來神的愛是這麼大
[00:15:02.480 --> 00:15:06.480]  祂的愛影響世界上很多人
[00:15:06.480 --> 00:15:07.480]  我在英國
[00:15:07.480 --> 00:15:08.480]  在歐洲
[00:15:08.480 --> 00:15:10.480]  都見到神偉大的工作
[00:15:10.480 --> 00:15:11.480]  原來我以前看神
[00:15:11.480 --> 00:15:13.480]  看得很小
[00:15:13.480 --> 00:15:15.280]  就這樣
[00:15:15.280 --> 00:15:17.280]  當我去到外地
[00:15:17.280 --> 00:15:18.280]  去短孫的時候
[00:15:18.280 --> 00:15:22.280]  見到神的愛是很大
[00:15:22.280 --> 00:15:25.280]  自此我回到香港之後
[00:15:25.280 --> 00:15:27.280]  我覺得我認識神更加多
[00:15:27.280 --> 00:15:29.280]  一有機會就留意
[00:15:29.280 --> 00:15:31.280]  其實香港有沒有一些
[00:15:31.280 --> 00:15:33.280]  不同種族的人
[00:15:33.280 --> 00:15:35.280]  其實很多
[00:15:35.280 --> 00:15:37.280]  所以我留意
[00:15:37.280 --> 00:15:39.280]  有猶太人
[00:15:39.280 --> 00:15:41.280]  有留意印尼人
[00:15:41.480 --> 00:15:45.280]  有留意內地學生這個群體
[00:15:45.280 --> 00:15:47.280]  最後我選擇了
[00:15:47.280 --> 00:15:48.280]  很專心去關心
[00:15:48.280 --> 00:15:51.280]  內地學生這個群體
[00:15:51.280 --> 00:15:53.280]  接著我被呼召
[00:15:53.280 --> 00:15:57.280]  然後我曾經被恩福差派過
[00:15:57.280 --> 00:16:01.280]  我去德國長孫四年
[00:16:01.280 --> 00:16:05.280]  所以弟兄姊妹
[00:16:05.280 --> 00:16:08.280]  我們要認識
[00:16:08.480 --> 00:16:12.280]  差傳和我們自己信仰的關係
[00:16:12.280 --> 00:16:13.280]  如果你不知道
[00:16:13.280 --> 00:16:15.280]  這件事跟你很密切的話
[00:16:15.280 --> 00:16:17.280]  我相信
[00:16:17.280 --> 00:16:20.280]  你認識神未夠深
[00:16:20.280 --> 00:16:25.280]  你認識的神仍然很小
[00:16:25.280 --> 00:16:27.280]  很盼望
[00:16:27.280 --> 00:16:30.280]  我們都好像安提拉教會一樣
[00:16:30.280 --> 00:16:32.280]  不單止看到自己的需要
[00:16:32.280 --> 00:16:34.280]  他還看到不同種族的人
[00:16:34.280 --> 00:16:36.280]  都需要福音
[00:16:36.480 --> 00:16:39.280]  他們很明白神的心意
[00:16:39.280 --> 00:16:41.280]  有一間教會的牧師
[00:16:41.280 --> 00:16:42.280]  曾經說過一句話
[00:16:42.280 --> 00:16:45.280]  亦都很警醒我
[00:16:45.280 --> 00:16:47.280]  柏惟教會的主任牧師
[00:16:47.280 --> 00:16:49.280]  費大為牧師曾經說過
[00:16:49.280 --> 00:16:50.280]  基督教的信仰
[00:16:50.280 --> 00:16:53.280]  基本上是一個宣教的信仰
[00:16:53.280 --> 00:16:56.280]  如果基督教沒有宣教的意象
[00:16:56.280 --> 00:16:58.280]  它就不再是基督教
[00:16:58.280 --> 00:17:01.280]  而是其他的事物
[00:17:01.280 --> 00:17:04.280]  差傳宣教是教會的本質
[00:17:04.280 --> 00:17:06.280]  是being
[00:17:06.280 --> 00:17:08.080]  而不是教會的工作
[00:17:08.080 --> 00:17:10.080]  doing
[00:17:10.080 --> 00:17:13.080]  甚麼是being和doing
[00:17:13.080 --> 00:17:19.080]  他提到教會存在的意義
[00:17:19.080 --> 00:17:21.080]  being
[00:17:21.080 --> 00:17:22.080]  是差傳宣教
[00:17:22.080 --> 00:17:23.080]  而不是doing
[00:17:23.080 --> 00:17:27.080]  亦不只是一件事工
[00:17:27.080 --> 00:17:31.080]  不少信徒都會認為
[00:17:31.080 --> 00:17:33.080]  等教會的人數多了
[00:17:33.280 --> 00:17:37.080]  奉獻多些資源、人力、時間多些
[00:17:37.080 --> 00:17:40.080]  才去做差傳宣教
[00:17:40.080 --> 00:17:45.080]  而差傳都是一些很熟悉的領袖
[00:17:45.080 --> 00:17:47.080]  負責的事
[00:17:47.080 --> 00:17:49.080]  與我無關
[00:17:49.080 --> 00:17:54.080]  但其實教會和差傳的關係並不是這樣
[00:17:54.080 --> 00:17:59.080]  差傳宣教不是教會有很多錢
[00:17:59.080 --> 00:18:01.080]  有多餘的人
[00:18:01.280 --> 00:18:04.080]  才去做的其中一個事工
[00:18:04.080 --> 00:18:08.080]  差傳不是次要的
[00:18:08.080 --> 00:18:10.080]  相反我們要想
[00:18:10.080 --> 00:18:15.080]  教會其實是由差傳工作產生的
[00:18:15.080 --> 00:18:17.080]  看看保羅
[00:18:17.080 --> 00:18:20.080]  我們很熟悉新藥
[00:18:20.080 --> 00:18:22.080]  裡面有很多教會
[00:18:22.080 --> 00:18:25.080]  都是藉著差傳工作
[00:18:25.080 --> 00:18:28.080]  福音的工作而產生的
[00:18:30.280 --> 00:18:32.080]  沒有差傳
[00:18:32.080 --> 00:18:35.080]  就沒有各地教會的成立
[00:18:35.080 --> 00:18:38.080]  亦沒有今天的恩福堂
[00:18:38.080 --> 00:18:47.080]  主耶穌給教會信徒的大使命
[00:18:47.080 --> 00:18:51.080]  就是要宣教去差傳
[00:18:51.080 --> 00:18:54.080]  我們一起讀讀我們的大使命
[00:18:54.080 --> 00:18:56.080]  我們這次讀一個和修版
[00:18:56.080 --> 00:18:59.080]  因為我覺得它比較貼近原文
[00:18:59.080 --> 00:18:59.880]  我們一起讀
[00:18:59.880 --> 00:19:02.880]  耶穌進前來對他們說
[00:19:02.880 --> 00:19:11.880]  所以你們要去使萬民作我的門徒
[00:19:11.880 --> 00:19:14.080]  奉父子聖靈的名
[00:19:14.080 --> 00:19:15.880]  給他們施洗
[00:19:15.880 --> 00:19:17.880]  凡我所吩咐你們的
[00:19:17.880 --> 00:19:20.880]  都教導他們遵守
[00:19:20.880 --> 00:19:23.880]  看啊我天天與你們同在
[00:19:23.880 --> 00:19:26.880]  直到世代的終結
[00:19:27.080 --> 00:19:29.880]  所以我們都擁抱著
[00:19:29.880 --> 00:19:31.880]  這個大使命
[00:19:31.880 --> 00:19:36.880]  我們都有份要使萬民成為主的門徒
[00:19:36.880 --> 00:19:41.880]  差傳使命對一間教會
[00:19:41.880 --> 00:19:44.880]  對每一位信徒都是重要的任務
[00:19:44.880 --> 00:19:48.880]  亦都是教會存在的使命
[00:19:48.880 --> 00:19:52.880]  其實除了這一段大使命的經文外
[00:19:52.880 --> 00:19:55.880]  神愛世人的心
[00:19:56.080 --> 00:19:58.880]  他交託給我們差傳的使命
[00:19:58.880 --> 00:20:02.880]  是遍佈整本聖經
[00:20:02.880 --> 00:20:06.880]  我相信在這裡
[00:20:06.880 --> 00:20:10.880]  大部分的弟兄姊妹來到這個崇拜
[00:20:10.880 --> 00:20:17.880]  是很有心去建立第四的子堂
[00:20:17.880 --> 00:20:20.880]  大家都有一個傳福音的心志
[00:20:20.880 --> 00:20:22.880]  所以很鼓勵大家
[00:20:23.080 --> 00:20:27.880]  安提安教會是我們可以學的榜樣
