
[00:00:00.000 --> 00:00:04.400]  今天是午課時間
[00:02:43.600 --> 00:02:45.600]  This city is dying
[00:02:45.600 --> 00:02:47.600]  這句話
[00:02:47.600 --> 00:02:50.600]  其實這句話整句是說甚麼呢
[00:02:50.600 --> 00:02:53.600]  我就引述這段說話給大家聽
[00:02:53.600 --> 00:02:56.600]  這段說話整句是這樣說的
[00:02:56.600 --> 00:02:58.600]  你看看我們這個世界
[00:02:58.600 --> 00:03:01.600]  看我們這個城市是甚麼樣呢
[00:03:01.600 --> 00:03:03.600]  除了錢之外
[00:03:03.600 --> 00:03:06.600]  我們已經分辨不到甚麼是非黑白
[00:03:06.600 --> 00:03:10.600]  我們每個人都被這個環境訓練到
[00:03:10.600 --> 00:03:12.600]  我們好像賭博出來一樣
[00:03:12.600 --> 00:03:14.600]  我們喜歡吃同一樣的東西
[00:03:14.600 --> 00:03:17.600]  喜歡看同一樣的電視節目
[00:03:17.600 --> 00:03:19.600]  支持同一種的政治立場
[00:03:19.600 --> 00:03:23.600]  信奉同一種生老病死的做人方法
[00:03:23.600 --> 00:03:25.600]  This city is dying
[00:03:25.600 --> 00:03:26.600]  You know
[00:03:26.600 --> 00:03:28.600]  其實整句是這樣說的
[00:03:28.600 --> 00:03:32.600]  所以這句其實不是說這個城市正在死
[00:03:32.600 --> 00:03:36.600]  其實是前面說了很多不同的東西
[00:03:36.600 --> 00:03:40.600]  這句話之所以在當時引來這麼大的迴響
[00:03:40.600 --> 00:03:45.600]  其實某程度上也說了當時很多小市民的心聲
[00:03:45.600 --> 00:03:50.600]  那個城市好像失去了一些東西
[00:03:50.600 --> 00:03:53.600]  我不知道今天過了11年時間
[00:03:53.600 --> 00:03:55.600]  你再聽回這段說話
[00:03:55.600 --> 00:03:57.600]  再看回這句對白的時候
[00:03:57.600 --> 00:04:01.600]  你心裏面有甚麼感受或體會
[00:04:01.600 --> 00:04:05.600]  今天我們來到這個時代
[00:04:05.600 --> 00:04:06.600]  2022年
[00:04:06.600 --> 00:04:08.600]  無論我們是否認同也好
[00:04:08.600 --> 00:04:12.600]  其實我們真的身處在一個轉變的社會裏
[00:04:12.600 --> 00:04:14.600]  我們的社會正在轉變
[00:04:14.600 --> 00:04:18.600]  有些人認為這個社會是變得越來越好
[00:04:18.600 --> 00:04:22.600]  這是某些角度裏面的事實
[00:04:22.600 --> 00:04:25.600]  但有些人又覺得這個城市好像越來越差
[00:04:25.600 --> 00:04:26.600]  就好像剛才的對白
[00:04:26.600 --> 00:04:28.600]  This city is dying
[00:04:28.600 --> 00:04:29.600]  死定了
[00:04:29.600 --> 00:04:30.600]  正在邁向滅亡
[00:04:30.600 --> 00:04:32.600]  有些人又這樣看
[00:04:32.600 --> 00:04:37.600]  其實兩種不同的看法都有它背後判斷的角度和考慮
[00:04:37.600 --> 00:04:40.600]  但無論它的判斷和考慮是怎樣也好
[00:04:40.600 --> 00:04:43.600]  其實都不能否認一個事實
[00:04:43.600 --> 00:04:47.600]  就是這個城市是在一個轉變的過程裏面
[00:04:47.600 --> 00:04:49.600]  無論你怎樣判斷也好
[00:04:49.600 --> 00:04:52.600]  這是一個不變的事實
[00:04:52.600 --> 00:04:55.600]  這個城市正在轉變當中
[00:04:55.600 --> 00:04:59.600]  而最大的轉變就是我們和我們的祖國
[00:04:59.600 --> 00:05:01.600]  我們的國家
[00:05:01.600 --> 00:05:03.600]  那個融合的程度越來越多
[00:05:03.600 --> 00:05:05.600]  越來越緊密
[00:05:05.600 --> 00:05:08.600]  這也是一個不爭的事實
[00:05:08.600 --> 00:05:09.600]  無論你喜歡也好
[00:05:09.600 --> 00:05:10.600]  你不喜歡也好
[00:05:10.600 --> 00:05:12.600]  其實這個都不能逆轉
[00:05:12.600 --> 00:05:14.600]  這是一個事實
[00:05:14.600 --> 00:05:17.600]  我們正面對一個這樣的情況
[00:05:17.600 --> 00:05:19.600]  其實都是不斷在融合
[00:05:19.600 --> 00:05:21.600]  只不過我們來到今天
[00:05:21.600 --> 00:05:23.600]  融合越來越多
[00:05:23.600 --> 00:05:25.600]  其實當中的改變可以是
[00:05:25.600 --> 00:05:27.600]  我們覺得這個
[00:05:27.600 --> 00:05:28.600]  為什麼大到這樣
[00:05:28.600 --> 00:05:32.600]  好像整個社會的制度都可以在改變
[00:05:32.600 --> 00:05:36.600]  小到那些改變可以和我們日常生活很近
[00:05:36.600 --> 00:05:38.600]  我們的工作
[00:05:38.600 --> 00:05:39.600]  我們的娛樂
[00:05:39.600 --> 00:05:41.600]  我們正在接收的資訊
[00:05:41.600 --> 00:05:43.600]  以至教育
[00:05:43.600 --> 00:05:46.600]  各方面其實都在轉變的過程中
[00:05:46.600 --> 00:05:49.600]  今天講到以西傑書
[00:05:49.600 --> 00:05:51.600]  轉變中的盼望
[00:05:51.600 --> 00:05:55.600]  我想透過第八章和第九章的經文
[00:05:55.600 --> 00:05:57.600]  讓我們再去思想
[00:05:57.600 --> 00:06:00.600]  我們面對一個這麼大的轉變的世代中
[00:06:00.600 --> 00:06:02.600]  究竟我們作為基督徒
[00:06:02.600 --> 00:06:06.600]  我們在裡面應該有什麼態度去面對呢
[00:06:06.600 --> 00:06:08.600]  我們進入經文之前
[00:06:08.600 --> 00:06:10.600]  我想和大家一起有一個禱告
[00:06:10.600 --> 00:06:12.600]  我們同心低頭祈禱
[00:06:12.600 --> 00:06:15.600]  慈愛的天父
[00:06:15.600 --> 00:06:18.600]  你是坐著為王的上帝
[00:06:18.600 --> 00:06:21.600]  無論這個世代怎樣的轉變
[00:06:21.600 --> 00:06:25.600]  我們知道你仍然在當中看顧這個城市
[00:06:25.600 --> 00:06:29.600]  我們都知道你藉著在城市裡面的教會
[00:06:29.600 --> 00:06:32.600]  透過你的道去向我們說話
[00:06:32.600 --> 00:06:36.600]  以至今天我們能夠知道你的指引
[00:06:36.600 --> 00:06:38.600]  和知道我們的方向
[00:06:38.600 --> 00:06:44.600]  求你今天透過以西傑書第八章和第九章的聖經
[00:06:44.600 --> 00:06:48.600]  成為我們腳前的燈路上的光
[00:06:48.600 --> 00:06:51.600]  指引我們在這個轉變的世代裡面前行
[00:06:51.600 --> 00:06:54.600]  作你義的子民去見證你
[00:06:54.600 --> 00:06:55.600]  我們以上的禱告
[00:06:55.600 --> 00:06:58.600]  是奉靠耶穌基督得勝明智祈求
[00:06:58.600 --> 00:06:59.600]  阿們
[00:06:59.600 --> 00:07:01.600]  我們看回一點點背景
[00:07:01.600 --> 00:07:05.600]  整個以西傑書第八章和第十一章
[00:07:05.600 --> 00:07:08.600]  其實是一個很完整的段落
[00:07:08.600 --> 00:07:12.600]  我希望弟兄姊妹你們回去
[00:07:12.600 --> 00:07:16.600]  多點時間去讀一下以西傑書
[00:07:16.600 --> 00:07:19.600]  聽到的時候會更加容易掌握
[00:07:19.600 --> 00:07:22.600]  第八章到第十一章是一個新的段落
[00:07:22.600 --> 00:07:24.600]  也是一個很完整的段落
[00:07:24.600 --> 00:07:27.600]  聖經學者認為這個段落裡面
[00:07:27.600 --> 00:07:31.600]  呈現一個叫做交叉平衡的結構
[00:07:31.600 --> 00:07:33.600]  交叉平衡的結構是什麼意思呢
[00:07:33.600 --> 00:07:37.600]  就是有一些東西是前後呼應
[00:07:37.600 --> 00:07:40.600]  在整個結構裡面中間有一些思想
[00:07:40.600 --> 00:07:43.600]  他很想去凸顯出來
[00:07:43.600 --> 00:07:45.600]  我們看到第八章一到四節
[00:07:45.600 --> 00:07:49.600]  和第十一章的第二二到二五節
[00:07:49.600 --> 00:07:51.600]  同時描述上帝的靈
[00:07:51.600 --> 00:07:55.600]  將先知以西傑舉起
[00:07:55.600 --> 00:07:57.600]  有一個這樣的句子在裡面
[00:07:57.600 --> 00:08:01.600]  很明顯看到第八章和第十一章的尾段
[00:08:01.600 --> 00:08:04.600]  是一個前後的呼應
[00:08:04.600 --> 00:08:08.600]  而在中間這裡第十章的九到二十二節
[00:08:08.600 --> 00:08:13.600]  就是整個第八章到十一章中的中心段落
[00:08:13.600 --> 00:08:17.600]  或者我們可以說是他的中心主題
[00:08:17.600 --> 00:08:21.600]  這個段落裡面的中心主題是什麼呢
[00:08:21.600 --> 00:08:27.600]  就是在說神的榮耀離開耶路撒冷這個主題
[00:08:27.600 --> 00:08:32.600]  原來那些神離開一個城市
[00:08:32.600 --> 00:08:36.600]  在當時來說是一個古代近東世界
[00:08:36.600 --> 00:08:39.600]  一個很普遍的文學主題
[00:08:39.600 --> 00:08:42.600]  在巴比倫的文學裡面原來很多時候都有記載
[00:08:42.600 --> 00:08:46.600]  當他們國家和另一個國家去戰爭的時候
[00:08:46.600 --> 00:08:49.600]  不單只是在說國家和國家之間的戰爭
[00:08:49.600 --> 00:08:54.600]  而是在說一個國家所敬拜的神子之間的戰爭
[00:08:54.600 --> 00:08:57.600]  所以如果一個國家打贏了另一個國家
[00:08:57.600 --> 00:08:59.600]  輸了的國家的神子
[00:08:59.600 --> 00:09:02.600]  要服侍贏了的國家的神子
[00:09:02.600 --> 00:09:05.600]  所以其實當時古代近東的世界
[00:09:05.600 --> 00:09:08.600]  他們所謂的敬拜的上帝
[00:09:08.600 --> 00:09:10.600]  其實和他們打仗贏輸
[00:09:10.600 --> 00:09:15.600]  他們的經濟和政治其實是連上一個很緊密的關係
[00:09:15.600 --> 00:09:20.600]  我們知道以西傑是一個被擄去到巴比倫的先知
[00:09:20.600 --> 00:09:23.600]  而當時以西傑先知都是在一個這樣的背景下
[00:09:23.600 --> 00:09:27.600]  看到上帝給他看到的異象
[00:09:27.600 --> 00:09:28.600]  而他看到的過程裡面
[00:09:28.600 --> 00:09:31.600]  他很認定看到上帝的榮耀
[00:09:31.600 --> 00:09:35.600]  有一天要離開耶路撒冷
[00:09:35.600 --> 00:09:39.600]  而這個主題就成為了第八章至第十一章
[00:09:39.600 --> 00:09:41.600]  一個很重要的主題
[00:09:41.600 --> 00:09:43.600]  我們大概有一點了解
[00:09:43.600 --> 00:09:49.600]  這個我們掌握了是幫助我們繼續看這段經文
[00:09:49.600 --> 00:09:52.600]  為什麼上帝的榮耀會離開耶路撒冷呢?
[00:09:52.600 --> 00:09:56.600]  就是由第八章開始說的原因
[00:09:56.600 --> 00:09:59.600]  我想在這段經文裡面
[00:09:59.600 --> 00:10:03.600]  我給了一個題目就是轉變中的警醒
[00:10:03.600 --> 00:10:06.600]  這章經文總共有18節
[00:10:06.600 --> 00:10:12.600]  我想姐妹幫我們讀頭4節的經文
[00:10:12.600 --> 00:10:15.600]  這個是整段經文的引言的部分
[00:10:15.600 --> 00:10:17.600]  就想姐妹讀
[00:10:17.600 --> 00:10:19.600]  第三節有一個字
[00:10:19.600 --> 00:10:22.600]  你讀到的時候可能不會讀
[00:10:22.600 --> 00:10:24.600]  不過可能你會讀
[00:10:24.600 --> 00:10:26.600]  姐妹也很厲害
[00:10:26.600 --> 00:10:27.600]  你會讀就讀
[00:10:27.600 --> 00:10:29.600]  那個字叫做一柳
[00:10:29.600 --> 00:10:32.600]  那個柳字一柳頭髮
[00:10:32.600 --> 00:10:34.600]  你就讀
[00:10:34.600 --> 00:10:36.600]  姐妹讀頭4節
[00:10:36.600 --> 00:10:39.600]  接著我會讀那些經文
[00:10:39.600 --> 00:10:40.600]  我想讀那些經文的時候
[00:10:40.600 --> 00:10:46.600]  大家可以專心安靜去聆聽我讀的經文
[00:10:46.600 --> 00:10:49.600]  看看你聽了讀那些經文之後
[00:10:49.600 --> 00:10:51.600]  你有甚麼感覺
[00:10:51.600 --> 00:10:55.600]  現在我先請姐妹幫我們讀頭4節的經文
[00:10:55.600 --> 00:10:57.600]  第八章一到四節
[00:10:57.600 --> 00:10:58.600]  開始
[00:10:58.600 --> 00:11:27.600]  (廣東話)
[00:11:27.600 --> 00:11:55.600]  (廣東話)
[00:11:55.600 --> 00:11:57.600]  請聽我讀以下的經文
[00:11:57.600 --> 00:12:26.600]  (廣東話)
[00:12:26.600 --> 00:12:27.600]  (廣東話)
[00:12:27.600 --> 00:12:28.600]  (廣東話)
[00:12:28.600 --> 00:12:29.600]  (廣東話)
[00:12:29.600 --> 00:12:30.600]  (廣東話)
[00:12:31.600 --> 00:12:32.600]  (廣東話)
[00:12:32.600 --> 00:12:33.600]  (廣東話)
[00:12:34.600 --> 00:12:35.600]  (廣東話)
[00:12:35.600 --> 00:12:36.600]  (廣東話)
[00:12:36.600 --> 00:12:39.480]  在這裏所做可憎的惡事
[00:12:39.480 --> 00:12:42.760]  於是我進去看那四面牆上
[00:12:42.760 --> 00:12:45.080]  刻著各樣爬行的動物
[00:12:45.080 --> 00:12:48.840]  可憎的走獸和以色列家各樣的偶像
[00:12:48.840 --> 00:12:52.840]  以色列家的七十個長老站在這些像前
[00:12:52.840 --> 00:12:56.560]  沙番的兒子阿撒里亞也站在其中
[00:12:56.560 --> 00:12:58.640]  各人搜拿他的香爐
[00:12:58.640 --> 00:13:00.880]  煙雲的香氣上騰
[00:13:00.880 --> 00:13:02.000]  他對我說
[00:13:02.000 --> 00:13:05.120]  人子阿里看見以色列家的長老
[00:13:05.120 --> 00:13:09.120]  暗中在自己偶像的房間裏所做的嗎
[00:13:09.120 --> 00:13:10.520]  因為他們說
[00:13:10.520 --> 00:13:12.440]  耶和華看不見我們
[00:13:12.440 --> 00:13:15.400]  耶和華已經離棄這地
[00:13:15.400 --> 00:13:16.400]  他又說
[00:13:16.400 --> 00:13:20.960]  你還要看見他們所做另外極其可憎的事
[00:13:20.960 --> 00:13:23.800]  他令我到耶和華殿朝北的門口
[00:13:23.800 --> 00:13:26.520]  看那在那裏有婦女們坐著
[00:13:26.520 --> 00:13:28.160]  為達莫斯哭泣
[00:13:28.160 --> 00:13:29.320]  他對我說
[00:13:29.320 --> 00:13:31.080]  人子阿里看見了嗎
[00:13:31.080 --> 00:13:34.320]  你還要看見比這更可憎的事
[00:13:34.320 --> 00:13:37.280]  然後他令我到耶和華殿的內園
[00:13:37.280 --> 00:13:39.760]  看那在耶和華殿門口
[00:13:39.760 --> 00:13:41.800]  走廊和祭壇中間
[00:13:41.800 --> 00:13:44.920]  約有二十五個人背向耶和華的殿
[00:13:44.920 --> 00:13:46.280]  面向東方
[00:13:46.280 --> 00:13:47.920]  向東拜太陽
[00:13:47.920 --> 00:13:49.080]  他對我說
[00:13:49.080 --> 00:13:50.960]  人子阿里看見了嗎
[00:13:50.960 --> 00:13:53.960]  由大家在這裏行可憎的事
[00:13:53.960 --> 00:13:55.560]  還算為少嗎
[00:13:55.560 --> 00:13:57.600]  他們遍地行殘暴
[00:13:57.600 --> 00:13:59.360]  再三惹我發怒
[00:13:59.360 --> 00:14:01.320]  看那他們搜拿支條
[00:14:01.320 --> 00:14:02.760]  舉向避前
[00:14:02.760 --> 00:14:05.680]  因此我也要以憤怒行事
[00:14:05.680 --> 00:14:07.400]  我的眼必不顧色
[00:14:07.400 --> 00:14:09.080]  也不可憐他們
[00:14:09.080 --> 00:14:12.040]  他們雖在我耳邊大聲呼求
[00:14:12.040 --> 00:14:13.840]  我還是不聽
[00:14:13.840 --> 00:14:17.200]  我不知道大家聽到這段經文時
[00:14:17.200 --> 00:14:19.760]  你有甚麼體會或感受
[00:14:19.760 --> 00:14:21.120]  我們看到這段經文裏
[00:14:21.120 --> 00:14:24.440]  是上帝的靈將以西傑先知
[00:14:24.440 --> 00:14:27.080]  舉到天和地的中間
[00:14:27.080 --> 00:14:28.840]  讓他看見的一幅圖像
[00:14:28.840 --> 00:14:29.960]  就是不斷叫以西傑
[00:14:29.960 --> 00:14:35.760]  你看看耶路撒冷城究竟發生甚麼事
[00:14:35.760 --> 00:14:39.520]  我們看到這段經文的開始
[00:14:39.520 --> 00:14:42.120]  很清楚地標示時間
[00:14:42.120 --> 00:14:45.280]  就是第六年的六月初五
[00:14:45.280 --> 00:14:49.120]  如果我們記得以西傑書第一章第二節
[00:14:49.120 --> 00:14:51.640]  當以西傑先知被擄去的年期
[00:14:51.640 --> 00:14:53.840]  就是第五年的四月初五
[00:14:53.840 --> 00:14:56.400]  由第五年的四月初五
[00:14:56.400 --> 00:14:58.400]  到六年的六月初五
[00:14:58.400 --> 00:15:01.000]  中間相隔了一年多的時間
[00:15:01.000 --> 00:15:04.800]  就是說以西傑先知已經在一年多的時間裏
[00:15:04.800 --> 00:15:07.600]  在當中成為上帝的先知
[00:15:07.600 --> 00:15:10.600]  去到發出上帝的預言
[00:15:10.600 --> 00:15:14.200]  而這個時間亦都很清楚地標示出來
[00:15:14.200 --> 00:15:17.800]  大概應該是主前592年的九月十八日
[00:15:17.800 --> 00:15:19.840]  這個這麼清楚的標示
[00:15:19.840 --> 00:15:21.640]  就是表明這件事的發生
[00:15:21.640 --> 00:15:24.120]  在歷史裏面是有根有據
[00:15:24.120 --> 00:15:26.200]  而在經文當中我們看到
[00:15:26.200 --> 00:15:29.160]  當時的以西傑就是坐在家裏面
[00:15:29.160 --> 00:15:32.760]  而猶大的眾長老就在以西傑的面前
[00:15:32.760 --> 00:15:35.080]  這個情況反映
[00:15:35.080 --> 00:15:37.600]  以西傑在被擄的群體當中
[00:15:37.600 --> 00:15:39.760]  其實都有一定的地位
[00:15:39.760 --> 00:15:41.120]  大家已經認受了
[00:15:41.120 --> 00:15:44.560]  這是上帝所呼召的先知
[00:15:44.560 --> 00:15:47.640]  而這裏形容就是上帝的靈
[00:15:47.640 --> 00:15:51.280]  耶和華的手就降在他的身上
[00:15:51.280 --> 00:15:54.560]  耶和華的手降在他的身上
[00:15:55.200 --> 00:15:58.160]  八章二節以西傑看到一個形象
[00:15:58.160 --> 00:15:59.960]  好像火的形狀
[00:15:59.960 --> 00:16:02.720]  這個描述和一章二十七節
[00:16:02.720 --> 00:16:05.840]  以西傑看到的異象是很相似
[00:16:05.840 --> 00:16:08.600]  但究竟這個是在說一堆火
[00:16:08.600 --> 00:16:10.520]  還是在說一個人呢
[00:16:10.520 --> 00:16:13.680]  在這裏以西傑可能都不是很清楚
[00:16:13.680 --> 00:16:15.880]  看到可能是有一堆火
[00:16:15.880 --> 00:16:17.200]  但又像一個人
[00:16:17.200 --> 00:16:20.280]  但在這裏經文的描述提到
[00:16:20.280 --> 00:16:23.200]  這堆東西是有腰的
[00:16:23.920 --> 00:16:25.440]  有腰即是甚麼
[00:16:25.440 --> 00:16:28.480]  有腰就應該是一個人
[00:16:28.480 --> 00:16:31.240]  我們每個人都有條腰
[00:16:31.240 --> 00:16:32.920]  有腰就應該是一個人
[00:16:32.920 --> 00:16:36.120]  所以我們聖經學者推斷
[00:16:36.120 --> 00:16:38.080]  都是覺得這堆東西
[00:16:38.080 --> 00:16:40.560]  其實應該是一個人
[00:16:40.560 --> 00:16:43.240]  第三節提到上帝的靈
[00:16:43.240 --> 00:16:46.440]  將以西傑舉到天地的中間
[00:16:46.440 --> 00:16:48.040]  在異象裏面
[00:16:48.040 --> 00:16:51.000]  耶和華的靈將先知從巴比倫
[00:16:51.000 --> 00:16:53.000]  帶到耶路撒冷
[00:16:53.280 --> 00:16:57.040]  看到的畫面是一個極其恐怖的畫面
[00:16:57.040 --> 00:16:59.120]  經文多次出現
[00:16:59.120 --> 00:17:04.480]  當中發現上帝眼中極其可憎的事
[00:17:04.480 --> 00:17:06.560]  這些可憎的事是甚麼呢
[00:17:06.560 --> 00:17:09.640]  其實主要就是包括了
[00:17:09.640 --> 00:17:13.080]  他們在當中的拜偶像的情況
[00:17:13.080 --> 00:17:15.000]  在第三到第五節
[00:17:15.000 --> 00:17:15.920]  我們看到
[00:17:15.920 --> 00:17:18.400]  當上帝的靈帶到先知
[00:17:18.400 --> 00:17:21.560]  看到耶路撒冷朝北的來源的時候
[00:17:21.760 --> 00:17:24.720]  那裏有野動妒忌的偶像的座位
[00:17:24.720 --> 00:17:27.280]  祭壇門的北邊門口
[00:17:27.280 --> 00:17:30.080]  亦都有野動妒忌的偶像
[00:17:30.080 --> 00:17:32.400]  第十到第十一節
[00:17:32.400 --> 00:17:36.200]  先知看到的是四面牆上
[00:17:36.200 --> 00:17:38.440]  刻著各樣爬行的動物
[00:17:38.440 --> 00:17:42.640]  而且那些以色列家的七十個長老
[00:17:42.640 --> 00:17:44.440]  在這些像的前面
[00:17:44.440 --> 00:17:46.840]  沙番的兒子亞撒尼亞
[00:17:46.840 --> 00:17:48.400]  亦都站在其中
[00:17:48.400 --> 00:17:50.720]  第十四節
[00:17:50.840 --> 00:17:54.080]  有一些婦女在耶和華殿朝北的門口
[00:17:54.080 --> 00:17:56.560]  坐在那裏為達莫斯哭泣
[00:17:56.560 --> 00:17:59.720]  第十六節
[00:17:59.720 --> 00:18:01.720]  這裏提到
[00:18:01.720 --> 00:18:04.920]  耶和華殿的門口走廊祭壇中間
[00:18:04.920 --> 00:18:08.080]  有二十五個人背向耶和華的殿
[00:18:08.080 --> 00:18:09.400]  面向東方
[00:18:09.400 --> 00:18:11.200]  向東拜太陽
[00:18:11.200 --> 00:18:15.360]  我們從這幅圖更加具體地看到
[00:18:15.360 --> 00:18:16.560]  整個耶路撒冷
[00:18:16.560 --> 00:18:19.360]  無論是聖所的外圍
[00:18:19.560 --> 00:18:21.720]  還是裏面的範圍
[00:18:21.720 --> 00:18:23.400]  聖殿的門口
[00:18:23.400 --> 00:18:27.360]  其實都充斥著很多拜偶像的情況出現
[00:18:27.360 --> 00:18:30.560]  當時提到
[00:18:30.560 --> 00:18:35.320]  沙番的兒子亞撒尼亞
[00:18:35.320 --> 00:18:40.280]  即是他們當時熟悉的政治領袖
[00:18:40.280 --> 00:18:41.640]  他們的後裔
[00:18:41.640 --> 00:18:44.480]  到婦女平民百姓
[00:18:44.480 --> 00:18:47.600]  都在參與敬拜埃及的偶像
[00:18:48.280 --> 00:18:50.520]  而這種親近的敬拜
[00:18:50.520 --> 00:18:53.520]  是他們盼望藉著埃及的力量
[00:18:53.520 --> 00:18:57.120]  可以對抗當時的其他鄰國
[00:18:57.120 --> 00:18:58.960]  這種敬拜
[00:18:58.960 --> 00:19:02.800]  亦都象徵著他們在政治上的效忠表現
[00:19:02.800 --> 00:19:05.080]  在十四至十五節提到
[00:19:05.080 --> 00:19:06.200]  達莫斯的女神
[00:19:06.200 --> 00:19:08.600]  這個女神是屬於巴比倫的臣子
[00:19:08.600 --> 00:19:11.000]  是長頌直和生育
[00:19:11.000 --> 00:19:13.240]  在十六至十七節
[00:19:13.240 --> 00:19:17.200]  殿裏面的內園有二十五個人敬拜太陽神
[00:19:17.760 --> 00:19:22.280]  這二十五個人極有可能是祭司和大祭司
[00:19:22.280 --> 00:19:27.200]  因為只有他們才能夠進到內園的地方
[00:19:27.200 --> 00:19:31.040]  而他們竟然在背向耶和華
[00:19:31.040 --> 00:19:33.840]  面朝東方去拜日頭
[00:19:33.840 --> 00:19:36.440]  在這個意象裏面
[00:19:36.440 --> 00:19:39.240]  以西傑先知見到耶路撒冷的場面
[00:19:39.240 --> 00:19:41.080]  是一個極之恐怖
[00:19:41.080 --> 00:19:45.480]  極之上帝不起悅的一個場面
[00:19:46.400 --> 00:19:50.400]  當時人的背道和犯罪已經是非常之嚴重
[00:19:50.400 --> 00:19:52.280]  而且他們的拜偶像
[00:19:52.280 --> 00:19:54.280]  更加和他們的實際生活
[00:19:54.280 --> 00:19:57.280]  連上很緊密的關係
[00:19:57.280 --> 00:19:59.880]  包括他們的性生活
[00:19:59.880 --> 00:20:01.320]  政治
[00:20:01.320 --> 00:20:02.200]  農業
[00:20:02.200 --> 00:20:03.560]  國際事務
[00:20:03.560 --> 00:20:05.520]  其實已經連結在一起
[00:20:05.520 --> 00:20:07.000]  是息息相關的
[00:20:07.000 --> 00:20:11.840]  我們知道上帝是一個忌邪的上帝
[00:20:12.520 --> 00:20:16.720]  這一刻的上帝就好像面對一個婚內情的關係
[00:20:16.720 --> 00:20:18.480]  被背偶背叛
[00:20:18.480 --> 00:20:21.360]  極大的傷害上帝的心
[00:20:21.360 --> 00:20:24.440]  而一種敗壞上帝不會當作看不到
[00:20:24.440 --> 00:20:27.440]  上帝是非常憤怒
[00:20:27.440 --> 00:20:29.400]  甚至祂要施行審判
