
[00:00:00.000 --> 00:00:02.000]  各位姐妹今天的講題
[00:02:42.000 --> 00:02:45.000]  以犧牲的愛去感召我們人心歸降
[00:02:45.000 --> 00:02:47.000]  這個代價超無比的高
[00:02:47.000 --> 00:02:50.000]  上帝用了他的愛子的生命補血
[00:02:50.000 --> 00:02:51.000]  贖我們歸贖他
[00:02:51.000 --> 00:02:54.000]  我們要讚美感謝神
[00:02:54.000 --> 00:02:57.000]  所以這個題目在我預備之前
[00:02:57.000 --> 00:02:58.000]  想了很久
[00:02:58.000 --> 00:03:01.000]  我們偉大的上帝心災勝在其災
[00:03:01.000 --> 00:03:03.000]  求神憐憫我們
[00:03:03.000 --> 00:03:05.000]  今天藉著在二次亞書
[00:03:05.000 --> 00:03:08.000]  猶太國國王烏沙亞駕崩的時候
[00:03:08.000 --> 00:03:12.000]  我們先看看如何回應這個世代轉譯的駕崩
[00:03:12.000 --> 00:03:15.000]  仍然看到上帝的作功和呼召
[00:03:15.000 --> 00:03:18.000]  仍然看到神如何施行歷史的拯救
[00:03:18.000 --> 00:03:20.000]  我們看第一段
[00:03:20.000 --> 00:03:22.000]  神聖的顯現
[00:03:22.000 --> 00:03:24.000]  我們一起讀
[00:03:24.000 --> 00:03:26.000]  我先講背景再讀經文
[00:03:26.000 --> 00:03:29.000]  烏沙亞王崩那一年
[00:03:29.000 --> 00:03:32.000]  其實大約是主前739至740年
[00:03:32.000 --> 00:03:34.000]  烏沙亞王統治了半個世紀
[00:03:34.000 --> 00:03:35.000]  即是五十多年
[00:03:35.000 --> 00:03:36.000]  在歷代治下
[00:03:36.000 --> 00:03:38.000]  廿六章講到他尋求野化
[00:03:38.000 --> 00:03:39.000]  神助使去亨通
[00:03:39.000 --> 00:03:40.000]  甚至強盛
[00:03:40.000 --> 00:03:42.000]  但很可惜在晚年的時候
[00:03:42.000 --> 00:03:45.000]  歷代治下廿六章記述了他心高氣傲
[00:03:45.000 --> 00:03:48.000]  結果在大麻風的刑罰中去世
[00:03:48.000 --> 00:03:50.000]  他執政的五十二年
[00:03:50.000 --> 00:03:52.000]  亞述暫停對外的抗戰
[00:03:52.000 --> 00:03:53.000]  供不了他們
[00:03:53.000 --> 00:03:55.000]  但南國的猶太和北國的以色列
[00:03:55.000 --> 00:04:00.000]  因為長期享受榮華富貴之後
[00:04:00.000 --> 00:04:01.000]  他們穩定下來
[00:04:01.000 --> 00:04:03.000]  他們開始退步的寧靜
[00:04:03.000 --> 00:04:05.000]  烏沙亞王駕崩之前
[00:04:05.000 --> 00:04:06.000]  烏雲已經密佈
[00:04:06.000 --> 00:04:08.000]  社會問題很多
[00:04:08.000 --> 00:04:10.000]  五年前登基的亞述王
[00:04:10.000 --> 00:04:13.000]  提格拉比列色三世
[00:04:13.000 --> 00:04:16.000]  已經重新發動對外的戰爭
[00:04:16.000 --> 00:04:17.000]  結果我們看到
[00:04:17.000 --> 00:04:19.000]  在王下的十五章開始
[00:04:19.000 --> 00:04:21.000]  看到猶大國開始走下坡
[00:04:21.000 --> 00:04:24.000]  亞述就成為了神施行管教的形象
[00:04:24.000 --> 00:04:26.000]  而北國以色列離開滅亡
[00:04:26.000 --> 00:04:28.000]  已經剩下十八年
[00:04:28.000 --> 00:04:30.000]  聖殿在一百五十四年之後被毀
[00:04:30.000 --> 00:04:32.000]  先知二賽在無依無靠的底下
[00:04:32.000 --> 00:04:34.000]  他竟然能夠單單
[00:04:34.000 --> 00:04:36.000]  仍然能夠看到主在寶座
[00:04:36.000 --> 00:04:37.000]  所以我們一起讀一次
[00:04:37.000 --> 00:04:38.000]  事節預備起
[00:04:38.000 --> 00:04:41.000]  當烏西亞王崩的那年
[00:04:41.000 --> 00:04:44.000]  我見主在在高高的寶座上
[00:04:44.000 --> 00:04:46.000]  他的衣裳垂下
[00:04:46.000 --> 00:04:48.000]  遮滿聖殿
[00:04:48.000 --> 00:04:50.000]  其上有撒拉夫斯納
[00:04:50.000 --> 00:04:52.000]  各有六個翅膀
[00:04:52.000 --> 00:04:54.000]  用兩個翅膀遮臉
[00:04:54.000 --> 00:04:56.000]  兩個翅膀遮腳
[00:04:56.000 --> 00:04:58.000]  兩個翅膀飛翔
[00:04:58.000 --> 00:05:01.000]  彼此呼喊說
[00:05:01.000 --> 00:05:03.000]  成災成災成災
[00:05:03.000 --> 00:05:05.000]  萬軍之夜華
[00:05:05.000 --> 00:05:08.000]  他的魂光充滿全地
[00:05:08.000 --> 00:05:10.000]  欽呼喊者的聲音
[00:05:10.000 --> 00:05:12.000]  門檻的根基震動
[00:05:12.000 --> 00:05:15.000]  殿門充滿了煙雲
[00:05:15.000 --> 00:05:17.000]  我們看回第一第二節
[00:05:17.000 --> 00:05:19.000]  先知無單注重
[00:05:19.000 --> 00:05:21.000]  注視著政局的混亂
[00:05:21.000 --> 00:05:22.000]  百姓將亡的光景
[00:05:22.000 --> 00:05:24.000]  以創下先知仍然看到上帝
[00:05:24.000 --> 00:05:26.000]  他坐在寶座上
[00:05:26.000 --> 00:05:27.000]  衣垂垂下
[00:05:27.000 --> 00:05:28.000]  充滿聖殿
[00:05:28.000 --> 00:05:30.000]  神的榮耀從來沒有減少
[00:05:30.000 --> 00:05:33.000]  沒有被世人的敗壞和黑暗所損
[00:05:33.000 --> 00:05:34.000]  相反在第二節裏面
[00:05:34.000 --> 00:05:36.000]  我們看到有兩個撒拉夫
[00:05:36.000 --> 00:05:39.000]  撒拉夫應該是文數21章形容的
[00:05:39.000 --> 00:05:41.000]  有翅膀會飛的火蛇
[00:05:41.000 --> 00:05:43.000]  其實在聖經裏面
[00:05:43.000 --> 00:05:45.000]  啟示錄四章曾經說過
[00:05:45.000 --> 00:05:46.000]  四活物
[00:05:46.000 --> 00:05:48.000]  這些天使有六個翅膀
[00:05:48.000 --> 00:05:50.000]  而西傑書一章都形容過
[00:05:50.000 --> 00:05:52.000]  四活物有四個翅膀
[00:05:52.000 --> 00:05:54.000]  不論是四個翅膀還是六個翅膀
[00:05:54.000 --> 00:05:57.000]  我們看到這次看到的六個翅膀
[00:05:57.000 --> 00:05:59.000]  他們有兩個翅膀是做什麼的
[00:05:59.000 --> 00:06:01.000]  你想像一下這個天使有六個翅膀
[00:06:01.000 --> 00:06:03.000]  每兩個翅膀都在做事
[00:06:03.000 --> 00:06:04.000]  第一個是遮面
[00:06:04.000 --> 00:06:06.000]  遮面是代表他們敬畏神
[00:06:06.000 --> 00:06:09.000]  他們不敢仰面直視上帝
[00:06:09.000 --> 00:06:12.000]  代表他們在敬畏隱藏的心境裏面
[00:06:12.000 --> 00:06:14.000]  第二個的兩個翅膀遮腳
[00:06:14.000 --> 00:06:17.000]  是代表他們謙卑承認自己卑微
[00:06:17.000 --> 00:06:18.000]  卑微馴服神
[00:06:18.000 --> 00:06:21.000]  第三組的兩個翅膀飛翔
[00:06:21.000 --> 00:06:23.000]  代表他們很殷勤的服侍
[00:06:23.000 --> 00:06:27.000]  你想像一下天使他那個兩個翅膀
[00:06:27.000 --> 00:06:29.000]  不拍翅膀飛的時候會怎樣
[00:06:30.000 --> 00:06:31.000]  會怎樣
[00:06:31.000 --> 00:06:34.000]  想像一下
[00:06:34.000 --> 00:06:36.000]  明明在拍的突然不拍
[00:06:36.000 --> 00:06:37.000]  會不會跌下來
[00:06:37.000 --> 00:06:38.000]  會跌下來
[00:06:38.000 --> 00:06:41.000]  我想我們都不敢想到天使那麼笨
[00:06:41.000 --> 00:06:43.000]  但我舉個很簡單的例子
[00:06:43.000 --> 00:06:45.000]  有一輛車你不踩
[00:06:45.000 --> 00:06:46.000]  你會怎樣
[00:06:46.000 --> 00:06:47.000]  會跌下來
[00:06:47.000 --> 00:06:50.000]  連人帶車都跌下來
[00:06:50.000 --> 00:06:53.000]  我們同時留意到這個沙律佛
[00:06:53.000 --> 00:06:55.000]  給我們看到一個榜樣
[00:06:55.000 --> 00:06:57.000]  他們用三分一部分來殷勤的服侍
[00:06:57.000 --> 00:07:02.000]  三分二的部分帶著隱藏於神聖潔榮耀裡面的卑微態度
[00:07:02.000 --> 00:07:03.000]  換句話說
[00:07:03.000 --> 00:07:06.000]  我們今天給我們服侍神的人有一個很大的啟迪
[00:07:06.000 --> 00:07:09.000]  現實生活裡面很多時候因為我們少親近神
[00:07:09.000 --> 00:07:11.000]  我們忙忙忙做很多事情
[00:07:11.000 --> 00:07:13.000]  用三分二的時間去服侍神
[00:07:13.000 --> 00:07:15.000]  三分一的時間都不夠去親近神
[00:07:15.000 --> 00:07:16.000]  依靠神
[00:07:16.000 --> 00:07:17.000]  仰望神
[00:07:17.000 --> 00:07:19.000]  結果我們用血氣去服侍神的時候
[00:07:19.000 --> 00:07:22.000]  結果是不能夠榮神益人
[00:07:22.000 --> 00:07:23.000]  求神憐憫我們
[00:07:23.000 --> 00:07:24.000]  第三第四節
[00:07:24.000 --> 00:07:28.000]  三諧的聖哉敬拜聲震動門禁的根基
[00:07:28.000 --> 00:07:30.000]  殿裡面充滿了煙雲
[00:07:30.000 --> 00:07:32.000]  正正出下及記四十章
[00:07:32.000 --> 00:07:33.000]  代下四章
[00:07:33.000 --> 00:07:34.000]  詩篇一一九裡面
[00:07:34.000 --> 00:07:37.000]  形容到聖殿神威榮的臨在充滿
[00:07:37.000 --> 00:07:41.000]  而萬鈞有耶華這個字在舊約出現了三百三十次
[00:07:41.000 --> 00:07:43.000]  在先知書出現了二百四十七次
[00:07:43.000 --> 00:07:45.000]  哈蓋書有十四次
[00:07:45.000 --> 00:07:47.000]  撒戈尼亞書有五十三次
[00:07:47.000 --> 00:07:49.000]  馬拉基書有廿四次
[00:07:49.000 --> 00:07:53.000]  其實在後面的先知書宣講萬鈞的耶華的時候
[00:07:53.000 --> 00:07:56.000]  其實某程度上是在儀表萬鈞的耶華
[00:07:56.000 --> 00:07:58.000]  在將來的預言裡面
[00:07:58.000 --> 00:08:00.000]  是會統治全地的
[00:08:00.000 --> 00:08:04.000]  所以讓我們簡潔歸納我們經文裡面的啟示
[00:08:04.000 --> 00:08:08.000]  和對我們今天的世代的關係反省
[00:08:08.000 --> 00:08:10.000]  當代的處境是烏沙王駕崩
[00:08:10.000 --> 00:08:15.000]  你覺得你今天和我處理的世代政局是怎樣呢
[00:08:15.000 --> 00:08:19.000]  我就覺得你覺不覺得會是世情其實都很波濤凶險的
[00:08:19.000 --> 00:08:21.000]  一個不經意按錯掣
[00:08:21.000 --> 00:08:23.000]  一個不經意的君王說錯話
[00:08:23.000 --> 00:08:25.000]  刺激到對方的時候
[00:08:25.000 --> 00:08:29.000]  其實我們這個世代都是世情波濤凶險的
[00:08:29.000 --> 00:08:33.000]  但願我們在這些凶險的善變的世代裡面
[00:08:33.000 --> 00:08:36.000]  我們的眼目仍然能夠注視到上帝
[00:08:36.000 --> 00:08:39.000]  和永遠在他身邊侍候他的天使
[00:08:39.000 --> 00:08:42.000]  讓我們都跟從這個榜樣
[00:08:42.000 --> 00:08:44.000]  先知耳措阿喪看到的
[00:08:44.000 --> 00:08:48.000]  其實就是看到伏義的天使和上帝至高的榮耀
[00:08:48.000 --> 00:08:50.000]  臣永遠坐著為王
[00:08:50.000 --> 00:08:51.000]  永佩服侍
[00:08:51.000 --> 00:08:52.000]  威榮充滿
[00:08:52.000 --> 00:08:53.000]  永不動搖
[00:08:53.000 --> 00:08:55.000]  掌管天地
[00:08:55.000 --> 00:08:58.000]  所以今天我們要凝視堅定轉目
[00:08:58.000 --> 00:09:00.000]  依靠萬軍的耶和華
[00:09:00.000 --> 00:09:02.000]  和看看他怎樣領導歷史進行
[00:09:02.000 --> 00:09:05.000]  我們可以怎樣學校天使撒拉夫呢
[00:09:05.000 --> 00:09:08.000]  第一敬拜讚美
[00:09:08.000 --> 00:09:10.000]  其實我發覺就算過去
[00:09:10.000 --> 00:09:11.000]  我真的覺得很感恩
[00:09:11.000 --> 00:09:13.000]  我過去幾年的COVID
[00:09:13.000 --> 00:09:16.000]  真的被很多的思維沉潛到腦海裡
[00:09:16.000 --> 00:09:19.000]  今天我在大團契的茶經裡
[00:09:19.000 --> 00:09:23.000]  經常都有詩歌去慰養大家和我自己
[00:09:23.000 --> 00:09:27.000]  第二我們要學習敬畏隱藏的伏事
[00:09:27.000 --> 00:09:29.000]  第三我們要謙卑馴服
[00:09:29.000 --> 00:09:30.000]  好像天使一樣
[00:09:30.000 --> 00:09:32.000]  第四我們要急速理明
[00:09:32.000 --> 00:09:34.000]  我有沒有讀錯這個字
[00:09:34.000 --> 00:09:36.000]  理身的理
[00:09:36.000 --> 00:09:38.000]  急速理明
[00:09:38.000 --> 00:09:42.000]  我自從入了六創團契伏事三年前
[00:09:42.000 --> 00:09:45.000]  我真的覺得神真的讓我看到很多英雄
[00:09:45.000 --> 00:09:48.000]  英雄的意思就是屬靈的榜樣
[00:09:48.000 --> 00:09:51.000]  我真的發現不知不覺發現
[00:09:51.000 --> 00:09:55.000]  有時候最近探望一個很關顧的姐妹
[00:09:55.000 --> 00:09:57.000]  她自己進了廠進了醫院
[00:09:57.000 --> 00:09:59.000]  後來她出來的時候
[00:09:59.000 --> 00:10:00.000]  大家很高興見到她
[00:10:00.000 --> 00:10:03.000]  才知道有個弟兄和他媽媽
[00:10:03.000 --> 00:10:05.000]  平時的覆診原來都是靠這個姐妹
[00:10:05.000 --> 00:10:07.000]  時時都陪她覆診
[00:10:07.000 --> 00:10:09.000]  弟兄偷偷地跟我說
[00:10:09.000 --> 00:10:11.000]  牧師千萬不要再找哪個姐妹了
[00:10:11.000 --> 00:10:13.000]  我不想勞煩她
[00:10:13.000 --> 00:10:15.000]  但其實這個弟兄後來自己嘗試
[00:10:15.000 --> 00:10:17.000]  第一次自己覆診
[00:10:17.000 --> 00:10:19.000]  結果是迷路
[00:10:19.000 --> 00:10:23.000]  結果他要菲傭推著他媽媽的輪椅
[00:10:23.000 --> 00:10:25.000]  帶他去拿藥
[00:10:25.000 --> 00:10:26.000]  那次
[00:10:26.000 --> 00:10:27.000]  跟著我就跟他說
[00:10:27.000 --> 00:10:28.000]  你放心吧
[00:10:28.000 --> 00:10:29.000]  神會為你預備的
[00:10:29.000 --> 00:10:31.000]  就算你不想勞動
[00:10:31.000 --> 00:10:32.000]  什麼什麼姐妹的時候
[00:10:32.000 --> 00:10:33.000]  我找什麼什麼弟兄幫你
[00:10:33.000 --> 00:10:35.000]  總之你要接受幫助
[00:10:35.000 --> 00:10:37.000]  跟著我又認識一個弟兄
[00:10:37.000 --> 00:10:39.000]  在六創他們退休了
[00:10:39.000 --> 00:10:42.000]  有一個可以一至五都開車
[00:10:42.000 --> 00:10:44.000]  載另外一些有需要的弟兄長期
[00:10:44.000 --> 00:10:46.000]  五六年經常都要去醫院調針
[00:10:46.000 --> 00:10:48.000]  但這個弟兄還是那麼忠誠
[00:10:48.000 --> 00:10:50.000]  每一至五的早上都會載他
[00:10:50.000 --> 00:10:52.000]  載他回家
[00:10:52.000 --> 00:10:54.000]  沒有人知道
[00:10:54.000 --> 00:10:55.000]  只有我知道
[00:10:55.000 --> 00:10:56.000]  不過今天你們也知道
[00:10:56.000 --> 00:10:58.000]  你們可不可以答應不要說出去
[00:10:58.000 --> 00:11:00.000]  說笑而已
[00:11:00.000 --> 00:11:02.000]  但要隱藏
[00:11:02.000 --> 00:11:03.000]  No key
[00:11:03.000 --> 00:11:05.000]  另外一個弟兄經常
[00:11:05.000 --> 00:11:07.000]  後來他被服侍
[00:11:07.000 --> 00:11:09.000]  弟兄告訴我
[00:11:09.000 --> 00:11:10.000]  他時時在離島
[00:11:10.000 --> 00:11:12.000]  很早就坐船出來
[00:11:12.000 --> 00:11:13.000]  陪弟兄去覆診
[00:11:13.000 --> 00:11:15.000]  九點鐘覆診
[00:11:15.000 --> 00:11:17.000]  在離島出來
[00:11:17.000 --> 00:11:18.000]  這些真是隱藏的服侍
[00:11:18.000 --> 00:11:19.000]  我真的從他們身上
[00:11:19.000 --> 00:11:21.000]  真的很佩服
[00:11:21.000 --> 00:11:23.000]  還有激勵我作為目者
[00:11:23.000 --> 00:11:25.000]  怎樣繼續學習隱藏的服侍
[00:11:25.000 --> 00:11:27.000]  時間不容許我每一段詳述
[00:11:27.000 --> 00:11:29.000]  但我精選了一些名人語錄
[00:11:29.000 --> 00:11:31.000]  想跟大家繼續深刻的反省
[00:11:31.000 --> 00:11:33.000]  第一個語錄是無安得烈
[00:11:33.000 --> 00:11:35.000]  他說關於卑微和性別
[00:11:35.000 --> 00:11:37.000]  夠不夠大
[00:11:37.000 --> 00:11:39.000]  夠
[00:11:39.000 --> 00:11:40.000]  我們一起讀出來
[00:11:40.000 --> 00:11:43.000]  卑微與性別彼此緊扣的關係
[00:11:43.000 --> 00:11:46.000]  卑微是我要選擇的遺憤
[00:11:46.000 --> 00:11:49.000]  而性別乃是神當得的遺憤
[00:11:49.000 --> 00:11:52.000]  若我能在神面前成為無有
[00:11:52.000 --> 00:11:55.000]  上帝就能成為我的所有
[00:11:55.000 --> 00:11:58.000]  而我就走上性別的歸途了
[00:11:58.000 --> 00:12:00.000]  其實我們的卑微
[00:12:00.000 --> 00:12:02.000]  就是上帝的性別了
[00:12:02.000 --> 00:12:06.000]  因為這樣就能完全歸所有榮耀給上帝
[00:12:06.000 --> 00:12:08.000]  大家認不認同
[00:12:08.000 --> 00:12:09.000]  不容易學
[00:12:09.000 --> 00:12:11.000]  但我們慢慢會學到的
[00:12:11.000 --> 00:12:13.000]  特別我去到六創團
[00:12:13.000 --> 00:12:14.000]  他人年長之後
[00:12:14.000 --> 00:12:17.000]  當你身體都退化控制不到的時候
[00:12:17.000 --> 00:12:20.000]  你就知道什麼要交託自己給上帝
[00:12:20.000 --> 00:12:22.000]  因為他掌管到
[00:12:22.000 --> 00:12:26.000]  這個態度其實已經是我們應該追求的
[00:12:26.000 --> 00:12:27.000]  靈性和服侍態度
[00:12:27.000 --> 00:12:29.000]  我們一起讀下一個譯句
[00:12:29.000 --> 00:12:30.000]  預備起
[00:12:30.000 --> 00:12:34.000]  性別在於符合神的屬性及馴服祂的旨意
[00:12:34.000 --> 00:12:37.000]  在一個腐朽的社會生活中
[00:12:37.000 --> 00:12:40.000]  你需要附上持續銳意的力量
[00:12:40.000 --> 00:12:42.000]  不去玷污自己
[00:12:42.000 --> 00:12:45.000]  上帝從不妥協他的性別標準
[00:12:45.000 --> 00:12:49.000]  而你最微小的著力去抗拒任何不勝意的事物
[00:12:49.000 --> 00:12:52.000]  都看在上帝眼裡
[00:12:52.000 --> 00:12:55.000]  我們應該以對上帝性別的回應
[00:12:55.000 --> 00:12:57.000]  來衡量我們對上帝的愛
[00:12:57.000 --> 00:12:58.000]  同意嗎
[00:12:58.000 --> 00:13:00.000]  其實緊扣在一起
[00:13:00.000 --> 00:13:02.000]  所以你說你愛上神和你要學性別
[00:13:02.000 --> 00:13:03.000]  是沒有矛盾的
[00:13:03.000 --> 00:13:05.000]  你很學神的性別
[00:13:05.000 --> 00:13:07.000]  不等於你是高到高爆胖
[00:13:07.000 --> 00:13:08.000]  別人很怕你
[00:13:08.000 --> 00:13:09.000]  你應該讓別人感受到
[00:13:09.000 --> 00:13:10.000]  你有神的性別的時候
[00:13:10.000 --> 00:13:12.000]  是更加可愛和更加可親
[00:13:12.000 --> 00:13:14.000]  我不知道大家同不同意
[00:13:14.000 --> 00:13:15.000]  如果你說你愛太太
[00:13:15.000 --> 00:13:17.000]  我們當中有幾句話
[00:13:17.000 --> 00:13:18.000]  經常說你愛太太的
[00:13:18.000 --> 00:13:19.000]  舉手看看
[00:13:19.000 --> 00:13:20.000]  不要隨便舉
[00:13:20.000 --> 00:13:25.000]  我也學一下剛才的弟兄
[00:13:25.000 --> 00:13:26.000]  舉完之後
[00:13:27.000 --> 00:13:31.000]  幸好我太太不是坐在他旁邊
[00:13:31.000 --> 00:13:32.000]  不過我認識她
[00:13:32.000 --> 00:13:34.000]  她是我的家庭御醫
[00:13:34.000 --> 00:13:37.000]  這句話與她無關
[00:13:37.000 --> 00:13:39.000]  如果你經常說你愛太太
[00:13:39.000 --> 00:13:42.000]  愛太太的人會不會偷歡
[00:13:42.000 --> 00:13:45.000]  愛太太的人會不會在情人節晚餐
[00:13:45.000 --> 00:13:46.000]  在餐廳吃東西的時候
[00:13:46.000 --> 00:13:48.000]  經常看旁邊桌子的女士
[00:13:48.000 --> 00:13:49.000]  不會吧
[00:13:49.000 --> 00:13:51.000]  你說你愛子女愛寵物
[00:13:51.000 --> 00:13:52.000]  你看到她生病
[00:13:52.000 --> 00:13:54.000]  你會不會不帶她去看醫生
[00:13:54.000 --> 00:13:56.000]  醫治她
[00:13:56.000 --> 00:13:57.000]  不會吧
[00:13:57.000 --> 00:13:58.000]  你說你愛惜自己的身體
[00:13:58.000 --> 00:14:01.000]  你會不會為疾忌醫
[00:14:01.000 --> 00:14:02.000]  明明要做手術
[00:14:02.000 --> 00:14:03.000]  都不去做
[00:14:03.000 --> 00:14:05.000]  不會吧
[00:14:05.000 --> 00:14:06.000]  如果你這樣做
[00:14:06.000 --> 00:14:07.000]  就是說你不愛惜身體
[00:14:07.000 --> 00:14:09.000]  神很愛我們
[00:14:09.000 --> 00:14:10.000]  祂願意我們身心靈
[00:14:10.000 --> 00:14:12.000]  時時潔淨乾淨健壯
[00:14:12.000 --> 00:14:13.000]  你說好不好
[00:14:13.000 --> 00:14:15.000]  這個心腸很好
[00:14:15.000 --> 00:14:16.000]  我問你
[00:14:16.000 --> 00:14:18.000]  有沒有人時時都不洗碗
[00:14:18.000 --> 00:14:19.000]  很累不要洗了
[00:14:19.000 --> 00:14:20.000]  你吃一句
[00:14:20.000 --> 00:14:21.000]  煮一吃就不用了
[00:14:21.000 --> 00:14:22.000]  明天都不用了
[00:14:22.000 --> 00:14:23.000]  照樣煲湯好不好
[00:14:23.000 --> 00:14:25.000]  今晚煲鮑魚燉雞
[00:14:25.000 --> 00:14:26.000]  但鍋子沒洗過
[00:14:26.000 --> 00:14:28.000]  照樣煲湯好不好
[00:14:28.000 --> 00:14:30.000]  一服一禮這樣好不好
[00:14:30.000 --> 00:14:31.000]  你都懂笑了
[00:14:31.000 --> 00:14:32.000]  不行
[00:14:32.000 --> 00:14:34.000]  有沒有人時時都不洗乾淨
[00:14:34.000 --> 00:14:36.000]  你的衣服床鋪天天重用
[00:14:36.000 --> 00:14:38.000]  結果會怎樣
[00:14:38.000 --> 00:14:40.000]  結果大家都會知道
[00:14:40.000 --> 00:14:41.000]  周圍的人都會知道
[00:14:41.000 --> 00:14:42.000]  每個人都會看到
[00:14:42.000 --> 00:14:43.000]  接著會怎樣
[00:14:43.000 --> 00:14:44.000]  聞到
[00:14:44.000 --> 00:14:45.000]  同意嗎
