
[00:00:00.000 --> 00:00:04.160]  好,敬拜隊帶領我們剛才的敬拜
[00:03:36.320 --> 00:03:38.320]  本身都很好
[00:03:38.320 --> 00:03:40.320]  一直去
[00:03:40.320 --> 00:03:42.320]  敬拜,崇拜,查經
[00:03:42.320 --> 00:03:44.320]  突然有個執事
[00:03:44.320 --> 00:03:46.320]  買了一套古董給教會
[00:03:46.320 --> 00:03:48.320]  買了一套古董
[00:03:48.320 --> 00:03:50.320]  大件事了,開始崇拜戰爭
[00:03:50.320 --> 00:03:52.320]  發生了,大家在那邊說
[00:03:52.320 --> 00:03:54.320]  古董是不應該出現在教會裡面的
[00:03:54.320 --> 00:03:56.320]  古董是很嘈雜的
[00:03:56.320 --> 00:03:58.320]  嘈雜的,或者古董是
[00:03:58.320 --> 00:04:00.320]  殺蛋的樂器,不應該讓它
[00:04:00.320 --> 00:04:02.320]  發生在那裡,我們有
[00:04:02.320 --> 00:04:04.320]  所以我們不認同
[00:04:04.320 --> 00:04:06.320]  是的
[00:04:06.320 --> 00:04:08.320]  那時候不斷有很多爭拗
[00:04:08.320 --> 00:04:10.320]  就說欣著那套古董,很多爭拗
[00:04:10.320 --> 00:04:12.320]  結果那個教會怎樣
[00:04:12.320 --> 00:04:14.320]  結果一百多人裡面
[00:04:14.320 --> 00:04:16.320]  八十人走了,剩下二十多人
[00:04:16.320 --> 00:04:18.320]  還有那套古董
[00:04:18.320 --> 00:04:20.320]  看著大家,你眼看我眼
[00:04:20.320 --> 00:04:22.320]  很淒涼的一件事
[00:04:22.320 --> 00:04:24.320]  你想想,只是因為一件事
[00:04:24.320 --> 00:04:26.320]  一套古董進了一間教會
[00:04:26.320 --> 00:04:28.320]  就以致整間教會會分裂
[00:04:28.320 --> 00:04:30.320]  各散東西,連朋友都沒得做
[00:04:30.320 --> 00:04:32.320]  其實
[00:04:32.320 --> 00:04:34.320]  教會為什麼有時候會變成
[00:04:34.320 --> 00:04:36.320]  哥斯拉那樣呢?我們也很想
[00:04:36.320 --> 00:04:38.320]  我們也很想真的可以有那種
[00:04:38.320 --> 00:04:40.320]  的憧憬,回到教會可以很
[00:04:40.320 --> 00:04:42.320]  溫馨,可以大家抱頭抱頸
[00:04:42.320 --> 00:04:44.320]  好像整個家一樣,但是究竟
[00:04:44.320 --> 00:04:46.320]  我們這麼多人,每個人都不同
[00:04:46.320 --> 00:04:48.320]  性格,不同風格,不同看法
[00:04:48.320 --> 00:04:50.320]  的時間,怎樣可以讓
[00:04:50.320 --> 00:04:52.320]  我們的教會變成那個美好的
[00:04:52.320 --> 00:04:54.320]  家呢?我們
[00:04:54.320 --> 00:04:56.320]  會看一段經文,就是《已忽所書》
[00:04:56.320 --> 00:04:58.320]  一章十五至二十三字
[00:04:58.320 --> 00:05:00.320]  前陣子我們
[00:05:00.320 --> 00:05:02.320]  同工們也很多說過《已忽所書》
[00:05:02.320 --> 00:05:04.320]  Billy也說過
[00:05:04.320 --> 00:05:06.320]  凌峰也說過,是的
[00:05:06.320 --> 00:05:08.320]  的確《已忽所書》是一本
[00:05:08.320 --> 00:05:10.320]  很值得我們看的書,特別
[00:05:10.320 --> 00:05:12.320]  教會現在推出一個主題經文
[00:05:12.320 --> 00:05:14.320]  這個就是我們的
[00:05:14.320 --> 00:05:16.320]  《已忽所書》,整個《已忽所書》都是
[00:05:16.320 --> 00:05:18.320]  主題經文來的,有時候
[00:05:18.320 --> 00:05:20.320]  看《已忽所書》一開始會很迷
[00:05:20.320 --> 00:05:22.320]  很多,嘩,又神學的東西
[00:05:22.320 --> 00:05:24.320]  究竟在說什麼呢?
[00:05:24.320 --> 00:05:26.320]  所以我們看《已忽所書》
[00:05:26.320 --> 00:05:28.320]  你知道進程
[00:05:28.320 --> 00:05:30.320]  會比較容易理解
[00:05:30.320 --> 00:05:32.320]  所以今天一開始很想先說一說
[00:05:32.320 --> 00:05:34.320]  進程,《已忽所書》其實
[00:05:34.320 --> 00:05:36.320]  可以分開一半,頭一半
[00:05:36.320 --> 00:05:38.320]  是說上帝拯救的故事
[00:05:38.320 --> 00:05:40.320]  上帝怎樣拯救我們,以致我們
[00:05:40.320 --> 00:05:42.320]  可以回到祂裏面
[00:05:42.320 --> 00:05:44.320]  結連成為一個教會
[00:05:44.320 --> 00:05:46.320]  而下半部分是說
[00:05:46.320 --> 00:05:48.320]  當我們結連成為教會
[00:05:48.320 --> 00:05:50.320]  上帝拯救了我們,我們怎樣回應呢?
[00:05:50.320 --> 00:05:52.320]  我們的生命可以怎樣
[00:05:52.320 --> 00:05:54.320]  活出一個新的生命?
[00:05:54.320 --> 00:05:56.320]  《已忽所書》就是這樣去展開,以致
[00:05:56.320 --> 00:05:58.320]  當它細分的時候
[00:05:58.320 --> 00:06:00.320]  你就會看到整個故事都是在說
[00:06:00.320 --> 00:06:02.320]  合一的,嘩,我們
[00:06:02.320 --> 00:06:04.320]  由一開始,Billy開始說的那段經文
[00:06:04.320 --> 00:06:06.320]  讚美上帝
[00:06:06.320 --> 00:06:08.320]  榮耀將教會
[00:06:08.320 --> 00:06:10.320]  帶回來一起,歸為一體
[00:06:10.320 --> 00:06:12.320]  以致我們拯救使人
[00:06:12.320 --> 00:06:14.320]  可以去合一
[00:06:14.320 --> 00:06:16.320]  哇,猶太人和外邦人都可以合一
[00:06:16.320 --> 00:06:18.320]  究竟我們合一了
[00:06:18.320 --> 00:06:20.320]  之後成為一體,我們怎樣可以活出
[00:06:20.320 --> 00:06:22.320]  一個合一的生命呢?當中
[00:06:22.320 --> 00:06:24.320]  就給了三個例子,就是凌峰
[00:06:24.320 --> 00:06:26.320]  上次也有說,兒女和父母
[00:06:26.320 --> 00:06:28.320]  我們和父母
[00:06:28.320 --> 00:06:30.320]  怎樣可以去活出合一的生命呢?
[00:06:30.320 --> 00:06:32.320]  其實那裏就是三個例子的其中一個例子
[00:06:32.320 --> 00:06:34.320]  到最後,他會給一個實踐的方法
[00:06:34.320 --> 00:06:36.320]  實質我們怎樣做呢?
[00:06:36.320 --> 00:06:38.320]  實質我們在生命裏要做些什麼
[00:06:38.320 --> 00:06:40.320]  才可以合一呢?整個《已忽所書》
[00:06:40.320 --> 00:06:42.320]  其實當中是在說一個合一的故事
[00:06:42.320 --> 00:06:46.320]  我們今天就會看
[00:06:46.320 --> 00:06:48.320]  這個禱告的部分
[00:06:48.320 --> 00:06:50.320]  就是當Billy說完
[00:06:50.320 --> 00:06:52.320]  那個讚美詩之後
[00:06:52.320 --> 00:06:54.320]  我們就會看
[00:06:54.320 --> 00:06:56.320]  保羅怎樣為這個教會去祈禱
[00:06:56.320 --> 00:06:58.320]  你想想
[00:06:58.320 --> 00:07:00.320]  一個屬靈的領袖,一個屬靈的長輩
[00:07:00.320 --> 00:07:02.320]  為一個教會去祈禱
[00:07:02.320 --> 00:07:04.320]  甚至他寫《已忽所書》
[00:07:04.320 --> 00:07:06.320]  只有1001本
[00:07:06.320 --> 00:07:08.320]  1001本的書,寫裏面的祈禱
[00:07:08.320 --> 00:07:10.320]  當然是最重要的
[00:07:10.320 --> 00:07:12.320]  是最最最重要的
[00:07:12.320 --> 00:07:14.320]  所以我們今天看
[00:07:14.320 --> 00:07:16.320]  保羅的一個祈禱,不要覺得
[00:07:16.320 --> 00:07:18.320]  好像與我們無關
[00:07:18.320 --> 00:07:20.320]  其實他是在說保羅的核心價值
[00:07:20.320 --> 00:07:22.320]  所以我們看到的是保羅
[00:07:22.320 --> 00:07:24.320]  的核心價值,以及他很想
[00:07:24.320 --> 00:07:26.320]  為這個教會去祈禱
[00:07:26.320 --> 00:07:28.320]  我們看到他牧羊的心腸
[00:07:28.320 --> 00:07:30.320]  盼望我們可以去認識這個禱告的裏面
[00:07:30.320 --> 00:07:32.320]  我們生命裏面
[00:07:32.320 --> 00:07:34.320]  都可以去得著更新改變
[00:07:34.320 --> 00:07:36.320]  並且因為講合一
[00:07:36.320 --> 00:07:38.320]  我們當中就可以知道一些有關合一的事
[00:07:38.320 --> 00:07:40.320]  今天的經文
[00:07:40.320 --> 00:07:42.320]  就會分兩部分
[00:07:42.320 --> 00:07:44.320]  講到裏面,分兩部分
[00:07:44.320 --> 00:07:46.320]  第一部分就是我們合一
[00:07:46.320 --> 00:07:48.320]  如果我們有個哥斯拉在
[00:07:48.320 --> 00:07:50.320]  大家幻想一下
[00:07:50.320 --> 00:07:52.320]  教會是哥斯拉
[00:07:52.320 --> 00:07:54.320]  我們怎樣可以純秀呢
[00:07:54.320 --> 00:07:56.320]  純秀詩,怎樣可以去
[00:07:56.320 --> 00:07:58.320]  讓哥斯拉很純良地
[00:07:58.320 --> 00:08:00.320]  拋一個蘋果去
[00:08:00.320 --> 00:08:02.320]  吃一個蘋果
[00:08:02.320 --> 00:08:04.320]  純秀詩,究竟我們純秀詩需要有一個什麼信念
[00:08:04.320 --> 00:08:06.320]  才可以讓哥斯拉純良起來
[00:08:06.320 --> 00:08:08.320]  又或者第二件事
[00:08:08.320 --> 00:08:10.320]  就是我們究竟有什麼目標
[00:08:10.320 --> 00:08:12.320]  我們要做到什麼
[00:08:12.320 --> 00:08:14.320]  才可以令到教會
[00:08:14.320 --> 00:08:16.320]  可以經歷那種溫馴
[00:08:16.320 --> 00:08:18.320]  好像成為一個家的感覺
[00:08:18.320 --> 00:08:20.320]  我們的目標是甚麼呢
[00:08:20.320 --> 00:08:22.320]  今天就會從這兩個向度
[00:08:22.320 --> 00:08:24.320]  純秀詩的信念和純秀詩的目標
[00:08:24.320 --> 00:08:26.320]  去進發
[00:08:26.320 --> 00:08:28.320]  我們一開始就先看頭部份
[00:08:28.320 --> 00:08:30.320]  頭部份
[00:08:30.320 --> 00:08:32.320]  就告訴我們
[00:08:32.320 --> 00:08:34.320]  原來純秀詩是要有一個信念
[00:08:34.320 --> 00:08:36.320]  那個信念就是
[00:08:36.320 --> 00:08:38.320]  上帝無區分地愛我們每一個
[00:08:38.320 --> 00:08:40.320]  這個很重要的一個信念
[00:08:40.320 --> 00:08:42.320]  這個很重要的一個信念
[00:08:42.320 --> 00:08:44.320]  你想一下,教會裏面
[00:08:44.320 --> 00:08:46.320]  你跟人吵架了,不和了
[00:08:46.320 --> 00:08:48.320]  你要跟他復和
[00:08:48.320 --> 00:08:50.320]  首先你要有一個信念,你要相信
[00:08:50.320 --> 00:08:52.320]  就是上帝很愛他
[00:08:52.320 --> 00:08:54.320]  他也很愛你
[00:08:54.320 --> 00:08:56.320]  上帝愛他,不會因為他
[00:08:56.320 --> 00:08:58.320]  能力不足,或者他
[00:08:58.320 --> 00:09:00.320]  做事很不濟,我就不喜歡他
[00:09:00.320 --> 00:09:02.320]  上帝不是這樣的,上帝無論
[00:09:02.320 --> 00:09:04.320]  他是怎樣,他都仍然這樣愛他
[00:09:04.320 --> 00:09:06.320]  甚至要拯救他
[00:09:06.320 --> 00:09:08.320]  有很多時候,我們人
[00:09:08.320 --> 00:09:10.320]  會在這個很現代的世界
[00:09:10.320 --> 00:09:12.320]  坦白說,很多時候
[00:09:12.320 --> 00:09:14.320]  我們心裏面都會有些比較
[00:09:14.320 --> 00:09:16.320]  他穿衣服是型不型,不型
[00:09:16.320 --> 00:09:18.320]  我不想和他做朋友
[00:09:18.320 --> 00:09:20.320]  又或者他說話很不濟,我不想和他做朋友
[00:09:20.320 --> 00:09:22.320]  又或者他的看法和我不同
[00:09:22.320 --> 00:09:24.320]  我又不想和他做朋友
[00:09:24.320 --> 00:09:26.320]  很多時候我們都會有很多比較
[00:09:26.320 --> 00:09:28.320]  衡量和批評
[00:09:28.320 --> 00:09:30.320]  的事
[00:09:30.320 --> 00:09:32.320]  但其實聖經告訴我們
[00:09:32.320 --> 00:09:34.320]  教會不應該是這樣
[00:09:34.320 --> 00:09:36.320]  教會我們要合一
[00:09:36.320 --> 00:09:38.320]  我們要成為一個家,我們首先要認定一件事
[00:09:38.320 --> 00:09:40.320]  就是我們對面那個
[00:09:40.320 --> 00:09:42.320]  同樣都是上帝那麼愛
[00:09:42.320 --> 00:09:44.320]  愛到一個點,主耶穌是為他去死的
[00:09:44.320 --> 00:09:46.320]  當我們帶著這個信念
[00:09:46.320 --> 00:09:48.320]  的時間,我們生命裏面
[00:09:48.320 --> 00:09:50.320]  要走前,要進入
[00:09:50.320 --> 00:09:52.320]  才開始要進入去傾究
[00:09:52.320 --> 00:09:54.320]  怎樣才可以去合一
[00:09:54.320 --> 00:09:56.320]  我們一起去看這部份的經文
[00:09:56.320 --> 00:09:58.320]  《耳福所書》一章十五至十九節
[00:09:58.320 --> 00:10:00.320]  我們一起讀吧
[00:10:00.320 --> 00:10:02.320]  請
[00:10:02.320 --> 00:10:04.320]  請
[00:10:04.320 --> 00:10:06.320]  請
[00:10:06.320 --> 00:10:08.320]  請
[00:10:08.320 --> 00:10:10.320]  請
[00:10:10.320 --> 00:10:12.320]  請
[00:10:12.320 --> 00:10:14.320]  請
[00:10:14.320 --> 00:10:16.320]  請
[00:10:16.320 --> 00:10:46.280]  (廣東話)
[00:10:46.320 --> 00:10:48.720]  (廣東話)
[00:10:48.720 --> 00:10:52.800]  這段經文讀起來是否有點飄飄的
[00:10:52.800 --> 00:10:56.160]  好像不太清楚他在說甚麼
[00:10:56.160 --> 00:10:57.680]  的確是這樣的
[00:10:57.680 --> 00:10:59.920]  這段經文其實如果你看原文的話
[00:10:59.920 --> 00:11:02.200]  有169個字是一句過的
[00:11:02.200 --> 00:11:03.800]  一句過169個字
[00:11:03.800 --> 00:11:06.760]  所以其實去理解它究竟放在哪裏
[00:11:06.760 --> 00:11:08.600]  是有些難度的
[00:11:08.600 --> 00:11:09.640]  但不用擔心
[00:11:09.640 --> 00:11:11.480]  我們一步一步這樣去做好嗎
[00:11:11.480 --> 00:11:12.440]  我們就會知道
[00:11:12.440 --> 00:11:14.160]  首先我們要意識到一件事
[00:11:14.280 --> 00:11:17.240]  這段經文其實是兩個祈禱
[00:11:17.240 --> 00:11:19.760]  第一個祈禱就是為你們去感謝神
[00:11:19.760 --> 00:11:20.920]  很感恩
[00:11:20.920 --> 00:11:22.080]  很開心的一件事
[00:11:22.080 --> 00:11:23.240]  為你們感謝神
[00:11:23.240 --> 00:11:25.320]  而第二個祈禱就是求
[00:11:25.320 --> 00:11:28.040]  我求主耶穌賜一些東西給你們
[00:11:28.040 --> 00:11:30.200]  所以當中有兩個祈禱
[00:11:30.200 --> 00:11:30.960]  OK吧
[00:11:30.960 --> 00:11:33.360]  第一個祈禱為何這麼感恩
[00:11:33.360 --> 00:11:37.360]  因為以弗所教會對主耶穌有信心
[00:11:37.360 --> 00:11:40.160]  對其他弟兄姊妹也有愛心
[00:11:40.160 --> 00:11:41.480]  有信心有愛心
[00:11:41.480 --> 00:11:42.760]  很棒吧
[00:11:42.880 --> 00:11:45.640]  所以保羅認為這件事很重要
[00:11:45.640 --> 00:11:46.800]  並且他們有做到
[00:11:46.800 --> 00:11:49.000]  他們就很開心地去感恩
[00:11:49.000 --> 00:11:52.240]  但原來只有信心和愛心也不夠
[00:11:52.240 --> 00:11:54.880]  第二件事他就開始求
[00:11:54.880 --> 00:11:58.400]  求的正正就是以弗所教會的弟兄姊妹
[00:11:58.400 --> 00:11:59.400]  缺乏的那件事
[00:11:59.400 --> 00:12:00.440]  究竟是甚麼呢
[00:12:00.440 --> 00:12:03.640]  就是求主耶穌基督和天父
[00:12:03.640 --> 00:12:05.160]  去賜聖靈給他們
[00:12:05.160 --> 00:12:07.520]  以至他們可以去認識天父
[00:12:07.520 --> 00:12:09.440]  認識天父是甚麼呢
[00:12:09.440 --> 00:12:11.480]  就是三件事
[00:12:11.600 --> 00:12:13.600]  呼召所帶來的盼望
[00:12:13.600 --> 00:12:15.000]  所賜的產業
[00:12:15.000 --> 00:12:17.400]  以及他的同在的大能
[00:12:17.400 --> 00:12:21.680]  你說為何要認識天父這件事
[00:12:21.680 --> 00:12:23.840]  為何無緣無故要說這件事
[00:12:23.840 --> 00:12:27.120]  其實首先要知道這三件事
[00:12:27.120 --> 00:12:30.960]  其實在上文Billy那裡說過
[00:12:30.960 --> 00:12:33.400]  說到的時候已經說過了
[00:12:33.400 --> 00:12:34.720]  很好啊
[00:12:34.720 --> 00:12:36.680]  Billy解釋了經文裡
[00:12:36.680 --> 00:12:37.920]  就說到這一部分
[00:12:37.920 --> 00:12:41.040]  就是一開始保羅就說到我們
[00:12:41.160 --> 00:12:44.280]  就是說猶太人有甚麼好處
[00:12:44.280 --> 00:12:46.480]  他們生命裡得著一個甚麼恩典
[00:12:46.480 --> 00:12:48.680]  就是有盼望和有產業
[00:12:48.680 --> 00:12:50.360]  猶太人是首先的
[00:12:50.360 --> 00:12:53.120]  第二件事就是說到外邦人怎樣
[00:12:53.120 --> 00:12:55.240]  外邦人恩著福音的緣故
[00:12:55.240 --> 00:12:57.160]  也是有盼望有產業
[00:12:57.160 --> 00:12:58.880]  所以其實到最後
[00:12:58.880 --> 00:13:00.800]  全部東西總結在一起
[00:13:00.800 --> 00:13:03.160]  那個我們是包括所有人的
[00:13:03.160 --> 00:13:04.400]  所以其實以弗所說
[00:13:04.400 --> 00:13:05.960]  一開始他說的是
[00:13:05.960 --> 00:13:08.000]  猶太人將來有盼望有產業
[00:13:08.000 --> 00:13:10.520]  並且外邦人將來也有盼望有產業
[00:13:10.640 --> 00:13:12.560]  其實我們全部都是一樣的
[00:13:12.560 --> 00:13:15.960]  這件事就是保羅為著以弗所的人
[00:13:15.960 --> 00:13:18.320]  一個祈禱盼望他們知道
[00:13:18.320 --> 00:13:19.800]  你說等一下
[00:13:19.800 --> 00:13:20.960]  大家想一想
[00:13:20.960 --> 00:13:22.080]  剛才不是說了
[00:13:22.080 --> 00:13:23.960]  第一段那裡已經說了
[00:13:23.960 --> 00:13:25.200]  為甚麼現在又要祈禱
[00:13:25.200 --> 00:13:26.320]  希望他們知道
[00:13:26.320 --> 00:13:27.920]  這個意思
[00:13:27.920 --> 00:13:29.280]  不要緊
[00:13:29.280 --> 00:13:30.120]  出賣了
[00:13:30.120 --> 00:13:31.360]  這個意思就是
[00:13:31.360 --> 00:13:33.120]  其實有些東西已經說了給你知道
[00:13:33.120 --> 00:13:35.280]  但是你的心未必信得到
[00:13:35.280 --> 00:13:36.560]  就好像假設這樣
[00:13:36.560 --> 00:13:38.160]  我跟一個青少年聊天
[00:13:38.160 --> 00:13:39.320]  我就跟他說
[00:13:39.440 --> 00:13:40.960]  我很盼望你可以知道
[00:13:40.960 --> 00:13:42.480]  你生命很有價值
[00:13:42.480 --> 00:13:44.120]  譬如我說了這一句
[00:13:44.120 --> 00:13:46.400]  但是我可能會再補多一句
[00:13:46.400 --> 00:13:48.600]  就說我會求聖靈幫你
[00:13:48.600 --> 00:13:50.280]  去知道你生命很有價值
[00:13:50.280 --> 00:13:51.480]  兩件事來的
[00:13:51.480 --> 00:13:53.360]  第一個是一個知識的傳遞
[00:13:53.360 --> 00:13:54.720]  只是告訴你而已
[00:13:54.720 --> 00:13:57.000]  但是你可能心裡還未願意相信
[00:13:57.000 --> 00:13:58.320]  或者未願意接受到
[00:13:58.320 --> 00:13:59.800]  所以我就去求聖靈
[00:13:59.800 --> 00:14:01.760]  幫你去明白這件事
[00:14:01.760 --> 00:14:03.480]  外邦人正正在那時候
[00:14:03.480 --> 00:14:05.520]  就是在面對一個困難
[00:14:05.520 --> 00:14:07.840]  告訴他知道得著福音
[00:14:07.960 --> 00:14:09.600]  我們可以有盼望有產業
[00:14:09.600 --> 00:14:11.360]  但是其實他背後
[00:14:11.360 --> 00:14:13.080]  他心裡還有很多東西
[00:14:13.080 --> 00:14:15.480]  攔阻他去相信
[00:14:15.480 --> 00:14:17.960]  那就是正正就是猶太人那些
[00:14:17.960 --> 00:14:19.840]  無緣無故在說什麼
[00:14:19.840 --> 00:14:20.880]  說三說四
[00:14:20.880 --> 00:14:22.880]  在說他們不夠好
[00:14:22.880 --> 00:14:24.160]  他們不應該
[00:14:24.160 --> 00:14:25.520]  我們才被揀選
[00:14:25.520 --> 00:14:27.920]  很多猶太人所說的話
[00:14:27.920 --> 00:14:28.840]  那些控訴
[00:14:28.840 --> 00:14:30.160]  以至到外邦人
[00:14:30.160 --> 00:14:31.520]  他們其實
[00:14:31.520 --> 00:14:33.280]  究竟是不是屬於這個群體
[00:14:33.280 --> 00:14:34.400]  他們還很模糊
[00:14:34.400 --> 00:14:36.480]  甚至彼得他吃飯的時候
[00:14:36.600 --> 00:14:38.080]  那時候他吃飯
[00:14:38.080 --> 00:14:39.520]  都是和猶太人去吃飯
[00:14:39.520 --> 00:14:41.640]  分開不和外邦人吃飯
[00:14:41.640 --> 00:14:44.120]  以至到教會裡面有很多不和
[00:14:44.120 --> 00:14:48.600]  保羅甚至罵彼得
[00:14:48.600 --> 00:14:50.120]  所以我們知道的其實
[00:14:50.120 --> 00:14:52.440]  福音已經臨到
[00:14:52.440 --> 00:14:53.560]  福音已經臨到
